[00:00:06.476 --> 00:00:06.556]  1-800-340-7091.
[00:24:11.391 --> 00:24:28.237]  The middle class fits the bill, but the media has craftily maneuvered the middle class, some of them, to believe that they're actually with Obama against the lazy people that got bad mortgages when the Treasury Secretaries Geithner and the last one Paulson admit it has nothing to do with that, and that's why they didn't use the TARP money on that.
[00:24:29.170 --> 00:24:42.937]  The idea, if you listen to Rush Limbaugh or these other essentially pro-Wall Street characters, is they'll tell you that Obama is helping the deadbeats and the losers and the welchers of society, and he's robbing the achievers.
[00:24:42.997 --> 00:24:46.039]  Well, the deadbeats turn out to be those derivatives bankers.
[00:24:46.079 --> 00:24:47.660]  Now, you ask, who are they?
[00:24:47.800 --> 00:24:54.163]  We had an extraordinary event on Friday afternoon, which maybe can be the starting point for our conversation today.
[00:24:54.998 --> 00:25:04.062]  At the White House, Obama had a special meeting with about 15 representatives of what's today called the banking industry.
[00:25:04.082 --> 00:25:06.223]  It's really not an industry, it's really banking.
[00:25:06.803 --> 00:25:14.446]  But they were there, and you've got to think of this as Obama's the President of the United States, but he's meeting with the Board of Directors.
[00:25:15.407 --> 00:25:18.688]  The idea is that the United States is being made into a corporate state.
[00:25:19.358 --> 00:25:25.488]  In some ways similar to the Mussolini fascist corporate state of Italy in the 1920s, 1930s.
[00:25:26.169 --> 00:25:34.001]  And the board of directors comes to hear a report from the president and they know they made him, they can unmake him.
[00:25:34.511 --> 00:25:36.693]  These are the people who put Obama into office.
[00:25:37.193 --> 00:25:41.296]  Goldman Sachs gave Obama more money than any other single source.
[00:25:41.376 --> 00:25:43.417]  Citibank and others not far behind.
[00:25:43.437 --> 00:25:45.459]  In fact, total, four times what McCain got.
[00:25:45.859 --> 00:25:50.442]  Let me just go through this list and you'll hear the people who made Obama great.
[00:25:50.802 --> 00:25:53.784]  And again, once they're fed up with him, they can also get rid of him.
[00:25:54.285 --> 00:25:56.686]  Jamie Dimon of JPMorgan Chase.
[00:25:56.746 --> 00:25:58.367]  That is one of the biggest zombie banks.
[00:25:58.507 --> 00:26:01.890]  It's a derivatives monster with hundreds of
[00:26:03.072 --> 00:26:07.457]  Billions and actually trillions of derivatives, just by itself.
[00:26:08.038 --> 00:26:10.701]  So, Diamond of JPMorgan Chase.
[00:26:11.221 --> 00:26:13.864]  We've got Ken Lewis of Bank of America.
[00:26:13.884 --> 00:26:15.846]  Now, this guy is an aggressive spokesman.
[00:26:15.886 --> 00:26:23.375]  He says, yeah, we're the bankers, we get the bonuses, and you're going to sit there and like it, and by the way, I want another 500 billion or whatever it is.
[00:26:24.306 --> 00:26:27.930]  Vikram Pandit, known in Wall Street circles as Pandit the Bandit.
[00:26:28.311 --> 00:26:40.404]  This is Citigroup, and Pandit, he's basically driven the stock of that company down to about a dollar a share, but they have been bailed out three times by the federal government to the tune of about 50 billion dollars.
[00:26:40.444 --> 00:26:42.527]  We've got John Stumpf of Wells Fargo.
[00:26:43.127 --> 00:26:45.048]  Ken Chenault of American Express.
[00:26:45.128 --> 00:26:51.229]  Now, Ken Chenault can borrow money for zero interest and then lend it to you for 25% interest on your credit card.
[00:26:51.550 --> 00:26:53.710]  And every time you turn around, he's going to hit you with a new fine.
[00:26:54.150 --> 00:26:55.751]  John Koskinen of Freddie Mac.
[00:26:55.791 --> 00:26:57.571]  Now, that used to be a federal government agency.
[00:26:57.611 --> 00:27:03.093]  It was privatized, made into this tremendous cornucopia of corruption and money.
[00:27:03.753 --> 00:27:07.655]  Ronald Logue of State Street Bank, Robert Kelly of Bank of New York Mellon.
[00:27:08.055 --> 00:27:16.018]  Bank of New York Mellon is the back office of the TARP, of the original October bailout, the $700 billion that is still being distributed.
[00:27:16.558 --> 00:27:18.119]  Rick Waddell of Northern Trust.
[00:27:19.039 --> 00:27:26.302]  Northern Trust is a bank that gave Obama a sweetheart mortgage for his resco lot there in Chicago.
[00:27:26.682 --> 00:27:29.803]  James Rohr of PNC Financial Services Group.
[00:27:30.442 --> 00:27:33.044]  Lloyd Blankfein of Goldman Sachs.
[00:27:33.104 --> 00:27:40.270]  Now, he deserves a special mention, of course, because Goldman Sachs is really one of the beneficiaries of this entire system.
[00:27:40.671 --> 00:27:42.953]  He was joined by John Mack of Morgan Stanley.
[00:27:43.373 --> 00:27:52.781]  If you put together Goldman Sachs and Morgan Stanley, Blankfein and Mack, you remember last summer, a year ago now, a year and a half ago, when you were paying
[00:27:53.504 --> 00:27:55.986]  About $4.50 to $5 a gallon for gas.
[00:27:56.026 --> 00:28:02.430]  My basic rough calculation is that out of the price of gasoline, Blankfein and Mack were getting about a dollar.
[00:28:02.851 --> 00:28:11.657]  So each of them was getting 50 cents, maybe a little bit more for Goldman Sachs, but a total of a dollar out of the price of every gallon of gas sold in the United States.
[00:28:11.677 --> 00:28:12.798]  Through their speculation.
[00:28:12.818 --> 00:28:19.622]  Yeah, to Goldman Sachs and Morgan Stanley, because they were using derivatives on the London ICE exchange to get the price of gasoline up.
[00:28:19.662 --> 00:28:21.224]  And they call this scamming free market.
[00:28:21.264 --> 00:28:22.925]  They're the ones giving the free market a bad name.
[00:28:23.505 --> 00:28:28.148]  The free market has not been seen on land or sea for many a day, and it's not going to be seen.
[00:28:28.548 --> 00:28:32.110]  If you say the free market, you're talking about this group of people.
[00:28:32.130 --> 00:28:33.890]  Pirates just running giant policy scams.
[00:28:33.931 --> 00:28:36.452]  If you deregulated everything... You're talking about Madoff running scams.
[00:28:36.492 --> 00:28:38.753]  Yeah, these are basically bigger versions of Madoff.
[00:28:38.773 --> 00:28:39.273]  It's all Madoff people.
[00:28:39.293 --> 00:28:40.494]  He ran the Nasdaq, founded it.
[00:28:40.934 --> 00:28:42.115]  Richard Davis of U.S.
[00:28:42.155 --> 00:28:43.236]  Bancorp, that's another one.
[00:28:43.536 --> 00:28:50.401]  Then a couple of sort of token people, Camden Fine of the Independent Community Bankers of America, that would be small, small regional banks.
[00:28:50.461 --> 00:28:52.242]  And there, of course, they're the lambs for the slaughter.
[00:28:52.643 --> 00:29:02.530]  The plan is that solvent local and regional banks are going to be fed into the voracious jaws of the sharks, JPMorgan Chase and Bank of America.
[00:29:03.030 --> 00:29:03.430]  Stay with us.
[00:29:03.470 --> 00:29:04.451]  We'll be right back at fullwars.com.
[00:29:33.328 --> 00:29:33.548]  Sure.
[00:29:33.668 --> 00:29:36.831]  Before you throw away your used batteries, you need to listen to this.
[00:29:37.191 --> 00:29:38.932]  Now, going green can save money.
[00:29:39.112 --> 00:29:44.457]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[00:29:44.657 --> 00:29:52.383]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[00:29:52.683 --> 00:30:01.990]  Invented by legendary audio genius John Bodini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives.
[00:30:02.270 --> 00:30:05.291]  Increasing capacity and maintaining cell integrity.
[00:30:05.491 --> 00:30:10.373]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[00:30:10.673 --> 00:30:15.875]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[00:30:16.195 --> 00:30:16.915]  Save your money.
[00:30:17.316 --> 00:30:18.236]  Save the environment.
[00:30:18.616 --> 00:30:21.479]  Visit us online at r-charge.com.
[00:30:21.640 --> 00:30:23.722]  That's r-charge.com.
[00:30:23.882 --> 00:30:24.543]  Or call us at 989-637-4179.
[00:30:24.643 --> 00:30:25.084]  That's 989-637-4179.
[00:30:25.124 --> 00:30:26.425]  Be a part of the revolution today!
[00:30:33.873 --> 00:30:37.695]  I'm Todd Davis, CEO of LifeLock, and what I'm about to tell you is true.
[00:30:37.855 --> 00:30:42.577]  My real social security number is 457-55-5462.
[00:30:42.697 --> 00:30:45.458]  You may think I'm crazy, but I know my identity is safe.
[00:30:45.618 --> 00:30:49.860]  At LifeLock, every member is covered by our $1 million total service guarantee.
[00:30:51.561 --> 00:30:52.262]  We're good to go.
[00:31:13.985 --> 00:31:16.546]  Do you suffer from aches and pains in your knees, arms, wrists, or elbows?
[00:31:16.706 --> 00:31:19.488]  Is it difficult to get out of bed in the morning because of joint stiffness?
[00:31:19.648 --> 00:31:21.869]  Have you been looking for a safe, natural alternative to
[00:31:46.084 --> 00:31:47.525]  You need to visit solartherm.ca.
[00:32:16.084 --> 00:32:17.185]  Call them today at 1-877-747-6664.
[00:32:17.205 --> 00:32:17.786]  That's 1-877-747-6664.
[00:32:17.806 --> 00:32:19.528]  Or visit them online at solartherm.ca.
[00:32:19.828 --> 00:32:21.210]  That's solar, T-H-E-R-M, solartherm.ca.
[00:32:33.383 --> 00:32:38.705]  With an economy that continues to plummet, many of us will have to make the difficult decision to cut back on our expenses.
[00:32:39.345 --> 00:32:42.006]  One thing we cannot afford to cut back on, though, is our health.
[00:32:42.466 --> 00:32:49.749]  If you suffer from chronic illness, stress, a weak immune system, or just always feel tired, you need to visit Shentrition.com.
[00:32:50.209 --> 00:32:54.731]  The philosophy at Shentrition is to feed the body what it needs, plus heal the body with food.
[00:32:55.411 --> 00:32:55.872]  We're good.
[00:33:10.913 --> 00:33:11.173]  I think so.
[00:33:35.951 --> 00:33:38.114]  This is the GCN Radio Network.
[00:33:38.895 --> 00:33:43.580]  Home to hard-hitting talk radio.
[00:33:43.600 --> 00:33:45.563]  There's a lot of confusion.
[00:33:45.623 --> 00:33:47.745]  The American people are angry.
[00:33:54.724 --> 00:34:02.406]  They're saying $165 million to AIG when we gave them $200-something billion, one company alone, of trillions and trillions.
[00:34:03.066 --> 00:34:08.288]  Imagine how mad they would be if they knew that that was all a diversion and a red herring and a distraction.
[00:34:08.308 --> 00:34:10.589]  So we're going to be talking about that as well, Webster Tarpley.
[00:34:10.649 --> 00:34:14.890]  Also, two bills last week had mandatory national service in them.
[00:34:15.530 --> 00:34:16.390]  That got stripped out.
[00:34:16.430 --> 00:34:17.531]  Another one's been introduced again.
[00:34:17.551 --> 00:34:18.471]  We're going to cover that later.
[00:34:18.771 --> 00:34:22.012]  Webster, you've gotten up to the 13 big zombie banks.
[00:34:22.052 --> 00:34:26.294]  That is the dead derivatives banks running global bubbles to buy up everything they create.
[00:34:26.374 --> 00:34:29.635]  Fiat, junk paper, buy real assets while it still has worth.
[00:34:29.975 --> 00:34:31.376]  The Ponzi scheme's now popped.
[00:34:31.636 --> 00:34:34.417]  They're telling the American taxpayer, you're going to be free market.
[00:34:34.757 --> 00:34:37.358]  You're going to give trillions of dollars in tax money to us.
[00:34:37.878 --> 00:34:40.599]  We've got the army standing by for martial law if you don't like it.
[00:34:41.199 --> 00:34:44.203]  And that's their quote, free market is basically robbing us at gunpoint.
[00:34:44.503 --> 00:34:48.868]  So continue, they march down to the White House ahead of the G20 coming up later this week.
[00:34:49.208 --> 00:34:57.658]  The first time a sitting president will go for an audience with the Queen of England ahead of that the day before he goes to Europe for that meeting.
[00:34:57.818 --> 00:34:58.579]  We'll get to that next.
[00:34:58.639 --> 00:34:59.340]  Right now, continue.
[00:35:00.034 --> 00:35:04.477]  Well, 13 zombie bankers meeting with Obama at the White House on Friday afternoon.
[00:35:04.497 --> 00:35:09.601]  And again, it's the board of directors receiving the report from the president, the guy they created.
[00:35:09.821 --> 00:35:22.271]  Again, Goldman Sachs with Blankfein, Mack of Morgan Stanley, Pandit of Citigroup, Lewis of Bank of America, and of course the dean of the bankers, Jamie Dimon of JPMorgan Chase.
[00:35:23.191 --> 00:35:31.337]  This is a discussion with Obama, and it shows, I think, this momentum towards what you can only call a corporate state, or indeed a fascist corporate state.
[00:35:32.477 --> 00:35:39.923]  When you have the government merging with the bankers and big business, that's not socialism, that's called fascism.
[00:35:40.023 --> 00:35:44.406]  That's what Mussolini did in Italy, and that was really imitative.
[00:35:44.426 --> 00:35:51.871]  Before you go any further, get into the fact that, and I'm not even saying we need socialism, but if we're going to have it, might as well give it to the people if we're paying for it,
[00:35:52.921 --> 00:35:56.882]  Time Magazine Newsweek, Newsweek with the headline, we're all socialists now.
[00:35:57.202 --> 00:36:00.523]  This is the opposite of that, but that's their little left cover scam.
[00:36:00.563 --> 00:36:01.003]  Explain that.
[00:36:01.123 --> 00:36:03.423]  Yeah, Obama can't survive without left cover.
[00:36:03.604 --> 00:36:11.085]  In other words, if Bush tried to do these things, or anybody else operating under this right-wing ideology, there would be essentially a social explosion.
[00:36:11.145 --> 00:36:18.907]  The reason that they think Obama can get away with it is, of course, he's the Messiah, he's got this utopian messianic overtone going,
[00:36:19.542 --> 00:36:21.162]  But of course, he's a progressive.
[00:36:21.542 --> 00:36:23.003]  He's got left cover, right?
[00:36:23.043 --> 00:36:24.363]  He does this stuff for the people.
[00:36:24.423 --> 00:36:26.944]  He's helping out the average working stiff.
[00:36:26.984 --> 00:36:28.464]  And of course, none of that, right?
[00:36:28.484 --> 00:36:30.184]  He's owned by these bankers.
[00:36:30.264 --> 00:36:31.425]  Socialism would be different.
[00:36:31.985 --> 00:36:38.226]  Socialism, rigorously defined, is the ownership of means of production by the government.
[00:36:38.266 --> 00:36:42.787]  Now, the problem with that in the United States is there's almost nothing left in the way of means of production, right?
[00:36:42.807 --> 00:36:46.908]  The automobile industry is collapsing, infrastructure collapsing, highways, railroads.
[00:36:47.328 --> 00:36:47.948]  All collapsing.
[00:36:47.988 --> 00:36:49.348]  Hard to find anything much to own.
[00:36:49.749 --> 00:36:55.810]  The other thing is that under socialism, this is somehow supposed to be done in the interests of the working class.
[00:36:55.850 --> 00:36:58.970]  And you don't see anything of that with Obama.
[00:36:59.010 --> 00:37:00.791]  So, this group of people gathers.
[00:37:00.831 --> 00:37:05.752]  Now, they're looking ahead to the group of 20, which meets in London on April 2nd, this coming week.
[00:37:06.132 --> 00:37:10.293]  But the other thing they're doing is they're looking back towards what Geithner proposed.
[00:37:10.393 --> 00:37:12.113]  Two big things from Geithner this week.
[00:37:12.553 --> 00:37:15.754]  The first from Geithner is the toxic assets.
[00:37:16.707 --> 00:37:20.529]  And the bad bank, or aggregator bank, that he's talked about.
[00:37:20.589 --> 00:37:23.051]  Now, what are toxic assets?
[00:37:23.491 --> 00:37:24.471]  We're in a depression.
[00:37:24.791 --> 00:37:26.092]  What's the cause of the depression?
[00:37:26.152 --> 00:37:27.393]  Well, toxic assets.
[00:37:27.453 --> 00:37:35.517]  Does that mean that some penny-ante, chicken-feed, peanuts, subprime mortgages brought down the entire world banking system?
[00:37:35.837 --> 00:37:36.718]  The idea is crazy.
[00:37:37.098 --> 00:37:38.759]  This is a derivatives crisis.
[00:37:38.819 --> 00:37:43.181]  There's a 1.5 quadrillion derivatives bubble.
[00:37:43.201 --> 00:37:43.521]  1.5 or 1,500
[00:37:47.666 --> 00:37:50.987]  trillion dollars of derivatives out there in the world.
[00:37:51.267 --> 00:37:57.649]  And what they're trying to do, the whole US government is now being run to prop up that bubble, to keep it inflated, right?
[00:37:57.669 --> 00:37:58.830]  To keep it going.
[00:37:58.890 --> 00:38:08.953]  Now, Geithner says that he is going to put up six dollars of US government money from the Treasury for every dollar from a hedge fund or a bank.
[00:38:09.013 --> 00:38:13.054]  So, if I'm Goldman Sachs, and they're likely to be the first ones on this gravy train,
[00:38:13.940 --> 00:38:18.446]  I can come with a billion dollars, and I'm Goldman Sachs, I can say, Geithner, here's my billion.
[00:38:18.906 --> 00:38:30.119]  Geithner is going to put down six billion, in other words, six to one leverage with the government, treasury, you and me, providing the money, and then buy up some toxic derivatives and keep them.
[00:38:30.900 --> 00:38:34.522]  Suppose these things go to zero, because that's where they're likely to go, right?
[00:38:34.582 --> 00:38:38.604]  Derivatives, not only do they have no value, they have negative value.
[00:38:38.664 --> 00:38:42.746]  They're like the Rasputnik in the old Little Abner cartoon, right?
[00:38:42.866 --> 00:38:44.366]  It's a currency that has negative value.
[00:38:44.386 --> 00:38:46.487]  You've got to bring the garbageman to take it away.
[00:38:46.547 --> 00:38:49.309]  So, toxic assets are of that sort.
[00:38:49.369 --> 00:38:51.570]  So, if it goes to zero, who loses money?
[00:38:52.230 --> 00:38:55.571]  The taxpayer loses six times the amount that Goldman Sachs will lose.
[00:38:55.971 --> 00:39:00.733]  But if there's an upside, suppose these derivatives for some reason go up, who gets the upside?
[00:39:01.153 --> 00:39:02.853]  Goldman Sachs gets the upside.
[00:39:02.873 --> 00:39:05.174]  So this is basically putting the U.S.
[00:39:05.214 --> 00:39:11.936]  government into the hedge fund business with managers who are undoubtedly going to be Goldman Sachs, JP Morgan,
[00:39:13.563 --> 00:39:14.363]  Morgan Stanley.
[00:39:14.503 --> 00:39:15.544]  The people that got us into this.
[00:39:15.564 --> 00:39:17.346]  Yeah, the people who created the crisis.
[00:39:17.666 --> 00:39:18.887]  AIG, don't forget them.
[00:39:19.167 --> 00:39:28.054]  The AIG financial products hedge fund of London, England, created by itself, one hedge fund, three trillion dollars of derivatives.
[00:39:28.094 --> 00:39:30.015]  Now, three trillion is a hefty sum.
[00:39:30.035 --> 00:39:32.317]  That's more than the gross national product of France.
[00:39:32.697 --> 00:39:34.199]  So, they're up there with three trillion.
[00:39:34.499 --> 00:39:35.900]  That's where your money went, by the way.
[00:39:35.960 --> 00:39:38.282]  Everybody's screaming about the 165 million, million with an M,
[00:39:40.183 --> 00:39:43.485]  of bonuses for these hedge fund hyenas from AIG.
[00:39:43.845 --> 00:39:48.947]  And of course, you deserve to be indignant about that, but you've got to be more indignant about the fact that the U.S.
[00:39:49.007 --> 00:39:54.870]  government has given $165 billion to AIG to unwind those derivatives.
[00:39:54.910 --> 00:39:59.633]  Now, the really interesting thing is, who got the $165 billion, right?
[00:39:59.913 --> 00:40:02.154]  For quite a while, Bernanke was saying, I won't tell you.
[00:40:02.514 --> 00:40:06.116]  Bernanke's number two guy, this guy Cohn at the Federal Reserve, saying, I won't tell you.
[00:40:06.496 --> 00:40:07.218]  Josh Curry wouldn't touch.
[00:40:07.278 --> 00:40:09.143]  Josh Curry, my lips are sealed.
[00:40:09.644 --> 00:40:11.910]  So, uh, and he's from Goldman Sachs, of course.
[00:40:12.518 --> 00:40:13.319]  So who got the money?
[00:40:13.419 --> 00:40:14.179]  Goldman Sachs!
[00:40:14.379 --> 00:40:21.425]  In other words, Kashkari basically put his hand into the taxpayer till and transferred about $12 billion to Goldman Sachs.
[00:40:21.505 --> 00:40:23.146]  And then, foreign banks.
[00:40:23.546 --> 00:40:28.210]  Barclays Bank of Britain, Societe Generale of France, and Deutsche Bank of Germany.
[00:40:28.250 --> 00:40:36.396]  Now, if those banks were so important, why didn't Gordon Brown of England, Sarkozy of France, and Merkel of Germany, why didn't they bail out their own banks?
[00:40:36.476 --> 00:40:37.197]  Why does the U.S.
[00:40:37.217 --> 00:40:38.798]  taxpayer have to pay for that?
[00:40:38.818 --> 00:40:40.079]  But that's what you get with Obama.
[00:40:40.499 --> 00:40:41.460]  Now that's one side of it.
[00:40:41.520 --> 00:40:49.945]  The other side with Obama is that Geithner at the Treasury says he wants to be able to seize any bank and indeed any company.
[00:40:50.265 --> 00:40:51.165]  Why does he want to do that?
[00:40:51.405 --> 00:40:52.166]  Let's look what they did.
[00:40:52.816 --> 00:40:54.638]  There's this bank called Washington Mutual.
[00:40:54.698 --> 00:40:55.078]  Wham-oo.
[00:40:55.178 --> 00:40:57.200]  It was the largest savings bank in the U.S.
[00:40:57.240 --> 00:40:58.581]  A very large deposit base.
[00:40:58.921 --> 00:41:01.404]  As far as I can see, it was, on the whole, solvent.
[00:41:01.564 --> 00:41:03.966]  So they're gobbling up all the healthy regional banks.
[00:41:04.166 --> 00:41:07.629]  What they did with that was, Sheila Baer, and Sheila Baer is a criminal.
[00:41:07.669 --> 00:41:11.353]  She's a Class A felon at the Federal Deposit Insurance Corporation.
[00:41:11.373 --> 00:41:13.835]  She said, I'm going to take Washington Mutual
[00:41:14.375 --> 00:41:14.475]  Yes.
[00:41:33.582 --> 00:41:46.574]  And with the link between JPMorgan Goldman Sachs and Geithner and Obama, you would have a fully developed, full-blown fascist corporate state where the government and the banks would merge and become the same thing.
[00:41:46.994 --> 00:41:48.956]  And it's all done under left cover.
[00:41:49.296 --> 00:41:52.659]  Smoke and mirrors, but Obama has left cover.
[00:41:53.100 --> 00:41:55.441]  And that, I think, suggests the way to stop this stuff.
[00:41:55.741 --> 00:41:58.562]  If you want to stop Obama, strip away the left cover.
[00:41:58.662 --> 00:42:00.742]  It means, among other things, you've got to attack him from the left.
[00:42:01.083 --> 00:42:03.263]  Don't say he's a socialist who's helping the poor.
[00:42:03.723 --> 00:42:21.689]  Say that he's a tool of Wall Street and the big banks, who is basically robbing the Treasury and mobilizing the Federal Reserve to give that 10 or 12 trillion, or whatever it's going to be, 12, maybe 12 trillion and counting by now, to his friends in Wall Street, who are also his contributors from AIG to Goldman Sachs and so on.
[00:42:21.809 --> 00:42:36.241]  Now Webster, I want to move on to the G20 meeting because they're openly announcing a world government run by these private banks that's already issuing a secret global super currency of monetized pyramid debt that, again, we as taxpayers have to pay for.
[00:42:36.261 --> 00:42:39.484]  So this is open world government, as Time Magazine has said, but they say it's the solution.
[00:42:40.024 --> 00:42:41.425]  Yeah, and of course, global warming.
[00:43:06.815 --> 00:43:07.495]  Ironic, right?
[00:43:07.515 --> 00:43:18.102]  There's snow in the streets of Chicago and it's the last weekend in March, but nevertheless, we're told that humanity has to be crucified in order to stop global warming.
[00:43:18.122 --> 00:43:24.385]  This is the biggest fraud to come down the pike since race science or Aryan blood back in the 1930s.
[00:43:24.445 --> 00:43:25.026]  All right, stay there.
[00:43:25.046 --> 00:43:25.546]  We've got a break.
[00:43:25.566 --> 00:43:26.266]  We're going to come back.
[00:43:26.606 --> 00:43:27.527]  What is the G20?
[00:43:27.587 --> 00:43:30.829]  Why are they saying this is the birth of world government, of and by the bankers?
[00:43:31.289 --> 00:43:32.010]  We'll be right back.
[00:43:32.030 --> 00:43:32.430]  Stay with us.
[00:43:34.295 --> 00:43:36.677]  This year millions of people will lose electricity.
[00:43:37.037 --> 00:43:41.059]  Ice storms, earthquakes, flooding or hurricanes could leave you without power for days.
[00:43:41.480 --> 00:43:45.402]  Anyone that's ever been in a blackout knows that the first thing you need is a flashlight.
[00:43:45.802 --> 00:43:47.704]  That's why you need the Paclite.
[00:43:47.984 --> 00:43:52.447]  The Paclite is powered by a 9-volt battery and lasts up to 1,200 hours.
[00:43:52.787 --> 00:43:59.071]  It's so small it fits right in your pocket and glows in the dark, making it easy to find when you need it most.
[00:43:59.671 --> 00:44:00.872]  One Florida customer says,
[00:44:01.352 --> 00:44:09.399]  My Paclite has lasted through 4 hurricanes in 2 years, over 30 days without electricity, and I'm still using the same battery.
[00:44:09.960 --> 00:44:14.084]  The Paclite comes with a 25 year warranty and prices start at just $12.99.
[00:44:14.604 --> 00:44:17.487]  It's time for you to be prepared with a Paclite.
[00:44:17.947 --> 00:44:19.769]  Visit us at 9voltlite.com.
[00:44:20.169 --> 00:44:24.216]  That's 9voltlight.com or call us today toll free at 877-715-4448.
[00:44:24.316 --> 00:44:24.557]  That's 877-715-4448.
[00:44:33.228 --> 00:44:41.337]  This year, many of us will have to make the tough decision on what to cut back on and what's essential as we prepare for an uncertain future.
[00:44:41.498 --> 00:44:45.883]  In these troubled times, one of the most important things your family can have is good health.
[00:44:46.063 --> 00:44:50.568]  Some of the contributors to poor health are parasites, viruses, toxins, and heavy metals.
[00:44:50.728 --> 00:44:52.150]  It's a documented fact.
[00:44:52.990 --> 00:44:59.592]  80% of all Americans and 85% of people around the world suffer from internal parasites and parasitic infection.
[00:44:59.772 --> 00:45:11.594]  Now, you can fight internal parasites, heavy metals, and high cholesterol naturally and safely by mixing fossilized phytoplankton powder, also known as FPP, with your favorite beverage once a day.
[00:45:11.854 --> 00:45:15.515]  FPP is now available to you from FreshwaterOrganics.com.
[00:45:16.135 --> 00:45:18.516]  A two-month supply starts at just $17.
[00:45:19.257 --> 00:45:22.959]  FPP is so affordable you can't afford to do without.
[00:45:22.999 --> 00:45:26.240]  Visit FreshwaterOrganics.com or call them toll-free at 888-949-3570.
[00:45:26.300 --> 00:45:26.501]  That's 888-949-3570.
[00:45:33.522 --> 00:45:38.826]  Cliff, have you ever read the ingredients in your skin creams, personal hygiene products, vitamins, or herbal supplements?
[00:45:39.126 --> 00:45:47.412]  Did you know that most skin creams, body lotions, shampoos, and toothpastes contain chemical additives such as sodium lauryl sulfate, the same type of detergent used in dish soap?
[00:45:47.692 --> 00:45:50.975]  Did you know that many multivitamin supplements are made from synthetic vitamins?
[00:45:51.255 --> 00:45:54.157]  Do your herbal remedies have unwanted additives and fillers?
[00:45:54.477 --> 00:45:56.579]  Have you ever tested your body's pH level?
[00:45:56.959 --> 00:45:59.702]  Make a change to organic health and beauty products.
[00:45:59.942 --> 00:46:02.785]  Visit 2bnatural.com and order today!
[00:46:03.365 --> 00:46:11.973]  2bnatural.com carries exclusive all-natural chemical-free skin care, hair care, whole food vitamins, herbal remedies, and alkaline body balance supplements.
[00:46:12.333 --> 00:46:14.235]  Visit ToBeNatural.com.
[00:46:14.435 --> 00:46:17.057]  That's T-O-B-E-Natural.com.
[00:46:17.237 --> 00:46:18.819]  ToBeNatural.com.
[00:46:19.139 --> 00:46:23.503]  Use coupon code RADIO for 15% discount and free alkaline food chart.
[00:46:23.723 --> 00:46:24.303]  Call 1-888-417-1375.
[00:46:24.584 --> 00:46:26.665]  That's 1-888-417-1375 to order or request your free catalog.
[00:46:33.894 --> 00:46:36.697]  Do you have more than $25,000 in credit card debt?
[00:46:37.137 --> 00:46:43.123]  Would you like to be out of debt in just 90 days using a system with proven and guaranteed results for over 15 years?
[00:46:43.584 --> 00:46:48.729]  Would you like to stop any mortgage foreclosure and have a written guarantee that would make most attorneys scream?
[00:46:48.749 --> 00:46:53.234]  Hi, I'm John Glia, the author of Winning the Collection Game and founder of Zero Debt in 90 Days.
[00:46:53.534 --> 00:46:56.777]  My zero debt expert system has helped tens of thousands of people.
[00:46:57.398 --> 00:46:59.560]  She wasn't really skeptical, but she liked your written guarantees.
[00:46:59.860 --> 00:47:01.341]  And I'm glad we went with the program.
[00:47:01.581 --> 00:47:05.985]  Thanks to your system, John, we've got a fresh start and are debt-free, and it only took a few months.
[00:47:06.205 --> 00:47:09.208]  And you don't need an attorney to get the benefits of my proven system.
[00:47:09.368 --> 00:47:10.949]  In fact, you can keep your cash.
[00:47:11.109 --> 00:47:14.152]  No need to negotiate with creditors or pay a percentage of your debt.
[00:47:14.372 --> 00:47:24.180]  Call my experts today at 800-477-9256 and ask for free information on how you can be debt-free in 90 days without making one payment to any creditor.
[00:47:24.480 --> 00:47:26.001]  You are listening to GCN.
[00:47:26.021 --> 00:47:27.122]  Visit GCNlive.com today.
[00:47:45.482 --> 00:47:46.844]  I know we have a load of phone lines.
[00:47:46.864 --> 00:47:49.006]  Your calls are coming up the next hour with Webster Tarpley.
[00:47:49.026 --> 00:47:52.589]  We are live 29th of March 2009 on the Sunday edition.
[00:47:52.649 --> 00:47:58.895]  If you appreciate the information we put out here, don't forget we post it as a podcast for every show six days a week at InfoWars.com.
[00:47:58.955 --> 00:48:02.418]  Absolutely free there at InfoWars.com and PrisonPundit.com.
[00:48:02.798 --> 00:48:05.200]  Okay, Webster, your quick answer, because there's a lot to cover here.
[00:48:06.401 --> 00:48:07.603]  When they're announcing
[00:48:08.559 --> 00:48:16.634]  That they're gonna have a new Bank of the World that we pay our carbon taxes to, and I have that again here today out of Reuters.
[00:48:17.700 --> 00:48:20.001]  And they say it's a climate deal for tax.
[00:48:20.241 --> 00:48:26.263]  I have another article that I gave you where they announce that it's going to cost trillions a year to quote, reform the new green economy.
[00:48:26.683 --> 00:48:31.665]  They laugh, they know it's a huge scam to literally tax the entire carbon cycle.
