[00:00:00.149 --> 00:00:00.930]  We're good to go.
[00:39:13.292 --> 00:39:13.893]  I'm not kidding.
[00:39:13.953 --> 00:39:16.736]  So I, um, I told him, oh yes, I promise.
[00:39:17.156 --> 00:39:24.663]  One of the few times I lie, I'm pretty much trained to never lie, but I guess in the Bible, you know, when they, uh, have the spies going into the city,
[00:39:25.913 --> 00:39:26.634]  Was that with Gideon?
[00:39:26.654 --> 00:39:27.414]  What story was that?
[00:39:27.534 --> 00:39:35.100]  And they had the, you know, ladies in the... It was actually the prostitutes, and they reported, you know, that, you know, they lied.
[00:39:35.120 --> 00:39:40.345]  I mean, I guess if I was in, like, a Nazi Germany and they came and they said, are you Jewish?
[00:39:40.525 --> 00:39:41.386]  And I was Jewish.
[00:39:41.826 --> 00:39:43.387]  Then I would say, no, I'm not Jewish.
[00:39:43.427 --> 00:39:44.708]  And I guess I'd go to hell for that.
[00:39:45.149 --> 00:39:45.889]  But whatever.
[00:39:46.350 --> 00:39:48.451]  Let's go back to Paul Dornanoob.
[00:39:49.352 --> 00:39:52.234]  Paul, you are on the air, sir.
[00:39:52.575 --> 00:39:54.416]  Anything else you want to add about how this went?
[00:39:54.716 --> 00:39:55.397]  So they're threatening you.
[00:39:55.417 --> 00:39:56.838]  They said, we're going to bring you before a judge.
[00:39:57.238 --> 00:39:58.159]  What happened after that?
[00:39:58.379 --> 00:40:00.141]  What about being followed, secret police?
[00:40:00.461 --> 00:40:01.622]  What did you witness on that front?
[00:40:01.662 --> 00:40:04.084]  What happened to the Irish guy that got arrested?
[00:40:04.464 --> 00:40:05.505]  Anything else you haven't covered?
[00:40:06.673 --> 00:40:10.536]  Well, uh, there are lots of things to be said still.
[00:40:10.596 --> 00:40:18.142]  Like, for example, there were other police officers higher in rank who came to us and interrogated us, asking questions.
[00:40:18.202 --> 00:40:26.689]  One of them was asking me directly if I'm stupid and if he's stupid, if he, like, looks like a stupid.
[00:40:28.156 --> 00:40:34.580]  And he kept asking me if it's legal in my country to take pictures of cops.
[00:40:34.640 --> 00:40:40.642]  And I said yes, it's legal to take pictures of cops in my country, Romania, even with hidden cameras.
[00:40:41.483 --> 00:40:45.505]  Because that's why they were so obsessed.
[00:40:45.685 --> 00:40:50.067]  So in the end, another security guy came.
[00:40:52.423 --> 00:40:53.083]  Yes, we should.
[00:41:02.751 --> 00:41:12.980]  That they've got cameras surveilling us, they watch us, they listen to us without warrants illegally, and then they're out guarding criminals at the side of a beach resort and you're not supposed to show them?
[00:41:13.940 --> 00:41:16.062]  And the cops do that here too, they say, don't tape me.
[00:41:16.362 --> 00:41:18.704]  You're not God, you're not above the law.
[00:41:19.085 --> 00:41:25.050]  And don't you police understand it's the Bill of Rights and Constitution protecting your wealth, your name, your family's future.
[00:41:25.530 --> 00:41:29.714]  Don't you guys get off your little thumb-sucking, feelin' sorry for yourself power trips.
[00:41:30.214 --> 00:41:32.557]  So now, more high-level guys come.
[00:41:32.597 --> 00:41:33.317]  What happens next?
[00:41:35.279 --> 00:41:42.067]  Okay, so basically we were, after four hours, we were released by a guy dressed to be young.
[00:41:42.928 --> 00:41:44.890]  But I think it was a security guy.
[00:41:45.050 --> 00:41:46.211]  I don't know.
[00:41:47.092 --> 00:41:47.653]  Something like that.
[00:41:47.853 --> 00:41:51.657]  Security staff or something like that.
[00:41:52.205 --> 00:42:00.311]  And uh... when we left we noticed that much of the police went away so we realized the party was over.
[00:42:00.331 --> 00:42:03.753]  Most of the billboards have left already.
[00:42:03.773 --> 00:42:08.517]  So they detained us not to be able to take pictures of the cars leaving.
[00:42:09.958 --> 00:42:19.524]  And I think the most important thing you've talked about here is that your free speech was violated, European Union laws were violated, but we know they're written to do that, and
[00:42:20.606 --> 00:42:24.829]  They were doing this under orders of Bilderberg Security, which you witnessed.
[00:42:25.269 --> 00:42:28.552]  And it was also Navy and Marines there, according to the mainstream news.
[00:42:29.012 --> 00:42:31.834]  Navy and Marines, and reportedly Army.
[00:42:33.035 --> 00:42:36.177]  So this is a big deal, and we appreciate your courage.
[00:42:37.518 --> 00:42:47.145]  I managed to take a lot of pictures with, actually put them on a website where I gave you the link, with security on the scene.
[00:42:48.208 --> 00:42:53.191]  Paul Dornan, if anything else you'd like to add from Romania?
[00:43:10.905 --> 00:43:16.053]  Well, uh, I don't know, uh, I'll try to gather my thoughts because I'm, uh, very tired.
[00:43:16.133 --> 00:43:19.999]  I only slept, uh, half an hour, uh, since, uh, yesterday morning.
[00:43:20.780 --> 00:43:24.226]  And, uh, I still have things to do, uh, like another month or so.
[00:43:24.987 --> 00:43:25.688]  We'll see.
[00:43:25.748 --> 00:43:29.853]  You're doing your job, and you got inspired by other info warriors.
[00:43:43.991 --> 00:43:44.171]  I think?
[00:44:02.362 --> 00:44:07.707]  And so you are just doing a better and better job and growing and growing, Paul Dornanew.
[00:44:08.107 --> 00:44:12.191]  And we just really appreciate all the great work you do and we appreciate our relationship with you.
[00:44:12.551 --> 00:44:15.454]  So God bless you and we are very thankful for your courage.
[00:44:16.635 --> 00:44:19.597]  Thank you too, Alex, and hope to hear you soon.
[00:44:20.738 --> 00:44:21.639]  All right, sir, take care.
[00:44:22.740 --> 00:44:23.881]  What an amazing story.
[00:44:25.836 --> 00:44:38.145]  And we've got Paul Dornanoo created a YouTube channel and he's got some of the photos that he took.
[00:44:38.686 --> 00:44:39.647]  Looks like by the hundreds.
[00:44:39.987 --> 00:44:43.550]  He's created a slideshow that we're showing people right now on screen.
[00:44:43.570 --> 00:44:44.430]  Just a great guy.
[00:44:46.112 --> 00:44:52.897]  And yeah, it's now all over the Portuguese, Spanish, Romanian, Russian, Dutch news.
[00:44:54.167 --> 00:44:54.868]  Greek news.
[00:44:55.489 --> 00:44:56.910]  Big papers in the UK.
[00:44:56.950 --> 00:44:58.532]  I've seen four big papers report on it.
[00:44:59.713 --> 00:45:02.316]  Nothing in the US but the Wall Street Journal and the AP.
[00:45:02.617 --> 00:45:04.139]  And the Wall Street Journal makes a big joke.
[00:45:04.419 --> 00:45:05.921]  Oh, big deal.
[00:45:06.541 --> 00:45:08.363]  So-called secret meeting, not so secret.
[00:45:08.383 --> 00:45:10.366]  Some leaders are meeting, no big deal.
[00:45:12.005 --> 00:45:12.645]  Well, it's no big deal.
[00:45:12.665 --> 00:45:13.225]  Why did U.S.
[00:45:13.246 --> 00:45:15.026]  media say none of this existed for decades?
[00:45:15.366 --> 00:45:17.227]  Why did they say you were a crazy kook if you talked about it?
[00:45:17.527 --> 00:45:19.128]  Why are you arrested if you try to cover it?
[00:45:19.728 --> 00:45:27.071]  Why has Bilderberg Group's own minutes been released over the years where they are literally setting world policy with world leaders and telling them what to do?
[00:45:27.651 --> 00:45:28.632]  This is big news.
[00:45:29.152 --> 00:45:30.032]  This is important.
[00:45:30.292 --> 00:45:31.793]  And we are sick and tired of it.
[00:45:32.033 --> 00:45:38.596]  And we're tired of being harassed and death-threatened and everything else that we go through to bring people this information.
[00:45:39.844 --> 00:45:46.368]  So notice they act like it doesn't exist, and then when we do expose it, they go, okay, big deal, don't look at that, nobody cares, let's just move along.
[00:45:46.708 --> 00:46:07.019]  Oh, big deal, you showed some, in fact, that's what the, he's on the Trilateral Commission, that CNN reporter, the head of CNN International, you know, is running around, he got questioned by We Are Change about it, he said, oh, big deal, just some old men meeting, it's nothing, nobody cares, and the Trilateral Commission runs nothing either.
[00:46:07.459 --> 00:46:09.160]  Meanwhile, he's one of their board members.
[00:46:11.929 --> 00:46:15.715]  So they deny it exists, and then when you finally point it out, they go, oh, it's nothing.
[00:46:15.735 --> 00:46:17.918]  And you go, well, here's your own documents that you're engaged in crime.
[00:46:18.519 --> 00:46:20.722]  Oh, well, police arrest him.
[00:46:21.283 --> 00:46:26.891]  You know, folks, these are the people that stole 14.8 trillion, more than 10 trillion from Europe and England.
[00:46:27.151 --> 00:46:27.972]  So total, that's
[00:46:28.773 --> 00:46:40.259]  24 plus trill in seven months and they're just getting started announcing and they're grabbing our car companies and handing over to foreign interest and saying GM will now be foreign cars brought into the U.S.
[00:46:40.740 --> 00:46:42.761]  and Chrysler's just going to go completely away.
[00:46:44.382 --> 00:46:54.207]  And then tax money, the bailouts that were given to them, 50-something billion, that'll be used to relocate to Italy at Fiat and relocate GM to Brazil and China?
[00:46:57.642 --> 00:46:59.163]  Hey, cops serving all of this.
[00:46:59.183 --> 00:47:00.344]  What are you going to do when you lose your job?
[00:47:00.364 --> 00:47:00.824]  Well, you're not.
[00:47:01.044 --> 00:47:05.648]  You're going to live like third world cops and then be even more corrupt, taking kickbacks to live.
[00:47:05.948 --> 00:47:07.569]  We're going to be a third world cesspit.
[00:47:07.829 --> 00:47:08.830]  Good job, government.
[00:47:08.850 --> 00:47:09.610]  You sold out.
[00:47:11.111 --> 00:47:13.473]  Are you concerned for the safety of your loved ones?
[00:47:13.773 --> 00:47:16.955]  Listen closely to this message from Pepper Spray dot com.
[00:47:17.396 --> 00:47:20.238]  Every 22 seconds, a violent crime is committed.
[00:47:20.558 --> 00:47:24.681]  America has changed and your personal safety is your first priority.
[00:47:24.981 --> 00:47:25.601]  Be smart.
[00:47:25.802 --> 00:47:26.402]  Be safe.
[00:47:26.744 --> 00:47:29.085]  Trust Pepper Spray instead of your luck.
[00:47:29.345 --> 00:47:35.626]  Pepperspray.com is the only website you'll ever need for all of your non-lethal self-defense supplies.
[00:47:35.907 --> 00:47:41.688]  Pepperspray.com carries one of the largest assortments of pepper spray and personal safety products on the web.
[00:47:41.908 --> 00:47:44.349]  From big to small, we have it all.
[00:47:44.589 --> 00:47:48.350]  Pepper Spray, mace, animal repellents, stun guns, and tasers.
[00:47:48.630 --> 00:47:55.036]  Pepperspray.com also carries a large assortment of products for personal, home, child, and pet safety.
[00:47:55.356 --> 00:47:59.960]  Enter SAFE in the coupon box and you'll receive a special discount off of your order.
[00:48:00.260 --> 00:48:01.661]  So what are you waiting for?
[00:48:01.902 --> 00:48:03.663]  Go to Pepperspray.com.
[00:48:03.863 --> 00:48:06.866]  That's Pepperspray.com or call 1-800-908-9988 today!
[00:48:12.432 --> 00:48:14.394]  Are you wondering about your retirement portfolio?
[00:48:14.775 --> 00:48:20.741]  Are you confident that the financial advisor is experienced enough to combat climbing interest rates, taxes, and inflation?
[00:48:21.021 --> 00:48:24.925]  Stop guessing and go to the expert, Robert Chapman of The International Forecaster.
[00:48:25.146 --> 00:48:31.993]  When you subscribe to The International Forecaster, you get Robert Chapman's 45 years of experience and concise investment recommendations.
[00:48:32.313 --> 00:48:37.856]  Who needs sugar-coated excuses when you can get the cold hard facts and proven investment leads you can't get anywhere else?
[00:48:38.216 --> 00:48:44.819]  For a free introductory copy to Robert Chapman's International Forecaster, subscribe now at theinternationalforecaster.com or call 877-479-8178.
[00:48:49.122 --> 00:48:53.045]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[00:49:17.419 --> 00:49:22.762]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[00:49:23.302 --> 00:49:29.485]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:49:29.725 --> 00:49:31.606]  Well, Obama's already fudging.
[00:49:31.766 --> 00:49:34.167]  He's fudged since day one in this election.
[00:49:34.228 --> 00:49:45.113]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[00:49:47.418 --> 00:49:48.639]  It's not about left or right.
[00:49:49.079 --> 00:49:50.460]  It's about a one world government.
[00:49:50.941 --> 00:49:57.286]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:49:57.846 --> 00:50:05.632]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:50:06.113 --> 00:50:07.274]  The Obama Deception.
[00:50:07.694 --> 00:50:08.875]  The people strike back.
[00:50:10.587 --> 00:50:13.749]  Before you throw away your used batteries, you need to listen to this.
[00:50:14.109 --> 00:50:15.830]  Now, going green can save money.
[00:50:16.010 --> 00:50:21.353]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[00:50:21.573 --> 00:50:29.297]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[00:50:29.597 --> 00:50:38.902]  Invented by legendary audio genius John Bedini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives.
[00:50:39.182 --> 00:50:42.226]  Increasing capacity and maintaining cell integrity.
[00:50:42.407 --> 00:50:47.293]  Renaissance Charge offers a full line of products made in the USA for all types and sizes of batteries.
[00:50:47.594 --> 00:50:52.801]  Find out why our customers tell us the Renaissance Charger is the only battery charger they will ever use.
[00:50:53.121 --> 00:50:53.842]  Save your money.
[00:50:54.242 --> 00:50:55.164]  Save the environment.
[00:50:55.544 --> 00:50:56.945]  Visit us online at r-charge.com.
[00:50:56.965 --> 00:50:57.765]  That's r-charge.com.
[00:50:57.785 --> 00:50:58.166]  Or call us at 989-637-4179.
[00:50:58.186 --> 00:50:58.366]  That's 989-637-4179.
[00:50:58.386 --> 00:50:59.527]  Be a part of the revolution today.
[00:50:59.587 --> 00:51:02.228]  The Genesis Communications Radio Network proudly presents The Alex Jones Show.
[00:51:02.268 --> 00:51:03.549]  Because there's a war on for your mind.
[00:51:37.093 --> 00:51:40.555]  Monday through Friday from 11am.
[00:52:00.601 --> 00:52:01.282]  The 3 p.m.
[00:52:01.342 --> 00:52:02.502]  Central Standard Time.
[00:52:03.383 --> 00:52:04.724]  We are live here.
[00:52:04.804 --> 00:52:07.486]  Thank you so much for joining us today.
[00:52:09.787 --> 00:52:19.553]  Got a big guest, one of the big Mac daddies of operating systems and cyber security, the history and future of the Internet, is joining us.
[00:52:19.593 --> 00:52:21.134]  You want to stay with us for that.
[00:52:21.735 --> 00:52:25.937]  I will take some of your phone calls at 1-800-259-9231.
[00:52:26.578 --> 00:52:29.680]  Coming up as soon as I'm done playing these videos and going over this information.
[00:52:31.181 --> 00:52:37.745]  I think before I cover all the latest news and how it ties into this, it's better to just show you the video.
[00:52:39.186 --> 00:52:46.170]  Here is one of many videos out there of the Obama Brigade.
[00:52:46.190 --> 00:52:52.374]  You know, we showed people during Obama's campaign, people in camo chanting for Obama.
[00:52:53.135 --> 00:52:58.458]  And then we showed Obama saying he wants a military domestic security force, and the fact that Republicans wanted it as well.
[00:52:58.498 --> 00:52:59.579]  It's bipartisan.
[00:53:00.492 --> 00:53:02.993]  But that he could get the popular support to actually energize it.
[00:53:03.913 --> 00:53:09.895]  And now they're announcing and they're training already Boy Scouts to quote take on veterans and gun owners.
[00:53:10.375 --> 00:53:11.475]  That's in the New York Times.
[00:53:12.695 --> 00:53:16.577]  And the Homeland Security documents say the number one threat to Homeland Security is veterans and gun owners.
[00:53:16.597 --> 00:53:17.837]  So the whole system's set up for them.
[00:53:19.266 --> 00:53:32.150]  And in the article written by Kurt Nemo, he links directly to City Year and other subdivisions of AmeriCorps and SecurCorps, where they state they're under Homeland Security to carry out Homeland Security duties, including intelligence gathering.
[00:53:32.210 --> 00:53:36.952]  So, what you're about to see are spies doing paramilitary training.
[00:53:38.792 --> 00:53:41.793]  And they then mix in Martin Luther King and Gandhi with it.
[00:53:42.354 --> 00:53:46.415]  Martin Luther King and Gandhi were fighting secret police and spies and fascism.
[00:53:47.773 --> 00:53:52.095]  But it puts a nice liberal, you know, drum circle angle on it.
[00:53:52.395 --> 00:53:54.196]  But the uniforms are decidedly fascist.
[00:53:54.396 --> 00:53:57.397]  Red with black trim, with brown khakis.
[00:53:58.337 --> 00:54:05.980]  This is, I mean, if I was making a science fiction movie about a dystopic nightmare future with thug, you know, citizen corps enforcers, this would be it.
[00:54:06.040 --> 00:54:06.861]  It's called The Corps.
[00:54:08.101 --> 00:54:13.947]  So this is part of AmeriCorps, and it says on their site, Join the Corps, and their main system.
[00:54:14.027 --> 00:54:26.518]  Now at first they have PR functions of helping old ladies and school kids, but the main function is what Rahm Emanuel said, military training three months every summer for the youth, junior high, high school, and out of school, paramilitary training with weapons.
[00:54:27.039 --> 00:54:29.821]  But don't believe me, just watch that screen.
[00:54:30.101 --> 00:54:30.502]  Here it is.
[00:54:48.460 --> 00:54:51.743]  They brought down the Berlin Wall.
[00:55:09.690 --> 00:55:16.033]  No, behind the Berlin Wall was citizen corps in tattletale uniforms spying on the citizens.
[00:55:16.654 --> 00:55:26.398]  So they wrap tyranny and spies and federally controlled local communities and federalization of police and the Boy Scouts training for gun confiscation.
[00:55:26.739 --> 00:55:28.820]  I mean, Insecure Corps, that division,
[00:55:29.733 --> 00:55:39.757]  I've got the Philadelphia News, seven years ago under Bush, training the high schoolers and middle schoolers for warrant service and fugitive apprehension, quote, with M-16s.
[00:55:41.998 --> 00:55:46.479]  So, no, no, no, no, you'd be the people shooting the folks trying to get out of East Germany.
[00:55:46.799 --> 00:55:47.600]  Go back to the video.
[00:55:49.100 --> 00:55:54.342]  To make this world a better place, by helping those who need it most.
[00:55:54.382 --> 00:55:56.363]  To never turn my back when... Stop right there!
[00:55:57.722 --> 00:56:06.827]  Our government and the Democratic Party has introduced bills that restrict free speech, that continue the free speech zones, that continue the Cyber Bullying Act, H.R.
[00:56:06.847 --> 00:56:13.570]  1966, that openly says if you hurt someone's feelings and they sign an affidavit, they will federally charge you under a felony.
[00:56:14.191 --> 00:56:18.653]  I mean, forget hate crimes laws where they punish some things more if they claim it was a protected group.
[00:56:18.973 --> 00:56:24.096]  This is saying that if you do something on the internet that somebody says hurt their feelings, federally charged.
[00:56:24.636 --> 00:56:27.677]  But then you show Tiananmen Square where people didn't have free speech.
[00:56:28.698 --> 00:56:30.639]  That was about free speech at Tiananmen Square.
[00:56:30.939 --> 00:56:33.480]  You show that when that's what you are!
[00:56:34.041 --> 00:56:42.184]  You camouflage yourselves in the color of liberty, in the flag of liberty, but then at the end you say, this is my uniform, this is what I wear.
[00:56:42.825 --> 00:56:43.865]  You guys are sick.
[00:56:43.885 --> 00:56:45.106]  So this is meant to suck in
[00:56:47.318 --> 00:56:48.758]  People who are just ignorant.
[00:56:48.778 --> 00:56:49.699]  I mean, my God.
[00:56:49.739 --> 00:56:52.039]  This is tyranny wrapping itself in liberty.
[00:56:52.619 --> 00:56:53.560]  And we will defeat you.
[00:56:53.880 --> 00:56:55.900]  We'll be right back with more of this disgusting video.
[00:56:55.920 --> 00:56:56.440]  Stay with us.
[00:57:01.261 --> 00:57:02.142]  We're on the march.
[00:57:02.642 --> 00:57:04.242]  The empire's on the run.
[00:57:05.182 --> 00:57:07.843]  Alex Jones and the GCN Radio Network.
[00:57:11.331 --> 00:57:16.633]  What can you do to keep you and your family safe from the resistant new strains of deadly bacteria and viruses?
[00:57:17.173 --> 00:57:25.555]  Check out SupernaturalSilver.com today, or visit the link on InfoWars.com to find out more about this incredible new silver compound.
[00:57:25.755 --> 00:57:32.537]  The new silver solution is a natural antibiotic that is clinically tested to kill viruses, germs, bacteria, and yeast safely.
[00:57:32.857 --> 00:57:38.299]  This new technology has proven itself to be a formidable weapon against bio-threats of today and tomorrow.
[00:57:38.619 --> 00:57:44.582]  The New Silver Solution Gel has been shown to disinfect topically and keep the area sanitized for up to four hours.
[00:57:44.922 --> 00:57:51.185]  The New Silver Solution is a highly effective potent nanoparticle solution that is lethal to bacteria, yeast, and viruses.
[00:57:51.565 --> 00:57:55.967]  Go to SupernaturalSilver.com and see the amazing line of products they have available.
[00:57:56.227 --> 00:57:59.248]  Check out the patented New Silver Solution today.
[00:57:59.609 --> 00:58:02.870]  Click on the link and check out the uses for New Silver Solution.
[00:58:03.286 --> 00:58:07.949]  Order this extra line of defense today by going to SupernaturalSilver.com.
[00:58:08.089 --> 00:58:10.251]  That's SupernaturalSilver.com today.
[00:58:11.411 --> 00:58:16.735]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[00:58:17.215 --> 00:58:24.200]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well funded.
[00:58:24.790 --> 00:58:30.975]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[00:58:31.395 --> 00:58:33.216]  Well, Obama's already fudging.
[00:58:33.356 --> 00:58:35.778]  He's fudged since day one in this election.
[00:58:35.858 --> 00:58:46.806]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[00:58:47.447 --> 00:58:48.728]  It's not about left or right.
[00:58:49.108 --> 00:58:50.469]  It's about a one-world government.
[00:58:50.965 --> 00:58:57.307]  This film documents who Obama works for, the lies he is told, and his real agenda.
[00:58:57.868 --> 00:59:05.631]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[00:59:06.131 --> 00:59:07.271]  The Obama Deception.
[00:59:07.691 --> 00:59:08.892]  The people strike back.
[00:59:12.330 --> 00:59:13.211]  Spring is here.
[00:59:13.451 --> 00:59:14.231]  Growing season.
[00:59:14.411 --> 00:59:16.393]  The economy is not getting any better.
[00:59:16.613 --> 00:59:18.014]  In fact, it's getting worse.
[00:59:18.314 --> 00:59:18.994]  Think about it.
[00:59:19.295 --> 00:59:23.157]  At this rate, how will your life be in a month or even a year?
[00:59:23.397 --> 00:59:26.859]  Maybe you've been putting things off, but the time to act is now.
[00:59:27.080 --> 00:59:29.641]  You need to get your seeds before it's too late.
[00:59:29.901 --> 00:59:41.769]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds, survival seed packs, as well as the giant vegetable seed collections that can feed you and your family for years.
[00:59:42.089 --> 00:59:42.529]  Let's do it!
[01:00:20.069 --> 01:00:26.116]  Alright, let's go ahead and finish up with this.
[01:00:37.270 --> 01:00:37.770]  Cancer.
[01:00:38.771 --> 01:00:40.372]  America has cancer.
[01:00:40.432 --> 01:00:41.372]  It's metastasized.
[01:00:41.432 --> 01:00:42.232]  It's spread everywhere.
[01:00:42.773 --> 01:00:45.094]  The media's telling you the cancer is actually healthy.
[01:00:45.394 --> 01:00:52.998]  The public's pointing out all these tumors and things popping out, and the country's having trouble breathing, and they're saying, oh no, that's healthy.
[01:00:53.038 --> 01:00:54.438]  The rest of the body's what's bad.
[01:00:54.818 --> 01:00:56.199]  These tumors are the future.
[01:00:56.739 --> 01:00:59.421]  It's good to have folks running around in tattletale squads.
[01:00:59.781 --> 01:01:01.562]  And when you read about this Secure Corps,
[01:01:02.242 --> 01:01:05.904]  And one of its subgroups is set up by Clinton, now expanding, City Year.
[01:01:06.304 --> 01:01:07.945]  And David Gergen involved in the rest of them.
[01:01:07.985 --> 01:01:08.705]  It's bipartisan.
[01:01:09.726 --> 01:01:12.087]  You find out that it is Homeland Security roles.
[01:01:13.107 --> 01:01:18.310]  So I'm going to cover all that and dovetail it into the new world and what life under it will be like in a moment.
[01:01:18.550 --> 01:01:19.790]  But let's finish up with that video.
[01:01:19.830 --> 01:01:20.151]  Here it is.
[01:01:35.182 --> 01:01:38.884]  And this... is what I wear.
[01:01:44.195 --> 01:01:48.438]  Now that is designed for the most mindless fluoride head kid.
[01:01:48.758 --> 01:01:49.779]  Totally dumbed down.
[01:01:50.259 --> 01:01:50.920]  I am changed.
[01:01:50.960 --> 01:01:51.540]  Very simple.
[01:01:51.600 --> 01:01:52.261]  Very stupid.
[01:01:52.521 --> 01:01:54.963]  And this is what I wear because kids are all about what they wear.
[01:01:55.023 --> 01:01:56.644]  And look, I know how to zip a zipper.
[01:01:56.924 --> 01:02:05.570]  You know, I'm 14 and normally a four-year-old could do this, but the fluorides got me to the point where and the mercury shots and the GMO food where I can zip a zipper.
[01:02:06.030 --> 01:02:06.571]  Zip!
[01:02:06.611 --> 01:02:11.614]  And you know, it's real popular with the drum circle and kind of what's, you know, cool.
[01:02:12.795 --> 01:02:13.135]  I don't know.
[01:02:34.395 --> 01:02:39.597]  But for also completely private groups, the Democratic Party, like usaservice.org.
[01:02:39.657 --> 01:02:41.638]  And then you're under their control, but it has the U.S.
[01:02:41.658 --> 01:02:42.619]  government seal on it.
[01:02:43.299 --> 01:02:49.762]  And it's literally, they're out doing gun buyback programs to condition everybody to turn their guns in, and to see the news images of that.
[01:02:50.682 --> 01:02:53.844]  They're busy, I mean, pushing so many facets of this.
[01:02:54.224 --> 01:02:58.306]  And then I covered last week the story out of the New York Times.
[01:03:00.017 --> 01:03:02.560]  Perhaps we can pull this article up for folks if we have time.
[01:03:03.100 --> 01:03:05.583]  Government readies youth corps to take on vets.
[01:03:05.643 --> 01:03:08.827]  Now, that's what the first paragraph of the New York Times said.
[01:03:09.307 --> 01:03:15.474]  That they're training them with these dummy MP5 BB guns and the rest of it with Homeland Security all over the nation.
[01:03:15.755 --> 01:03:16.816]  But that's only one program.
[01:03:16.856 --> 01:03:21.221]  Then they have other programs in 6th, 7th, 8th, 9th, 10th grade right on up.
[01:03:21.681 --> 01:03:25.784]  Where the public schools and Secure Corps do warrant service, fugitive apprehension.
[01:03:26.184 --> 01:03:30.727]  So see, it's not good for kids to have guns and paintball and play or do laser tag or whatever.
[01:03:31.048 --> 01:03:32.489]  The media says that's evil and bad.
[01:03:32.609 --> 01:03:34.930]  But if you do it under the government, it's okay.
[01:03:34.950 --> 01:03:37.572]  That's a sanctioned, kosher place to do this.
[01:03:38.113 --> 01:03:42.196]  So the kids run out and want to be part of this and it's under state control.
[01:03:42.256 --> 01:03:44.958]  And Hitler took the Boy Scouts that Germany had.
[01:03:45.698 --> 01:03:49.680]  And militarized it and turned it into the Hitlerjugend and said, you're going to spy, you're going to tattle.
[01:03:50.000 --> 01:03:54.942]  And we have public schools all over the nation, you know, writing dossiers on your parents, what's in the medicine cabinet.
[01:03:55.722 --> 01:04:09.848]  They have law enforcement semesters starting in the 6th grade, and then they have them again in the 8th and 9th grade where the kids have a federal deputized, deputized local county sheriff or police officer in the class teaching them.
[01:04:10.928 --> 01:04:14.910]  And now the economy is converting over where most of the new scholarships
[01:04:16.064 --> 01:04:22.805]  And grants aren't for electrical engineering or arts or botany or biology.
[01:04:22.885 --> 01:04:24.966]  It is now all about law enforcement.
[01:04:25.046 --> 01:04:26.966]  ITT technical isn't ITT technical.
[01:04:27.366 --> 01:04:30.107]  It's now ITT law enforcement or security guards.
[01:04:30.527 --> 01:04:31.827]  This is the new economy.
[01:04:31.867 --> 01:04:32.908]  They're converting it over.
[01:04:32.928 --> 01:04:44.070]  Because the big banks own all these private companies that supply the police and the military and Lockheed Martin puts in the face scanning cameras and the license plate reading cameras and Lockheed Martin and others put in the license plate readers and the
[01:04:44.890 --> 01:04:45.851]  Red light cameras.
[01:04:46.391 --> 01:04:48.252]  All of this they're making huge profits off of.
[01:04:48.272 --> 01:04:49.793]  They're converting our economy.
[01:04:50.113 --> 01:04:51.573]  Brain scanners at the airports.
[01:04:51.914 --> 01:04:54.095]  Biometric scanners that scan your naked body.
[01:04:54.635 --> 01:04:59.137]  Big defense contractors, if you read all over the country, putting cameras in school bathrooms.
[01:04:59.477 --> 01:05:01.759]  Cameras in the school lunchrooms.
[01:05:01.819 --> 01:05:03.099]  Cameras in the classrooms.
[01:05:04.960 --> 01:05:13.905]  Free federal computers where the kids do their English class stuff on a federal computer and a laptop they take home, but they admit that that's downloaded by the feds to quote check for plagiarism.
[01:05:14.985 --> 01:05:25.812]  Because they run it against the database, but oh, also a database of what your kids are, and during the law enforcement class, it's on a computer, that goes to the feds, so now it's actual dossiers being written about your family.
[01:05:26.072 --> 01:05:34.437]  They admit this in the actual grants to the schools, but to the parents, they're told, oh, your child's being taught how to be a police officer, and you know, isn't this great, they're going to be like Jack Bauer.
[01:05:34.718 --> 01:05:36.319]  And then notice almost all the toys.
[01:05:37.284 --> 01:05:41.085]  Whole aisles at Target or Toys R Us are about kid spies.
[01:05:41.125 --> 01:05:42.185]  Get this, be a spy.
[01:05:42.225 --> 01:05:43.225]  Get that, be a spy.
