[00:00:00.349 --> 00:00:01.710]  War on Corruption.
[00:25:50.256 --> 00:26:02.063]  First off, when I got a phone call at the beginning of August 2008 from an individual I've worked with for years, a young lady, Linda, and she said, Phil, have you heard about this Obama not being a natural born citizen?
[00:26:02.123 --> 00:26:03.104]  I said, absolutely.
[00:26:03.704 --> 00:26:04.345]  Do you know about it?
[00:26:04.365 --> 00:26:05.105]  I said, not too much.
[00:26:05.185 --> 00:26:06.186]  She said, well, check it out.
[00:26:06.206 --> 00:26:08.168]  She said, it's for real.
[00:26:08.228 --> 00:26:09.188]  He's not natural born.
[00:26:09.228 --> 00:26:11.350]  He has no business being president.
[00:26:11.951 --> 00:26:16.434]  And Phil, you're the only attorney in the country with breasts, you know what, to sue Obama.
[00:26:17.115 --> 00:26:19.597]  So I looked into it, and two weeks later, I sued Obama.
[00:26:19.637 --> 00:26:21.158]  I sued him August 21st, 2008.
[00:26:21.398 --> 00:26:26.062]  That's significant because that was before the Democratic National Convention.
[00:26:26.542 --> 00:26:29.945]  I sued Obama, and not only Obama, I sued the Democratic National Committee.
[00:26:30.505 --> 00:26:31.705]  Think about it, Al.
[00:26:31.725 --> 00:26:32.466]  Two different roles.
[00:26:32.586 --> 00:26:37.427]  Obama wanted to be president, but the Democratic National Committee, of course, wanted a Democrat as president.
[00:26:37.688 --> 00:26:43.590]  But they had a higher duty, in my opinion, and that is to convey to the American public that they have a qualified candidate.
[00:26:44.050 --> 00:26:45.570]  I expected them to do something.
[00:26:45.610 --> 00:26:48.411]  They didn't, because they didn't respond before the convention.
[00:26:48.851 --> 00:26:49.692]  He got nominated.
[00:26:49.712 --> 00:26:52.232]  He had his big thing at the football stadium.
[00:26:52.693 --> 00:26:56.894]  And a month later, they filed a joint motion to dismiss, which infuriated me.
[00:26:56.974 --> 00:26:59.395]  It just showed that there was collusion between both of them.
[00:26:59.975 --> 00:27:00.915]  And I really mean that.
[00:27:01.676 --> 00:27:17.941]  When I also, when I filed suit August 21st, significant as, and I put out a press release, I said, Obama, if I am incorrect, prove me wrong, show me your long form, your vault copy of your birth certificate, and I'll walk away.
[00:27:18.581 --> 00:27:19.101]  I'll go away.
[00:27:23.246 --> 00:27:24.407]  Did he show that to me?
[00:27:24.627 --> 00:27:25.768]  No, he didn't show that to me.
[00:27:27.229 --> 00:27:27.830]  What did he do?
[00:27:28.310 --> 00:27:28.670]  Nothing.
[00:27:28.730 --> 00:27:31.593]  He didn't respond to that, which is significant.
[00:27:31.993 --> 00:27:33.974]  And the vault copy for your listeners is different.
[00:27:34.535 --> 00:27:46.845]  The vault copy of a birth certificate, and those that have a real birth certificate will know, a vault copy has the weight of the baby, the length of the baby, it has the hospital name, the doctor's name, the doctor's signature.
[00:27:47.505 --> 00:27:51.748]  All of these things which I just mentioned are not on this phony, this certification of live birth.
[00:27:52.228 --> 00:28:06.238]  And a certification of live birth, back then, they might have changed it recently in Hawaii, what it's going to be used for, but back then, you could not even register your child for Little League, you couldn't get a passport on it, you couldn't even
[00:28:07.745 --> 00:28:10.507]  Uh, get a land grant in Hawaii based upon that.
[00:28:10.567 --> 00:28:13.650]  So, and they keep trying to shove it down our throat.
[00:28:14.030 --> 00:28:17.593]  Like you had Chris Matthews on MSNBC there waving in front of the camera.
[00:28:17.973 --> 00:28:19.715]  Well, hey Chris, watch what you're waving.
[00:28:19.755 --> 00:28:21.656]  You're not waving a birth certificate.
[00:28:22.037 --> 00:28:23.418]  Stop being phony out there.
[00:28:23.738 --> 00:28:29.342]  They're covering it more and more because I think part what happened with Congressman Cassell in Delaware.
[00:28:29.402 --> 00:28:30.804]  He held a town meeting on June 30, 2009.
[00:28:32.805 --> 00:28:40.552]  Well, that was the point I was going to make, and we're going to play that video when we come back in the next segment or part of it.
[00:28:49.759 --> 00:29:00.808]  Is that this was spontaneous and now other videos are surfacing with Democrat and Republican congressmen being booed and whole crowds are spontaneously angry, even Democrats.
[00:29:01.228 --> 00:29:11.677]  This is a massive underground issue, probably the biggest issue, because I think at a fundamental level, but you're the expert, give me your, you know, inside take on this.
[00:29:11.697 --> 00:29:17.101]  I don't think anybody's got their finger on the pulse of this, like Phil Berg who's online with us right now, but when we come back I want to ask you,
[00:29:17.421 --> 00:29:18.502]  And we're going to play this clip.
[00:29:18.862 --> 00:29:19.763]  You know, the big question.
[00:29:20.484 --> 00:29:28.810]  Is the main issue that people are insulted by being patted on the head and said, we've shown you the birth certificate, sit down and shut up.
[00:29:29.410 --> 00:29:33.514]  When Kenyan newspapers are saying he was born over there and they're proud of it.
[00:29:33.894 --> 00:29:37.617]  His grandmother's running around on video saying he was born over there.
[00:29:37.637 --> 00:29:39.739]  His dad lived over there.
[00:29:39.759 --> 00:29:42.060]  You know, he's got his cousin.
[00:29:43.181 --> 00:29:47.546]  Starting, you know, riots over there with Obama advising him in the Senate how to do it.
[00:29:47.966 --> 00:29:54.653]  You've got Obama operating under another name, lying on college forms, sealing everything.
[00:29:54.673 --> 00:29:56.535]  What's making folks so upset?
[00:29:57.356 --> 00:29:58.257]  We're on the march.
[00:29:58.757 --> 00:30:00.359]  The empire's on the run.
[00:30:01.300 --> 00:30:03.963]  Alex Jones and the GCN Radio Network.
[00:30:07.022 --> 00:30:08.603]  Hello friends, this is Alex Jones.
[00:30:08.723 --> 00:30:13.306]  I've told you for a long time it's important to be self-sufficient, and today that's more important than ever.
[00:30:13.446 --> 00:30:16.207]  We need to be independent, and food and water is the key.
[00:30:16.407 --> 00:30:19.269]  You'll never have to stand in a bread line if you have your own bread.
[00:30:19.449 --> 00:30:24.172]  You'll never have to go to the Superdome and beg for FEMA to take care of your family in any emergency.
[00:30:24.412 --> 00:30:25.313]  If you simply prepare.
[00:30:25.533 --> 00:30:28.475]  No one is going to take care of your family in the final equation but you.
[00:30:28.775 --> 00:30:35.681]  You know eFoodsDirect.com is still able to ship storable food that's safe from E. Coli, Salmonella, genetic alteration, or Chinese imports.
[00:30:35.761 --> 00:30:38.883]  And they do it at almost half the cost of last year's grocery prices.
[00:30:39.043 --> 00:30:40.925]  Call 1-800-409-5633 or on the web go to eFoodsDirect.com
[00:30:44.187 --> 00:30:50.253]  Visit eFoodsDirect.com and look over the fine list of high-quality, prescribed, and dehydrated foods they have to offer.
[00:30:50.454 --> 00:30:54.198]  Watch the free videos, look at their online catalog, or give them a call at 1-800-409-5633.
[00:30:54.218 --> 00:30:55.699]  Again, 1-800-409-5633, or on the web at eFoodsDirect.com.
[00:30:55.739 --> 00:30:56.180]  Take action today.
[00:30:56.200 --> 00:30:58.182]  The first step is getting storable food.
[00:31:06.749 --> 00:31:10.752]  Hello friends, this is Alex Jones and I want each of you to ask yourself this question.
[00:31:10.992 --> 00:31:12.774]  Do you really know what's in your tap water?
[00:31:12.994 --> 00:31:21.280]  In a recent study conducted by a major environmental auditor, they found that over 260 chemicals and pollutants are present in municipal drinking water.
[00:31:21.520 --> 00:31:26.744]  Many of these chemicals are directly linked to cancer, reproductive, immune, and developmental system diseases.
[00:31:27.065 --> 00:31:28.686]  Now what are you going to do about it?
[00:31:28.926 --> 00:31:35.249]  The Ecola Blue Atmospheric Water Generator is a low-cost way to take back control of you and your family's drinking water.
[00:31:35.449 --> 00:31:46.214]  The Ecola Blue 28 produces up to 7 gallons of water from the humidity in the atmosphere, and uses state-of-the-art carbon filtration, reverse osmosis, and ultraviolet light sterilization techniques.
[00:31:46.494 --> 00:31:46.994]  That's right.
[00:31:47.254 --> 00:31:49.555]  Clean water, right from the air you breathe.
[00:31:49.835 --> 00:31:51.416]  Order today by calling 1-800-691-8255.
[00:31:53.977 --> 00:32:11.904]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[00:32:12.024 --> 00:32:14.004]  Will you continue to be their profit center?
[00:32:14.104 --> 00:32:16.405]  Buying their processed food that makes you sick?
[00:32:16.565 --> 00:32:18.406]  Go to the doctor and buy their drugs?
[00:32:18.826 --> 00:32:20.186]  You don't have to cooperate.
[00:32:20.447 --> 00:32:21.487]  There is a solution.
[00:32:21.727 --> 00:32:29.752]  Inner Health Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[00:32:30.153 --> 00:32:37.217]  Try their Inner Food with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[00:32:37.597 --> 00:32:43.281]  It even won the award for Best Superfood of 2009 from our friend Mike Adams, the health ranger.
[00:32:43.661 --> 00:32:49.225]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[00:32:49.645 --> 00:32:53.471]  Try all of their truly honest products that will keep you alive and healthy.
[00:32:53.812 --> 00:33:00.763]  Go to enerfood.com or give them a call right now.
[00:33:00.783 --> 00:33:00.963]  866-762-9238.
[00:33:01.263 --> 00:33:04.609]  Click on their banner at infowars.com to see all the available discounts.
[00:33:20.017 --> 00:33:30.160]  We're going to take a few calls from Phil Berg coming up before he leaves us in about 27 minutes.
[00:33:30.180 --> 00:33:30.360]  1-800-259-9231.
[00:33:30.380 --> 00:33:30.420]  800-259-9231.
[00:33:30.440 --> 00:33:33.081]  Specifically for Phil Berg on this subject.
[00:33:33.301 --> 00:33:41.363]  We're going to be having him up a lot more in the future because going back last year I said it looked like they were covering up and he was probably born in Kenya.
[00:33:41.984 --> 00:33:44.664]  Or certainly his mother didn't live in the United States long enough.
[00:33:44.704 --> 00:33:45.785]  They have laws on that.
[00:33:47.847 --> 00:33:50.469]  to be able to then him to be president.
[00:33:50.669 --> 00:33:52.871]  You can't just have one parent who's a U.S.
[00:33:52.911 --> 00:33:54.592]  citizen, too, and be president.
[00:33:54.672 --> 00:34:04.280]  So we'll break that down with the expert, Phil Berg, here in just a moment and take your phone calls and play this video that's getting so much attention.
[00:34:04.320 --> 00:34:10.905]  But everywhere I go, people come up to me in grocery store lines and they say, Alex, what's going on with the birth certificate?
[00:34:10.945 --> 00:34:12.806]  And I go, he lies about everything.
[00:34:13.587 --> 00:34:16.008]  His name, Barack Obama, isn't even his real name.
[00:34:17.304 --> 00:34:19.304]  He's covering it up, why hasn't he released it?
[00:34:19.825 --> 00:34:25.506]  Why before this was an issue did they post the fake certificate, the receipt?
[00:34:26.006 --> 00:34:34.468]  See, I mean as an investigator and anybody who's researched any basic criminology, this really looks bad.
[00:34:35.188 --> 00:34:40.069]  But again, to say we're kooks and nuts and bad to want it to be released,
[00:34:41.573 --> 00:34:42.293]  We're not bad.
[00:34:42.373 --> 00:34:43.253]  He needs to prove it.
[00:34:43.273 --> 00:34:49.434]  I mean, you've got to show this to get a driver's license, or to get on welfare, or to join the military, but not to be president.
[00:34:49.754 --> 00:34:54.955]  Going to Philburg in just a moment, I want to tell you about some of the sponsors that have made today's show possible.
[00:34:55.916 --> 00:34:57.056]  One of them is HomeGain.
[00:34:57.516 --> 00:35:02.097]  If you go to Infowars.com, you can click on Max, the little orange gorilla.
[00:35:02.137 --> 00:35:02.957]  He's their mascot.
[00:35:03.457 --> 00:35:06.117]  And that's if you forget the web address.
[00:35:06.177 --> 00:35:09.378]  It's H-O-M-E-G-A-I-N dot com.
[00:35:10.509 --> 00:35:17.255]  And the best part about the site is it can make you or save you a ton of money, and it's absolutely 100% free.
[00:35:17.535 --> 00:35:19.036]  Free, free, free.
[00:35:19.477 --> 00:35:20.958]  It's advertiser-driven.
[00:35:21.779 --> 00:35:30.587]  And so it's homegame.com, bunch of free services like the Home Sell Maximizer to help you determine which home improvements can help increase your home's value before you put it on the market.
[00:35:30.927 --> 00:35:33.629]  For 10 years, these folks have been helping home sellers and buyers.
[00:35:33.990 --> 00:35:36.432]  Now is no time to mess around with your largest asset find.
[00:35:36.972 --> 00:35:38.833]  Equality Realtor at HomeGain.com.
[00:35:39.253 --> 00:35:46.716]  They also have other systems where you can put in your home address and they give you what the industry is internally seeing what your home is really worth.
[00:35:47.016 --> 00:35:48.337]  HomeGain.com.
[00:35:48.897 --> 00:35:58.281]  And lastly, in these crazy uncertain times with crime exploding, talk of martial law, depression, all this crud,
[00:35:59.471 --> 00:36:00.972]  It's not enough to just own firearms.
[00:36:00.992 --> 00:36:04.154]  You see record firearms purchasing going on and ammo purchasing.
[00:36:04.495 --> 00:36:05.615]  You need firearms training.
[00:36:06.096 --> 00:36:11.920]  And you can take a local course and get the basics of safety, but then the next level is front sight.
[00:36:11.960 --> 00:36:17.043]  And long before they were a sponsor, this was the name of above law enforcement and military training.
[00:36:17.103 --> 00:36:20.326]  But it's not a Rambo attitude, tough guy thing.
[00:36:20.386 --> 00:36:23.348]  It is a family training situation.
[00:36:23.968 --> 00:36:40.107]  And they have a deal where you can attend five days of world-class gun training at Front Sight Firearms Training Institute and secure a 30-state concealed weapons permit, all for pennies on the dollar, and act fast, you can get a free Springfield Armory XD pistol in the caliber of your choice absolutely free.
[00:36:40.447 --> 00:36:41.708]  It's FrontSight.com.
[00:36:41.728 --> 00:36:43.811]  You do not want to miss this deal.
[00:36:43.851 --> 00:36:44.452]  And believe me,
[00:36:45.478 --> 00:36:53.384]  If I wasn't tied down, making films, and writing books, and running the radio show, and doing all the stuff I'm doing, I would be at front sight.
[00:36:53.404 --> 00:36:57.648]  I almost went to front sight nine years ago, because everybody I know is telling me how great it is.
[00:36:58.228 --> 00:36:59.929]  I've gotten rusty on my Second Amendment.
[00:36:59.949 --> 00:37:03.452]  I used to be just an unbelievable, a scary shot, folks.
[00:37:03.472 --> 00:37:06.374]  I got into the same hole with a deer rifle at 200 yards.
[00:37:06.435 --> 00:37:07.896]  Now I'm lucky to hit the bullseye.
[00:37:08.723 --> 00:37:09.904]  You need your training.
[00:37:10.104 --> 00:37:11.864]  It's four and five day courses.
[00:37:12.004 --> 00:37:12.945]  Super inexpensive.
[00:37:13.285 --> 00:37:14.806]  FrontSite.com.
[00:37:15.266 --> 00:37:16.626]  FrontSite.com.
[00:37:16.686 --> 00:37:20.568]  Check out everything on the site or sign up for their free newsletter at FrontSite.com.
[00:37:20.828 --> 00:37:21.088]  Okay.
[00:37:21.668 --> 00:37:24.850]  Going now to our esteemed guest, Obamacrimes.com.
[00:37:25.210 --> 00:37:29.812]  I really appreciate his courage, his doggedness, his stick-to-it-ness.
[00:37:30.592 --> 00:37:33.314]  And his instinct to get on this case.
[00:37:33.395 --> 00:37:42.983]  And before, we interviewed Mr. Berg a year ago about this, more than a year ago, and he'd say, well, I'm a Democrat, I like Obama, I just, you know, where there's smoke, there's fire.
[00:37:43.103 --> 00:37:55.153]  Now, a lot more has come out, run through before we go to calls, more of the evidence of the cover-up, and the fact that this is building, and that, well, that first question before we hit the break, Mr. Berg,
[00:37:56.054 --> 00:37:57.897]  Why is it now exploding?
[00:37:58.317 --> 00:38:01.461]  Is it the way the media just dismisses everybody?
[00:38:02.122 --> 00:38:05.186]  And the way Obama's been caught lying about so much other stuff?
[00:38:06.482 --> 00:38:10.145]  Well, I think it's because, number one, Obama's dropping in the polls.
[00:38:10.585 --> 00:38:12.766]  He's not coming through on the various proposals.
[00:38:12.806 --> 00:38:14.648]  He said he was going to be the candidate of change.
[00:38:15.228 --> 00:38:20.852]  And when you said, I think he's even set himself up to be blackmailed, and I think he could be blackmailed already.
[00:38:21.412 --> 00:38:22.013]  Think about it.
[00:38:22.313 --> 00:38:25.495]  Candidate of change in his cabinet is 70% Bill Clinton.
[00:38:25.895 --> 00:38:27.436]  Who's his Secretary of Defense?
[00:38:27.817 --> 00:38:28.377]  Bill Gates?
[00:38:28.677 --> 00:38:29.498]  Leftover from
[00:38:30.298 --> 00:38:30.618]  Bush?
[00:38:30.658 --> 00:38:31.699]  Does that even make sense?
[00:38:32.039 --> 00:38:32.799]  It doesn't make sense.
[00:38:33.159 --> 00:38:38.481]  And he recently talked about reducing the restrictions on travel to Cuba.
[00:38:38.901 --> 00:38:42.082]  Perhaps Cuba, perhaps Castro has a copy of his documentation.
[00:38:42.582 --> 00:38:44.583]  What happens when China and Russia get it?
[00:38:44.883 --> 00:38:46.323]  What happens when Iran gets it?
[00:38:46.363 --> 00:38:51.445]  Because you know these papers are around there, and you know some of these foreign governments will pay a million dollars for it.
[00:38:51.885 --> 00:38:54.526]  But talking about a million dollars, why would Obama
[00:38:55.226 --> 00:38:56.747]  You know, I gotta stop you, Phil.
[00:38:56.767 --> 00:38:57.627]  Incredible point.
[00:38:58.287 --> 00:39:04.429]  All the time they catch clerks at DMVs selling 10,000 fake driver's licenses, 3,000 bucks a piece.
[00:39:04.449 --> 00:39:05.250]  They're getting millions.
[00:39:05.490 --> 00:39:08.791]  They're constantly catching federal clerks selling data.
[00:39:09.031 --> 00:39:13.693]  You better believe foreign governments would pay 10 million bucks for the proof.
[00:39:14.850 --> 00:39:15.390]  Absolutely.
[00:39:15.611 --> 00:39:17.292]  What happens when Iran gets approved?
[00:39:17.592 --> 00:39:18.733]  What's that going to cost us?
[00:39:19.133 --> 00:39:25.157]  And perhaps that's why when Obama travels overseas, every place he's going has been apologizing to the United States.
[00:39:25.337 --> 00:39:26.098]  We should be apologizing.
[00:39:26.158 --> 00:39:28.379]  What about bowing before the King of Saudi Arabia?
[00:39:28.699 --> 00:39:29.440]  Unbelievable.
[00:39:29.580 --> 00:39:30.100]  Unbelievable.
[00:39:30.120 --> 00:39:31.941]  And did the media make a big thing about that?
[00:39:32.462 --> 00:39:33.042]  Not at all.
[00:39:33.402 --> 00:39:34.623]  He gets a free ride.
[00:39:34.843 --> 00:39:36.785]  Like I said, I wish we could sue the national media.
[00:39:36.825 --> 00:39:39.907]  I think, though, because of what's happening at these town meetings,
[00:39:40.847 --> 00:39:44.208]  That tape went out and other people now are being questioned about it.
[00:39:44.488 --> 00:39:46.548]  It's now spreading out to more and more people.
[00:39:46.808 --> 00:39:51.229]  Like you said, people must show their own, your listeners have to show their birth certificate.
[00:39:51.629 --> 00:39:55.810]  For Little League, for driver's license, for college, for marriage, different things in different states.
[00:39:56.170 --> 00:39:59.091]  But for a passport, why is Obama getting a free ride?
[00:40:00.031 --> 00:40:05.372]  Somebody said he loves this, he loves being out there with this because it diverts attention from other things.
[00:40:05.492 --> 00:40:08.133]  I disagree with that person the other day on the air on a different show.
[00:40:08.633 --> 00:40:09.674]  He doesn't want this thing.
[00:40:09.974 --> 00:40:13.478]  He had hoped it would go away with this document two months before I got into it.
[00:40:13.838 --> 00:40:22.346]  And I'm proud to say that I'm glad I got into it, because since I have, it's mushroomed into lawsuits all across this country, which didn't get the media attention.
[00:40:22.406 --> 00:40:25.749]  But it's now getting the media attention because you have congressmen.
[00:40:27.131 --> 00:40:29.152]  One congressman introduced a new bill.
[00:40:30.413 --> 00:40:42.680]  A new piece of legislation, which he's gotten seven other Republicans, a Republican introduced it, saying that as of the year 2012, anyone running for president should have to show proof that they are a natural-born citizen.
[00:40:43.100 --> 00:40:45.041]  Well, why are no Democrats joining into that?
[00:40:45.341 --> 00:40:47.562]  Because they all know that he's not natural-born.
[00:40:47.602 --> 00:40:51.564]  They won't join into it because that's what Obama plans to run for re-election.
[00:40:51.944 --> 00:40:54.946]  But I hope to legally remove him from office before that.
[00:40:55.366 --> 00:40:58.608]  We're not in the context of owing in a financial crisis in this country.
[00:40:58.968 --> 00:41:00.409]  We have a constitutional crisis.
[00:41:00.949 --> 00:41:01.469]  Think about it.
[00:41:01.610 --> 00:41:06.492]  Every law that he's signed, every appointment that he's made, is void or voidable.
[00:41:07.213 --> 00:41:10.094]  And look what he's doing now to even bypass Congress.
[00:41:10.415 --> 00:41:11.615]  He's appointing his czars.
[00:41:11.715 --> 00:41:13.897]  I think he's up to 19 czars or something like that.
[00:41:14.337 --> 00:41:17.919]  Each czar is going to spend 10 to 20 million dollars for their staff.
[00:41:18.499 --> 00:41:23.101]  Because Azor doesn't have to, it's not a cabinet person, doesn't have to go through the scrutiny of the Senate.
[00:41:24.081 --> 00:41:29.923]  Not that the scrutiny of the Congress is so good anymore because of just what they've done here.
[00:41:29.943 --> 00:41:32.044]  They've been giving a rubber stamp to this guy.
[00:41:32.704 --> 00:41:33.624]  That's a disgrace.
[00:41:34.025 --> 00:41:35.685]  And that's why the three lawsuits pending.
[00:41:36.005 --> 00:41:37.946]  The case is significant right now.
[00:41:38.586 --> 00:41:45.108]  I mentioned the Hollister case, but a significant one is, for your listeners, I filed a case that was sealed back in November 7, 2008.
[00:41:47.329 --> 00:41:48.270]  I couldn't talk about it.
[00:41:48.310 --> 00:41:50.552]  It wasn't sealed because I filed against Obama.
[00:41:50.612 --> 00:41:56.315]  It was sealed because it was filed under what's called the False Claims Act, or QUITAM, Q-U-I-T-A-M.
[00:41:56.996 --> 00:41:58.797]  All False Claims Act cases are sealed.
[00:41:59.177 --> 00:42:03.020]  The basic False Claims Act comes against for Medicaid and Medicare fraud.
[00:42:03.480 --> 00:42:07.103]  It's like one of your listeners right now, their neighborhood's ripping off the government.
[00:42:07.423 --> 00:42:16.549]  So they would file this action against a neighbor, and they would file on behalf of themselves, and as the relater on behalf of the United States government,
[00:42:17.069 --> 00:42:20.091]  The government is served, but your neighbor is not served.
[00:42:20.471 --> 00:42:23.533]  So in my case, the government was served, but Obama was not served.
[00:42:23.913 --> 00:42:27.475]  It gives the government 60 days to review the case to make one of three decisions.
[00:42:27.635 --> 00:42:29.196]  One, that they will prosecute the case.
[00:42:29.736 --> 00:42:33.058]  Two, that the relator can prosecute the case on behalf of the government.
[00:42:33.338 --> 00:42:36.120]  Or three, to close out the case and not prosecute me.
[00:42:36.680 --> 00:42:38.481]  Well, very few cases are closed.
[00:42:38.801 --> 00:42:45.365]  But what happened in my case, when I filed it, number one, the 60 days stretched into about six months because they got extensions.
[00:42:45.945 --> 00:42:48.667]  They filed for a motion to dismiss the action.
[00:42:49.148 --> 00:42:53.010]  I filed an interesting case when we went to court because it was a sealed case.
[00:42:53.090 --> 00:42:54.031]  I couldn't talk about it.
[00:42:54.592 --> 00:42:58.214]  The actual, when the attorneys arrived in the room, everyone there, they locked the door.
[00:42:58.655 --> 00:43:00.256]  The windows in the back were actually covered.
[00:43:00.276 --> 00:43:01.857]  I mean, this was a sealed case.
[00:43:02.277 --> 00:43:04.239]  At the end of the, the judge walks out and says,
[00:43:04.859 --> 00:43:09.263]  I just want you to know, Mr. Berg, that this is the D.C.
[00:43:09.323 --> 00:43:11.025]  Federal Court, and the D.C.
[00:43:11.085 --> 00:43:22.796]  Court of Appeals, they have their own Court of Appeals because there's so many cases against the government, has ruled that I can give no input in this case, so at the end of your presentation, it'll be up to the government whether they want to proceed or not.
[00:43:23.336 --> 00:43:24.798]  How outrageous is that?
[00:43:25.218 --> 00:43:26.479]  So what I did is, I did proceed.
[00:43:26.499 --> 00:43:28.061]  Well, for those that don't know, hold on.
[00:43:28.641 --> 00:43:30.742]  Mr. Berg, you're dropping bombshell after bombshell.
[00:43:31.022 --> 00:43:34.382]  So they're not even following proper judicial proceedings.
[00:43:34.843 --> 00:43:40.964]  They've now turned it into a pure kangaroo court with the judge saying, my hands are tied.
[00:43:40.984 --> 00:43:45.325]  I mean, that right there lets us know this is thermal nuclear level.
[00:43:45.565 --> 00:43:48.386]  They're definitely desperate to cover this up.
[00:43:48.976 --> 00:43:50.316]  Well, yes and no on that.
[00:43:50.376 --> 00:43:53.677]  They said, I mean, before me, they said False Claims Act, they can't have input.
[00:43:54.218 --> 00:44:01.960]  Different than the Ninth Circuit in California, because the law, and I'll go along with the Ninth Circuit, because it says that the relator can have a hearing.
[00:44:01.980 --> 00:44:06.982]  Well, if you're going to have a hearing, and the hearing's in front of a judge, why would you have a hearing with no input from the judge?
[00:44:07.042 --> 00:44:08.002]  It just doesn't make sense.
[00:44:08.522 --> 00:44:10.503]  So he has to recuse himself, but obviously he doesn't.
[00:44:24.947 --> 00:44:25.127]  Right.
[00:44:25.167 --> 00:44:33.112]  We asked him to recuse himself, either appoint me, let me proceed with the case, or if they want further questions about the case, to appoint a special prosecutor.
[00:44:33.612 --> 00:44:38.375]  Their response was, believe it or not, well, Eric Holder hasn't signed any of the pleadings in this case.
[00:44:39.295 --> 00:44:40.556]  Who's your boss, you assistant?
[00:44:40.816 --> 00:44:41.757]  You know what I mean?
[00:44:42.077 --> 00:44:42.797]  Who's your boss?
[00:44:43.298 --> 00:44:45.019]  Is there a conflict of interest in Eric Holder?
[00:44:45.319 --> 00:44:48.921]  Number one, he was on Obama's campaign committee staff.
[00:44:49.341 --> 00:44:54.262]  Okay, Phil, in the time we've got left, because you've got your, again, finger on the pulse of this more than anybody out there,
[00:45:20.643 --> 00:45:28.846]  As best you can tell from your deep research and all your sources out there, what's the real chain of events?
[00:45:29.226 --> 00:45:30.146]  Born in Kenya?
[00:45:30.226 --> 00:45:31.507]  When did he come to the U.S.?
[00:45:32.027 --> 00:45:34.067]  Why is he covering up the college papers?
[00:45:34.688 --> 00:45:36.648]  And where do you see all this going?
[00:45:37.229 --> 00:45:38.429]  How do you see this playing out?
[00:45:39.028 --> 00:45:45.249]  Well, it's going to be tough unless we get the public behind us, because right now the courts aren't getting us, letting us have any discovery.
[00:45:45.309 --> 00:45:52.091]  I mean, the court in Philadelphia, that case which is coming up for its hearing in October, the Third Circuit, deals with the fact that I don't have standing.
[00:45:52.511 --> 00:45:57.632]  With that, for your listeners, they mean I don't have standing, Alex Jones doesn't have standing, and none of you listening to the show has standing.
[00:45:57.712 --> 00:45:58.152]  A U.S.
[00:45:58.172 --> 00:46:01.953]  citizen doesn't have standing to enforce the Constitution, which is asinine.
[00:46:02.353 --> 00:46:03.193]  Isn't that asinine?
[00:46:03.593 --> 00:46:06.234]  Especially under the 10th Amendment, where it goes back to we the people.
[00:46:06.714 --> 00:46:10.635]  The second, the Hollister case is a good case, and we'll try to get him on the air with you.
[00:46:10.976 --> 00:46:18.118]  That's the Air Force colonel saying, can I obey your order, or can I legally disobey your order, because you're a usurper.
[00:46:18.538 --> 00:46:22.499]  And the third one, which is a pressing one, which hopefully we'll be hearing soon on this False Claims Act,
[00:46:23.059 --> 00:46:24.840]  In that case, though, I found a little different.
[00:46:24.860 --> 00:46:34.884]  That was Berg versus Soturo, because I'm claiming in that case that Barry Soturo is an illegal alien, therefore his three and a half years as a U.S.
[00:46:34.904 --> 00:46:39.926]  Senator was a fraud, and therefore his salary and benefits of over a million dollars should come back to the U.S.
[00:46:39.966 --> 00:46:40.406]  Treasury.
[00:46:40.786 --> 00:46:46.589]  So for them not to allow me to proceed, if we proceed in that case, as soon as we get discovery in any case,
[00:46:48.304 --> 00:46:49.865]  Obama will have to be out of office.
[00:46:50.086 --> 00:46:50.786]  I am sure.
[00:46:52.328 --> 00:46:57.533]  Listen, if he was born in Hawaii, he would have produced his vault copy of his birth certificate.
[00:46:57.954 --> 00:47:00.256]  People say the governor saw it, the officials there.
[00:47:00.316 --> 00:47:07.103]  If you look at their statements very carefully, and I'll send you a copy of a letter, you can post it if you want, that I sent to Lou Dobbs to clear his act up.
[00:47:07.983 --> 00:47:12.226]  They never said, they said they saw a birth certificate, they never said it's from Hawaii.
[00:47:12.706 --> 00:47:14.887]  And if it was, they would have said it, you would have seen it.
[00:47:15.307 --> 00:47:20.990]  His records at colleges are sealed because I'm sure it's a show that he applied for and received foreign aid.
[00:47:21.670 --> 00:47:23.391]  I mean, none of, we don't have a medical record.
[00:47:23.411 --> 00:47:24.312]  Well, it's more than that.
[00:47:24.492 --> 00:47:25.953]  I have a copy of my vault.
[00:47:25.993 --> 00:47:26.933]  It's like a blueprint.
[00:47:26.973 --> 00:47:28.894]  It's like stamped on there.
[00:47:29.334 --> 00:47:33.897]  It's not the receipts that everybody gets and uses for regular business.
[00:47:34.537 --> 00:47:35.999]  And it's such a simple thing.
[00:47:36.039 --> 00:47:45.493]  I think everybody, because they have a birth certificate, knows that when they're being shown a receipt and told, you're stupid, this is a birth certificate, that it insults their intelligence.
