[00:00:00.069 --> 00:00:00.430]  Brother.
[00:30:48.569 --> 00:30:50.410]  That's Pepperspray.com.
[00:30:50.630 --> 00:30:53.672]  Or call 1-800-908-9988.
[00:30:54.252 --> 00:30:54.852]  Call today.
[00:30:54.872 --> 00:31:01.335]  On September 11, 2001, along with hundreds of my fellow troops, I went to Ground Zero.
[00:31:01.635 --> 00:31:02.836]  And we knew what to do.
[00:31:02.856 --> 00:31:04.697]  Or at least we thought we did.
[00:31:04.957 --> 00:31:10.039]  Truth Rising is a breakthrough 9-11 film that finally gives first responders a platform
[00:31:10.438 --> 00:31:11.359]  to tell their story.
[00:31:11.979 --> 00:31:20.544]  Whitman, EPA Director on the 18th made a statement that the air was safe to breathe.
[00:31:20.884 --> 00:31:27.687]  This film follows the growing momentum of 9-11 truth as brave souls throughout the world take action against their global masters.
[00:31:27.988 --> 00:31:31.049]  He had his hand over the radio while he was getting a countdown.
[00:31:31.149 --> 00:31:36.392]  He takes his hand off and you hear 3, 2, 1 and it was boom, boom, boom, boom, boom.
[00:31:36.933 --> 00:31:39.474]  This is an emergency transmission worldwide.
[00:31:39.995 --> 00:31:45.840]  Download Truth Rising at PrisonPlanet.tv and aggressively spread it worldwide.
[00:31:46.040 --> 00:31:48.582]  Or order the DVD at Infowars.com.
[00:31:48.963 --> 00:31:53.887]  If we don't expose the government-sponsored terror, they're going to commit more acts and bring in martial law.
[00:31:55.831 --> 00:32:03.473]  How many times have you been in the dark looking for a flashlight, only to find the one that you have is broken, the batteries are dead, or it's just not bright enough?
[00:32:03.913 --> 00:32:05.073]  You need the Paclite!
[00:32:05.513 --> 00:32:13.355]  The Paclite is the longest-lasting flashlight on the market, and simply snaps onto any 9-volt battery, and uses two high-powered LED lights.
[00:32:13.736 --> 00:32:16.896]  It's small enough to carry in your pocket, car, garage, and home.
[00:32:17.296 --> 00:32:21.718]  The Paclite can survive severe impact, be frozen solid, and still work flawlessly.
[00:32:22.118 --> 00:32:23.378]  The Paclite is so durable,
[00:32:23.658 --> 00:32:28.060]  Soldiers overseas rely on them, and has been featured in the New York Times and Backpacker Magazine.
[00:32:28.500 --> 00:32:32.801]  The PackLite comes with a 25 year warranty, and prices start at just $12.99.
[00:32:33.162 --> 00:32:39.824]  To learn more and see for yourself just how incredible this small flashlight can be, visit 9voltlite.com.
[00:32:40.144 --> 00:32:43.245]  That address again is 9voltlite.com.
[00:32:43.725 --> 00:32:45.146]  Or, call us today at 877-715-7000.
[00:32:48.107 --> 00:32:48.548]  4448, that's 877-715-4448.
[00:32:48.708 --> 00:32:49.448]  Get up, stand up.
[00:32:49.468 --> 00:32:50.349]  Stand up for your right.
[00:33:13.191 --> 00:33:14.873]  Welcome back, my friends.
[00:33:14.893 --> 00:33:23.042]  I want you to be sure to visit his fine website, scores of books and films and presentations, some of the most riveting and informative and mind-expanding out there.
[00:33:24.266 --> 00:33:25.586]  David Icke dot com.
[00:33:26.727 --> 00:33:31.468]  And when he's on with us, we'll also be putting his website up on screen for folks.
[00:33:31.928 --> 00:33:35.589]  We're also simulcasting the radio show right now at PrisonPlanet.tv.
[00:33:35.669 --> 00:33:37.609]  There's David Icke dot com on screen.
[00:33:38.109 --> 00:33:41.370]  D-A-V-I-D-I-C-K-E dot com.
[00:33:41.390 --> 00:33:45.231]  Before we go back to David, the 9-11 Chronicles, the
[00:33:46.485 --> 00:33:48.567]  9-11 film that shows you the 9-11 truth movement.
[00:33:48.867 --> 00:33:52.489]  Police trying to claim they're going to plant bombs on 9-11 truthers in New York.
[00:33:52.830 --> 00:33:55.472]  Claiming that cameras are guns, confiscating their cameras.
[00:33:56.092 --> 00:33:57.033]  We had hidden cameras.
[00:33:58.193 --> 00:33:59.554]  World leaders being confronted.
[00:33:59.594 --> 00:34:02.797]  Barack Obama, Joe Biden, Bill Clinton, Hillary Clinton, Arnold Schwarzenegger.
[00:34:03.417 --> 00:34:03.998]  On and on and on.
[00:34:04.058 --> 00:34:05.419]  This is just such an amazing film.
[00:34:05.439 --> 00:34:06.360]  It's Cinema Verite.
[00:34:06.701 --> 00:34:07.822]  There's no voiceover in this.
[00:34:07.862 --> 00:34:09.744]  The one film I've made that's Cinema Verite style.
[00:34:10.124 --> 00:34:16.671]  Available as low as $6.95 at Infowars.com when you get it as part of group combo packages.
[00:34:17.191 --> 00:34:18.152]  And make copies of it.
[00:34:18.192 --> 00:34:18.933]  Get it out to people.
[00:34:18.993 --> 00:34:25.360]  That's why I've been offered big distribution deals by Universal and people and turned them down because I wouldn't be able to let you make copies.
[00:34:25.800 --> 00:34:26.460]  We're good to go.
[00:34:45.154 --> 00:34:51.540]  We carry a lot of other books and videos like the Money Masters three and a half hour film for the price of a regular length film.
[00:34:51.560 --> 00:34:57.085]  You'll have a master's degree in how the private central banks operate and what they're doing to us with this film at InfoWars.com.
[00:34:57.486 --> 00:35:06.995]  Jason Berman's 9-11 film, getting into the Israeli connection, the Pakistani connection, the NORAD stand down, the ghost planes, the doomsday aircraft running the attacks.
[00:35:07.535 --> 00:35:10.136]  It's just an unbelievable film, the latest 9-11 film out there.
[00:35:10.156 --> 00:35:17.517]  It's Fabled Enemies, also available at Infowars.com or by calling toll-free 888-253-3139.
[00:35:17.537 --> 00:35:22.678]  You can call 24 hours a day, ask them about the combos and discounts.
[00:35:22.978 --> 00:35:30.220]  Hundreds of films and books and titles, not just my 21 films and the book I wrote and the other book I published, Paul Watson's Order Out of Chaos, Elite Sponsored Terror.
[00:35:31.561 --> 00:35:36.445]  Also, this live TV show will be archived at PrisonPlanet.tv in high quality within a few hours of the show being over.
[00:35:36.465 --> 00:35:46.994]  If you're not watching this live streaming right now, when you get home from work or whatever, you can go to PrisonPlanet.tv and see this interview in high quality if you're a PrisonPlanet.tv member for 15 cents a day.
[00:35:47.014 --> 00:35:49.076]  I would also add supporting David Icke is key.
[00:35:49.116 --> 00:35:52.219]  He also has a similar members area of his site, DavidIcke.com.
[00:35:52.619 --> 00:35:54.421]  Okay, David, we've got a long segment here.
[00:35:54.441 --> 00:35:55.281]  Let's roll with it.
[00:35:56.022 --> 00:35:56.622]  Breakdown.
[00:35:56.642 --> 00:36:01.143]  I mean, he's clearly doing NLP, Mind Control Program, when he gives these speeches.
[00:36:01.423 --> 00:36:07.185]  The way both parties have gotten behind him, the way Pat Robertson is getting behind him, saying socialism's good, it will save us.
[00:36:08.125 --> 00:36:09.645]  Obama is unstoppable.
[00:36:10.026 --> 00:36:15.347]  We have Kissinger saying he is the man, the world's perception, this is an opportunity for a new world order.
[00:36:16.007 --> 00:36:22.234]  In fact, cue that video up, we'll play a clip of it later, just the part where Kissinger says that there halfway through the three minute clip.
[00:36:22.835 --> 00:36:30.584]  David, break down, David, what's happening with Barack Obama and how he's being sold and packaged as this messiah.
[00:36:31.605 --> 00:36:36.771]  Well, what they've done is used all the mass mind control techniques and the key one
[00:36:37.373 --> 00:36:46.529]  Is to turn him over the last year, two years into a blank screen on which the people project their own version of what he is.
[00:36:47.173 --> 00:36:47.413]  I don't
[00:37:10.431 --> 00:37:13.492]  I stand for hope and I stand for something to believe in.
[00:37:13.852 --> 00:37:20.215]  Now the change idea is very effective because of the way the system screws people.
[00:37:20.695 --> 00:37:28.278]  At any point in time, the vast numbers of people are not happy with their status quo, the way their life is.
[00:37:28.718 --> 00:37:30.639]  So anyone who comes along and starts saying,
[00:37:31.380 --> 00:37:57.266]  I will change things is is immediately open to that because it will go well I don't like the way things are change yeah change I mean Clinton did this when he got elected for the first time and so they created a blank screen with Obama on which the people projected their version of what those themes meant and so we became all things to all men and all women those who could see through him that is
[00:37:58.154 --> 00:38:03.364]  And that's got him elected, and what it's done, and I'm sure that there have been
[00:38:04.424 --> 00:38:19.439]  Many other subliminal, even technological, I would say definitely technological effects that have been attacks on the human perception, so that they have actually started to see this guy in messianic terms.
[00:38:19.499 --> 00:38:25.324]  I mean, I've spoken to people and I think, you know, I'm going to click my fingers in a minute, mate, so you wake up when they're talking about this fellow.
[00:38:25.344 --> 00:38:26.826]  And I found that in Africa as well.
[00:38:27.386 --> 00:38:28.748]  So he's going to get this
[00:38:29.753 --> 00:38:30.093]  I think.
[00:38:45.134 --> 00:38:57.036]  They have this agenda and they want to push it on as fast as possible, and they understand this honeymoon period, anything goes for Obama, following January the 20th, that we're going to see things kick off real quick.
[00:38:58.656 --> 00:39:02.677]  We're going to see a blitzkrieg of activity before the public wakes up.
[00:39:02.777 --> 00:39:05.778]  And going back, look at all his betrayals, though.
[00:39:05.818 --> 00:39:10.818]  To get the anti-war movement that swept the Democrats into Congress in 2006, behind him, his handler,
[00:39:13.979 --> 00:39:15.802]  Who brought him and Governor Blagojevich up.
[00:39:16.282 --> 00:39:30.963]  Rahm Emanuel, who's an IDF officer, not only an American citizen, or dual citizen, a foreign Mossad operative, he openly is the biggest pro-war person in the Democratic Party, but it's come out now, he told Obama, lie and say you're against it.
[00:39:31.423 --> 00:39:34.964]  And then now he's the Chief of Staff, so just incredible betrayal.
[00:39:35.624 --> 00:39:38.545]  The wiretapping against the Americans, flip-flop on that.
[00:39:38.625 --> 00:39:40.846]  Now he wants to confront Russia.
[00:39:40.866 --> 00:39:47.248]  I mean, Obama is doing 180 degrees from what he claimed he'd do, but now he's not saying anything.
[00:39:47.288 --> 00:39:50.229]  He's not weighing in on Gaza, on nothing.
[00:39:50.269 --> 00:39:51.870]  He's just sitting there and being our savior.
[00:39:52.722 --> 00:39:56.665]  Well, Obama's not just a blank screen in the way I've just described.
[00:39:56.705 --> 00:40:01.689]  He's also a blank mind in terms of his own intellect.
[00:40:02.109 --> 00:40:03.430]  He's just a front man.
[00:40:03.450 --> 00:40:07.273]  He's a salesman for the people behind him, not least the big new Brzezinski.
[00:40:07.754 --> 00:40:13.899]  And it's interesting that if you read Brzezinski's books and then you hear Obama's policies, they kind of mirror each other.
[00:40:13.919 --> 00:40:18.562]  I got a quote here from a Brzezinski book before anyone had heard of Obama nationally.
[00:40:19.223 --> 00:40:22.025]  And it said, this is Brzezinski writing,
[00:40:22.606 --> 00:40:30.238]  Needed social reassessment can be encouraged by deliberate civic education that stretches the notion of service to a higher cause than oneself.
[00:40:31.251 --> 00:40:43.174]  As some have occasionally urged, a major step in that direction would be the adoption of an obligatory period of national service for every young adult, perhaps involving a variety of congressionally approved domestic or foreign good works.
[00:40:43.534 --> 00:40:53.017]  Now of course, Obama has been talking about exactly that, and this is a key phrase here in terms of Obama, that stresses the notion of service to a higher cause than oneself.
[00:40:53.437 --> 00:40:57.118]  This is going to be one of the great ways that Obama sells the tyranny.
[00:40:57.739 --> 00:41:13.326]  He's going to sell it as people coming together, as serving a higher cause, and again and again you hear him, not just him but his wife as well in some of her speeches, talk about the fact that America is going to have to sacrifice to bring about this change.
[00:41:13.726 --> 00:41:17.828]  And one of the key sacrifices, without any question, is going to be sacrificing their
[00:41:19.148 --> 00:41:22.049]  Sovereignty and ability to govern themselves.
[00:41:22.069 --> 00:41:33.132]  And that's why Colin Powell and Vice President Biden-elect are all saying, get ready for things that are unpopular when they're speaking to inner core groups of Democrats around the country.
[00:41:33.172 --> 00:41:34.573]  It's been caught on tape a few times.
[00:41:34.873 --> 00:41:37.854]  They're saying the people aren't going to like any of this.
[00:41:38.254 --> 00:41:40.714]  And that's raiding the pension funds, starting new wars.
[00:41:40.895 --> 00:41:43.675]  And there's also this classic mind control.
[00:41:43.695 --> 00:41:45.176]  I want you to speak to this particular
[00:41:45.996 --> 00:41:46.416]  Tactic.
[00:41:46.736 --> 00:42:08.021]  They'll announce, we want world government, world government's good, New World Order's good, New World Order means world government, then they'll say, but I didn't just say that, and you're insane if you're against world government, and if you believe in world government, it exists, and if you think it's good, it exists, but if you don't want world government, you're insane, it doesn't exist, and then we've seen, again, all these publications announcing world government in our face.
[00:42:08.721 --> 00:42:10.062]  It's the same thing with Obama.
[00:42:10.102 --> 00:42:10.842]  There's just this
[00:42:12.162 --> 00:42:22.944]  Almost like they're testing being ridiculous, lying in public, doing asinine things, and studying re-education camps in Soviet Russia and Communist China.
[00:42:25.478 --> 00:42:26.298]  That's what they did.
[00:42:26.338 --> 00:42:28.460]  They made the interrogations crazy.
[00:42:29.300 --> 00:42:32.682]  They made people change what they were saying and believing every day.
[00:42:32.742 --> 00:42:35.103]  They would say, I'll quit torturing you when you say you agree with this.
[00:42:35.223 --> 00:42:35.903]  Okay, I agree.
[00:42:36.103 --> 00:42:37.164]  They'd still go ahead and torture you.
[00:42:37.404 --> 00:42:38.825]  Now you have to say you believe in that.
[00:42:39.225 --> 00:42:52.692]  And it goes back to O'Brien in 1984 where, of course, Eric Blair, George Orwell was writing about being a former secret police member in India and then a propagandist at BBC at this mind control program of setting the precedence
[00:42:53.232 --> 00:42:58.815]  Yeah, one of the things that they're always doing is pushing things as far as they can and they're looking for a public reaction.
[00:43:11.109 --> 00:43:11.450]  I don't know.
[00:43:29.333 --> 00:43:29.814]  I don't
[00:43:44.350 --> 00:43:44.971]  Thank you.
[00:44:03.482 --> 00:44:08.104]  Carry out every single bit of seizing your infrastructure to put international toll roads on it.
[00:44:08.144 --> 00:44:09.985]  So there's the example right there.
[00:44:10.285 --> 00:44:15.687]  Meanwhile, I'm on national radio debates and the talk show host laughs at me and says none of this even exists.
[00:44:16.724 --> 00:44:18.086]  Yeah, that's the way they work.
[00:44:18.806 --> 00:44:29.359]  In terms of Obama, we've got a mass mind control operation behind him that's far more sophisticated than I've come across.
[00:44:29.379 --> 00:44:30.099]  This is really a step up.
[00:44:36.647 --> 00:44:44.349]  Well you said it, they're using every science they've developed together, overlaid, working on all eight cylinders, like I've never seen.
[00:44:44.489 --> 00:44:53.812]  And normally they would play off the left-right paradigm with both parties for the illusion of that the Congress and the President really run things and aren't just front puppets.
[00:44:54.233 --> 00:45:00.534]  You know, for the real guys upstairs, as you've said so many times, for the first time ever they're telling us we must be unified.
[00:45:00.815 --> 00:45:04.956]  And for me, that is the signal that they are really moving into a new phase.
[00:45:06.178 --> 00:45:07.279]  Well, it was interesting.
[00:45:07.299 --> 00:45:16.791]  Years and years ago, when I was researching this back in the early 90s, I came across a lady called Kitty Little, who was an Oxford Don.
[00:45:17.680 --> 00:45:27.144]  And she told me that she attended a talk by someone at Oxford University in like the 1940s.
[00:45:27.885 --> 00:45:34.428]  And she got into this meeting, which was a closed meeting, because they thought she had certain political views and she didn't.
[00:45:34.528 --> 00:45:36.449]  And so she was an interloper and they didn't know.
[00:45:37.109 --> 00:45:41.131]  And this man stood up and he made the speech and he said that
[00:45:42.145 --> 00:45:45.227]  There was an organisation that had no name.
[00:45:45.267 --> 00:45:49.129]  He said, we don't give it a name because it's much more difficult to track it down if it doesn't have a name.
[00:45:49.590 --> 00:45:53.432]  He said it has a political wing and it has what he called a biological wing.
[00:45:54.152 --> 00:45:57.594]  The head of the biological wing was Lord Rick Rothschild.
[00:45:58.215 --> 00:46:00.936]  And he, he said, was the head of that time of the political wing.
[00:46:00.976 --> 00:46:05.079]  And he said, as a result, there was going to come a point where he was going to become Prime Minister of Britain.
[00:46:06.320 --> 00:46:08.361]  And his name was Harold Wilson.
[00:46:08.812 --> 00:46:14.095]  And he became Prime Minister of Britain in the early 60s, and apart from four years, until 1975.
[00:46:15.235 --> 00:46:36.686]  But what he said in that speech was that the infiltrators of this conspiracy were going to go into the right wing of the Labour Party, which was perceived then as a left-wing party, and they were going to go into the left wing of the Conservative Party, which was perceived as a right-wing party, because he said,
[00:46:37.432 --> 00:46:41.655]  People instinctively don't like extremists, so we're going to pose as moderates.
[00:46:42.075 --> 00:46:54.743]  He said, and what's going to happen is from control of both these parties, we're going to fuse them together to the point where they become one party under two names or three names with the Liberal Party.
[00:46:55.203 --> 00:47:04.829]  And what has happened in this country from the end of Margaret Thatcher onwards, particularly when Blair came in, is that is precisely what has happened.
[00:47:05.209 --> 00:47:05.490]  We're good.
[00:47:22.353 --> 00:47:22.453]  The
[00:47:43.587 --> 00:48:03.886]  No separation, and remember last year, David, in England it came out that the House of Commons was being spied on by MI5, all their phones were being listened to, but that the main focus was on the few little parties that weren't controlled, and that they weren't worried about the three major parties, because those were basically already run by the intelligence apparatus.
[00:48:04.420 --> 00:48:06.340]  Yeah, well you've got Gordon Brown, the Prime Minister.
[00:48:06.360 --> 00:48:08.861]  You've got David Cameron, the leader of the opposition.
[00:48:09.801 --> 00:48:15.682]  They use different words and they criticise each other, but you look at their basic policies and what they would do in power.
[00:48:15.722 --> 00:48:17.383]  It's precisely the same.
[00:48:17.843 --> 00:48:29.945]  And so it shows how far along the road we've now come, where even the pseudo-fighting that went on before is now fusing into this one-party state.
[00:48:29.965 --> 00:48:32.406]  And what they've done with Obama is turned him into a
[00:48:34.278 --> 00:48:37.463]  A public Demo-Republican, if you like.
[00:48:37.984 --> 00:48:40.328]  A Republo-Democrat, whatever you want to call it.
[00:48:40.628 --> 00:48:45.876]  They're putting him right in that centre ground, in the public mind, of bringing people together.
[00:48:46.217 --> 00:48:47.238]  But actually he is a...
[00:48:48.435 --> 00:48:56.697]  A massive extremist who owes more to the fascist state of mind, especially the people behind him, than any socialist state of mind.
[00:48:56.737 --> 00:49:00.718]  Although if you go far enough left and far enough right, you meet the same situation anyways.
[00:49:00.758 --> 00:49:03.478]  And then we get into colors, using colors to program.
[00:49:03.498 --> 00:49:09.999]  Have you noticed that he and his wife, the night they won, both wore red and black and so did their children?
[00:49:10.440 --> 00:49:12.120]  Again, there's major messages in that.
[00:49:13.154 --> 00:49:19.617]  Yeah, I mean, they understand the way that vibrational codes affect people.
[00:49:19.997 --> 00:49:21.678]  And colors are vibrational codes.
[00:49:22.218 --> 00:49:25.380]  Different colors and different shades of colors.
[00:49:25.660 --> 00:49:26.720]  And that's the fascist color.
[00:49:27.000 --> 00:49:28.201]  Red, black and white.
[00:49:28.781 --> 00:49:32.323]  And it affects you in a certain way and they speak to the subconscious mind.
[00:49:32.583 --> 00:49:39.046]  But I think one of the key things that we're going to see with Obama is the creation of a situation where
[00:49:40.363 --> 00:49:45.526]  If you're not for him, then you somehow need to be marginalized.
[00:49:45.666 --> 00:49:47.527]  And you're causing the economy to get worse.
[00:49:47.547 --> 00:49:49.108]  They're already saying that.
[00:49:49.228 --> 00:49:58.512]  If you do exactly what they say, and you don't question, and you go to the work brigades, and you hand your children over, and you spy on your neighbors, and you pay all these carbon taxes, things will be fixed.
[00:49:58.532 --> 00:49:59.353]  That's the solution.
[00:49:59.633 --> 00:50:05.536]  But if you stand in the way of the solution, you've got to be removed because you're the cause of the problem.
[00:50:06.320 --> 00:50:11.883]  Yeah, I mean, when these demigods and tyrannies come to power, I mean, Hitler's a classic example.
[00:50:12.523 --> 00:50:21.608]  Anyone that is against them is attacked, is marginalized, is abused, is libeled and slandered.
[00:50:22.709 --> 00:50:29.012]  And it's designed to stop people being that nail that stands out above the rest, as the Japanese say.
[00:50:31.213 --> 00:50:31.673]  David, stay there.
[00:50:31.693 --> 00:50:32.794]  We'll come back and continue with that.
[00:50:33.374 --> 00:50:35.255]  I want to talk to you, too, about a backfire, though.
[00:50:35.515 --> 00:50:36.536]  I'm seeing a backfire here.
[00:50:36.996 --> 00:50:44.420]  Because the system has lost so much credibility, people instinctively now, they see someone being attacked, think, ah, they must be good.
[00:50:45.260 --> 00:50:48.982]  Okay, so what's happening there is the system loses more and more credibility.
[00:50:49.342 --> 00:50:49.862]  Stay with us.
[00:50:49.962 --> 00:50:52.464]  David Icke, compelling information.
[00:50:52.504 --> 00:50:53.144]  We'll be right back.
[00:50:55.791 --> 00:50:58.792]  So you've finally decided you're going to stock up and store food.
[00:50:59.092 --> 00:51:01.233]  But why settle for bland, tasteless food?
[00:51:01.674 --> 00:51:02.734]  Why settle for less?
[00:51:03.094 --> 00:51:04.355]  There is an alternative.
[00:51:04.735 --> 00:51:06.195]  InternetGrocer.net.
[00:51:06.456 --> 00:51:09.597]  Enjoy the most delicious, storable food at amazing prices.
[00:51:09.957 --> 00:51:13.539]  Enjoy creamy, delicious, real cheddar cheese in a can.
[00:51:13.839 --> 00:51:16.640]  Indulge in real canned meats and real canned butter.
[00:51:16.940 --> 00:51:23.728]  Storable meals from InternetGrocer.net will bring such variety and flavor you won't be able to tell you're actually eating storable food.
[00:51:23.928 --> 00:51:25.970]  You can purchase by the can or by the case.
[00:51:26.271 --> 00:51:28.954]  Choose a variety pack or an entire year's worth of food.
[00:51:29.214 --> 00:51:34.340]  InternetGrocer.net has non-hybrid seeds that will produce delicious food for you and your family.
[00:51:34.620 --> 00:51:36.220]  Ensure your food supply for years.
[00:51:36.620 --> 00:51:39.301]  Find out just how delicious storable food can be.
[00:51:39.561 --> 00:51:42.142]  Call 903-356-6443.
[00:51:42.182 --> 00:51:45.862]  That's 903-356-6443.
[00:51:46.182 --> 00:51:47.023]  Open from 9 a.m.
[00:51:47.063 --> 00:51:47.743]  to 6 p.m.
[00:51:47.803 --> 00:51:48.783]  Central Standard Time.
[00:51:49.023 --> 00:51:52.044]  Or shop online at internet-grocer.net.
[00:51:52.284 --> 00:51:54.884]  Again, that's internet-grocer.net.
[00:51:55.504 --> 00:52:01.786]  Today, unlike any other in the long course of American history, a terrorist act of war against this country.
[00:52:02.146 --> 00:52:03.826]  The enemy struck America on September 11th.
[00:52:04.781 --> 00:52:05.802]  But who is the enemy?
[00:52:06.322 --> 00:52:06.822]  Bin Laden.
[00:52:07.122 --> 00:52:08.143]  This is his M.O.
[00:52:08.163 --> 00:52:09.463]  We have to look to the Middle East.
[00:52:09.483 --> 00:52:11.144]  We have to look to Osama Bin Laden.
[00:52:11.484 --> 00:52:18.248]  Fabled Enemies is the first 9-11 film to take a close look at the terrorist ties to intelligence networks inside the United States.
[00:52:18.628 --> 00:52:19.068]  Some U.S.
[00:52:19.108 --> 00:52:24.791]  investigators believe that there are Israelis again very much engaged in spying in and on the U.S.
[00:52:25.451 --> 00:52:28.974]  I'm aware that some Israeli citizens have been detained.
[00:52:29.275 --> 00:52:31.757]  Either you are with us, or you are with the terrorists.
[00:52:55.515 --> 00:52:58.896]  More than 700 chemicals have been found in our drinking water.
[00:52:59.056 --> 00:53:04.257]  And did you know that you have greater exposure to these chemicals while taking hot showers than when drinking the water?
[00:53:04.437 --> 00:53:09.218]  That's because many chemicals are inhaled when they evaporate, and others are absorbed into the skin.
[00:53:09.598 --> 00:53:20.640]  The KDF Dual Media Shower Filter works with both hot and cold water, and it's designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus.
[00:53:21.120 --> 00:53:26.661]  The KDF Dual Media Shower Filter typically lasts 10,000 gallons or 1 year whichever comes first.
[00:53:26.881 --> 00:53:32.962]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[00:53:33.142 --> 00:53:33.803]  What about you?
[00:53:34.183 --> 00:53:40.224]  Order your KDF Shower Filter normally, $49 for our special price of only $39.99 with free shipping.
[00:53:40.624 --> 00:53:42.744]  Call the Berkey guy and order now by calling 1-877-886-3653.
[00:53:46.124 --> 00:53:47.905]  That's 1-877-886-3653.
[00:53:49.925 --> 00:53:53.426]  Or simply click on the banner at GCNLive.com to order online now.
[00:53:53.446 --> 00:53:59.268]  Yes, we've been trotted on the wine spray.
[00:53:59.348 --> 00:54:01.529]  Much too long, three bell.
[00:54:01.749 --> 00:54:02.789]  Three bell.
[00:54:02.829 --> 00:54:08.431]  Popular system is the vampire.
[00:54:15.106 --> 00:54:24.132]  David Icke is our guest for another 40 minutes.
[00:54:25.613 --> 00:54:32.197]  He'll open the phones up in the next hour.
[00:54:32.218 --> 00:54:32.278]  1-800-259-9231.
[00:54:45.694 --> 00:54:47.975]  We're fighting the technological enslavement system.
[00:54:47.995 --> 00:54:53.138]  We're fighting the final revolution of the elite against humanity, trying to make themselves gods.
[00:54:53.578 --> 00:55:05.765]  I want to get into the genetic engineering, why they're destroying the environment in the name of saving it, what their final endgame is if we don't defeat them, and more about us being empowered and taking action that you speak so elegantly to, David.
[00:55:05.785 --> 00:55:08.847]  But continue with the point you were making when we got interrupted by the break.
[00:55:10.649 --> 00:55:24.752]  Well, I just feel that, you know, Obama is going to be put up there in a situation where you're either for him and you're a good guy, or you're challenging him and you're just trying to destroy America.
[00:55:24.812 --> 00:55:34.374]  And the other thing that is going to be played, although he's talking all the time about, oh no, racism and all this stuff, the race card's going to be played as well.
[00:55:34.454 --> 00:55:38.635]  People who attack him, they're going to be called racist, and it's just because he's a black president.
[00:55:38.755 --> 00:55:41.056]  Oh, David, David, David, I know this has happened to you.
[00:55:41.536 --> 00:55:46.677]  On my website, InfoWars.com or PrisonPlanet.com, we'll write an article with Rahm Emanuel saying compulsory service.
[00:55:46.997 --> 00:55:50.278]  We'll say we're against it, and every other comment is, you just hate black people.
[00:55:50.719 --> 00:55:52.979]  But then I notice it's mainly white yuppies saying it.
[00:55:53.319 --> 00:55:55.220]  Are they programmed, or are those disinfo?
[00:55:55.740 --> 00:56:01.422]  Well, that's an interesting point, and I would make this point very strongly.
[00:56:03.146 --> 00:56:05.608]  You know, I've got a great friend in Africa.
[00:56:05.668 --> 00:56:08.791]  He's a Zulu shaman, a very well-known man in South Africa.
[00:56:08.811 --> 00:56:14.035]  He's in his 80s now, and his perception of Obama is absolutely spot-on.
[00:56:14.376 --> 00:56:16.037]  He wrote a poem that's on your website.
[00:56:16.057 --> 00:56:16.337]  Yeah.
[00:56:16.357 --> 00:56:18.019]  Do you want me to give you a few lines from it?
[00:56:18.379 --> 00:56:18.980]  Read the whole poem.
[00:56:19.000 --> 00:56:19.480]  Go ahead.
[00:56:19.540 --> 00:56:19.920]  Okay.
[00:56:20.901 --> 00:56:25.145]  He wrote this poem after he saw Obama speaking on television.
[00:56:25.763 --> 00:56:30.745]  An actor walks upon the floodlit stage of life, wearing a mask of an angel beneath a demon's crown.
[00:56:31.325 --> 00:56:32.025]  A gown, rather.
[00:56:32.105 --> 00:56:36.907]  Pretense smiles upon the crowded hall of life, holding out hope as bright as it is false.
[00:56:37.667 --> 00:56:45.490]  Son of a woman in whose veins flows the blood of ancient Ireland and dark Africa's plains, you are Obama, nicknamed the Standing King.
[00:56:45.530 --> 00:56:47.871]  You are Barak, O son born to deceive.
[00:56:48.593 --> 00:56:50.674]  The suffering hordes of Africa look up to you.
[00:56:51.174 --> 00:56:54.014]  See a black saviour where naught but a Judas strides.
[00:56:54.675 --> 00:56:57.335]  An entrapper of nations, bringer of dismal war.
[00:56:57.995 --> 00:57:03.137]  Behind the robes and the nylon wings of hope, oh may those who look up to you see you as you are.
[00:57:03.617 --> 00:57:06.217]  May those who hope in you behold you as you are.
[00:57:06.658 --> 00:57:09.478]  A prince deceitful to bring down Africa's shrines.
[00:57:09.738 --> 00:57:13.239]  A siren who leads Africa's ships onto rocks of obliteration.
[00:57:13.839 --> 00:57:16.100]  Your rule, my lord, will not be one of peace.
[00:57:16.770 --> 00:57:17.010]  You're
[00:57:36.153 --> 00:57:48.065]  Well, David, the first thing he's doing is massively increasing, and even the Huffington Post liberals are reporting this, massive forced abortion eugenics funding in Africa, the Bill and Melinda Gates Foundation.
[00:57:48.725 --> 00:57:50.167]  I mean, he's just going after them.
[00:57:54.964 --> 00:57:55.244]  I think?
[00:58:12.032 --> 00:58:14.312]  And that black overclass does not answer.
[00:58:14.433 --> 00:58:19.173]  This is the Obamas and the Jesse Jacksons and the Oprah Winfrey's and the Jay-Z's.
[00:58:19.493 --> 00:58:23.794]  That doesn't answer in terms of its allegiance to black people in general.
[00:58:23.914 --> 00:58:28.735]  It answers to the white overclass, the bloodlines that run the... Stay there, David.
[00:58:28.755 --> 00:58:29.215]  Stay there.
[00:58:29.235 --> 00:58:30.436]  70 second break.
[00:58:30.636 --> 00:58:33.216]  We'll be right back with David Icke in the final hour.
