[00:00:13.047 --> 00:00:13.908]  You found it.
[00:25:39.640 --> 00:25:44.546]  And we want to create jobs, roads, bridges here at home, not in Afghanistan.
[00:25:45.247 --> 00:25:46.048]  That's absolutely right.
[00:25:46.088 --> 00:25:50.795]  And so President Trump tweeted out this afternoon that starting January the 1st, Mattis is going to be gone.
[00:25:51.718 --> 00:25:58.520]  We don't need somebody whose loyalty is to an international system of alliances and not to the American people.
[00:25:59.000 --> 00:26:07.363]  He goes on to say in his resignation letter, Mattis said, the U.S., I agree with you, as I've said from the beginning, the armed forces of the U.S.
[00:26:07.563 --> 00:26:09.384]  should not be the policemen of the world.
[00:26:10.364 --> 00:26:13.605]  And then he goes on to talk about NATO and its 29 democracies.
[00:26:14.046 --> 00:26:14.506]  Wait a minute.
[00:26:15.726 --> 00:26:20.148]  Who provides virtually all of NATO's troops, equipment and funding?
[00:26:20.208 --> 00:26:20.568]  That would be
[00:26:21.434 --> 00:26:23.616]  The policeman of the world, the U.S.
[00:26:24.136 --> 00:26:30.761]  And then he talked about the defeat ISIS coalition of 74 nations, which, frankly, I wasn't aware that it even existed.
[00:26:31.842 --> 00:26:38.187]  But there was a bureaucrat who was making a lot of money out of that coalition and his job there.
[00:26:38.327 --> 00:26:41.509]  And he also came out against President Trump.
[00:26:41.569 --> 00:26:43.490]  That's McGurk.
[00:26:45.092 --> 00:26:50.636]  And Brett McGurk was the envoy to that coalition, that very effective coalition.
[00:26:52.009 --> 00:26:53.189]  And he abruptly resigned.
[00:26:53.229 --> 00:26:54.730]  You know, 74 nations, who knew?
[00:26:54.910 --> 00:26:55.990]  I didn't know anything about that.
[00:26:56.711 --> 00:27:04.713]  But he was also, interestingly enough, the guy who made the announcement that really ticked me and a lot of people off.
[00:27:05.153 --> 00:27:08.335]  And I talked about it and I said, is this really what the Trump administration is about?
[00:27:08.355 --> 00:27:09.295]  Well, fortunately it isn't.
[00:27:10.175 --> 00:27:18.278]  But he got up there and said, we have determined that we are going to be in Syria for an indeterminate amount of time.
[00:27:19.172 --> 00:27:20.413]  And I said, are you kidding me?
[00:27:20.433 --> 00:27:22.114]  We're going to have another forever war?
[00:27:22.774 --> 00:27:35.863]  You'd had the mainstream media, like the Washington Post and the New York Times, releasing the week before that we had troops that controlled one-third of Syria, an area about the size of Louisiana, that they were going to stay there, he said.
[00:27:35.903 --> 00:27:40.086]  He holds a press conference, Brett McGurk, and said, we're going to be there indefinitely.
[00:27:41.687 --> 00:27:44.689]  And President Trump had something to say about that.
[00:27:45.945 --> 00:28:00.293]  And if we go back and we look at how this all began, going back to the Daily Caller, said if we go back a couple of weeks, December the 14th, there was a phone call between President Trump and the Turkish President Erdogan.
[00:28:01.493 --> 00:28:06.116]  And you had John Bolton standing, sitting there in the White House.
[00:28:07.216 --> 00:28:13.980]  And so it's supposed to be a call for President Trump to warn Erdogan to back off.
[00:28:15.148 --> 00:28:16.430]  Back off our Kurdish rebels.
[00:28:17.492 --> 00:28:22.560]  But the president of Turkey asked Trump, why are you even still in Syria?
[00:28:22.801 --> 00:28:24.023]  You've got a third of the country there.
[00:28:24.043 --> 00:28:24.764]  Why are you even there?
[00:28:26.287 --> 00:28:27.188]  ISIS has been 99% defeated.
[00:28:29.454 --> 00:28:43.056]  And then President Trump went off script, and he asked Bolton, according to NBC News, with Erdogan on the line, Trump asked National Security Advisor John Bolton, who was listening in, why American troops remained in Syria, if what the President of Turkey said was true.
[00:28:43.076 --> 00:28:49.638]  According to officials, Erdogan's point, Bolton was forced to admit, and had been backed up by Mattis, Pompeo, U.S.
[00:28:49.658 --> 00:28:52.858]  Special Envoy for Syria, Jim Jeffery, and Brett McCurk.
[00:28:52.898 --> 00:28:54.058]  They all said, yeah, they've only got 1%.
[00:28:55.039 --> 00:28:56.619]  In other words, they've been beaten.
[00:28:57.645 --> 00:28:58.245]  They've been beaten.
[00:28:59.045 --> 00:29:01.206]  And Russia has almost completely stopped its flights.
[00:29:01.306 --> 00:29:01.866]  We'll be right back.
[00:29:01.906 --> 00:29:02.286]  Stay with us.
[00:29:03.806 --> 00:29:05.607]  Infowars has changed the world.
[00:29:06.647 --> 00:29:09.668]  Our audience, by supporting us, have truly been in the arena.
[00:29:10.148 --> 00:29:13.409]  That means if you're old, it means if you're young, it means if you're black, white, it doesn't matter.
[00:29:14.169 --> 00:29:26.432]  If you love freedom and you love justice and you believe in free market capitalism and you believe in the Christian ethos, you believe in Western civilization and you believe in progress, then you are the man and woman in the arena and I salute you
[00:29:26.972 --> 00:29:42.161]  As we prepare to close out 2018, I knew that when they deplatformed us in a massive, draconian, concerted, racketeering operation four and a half months ago, that it was about removing Trump's populist, nationalist support base.
[00:29:42.641 --> 00:29:44.122]  The people's support base for him.
[00:29:45.791 --> 00:29:52.413]  And now we see, in just the last few weeks, Michael Savage is having his show cancelled from three hours to one hour, even though it has record ratings.
[00:29:52.813 --> 00:29:56.954]  And Ben Shapiro, never been on talk radio, is being given his show, given his audience.
[00:29:57.894 --> 00:30:03.075]  We see Gab McGinnis being taken off the air for being number one on CRTV, better than Glenn Beck, and others.
[00:30:03.815 --> 00:30:13.978]  Anyone who truly connects with the people, and who doesn't apologize for America, from our president to yours truly, is being demonized, being sued, being attacked, being taken off the air.
[00:30:15.376 --> 00:30:21.178]  The globalists are really upset now because they threw everything they had at us in the last few years.
[00:30:21.798 --> 00:30:26.760]  The shadow banning and the lawsuits, the lies, the attacks, the boycotting of our sponsors, and it didn't work.
[00:30:28.000 --> 00:30:35.843]  So now with the de-platforming, we're on talk radio, we're on local TV stations, and we're at Infowars.com and Newswars.com with bigger than ever audiences.
[00:30:37.122 --> 00:30:37.923]  On those platforms.
[00:30:38.103 --> 00:30:42.626]  InfoWars has two or three times the audience ever had, but that's on InfoWars.
[00:30:43.187 --> 00:30:45.508]  It cuts our reach, though, to other platforms.
[00:30:46.249 --> 00:30:47.230]  And that's where you come in.
[00:30:48.471 --> 00:30:55.776]  Now, about two weeks ago, George Soros Media Matters funded Combine, erected by U.S.
[00:30:55.856 --> 00:30:58.138]  intelligence agencies that aren't following Trump's directives.
[00:30:59.864 --> 00:31:10.172]  He legally began launching operations to lie about Infowars and things we've said and done, and to contact radio stations across the country that we're on and say, Alex Jones is fake news.
[00:31:11.113 --> 00:31:12.174]  Alex Jones is fiction.
[00:31:12.914 --> 00:31:13.815]  Announce it's fiction.
[00:31:14.376 --> 00:31:17.838]  In an attempt to have those stations kick us off the air.
[00:31:17.858 --> 00:31:24.504]  And they misquote statements from 2013, 2015 and say, he's still doing all this, take him off the air.
[00:31:25.762 --> 00:31:29.424]  We're talking about digital Nazis, or digital communists.
[00:31:29.685 --> 00:31:33.347]  Digital authoritarianism is really the proper term.
[00:31:34.028 --> 00:31:36.429]  And they're doing this because they can't beat us.
[00:31:36.869 --> 00:31:47.617]  And they know from Brazil, to Germany, to the United Kingdom, to Russia, to Italy, to all over the world, nationalist and populist free market candidates are getting elected.
[00:31:48.357 --> 00:31:54.221]  People are aware of the one world government plan to abolish our borders, to abolish our families, to make us debt slaves.
[00:31:54.261 --> 00:31:54.981]  And they're saying no.
[00:31:55.963 --> 00:31:56.624]  That's positive.
[00:31:56.664 --> 00:31:57.948]  We're winning overall globally.
[00:31:58.188 --> 00:31:59.472]  Humanity's coming back from the dead.
[00:31:59.572 --> 00:32:02.359]  But, for those of us that...
[00:32:03.263 --> 00:32:06.585]  Or the tip of the spear, we're being targeted to take out the leadership.
[00:32:06.665 --> 00:32:07.886]  That's the globalist only hope.
[00:32:08.607 --> 00:32:27.820]  So when you support InfoWars, when you spread our articles and videos, when you buy products at InfoWarsStore.com, you are literally not just supporting InfoWars and free speech, and standing in defiance against Soros and Hillary and the rest of these people, but you are standing for your own future, and your own best shot of having an early warning system in America to stand against these individuals.
[00:32:29.209 --> 00:32:34.954]  When you order products at InfoWareStore.com, you fund not just an American revolution, but a global revolution against tyranny.
[00:32:35.454 --> 00:32:40.499]  And we have the biggest specials ever running throughout to the end of the year as part of a total store clearance.
[00:32:41.119 --> 00:32:43.181]  Every order gets a free t-shirt.
[00:32:43.601 --> 00:32:44.662]  Every order gets free shipping.
[00:32:44.742 --> 00:32:47.545]  Every order gets 50 to 75% off in total clearance.
[00:32:47.925 --> 00:32:56.613]  And that funding allows us to go into the new year on sure footing to fund ourselves throughout the first part of the year to not just fight, but to expand.
[00:32:57.273 --> 00:32:58.974]  We're on the march, the empire's on the run.
[00:32:59.254 --> 00:33:00.034]  I salute you all.
[00:33:00.194 --> 00:33:02.655]  Now please take action at Infowarsstore.com.
[00:33:05.937 --> 00:33:12.119]  You're listening to the Alex Jones Show.
[00:33:16.761 --> 00:33:23.324]  Live from the Infowars.com studios, you're listening to the Alex Jones Show.
[00:33:23.804 --> 00:33:26.625]  And now, your host, David Knight.
[00:33:30.492 --> 00:33:30.912]  Welcome back.
[00:33:30.932 --> 00:33:43.878]  You know, one of the things that amazes me is how many conservatives are, and people I would typically not think about being neocons, maybe I have to rethink that, are siding with Mattis.
[00:33:45.259 --> 00:33:53.363]  And as Daily Caller pointed out, it was a conference call going back to December the 14th, where President Trump was talking to the President of Turkey.
[00:33:54.102 --> 00:33:57.524]  And he was supposed to be telling him to back off for the neocons.
[00:33:57.564 --> 00:34:01.346]  Instead, as they were talking, Erdogan said, why are you still there?
[00:34:03.046 --> 00:34:06.028]  ISIS is down to just 1% of what it was before.
[00:34:06.368 --> 00:34:07.509]  They're 99% gone.
[00:34:07.929 --> 00:34:10.390]  And President Trump turned to John Bolton and said, is that true?
[00:34:11.391 --> 00:34:12.851]  And he said, uh, yeah.
[00:34:14.112 --> 00:34:17.053]  And as I've reported in the morning show,
[00:34:18.732 --> 00:34:22.514]  That we have here begins at 9 a.m.
[00:34:22.634 --> 00:34:24.475]  Eastern Time, Monday through Friday.
[00:34:25.175 --> 00:34:28.017]  As I was talking about it, Russia had cut down their flights by 99%.
[00:34:29.217 --> 00:34:29.838]  Weeks ago!
[00:34:30.778 --> 00:34:34.800]  They had been running between 100 and 110 flights a day.
[00:34:35.861 --> 00:34:38.082]  Between 100 to 110 flights per day.
[00:34:38.822 --> 00:34:41.504]  And they cut it down to 1 to 2 flights per week.
[00:34:42.284 --> 00:34:43.424]  That's way more than 99%.
[00:34:45.601 --> 00:34:49.102]  So I think Erdogan was being conservative when he said that.
[00:34:49.663 --> 00:34:53.064]  And so President Trump turned to Bolton and said, is that true?
[00:34:54.225 --> 00:34:56.545]  And said, yeah, yeah, that's true.
[00:34:56.625 --> 00:34:57.326]  Mattis knows it.
[00:34:57.666 --> 00:34:58.546]  Pompeo knows it.
[00:34:59.166 --> 00:35:01.387]  Brett McGurk, this other guy who just quit, knows it.
[00:35:01.948 --> 00:35:08.170]  And so they spent the following week unsuccessfully trying to turn Trump around.
[00:35:08.950 --> 00:35:12.472]  As a matter of fact, this other guy who resigned, Brett McGurk,
[00:35:13.499 --> 00:35:18.625]  Was the one who had the press conference and said, we're going to be there for an indefinite period of time.
[00:35:20.868 --> 00:35:28.255]  And that was, I think, an effort to intimidate President Trump, to make him look bad in case President Trump went ahead with that policy.
[00:35:29.095 --> 00:35:32.278]  This is the way the deep state establishment protects itself.
[00:35:32.518 --> 00:35:39.164]  They hold press conferences, just like you've seen Rosenstein holding a press conference as President Trump is going off to meet the President of Russia.
[00:35:39.745 --> 00:35:41.146]  So we don't want to have detente.
[00:35:41.166 --> 00:35:42.767]  Remember, detente used to be a good thing.
[00:35:42.807 --> 00:35:44.729]  Detente used to be the easing of strained relations.
[00:35:44.769 --> 00:35:47.411]  Now they want to do everything they can to strain relations.
[00:35:48.092 --> 00:35:51.658]  If that means that they can attack President Trump or try to make him look bad.
[00:35:52.038 --> 00:35:57.447]  And so that's what Rosenstein did with his phony indictments that he released as President Trump was flying to a summit meeting.
[00:35:58.409 --> 00:35:59.951]  And so that's, I think, what Brett McCurk did.
[00:36:00.191 --> 00:36:01.794]  Now, Stephen Miller got on Thursday night
[00:36:02.762 --> 00:36:08.690]  And he had this to say, one foreign policy blunder after another in Iraq, Afghanistan and Libya has not worked out for our national interest.
[00:36:08.710 --> 00:36:09.811]  And let's talk about Syria.
[00:36:09.931 --> 00:36:13.716]  Let's talk about the fact that ISIS is the enemy of Russia.
[00:36:14.217 --> 00:36:16.620]  ISIS is the enemy of Assad in Syria.
[00:36:17.200 --> 00:36:18.742]  ISIS is the enemy of Turkey.
[00:36:19.443 --> 00:36:24.347]  Are we supposed to stay in Syria for generation after generation, spilling American blood to fight the enemies of all those countries?
[00:36:25.028 --> 00:36:35.477]  Wolf, and he's talking to Wolf Blitzer on CNN, when did the American people sign up to be in every war and every place and every side of every conflict all over planet Earth?
[00:36:36.718 --> 00:36:48.027]  Well, I guess that goes back to General Mattis' retirement things, as our strength as a nation is linked to our systems of alliances and partnerships, where we have foreign entangling alliances that get us involved in every single conflict.
[00:36:48.047 --> 00:36:58.576]  Now, you think about the fact, as he pointed out, that Russia and Turkey and Syria are all fighting ISIS, but we've got to stay there, even though they're 99% defeated.
[00:36:59.977 --> 00:37:02.979]  And then, of course, the mission creep
[00:37:03.888 --> 00:37:05.348]  Became that this was about Iran.
[00:37:05.829 --> 00:37:10.210]  And yet, Iran is the enemy of Israel, the enemy of Saudi Arabia, for certain.
[00:37:10.410 --> 00:37:17.672]  And if you go into this, of course, there are going to be enemies with Turkey as well, because Turkey doesn't subscribe to the same brand of Islam that they have.
[00:37:17.712 --> 00:37:19.953]  So all these people are going to be fighting Iran as well.
[00:37:21.694 --> 00:37:24.715]  President Reagan was right when he pulled us out of Beirut after that bombing.
[00:37:24.755 --> 00:37:25.915]  He said, this place is crazy.
[00:37:25.935 --> 00:37:27.815]  They've always been fighting each other.
[00:37:27.835 --> 00:37:29.076]  They're going to continue to fight each other.
[00:37:29.116 --> 00:37:29.876]  We don't need to be here.
[00:37:30.656 --> 00:37:32.257]  Except that you have people like Hillary Clinton.
[00:37:33.012 --> 00:37:41.317]  Who is now lecturing Trump about empowering ISIS after he wants to get rid of a forever war.
[00:37:42.058 --> 00:37:53.325]  Remember back in 2013 when Rand Paul asked her, said, you know, quite frankly, I'm glad that you took responsibility for this because I would have fired you if I was president.
[00:37:54.365 --> 00:37:58.168]  And then she goes on to dump responsibility away from herself.
[00:37:58.288 --> 00:37:59.488]  She dumps it on her number two.
[00:37:59.949 --> 00:38:01.890]  For the number two on down, it's their fault, she said.
[00:38:02.998 --> 00:38:06.701]  But Rand Paul also asked her about weapons that were being supplied to Turkey.
[00:38:08.562 --> 00:38:12.305]  Some of those weapons were being sent to forces in Syria.
[00:38:13.486 --> 00:38:19.350]  And because Erdogan was using ISIS at the time, just like we were using ISIS.
[00:38:20.680 --> 00:38:23.022]  To try to achieve regime change.
[00:38:23.823 --> 00:38:34.471]  And she said, she had the audacity to say in that hearing, well, if you want to know about arms being shipped out of Benghazi to terrorists, you'll have to talk to the agency that was running the annex.
[00:38:34.511 --> 00:38:35.712]  Well, who was running the annex?
[00:38:35.732 --> 00:38:36.833]  That would be the CIA.
[00:38:37.674 --> 00:38:40.216]  But Hillary Clinton isn't going to say, you've got to ask the CIA.
[00:38:40.656 --> 00:38:46.041]  She's clever enough, devious and clever enough to say, ask the agency that was running the annex.
[00:38:48.178 --> 00:39:03.299]  And when we look at what was happening in the roundup to this, I played on Friday, I played John McCain's clip where he said Hillary and the national security team wanted to arm ISIS and Obama said no and then McCain said he's weak!
[00:39:04.745 --> 00:39:06.445]  Of course, McCain was meeting with a terrorist.
[00:39:06.746 --> 00:39:08.166]  Hillary wanted to arm ISIS.
[00:39:08.786 --> 00:39:11.747]  The question is, did they disobey Obama?
[00:39:11.767 --> 00:39:14.067]  Or did Obama change his mind?
[00:39:14.087 --> 00:39:15.208]  Was he in on it or whatever?
[00:39:15.228 --> 00:39:15.928]  Because they did.
[00:39:16.088 --> 00:39:16.808]  They did arm them.
[00:39:17.148 --> 00:39:25.550]  And we had Michael Flynn, back in 2015, saying it was a willful decision to arm ISIS.
[00:39:25.890 --> 00:39:27.131]  I mean, McCain is admitting it.
[00:39:27.631 --> 00:39:31.992]  Everybody knows that they were arming ISIS, and now they want to say that President Trump
[00:39:33.047 --> 00:39:33.147]  Is
[00:39:56.363 --> 00:39:59.706]  Mattis is the number two guy there, Patrick Shanahan.
[00:39:59.746 --> 00:40:03.008]  Now, he is a defense contractor from Boeing.
[00:40:03.048 --> 00:40:04.729]  He's part of the military-industrial complex.
[00:40:04.789 --> 00:40:08.973]  I don't expect him to be somebody who is on the side of us defending America.
[00:40:08.993 --> 00:40:12.635]  You know, every time it comes to protecting our borders, what do we hear?
[00:40:13.036 --> 00:40:14.977]  We hear, well, that's not a threat.
[00:40:15.978 --> 00:40:19.781]  All these entanglements that we've got abroad, those are the real threats.
[00:40:20.101 --> 00:40:21.542]  There's no legal authority to do this.
[00:40:21.562 --> 00:40:23.624]  You know, when you go back to Syria, they built a dozen
[00:40:24.560 --> 00:40:25.781]  Military bases in Syria?
[00:40:25.801 --> 00:40:27.202]  You know, they're occupying a third of the country.
[00:40:27.622 --> 00:40:27.942]  The U.S.
[00:40:27.982 --> 00:40:30.204]  military built a dozen military bases.
[00:40:30.224 --> 00:40:31.605]  Did you know that they're doing that with your money?
[00:40:32.306 --> 00:40:35.408]  Did you know that they also built four air bases there?
[00:40:36.709 --> 00:40:39.090]  Now, who approved that money?
[00:40:39.911 --> 00:40:41.452]  Where did that money come from?
[00:40:41.472 --> 00:40:45.395]  You know, we talk about $5 billion for the wall, and we can't come up with that.
[00:40:46.606 --> 00:40:49.969]  Back in the 1960s, I think it was, it was Everett Dirksen.
[00:40:50.029 --> 00:40:50.930]  He was a Republican.
[00:40:50.970 --> 00:40:53.032]  That was when they had Republicans coming from Illinois.
[00:40:53.052 --> 00:40:56.655]  And I'm not talking about going all the way back to Abraham Lincoln, but it's probably pretty close.
[00:40:57.876 --> 00:41:00.938]  But he said, yeah, a million dollars here and a million dollars there.
[00:41:00.978 --> 00:41:02.439]  Pretty soon you're talking about real money.
[00:41:02.720 --> 00:41:09.145]  Well, today we just throw around billions of dollars like they're pennies because we've got a $4 trillion expenditure budget that we have.
[00:41:10.208 --> 00:41:19.171]  And yet, the $5 billion, which is chump change, folks, it's one-eighth of a penny of what we spend.
[00:41:20.871 --> 00:41:22.191]  One-eighth of one percent.
[00:41:23.252 --> 00:41:26.292]  And they can't find the money for that, because they don't want our borders protected.
[00:41:26.473 --> 00:41:30.914]  So they say, we can't find the money for it, there's no authority for it, there isn't any risk, and on and on.
[00:41:30.974 --> 00:41:32.214]  They're lecturing President Trump.
[00:41:32.234 --> 00:41:34.775]  You've got Jim Acosta getting in his face, saying, they're not coming here.
[00:41:35.886 --> 00:41:37.847]  They'll dissipate, and it's nothing to be afraid of.
[00:41:37.907 --> 00:41:43.470]  And yet we have more than a caravan coming across that are intercepted each week.
[00:41:43.790 --> 00:41:46.751]  That's not counting the people who get into this country illegally.
[00:41:46.851 --> 00:41:50.093]  Those are just the people that are caught by Border Patrol.
[00:41:50.593 --> 00:41:52.894]  That's more than a caravan a week is caught.
[00:41:54.835 --> 00:41:56.635]  This is an existential issue, folks.
[00:41:57.576 --> 00:42:00.157]  So are the foreign wars that go forever.
[00:42:00.217 --> 00:42:01.818]  That is also an existential issue.
[00:42:02.614 --> 00:42:04.855]  And the Federal Reserve is an existential issue.
[00:42:04.875 --> 00:42:07.975]  I'm going to play that report for you coming up.
[00:42:08.475 --> 00:42:11.896]  Again, it's a wonderful lie, talking about the creation of the Federal Reserve.
[00:42:12.336 --> 00:42:18.097]  Talking about how many senators at the time said that's going to give them the power to create boom and bust cycles.
[00:42:18.157 --> 00:42:24.099]  And of course, we had Ben Bernanke, the former chair of the Fed, say, yeah, we caused the Great Depression.
[00:42:24.419 --> 00:42:25.379]  Sorry about that.
[00:42:25.459 --> 00:42:26.379]  We won't do it again.
[00:42:26.399 --> 00:42:27.259]  Oh, really?
[00:42:28.300 --> 00:42:29.620]  I think maybe they will do it again.
[00:42:30.420 --> 00:42:33.903]  Folks, we still have the specials at InfoWarsStore.com.
[00:42:34.003 --> 00:42:38.987]  If you haven't been by there to take a look at what we've got, it's an end-of-year total store clearance.
[00:42:39.668 --> 00:42:42.310]  And we've extended our Christmas specials to the end of the year.
[00:42:42.850 --> 00:42:47.874]  You can get free shipping storewide, double Patriot points, and a free t-shirt with every order.
[00:42:47.934 --> 00:42:49.735]  Take a look at all the daily specials.
[00:42:49.856 --> 00:42:51.277]  We had 24-hour daily specials.
[00:42:51.617 --> 00:42:52.077]  They're back.
[00:42:52.638 --> 00:42:53.779]  Some things are up to 75% off.
[00:42:56.400 --> 00:42:57.681]  We really do appreciate your support.
[00:42:57.701 --> 00:42:59.963]  We'll be right back with that special Christmas report.
[00:43:00.003 --> 00:43:00.903]  It's a wonderful lie.
[00:43:10.690 --> 00:43:17.676]  If you study why InfoWars is public enemy number one for the globalists, you understand why they're panicking.
[00:43:17.716 --> 00:43:19.717]  You understand what they're scared of.
[00:43:19.777 --> 00:43:21.098]  They're scared of nationalism.
[00:43:21.799 --> 00:43:23.360]  They're scared of patriotism.
[00:43:24.619 --> 00:43:28.682]  They are scared of people that will stand up for their sovereignty and who are territorial.
[00:43:29.442 --> 00:43:44.792]  Because we have these multinational corporations that have slave factories, literal concentration camps in China, like Apple and others, who see us as weak and stupid, and they have this whole leftist ideology that's meant to basically weaken us and divide and conquer us, but it's not working anymore.
[00:43:45.252 --> 00:43:51.476]  And the globalists have been able to track back where the main resistance in the last 20 years came from,
[00:43:52.096 --> 00:44:02.821]  And that main resistance has been my syndicated radio show, the documentary films we've made that have been seen hundreds of millions of times, and the other news operations that we've set up.
[00:44:03.321 --> 00:44:13.825]  And that's why we're under such attack, and that's why we can't give up in the face of the globalist onslaught, because we've already launched the Americana movement, the new renaissance, 1776, worldwide.
[00:44:14.165 --> 00:44:14.846]  It's happening!
[00:44:15.246 --> 00:44:16.466]  This isn't a hoax!
[00:44:16.747 --> 00:44:17.767]  This isn't hype!
[00:44:18.147 --> 00:44:19.388]  Infowars is real!
[00:44:20.339 --> 00:44:29.925]  That's why the enemy media is always saying we're a hoax, or always saying we're fake, or always saying we're a fraud, because they don't know how to counter something that's the opposite of them.
[00:44:30.606 --> 00:44:34.749]  When they say we're a hoax or a fraud, they're talking about themselves.
[00:44:35.109 --> 00:44:38.151]  Ladies and gentlemen, you can see us here in one of our new state-of-the-art studios.
[00:44:38.751 --> 00:44:40.553]  I was planning by the end of 2018 to be 24 hours a day live.
[00:44:42.654 --> 00:44:43.454]  On radio and TV.
[00:44:43.775 --> 00:44:48.877]  And we only launched two new shows in 2018, CounterThink and The War Room, and they do a great job.
[00:44:49.037 --> 00:44:52.218]  We also, right before that started, launched The Real News with David Knight.
[00:44:52.338 --> 00:44:54.059]  And we've expanded in the face of the attacks.
[00:44:54.119 --> 00:45:00.602]  But I really, in the next three or four months, want to be able to go at least 20 hours a day live by the spring.
[00:45:00.722 --> 00:45:07.905]  And that's going to take major support by you, the audience, to get around the censorship, to get around the boycotts, to get around the globalist lawsuits.
[00:45:08.165 --> 00:45:08.986]  And you've been doing it
[00:45:10.282 --> 00:45:10.803]  So far.
[00:45:11.043 --> 00:45:12.184]  But I need your prayers.
[00:45:12.345 --> 00:45:13.105]  I need your support.
[00:45:13.165 --> 00:45:15.869]  I need your word of mouth that's unstoppable and overrides the censors.
[00:45:16.309 --> 00:45:29.364]  And I need you to go to InfoWarsTore.com as we go into the new year where I'm going to extend all the Christmas specials that were the biggest in our history to sell out of all of our products so we don't have to pay inventory tax by January 1st.
[00:45:29.524 --> 00:45:30.105]  Everything is
[00:45:30.145 --> 00:45:30.645]  We're good to go.
[00:45:46.118 --> 00:45:55.124]  These are our biggest deals ever because we're also coming online with a new sponsorship model to augment our sales direct so there's no way the globalists can shut us down.
[00:45:55.204 --> 00:45:57.266]  We aren't just going to continue to fight.
[00:45:57.406 --> 00:46:01.288]  We're going to win thanks to your steadfast prayer and financial support.
[00:46:01.408 --> 00:46:03.250]  So again, the three pillars of this.
[00:46:04.290 --> 00:46:04.851]  Praying to God.
[00:46:06.229 --> 00:46:08.570]  Spreading the word about the articles and videos and taking action.
[00:46:08.610 --> 00:46:09.330]  Or doing your own show.
[00:46:09.530 --> 00:46:10.010]  Or doing both.
[00:46:10.550 --> 00:46:13.091]  And then of course, ladies and gentlemen, financial support.
[00:46:13.451 --> 00:46:14.251]  That's a three-legged stool.
[00:46:14.271 --> 00:46:18.292]  You can also add reaching out to local radio and TV stations.
[00:46:18.392 --> 00:46:18.972]  Thanking them.
[00:46:19.732 --> 00:46:20.612]  Thanking their sponsors.
[00:46:20.892 --> 00:46:21.793]  Becoming a sponsor.
[00:46:22.153 --> 00:46:25.973]  As Christians and conservatives and nationalists, we're quiet people that are confident.
[00:46:26.274 --> 00:46:27.374]  We're not like leftist bullies.
[00:46:28.334 --> 00:46:31.035]  Not to bully anybody, you've just got to have your voice be heard.
[00:46:31.155 --> 00:46:39.756]  So, all the Christmas specials that we have are all extended until products sell out right through until January 1st, 2019.
[00:46:40.136 --> 00:46:42.857]  InfoWarsTore.com is the umbrella site for everything.
[00:46:43.017 --> 00:46:45.017]  InfoWarsLife.com takes you right to the supplements.
[00:46:45.057 --> 00:46:46.297]  These are amazing products.
[00:46:46.577 --> 00:46:47.578]  Take advantage of them today.
[00:46:47.618 --> 00:46:50.038]  And to all the listeners that have been supporting us for years, thank you.
[00:46:50.478 --> 00:46:52.218]  What we've done to the globalists is thanks to you.
[00:46:52.538 --> 00:46:53.739]  You are the InfoWar.
[00:46:53.979 --> 00:46:54.979]  You are the resistance.
[00:47:06.969 --> 00:47:14.730]  You're listening to the Alex Jones Show!
[00:47:21.272 --> 00:47:21.852]  Welcome back!
[00:47:21.992 --> 00:47:30.993]  This last week we saw the 72nd anniversary of It's a Wonderful Life and the 105th anniversary of the Federal Reserve created on December the 21st, 1913.
[00:47:34.417 --> 00:47:40.342]  And I did a report in 2013 called It's a Wonderful Lie, talking about how we were manipulated into having a Federal Reserve.
[00:47:40.362 --> 00:47:44.365]  You know, everybody's asking, can President Trump fire the Fed Chairman?
[00:47:44.445 --> 00:47:51.912]  We need to be asking the question why we even have a Fed Chairman in charge of our economy and what they have been doing to us.
[00:47:51.952 --> 00:47:54.294]  We'll talk a little bit more about that coming up, but I want to play for you.
[00:47:55.014 --> 00:48:01.460]  It's a Wonderful Lie is done on the 100th anniversary of the creation of the Federal Reserve surreptitiously on that Christmas.
[00:48:03.937 --> 00:48:11.838]  Over the last 100 years, the Federal Reserve has created bubbles and burst them, enslaved us with debt, and destroyed our purchasing power through inflation.
[00:48:12.679 --> 00:48:15.799]  Yes, it's been a wonderful lie for the bankers.
[00:48:16.439 --> 00:48:23.641]  There are striking parallels in Frank Capra's It's a Wonderful Life to the lies and tricks that real bankers used to create the Federal Reserve.
[00:48:24.141 --> 00:48:31.822]  Human nature doesn't change, and the greedy elite of 1913 and 2013 look and act a lot like Potter, the banker in the movie.
[00:48:33.283 --> 00:48:40.047]  And many Americans are left like George Bailey, staring into the abyss as their dreams collapse and they face financial ruin.
[00:48:40.347 --> 00:48:43.569]  Do we live in a country that looks a lot more like Pottersville than Bedford Falls?
[00:48:43.949 --> 00:48:48.332]  What does Frank Capra's film show us about how we got here and how we can get out?
[00:48:49.092 --> 00:48:57.097]  When the Federal Reserve was created two days before Christmas 100 years ago, it was a culmination of six years of fraud, fear, and manipulation.
[00:48:57.517 --> 00:49:00.599]  I've never really seen one, but that's got all the earmarks of being a run.
[00:49:12.244 --> 00:49:15.406]  There's a rumor around town that you've closed your doors.
[00:49:15.466 --> 00:49:16.247]  Is that true?
[00:49:16.267 --> 00:49:19.970]  I am going all out to help in this crisis.
