[00:00:06.147 --> 00:00:09.910]  Infowars.com is tomorrow's news.
[00:52:27.993 --> 00:52:30.134]  It's time to get back out in the open air.
[00:52:31.074 --> 00:52:43.337]  In the 1960s, researchers in France noticed that people who ate certain quail eggs from specific farms experienced less seasonal distress symptoms like runny nose, itchy watery eyes, and excessive mucus production.
[00:52:43.797 --> 00:52:47.658]  They began studying the effects in published trials, in their published trials,
[00:52:49.508 --> 00:53:00.987]  And eventually perfected the technique to naturally harvest the secret bioactive portion, this is a secret process, of the eggs and concentrate it into an effective small dose tablet.
[00:53:02.318 --> 00:53:08.345]  Now we are introducing the fruit of the research, a fast-acting chewable tablet that helps alleviate seasonal distress symptoms.
[00:53:09.006 --> 00:53:19.097]  Just chew two tablets at the first sign of seasonal distress and fast-acting pollen block starts working in about 15 minutes to help alleviate seasonal distress.
[00:53:19.577 --> 00:53:21.419]  The product comes in a convenient small
[00:53:21.980 --> 00:53:26.644]  Plastic to-go containers so you can take it with you hiking, hunting, fishing, or watching the game.
[00:53:27.024 --> 00:53:33.330]  Pollen Block is a simple, natural, and effective way to enjoy the outdoors, again, without the use of artificial pharmaceuticals.
[00:53:33.750 --> 00:53:36.593]  Enjoy the air you breathe naturally with fast-acting Pollen Block.
[00:53:36.893 --> 00:53:41.497]  Available now at InfoWarsLife.com or by calling toll-free.
[00:53:45.179 --> 00:53:45.499]  888-253-3139.
[00:53:45.519 --> 00:53:46.780]  888-253-3139.
[00:53:49.702 --> 00:53:56.727]  We also now have in stock Immunewald.
[00:53:56.887 --> 00:54:11.098]  It's 25% off with the beta-glucans, the olive leaf, and a bunch of other concentrated, new, high-tech, patented, studied systems with ancient things like concentrated olive leaves that the Romans took to boost their immune systems, or especially take once they started getting sick.
[00:54:11.678 --> 00:54:17.300]  That was one reason they could defeat their enemies, just like the British discovered limes when nobody else knew what vitamin C was 300 years before everybody else.
[00:54:17.620 --> 00:54:25.043]  So when they face down the Spanish and the French or the Dutch or others, you know, 3,000 miles away, they'd be ready to fight on the decks of their ships.
[00:54:25.744 --> 00:54:33.547]  And this has also got the concentrated organic lemon peel and orange peel in it for the vitamin C. It is powerful.
[00:54:33.767 --> 00:54:38.288]  It is immune wall with all the concentrated mushrooms and so much more.
[00:54:38.729 --> 00:54:39.429]  And your purchase
[00:54:40.390 --> 00:54:43.232]  Funds this operation to the total chagrin of the enemy.
[00:54:43.613 --> 00:54:44.754]  It devastates them.
[00:54:44.974 --> 00:54:53.721]  When you shop with the good guys, when you get an additional 10% off and sign up for auto ships, you don't forget to support ourselves in the Info War, yourself, and everybody together.
[00:54:54.361 --> 00:54:55.562]  So go to infowarestore.com.
[00:54:55.602 --> 00:54:59.265]  And it's gotta end because Secret 12 is 50% off, about to sell out.
[00:54:59.746 --> 00:55:03.669]  Survival Shield's close, and I may just go ahead and let it sell out the next week without having more for a month.
[00:55:04.250 --> 00:55:06.031]  And Super Metal Vitality, all very close.
[00:55:06.051 --> 00:55:06.571]  Those are still 50% off.
[00:55:07.392 --> 00:55:10.856]  Again, we had to get rid of the free shipping just because we cannot operate so much of it.
[00:55:11.196 --> 00:55:12.458]  We sold a ton of stuff, but...
[00:55:13.629 --> 00:55:18.012]  Didn't bring in as much funding because, again, there's less money per order.
[00:55:18.192 --> 00:55:20.233]  But people like it, and people take advantage of it, and that's great.
[00:55:20.573 --> 00:55:22.174]  And I kind of come up with my specials myself.
[00:55:23.235 --> 00:55:35.842]  And so the accountants are like, kind of hit me on the head with pencils, saying, listen, you need to really stop it because you don't do like Walmart does or Target, where they say, oh, we're having a sale, and they raise the price 50% one week, then lower it the next week.
[00:55:36.363 --> 00:55:37.503]  And then it's really the regular price.
[00:55:37.884 --> 00:55:40.105]  When we say 50% off, folks, it's 50% off.
[00:55:41.906 --> 00:55:44.267]  So, pollen block is incredible.
[00:55:44.287 --> 00:55:49.569]  You've heard about what local honey does for seasonal issues and the stress and the dust and all the rest of it, the pollen.
[00:55:50.490 --> 00:56:00.254]  It helps some, but nothing has helped like this, other than Zyrtec-D and Claritin-D, and that makes me... I mean, I'm naturally bouncing off the walls off one cup of coffee today.
[00:56:00.554 --> 00:56:01.595]  I never even finished my cup.
[00:56:02.535 --> 00:56:02.835]  Okay?
[00:56:04.076 --> 00:56:04.716]  I can't take it.
[00:56:04.896 --> 00:56:05.997]  And yes, it makes me feel better.
[00:56:06.866 --> 00:56:08.287]  Except it makes me feel crazy.
[00:56:08.867 --> 00:56:09.927]  Well, this doesn't do it.
[00:56:10.267 --> 00:56:28.335]  And I don't know how the Japanese quail eggs fed this special diet in France, how this was discovered, but obviously, you know, the birds have got some things in them that are, you know, they're out there in the middle, all the, all the dust and all the garbage and all the pathogens and everything, and they transmit it through the eggs to you.
[00:56:28.515 --> 00:56:30.596]  And I, they don't, it's all very secret.
[00:56:31.781 --> 00:56:35.502]  It took us about a year to even be able to get a hold of the folks, to be able to get the deal made.
[00:56:35.522 --> 00:56:40.783]  You know, it's kind of like we have to go to Misabishi, America to get the bio PQQ that's actually real for DNA Forks.
[00:56:40.823 --> 00:56:42.583]  I mean, these are real high quality things.
[00:56:42.663 --> 00:56:43.203]  Okay, I'm done.
[00:56:43.984 --> 00:56:44.484]  I am done.
[00:56:44.544 --> 00:56:45.904]  I will not plug to the end of the next hour.
[00:56:46.984 --> 00:56:47.724]  I'm going to come back.
[00:56:47.744 --> 00:56:57.366]  Even though I've got all these clips of the head surgeon saying Trump's great and 30 out of 30, a perfect cognitive score.
[00:56:57.386 --> 00:56:58.787]  Well, that proves they're fake news.
[00:56:58.807 --> 00:56:59.827]  It's just that fake news.
[00:57:01.101 --> 00:57:05.727]  We've got stelters saying Hillary's in perfect health, but then freaking out about Trump's health and making stuff up.
[00:57:06.568 --> 00:57:14.919]  But it's the first annual People's Choice Fake News Awards, and we'll be carrying President Trump's fake news awards from the White House.
[00:57:15.956 --> 00:57:18.897]  Coming up at 4 o'clock Central, 5 o'clock Eastern.
[00:57:19.377 --> 00:57:22.898]  So, InfoWars.com forward slash show.
[00:57:23.498 --> 00:57:24.738]  Again, I am your host.
[00:57:25.518 --> 00:57:28.559]  And please, we're in a total censorship war.
[00:57:28.759 --> 00:57:33.680]  You're our only hope, so thank you for the financial support, the prayers, and spreading the articles and videos.
[00:57:34.000 --> 00:57:34.800]  I know you're awake.
[00:57:35.060 --> 00:57:36.621]  We gotta keep hammering and hammering.
[00:57:36.801 --> 00:57:39.981]  We're turning things around, but the enemy's pushing back hard.
[00:57:40.181 --> 00:57:43.002]  Spread the live links to the Fake News Awards.
[00:57:59.315 --> 00:58:01.536]  You can't have a right if it's not being exercised.
[00:58:01.656 --> 00:58:22.167]  Under the pressure, I don't shoot too good.
[00:58:22.247 --> 00:58:22.927]  That's amazing.
[00:58:26.852 --> 00:58:29.173]  I think this video is going to trigger leptards.
[00:58:29.193 --> 00:58:32.075]  So this is a Glock 18C machine pistol.
[00:58:34.236 --> 00:58:36.457]  This fires about 11 rounds.
[00:58:36.517 --> 00:58:37.397]  Pretty crazy.
[00:58:37.477 --> 00:58:37.638]  Wow!
[00:58:54.087 --> 00:58:56.028]  We've also got an M249 SAW.
[00:58:56.508 --> 00:59:12.056]  Wow, that's fun!
[00:59:12.357 --> 00:59:18.480]  Up against the wall, commies!
[00:59:25.004 --> 00:59:25.444]  That's not.
[00:59:25.464 --> 00:59:26.024]  That's amazingly cool.
[00:59:26.704 --> 00:59:27.925]  This is the best race I've ever been to.
[00:59:27.945 --> 00:59:29.066]  They got the big thing downstairs.
[00:59:29.086 --> 00:59:29.806]  They got this VIP area.
[00:59:29.826 --> 00:59:30.806]  A little bit more.
[00:59:31.367 --> 00:59:33.228]  And it's, you know, it's usually really busy downstairs.
[00:59:33.288 --> 00:59:36.029]  I'm coming here, but... I mean, come on the weekends, it's real busy.
[00:59:36.069 --> 00:59:37.650]  But during the weekday, tag off your family.
[00:59:38.310 --> 00:59:38.850]  Come and shoot it.
[00:59:38.890 --> 00:59:39.511]  That's what we said.
[00:59:39.631 --> 00:59:40.371]  Come and shoot it.
[00:59:40.411 --> 00:59:47.214]  Yeah, instead of come and take it, come and shoot it.
[00:59:47.374 --> 00:59:50.996]  If you are receiving this transmission, you are the resistance.
[01:00:05.336 --> 01:00:09.457]  Defending the Republic from enemies, foreign and domestic.
[01:00:10.178 --> 01:00:11.658]  It's Alex Jones.
[01:00:16.520 --> 01:00:18.920]  Okay, we always have great callers.
[01:00:19.081 --> 01:00:20.821]  I tend to keep callers on for 5-10 minutes.
[01:00:21.561 --> 01:00:28.844]  No matter how good you are, I gotta keep my mouth to a minimum, my tongue to a minimum, and I've just gotta have you make your point.
[01:00:30.046 --> 01:00:30.386]  I think so.
[01:00:52.170 --> 01:01:07.446]  I'm gonna say we're gonna put you on hold and the great Matt or the other wonderful crew will get on the phone with you and we'll get your name and number and then after the president has his awards tonight we're gonna mesh up our awards ones we choose by four o'clock
[01:01:08.288 --> 01:01:14.172]  With the ones that the President has, and then we're going to kind of put those together.
[01:01:14.773 --> 01:01:15.493]  It's going to be interesting.
[01:01:15.513 --> 01:01:17.335]  We're going to carry that live at 4 o'clock today.
[01:01:17.355 --> 01:01:26.101]  So you are watching the live feed where you're going to have President Trump and his first annual Fake News Awards as the American people stand up and point out the lies of mainstream media.
[01:01:26.341 --> 01:01:27.762]  Don't just sit there and take it.
[01:01:28.623 --> 01:01:32.886]  And we welcome people to investigate us and go over us and see what we're doing.
[01:01:33.797 --> 01:01:44.863]  You know, they got all our supplements and tested them over and over again, couldn't find anything wrong with them, said they're the very highest quality out there, and I said, you know what they're gonna do next?
[01:01:44.943 --> 01:01:45.583]  You know what they did.
[01:01:45.923 --> 01:01:54.608]  It's not hard to... So much of this is just figure out, you know, hey, you go out walking out there in the middle of the, you know, black ice on the street, you might fall down and break your butt.
[01:01:55.649 --> 01:01:59.651]  And it happens, you know, it's like, wow, if they can't get us fair and square, what are they gonna do?
[01:02:01.412 --> 01:02:01.532]  So...
[01:02:03.630 --> 01:02:05.511]  We can anticipate what these folks are up to.
[01:02:06.072 --> 01:02:07.894]  It's very, very important to expose them.
[01:02:07.914 --> 01:02:11.257]  So we're going to do that today, ladies and gentlemen.
[01:02:12.638 --> 01:02:18.384]  Now, I don't want to cut Charles off, and John, and Steve, and Ben, and John, and James, and Kevin, and all these folks.
[01:02:18.404 --> 01:02:19.265]  So I'm going to do this.
[01:02:19.285 --> 01:02:20.246]  We're going to have a one-minute break.
[01:02:20.266 --> 01:02:21.287]  Come back and we'll write your calls.
[01:02:21.307 --> 01:02:23.108]  But I want to go ahead and play since I mentioned it.
[01:02:23.829 --> 01:02:25.371]  This is Ron Jackson.
[01:02:27.199 --> 01:02:29.204]  I work for four presidents, directly for three of them.
[01:02:29.745 --> 01:02:30.507]  Friends with Obama.
[01:02:30.767 --> 01:02:31.810]  Said great things about Obama.
[01:02:31.850 --> 01:02:32.411]  Bipartisan.
[01:02:32.431 --> 01:02:33.013]  Very respected.
[01:02:33.313 --> 01:02:35.138]  Saying, this guy is as healthy as a horse, okay?
[01:02:35.579 --> 01:02:36.621]  And the media is flipping out about it.
[01:02:36.641 --> 01:02:37.222]  Here's part of it.
[01:02:37.768 --> 01:02:38.348]  Absolutely.
[01:02:38.368 --> 01:02:42.430]  So, many of you may have picked up on the fact that we did do a cognitive assessment as part of the exam.
[01:02:42.450 --> 01:02:47.892]  And initially, you know, I had no intention of including a cognitive assessment in this exam because, to be honest with you,
[01:03:01.218 --> 01:03:02.700]  This is right out of the Soviet Union.
[01:03:21.761 --> 01:03:33.286]  Part of the reason I didn't think it was clinically indicated is because I've spent almost every day in the president's presence since January 22,000, you know, last year, when he got into office.
[01:03:33.706 --> 01:03:34.547]  And I've seen him every day.
[01:03:34.627 --> 01:03:39.049]  I've seen him one, two, sometimes three times a day because of the location of my office.
[01:03:39.069 --> 01:03:40.950]  We have conversations about many things.
[01:03:41.030 --> 01:03:42.430]  Most don't respond.
[01:03:42.470 --> 01:03:45.452]  How long do we have to respond to every fake thing they say?
[01:03:45.592 --> 01:03:46.592]  I've got to know him pretty well.
[01:03:46.612 --> 01:03:48.213]  Prove you don't have a forked tail, Trump!
[01:03:48.593 --> 01:03:49.634]  Tell us, you're butt!
[01:04:18.773 --> 01:04:24.294]  After looking at some of the guidelines, there are a few guidelines out there that lean in the direction of potentially doing it.
[01:04:24.354 --> 01:04:29.035]  You know, the Medicare guidelines and some of the NIH... Hold on, hit pause.
[01:04:29.055 --> 01:04:30.015]  There's only a minute left.
[01:04:30.195 --> 01:04:33.496]  I've got to have the part where he does the test and he gets a 30 out of 30.
[01:04:33.596 --> 01:04:35.317]  And they don't know what to do.
[01:04:35.397 --> 01:04:36.877]  Now the media's saying this guy's lying.
[01:04:37.597 --> 01:04:41.278]  Well, okay, then a guy that's mentally retarded defeated your entire power structure.
[01:04:41.518 --> 01:04:42.958]  So what does that say about you, Stelter?
[01:04:43.698 --> 01:04:46.919]  What does that say that a mental deficient defeated you?
[01:04:55.115 --> 01:05:00.377]  Climb to the top of the food chain with Alpha Power by Infowars Life.
[01:05:01.097 --> 01:05:04.398]  For those who want to increase testosterone and energy levels.
[01:05:05.238 --> 01:05:11.580]  Most men know that testosterone levels begin to decline starting around 30 at a rate of about 1-2% per year.
[01:05:13.280 --> 01:05:19.622]  This drop can show signs such as fatigue, low energy, low sex drive, and muscle loss.
[01:05:20.442 --> 01:05:25.684]  Alpha Power is packed with some of the most potent and clinically tested ingredients on the market.
[01:05:26.304 --> 01:05:38.428]  The secret is in the synergistic blend of ancient ingredients that have been concentrated into their most potent forms, including uricoma longifolia, originally from Malaysia.
[01:05:39.108 --> 01:05:44.612]  Makaru from Peru, Horny Goatweed from China, and Tribulus from India.
[01:05:45.392 --> 01:05:48.915]  Reach your alpha male potential with Alpha Power.
[01:05:49.355 --> 01:05:54.558]  Get Alpha Power now at 50% off and secure your bottle today.
[01:06:05.683 --> 01:06:06.364]  Big Brother.
[01:06:06.825 --> 01:06:08.047]  Mainstream media.
[01:06:08.608 --> 01:06:09.750]  Government cover-ups.
[01:06:10.511 --> 01:06:11.954]  You want to stop tyranny?
[01:06:12.214 --> 01:06:13.356]  Well, so does he.
[01:06:13.877 --> 01:06:18.584]  Live from the InfoWars.com studios, it's Alex Jones.
[01:06:34.069 --> 01:06:43.433]  Ladies and gentlemen, you have just tuned in to the first annual InfoWars.com People's Fake News Choice Awards.
[01:06:44.354 --> 01:06:46.635]  It is the fake news awards, the people's choice.
[01:06:47.715 --> 01:06:52.277]  Also carry the President's live award show coming up at 4 o'clock Central, 5 o'clock Eastern.
[01:06:52.737 --> 01:06:54.478]  InfoWars.com forward slash show.
[01:06:54.578 --> 01:06:58.500]  Please tell everybody about the local stations you're listening to.
[01:06:58.560 --> 01:07:00.461]  It's so critical, I cannot stress that enough.
[01:07:01.730 --> 01:07:07.193]  And also go to InfoWars.com or NewsWars.com and share the live page.
[01:07:07.694 --> 01:07:13.257]  Watch live the 2017 Fake News Awards hosted by President Trump.
[01:07:13.857 --> 01:07:14.577]  Full coverage.
[01:07:15.178 --> 01:07:19.961]  The first annual People's Choice Fake News Awards presented by InfoWars.
[01:07:20.401 --> 01:07:21.361]  Share this link.
[01:07:21.802 --> 01:07:29.446]  So up until 4 o'clock today, right through my transmission into the War Room with Owen Schroyer and Roger Stone and others.
[01:07:29.746 --> 01:07:30.527]  I'll be there as well.
[01:07:31.476 --> 01:07:33.557]  Then we'll have the President's Live event.
[01:07:34.618 --> 01:07:45.384]  Then we'll have commentary and we'll match up your calls, your nominations, what you thought the most important mainstream news, fake news of the year was, or if you think something we said was wrong.
[01:07:45.844 --> 01:07:48.046]  I mean, I'll tell you a fake news award.
[01:07:49.847 --> 01:07:55.590]  Hundreds of publications say that I said there are children living as slaves on Mars.
[01:07:57.571 --> 01:07:58.452]  I said no such thing.
[01:07:59.517 --> 01:08:09.879]  Buzz Aldrin said that there is an obelisk on the one moon of Mars, and I talked about that when I had a CIA guy on that said some weird stuff.
[01:08:11.080 --> 01:08:12.780]  I said nothing like that.
[01:08:13.140 --> 01:08:18.321]  There's no video, there's no audio, but I am constantly confronted by people.
[01:08:18.681 --> 01:08:21.282]  It's not, I'm a Russian agent anymore, that's all falling apart.
[01:08:22.142 --> 01:08:24.243]  The whole thing that Trump's dying, that's all falling apart.
[01:08:24.283 --> 01:08:25.923]  The fact he was going to rip, all that,
[01:08:27.523 --> 01:08:32.371]  No, it's that I am saying that there are slave colonies on Mars.
[01:08:32.711 --> 01:08:36.157]  Lie, lie, lie, lie, lie.
[01:08:37.018 --> 01:08:42.406]  Okay, without further ado, the first caller of the people's choice.
[01:08:43.618 --> 01:08:44.479]  Fake News Awards.
[01:08:45.039 --> 01:08:48.201]  We'll see how many of our Fake News Awards line up with the President's.
[01:08:48.641 --> 01:08:52.583]  Now coming up in T-minus 3 hours and 51 minutes, 10 seconds.
[01:08:53.224 --> 01:08:55.425]  Infowars.com forward slash show.
[01:08:56.026 --> 01:08:56.966]  Infowars.com.
[01:08:57.286 --> 01:08:58.387]  Get the article, spread it.
[01:08:58.627 --> 01:08:59.928]  It's how we reach new people.
[01:08:59.948 --> 01:09:00.708]  I keep hammering it.
[01:09:00.868 --> 01:09:02.950]  They're having congressional hearings saying they're censoring us.
[01:09:03.710 --> 01:09:04.970]  They're trying to shut down drugs.
[01:09:04.990 --> 01:09:06.391]  They're trying to shut down talk radio.
[01:09:06.571 --> 01:09:07.951]  They're trying to remake the Fairness Doctrine.
[01:09:07.971 --> 01:09:09.211]  Thank God we got Trump in.
[01:09:09.451 --> 01:09:10.612]  But we're still fighting.
[01:09:10.632 --> 01:09:11.612]  They're trying to remove him.
[01:09:11.812 --> 01:09:13.252]  They're trying to block the recovery.
[01:09:13.492 --> 01:09:17.473]  They're trying to block... He's repealed the mandate on Obamacare.
[01:09:17.934 --> 01:09:18.994]  We are delivering.
[01:09:19.034 --> 01:09:19.974]  You are delivering.
[01:09:20.034 --> 01:09:20.974]  We are winning!
[01:09:22.775 --> 01:09:24.275]  But we're not out of this fight yet.
[01:09:25.455 --> 01:09:27.496]  We've got to have a heart here for the fight.
[01:09:29.858 --> 01:09:32.880]  You know, I didn't realize we had, like, the real Jean-Claude Van Damme in here yesterday.
[01:09:32.900 --> 01:09:37.583]  I mean, I knew he was a world champion Muay Thai fighter, but for the country of Thailand and stuff?
[01:09:38.103 --> 01:09:40.665]  World champion in his weight, bare-knuckles boxing?
[01:09:41.789 --> 01:09:42.950]  Bear Knuckles movie tie?
[01:09:43.791 --> 01:09:47.294]  That's kicking and punching and all that stuff that they make movies about, but the real deal?
[01:09:47.594 --> 01:09:48.775]  I mean, I knew who he was.
[01:09:49.576 --> 01:09:53.799]  Former Special Operations guy and friends with, you know, Quentin and the other guys that were in here.
[01:09:54.180 --> 01:09:55.641]  One guy couldn't put himself on television.
[01:09:56.001 --> 01:09:56.802]  It's just crazy.
[01:09:56.822 --> 01:09:59.184]  We need to have him back sometime just to talk about that.
[01:09:59.204 --> 01:10:01.566]  Because people get killed all the time doing that.
[01:10:01.606 --> 01:10:02.387]  That's crazy.
[01:10:04.964 --> 01:10:07.226]  So that's something interesting as a side issue.
[01:10:07.506 --> 01:10:17.956]  Alright ladies and gentlemen, Charles, John, Steve, Ben, John, James, Kevin, Mad, Christian, Chris, Josh, Jason, Frank, we're going to you right now.
[01:10:18.797 --> 01:10:19.738]  And why are we doing this?
[01:10:20.338 --> 01:10:21.539]  To point out the lies!
[01:10:21.579 --> 01:10:27.982]  They want to just move forward, think we forget about all their other lies, tell us Obamacare is going to be free, and then it's not.
[01:10:28.002 --> 01:10:31.504]  Remember Gruber said, thank God you don't have an attention span.
[01:10:31.744 --> 01:10:34.606]  You have the attention span of Dory in Finding Nemo.
[01:10:37.022 --> 01:10:37.762]  He says, thank God.
[01:10:37.782 --> 01:10:39.143]  Well, we do have an attention span.
[01:10:39.903 --> 01:10:41.563]  That's what Infowars.com does.
[01:10:41.803 --> 01:10:43.524]  We'll show you where they said something two years ago.
[01:10:43.744 --> 01:10:44.924]  We'll show you where they say it now.
[01:10:45.284 --> 01:10:48.745]  Or we'll show you unfiltered what somebody's saying when they're being accused of something.
[01:10:49.685 --> 01:10:51.866]  And point out, hey, lawyers are paying people to say this.
[01:10:52.566 --> 01:10:54.646]  Hear what Steven Seagal has to say directly from him.
[01:10:54.666 --> 01:10:59.407]  And that's what they hate, is they want to put out the only narrative and not let you decide for yourself.
[01:10:59.807 --> 01:11:00.368]  All right, I'm done.
[01:11:00.388 --> 01:11:01.768]  Without further ado.
[01:11:04.574 --> 01:11:06.676]  Let's go to John in Wyoming.
[01:11:06.736 --> 01:11:08.137]  John, thank you for calling.
[01:11:08.157 --> 01:11:08.918]  Thank you for holding.
[01:11:09.218 --> 01:11:12.120]  You are the first caller of the People's Choice Fake News Awards 2017.
[01:11:12.160 --> 01:11:12.461]  Go ahead.
[01:11:14.229 --> 01:11:16.649]  Thank you, Alex, and Happy New Year to all of you guys.
[01:11:16.689 --> 01:11:18.110]  Thank you.
[01:11:18.850 --> 01:11:21.010]  I want to talk about these phony pollsters.
[01:11:21.090 --> 01:11:28.111]  My award goes to these people who keep lying to the American people how Trump's popularity ratings are down.
[01:11:28.511 --> 01:11:32.572]  They're the same liars who said that Hillary was going to win by 12 points.
[01:11:32.992 --> 01:11:43.174]  They're the same liars who in 1984 said Walter Mondale and Geraldine Ferraro were going to steamroll all over Ronald Reagan and George H.W.
[01:11:43.214 --> 01:11:43.494]  Bush.
[01:11:44.034 --> 01:12:01.717]  Yet when the 84 election concluded, Reagan and Bush had won 49 states with 525 electoral college votes, and Mondale and Ferraro only won Mondale's home state of Minnesota with just 13 electoral college votes.
[01:12:02.190 --> 01:12:06.631]  Now, my question to them is, whatever happened to Wally and the beaver?
[01:12:08.332 --> 01:12:08.932]  Exactly.
[01:12:09.012 --> 01:12:11.153]  So, I mean, I think that that's in the running.
[01:12:11.533 --> 01:12:20.336]  Fake polls, fake pollsters getting together with their own methodology, admitting, adding 9, 10, 15, 20, sometimes 30 plus points to Hillary.
[01:12:21.136 --> 01:12:24.217]  That really is the big takeaway, because they keep saying Trump's illegitimate.
[01:12:24.697 --> 01:12:28.178]  Right into 2017, they still keep hammering these fake polls.
[01:12:29.198 --> 01:12:37.540]  Well, also, they're the ones who didn't want to talk about a 60 Minutes interview that they had with Bill and Hillary Clinton about 20 years ago.
[01:12:38.080 --> 01:12:44.342]  And rather than seated on a sofa, they had Bill and Hillary sitting on these high wooden bar stools.
[01:12:44.862 --> 01:12:48.463]  And in the midst of the interview, a studio light popped behind them.
[01:12:48.943 --> 01:12:57.445]  They thought they were under fire, and they both immediately leapt to their feet, and Hillary screamed at the top of her lungs, Jesus, Joseph, and Mary!
[01:12:57.905 --> 01:13:05.287]  And then jumped into Bill's lap while he was standing and she was crying and shivering uncontrollably.
[01:13:05.647 --> 01:13:10.488]  And that's the same media who was trying to tell us what a tough, strong leader Hillary Clinton is.
[01:13:10.508 --> 01:13:11.769]  You know, it's funny you say that.
[01:13:11.829 --> 01:13:15.990]  She says that she's on tarmacs getting shot up, that she's caught lying like Brian Williams.
[01:13:16.330 --> 01:13:17.550]  These are known liars.
[01:13:17.890 --> 01:13:20.051]  We'll play that video when we come back.
[01:13:20.071 --> 01:13:22.211]  She actually hops around like a chimpanzee.
[01:13:22.231 --> 01:13:22.792]  She goes...
[01:13:24.412 --> 01:13:25.312]  And then hops in his lap.
[01:13:25.333 --> 01:13:26.133]  You're absolutely right.
[01:13:26.513 --> 01:13:28.814]  John, you're one of the guys I want to start hosting a show.
[01:13:28.834 --> 01:13:30.015]  We've been talking about it for years.
[01:13:30.295 --> 01:13:31.135]  We've tried to call your number.
[01:13:31.155 --> 01:13:34.076]  I'm going to put you on hold again to make sure that happens.
[01:13:34.096 --> 01:13:40.119]  But you're also getting your number because you're in the running with your nomination of the pollsters to be one of the winners.
[01:13:40.139 --> 01:13:46.902]  We're going to see right now in the people's choice because whoever ends up, you know, getting the best ones that match up with the president,
[01:13:47.662 --> 01:13:48.942]  We're going to end up having them win.
[01:13:48.962 --> 01:13:51.383]  I have a sneaking suspicion you may win here, John.
[01:13:51.403 --> 01:13:52.703]  Let's put John on hold.
[01:13:53.003 --> 01:13:54.263]  Thank you so much, John.
[01:13:54.683 --> 01:13:58.664]  OK, let's get one more in before we go to break.
[01:13:59.064 --> 01:13:59.884]  Let's go to Ben.
[01:13:59.904 --> 01:14:02.825]  We're going to go to Kansas and talk to Ben in Kansas.
[01:14:03.385 --> 01:14:04.285]  You're on the air, Ben.
[01:14:05.185 --> 01:14:06.205]  Hey, how you doing, Alex?
[01:14:06.785 --> 01:14:06.966]  Good.
[01:14:07.746 --> 01:14:08.086]  All right.
[01:14:08.266 --> 01:14:15.107]  Well, I think everyone knows the biggest hoax of this whole election episode was the fact that
[01:14:15.649 --> 01:14:17.491]  The Russians stole the election.
[01:14:18.391 --> 01:14:23.035]  And, um, you know, everyone, all the channels covered, oh, it's the Russians.
[01:14:23.115 --> 01:14:24.476]  That's why Hillary lost.
[01:14:24.536 --> 01:14:29.480]  There could be no, there could be no other reason, you know, because she got the poll said she won.
[01:14:29.600 --> 01:14:33.103]  So, you know, that's, that's my, that's my guess.
[01:14:33.684 --> 01:14:34.104]  And, uh,
[01:14:35.396 --> 01:14:36.076]  I think you'll agree.
[01:14:36.116 --> 01:14:37.737]  I mean, that's probably the biggest.
[01:14:38.058 --> 01:14:42.060]  Exactly, but do you just say Russiagate in general is the biggest fake news?
[01:14:42.100 --> 01:14:49.444]  You've got to then give an award to a particular media outlet like ABC saying that Flynn had confessed and they were all Russian agents.
[01:14:50.521 --> 01:14:51.762]  Exactly, exactly.
[01:14:51.842 --> 01:14:54.483]  So, yeah, that's one of them.
[01:14:54.764 --> 01:14:56.725]  You know, CNN.
[01:14:56.765 --> 01:14:58.306]  So does the dossier win?
[01:14:58.326 --> 01:15:02.188]  I mean, does the FBI win?
[01:15:02.348 --> 01:15:04.969]  I mean, I'm not bashing the general FBI, but the Democrats at the top.
[01:15:05.270 --> 01:15:07.331]  I mean, do they win for funding the fake dossier?
[01:15:07.731 --> 01:15:08.191]  I'd pick CNN, but...
[01:15:29.454 --> 01:15:29.814]  CNN.
[01:15:30.555 --> 01:15:33.818]  Okay, CNN, leader in fake news for Russiagate.
[01:15:34.119 --> 01:15:35.840]  Let's put Ben on hold and get his number.
[01:15:36.321 --> 01:15:38.303]  These are all so good, we have like 100 people to call back.
[01:15:38.963 --> 01:15:43.267]  Let's get Ben's info, because I think he's right on target as well.
[01:15:43.668 --> 01:15:50.795]  We'll be back in just a few minutes with the first annual People's Choice Fake News Awards, hosted by yours truly, Alex Jones.
[01:15:55.572 --> 01:16:03.342]  Yeah, you look for Trump or America or any of like 5,000 keywords to describe a redneck.
[01:16:10.461 --> 01:16:12.443]  You ban someone, but they don't know they've been banned.
[01:16:13.143 --> 01:16:15.906]  Because they keep posting, but no one sees their content.
[01:16:16.566 --> 01:16:20.670]  So they just think that no one's engaging with their content, when in reality, no one's seeing it.
[01:16:21.090 --> 01:16:27.556]  So is it gonna, like, essentially ban certain mindsets and or people who could be negative?
[01:16:27.716 --> 01:16:29.838]  No, it's not gonna ban a mindset.
[01:16:29.958 --> 01:16:32.601]  It's gonna ban, like, a way of talking.
[01:16:35.542 --> 01:16:44.283]  Undercover Twitter engineers to ban way of talking through shadow banning algorithms to censor opposing political views.
[01:16:44.343 --> 01:16:49.864]  And Drudge has the headline that they admit they are opposing people's views, period.
[01:16:49.944 --> 01:16:53.665]  Just not letting you communicate if you're a Christian, a conservative, a libertarian.
[01:16:53.725 --> 01:16:56.045]  So James O'Keefe, you have done it again, my friend.
[01:16:56.085 --> 01:16:56.966]  Congratulations.
