[00:00:08.749 --> 00:00:10.050]  Well, here we are.
[00:42:12.267 --> 00:42:14.629]  Please get this out.
[00:42:14.629 --> 00:42:16.150]  This is huge.
[00:42:16.150 --> 00:42:21.654]  Trump threatens to release 9-11 docs implicating Clintons and the Bushes.
[00:42:21.654 --> 00:42:24.196]  Trump sends warning to Deep State.
[00:42:24.196 --> 00:42:27.539]  We should probably just add Mueller, Clintons, Bushes, and their minion Mueller.
[00:42:28.834 --> 00:42:33.336]  This is huge, and it's up on Infowars.com, so get that out to everybody.
[00:42:33.336 --> 00:42:35.257]  Now we're going to go to break.
[00:42:35.257 --> 00:42:37.358]  We come back.
[00:42:37.358 --> 00:42:42.921]  Abolish ICE vandals, throw brick through window of GOP offices, leave graffiti message.
[00:42:42.921 --> 00:42:49.884]  More Republicans confronted, and you've got more people being arrested for threatening to kill Rand Paul.
[00:42:49.884 --> 00:42:51.245]  Goodness gracious.
[00:42:51.245 --> 00:42:52.445]  Think about Rand Paul's gone through.
[00:42:52.445 --> 00:42:55.707]  He's been shot at, a bunch of his ribs broken, physically attacked.
[00:42:57.185 --> 00:42:59.447]  And now this.
[00:42:59.447 --> 00:43:03.390]  Living in volcano may sound more dramatic than it really is.
[00:43:03.390 --> 00:43:06.172]  The real drama can be found here in Leilani Estates.
[00:43:06.172 --> 00:43:12.957]  But a lot of us on the big island rely on rainwater and we need to be concerned about ash and acid rain.
[00:43:12.957 --> 00:43:15.720]  Volcanic ash may contain heavy metal particles.
[00:43:16.460 --> 00:43:20.285]  An acid rain could lower the pH of the water to unhealthy levels.
[00:43:20.285 --> 00:43:26.754]  To find out, we employed a series of tests for heavy metals, alkalinity, and pH.
[00:43:26.754 --> 00:43:31.721]  What we learned was that there was in fact unhealthy levels of heavy metals and acidity in the rainwater.
[00:43:32.475 --> 00:43:36.398]  Next, we tested the water from our Alexa Pure gravity filter.
[00:43:36.398 --> 00:43:43.584]  And not only were the heavy metal levels within safe measure, but the pH was also restored to optimal levels.
[00:43:43.584 --> 00:43:48.288]  As it turns out, the filter on the Alexa Pure raises the pH of the water.
[00:43:48.288 --> 00:43:54.514]  So what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[00:43:54.514 --> 00:43:58.477]  But more importantly, a good water filtration system will purify it.
[00:43:59.679 --> 00:44:04.520]  As the years go by, it gets harder and harder to keep up with your body's nutritional needs.
[00:44:04.520 --> 00:44:13.982]  With changes in diet, unnatural ingredients and stress, you may not be able to get all the necessary nutrients, amino acids, vitamins and minerals needed daily.
[00:44:13.982 --> 00:44:18.783]  That's why InfoWars Life created the powerful Vitamin Mineral Fusion Formula.
[00:44:18.783 --> 00:44:27.045]  The new platinum standard of advanced multivitamin formulation, Vitamin Mineral Fusion uses a unique delivery system to maximize the effects
[00:44:27.165 --> 00:44:30.326]  And give your body the tools it needs to support your body.
[00:44:30.326 --> 00:44:39.228]  Using a proprietary process, we've managed to make this powerhouse formula into a delicious, concentrated drink mix that's loaded with high quality ingredients.
[00:44:39.228 --> 00:44:48.050]  Perfect for a hot summer day or relaxing at home, Vitamin Mineral Fusion is loaded with 34 different essential vitamins, minerals, amino acids and more.
[00:44:48.050 --> 00:44:54.832]  Start supporting your body's needs in a great tasting, natural and affordable drink mix with Vitamin Mineral Fusion today.
[00:44:54.832 --> 00:44:56.652]  Available at Infowarsstore.com.
[00:45:00.695 --> 00:45:11.303]  We've taken thousands of years of known research and put it together with our own four years of seeking and testing to find the very best systems that God gave us through Mother Nature to detoxify the body.
[00:45:11.303 --> 00:45:13.364]  That's why I'm introducing Z-SHIELD.
[00:45:13.364 --> 00:45:16.227]  Toxic Metal and Chemical Defense Support.
[00:45:16.227 --> 00:45:17.728]  It's made in the USA.
[00:45:17.728 --> 00:45:20.850]  It's filled with known compounds from nature that are
[00:45:21.070 --> 00:45:24.532]  Absolutely associated with detoxifying the body and it supports the info war.
[00:45:24.532 --> 00:45:26.614]  It is a classical 360 win.
[00:45:26.614 --> 00:45:36.320]  This is the formula that I personally have been taking for over a year and now we believe we have come as close to perfection when it comes to a detoxifier as you can possibly get.
[00:45:36.320 --> 00:45:48.848]  You owe it to yourself, you owe it to your family, and you owe it to the future of this country and the world that patriots stay as healthy and as clean and as focused as you can be because we need you, the remnant of America, to
[00:45:48.848 --> 00:45:53.132]  To reignite those brush fires to the next level, and to be healthy and as focused as you can be.
[00:45:53.132 --> 00:45:56.436]  Thanks to your support and your prayers, together, we're changing the world.
[00:45:56.436 --> 00:45:58.017]  Now it's time to change our bodies.
[00:45:58.017 --> 00:45:58.718]  With Z-Shield.
[00:45:58.718 --> 00:46:00.040]  At InfoWarsLive.com.
[00:46:00.851 --> 00:46:02.793]  This 4th of July is special.
[00:46:02.793 --> 00:46:04.795]  Everybody can see it, they can feel it.
[00:46:04.795 --> 00:46:09.240]  The globalists are attempting to kill a worldwide awakening to their tyranny.
[00:46:09.240 --> 00:46:13.604]  And America, yet again, is at the heart of the resistance of the globalists.
[00:46:13.604 --> 00:46:18.709]  That's why this 4th of July I'm asking all of our great supporters to think about Infowars now more than ever.
[00:46:18.709 --> 00:46:22.453]  And what would the world be like if Infowars wasn't there resisting the globalists?
[00:46:23.294 --> 00:46:25.575]  What would have happened if you hadn't supported InfoWars?
[00:46:25.575 --> 00:46:27.535]  We would not be having the victories we have today.
[00:46:27.535 --> 00:46:30.676]  So yes, a lot of good things are happening, but the enemy is striking back.
[00:46:30.676 --> 00:46:37.818]  So please, think about InfoWars and funding our operation while you get great products at the same time on the 4th of July that's so historic.
[00:46:37.818 --> 00:46:39.699]  We have record sales going on right now.
[00:46:40.686 --> 00:46:43.067]  Free shipping on hundreds of different items.
[00:46:43.067 --> 00:46:46.789]  More than 20 items are 50% off, like Brain Force Plus.
[00:46:46.789 --> 00:46:48.229]  X2 is 40% off.
[00:46:48.229 --> 00:46:50.470]  Knockout Sleep Aid, $17.76.
[00:46:50.470 --> 00:46:53.731]  Silver Bullets, $9.95, Glittal Silver.
[00:46:53.731 --> 00:46:55.792]  And free shipping, you can't beat that.
[00:46:55.792 --> 00:46:59.034]  This Fourth of July is special, and our sales are special to match it.
[00:46:59.034 --> 00:47:03.896]  Infowarestore.com.
[00:47:03.896 --> 00:47:06.577]  You're listening to the Alex Jones Show.
[00:47:12.202 --> 00:47:13.144]  The answer to 1984 is 1776.
[00:47:13.144 --> 00:47:15.469]  You're listening to The Alex Jones Show.
[00:47:25.367 --> 00:47:28.209]  We're back live broadcasting worldwide.
[00:47:28.209 --> 00:47:51.048]  I'm your host Alex Jones and I want to open the phones up coming up in the next hour to discuss all the amazing things that are happening and we have several guests joining us who were inside of the riot that the Antifa Democrat globalist operative started in Portland over the weekend that even local newspapers admitted the riot started when Antifa started throwing
[00:47:52.149 --> 00:47:59.315]  Bricks, bottles, and fireworks at the crowd.
[00:47:59.315 --> 00:48:02.157]  And I've seen these explosives.
[00:48:02.157 --> 00:48:08.622]  What they're doing is the mortars that you can shoot out of the big tubes are like hand grenades.
[00:48:08.622 --> 00:48:10.463]  In fact, they are if you put shrapnel around them.
[00:48:10.463 --> 00:48:16.108]  I don't want to give anybody any ideas, but they blow people's hands off all the time.
[00:48:16.108 --> 00:48:18.249]  You know, the mortars go boom and then shoot out of the tube and...
[00:48:19.568 --> 00:48:25.696]  They have a lot of explosive power to create that huge blue flash, white flash, red flash that you see.
[00:48:29.375 --> 00:48:37.958]  Even in China, where they're not allowed to have firearms and stuff, when you hear about the revolts that happen against the government, people steal the fireworks out of the facilities and use those as weapons.
[00:48:37.958 --> 00:48:39.619]  And they are bombs.
[00:48:39.619 --> 00:48:45.481]  And if you watch some of these, these are not normal firecrackers or cherry bombs that are going off, M-80s.
[00:48:45.481 --> 00:48:55.705]  You can see that they are basically throwing larger fireworks at them that are very, very dangerous.
[00:48:55.705 --> 00:48:57.486]  You see the phosphorus shooting out, you name it.
[00:48:59.139 --> 00:49:04.840]  If somebody tries to throw one of those at you, it's my view that's an extremely deadly weapon.
[00:49:04.840 --> 00:49:14.843]  And I guarantee you, if the police see somebody holding a mortar, lighting it and then throwing it, you have no choice but to take those people out.
[00:49:14.843 --> 00:49:18.463]  This is just becoming outrageously insane.
[00:49:18.463 --> 00:49:21.944]  So, those are not M80s like the news said they're throwing at them.
[00:49:21.944 --> 00:49:25.405]  They are mortars that appear to have had the
[00:49:27.301 --> 00:49:32.443]  Propulsion piece cut off on the back and have been directly wired in with a fuse.
[00:49:32.443 --> 00:49:38.865]  So, let me tell you that's what I do for fun back when I was a teenager and stuff.
[00:49:38.865 --> 00:49:40.926]  My dad showed me how to put a rock on one and then
[00:49:42.299 --> 00:49:42.799]  I don't know.
[00:50:03.567 --> 00:50:05.708]  Back when my dad was a little kid, so he was a highway engineer.
[00:50:05.708 --> 00:50:07.428]  So that's why he had dynamite.
[00:50:07.428 --> 00:50:10.689]  But nowadays, you can't trust Americans with dynamite.
[00:50:10.689 --> 00:50:12.910]  You know, you should never have any attacks with explosives.
[00:50:12.910 --> 00:50:15.731]  And once they make the explosives illegal, then suddenly only the criminals have them.
[00:50:15.731 --> 00:50:17.952]  But I'm digressing off into what happened there.
[00:50:17.952 --> 00:50:21.373]  That's coming up in the third hour.
[00:50:21.373 --> 00:50:22.173]  I've got to reset.
[00:50:22.173 --> 00:50:23.334]  There's so much news here.
[00:50:23.334 --> 00:50:25.935]  I don't even know where to start.
[00:50:25.935 --> 00:50:30.836]  We've got a lot of good news, a lot of bad news, a lot of insane news, a lot of crazy news.
[00:50:30.836 --> 00:50:32.317]  I cannot express to you
[00:50:35.976 --> 00:50:43.562]  How big this is that Trump is getting ready to start the 9-11 drumbeat and bring out what really happened on 9-11.
[00:50:43.562 --> 00:50:53.750]  That is the thinking behind Tucker Carlson having the guest on, the whole 9-11 situation, the families, Mueller ordering that the investigation be shut down, that the FBI not give that to them in their lawsuit.
[00:50:53.750 --> 00:50:54.591]  That's already on record.
[00:50:55.350 --> 00:50:56.651]  It's been reported on by Mainstream News.
[00:50:56.651 --> 00:51:03.535]  But I've been told that Trump is beginning to then bring it all out using this show.
[00:51:03.535 --> 00:51:05.536]  And they want you to know that.
[00:51:05.536 --> 00:51:10.719]  They want Mueller and all you arrogant SOBs to know that it's all coming out.
[00:51:10.719 --> 00:51:19.704]  Epstein and how you had him as a confidential informant for years while he was loading little girls on airplanes to take them to be raped by a bunch of perverts on his island.
[00:51:19.704 --> 00:51:20.385]  That's all confirmed.
[00:51:21.263 --> 00:51:32.845]  And Mueller, just like Whitey Bulger, could kill whoever he wanted, killed reportedly over 100 people, run mafia operations in Boston, assassinate members of other mafias that the FBI wanted taken out.
[00:51:32.845 --> 00:51:38.626]  The FBI was operating as a gang in Boston.
[00:51:38.626 --> 00:51:40.426]  And it wasn't just a few guys that were involved.
[00:51:40.426 --> 00:51:41.386]  That's all confirmed.
[00:51:41.386 --> 00:51:47.227]  And Mueller ran the cover up and tried to frame the Italian mafia for it.
[00:51:47.227 --> 00:51:48.828]  It's unbelievable, ladies and gentlemen.
[00:51:53.507 --> 00:51:56.410]  But the sex offender Epstein only got like a year for all the stuff he did?
[00:51:56.410 --> 00:51:57.611]  18 months, sir?
[00:51:57.611 --> 00:51:59.292]  Like a year of it?
[00:51:59.292 --> 00:52:01.334]  Yeah, he served 13 months of 18 months.
[00:52:01.334 --> 00:52:01.895]  I remember he said 12.
[00:52:01.895 --> 00:52:03.256]  It was 13 months.
[00:52:03.256 --> 00:52:06.599]  I mean, ladies and gentlemen, this is the guy with 20-plus flights with Bill Clinton.
[00:52:06.599 --> 00:52:10.083]  This is the guy flying to these Sheik's Islands that are known to have sex slaves.
[00:52:10.083 --> 00:52:11.644]  It's been confirmed.
[00:52:11.644 --> 00:52:18.471]  Robert Mueller is a nightmarish demon of the Clintons and the Bushes who used all of that
[00:52:19.665 --> 00:52:27.447]  Information that they garnered with public officials and people going to have sex with 13, 12-year-old girls to burn everybody.
[00:52:27.447 --> 00:52:28.347]  And he's a monster.
[00:52:28.347 --> 00:52:29.728]  People are like, well, you better watch out.
[00:52:29.728 --> 00:52:30.608]  Mueller's a criminal.
[00:52:30.608 --> 00:52:33.289]  I know he's a criminal.
[00:52:33.289 --> 00:52:34.969]  I know all about how he operates, man.
[00:52:34.969 --> 00:52:36.670]  Somebody's got to take these guys on.
[00:52:36.670 --> 00:52:39.811]  I don't want to hear, well, you're defiling the FBI.
[00:52:39.811 --> 00:52:41.471]  He's not the FBI.
[00:52:41.471 --> 00:52:44.592]  He's a disgusting nightmare creature.
[00:52:46.072 --> 00:52:47.212]  And he's going down.
[00:52:47.212 --> 00:52:50.053]  Mueller will never politically survive what he's done.
[00:52:50.053 --> 00:52:51.394]  He'll never bring down Trump.
[00:52:51.394 --> 00:52:52.714]  He'll bring nothing down.
[00:52:52.714 --> 00:52:54.955]  He is a loser.
[00:52:54.955 --> 00:53:05.758]  But an arrogant creature for decades operating and getting away with crime after crime after crime after crime against children, against women, against humanity.
[00:53:07.739 --> 00:53:14.664]  And all the innocent people that Whitey Bulger killed, you know, just choking to death, you know, young women for no reason because they heard something.
[00:53:14.664 --> 00:53:16.745]  I'm just, just a lot of really evil stuff.
[00:53:16.745 --> 00:53:18.586]  That's where, that's where he comes from.
[00:53:18.586 --> 00:53:19.867]  That's what Mueller's into.
[00:53:19.867 --> 00:53:21.428]  He's a thug.
[00:53:21.428 --> 00:53:23.169]  He's a gangster.
[00:53:23.169 --> 00:53:26.912]  But now he's up against history and now he's going to lose.
[00:53:26.912 --> 00:53:27.712]  So that's coming up.
[00:53:27.712 --> 00:53:32.896]  Um, we're going to get into ICE throwing bricks through the window and them assaulting people.
[00:53:34.210 --> 00:53:35.031]  Calling for all of it.
[00:53:35.031 --> 00:53:39.033]  And I've got a lot of good news I'm going to get to that I mentioned as well.
[00:53:39.033 --> 00:53:44.236]  We've got Bono warning that the whole global government's collapsing.
[00:53:44.236 --> 00:53:48.519]  Venezuela further protests as country begins running out of water.
[00:53:48.519 --> 00:53:51.521]  Greenpeace activists crash drone into French nuclear plant.
[00:53:51.521 --> 00:53:53.782]  Bunch of vampire killers on the loose.
[00:53:53.782 --> 00:53:58.966]  Satanist women strangle boyfriend in BDSM sex and chop him up in devil sacrifice.
[00:54:01.738 --> 00:54:03.139]  Just carry the type of folks we're up against.
[00:54:03.139 --> 00:54:06.420]  That's all coming up.
[00:54:06.420 --> 00:54:10.441]  But first off, ladies and gentlemen, it's the 4th of July specials we're running right now.
[00:54:10.441 --> 00:54:17.664]  And I want to thank you all that have been supportive, but these are great products you need, and your funding is absolutely essential.
[00:54:19.420 --> 00:54:24.882]  I'm calling this the Second American Revolution Fourth of July Super Sale.
[00:54:24.882 --> 00:54:32.625]  And yes, we keep discounting products more and more because as we discount and we sell more, then we're able to buy more at a lower price.
[00:54:32.625 --> 00:54:34.886]  But then it becomes this catch-22 to sell stuff.
[00:54:35.606 --> 00:54:38.607]  I have to always discount it almost down to cost.
[00:54:38.607 --> 00:54:40.947]  So these are really some great deals.
[00:54:40.947 --> 00:54:43.347]  Brain Force Plus, 50% off with free shipping.
[00:54:43.347 --> 00:54:44.267]  Unprecedented.
[00:54:44.267 --> 00:54:46.508]  Survival Shield X2, 40% off with free shipping.
[00:54:46.508 --> 00:54:47.628]  That is low stock.
[00:54:47.628 --> 00:54:49.648]  We got a little bit more of the Brain Force in.
[00:54:49.648 --> 00:54:52.569]  Knockout Sleep Formula, $17.76.
[00:54:52.569 --> 00:54:54.809]  All supplies last.
[00:54:54.809 --> 00:54:56.990]  Silver Bullet, $9.95 with free shipping.
[00:54:56.990 --> 00:54:58.870]  That is basically a loss leader right there.
[00:54:58.870 --> 00:55:00.130]  That is a great deal.
[00:55:00.130 --> 00:55:01.870]  Super Mel Vitality, amazing.
[00:55:01.870 --> 00:55:04.771]  Cold pressed, key herbs for vitality, stamina, libido.
[00:55:06.107 --> 00:55:08.371]  Free shipping, low stock, 30% off.
[00:55:08.371 --> 00:55:11.797]  DNA Force Plus with the PQQ, CoQ10, and so much more.
[00:55:11.797 --> 00:55:13.580]  The amazing product.
[00:55:13.580 --> 00:55:15.122]  50% off with free shipping.
[00:55:15.122 --> 00:55:15.363]  That is...
[00:55:17.526 --> 00:55:20.729]  That is 100% lower than anybody else you'll find with that quality.
[00:55:20.729 --> 00:55:22.290]  That is amazing.
[00:55:22.290 --> 00:55:26.975]  The Real Red Pill Plus, now with energy, with the preglanone, the vitamins, the minerals, the amino acids, now with energy.
[00:55:26.975 --> 00:55:29.517]  You can get the original without energy or with energy.
[00:55:29.517 --> 00:55:32.740]  Got a wide spectrum of healthy ways to get energy.
[00:55:32.740 --> 00:55:33.541]  That's free shipping.
[00:55:33.541 --> 00:55:35.442]  Super Female Vitality, 50% off free shipping.
[00:55:35.442 --> 00:55:36.724]  Girls, you should try it.
[00:55:36.724 --> 00:55:38.005]  All Super Blue products, 50% off.
[00:55:39.406 --> 00:55:41.267]  With free shipping, that's a huge special.
[00:55:41.267 --> 00:55:50.392]  We're running on the fluoride, free toothpaste, 4 to 5 of the chlorosilver iodine, the immune gargle with chlorosilver iodine and more, and of course the mouthwash as well with the same thing.
[00:55:50.392 --> 00:55:54.835]  That's all 50% off by itself or individually.
[00:55:54.835 --> 00:55:57.797]  Alexa Pure Breeze 4-stage ion filter.
[00:56:00.612 --> 00:56:02.754]  At $100 off, it is insane.
[00:56:02.754 --> 00:56:09.482]  I mean, leading competitors with miniaturization, the prices have gone down from $800 to $500.
[00:56:09.482 --> 00:56:11.864]  At $150, it is bonker cuckoo lamb.
[00:56:11.864 --> 00:56:13.246]  Good deal.
[00:56:13.246 --> 00:56:16.390]  We're talking the unit is costing $80-something.
[00:56:18.635 --> 00:56:23.119]  And then there's all the costs involved distributing everything else.
[00:56:23.119 --> 00:56:26.461]  We're talking about making $45 on it.
[00:56:26.461 --> 00:56:31.045]  You go buy these anywhere else, they're $500 with a different body on them.
[00:56:31.045 --> 00:56:33.246]  And it's just insane.
[00:56:33.246 --> 00:56:35.508]  I mean, it's just, you cannot beat that deal.
[00:56:35.508 --> 00:56:40.232]  Look at the massive amounts of reviews, 4.9 stars on Alexa pure bridge.
[00:56:41.715 --> 00:56:42.995]  And it's all over my office.
[00:56:42.995 --> 00:56:44.256]  It's all over my house.
[00:56:44.256 --> 00:56:47.877]  You know, a big, huge room, you need one filter.
[00:56:47.877 --> 00:56:51.138]  But if you've got a smaller house, one for the back of the house, one in the front of your house.
[00:56:51.138 --> 00:56:53.959]  I've got one in every major room of the office.
[00:56:53.959 --> 00:56:58.301]  And it's got the outside first aid filter you just clean off whenever the light turns red.
[00:56:59.522 --> 00:57:01.182]  And then the other filters in it last for years.
[00:57:01.182 --> 00:57:02.983]  We have replacement filters as well.
[00:57:02.983 --> 00:57:10.284]  We have replacement filters for all the Alexa Pure Breeze systems, also Alexa Pure water filters, and Pro Pure water filters that are excellent as well.
[00:57:10.284 --> 00:57:12.385]  Infowarslife.com, there's a bunch of other specials.
[00:57:12.385 --> 00:57:17.426]  And Infowars Life Select Storable Food, 3-month supply, 50% off, free shipping.
[00:57:17.426 --> 00:57:20.226]  Some of these are the best deals we've ever offered.
[00:57:20.226 --> 00:57:22.947]  Infowarsstore.com, Infowarslife.com, or 888-253-3139.
[00:57:24.967 --> 00:57:27.588]  And without you, we cannot fund this operation.
[00:57:27.588 --> 00:57:28.989]  Without you, the globalists will win.
[00:57:28.989 --> 00:57:29.969]  But they are failing.
[00:57:29.969 --> 00:57:31.390]  They are flagging daily.
[00:57:31.390 --> 00:57:32.931]  But the battle has been joined.
[00:57:32.931 --> 00:57:34.131]  Press the attack.
[00:57:34.131 --> 00:57:35.032]  Press the attack.
[00:57:35.032 --> 00:57:36.532]  Intensify.
[00:57:36.532 --> 00:57:37.373]  Don't look back.
[00:57:37.373 --> 00:57:39.554]  Just swing for the fences, and we will win.
[00:57:39.554 --> 00:57:44.116]  And say a prayer for your family, for America, for the world, for Trump, and for Infowars.
[00:57:44.116 --> 00:57:47.717]  We'll be back with hour number two with a blitzkrieg of critical information.
[00:57:47.717 --> 00:57:48.858]  Please spread the live links.
[00:57:53.271 --> 00:57:58.999]  Years ago, InfoWarsLife created the powerful MycoZX formula to help you combat internal yeast.
[00:57:58.999 --> 00:58:06.889]  As the years went on, and more toxins were pumped into the environment, our team knew we had to create a bigger and better formula to help support your gut health.
[00:58:06.889 --> 00:58:10.033]  MycoZX Plus is the result of the search for that formula.
[00:58:10.253 --> 00:58:15.498]  A unique natural formula designed to support the body's natural cleansing of yeast and fungal organisms.
[00:58:15.498 --> 00:58:18.261]  There's no better product to help your body fight back.
[00:58:18.261 --> 00:58:27.249]  MycoZX Plus helps support a healthy microbial balance in the body, supports your digestive tract, and addresses the intestinal yeast that can cause you problems if it goes unchecked.
[00:58:27.329 --> 00:58:32.172]  Do you realize that when you spread the links from Infowars.com, when you spread the videos, you are changing the world?
[00:58:57.654 --> 00:59:01.437]  It's you that has defeated Hillary and the globalists.
[00:59:01.437 --> 00:59:10.143]  It is you, the info warriors across the planet, that stood against the bullying, that stood against the peer pressure, that stood against the threats, that have now changed the world.
[00:59:10.143 --> 00:59:14.746]  And that's why you've been on the team, supporting us, praying for us, and spreading the word.
[00:59:14.746 --> 00:59:16.187]  You are the info war.
[00:59:16.187 --> 00:59:19.730]  And now, because of their intensifying censorship, it's more important than ever
[00:59:20.390 --> 00:59:31.778]  Let everyone go to InfoWars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[00:59:31.778 --> 00:59:39.763]  And so now I ask you more than ever to share the InfoWars.com articles, to share the videos, to tell people about the local stations you're listening to.
[00:59:39.763 --> 00:59:46.808]  The bare minimum you can do is sign up for the free newsletter at InfoWars.com forward slash newsletter.
[00:59:46.808 --> 00:59:49.550]  We are the renaissance and we are winning.
[00:59:53.304 --> 01:00:19.048]  You're listening to the Alex Jones Show Well here we are July 5th 2018 another epic July 4th has come and gone And never has it been more clear where the stakes are for humanity, but I want to make a point.
[01:00:19.048 --> 01:00:22.109]  There's a Churchill quote I'm paraphrasing it that
[01:00:23.436 --> 01:00:25.458]  Many people get hit by history.
[01:00:25.458 --> 01:00:34.144]  They get run over in the street by huge, big, epic developments and they kind of dust themselves off and ignore the point in history that they're in.
[01:00:34.144 --> 01:00:42.211]  But there are other people that get hit by destiny and hit by history and they get up and it changes the course of their lives and countless other people's lives.
[01:00:43.635 --> 01:00:58.696]  And so I want people to remember that the hundreds of millions that died under communism and the tens of millions that died under fascism and other cults and permutations of governmental control and societal mental illness manifest by government debt
[01:00:59.994 --> 01:01:03.996]  We are on the precipice of a new global revolution, a new renaissance.
[01:01:03.996 --> 01:01:10.780]  And we're actually, because of other people's work before us, shitting on a great brain trust of human liberty.
[01:01:10.780 --> 01:01:18.203]  And that we've got a chance to fight for freedom when the odds are actually on our side if we realize it.
[01:01:18.203 --> 01:01:20.845]  We've got to look back on those that didn't have a chance to win.
[01:01:21.874 --> 01:01:31.537]  But took action and did what was right because it was about their soul and about the spiritual, cultural, human decision they were making.
[01:01:31.537 --> 01:01:33.818]  And that's why they were fulfilled.
[01:01:33.818 --> 01:01:36.819]  So again, ladies and gentlemen, I want to thank you all for your support.
[01:01:36.819 --> 01:01:38.279]  I want to thank you all for your prayers.
[01:01:38.279 --> 01:01:43.141]  I want to thank you all for what you've done against the bullies and the peer pressure over the years.
[01:01:43.141 --> 01:01:49.803]  Because if it wasn't for you, and if it wasn't for everything you've done, we wouldn't be here.
[01:01:51.365 --> 01:01:55.717]  Many of those people aren't here today that stood up for what was right.
[01:01:57.691 --> 01:02:03.995]  But in their gut, they believed in you, and they believed in me, and they believed that we could build a better future.
[01:02:03.995 --> 01:02:05.737]  They had goodwill towards people.
[01:02:05.737 --> 01:02:10.960]  They didn't want to use the fact that they had more knowledge than the average person to control that person.
[01:02:10.960 --> 01:02:17.245]  They didn't want to use the fact that they understood how the game was played to then set up a little secret cabal and feed on people.
[01:02:17.245 --> 01:02:26.031]  They had the true vision of human empowerment and the true mastery to empower others and bring them to the next level.
[01:02:26.031 --> 01:02:26.832]  They were Christ-like.
[01:02:27.765 --> 01:02:28.025]  I think?
[01:02:45.916 --> 01:02:48.397]  And your awakening and the decisions you've made.
[01:02:48.397 --> 01:03:08.265]  So, I just want to tell you, as we've passed through this July 4th, 2018, as the globalists launch their riots and their attacks and their lies and their moralizing, that have good cheer, my friends, because we're living in a time and age when the devil knows the time is short, so he sends the beast with wrath.
[01:03:08.265 --> 01:03:10.926]  And there are whole world government systems here, the mark of the beast.
[01:03:10.926 --> 01:03:13.247]  It's going to be a lot of trials, a lot of tribulations, but
[01:03:14.377 --> 01:03:26.845]  We know the truth and we know who wins and we know where this all goes and so that's a very positive fact to understand.
[01:03:26.845 --> 01:03:30.188]  All that matters is what you stand for.
[01:03:30.188 --> 01:03:35.091]  All that matters is not being a coward and not feeding on people that aren't as smart as you.
[01:03:35.091 --> 01:03:36.592]  And the minute you realize that,
[01:03:37.671 --> 01:03:49.816]  You're in God's arms forever, and these Satanists, and these Crowleyites, and these Democrats, and these Chi-Coms, and all these control freaks, who want to control reality, who want to try to become a God, because they merge with AI technology.
[01:03:49.816 --> 01:03:52.917]  They don't understand, they already had a connection to God.
[01:03:52.917 --> 01:03:58.940]  They were already an expression of God's consciousness in the universe, and there was no need to ever even do that.
[01:03:58.940 --> 01:04:00.680]  But that's why we have free will.
[01:04:00.680 --> 01:04:04.302]  Some people will fall to the lower dimension.
[01:04:04.302 --> 01:04:06.823]  Some people will rise and ascend towards
[01:04:08.095 --> 01:04:11.196]  A communion and a reunification with Christ.
[01:04:11.196 --> 01:04:13.017]  And that's the big choice.
[01:04:13.017 --> 01:04:15.458]  And that's why I know you've made the right choice.
[01:04:15.458 --> 01:04:17.579]  You're not going to find Christ in these whorehouse churches.
[01:04:17.579 --> 01:04:22.441]  That's where the literal globalists run the operation via the World Council of Churches.
[01:04:22.441 --> 01:04:29.245]  But you're going to find the real Christ in your heart, seeking after God and saying, I want to be a good person.
[01:04:29.245 --> 01:04:30.405]  I want to be just.
[01:04:30.405 --> 01:04:31.265]  I want to be honorable.
[01:04:31.265 --> 01:04:32.566]  I'm going to tell the truth.
[01:04:32.566 --> 01:04:36.448]  So again, are those of us here, when we're seeing this great awakening of heroes,
[01:04:37.273 --> 01:04:49.422]  No, the heroes are those in communist China and North Korea and old Soviet Russia and countless other places like Cuba that were tortured and murdered and killed and watched their children go to prison because they didn't deny God the truth.
[01:04:49.422 --> 01:04:54.705]  And to them on this July 4th, I want to thank you all and thank you for 1776 Worldwide.
[01:04:54.705 --> 01:04:55.386]  God bless you all.
[01:04:58.493 --> 01:05:08.000]  InfoWarsLife and InfoWarsLife.com is extremely excited to announce our latest release, Winner's Sun, a revolutionary type of vitamin D3.
[01:05:08.000 --> 01:05:12.684]  Winner's Sun is a premium quality vitamin D3 nutritional supplement.
[01:05:12.684 --> 01:05:17.467]  It is produced by extracting oil from healthy nutrient-dense plants known as lichens.
[01:05:17.467 --> 01:05:20.530]  Every batch is analyzed for purity and D3 content.
[01:05:20.530 --> 01:05:22.951]  It's completely free of toxins and allergens.
[01:05:22.951 --> 01:05:26.494]  Simply put, if you want the best at an extremely low price, this is it.
[01:05:26.494 --> 01:05:27.755]  Winner's Sun is the result
[01:05:27.975 --> 01:05:28.235]  Of course!
[01:05:59.476 --> 01:06:04.221]  Waging war on corruption.
[01:06:04.221 --> 01:06:07.944]  It's Alex Jones.
[01:06:07.944 --> 01:06:12.328]  Alex Jones the man!
[01:06:12.328 --> 01:06:13.689]  What's up, baby?
[01:06:13.689 --> 01:06:14.970]  This is so silly.
