[00:00:10.245 --> 00:00:14.268]  You are listening to an InfoWars.com Frontline Report.
[00:59:01.389 --> 00:59:05.153]  Without getting too personal, our activity has increased and that's fine by me.
[00:59:05.574 --> 00:59:07.236]  He also says he's got a bit more energy.
[00:59:07.656 --> 00:59:08.537]  I hope this lasts.
[00:59:09.378 --> 00:59:11.419]  One Eyed Jack says, Alpha Power.
[00:59:11.720 --> 00:59:17.843]  I took Alpha Power for the first time this morning, and after about 15 minutes I felt so awake and alert and full of energy.
[00:59:18.143 --> 00:59:23.066]  I take Super Mail and Brain Force as well, but I have to say, this blows them both out of the water.
[00:59:23.526 --> 00:59:26.848]  Defeat the Globalists said, more energy at the end of the day.
[00:59:27.449 --> 00:59:32.472]  Taking one capsule a day in the AM, and even after being on the go all day, there's no crash at night.
[00:59:33.032 --> 00:59:34.853]  I'd feel exhausted after 8pm.
[00:59:35.113 --> 00:59:35.634]  Not anymore.
[00:59:36.014 --> 00:59:37.215]  Seem to be sleeping better too.
[00:59:37.775 --> 00:59:39.616]  I seem to have upped my water intake as well.
[00:59:39.856 --> 00:59:41.237]  I will definitely buy this again.
[00:59:42.018 --> 00:59:45.340]  Head to infowarsstore.com and experience Alpha Power today.
[00:59:46.040 --> 00:59:48.262]  That's infowarsstore.com.
[00:59:55.206 --> 01:00:01.110]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[01:00:14.762 --> 01:00:15.423]  Big Brother.
[01:00:15.903 --> 01:00:17.144]  Mainstream media.
[01:00:17.704 --> 01:00:18.824]  Government cover-ups.
[01:00:19.565 --> 01:00:21.066]  You want to stop tyranny?
[01:00:21.306 --> 01:00:22.426]  Well, so does he.
[01:00:22.946 --> 01:00:27.669]  Live from the InfoWars.com studios, it's Alex Jones.
[01:00:30.017 --> 01:00:34.619]  It is Paul Joseph Watson in for Alex Jones coming up in the third and fourth hours.
[01:00:34.659 --> 01:00:36.739]  We have the one and only Milo Yiannopoulos.
[01:00:37.200 --> 01:00:39.100]  For now, we'll head back into the news.
[01:00:39.140 --> 01:00:40.721]  I was talking about this story before the break.
[01:00:41.521 --> 01:00:53.305]  Again, this accuser, this Trump accuser, claiming that he, God forbid, asked for her phone number, the horror, is now claiming that Trump kissed her for two minutes, accosted her in Trump Tower.
[01:00:53.705 --> 01:00:55.466]  Trump's up on Twitter denying it.
[01:00:56.545 --> 01:01:06.479]  Now a flashback to this story which we had in December where Bill O'Reilly was predicting a new sexual assault claim or a slew of sexual assault claims against Trump.
[01:01:07.200 --> 01:01:10.926]  They tried to roll into this whole Me Too crescendo.
[01:01:11.650 --> 01:01:21.137]  Trying to scalp Donald Trump with that narrative, it doesn't appear as though they've been successful because they just keep recycling the same stories over and over again.
[01:01:21.757 --> 01:01:27.321]  Because back in December, you see the headline there, huge fake sex assault claim against Trump coming in January.
[01:01:27.981 --> 01:01:28.722]  That didn't happen.
[01:01:28.742 --> 01:01:31.484]  They just recycled what we already knew about or heard about.
[01:01:32.276 --> 01:01:33.437]  Will they try this again?
[01:01:33.497 --> 01:01:40.362]  Will they come out with new victims claiming that they were assaulted or accosted by Donald Trump with no evidence whatsoever to back it up?
[01:01:40.422 --> 01:01:41.363]  It remains to be seen.
[01:01:41.663 --> 01:01:44.465]  But Trump is tweeting about it again this morning.
[01:01:46.106 --> 01:01:48.788]  Also, he's tweeting about Russian collusion once again.
[01:01:48.848 --> 01:01:50.310]  Headline, Trump tweet storm.
[01:01:50.810 --> 01:01:54.813]  President Trump takes on Obama for not taking action against Russian election interference.
[01:01:55.814 --> 01:01:58.336]  President Trump cut loose on Twitter again Tuesday morning.
[01:01:58.356 --> 01:02:01.398]  The Republican president went off on Barack Obama
[01:02:02.634 --> 01:02:06.958]  The Democratic Party in the far-left's Russia collusion hoax, which again is completely boring at this point.
[01:02:06.998 --> 01:02:12.583]  They've indicted another lawyer today who's tangentially implicated with Manafort.
[01:02:12.603 --> 01:02:13.503]  It's completely boring.
[01:02:13.523 --> 01:02:18.267]  They've got nothing whatsoever on Trump, nothing directly as it pertains to collusion on his campaign.
[01:02:18.788 --> 01:02:21.991]  But the drumbeat continues from day to day to day.
[01:02:23.132 --> 01:02:25.013]  And now Trump is addressing it on Twitter.
[01:02:25.073 --> 01:02:27.856]  He says, I've been much tougher on Russia than Obama.
[01:02:28.096 --> 01:02:29.177]  Just look at the facts.
[01:02:29.257 --> 01:02:30.318]  Total fake news.
[01:02:31.269 --> 01:02:39.098]  He went on to say, to hit former President Obama for his famous quote on election integrity before the election, when Barack Obama thought Hillary Clinton would win.
[01:02:39.638 --> 01:02:40.239]  Remember that?
[01:02:40.279 --> 01:02:45.064]  When Hillary Clinton came out and said, oh, Trump's going to say that it was rigged when I win.
[01:02:45.104 --> 01:02:49.129]  And of course, she was the one that came out and said it was rigged when she lost.
[01:02:50.163 --> 01:02:55.446]  Trump said, quote, there is no serious person out there who would suggest somehow that you could even rig America's elections.
[01:02:55.947 --> 01:02:57.447]  He's quoting Obama, of course, here.
[01:02:57.788 --> 01:03:00.629]  There's no evidence that that has happened in the past or that it will happen this time.
[01:03:00.649 --> 01:03:04.392]  So I invite Mr. Trump to stop whining and make his case to get votes.
[01:03:04.552 --> 01:03:14.878]  That is Trump in a tweet this morning, quoting what Obama said, basically suggesting people who claim American elections are rigged are completely stupid.
[01:03:15.678 --> 01:03:18.000]  Of course, that's exactly what they claimed when they lost.
[01:03:19.031 --> 01:03:22.193]  Trump went on to say the President Obama quote just before the election.
[01:03:22.213 --> 01:03:26.916]  That's because he thought crooked Hillary was going to win, and then he didn't want to rock the boat.
[01:03:27.377 --> 01:03:32.820]  When I easily won the Electoral College, the whole game changed, and the Russian excuse became the narrative of the Dems.
[01:03:33.541 --> 01:03:35.742]  So again, he's bashing Obama.
[01:03:35.782 --> 01:03:41.506]  He's bashing Hillary Clinton on the fact that they relentlessly talked about this rigging of elections.
[01:03:42.026 --> 01:03:42.607]  They lost.
[01:03:43.227 --> 01:03:47.650]  And it was them complaining about elections being rigged, and then he had the anti-Trump riots and everything after that.
[01:03:48.050 --> 01:03:48.771]  We also have
[01:03:49.873 --> 01:03:56.682]  On the subject of Russian collusion, CNN and MSNBC helped Russia sow discord by promoting fake anti-Trump rally.
[01:03:57.203 --> 01:04:01.469]  And who showed up at one of these Russian operated rallies?
[01:04:01.509 --> 01:04:04.593]  Well, it was none other than the odious blob, Michael Moore.
[01:04:05.549 --> 01:04:10.652]  Fox News reports Michael Moore participated in an anti-Trump rally allegedly organized by Russians.
[01:04:11.252 --> 01:04:22.938]  The filmmaker, who has long accused President Trump of colluding with the Russians, posted videos and pictures of himself, and they're actually in this article, participating in a protest in Manhattan that was allegedly organized by Russians in November 2016.
[01:04:25.456 --> 01:04:32.742]  So he was virtue signaling about how Trump was not responding to this protest, about how Trump was in bed with the Russians.
[01:04:33.162 --> 01:04:40.328]  Meanwhile, the Russians were literally behind this protest at which Michael Moore was an attendee.
[01:04:40.949 --> 01:04:42.610]  Absolutely incredible.
[01:04:43.090 --> 01:04:46.033]  As the only Russian collusion, it appears, was between
[01:04:46.913 --> 01:04:54.977]  Elements of the anti-Trump resistance, of course, Hillary Clinton, Barack Obama, were more closely tied to Russia than anyone in the Trump campaign.
[01:04:55.497 --> 01:04:57.578]  No evidence has come out to prove anything otherwise.
[01:04:57.598 --> 01:04:58.919]  Thus far, we'll be back.
[01:04:58.959 --> 01:05:00.480]  This is the Alex Jones Show Live.
[01:05:00.500 --> 01:05:01.040]  Don't go away.
[01:05:04.011 --> 01:05:11.213]  Introducing Icarin, a 30-day liver and kidney cleanse, exclusively available at InfoWarsLife.com.
[01:05:11.713 --> 01:05:20.855]  We have set out with top researchers and developers to bring you the strongest, purest, most potent, documented system for your liver and your kidneys.
[01:05:21.135 --> 01:05:26.256]  There are two different formula blends in one powerful capsule.
[01:05:26.516 --> 01:05:29.357]  It also funds the InfoWar, a total 360 win.
[01:05:29.777 --> 01:05:32.578]  Icarin, available now at InfoWarsLife.com.
[01:05:33.424 --> 01:05:38.148]  Make no mistake, we've made some major gains against the Globals, but they're striking back all over the world.
[01:05:38.408 --> 01:05:43.952]  Now more than ever is the time to get prepared with the highest quality emergency supplies across the board.
[01:05:44.052 --> 01:05:53.099]  Medical supplies, emergency supplies, communications, tactical, it's all there and we're adding more and more every day of the very best products out there.
[01:05:53.279 --> 01:06:01.085]  So go to FortifiedSupply.com today to not just see the great products we offer there, but links to some of the other great sponsors that we have as well.
[01:06:01.185 --> 01:06:02.827]  That's FortifiedSupply.com.
[01:06:06.363 --> 01:06:13.165]  Live from the InfoWars.com studios, you're listening to the Alex Jones Show.
[01:06:13.386 --> 01:06:18.607]  And now, your host, Paul Joseph Watson.
[01:06:20.308 --> 01:06:20.968]  We're live!
[01:06:21.248 --> 01:06:24.609]  It is the second hour of the Alex Jones Show.
[01:06:24.629 --> 01:06:32.492]  Before we dig back into this news and some breaking news up on InfoWars.com, I want to tell you again about the great specials at InfoWarsStore.com.
[01:06:32.512 --> 01:06:34.513]  We have limited time only Cell Force,
[01:06:35.302 --> 01:06:39.846]  On InfoWorld's Life at 53% off discount, that's £69.95.
[01:06:40.307 --> 01:06:49.155]  Several years ago, we teamed up with Doctor Group to create DNA Force and other incredible InfoWorld's Life formulas because they had outstanding standards.
[01:06:49.556 --> 01:06:57.623]  After a few years of delivering these powerful formulas, we wanted to improve on DNA Force and its BioPQQ formula to help you get the best for less.
[01:06:58.384 --> 01:07:00.346]  So now we have Cell Force.
[01:07:01.064 --> 01:07:06.169]  We've turned DNA Force into this powerful new formula that utilizes the best ingredients possible.
[01:07:06.709 --> 01:07:14.876]  Other formulas with these ingredients would cost up to $300, but we wanted to bring you that quality of product for less.
[01:07:15.637 --> 01:07:25.326]  And again, it is Cell Force available right now at InfoWarsStore.com and DNA Force, which is there at a 53% discount.
[01:07:25.386 --> 01:07:27.448]  Again, huge discount, not going to stick around for long.
[01:07:28.419 --> 01:07:30.160]  Get the product, support this network.
[01:07:30.200 --> 01:07:33.283]  We also have BODYS, which is the product that I've been taking.
[01:07:33.903 --> 01:07:36.606]  Whole body support, anti-inflammatory support.
[01:07:36.626 --> 01:07:41.770]  I had a chest complaint, which was causing problems with breathing and inflamed chest cavity.
[01:07:42.550 --> 01:07:43.491]  This has helped greatly.
[01:07:43.511 --> 01:07:45.032]  I've been taking it for about 10 days.
[01:07:46.073 --> 01:07:47.774]  It is BODYS whole body support.
[01:07:47.814 --> 01:07:49.356]  You get 120 capsules.
[01:07:49.956 --> 01:07:51.377]  That's going to last you for two months.
[01:07:51.397 --> 01:07:52.118]  You take two a day.
[01:07:52.498 --> 01:07:54.760]  And of course, it's based on turmeric.
[01:07:55.655 --> 01:08:02.599]  Which is known to alleviate depression in terms of being better than some antidepressants, according to scientific studies.
[01:08:02.639 --> 01:08:09.303]  So in addition to the reason we sell it, which is the anti-inflammatory support, it has other great benefits too.
[01:08:09.883 --> 01:08:10.784]  It is turmeric.
[01:08:11.924 --> 01:08:19.709]  It is available right now for £49.95 for a huge bottle, 120 capsules, 60 day supply at infowarsstore.com.
[01:08:19.989 --> 01:08:21.870]  You can also get the auto-ship option
[01:08:22.785 --> 01:08:27.146]  Which again enables you to get these products without having to remember to order them.
[01:08:27.186 --> 01:08:32.608]  How annoying is it when you keep having to remember to order something that you take every day that you want to continue to get?
[01:08:32.628 --> 01:08:34.989]  That's not a problem with the Autoship option.
[01:08:35.009 --> 01:08:44.052]  You also get a further 10% subscription discount on top of all the other discounts at infowarsstore.com with the Autoship option.
[01:08:44.812 --> 01:08:46.973]  That is bodies, whole body support.
[01:08:47.033 --> 01:08:48.753]  I personally can highly recommend it.
[01:08:48.773 --> 01:08:51.154]  Available right now at infowarsstore.com.
[01:08:53.405 --> 01:09:08.018]  Now, talking about Trump derangement syndrome, of course, Jennifer Lawrence came out a few months ago and basically said that the hurricanes that were happening over that time period, September to October, were the result of God's wrath, because Americans voted for Donald Trump.
[01:09:08.058 --> 01:09:09.619]  Yes, she literally said that.
[01:09:10.500 --> 01:09:17.086]  Well, now she's taking a break from acting, which of course is nothing to do with the fact that her last movie was a complete flop, honestly.
[01:09:18.573 --> 01:09:20.555]  To quote, fix our democracy.
[01:09:20.755 --> 01:09:22.116]  This is a headline out of Breitbart.
[01:09:22.136 --> 01:09:25.279]  Jennifer Lawrence taking a break from acting to fix our democracy.
[01:09:26.220 --> 01:09:31.725]  Hollywood A-lister Jennifer Lawrence says she's taking a sabbatical from acting so she can help fix our democracy.
[01:09:32.326 --> 01:09:35.369]  She's going to single-handedly fix the democracy.
[01:09:36.317 --> 01:09:42.520]  That brought a president to power via an electoral college win, completely in line with how democracy works.
[01:09:42.540 --> 01:09:44.841]  But she's going to fix it, even though it's not broken.
[01:09:44.881 --> 01:09:45.622]  She's going to fix it.
[01:09:45.742 --> 01:09:46.622]  She's the expert.
[01:09:46.662 --> 01:09:47.683]  She's Jennifer Lawrence.
[01:09:47.743 --> 01:09:49.444]  I mean, come on.
[01:09:49.804 --> 01:09:52.525]  She thinks God sends hurricanes to punish Trump voters.
[01:09:52.965 --> 01:09:53.726]  She's the expert.
[01:09:54.066 --> 01:09:56.267]  She's the credible party in this equation.
[01:09:56.887 --> 01:09:59.669]  She said, quote, I'm going to take the next year off.
[01:10:00.709 --> 01:10:05.253]  And again, that's nothing to do with the fact that she's a failed actor whose movies continue to flop over and over again.
[01:10:05.293 --> 01:10:06.554]  Honestly, it's nothing to do with that.
[01:10:07.214 --> 01:10:18.804]  So she's going to take a year off explaining how she will work with a self-described anti-corruption non-profit to, again, fix America's democracy, which isn't broken to begin with.
[01:10:19.524 --> 01:10:26.270]  She says, quote, I'm going to be working with this organization as part of represent.us, trying to get young people engaged politically on a local level.
[01:10:27.757 --> 01:10:33.261]  So in other words, she's trying to indoctrinate young people to imbibe in her Trump derangement syndrome.
[01:10:33.741 --> 01:10:37.303]  She continued by saying it doesn't have anything to do with parties and politics.
[01:10:38.364 --> 01:10:39.365]  And you can believe that.
[01:10:40.045 --> 01:10:45.689]  It's just anti-corruption and stuff trying to pass state by state laws that can help prevent corruption, fix our democracy.
[01:10:47.190 --> 01:10:48.170]  Now, this is interesting.
[01:10:48.210 --> 01:10:50.052]  This is a quote from further on in the article.
[01:10:50.072 --> 01:10:52.093]  She said, I want to get a farm.
[01:10:52.913 --> 01:10:55.195]  I want to be like milking goats.
[01:10:56.027 --> 01:11:01.892]  Now I think those are the words of another celebrity who has been broken by Donald Trump.
[01:11:02.872 --> 01:11:08.416]  Much in the similar vein as Eminem, of course, who had a whining hissy fit about the fact that Trump refused to respond to him.
[01:11:08.977 --> 01:11:18.824]  Now Jennifer Lawrence is so traumatised by Trump, she's basically quitting acting for at least a year, and she's going to work on a farm, she's going to milk goats.
[01:11:19.805 --> 01:11:22.347]  Sounds like she's been broken by Donald Trump, doesn't it?
[01:11:22.447 --> 01:11:24.689]  Another hysterical celebrity.
[01:11:25.808 --> 01:11:30.191]  Let's talk about this though, because this is an absolutely shocking video which we're going to play here in a moment.
[01:11:31.092 --> 01:11:43.700]  Now this arose out of the LeBron James-Laura Ingraham controversy, because LeBron James, the basketball player, came out and said the number one job in America, the appointed person, is someone who doesn't understand the people.
[01:11:43.760 --> 01:11:50.024]  He's talking about Donald Trump, the arch-criminal, the commander in evil.
[01:11:50.304 --> 01:11:51.125]  The athlete said,
[01:11:51.983 --> 01:11:55.104]  He added that some of the President's comments are laughable and scary.
[01:11:55.124 --> 01:12:04.727]  So Laura Ingram of Fox News responded to his comments, calling LeBron James barely intelligible and ungrammatical on her Fox News show.
[01:12:05.307 --> 01:12:07.627]  She continued, quote, So Laura Ingram had the nerve
[01:12:21.491 --> 01:12:27.156]  To face up, to strike back against LeBron James because he strayed into the political arena.
[01:12:27.876 --> 01:12:42.468]  And then what happened is this D-list actor who has basically not even been in anything known by anyone since like 2011, I didn't even know who he was, called Michael Rappaport attacking Laura Ingram.
[01:12:42.968 --> 01:12:47.652]  These are some of the most vile, actual misogynistic comments you will ever hear.
[01:12:48.582 --> 01:12:49.982]  In mainstream politics.
[01:12:50.522 --> 01:12:59.604]  Now I've said it over and over again, they reserve their most hateful vitriol, the most sexist hateful misogyny for conservative women.
[01:12:59.864 --> 01:13:07.345]  You've heard all the absolutely disgusting slurs against Ann Coulter which I can barely even talk about because they're full of c-words and f-words.
[01:13:08.605 --> 01:13:18.087]  Now Michael Rapoport, this nobody actor, has gone on an absolute unhinged rant against Laura Ingraham because she dared call out LeBron James
[01:13:18.860 --> 01:13:23.885]  For his comments, let's go to this heavily censored clip because it's full of profanity.
[01:13:23.905 --> 01:13:24.505]  Here's the clip.
[01:13:25.406 --> 01:13:26.707]  I'm apologizing in advance.
[01:13:26.807 --> 01:13:30.210]  I know this is going to offend some women, but I had to do it.
[01:13:30.771 --> 01:13:40.460]  This is for Laura Ingraham, the cock-eyed Fox News commentator with the Bobby Brown jaw who said that KD and LeBron James should just shut up and dribble.
[01:13:40.820 --> 01:13:43.022]  No, Cluckhead, you shut up and dribble.
[01:13:43.282 --> 01:13:43.983]  These nuts...
[01:13:45.441 --> 01:13:50.465]  You mayonnaise eating, Melba toast, no seasoning on your chicken, cracker.
[01:13:50.925 --> 01:13:55.129]  Your butt is so flat that when you stand up, you can see your entire asshole.
[01:13:55.329 --> 01:13:56.150]  I'm sorry, ladies.
[01:13:56.410 --> 01:13:57.311]  I warned you at the top.
[01:13:57.891 --> 01:13:58.992]  You little stunt, you.
[01:13:59.372 --> 01:14:03.295]  Your lord and savior, Donald Trump, wouldn't even grab you by the pussy.
[01:14:03.475 --> 01:14:06.198]  And if he did, he'd probably get his fingers caught in a mousetrap.
[01:14:06.778 --> 01:14:08.920]  You went to college, Laura, and you're proud of that?
[01:14:09.120 --> 01:14:10.261]  And what do you got to show for it?
[01:14:10.481 --> 01:14:18.568]  A mouth full of fake teeth, a face full of Botox, and some dry-ass hair extensions, and you still never got f***ed right, you little jump-off, shut-up-and-dribble.
[01:14:18.588 --> 01:14:19.568]  Get the f*** out of here.
[01:14:21.430 --> 01:14:27.675]  That is D-list actor who nobody's ever heard of, Michael Rappaport, responding to Laura Ingram.
[01:14:28.195 --> 01:14:33.520]  Absolutely vile, vicious, profane-filled rant against Laura Ingram.
[01:14:34.148 --> 01:14:36.029]  Attacking her on her appearance.
[01:14:36.069 --> 01:14:39.151]  Of course, when Trump said that Rosie O'Donnell was fat, he was terrible.
[01:14:39.191 --> 01:14:43.914]  When he said that Megyn Kelly was bleeding out of her wherever, it was literally the worst thing on earth.
[01:14:44.374 --> 01:14:48.497]  This guy can get up and say far, far worse things about Laura Ingraham.
[01:14:49.057 --> 01:14:53.480]  And of course, he's praised, he's worshipped, he's got 10,000 retweets, everybody loves him now.
[01:14:54.040 --> 01:14:55.121]  Isn't it ironic?
[01:14:55.808 --> 01:15:15.072]  Given this hateful, profanity-filled rant against women, that Michael Rapoport was dumped by his ex-girlfriend and was charged with aggravated harassment because after she dumped him, he started going insane and stalking her, calling her up 200 times, banging on her window.
[01:15:15.492 --> 01:15:16.912]  She had to get restraining order.
[01:15:16.952 --> 01:15:18.673]  He got charged with aggravated assault.
[01:15:19.013 --> 01:15:21.153]  That's his attitude towards women.
[01:15:21.853 --> 01:15:24.834]  So is it any surprise that this complete creep
[01:15:25.396 --> 01:15:34.024]  This piece of crap gets up there on Twitter and goes on the most unhinged, vile, vicious, misogynistic rant against Laura Ingraham.
[01:15:34.204 --> 01:15:35.405]  But that's not even the worst of it.
[01:15:35.425 --> 01:15:43.592]  The worst of it is he's worshipped by the left amidst this whole hashtag MeToo movement where everybody believes the victim.
[01:15:43.912 --> 01:15:47.115]  Everybody has to be respectful, very careful around women.
[01:15:47.615 --> 01:15:48.917]  He does the exact opposite.
[01:15:48.937 --> 01:15:50.679]  He goes on this unhinged vile rant.
[01:15:51.039 --> 01:15:51.740]  He's worshipped.
[01:15:52.120 --> 01:15:52.661]  He's adored.
[01:15:52.981 --> 01:15:56.826]  Again, the left's double standard in evidence over and over again.
[01:15:57.086 --> 01:15:58.728]  And he's an actual harasser of women.
[01:15:59.028 --> 01:16:00.009]  What a piece of crap.
[01:16:00.370 --> 01:16:01.751]  We'll be back on the Alex Jones Show.
[01:16:01.771 --> 01:16:02.232]  Don't go away.
[01:16:04.406 --> 01:16:06.808]  Our latest product, by the way, is Immunewald.
[01:16:07.548 --> 01:16:09.650]  It's very, very affordable at $29.95.
[01:16:10.250 --> 01:16:12.111]  It's 25% off out of the gates.
[01:16:12.652 --> 01:16:18.736]  And we set out with beta glucans, olive leaf, and a bunch of other key compounds that are absolutely documented.
[01:16:18.756 --> 01:16:30.003]  We can even make claims about what this does to bolster your immune system and make you healthier, especially if you're going to be traveling or you're under stress or it's in the winter months.
[01:16:30.563 --> 01:16:32.825]  This is something everybody should be taking.
[01:16:32.885 --> 01:16:34.126]  Wellmune is patented.
[01:16:35.167 --> 01:16:37.828]  And documented in all the hundreds of studies.
[01:16:38.889 --> 01:16:40.810]  Then you got the ancient stuff there as well.
[01:16:40.870 --> 01:16:45.533]  The organic olive leaf extract is what the Roman soldiers would take whenever they started getting sick.
[01:16:45.954 --> 01:16:49.376]  Just chopped full of all those key enzymes and vitamin C and so much more.
[01:16:49.836 --> 01:16:55.900]  Then it's got all the concentrated highest quality organic types of mushrooms that are documented for your body.
[01:16:55.940 --> 01:17:01.224]  And then concentrated citrus peel, orange peel, lemon peel, organic orange peel.
[01:17:02.748 --> 01:17:05.971]  It's all there, ladies and gentlemen, and I'm not going to sit here and hype this product up.
[01:17:07.072 --> 01:17:14.478]  So whether it's the sleep aid knockout you need, which is amazing, melatonin's on average $19, $19.95 a bottle, and a lot of it's not even organic type.
[01:17:14.818 --> 01:17:19.162]  And I said, I talked to the big organic producer companies that we have make it, and I said, how much are you in that?
[01:17:19.762 --> 01:17:26.108]  They said, on average, about maybe a dollar of melatonin, and then the container costs 50 cents or so, or less.
[01:17:27.506 --> 01:17:49.737]  And I said, so, I can put the same amount of melatonin in, let's make it a bigger capsule that's powdered so you can actually absorb it, and then add L-tryptophan, valerian root, lemon balm, chamomile, and several other things, and I checked with scientists, none of them interact badly, they're all from nature, they're all healthy, they all have good, you know, good clean records, and then you get a sleep unlike other systems.
[01:17:51.109 --> 01:17:55.673]  Randall Wilhite, his name is on the Texas Family Code, the last four or five issues.
[01:17:55.713 --> 01:17:57.235]  He writes the Texas Law of the Family Code.
[01:17:57.255 --> 01:17:59.157]  He's one of the top family law lawyers in the country.
[01:17:59.177 --> 01:18:01.058]  The point is, he's a smart guy.
[01:18:01.739 --> 01:18:03.961]  He doesn't smoke marijuana, doesn't drink.
[01:18:03.981 --> 01:18:06.764]  He goes, man, I gotta really thank you.
[01:18:07.284 --> 01:18:08.886]  I am sleeping eight hours through the night.
[01:18:08.906 --> 01:18:10.928]  I only have to take one knockout.
[01:18:12.136 --> 01:18:15.259]  I've gone and showed, you know, UT Science this and everything else.
[01:18:15.299 --> 01:18:16.160]  This is insane.
[01:18:16.600 --> 01:18:17.541]  Wow, it's incredible.
[01:18:17.581 --> 01:18:19.603]  I've taken melatonin up by itself and it didn't help.
[01:18:20.143 --> 01:18:20.984]  Wow, this is incredible.
[01:18:21.284 --> 01:18:22.345]  And I said, yeah, I don't know.
[01:18:22.385 --> 01:18:27.370]  I just had the idea to mix everything known, you know, scientifically and the wives tales together to make you sleep.
[01:18:27.450 --> 01:18:28.391]  And, you know, it's powerful.
[01:18:29.051 --> 01:18:30.192]  And they're all game changers.
[01:18:30.212 --> 01:18:35.037]  You need to really go read the third-party reviews or power reviews and others that we have linked.
[01:18:35.657 --> 01:18:40.542]  Our average review on InfoWorksStore.com, there's more than 40,000 reviews now, is 94%.
[01:18:40.722 --> 01:18:49.630]  They even had media investigations with BuzzFeed and people calling them going, we want to see it, it must be fake, blah, blah, blah.
[01:18:49.910 --> 01:18:51.332]  They're like, no, it's really real.
[01:18:52.680 --> 01:18:56.522]  So, they've got campaigns that people go on there and try to vote stuff down.
[01:18:56.542 --> 01:19:06.367]  I mean, they are just so angry where they test our stuff and test it and test it in California labs that has stuff nine times higher than EU that has the next highest standards.
[01:19:06.727 --> 01:19:12.730]  I mean, basically, there's more lead in the air in California than you can, quote, put in a supplement or any other product, unless you call it a food product.
[01:19:13.030 --> 01:19:15.491]  What is it, 60-something of our products are all California standard.
[01:19:15.511 --> 01:19:17.412]  But if you've got something that's got, I don't know,
[01:19:18.072 --> 01:19:19.053]  10-15 ingredients in it.
[01:19:19.093 --> 01:19:20.875]  It's also a large serving like caveman.
[01:19:21.196 --> 01:19:27.342]  Yes, ladies and gentlemen, any can of chicken noodle soup has probably five times the lead California says is allowed.
[01:19:27.482 --> 01:19:28.223]  It's just insane.
[01:19:28.684 --> 01:19:31.787]  And then we test and test and test more than anybody we know of because we know.
[01:19:31.807 --> 01:19:34.210]  Now we're under a microscope, ladies and gentlemen.
[01:19:34.750 --> 01:19:38.851]  But thank you for committing to get the great products, the books, the films, the t-shirts, you name it.
[01:19:39.152 --> 01:19:41.833]  Because it takes selling a lot of stuff to be able to fund this.
[01:19:41.853 --> 01:19:48.675]  We're not like, it's just selling t-shirts, selling books, selling films, and you know, just hustling to be able to get high quality products out.
[01:19:48.695 --> 01:19:51.796]  So you have a great response and reorder, reorder, reorder, reorder.
[01:19:52.136 --> 01:19:53.557]  It's called reap what you sow.
[01:19:55.417 --> 01:19:57.238]  That's available at InfowarsStore.com or 888-253-3139.
[01:20:06.443 --> 01:20:09.164]  You're listening to the Alex Jones Show.
[01:20:20.066 --> 01:20:26.667]  Live from the Infowars.com studios, you're listening to the Alex Jones Show.
[01:20:27.147 --> 01:20:30.848]  And now, your host, Paul Joseph Watson.
[01:20:33.479 --> 01:20:35.760]  We're live on the Alex Jones Show.
[01:20:35.800 --> 01:20:42.322]  Milo Yiannopoulos is coming up in the next hour and in the fourth hour, so you get to enjoy two hours solid of Milo.
[01:20:42.382 --> 01:20:44.223]  Before the break, I was talking about this headline.
[01:20:44.323 --> 01:20:47.384]  Michael Rapoport attacks Laura Ingraham over LeBron comments.
[01:20:47.944 --> 01:20:49.304]  Dribble these nuts.
[01:20:49.925 --> 01:20:51.085]  Then he calls her a cuss word.
[01:20:51.815 --> 01:20:57.317]  Basically, this D-list nobody engaged in a vile, vitriolic, hateful rant against women.
[01:20:57.597 --> 01:20:59.238]  He's talking about her being a cracker.
[01:20:59.678 --> 01:21:01.559]  He's talking about her physical appearance.
[01:21:01.819 --> 01:21:03.039]  Absolutely disgusting.
[01:21:03.059 --> 01:21:04.460]  And it's the tone of voice.
[01:21:05.080 --> 01:21:07.181]  It's the look across his face.
[01:21:07.641 --> 01:21:11.202]  Looks like an absolute deranged nutcase when he's engaged in this rant.
[01:21:11.962 --> 01:21:18.565]  Funny thing is about this, Michael Rapoport, the D-list actor who nobody knows or cares about, which is why he needs to do this in the first place,
[01:21:19.159 --> 01:21:21.920]  He's an actual sexual harasser of women!
[01:21:23.000 --> 01:21:23.880]  Oh, isn't that coincidence?
[01:21:23.940 --> 01:21:25.600]  How many times have we seen this?
[01:21:26.040 --> 01:21:37.203]  Where these virtue signallers, the most aggressive virtue signallers about MeToo, about feminism, about respecting women, in every case turn out to be sexual harassers of women.
[01:21:37.563 --> 01:21:39.743]  Overcompensation much, do you think?
[01:21:41.324 --> 01:21:42.704]  There's a headline about this guy.
[01:21:43.502 --> 01:21:45.123]  ...whose ex-girlfriend dumped him.
[01:21:45.143 --> 01:21:48.744]  The headline is, I'm not Rappaport's, but Lily X's persists.
[01:21:49.124 --> 01:21:50.424]  Lily's ex persists.
[01:21:51.165 --> 01:21:58.307]  It talks about his relationship with his ex-girlfriend, which the article, and I think this is the New York Post, says, took a scary turn last month.
