[00:00:23.232 --> 00:00:27.943]  Yeah, I think.
[00:52:39.512 --> 00:52:40.132]  Well, they don't.
[00:52:40.132 --> 00:52:48.159]  The Democratic Party, the Southern Poverty Law Center, the ADL, Snopes, Media Matters run by George Soros.
[00:52:48.159 --> 00:52:50.681]  They all have created databases
[00:52:52.338 --> 00:52:58.182]  They have now been brought in as the fact checkers to flag information!
[00:52:58.182 --> 00:53:03.605]  And then you know the famous disinfo that they're constantly getting caught involved in.
[00:53:03.605 --> 00:53:05.666]  If the sky is blue, they say it's red.
[00:53:05.666 --> 00:53:14.291]  So I'm asking Congress, I'm asking the public, I'm asking everyone to take this information and to investigate it yourself and to do something because the First Amendment is so critical.
[00:53:14.291 --> 00:53:17.553]  And I want to add this right now.
[00:53:17.553 --> 00:53:18.694]  We're live on Friday.
[00:53:20.472 --> 00:53:22.754]  But we're going to take the video report here.
[00:53:22.754 --> 00:53:29.458]  We're going to post it on the front page of InfoWars.com along with other key reports that all of you can go get the link to.
[00:53:29.458 --> 00:53:33.621]  We're going to post them as articles on InfoWars.com.
[00:53:33.621 --> 00:53:37.344]  And we need you to send these video reports to Congress.
[00:53:37.344 --> 00:53:39.426]  We need you to go to the Congressman's
[00:53:40.492 --> 00:53:44.019]  Facebooks, their Twitters, everywhere, and communicate with them.
[00:53:44.019 --> 00:53:52.975]  They're trying to censor us, but they can't stop you going around them directly to them digitally, or directly to the Capitol, or directly to their home offices.
[00:53:54.195 --> 00:54:05.683]  Go in, sit down with their Chief of Staff, go sit down with their people and show them this, and whoever does this will be the champion of the First Amendment, and will get incredible support from the left and right.
[00:54:05.683 --> 00:54:10.127]  The left, at the grassroots level, who aren't complete tyrants, are upset about this.
[00:54:10.127 --> 00:54:12.328]  Noam Chomsky's upset about this.
[00:54:12.328 --> 00:54:14.510]  This is dangerous, folks.
[00:54:14.510 --> 00:54:16.291]  This is serious.
[00:54:16.291 --> 00:54:18.633]  Again, Apple banned Alex Jones, InfoWars.
[00:54:18.633 --> 00:54:20.314]  Then the dominoes started to fall.
[00:54:20.314 --> 00:54:22.316]  Vox calls for everything I do to be banned.
[00:54:23.208 --> 00:54:26.389]  And then now they brag, get rid of all the conservatives.
[00:54:26.389 --> 00:54:34.192]  And I've got articles in my stack today where congressional candidates across the country aren't even allowed to communicate on Facebook or Twitter with their users.
[00:54:34.192 --> 00:54:36.053]  They can't put out their campaign ads.
[00:54:36.053 --> 00:54:37.053]  Those are blocked.
[00:54:37.053 --> 00:54:38.634]  They can't even pay to have them run.
[00:54:38.634 --> 00:54:42.575]  But Democrats can all run their ads.
[00:54:42.575 --> 00:54:46.136]  Now that is a donation in kind.
[00:54:46.136 --> 00:54:47.577]  Imagine if ABC
[00:54:48.891 --> 00:54:55.516]  National News, you tried to buy a political ad with them, and they said no, but then they took your competitor's ad.
[00:54:55.516 --> 00:55:03.322]  Imagine a local CBS affiliate, you tried to go buy a bunch of ads for your run for governor, say, in Massachusetts.
[00:55:03.322 --> 00:55:08.786]  They say, we're not letting you because you're a Republican, but we're gonna let the Democrat run.
[00:55:08.786 --> 00:55:14.811]  Come on folks, this is racketeering, this is unfair trade practices, this is criminal, this is corrupt, this is out of control.
[00:55:16.496 --> 00:55:25.384]  And these ads that are being run, the one we're showing right now, are Asian Americans and others showing their families and how they love America and how they're winners and how they're not victims.
[00:55:25.384 --> 00:55:33.851]  And the Democrats are saying, you're not going to run those ads because you're telling America that they're not demoralized.
[00:55:33.851 --> 00:55:35.553]  You're telling America they're winners.
[00:55:35.553 --> 00:55:38.015]  You're telling America that you're doing a great job.
[00:55:38.015 --> 00:55:42.359]  And the ad we're showing right now for TV viewers, for radio listeners on Infowars.com, it's been banned.
[00:55:43.831 --> 00:55:49.453]  Good, wholesome ads of Congresswomen from Tennessee talking about how they love America, how they love their family.
[00:55:49.453 --> 00:55:58.097]  And good conservative candidates from places like New York, banned from even advertising, banned from the marketplace.
[00:55:58.097 --> 00:56:01.859]  Oh, but they're private companies, they can do what they want.
[00:56:01.859 --> 00:56:04.480]  So the newspaper wouldn't take your money to run an ad?
[00:56:04.480 --> 00:56:05.720]  That wouldn't be unfair trade practices?
[00:56:05.720 --> 00:56:06.741]  That wouldn't be discrimination?
[00:56:06.741 --> 00:56:07.881]  That wouldn't be a scandal?
[00:56:07.881 --> 00:56:09.202]  That wouldn't be something you'd talk about?
[00:56:11.653 --> 00:56:14.075]  Congress is asleep at the switch, and this is the big issue.
[00:56:14.075 --> 00:56:18.599]  The President has tried, he's spoken some about how shadow banning's illegal.
[00:56:18.599 --> 00:56:25.025]  Twitter's just playing games with me right now to act like I violated their rules so they can go on the news and misrepresent what I've said and not show it.
[00:56:25.025 --> 00:56:28.568]  Jack Dorsey, you know Jones, says he wants to kill the media with guns.
[00:56:28.568 --> 00:56:31.350]  I know it's terrible, but I suspended him for it.
[00:56:31.350 --> 00:56:33.472]  So when they do finally ban me, it looks legitimate.
[00:56:33.472 --> 00:56:35.294]  I never threaten anybody with guns, it's a lie!
[00:56:36.857 --> 00:56:40.599]  I said Antifa says they're coming to your house to kill Congress members and law enforcement.
[00:56:40.599 --> 00:56:42.580]  Have your firearms ready to protect yourself.
[00:56:42.580 --> 00:56:43.820]  That's the Second Amendment.
[00:56:43.820 --> 00:56:46.202]  But it's, everything's like a big university now.
[00:56:46.202 --> 00:56:48.643]  A big brainwashing center.
[00:56:48.643 --> 00:56:51.264]  Congress should take action on the universities being anti-free speech.
[00:56:51.264 --> 00:56:55.386]  These bullies, these mobs of betas are out of control.
[00:56:55.386 --> 00:56:56.927]  You know, in the land of the beta, male.
[00:57:00.233 --> 00:57:02.276]  These mobs of little cowards are kings.
[00:57:02.276 --> 00:57:05.039]  In the land of the beta male, censorship is numero uno.
[00:57:05.039 --> 00:57:08.504]  In the land of the beta male, Brian Stelter is God.
[00:57:08.504 --> 00:57:14.532]  But in the land of rebels, the land of freedom, the land of success, the land of alpha males, InfoWars is number one!
[00:57:15.233 --> 00:57:16.654]  We are proud to be rebels.
[00:57:16.654 --> 00:57:17.895]  We're proud to be hunted.
[00:57:17.895 --> 00:57:19.276]  We're proud to be attacked.
[00:57:19.276 --> 00:57:20.897]  I'm honored to be in the crosshairs.
[00:57:20.897 --> 00:57:24.060]  I swore before God that I would stand against the globalists.
[00:57:24.060 --> 00:57:31.185]  And as long as God gives me strength and air in my lungs and my big red heart full of light, I'll march on forward.
[00:57:31.185 --> 00:57:33.887]  Stumbling sometimes, but always with grim determination.
[00:57:33.887 --> 00:57:35.148]  Climbing the hill.
[00:57:35.148 --> 00:57:37.790]  Always getting stronger even as I get weaker.
[00:57:37.790 --> 00:57:40.412]  Even as I prepare to go into our final launch phase.
[00:57:41.212 --> 00:57:43.054]  The enemy is sharpening their knives.
[00:57:43.054 --> 00:57:47.177]  I enter the arena with love in my heart and light in my eyes.
[00:57:47.177 --> 00:57:47.817]  Please support us.
[00:57:47.817 --> 00:57:50.019]  We'll be right back.
[00:57:50.019 --> 00:57:54.603]  Patrick, in the great nation of Australia, you're on the air worldwide.
[00:57:54.603 --> 00:57:55.163]  Thanks for holding.
[00:57:55.163 --> 00:57:56.244]  Hey Alex, mate.
[00:57:56.244 --> 00:58:00.267]  I've been following you since I was 14, and I'm 32 now.
[00:58:00.267 --> 00:58:04.851]  I remember back when Infowars and Prison Planet, it was just blue text on a white screen.
[00:58:04.991 --> 00:58:05.651]  Thank you very much!
[00:58:25.724 --> 00:58:34.332]  Yeah, and I wanted to say that by following you so much, it's like you're just detoxing the mind, you're detoxing the body, you're detoxing the spirit.
[00:58:34.332 --> 00:58:39.237]  And it's just the more you know God, the more you fear God, but the more you chase God.
[00:58:39.237 --> 00:58:44.842]  And I wanted to say that it's an honor to stand side by side with you, the crew, and the listeners out there, 1776 worldwide.
[00:58:50.333 --> 00:58:58.045]  Do you realize that when you spread the links from InfoWars.com, when you spread the videos, you are changing the world?
[00:58:58.045 --> 00:58:58.526]  It's you!
[00:58:59.614 --> 00:59:01.816]  That has defeated Hillary and the globalists.
[00:59:01.816 --> 00:59:10.562]  It is you, the info warriors across the planet, that stood against the bullying, that stood against the peer pressure, that stood against the threats, that have now changed the world.
[00:59:10.562 --> 00:59:15.105]  And that's why you've been on the team, supporting us, praying for us, and spreading the word.
[00:59:15.105 --> 00:59:16.566]  You are the info war.
[00:59:16.566 --> 00:59:20.089]  And now, because of their intensifying censorship, it's more important than ever
[00:59:20.769 --> 00:59:32.157]  That everyone go to Infowars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[00:59:32.157 --> 00:59:40.122]  And so now I ask you more than ever to share the Infowars.com articles, to share the videos, to tell people about the local stations you're listening to.
[00:59:40.122 --> 00:59:47.167]  The bare minimum you can do is sign up for the free newsletter at Infowars.com forward slash newsletter.
[00:59:47.167 --> 00:59:49.929]  We are the renaissance and we are winning.
[00:59:53.269 --> 00:59:55.861]  You're listening to The Alex Jones Show.
[01:00:02.372 --> 01:00:10.378]  The year is 1995, and InfoWars launches the last of America's counter-globalist probes.
[01:00:10.378 --> 01:00:23.469]  In a freak mishap, InfoWars.com and Alex Jones are blown out of their trajectory into an orbit which freezes his life support systems and returns Alex Jones to Earth 25 years later.
[01:00:24.910 --> 01:00:28.733]  Trans-dimensionally, over the space-time continuance, or full space-time.
[01:00:28.733 --> 01:00:33.076]  Where people are extremely lazy, the social engineers are there laughing.
[01:00:33.076 --> 01:00:37.099]  What we envisioned a hundred years ago, twenty years ago, is now reality.
[01:00:37.847 --> 01:00:54.178]  While the society unravels, men run around totally frantic, not knowing how to be men, and women run around frantic, not knowing how to be women, and they don't understand that it's an animating contest of life, and that it's fulfilling to be informed, it's fulfilling to be involved, it's fulfilling!
[01:00:54.178 --> 01:00:55.279]  InfoWars.
[01:00:55.279 --> 01:00:56.460]  Tomorrow's news.
[01:00:56.460 --> 01:00:56.880]  Today.
[01:00:56.880 --> 01:01:00.343]  Alright, let me take some time out here.
[01:01:02.438 --> 01:01:05.784]  To just explain something to listeners who've been listening a long time.
[01:01:05.784 --> 01:01:12.195]  I tend to repeat a lot of things even though I have hundreds of riveting videos and articles that are all incredibly important.
[01:01:12.195 --> 01:01:13.597]  And if I was just trying to entertain people...
[01:01:14.551 --> 01:01:16.212]  I can make the show a lot more entertaining.
[01:01:16.212 --> 01:01:19.394]  In fact, I ought to, one day a week, call it Entertainment News.
[01:01:19.394 --> 01:01:32.681]  And by that, it'll be real news, but the stuff that's, I think, most interesting, like people shooting home intruders, and a guy trying to acid attack people getting beat up by vigilantes, and, you know, just every five minutes, some riveting, incredible stuff.
[01:01:32.681 --> 01:01:35.123]  I could do that all day.
[01:01:35.123 --> 01:01:42.487]  But instead, I strategically, like it's a wartime emergency report, try to leverage you, the incredible audience,
[01:01:44.336 --> 01:01:47.698]  Hey, Congress doesn't understand there's a vacuum.
[01:01:47.698 --> 01:02:00.065]  And China and the unelected EU are both coming into that and taking control of regulation because they can put massive pressure on U.S.-based companies to move there and to roll over to them and to shut everybody down.
[01:02:00.065 --> 01:02:00.665]  That's happening.
[01:02:00.665 --> 01:02:05.027]  So, it'd be like saying, oh, Lockheed Martin's a private company.
[01:02:05.027 --> 01:02:07.869]  Oh, this is a really important part.
[01:02:07.869 --> 01:02:09.350]  I ought to add this to the earlier video.
[01:02:10.852 --> 01:02:14.615]  I'm going to add this to both reports that we just did live that I'm going to put up later to send to Congress.
[01:02:14.615 --> 01:02:15.776]  Let's add this point.
[01:02:15.776 --> 01:02:24.062]  You know, Congress, they keep saying, oh, we're private companies, let us censor all the conservatives and not let Republicans run ads on our platforms and all this crazy stuff.
[01:02:24.062 --> 01:02:34.150]  But if Lockheed Martin, which builds a lot of our secret spacecraft and weapons systems and the rest of it, if they said, hey, we're a private company, we can do whatever we want, we're going to give China
[01:02:34.770 --> 01:02:36.092]  Everything we've got.
[01:02:36.092 --> 01:02:38.514]  We're gonna give them our hunter-killer satellites.
[01:02:38.514 --> 01:02:42.358]  We're gonna give them our supersonic missiles.
[01:02:42.358 --> 01:02:43.700]  We're gonna give them our avionics.
[01:02:43.700 --> 01:02:49.846]  We're gonna give them the codes so they can run all of our GPS satellites.
[01:02:49.846 --> 01:02:51.108]  Congress would laugh at you.
[01:02:52.403 --> 01:03:01.430]  They've been taken to all the Heritage Foundation dinners and stuff and taught, China having 100% tariff on us, or Canada 280%, that's free marketing.
[01:03:01.430 --> 01:03:11.277]  Well, Google and Apple and Twitter and Facebook, they're all free companies, so they're allowed to censor whoever they want and then throw the election for the Democrats.
[01:03:11.277 --> 01:03:13.919]  They are national security infrastructure.
[01:03:13.919 --> 01:03:15.660]  They said they were infrastructure.
[01:03:15.660 --> 01:03:20.024]  They told to get Obama to pass all those laws three years ago to give them immunity.
[01:03:21.069 --> 01:03:22.370]  That they were a public utility.
[01:03:22.370 --> 01:03:25.653]  We all had a right to the Internet.
[01:03:25.653 --> 01:03:38.183]  And now they've used that combine, that cartel of monopolies, the worst constellation, oligopoly combines, read your history books, to openly try to bar everybody from the marketplace.
[01:03:38.183 --> 01:03:45.388]  So again, oh, is it free market that Boeing can just, you know, give all its secrets away to China?
[01:03:45.388 --> 01:03:48.711]  Or how about the other defense contractors?
[01:03:52.352 --> 01:03:53.936]  And he'd be like, no, that's insane.
[01:03:53.936 --> 01:04:00.552]  How did we allow the same law firm that sued Remington, our oldest firearm company, out of business, that's suing me?
[01:04:02.056 --> 01:04:03.616]  With the same Sandy Hook parents.
[01:04:03.616 --> 01:04:11.538]  How did Congress, how did the government allow Remington, that makes the .308 rifles used by our snipers, to be bankrupted?
[01:04:11.538 --> 01:04:20.960]  How do we allow our critical infrastructure, how do we allow our last lead smelting mine in Colorado five years ago to close?
[01:04:20.960 --> 01:04:23.121]  So China has all of the lead smelting.
[01:04:23.121 --> 01:04:26.721]  We can't even produce bullets in this country.
[01:04:26.721 --> 01:04:29.322]  We have to buy it from China and then put the jackets on them.
[01:04:30.305 --> 01:04:33.768]  We have been strategically sabotaged.
[01:04:33.768 --> 01:04:38.071]  And it needs to stop.
[01:04:38.071 --> 01:04:38.711]  It's unbelievable.
[01:04:38.711 --> 01:04:39.892]  It's so obvious.
[01:04:39.892 --> 01:04:42.394]  Oh, private company.
[01:04:42.394 --> 01:04:46.377]  Let all these defense contractors, let all these companies give all our secrets away.
[01:04:46.377 --> 01:04:47.058]  Are they a private company?
[01:04:47.058 --> 01:04:47.678]  No.
[01:04:47.678 --> 01:04:52.442]  We'll be right back on the other side of this quick break with a ton of critical news and information.
[01:04:52.442 --> 01:04:54.103]  Please, however you're watching, spread the links.
[01:04:54.103 --> 01:04:55.264]  They're trying to shut us down.
[01:04:55.264 --> 01:04:55.985]  They can't stop you.
[01:04:58.154 --> 01:05:18.127]  I want to plow into all of this, but I'm going to spend a few minutes here first, just encouraging listeners to understand that when you buy t-shirts, or water filtration systems, or books, or videos, or other material from InfoWarsTore.com, you are funding the revolution.
[01:05:18.127 --> 01:05:20.249]  I mean, I cannot say it any clearer.
[01:05:20.249 --> 01:05:24.251]  And so it is essential that you purchase the products at InfoWarsTore.com.
[01:05:24.251 --> 01:05:25.272]  I want to thank everybody that has.
[01:05:25.692 --> 01:05:31.496]  We've got the best fluoride-free toothpaste with colloidal silver and with high-quality atomic iodine in it.
[01:05:31.496 --> 01:05:33.878]  You cannot beat that for children and adults.
[01:05:33.878 --> 01:05:36.519]  We've got the best mouthwash designed by Dr. Jones.
[01:05:36.519 --> 01:05:39.321]  That's my dad, with colloidal silver and iodine as well.
[01:05:39.321 --> 01:05:42.283]  Infowarslife.com or 888-253-3139.
[01:05:42.283 --> 01:05:51.009]  And your purchase of the products stands with us, stands with America, stands with Trump, stands against the globalists and their satanic pedophile armies.
[01:05:51.009 --> 01:05:55.452]  And that's who they are, and they know we know who they are, and they're coming back against us, so we need your support.
[01:06:05.575 --> 01:06:12.457]  This message is transmitted at the request of the President of the United States of America and the Office of Homeland Security.
[01:06:12.457 --> 01:06:17.778]  In compliance with the United Nations, the President of the United States has declared martial law.
[01:06:17.778 --> 01:06:19.459]  Curfew is now in place.
[01:06:19.459 --> 01:06:20.539]  Return to your homes.
[01:06:27.950 --> 01:06:32.754]  If you are receiving this transmission, you are the resistance.
[01:06:32.754 --> 01:06:40.680]  It's the Alex Jones Show.
[01:06:40.680 --> 01:06:43.522]  You know, when Sadiq Khan, the Islamist mayor,
[01:06:45.802 --> 01:06:48.744]  The President of London got elected two years ago.
[01:06:48.744 --> 01:06:55.227]  The first thing he did was ban images of women in swimwear on government billboards and property.
[01:06:55.227 --> 01:07:02.752]  And in London, the City of London and also the Queen of England owns some of the City of London, they make a lot of money off of billboards.
[01:07:02.752 --> 01:07:08.255]  So they said any women in bathing suits, not just bikinis, that is now banned.
[01:07:10.937 --> 01:07:12.339]  And Paul Watson tweeted this out the other day.
[01:07:12.339 --> 01:07:13.300]  See if you can find it.
[01:07:13.300 --> 01:07:15.041]  He tweeted it out yesterday.
[01:07:15.041 --> 01:07:16.983]  It shows women in bikinis.
[01:07:16.983 --> 01:07:18.925]  Actual ads banned in London.
[01:07:18.925 --> 01:07:22.468]  Women in full bathing suits banned in London.
[01:07:23.697 --> 01:07:24.017]  There it is.
[01:07:24.017 --> 01:07:27.119]  Sadiq Khan moved to ban body shaming ads in London Transport.
[01:07:27.119 --> 01:07:28.139]  And he did.
[01:07:28.139 --> 01:07:30.020]  But Paul Watson shows what's banned.
[01:07:30.020 --> 01:07:32.221]  But then the burka isn't.
[01:07:32.221 --> 01:07:38.165]  Women forced to fully cover their bodies or they get beaten, even killed.
[01:07:38.165 --> 01:07:43.007]  And of course they have their genitals cut off as well when they're young girls or get acid thrown on their faces.
[01:07:43.007 --> 01:07:45.628]  That's all wonderful.
[01:07:45.628 --> 01:07:46.349]  That's all good.
[01:07:47.441 --> 01:08:01.768]  And I have articles here out of the UK where their crime rate's the highest ever recorded, worse than New York City, but prosecutions are at all-time lows, and they just let these people run around and do whatever they want.
[01:08:01.768 --> 01:08:15.835]  So that's why this is so insane, is that Sadiq Khan says you can't have women in government advertising, that is, in government-owned buildings, government-owned buses, government-owned billboards,
[01:08:18.086 --> 01:08:21.876]  You can't show women in bathing suits or men with their shirts off.
[01:08:21.876 --> 01:08:23.340]  I forgot that part.
[01:08:23.340 --> 01:08:25.887]  But we can put burkas over women's heads.
[01:08:27.028 --> 01:08:27.648]  That's okay.
[01:08:27.648 --> 01:08:29.489]  See how sick this is?
[01:08:29.489 --> 01:08:30.710]  And the left's all into that.
[01:08:30.710 --> 01:08:34.032]  They're becoming like the super right wing with all the modesty stuff.
[01:08:34.032 --> 01:08:51.461]  The lady they've got named Steele, Pulitzer Prize winner, it's like being given an Iron Cross these days, she wrote an article about how some company had a pool parlor, people in bathing suits, and so, you know, the sexual harassment because some of the women weighed 400 pounds and they were embarrassed that other women were wearing bikinis.
[01:08:51.461 --> 01:08:53.923]  So, that's the next level of this cult.
[01:08:54.892 --> 01:09:07.062]  Just like colleges everywhere are taking down images of the football players, you know, and muscular males off field house walls, or like old quarterbacks that were there 20 years ago, because that's threatening, because the beta cucks, they're threatened by it.
[01:09:07.062 --> 01:09:12.226]  So, it's all about those that are the victims, those that are controlled by the globalists.
[01:09:12.226 --> 01:09:17.770]  Coming together and telling us you can't say mother, you can't say father, you can't be strong, masculinity doesn't exist.
[01:09:17.770 --> 01:09:21.493]  Remember that video of that UT professor telling Owen Schroer, masculinity doesn't exist?
[01:09:21.493 --> 01:09:23.995]  Oh, sorry, you can't see it.
[01:09:28.308 --> 01:09:30.950]  You can't see it because YouTube deleted it.
[01:09:30.950 --> 01:09:41.519]  So, let's go over the whole Islamic situation because Sadiq Khan also said, don't worry, just get used to the Islamic terror attacks.
[01:09:41.519 --> 01:09:43.541]  He said that a lot.
[01:09:43.541 --> 01:09:44.321]  And in a way, it's true.
[01:09:45.307 --> 01:09:48.750]  The acid attacks, the stabbings, the car crashes, the attacks.
[01:09:48.750 --> 01:09:50.491]  We don't even cover one out of a hundred now.
[01:09:50.491 --> 01:09:52.773]  And it turns out, oh, this guy was from Sudan.
[01:09:52.773 --> 01:09:54.174]  Oh, this guy was from Somalia.
[01:09:54.174 --> 01:09:55.275]  This guy was from Iraq.
[01:09:55.275 --> 01:10:00.459]  Oh, this guy was an ISIS member that put women into sex slavery.
[01:10:00.459 --> 01:10:08.324]  And now, on a German street, Yazidi ex-sex slave, right by hundreds and hundreds of ISIS men,
[01:10:10.888 --> 01:10:26.199]  Trapped both in Iraq and in German exile, runs into the man that held her as a sex slave, now on full welfare as a refugee.
[01:10:26.199 --> 01:10:33.884]  Can you imagine what it's like for these women?
[01:10:33.884 --> 01:10:37.927]  It is unbelievable.
[01:10:37.927 --> 01:10:40.129]  I can't even cover a tenth of this now.
[01:10:41.291 --> 01:10:46.420]  But when we do, we get banned off Twitter, Facebook, you name it.
[01:10:46.420 --> 01:10:53.052]  When they banned me off Vimeo last week, some little failed video thing, we were putting stuff out anywhere we can.
[01:10:55.302 --> 01:10:57.043]  You know, we don't lay down.
[01:10:57.043 --> 01:10:59.224]  We fight.
[01:10:59.224 --> 01:10:59.865]  We fail.
[01:10:59.865 --> 01:11:01.726]  We die trying.
[01:11:01.726 --> 01:11:03.447]  And they... I read the letter on air.
[01:11:03.447 --> 01:11:11.712]  It said, you falsely claimed that an Islamic training camp had been found and that they were training, reportedly training, to take on the police and shoot up schools.
[01:11:11.712 --> 01:11:13.693]  I mean, that was all over the news.
[01:11:13.693 --> 01:11:20.637]  But just like the illegal alien that shot Kate Steinle in the back, and they virtue-singled in San Francisco and said, you're allowed to shoot her in the back.
[01:11:20.637 --> 01:11:22.218]  She's allowed to die in her father's arms.
[01:11:22.218 --> 01:11:22.779]  You go free.
[01:11:24.005 --> 01:11:26.727]  They versus signal the judge said, no, it's racist.
[01:11:26.727 --> 01:11:28.428]  You're black and Muslim.
[01:11:28.428 --> 01:11:30.329]  If you'd have been white, you wouldn't get in trouble.
[01:11:30.329 --> 01:11:38.115]  An underground giant training base with the kids telling police we're being trained to shoot up schools and people that had disappeared from different states being held there.
[01:11:38.115 --> 01:11:46.581]  And a three year old found dead on the property in underground tunnels who died in a ritual of torturing him.
[01:11:46.581 --> 01:11:51.344]  They're now reporting to bring forth the prophet Jesus and make him be reborn.
[01:11:54.085 --> 01:12:05.354]  Don't worry, the local liberal government has brought in tens of thousands of tons of sand and is using bulldozers to cover the compound.
[01:12:05.354 --> 01:12:17.604]  And they said if you were white, you would not be in jail if a dead three-year-old reportedly killed in a ritual to make him turn into Jesus.
[01:12:17.604 --> 01:12:20.166]  And they're now releasing him on
[01:12:21.977 --> 01:12:28.679]  $2,000 bond, $20,000 he's gonna pay too, but the judge did a waiver, no money paid.
[01:12:28.679 --> 01:12:33.180]  Do you hear what I'm saying, ladies and gentlemen?
[01:12:33.180 --> 01:12:36.921]  Do you hear what I just said?
[01:12:36.921 --> 01:12:45.164]  I guarantee you this would never happen, but let's say I knock my wife's teeth out.
[01:12:47.094 --> 01:12:50.016]  I would end up being in jail for a couple weeks.
[01:12:50.016 --> 01:12:53.297]  And then I'd end up getting a serious conviction.
[01:12:53.297 --> 01:12:55.318]  And then maybe serve probation.
[01:12:55.318 --> 01:13:16.049]  But, I mean, you got a dead little kid where they say, we were making him become the prophet Jesus to be reborn, it was a ritual of trial, they were torturing the child reportedly for days, and some whacked out super kook voodoo from New York, that's where these guys are from, meets Islam, they're all tied into the
[01:13:17.009 --> 01:13:19.811]  Co-conspirator of the World Trade Center.
[01:13:19.811 --> 01:13:20.972]  It's all confirmed.
[01:13:20.972 --> 01:13:23.194]  They believe they're Islamic royalty.
[01:13:23.194 --> 01:13:33.981]  They're complete loon whack jobs that reportedly tortured a three-year-old to death.
[01:13:33.981 --> 01:13:36.423]  And the judge goes, you're being discriminated against.
[01:13:36.423 --> 01:13:41.747]  You may go free from your underground tunnels.
[01:13:41.747 --> 01:13:45.610]  Children of Linda Sorcerer's mentor arrested for terrorist training camp.
[01:13:46.806 --> 01:13:49.106]  But it's okay.
[01:13:49.106 --> 01:13:54.608]  Just like... Cruz.
[01:13:54.608 --> 01:13:56.428]  In Florida, the mass shooter.
[01:13:56.428 --> 01:14:00.349]  He'd been arrested, he'd threatened to kill people, he'd robbed people, he'd vandalized.
[01:14:00.349 --> 01:14:02.249]  And they said, well, his last name's Cruz.
[01:14:02.249 --> 01:14:06.570]  We have a new program where minorities don't go to jail the first 15 times or so.
[01:14:06.570 --> 01:14:08.070]  He's not even a minority.
[01:14:08.070 --> 01:14:12.291]  That's why the last name Cruz adopted his ass.
[01:14:12.291 --> 01:14:14.372]  He was on Prozac, all this other stuff.
[01:14:14.372 --> 01:14:15.852]  The same story over and over again, isn't it?
[01:14:18.502 --> 01:14:23.344]  And they let him go, and they let him do it, and the police stood down yet again.
[01:14:23.344 --> 01:14:24.384]  It's the same deal.
[01:14:24.384 --> 01:14:25.525]  Oh, you're a black Muslim.
[01:14:25.525 --> 01:14:28.926]  Well, we found a dead, tortured three-year-old on your property.
[01:14:28.926 --> 01:14:38.350]  They're like, well, we were going to make him become Jesus, but Jesus had to go through the ritual of the cat-or-nine-tails and the crucifixion.
[01:14:38.350 --> 01:14:42.232]  Oh, well, you just tortured a three-year-old to death.
[01:14:42.232 --> 01:14:45.393]  Well, we didn't understand.
[01:14:45.393 --> 01:14:47.314]  Let us release you immediately.
[01:14:53.504 --> 01:14:58.728]  And Governor Cuomo is on TV saying, America was never great and it will never be great, close quote.
[01:15:03.780 --> 01:15:08.664]  And then I say, Antifa says they're coming to kill congressmen and the president at their houses.
[01:15:08.664 --> 01:15:10.926]  They should all have rifles ready to protect themselves.
[01:15:10.926 --> 01:15:13.388]  That turns into Alex Jones is threatening to attack the media.
[01:15:13.388 --> 01:15:14.909]  And Lester Holt doesn't quote me.
[01:15:14.909 --> 01:15:17.311]  He just goes, Jones is coming to kill us with guns.
[01:15:17.311 --> 01:15:18.732]  I'm scared.
[01:15:18.732 --> 01:15:20.713]  And Jack Dorsey goes, I know, I know.
[01:15:20.713 --> 01:15:23.696]  America was never great.
[01:15:23.696 --> 01:15:24.957]  It will never be great.
[01:15:30.247 --> 01:15:40.294]  We ought to play the clips from, you know, that are based on real stuff in the Soviet Union, where it's like, America was a crap hole and it's horrible, in Red Dawn.
[01:15:40.294 --> 01:15:48.439]  Can you pull up the concentration camp scene from Red Dawn, where they go see their family, and in the background, like, America is a pigsty of filth and crap was never great.
[01:15:48.439 --> 01:15:55.124]  And then meanwhile, it's not Red Dawn the movie, it's Governor Cuomo to Democrats, and when he says America sucks, they go, yay!
[01:15:55.124 --> 01:15:55.944]  Oh, yes!
[01:15:57.245 --> 01:16:02.030]  If you like alkaline water or know someone that does, you're going to love the Dillon Living Water Bottle.
[01:16:02.030 --> 01:16:06.394]  It creates alkaline water on the go while reducing plastic waste and saving you money.
[01:16:06.394 --> 01:16:14.342]  Made with surgical grade stainless steel, the Dillon Bottle increases the pH up to 9 to deliver both alkaline and antioxidant water anywhere you want it.
[01:16:14.582 --> 01:16:17.925]  Alkaline water is healthier, tastes better, and can even boost energy.
[01:16:17.925 --> 01:16:22.630]  The Dillon Bottle makes it easy and affordable to be healthy and achieve optimal hydration.
[01:16:22.630 --> 01:16:25.472]  Get your Dillon Bottle today at D-Y-L-N dot C-O.
[01:16:25.472 --> 01:16:27.334]  That's D-Y-L-N dot C-O.
[01:16:27.334 --> 01:16:28.515]  Bacon lovers.
[01:16:28.515 --> 01:16:30.057]  We ship free.
[01:16:30.057 --> 01:16:31.878]  Try our amazing bacon.
[01:16:31.878 --> 01:16:33.900]  No refrigeration required.
[01:16:33.900 --> 01:16:37.624]  Proprietary value-added packaging provides 10-year shelf life.
[01:16:37.824 --> 01:16:38.084]  I think so.
