[00:00:01.414 --> 00:00:05.856]  The answer to 1984 is 1776.
[00:24:44.249 --> 00:24:48.631]  And now six years later, four years later, Trump gets in.
[00:24:48.631 --> 00:24:51.413]  He agreed with me and everybody else on this common sense approach before.
[00:24:51.413 --> 00:24:55.335]  Then he does one targeted strike when there's a chemical attack, clearly a false flag.
[00:24:55.335 --> 00:25:01.618]  Then he does another big strike, clearly a false flag, and now admitted to be a false flag.
[00:25:01.618 --> 00:25:03.859]  And now he's doing it again.
[00:25:03.859 --> 00:25:10.983]  US forces are now striking Syria in multiple areas, big fires, you name it, because the Pentagon sees it.
[00:25:12.196 --> 00:25:27.079]  There's major Iranian forces coming in, not leaving, fortifying the area and preparing it as a front against Jordan, against Israel, against Iraq, against Saudi Arabia, because it's right there in a key area against Turkey.
[00:25:27.079 --> 00:25:37.222]  So all these other allies are freaking out over this and they want, they want Iran to be taken care of.
[00:25:37.222 --> 00:25:37.982]  They don't want
[00:25:39.309 --> 00:25:55.182]  Iran, who already to a great extent, if we show a world map, Iran's already got a lot of control, and has areas where they have complete control through passage, through Iran, through Iraq, into Syria, and then to everywhere else in the Middle East.
[00:25:55.182 --> 00:26:07.152]  And so the argument is, you better stabilize and get them out, and if you totally remove the Wahhabist, and the Al Qaeda and ISIS people, there won't be any force countervailing them, because Assad is in control.
[00:26:07.952 --> 00:26:09.694]  And he's allied with Iran.
[00:26:09.694 --> 00:26:16.922]  And so Assad has not been sending these signals to the Pentagon and others, and he's actually going to do what he said he would do now.
[00:26:16.922 --> 00:26:18.544]  And so that's why this is happening.
[00:26:18.544 --> 00:26:23.289]  And so that's why, now in deep hindsight and deep reflection and research,
[00:26:24.659 --> 00:26:50.436]  I understand why Trump a week ago said, I may have to strike you, we may have to stop your forces from running them out of there, because then Iran will have full control of that corridor right out of Western Iran, right through Southern Iraq, right up into Western Iraq, into Central Syria, right through up into the Northeast, Northwest corner.
[00:26:50.436 --> 00:26:52.297]  And so that's, if you can see there,
[00:26:53.592 --> 00:26:58.237]  They're coming through Iran, the Shiites have the South.
[00:26:58.237 --> 00:27:04.504]  So again, they come in through Iran, they go up, they go through, and then they've got passage to Europe.
[00:27:04.504 --> 00:27:09.150]  And now that is an Islamic invasion zone right into Europe.
[00:27:09.150 --> 00:27:12.934]  So we've plugged up the Wahhabis getting full control so that they can then invade
[00:27:13.902 --> 00:27:18.605]  Just like they did in Istanbul hundreds of years ago and took over that part of Europe, Turkey, the Byzantine Empire.
[00:27:18.605 --> 00:27:23.868]  So they could use that as a land route invasion force into the areas they already basically control.
[00:27:23.868 --> 00:27:27.450]  Albania, areas of Macedonia, Bulgaria.
[00:27:27.450 --> 00:27:33.334]  They're all desperately trying to put up borders, but they already have been infested by jihadis.
[00:27:33.334 --> 00:27:36.996]  So Trump knows the larger plan was originally to destabilize Europe.
[00:27:38.251 --> 00:27:55.262]  He stabilized North Africa and the Middle East, put in globalism to open the borders, collapse the borders, collapse the borders of Europe, and then have a Wahhabist Muslim Brotherhood invasion up through the Middle East, up out of Africa, into Europe, and conquer that way.
[00:27:55.262 --> 00:27:56.263]  That was the deal.
[00:27:56.263 --> 00:28:04.949]  Trump and patriots in Poland, Hungary, Romania, and now in England and other areas are putting the kibosh on that.
[00:28:04.949 --> 00:28:07.711]  But now we face the Iran projection as well.
[00:28:08.811 --> 00:28:11.293]  And you've got Turkey triple dealing in the middle of it.
[00:28:11.293 --> 00:28:16.757]  That's why this is so important with Russia threatening military retaliation.
[00:28:16.757 --> 00:28:20.039]  Will Russia launch military retaliation?
[00:28:20.039 --> 00:28:21.140]  That's the big question.
[00:28:21.140 --> 00:28:22.701]  They've pledged they will.
[00:28:22.701 --> 00:28:23.241]  We'll see.
[00:28:23.241 --> 00:28:25.362]  Trump followed through on his promise to attack.
[00:28:25.362 --> 00:28:30.546]  Infowars.com, Newswars.com, live coverage throughout the evening, right here at Infowars.com.
[00:28:30.546 --> 00:28:31.266]  Spread these links.
[00:28:31.266 --> 00:28:32.447]  That's why they're verboten.
[00:28:32.447 --> 00:28:33.848]  They don't want you to spread the links.
[00:28:33.848 --> 00:28:35.829]  They're counting on you being lazy, but you're not.
[00:28:35.829 --> 00:28:36.370]  We're going to win.
[00:29:00.133 --> 00:29:04.835]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[00:29:04.835 --> 00:29:15.262]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[00:29:16.142 --> 00:29:20.944]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[00:29:20.944 --> 00:29:29.346]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[00:29:29.346 --> 00:29:37.068]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[00:29:37.068 --> 00:29:39.009]  Wake up refreshed and take on the day.
[00:29:39.509 --> 00:29:47.430]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[00:29:47.430 --> 00:29:50.871]  Get the sleep you deserve and experience the power of knockout.
[00:29:50.871 --> 00:29:55.492]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[00:29:55.492 --> 00:29:57.032]  That's InfoWarsLife.com.
[00:29:57.032 --> 00:30:07.794]  Do you realize that when you spread the links from InfoWars.com, when you spread the videos, you are changing the world?
[00:30:07.794 --> 00:30:08.274]  It's you.
[00:30:09.386 --> 00:30:11.889]  That's why you've been on the team supporting us, praying for us, and spreading the word.
[00:30:11.889 --> 00:30:13.210]  You are the Infowar.
[00:30:13.210 --> 00:30:16.174]  And now because of their intensifying censorship, it's more important than ever
[00:30:30.530 --> 00:30:41.912]  That everyone go to Infowars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[00:30:41.912 --> 00:30:49.873]  And so now I ask you more than ever to share the Infowars.com articles, to share the videos, to tell people about the local stations you're listening to.
[00:30:49.873 --> 00:30:56.935]  The bare minimum you can do is sign up for the free newsletter at Infowars.com forward slash newsletter.
[00:30:56.935 --> 00:30:59.675]  We are the renaissance and we are winning.
[00:30:59.955 --> 00:31:06.438]  We are kept afloat only by your loyal patronage, and that's why we need you to go to the site now.
[00:31:06.438 --> 00:31:13.262]  If you're not in the market for one of our greatest nutraceuticals, please consider a contribution.
[00:31:13.262 --> 00:31:28.790]  $25, $50, $100, $250 or even $500 would be a godsend to our important work here to beat back the globalists and to destroy their campaign of censorship in which they want to strangle our First Amendment rights.
[00:31:29.952 --> 00:31:33.794]  Hey, how would you like to take InfoWars with you wherever you go?
[00:31:33.794 --> 00:31:39.016]  Well, now you can do just that with the new official InfoWars app.
[00:31:39.016 --> 00:31:40.316]  And here's the best part.
[00:31:40.316 --> 00:31:42.157]  It is absolutely free.
[00:31:42.157 --> 00:31:47.379]  At the Apple Store and Google Play, you can join the InfoWars today.
[00:31:47.379 --> 00:31:51.321]  Check it out right now at InfoWars.com forward slash app.
[00:31:51.321 --> 00:31:55.462]  It's the InfoWars official app, taken on the globalist at point-blank range.
[00:31:55.462 --> 00:31:59.544]  And with your help spreading it, and with your help downloading it, we are unstoppable.
[00:32:02.689 --> 00:32:12.097]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[00:32:12.097 --> 00:32:23.526]  Based on hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend Coffee.
[00:32:23.526 --> 00:32:29.211]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee beans.
[00:32:29.491 --> 00:32:40.939]  Carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[00:32:40.939 --> 00:32:49.144]  You can even choose to start your morning healthier with the Immune Support Blend, infused with a powerful blend to support your immune response and stamina.
[00:32:49.144 --> 00:32:51.646]  It's time to take care of your morning routine.
[00:32:51.646 --> 00:32:57.309]  Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at InfoWarsStore.com.
[00:33:02.890 --> 00:33:05.571]  You're listening to the Alex Jones Show.
[00:33:30.700 --> 00:33:44.163]  That if Assad's forces in Syria began to push out the last Al Qaeda, ISIS areas, that they believe that would cause a humanitarian disaster in a city of more than a million people where they're dug in.
[00:33:44.163 --> 00:33:46.223]  And Trump has promised strikes if that happened.
[00:33:46.223 --> 00:33:53.645]  Well, now strikes have begun to happen, not just in one location, but are being reported now in multiple areas of Syria.
[00:33:53.645 --> 00:33:55.105]  We're tracking the latest on that.
[00:33:56.266 --> 00:34:00.330]  And Infowars.com and Newswars.com.
[00:34:00.330 --> 00:34:22.570]  Now, months ago, going back to April and then through to just a few months ago, the Russians have threatened to shoot down aircraft, shoot down missiles, and target where they were launched from if the, quote, sovereign government of Syria and its military trying to rid the country, in their words, of outside invaders are attacked.
[00:34:24.005 --> 00:34:25.166]  I want to be clear.
[00:34:25.166 --> 00:34:27.767]  I see Assad and I see Russia's view.
[00:34:27.767 --> 00:34:31.349]  It's Russia's only deepwater port in the Mediterranean.
[00:34:31.349 --> 00:34:34.090]  Their only port period in the Mediterranean.
[00:34:34.090 --> 00:34:38.713]  Syria did not start this war like Obama did seven years ago funding Al-Qaeda and the Arab Spring.
[00:34:40.751 --> 00:34:43.973]  Trump spoke out against this as a candidate and said it was wrong.
[00:34:43.973 --> 00:34:52.420]  And the deals have been made to let the Russians come in to help kick Al-Qaeda and ISIS out, to send them back to places like Chechnya and Saudi Arabia, who were behind this invasion.
[00:34:52.420 --> 00:34:53.120]  And those are the facts.
[00:34:53.120 --> 00:34:54.542]  Does that mean I love Assad?
[00:34:54.542 --> 00:34:55.382]  No.
[00:34:55.382 --> 00:35:04.109]  Does that mean that I don't understand that Iran is now coming into the vacuum, taking over Syria, and that now the Pentagon is worried about ISIS and Al-Qaeda, but also Iran?
[00:35:04.109 --> 00:35:07.772]  And it's creating a vacuum where they come in?
[00:35:07.772 --> 00:35:07.832]  Yes.
[00:35:11.946 --> 00:35:20.231]  The geopolitical ramifications of this, and I understand what the Pentagon sees, I understand, you know, the larger issues.
[00:35:20.231 --> 00:35:25.615]  Mainstream media will just say Assad's bad, he's got chemical weapons, take him out.
[00:35:25.615 --> 00:35:36.942]  Well, our own military, when this all kicked off six plus years ago, said no, we're not going to turn the country over to al Qaeda and ISIS to murder all the non-radical Muslims and Christians and others in one of the most tolerant Muslim countries in the world.
[00:35:36.942 --> 00:35:37.963]  That was a good thing that happened.
[00:35:39.349 --> 00:35:40.770]  And it gets into complex history.
[00:35:40.770 --> 00:35:43.231]  And I've been jumping back into the past and back to the present.
[00:35:43.231 --> 00:35:51.516]  But I do see why Trump is saying, you go into that major city of Alib, and you try to drive out the Al Qaeda and ISIS forces, and you carpet bomb
[00:35:52.608 --> 00:35:53.028]  That's right.
[00:36:18.035 --> 00:36:20.736]  On April 13th, it led to Trump striking on the 14th.
[00:36:20.736 --> 00:36:22.676]  I mean, it's stage videos.
[00:36:22.676 --> 00:36:27.057]  It's kids told to me that they get food if they went and played as actors.
[00:36:27.057 --> 00:36:29.638]  That doesn't mean I'm saying everything is actors.
[00:36:29.638 --> 00:36:36.740]  But the Middle East is famous for staging dead babies in incubators and stuff like that.
[00:36:36.740 --> 00:36:42.541]  And even mainstream news shows Al Jazeera caught staging dead kids.
[00:36:42.541 --> 00:36:45.382]  And it's just something that goes on over there.
[00:36:46.750 --> 00:36:49.451]  Very, very dirty pool.
[00:36:49.451 --> 00:36:51.151]  Massive, massive manipulation.
[00:36:51.151 --> 00:37:05.295]  So my big concern here is that Trump's gonna get roped into a wider war over there, that Russia's gonna respond, and that's gonna lead to a bigger humanitarian crisis, military crisis, and also a new world war.
[00:37:05.295 --> 00:37:09.876]  Because if Russia really starts shooting down US aircraft, they've got the missiles to do it.
[00:37:09.876 --> 00:37:15.357]  And if they really start attacking bases and platforms where those are fired from,
[00:37:16.769 --> 00:37:21.193]  That would not be good for anybody because it could turn into a nuclear war very, very quickly.
[00:37:21.193 --> 00:37:28.859]  That said, we know Trump's being advised, if you look at the map, that Iran is in control of southern Iraq.
[00:37:28.859 --> 00:37:36.685]  They're able to come through and then into Syria and into Turkey and then into Albania and other areas and control Europe.
[00:37:37.876 --> 00:37:40.057]  Saudi Arabia has already been trying that.
[00:37:40.057 --> 00:37:43.678]  And the Pentagon, before Trump even got in, blocked Obama doing it.
[00:37:43.678 --> 00:37:44.459]  That was good.
[00:37:44.459 --> 00:37:45.739]  I was proud of the Pentagon.
[00:37:45.739 --> 00:37:46.600]  I was proud of the generals.
[00:37:46.600 --> 00:37:54.683]  I was proud of Senator Paul and Senator Cruz and Colonel Schaefer and myself and InfoWars and you the audience.
[00:37:54.683 --> 00:37:57.204]  And the current and former military that said no.
[00:37:57.204 --> 00:38:05.147]  But now we're in a new ballgame where the Al Qaeda and ISIS forces have all but been defeated.
[00:38:05.147 --> 00:38:07.048]  And so the argument is Iran
[00:38:10.549 --> 00:38:12.430]  You are causing major problems.
[00:38:12.430 --> 00:38:13.410]  You are not leaving.
[00:38:13.410 --> 00:38:14.591]  You're going into Lebanon.
[00:38:14.591 --> 00:38:16.412]  You're doing all these things to Israel.
[00:38:16.412 --> 00:38:18.833]  You have to go.
[00:38:18.833 --> 00:38:21.754]  And they're not doing that.
[00:38:21.754 --> 00:38:27.977]  So it's a giant proxy war with the Iranian forces and their Syrian allies.
[00:38:27.977 --> 00:38:31.079]  That's in pink if you're looking at the TV screen.
[00:38:31.079 --> 00:38:35.601]  Then you've got the Kurdish forces that want control of the oil in their own areas up there in the north.
[00:38:37.288 --> 00:38:43.251]  You've got all the other Al-Qaeda-affiliated group.
[00:38:43.251 --> 00:38:49.333]  You've got rebels that are, again, just not saying they're ISIS or Al-Qaeda, but they are still the same group.
[00:38:49.333 --> 00:38:56.336]  You've got Turkish forces threatening to come in out of the north because they don't want the Kurds getting control, and they want to dominate their flank, obviously.
[00:38:56.336 --> 00:39:01.859]  You've got Russia with its bases trying to aid the mainline Syrian military, and then
[00:39:02.699 --> 00:39:04.359]  You've got the U.S.
[00:39:04.359 --> 00:39:26.784]  bases around the country that are basically trying to get Assad, we put that map back up full screen please, trying to get Assad to go along with the deal he made six years ago with the Pentagon to bypass the criminal war crime Obama was engaging in, turning the entire region over to the Al Qaeda Wahhabist forces and his deal with the Muslim Brotherhood, which is Wahhabist, which is Sunni.
[00:39:28.544 --> 00:39:29.264]  Saudi Arabia.
[00:39:29.264 --> 00:39:41.868]  So, you've got a proxy war between Iran, that's 20% of the Muslim population, and I don't mean technically in Iran, I mean, there is the Shiite command base, the Islamic State of Shiite.
[00:39:41.868 --> 00:39:43.448]  That's 20% of Islam worldwide.
[00:39:43.448 --> 00:39:55.332]  And then you've got 79% of the world's Islamists that are Sunni, and that's all based in Saudi Arabia and worldwide, and then 1% that's Alawite.
[00:39:56.550 --> 00:40:02.838]  So again, you have Iran and Saudi Arabia who hate each other, who've been battling over control of Islam for 1,500, 1,600 years since it started.
[00:40:05.421 --> 00:40:10.405]  You've got them, I guess 1,450 years, they've been battling over control.
[00:40:10.405 --> 00:40:13.427]  And now they're using Iraq as a proxy war.
[00:40:13.427 --> 00:40:16.449]  And now they're using Syria as a proxy war.
[00:40:16.449 --> 00:40:21.953]  And now Turkey's going with its own radical form of Islam as well, more in line with Saudi Arabia.
[00:40:21.953 --> 00:40:25.396]  And the whole thing is just turning into a giant powder keg.
[00:40:25.396 --> 00:40:32.041]  So if you want to tune into a show that's real simple, just says Assad bad, Iran bad, Saudi Arabia bad, that's not the broadcast.
[00:40:33.396 --> 00:40:36.584]  Here we're actually getting into the forces that are involved.
[00:40:36.584 --> 00:40:42.478]  And I understand why Trump is being advised by the Pentagon to not let Iran now have full control of the country.
[00:40:43.764 --> 00:40:55.268]  Because also Turkey has said they will invade that area in northwest Syria if the United States turns it completely over to either one of the other two groups.
[00:40:55.268 --> 00:41:05.991]  Turkey says it's in its interest all the way up from the north with Kurdistan right down up to northwestern Syria and the Mediterranean to control that area.
[00:41:05.991 --> 00:41:06.852]  I don't like Erdogan.
[00:41:06.852 --> 00:41:08.052]  I don't like what he's doing.
[00:41:08.052 --> 00:41:10.493]  But the reason you see all this heating up
[00:41:11.593 --> 00:41:11.673]  Is
[00:41:31.843 --> 00:41:33.885]  They're not compatible with civilization.
[00:41:33.885 --> 00:41:35.907]  And the biggest victim of Islam is Islam.
[00:41:35.907 --> 00:41:40.252]  So why is the left in Europe and everywhere else allied with Islam?
[00:41:40.252 --> 00:41:48.101]  And the reason they're allied with Islam, there's a report on Infowars.com from Leo Zagami that's so powerful, it makes you understand it all.
[00:41:49.266 --> 00:41:54.248]  Report, EU intentionally collapsing European countries with illegals.
[00:41:54.248 --> 00:42:04.532]  And it gets into the Kalargi plan, developed by the original person that developed the EU plan, even for the Nazis.
[00:42:04.532 --> 00:42:09.014]  And that was Richard Klaudhoven Kalargi.
[00:42:10.077 --> 00:42:19.683]  And they had a plan to merge Europe with Islam and the Muslims for a global super state that would then take over the planet.
[00:42:19.683 --> 00:42:24.926]  Because if Europe merged with Islam, then Islam could take over all of Eastern Europe.
[00:42:26.307 --> 00:42:43.173]  All the Middle East, all of Africa, all of Central Asia, all of East Asia, all of Russia, and then basically dominate the globe if you had the European know-how, science, and technology with the giant ballooning Islamic population that he predicted would be in the billions and is now in the billions.
[00:42:43.173 --> 00:42:47.694]  Everyone should see this report at InfoWars.com.
[00:42:47.694 --> 00:42:48.674]  I can't tweet it out.
[00:42:48.674 --> 00:42:49.635]  I'm totally banned.
[00:42:49.635 --> 00:42:50.295]  You have to do it.
[00:42:59.278 --> 00:43:00.639]  We knew it was coming.
[00:43:00.639 --> 00:43:02.080]  The whole thing was formulaic.
[00:43:02.080 --> 00:43:16.071]  First demonize InfoWars, lie about us, build a strawman, then sue us to add credibility to that, then have a few fake strikes on YouTube and Facebook with nebulous terms like bullying children and Islamophobia, and then voila!
[00:43:16.331 --> 00:43:26.381]  Two weeks later, ban InfoWars completely off of dozens of major platforms where we were all in the top 5 or top 10 news feeds.
[00:43:26.381 --> 00:43:29.384]  Go to InfoWars.com forward slash show.
[00:43:29.384 --> 00:43:30.866]  Subscribe to the free podcast.
[00:43:30.866 --> 00:43:32.327]  Just click on the link.
[00:43:32.327 --> 00:43:35.270]  Whatever you're subscribing to your podcast in, it'll pop up there.
[00:43:35.931 --> 00:43:45.399]  It's also critical to go to InfoWars.com forward slash newsletter and give us your email so that we can stay in contact with you and send you videos and articles on our own platform.
[00:43:45.399 --> 00:43:57.529]  But whatever you do, tell folks about InfoWars.com forward slash show, how they can download the free Android and iPhone apps, how they can then reach out to others with the information and point out, this is the verboten info.
[00:43:57.529 --> 00:43:58.790]  This is what they don't want you to see.
[00:43:59.170 --> 00:44:03.292]  We all know that the outside toxins in the water is a serious health issue.
[00:44:03.292 --> 00:44:10.355]  InfoWars is proud to sell incredible filters, but it's almost impossible to keep up with every faucet, shower, and sink in your home.
[00:44:10.355 --> 00:44:15.178]  That's why we're bringing you something to provide clean water for your whole house with one system.
[00:44:15.178 --> 00:44:22.061]  The Pro-Pure Whole House Water Filtration System is an advanced four-stage compact filtration system
[00:44:22.501 --> 00:44:28.507]  that will provide water filtration for your entire home, removing 220 plus contaminants from your water.
[00:44:28.507 --> 00:44:38.097]  It's compact in size, easy to install and maintain, and keeps fluoride and other dangerous toxins out of your water supply and away from you and your family.
[00:44:38.097 --> 00:44:45.184]  With its broad spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[00:44:45.544 --> 00:44:58.319]  Head to infowarsstore.com and whether it's your first water filtration purchase or you're looking to replace your current rundown systems, it's time to go big and go home with the Pro-Pure Whole House Filtration System today!
[00:45:00.071 --> 00:45:03.675]  InfoWars Life is bringing you a breakthrough in modern medicine.
[00:45:03.675 --> 00:45:05.437]  Introducing Pollen Block.
[00:45:05.437 --> 00:45:16.708]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[00:45:17.489 --> 00:45:26.675]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[00:45:26.675 --> 00:45:37.742]  They began studying this effect in published trials, and decades later, we now have the fruit of this research, a fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[00:45:37.742 --> 00:45:40.344]  Pollen block is natural and effective.
[00:45:40.344 --> 00:45:42.065]  It is not an antihistamine.
[00:45:42.065 --> 00:45:46.868]  In fact, current research has found that it actually acts by blocking the activity of tryptase,
[00:45:47.108 --> 00:45:52.050]  Which is an enzyme that amplifies immune and inflammatory responses in the body.
[00:45:52.050 --> 00:45:54.691]  Go outside and enjoy the air you breathe.
[00:45:54.691 --> 00:46:00.014]  Head to Infowarslife.com and grab a pack of our Pollen Block chewable tablets.
[00:46:00.014 --> 00:46:06.316]  We're bringing back one of the biggest fan favorite formulas we've ever offered with even better ingredients.
[00:46:06.316 --> 00:46:07.337]  Ultimate Bone Broth.
[00:46:09.091 --> 00:46:15.655]  Info Wars Life is proud to bring you a powerhouse bone broth formula to help push you to your limits.
[00:46:15.655 --> 00:46:24.761]  This incredible formula will help you get the most out of your workout with the power of ultra-high quality bone broth, one of the most popular health treats on the planet.
[00:46:24.761 --> 00:46:36.568]  Built with more than seven different superfoods and crucial compounds, Ultimate Bone Broth will help support your healthy muscles, digestion, tendons and ligaments, while also supporting your body's fight against free radicals.
[00:46:37.168 --> 00:46:49.110]  This incredible chicken bone broth formula contains time-tested ingredients such as turmeric root, chaga mushroom, goji berry powder, bee pollen, and alfalfa herb powder to support your body.
[00:46:49.110 --> 00:46:52.851]  It's time to experience what Ultimate Bone Broth can do for you.
[00:46:52.851 --> 00:47:03.913]  Get a bottle of the all-new version of a fan-favorite product today at Infowarsstore.com.
[00:47:03.913 --> 00:47:06.554]  You're listening to The Alex Jones Show.
[00:47:12.975 --> 00:47:32.612]  You know it's really breathtaking as I sit here live on this Sunday afternoon broadcasting worldwide to see US forces now bombing Syria again and undoubtedly killing Russian forces and to see mainstream media saying that Trump has been soft on Russia but nobody's been tougher on him but that's the upside down world we live in.
[00:47:34.178 --> 00:47:46.701]  And it's breathtaking to know every major libertarian or conservative or nationalist person I've talked to has either been shadow banned or completely banned off of one or more or all platforms.
[00:47:46.701 --> 00:47:54.843]  The media, the corporate media, has made a big deal about me being de-platformed almost off of everything in a concerted criminal effort that should frighten anybody that wants to live in a free country.
[00:47:54.843 --> 00:48:01.125]  And they've done that because they first built me into a straw man and demonized me, hoping you would accept the censorship.
[00:48:02.261 --> 00:48:08.002]  But there's been a big backlash, and James Woods and others have come out to my defense in just the last few hours.
[00:48:08.002 --> 00:48:13.823]  But it's not enough, ladies and gentlemen, because it's being done to everyone that I know.
[00:48:13.823 --> 00:48:23.785]  Yes, they've taken me off more than 30 platforms now, so I'm the most banned in the world, outside of Communist China, where Google and Apple and others help suppress the population there.
[00:48:23.785 --> 00:48:24.585]  It's incredible.
[00:48:24.585 --> 00:48:26.625]  There's even congressional hearings about it.
[00:48:26.625 --> 00:48:31.346]  But the big takeaway is that mainstream corporate media, the Democratic Party,
[00:48:32.563 --> 00:48:38.845]  And Big Tech are all in collusion with the Chinese government and the EU and others to do this.
[00:48:38.845 --> 00:48:43.547]  It is nothing less than criminal and outrageous and insane.
[00:48:43.547 --> 00:48:48.329]  And just today, one of many people banned is Chris Tonto Peronto.
[00:48:48.329 --> 00:48:50.910]  We're getting on the show tomorrow.
[00:48:50.910 --> 00:48:54.771]  Good friend of mine, hero of Benghazi.
[00:48:54.771 --> 00:49:00.334]  And Obama came out in a speech and said, Benghazi is a conspiracy theory.
[00:49:00.334 --> 00:49:01.094]  It didn't even happen.
[00:49:03.226 --> 00:49:06.387]  And Chris came out and said, I lost a lot of friends on that roof.
[00:49:06.387 --> 00:49:07.187]  We got attacked.
[00:49:07.187 --> 00:49:09.187]  How dare you say it didn't happen?
[00:49:09.187 --> 00:49:13.468]  In fact, later in the next hour, we'll put a video of Obama saying it's a conspiracy theory.
[00:49:13.468 --> 00:49:15.689]  Obama ordered the stand down.
[00:49:15.689 --> 00:49:20.770]  So he's the guy who literally, along with Hillary, got these people killed.
[00:49:20.770 --> 00:49:29.172]  And then they turn it around and ban him with a one day suspension, saying he bullied someone in a protected group.
[00:49:29.172 --> 00:49:30.092]  Well, Chris is Hispanic.
[00:49:31.255 --> 00:49:33.856]  They say Obama's African.
[00:49:33.856 --> 00:49:36.457]  But no, the real protective group is a globalist, is a Democrat.
[00:49:36.457 --> 00:49:43.480]  Just like the CNN reporter that was getting me banned everywhere, I confronted him and said, you're a scumbag, which he is.
[00:49:43.480 --> 00:49:50.043]  And then they banned me off the iTunes app and Twitter in the next two days, saying I bullied a protective group.
[00:49:50.043 --> 00:49:51.283]  It's unbelievable.
[00:49:51.283 --> 00:49:52.904]  Benghazi is a conspiracy.
[00:49:53.897 --> 00:49:55.718]  At Barack Obama, question mark.
[00:49:55.718 --> 00:49:56.978]  How about you do this?
[00:49:56.978 --> 00:50:10.562]  Let's put your cowardly ass on the top of a roof with six of your buddies and shoot RPGs and AK-47s at you while terrorists lob 81mm mortars, killing two of your buddies, all while waiting for US air support for 13 hours you never sent.
[00:50:10.562 --> 00:50:12.022]  Hashtag scum.
[00:50:12.022 --> 00:50:13.983]  He almost got killed by Obama!
[00:50:13.983 --> 00:50:15.183]  His friends got killed!
[00:50:15.183 --> 00:50:17.624]  They were proven to be liars!
[00:50:17.624 --> 00:50:20.024]  And when they're done, they say, screw you!
[00:50:20.024 --> 00:50:22.165]  You're not even human, Chris!
[00:50:25.060 --> 00:50:27.385]  Mr. Parenteau, crawl in a ditch and die!
[00:50:27.385 --> 00:50:33.778]  We're going to kick you off Twitter, because first it's a one-day suspension, then a seven-day, then they ban you, like me.
[00:50:35.131 --> 00:50:41.136]  And they're banning everybody, and it's criminal, and it's evil, and it's abusive, and you can't even criticize known public figures.
[00:50:41.136 --> 00:50:44.859]  Here is the actual thing that came in Friday night from Apple.
[00:50:44.859 --> 00:50:48.642]  Your app includes content that could be considered defamatory by them.
[00:50:48.642 --> 00:50:55.347]  It's all subjective or mean-spirited and appears to humiliate, intimidate, or place a targeted individual or group in harm's way.
[00:50:55.347 --> 00:50:57.268]  And they said, the CNN reporter.
[00:50:58.189 --> 00:51:01.054]  Mark Dice absolutely blows it out of the water.
[00:51:01.054 --> 00:51:06.163]  But thank God James Woods has come out and said, banning Alex Jones from the internet is a slippery slope.
[00:51:06.163 --> 00:51:08.687]  This is the beginning of the real fascism.
[00:51:08.687 --> 00:51:09.468]  Trust me.
[00:51:11.024 --> 00:51:12.905]  So there you go, ladies and gentlemen.
[00:51:12.905 --> 00:51:16.628]  This is the beginning of the real fascism here in America.
[00:51:16.628 --> 00:51:18.770]  And James Woods is absolutely right.
[00:51:18.770 --> 00:51:23.473]  And it's happening to everybody that wants capitalism or who wants free market and who's well-spoken.
[00:51:23.473 --> 00:51:26.015]  And the left and anti-fuck and all call for killing us.
[00:51:26.015 --> 00:51:28.177]  They can have official apps and be on Twitter.
[00:51:28.757 --> 00:51:36.283]  And you can have all these radical Islamic groups, and ISIS and Al Qaeda can have Twitters, and all these other criminal groups can do it, but I can't.
[00:51:36.283 --> 00:51:37.404]  And veterans can't.
[00:51:37.404 --> 00:51:39.245]  They're talking about taking it away from Trump.
[00:51:39.245 --> 00:51:42.027]  This is an outrageous authoritarian power grab.
[00:51:42.027 --> 00:51:43.869]  Mark Dice blew it out of the water.
[00:51:43.869 --> 00:51:45.030]  Here is his report.
[00:51:46.641 --> 00:51:49.965]  As you probably heard, Alex Jones was permanently banned from Twitter yesterday.
