[00:00:00.886 --> 00:00:02.994]  We are drugged out!
[00:26:36.759 --> 00:26:41.121]  And then I spend it right back into what we're doing.
[00:26:41.121 --> 00:26:42.922]  Because I have a mission.
[00:26:42.922 --> 00:26:47.043]  It's not to have a wide body jet like Glenn Beck's having to sell now.
[00:26:47.043 --> 00:26:48.904]  That guy's got like a jumbo jet.
[00:26:48.904 --> 00:26:51.205]  I'm not trying to live in a 50 bedroom house, why?
[00:26:51.205 --> 00:26:53.927]  So the dog can crap in other rooms.
[00:26:53.927 --> 00:26:59.109]  I'm moving into a smaller house.
[00:26:59.109 --> 00:27:00.290]  Because it's easier and happier.
[00:27:01.537 --> 00:27:06.521]  I'm trying to change the universe, not like a peacock sit up there in Hollywood.
[00:27:06.521 --> 00:27:07.782]  I mean, I saw the headline.
[00:27:07.782 --> 00:27:12.085]  I remember eight years ago, I said, Communist China now owns Hollywood.
[00:27:12.085 --> 00:27:15.027]  And oh, the anti-Semites went crazy.
[00:27:15.027 --> 00:27:15.888]  Those are really the bots.
[00:27:15.888 --> 00:27:17.869]  And they said, oh, you know, you're covering up.
[00:27:17.869 --> 00:27:24.134]  Look at the Washington Post, the coming Chinese crackdown on Hollywood.
[00:27:24.134 --> 00:27:27.076]  Next year's news today, and look, I'm not bragging about this, folks.
[00:27:27.076 --> 00:27:30.279]  I'm just telling you, I'm tuned into the Zeitgeist.
[00:27:31.243 --> 00:27:32.504]  And that's why they don't like me.
[00:27:32.504 --> 00:27:34.185]  The globalists are tuned in, too.
[00:27:34.185 --> 00:27:37.747]  They use it against you.
[00:27:37.747 --> 00:27:38.888]  I'm trying to trailblaze.
[00:27:38.888 --> 00:27:40.389]  I'm trying to blow open doors.
[00:27:40.389 --> 00:27:43.451]  I'm trying to break glass ceilings for humanity.
[00:27:43.451 --> 00:27:54.798]  And the fact that Paul Watson said we should launch a major initiative to get rid of cell phones and be happy and get outside more and get into self-help and self-empowerment, I'm like, yes, yes, because that's what folks are looking for, not just the info.
[00:27:55.640 --> 00:28:00.742]  But the solution, yeah, be aware the bad guys are over here, don't go with them, but then offer something better.
[00:28:00.742 --> 00:28:09.786]  And so we need to move into that more than ever, because you've got all these top writers and journalists and Simon Cowell and all these people saying, get rid of them.
[00:28:09.786 --> 00:28:17.049]  Here it is, long soaring smartphone market heading to earth, going down, French news agency.
[00:28:17.049 --> 00:28:19.390]  And notice, it's all just right here.
[00:28:19.390 --> 00:28:21.191]  Humanity is struggling back.
[00:28:24.898 --> 00:28:27.842]  They purposely have blocked a peace deal in Korea for 60 years.
[00:28:27.842 --> 00:28:30.086]  That's why Trump can end it.
[00:28:30.086 --> 00:28:33.210]  Remember, Obama said you'll never have a 3% growth rate, it's about to be 4%?
[00:28:33.210 --> 00:28:34.732]  Because you can't wave a magic wand?
[00:28:34.732 --> 00:28:38.057]  No, I can't wave a magic wand, but you got us tied up in the corner, I can untie us.
[00:28:39.465 --> 00:28:41.066]  This is big.
[00:28:41.066 --> 00:28:54.796]  This is the horrible Satanist and control freaks and wicked people, the psychopaths, wanting to control the future, being greedy little cowards, thinking they were in full command, and humanity's waking up and resisting it like a raging bull.
[00:28:54.796 --> 00:28:55.396]  We'll be back.
[00:28:55.396 --> 00:28:55.937]  Stay with us.
[00:28:59.318 --> 00:29:06.962]  Western Europe has already banned free speech, and an iron curtain of censorship is descending down over the UK.
[00:29:06.962 --> 00:29:14.885]  They're set to pass rules, not a law, that if you criticize Islam or gays, you'll get six months in prison.
[00:29:14.885 --> 00:29:17.967]  We know we're only about a year or two behind what's happening in the UK.
[00:29:18.607 --> 00:29:23.251]  CNN and many others are calling for InfoWars to be shut down, taken off the web.
[00:29:23.251 --> 00:29:27.374]  Slate Magazine has a professor and others saying, go beyond censorship.
[00:29:27.374 --> 00:29:30.537]  Brainwash young people against InfoWars.
[00:29:30.537 --> 00:29:35.300]  Psychologically inoculate them with lies so they don't actually hear what we have to say.
[00:29:35.300 --> 00:29:38.303]  We are the most hated news source in the world by globalists.
[00:29:38.743 --> 00:29:53.834]  It is so critical that you go to InfoWars.com forward slash newsletter and sign up for the free newsletter so we can be in contact with you and so the censors can't bully their way in and block us being able to engage in free open dialogue as a society.
[00:29:53.834 --> 00:29:55.375]  That is critical to this fight.
[00:29:55.375 --> 00:29:57.637]  We will prevail if you take action and I know you will.
[00:30:00.387 --> 00:30:07.330]  President Trump gave a speech on Friday at the Naval Academy for their commencement and said, America is back.
[00:30:07.330 --> 00:30:16.114]  Hollywood does not have the megaphone anymore, but patriots that believe in real Americana are back in charge, and the world is taking notice.
[00:30:17.074 --> 00:30:31.107]  Ladies and gentlemen, to celebrate Memorial Day and the great sacrifices of our veterans, we are offering free shipping at InfoWarsTore.com and 50% off on more than 20 best-selling items like Brain Force, the amazing nootropin.
[00:30:31.107 --> 00:30:40.256]  Help support the information war, get great products at the same time, and continue to fund an operation that is a thorn in the side of the globalists and is continuing to back President Trump
[00:30:40.816 --> 00:30:41.036]  Thank you.
[00:31:00.993 --> 00:31:05.557]  Patrick, in the great nation of Australia, you're on the air worldwide.
[00:31:05.557 --> 00:31:06.137]  Thanks for calling.
[00:31:06.137 --> 00:31:07.558]  Hey Alex, mate.
[00:31:07.558 --> 00:31:11.181]  I've been following you since I was 14 and I'm 32 now.
[00:31:11.181 --> 00:31:21.510]  I remember back when InfoWars and Prison Planet, it was just blue text on a white screen and I had to load down the page on my dial-up internet and I thought it was pretty cool and read all the books.
[00:31:21.650 --> 00:31:22.411]  Thank you, brother.
[00:31:36.707 --> 00:31:45.290]  Yeah, and I wanted to say that by following you so much, it's like you're just detoxing the mind, you're detoxing the body, you're detoxing the spirit.
[00:31:45.290 --> 00:31:50.192]  And it's just the more you know God, the more you fear God, but the more you chase God.
[00:31:50.192 --> 00:31:55.794]  And I wanted to say that it's an honor to stand side by side with you, the crew, and the listeners out there, 1776 worldwide.
[00:32:02.922 --> 00:32:12.333]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[00:32:12.333 --> 00:32:23.286]  Based on hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend Coffee.
[00:32:23.746 --> 00:32:29.687]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee beans.
[00:32:29.687 --> 00:32:41.150]  Carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[00:32:41.150 --> 00:32:45.411]  You can even choose to start your morning healthier with the Immune Support Blend.
[00:32:45.411 --> 00:32:51.532]  Infused with a powerful blend to support your immune response and stamina, it's time to take care of your morning routine.
[00:32:51.832 --> 00:33:03.396]  Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at InfoWarsStore.com.
[00:33:03.396 --> 00:33:06.037]  You're listening to the Alex Jones Show.
[00:33:22.535 --> 00:33:31.483]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:33:31.483 --> 00:33:35.787]  You know, there was so much breaking news yesterday that I came in at a couple live reports.
[00:33:35.787 --> 00:33:42.813]  In fact, I broadcast for over two hours out of the new podcast studio yesterday with our little mini crew.
[00:33:42.813 --> 00:33:48.499]  And there were four or five different CNN articles alone as the talking points come out.
[00:33:49.662 --> 00:33:51.763]  And ABC News had the same ones.
[00:33:51.763 --> 00:33:53.024]  Paul Watson actually retweeted it.
[00:33:53.024 --> 00:33:54.565]  That's probably a good place to find it.
[00:33:54.565 --> 00:33:56.847]  So I forgot to pull it out of the stack during the break.
[00:33:56.847 --> 00:33:59.048]  There's like 60 articles just in this stack.
[00:33:59.048 --> 00:34:08.875]  But... CNN goes, America's really doing good economically and all this stuff, but we're really at unease because of Trump.
[00:34:08.875 --> 00:34:13.618]  And then it says, America's really doing good because of Obama.
[00:34:13.618 --> 00:34:18.502]  No, Trump directly did the economic policies that turned the country back on, and that's a fact.
[00:34:19.599 --> 00:34:32.904]  We'll take five hours to go over it all, but the policies, bringing the jobs back, incentivizing, getting the taxes cut, calling thousands of factory owners and saying, if you invest, don't worry, it'll all come back.
[00:34:32.904 --> 00:34:35.885]  I mean, Trump's new nickname is the magic wand.
[00:34:35.885 --> 00:34:37.466]  In fact, you heard it here first.
[00:34:37.466 --> 00:34:40.627]  Obama gave him the name.
[00:34:40.627 --> 00:34:42.588]  First, Obama called him the trash man.
[00:34:43.683 --> 00:34:45.043]  And I went, how's that an insult?
[00:34:45.043 --> 00:34:46.744]  He's taking out the trash.
[00:34:46.744 --> 00:34:54.765]  But I'm telling you, Trump's new nickname is The Magic Wand.
[00:34:54.765 --> 00:35:03.027]  We give him a fancier name, The Scepter.
[00:35:03.027 --> 00:35:06.388]  But the truth is, Americana and free market works.
[00:35:06.388 --> 00:35:08.829]  People have dreams, they have hopes, they're smart.
[00:35:08.829 --> 00:35:10.829]  You get out of people's way, you can't stop them.
[00:35:12.250 --> 00:35:15.952]  Remember Obama said, what a magic wand, you'll never get up to 3% growth rate.
[00:35:15.952 --> 00:35:16.492]  I couldn't.
[00:35:16.492 --> 00:35:18.994]  It's at 3.8 right now, folks.
[00:35:18.994 --> 00:35:19.794]  It's going above 4.
[00:35:19.794 --> 00:35:25.897]  Because I know folks that have been in the meetings inside the White House.
[00:35:25.897 --> 00:35:28.179]  You're like, wait, it's at 3.2, the news says.
[00:35:28.179 --> 00:35:29.359]  It's at 3.8.
[00:35:29.359 --> 00:35:31.220]  When the quarterly comes out, it's going to be 4, 4.1.
[00:35:31.220 --> 00:35:34.722]  We're not sure yet.
[00:35:34.722 --> 00:35:37.103]  Yeah, the unemployment rate's 3.8 as well.
[00:35:37.103 --> 00:35:39.945]  So, that's 50 years, no, since the 50s, you haven't had that.
[00:35:41.897 --> 00:35:44.399]  It's like the fifties all over again, back to the future.
[00:35:44.399 --> 00:35:49.262]  Now, they say, oh, you want to go back to America?
[00:35:49.262 --> 00:35:51.064]  No, America's about going forward.
[00:35:51.064 --> 00:35:54.166]  Globalism is the feudalism and the serfdom and being poor.
[00:35:54.166 --> 00:35:57.869]  We're going back to the future, baby.
[00:35:57.869 --> 00:36:10.618]  So that said, I saw this Sean Hannity piece attacking he and I, and Sean Hannity's the number one guy on cable news by millions.
[00:36:12.378 --> 00:36:14.939]  And he just gets more popular as he wakes up.
[00:36:14.939 --> 00:36:18.000]  I mean, he was always pro-gun, pro-America.
[00:36:18.000 --> 00:36:22.701]  Nobody's perfect, but he's even attacked me with stuff years ago that people misrepresented.
[00:36:22.701 --> 00:36:23.942]  And I get it, okay?
[00:36:23.942 --> 00:36:29.343]  I'll tell you this right now.
[00:36:29.343 --> 00:36:32.124]  We're blessed to have Sean Hannity.
[00:36:32.124 --> 00:36:37.846]  And when I wake up in the morning and I realize they're trying to destroy me, I feel good to know he's there.
[00:36:39.246 --> 00:36:49.288]  Because other than Drudge, which is bigger than anything when it comes to total visitors, there's like Trump, there's Drudge, there's Alex Jones, and then over here there's Sean Hannity.
[00:36:49.288 --> 00:36:58.750]  With his millions of radio listeners, tens of millions, and all of it, he's the only thing out there as big or bigger than Infowars that's a personality talking every day other than Trump.
[00:36:58.750 --> 00:37:07.032]  So it's kind of a weird scenario where it's like Trump, Hannity, and me, and the media thinks they're going to get cheap shots of Hannity all the time, misrepresenting what I've said and going after Hannity.
[00:37:08.257 --> 00:37:18.999]  Then I watched Hannity sitting there with the Hill reporter, who's broken the bombshell info that we already knew, because Obama bragged about it, but now it's proven they lied.
[00:37:18.999 --> 00:37:34.003]  He has the proof of it, that they were spying on him way before, you know, the campaign even was dominant, before his inauguration, before he was president-elect, before he won the primary and became the nominee.
[00:37:34.957 --> 00:37:39.498]  And so he's got this Hill reporter on, and he goes, you know, do you think Dr. Corsi, who's coming on in a little while, is right?
[00:37:39.498 --> 00:37:42.039]  Do you think Corsi's right?
[00:37:42.039 --> 00:37:46.041]  With all his White House sources and everything else?
[00:37:46.041 --> 00:37:47.561]  That I'm the next target of the Deep State?
[00:37:47.561 --> 00:38:02.086]  Uh, Sean, they readied your lawyer, and then outed your own personal details that had nothing to do with anything, all over the news, and implied you were some type of criminal, and they've tried to take your sponsors and kick you off the air, and Media Matters admitted five years ago that you're their main target to get.
[00:38:05.240 --> 00:38:15.946]  And all this is going on, and they targeted tens of thousands of churches and Christian groups for the IRS, and you're asking if Corsi's right that you're being targeted?
[00:38:15.946 --> 00:38:20.089]  You're already being targeted.
[00:38:20.089 --> 00:38:30.755]  And it just shows Hannity's blind spot, because out of people that know him well, he's so Mr. America, so quarterback, you know, just Mr. Cleaver.
[00:38:32.227 --> 00:38:33.888]  That he's on the show going, really?
[00:38:33.888 --> 00:38:36.110]  The deep state's gonna make stuff up about me and come after me?
[00:38:36.110 --> 00:38:37.231]  Really, that's where we are?
[00:38:37.231 --> 00:38:39.353]  Yeah, Sean, that's where we are.
[00:38:39.353 --> 00:38:52.303]  Just because you're Mr. Goody Two-Shoes, and I am too, and walk little old ladies across the street, and just because you don't ever scam anybody and you're not a criminal, that's why America likes you, they pick up instinctively on that, doesn't mean they're not coming after you.
[00:38:52.303 --> 00:38:56.087]  They're coming after you because you are good, Sean Hannity.
[00:38:56.087 --> 00:38:59.910]  And those of us that aren't evil need to realize they're not playing according to our deck of cards.
[00:39:02.116 --> 00:39:05.157]  It's taken you a while to figure that out and I'm not saying you're bad.
[00:39:05.157 --> 00:39:08.457]  I'm just saying they hate you because you're on target.
[00:39:08.457 --> 00:39:10.097]  They hate you because you've got it.
[00:39:10.097 --> 00:39:12.238]  They hate you because you talk to the president every day.
[00:39:12.238 --> 00:39:16.278]  They hate you because they're losers and no one watches them and they all watch you.
[00:39:16.278 --> 00:39:20.059]  Because to them it's all about their own personal power.
[00:39:20.059 --> 00:39:25.200]  They can't stand the fact you're the number one media personality in this country.
[00:39:25.200 --> 00:39:27.260]  Bigger than Limbaugh, you name it.
[00:39:27.260 --> 00:39:30.141]  As a personality bigger than Alex Jones in a positive way.
[00:39:30.141 --> 00:39:31.181]  They don't know what to do!
[00:39:34.161 --> 00:39:38.925]  And so you're sitting there with this Hill reporter, asking him, do you think it's true?
[00:39:38.925 --> 00:39:39.826]  Do you think it's true?
[00:39:39.826 --> 00:39:44.310]  Do you think the sun came up this morning?
[00:39:44.310 --> 00:39:51.616]  So, they try to act like I'm the weakness of the nationalist populist awakening because I'm the strength.
[00:39:51.616 --> 00:39:56.600]  Because if anybody ever starts just going with the truth and not caring what they say, the public wants it.
[00:39:56.600 --> 00:39:57.681]  It's why you've got the top ratings.
[00:39:58.902 --> 00:40:00.524]  The truth is, they did illegally spy.
[00:40:00.524 --> 00:40:02.207]  The truth is, they are on the Russian payroll.
[00:40:02.207 --> 00:40:03.829]  The truth is, they are on the Chinese payroll.
[00:40:03.829 --> 00:40:04.651]  My God!
[00:40:04.651 --> 00:40:06.333]  China owns all six!
[00:40:06.333 --> 00:40:09.518]  They have controlling interests in all six big production houses.
[00:40:09.518 --> 00:40:11.842]  You go see a movie, it's communist Chinese propaganda!
[00:40:13.578 --> 00:40:16.000]  Half measures aren't going to beat them, Sean.
[00:40:16.000 --> 00:40:18.883]  And I know Fox has had you on the edge of having to leave.
[00:40:18.883 --> 00:40:23.948]  I know they've been on your ass a year ago when they were still running all this anti-Trump stuff and they thought they could still win.
[00:40:23.948 --> 00:40:27.331]  But now the Murdochs get that they have to get with the wave.
[00:40:27.331 --> 00:40:28.352]  We have the initiative.
[00:40:28.352 --> 00:40:29.553]  We have the cutting edge.
[00:40:29.553 --> 00:40:31.736]  We're winning.
[00:40:31.736 --> 00:40:34.778]  So I say to Hannity, don't give them any half measures.
[00:40:34.778 --> 00:40:35.539]  Go all the way.
[00:40:35.539 --> 00:40:36.060]  But yeah.
[00:40:37.799 --> 00:40:50.626]  I love how they target everybody, they say bankrupt everybody, sue everybody, destroy everybody, get us off air, and then, oh, there's no deep state, nobody's spying on Trump, oh, nobody's trying to get Alex Jones or Sean Hannity.
[00:40:50.626 --> 00:40:51.766]  Boulderdash.
[00:40:51.766 --> 00:40:55.188]  And we'll get the inside scoop from a guy that's worked with U.S.
[00:40:55.188 --> 00:40:58.229]  intelligence and everywhere else, and I'm not going to get into it all.
[00:40:58.229 --> 00:41:01.071]  Number three, number one, three times New York Times bestseller.
[00:41:03.243 --> 00:41:07.208]  Of course she'll be here to give us the inside scoop, but of course they're coming after Hannity.
[00:41:07.208 --> 00:41:10.832]  And if they can get Hannity, they can get every one of us.
[00:41:12.520 --> 00:41:13.320]  Is Hannity perfect?
[00:41:13.320 --> 00:41:13.700]  No.
[00:41:13.700 --> 00:41:14.241]  Am I perfect?
[00:41:14.241 --> 00:41:14.901]  No.
[00:41:14.901 --> 00:41:16.902]  But we're not out to get the country.
[00:41:16.902 --> 00:41:18.362]  We're not anti-American.
[00:41:18.362 --> 00:41:19.743]  We're not anti-capitalist.
[00:41:19.743 --> 00:41:21.024]  We're not anti-gun.
[00:41:21.024 --> 00:41:22.424]  That's why they're going to call us Nazis.
[00:41:22.424 --> 00:41:24.445]  They're going to call the whole Republican Party Nazis.
[00:41:24.445 --> 00:41:29.727]  They're going to lie about what I said about 9-11, when I said Saudi involvement and a cover-up, which has now come out.
[00:41:29.727 --> 00:41:33.289]  They're going to misrepresent everything because we're kicking their butt.
[00:41:33.289 --> 00:41:33.929]  Here's Sean Hannity.
[00:41:34.853 --> 00:41:42.438]  Senator Chuck Schumer said that you better not mess with the Intel community because they're gonna get you six ways to Sunday.
[00:41:42.438 --> 00:41:44.279]  This is great news for me.
[00:41:44.279 --> 00:41:46.360]  Best-selling author Jerome Corsi.
[00:41:46.360 --> 00:41:47.441]  He's the author of this book.
[00:41:47.441 --> 00:41:51.123]  It's out now in bookstores on Amazon.com, Barnes and Noble.com.
[00:41:51.123 --> 00:41:52.904]  It's called Killing the Deep State.
[00:41:52.904 --> 00:41:54.225]  You might remember him.
[00:41:54.225 --> 00:41:55.065]  He was back.
[00:41:55.065 --> 00:41:59.108]  Remember the group against John Kerry, Vietnam Bets for Truth?
[00:41:59.108 --> 00:42:00.108]  He was one of them.
[00:42:00.108 --> 00:42:00.629]  He's saying
[00:42:01.269 --> 00:42:07.790]  That yours truly, that I, Sean Hannity, am the next target of the Deep State.
[00:42:07.790 --> 00:42:20.652]  Wow, isn't it so great to know that these corrupt officials with their backs against the wall, that are desperate, desperate people, do desperate things, the people that have the most powerful tools of intelligence, they're now going after me.
[00:42:20.652 --> 00:42:21.312]  Okay?
[00:42:21.312 --> 00:42:21.993]  Really?
[00:42:21.993 --> 00:42:28.554]  So sadly, after all we have learned, you know, now we have Jerome Corsi's prediction, it doesn't surprise me.
[00:42:28.554 --> 00:42:29.454]  Isn't that sad?
[00:42:30.094 --> 00:42:31.814]  Are we the United States of America?
[00:42:31.814 --> 00:42:33.935]  Or are we going to be the former Soviet Union?
[00:42:33.935 --> 00:42:35.275]  Or are we going to be Venezuela?
[00:42:35.275 --> 00:42:36.055]  Stop right there.
[00:42:36.055 --> 00:42:37.556]  I promise you this one.
[00:42:37.556 --> 00:42:38.096]  Oh, I love this part.
[00:42:38.096 --> 00:42:38.936]  We're going to come back to this.
[00:42:38.936 --> 00:42:39.976]  He says, I promise this.
[00:42:39.976 --> 00:42:40.636]  I'm never giving up.
[00:42:40.636 --> 00:42:41.356]  I'm never backing down.
[00:42:41.356 --> 00:42:41.937]  I'm never stopping.
[00:42:41.937 --> 00:42:42.637]  We've all got to have that.
[00:42:42.637 --> 00:42:44.297]  We're going to come back and play the rest of it.
[00:42:44.297 --> 00:42:45.217]  Back it up by 20 seconds.
[00:42:45.217 --> 00:42:47.778]  But we were becoming Venezuela.
[00:42:47.778 --> 00:42:49.278]  We're changing it.
[00:42:49.278 --> 00:42:54.939]  Hannity, all of you, all of us standing up to them is making them come out of the dark, making them reveal themselves.
[00:42:54.939 --> 00:42:56.520]  So this is positive, Sean.
[00:42:59.568 --> 00:43:01.889]  Fueling your body is hard work.
[00:43:01.889 --> 00:43:07.671]  That's why we've introduced the InfoWars Life Daily Digestive Pack to help you fuel it right.
[00:43:07.671 --> 00:43:16.093]  Combine FloraLife Everyday Maintenance and Carnivore to help you fuel your gut and body and take advantage of the powerful nutrients you receive.
[00:43:16.093 --> 00:43:18.314]  There's no better way to power your body.
[00:43:18.854 --> 00:43:25.737]  Floralife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[00:43:25.737 --> 00:43:36.883]  When paired with Carnivore, our incredible enzyme formula that helps you break down nutrients, these formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[00:43:36.883 --> 00:43:43.806]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age, and outside toxins.
[00:43:44.326 --> 00:43:50.497]  There's no better time to try Floralife and Carnivore to see how well they can support your body.
[00:43:50.497 --> 00:43:54.344]  Don't miss out on the chance to fuel your body and support recovery.
[00:43:54.344 --> 00:43:57.489]  Try the InfoWars Life Daily Digestive Pack today!
[00:43:59.446 --> 00:44:08.929]  Infowarslife and Infowarslife.com is extremely excited to announce our latest release, Winter Sun, a revolutionary type of vitamin D3.
[00:44:08.929 --> 00:44:13.631]  Winter Sun is a premium quality vitamin D3 nutritional supplement.
[00:44:13.631 --> 00:44:18.412]  It is produced by extracting oil from healthy nutrient-dense plants known as lichens.
[00:44:18.412 --> 00:44:21.453]  Every batch is analyzed for purity and D3 content.
[00:44:21.453 --> 00:44:23.894]  It's completely free of toxins and allergens.
[00:44:23.894 --> 00:44:27.255]  Simply put, if you want the best at an extremely low price, this is it.
[00:44:27.435 --> 00:44:31.319]  Winner's Sun is the result of our pursuit of the best source of vitamin D3.
[00:44:31.319 --> 00:44:40.388]  The research and development took over two years, but the result, as verified by independent laboratories, is the best vegan vitamin D3 product in the world.
[00:44:40.388 --> 00:44:45.412]  Read the facts at InfoWarsLife.com about Winner's Sun vitamin D3.
[00:44:45.412 --> 00:44:50.978]  Not only does vitamin D3 promote a healthy mood, but vitamin D supports our memory and brain function.
[00:44:51.318 --> 00:44:53.460]  Something the globalists are targeting.
[00:44:53.460 --> 00:44:56.082]  Visit InfoWars.com today or call 888-253-3139.
[00:45:00.071 --> 00:45:08.797]  Hey, did you know that you can now preserve your own food for up to 25 years and still maintain its nutrition and flavor?
[00:45:08.797 --> 00:45:09.337]  That's right.
[00:45:09.337 --> 00:45:14.601]  Now's the time to build your own food storage with Harvest Rites freeze dryers.
[00:45:14.601 --> 00:45:21.286]  Go to infowarsstore.com to learn more and check out this innovative and smart technology that's easy to use.
[00:45:21.286 --> 00:45:28.531]  And let me tell you something, it is perfect for freeze drying fruits, vegetables, meats, dairy products, desserts, and entire meals.
[00:45:28.851 --> 00:45:29.091]  Woo!
[00:45:29.091 --> 00:45:30.132]  That's what I'm talking about.
[00:45:30.132 --> 00:45:38.855]  And when compared to traditional methods of preservation, like canning or dehydrating, you know, like what you get at the grocery store, there is no comparison.
[00:45:38.855 --> 00:45:48.459]  Harvest Right freeze dryers retain 97% of the food's taste, color, and nutritional value, and have a shelf life of up to 25 years.
[00:45:48.459 --> 00:45:51.900]  Now that's what I call the miracle of food preservation.
[00:45:51.900 --> 00:45:56.022]  Harvest Right is truly the world's best, most affordable freeze dryer.
[00:45:56.022 --> 00:45:56.862]  So what are you waiting for?
[00:45:57.082 --> 00:46:00.743]  Check it out right now at InfoWarsStore.com.
[00:46:00.743 --> 00:46:05.444]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[00:46:05.444 --> 00:46:15.867]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[00:46:16.767 --> 00:46:21.570]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[00:46:21.570 --> 00:46:29.974]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[00:46:29.974 --> 00:46:37.699]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[00:46:37.699 --> 00:46:39.640]  Wake up refreshed and take on the day.
[00:46:40.120 --> 00:46:48.062]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[00:46:48.062 --> 00:46:51.742]  Get the sleep you deserve and experience the power of knockout.
[00:46:51.742 --> 00:46:56.103]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[00:46:56.103 --> 00:47:02.905]  That's InfoWarsLife.com.
[00:47:02.905 --> 00:47:05.605]  You're listening to the Alex Jones Show.
[00:47:16.836 --> 00:47:19.338]  He aligns himself with the truth.
[00:47:19.338 --> 00:47:21.839]  And it's time for you to choose a side.
[00:47:21.839 --> 00:47:27.623]  You're listening to Alex Jones.
[00:47:27.623 --> 00:47:32.626]  Alright, you are tuned in to the most hated, demonized radio slash TV show in the world.
[00:47:32.626 --> 00:47:36.868]  That is by globalists, by pedophiles, by corrupt Islamist groups.
[00:47:36.868 --> 00:47:37.429]  You name it.
[00:47:37.429 --> 00:47:39.010]  Anti-free market groups.
[00:47:39.010 --> 00:47:39.690]  Communists.
[00:47:39.690 --> 00:47:40.931]  They don't like us.
[00:47:40.931 --> 00:47:41.832]  So, Sean Hannity.
[00:47:41.832 --> 00:47:45.274]  He's the number one guy in US media.
[00:47:46.591 --> 00:47:52.396]  And they demonize the living hell out of them, and Nielsen's been caught giving CNN double the ratings they deserve.
[00:47:52.396 --> 00:47:53.457]  They've been big scandals.
[00:47:53.457 --> 00:48:00.183]  So when you hear that Hannity, you know, has 2 million more viewers or whatever than CNN, it's far, far bigger than that, obviously.
[00:48:00.183 --> 00:48:04.607]  I mean, they had to pay airports and hotels to put CNN on.
[00:48:04.607 --> 00:48:05.668]  Leftists don't even watch it.
[00:48:05.668 --> 00:48:07.530]  It's beyond birdcage liner.
[00:48:07.530 --> 00:48:08.671]  It has no inherent value.
[00:48:10.282 --> 00:48:17.565]  But that said, just to hear Hannity, obviously, I guess maybe he knows his audience doesn't know this is going on, but like, could it be true?
[00:48:17.565 --> 00:48:18.746]  Could I be targeted?
[00:48:18.746 --> 00:48:26.949]  Gee, they just raided your lawyer, totally illegal, and then put out a bunch of private stuff that wasn't even bad on you.
[00:48:26.949 --> 00:48:28.050]  They want to destroy you.
[00:48:28.050 --> 00:48:29.291]  They've come after your sponsors.
[00:48:29.291 --> 00:48:33.612]  And listeners have to understand that anybody telling the truth, they're going after them.
[00:48:33.612 --> 00:48:38.335]  Now, Fox News, with the Murdoch sons and all of it, tried to be anti-Trump about a year ago.
[00:48:38.335 --> 00:48:38.975]  Remember, it failed.
[00:48:39.770 --> 00:48:42.072]  They tried to push a year and a half ago, Megyn Kelly.
[00:48:42.072 --> 00:48:45.874]  Boy, I tell you, they love her $67 million contract at NBC.
[00:48:45.874 --> 00:48:50.658]  She has the lowest ratings on television, which is a joke.
[00:48:50.658 --> 00:48:52.759]  People want common sense.
[00:48:52.759 --> 00:48:53.560]  They want the truth.
[00:48:53.560 --> 00:49:00.024]  And that's why the establishment tries to act like you got 14 heads if you listen to Sean Hannity.
[00:49:00.024 --> 00:49:03.767]  Then they lie about what Hannity's saying, just like they do me.
[00:49:05.145 --> 00:49:10.448]  To take it out of context, I talk about Hillary funding Muslims to kill people in the Arab Spring.
[00:49:10.448 --> 00:49:14.751]  They edit it on Fox, on Megyn Kelly, and say, I say, Hillary's killing kids in a basement.
[00:49:14.751 --> 00:49:16.232]  That video's online.
[00:49:16.232 --> 00:49:20.274]  Megyn Kelly caught editing video to lie about Alex Jones.
[00:49:20.274 --> 00:49:24.277]  The point is, they'll go to no ends to do this.
[00:49:24.277 --> 00:49:30.280]  But Hannity doubles down, I'm gonna play the whole clip now, and says, I'll never shut up, I'll never go away, I'll never surrender.
[00:49:30.280 --> 00:49:31.661]  And that's the attitude.
