[00:00:08.707 --> 00:00:12.432]  Infowars.com is tomorrow's news.
[00:23:17.137 --> 00:23:23.201]  Well she's a Hindi and you know she backs what she backs.
[00:23:23.301 --> 00:23:24.282]  She's very much a
[00:23:25.642 --> 00:23:29.947]  The kind of Democrat she is, you know, she's... But doesn't that just show you, though?
[00:23:29.967 --> 00:23:30.567]  See, that's what I'm saying.
[00:23:30.788 --> 00:23:33.811]  Doesn't that just show you the reaction from these people like Tulsi Gabbard?
[00:23:34.091 --> 00:23:36.914]  Well, this just shows we have to negotiate with North Korea.
[00:23:37.114 --> 00:23:39.457]  We need to... President Trump's the bad guy.
[00:23:39.497 --> 00:23:39.877]  Wait a second.
[00:23:40.117 --> 00:23:42.660]  President Trump is the one that was negotiating with North Korea.
[00:23:42.860 --> 00:23:46.144]  President Trump is the one that got North Korea to the table with South Korea.
[00:23:46.684 --> 00:23:48.365]  So that's what I'm saying.
[00:23:48.666 --> 00:23:50.467]  See, they project that it's them.
[00:23:50.867 --> 00:23:51.428]  That's what they do.
[00:23:51.768 --> 00:23:53.029]  They think that they can trick us.
[00:23:53.369 --> 00:23:55.891]  Oh, well, this is an innocent mistake.
[00:23:55.951 --> 00:23:56.871]  Someone pushed the wrong button.
[00:23:57.212 --> 00:23:58.352]  But this is Trump's fault.
[00:23:58.673 --> 00:24:00.594]  I mean, we need to use this to go after Trump.
[00:24:01.074 --> 00:24:02.616]  They were playing chicken.
[00:24:02.656 --> 00:24:07.519]  They were trying to start World War III.
[00:24:07.539 --> 00:24:10.962]  So you think that if a fair investigation... You think that that's the backlash here?
[00:24:11.002 --> 00:24:15.525]  You think that this is a deep state coup playing chicken with North Korea to try to start World War III?
[00:24:16.055 --> 00:24:18.198]  I think it's a Brian Schatz coup.
[00:24:18.438 --> 00:24:20.421]  I think it's a Tulsi Gabbard coup.
[00:24:20.701 --> 00:24:22.984]  I think it's a Maisie Hirono coup.
[00:24:23.946 --> 00:24:24.246]  Yeah.
[00:24:25.227 --> 00:24:25.768]  Yeah, man.
[00:24:25.808 --> 00:24:28.031]  You don't have to dig far in the deep state, man.
[00:24:28.051 --> 00:24:29.733]  Go look at the Hawaii Supreme Court.
[00:24:29.773 --> 00:24:31.876]  You go look at what they're doing right now, man.
[00:24:32.137 --> 00:24:33.679]  These people are in panic.
[00:24:34.764 --> 00:24:39.146]  These people are in absolute panic and they can't even sit at their jobs right now.
[00:24:39.206 --> 00:24:41.288]  Mayor Harry Kim, Hawaii County, man.
[00:24:41.648 --> 00:24:45.410]  I'm telling you, I've been sending letters to Alex Jones, you know?
[00:24:45.710 --> 00:24:47.031]  He knows what's going on.
[00:24:48.651 --> 00:24:50.652]  And I'm telling you, man, they were playing chicken.
[00:24:50.953 --> 00:24:55.135]  They were mad because Trump didn't push the button for them.
[00:24:57.389 --> 00:24:59.250]  And she came back and blamed Trump.
[00:24:59.290 --> 00:25:04.932]  And if you go back through and you take the timeline, man, these people are jerks, man.
[00:25:04.952 --> 00:25:06.693]  Stupid, idiot, jerks.
[00:25:08.133 --> 00:25:11.755]  Well, and there's certainly no supporters of President Trump and his agenda.
[00:25:12.015 --> 00:25:12.655]  Absolutely.
[00:25:12.835 --> 00:25:15.296]  And I think that you're... No, but no, they're not going to Gitmo, man.
[00:25:15.316 --> 00:25:17.957]  They're just a bunch of stupid, race-based idiots.
[00:25:18.497 --> 00:25:18.757]  All right.
[00:25:18.817 --> 00:25:20.438]  Great call from Marion Hawaii.
[00:25:20.498 --> 00:25:21.038]  Good stuff.
[00:25:21.118 --> 00:25:21.418]  Uh-huh.
[00:25:21.498 --> 00:25:22.419]  Erin, I love you.
[00:25:22.719 --> 00:25:23.139]  I love you.
[00:25:23.544 --> 00:25:24.305]  Thank you so much.
[00:25:24.365 --> 00:25:28.269]  Great caller there, Mary in Hawaii, talking about experiencing that alert.
[00:25:28.669 --> 00:25:33.053]  You know, it'll be interesting to find out if a lot of people in Hawaii feel the same way as her.
[00:25:33.233 --> 00:25:38.559]  And you could tell the passion and the lack of patience she has for the leadership down there
[00:25:39.159 --> 00:25:42.261]  That has gone fully liberal, but I don't even care.
[00:25:42.281 --> 00:25:42.921]  See, that's the thing to me.
[00:25:43.302 --> 00:25:46.804]  If you want to have different ideologies and different politics, that's fine.
[00:25:46.884 --> 00:25:47.544]  We need that.
[00:25:47.604 --> 00:25:56.570]  That's actually what keeps America free from becoming a tyranny, if you want to be perfectly honest, is that they've gone completely mental, and it's not about liberal ideologies.
[00:25:58.391 --> 00:25:59.952]  It's all about removing Trump.
[00:25:59.992 --> 00:26:02.714]  It's all about lying to the American public to make Trump look bad.
[00:26:02.974 --> 00:26:04.135]  It's not about policy.
[00:26:04.195 --> 00:26:05.296]  It's not about common sense.
[00:26:05.316 --> 00:26:06.997]  It's not even about reality for these people.
[00:26:08.695 --> 00:26:21.022]  100% full throttle, take Trump out no matter what, even if that means selling your soul out, even if that means having no integrity, even if that means treason, even if that means going against common sense, even if that means going against reality.
[00:26:22.463 --> 00:26:28.087]  And that's what Mary is talking about when she calls in and voices her disgust towards the leadership in Hawaii.
[00:26:28.287 --> 00:26:29.207]  Absolutely correct.
[00:26:29.227 --> 00:26:31.909]  Let's go to Gordon, also calling in from Hawaii.
[00:26:32.149 --> 00:26:33.110]  Go ahead, Gordon, you're on the air.
[00:26:34.144 --> 00:26:35.104]  Hey, how you doing?
[00:26:35.164 --> 00:26:39.025]  This is Gordon, and God bless you guys and all of the info warriors out there.
[00:26:39.365 --> 00:26:39.905]  Why, thank you.
[00:26:40.025 --> 00:26:40.385]  You too.
[00:26:42.126 --> 00:26:44.386]  Hey, yeah, yesterday morning was really crazy.
[00:26:45.326 --> 00:26:51.847]  My phone just started screaming, uh, emergency alert, and when I read it, I couldn't believe it.
[00:26:52.467 --> 00:26:53.908]  Did you, I mean, what was it like?
[00:26:53.948 --> 00:26:56.788]  Did you, did you, like, were you like, oh my gosh, this is it?
[00:26:56.888 --> 00:27:00.189]  Or did you kind of have like an instinctual gut reaction, like, wait a second, no.
[00:27:01.810 --> 00:27:05.133]  No, I did not think it was a false alarm.
[00:27:05.153 --> 00:27:07.414]  I was absolutely in shock.
[00:27:08.275 --> 00:27:10.056]  And I didn't get real scared.
[00:27:10.076 --> 00:27:11.458]  I kind of did, I guess.
[00:27:12.438 --> 00:27:14.100]  But I went over to the neighbor's house.
[00:27:14.160 --> 00:27:16.001]  She hadn't heard about it.
[00:27:16.101 --> 00:27:18.623]  And then, boom, her phone went off.
[00:27:19.784 --> 00:27:22.386]  And we started figuring out what we were going to do.
[00:27:22.506 --> 00:27:23.327]  She's pregnant.
[00:27:24.367 --> 00:27:31.413]  And we do have lava tubes around here that you can go into, because I live way out in the country here in Mountain View.
[00:27:32.062 --> 00:27:34.623]  So you were seeking shelter?
[00:27:34.663 --> 00:27:37.985]  And how long did it take y'all to realize that it wasn't the real deal?
[00:27:49.705 --> 00:27:55.490]  Well, after about 10-15 minutes, I already knew that's about how long it would take to get here that nothing happened.
[00:27:55.871 --> 00:27:56.451]  Wow.
[00:27:56.731 --> 00:27:57.132]  You know what?
[00:27:57.172 --> 00:27:58.353]  That's a great point.
[00:27:58.973 --> 00:28:03.958]  It took them longer to correct the false alarm than it would have for a missile to hit the island.
[00:28:05.059 --> 00:28:05.499]  Oh, yeah.
[00:28:05.819 --> 00:28:06.240]  Oh, yeah.
[00:28:06.340 --> 00:28:07.060]  Wow.
[00:28:07.341 --> 00:28:09.282]  You don't think that was... Let me ask you.
[00:28:09.302 --> 00:28:10.343]  Do you think that was intentional?
[00:28:11.724 --> 00:28:12.045]  Oh, yeah.
[00:28:12.525 --> 00:28:13.166]  Yeah.
[00:28:13.526 --> 00:28:14.547]  What about the entire thing?
[00:28:14.567 --> 00:28:15.468]  What about the false alarm?
[00:28:15.488 --> 00:28:16.589]  Do you believe that was intentional?
[00:28:18.789 --> 00:28:19.610]  Yes, I do.
[00:28:19.990 --> 00:28:23.652]  There's gotta be plenty of protocols so that some idiot can't just push a button.
[00:28:23.972 --> 00:28:25.433]  And we do have a lot of idiots here.
[00:28:25.453 --> 00:28:29.315]  I gotta tell ya, I can't tell ya how many NCR boneheads there are here.
[00:28:30.295 --> 00:28:34.438]  But, uh... No, there's plenty of protocols so this can't happen.
[00:28:34.458 --> 00:28:37.219]  This is a beta test to test people and their reactions.
[00:28:37.319 --> 00:28:38.500]  A lot of people freaked out.
[00:28:39.244 --> 00:28:41.205]  I could hear cars racing around.
[00:28:41.225 --> 00:28:41.645]  Wow.
[00:28:41.665 --> 00:28:43.045]  I just play out in the country.
[00:28:43.385 --> 00:28:43.885]  No sirens.
[00:28:43.925 --> 00:28:45.986]  Wow, this is why we're taking calls from Hawaii today.
[00:28:46.026 --> 00:28:47.126]  Great caller, Gordon.
[00:28:47.146 --> 00:28:50.947]  Yeah, it took them longer to correct the mistake than it would have a missile to get there.
[00:28:51.007 --> 00:28:52.968]  And were they testing the reaction of the public?
[00:28:53.008 --> 00:28:53.908]  Another great question.
[00:28:54.188 --> 00:28:55.508]  Alright, we'll be right back with more Your Calls.
[00:28:56.229 --> 00:29:01.010]  I have promoted and sold hundreds of great products in my 22 years on air.
[00:29:01.810 --> 00:29:05.151]  But this one right here is in the top three.
[00:29:05.572 --> 00:29:06.712]  Alexa Pure Breeze.
[00:29:07.012 --> 00:29:13.275]  You can buy filters similar to this one for $500 to $600 that are three-stage.
[00:29:15.015 --> 00:29:26.560]  Alexa Pure Breeze is $200, has a four-filter system, including ion, cluster, charcoal, and more.
[00:29:28.146 --> 00:29:34.320]  That is completely game-changing and costs less than half of leading competitors.
[00:29:35.242 --> 00:29:36.686]  And when you look at the specs...
[00:29:37.768 --> 00:29:38.669]  It's just amazing.
[00:29:38.789 --> 00:29:47.694]  When you first turn it on in a room, it's red, meaning it's picking up particulate, it's picking up pathogens, it's picking up gases, it's picking up toxins.
[00:29:48.094 --> 00:29:54.238]  And it might take 10 minutes, it might take an hour for it to turn pink, and then blue when it's picking nothing up.
[00:29:54.318 --> 00:29:55.338]  And these are so strong.
[00:29:55.699 --> 00:29:58.500]  In my home, if I sneeze 20 feet away,
[00:30:00.063 --> 00:30:02.724]  In a few seconds, it goes from blue to red.
[00:30:03.064 --> 00:30:04.445]  It's picking up that particular.
[00:30:04.985 --> 00:30:14.028]  That's what's so amazing about this unit is the sensors are so strong and the four filtration systems are so compact but so powerful.
[00:30:14.168 --> 00:30:17.530]  Could you spend way more and get something that maybe has a little bit better specs?
[00:30:17.610 --> 00:30:17.810]  Yes.
[00:30:18.450 --> 00:30:23.716]  But there are a lot of filters out there that are $500, $600, $700 that aren't even as good.
[00:30:23.996 --> 00:30:27.880]  And again, these can go six months to a year, depending on how dirty the environment is.
[00:30:28.341 --> 00:30:30.723]  The replacement filters are very, very inexpensive.
[00:30:31.224 --> 00:30:38.952]  Do yourself a favor and go to InfowarsStore.com today, read the specs for yourself, and then you have nothing to lose.
[00:30:39.372 --> 00:30:39.673]  Spend $200.
[00:30:40.914 --> 00:30:43.577]  Help us make $50 to fund our operation.
[00:30:43.938 --> 00:30:46.121]  Get an amazing unit in your home.
[00:30:46.401 --> 00:30:54.010]  I'm very confident that we're going to see you come back and order several more and then a few more for your office and then to give them as gifts as well.
[00:30:54.291 --> 00:30:57.454]  There are studies, and listen to me carefully, all over the world
[00:30:58.436 --> 00:31:11.703]  And depending on the study, it's between 7 and 12 years that the average person loses off their life expectancy living in a big city alone because of the toxins and the particulates.
[00:31:12.023 --> 00:31:14.404]  You then add all the pollen and the rest of it.
[00:31:15.404 --> 00:31:23.589]  It is not a luxury to have the Alexa Pure Breeze that is the best filtration system out there at the lowest price.
[00:31:24.709 --> 00:31:26.210]  It is essential.
[00:31:27.665 --> 00:31:35.311]  We are doing everything we can to mitigate the toxic environment that industrial society has created, so support the InfoWarp.
[00:31:35.751 --> 00:31:43.557]  Fund folks that are fighting the globalists and having success, and get a system that purifies and cleans the air for yourself and your family.
[00:31:43.838 --> 00:31:46.400]  It's the Alexa Pure Breeze at InfoWarpStore.com.
[00:31:46.640 --> 00:31:52.624]  We also have their full line of amazing gravity-fed filters as well, which are a huge home run, but this
[00:31:53.365 --> 00:31:55.746]  This is a grand slam.
[00:31:56.406 --> 00:32:00.667]  Maximize your potential and take your body back with Super Male Vitality.
[00:32:01.767 --> 00:32:06.208]  We're breaking the conditioning and fighting back against the globalist's war on male vitality.
[00:32:06.928 --> 00:32:15.110]  Our ultimate non-GMO formula is sourced from powerful organic herbs that have been gathered from around the world and then concentrated for maximum potency.
[00:32:16.261 --> 00:32:22.305]  Super Male Vitality was developed to activate your body's natural processes instead of using synthetic chemicals.
[00:32:23.005 --> 00:32:26.047]  Info Wars Life wants to bring you the highest quality products.
[00:32:27.307 --> 00:32:34.872]  Our unique combination of ingredients is designed to assist the body in regulating proper balance and creating superior vitality in males.
[00:32:36.347 --> 00:32:39.270]  Support your body and mind and take yourself to the next level.
[00:32:39.950 --> 00:32:42.512]  Boost your vitality and energize your life.
[00:32:43.713 --> 00:32:44.834]  Take control of your body.
[00:32:45.174 --> 00:32:49.418]  Grab a bottle of Super Male Vitality today at infowarslife.com.
[00:32:50.238 --> 00:32:52.580]  That's infowarslife.com.
[00:33:00.086 --> 00:33:02.748]  You're listening to The Alex Jones Show.
[00:33:08.294 --> 00:33:13.273]  From the front lines of the Information War, it's Alex Jones!
[00:33:15.222 --> 00:33:17.903]  Filling in for Alex Jones, Owen Troyer here on a Sunday.
[00:33:18.523 --> 00:33:20.123]  The big story over the weekend.
[00:33:20.523 --> 00:33:24.584]  False alarm goes out in Hawaii, says ballistic missile inbound.
[00:33:24.644 --> 00:33:25.704]  Seek shelter immediately.
[00:33:25.784 --> 00:33:28.345]  It takes them 30 minutes to correct this mistake.
[00:33:28.365 --> 00:33:31.286]  That's longer than it would have taken for the missile to actually hit ground.
[00:33:31.646 --> 00:33:35.206]  The FCC is launching an investigation into that.
[00:33:35.266 --> 00:33:39.127]  We are hearing from the people from Hawaii that had to experience it firsthand.
[00:33:39.147 --> 00:33:41.708]  Let's go right back out to the phone lines to Easton.
[00:33:42.088 --> 00:33:43.289]  Calling in from Hawaii.
[00:33:43.369 --> 00:33:45.269]  Easton, what was the experience like for you?
[00:33:46.870 --> 00:33:51.152]  Hey Owen, uh, it was, uh, I don't know.
[00:33:51.372 --> 00:33:52.313]  We had a long night.
[00:33:52.873 --> 00:33:55.054]  We were out with the boys the night before.
[00:33:56.434 --> 00:33:59.356]  And I had just been woken up by the missile alert.
[00:34:00.176 --> 00:34:00.456]  So.
[00:34:01.277 --> 00:34:03.878]  So you got woken up early in the morning by the alert.
[00:34:04.478 --> 00:34:05.979]  Yeah, it was exactly.
[00:34:06.039 --> 00:34:06.839]  It was like eight.
[00:34:07.339 --> 00:34:09.160]  And you're a little foggy from the night before.
[00:34:09.520 --> 00:34:10.501]  And then what are you thinking?
[00:34:11.983 --> 00:34:17.790]  And, um, well, I got my armor plates and, you know, my ammunition and everything ready to go.
[00:34:17.850 --> 00:34:21.114]  We had, you know, my boys are all calling me on the phone.
[00:34:21.655 --> 00:34:24.318]  Oh my God, it's goddamn Ragnarok.
[00:34:24.478 --> 00:34:25.339]  It's Armageddon.
[00:34:25.379 --> 00:34:26.281]  It's time.
[00:34:26.321 --> 00:34:26.841]  Game time.
[00:34:26.881 --> 00:34:28.063]  You know what I mean?
[00:34:28.123 --> 00:34:30.185]  All the soldiers are out there.
[00:34:30.325 --> 00:34:31.307]  All the Info Warriors.
[00:34:31.892 --> 00:34:32.312]  You know what I mean?
[00:34:32.352 --> 00:34:32.873]  Yes.
[00:34:32.893 --> 00:34:33.373]  Yes, sir.
[00:34:33.393 --> 00:34:34.214]  There are... There's a...
[00:34:52.842 --> 00:34:59.287]  A certain level of preparedness out here, definitely ex-military, some of our buddies from high school, that kind of thing.
[00:34:59.547 --> 00:35:00.808]  So what do you think this was?
[00:35:00.828 --> 00:35:04.871]  Do you think this was an innocent mistake or was this part of the deep state coup to make Trump look bad?
[00:35:06.058 --> 00:35:12.741]  For me, within minutes, I was on the, you know, on Google, looking for an InfoWars, you know.
[00:35:14.061 --> 00:35:16.302]  Right, and that's what Alex was saying in the video last night.
[00:35:16.342 --> 00:35:17.522]  Everybody was saying, why aren't you covering it?
[00:35:17.542 --> 00:35:18.143]  Why aren't you covering it?
[00:35:18.163 --> 00:35:19.123]  So he did the live broadcast.
[00:35:19.143 --> 00:35:22.844]  But I want to ask you, Easton, do you think that this was part of the deep state?
[00:35:23.204 --> 00:35:26.446]  Do you think this was part of a deep state coup to make Trump look bad?
[00:35:26.486 --> 00:35:27.606]  Or was this an innocent mistake?
[00:35:28.586 --> 00:35:32.228]  Well, the way that they portrayed it on the news, when
[00:35:33.856 --> 00:35:52.842]  I don't know exactly what he runs, but the guy, Vern Miyagi, came on and took responsibility for his section of the state department or whatever who's running this, was responsible for pressing the wrong button.
[00:35:53.322 --> 00:35:53.802]  And they say,
[00:35:55.049 --> 00:36:08.796]  It was a non-redundant system, which means you don't need two people to... Yeah, and our sources are telling us that that's a bunch of BS, but should that even be the case, he should be fired and investigated immediately.
[00:36:09.924 --> 00:36:10.485]  Immediately.
[00:36:10.765 --> 00:36:11.205]  Immediately.
[00:36:11.285 --> 00:36:11.706]  Somebody.
[00:36:11.786 --> 00:36:15.009]  Because people were sending their kids down the storm drains.
[00:36:15.470 --> 00:36:20.415]  People were flying it down the highway to go collect their kids from practice as well.
[00:36:20.435 --> 00:36:21.295]  I can't even imagine.
[00:36:21.336 --> 00:36:22.637]  I mean, you talk about fake news.
[00:36:23.077 --> 00:36:24.959]  I mean, this is the antithesis.
[00:36:26.280 --> 00:36:26.581]  Yeah.
[00:36:28.322 --> 00:36:30.945]  My mom was ready to load all the food in the car.
[00:36:31.566 --> 00:36:33.628]  My boys are calling me saying I loaded all my
[00:36:34.568 --> 00:36:49.577]  I loaded all my crap in the car already, in the truck, all the, you know... So this is another example, so you agree that this was a conscious effort for whatever the thought process was to make Trump look bad, this was not a mistake?
[00:36:49.757 --> 00:36:53.279]  Yes, this was definitely something to make the country look weak.
[00:36:54.033 --> 00:36:55.814]  Make the country look unorganized?
[00:36:55.874 --> 00:36:57.815]  Try to make the country scared?
[00:36:58.035 --> 00:36:59.095]  Like it's all Trump's fault?
[00:36:59.135 --> 00:36:59.875]  Yeah, absolutely.
[00:36:59.915 --> 00:37:00.656]  I completely agree.
[00:37:00.676 --> 00:37:01.576]  Thank you for the call, Easton.
[00:37:01.596 --> 00:37:03.077]  Let's keep it in Hawaii.
[00:37:03.097 --> 00:37:06.198]  We're taking callers from Hawaii on the false alarm fake news.
[00:37:06.238 --> 00:37:08.419]  Let's go to Ed calling in from Hawaii.
[00:37:08.599 --> 00:37:09.639]  Ed, what do you think?
[00:37:09.679 --> 00:37:12.000]  Was this part of a deep state coup against President Trump?
[00:37:13.441 --> 00:37:14.801]  Absolutely, Owen.
[00:37:15.242 --> 00:37:16.862]  Absolutely.
[00:37:18.083 --> 00:37:23.785]  I do think that they basically... So first of all, there's multiple redundancies.
[00:37:25.004 --> 00:37:27.085]  When they're stating that there isn't, it's nonsense.
[00:37:27.105 --> 00:37:31.527]  When I first saw the excuse that they pressed the wrong button, I actually thumped for laughing.
[00:37:31.967 --> 00:37:35.029]  I put out a bunch of tweets just talking about how ridiculous that was.
[00:37:35.729 --> 00:37:40.391]  And clearly... Yeah, isn't that amazing that they think that the public is so stupid that they would fall for that?
[00:37:41.571 --> 00:37:43.592]  Yeah, but no, they actually... Well, they actually do.
[00:37:43.852 --> 00:37:46.153]  Oh, there's just a... It was just a button.
[00:37:46.353 --> 00:37:47.714]  We just hit the wrong button.
[00:37:48.254 --> 00:37:49.075]  Oh, okay.
[00:37:50.595 --> 00:37:51.516]  No.
[00:37:51.696 --> 00:37:55.359]  The response from social media was actually outstanding.
[00:37:55.419 --> 00:37:59.202]  I'm very proud of people on social media for realizing how ridiculous the excuse was.
[00:37:59.222 --> 00:37:59.823]  Yeah, you know what?
[00:37:59.903 --> 00:38:00.483]  Exactly.
[00:38:00.683 --> 00:38:01.464]  Exactly, Ed.
[00:38:01.744 --> 00:38:04.567]  You're not pulling the wool over America's eyes anymore.
[00:38:04.627 --> 00:38:06.688]  The deep state is exposing themselves, man.
[00:38:06.708 --> 00:38:08.830]  They are going full throttle.
[00:38:08.850 --> 00:38:10.692]  They don't even care if they do.
[00:38:10.712 --> 00:38:11.612]  It's so obvious.
[00:38:11.652 --> 00:38:16.216]  They don't even care if they're so obvious in their coup against Trump, in their fake news.
[00:38:16.716 --> 00:38:18.258]  I mean, this is unbelievable.
[00:38:19.443 --> 00:38:31.271]  Now, the person that they're going to trot out, the civil employee they're going to trot out as the person who, quote-unquote, pushed the button, is who's going to potentially comp to this lie.
[00:38:31.591 --> 00:38:38.016]  We need to investigate his bank account, potential offshore bank account, because that's where we are in our country right now.
[00:38:38.056 --> 00:38:40.317]  Yeah, and that's not the FCC's purview.
[00:38:40.377 --> 00:38:44.140]  So the FCC can do their investigation, but I don't see how the FCC gets bank account records.
[00:38:44.997 --> 00:38:45.577]  No, they won't.
[00:38:45.778 --> 00:38:55.664]  So what we need is we need 8chan and 4chan to focus like a laser beam on the supposed button pusher and find out everything that we can from public records about this person.
[00:38:55.684 --> 00:38:57.085]  This is where we are in our country.
[00:38:57.385 --> 00:39:00.107]  Whenever a path is put forth, you must investigate.
[00:39:00.347 --> 00:39:01.127]  Isn't that amazing?
[00:39:01.167 --> 00:39:04.628]  Just like the Vegas shooting that we're going to be covering more in the second hour today.
[00:39:04.688 --> 00:39:07.969]  Laura Loomer is going to be joining me to talk about the recent developments there.
[00:39:08.389 --> 00:39:12.350]  Yeah, just like the Las Vegas shooting where the FBI gives us nothing!
[00:39:12.790 --> 00:39:14.410]  Gives us nothing!
[00:39:14.991 --> 00:39:19.612]  If it wasn't for independent researchers on the internet, we wouldn't know anything about Steven Paddock.
[00:39:20.012 --> 00:39:27.594]  In fact, independent researchers on the internet forced the police and the FBI to change their narrative, including Laura Loomer.
[00:39:27.634 --> 00:39:28.994]  So we're going to be talking about that later.
[00:39:29.963 --> 00:39:31.484]  So, but it's the same thing with this deal.
[00:39:32.224 --> 00:39:34.805]  Oh, we just had someone push the button.
[00:39:35.325 --> 00:39:36.505]  Oh, just believe that.
[00:39:36.785 --> 00:39:38.486]  Uh, no, we're not idiots.
[00:39:38.566 --> 00:39:39.186]  That's a lie.
[00:39:39.526 --> 00:39:42.027]  Okay, well, here's our sacrificial lamb.
[00:39:42.267 --> 00:39:43.508]  Here's the guy to blame.
[00:39:43.788 --> 00:39:46.069]  Let's get a, the FCC will investigate that.
[00:39:46.109 --> 00:39:47.469]  Well, let's get the FCC.
[00:39:47.689 --> 00:39:48.609]  Let's get the CIA.
[00:39:48.749 --> 00:39:49.790]  Let's get the FBI.
[00:39:49.990 --> 00:39:51.110]  Let's get the IRS.
[00:39:51.290 --> 00:39:52.771]  I mean, let's figure out what was really behind this.
[00:39:53.806 --> 00:39:54.607]  Absolutely, Owen.
[00:39:54.667 --> 00:40:12.021]  And I want to make a shout-out to all Hawaiian residents that I actually, in all honesty, did not react at all to the alarm, because I had already looked into—I live on Maui, so I looked into the effects of a bomb blast in Honolulu or, you know, Pearl Harbor, because that's the military target.
[00:40:12.221 --> 00:40:13.622]  There's no targets on Maui.
[00:40:13.642 --> 00:40:20.848]  And there's actually a website that you can go and see what the blast radius of the biggest bomb known to man.
[00:40:20.908 --> 00:40:22.630]  It's called the Russian Tsar Bomb.
[00:40:23.371 --> 00:40:26.055]  Maui's 119 miles away from Honolulu.
[00:40:26.115 --> 00:40:27.237]  It wouldn't even come close.
[00:40:27.337 --> 00:40:29.381]  Even if this was real, I didn't react.
[00:40:29.441 --> 00:40:31.404]  I finished eating my breakfast in the restaurant.
[00:40:33.677 --> 00:40:44.701]  Yeah, and I also believe, too, that you just have a gut instinct when you see something like that.
[00:40:44.741 --> 00:40:46.741]  Your gut... I mean, if there was a... I don't know.
[00:40:46.801 --> 00:40:50.542]  I mean, I believe that there is an extra spiritual, metaphysical thing.
[00:40:50.562 --> 00:40:54.904]  I mean, if there was actually a missile coming down on you, you would feel it in your gut.
[00:40:54.944 --> 00:40:56.364]  I mean, I really do believe that.
[00:40:57.307 --> 00:40:58.388]  I didn't feel it at all, Owen.
[00:40:58.448 --> 00:41:08.292]  I mean, with the knowledge of the fact that I knew the bomb radius wouldn't come anywhere close to Maui, you know, to be quite honest, I didn't believe it was actually a real threat.
[00:41:08.452 --> 00:41:13.594]  And I just want to be clear, I'm not in no way, shape, or form, am I, trying to insult someone that was freaking out.
[00:41:13.714 --> 00:41:20.917]  Because, trust me, I mean, you get that alert on your phone, you got a family, you got kids, you know, I mean, you know, absolutely you have every right to freak out.
[00:41:20.937 --> 00:41:21.678]  That's not what I'm saying.
[00:41:22.598 --> 00:41:30.002]  I don't know, I just really feel like I'm in tune with the force right now, if you will, and I think that most Americans are now getting in tune with that, and they would feel it.
[00:41:30.202 --> 00:41:31.343]  I mean, you know, you would feel that.
[00:41:32.343 --> 00:41:38.926]  Yeah, Owen, I'm a very high informational person, so, like yourself, if you were here with me, you wouldn't have freaked out either.
[00:41:38.986 --> 00:41:40.007]  Hey, let me ask you a question.
[00:41:40.027 --> 00:41:42.968]  The crew is actually wondering this, and this is a good question because I haven't heard it addressed.
[00:41:43.168 --> 00:41:47.771]  Were there actually sounds of alarms going off, like bomb raid sirens going off?
[00:41:48.857 --> 00:41:49.798]  Nope, nope.
[00:41:49.838 --> 00:41:51.699]  There were no raid sirens at all.
[00:41:52.059 --> 00:41:53.900]  In fact, Maui has a system.
[00:41:53.920 --> 00:41:56.001]  They test it the first of every month.
[00:41:56.121 --> 00:42:00.263]  I hear the sirens at noon, the first of every month.
[00:42:00.343 --> 00:42:01.023]  No sirens.
[00:42:01.103 --> 00:42:01.904]  Nothing went off here.
[00:42:02.659 --> 00:42:02.959]  Wow.
[00:42:03.859 --> 00:42:13.723]  So that means that that's probably a separation of communication there between whoever has those sirens, their hand on that button if you will, and then the button on the emergency alert system.
[00:42:14.083 --> 00:42:15.483]  So obviously they weren't coordinated.
[00:42:15.543 --> 00:42:23.125]  So this was clearly to me, and all of our callers from Hawaii would agree, this is a deep state coup against President Trump.
[00:42:23.266 --> 00:42:25.726]  Our sources were telling Alex Jones the same thing last night.
[00:42:25.766 --> 00:42:27.627]  He did a live broadcast on the Alex Jones Channel.
[00:42:27.987 --> 00:42:32.390]  This is just yet another attempt of the deep state coup against President Trump to make him look bad.
[00:42:32.690 --> 00:42:36.533]  In fact, guys, can you pull up the official emergency alert real quick before break?
[00:42:37.414 --> 00:42:38.294]  I've lost my clock here.
[00:42:38.314 --> 00:42:38.815]  You blocked it out.
[00:42:38.855 --> 00:42:41.557]  But I want to try to see this one more time before break.
[00:42:42.137 --> 00:42:44.339]  Did the emergency alert even say North Korea in it?
[00:42:46.540 --> 00:42:47.061]  You guys have it?
[00:42:47.561 --> 00:42:48.562]  It didn't say North Korea.
[00:42:48.582 --> 00:42:50.423]  See, to me, that was also intentional.
[00:42:50.823 --> 00:42:55.647]  Leave out North Korea because you put North Korea and people might not take it as seriously because North Korea is a joke.
[00:42:56.980 --> 00:42:59.822]  Trace in New Jersey wants to talk about vaccines.
[00:42:59.862 --> 00:43:00.422]  Go ahead, Trace.
[00:43:00.923 --> 00:43:06.046]  First off, I wanted to start off with saying I've been waiting hours to talk to you, my man.
[00:43:06.086 --> 00:43:08.547]  You're one of my most favorite hosts.
[00:43:08.707 --> 00:43:15.652]  Second, I'd like to say Super Blue, Survival Shield, the Skelton Defense Pack,
