[00:00:16.879 --> 00:00:18.985]  The Alex Jones Show.
[01:07:07.786 --> 01:07:10.308]  And so other people can park cars however they want.
[01:07:10.308 --> 01:07:12.310]  It's like white glove inspection.
[01:07:12.310 --> 01:07:13.210]  Anything's wrong.
[01:07:13.210 --> 01:07:14.932]  Trash cans aren't in in five minutes.
[01:07:14.932 --> 01:07:16.373]  Fines!
[01:07:16.373 --> 01:07:18.155]  And the pleasure these people have
[01:07:19.420 --> 01:07:20.041]  It's unbelievable!
[01:07:35.540 --> 01:07:38.942]  Bolsonaro wins in Brazil, as Merkel's out of power in Germany.
[01:07:38.942 --> 01:07:42.824]  She's still Chancellor, but her party's out of power in Parliament.
[01:07:42.824 --> 01:07:44.264]  That's how that works, so there's another election.
[01:07:44.264 --> 01:07:46.045]  She should resign, but she hasn't.
[01:07:46.045 --> 01:07:50.147]  And just everywhere, nationalism's exploding, capitalism's being promoted.
[01:07:50.147 --> 01:07:59.152]  What are they going to do as they reach the... I mean, I asked him two years ago, what's the peak of SJW insanity?
[01:07:59.152 --> 01:08:01.173]  He said, oh, I think it's going to get far worse.
[01:08:01.173 --> 01:08:02.594]  So let's first get back into
[01:08:03.755 --> 01:08:07.339]  You're your neighbors wanting you out because they're such wonderful top.
[01:08:07.339 --> 01:08:14.766]  They want unwashed felons, smuggling children, firebombing Mexican police to marching and everything free.
[01:08:14.766 --> 01:08:24.917]  But you in America, the founder of Vice, so many other, you know, comedian movies, you aren't allowed to be Americana and think that, you know, men can be men.
[01:08:24.917 --> 01:08:25.858]  You're a bad person.
[01:08:27.170 --> 01:08:32.833]  Well, someone makes up a narrative, and they don't have to do any research or have any basis to it.
[01:08:32.833 --> 01:08:39.297]  The Southern Poverty Law Center will say you're part of a hate group or you advocate for hate, and no one goes, really?
[01:08:39.297 --> 01:08:40.097]  That sounds unusual.
[01:08:40.097 --> 01:08:41.598]  They just go, oh, that's a given.
[01:08:41.598 --> 01:08:46.741]  You're a professional hate guy, and you spread hate across the land.
[01:08:46.741 --> 01:08:52.764]  And then that allegation, people go, okay, so now that that's a given, that this person is a Nazi and he just loves hate,
[01:08:53.451 --> 01:08:54.473]  I have to get rid of him.
[01:08:54.473 --> 01:08:55.956]  It's like killing Hitler in his crib.
[01:08:55.956 --> 01:08:58.200]  I have to prevent World War 4.
[01:08:58.200 --> 01:09:03.089]  And you think, if I was a high school teacher and someone submitted that as an essay, I would just write F!
[01:09:04.389 --> 01:09:05.930]  You didn't do any of your homework!
[01:09:05.930 --> 01:09:08.492]  You just assumed that you got Mengele on the line?
[01:09:08.492 --> 01:09:10.273]  No, you don't, dummy!
[01:09:10.273 --> 01:09:12.014]  Have you even talked to the person?
[01:09:12.014 --> 01:09:15.636]  No, I never spoke to him because I don't want to give hate a platform.
[01:09:15.636 --> 01:09:19.418]  Yeah, but how do you know that he's about hate if you've never spoken to him?
[01:09:19.418 --> 01:09:27.243]  Well, I saw an edited video with everything taken out of context with just little snippets of quotes without any background to each quote.
[01:09:27.856 --> 01:09:30.438]  Yeah, that doesn't count as homework.
[01:09:30.438 --> 01:09:33.320]  That's called a collage.
[01:09:33.320 --> 01:09:42.067]  Basically, every time they present research, it's like those kidnapping letters, where each letter comes from a different part of the magazine.
[01:09:42.067 --> 01:09:43.088]  It's word salad.
[01:09:43.088 --> 01:09:43.789]  It's word salad.
[01:09:44.594 --> 01:09:45.534]  It's word salad.
[01:09:45.534 --> 01:09:50.735]  It's like when, on Howard Stern, when they have them say things like, My name is Bill O'Reilly.
[01:09:50.735 --> 01:09:51.836]  I am gay.
[01:09:51.836 --> 01:09:52.996]  And you go, See?
[01:09:52.996 --> 01:09:54.596]  He's just said he's gay.
[01:09:54.596 --> 01:09:57.157]  No, that's not what he said at all.
[01:09:57.157 --> 01:09:58.677]  Like, look at Megyn Kelly.
[01:09:58.677 --> 01:10:05.579]  She said, she said that when I was a kid, people would wear blackface and no one had a problem with it if the person was dressing up as a thing.
[01:10:05.579 --> 01:10:07.719]  She didn't even say whether it was good or bad.
[01:10:07.719 --> 01:10:10.500]  She just said, this was the culture when I was a kid.
[01:10:10.500 --> 01:10:10.820]  Boom!
[01:10:11.560 --> 01:10:12.081]  Fired.
[01:10:12.081 --> 01:10:13.462]  You like blackface.
[01:10:13.462 --> 01:10:13.702]  What?
[01:10:13.702 --> 01:10:14.122]  I'm sorry.
[01:10:14.122 --> 01:10:14.463]  I'm sorry.
[01:10:14.463 --> 01:10:15.023]  Nope.
[01:10:15.023 --> 01:10:16.284]  Apologies aren't good enough.
[01:10:16.284 --> 01:10:19.647]  Rot in hell.
[01:10:19.647 --> 01:10:24.130]  And I love how those that grovel to it get destroyed the most.
[01:10:24.130 --> 01:10:26.252]  Oh, remember that guy?
[01:10:26.252 --> 01:10:27.533]  Forget his name.
[01:10:27.533 --> 01:10:29.914]  Brett Eisner or something.
[01:10:29.914 --> 01:10:31.696]  He did the movie Hightower.
[01:10:31.696 --> 01:10:32.516]  He was a producer.
[01:10:32.516 --> 01:10:33.037]  Brett Ratner.
[01:10:33.750 --> 01:10:38.392]  And, uh, he was drunk at a Q&A, and, uh, they said, do you guys rehearse at all?
[01:10:38.392 --> 01:10:39.692]  And he used a bad word.
[01:10:39.692 --> 01:10:45.895]  He said, uh, rehearsal is for, and then he used the F-A-G word for homosexuals.
[01:10:45.895 --> 01:10:48.856]  And, uh, he just said rehearse, uh, rehearsal is for that, that word.
[01:10:48.856 --> 01:10:50.877]  Uh, just a dumb quip, right?
[01:10:51.440 --> 01:10:52.642]  He apologized.
[01:10:52.642 --> 01:10:53.943]  They said it wasn't good enough.
[01:10:53.943 --> 01:11:03.516]  He did an apology tour of America where he would go to different cities and apologize to various communities around the country.
[01:11:03.516 --> 01:11:06.080]  And he was... I don't like that guy and I'm not advocating that quote.
[01:11:06.500 --> 01:11:10.483]  But that was still not good enough for them, because it's not about the truth.
[01:11:10.483 --> 01:11:13.665]  They don't want to say, hey Megyn Kelly, you screwed up, apologize.
[01:11:13.665 --> 01:11:14.506]  They want power.
[01:11:14.506 --> 01:11:15.847]  They want to be able to crush you.
[01:11:15.847 --> 01:11:23.652]  And if they can make up a story, or they can make you uncomfortable in your community, they can get you fired, they can kick you off social media, that's power.
[01:11:23.652 --> 01:11:24.913]  That's all they really care about.
[01:11:24.913 --> 01:11:25.093]  I agree.
[01:11:25.093 --> 01:11:27.275]  So what about the parallax view, though?
[01:11:27.275 --> 01:11:33.139]  They don't understand that when they crush us, it only makes us mythical creatures at the level we're at.
[01:11:33.139 --> 01:11:34.260]  I feel sorry for the average
[01:11:35.140 --> 01:11:42.926]  The guy that owns an auto body shop or the average lady that owns a medical lab or something or just a school teacher.
[01:11:42.926 --> 01:11:45.648]  They go out and say they like Trump on Twitter or Facebook.
[01:11:45.648 --> 01:11:48.030]  They get fired from the school they work at.
[01:11:48.030 --> 01:11:58.238]  That's the real fascism saying, oh, you've been refused even though you have a 3.9 grade point average because you liked Donald Trump on Twitter.
[01:11:58.238 --> 01:12:00.320]  That's the clear and present danger.
[01:12:00.320 --> 01:12:01.921]  These are real authoritarians.
[01:12:03.041 --> 01:12:04.862]  It's a form of terrorism.
[01:12:04.862 --> 01:12:15.269]  You know, I don't want to trivialize victims of actual attacks who were killed, but this sort of mental trauma, getting people fired, getting them ostracized... Hold on, let me, don't apologize.
[01:12:15.269 --> 01:12:27.257]  The definition of terrorism in Merriam-Webster's dictionary, and the classic one is, using violence or threats of violence or economic harm or other forms of harassment to get a political or economic goal.
[01:12:27.257 --> 01:12:32.781]  So when they're trying to deplatform you, bankrupt you, ruin your life, kick you out of your house, that's terrorism, sir.
[01:12:33.802 --> 01:12:42.009]  Every Trump supporter in the on the on the east and west coast and in cities like Madison, Berkeley, any kind of liberal town.
[01:12:42.009 --> 01:12:43.991]  He has lost family connections.
[01:12:43.991 --> 01:12:45.813]  They are uninvited to Thanksgiving.
[01:12:45.813 --> 01:12:48.435]  They lose their aunts and uncles, their cousins, siblings.
[01:12:49.045 --> 01:12:52.428]  Aren't speaking because of this divisive attitude.
[01:12:52.428 --> 01:12:56.172]  And the irony of it all is they claim they're about inclusion.
[01:12:56.172 --> 01:13:06.823]  This one woman who was trying to get me to move from this community said I'm having a vigil in front of your house to tell you that hate has no home here and it's about inclusion.
[01:13:06.823 --> 01:13:12.689]  So under the auspices, under the guise of inclusion, you're trying to get me kicked out of my house?
[01:13:13.289 --> 01:13:15.571]  That's, you need to buy a dictionary lady.
[01:13:15.571 --> 01:13:17.332]  That's not what inclusion means.
[01:13:17.332 --> 01:13:21.734]  It's okay if in a family of five, one of them likes Trump.
[01:13:21.734 --> 01:13:22.935]  And you know what my wife did?
[01:13:22.935 --> 01:13:25.397]  She went over to this woman's house with the kids.
[01:13:25.397 --> 01:13:29.959]  And my five-year-old was holding his teddy bear and my wife said, why are you terrorizing my family?
[01:13:29.959 --> 01:13:32.161]  Why do you want my children to be less safe?
[01:13:32.161 --> 01:13:33.782]  I get death threats all the time.
[01:13:33.782 --> 01:13:37.924]  When you bring my whole family into this, now they are part of the death threats.
[01:13:37.924 --> 01:13:42.047]  And the woman called the cops and said that I brought four people over to threaten her.
[01:13:42.688 --> 01:13:44.349]  Well, uh, no.
[01:13:44.349 --> 01:13:47.712]  The people you're talking about are little kids.
[01:13:47.712 --> 01:13:48.893]  Well, that's the next level.
[01:13:48.893 --> 01:13:52.876]  Everything they lie, the left has gone into psychotic lying.
[01:13:52.876 --> 01:13:53.997]  Like, it's ridiculous.
[01:13:53.997 --> 01:14:06.627]  Like, they'll be on the news and say white people are inherently evil, Don Lemon, and then say that Trump's a racist, or they'll say Trump hates Jews, and then the next program is how mean Israel is to Palestinians.
[01:14:06.627 --> 01:14:08.409]  None of it even matches up anymore.
[01:14:08.409 --> 01:14:09.569]  It's just craziness.
[01:14:10.410 --> 01:14:12.672]  That's why they hate debate.
[01:14:12.672 --> 01:14:13.893]  We're talk show hosts.
[01:14:13.893 --> 01:14:15.574]  I'm a talk show host.
[01:14:15.574 --> 01:14:18.216]  I would kill to get any of these people on my show.
[01:14:18.216 --> 01:14:22.920]  Getting a liberal on a conservative show is like trying to feed a squirrel in the park.
[01:14:22.920 --> 01:14:25.122]  How does Tucker Carlson do it?
[01:14:25.122 --> 01:14:27.384]  It's like getting a little bird to land in your hand and feed him.
[01:14:27.384 --> 01:14:28.985]  How on earth is Tucker able to do it?
[01:14:28.985 --> 01:14:32.167]  Because that's pure gold for us and they won't do it.
[01:14:32.167 --> 01:14:33.368]  How does he do it?
[01:14:33.368 --> 01:14:34.029]  I asked him that.
[01:14:34.753 --> 01:14:37.354]  And he said it's very, very hard.
[01:14:37.354 --> 01:14:41.695]  Tucker has an entire team that are on the phones pleading.
[01:14:41.695 --> 01:14:43.396]  I assume they offer them money.
[01:14:43.396 --> 01:14:47.518]  And they say, you know, it'll be on your terms, you can hang up, whatever, blah, blah, blah.
[01:14:47.518 --> 01:14:52.159]  I don't know exactly the wording they use, but they'll eventually... Because Tucker's a good debater.
[01:14:52.159 --> 01:14:54.980]  I mean, I wouldn't be afraid to debate him, but it would be a challenge.
[01:14:54.980 --> 01:14:57.121]  And he has these idiots on, he just destroys them.
[01:14:58.206 --> 01:15:01.630]  Yeah, and I guess they're arrogant enough to think they're gonna beat him.
[01:15:01.630 --> 01:15:06.795]  I mean, he has that bald guy on again and again and again because that's the only guy that will talk to him.
[01:15:06.795 --> 01:15:09.377]  And he probably knows that guy from back in CNN days.
[01:15:09.377 --> 01:15:12.921]  But the left doesn't want to debate because they don't want truth.
[01:15:12.921 --> 01:15:13.502]  They don't want
[01:15:14.122 --> 01:15:14.683]  Harmony.
[01:15:14.683 --> 01:15:16.305]  They don't want unity.
[01:15:16.305 --> 01:15:22.573]  They want us to be ostracized so Trump is pushed out and they can regain the power.
[01:15:22.573 --> 01:15:24.215]  This isn't about coming together.
[01:15:24.215 --> 01:15:26.357]  This is socialist, communist mentality.
[01:15:26.357 --> 01:15:29.861]  It's about total control and shutting down opposition and creating a one-party dictatorship.
[01:15:30.422 --> 01:15:36.283]  Which might work in a few places where you like already had serfs and then this commies come in like Russia.
[01:15:36.283 --> 01:15:38.104]  It isn't going to work here.
[01:15:38.104 --> 01:15:44.365]  Don't they understand that it is going to cause the opposite reaction but don't interrupt your enemy while they're destroying themselves.
[01:15:44.365 --> 01:15:46.626]  I think it was Von Bismarck said that.
[01:15:46.626 --> 01:15:54.108]  We'll be right back with Gavin McGinnis to talk about the election, to talk about so many other big things and I'll play that Don Lemon clip straight ahead.
[01:15:57.270 --> 01:16:03.614]  The United States of Empire is a book that claims the United States is the empire of the world.
[01:16:03.614 --> 01:16:06.656]  George Washington had warned us against foreign wars.
[01:16:06.656 --> 01:16:12.580]  The United States of Empire shows that World Wars I and II left England broken.
[01:16:12.580 --> 01:16:16.363]  Its former colony, the U.S., had to save the empire.
[01:16:16.363 --> 01:16:17.644]  Was there ever a vote?
[01:16:17.644 --> 01:16:18.985]  Who do we fight for?
[01:16:18.985 --> 01:16:25.189]  The deep state began with World War I. The United States of Empire by James Dunn.
[01:16:25.189 --> 01:16:26.610]  Available at Amazon Books.
[01:16:27.250 --> 01:16:34.034]  Water is the single most important thing your body needs, so you want to be sure it's the best for you and your family.
[01:16:34.034 --> 01:16:38.296]  Since 2005, thousands have depended on Berkey Purified Water.
[01:16:38.296 --> 01:16:42.918]  The Berkey guy provides the lowest price filtration systems in every size.
[01:16:42.918 --> 01:16:48.481]  For incredibly delicious water now and in an emergency, get to GoBerkey.com or call 877-886-3653.
[01:16:48.481 --> 01:16:48.622]  877-886-3653.
[01:16:48.622 --> 01:16:48.962]  GoBerkey.com.
[01:16:57.146 --> 01:17:01.009]  Most of you know that heart disease is the number one silent killer in the U.S.
[01:17:01.009 --> 01:17:05.992]  What if I told you for just $54.95 a month you could fight against heart disease naturally?
[01:17:05.992 --> 01:17:10.815]  At Heart and Body Extract, we've been helping thousands of people get back to a healthier heart.
[01:17:10.815 --> 01:17:12.176]  Don't just take my word for it.
[01:17:12.176 --> 01:17:15.939]  Check out all of the success stories at HBExtract.com.
[01:17:15.939 --> 01:17:16.939]  Or to order, call 866-295-5305.
[01:17:16.939 --> 01:17:17.300]  That's 866-295-5305.
[01:17:17.300 --> 01:17:17.860]  HBExtract.com.
[01:17:17.860 --> 01:17:20.162]  Don't risk it when you can take charge of it.
[01:17:27.226 --> 01:17:29.387]  You've heard the phrase, you are what you eat?
[01:17:29.387 --> 01:17:30.187]  Not true.
[01:17:30.187 --> 01:17:32.028]  Actually, you are what you can absorb.
[01:17:32.028 --> 01:17:36.030]  So if the vitamins and supplements you now take are not being absorbed, what good are they?
[01:17:36.030 --> 01:17:43.493]  Introducing Protovite, a proprietary liquid system that allows premium quality nutrients to positively affect the blood in an astonishing 5 minutes.
[01:17:43.493 --> 01:17:47.475]  Watch our amazing 2-minute live blood cell video at TrueHealthFacts.com.
[01:17:47.475 --> 01:17:49.356]  That's TrueHealthFacts.com.
[01:17:49.356 --> 01:17:49.876]  Then call 502-410-3411.
[01:17:49.876 --> 01:17:52.237]  Protovite is nutrition you can feel.
[01:17:52.237 --> 01:17:53.618]  Protovite is nutrition that gets in.
[01:17:59.099 --> 01:18:03.823]  You deserve a deep restful sleep with Knockout by InfoWars Life.
[01:18:03.823 --> 01:18:14.251]  Our organic formula is made from high quality natural ingredients such as valerian root extract, L-tryptophan, lemon balm leaf extract, and melatonin.
[01:18:15.132 --> 01:18:19.935]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[01:18:19.935 --> 01:18:28.319]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[01:18:28.319 --> 01:18:36.064]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[01:18:36.064 --> 01:18:38.005]  Wake up refreshed and take on the day.
[01:18:38.485 --> 01:18:46.431]  InfoWarsLife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[01:18:46.431 --> 01:18:50.114]  Get the sleep you deserve and experience the power of knockout.
[01:18:50.114 --> 01:18:54.497]  Head on over to InfoWarsLife.com and say goodbye to fatigue.
[01:18:54.497 --> 01:18:55.938]  That's InfoWarsLife.com
[01:18:58.194 --> 01:19:05.660]  Whether you're looking to boost the benefits of our fish oil formula, or just want an alternative, InfoWars Life has the formula for you.
[01:19:05.660 --> 01:19:14.907]  Ultimate Krill Oil is a powerhouse formula that takes advantages of the EPA, DHA, and Omega-3s found in our high-quality, ultra-pure Krill Oil concentrate.
[01:19:14.907 --> 01:19:23.975]  Containing powerful antioxidants such as Acetazanthin and Omega-3s, Ultimate Krill Oil can help you experience the benefits of fish oil with less required DHA and EPA.
[01:19:24.930 --> 01:19:36.358]  This incredible formula can help your body in many ways, including supporting heart health, joint health, and cognitive health, aiding and regulating fat metabolism, helping to maintain cognitive function, and more.
[01:19:36.358 --> 01:19:45.525]  And while other krill oil formulas may chemically modify their formulas, we're giving you the benefits of a simple formula that contains unmodified, high-quality krill oil concentrate.
[01:19:45.945 --> 01:19:47.206]  You're listening to the Alex Jones Show!
[01:20:15.894 --> 01:20:18.195]  Strange days have found us.
[01:20:18.195 --> 01:20:18.935]  Strange days are here.
[01:20:18.935 --> 01:20:25.178]  From the front lines of the information war, it's Alex Jones.
[01:20:25.178 --> 01:20:38.984]  All right, Gavin McGinnis is here, and I said, hey, let's get into how they're banning hundreds of fan pages of yours on Facebook, saying the Proud Boys are basically a terrorist group when all they do is go out and defend people when Antifa attacks.
[01:20:38.984 --> 01:20:41.906]  And he has something interesting to say, and I get what he's saying, so I want him to repeat it.
[01:20:42.739 --> 01:20:50.962]  We don't want to move on, because once again, the Bligs, which is what I want to get into next, and the election, and what he thinks is going to happen, and, you know, just so many other issues.
[01:20:50.962 --> 01:20:58.344]  But, yeah, let's talk about what's happening with Proud Boys, because everywhere meth-head Antifa professors show up, attack them.
[01:20:58.344 --> 01:21:00.385]  It's just a group that you had an idea about.
[01:21:00.385 --> 01:21:02.086]  As you said, you don't lead it or run it.
[01:21:02.086 --> 01:21:03.306]  Nobody does, just an idea.
[01:21:03.306 --> 01:21:11.089]  And then now they're, you know, acting like you're basically a military general with a ninja army.
[01:21:11.089 --> 01:21:11.469]  I wish.
[01:21:12.284 --> 01:21:15.769]  Yeah, you know, I started Hipsters, too, in the early 2000s.
[01:21:15.769 --> 01:21:21.175]  I started the two biggest youth subcultures of the past quarter century.
[01:21:21.175 --> 01:21:27.584]  And it's just being a fun guy who believes in character and legacy and the truth.
[01:21:28.204 --> 01:21:30.586]  And in both cases, it was just fun stuff.
[01:21:30.586 --> 01:21:32.547]  But no, I'm not the leader of the Proud Boys.
[01:21:32.547 --> 01:21:38.490]  I'm just, I'm a talk show host who started a club a couple years ago, and it's just, it's on its own.
[01:21:38.490 --> 01:21:44.134]  It's a multi-racial, pro-gay, pro-Jewish club, just like any other men's club.
[01:21:44.854 --> 01:21:55.999]  And I think that the left is using this idea that I'm sort of this hate Nazi with this hate army that roams, they literally said in the New York Post, roams the streets.
[01:21:55.999 --> 01:21:56.599]  No!
[01:21:56.599 --> 01:21:58.880]  That is Antifa in a nutshell.
[01:21:58.880 --> 01:22:01.401]  Antifa is not just a club.
[01:22:02.182 --> 01:22:04.963]  Antifa is tied to the DNC.
[01:22:04.963 --> 01:22:06.404]  They're tied to the state.
[01:22:06.404 --> 01:22:18.590]  So when they attack someone, they get the narrative from up top, and then the narrative is also pushed out by Governor Cuomo, by de Blasio, by the Attorney General.
[01:22:18.590 --> 01:22:19.271]  It's all the same.
[01:22:19.271 --> 01:22:22.512]  Like, you can buy Antifa shirts at Walmart.
[01:22:22.512 --> 01:22:25.394]  Don Lemon calls them anti-fascist.
[01:22:25.394 --> 01:22:26.774]  They are the state.
[01:22:26.774 --> 01:22:28.775]  The anarchists are the state now.
[01:22:28.775 --> 01:22:30.316]  They have become totally mainstream.
[01:22:30.376 --> 01:22:42.061]  The police in blue cities protect Antifa, so I think the Proud Boys are great, but as you said, you are credited with starting hipsterism, which turned into this monstrous leftist thing, you know, 15 years after.
[01:22:42.061 --> 01:22:48.284]  So you're just, I get what you say, you don't control Proud Boys, it's not your identity, it's just one more idea you had.
[01:22:48.284 --> 01:22:49.624]  Exactly.
[01:22:49.624 --> 01:22:53.426]  And I think they're a good example of the left's
[01:22:54.153 --> 01:22:56.595]  Propaganda, and how often they lie.
[01:22:56.595 --> 01:23:01.739]  I mean, they were recently, the news was talking about multi-racial white supremacy.
[01:23:01.739 --> 01:23:06.903]  And you go, you know, do you know when normal Americans read that, they think you're insane?
[01:23:06.903 --> 01:23:07.784]  I think it's the onion.
[01:23:09.000 --> 01:23:12.703]  This is what I was saying, yeah, with walk away or, or Blexit.
[01:23:12.703 --> 01:23:15.324]  Like, I think we were talking earlier about power.
[01:23:15.324 --> 01:23:16.965]  It's all about seizing power.
[01:23:16.965 --> 01:23:26.191]  And I think blacks in California, after they got spanked on the bum bum by the DNC for not supporting gay marriage and Prop 8, and I think the blacks in California went,
[01:23:26.571 --> 01:23:27.372]  What the hell are you doing?
[01:23:27.372 --> 01:23:28.854]  Why are you chastising me?
[01:23:28.854 --> 01:23:31.076]  I'm a Christian and I voted against this.
[01:23:31.076 --> 01:23:32.377]  None of your business how I vote.
[01:23:32.377 --> 01:23:35.100]  And the left went, no, no, no, that's not what you're supposed to do.
[01:23:35.100 --> 01:23:36.642]  That's not what I trained you to do.
[01:23:36.642 --> 01:23:40.065]  And I think Black America is finally going, wait a minute.
[01:23:40.065 --> 01:23:42.387]  You don't see me as a human being.
[01:23:42.387 --> 01:23:44.830]  You see me as a pet.
[01:23:44.830 --> 01:23:46.712]  You see me as a human vote.
[01:23:48.512 --> 01:23:50.213]  And it's not working out for me.
[01:23:50.213 --> 01:23:54.295]  The south side of Chicago, Baltimore, we're dying every day.
[01:23:54.295 --> 01:23:55.736]  And it's your policies.
[01:23:55.736 --> 01:23:56.556]  It's DNC.
[01:23:56.556 --> 01:24:00.678]  And then Joe Biden goes, I know it's bad, but they're going to have you in chains.
[01:24:00.678 --> 01:24:02.519]  And I think black America is finally going.
[01:24:02.519 --> 01:24:09.742]  That's exactly what libertarian Christian nationalist conservatives want is to put black people in chains because that'd be really good for everybody.
[01:24:09.742 --> 01:24:12.043]  What planet is this crap?
[01:24:12.043 --> 01:24:14.925]  Because I forget that Biden said that over and over again.
[01:24:15.385 --> 01:24:17.046]  Well, in fact, let's cue up Don Lemon.
[01:24:17.046 --> 01:24:18.287]  He's been saying this over and over again.
[01:24:18.287 --> 01:24:21.189]  So, whichever clip you've got, there's like three of them in the last three days.
[01:24:21.189 --> 01:24:22.470]  I haven't played any of them yet.
[01:24:22.470 --> 01:24:26.953]  There was another one this morning where he says, the number one threat is white men.
[01:24:26.953 --> 01:24:28.554]  They're the number one terror threat.
[01:24:28.554 --> 01:24:34.558]  And the New York Times has articles saying, we need to extinct the white people, written by white people.
[01:24:34.558 --> 01:24:41.283]  And it's like, they're literally trying like, like treating like blacks, Hispanics and Asians, like they're retarded baby ducks.
[01:24:41.803 --> 01:24:48.748]  We have to stop demonizing people and realize the biggest terror threat in this country is white men, most of them radicalized right up to the
[01:25:08.848 --> 01:25:10.749]  Because there's three of these clips, and I hadn't watched them.
[01:25:10.749 --> 01:25:12.469]  Okay, this is the one I hadn't seen.
[01:25:12.469 --> 01:25:17.852]  He just said, we need to stop killing people, let's murder everyone.
[01:25:17.852 --> 01:25:20.553]  Or two plus two equals four, but it equals a thousand.
[01:25:20.553 --> 01:25:25.255]  He just said we need to stop demonizing people, and whites are inherently evil, and are terrorists.
[01:25:25.255 --> 01:25:25.775]  Start it over!
[01:25:26.977 --> 01:25:38.440]  We have to stop demonizing people and realize the biggest terror threat in this country is white men, most of them radicalized up to the right.
[01:25:38.440 --> 01:25:40.320]  And we have to start doing something about them.
[01:25:40.320 --> 01:25:43.501]  There is no travel ban on them.
[01:25:43.501 --> 01:25:45.882]  There is no ban on, you know, the Muslim ban.
[01:25:45.882 --> 01:25:47.722]  There is no white guy ban.
[01:25:47.722 --> 01:25:50.803]  So what do we do about that?
[01:25:50.803 --> 01:25:53.704]  Gavin, you take it first.
[01:25:53.704 --> 01:25:53.944]  Okay.
[01:25:54.716 --> 01:26:00.239]  If you look at all the crime in Japan, it's pretty much exclusively Japanese people.
[01:26:00.239 --> 01:26:04.082]  Japan has a real problem with Japanese men.
[01:26:04.082 --> 01:26:07.364]  They are making up almost all of the crime in Japan.
[01:26:07.364 --> 01:26:10.806]  What are we going to do, Japan, about your Japanese problem?
[01:26:10.806 --> 01:26:15.548]  I mean, again, if you're a high school teacher and you get that and you go, hey, Don, can you come over here?
[01:26:15.548 --> 01:26:17.890]  I just I could not but notice you said don't
[01:26:18.550 --> 01:26:19.411]  Judge people.
[01:26:19.411 --> 01:26:20.372]  Don't be divisive.
[01:26:20.372 --> 01:26:21.733]  Don't demonize people.
[01:26:21.733 --> 01:26:26.677]  And then in this next sentence, you demonize the vast majority of the country.
[01:26:26.677 --> 01:26:27.838]  I don't understand.
[01:26:27.838 --> 01:26:31.641]  Even though white men have the lowest crime rate after Asians.
[01:26:31.641 --> 01:26:35.685]  So we have the second lowest crime rate, but now we are the worst people.
[01:26:36.843 --> 01:26:42.544]  You know, the beauty of libertarianism and paleoconservatism is, it doesn't get into race.
[01:26:42.544 --> 01:26:49.726]  It just says, meritocracy, you're good at this job, you've got to sit there and meddle and identify everyone by their race.
[01:26:49.726 --> 01:26:53.247]  You just say, we have a crime problem in this country, let's fix it.
[01:26:53.247 --> 01:26:57.308]  We have a problem, there's a shooting problem in this country, let's fix it.
[01:26:57.308 --> 01:26:59.868]  But no, he has to say, I've noticed they're all white men.
[01:26:59.868 --> 01:27:01.529]  Yeah, America is 75% white.
[01:27:03.350 --> 01:27:06.395]  Crime is probably 80% male.
[01:27:06.395 --> 01:27:09.761]  You're gonna get some of the Venn diagram going on there, Don.
[01:27:09.761 --> 01:27:11.745]  But the idea that...
[01:27:13.717 --> 01:27:16.778]  Because of the crime rate, the Democratic run cities and all of it.
[01:27:16.778 --> 01:27:19.859]  Blacks are 10 times more likely on average to commit a crime against whites and vice versa.
[01:27:19.859 --> 01:27:21.400]  We don't say blacks are all criminals.
[01:27:21.400 --> 01:27:25.501]  There's still a very small minority, just like it's a very small minority of white males committing crime.
[01:27:25.501 --> 01:27:29.402]  But the idea to say white men are bad, let's restrict their movements.
[01:27:29.402 --> 01:27:39.506]  If there was a country of caveman like white people with no visas where they killed everybody and sold people on sex slavery, I would say you can't get on airplanes and fly here without a valid visa.
[01:27:39.506 --> 01:27:40.906]  That's all Trump said.
[01:27:40.906 --> 01:27:42.587]  You can't fly here from Somalia.
[01:27:45.411 --> 01:27:49.514]  It was perfectly reasonable, and the list that he came up with was an Obama list.
[01:27:49.514 --> 01:27:56.019]  But again, you know, we always make this mistake, you and I. We put our brains into their heads, and we say, don't you want to get to the truth?
[01:27:56.019 --> 01:27:59.261]  And you realize, that's not what's going on here.
[01:27:59.261 --> 01:28:00.882]  This has nothing to do with truth.
[01:28:00.882 --> 01:28:02.083]  Don Lemon, right there,
[01:28:02.723 --> 01:28:04.144]  Didn't even believe what he was saying.
[01:28:04.144 --> 01:28:12.210]  What he was really trying to say is Trump supporters kill people and Trump can't be re-elected or more people will die.
[01:28:12.210 --> 01:28:18.013]  So vote DNC, vote Beto or whoever we run against Trump or you'll be killed.
[01:28:18.013 --> 01:28:27.140]  Even though this weird loner hated Trump and thought Trump was a globalist, but he hated Israel, the globalists want to get rid of Israel.
[01:28:27.140 --> 01:28:30.482]  So the dumb truck driver doesn't even know what he's talking about.
[01:28:31.567 --> 01:28:35.170]  He's not just a dumb truck driver, he's a... you-know-what-hole.
