[00:00:01.668 --> 00:00:03.073]  We are drugged out!
[00:51:47.281 --> 00:51:48.602]  No hog went on C-SPAN.
[00:51:48.622 --> 00:51:49.403]  Can we pull that up?
[00:51:51.084 --> 00:51:56.207]  Short notice, David Hogg talks about Alex Jones, gay frogs and water filters.
[00:51:58.109 --> 00:52:00.651]  And I say, dude, there's chemicals in the water, okay?
[00:52:00.671 --> 00:52:03.012]  If you want to be anti-gun, fine, but admit people should filter their water.
[00:52:03.313 --> 00:52:05.094]  It's not a scam to try to get water filters.
[00:52:05.894 --> 00:52:08.716]  And that turns into Jones-threatened hog.
[00:52:08.816 --> 00:52:10.718]  I mean, because he's a god, see?
[00:52:11.278 --> 00:52:12.339]  He's a public figure.
[00:52:13.640 --> 00:52:17.943]  He's gonna go out and blame all gun owners and say the NRA is run by Russia last week.
[00:52:19.209 --> 00:52:24.574]  And then they're going to say that I said nobody died and that he's an actor, a crisis actor, when I never said that.
[00:52:24.874 --> 00:52:29.798]  I said he's in the drama club of four kids out of 3,000 chosen because he's anti-gun, which is true!
[00:52:31.520 --> 00:52:34.623]  Their response was, take Alex Jones off YouTube and Facebook.
[00:52:34.643 --> 00:52:40.628]  And YouTube and Facebook put fake strikes on me, had to remove them, because I got lawyers involved, we had the videos, I didn't say that.
[00:52:42.350 --> 00:52:43.190]  But they're back, see?
[00:52:45.649 --> 00:52:49.338]  Now I'm going to cover this after I go to your calls and cover a bunch of news the next hour.
[00:52:50.401 --> 00:52:51.664]  You saw thousands of articles.
[00:52:51.744 --> 00:52:53.308]  They just printed a bunch of them for me earlier.
[00:52:53.328 --> 00:52:54.531]  The whole drag queen articles.
[00:52:54.551 --> 00:52:55.012]  Got those?
[00:52:57.159 --> 00:53:03.364]  Where they had the drag queen protest of Trump with the little inflatable doll baby Trump.
[00:53:04.064 --> 00:53:08.047]  We ran that headline and they said you're not allowed to even say that word now.
[00:53:08.347 --> 00:53:14.912]  But I have hundreds of news articles out of Newsweek, you name it, saying Donald Trump's been met with mass drag queen protest.
[00:53:15.313 --> 00:53:21.738]  We run a headline with the same thing and they say saying that word isn't allowed.
[00:53:22.798 --> 00:53:27.321]  We're gonna ban you if you say it again, and they took our video down covering London protests.
[00:53:29.682 --> 00:53:33.384]  By the way, the Newsweek article says a bunch of stuff I wouldn't even say that I think is derogatory.
[00:53:34.765 --> 00:53:37.767]  That's Newsweek, but see, they'll probably strike me saying I said something evil.
[00:53:38.067 --> 00:53:38.907]  Newsweek can.
[00:53:38.927 --> 00:53:44.230]  2 plus 2 equals 4 when they say, but when they don't say it equals 4, then you can't say it.
[00:53:47.552 --> 00:53:51.094]  So, this is the total all-out
[00:53:53.444 --> 00:53:53.885]  Assault.
[00:53:54.406 --> 00:53:55.187]  Later I'll cover that.
[00:53:58.172 --> 00:53:59.033]  We're gonna break it all down.
[00:54:03.461 --> 00:54:04.623]  Coming up in the next hour.
[00:54:07.274 --> 00:54:21.898]  Just just briefly here as you all know we're listener supported and without you the globalists are gonna win I mean hell you can see them all over every TV station every radio station in the country saying shut Alex Jones up get him off the air Don't let him speak.
[00:54:21.958 --> 00:54:34.082]  Don't let him have his speech He needs to be destroyed He'd beat up little kids, but they don't show you where I mean these people think they run the country and run you and they're pissed that America's coming back and they don't know what to do so
[00:54:35.572 --> 00:54:39.019]  We're running a special where you can get our three super high quality.
[00:54:41.260 --> 00:54:42.141]  Fish oil products.
[00:54:42.221 --> 00:54:44.943]  Krill Oil, Fish Oil, Wild Harvested, and then Honor Roll.
[00:54:44.963 --> 00:54:46.984]  It's great for kids, college students, you name it.
[00:54:47.224 --> 00:54:51.047]  With all the known oils for your brain, your body, everything.
[00:54:51.087 --> 00:54:52.488]  No reviews yet because it just came out.
[00:54:52.848 --> 00:54:56.370]  Other products have 10,000 plus reviews, five-star reviews.
[00:54:56.791 --> 00:54:58.071]  Average of 4.8 reviews.
[00:54:58.151 --> 00:54:58.792]  Unprecedented.
[00:54:58.812 --> 00:54:59.973]  The third-party sites.
[00:55:00.573 --> 00:55:05.857]  We have it all at InfoWarsStore.com and InfoWarsLife.com.
[00:55:07.799 --> 00:55:09.401]  And these are products you already need.
[00:55:09.421 --> 00:55:10.603]  They're already super high quality.
[00:55:10.663 --> 00:55:11.544]  It funds our operation.
[00:55:11.844 --> 00:55:12.545]  A total win-win.
[00:55:12.585 --> 00:55:16.750]  Everybody needs to commit to go get the products, sign up for AutoShip, the additional 10% off.
[00:55:17.571 --> 00:55:18.892]  I mean, let me just show you this.
[00:55:19.773 --> 00:55:21.115]  We can do a camera shot right here.
[00:55:21.876 --> 00:55:26.181]  This is Honor Roll, because I give my children fish oil every day.
[00:55:27.165 --> 00:55:27.605]  They love it.
[00:55:27.625 --> 00:55:28.486]  It's really good for them.
[00:55:29.386 --> 00:55:33.369]  And this is even better than the mainline stuff that's in store.
[00:55:33.409 --> 00:55:34.809]  So now I'm giving them my product.
[00:55:35.130 --> 00:55:40.973]  And it's got a special proprietary system that extracts the mercury, which a lot of other fish oils and things still have some in.
[00:55:41.493 --> 00:55:43.094]  This brings it down to non-detectable levels.
[00:55:43.114 --> 00:55:43.975]  So Honor Roll.
[00:55:44.335 --> 00:55:47.717]  And it's got everything in it right there, ladies and gentlemen.
[00:55:48.417 --> 00:55:54.641]  It's got the omega-3 fatty acids, the DHA, the EPA, the vitamin D, the vitamin E,
[00:55:55.965 --> 00:55:59.068]  All of it for total absorption, everything their brain needs.
[00:55:59.869 --> 00:56:01.010]  This is just amazing.
[00:56:01.030 --> 00:56:04.614]  Do your own research into what Fish Oil does for the heart, the brain, the body.
[00:56:05.055 --> 00:56:06.636]  Honor Rolls targeted for the brain.
[00:56:06.856 --> 00:56:10.700]  Let me just show you again just the color of these babies.
[00:56:12.342 --> 00:56:13.583]  Back out a little bit here, please.
[00:56:14.451 --> 00:56:15.291]  There you go.
[00:56:15.351 --> 00:56:16.732]  Just look at the color of those.
[00:56:16.752 --> 00:56:20.852]  I don't know if that translates over the internet, but let me tell you right now.
[00:56:21.473 --> 00:56:21.993]  I mean, that right.
[00:56:22.033 --> 00:56:23.793]  And by the way, it's a two-month supply in each bottle.
[00:56:24.213 --> 00:56:27.734]  So the price is the regular price of leading competitors, but twice as much in it.
[00:56:28.274 --> 00:56:33.875]  And I can be down, I can be tired, I can be whatever, but I take some of these bad boys.
[00:56:34.035 --> 00:56:38.456]  This brain formula for kids, if I take it for myself, I'm going to have one of the bigger tablets for adults coming out soon.
[00:56:38.477 --> 00:56:40.137]  And it's just incredible.
[00:56:41.090 --> 00:56:42.771]  At breakfast, at dinner, you name it.
[00:56:43.031 --> 00:56:44.071]  The dreams I have.
[00:56:44.451 --> 00:56:47.452]  Fish Rolls well known, associated with all of that.
[00:56:47.893 --> 00:56:52.014]  Infowarsstore.com, Infowarslife.com, or 888-253-3139.
[00:56:52.074 --> 00:56:56.156]  That's your purchase of these that makes it all possible.
[00:56:56.196 --> 00:56:56.956]  That's Honor Roll.
[00:56:58.136 --> 00:57:01.478]  We have Ultimate Krill Oil, which is even more powerful for adults.
[00:57:02.415 --> 00:57:04.116]  But it's for heart and body, not just brain.
[00:57:04.156 --> 00:57:04.836]  It's for all of it.
[00:57:05.316 --> 00:57:10.879]  And then we've got the ultimate fish oil that's wild harvested in the North Atlantic, so it's very, very clean.
[00:57:11.759 --> 00:57:24.105]  And if you just want a huge dose of EPA, DHA, omega-3 fatty acids, and vitamin D and E, so it's uploaded better, you couldn't be a more amazing product.
[00:57:24.125 --> 00:57:26.066]  I hope all of you make it a staple in your life.
[00:57:26.486 --> 00:57:28.587]  MFORESTORE.COM, MFORESTLIFE.COM.
[00:57:29.187 --> 00:57:38.750]  There's a lot of great fish oils out there, but a lot of them don't do the expense of going through the whole extraction process to get the mercury out of it.
[00:57:39.411 --> 00:57:43.852]  So again, this is there at InfoWarsStore.com, InfoWarsLife.com, or 888-253-3139.
[00:57:43.892 --> 00:57:44.832]  We'll be right back.
[00:57:44.872 --> 00:57:52.415]  Do you realize that when you spread the links from InfoWars.com,
[00:57:59.043 --> 00:58:05.247]  It's you that has defeated Hillary and the globalists.
[00:58:05.647 --> 00:58:14.031]  It is you, the info warriors across the planet, that stood against the bullying, that stood against the peer pressure, that stood against the threats, that have now changed the world.
[00:58:14.372 --> 00:58:18.614]  And that's why you've been on the team, supporting us, praying for us, and spreading the word.
[00:58:18.934 --> 00:58:19.875]  You are the info warrior.
[00:58:20.395 --> 00:58:23.917]  And now, because of their intensifying censorship, it's more important than ever
[00:58:24.599 --> 00:58:36.190]  Then everyone go to Infowars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[00:58:36.270 --> 00:58:46.159]  They have been using all different forms of bullying to keep libertarians, gun owners, Christians, conservatives, nationalists, populists from communicating with each other and sharing information.
[00:58:46.739 --> 00:58:53.042]  They're trying to use InfoWars as an example of demonization to keep people from sharing this critical information.
[00:58:53.342 --> 00:58:57.625]  It's a model they admit they plan to use on everybody else once they're done with us.
[00:58:58.225 --> 00:59:06.729]  So when you promote the black sheep trailblazing information from NewsWars.com, from PrisonPlanet.com, from InfoWars.com, you are following
[00:59:06.889 --> 00:59:08.210]  I am the resistance to globalism.
[00:59:34.944 --> 00:59:36.485]  You are the resistance to globalism.
[00:59:36.825 --> 00:59:38.327]  Trump is the resistance to globalism.
[00:59:38.987 --> 00:59:40.728]  And many others are across the world.
[00:59:40.888 --> 00:59:41.669]  We are the future.
[00:59:42.590 --> 00:59:43.530]  We are the renaissance.
[00:59:44.091 --> 00:59:45.352]  And we are winning.
[00:59:47.593 --> 00:59:58.081]  If you are receiving this transmission, you are the resistance.
[01:00:14.844 --> 01:00:22.686]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:00:22.906 --> 01:00:25.787]  We are only on Periscope on Twitter right now.
[01:00:26.227 --> 01:00:32.209]  We've been banned off Facebook and YouTube live streaming, and I'm sure it'll be Periscope in the next few days.
[01:00:34.730 --> 01:00:38.891]  And that's because the establishment is making its move against free speech here in America.
[01:00:39.211 --> 01:00:41.472]  They've already done it in Communist China, they've already done it in Europe.
[01:00:42.503 --> 01:00:44.425]  They admit they're now doing it here.
[01:00:45.105 --> 01:00:47.887]  Now, why is this the most banned information in the world?
[01:00:48.748 --> 01:00:59.757]  If you type in Alex Jones into Google or Bing today, there are over 10,000 articles in the last couple days lying about what I've said and what I've done, and then never showing you in the articles what I said or what I did.
[01:01:01.058 --> 01:01:04.340]  That is 101 violation of journalism, because these aren't journalists.
[01:01:04.360 --> 01:01:06.182]  These are killers of free speech.
[01:01:06.222 --> 01:01:10.505]  These are corporate mercenaries making their move ahead of the 2018 midterms.
[01:01:13.294 --> 01:01:18.317]  What is the radical information that we're covering here?
[01:01:18.777 --> 01:01:19.137]  What is it?
[01:01:20.238 --> 01:01:24.400]  It's that the Chinese communists and big banks, along with Hollywood, took the U.S.
[01:01:24.500 --> 01:01:24.681]  over.
[01:01:25.941 --> 01:01:27.842]  And we're running it into the ground by design.
[01:01:28.023 --> 01:01:32.425]  And then the dark horse candidate, Donald Trump, got elected and began to reverse it in the last year and a half.
[01:01:32.525 --> 01:01:35.767]  And they're now panicking because prosperity is coming back in.
[01:01:36.167 --> 01:01:39.029]  And so they have engaged in a massive shadow ban.
[01:01:40.703 --> 01:01:46.572]  A blocking of Christians, Libertarians, Conservatives, Nationalists, the President, in the last year and a half.
[01:01:47.033 --> 01:01:48.375]  They've dialed the President back over 90%.
[01:01:48.415 --> 01:01:54.204]  There's major analytic sites that track it, where people subscribe to his Twitter, they don't get the information.
[01:01:55.230 --> 01:02:04.115]  But now they're pushing it up to 97% against myself, Paul Watson, and others at NewsWars.com and InfoWars.com.
[01:02:04.896 --> 01:02:08.778]  And yeah, the other so-called conservatives thought, well, that's just them being censored.
[01:02:08.838 --> 01:02:09.358]  It's not us.
[01:02:09.719 --> 01:02:11.019]  Now they're all being censored.
[01:02:11.299 --> 01:02:12.860]  Members of Congress are being blocked.
[01:02:13.161 --> 01:02:17.043]  They're not able to even have their speeches on C-SPAN on Facebook or Twitter.
[01:02:18.254 --> 01:02:22.918]  There is a massive assault going on against the First Amendment ahead of the midterms.
[01:02:23.499 --> 01:02:33.367]  And the media is trying to set the precedent, lying about Infowars, misrepresenting what we've done, never showing you what we supposedly said, to shut us down, to set the precedent against everyone.
[01:02:34.208 --> 01:02:43.816]  So, the most censored thing in the world isn't devil worship, or pornography, or people being tortured, or Islamists being brought in to do all this stuff.
[01:02:43.857 --> 01:02:44.057]  No.
[01:02:44.917 --> 01:02:45.198]  It's me.
[01:02:46.581 --> 01:02:53.464]  Pointing out and raising the alarm as a modern Paul Revere that this draconian censorship and control is here.
[01:02:54.004 --> 01:02:56.905]  Go see the videos that they've taken us off Facebook and YouTube for.
[01:02:56.965 --> 01:02:57.425]  Go see them!
[01:02:58.526 --> 01:02:59.666]  They say I beat up a kid.
[01:03:00.046 --> 01:03:04.708]  I showed ABC News footage of some punk kid attacking an adult and the guy pushes him down.
[01:03:04.728 --> 01:03:05.649]  It's all over the news.
[01:03:06.089 --> 01:03:06.489]  I covered it.
[01:03:08.373 --> 01:03:15.497]  Go show my Islamophobia, which is some leftist college term, it's anti-free speech, where I show Islamists pouring across the border in Europe.
[01:03:16.077 --> 01:03:18.618]  Go see the videos they don't want you to see.
[01:03:18.838 --> 01:03:27.143]  They want to lie to you about those videos, misrepresent, and then set the precedent to shut it all down.
[01:03:28.683 --> 01:03:32.925]  This is happening right now because they know America is waking up.
[01:03:33.366 --> 01:03:35.687]  They know the world is waking up.
[01:03:37.259 --> 01:03:39.001]  They know you're waking up.
[01:03:41.044 --> 01:03:47.291]  And they've been censoring, and they've been controlling, and they've been bullying, and they weren't even looking for you to stop.
[01:03:48.768 --> 01:04:02.311]  They were looking for you to join them in a Pavlovian carrot-versus-the-stick equation to start putting out globalist propaganda because you were not getting promoted on their platforms.
[01:04:02.631 --> 01:04:03.451]  But you didn't do that.
[01:04:03.511 --> 01:04:11.033]  You didn't sell out like the average Daily Beast writer or even Wall Street Journal writer or others did that parrot the line.
[01:04:11.834 --> 01:04:12.994]  They're like, aren't you like us?
[01:04:13.114 --> 01:04:15.675]  I mean, we've been blocking you on Facebook and Twitter.
[01:04:15.955 --> 01:04:17.416]  Pages you built, pages you promoted.
[01:04:17.676 --> 01:04:19.796]  We've been not letting you talk to conservatives for years.
[01:04:20.116 --> 01:04:21.377]  We've been shadow banning you.
[01:04:21.817 --> 01:04:25.058]  And now, you are not giving in.
[01:04:25.118 --> 01:04:28.799]  Well, we're just going to ban you outright.
[01:04:32.256 --> 01:04:36.037]  And they go, oh, 90 days on YouTube for the election, 30 days on Facebook.
[01:04:36.677 --> 01:04:39.618]  And they sit back and they act like, oh, will he do it again?
[01:04:39.678 --> 01:04:41.158]  Will he beat up a baby again?
[01:04:41.398 --> 01:04:42.958]  They don't show me beating the baby up.
[01:04:45.139 --> 01:04:45.839]  Telltale sign.
[01:04:46.399 --> 01:04:51.080]  They just say, when they finally ban me completely, they'll go, he got warned a lot.
[01:04:51.100 --> 01:04:53.621]  Everybody's like, yeah, we saw all of the news.
[01:04:54.001 --> 01:04:55.441]  We never saw what he said.
[01:04:56.261 --> 01:04:57.481]  We never saw what he did.
[01:04:57.501 --> 01:05:00.102]  I uploaded a video.
[01:05:01.828 --> 01:05:08.232]  We are kept afloat only by your loyal patronage, and that's why we need you to go to the site now.
[01:05:08.312 --> 01:05:15.116]  If you're not in the market for one of our greatest nutraceuticals, please consider a contribution.
[01:05:15.136 --> 01:05:30.667]  $25, $50, $100, $250 or even $500 would be a godsend to our important work here to beat back the globalists and to destroy their campaign of censorship in which they want to strangle our First Amendment rights.
[01:05:31.727 --> 01:05:35.450]  Hey, how would you like to take InfoWars with you wherever you go?
[01:05:35.610 --> 01:05:40.693]  Well, now you can do just that with the new official InfoWars app.
[01:05:40.833 --> 01:05:42.014]  And here's the best part.
[01:05:42.154 --> 01:05:43.735]  It is absolutely free.
[01:05:43.995 --> 01:05:48.858]  At the Apple Store and Google Play, you can join the InfoWars today.
[01:05:49.198 --> 01:05:52.822]  Check it out right now at InfoWars.com forward slash app.
[01:05:52.942 --> 01:05:57.066]  It's the InfoWars official app taken on the globalist at point-blank range.
[01:05:57.266 --> 01:06:01.651]  And with your help spreading it, and with your help downloading it, we are unstoppable.
[01:06:06.075 --> 01:06:12.322]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:06:15.393 --> 01:06:18.094]  I always feel like somebody's watching me
[01:06:47.847 --> 01:06:50.169]  We are back live broadcasting worldwide.
[01:06:50.269 --> 01:06:51.590]  I am your host Alex Jones.
[01:06:52.171 --> 01:06:58.096]  The left, the globalists, the big corporations backed up by communist China are really upset America is coming back.
[01:06:59.372 --> 01:07:00.092]  They're panicking.
[01:07:00.593 --> 01:07:01.653]  They don't know what to do.
[01:07:01.793 --> 01:07:07.936]  And so they are launching massive censorship campaigns where they don't just ban people off Twitter, Facebook, YouTube.
[01:07:08.737 --> 01:07:13.379]  They then lie about why they took you off and don't show why they did it.
[01:07:13.459 --> 01:07:17.661]  Just an absolute 101 journalism red flag.
[01:07:19.442 --> 01:07:21.903]  And so they are bullying the American people.
[01:07:21.963 --> 01:07:23.283]  They are bullying Christians.
[01:07:23.323 --> 01:07:25.144]  They are bullying conservatives.
[01:07:25.164 --> 01:07:28.046]  They're nudging us like the big
[01:07:29.474 --> 01:07:34.824]  Liberal foundations talked about they are they are teaching us how to submit.
[01:07:36.325 --> 01:07:38.906]  And so I want to ask listeners, where do you think this is going?
[01:07:39.506 --> 01:07:41.927]  What do you think the president needs to do?
[01:07:42.607 --> 01:07:53.930]  I'm specifically opening the phones up about conservatives, about libertarians, about Christians and others who have been censored, who have been blocked, who have been persecuted.
[01:07:53.990 --> 01:07:56.931]  I mean, I was just search-engineering this during the break.
[01:07:56.971 --> 01:08:01.432]  They're not just saying don't say the mother word and don't say the name mother and father.
[01:08:02.867 --> 01:08:04.628]  In public schools in Europe, in the U.S.
[01:08:04.668 --> 01:08:13.951]  and Canada, they're now saying, they're telling preschoolers and first graders, don't say best, because that'll hurt somebody's feelings.
[01:08:14.511 --> 01:08:15.751]  This is political correctness.
[01:08:16.311 --> 01:08:20.953]  This is total psychological warfare, meant to create jellyfish basket cases.
[01:08:21.913 --> 01:08:24.674]  It's beyond, you know, giving everybody a trophy.
[01:08:25.734 --> 01:08:27.435]  It's now, don't say somebody's the best.
[01:08:28.772 --> 01:08:35.935]  School's banned from using the terms mom and dad as boys told to dress up as girls in non-gender specific free play.
[01:08:36.336 --> 01:08:39.937]  See, oh, the school's going to have you dress up as a girl.
[01:08:40.498 --> 01:08:42.399]  We're going to sexually direct you.
[01:08:42.759 --> 01:08:43.599]  That's the Daily Mail.
[01:08:45.240 --> 01:08:48.842]  And if you criticize it, we're going to take your kids away from you.
[01:08:50.382 --> 01:08:51.883]  How'd you ever think they'd get our kids?
[01:08:52.003 --> 01:08:53.044]  That's how they're doing it right there.
[01:08:53.624 --> 01:08:55.485]  And they're making their move right now.
[01:08:56.772 --> 01:09:00.795]  Meanwhile, the very same crazy leftists are allied with radical imams.
[01:09:00.815 --> 01:09:04.297]  You've got 10 million military-age men brought in the last five years to Europe.
[01:09:04.817 --> 01:09:09.240]  You've got the admission now that, oh, we do want to repopulate Europe with Islamists.
[01:09:10.581 --> 01:09:15.564]  And you've got people being arrested that criticize or even report on the crime that's taking place.
[01:09:17.165 --> 01:09:18.266]  What a time to be alive.
[01:09:18.346 --> 01:09:23.289]  And then the president tries to reverse that, tries to stand up against it, so he gets demonized.
[01:09:24.761 --> 01:09:40.057]  And again, I saw a CNN article this weekend going, Trump hasn't implemented the judge's order to reunite all children with their parents because most children don't have parents with them.
[01:09:42.099 --> 01:09:46.123]  And again, that predates, that's an Obama policy, and it predates
[01:09:47.225 --> 01:09:52.887]  And the little girl in the famous photo, they photoshopped Trump with the girl, was with her mother, never taken away.
[01:09:53.127 --> 01:09:55.727]  But it doesn't matter, it's a triumph of fraud.
[01:09:59.028 --> 01:10:01.369]  So watch, the article's up on Infowars.com.
[01:10:02.349 --> 01:10:04.070]  I'm gonna play it and then read the subtitles.
[01:10:04.110 --> 01:10:10.532]  Copenhagen Imam, Jihad Necessity for the Muslim Invasion and Conquest of Europe.
[01:10:12.212 --> 01:10:15.053]  And again, when I read this, this is the Imam's words.
[01:10:16.428 --> 01:10:19.089]  And this is the standard thought process.
[01:10:20.950 --> 01:10:44.782]  Imran Murdaher Abdallah of the Al-Farq Mas in Copenhagen, told his followers the final solution, that's a Nazi term by the way, to the problem of the Levant, that's the big Islamic land, after the establishment of the Caliphate and the elimination of the Jewish entity, will be through the conquest of Europe.
[01:10:45.638 --> 01:10:49.661]  Abdullah was speaking on a video shot last year.
[01:10:49.681 --> 01:10:52.584]  Now, now, now, here's the issue.
[01:10:55.266 --> 01:10:57.508]  Europe was invaded over a hundred times by the Muslims.
[01:10:58.308 --> 01:11:00.450]  Turkey was Constantinople.
[01:11:01.871 --> 01:11:05.634]  Now it is Istanbul.
[01:11:06.435 --> 01:11:07.455]  The Great Blue Mosque.
[01:11:07.616 --> 01:11:08.436]  Oh, look at the architecture.
[01:11:08.496 --> 01:11:09.197]  It was Christian built.
[01:11:11.052 --> 01:11:11.592]  That's a fact.
[01:11:12.293 --> 01:11:15.554]  But they teach in schools that the Crusades invaded.
[01:11:15.574 --> 01:11:19.176]  Well, I guess kind of like Hitler attacked us, then we invaded Germany.
[01:11:19.216 --> 01:11:22.337]  I mean, I guess we did invade Germany, but he attacked first.
[01:11:23.517 --> 01:11:25.838]  We did invade the Pacific.
[01:11:25.898 --> 01:11:28.400]  We did go after Japan, but they attacked first.
[01:11:28.440 --> 01:11:35.863]  So, I mean, I guess technically the Crusades did invade the Middle East after a hundred plus invasions, and they pushed all the way almost through Poland,
[01:11:37.312 --> 01:11:39.473]  Czechoslovakia into Germany.
[01:11:39.914 --> 01:11:42.756]  And people went, you know, this is getting out of hand here.
[01:11:45.157 --> 01:11:50.801]  And then it took 200 years to kick them out of Spain and kick them out of Eastern Europe.
[01:11:51.822 --> 01:11:56.044]  It was called the Reconquest or the La Reconquista.
[01:11:56.505 --> 01:11:58.006]  Why is it called a Reconquering?
[01:12:00.347 --> 01:12:01.068]  Reconquista.
[01:12:03.029 --> 01:12:03.970]  Because you were conquered.
[01:12:04.170 --> 01:12:05.511]  See, and then you re-conquer.
[01:12:06.564 --> 01:12:09.966]  So you get invaded and you take it back, it's a reconquista, see?
[01:12:10.607 --> 01:12:24.596]  So, that's what's so insane about all this, is they teach in schools, even when I was in school, that America's bad, America's evil, and the Christians are bad, and they hurt the poor little Muslims and invaded the poor little Muslims who were so peaceful.
[01:12:24.876 --> 01:12:32.641]  I mean, Mohammed was running slaves all over North Africa, his people were after him, you know, all of it, little kids, sex, slavery, I mean, all of it is in there.
[01:12:32.882 --> 01:12:34.142]  And you're not supposed to say that!
[01:12:34.683 --> 01:12:36.064]  That's historical facts!
[01:12:37.064 --> 01:12:40.988]  And so all the EU censorship, all the control, it's now coming here.
[01:12:43.850 --> 01:12:50.656]  So let's go ahead and start getting in to one of the main Imams in Copenhagen with the general public and their Stockholm Syndrome.
[01:12:50.696 --> 01:12:51.057]  Here it is.
[01:12:52.038 --> 01:12:56.502]  The final solution to the problem of Levant.
[01:12:57.486 --> 01:13:13.737]  After the establishment of the Caliphate and the elimination of the Jewish entity, we will, through the conquest of Europe, the Mediterranean Sea in its entirety, with all its shores and coasts, must become purely Islamic.
[01:13:14.538 --> 01:13:15.498]  Hit pause.
[01:13:16.559 --> 01:13:20.222]  Oh, you're not going to get to be Christian once you conquer, like everywhere else?
[01:13:20.422 --> 01:13:20.902]  Oh, oh!
[01:13:22.223 --> 01:13:23.244]  It must be purely, 100%.
[01:13:31.015 --> 01:13:33.236]  But I thought it was the religion of peace.
[01:13:33.296 --> 01:13:37.078]  I mean, gay people are married by the Islamist system.
[01:13:37.098 --> 01:13:38.839]  They're not thrown off buildings.
[01:13:40.220 --> 01:13:41.561]  Oh, but I need to be censored.
[01:13:41.621 --> 01:13:42.161]  I understand.
[01:13:42.241 --> 01:13:43.242]  I was homophobic.
[01:13:44.244 --> 01:13:44.704]  I understand.
[01:13:45.344 --> 01:13:47.245]  Here, let's just continue.
[01:13:47.425 --> 01:13:52.547]  He goes on to say, no judgment day until Muslims slay the Jews, but that's Danish imam.
[01:13:52.787 --> 01:13:54.867]  This guy says similar stuff, but you know what?
[01:13:56.248 --> 01:13:56.628]  I'm sorry.
[01:13:56.668 --> 01:13:59.089]  This is cultural enrichment, so I should apologize.
[01:13:59.109 --> 01:13:59.949]  The imam's right.
[01:14:00.509 --> 01:14:01.209]  I'm a bad person.
[01:14:01.249 --> 01:14:01.649]  Here you go.
[01:14:05.283 --> 01:14:12.829]  Thus fulfilling the promise of the Prophet Muhammad about the conquest of Rome, who the Muslims almost took three times.
[01:14:14.010 --> 01:14:15.511]  Europe must be invaded again.
[01:14:15.751 --> 01:14:17.032]  History must repeat itself.
[01:14:17.473 --> 01:14:17.933]  Pause!
[01:14:19.694 --> 01:14:21.216]  They taught me in high school and college.
[01:14:21.256 --> 01:14:22.036]  We invaded them.
[01:14:22.076 --> 01:14:22.356]  Wait, wait.
[01:14:22.817 --> 01:14:24.438]  This guy says the Muslims invaded us?
[01:14:24.618 --> 01:14:25.539]  Back it up ten seconds.
[01:14:26.940 --> 01:14:27.841]  This is incredible.
[01:14:27.861 --> 01:14:29.242]  Of course, it's true.
[01:14:30.692 --> 01:14:31.792]  Europe must be invented again.
[01:14:32.212 --> 01:14:33.353]  History must repeat itself.
[01:14:33.653 --> 01:14:40.974]  Oh, oh, okay, go ahead.
[01:14:41.054 --> 01:14:47.256]  We must have a new... ...Turig, and we will sail the seas across the Strait of Gibraltar.
[01:14:48.176 --> 01:14:49.196]  Oh, invade Spain again.
[01:14:49.697 --> 01:14:54.718]  And we will liberate... ...Ali Andalus, restoring it to the bosom of Islam.
[01:14:56.538 --> 01:14:58.139]  That, that's, uh, that's Spain?
[01:14:59.219 --> 01:14:59.959]  This is, back it up.
[01:15:01.325 --> 01:15:04.066]  To the bosom, where everybody's trying to flee the bosom of Islam.
[01:15:04.286 --> 01:15:05.567]  Everybody's like, get me out of here!
[01:15:05.587 --> 01:15:06.427]  God, it's hell on earth!
[01:15:08.548 --> 01:15:10.228]  Meanwhile, you want to restore it to your bosom.
[01:15:10.348 --> 01:15:11.029]  I think you can.
[01:15:11.829 --> 01:15:13.189]  I don't want to be in your bosom, buddy.
[01:15:13.390 --> 01:15:14.650]  I don't want to be your bosom, bud.
[01:15:14.690 --> 01:15:15.510]  How's that sound?
[01:15:16.051 --> 01:15:19.232]  I'm not cutting women's genitals off, and I'm not throwing gays off buildings.
[01:15:19.312 --> 01:15:20.412]  I know I'm the bad guy, I understand.
[01:15:21.052 --> 01:15:23.973]  And we will liberate, restoring it to the bosom of Islam.
[01:15:23.993 --> 01:15:27.155]  Can we look up al-Andalus?
[01:15:29.295 --> 01:15:30.416]  I think that's southern Spain.
[01:15:31.926 --> 01:15:36.769]  And, uh, I know they took over, uh, Sicily and everywhere.
[01:15:36.829 --> 01:15:38.790]  Hell, they pushed all the way to Rome three times.
[01:15:40.111 --> 01:15:42.152]  The Vatican had 200-foot walls and held them back.
[01:15:43.793 --> 01:15:48.396]  But the Vatican today says, open up everything and pull down your walls, but we're going to keep ours.
[01:15:48.756 --> 01:15:54.539]  We'll come back with one of the main imams there in Copenhagen, Denmark.
[01:15:54.579 --> 01:15:56.801]  And they got them in Sweden, got them everywhere saying the same stuff.
[01:15:57.221 --> 01:15:57.921]  And we'll play it all.
