[00:00:11.850 --> 00:00:15.919]  Infowars.com is tomorrow's news.
[00:46:07.145 --> 00:46:10.366]  Discover the power of ancient medicine with Bades.
[00:46:10.366 --> 00:46:14.068]  Bades contains one of the most potent forms of turmeric available.
[00:46:14.068 --> 00:46:18.770]  Turmeric has been used for thousands of years and is one of the most studied herbals today.
[00:46:18.770 --> 00:46:22.031]  It is well known in traditional medicine for its soothing properties.
[00:46:22.931 --> 00:46:33.923]  Our pure turmeric extract plus piperine from Black Pepper makes for optimal absorption to help boost and support your flexibility, mobility, joint function, immune system, and so much more.
[00:46:33.923 --> 00:46:42.471]  Regular turmeric root from the store only contains 1-5% of Actum ingredients, but our turmeric root extract contains over 95% of the Actum ingredients.
[00:46:44.073 --> 00:46:45.675]  You're listening to the Alex Jones Show!
[00:47:18.960 --> 00:47:25.987]  Live from the Infowars.com studios, you're listening to the Alex Jones Show.
[00:47:25.987 --> 00:47:32.513]  And now, your host, Owen Troyer.
[00:47:32.513 --> 00:47:34.915]  Roger and I are talking here during the break.
[00:47:34.915 --> 00:47:36.857]  There's a Tucker Carlson clip.
[00:47:36.857 --> 00:47:37.578]  We may go to this.
[00:47:39.372 --> 00:47:42.499]  ...saying if you don't like the direction of the country... In fact, let's just roll to this now.
[00:47:42.499 --> 00:47:49.734]  Let's go to this Tucker Carlson clip, clip 8, from last night, talking about people complaining about the direction of the country.
[00:47:50.848 --> 00:47:52.229]  Well, have more children.
[00:47:52.229 --> 00:47:56.592]  I don't, I mean, I grew up in a world where it was considered embarrassing to have more than two children.
[00:47:56.592 --> 00:48:02.076]  I don't think that's the case now among middle class, upper middle class people, but it was.
[00:48:02.076 --> 00:48:08.420]  And having kids is like, first of all, it's the most rewarding, greatest, most fun thing you can do.
[00:48:08.420 --> 00:48:09.841]  But it's also the most profound thing.
[00:48:09.841 --> 00:48:12.903]  You know, if you don't like the direction of the country, have children.
[00:48:12.903 --> 00:48:17.926]  Raise them the way that you want, consistent with your beliefs.
[00:48:17.926 --> 00:48:20.468]  I mean, it seems like all the answers are basic.
[00:48:21.429 --> 00:48:30.277]  Nature-based answers in my opinion to everything and that's the most basic of all have more kids raise decent children Tucker don't give them any ideas
[00:48:31.294 --> 00:48:34.197]  These people are already indoctrinating our children.
[00:48:34.197 --> 00:48:38.562]  We don't need them bringing up brainwashed minions intentionally into this world, Tucker.
[00:48:38.562 --> 00:48:44.608]  I understand where Tucker's coming from here, but let's not give these people any ideas.
[00:48:44.608 --> 00:48:49.353]  These are the most hateful brainwashed radicals here that hate their own prosperity.
[00:48:49.353 --> 00:48:51.575]  I don't think we need them to procreate here, Roger.
[00:48:52.256 --> 00:48:57.820]  You know, this is why Tucker Carlson's ratings are really soaring on Fox, because he is a truth teller.
[00:48:57.820 --> 00:49:02.623]  I know Tucker's son, Buckley, a fine young man.
[00:49:02.623 --> 00:49:10.128]  I'm honored that he wrote the introduction for my book, Stone Rules, which you can get at the InfoWars.com store now at a special price.
[00:49:12.529 --> 00:49:14.931]  I think he's exactly right.
[00:49:14.931 --> 00:49:22.216]  What we're finding is, even as you pointed out, Susan Rice's offspring is a conservative.
[00:49:22.216 --> 00:49:27.859]  We should not assume that children being brought into the world will grow up like their parents.
[00:49:27.859 --> 00:49:29.641]  It's not necessarily true.
[00:49:29.641 --> 00:49:30.121]  Interesting.
[00:49:30.121 --> 00:49:32.623]  An interesting point that you just posed there.
[00:49:32.623 --> 00:49:41.468]  Yeah, because you wouldn't have thought it, but yes, Susan Rice's son is apparently a big-time conservative, Stanford University graduate, unlike
[00:49:42.689 --> 00:49:44.970]  Unlike his mother.
[00:49:44.970 --> 00:49:50.792]  But I wonder if they understand what Tucker is even talking about there.
[00:49:50.792 --> 00:49:57.355]  Because I feel like the average liberal that complains about the direction the country is going wants the state to raise the child.
[00:49:57.355 --> 00:49:58.955]  And so they still won't even understand.
[00:49:58.955 --> 00:50:00.176]  Like he's saying, like, have children.
[00:50:00.176 --> 00:50:07.218]  What he's saying is, you know, put forth the effort to raise children the right way to create the world that you want to see.
[00:50:07.218 --> 00:50:08.899]  I'm not even sure if they'll understand that message.
[00:50:08.959 --> 00:50:15.841]  No, what he's saying is inculcate in your children the values that you think are important so they can continue the fight for a free country.
[00:50:15.841 --> 00:50:17.721]  I think that's what he's saying.
[00:50:17.721 --> 00:50:21.542]  What is this bar graph you guys have pulled up here?
[00:50:21.542 --> 00:50:25.864]  Mean of number of children think of self as liberal or conservative.
[00:50:25.864 --> 00:50:31.965]  So you're saying this is how old... I'm trying to figure this out here.
[00:50:31.965 --> 00:50:34.026]  The nature of this bar graph that they're showing.
[00:50:36.178 --> 00:50:38.479]  Okay, so conservatives just have more children.
[00:50:38.479 --> 00:50:40.000]  Well, that doesn't surprise me at all.
[00:50:40.000 --> 00:50:41.041]  I'm not surprised.
[00:50:41.041 --> 00:50:44.342]  And that portends good things for the future.
[00:50:44.342 --> 00:50:45.183]  Yes, indeed.
[00:50:45.183 --> 00:50:46.183]  Think of all those votes.
[00:50:49.372 --> 00:50:53.895]  See, that's how a conservative thinks about getting votes, is having children.
[00:50:53.895 --> 00:50:57.598]  A liberal thinks about getting votes by opening the border and by having criminals vote.
[00:50:57.598 --> 00:51:04.203]  I follow Maggie Haberman in the New York Times on her Instagram feed, and she's got adorable children.
[00:51:04.203 --> 00:51:07.966]  And I always put a comment saying, future young Republicans.
[00:51:07.966 --> 00:51:09.147]  Drives her crazy.
[00:51:09.147 --> 00:51:11.048]  Oh, I'm sure it does.
[00:51:11.048 --> 00:51:12.169]  But that's the thing is, again,
[00:51:13.629 --> 00:51:27.231]  People that listen to Tucker's show understand what he's saying, and that's that you have kids, you raise them to be conservative, not, if you have kids, you have the state raise them to be liberals, or beyond that, you have the state raise them to be dependent.
[00:51:27.231 --> 00:51:28.512]  That's what it really is.
[00:51:28.512 --> 00:51:40.714]  The Democrats want you dependent on the welfare, dependent on the food stamps, dependent on them to deliver it to you, as opposed to a conservative message, which is, no, you need to be independent
[00:51:41.334 --> 00:51:45.137]  So that you can provide that for yourself, so that you can provide that for your family.
[00:51:45.137 --> 00:51:57.446]  You were actually saying, too, that you believe, you're seeing some polls now that are indicating that African American youth are, the approval for Trump amongst that, or the support for Trump amongst that demographic is soaring.
[00:51:57.446 --> 00:52:00.408]  You think that has to do with the Dennis Rodman, the Kanye West?
[00:52:00.408 --> 00:52:02.870]  Particularly among young African males.
[00:52:04.071 --> 00:52:04.911]  Will they vote?
[00:52:04.911 --> 00:52:05.631]  Are they voters?
[00:52:05.631 --> 00:52:08.952]  That's an interesting question, but there's clearly a shift going on.
[00:52:08.952 --> 00:52:12.153]  That's why the ferocious attack on Kanye.
[00:52:12.153 --> 00:52:16.013]  That's why the ferocious attack on Dennis Rodman.
[00:52:16.013 --> 00:52:26.496]  You know, people are coming off the plantation and the democratic left establishment doesn't like free thinking.
[00:52:26.496 --> 00:52:30.937]  They don't like the idea that these people can think for themselves.
[00:52:30.937 --> 00:52:32.457]  And what does that typically result in?
[00:52:33.413 --> 00:52:35.937]  They leave the Democrat Party.
[00:52:35.937 --> 00:52:41.325]  Now, you've got the senator from Tennessee, Bob Corker, running around.
[00:52:41.325 --> 00:52:46.313]  This is the same guy that got booed at Trump's rally in Tennessee.
[00:52:47.662 --> 00:52:50.683]  Bob Corker introduced Trump, got booed.
[00:52:50.683 --> 00:53:00.047]  Or no, no, no, I think it was actually Trump that maybe, I don't remember if Trump mentioned Bob Corker's name and they booed him, or if Corker came up to introduce Trump and they booed him.
[00:53:00.047 --> 00:53:01.868]  Either way, they booed Corker.
[00:53:01.868 --> 00:53:09.711]  It's comments like this from Bob Corker on CNN, which is why he gets booed by his own state.
[00:53:10.762 --> 00:53:16.808]  You got a bunch of great-haired old guys that had their cult that controlled Washington for decades.
[00:53:16.808 --> 00:53:18.489]  Bob Corker was one of those.
[00:53:18.489 --> 00:53:20.831]  And people started realizing that Bob Corker was a fraud.
[00:53:20.831 --> 00:53:22.533]  He wasn't a real conservative.
[00:53:22.533 --> 00:53:23.794]  He wasn't doing what he promised.
[00:53:23.794 --> 00:53:26.496]  So this is actually Ben Ferguson saying, you know what?
[00:53:26.496 --> 00:53:26.957]  Pull this down.
[00:53:26.957 --> 00:53:28.178]  I misunderstood the clip here.
[00:53:28.178 --> 00:53:28.818]  This is my mistake.
[00:53:28.818 --> 00:53:29.619]  I misunderstood the clip.
[00:53:29.619 --> 00:53:30.200]  But here's the thing.
[00:53:31.383 --> 00:53:36.770]  This narrative is actually going around that Trump voters are in a cult.
[00:53:36.770 --> 00:53:44.339]  I bet you could plug that into SEO right now and you'll see that there's multiple people saying that Trump supporters are in a cult.
[00:53:45.632 --> 00:53:47.172]  This is amazing, Roger.
[00:53:47.172 --> 00:53:49.113]  Everything they say about us, it's them.
[00:53:49.113 --> 00:53:50.693]  They're the ones that colluded with Russia.
[00:53:50.693 --> 00:53:52.094]  They're the ones that are racist.
[00:53:52.094 --> 00:53:53.694]  They're the ones that are in a cult.
[00:53:53.694 --> 00:54:01.676]  Well, in this case, there are certain established Republicans who don't understand that Trumpism is larger than the Republican Party.
[00:54:01.676 --> 00:54:09.739]  And in every one of their states, believe me, Donald Trump is more popular in Tennessee than Robert Corker is in Tennessee.
[00:54:09.739 --> 00:54:14.140]  And this is also true with Ben Sasse in Nebraska, for example.
[00:54:14.660 --> 00:54:19.684]  So, every Republican president has remade the party in their own image.
[00:54:19.684 --> 00:54:23.227]  Lincoln, Eisenhower, Reagan, and so on.
[00:54:23.227 --> 00:54:25.128]  And so it is true with Trump.
[00:54:25.128 --> 00:54:30.873]  So what Corker is really complaining about is the fact that Trump is more popular than he is.
[00:54:30.873 --> 00:54:32.934]  And that his establishment colleagues are.
[00:54:36.477 --> 00:54:37.417]  So the crew just found it.
[00:54:37.417 --> 00:54:39.358]  It was Trump who mentioned Bob Corker.
[00:54:39.358 --> 00:54:40.599]  They all booed.
[00:54:40.599 --> 00:54:44.120]  And Bob Corker did say the GOP is becoming cult-like under Trump.
[00:54:44.120 --> 00:54:48.041]  You know, Roger, here's what I think one of the problems is.
[00:54:48.041 --> 00:55:00.646]  It's like there's such a disdain and hatred for the Republican Party, not just amongst the left and Democrats, which, OK, but there's also a disdain for the Republican Party amongst many centrists.
[00:55:01.306 --> 00:55:04.929]  And I think it's because they see the R behind Trump's name.
[00:55:04.929 --> 00:55:09.191]  They have this distaste for Donald Trump, but they don't understand.
[00:55:09.191 --> 00:55:16.977]  He ran under the Republican Party because he understood that was the track to get into the White House.
[00:55:16.977 --> 00:55:20.639]  He didn't run as a Republican because he's a member of the Republican Party.
[00:55:20.639 --> 00:55:27.904]  He ran as a Republican because he saw that that's where the dominoes were aligned to fall by getting the Republican nomination and winning as a Republican.
[00:55:28.044 --> 00:55:38.611]  He correctly figured out in 2000 when I was trying to convince him to run for president as the Reform Party candidate that you could only get elected president as one of the nominees of the two major parties.
[00:55:38.611 --> 00:55:56.182]  Secondarily though, if you look at the results of the election in Wisconsin, in Michigan, in Pennsylvania and Ohio, you will see that he was able to outperform Mitt Romney and John McCain before him because he's had this ability to reach beyond the Republican Party.
[00:55:56.722 --> 00:56:10.032]  That's building a new coalition, and if he continues on the current track of economic prosperity and peace abroad, you're going to have whole new realignment, a whole new coalition.
[00:56:10.032 --> 00:56:12.194]  Choosing the Second Amendment issue
[00:56:13.275 --> 00:56:21.882]  As a centerpiece for 2018 is one of the biggest mistakes the Democrats can make because it gets us beyond country club Republicans.
[00:56:21.882 --> 00:56:25.265]  Many Second Amendment supporters are not Republicans.
[00:56:25.265 --> 00:56:26.406]  They're Democrats.
[00:56:26.406 --> 00:56:32.391]  They're blue-collar working-class Democrats or independents who will vote with us on that key issue.
[00:56:32.391 --> 00:56:34.153]  Well, don't you feel like that is just
[00:56:35.313 --> 00:56:45.216]  A path that they've chosen to go down because they're starting to realize here, as the midterms approach, that the hate Trump message, the hate Trump campaign, is not going to lead to victory.
[00:56:45.216 --> 00:56:50.638]  So they're falling back on the next best thing for them, which is to attack the Second Amendment and demonize guns.
[00:56:50.638 --> 00:56:52.358]  Don't you think that might have something to do with this?
[00:56:52.358 --> 00:56:57.460]  Well, look, I think they want to take away our guns because what they really want to do is take away our First Amendment rights.
[00:56:57.460 --> 00:57:03.082]  What they really want to do is kneecap us on the internet, censor us, take us off YouTube, take us off Facebook.
[00:57:03.903 --> 00:57:08.211]  This is the war that's being waged on InfoWars even as we speak.
[00:57:08.211 --> 00:57:12.218]  And they know it'll be a lot easier if they can remove people's Second Amendment rights.
[00:57:13.246 --> 00:57:21.250]  And this is why your support at InfoWarsTore.com is so important, and this is why we're doing a 34-hour broadcast spectacular right now.
[00:57:21.250 --> 00:57:27.772]  It's gonna go all the way through till tomorrow at 6 p.m., the conclusion of the War Room, which is hosted by myself and Roger Stone.
[00:57:27.772 --> 00:57:37.877]  But on the other side, Alex Jones is going to be joining us, making his debut on this 34-hour broadcast spectacular, the release of the IG report to come soon, James Comey.
[00:57:38.357 --> 00:57:42.420]  Is going to be totally exposed for rigging the Hillary Clinton email investigation.
[00:57:42.420 --> 00:57:44.281]  It's all coming up next on the Alex Jones Show.
[00:57:44.281 --> 00:57:51.386]  Don't go anywhere.
[00:57:51.386 --> 00:57:58.131]  This is the last week to get free shipping on all of our best selling items at InfoWarsStore.com.
[00:57:58.131 --> 00:58:07.298]  We also have some of the biggest sales in our history on super high quality supplements and other products at InfoWarsStore.com as well as InfoWarsLife.com.
[00:58:08.058 --> 00:58:17.022]  Body's Ultimate Turmeric Formula has the strongest curcumin level of any other brand you're going to find out there at 95%.
[00:58:17.022 --> 00:58:21.444]  Leading competitors have a curcumin level of 3%.
[00:58:21.444 --> 00:58:31.069]  From there, we've got dozens and dozens and dozens of other game-changing products that you and your family will absolutely love and will help support the broadcast.
[00:58:31.069 --> 00:58:33.370]  It is critical that you go to infowarstore.com.
[00:58:34.210 --> 00:58:41.134]  Do you realize that when you spread the links from InfoWars.com, when you spread the videos, you are changing the world?
[00:58:41.134 --> 00:58:41.674]  It's you!
[00:58:59.744 --> 00:59:01.926]  That has defeated Hillary and the globalists.
[00:59:01.926 --> 00:59:10.632]  It is you, the info warriors across the planet, that stood against the bullying, that stood against the peer pressure, that stood against the threats, that have now changed the world.
[00:59:10.632 --> 00:59:15.235]  And that's why you've been on the team, supporting us, praying for us, and spreading the word.
[00:59:15.235 --> 00:59:16.676]  You are the info war.
[00:59:16.676 --> 00:59:20.219]  And now, because of their intensifying censorship, it's more important than ever
[00:59:20.899 --> 00:59:32.281]  Let everyone go to Infowars.com forward slash newsletter and sign up via email so there's no way the censors can get between us with critical videos, articles, breaking news, intel, you name it.
[00:59:32.281 --> 00:59:40.243]  And so now I ask you more than ever to share the Infowars.com articles, to share the videos, to tell people about the local stations you're listening to.
[00:59:40.243 --> 00:59:47.284]  The bare minimum you can do is sign up for the free newsletter at Infowars.com forward slash newsletter.
[00:59:47.284 --> 00:59:50.045]  We are the renaissance and we are winning.
[00:59:52.856 --> 01:00:04.600]  You're listening to the Alex Jones Show.
[01:00:04.600 --> 01:00:11.402]  And it's time for humanity to stand up in the Info War and say, I don't know what's going to happen at the end of this, but you want to fight?
[01:00:11.402 --> 01:00:15.823]  You better believe you've got one!
[01:00:15.823 --> 01:00:20.825]  From the front lines of the Information War, it's Alex Jones.
[01:00:38.396 --> 01:01:03.170]  As if the severity at the Singapore Capella Hotel wasn't racked with enough cosmic intensity before the meeting took place between the Rocket Man and the old doddered as they previously described each other reeling from Canadian Prime Minister Justin Trudeau's backstabbery and outraged Trump administration economic advisor Larry Kudlow was rushed to the Walter Reed Medical Center suffering from a heart attack.
[01:01:03.450 --> 01:01:06.071]  This was no ragamuffin affair.
[01:01:06.071 --> 01:01:23.897]  After the two leaders comfortably arrived at the Capella Singapore Hotel grounds, Kim Jong-un settled into one of the finest hotel rooms on earth, surrounded by fields of roaming peacocks, an amusement park, and complete with a personal bathroom for Kim Jong-un, as requested.
[01:01:23.897 --> 01:01:24.737]  And oddly enough,
[01:01:25.037 --> 01:01:33.730]  No other American quantified the absence of any previous leadership to tackle the North Korean hermit nuclear kingdom like Dennis Rodman.
[01:01:33.730 --> 01:01:36.453]  Obama didn't even give me the time of day.
[01:01:36.453 --> 01:01:37.595]  I asked him.
[01:01:37.595 --> 01:01:40.319]  I said, I have something to say for North Korea.
[01:01:40.319 --> 01:01:41.361]  He just brushed me off.
[01:01:42.455 --> 01:01:43.856]  But that didn't deter me.
[01:01:43.856 --> 01:01:47.318]  I still kept going back, I kept going back, I kept going back.
[01:01:47.318 --> 01:01:50.479]  I showed my loyalty and my trustworthiness to this country.
[01:01:50.479 --> 01:01:53.961]  And I said to everybody, I said, the door will open.
[01:01:53.961 --> 01:01:55.262]  When I said those damn things...
[01:01:56.465 --> 01:01:56.965]  We're good
[01:02:17.841 --> 01:02:34.925]  No less bringing an end to the table the atrocity known as the Korean War that began on June 25th 1950 just about a fortnight shy of 68 years ago along with an effort toward denuclearization in exchange for security.
[01:02:34.925 --> 01:02:41.887]  North Korea has previously confirmed to us its willingness to denuclearize and we are eager to see if those words prove sincere.
[01:02:43.078 --> 01:02:52.662]  The fact that our two leaders are sitting down face-to-face is a sign of the enormous potential to accomplish something that will immensely benefit both of our peoples and the entire world.
[01:02:52.662 --> 01:03:00.106]  I want to thank Chairman Kim for taking the first bold step toward a bright new future for his people.
[01:03:00.106 --> 01:03:10.971]  Our unprecedented meeting, the first between an American president and a leader of North Korea, proves that real change is indeed possible.
[01:03:12.270 --> 01:03:17.399]  My meeting with Chairman Kim was honest, direct, and productive.
[01:03:17.399 --> 01:03:24.670]  We got to know each other well in a very confined period of time, under very strong, strong circumstance.
[01:03:25.604 --> 01:03:35.226]  While the crumbling fake news media attempted to write off the entire affair, CNN's Jim Acosta even yelled, are you going to give up your nukes during the photo op?
[01:03:35.226 --> 01:03:37.207]  We're very proud of what took place today.
[01:03:37.207 --> 01:03:48.449]  I think our whole relationship with North Korea and the Korean peninsula is going to be a very much different situation than it has in the past.
[01:03:49.534 --> 01:03:51.056]  We both want to do something.
[01:03:51.056 --> 01:03:53.339]  We both are going to do something.
[01:03:53.339 --> 01:03:56.283]  And we have developed a very special bond.
[01:03:56.283 --> 01:03:58.946]  So people are going to be very impressed.
[01:03:58.946 --> 01:04:00.789]  People are going to be very happy.
[01:04:00.789 --> 01:04:05.195]  And we're going to take care of a very big and very dangerous problem for the world.
[01:04:05.195 --> 01:04:07.237]  And I want to thank Chairman Kim.
[01:04:08.158 --> 01:04:12.081]  We spent a lot of time together today, very intensive time.
[01:04:12.081 --> 01:04:17.624]  And I would actually say that it worked out for both of us far better than anybody could have expected.
[01:04:17.624 --> 01:04:20.686]  Get ready for the big payback, fake liberals.
[01:04:20.686 --> 01:04:24.108]  This is what American leadership looks like.
[01:04:24.108 --> 01:04:29.651]  John Bowne reporting for InfoWars.com.
[01:04:29.651 --> 01:04:33.374]  Ladies and gentlemen, Scott Adams.
[01:04:33.374 --> 01:04:35.075]  Well, he's been talking about word for word.
[01:04:36.673 --> 01:04:49.724]  Got put into the amazing little short video that President Trump showed Kim Jong-un, the power of positive thinking, history not repeating itself, if we get involved and become history's actors to steal a phrase from Karl Rove.
[01:04:49.724 --> 01:04:50.945]  What was he talking about?
[01:04:50.945 --> 01:04:53.868]  He's saying we know that secret, you don't.
[01:04:53.868 --> 01:04:55.209]  So you repeat it, but we don't.
[01:04:58.477 --> 01:05:07.960]  Infowarslife and Infowarslife.com is extremely excited to announce our latest release, Winter Sun, a revolutionary type of vitamin D3.
[01:05:07.960 --> 01:05:12.661]  Winter Sun is a premium quality vitamin D3 nutritional supplement.
[01:05:12.661 --> 01:05:17.442]  It is produced by extracting oil from healthy nutrient-dense plants known as lichens.
[01:05:17.442 --> 01:05:20.483]  Every batch is analyzed for purity and D3 content.
[01:05:20.483 --> 01:05:22.924]  It's completely free of toxins and allergens.
[01:05:22.924 --> 01:05:26.305]  Simply put, if you want the best at an extremely low price, this is it.
[01:05:26.465 --> 01:05:30.347]  Winner's Sun is the result of our pursuit of the best source of vitamin D3.
[01:05:30.347 --> 01:05:39.413]  The research and development took over two years, but the result, as verified by independent laboratories, is the best vegan vitamin D3 product in the world.
[01:05:39.413 --> 01:05:44.436]  Read the facts at InfoWarsLife.com about Winner's Sun vitamin D3.
[01:05:44.436 --> 01:05:49.999]  Not only does vitamin D3 promote a healthy mood, but vitamin D supports our memory and brain function.
[01:05:50.359 --> 01:05:52.503]  Something the globalists are targeting.
[01:05:52.503 --> 01:05:55.107]  Visit InfoWars.com today or call 888-253-3139.
[01:06:17.561 --> 01:06:23.663]  Well, I appreciate Scott Adams coming on on short notice, creator of Dilbert.
[01:06:48.516 --> 01:07:06.921]  You name it, really life coach is what he segwayed into and very very popular online doing that and of course he's been at the center of the whole Kanye West awakening process and made the point a few months ago that Kanye had blown a hole in reality so I guess that reality could then start pouring in.
[01:07:06.921 --> 01:07:09.222]  He talked about how it's a lie that history repeats
[01:07:11.559 --> 01:07:13.841]  It's something politicians and people use against us.
[01:07:13.841 --> 01:07:17.223]  It doesn't have to repeat if we don't want it to.
[01:07:17.223 --> 01:07:32.693]  And now I was watching the little two-minute video that Trump showed Kim Jong-un that, as Scott Adams pointed out a few days ago, Owen, could be the best negotiation strategy ever.
[01:07:32.693 --> 01:07:34.735]  And it certainly knew and it certainly worked so far.
[01:07:35.694 --> 01:07:38.457]  But I'm watching, I'm like, oh, that's Scott Adams word for word.
[01:07:38.457 --> 01:07:40.980]  This is what he said in his last video about Kanye.
[01:07:40.980 --> 01:07:42.522]  Somebody must be watching.
[01:07:42.522 --> 01:07:50.792]  And then, sure enough, Scott Adams put a video out pointing out, not taking credit for it, but pointing out those parallels.
[01:07:50.792 --> 01:07:55.637]  And so I'm just wondering, with Scott Adams, obviously he and Trump are going to the same fount.
[01:07:56.198 --> 01:07:56.598]  I don't think so.
[01:08:16.232 --> 01:08:23.518]  I started seeing all these great things happening, but while I was on vacation, I ran into Democrats who'd get in my face, three of them did, and I'd say, what about the peace deal?
[01:08:23.518 --> 01:08:23.958]  Isn't it great?
[01:08:23.958 --> 01:08:24.639]  What about the economy?
[01:08:24.639 --> 01:08:27.080]  And they'd just say, shut up, racist!
[01:08:27.080 --> 01:08:30.003]  And I said, that's not reality, and that's not true!
[01:08:30.003 --> 01:08:38.810]  And so it just gets crazier and crazier and crazier that we have big polls out on InfoWars.com, Paul Joseph Watson article, TV poll, 71% of liberals don't want
[01:08:41.343 --> 01:08:44.168]  Peace with North Korea because Trump would take credit.
[01:08:44.168 --> 01:08:52.923]  They're having national TV polls with Michelle Wolf's Netflix show and 71% don't want peace and admit it's because they don't like Trump.
[01:08:52.923 --> 01:08:53.765]  This is like
[01:08:55.535 --> 01:08:59.637]  A death cult of negative people that would rather die in nuclear war.
[01:08:59.637 --> 01:09:14.404]  Scott Adams, you're really good at putting your finger on the major pulse of the good things and the bad things, but if Kanye blew a hole in reality, which I agree, and now that breach has turned into a huge gaping maw, where are we historically right now?
[01:09:14.404 --> 01:09:15.004]  Thanks for joining us.
[01:09:16.573 --> 01:09:19.575]  Well, I call it the beginning of the Golden Age.
[01:09:19.575 --> 01:09:28.222]  I've been defining the Golden Age as that moment when people start realizing that the remaining big problems are no longer physical.
[01:09:28.222 --> 01:09:35.047]  A physical problem would be you run out of food, you run out of resources, and we're not in that situation.
[01:09:35.047 --> 01:09:37.849]  We're more in a situation where North Korea is a perfect example.
[01:09:38.448 --> 01:09:49.397]  We were worried about what they were thinking and they were worried about what we were thinking, but neither of us had any reason to be at war or to start a war or to continue bad feelings.
[01:09:49.397 --> 01:10:01.447]  So by both Chairman Kim, who said it first, by the way, he said in his first statement at the summit, he said words to the effect of, let's leave the past behind.
[01:10:02.202 --> 01:10:09.470]  And then you saw President Trump with his video, that's getting a lot of attention, saying exactly the same thing.
[01:10:09.470 --> 01:10:22.083]  Because if you dwell on the past, you're stuck with, we can't move forward because you did this that one time, or some relative of yours did something one time, or our side did something that one time.
[01:10:22.083 --> 01:10:23.344]  You just can't move forward.
[01:10:24.045 --> 01:10:37.291]  And it seems to me that the biggest story here that isn't reported, because people don't like to frame anything positively for President Trump, when they say, hey, he walked away from that summit with nothing.
[01:10:37.291 --> 01:10:43.053]  And I say, you know, it's easy to argue, well, he got a commitment to do this or a commitment to do that.
[01:10:43.053 --> 01:10:48.795]  But realistically, all the commitments they made, the commitments we made, are reasonably reversible.
[01:10:48.795 --> 01:10:50.096]  So it's not really about that.
[01:10:50.709 --> 01:11:10.915]  What the president did, and Chairman King did, and I give him credit as well, is that they have redefined the situation from two moral enemies, one who must win and the other one must lose, to two potential friends who have taken the first few steps that are not really representative of the whole journey, but they're on the right path.
[01:11:11.468 --> 01:11:14.930]  To friendship, something where we win, they win.
[01:11:14.930 --> 01:11:19.573]  And frankly, they win a lot bigger than we win if this plays out right.
[01:11:19.573 --> 01:11:31.479]  So the whole reframing from enemies to probably friends who can help each other is what the president walked away with and is completely ignored.
[01:11:31.479 --> 01:11:40.204]  And, you know, when, when he, he's, you know, essentially safer from nuclear war now and his critics said, what, that's crazy.
[01:11:41.033 --> 01:11:45.395]  And I say, who has a nuclear war with their ally?
[01:11:45.395 --> 01:11:51.717]  Who bombs somebody who has just offered to help rebuild your country?
[01:11:51.717 --> 01:11:57.020]  Who becomes an enemy with somebody who's got their hand out literally and figuratively?
[01:11:57.020 --> 01:11:59.501]  It's the sort of thing that just doesn't really happen.
[01:11:59.501 --> 01:12:04.623]  So he reframed the situation in a way that effectively made a nuclear war
[01:12:05.738 --> 01:12:07.479]  No longer have a purpose.
[01:12:07.479 --> 01:12:08.920]  Who bombs their friends?
[01:12:08.920 --> 01:12:10.221]  It just doesn't happen.
[01:12:10.221 --> 01:12:19.486]  And as long as we're on that path, even tentatively, even perhaps, and everybody would agree that much more would need to be done to make it real.
[01:12:19.486 --> 01:12:25.109]  But as long as you're on this path to mutual benefit, nobody fights.
[01:12:25.109 --> 01:12:25.609]  Nobody.
[01:12:25.609 --> 01:12:27.250]  It just doesn't happen.
[01:12:27.250 --> 01:12:30.272]  And that I think is the biggest unreported story.
[01:12:32.375 --> 01:12:43.305]  Scott, I went back a few days ago and I watched your 20-minute viral video, or however long it was, on Kanye blowing a hole in reality, and then I went back and watched your new video.
[01:12:43.305 --> 01:12:45.848]  But before I watched that one, I wanted to go watch the old one.
[01:12:45.848 --> 01:12:50.011]  And I don't want to say Trump's plagiarizing, and he's not, but it's word for word about
[01:12:50.965 --> 01:12:52.406]  Unlimited resources.
[01:12:52.406 --> 01:12:54.688]  We've transcended resources.
[01:12:54.688 --> 01:12:55.869]  We can flip the script.
[01:12:55.869 --> 01:12:58.131]  We can take control of our destiny.
[01:12:58.131 --> 01:13:01.974]  History doesn't have to repeat, but we're the people in the critical time to do it.
[01:13:01.974 --> 01:13:06.198]  I mean, seeing that, I mean, you guys are on the same page.
[01:13:06.198 --> 01:13:15.306]  So maybe for listeners that want to learn more about the antecedents to your political and your philosophy in life, what would they want to research?
[01:13:17.506 --> 01:13:27.806]  Well, my book, Win Bigly, has a good introduction to that sort of stuff, but as you mentioned before, the influential pastor
[01:13:28.924 --> 01:13:37.128]  Norman Vincent Peale was the person who really was the father, if you will, of the idea of the power of positive thinking.
[01:13:37.128 --> 01:13:38.529]  That was his best-selling book.
[01:13:38.529 --> 01:13:42.151]  And he was Trump's pastor when Trump was a kid.
[01:13:42.151 --> 01:13:44.252]  And he was influential to me as well.
[01:13:44.252 --> 01:13:45.592]  I read his books.
[01:13:45.592 --> 01:13:53.096]  So I think we all got a little bit infected by the strategy of being positive.
[01:13:53.721 --> 01:13:58.723]  And framing things in the positive way for win-win situations.
