[00:00:06.328 --> 00:00:07.488]  You have the power.
[00:46:48.437 --> 00:46:50.999]  We need your emergency contribution today.
[00:46:51.399 --> 00:46:54.923]  Go to the InfoWars store and click on the donate button.
[00:46:55.223 --> 00:46:56.304]  We need your help.
[00:47:06.850 --> 00:47:09.469]  You're listening to The Alex Jones Show.
[00:47:35.968 --> 00:47:39.891]  If you are receiving this transmission, you are the resistance.
[00:47:40.211 --> 00:47:42.272]  It's Alex Jones.
[00:47:42.653 --> 00:47:51.779]  So, if you want to know why they hate us, if you want to know why they're always trying to shut Infowars down, it's because even Fox, other than a few of their hosts, are cowards.
[00:47:52.519 --> 00:47:54.240]  And they will not go on air with all this stuff.
[00:47:54.601 --> 00:47:59.544]  You've heard Sean Hannity for a year saying they illegally spied on the president because it's been confirmed for a year.
[00:48:01.226 --> 00:48:06.308]  And they call him a conspiracy theorist and George Soros attacks him and they have boycotts want to take him off the air.
[00:48:06.709 --> 00:48:08.850]  Because they've committed serious crimes.
[00:48:10.230 --> 00:48:11.431]  And they're getting caught doing it.
[00:48:12.371 --> 00:48:12.811]  So what?
[00:48:12.892 --> 00:48:20.555]  Here's a report from early 2017 with Anderson Cooper.
[00:48:21.596 --> 00:48:26.258]  There's an Infowars.com article that accompanies, we can put that on screen so later I'll give you the actual date.
[00:48:27.671 --> 00:48:30.714]  Where they're saying that the President got all this from InfoWars.
[00:48:31.074 --> 00:48:32.756]  No, he didn't get it from InfoWars.
[00:48:33.196 --> 00:48:35.999]  He got it from the Pentagon, snot-nose.
[00:48:36.940 --> 00:48:39.322]  And he got it from the documents that we publish as well.
[00:48:40.984 --> 00:48:41.965]  So, here's that report.
[00:48:43.066 --> 00:48:50.368]  This reminds me of the scene in Annie Hall where two people are talking about Marshall McLuhan's work and Woody Allen gets annoyed and says, you know what, I just happen to have Marshall McLuhan right here.
[00:48:50.688 --> 00:48:55.149]  So we're very glad we happen to have the reporter who wrote the story that is being quoted now by Sean Spicer.
[00:48:55.169 --> 00:48:58.050]  I want to get your reaction to what we just heard.
[00:48:58.110 --> 00:49:02.711]  What do you make of the White House citing your article as part of the evidence?
[00:49:03.571 --> 00:49:19.252]  I mean it's it's it's getting bizarre at this point because we've said it very clearly and I said on your show that that's not what the story said anybody can read the story and see that's not what it said and so there's this bizarre circular thing happening where the president cites a
[00:49:19.292 --> 00:49:20.192]  Let's stop right there!
[00:49:48.817 --> 00:49:58.119]  Notice how they try to look so smug, so confident, where you look at the camera and you go, they claim the moon is made of rock, but really it's made of cheese.
[00:49:58.199 --> 00:50:11.642]  It's ridiculous how extreme and right-wing we are, claiming the moon is made of rock, when everyone knows it's made of the finest green Swiss cheese, and that little Martians fly by and get scoops of it and go back to Mars and feed it to their little baby Martians.
[00:50:13.820 --> 00:50:17.002]  And then Alex Jones claims that the sky is blue and that water is wet.
[00:50:17.563 --> 00:50:19.685]  We all know that's not true here at CNN.
[00:50:19.745 --> 00:50:20.665]  It's just bizarre.
[00:50:21.406 --> 00:50:27.551]  And then they do this over and over and over and over again in this huge confidence game, hoping you don't have any memory.
[00:50:27.591 --> 00:50:28.631]  Let's finish up with the clip.
[00:50:28.652 --> 00:50:28.952]  Here it is.
[00:50:29.568 --> 00:50:38.571]  There's absolutely nothing whatsoever in your reporting in the New York Times that indicates President Obama wiretapped or ordered wiretapping of then-candidate Trump, correct?
[00:50:39.112 --> 00:50:39.472]  Nothing.
[00:50:39.512 --> 00:50:41.853]  I mean, if we knew that, that is a fantastic story.
[00:50:42.233 --> 00:50:43.653]  That we would be rushing it.
[00:50:43.673 --> 00:50:44.534]  I would not be sitting here with you.
[00:50:44.574 --> 00:50:46.154]  I'd be at home writing it or out reporting it.
[00:50:46.674 --> 00:50:48.775]  We said that there were intercepted communications.
[00:50:49.996 --> 00:50:55.578]  In subsequent reporting, we've said that these communications were Russians talking to each other about contacts... No, stop there.
[00:50:55.598 --> 00:50:58.239]  Oh, we said there were intercepted communications.
[00:50:58.259 --> 00:50:58.299]  No.
[00:50:59.994 --> 00:51:12.702]  You had, six months before Trump even got the nomination, you had your operation going full steam, and we even know the name of it.
[00:51:14.803 --> 00:51:21.427]  And we even know the spies that you tried to put into the Trump campaign to plant Russian collusion.
[00:51:22.628 --> 00:51:28.772]  Operation Crossfire Hurricane and Stefan Halperin, and the list is just going to grow
[00:51:30.437 --> 00:51:38.425]  So, there's a criminal investigation of this.
[00:51:38.746 --> 00:51:39.747]  They've been caught doing it.
[00:51:39.827 --> 00:51:41.989]  The FBI admits it was going on.
[00:51:42.249 --> 00:51:43.991]  I should just open the whole broadcast up with this.
[00:51:45.092 --> 00:51:46.433]  The FBI now admits
[00:51:47.486 --> 00:51:53.207]  That they were illegally spying on the Trump campaign under orders from President Barack Hussein Obama.
[00:51:53.687 --> 00:52:05.150]  And that they lied to Congress, and that they lied under oath, and that they lied to the court to get the fake warrants to parallel construct illegal investigations that were already going on.
[00:52:05.630 --> 00:52:11.511]  So, ding-dong, the witch is dead, the witch-o-witch, the witch-witch-witch, ding-dong, the wicked witch is dead!
[00:52:11.772 --> 00:52:13.292]  But that doesn't mean that's gonna happen yet.
[00:52:14.167 --> 00:52:20.210]  Because the media is going to try to confuse this and manipulate this where people that aren't paying attention won't know what's going on.
[00:52:20.871 --> 00:52:33.797]  Or people that don't care that they've been told thousands and thousands and thousands and thousands and thousands and thousands and thousands and thousands of times that there was no spying and it's totally insane when they were all involved!
[00:52:34.278 --> 00:52:35.618]  The New York Times!
[00:52:37.059 --> 00:52:38.500]  Bragged!
[00:52:40.040 --> 00:52:41.360]  In early January!
[00:52:42.040 --> 00:52:43.561]  That they were spying on Trump.
[00:52:43.921 --> 00:52:45.821]  That they were working with the people spying on him.
[00:52:46.101 --> 00:52:47.562]  That Obama was spying on him.
[00:52:47.742 --> 00:52:49.722]  And that they had the dirt, they had the proof!
[00:52:51.183 --> 00:53:00.325]  So they could then confidently tell federal bureaucrats, don't worry, we know he's a Russian agent, don't do what he says, he'll be out before he's even inaugurated.
[00:53:00.925 --> 00:53:04.125]  Then, he'll be out in a few months, then he'll be out by the end of 2017.
[00:53:04.165 --> 00:53:06.426]  We're gonna kill this guy!
[00:53:08.342 --> 00:53:11.243]  Remember when they started having Deputy Director of the FBI and CIA?
[00:53:11.524 --> 00:53:12.304]  He'd been both.
[00:53:13.044 --> 00:53:17.747]  Mudd, go on CNN and say, we're just gonna kill this president.
[00:53:19.527 --> 00:53:22.009]  The guys down at Foddy Boggan are getting ready to kill him.
[00:53:24.350 --> 00:53:28.892]  And the same week you got Brennan and Clapper on TV going, we're gonna take him out.
[00:53:29.712 --> 00:53:30.953]  What do you mean, impeachment?
[00:53:30.993 --> 00:53:32.334]  No, he'll just be gone in two months.
[00:53:32.494 --> 00:53:32.914]  You watch.
[00:53:37.833 --> 00:53:41.177]  Because they're all going to prison if they don't get Trump out!
[00:53:41.618 --> 00:53:42.880]  So they keep running this con game.
[00:53:42.920 --> 00:53:43.761]  He's mentally ill.
[00:53:43.821 --> 00:53:44.582]  He's gonna die.
[00:53:44.982 --> 00:53:45.683]  He's gonna be out.
[00:53:45.823 --> 00:53:47.005]  All the TV shows hit him.
[00:53:47.345 --> 00:53:48.367]  All the programs hit him.
[00:53:48.407 --> 00:53:49.488]  They all say horrible things.
[00:53:49.929 --> 00:53:51.511]  Trying to tank the economy.
[00:53:51.791 --> 00:53:53.473]  Trying to get somebody to make a move.
[00:53:53.774 --> 00:53:56.197]  Trying to find something but every day that passes.
[00:53:56.437 --> 00:53:57.718]  They're losing their people in government.
[00:53:58.118 --> 00:54:01.961]  Every day that passes, mainstream media is losing its ratings and falling apart and killing itself.
[00:54:02.162 --> 00:54:06.045]  And the NFL tried to kill Trump and the relaunch of America, so it's falling apart.
[00:54:06.345 --> 00:54:08.507]  And Hollywood's down 30, 40 percent.
[00:54:08.547 --> 00:54:10.768]  They're falling apart because they try to take down Trump.
[00:54:11.049 --> 00:54:14.932]  And almost every Netflix show is anti-American, anti-Trump, and that's not working.
[00:54:15.832 --> 00:54:23.799]  They've weaponized the schools, and they've got Mueller going after him, raiding his lawyer, and doing all this criminal stuff, illegally spying and telling Congress they didn't do it.
[00:54:26.601 --> 00:54:39.309]  And you've got Mueller's former deputy director saying the government's going to kill this guy, all as a confidence act to their criminal stay-behind networks to make them all think everything is going to be okay.
[00:54:39.890 --> 00:54:43.012]  So they stay at the job and keep prosecuting their operations.
[00:54:43.252 --> 00:54:45.033]  This is how criminal psychology works.
[00:54:45.253 --> 00:54:46.354]  It's all a big con game.
[00:54:46.534 --> 00:54:47.535]  It's all a manipulation.
[00:54:47.675 --> 00:54:48.876]  It's not straight shooting.
[00:54:49.236 --> 00:54:50.257]  It's not real work.
[00:54:50.517 --> 00:54:52.078]  It's not actually knowing what you're doing.
[00:54:52.438 --> 00:54:53.659]  It's not actually delivering.
[00:54:54.299 --> 00:54:55.540]  It's all flim flam.
[00:54:57.222 --> 00:54:57.502]  L.A.
[00:54:57.522 --> 00:54:59.503]  and all the fake people that have now moved to Austin.
[00:55:00.244 --> 00:55:01.445]  They work about one day a week.
[00:55:01.465 --> 00:55:02.206]  They're all talk.
[00:55:02.226 --> 00:55:03.287]  They're all imaginary.
[00:55:03.487 --> 00:55:05.949]  They all run around trying to create conspiracies against people.
[00:55:06.970 --> 00:55:07.990]  That's the way D.C.
[00:55:08.111 --> 00:55:08.251]  is.
[00:55:08.511 --> 00:55:11.874]  And Trump's coming in a construction foreman.
[00:55:12.894 --> 00:55:15.196]  He's coming in somebody that's all about O.C.D.
[00:55:15.236 --> 00:55:15.917]  getting it done.
[00:55:16.237 --> 00:55:16.838]  O.C.D.
[00:55:16.878 --> 00:55:17.558]  being a winner.
[00:55:18.019 --> 00:55:18.799]  O.C.D.
[00:55:18.859 --> 00:55:21.542]  He's obsessive compulsive about winning.
[00:55:22.714 --> 00:55:26.657]  And about not having a bunch of destabilization and a bunch of garbage.
[00:55:26.957 --> 00:55:29.359]  Trump knows you take over with success.
[00:55:29.820 --> 00:55:33.963]  You take over with delivering and people wanting to be Americana.
[00:55:34.203 --> 00:55:35.825]  And Americana is coming back.
[00:55:36.065 --> 00:55:38.166]  And all you idiots that bet against America.
[00:55:38.987 --> 00:55:42.530]  And all you idiots that sat there and bet against Infowars.
[00:55:42.750 --> 00:55:43.791]  And bet against Trump.
[00:55:44.011 --> 00:55:45.112]  And bet against it all.
[00:55:46.173 --> 00:55:49.876]  You people are selling tyranny, something other folks don't want.
[00:55:52.056 --> 00:55:52.736]  You understand that?
[00:55:53.817 --> 00:55:56.879]  And so, your system's in trouble, and you'll never win.
[00:55:57.099 --> 00:56:02.063]  And I'm not just up here like a con man, like CNN, saying, oh, we're gonna win, oh, we're unstoppable.
[00:56:02.383 --> 00:56:04.224]  I'm up here with a track record proving it.
[00:56:04.985 --> 00:56:08.127]  And you know that, and that's why you're so incredibly scared.
[00:56:10.512 --> 00:56:16.718]  Now, it doesn't mean Soros and Hillary aren't suing us, doesn't mean they're not trying to shut us down, doesn't mean they're not running dirty tricks and trying to destroy my family.
[00:56:16.758 --> 00:56:23.784]  We need your prayers, number one, and we need you to spread the articles and the videos and the information of the four winds and to take action.
[00:56:24.925 --> 00:56:27.647]  But they are caught in criminal activity.
[00:56:27.908 --> 00:56:29.709]  Their whole network is beginning to come down.
[00:56:30.570 --> 00:56:32.692]  And right now is the moment of maximum danger.
[00:56:40.253 --> 00:56:42.675]  So, that's what it comes down to.
[00:56:42.835 --> 00:56:44.096]  And, of course, financial support.
[00:56:46.077 --> 00:56:48.519]  But, I mean, what's the point of plugging at the end of every hour anyways?
[00:56:49.460 --> 00:56:50.901]  I don't even listen to the end of the hour.
[00:56:50.941 --> 00:56:53.282]  They tune in at the first of the hour and it's just no one cares anymore.
[00:56:53.983 --> 00:56:56.525]  I mean, at least people that are in the know don't care.
[00:56:56.625 --> 00:56:59.607]  They don't realize that we're this close to winning, we're this close to losing.
[00:57:00.771 --> 00:57:04.512]  I mean, this is a total war against control freak scum, ladies and gentlemen.
[00:57:05.193 --> 00:57:14.656]  And if the American people just put out a little bit more energy, standing up to the bureaucrats, standing up to the intimidation, standing up to the garbage, we would turn the tide incredibly well.
[00:57:16.376 --> 00:57:25.100]  But they've created a mesmerized TV head world of people who just can't get themselves out of the box.
[00:57:25.160 --> 00:57:28.741]  But they're still a minority of awake, focused, dedicated people.
[00:57:29.585 --> 00:57:30.906]  That are able to turn it around.
[00:57:52.932 --> 00:58:02.214]  Climb to the top of the food chain with Alpha Power by Infowars Life for those who want to increase testosterone and energy levels.
[00:58:03.054 --> 00:58:10.436]  Most men know that testosterone levels begin to decline starting around 30 at a rate of about 1-2% per year.
[00:58:11.116 --> 00:58:17.418]  This drop can show signs such as fatigue, low energy, low sex drive and muscle loss.
[00:58:18.258 --> 00:58:23.501]  Alpha Power is packed with some of the most potent and clinically tested ingredients on the market.
[00:58:24.101 --> 00:58:32.825]  The secret is in the synergistic blend of ancient ingredients that have been concentrated into their most potent forms, including...
[00:58:33.565 --> 00:58:36.027]  It's gonna get more twilight zone from here.
[00:59:00.928 --> 00:59:05.062]  Americanism, not globalism, will be our credo!
[00:59:10.336 --> 00:59:19.840]  We're saying, if you're out there and you're trying to represent your First Amendment right to free speech, if somebody comes and attacks you, it's your right to defend yourself.
[00:59:19.960 --> 00:59:21.041]  It got ugly.
[00:59:21.081 --> 00:59:23.061]  Violence erupting at the event.
[00:59:23.221 --> 00:59:25.042]  A fight broke out.
[00:59:25.382 --> 00:59:28.744]  Fists flying between Trump supporters and anti-Trump supporters.
[00:59:28.904 --> 00:59:33.706]  I want to warn the folks watching at home, you're about to see some very violent footage.
[00:59:41.374 --> 00:59:45.337]  You say he's not your president, then you shouldn't be here!
[00:59:45.397 --> 00:59:49.539]  Those who have been bringing us together, you got that?
[00:59:49.559 --> 00:59:56.224]  This is the heart of 1776.
[00:59:56.864 --> 01:00:03.909]  If you are receiving this transmission, you are the resistance.
[01:00:04.829 --> 01:00:09.893]  From the front lines of the Information War, it's Alex Jones.
[01:00:12.062 --> 01:00:14.224]  Here's the truth about gun control.
[01:00:14.444 --> 01:00:22.771]  Many times these mass shootings are actually case and point examples as to why gun control doesn't work.
[01:00:23.051 --> 01:00:26.234]  And the recent Santa Fe shooting is a prime example.
[01:00:26.394 --> 01:00:33.300]  The Santa Fe shooter, only 17 years old, took his father's firearm to commit this mass shooting.
[01:00:33.520 --> 01:00:37.744]  And yes, stealing your father's gun is illegally obtaining a firearm.
[01:00:38.004 --> 01:00:45.128]  Federal firearm laws already prohibit firearm sales to anyone under 18.
[01:00:45.508 --> 01:00:53.553]  I guess the argument to ban guns kind of falls through when these shooters use guns that were obtained illegally.
[01:00:54.153 --> 01:00:57.655]  Does Mexico not have mass shootings because they've banned guns?
[01:00:57.995 --> 01:01:02.078]  Actually, they have cartels that go and massacre whole villages.
[01:01:02.518 --> 01:01:13.880]  Another common argument amongst gun control advocates is that we should ban all assault rifles and bump stocks in order to prevent mass casualties.
[01:01:15.140 --> 01:01:16.800]  What is an assault rifle?
[01:01:17.621 --> 01:01:18.741]  Is that just a made-up word?
[01:01:19.241 --> 01:01:20.601]  Do rifles assault people?
[01:01:21.721 --> 01:01:26.262]  Or is it the people behind the guns that are assaulting people with guns?
[01:01:27.302 --> 01:01:31.623]  Last I knew, guns don't just pick themselves up and start firing on people.
[01:01:32.023 --> 01:01:36.907]  I guess you can put assault in front of anything to make it sound big and scary.
[01:01:37.308 --> 01:01:42.692]  Assault cars, assault trucks, assault sticks, assault flags, assault rice cookers.
[01:01:43.032 --> 01:01:58.105]  A 17-year-old mass shooter wielding a sawed-off shotgun, killing 10 and wounding 10, is kind of proof that you don't need an assault rifle or an AR-15 or bump stocks to commit mass carnage.
[01:01:58.345 --> 01:02:02.269]  We've seen more carnage in China in a mass knife attack.
[01:02:02.549 --> 01:02:05.732]  So essentially, you can use anything to kill a lot of people.
[01:02:05.852 --> 01:02:09.576]  Prison inmates can find ways to kill people with sporks.
[01:02:09.776 --> 01:02:13.479]  That's why there are so many items banned from prisons.
[01:02:13.719 --> 01:02:16.102]  Do we want to live in a giant prison?
[01:02:16.582 --> 01:02:16.862]  No.
[01:02:17.423 --> 01:02:22.989]  Banning AR-15s will not stop mass shootings with mass casualties.
[01:02:23.109 --> 01:02:25.452]  Here's one we hear amongst the left and the right.
[01:02:25.812 --> 01:02:27.114]  Fatherlessness is to blame.
[01:02:27.334 --> 01:02:28.856]  That's why these mass shootings are happening.
[01:02:29.096 --> 01:02:30.577]  And this is how we can prevent them.
[01:02:30.838 --> 01:02:31.879]  More fathers in the home.
[01:02:32.039 --> 01:02:38.125]  As much as I like the idea of more fathers being in the home, this simply isn't a valid solution.
[01:02:38.245 --> 01:02:48.114]  The Santa Fe shooter's father apparently was in the home because it was his father's gun that he stole and used to then go commit the mass shooting.
[01:02:48.414 --> 01:02:53.219]  Here are some real solutions that might actually make a difference.
[01:02:53.499 --> 01:02:58.503]  First, for the mainstream media to stop making every one of these shooters famous.
[01:02:58.683 --> 01:03:09.710]  I mean, the Parkland shooter has been receiving tons of fan mail and love letters from teenagers ever since he did this shooting and got all of this worldwide attention.
[01:03:09.931 --> 01:03:17.276]  But God forbid the mainstream media not exploit another tragedy in order to push their anti-gun agenda.
[01:03:17.556 --> 01:03:18.817]  More guns!
[01:03:19.077 --> 01:03:19.918]  Did you get triggered?
[01:03:20.478 --> 01:03:21.199]  Did I just trigger you again?
[01:03:21.479 --> 01:03:21.719]  And again?
[01:03:21.819 --> 01:03:22.019]  And again?
[01:03:22.039 --> 01:03:22.279]  And again?
[01:03:22.299 --> 01:03:23.420]  Are you getting triggered or confused?
[01:03:23.681 --> 01:03:25.282]  But yes, I did say more guns.
[01:03:25.422 --> 01:03:28.364]  The people of Switzerland are heavily armed.
[01:03:28.805 --> 01:03:29.765]  And surprise!
[01:03:30.206 --> 01:03:32.307]  Mass shootings are very rare.
[01:03:32.828 --> 01:03:42.936]  There have been several instances where armed security or armed civilians have actually stopped mass shootings or greatly minimized the carnage.
[01:03:43.316 --> 01:03:47.880]  And yet, these stories are rarely reported on by the mainstream media.
[01:03:48.120 --> 01:03:58.604]  November 2017, an off-duty Kansas police officer stopped a potential mass shooting in a Costco when an armed man entered and said, I'm going to kill people.
[01:03:58.904 --> 01:04:02.626]  He was able to neutralize the shooter and prevent a mass shooting.
[01:04:03.326 --> 01:04:08.748]  September 2017, a shooter entered a Nashville church and shot seven people.
[01:04:09.188 --> 01:04:17.492]  A man in the church was able to run out to his car, obtain his firearm, and come back and neutralize the shooter, saving untold lives.
[01:04:17.832 --> 01:04:30.257]  May 2015, a man pulled into a South Carolina fire department and began shooting on people and children when a firefighter with a concealed carry permit returned fire and neutralized the subject.
[01:04:30.877 --> 01:04:37.480]  Experts have told us that predators like to prey on the weak and those less likely to defend themselves.
[01:04:37.800 --> 01:04:46.263]  There are many stories and instances where armed civilians or armed security have stopped and prevented mass shootings.
[01:04:46.584 --> 01:04:48.724]  The solution is already there.
[01:04:49.065 --> 01:04:52.146]  The mainstream media just doesn't want you to know it.
[01:04:54.657 --> 01:04:58.749]  Defending the Republic from enemies foreign and domestic.
[01:04:59.572 --> 01:05:00.976]  It's Alex Jones.
[01:05:03.937 --> 01:05:05.639]  Electrify your day with Secret 12.
[01:05:06.239 --> 01:05:07.560]  It's like lightning in a bottle.
[01:05:07.800 --> 01:05:11.343]  We all have days in which we just can't seem to perform at the level we'd like to.
[01:05:11.704 --> 01:05:19.430]  InfoWars Live Secret 12 is designed to naturally energize your body and mind with two great tasting and super high quality forms of vitamin B12.
[01:05:19.650 --> 01:05:24.454]  Proper vitamin and nutrient intake is essential to keep your body functioning at optimum levels.
[01:05:24.614 --> 01:05:30.079]  The reality is, it's hard to take in the proper amount of vitamins we need each day with our modern diets.
[01:05:30.419 --> 01:05:37.968]  Zika 12 by Infowars Life is an easy way to naturally upgrade your vitamin B12 intake and support your body's natural systems.
[01:05:38.208 --> 01:05:42.653]  It pairs two forms of vitamin B12 into one explosive formula.
[01:05:42.933 --> 01:05:51.743]  Vitamin B12 supports healthy energy levels through red blood cell formation and aiding in the body's natural processes, but it also assists with many other functions of the body.
[01:05:51.943 --> 01:05:55.229]  Electrify your mind and body and take your health to the next level.
[01:05:55.490 --> 01:05:59.176]  Experience the power of Secret 12 at InfoWarsLife.com.
[01:05:59.397 --> 01:06:01.000]  That's InfoWarsLife.com.
[01:06:04.366 --> 01:06:23.828]  Over 20 years ago, Alex Jones created the media platform called InfoWars, and in the decades since, it's grown into a truly remarkable institution with over 200 radio affiliates, tens of millions of unique website visitors monthly, and a 24-7 live news TV channel broadcasting from state-of-the-art studios in
[01:06:23.988 --> 01:06:24.808]  Austin, Texas.
[01:06:25.129 --> 01:06:36.334]  InfoWars has become the most trusted independent news source in the country, dedicated to delivering breaking news, live coverage of special events, and exclusive reports you won't find anywhere else.
[01:06:37.214 --> 01:06:42.837]  While the old guard media struggles to maintain supremacy in a landscape rocked by innovation and technology,
[01:06:43.417 --> 01:06:47.060]  InfoWars has been at the forefront of the information revolution.
[01:06:47.620 --> 01:06:59.168]  From 8 million radio listeners, over 2 million YouTube subscribers, or the billions of views of our online content, InfoWars proves dominant in every facet of media we enter.
[01:07:00.208 --> 01:07:09.675]  For the hardest-hitting reports, uncompromising analysis, for high-profile interviews and bombshell revelations, accept no substitutes.
[01:07:09.715 --> 01:07:10.996]  Demand truth.
[01:07:11.036 --> 01:07:12.657]  Demand InfoWars.
[01:07:14.478 --> 01:07:15.198]  InfoWars.
[01:07:15.558 --> 01:07:16.439]  Tomorrow's News.
[01:07:16.759 --> 01:07:17.219]  Today.
[01:07:17.920 --> 01:07:26.264]  One thing that happens when you make as many wild, unproven claims as Trump does is that the people around you have to go to increasingly ridiculous lengths to try to defend those claims.
[01:07:26.564 --> 01:07:37.530]  And this weekend we saw another example of that when White House Counselor Kellyanne Conway was asked if she had any proof for Trump's outlandish claim that Obama wiretapped him during the campaign and offered this bizarre answer.
[01:07:38.007 --> 01:07:41.231]  How does he know that his phone was actually tapped?
[01:07:41.772 --> 01:07:42.874]  Let me answer that globally.
[01:07:42.914 --> 01:07:44.275]  He's the President of the United States.
[01:07:44.295 --> 01:07:47.440]  He has information and intelligence that the rest of us do not.
[01:07:47.680 --> 01:07:47.980]  You know what?
[01:07:48.020 --> 01:07:49.142]  Yeah, I'll agree with that.
[01:07:49.242 --> 01:07:51.905]  Trump has intelligence that I definitely do not.
[01:07:53.291 --> 01:07:53.691]  I agree.
[01:07:54.492 --> 01:07:55.854]  Listen, people, one more time.
[01:07:56.454 --> 01:07:59.177]  Trump's accusation is ridiculous and pathetic.
[01:07:59.417 --> 01:08:01.039]  He's suggesting a U.S.
[01:08:01.099 --> 01:08:05.142]  president enlisted a foreign intelligence service to spy on a political adversary.
[01:08:05.183 --> 01:08:06.584]  That is an explosive charge!
[01:08:06.684 --> 01:08:07.945]  This is a serious allegation.
[01:08:07.985 --> 01:08:13.851]  This might be the most serious allegation any president has made against a previous president.
[01:08:13.991 --> 01:08:17.793]  But this is a very serious allegation for a sitting president to make about his predecessor.
[01:08:17.813 --> 01:08:24.236]  Trump tweeted, terrible, just found out that Obama had my wires tapped in Trump Tower just before the victory.
[01:08:24.616 --> 01:08:25.196]  Nothing found.
[01:08:25.236 --> 01:08:26.317]  This is McCarthyism.
[01:08:26.377 --> 01:08:32.079]  And the other one, how low has President Obama gone to tap my phones during the very sacred election process?
[01:08:32.339 --> 01:08:35.000]  This is Nixon Watergate, bad or sick guy.
[01:08:35.060 --> 01:08:37.822]  He said Obama is either a bad or
[01:08:38.602 --> 01:08:38.942]  Sick guy.
[01:08:38.962 --> 01:08:40.083]  Maybe he means with his compliments.
[01:08:40.103 --> 01:08:41.423]  Like, yeah, man, he's bad.
[01:08:41.463 --> 01:08:42.944]  He's a bad guy.
[01:08:42.964 --> 01:08:50.908]  The NSA's deputy director told the BBC it was arrant nonsense, revealing a complete lack of understanding in how the relationship works.
[01:08:51.528 --> 01:08:55.409]  And for their part, GCHQ called the accusations utterly ridiculous.
[01:08:55.870 --> 01:08:59.751]  And yet, rather than distancing himself from Spicer, Trump decided to back him up.
[01:09:00.252 --> 01:09:02.973]  Are you asking, did I wiretap Donald Trump?
[01:09:04.224 --> 01:09:04.625]  Of course.
[01:09:04.785 --> 01:09:05.166]  I did it!
[01:09:05.887 --> 01:09:15.100]  How low has President Obama gone to tap-pa-pa my phones during the very sacred election process?
[01:09:15.481 --> 01:09:17.904]  This is Nixon slash Watergate.
[01:09:19.226 --> 01:09:19.646]  Hello?
[01:09:20.006 --> 01:09:24.429]  Hey Barack, sorry we had to investigate you on this wiretapping thing.
[01:09:24.589 --> 01:09:25.810]  But you know I didn't do that.
[01:09:26.110 --> 01:09:28.151]  I know, but we still have to investigate it.
[01:09:28.251 --> 01:09:31.073]  Otherwise, it'll look like I'm just mentally unstable.
[01:09:31.493 --> 01:09:35.616]  The craziest thing about Trump calling for an investigation without any evidence.
[01:09:36.076 --> 01:09:36.876]  Zero evidence.
[01:09:36.996 --> 01:09:38.937]  Trump has not produced a shred of evidence.
[01:09:38.957 --> 01:09:40.938]  There was no evidence for Trump's claims.
[01:09:40.978 --> 01:09:42.678]  The evidence did not come.
[01:09:42.738 --> 01:09:44.179]  So, where did Trump get his info?
[01:09:44.399 --> 01:09:45.219]  From the CIA?
[01:09:45.719 --> 01:09:46.640]  From the FBI?
[01:09:46.820 --> 01:09:48.320]  Where are you getting this information?
[01:09:48.860 --> 01:09:50.581]  From a very reputable source.
[01:09:50.901 --> 01:09:51.181]  What?
[01:09:51.221 --> 01:09:51.961]  The FBI?
[01:09:52.021 --> 01:09:52.702]  The CIA?
[01:09:52.842 --> 01:09:53.802]  Info Wars.
[01:09:53.822 --> 01:09:55.963]  It's a radio show hosted by Alex Jones.
[01:09:56.723 --> 01:09:57.703]  You know he's legit.
[01:10:01.365 --> 01:10:02.585]  Ah, Alec Baldwin.
[01:10:02.605 --> 01:10:04.026]  You've been very useful to me.
[01:10:04.186 --> 01:10:05.186]  Send Kim Jong-il.
[01:10:07.210 --> 01:10:23.075]  And of course, if you just joined us last hour, I went into an information blitz showing hundreds of articles where they were admittedly spying illegally on Trump, and now the FBI admits it, and now there's a criminal investigation by the Inspector General in the Justice Department.
[01:10:24.255 --> 01:10:34.578]  And we have Brennan, we have Clapper, we have Comey, we have Mueller, all caught perjuring themselves before Congress.
[01:10:37.233 --> 01:10:37.974]  Here's our article.
[01:10:38.274 --> 01:10:40.076]  Jerome Corsi, March of last year.
[01:10:40.096 --> 01:10:41.277]  It's over a year ago.
[01:10:42.198 --> 01:10:44.761]  NSA documents prove surveillance of Trump and his family.
[01:10:44.781 --> 01:10:48.344]  We have the actual NSA documents.
[01:10:48.445 --> 01:10:51.307]  A top secret that no one else has.
[01:10:52.288 --> 01:10:55.091]  The government didn't come after me and the media didn't say it was a lie.
[01:10:55.151 --> 01:10:56.373]  They just ignored it.
[01:10:58.455 --> 01:10:59.055]  See right there?
[01:10:59.316 --> 01:11:00.076]  How did we know?
[01:11:01.155 --> 01:11:02.456]  Where did we get the information?
[01:11:02.496 --> 01:11:03.376]  Where did the President get it?
[01:11:03.556 --> 01:11:04.236]  Alex Jones.
[01:11:04.777 --> 01:11:07.838]  Well, in the case of this, he did get it, actually, from the DEA.
[01:11:08.498 --> 01:11:09.639]  That's where the President got it.
[01:11:10.939 --> 01:11:17.562]  And the folks involved here, and the people that have gotten all this information, they tried to get it to the President, but we were able to.
[01:11:20.463 --> 01:11:22.504]  Oh, and then Joe Arpaio got his, uh...
[01:11:23.629 --> 01:11:24.989]  Pardon, wasn't that nice too?
[01:11:25.710 --> 01:11:28.210]  He got that information from us as well.
