[00:00:12.597 --> 00:00:13.960]  Yeah, we're good.
[00:24:33.319 --> 00:24:37.283]  And then you wonder why he wants a depression in this country.
[00:24:39.363 --> 00:24:42.885]  You know, my family in East Texas was well-to-do.
[00:24:42.925 --> 00:24:47.187]  They weren't rich, but they had a lot of land and they were well-known, founding people in that county, Freestone County.
[00:24:49.187 --> 00:24:58.071]  And at the end of the Depression, there were no deer, no possums, no raccoons, anything.
[00:24:59.392 --> 00:25:05.335]  People always made fun of the poor people, whether they be black or white, for eating possum pie.
[00:25:05.395 --> 00:25:08.136]  You know, you watch the Beverly Hillbillies, you hear about possum pie?
[00:25:10.506 --> 00:25:12.367]  That's possum mixed in with sweet potatoes.
[00:25:13.027 --> 00:25:14.307]  My dad's had possum pie.
[00:25:14.928 --> 00:25:22.611]  Now, he wasn't starving when he was born in 1950, but they were still going over to their local black folks' neighbors and eating possum pie with them.
[00:25:24.151 --> 00:25:28.133]  And it wasn't some, like, kind of thing about, let's go over and see the weird black people eating possum pie.
[00:25:28.153 --> 00:25:30.594]  They were eating possum pie too during the Depression.
[00:25:30.874 --> 00:25:33.795]  It was going over remembering folks who survived together during that.
[00:25:34.555 --> 00:25:38.057]  The black people just all completely loved, they're all dead now, all loved us.
[00:25:39.171 --> 00:25:39.811]  And we love them.
[00:25:39.871 --> 00:25:43.172]  It was a totally different culture than what the media says or any of this crap.
[00:25:48.353 --> 00:25:49.373]  But I digress from that.
[00:25:51.694 --> 00:25:54.874]  People, 90% of people in the Great Depression were rural.
[00:25:55.614 --> 00:25:58.395]  And they estimate about half of them were self-sufficient.
[00:25:58.435 --> 00:26:01.796]  So, around 45% of people could 100% be self-sufficient.
[00:26:01.816 --> 00:26:02.156]  90% were rural.
[00:26:02.336 --> 00:26:02.496]  Today,
[00:26:10.267 --> 00:26:18.053]  We are 90% rural, 10%, 9% urban, city, 10% rural, and only half of the rural are self-sufficient.
[00:26:18.434 --> 00:26:23.158]  So, 5% are self-sufficient today versus 40-plus percent.
[00:26:23.818 --> 00:26:25.499]  What happens if there's another depression?
[00:26:26.200 --> 00:26:30.684]  War in the streets, total death, collapse beyond Venezuela.
[00:26:31.404 --> 00:26:33.565]  Venezuela was still mainly agrarian when they collapsed.
[00:26:33.845 --> 00:26:39.448]  So they just had, you know, hundreds of thousands starved to death and tens of thousands killed, and it's horrible, and they eat all their dogs and cats.
[00:26:39.488 --> 00:26:48.332]  But it will be like the road, Viggo Mortensen's road, meets Grapes of Wrath if this happens here.
[00:26:49.152 --> 00:26:59.437]  And you've got this creature, who's got a hundred million dollars in private jet, saying he wants a depression, saying he wants a collapse.
[00:26:59.457 --> 00:26:59.797]  Here it is.
[00:27:03.143 --> 00:27:04.724]  Can I ask about the economy?
[00:27:04.804 --> 00:27:06.766]  Because this economy is going pretty well.
[00:27:07.186 --> 00:27:08.327]  We have to... what?
[00:27:08.628 --> 00:27:11.450]  It is going well for now.
[00:27:11.770 --> 00:27:12.391]  For now, right.
[00:27:12.431 --> 00:27:15.193]  That's my question.
[00:27:16.134 --> 00:27:18.676]  I feel like the bottom has to fall out at some point.
[00:27:18.716 --> 00:27:20.157]  And by the way, I'm hoping for it.
[00:27:20.557 --> 00:27:23.820]  Because I think one way you get rid of Trump is a crashing economy.
[00:27:24.100 --> 00:27:25.722]  So please, bring on the recession.
[00:27:29.448 --> 00:27:33.049]  Now, I haven't had time to edit this, so it's got a cuss word for internet viewers and stuff.
[00:27:33.309 --> 00:27:37.331]  We'll delay it for TV and radio, but he just basically says, I defend this.
[00:27:37.771 --> 00:27:42.273]  You guys need to go back to college and learn about comparison, because Trump's worse than a Great Depression.
[00:27:43.193 --> 00:27:43.853]  So, here's the clip.
[00:27:48.707 --> 00:27:53.691]  Because I said going through a recession would be worth it if it undermined Trump's popularity.
[00:27:53.711 --> 00:27:57.614]  Has to enroll in college and take a course in perspective.
[00:27:58.735 --> 00:28:00.217]  A recession.
[00:28:00.257 --> 00:28:00.657]  Back it up.
[00:28:00.677 --> 00:28:01.898]  Great job delaying that live.
[00:28:03.819 --> 00:28:05.741]  A course in perspective.
[00:28:05.841 --> 00:28:07.042]  You've got a hundred million.
[00:28:07.362 --> 00:28:08.503]  You've got private jets.
[00:28:08.663 --> 00:28:11.205]  You don't think it'll hurt people to have no money for a few years.
[00:28:12.358 --> 00:28:16.942]  And so you lecture us from your filthy Hollywood pulpit, like we're a bunch of crap.
[00:28:17.462 --> 00:28:18.743]  You need the perspective, man.
[00:28:18.784 --> 00:28:19.484]  You jerk!
[00:28:21.506 --> 00:28:22.186]  God, man.
[00:28:22.287 --> 00:28:24.769]  I mean, this is the trash that runs Hollywood.
[00:28:25.089 --> 00:28:31.374]  Let's hear from this anti-American guy betting on our failure, and he thinks we're so dumb, he'll spit it in our face.
[00:28:31.614 --> 00:28:32.815]  He'll spit it in our face.
[00:28:32.835 --> 00:28:33.116]  Here it is.
[00:28:34.591 --> 00:28:37.492]  Has to enroll in college and take a course in perspective.
[00:28:38.152 --> 00:28:38.732]  Hit pause.
[00:28:38.752 --> 00:28:39.992]  I'm gonna come back to him.
[00:28:40.553 --> 00:28:46.134]  Hey, why don't you enroll in a College of Humanity, you sociopathic genetic psychopath?
[00:28:47.014 --> 00:28:49.955]  Why don't you get off our back, you dirty dirtbag?
[00:28:50.475 --> 00:28:55.096]  If you hate America so much, just get the hell out of here.
[00:28:55.116 --> 00:28:56.177]  Do you think there's too many people?
[00:28:56.677 --> 00:29:00.798]  Then slit your own wrist, shove a gun in your mouth, and blow your filthy brains everywhere.
[00:29:03.081 --> 00:29:06.724]  Alex Jones here with an extremely exciting announcement.
[00:29:08.846 --> 00:29:23.878]  We are launching our biggest recruitment and hiring operation ever in our 23-year history as we prepare to go 24 hours a day live on TV and radio from the InfoWars News Center here in Austin, Texas.
[00:29:24.258 --> 00:29:31.042]  We're looking for video editors, live show producers, people that can run live TV and radio, investigative journalists.
[00:29:31.062 --> 00:29:35.965]  We're looking for reporters out in the field who can stay where you are currently yet.
[00:29:36.505 --> 00:29:45.751]  We're looking to hire around 15 people, maybe even more, as we take the information war to the next level in the face of the globalists.
[00:29:46.171 --> 00:29:46.672]  So please,
[00:29:47.532 --> 00:29:55.934]  Go to InfoWars.com, go to InfoWars.com forward slash contest, and you'll find the links to our major hiring drive.
[00:29:56.374 --> 00:30:05.095]  And we're also launching, as I just alluded to, a major reporter contest with $26,000 in prizes.
[00:30:05.475 --> 00:30:06.535]  First place, $20,000.
[00:30:06.916 --> 00:30:07.476]  Second place, $5,000.
[00:30:07.816 --> 00:30:09.256]  Third place, $1,000.
[00:30:09.916 --> 00:30:14.377]  But all of you will be winners because the special reports you cut on any topic you wish
[00:30:14.997 --> 00:30:26.280]  We have the rules on InfoWars.com forward slash contest will then be seen on my broadcast will then be heard on the radio and will be posted to our major websites like NewsWars.com and InfoWars.com.
[00:30:26.580 --> 00:30:36.202]  It has a massive effect and you've seen many other reporters that have worked here over the years like David Knight and others they weren't even contest winners but they were runner-uppers.
[00:30:36.542 --> 00:30:54.027]  But even if you don't want to be part of the contest and just want a shot at working here, we're looking for camera people, we're looking for video editors, we're looking for investigative journalists, and we're looking for engineers, we're looking for reporters, we're looking for it all in this major push against the globalists.
[00:30:54.147 --> 00:30:56.908]  Now, we're going to be hiring right through into 2019 in this big expansion.
[00:30:59.289 --> 00:31:04.455]  But it's critical that as fast as you can, you get your portfolio, your reel, into us.
[00:31:04.495 --> 00:31:07.558]  Whether it be in radio, whether it be in print, whether it be in film.
[00:31:08.499 --> 00:31:10.521]  Whatever your work is, we want to see it.
[00:31:10.741 --> 00:31:12.003]  So send it in with your resume.
[00:31:12.263 --> 00:31:15.727]  So this is a very, very exciting chance for InfoWars.
[00:31:16.147 --> 00:31:20.789]  To up our game in the face of the globalists, but for you to also be a part of this operation.
[00:31:21.069 --> 00:31:28.313]  So directly apply to work with us or apply and at the same time get involved in the contest.
[00:31:28.373 --> 00:31:29.473]  It's all up to you.
[00:31:29.994 --> 00:31:32.655]  We are expanding in the face of the globalist onslaught.
[00:31:33.015 --> 00:31:34.236]  We are not victims.
[00:31:34.416 --> 00:31:35.656]  We are victorious.
[00:31:36.016 --> 00:31:40.959]  And we are taking it directly to the globalists because we are the resistance.
[00:31:41.039 --> 00:31:45.701]  And we're looking for men and women who are a race, color, and creed who love liberty that want to join the fight.
[00:31:46.201 --> 00:31:50.126]  Again, InfoWars.com forward slash contest to find all the rules.
[00:31:50.727 --> 00:31:54.973]  And I'll see you on the front lines of the fight against the NWO.
[00:32:02.256 --> 00:32:11.544]  Climb to the top of the food chain with Alpha Power by Infowars Life for those who want to increase testosterone and energy levels.
[00:32:12.405 --> 00:32:19.771]  Most men know that testosterone levels begin to decline starting around 30 at a rate of about 1-2% per year.
[00:32:20.452 --> 00:32:26.777]  This drop can show signs such as fatigue, low energy, low sex drive and muscle loss.
[00:32:27.598 --> 00:32:32.821]  Alpha Power is packed with some of the most potent and clinically tested ingredients on the market.
[00:32:33.442 --> 00:32:51.032]  The secret is in the synergistic blend of ancient ingredients that have been concentrated into their most potent forms, including uricoma longifolia, originally from Malaysia, maca root from Peru, horny goatweed from China, and tribulus from
[00:32:51.032 --> 00:32:53.133]  You're listening to the Alex Jones Show!
[00:33:36.986 --> 00:33:40.216]  Welcome back, I'm Alex Jones and Bill Maher says he hopes you die.
[00:33:40.256 --> 00:33:40.617]  Here it is.
[00:33:42.189 --> 00:33:43.690]  I'm consistently pro-death.
[00:33:44.151 --> 00:33:45.692]  I'm for assisted suicide.
[00:33:46.012 --> 00:33:47.273]  I'm for regular suicide.
[00:33:47.333 --> 00:33:49.194]  I'm for whatever gets the freeway moving.
[00:33:49.274 --> 00:34:00.542]  Is spending a million dollars on that last three months of life for that patient, would it be better not to lay off those 10 teachers and to make that trade up in medical costs?
[00:34:00.582 --> 00:34:04.725]  But that's called the death panel, and you're not supposed to have that discussion.
[00:34:04.965 --> 00:34:11.250]  They told me to say that they were sorry, but that you had become unreliable.
[00:34:19.463 --> 00:34:21.645]  Is this the kind of society that you want to live in?
[00:34:22.086 --> 00:34:26.470]  Any kind of society that would do this to its children will do it to its senior citizens.
[00:34:26.971 --> 00:34:28.753]  It will do it to its dissidents.
[00:34:29.493 --> 00:34:38.382]  That kind of society will also eventually turn on its police, on its army, on its prison guards, on the quizlings and the collaborators who make that possible.
[00:34:38.843 --> 00:34:41.345]  This is nothing but a suicide cult.
[00:34:42.398 --> 00:34:43.418]  The scoops are on their way!
[00:34:44.138 --> 00:34:45.719]  The scoops are on their way!
[00:34:46.159 --> 00:34:49.260]  I repeat, the scoops are on their way!
[00:34:49.880 --> 00:34:52.701]  You will find out why Soylent Green means life.
[00:34:53.161 --> 00:34:56.562]  You will find out why Soylent Green means death.
[00:34:56.622 --> 00:34:58.102]  We gotta stop him!
[00:34:58.343 --> 00:35:02.784]  That is the secret of Soylent Green.
[00:35:03.364 --> 00:35:05.985]  Soylent Green is people!
[00:35:06.005 --> 00:35:06.625]  We're trying.
[00:35:06.645 --> 00:35:08.405]  We're trying, Chuck.
[00:35:08.825 --> 00:35:09.406]  Trump's trying.
[00:35:09.426 --> 00:35:10.406]  We're trying to stop it.
[00:35:12.861 --> 00:35:15.023]  But that's what globalism is, it's made out of people.
[00:35:16.824 --> 00:35:19.306]  Now, if you just joined us, I'm going to finish up what I was covering.
[00:35:20.006 --> 00:35:30.274]  Bill Maher, Mr. Infanticide, Mr. Abortion, Mr. Suicide, who loves you so much, Trump hates the children, remember?
[00:35:30.294 --> 00:35:38.761]  Even though the girl wasn't separated from her parents, it was all a hoax, and even though Tom Arnold didn't get Trump's lawyer to say all this and admits it's a lie now, doesn't matter!
[00:35:39.687 --> 00:35:43.568]  Because they've got a new lie every five minutes before you discover the other one.
[00:35:44.168 --> 00:35:46.809]  And they just move on to try to control reality.
[00:35:46.849 --> 00:35:47.429]  So what do you do?
[00:35:47.549 --> 00:35:47.909]  I don't know.
[00:35:48.809 --> 00:35:50.490]  That's a question I should open the phones up about.
[00:35:50.970 --> 00:35:52.770]  What do you do about liars like this?
[00:35:52.830 --> 00:35:55.051]  In fact, I'm gonna open the phones up on that question only.
[00:35:56.891 --> 00:35:58.072]  Do you ignore the lies?
[00:36:00.132 --> 00:36:01.933]  And just tell the truth about other stuff that's going on?
[00:36:02.053 --> 00:36:06.634]  Or do you counter the lies but then let them to control the debate where they're always roping us in?
[00:36:11.946 --> 00:36:15.568]  Yeah, I forgot he said the people that took on the World Trade Center were heroes and had courage.
[00:36:15.608 --> 00:36:16.709]  I forgot Bill Maher praised that.
[00:36:16.809 --> 00:36:17.089]  God!
[00:36:17.109 --> 00:36:18.710]  There's no end to that, guys.
[00:36:19.671 --> 00:36:28.476]  Anyways... But see, when you prey on something like America, you have to hate it or you'd feel bad.
[00:36:30.698 --> 00:36:32.879]  So, just finishing up, here's Bill Maher.
[00:36:33.680 --> 00:36:36.762]  Two weeks ago says he wants a collapsing economy.
[00:36:37.102 --> 00:36:37.942]  What was the exact quote?
[00:36:37.962 --> 00:36:38.503]  It was, uh...
[00:36:40.177 --> 00:36:41.018]  Stock market crash.
[00:36:41.998 --> 00:36:43.279]  Economic crash was a quote, right?
[00:36:43.459 --> 00:36:43.780]  There it is.
[00:36:44.080 --> 00:36:45.121]  A crashing economy.
[00:36:45.141 --> 00:36:45.901]  There's the exact quote.
[00:36:47.322 --> 00:36:48.363]  Which is not a recession.
[00:36:48.423 --> 00:36:49.203]  That's far worse.
[00:36:51.085 --> 00:36:51.985]  We couldn't survive it.
[00:36:52.366 --> 00:36:54.967]  This sophisticated of an economy with just-on-time delivery and everything?
[00:36:55.308 --> 00:36:56.589]  I mean, the Pentagon studied it.
[00:36:56.609 --> 00:36:57.349]  Everybody else has.
[00:36:57.369 --> 00:36:59.691]  It's like, we can't have one of those.
[00:37:00.011 --> 00:37:02.733]  And a sophisticated economy tends to stop a depression.
[00:37:03.193 --> 00:37:04.134]  But if you have one,
[00:37:06.943 --> 00:37:09.865]  You better be in a farmhouse in the middle of nowhere with 50 cows on the roof.
[00:37:10.845 --> 00:37:12.006]  Which I haven't even set up yet.
[00:37:12.046 --> 00:37:15.387]  You know, I realize that I'm running up the white flag when I get that set up.
[00:37:15.487 --> 00:37:16.788]  Man, I'm so close, man.
[00:37:17.749 --> 00:37:18.909]  I'm so close to bugging out.
[00:37:19.109 --> 00:37:21.791]  I'll still do the show, but I'll admit, like, I bugged out.
[00:37:22.531 --> 00:37:27.154]  I'm in an undisclosed location because all the billionaires have run to armored redoubts.
[00:37:27.274 --> 00:37:28.294]  Even the Patriot ones, I know.
[00:37:28.314 --> 00:37:31.696]  They're like, hey, you want a space down here in the bunker?
[00:37:31.716 --> 00:37:33.757]  And I'm like, no, I'm not going to do it.
[00:37:34.718 --> 00:37:35.338]  But you know what?
[00:37:36.997 --> 00:37:43.359]  I look at the spoiled rotten public that doesn't even want prosperity and Trump trying to stop a global collapse, which we're so close to, and I'm kind of like, what do I do?
[00:37:44.099 --> 00:37:44.339]  You know?
[00:37:45.860 --> 00:37:52.202]  At a certain point, I've got to just, not even throw in the towel, just be honest about things.
[00:37:52.442 --> 00:37:53.542]  But I'm not doing it yet.
[00:37:53.562 --> 00:37:55.223]  Because we're winning right now.
[00:37:56.103 --> 00:37:57.804]  And people should be trying to fix things.
[00:37:57.864 --> 00:38:01.505]  If we tried to fix things, we may not have a chance to turn this around.
[00:38:01.805 --> 00:38:04.806]  I mean, we're 7.5 billion people on a little bitty planet.
[00:38:06.820 --> 00:38:08.540]  You can fly halfway around it in 10 hours.
[00:38:11.981 --> 00:38:15.882]  And then we've got jerks that maintain control through dyscordia?
[00:38:17.422 --> 00:38:18.063]  Like Bill Maher?
[00:38:19.103 --> 00:38:21.623]  Who's got an impetus to hate people?
[00:38:26.465 --> 00:38:27.945]  I would never hurt Bill Maher.
[00:38:29.443 --> 00:38:38.712]  I'm simply saying if Bill Maher wants to talk about how he wants infanticide and euthanasia so that he doesn't get big cities get built because of big populations.
[00:38:40.974 --> 00:38:46.660]  I've told you a thousand times it's a good analogy like you may go a hundred miles, 200 miles in the ocean so you hit a coral reef.
[00:38:48.510 --> 00:38:52.295]  The right temperature, the right atmosphere, the right areas.
[00:38:53.197 --> 00:38:56.541]  Maybe a river's coming out that feeds it with flora and food.
[00:38:56.561 --> 00:39:02.530]  And you'll have a big coral reef, like Belize or the largest coral reef in the world, Australia.
[00:39:04.761 --> 00:39:07.642]  And if you're swimming along, you're like, God, I'm loving all these fish!
[00:39:07.662 --> 00:39:08.622]  There's so many of them!
[00:39:08.942 --> 00:39:09.882]  This is overcrowded!
[00:39:10.223 --> 00:39:11.443]  Life congregates.
[00:39:12.103 --> 00:39:17.585]  But here's this psycho that's just like, God, this whole city could be mine if I could just kill everybody.
[00:39:18.045 --> 00:39:20.005]  If they were all dead and poor, I'd rule them.
[00:39:20.125 --> 00:39:25.147]  I mean, he doesn't even get people built in.
[00:39:25.407 --> 00:39:28.628]  It's like going, damn, this restaurant, it's got a line up the door.
[00:39:28.688 --> 00:39:29.788]  It's because it's good.
[00:39:35.672 --> 00:39:38.635]  It's like all these former CIA people going, Trump's Hitler.
[00:39:39.876 --> 00:39:40.897]  Trump's Hitler.
[00:39:41.377 --> 00:39:43.319]  No, people are trying to get into the U.S., not out of it.
[00:39:45.066 --> 00:39:47.186]  And the whole leftist movement is funded by George Soros.
[00:39:47.607 --> 00:39:48.747]  We all know who he worked for.
[00:39:48.847 --> 00:39:51.707]  So, the irony is rich, but I've got a lot to cover.
[00:39:52.047 --> 00:39:53.668]  Let's just get to this clip.
[00:39:54.368 --> 00:39:56.788]  See if we can edit it in live time as he cusses.
[00:39:57.228 --> 00:39:59.289]  Again, the gods of HBO can cuss.
[00:39:59.329 --> 00:39:59.769]  We count.
[00:39:59.789 --> 00:40:00.629]  We're at broadcast.
[00:40:00.669 --> 00:40:01.169]  We understand.
[00:40:01.209 --> 00:40:01.929]  They're better than us.
[00:40:02.289 --> 00:40:06.210]  So we better be real careful, because the left will all complain if they hear a cuss word and try to get us off the air.
[00:40:06.610 --> 00:40:08.791]  They all love it when they do it, but they say, yeah, yeah, yeah.
[00:40:08.831 --> 00:40:09.251]  It's who they are.
[00:40:09.291 --> 00:40:10.011]  They're trash.
[00:40:10.051 --> 00:40:10.371]  Here it is.
[00:40:11.429 --> 00:40:23.516]  And finally, new rule, anyone who went Asian last two weeks because I said going through a recession would be worth it if it undermined Trump's popularity has to enroll in college and take a course in perspective.
[00:40:24.676 --> 00:40:26.977]  A recession is a survivable event.
[00:40:27.438 --> 00:40:29.979]  What Trump is doing to this country is not.
[00:40:33.377 --> 00:40:33.937]  Back it up again.
[00:40:34.498 --> 00:40:36.580]  And all his lapdogs who want to run things.
[00:40:36.680 --> 00:40:37.440]  They're the elite.
[00:40:37.761 --> 00:40:38.481]  They're in power.
[00:40:38.501 --> 00:40:39.442]  They're all these losers.
[00:40:39.462 --> 00:40:39.962]  They're ugly.
[00:40:39.982 --> 00:40:40.563]  They're stupid.
[00:40:40.583 --> 00:40:45.287]  But they're in charge because a bunch of soulless corporate guys put them on air because they're dicks.
[00:40:45.827 --> 00:40:46.087]  Okay?
[00:40:49.730 --> 00:40:52.453]  You want to have an economic collapse is what you said.
[00:40:52.813 --> 00:40:54.294]  Now you whitewash it into recession.
[00:40:56.096 --> 00:40:58.758]  And then you're sitting up there with a hundred million dollars like we're all idiots.
[00:40:59.889 --> 00:41:02.149]  And you're saying, oh, you need to go to college.
[00:41:02.209 --> 00:41:03.450]  The condescension.
[00:41:04.070 --> 00:41:05.270]  You need to go to college.
[00:41:05.370 --> 00:41:06.050]  I'm Bill Maher.
[00:41:06.170 --> 00:41:06.770]  I'm a human.
[00:41:06.810 --> 00:41:07.450]  You're an animal.
[00:41:07.870 --> 00:41:08.550]  You're trash.
[00:41:09.871 --> 00:41:10.571]  I'm Bill Maher.
[00:41:12.071 --> 00:41:14.171]  How dare you not like me rooting against America?
[00:41:14.491 --> 00:41:15.432]  How about this question, Bill?
[00:41:15.732 --> 00:41:20.492]  How come the economy came back and is at three plus percent when they said it could never happen?
[00:41:20.572 --> 00:41:25.553]  Krauthammer and others said... Not Krauthammer.
[00:41:26.193 --> 00:41:27.734]  Who's the guy at the New York Times, the economist?
[00:41:27.754 --> 00:41:28.954]  Krauthammer's a good guy.
[00:41:29.827 --> 00:41:30.287]  Krugman.
[00:41:30.307 --> 00:41:30.687]  Krugman.
[00:41:30.727 --> 00:41:31.447]  People get it wrong.
[00:41:31.807 --> 00:41:31.987]  Yeah.
[00:41:32.147 --> 00:41:33.008]  It could never happen.
[00:41:33.108 --> 00:41:34.448]  And a magic wand Obama.
[00:41:34.928 --> 00:41:36.988]  How do you guys not get that?
[00:41:38.629 --> 00:41:38.829]  See?
[00:41:38.849 --> 00:41:41.709]  Because if he's such a big loser, how'd he kick your ass?
[00:41:43.350 --> 00:41:45.250]  You condescending shrumpet.
[00:41:46.050 --> 00:41:48.771]  I mean, what a schmuck, man.
[00:41:48.891 --> 00:41:53.412]  I mean, Bill Maher in the encyclopedia or in the... anywhere.
[00:41:55.096 --> 00:42:04.198]  He should be, in a dictionary, schmuck, and there's a picture of him, because this guy is so condescending, and he's like, oh, Trump's such a loser.
[00:42:04.298 --> 00:42:04.578]  Really?
[00:42:04.598 --> 00:42:07.058]  No, he went against the crowd.
[00:42:07.358 --> 00:42:09.799]  Let's go ahead and, we need to do search Bing, not Google.
[00:42:09.819 --> 00:42:10.179]  I hate Google.
[00:42:10.199 --> 00:42:11.059]  They're a fake search engine.
[00:42:11.299 --> 00:42:11.739]  Let's go to it.
[00:42:11.759 --> 00:42:12.039]  Here it is.
[00:42:15.000 --> 00:42:16.040]  Person perspective.
[00:42:17.220 --> 00:42:19.520]  A recession is a survivable event.
[00:42:20.000 --> 00:42:22.501]  What Trump is doing to this country is not.
[00:42:24.355 --> 00:42:28.738]  I'm so lucky I was born to be lectured by the ugly roadkill that's Bill Maher.
[00:42:30.179 --> 00:42:32.561]  Hey Bill, if we should all die, show the example first.
[00:42:32.601 --> 00:42:37.104]  It's about to go the way of the dinosaurs because we've been taken over by a dodo bird.
[00:42:37.684 --> 00:42:41.427]  Oh, every week we're cavemen, we're old, we're dead.
[00:42:41.707 --> 00:42:43.748]  No, you're gone, you're done.
[00:42:44.009 --> 00:42:45.230]  You want us to commit suicide?
[00:42:46.090 --> 00:42:47.811]  I tell you what, lead the way.
[00:42:47.871 --> 00:42:56.237]  If you'll shove a gun, I hope you don't do it, but you always want us to die, you call for it, so if you shove a gun in your mouth and blow the top of your head off, I'll think about it for five minutes.
[00:42:57.238 --> 00:43:00.560]  And then I'll piss all over your ugly, stinking grave, you maggot.
[00:43:04.423 --> 00:43:05.804]  They think you're a goldfish!
[00:43:07.425 --> 00:43:09.507]  I've been betting on you my whole life!
[00:43:09.767 --> 00:43:10.807]  I believe in you!
[00:43:10.827 --> 00:43:12.349]  I don't think you're stupid!
[00:43:15.941 --> 00:43:23.007]  And we're kicking these traitors asses politically, and we're not backing down on her.
[00:43:24.268 --> 00:43:26.070]  I want to get these people.
[00:43:26.110 --> 00:43:26.631]  We're winning.
[00:43:26.671 --> 00:43:27.772]  I can feel the spirit rising.
[00:43:27.932 --> 00:43:28.412]  Can't you?
[00:43:28.693 --> 00:43:30.334]  We have broken their back.
[00:43:30.674 --> 00:43:31.855]  Yes, I can feel it!
[00:43:35.699 --> 00:43:36.239]  Let's go!
[00:43:37.631 --> 00:43:38.032]  Come on!
[00:43:38.052 --> 00:43:38.372]  Come on!
[00:43:38.392 --> 00:43:38.612]  Come on!
[00:43:38.632 --> 00:43:38.892]  Come on!
[00:43:38.912 --> 00:43:39.073]  Come on!
[00:43:39.093 --> 00:43:39.373]  Come on!
[00:43:39.473 --> 00:43:39.613]  Come on!
[00:43:39.633 --> 00:43:39.773]  Come on!
[00:43:39.793 --> 00:43:40.014]  Come on!
[00:43:40.114 --> 00:43:40.294]  Come on!
[00:43:40.394 --> 00:43:40.574]  Come on!
[00:43:40.594 --> 00:43:40.754]  Come on!
[00:43:40.774 --> 00:43:41.055]  Come on!
[00:43:41.075 --> 00:43:41.275]  Come on!
[00:43:41.335 --> 00:43:41.475]  Come on!
[00:43:41.495 --> 00:43:41.635]  Come on!
[00:43:41.655 --> 00:43:41.976]  Come on!
[00:43:42.036 --> 00:43:42.236]  Come on!
[00:43:42.256 --> 00:43:42.536]  Come on!
[00:43:42.636 --> 00:43:42.857]  Come on!
[00:43:42.897 --> 00:43:43.037]  Come on!
[00:43:43.057 --> 00:43:43.197]  Come on!
[00:43:43.217 --> 00:43:43.357]  Come on!
[00:43:43.377 --> 00:43:43.517]  Come on!
[00:43:43.537 --> 00:43:43.717]  Come on!
[00:43:43.738 --> 00:43:43.878]  Come on!
[00:43:43.938 --> 00:43:44.618]  Come on!
[00:43:44.699 --> 00:43:44.859]  Come on!
[00:43:44.879 --> 00:43:45.279]  Come on!
[00:43:45.399 --> 00:43:45.619]  Come on!
[00:43:45.720 --> 00:43:45.900]  Come on!
[00:43:46.020 --> 00:43:46.160]  Come on!
[00:43:46.180 --> 00:43:46.661]  Come on!
[00:43:47.021 --> 00:43:47.461]  Come on!
[00:43:47.481 --> 00:43:47.622]  Come on!
[00:43:47.682 --> 00:43:48.002]  Come on!
[00:43:48.022 --> 00:43:48.282]  Come on!
[00:43:48.302 --> 00:43:48.563]  Come on!
[00:43:48.663 --> 00:43:48.963]  Come on!
[00:43:49.003 --> 00:43:49.343]  Come on!
[00:43:49.383 --> 00:43:49.584]  Come on!
[00:43:49.604 --> 00:43:49.864]  Come on!
[00:43:49.884 --> 00:43:50.024]  Come on!
[00:43:50.064 --> 00:43:50.445]  Come on!
[00:43:50.465 --> 00:43:50.705]  Come on!
[00:43:50.725 --> 00:43:50.985]  Come on!
[00:43:51.085 --> 00:43:51.305]  Come on!
[00:43:51.325 --> 00:43:51.626]  Come on!
[00:43:51.666 --> 00:43:51.886]  Come on!
[00:43:51.906 --> 00:43:52.066]  Come on!
[00:43:52.086 --> 00:43:52.327]  Come on!
[00:43:52.347 --> 00:43:52.567]  Come on!
[00:43:52.587 --> 00:43:52.787]  Come on!
[00:43:52.807 --> 00:43:52.967]  Come on!
[00:43:53.007 --> 00:43:53.268]  Come on!
[00:43:53.288 --> 00:43:53.488]  Come on!
[00:43:53.528 --> 00:43:53.688]  Come on!
[00:43:53.708 --> 00:43:53.908]  Come on!
[00:43:53.928 --> 00:43:54.148]  Come on!
[00:43:54.168 --> 00:43:54.409]  Come on!
[00:43:54.469 --> 00:43:54.769]  Come on!
[00:43:54.789 --> 00:43:55.109]  Come on!
[00:43:55.190 --> 00:43:55.450]  Come on!
[00:43:55.490 --> 00:43:55.710]  Come on!
[00:43:55.730 --> 00:43:55.910]  Come on!
[00:43:55.950 --> 00:43:56.211]  Come on!
[00:43:56.251 --> 00:43:56.451]  Come on!
[00:43:56.471 --> 00:43:56.631]  Come on!
[00:43:56.651 --> 00:43:56.791]  Come on!
[00:43:56.831 --> 00:43:56.991]  Come on!
[00:43:57.011 --> 00:43:57.212]  Come on!
[00:43:57.272 --> 00:43:57.492]  Come on!
[00:43:57.512 --> 00:43:57.912]  Come on!
[00:43:57.932 --> 00:43:58.093]  Come on!
[00:43:58.113 --> 00:43:58.273]  Come on
[00:44:02.045 --> 00:44:05.367]  Guaranteeing your food independence is a crucial part of prepping.
[00:44:05.708 --> 00:44:13.173]  Between debt crises, natural disasters, or even simple power outages, having a supply of storable meals is crucial.
[00:44:13.733 --> 00:44:19.938]  With InfoWars Life Select Storable Food, you can make sure you and your family are ready for any emergency.
