[00:00:07.004 --> 00:00:08.224]  You found it.
[00:58:46.525 --> 00:58:47.866]  We're all in each other's hands.
[00:58:47.866 --> 00:58:50.747]  God bless you all and thank you.
[00:58:50.747 --> 00:58:56.751]  Our grandparents, the great-grandparents, knew that they canned food during the fall so they'd have it during the winter.
[00:58:56.751 --> 00:58:59.712]  And that's what I'm talking about at InfoWarsTour.com.
[00:58:59.712 --> 00:59:04.275]  With InfoWars Select, it's the full spectrum of MyPatriotSupply, one of the top
[00:59:05.325 --> 00:59:14.472]  Most respected companies out there, but because I private label it, I'm able to go below cost on contracts that all their other distributors aren't able to do.
[00:59:14.472 --> 00:59:19.817]  But I want to be a market leader, and I want you to have storable food, so it's a total win-win.
[00:59:19.817 --> 00:59:22.098]  We have those incredible sell prices back.
[00:59:22.098 --> 00:59:25.241]  InfoWareStore.com on InfoWare Select storable foods.
[00:59:25.601 --> 00:59:27.082]  They've got special diet foods.
[00:59:27.082 --> 00:59:30.865]  They've got three-month supplies, year supplies, week emergency supplies.
[00:59:30.865 --> 00:59:33.066]  They've got so many great products there.
[00:59:33.066 --> 00:59:34.847]  Maybe you've got a three-year supply.
[00:59:34.847 --> 00:59:36.828]  If stuff happens, you can feed your whole block.
[00:59:36.828 --> 00:59:39.410]  It's up to us to be self-sufficient.
[00:59:39.410 --> 00:59:44.373]  You're buying War Bonds, bringing great products, and together, with God's help, we are unstoppable.
[00:59:44.373 --> 00:59:49.757]  InfoWareStore.com and InfoWare Select, high-quality, storable foods powered by my Patriot Supply.
[00:59:52.890 --> 01:00:01.215]  You're listening to the Alex Jones Show.
[01:00:01.215 --> 01:00:08.259]  Live from the Infowars.com studios, you're listening to the Alex Jones Show.
[01:00:08.259 --> 01:00:13.002]  And now, your host, David Knight.
[01:00:13.002 --> 01:00:20.747]  Welcome back, as I was just saying.
[01:00:21.914 --> 01:00:27.799]  We have these, as Matt Diaby of Rolling Stones is saying, he's behind President Trump.
[01:00:27.799 --> 01:00:32.844]  Because we have seen how these wars have failed, in every respect.
[01:00:32.844 --> 01:00:42.572]  It is not chaos that's coming from President Trump, it is chaos that's been brought to the world by our foreign policy, our failed foreign policy.
[01:00:42.572 --> 01:00:47.897]  And he said, up to this point, it looked like they were going to try to remove President Trump on some kind of financial crime entrapment.
[01:00:49.124 --> 01:00:54.446]  But now they might actually have the votes of the Republican establishment there.
[01:00:54.446 --> 01:00:56.126]  These senators are pushing back on it.
[01:00:56.126 --> 01:01:00.387]  People like Lindsey Graham, Marco Rubio, Ben Sasse, Mitch McConnell and others.
[01:01:00.387 --> 01:01:12.631]  Talking about what Marco Rubio said as he is praising this letter from Jim Mattis that says that our core strength are our foreign alliances, our entangling alliances.
[01:01:12.631 --> 01:01:15.672]  It's the same kind of stuff that we hear from the left all the time.
[01:01:15.672 --> 01:01:18.013]  Our core strength of our country is our open borders.
[01:01:18.740 --> 01:01:19.821]  An uncontrolled immigration?
[01:01:19.821 --> 01:01:23.224]  No it isn't!
[01:01:23.224 --> 01:01:32.793]  And President Trump is trying to take those two weaknesses of our country, those entangling alliances on our open borders, and do something about them in one stroke.
[01:01:32.793 --> 01:01:34.074]  Pull these things together.
[01:01:34.074 --> 01:01:42.001]  President Trump needs to understand that he has the authority, he has the money, he has the military troops to protect our border.
[01:01:42.001 --> 01:01:44.504]  If we can do all this stuff in Syria, we can do it at our border.
[01:01:46.035 --> 01:01:47.496]  They did it surreptitiously.
[01:01:47.496 --> 01:01:52.357]  They did it without even telling Congress, as you just saw back in 2012.
[01:01:52.357 --> 01:01:56.439]  Leon Panetta is arrogantly boasting the session.
[01:01:56.439 --> 01:01:57.519]  Yeah, we'll talk to NATO.
[01:01:57.519 --> 01:01:58.400]  We'll talk to the other people.
[01:01:58.400 --> 01:02:00.560]  We might tell you if we're going to send troops to Syria.
[01:02:00.560 --> 01:02:01.981]  Now we find out they've got thousands there.
[01:02:01.981 --> 01:02:03.041]  They control a third of the country.
[01:02:03.041 --> 01:02:05.422]  They've built a dozen military bases there.
[01:02:05.422 --> 01:02:07.483]  Did they ever tell any of us any of that?
[01:02:07.483 --> 01:02:10.424]  Until they decided they're going to stay there forever?
[01:02:10.424 --> 01:02:12.385]  And they said that at that point in time.
[01:02:13.413 --> 01:02:16.654]  Because they realized that President Trump was serious about moving out.
[01:02:16.654 --> 01:02:22.355]  That was after the conference call with Bolton and the President of Turkey and President Trump.
[01:02:22.355 --> 01:02:23.636]  President Trump said, is that right?
[01:02:23.636 --> 01:02:24.736]  ISIS is gone?
[01:02:24.736 --> 01:02:25.876]  Yeah, yeah Mr. President, that's right.
[01:02:25.876 --> 01:02:27.537]  Well then, let's get out of there.
[01:02:27.537 --> 01:02:31.598]  And so that's when they started telling us how much they had there.
[01:02:31.598 --> 01:02:34.299]  But otherwise they would have told us.
[01:02:34.299 --> 01:02:38.020]  And so Marco Rubio, talking about that letter from Jim Mattis.
[01:02:38.820 --> 01:02:47.564]  He said, it makes it abundantly clear we're headed towards a series of grave policy errors which will endanger our nation, damage our alliances, and empower our adversaries.
[01:02:47.564 --> 01:02:50.465]  No, that's what you've been doing.
[01:02:50.465 --> 01:02:55.788]  That's what you've been doing for the last two decades, really.
[01:02:55.788 --> 01:02:58.809]  He says, you'll hear all sorts of arguments today about why withdrawals are bad.
[01:02:58.809 --> 01:03:01.791]  You'll hear that Trump has no plan.
[01:03:01.791 --> 01:03:03.211]  And that's true, maybe.
[01:03:03.211 --> 01:03:06.053]  Did they have a plan as to what they were going to do when they went to war?
[01:03:06.053 --> 01:03:06.173]  No.
[01:03:08.309 --> 01:03:11.050]  They've just said, we're going to send some troops in.
[01:03:11.050 --> 01:03:12.551]  But now they don't know how to get them out.
[01:03:12.551 --> 01:03:19.054]  And so you've got the generals all saying, we don't know how to get our troops out of Syria.
[01:03:19.054 --> 01:03:22.876]  We don't know how to get them out of Afghanistan.
[01:03:22.876 --> 01:03:24.457]  Let's get them out.
[01:03:24.457 --> 01:03:25.557]  We can do it.
[01:03:25.557 --> 01:03:31.440]  He says, but we don't exactly have a plan for staying in the Middle East either, beyond installing a permanent garrison in a dozen countries.
[01:03:32.748 --> 01:03:43.155]  Sending buttloads of money and making ourselves permanently despised in the region as civilian deaths pile up through drone bombings and other so-called surgical actions.
[01:03:43.155 --> 01:03:45.637]  And he quotes President Trump.
[01:03:45.637 --> 01:03:55.444]  Here's a guy writing for Rolling Stones, and he has to distance himself back and say, just as you heard many of them say about prison reform.
[01:03:55.444 --> 01:03:57.746]  Well, I don't typically like President Trump, but he's doing the right thing.
[01:03:57.746 --> 01:03:59.747]  Well, he's doing the right thing about this as well.
[01:03:59.747 --> 01:04:00.567]  Prison reform?
[01:04:01.579 --> 01:04:04.521]  Ending foreign forever wars?
[01:04:04.521 --> 01:04:09.224]  President Trump, he said, said, I don't think we should be nation building anymore, he said in March of 2016.
[01:04:09.224 --> 01:04:14.507]  He said, I watched as we built schools in Iraq and they're blown up and we built another one and we get blown up.
[01:04:15.871 --> 01:04:20.475]  And he said Trump was wrong about a thousand other things, says the Rolling Stones writer.
[01:04:20.475 --> 01:04:21.816]  But this was true.
[01:04:21.816 --> 01:04:34.487]  I had done a story about how military contractors spent 72 million dollars on what was supposed to be an Iraqi police academy, and they delivered a pile of rubble that was so unusable pedestrians made it into a toilet.
[01:04:34.487 --> 01:04:41.714]  The special inspector general for Iraqi construction said, we witnessed a light fixture so full of diluted urine and feces that it wouldn't operate.
[01:04:43.368 --> 01:04:45.289]  And that's what they found in Afghanistan as well.
[01:04:45.289 --> 01:04:46.629]  All right, stay with us.
[01:04:46.629 --> 01:04:50.011]  We're still going to talk about what's going on with the Green New Deal.
[01:04:50.011 --> 01:04:53.752]  That's the red and green that's being offered to us by the Democrats.
[01:04:53.752 --> 01:04:57.473]  It'll make you see red, and it'll make our balance sheet go red as well.
[01:04:57.473 --> 01:04:58.314]  We'll be right back.
[01:04:58.314 --> 01:05:03.836]  The globalists are trying to set up a private corporate world government that's above the law.
[01:05:03.836 --> 01:05:10.418]  If there's any opposition, if there's any independent media, they can call the fact that the emperor has no clothes.
[01:05:10.418 --> 01:05:11.799]  They can call BS.
[01:05:11.799 --> 01:05:12.319]  It's game over.
[01:05:13.598 --> 01:05:21.722]  But if you look at everybody else, like Michael Savage and Rush Limbaugh and Tucker Carlson and Sean Hannity, they are all beholden to the networks they're on that can be targeted.
[01:05:21.722 --> 01:05:29.827]  There's only two groups in the U.S., InfoWars and Matt Drudge of DrudgeReport.com, that are truly independent.
[01:05:30.595 --> 01:05:33.697]  And of course, they're two of the dominant media forces in the world.
[01:05:33.697 --> 01:05:35.197]  It really is amazing.
[01:05:35.197 --> 01:05:41.901]  That's why as we close out 2018, I want to just remind the listeners of the amazing fight we're all in and how far we've come together.
[01:05:41.901 --> 01:05:47.444]  Just remind you that you are the power, you're the strength, you're the will of InfoWars.
[01:05:47.444 --> 01:05:48.744]  So please spread the links.
[01:05:48.744 --> 01:05:52.086]  InfoWars.com, NewsWars.com, PrisonPlanet.com.
[01:05:52.086 --> 01:05:55.408]  Because if you don't spread the articles and the videos, no one else will.
[01:05:55.408 --> 01:05:56.728]  We're all in each other's hands.
[01:05:56.728 --> 01:05:57.829]  God bless you all and thank you.
[01:06:04.106 --> 01:06:14.033]  Live from the Infowars.com studios, you're listening to the Alex Jones Show.
[01:06:14.033 --> 01:06:17.736]  And now, your host, David Knight.
[01:06:17.736 --> 01:06:25.122]  Deep down in Louisiana, close to New Orleans Way back up in the woods among the evergreens There stood a log cabin made of earth
[01:06:27.202 --> 01:06:31.846]  Yes, the complaining in Washington has now escalated to a new level.
[01:06:31.846 --> 01:06:42.033]  And as we see President Trump staying behind in the White House, it kind of reminds me of that other movie, Christmas time movie, Home Alone.
[01:06:42.033 --> 01:06:50.139]  And I think somebody needs to do a re-envisioning of this, instead of having the burglars that are trying to break into the house.
[01:06:51.702 --> 01:06:53.004]  The McCauley-Culkin is in.
[01:06:53.004 --> 01:07:00.812]  I think maybe we have President Trump and you've got all these two dozen or so President wannabes who are trying to get into the White House.
[01:07:01.776 --> 01:07:04.497]  And you have them trying to break into the White House.
[01:07:04.497 --> 01:07:09.579]  You have President Trump dumping stuff on them, like the truth, maybe, about that.
[01:07:09.579 --> 01:07:12.460]  But yeah, just redo that movie and change the heads.
[01:07:12.460 --> 01:07:15.482]  Maybe we'll get somebody... Maybe Derrick McBrain could do that.
[01:07:15.482 --> 01:07:16.442]  He could do a great job of that.
[01:07:16.442 --> 01:07:18.123]  Yeah, Home Alone.
[01:07:18.123 --> 01:07:28.567]  And we'll talk a little bit more about what President Trump had to say in the White House as he was talking to people about Santa Claus and other fantasies like the Federal Reserve and quantitative easing.
[01:07:29.347 --> 01:07:37.932]  We'll get to that in just a few minutes, but I want to talk again about the amazing pushback from the establishment.
[01:07:37.932 --> 01:07:47.997]  As Matt Tiabi of Rolling Stone said, nothing unifies both political parties other than putting an end to our forever wars.
[01:07:47.997 --> 01:07:48.598]  And you can see this.
[01:07:48.598 --> 01:07:50.999]  Look at some of the reactions that he's pulled together here.
[01:07:50.999 --> 01:07:52.640]  There is absolutely no precedent.
[01:07:53.689 --> 01:08:00.935]  Said a Europe scholar, that's what his title is, from a Brookings Institute, Thomas Wright from the Brookings Institute.
[01:08:00.935 --> 01:08:11.504]  Then another, a former CIA official for both George W. Bush and Obama, Patrick Skinner, said the open disdain that Trump has shown for the agencies is unprecedented.
[01:08:11.504 --> 01:08:15.967]  This is the kind of stuff that they're pushing out there.
[01:08:15.967 --> 01:08:22.413]  And as we talk about the money, they don't have any money to protect the border here in America.
[01:08:23.356 --> 01:08:26.077]  But there's absolutely no problem.
[01:08:26.077 --> 01:08:31.119]  And the money that they spend throughout Afghanistan, Iraq, I mean, did you ever hear any discussion about that?
[01:08:31.119 --> 01:08:33.660]  Any complaints about any of that?
[01:08:33.660 --> 01:08:35.201]  Any objections?
[01:08:35.201 --> 01:08:37.362]  Did it ever come up for a vote?
[01:08:37.362 --> 01:08:37.722]  No!
[01:08:37.722 --> 01:08:40.824]  It just went into the general military budget.
[01:08:40.824 --> 01:08:51.128]  And out of the general military budget, we were able to do anything that we wanted to, to defend Iraq or Afghanistan, or to invade and occupy Syria without any authorization, without even telling Congress about it.
[01:08:51.747 --> 01:08:58.493]  Leon Panetta said, yeah, we might tell you about it after we decide to do it in consultation with our foreign allies, NATO and the UN.
[01:08:58.493 --> 01:09:01.816]  We might tell you about it, Senator Sessions.
[01:09:01.816 --> 01:09:05.098]  Golly, I can't believe you'd say that!
[01:09:05.098 --> 01:09:06.640]  You know what the Constitution is?
[01:09:06.640 --> 01:09:11.444]  You were congressman once, but he didn't call him on it.
[01:09:11.444 --> 01:09:13.966]  He didn't expose it when it happened.
[01:09:13.966 --> 01:09:19.491]  Nobody tried to impeach Obama or Sessions or Panetta.
[01:09:20.438 --> 01:09:26.764]  For putting us into Syria without even talking about it, having a discussion about whether or not we should do that.
[01:09:26.764 --> 01:09:30.748]  Yeah, once the war starts, it's up to the President to run it.
[01:09:30.748 --> 01:09:38.716]  But whether or not we have a war under the Constitution, that's something that is supposed to be decided by the people's representatives in a public debate.
[01:09:38.716 --> 01:09:40.057]  What is the objective?
[01:09:40.057 --> 01:09:41.538]  What is the threat?
[01:09:41.538 --> 01:09:44.021]  What does it look like to win this war?
[01:09:44.021 --> 01:09:44.922]  No, they're not going to do that.
[01:09:46.874 --> 01:09:48.374]  And so what did it look like?
[01:09:48.374 --> 01:10:09.860]  Let's just go back and look at, as we're talking about this $5 billion that the Democrats will shut the government down for, and then after they don't even fund 200 miles of the wall, which is only about 10% of the distance, they won't even fund 10% of the wall.
[01:10:09.860 --> 01:10:11.260]  They want to abolish ICE as well.
[01:10:12.110 --> 01:10:14.232]  That tells you that this is about the border.
[01:10:14.232 --> 01:10:16.554]  It's not about the wall, specifically.
[01:10:16.554 --> 01:10:19.176]  But just remember, it's $5 billion.
[01:10:19.176 --> 01:10:27.524]  The Special Inspector General for Iraqi Reconstruction, Sigur, Sigar, maybe?
[01:10:27.524 --> 01:10:36.812]  Sigur, found that they spent over $60 billion on Iraqi construction, reconstruction, after we go in and blow up their infrastructure, then we rebuild it.
[01:10:36.812 --> 01:10:39.234]  But we can't rebuild our infrastructure here.
[01:10:40.693 --> 01:10:43.435]  They said it didn't significantly improve life for the Iraqis.
[01:10:43.435 --> 01:10:45.356]  Oh, what a surprise.
[01:10:45.356 --> 01:10:57.623]  The parallel body that was covering Afghanistan, the Special Inspector General for Afghan Reconstruction, concluded last year that at least $15.5 billion, now how much is that?
[01:10:57.623 --> 01:11:02.626]  That's three times what President Trump is asking for for the wall.
[01:11:02.626 --> 01:11:05.207]  $15.5 billion had been wasted in that country between 2008-2017.
[01:11:07.512 --> 01:11:14.418]  And that this was likely only a fraction, they said, a fraction of the financial leakage.
[01:11:14.418 --> 01:11:24.588]  And then, of course, we had all the politicians going insane when President Trump had the audacity to point out that NATO needs to be funded by somebody other than us.
[01:11:24.588 --> 01:11:28.712]  NATO, that thing that is the core of our strength, said Mattis.
[01:11:29.912 --> 01:11:31.733]  What a deception that is.
[01:11:31.733 --> 01:11:33.934]  You know, we look at this $5 billion again.
[01:11:33.934 --> 01:11:36.575]  A third of what they wasted in Afghanistan?
[01:11:36.575 --> 01:11:41.117]  Just in Afghanistan, not even counting Iraq.
[01:11:41.117 --> 01:11:45.980]  They spent $60 billion on Iraqi reconstruction.
[01:11:45.980 --> 01:11:48.321]  Five times what President Trump is asking for.
[01:11:48.321 --> 01:11:53.323]  President Trump has said $20 billion to build a whole wall.
[01:11:53.323 --> 01:11:58.526]  Whether that would be done or not, they wasted three times that amount just in Iraq.
[01:11:59.827 --> 01:12:03.828]  I'm sorry, 15 times that amount.
[01:12:03.828 --> 01:12:10.750]  12 times that amount in Iraq and 3 times that in Afghanistan.
[01:12:10.750 --> 01:12:11.751]  So what are we talking about here?
[01:12:11.751 --> 01:12:13.751]  $4 trillion, we're talking about not 1%, we're talking about 0.125%.
[01:12:13.751 --> 01:12:15.012]  1 eighth of 1%.
[01:12:15.012 --> 01:12:16.372]  They can't find that money.
[01:12:23.291 --> 01:12:30.496]  That's one-third of what we spent for Boston's bloated Big Dig project, where they took a highway and dug it.
[01:12:30.496 --> 01:12:36.420]  That's one-half of what we lost with the General Motors bailout.
[01:12:36.420 --> 01:12:47.809]  So we blow money on bailouts for General Motors, we blow money on wasteful projects in Boston, cost overrun, bad design and so forth, and quite frankly, I'm concerned about that with the law.
[01:12:47.809 --> 01:12:51.031]  I think $23 million per mile is too much money.
[01:12:51.593 --> 01:12:54.616]  They over-engineer, they over-spend on everything that they do.
[01:12:54.616 --> 01:13:03.745]  We need to get the guys that built those dozen military bases and the four airfields in Syria.
[01:13:03.745 --> 01:13:05.607]  We need to get them to do it, because we need it done quickly.
[01:13:05.607 --> 01:13:10.912]  We don't need to take a decade or two to build a wall at the border.
[01:13:10.912 --> 01:13:13.655]  We don't need to spend $23 million a mile.
[01:13:13.655 --> 01:13:14.376]  Remember Alaska?
[01:13:16.199 --> 01:13:21.641]  Remember how they got the, after they had a massive earthquake there, they were able to rebuild the roads there in just a couple of weeks?
[01:13:21.641 --> 01:13:25.462]  They got them completely rebuilt after an earthquake?
[01:13:25.462 --> 01:13:31.244]  And yet here in Austin, just like in Boston, we can't seem to figure out how to build roads.
[01:13:31.244 --> 01:13:33.405]  Certainly can't do it on budget.
[01:13:33.405 --> 01:13:36.626]  But we take decades to get these projects done.
[01:13:36.626 --> 01:13:38.887]  That's what's happening here in Austin.
[01:13:38.887 --> 01:13:41.308]  And it's happening everywhere in the United States.
[01:13:41.308 --> 01:13:42.208]  Because of corruption.
[01:13:43.285 --> 01:13:44.646]  That's really what's going on.
[01:13:44.646 --> 01:13:48.427]  The same type of thing that was happening in Iraq and Afghanistan.
[01:13:48.427 --> 01:13:54.751]  It was a corruption that meant that we spent sixty billion dollars and wasted that money in Iraq.
[01:13:54.751 --> 01:13:56.291]  Twelve times what he's asking for.
[01:13:56.291 --> 01:13:58.873]  Three times and Afghanistan lost.
[01:13:58.873 --> 01:14:02.174]  Just leaking, they said.
[01:14:02.174 --> 01:14:06.716]  And so Mattis has now signed the order to withdraw US troops from Syria.
[01:14:06.716 --> 01:14:07.897]  Trump went on to say
[01:14:09.102 --> 01:14:10.943]  That Mattis didn't see a problem with the U.S.
[01:14:10.943 --> 01:14:16.006]  subsidizing the militaries of rich countries or allowing them to, quote, take total advantage of the U.S.
[01:14:16.006 --> 01:14:17.887]  and our taxpayers on trade.
[01:14:17.887 --> 01:14:19.548]  And that's true.
[01:14:19.548 --> 01:14:21.850]  That's exactly true.
[01:14:21.850 --> 01:14:30.855]  But you're going to see everybody united against President Trump as he tries to bring a little bit more peace on Earth at this time of year.
[01:14:30.855 --> 01:14:32.276]  Isn't that amazing?
[01:14:32.276 --> 01:14:34.377]  It really does go back to what we saw 104 years ago.
[01:14:36.178 --> 01:14:39.181]  But there's other twists that we see coming out over this weekend.
[01:14:39.181 --> 01:14:49.032]  As I said at the beginning of the program, at Christmastime when people are talking about how we have, you've probably heard the song sung many times.
[01:14:49.032 --> 01:14:55.519]  Hark the herald angels sing, one of the lines of that, mild he lays his glory by, born that man no more may die.
[01:14:56.772 --> 01:14:57.472]  But what do they tell us?
[01:14:57.472 --> 01:15:01.214]  They say, oh, well, we're gonna, in 30 years, we're gonna live forever.
[01:15:01.214 --> 01:15:02.715]  We're gonna have immortality.
[01:15:02.715 --> 01:15:04.976]  We'll be the new plastic surgery.
[01:15:04.976 --> 01:15:06.497]  But of course, it'll only be for the rich people.
[01:15:06.497 --> 01:15:09.659]  That's what we're being told by the Daily Star.
[01:15:09.659 --> 01:15:13.201]  Immortality is on the horizon according to leading transhumanists.
[01:15:13.201 --> 01:15:19.744]  This is the way they take the good news and they spin it into bad news or into elitist news.
[01:15:19.744 --> 01:15:22.146]  They said the rich and famous will be getting the treatment by the 2050s.
[01:15:23.920 --> 01:15:26.205]  Similar to how stars are having plastic surgery today.
[01:15:26.205 --> 01:15:28.389]  Does that mean you're gonna wind up with fish lips if you live forever?
[01:15:28.389 --> 01:15:29.451]  I don't know.
[01:15:29.451 --> 01:15:32.036]  Anyway, they said there's quite a lot of people that are interested in living forever.
[01:15:32.036 --> 01:15:33.960]  Oh, you think?
[01:15:33.960 --> 01:15:34.220]  You think?
[01:15:35.445 --> 01:15:39.087]  That has been the desire of mankind since the Garden of Eden.
[01:15:39.087 --> 01:15:43.488]  And they've been lying to us just like these transhumanists are lying to us today.
[01:15:43.488 --> 01:15:44.429]  You will live forever.
[01:15:44.429 --> 01:15:45.649]  You will become like God.
[01:15:45.649 --> 01:15:48.631]  No, we had God take care of that.
[01:15:48.631 --> 01:15:56.314]  We'll talk a little bit more about how they're spinning this and the message from the Imam that if you wish a Christian Merry Christmas, that's worse than murder.
[01:15:57.259 --> 01:16:00.201]  At WolfhillAmmo.com, we love shotguns.
[01:16:00.201 --> 01:16:05.985]  We offer the best specialty shotgun ammo on the market, including our defensive combo packs for home and retreat.
[01:16:05.985 --> 01:16:10.488]  Our less lethal combo is good for animal control, the four-legged kind and two-legged.
[01:16:10.488 --> 01:16:15.371]  When lethal force is necessary, reach for our stop-em, drop-em, or our home defense combos.
[01:16:15.371 --> 01:16:19.034]  These five-round packs include different heavy hitters to protect your loved ones.
[01:16:19.034 --> 01:16:25.338]  Visit WolfhillAmmo.com to see our great prices on these combo packs and other specialty shotgun ammo rounds.
[01:16:25.338 --> 01:16:26.699]  WolfhillAmmo.com.
[01:16:27.287 --> 01:16:31.069]  You may need this herbal tea for relief right away, so write this down.
[01:16:31.069 --> 01:16:34.571]  DrMillersClinic.com.
[01:16:34.571 --> 01:16:40.934]  If you take meds, then suffer stomach distress, constipation, indigestion, acid reflux, or bloating, and nothing else helps.
[01:16:40.934 --> 01:16:48.738]  Get Dr. Miller's Holy Tea or Super Holy Tea, a cleansing, detoxifying herbal tea, now available at great rates, direct from Dr. Miller's office.
[01:16:48.738 --> 01:16:50.639]  Call or click 888-660-7039 or DrMillersClinic.com.
[01:16:57.242 --> 01:17:01.105]  Most of you know that heart disease is the number one silent killer in the U.S.
[01:17:01.105 --> 01:17:06.108]  What if I told you for just $54.95 a month you could fight against heart disease naturally?
[01:17:06.108 --> 01:17:10.931]  At Heart and Body Extract, we've been helping thousands of people get back to a healthier heart.
[01:17:10.931 --> 01:17:12.272]  Don't just take my word for it.
[01:17:12.272 --> 01:17:16.035]  Check out all of the success stories at HBExtract.com.
[01:17:16.035 --> 01:17:17.035]  Or to order, call 866-295-5305.
[01:17:17.035 --> 01:17:17.396]  That's 866-295-5305.
[01:17:17.396 --> 01:17:17.956]  HBExtract.com.
[01:17:17.956 --> 01:17:20.257]  Don't risk it when you can take charge of it.
[01:17:27.222 --> 01:17:28.463]  Hi, I'm Dan Pilla.
[01:17:28.463 --> 01:17:32.385]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[01:17:32.385 --> 01:17:33.926]  I sued the IRS and won.
[01:17:33.926 --> 01:17:36.888]  I beat the IRS then, and I've been beating them ever since.
[01:17:36.888 --> 01:17:42.431]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[01:17:42.431 --> 01:17:43.652]  I can help you, too.
[01:17:43.652 --> 01:17:46.573]  If you owe taxes you can't pay, don't wait another day.
[01:17:46.573 --> 01:17:48.795]  There's no such thing as a hopeless tax case.
[01:17:48.795 --> 01:17:53.237]  Call 800-34-NO-TAX or go to my website, danpilla.com.
[01:17:53.237 --> 01:17:55.538]  That's danpilla.com, danpilla.com.
[01:18:02.196 --> 01:18:07.921]  Years ago, Info Wars Life created the powerful MycoZX formula to help you combat internal yeast.
[01:18:07.921 --> 01:18:15.807]  As the years went on, and more toxins were pumped into the environment, our team knew we had to create a bigger and better formula to help support your gut health.
[01:18:15.807 --> 01:18:18.970]  MycoZX Plus is the result of the search for that formula.
[01:18:19.150 --> 01:18:24.413]  A unique natural formula designed to support the body's natural cleansing of yeast and fungal organisms.
[01:18:24.413 --> 01:18:27.195]  There's no better product to help your body fight back.
[01:18:27.195 --> 01:18:36.180]  MycoZX Plus helps support a healthy microbial balance in the body, supports your digestive tract, and addresses the intestinal yeast that can cause you problems if it goes unchecked.
[01:18:36.240 --> 01:18:37.821]  So as we prepare to close out 2018, just remember,
[01:19:01.857 --> 01:19:03.578]  This life is a test.
[01:19:03.578 --> 01:19:15.788]  And those of you that have been listening and watching and taking action, the victories of populism and nationalism and Christianity, coming back from the dead and recognizing as being persecuted, that's all because you are the core.
[01:19:15.788 --> 01:19:25.796]  Listening to M4 wars around the world, the eyes and ears of liberty, that were immune or at least resistant to the globalist programming.
[01:19:25.796 --> 01:19:29.959]  Everybody knows, who studies this, that it's Christians, real Christians, who tend to
[01:19:30.888 --> 01:19:34.531]  Be immune to the globalist brainwashing and who tend to see it.
[01:19:34.531 --> 01:19:37.213]  And that's why they're trying to eradicate you.
[01:19:37.213 --> 01:19:41.016]  But regardless, this fight is intensifying.
[01:19:41.016 --> 01:19:41.857]  2018 has been insane.
[01:19:41.857 --> 01:19:49.203]  2019 is going to be the big decision maker and I am so honored to be here with you right beside me.
[01:19:49.203 --> 01:19:52.886]  Not behind us, but right beside us and at the heart of everything resisting these globalists.
[01:19:52.886 --> 01:19:56.970]  So whatever you do, take action and realize we're changing history together and I salute you.
[01:20:01.764 --> 01:20:04.389]  You're listening to The Alex Jones Show.
[01:20:22.032 --> 01:20:36.526]  Welcome back on this Day After Christmas 2018, and as I was looking at the headlines over the holidays, so much stuff, such a twisted version of the Christmas story, of what Christ has done.
[01:20:36.526 --> 01:20:44.913]  You've got Alexandria Occasional Cortex out there saying, look, you've got the story of Christmas is about refugee migrants.
[01:20:44.913 --> 01:20:47.296]  You have people talking about living forever with
[01:20:48.748 --> 01:20:50.649]  In 30 years, science is going to get us there.
[01:20:50.649 --> 01:20:58.053]  Or mainstream media talking about how the blood of children is going to let them live forever.
[01:20:58.053 --> 01:21:01.934]  As Free Thought Project put it out, the mainstream media is now openly reporting on this.
[01:21:01.934 --> 01:21:07.977]  What was once a conspiracy, now is the subject of mainstream media reports over and over again.
[01:21:07.977 --> 01:21:11.819]  The elite began lining up to ingest the blood of children.
[01:21:13.482 --> 01:21:19.865]  We talked about how this is a hidden thing for a long time, you know, kind of like Tim Trails, but now we can come out and talk about it.
[01:21:19.865 --> 01:21:22.387]  Oh, it's a good thing and we're going to do it.
[01:21:22.387 --> 01:21:24.068]  Before it was, no, you're crazy.
[01:21:24.068 --> 01:21:24.928]  Nobody would ever do that.
[01:21:24.928 --> 01:21:30.251]  Just like, you're crazy if you think they're spying on you with your computer.
[01:21:30.251 --> 01:21:36.154]  If you think that they're able to turn on the camera and listen to you.
[01:21:36.154 --> 01:21:37.715]  If you think that they're following you.
[01:21:37.715 --> 01:21:39.936]  You're paranoid.
[01:21:39.936 --> 01:21:41.197]  You're a conspiracy theorist.
[01:21:42.065 --> 01:21:44.247]  All these things are true, folks.
[01:21:44.247 --> 01:21:50.232]  And as we look at this, I said, could the secret to eternal youth be found in blood transfusions from young people?
[01:21:50.232 --> 01:21:51.793]  Yes, says CBS.
[01:21:51.793 --> 01:21:54.916]  Yes, young blood from teenagers.
[01:21:54.916 --> 01:22:04.023]  And again, it was back in January of last year, so it was about a year ago, that they went public with the experiments about mice.
[01:22:05.049 --> 01:22:10.211]  And he had Peter Thiel at the time saying, I'm looking into this parabiosis stuff, which I think is really interesting.
[01:22:10.211 --> 01:22:16.133]  This is where they did the young blood and older mice, and they found they had a massive rejuvenating effect.
[01:22:16.133 --> 01:22:23.996]  But now, here we are a year later, that was back in January last year, it was science and nature, medicine.
[01:22:23.996 --> 01:22:26.637]  They were the ones who put it out there.
