[00:00:05.990 --> 00:00:27.474]  From the front lines of the information war, it's Alex Jones.
[00:28:25.796 --> 00:28:26.477]  Well, guess what?
[00:28:26.477 --> 00:28:28.740]  The president really doesn't listen to any of you now.
[00:28:28.740 --> 00:28:29.261]  So don't worry.
[00:28:29.261 --> 00:28:31.984]  There are people a lot smarter than me now breaking it down for him.
[00:28:31.984 --> 00:28:32.465]  So good luck.
[00:28:32.465 --> 00:28:33.606]  They got all these headlines.
[00:28:33.606 --> 00:28:40.755]  Oh, the White House distances itself from the talk of an executive order to take action against big tech because there is no censorship.
[00:28:40.755 --> 00:28:43.980]  Yeah, they just banned James Woods on Twitter.
[00:28:45.060 --> 00:28:46.681]  We're making fun of Soy Boys.
[00:28:46.681 --> 00:28:51.783]  Yeah, they're totally trying to steal this election, and they're doing it through their own form of martial law.
[00:28:51.783 --> 00:28:52.944]  Well, guess what?
[00:28:52.944 --> 00:28:57.746]  That whole criminal network in San Francisco better fill their head, because America just woke up!
[00:28:59.420 --> 00:29:05.683]  Choose to take control of your chemistry with Survival Shield X2 and BioTrue Selenium.
[00:29:05.683 --> 00:29:10.025]  This powerful combo is perfect for supporting your thyroid and health.
[00:29:10.025 --> 00:29:15.427]  BioTrue Selenium's formula is far from synthetic and is made from a source of 100% organic mustard seed.
[00:29:17.328 --> 00:29:25.951]  Our super high quality nascent iodine is an essential mineral sourced of 99.99% ultra pure deep earth iodine crystals.
[00:29:25.951 --> 00:29:33.734]  This essential mineral is necessary in order to produce thyroid hormones which influence every cell, tissue and organ in the body.
[00:29:33.734 --> 00:29:40.636]  With inadequate thyroid hormones you may experience slow metabolism, lethargy, weight gain and overall brain fog.
[00:29:41.016 --> 00:29:47.241]  Survival Shield X2 and BioTrue Selenium work together to support the systems in your body.
[00:29:47.241 --> 00:29:51.064]  Take control of your chemistry today with this super combo.
[00:29:51.064 --> 00:29:58.110]  Discover the power of Survival Shield X2 and BioTrue Selenium at InfoWarsLife.com
[00:30:00.387 --> 00:30:02.748]  We all know the importance of fish oils.
[00:30:02.748 --> 00:30:09.330]  While we are sure to provide them for ourselves, it's just as important to make sure your kids get their EPA and DHA too.
[00:30:09.330 --> 00:30:16.713]  Honor Roll is a powerful DHA fish oil formula for your child, built from the ground up to support your child's development.
[00:30:17.133 --> 00:30:26.783]  This formula uses wild anchovy fish oil, ultra-purified krill oil, and wild salmon fish oil with vitamins to boost your child's mind and body.
[00:30:26.783 --> 00:30:34.051]  With this fish oil formula, you can support your child's optimal heart, joint, cognitive, and brain health while providing DHA.
[00:30:34.932 --> 00:30:38.774]  Which has been shown to be essential for your child's brain growth spurts.
[00:30:38.774 --> 00:30:48.618]  Built on powerful ingredients with 580 milligrams of high DHA omega-3s, this formula is highly refined to eliminate nearly all heavy metals.
[00:30:48.618 --> 00:30:52.940]  If you're looking for a formula to help your child grow, look no further.
[00:30:52.940 --> 00:30:57.102]  Try Honor Roll from InfoWars Life at InfoWarsStore.com.
[00:31:00.132 --> 00:31:01.613]  X2.
[00:31:01.613 --> 00:31:06.375]  We were selling it for about three years, and then they found out how big it was, and how much we were buying.
[00:31:06.375 --> 00:31:09.436]  And they said, oh, we want more money, more money, and oh, this and that.
[00:31:09.436 --> 00:31:11.457]  And so I've broken my contract.
[00:31:11.457 --> 00:31:16.159]  And right now we can't get more of this proprietary ingredient that goes in X2.
[00:31:16.159 --> 00:31:21.661]  It literally is so pure that if you put it in a peaker dish on top of a 90 degree hot plate, it gasses.
[00:31:21.661 --> 00:31:23.822]  Like I dream of genie and it's purple gas.
[00:31:23.822 --> 00:31:27.143]  I mean, that is so pure, it just goes right into your body when you take it.
[00:31:27.143 --> 00:31:29.124]  We're working on trying to get other suppliers right now, but
[00:31:30.164 --> 00:31:32.545]  I bought a huge amount of it.
[00:31:32.545 --> 00:31:34.225]  Ordered it six months ago.
[00:31:34.225 --> 00:31:36.926]  So I get the price down and I said, if you don't lower it, I'm done.
[00:31:36.926 --> 00:31:38.147]  I'm breaking the contract.
[00:31:38.147 --> 00:31:40.067]  Well, I broke the contract last week.
[00:31:40.067 --> 00:31:42.408]  And so this is potentially the last run.
[00:31:42.408 --> 00:31:44.168]  In fact, right now it is the last run.
[00:31:44.168 --> 00:31:46.149]  The Survival Shield X2.
[00:31:46.149 --> 00:31:47.609]  And we've got a good supply of it.
[00:31:47.609 --> 00:31:49.290]  It'll be gone in a couple months.
[00:31:49.290 --> 00:31:52.211]  X2, if you haven't experienced it, InfoWareStore.com.
[00:31:52.211 --> 00:31:54.031]  If you have experienced it, you know how great it is.
[00:31:54.031 --> 00:31:55.452]  I suggest you stock up on it.
[00:31:55.452 --> 00:31:57.092]  It's available right now for a limited time.
[00:31:57.092 --> 00:31:58.153]  InfoWareStore.com.
[00:31:58.153 --> 00:31:59.533]  It's 25% off right now.
[00:32:02.427 --> 00:32:11.853]  One of the most incredible cups of coffee can be found in the high mountains of southern Mexico, where the Chiapas farmers have spent years perfecting their techniques.
[00:32:11.853 --> 00:32:23.260]  Based on hundreds of years of traditional techniques and perfect conditions, we've sourced only the best to provide you with our immune support and Wake Up America Patriot Blend Coffee.
[00:32:23.260 --> 00:32:28.944]  Ancient Mayan knowledge is paired with the natural fertility of the land to generate the world's finest coffee beans.
[00:32:29.224 --> 00:32:40.667]  Carefully harvested and free of toxic chemicals used in big agricultural productions, Patriot Blend coffees have a smooth, bold flavor with great depth to give you just what you need in the morning.
[00:32:40.667 --> 00:32:48.869]  You can even choose to start your morning healthier with the Immune Support Blend, infused with a powerful blend to support your immune response and stamina.
[00:32:48.869 --> 00:32:51.369]  It's time to take care of your morning routine.
[00:32:51.369 --> 00:32:57.051]  Get a bag of Patriot Blend coffee to support the show while enhancing your morning routine at InfoWarsStore.com.
[00:33:03.320 --> 00:33:11.742]  You're listening to the Alex Jones Show.
[00:33:11.742 --> 00:33:27.085]  You are listening to an InfoWars.com Frontline Report.
[00:33:27.085 --> 00:33:28.485]  It's Alex Jones.
[00:33:40.541 --> 00:33:54.191]  If you just joined us, I've covered a lot of stuff that up until that point was the most important thing I'd ever covered, but this is hands down the most incredible information, the most powerful information.
[00:33:54.191 --> 00:34:09.682]  The reason they want to shut down with only 44 days out is, I was just search-engineering during the break, CNN calls for coup against Trump, New York Times calls for coup, Wall Street Journal, Washington Post talk about coup inside the White House against Trump.
[00:34:10.580 --> 00:34:11.421]  It's all right here.
[00:34:11.421 --> 00:34:21.733]  Lindsey Graham went on national television and said there's a bureaucratic coup against Trump being uncovered.
[00:34:21.733 --> 00:34:24.936]  Remember, I've been hammering this, but the big revelation is...
[00:34:27.390 --> 00:34:40.676]  If Trump doesn't declare his own national emergency, like every other president has done, it leaves the past emergencies in place, and what the last president set up is there, just like the TPP.
[00:34:40.676 --> 00:34:42.777]  Trump wasn't dictatorial getting out of that.
[00:34:42.777 --> 00:34:45.998]  They gave him dictator power, Obama, to get into it.
[00:34:45.998 --> 00:34:49.340]  Only the dictator power got us out.
[00:34:49.340 --> 00:34:54.642]  Now, there have been dictators in history that took over dictatorships that dissolved the dictatorships.
[00:34:54.642 --> 00:34:56.563]  They're talking about Assad trying to do that in Syria.
[00:34:58.024 --> 00:35:00.105]  I'm not saying Trump should become a dictator.
[00:35:00.105 --> 00:35:03.386]  He should implement his own emergency.
[00:35:03.386 --> 00:35:07.167]  That's how they're operating belligerently, to remove it.
[00:35:07.167 --> 00:35:15.189]  But that's why they go on CNN and say, we've got our own government in place, we're gonna kill him, Phil Mudd, or Brennan, the Wahhabist and Communist.
[00:35:15.189 --> 00:35:19.430]  Openly, look it up, Brennan says he's a Communist and a Muslim.
[00:35:19.430 --> 00:35:20.671]  What he is is an American hater.
[00:35:20.671 --> 00:35:25.052]  One week before Trump got sworn in, he said, you better watch your mouth.
[00:35:26.715 --> 00:35:29.396]  And Trump fired him the first day he got in office.
[00:35:29.396 --> 00:35:30.376]  And Brennan couldn't believe it.
[00:35:30.376 --> 00:35:32.357]  That's how arrogant they are.
[00:35:32.357 --> 00:35:48.001]  But a lot of it's an act of bravado, of hubris, of chutzpah, to put on the Invincibility Act while they commit these giant crimes.
[00:35:48.001 --> 00:35:50.062]  Yeah, former Mueller deputy on Trump.
[00:35:50.062 --> 00:35:52.302]  Government's gonna kill this guy.
[00:35:52.302 --> 00:35:54.503]  So, the big news here is,
[00:35:56.178 --> 00:35:58.500]  Yeah, you know we've been under COG, Continental Government.
[00:35:58.500 --> 00:35:59.641]  You know about the civil emergencies.
[00:35:59.641 --> 00:36:03.826]  You know how each year, I saw it once live on C-SPAN when I was in high school.
[00:36:03.826 --> 00:36:11.613]  They march in to the Senate, they go, I have a message from the President of the United States!
[00:36:11.613 --> 00:36:20.062]  The Herald comes in and then they take the Herald's information and the Congress receives the new emergency from the President.
[00:36:21.343 --> 00:36:26.206]  Trump has not declared an emergency in 20 months.
[00:36:26.206 --> 00:36:33.070]  Every other president, really back to Franklin Delano Roosevelt, but it became official under COG by the mid 60s, 63.
[00:36:33.070 --> 00:36:40.174]  But the antecedent of it is the War Powers Act 1933.
[00:36:40.174 --> 00:36:50.781]  So Trump must declare the emergency to override their emergency and make the emergency the belligerent deep state allied with Communist China.
[00:36:51.949 --> 00:36:55.510]  And he should use the trade war we've already been under, losing with China.
[00:36:55.510 --> 00:37:01.472]  He's finally lifted our shield, and the globalist traders can't stand it.
[00:37:01.472 --> 00:37:08.395]  He should use the fact that America's coming back from the dead as the reason to declare the emergency.
[00:37:08.395 --> 00:37:12.096]  Now again, coming up later, I have my lawyer, constitutional lawyer, coming on about this.
[00:37:12.096 --> 00:37:18.838]  I told you a month ago, in fact, type into Bing, because Google's a broken search engine now, Bing at least halfway works.
[00:37:18.838 --> 00:37:20.519]  Or DuckDuckGo's good as well.
[00:37:20.519 --> 00:37:21.259]  Type into it.
[00:37:23.680 --> 00:37:26.423]  So you can see this for yourself.
[00:37:26.423 --> 00:37:30.587]  And so it's all crystal clear for everyone.
[00:37:30.587 --> 00:37:37.694]  Trump set to sign executive orders stopping big tech censorship.
[00:37:37.694 --> 00:37:44.882]  Now we told you that six weeks ago, one week before I got banned on now 90 plus platforms.
[00:37:45.799 --> 00:37:49.740]  And I got briefings to the President from three law firms.
[00:37:49.740 --> 00:37:50.881]  I got briefings to him.
[00:37:50.881 --> 00:37:53.582]  I got briefings to Fox News hosts.
[00:37:53.582 --> 00:38:00.364]  I got briefings to a lot of people because everybody else is scared.
[00:38:00.364 --> 00:38:03.726]  And I'm not doing this as a Mr. Tough Guy, but somebody's got to do it.
[00:38:03.726 --> 00:38:07.707]  You can just type into a search engine with the search term Infowars.com after it.
[00:38:07.707 --> 00:38:11.448]  Trump administration first shot across Big Tech's giant bow.
[00:38:11.448 --> 00:38:12.629]  Warns them of censorship.
[00:38:13.584 --> 00:38:14.566]  March 8, 2018.
[00:38:14.566 --> 00:38:22.421]  But we specifically, and this audience, has been ringing the alarm and saying Trump executive orders are coming.
[00:38:22.421 --> 00:38:24.906]  Paul wrote an article just two weeks ago on it.
[00:38:24.906 --> 00:38:25.066]  Show!
[00:38:26.687 --> 00:38:32.069]  I pointed out that Google's building search engine censorship systems to control the whole population of China.
[00:38:32.069 --> 00:38:32.950]  Now that's big news.
[00:38:32.950 --> 00:38:39.572]  We pointed out that Apple's moved there and give their code keys to all your Apple IDs and the cloud to the Chinese Communists.
[00:38:39.572 --> 00:38:40.893]  Now that's mainstream news.
[00:38:40.893 --> 00:38:42.993]  That's why we're being attacked.
[00:38:42.993 --> 00:38:45.915]  That's why we're being shut down.
[00:38:45.915 --> 00:38:54.298]  Not because of Sandy Hook, where they keep saying that I'm attacking families and saying nobody died, when I haven't even entertained people saying that in years.
[00:38:55.913 --> 00:38:59.195]  They just picked something in the media that, oh, he's that mean guy.
[00:38:59.195 --> 00:39:00.335]  He was mean to kids.
[00:39:00.335 --> 00:39:01.736]  That's why he's off the air now.
[00:39:01.736 --> 00:39:04.817]  It has nothing to do with that.
[00:39:04.817 --> 00:39:14.622]  ABC, CBS, NBC News, all this morning hit me in the morning shows about how a horrible person I am.
[00:39:14.622 --> 00:39:16.803]  Because they don't want you to listen to me.
[00:39:16.803 --> 00:39:24.287]  They don't want you to go to Infowars.com and get the article by Mike Adams and the video.
[00:39:25.575 --> 00:39:29.976]  Where he breaks it down, the entire situation.
[00:39:29.976 --> 00:39:38.979]  They don't want you to go to the emergency report, Trump planning mass arrest, military tribunals for deep state traders.
[00:39:38.979 --> 00:39:53.024]  And yes, that is the angle, that is the angle that Trump has to go at with the emergency declaration to use a real emergency against their fake emergency that they've used to override what he's done.
[00:39:54.141 --> 00:39:56.281]  That's how we've been operating since 1933.
[00:39:56.281 --> 00:40:02.603]  He can bring in an emergency to get us out of the emergency, like he did with TPP.
[00:40:02.603 --> 00:40:04.923]  He must do it or they will destroy him.
[00:40:04.923 --> 00:40:06.383]  They don't want prosperity.
[00:40:06.383 --> 00:40:08.104]  They don't want America to win.
[00:40:08.104 --> 00:40:09.924]  You can't prove yourself to them, Trump.
[00:40:09.924 --> 00:40:11.765]  You can't prove them to the American people.
[00:40:11.765 --> 00:40:15.065]  You must take action and remove the cancer.
[00:40:15.065 --> 00:40:19.126]  The arrogance of Google, we got clips of this coming up, getting on television.
[00:40:21.897 --> 00:40:24.801]  And saying that they don't censor any conservatives.
[00:40:24.801 --> 00:40:34.574]  We have a huge article coming out tomorrow by Paul Joseph Watson, giving 20 bonafide, proven examples of where they admit they're targeting conservatives and nationalists, not just here, but worldwide.
[00:40:34.574 --> 00:40:35.936]  And I rest my case with this.
[00:40:36.997 --> 00:40:39.658]  Helping Communist China round up dissidents.
[00:40:39.658 --> 00:40:42.899]  That tells you right there how evil these groups are.
[00:40:42.899 --> 00:40:44.179]  Oh, they're a private company.
[00:40:44.179 --> 00:40:44.779]  Bull!
[00:40:44.779 --> 00:40:46.720]  They're public commons under federal law.
[00:40:46.720 --> 00:40:48.420]  That's how they have liability protection.
[00:40:48.420 --> 00:40:52.121]  And they don't block third-party communications unless they're illegal.
[00:40:52.121 --> 00:40:54.242]  Now they're just saying, oh, you're hateful.
[00:40:54.242 --> 00:40:57.323]  We're going to take you off LinkedIn and get rid of your bank accounts.
[00:40:57.323 --> 00:40:58.583]  It's the mark of the beast.
[00:40:58.583 --> 00:41:04.345]  It's the global Chinese social score, which they admit has come to America, that we told you five years ago was coming.
[00:41:06.349 --> 00:41:19.857]  Like Tucker Carlson said, Infowars is under an unprecedented attack, not because we're wrong, not because we're fake news, but because we're right, and people are listening, and we're popular, and we have courage, and we're not backing down.
[00:41:19.857 --> 00:41:28.643]  That said, you'd think I'd start the whole show with how I got banned on PayPal, our main processor for people ordering at infowarsstore.com.
[00:41:28.643 --> 00:41:29.963]  They gave us 10 business days.
[00:41:29.963 --> 00:41:32.285]  That means by the middle of not this week, but next week, it'll be gone.
[00:41:33.325 --> 00:41:34.566]  And you know what the rest is?
[00:41:34.566 --> 00:41:36.147]  They'll target everything else.
[00:41:36.147 --> 00:41:37.427]  It's terrorism.
[00:41:37.427 --> 00:41:38.968]  It's what the Nazis did to the Jews.
[00:41:38.968 --> 00:41:42.950]  They took their commerce away first.
[00:41:42.950 --> 00:41:44.551]  We need executive orders on that front.
[00:41:44.551 --> 00:41:48.634]  And when I raised this to the White House at the campaign six weeks ago, they said, Alex, we're on it.
[00:41:48.634 --> 00:41:51.135]  But if you've got some examples, send them to us.
[00:41:51.135 --> 00:41:57.879]  They said, don't you know we're going to do executive orders on not targeting conservatives and harassing them for banking?
[00:41:57.879 --> 00:41:59.700]  Because they're already doing it to the NRA.
[00:41:59.700 --> 00:42:01.301]  So Alex, don't worry, we're on it.
[00:42:03.712 --> 00:42:08.815]  But I have to say, the law firms and things I had write up reports for them are even better than what the President was being given.
[00:42:08.815 --> 00:42:10.816]  They just backed up what he already knew.
[00:42:10.816 --> 00:42:16.740]  So, you've got eight business days to use PayPal and InfoWareStore.com.
[00:42:16.740 --> 00:42:21.523]  We have some of the biggest specials ever, but now it is an act of First Amendment and defiance.
[00:42:23.348 --> 00:42:26.490]  They do completely shut off our payment processing, and we've got to file injunctions and lawsuits.
[00:42:26.490 --> 00:42:28.731]  It's going to take a while to get this stuff back up.
[00:42:28.731 --> 00:42:34.955]  So you need to get your orders in today at InfoWarsStore.com and InfoWarsLife.com, and you need to get your products.
[00:42:34.955 --> 00:42:39.018]  And we've got other processing systems there as well, but you can choose PayPal now still if you want to.
[00:42:39.818 --> 00:42:44.300]  Words cannot describe how big the stakes are for the future of humanity right now.
[00:43:04.560 --> 00:43:13.243]  InfoWars is being openly targeted by the Democratic Party, leftist CIA operatives, the corrupt Justice Department, and the entire Soros crime syndicate.
[00:43:13.243 --> 00:43:15.244]  People say, why would you start a fight with them?
[00:43:15.244 --> 00:43:18.685]  Because they were already dominating and running America into the ground.
[00:43:18.685 --> 00:43:21.306]  And I knew we had no future if we didn't do this.
[00:43:21.306 --> 00:43:23.586]  So we've already had incredible success.
[00:43:23.586 --> 00:43:30.549]  But if you will simply realize how epic this is, and understand how real this fight is, and why we've been made the main target,
[00:43:31.089 --> 00:43:40.875]  And if you financially support us, and if you spread the word about our articles and videos at InfoWars.com, we won't just continue to stand up against these brutal scumbags.
[00:43:40.875 --> 00:43:42.055]  We'll win.
[00:43:42.055 --> 00:43:44.397]  We have huge sales at InfoWarsStore.com right now.
[00:43:44.397 --> 00:43:52.121]  And we're still able to operate the shopping cart and get stuff shipped out to you, despite the fact that we're trying to block our commerce and your right to the market.
[00:43:52.121 --> 00:43:55.823]  But if you don't stand up and support us financially, Soros and Globus may win.
[00:43:55.823 --> 00:43:57.384]  This is InfoWars' Darkness Howard.
[00:43:57.384 --> 00:43:58.245]  We need your support.
[00:43:58.245 --> 00:43:58.785]  I'm counting on you.
[00:43:59.005 --> 00:44:03.129]  We all know that the outside toxins in the water is a serious health issue.
[00:44:03.129 --> 00:44:10.196]  InfoWars is proud to sell incredible filters, but it's almost impossible to keep up with every faucet, shower, and sink in your home.
[00:44:10.196 --> 00:44:15.020]  That's why we're bringing you something to provide clean water for your whole house with one system.
[00:44:15.020 --> 00:44:21.907]  The Pro-Pure Whole House Water Filtration System is an advanced, four-stage, compact filtration system
[00:44:22.327 --> 00:44:28.357]  That will provide water filtration for your entire home, removing 220 plus contaminants from your water.
[00:44:28.357 --> 00:44:37.491]  It's compact in size, easy to install and maintain, and keeps fluoride and other dangerous toxins out of your water supply and away from you and your family.
[00:44:37.911 --> 00:44:45.374]  With its broad-spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[00:44:45.374 --> 00:44:58.160]  Head to infowarrestore.com and whether it's your first water filtration purchase or you're looking to replace your current rundown systems, it's time to go big and go home with the Pro-Pure Whole House Filtration System today.
[00:45:00.003 --> 00:45:03.607]  InfoWars Life is bringing you a breakthrough in modern medicine.
[00:45:03.607 --> 00:45:05.369]  Introducing Pollen Block.
[00:45:05.369 --> 00:45:16.640]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[00:45:17.421 --> 00:45:26.607]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[00:45:26.607 --> 00:45:32.570]  They began studying this effect in published trials, and decades later, we now have the fruit of this research.
[00:45:32.570 --> 00:45:37.673]  A fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[00:45:37.673 --> 00:45:40.275]  Pollen block is natural and effective.
[00:45:40.275 --> 00:45:42.016]  It is not an antihistamine.
[00:45:42.016 --> 00:45:46.819]  In fact, current research has found that it actually acts by blocking the activity of tryptase,
[00:45:47.039 --> 00:45:51.988]  Which is an enzyme that amplifies immune and inflammatory responses in the body.
[00:45:51.988 --> 00:45:54.632]  Go outside and enjoy the air you breathe.
[00:45:54.632 --> 00:45:59.340]  Head to Infowarslife.com and grab a pack of our Pollen Block Chewable Tablets.
[00:46:03.869 --> 00:46:09.593]  Years ago, Info Wars Life created the powerful MycoZX formula to help you combat internal yeast.
[00:46:09.593 --> 00:46:17.459]  As the years went on, and more toxins were pumped into the environment, our team knew we had to create a bigger and better formula to help support your gut health.
[00:46:17.459 --> 00:46:20.622]  MycoZX Plus is the result of the search for that formula.
[00:46:20.802 --> 00:46:26.085]  A unique natural formula designed to support the body's natural cleansing of yeast and fungal organisms.
[00:46:26.085 --> 00:46:28.867]  There's no better product to help your body fight back.
[00:46:28.867 --> 00:46:37.832]  MycoZX Plus helps support a healthy microbial balance in the body, supports your digestive tract, and addresses the intestinal yeast that can cause you problems if it goes unchecked.
[00:46:38.012 --> 00:46:39.393]  You're listening to the Alex Jones Show!
[00:47:21.545 --> 00:47:32.431]  Coming to you from the former United States of America, from deep in the heart of Texas, it's Alex Jones.
[00:47:32.431 --> 00:47:34.833]  I'm going to make this as simple as I can.
[00:47:34.833 --> 00:47:39.095]  We've gone and reviewed the executive orders, the announcements by the deep state by the Democrats.
[00:47:39.095 --> 00:47:47.100]  Obama signed executive orders triggering a national emergency, a civil emergency under COG and ordered
[00:47:48.191 --> 00:47:52.035]  The federal government to resist Donald Trump and the American people.
[00:47:52.035 --> 00:47:53.196]  Now, only Trump!
[00:47:54.716 --> 00:48:05.041]  Issuing a new national emergency, something every president has done going back to Franklin Delano Roosevelt and the War Powers Act, can override the previous martial law provisions.
[00:48:05.041 --> 00:48:15.285]  So yes, I'm calling for the president to declare martial law, not in the sense of troops on the street, but in the civil emergency that Obama and the Democrats are operating under.
[00:48:15.285 --> 00:48:16.826]  We have all the documents.
[00:48:16.826 --> 00:48:21.228]  Mike Adams is going to be breaking this down later in an article on Infowars.com.
[00:48:22.408 --> 00:48:26.712]  We have Obama, we have the Democrats, we have them all admitting they're operating under COG.
[00:48:26.712 --> 00:48:32.997]  And then Mike Adams was telling me, when he was writing this article yesterday, he said, he's a really smart guy, he said, Alex, you've got to declare martial law.
[00:48:32.997 --> 00:48:38.201]  And I said, well, really, it's a national emergency to counter their national emergency.
[00:48:38.201 --> 00:48:44.466]  You could call it martial law, but in the legal parlance, that's not actually what they're doing.
[00:48:44.466 --> 00:48:45.827]  It's far deeper than that.
[00:48:45.827 --> 00:48:48.169]  It's not just some tanks on the streets during riots.
[00:48:48.989 --> 00:48:51.190]  So, see the documents for yourself.
[00:48:51.190 --> 00:48:55.132]  It's on Infowars.com, Newswars.com.
[00:48:55.132 --> 00:48:56.433]  It's all there.
[00:48:56.433 --> 00:49:02.036]  With the video, breaking it down, and we'll have Mike Adams joining us the last 30 minutes, then back on the show tomorrow.
[00:49:02.036 --> 00:49:03.237]  But here's the headline.
[00:49:03.237 --> 00:49:04.797]  Reminder.
[00:49:04.797 --> 00:49:07.259]  The 25th Amendment requires political apocalypse.
[00:49:07.259 --> 00:49:11.381]  CNN, that's Friday, calling for apocalypse.
[00:49:12.506 --> 00:49:15.088]  Warren, time to use 25th Amendment on Trump!
[00:49:15.088 --> 00:49:20.071]  It's very Senator, literally working against me and getting me kicked off the internet.
[00:49:20.071 --> 00:49:21.573]  I mean, it's incredible.
[00:49:21.573 --> 00:49:25.295]  Lindsey Graham, a bureaucratic coup against Trump being uncovered.
[00:49:25.295 --> 00:49:30.399]  It's not that we're extreme, they're the ones doing this, under the Countering Disinformation and Propaganda Act.
[00:49:30.399 --> 00:49:35.943]  That's what they're ordering Big Tech to take me off the web with, saying in the hearings I'm a Russian agent.
[00:49:37.841 --> 00:49:40.104]  And behind the scenes trying to set me up, folks.
[00:49:40.104 --> 00:49:45.051]  I'm not at liberty to get into it, but it's beyond anything you've ever seen on television.
[00:49:45.051 --> 00:49:46.974]  So, here it is.
[00:49:46.974 --> 00:49:50.979]  The 2016 election makes it clear it's time to rewrite the rules of presidential succession.
[00:49:50.979 --> 00:49:51.480]  The Atlantic.
[00:49:51.480 --> 00:49:54.043]  So I'm going to say it very simply.
[00:49:54.043 --> 00:49:54.584]  Obama?
[00:49:55.669 --> 00:49:57.831]  Already declared a civil emergency martial law.
[00:49:57.831 --> 00:50:02.075]  He has sleeper cells all over the federal government calling it the resistance.
[00:50:02.075 --> 00:50:07.820]  And they're resisting the election of 2016 because Queen Hillary, the princess, the god,
[00:50:09.229 --> 00:50:09.789]  Didn't make it.
[00:50:09.789 --> 00:50:20.774]  I was talking to Mark Rondazza and he said they hate you and they're coming after you because you basically politically, they think, and we were part of it, our audience was, politically assassinating that crazy witch and what she wanted to do.
[00:50:20.774 --> 00:50:24.075]  And so they want to send the message that I've got to pay and you've got to pay.
[00:50:24.075 --> 00:50:25.336]  We're going to Mark Rondazza.
[00:50:25.336 --> 00:50:27.357]  He'll be with us 30 minutes to the next hour.
[00:50:27.357 --> 00:50:27.837]  But first...
[00:50:29.172 --> 00:50:31.674]  Paul Watson did a report on this.
[00:50:31.674 --> 00:50:37.980]  James Woods suspended, didn't they end up banning you, from Twitter over satirical meme that could impact elections.
[00:50:37.980 --> 00:50:42.364]  So anything that can impact the election against Democrats is now being removed.
[00:50:42.364 --> 00:50:43.585]  That's right.
[00:50:43.585 --> 00:50:45.047]  We're going to be getting to all of that.
[00:50:46.260 --> 00:50:50.442]  The silencing of James Woods, and now they're going after our banking.
[00:50:50.442 --> 00:50:52.963]  PayPal saying, you didn't violate Terms of Service.
[00:50:52.963 --> 00:50:54.804]  We're just following our morals.
[00:50:54.804 --> 00:51:07.730]  Oh, like when you work with Communist China, and Google runs censorship apps and helps round up dissidents who have their organs taken, or Apple runs the very worst factories in China with suicide nets and calls the Communist Party if you get uppity and try to unionize, and they kill you.
[00:51:07.730 --> 00:51:09.631]  But Tim Cook's gay, so it's okay.
[00:51:09.631 --> 00:51:10.652]  As long as you're gay.
[00:51:10.652 --> 00:51:15.134]  Hell, if Hitler would have just been openly gay, he was bisexual, then it would have been okay, I guess.
[00:51:15.774 --> 00:51:16.714]  I mean, this is sick.
[00:51:16.714 --> 00:51:17.375]  I'm not saying that.
[00:51:17.375 --> 00:51:20.176]  I'm saying that's their yardstick.
[00:51:20.176 --> 00:51:24.177]  But oh, I'm the bad guy, and once my domino falls, it's everybody.
[00:51:24.177 --> 00:51:31.460]  So, let's play this Paul Watson report, and we're going right to Mark Rondazzo, one of the top first-minute lawyers in the country, who I should also have representing me.
[00:51:31.460 --> 00:51:33.601]  And we're going to get into this ongoing purge.
[00:51:33.601 --> 00:51:36.902]  He made some incredible points this morning when we talked for about 45 minutes.
[00:51:36.902 --> 00:51:39.363]  I want him to repeat some of them here on Sunday night.
[00:51:39.363 --> 00:51:40.764]  But first, here's Paul Watson's report.
[00:51:45.273 --> 00:51:49.475]  Well, that's always spectacular when we go to something that doesn't play.
[00:51:49.475 --> 00:51:53.158]  But hey, that gives us more time with Mark Rondazza.
[00:51:53.158 --> 00:51:56.940]  The Paul Watson Report will be coming up here.
[00:51:56.940 --> 00:51:58.100]  Good to have you here with us.
[00:51:58.100 --> 00:52:06.605]  Just kind of kick off the things you were saying this morning, because they're so dead on, and why you think this purge is accelerating, and how dangerous it is to have all these companies linked up.
[00:52:06.605 --> 00:52:10.768]  Because, you know, we know in China most of it's private, but it's state-controlled.
[00:52:10.768 --> 00:52:11.968]  And it's the same thing here.
[00:52:11.968 --> 00:52:13.229]  The Democrats say, take me off.
[00:52:14.830 --> 00:52:18.874]  I'm being taken off, a bunch of other people are being taken off, and then we're told, oh, these are private companies.
[00:52:18.874 --> 00:52:23.699]  I mean, this is super, super dangerous, but Google says they're not targeting any conservatives.
[00:52:29.525 --> 00:52:30.306]  All right.
[00:52:30.306 --> 00:52:31.286]  Mark, I apologize.
[00:52:31.286 --> 00:52:36.951]  We've got a major problem in there in Patch Central with our computer system today.
[00:52:36.951 --> 00:52:43.176]  So we're going to find out what's going on with that and get to that if we are able to today.
