[00:00:00.000 --> 00:00:00.500]  [BEEP]
[00:39:19.029 --> 00:39:19.990]  People just like different labels.
[00:39:20.470 --> 00:39:21.571]  So, it's 50% off.
[00:39:21.991 --> 00:39:22.732]  Please take action.
[00:39:22.772 --> 00:39:24.033]  Great libido, stamina, energy.
[00:39:24.873 --> 00:39:27.874]  Also, we have the Ultimate Krill Oil, still in stock, discounted.
[00:39:28.195 --> 00:39:32.256]  Highest grade krill, so good for your cardiovascular system, your brain, your neurological systems, your blood.
[00:39:32.977 --> 00:39:33.757]  We have the Nitric Boost.
[00:39:33.777 --> 00:39:35.398]  It's so critical to cleaning out your blood as well.
[00:39:35.618 --> 00:39:38.479]  You've heard Dr. Judy Mikovits say it's the best formula she's seen.
[00:39:38.719 --> 00:39:42.100]  It's amazing what it does with natural compounds to flush out your blood and clean it up.
[00:39:42.621 --> 00:39:43.461]  So important right now.
[00:39:44.181 --> 00:39:47.563]  We also have a lot of other great products like TurboForce.
[00:39:48.777 --> 00:39:50.277]  Back in stock, but selling out quickly.
[00:39:50.297 --> 00:39:54.438]  And then we have Brain Force Ultra and Brain Force Plus, two different new trial books that go together.
[00:39:55.098 --> 00:39:58.719]  Really excellent for 50% off when you get them together.
[00:40:00.360 --> 00:40:01.060]  Or 40% off.
[00:40:01.180 --> 00:40:02.400]  And look, that's how people are.
[00:40:02.440 --> 00:40:04.781]  People are trained to buy the products when they're 50% off.
[00:40:05.101 --> 00:40:09.002]  We then enter this catch 22 that it barely brings any money, but we sell a lot more.
[00:40:09.862 --> 00:40:10.982]  So I'm not complaining.
[00:40:11.022 --> 00:40:14.743]  I'm just saying, buy a T-shirt, buy a book, buy a film while you're at it.
[00:40:15.808 --> 00:40:20.691]  Because we need to up our war chest, not just survive and not just hang on in the face of this evil.
[00:40:21.151 --> 00:40:22.392]  Infowarstore.com.
[00:40:23.172 --> 00:40:24.433]  Stand up to the human trafficking.
[00:40:24.513 --> 00:40:25.573]  Stand up to the New World Order.
[00:40:25.613 --> 00:40:26.694]  Stand up to these pedophiles.
[00:40:26.714 --> 00:40:27.654]  Stand up to Satan.
[00:40:28.235 --> 00:40:29.515]  God has to work through you.
[00:40:29.615 --> 00:40:35.419]  You've got to make a decision to go to Infowarstore.com and get great products you already need that we have in stock ready to ship to you.
[00:40:35.699 --> 00:40:39.281]  Everybody needs gravity-fed, stainless steel, high-quality water filtration.
[00:40:39.541 --> 00:40:44.183]  We've got the highest rated there is for half the price of the same filter system.
[00:40:44.203 --> 00:40:45.184]  They just put markup on it.
[00:40:46.784 --> 00:40:48.466]  It's all at InfowarsStore.com.
[00:40:48.786 --> 00:40:51.229]  And I'll make it easy, folks, and I appreciate all your support out there.
[00:40:51.249 --> 00:40:51.749]  You know who you are.
[00:40:51.769 --> 00:40:53.050]  I'm talking to the folks that haven't supported.
[00:40:53.451 --> 00:40:55.393]  I'm just asking you, will you fight?
[00:40:55.473 --> 00:40:57.495]  Because we're fighting for you, we're fighting for ourselves.
[00:40:57.975 --> 00:41:05.683]  When you fund us, you're at least putting your arm up in front of your face when somebody's trying to punch you in the nose.
[00:41:06.164 --> 00:41:07.425]  I mean, you're at least defending.
[00:41:08.638 --> 00:41:09.939]  Go to Infowarshore.com.
[00:41:09.979 --> 00:41:14.742]  It says donate, make a one-time, or you can sign up to do it consecutively, cancel any time for free.
[00:41:15.463 --> 00:41:17.885]  They give $5 a month, $20 a month, $100 a month.
[00:41:18.265 --> 00:41:21.707]  Just in the war effort, I'm taking on the entire deep state.
[00:41:21.727 --> 00:41:22.808]  They're trying to put me in prison.
[00:41:22.828 --> 00:41:23.969]  They're trying to put Owen in prison.
[00:41:23.989 --> 00:41:24.629]  And I'm not a victim.
[00:41:24.649 --> 00:41:25.150]  I'm not bitching.
[00:41:25.170 --> 00:41:25.650]  I asked for this.
[00:41:25.890 --> 00:41:26.531]  I'm a big boy.
[00:41:26.831 --> 00:41:29.333]  But dammit, we need provisions in this fight.
[00:41:29.613 --> 00:41:31.975]  And I don't want to sit here and harp and plug.
[00:41:31.995 --> 00:41:34.496]  I want to cover issues and the serious things that are going on.
[00:41:34.697 --> 00:41:41.568]   So I'm asking everybody that sits on the fence, They think it's safe and it's cool and it's fun to kind of just sit back and watch and see what happens.
[00:41:41.748 --> 00:41:42.930]  This is not a Netflix show!
[00:41:43.091 --> 00:41:44.073]  This is not entertainment!
[00:41:44.233 --> 00:41:45.495]  This is the real world, people!
[00:41:47.583 --> 00:41:48.984]  You've got to differentiate that in your head.
[00:41:49.004 --> 00:41:51.505]  So go to infowarestore.com, right at the top it says donate.
[00:41:51.525 --> 00:41:54.586]  Make a one-time or I would say a recurring donation.
[00:41:55.366 --> 00:41:57.067]  Five, ten, twenty dollars, whatever you can give.
[00:41:57.087 --> 00:42:01.229]  If you don't have the money in six months, just go click in your profile and it's gone.
[00:42:01.729 --> 00:42:05.550]  Everybody that orders something gets 5% on the next order in Patriot Points.
[00:42:05.931 --> 00:42:11.931]  Infowarsstore.com or 888-253-3139.
[00:42:11.931 --> 00:42:14.931]  888-253-3139.
[00:42:14.869 --> 00:42:25.054]  Boy, Tucker Carlson just did his fourth installment, and I guess he's about to go on vacation, but a lot is coming up after that.
[00:42:25.814 --> 00:42:30.616]  But he knocks it out of the park with the old rhetorical system of, oh no, Biden's not a dictator, he just does this.
[00:42:30.676 --> 00:42:32.137]  Biden's not a dictator, he just does that.
[00:42:32.397 --> 00:42:35.678]  But I've got a lot of things he's doing dictator-wise that Tucker didn't even get to.
[00:42:35.738 --> 00:42:36.739]  It's even worse.
[00:42:37.239 --> 00:42:38.720]  That video's on InfoWars.com.
[00:42:38.940 --> 00:42:40.321]  Gavin McGinnis, I should have said.
[00:42:40.381 --> 00:42:41.582]  Wow, one of my best buddies.
[00:42:41.882 --> 00:42:43.043]  What a dynamic brain.
[00:42:43.283 --> 00:42:44.624]  He's in studio next hour.
[00:42:44.724 --> 00:42:46.446]  And then, guess who's on Monday?
[00:42:46.546 --> 00:42:48.807]  Daniel Esselin, the Bilderberg expert.
[00:42:48.887 --> 00:42:50.168]  That is an amazing guest.
[00:42:50.529 --> 00:42:52.930]  Next Monday, and a lot of big surprises as well.
[00:42:52.950 --> 00:42:54.531]  I want to thank you all for your support.
[00:42:54.571 --> 00:42:56.032]  We can't fight the enemy without your help.
[00:42:56.293 --> 00:42:59.355]  So I thank you all for taking action now at InfoWarsStore.com.
[00:43:02.796 --> 00:43:12.947]  We have three original, one-of-a-kind toothpaste designed by my father, a dentist, at MFullerStore.com that don't have fillers, that are filled with high-quality essential oils, and more.
[00:43:13.468 --> 00:43:14.489]  We have the turmeric toothpaste.
[00:43:15.407 --> 00:43:27.712]  We have the Ultimate Tooth Whitening with Pearl Calcium Toothpaste, and we have the amazing Activated Charcoal Toothpaste, again, with a whole bunch of key essential oils that are so good, not just for your teeth and your gums, but your whole mouth, your throat, and more.
[00:43:28.012 --> 00:43:29.833]  These are really game-changing toothpastes.
[00:43:30.093 --> 00:43:31.053]  They're very, very strong.
[00:43:31.433 --> 00:43:33.174]  Most over-the-counter toothpastes have fluoride.
[00:43:33.534 --> 00:43:33.994]  Ours don't.
[00:43:34.595 --> 00:43:35.895]  And it doesn't have fillers in it.
[00:43:36.035 --> 00:43:41.637]   It is just chock-full of Incredible things that God gave us through Mother Nature.
[00:43:41.977 --> 00:43:43.898]  So, it's now back in stock.
[00:43:43.958 --> 00:43:45.019]  It became a bestseller.
[00:43:45.519 --> 00:43:48.540]  The turmeric toothpaste is available again at InfoWareStore.com.
[00:43:48.800 --> 00:43:50.340]  We're selling out of the tooth whitening toothpaste.
[00:43:50.361 --> 00:43:51.201]  We've got some of that left.
[00:43:51.461 --> 00:43:55.402]  And we also have some of the amazing activated charcoal toothpaste in stock, but it's running out as well.
[00:43:55.723 --> 00:43:59.364]  So, all three toothpastes in stock for a limited time at InfoWareStore.com.
[00:44:01.371 --> 00:44:06.254]  Today we witness the most evil and heinous abuse of power in the history of our country.
[00:44:06.714 --> 00:44:07.935]  Very sad thing to watch.
[00:44:07.955 --> 00:44:19.182]  A corrupt sitting president had his top political opponent arrested on fake and fabricated charges of which he and numerous other presidents would be guilty.
[00:44:20.283 --> 00:44:25.306]  Right in the middle of a presidential election in which he is losing very badly.
[00:44:29.175 --> 00:44:35.121]  This is called election interference in yet another attempt to rig and steal a presidential election.
[00:44:35.942 --> 00:44:43.108]  More importantly, it's a political persecution like something straight out of a fascist or communist nation.
[00:44:43.829 --> 00:44:46.532]  The bad news is we've had a globalist coup in America.
[00:44:47.372 --> 00:44:52.633]  The good news is the majority of Americans are now aware of it and are very, very upset with the Deep State.
[00:44:52.954 --> 00:45:01.096]  There's no way they can get away with this ongoing takeover if we simply stop complying with them and if we have our own communication systems.
[00:45:01.656 --> 00:45:07.718]  That's why they're moving to not just shut down Infowars, but to silence every American with these AI systems.
[00:45:08.298 --> 00:45:11.879]  That's what we've got to work so hard right now while we have the initiative.
[00:45:13.029 --> 00:45:22.754]  To expose the globalists further, to wake up more of the people, and to move via Congress and state legislatures and attorney generals to criminally charge the New World Order.
[00:45:23.054 --> 00:45:24.555]  They have committed so many crimes.
[00:45:25.095 --> 00:45:28.657]  Ladies and gentlemen, we are very close to victory against this evil.
[00:45:29.497 --> 00:45:33.859]  But if we don't work as hard as we can right now, this republic will die.
[00:45:34.600 --> 00:45:35.981]  In fact, the republic is already dead.
[00:45:36.141 --> 00:45:38.022]  But we're not like a human that dies and that's it.
[00:45:38.422 --> 00:45:42.324]  We can be resurrected like the phoenix from the ashes because we're a country.
[00:45:43.197 --> 00:45:43.837]  We're a culture.
[00:45:44.117 --> 00:45:44.738]  We're an idea.
[00:45:45.318 --> 00:45:46.098]  But let's be honest.
[00:45:46.318 --> 00:45:48.219]  The country is dead.
[00:45:48.719 --> 00:45:49.580]  It's hijacked.
[00:45:49.720 --> 00:45:52.301]  It's run by criminals that are dismantling it right now.
[00:45:52.701 --> 00:45:56.343]  And if we don't admit that we've lost the country, we're never going to get it back.
[00:45:56.763 --> 00:45:58.163]  So that's not a negative statement.
[00:45:58.323 --> 00:45:58.884]  It's the truth.
[00:45:59.064 --> 00:46:00.404]  We've lost the republic.
[00:46:00.444 --> 00:46:02.565]  We're not going to lose the republic.
[00:46:02.785 --> 00:46:04.026]  We've lost the republic.
[00:46:04.286 --> 00:46:08.606]   All these senators, all these congressmen and women and Trump say we're losing the country.
[00:46:08.606 --> 00:46:14.286]   No, no, we lost the country. Now we need to get it back. It's been stolen from us.
[00:46:14.286 --> 00:46:18.686]   And the number one way to take it back is informing the public and being Paul Revere's
[00:46:18.686 --> 00:46:23.485]   info war store.com is what allows that operation to take place. So take action today and go to
[00:46:23.485 --> 00:46:34.846]   him for sure. I can't get amazing products. I've got some good news, ladies and gentlemen.
[00:46:35.710 --> 00:46:39.992]  Rob, I got that video that you wanted me to do the report on.
[00:46:40.533 --> 00:46:42.814]  Do you want a 5 or a 10 minute video?
[00:46:44.075 --> 00:46:48.238]  Rob, do you want a 5 or a 10 minute video report?
[00:46:48.718 --> 00:46:49.619]  What is going on?
[00:46:50.299 --> 00:46:50.820]  What the?
[00:46:52.260 --> 00:46:54.260]  Oh my gosh.
[00:46:54.260 --> 00:46:56.260]  [snoring]
[00:46:56.260 --> 00:47:07.260]   Leading a frontal assault on the lies of the New World Order is...
[00:47:07.159 --> 00:47:09.159]  It's Alex Jones.
[00:47:09.159 --> 00:47:25.698]   You see, they've incrementally trained us to sit here and take all
[00:47:25.698 --> 00:47:26.159]  this crap.
[00:47:26.159 --> 00:47:29.587]   ♪ All the life ♪ And then when you don't take it...
[00:47:30.106 --> 00:47:31.527]  Because you've got your head screwed on straight.
[00:47:31.547 --> 00:47:33.067]  They act like you're a weirdo.
[00:47:33.907 --> 00:47:34.368]  Well, guess what?
[00:47:34.388 --> 00:47:36.128]  I'm not a follower going to the slaughter.
[00:47:37.109 --> 00:47:37.749]  I'm a leader.
[00:47:38.509 --> 00:47:41.210]  And so are our listeners and viewers who are activists.
[00:47:42.191 --> 00:47:43.871]  And I want to just say this because it's true.
[00:47:43.891 --> 00:47:49.093]  And I want the listeners to know what they've done and give me a progress report here before I hit all the rest of this news.
[00:47:50.734 --> 00:47:52.594]  I ended up getting up at like 5 a.m.
[00:47:52.615 --> 00:47:56.176]  this morning and I watched the whole Joe Rogan podcast with Robert F. Kennedy Jr.
[00:47:58.032 --> 00:48:01.254]  Kennedy's big listeners, you know everything we've talked to him, but he's scared to come on.
[00:48:01.274 --> 00:48:02.995]  This will demonize him coming on and I get it.
[00:48:03.035 --> 00:48:04.176]  They created artificial baggage.
[00:48:04.416 --> 00:48:06.978]  I'm radioactive would probably actually hurt what he's doing to come on.
[00:48:07.038 --> 00:48:07.478]  I don't care.
[00:48:07.718 --> 00:48:08.719]  Let's just get that out of the way, though.
[00:48:08.739 --> 00:48:09.379]  He's not a bad guy.
[00:48:10.580 --> 00:48:11.661]  And it's the same thing with Joe.
[00:48:11.721 --> 00:48:12.461]  It's the same thing with all of it.
[00:48:12.561 --> 00:48:14.923]  I don't care because I'm in that studio now.
[00:48:15.683 --> 00:48:16.204]  Everything.
[00:48:16.284 --> 00:48:19.786]  It's like Alex Jones hosted it, but with his voice for two hours.
[00:48:20.386 --> 00:48:21.067]  It's the same thing.
[00:48:21.087 --> 00:48:22.868]  Joe Rogan, you know, hang out with Joe all the time.
[00:48:22.888 --> 00:48:23.528]  Great friend of mine.
[00:48:23.829 --> 00:48:24.289]  Good guy.
[00:48:24.729 --> 00:48:25.890]  Joe knows about all this stuff.
[00:48:25.930 --> 00:48:26.390]  That's great.
[00:48:26.430 --> 00:48:27.331]  He's getting more hardcore.
[00:48:28.684 --> 00:48:31.566]  The point is, we made it safe to do all this.
[00:48:31.586 --> 00:48:32.947]  You watched Tucker Carlson last night?
[00:48:33.367 --> 00:48:38.831]  He did it with better writing and better focus and, you know, his great intellect.
[00:48:40.272 --> 00:48:44.815]  See, once he knew the New World Order was real, in many ways he does a better job than Alex Jones.
[00:48:45.635 --> 00:48:50.719]  Because he's just as smart as I am, probably smarter, he just couldn't believe it was evil and real.
[00:48:51.099 --> 00:48:51.459]  I get it.
[00:48:51.659 --> 00:48:52.360]  It's hard to believe.
[00:48:53.220 --> 00:48:58.144]  So, I'm not obsolete yet though, because, and I want to be obsolete, I want to beat these people.
[00:48:59.028 --> 00:48:59.768]  I don't want to be on air.
[00:49:00.609 --> 00:49:04.130]  I don't want to eat, drink, and sleep to stuff, but I need to to beat them.
[00:49:05.071 --> 00:49:13.755]  Still, we generally figure out the enemy's next move before anybody else, and still create the resistance talking points into the future, and the enemy recognizes that.
[00:49:13.995 --> 00:49:19.718]  The CIA, the Carney Endowment, they have articles saying Alex Jones is the epicenter of most of the resistance.
[00:49:20.418 --> 00:49:20.658]  Okay?
[00:49:21.979 --> 00:49:30.564]   This broadcast is the main college Military school of doctrine of pro-human against the transhumanist.
[00:49:30.944 --> 00:49:33.726]  And I don't say that like I'm splendid and I'm great.
[00:49:34.007 --> 00:49:37.089]  That's scary as hell that this broadcast is the best thing we got.
[00:49:37.870 --> 00:49:42.194]  And so I don't feel sorry for myself and I'm not mad at the audience and I'm not mad at any of these people.
[00:49:43.255 --> 00:49:47.198]  But boy behind the scenes they tell me how great I am and how I woke them up and all the rest of it.
[00:49:47.678 --> 00:49:51.582]  And then in public they'll say some nice things as well, but they don't go all the way.
[00:49:51.702 --> 00:49:52.422]  And it's not about me.
[00:49:53.720 --> 00:49:57.222]  But it's about having the courage to admit the New World Order is that bad.
[00:49:57.462 --> 00:50:01.665]  And so supporting Alex Jones and this broadcast is really a touchstone.
[00:50:02.185 --> 00:50:03.246]  It's a rite of passage.
[00:50:03.786 --> 00:50:17.514]  If you don't support this broadcast, if you don't say, no, what's been done to him is wrong, if you're scared to defend me and point out that we've been put to the ringer, you've just set yourself up next to be destroyed because I was the test case.
[00:50:18.195 --> 00:50:20.696]  So I don't give a damn what people think about me.
[00:50:20.796 --> 00:50:21.577]  I'm a big boy.
[00:50:22.117 --> 00:50:22.297]  I am.
[00:50:22.377 --> 00:50:23.058]  I'm mean as hell.
[00:50:23.638 --> 00:50:24.718]  In fact, I'm like Trump.
[00:50:25.479 --> 00:50:26.599]  I get attacked, I get stronger.
[00:50:27.440 --> 00:50:31.942]  But the children are under attack, and this is not good what's going on, okay?
[00:50:33.443 --> 00:50:40.726]  So... All I'm telling you is, we've been proven right, we've been vindicated, we brought it.
[00:50:41.247 --> 00:50:42.627]  Because of the Holy Spirit and God.
[00:50:43.548 --> 00:50:45.469]  And we've proven we're the best there is.
[00:50:46.569 --> 00:50:47.450]  We're the best there is.
[00:50:48.677 --> 00:50:49.378]  I'm going to say it again.
[00:50:49.438 --> 00:50:56.438]  We're the best there is and that ain't saying a lot.
[00:50:56.438 --> 00:51:05.438]  Let that sink in.
[00:51:05.670 --> 00:51:12.815]  You understand they're going to kill 6 billion... 7 billion people, excuse me, my God.
[00:51:12.835 --> 00:51:13.776]  I'd say a billion now, it'll be...
[00:51:15.097 --> 00:51:17.039]  They want to kill 90% of the population by 2030.
[00:51:17.079 --> 00:51:19.081]  That's seven years out.
[00:51:19.802 --> 00:51:21.003]  People say, well, how are they going to get to that?
[00:51:21.023 --> 00:51:22.124]  That sounds crazy.
[00:51:22.304 --> 00:51:25.988]  They just beta tested a bioweapon and the poison shot that's even worse.
[00:51:26.369 --> 00:51:29.232]  And 5G and World War III with Russia has already begun.
[00:51:29.672 --> 00:51:32.134]  I mean, they really mean to do it, OK?
[00:51:32.375 --> 00:51:37.320]  And I want to be here in seven years where we've backed them off and slowed them down, maybe even beat them.
[00:51:39.246 --> 00:51:40.166]  We gotta think big here.
[00:51:40.707 --> 00:51:43.248]  And a lot of folks are waking up saying, God, this is really true.
[00:51:43.488 --> 00:51:45.669]  And I get it's horrific to admit they're doing it.
[00:51:45.889 --> 00:51:50.231]  It's horrible to admit they're a bunch of devil-worshipping pedophiles that want to blow the earth up.
[00:51:52.152 --> 00:51:52.892]  But it's real.
[00:51:53.612 --> 00:51:58.254]  So, we have no hope if people won't grow up and admit the problem we're in.
[00:51:59.155 --> 00:52:01.956]  If you'll wake up and admit the problem we're in, we'll fix this easily.
[00:52:02.822 --> 00:52:05.523]  And it doesn't mean some utopian will be suddenly perfect.
[00:52:05.703 --> 00:52:07.083]  We're always, we're fallen creatures.
[00:52:07.383 --> 00:52:09.363]  But man, we're in a bad place right now.
[00:52:09.623 --> 00:52:11.404]  We're at the bottom of the decadent cycle.
[00:52:12.604 --> 00:52:18.345]  And the enemy is using hardcore psychological warfare to just fry society to stay in power.
[00:52:19.225 --> 00:52:27.347]  And it's like Emperor Palpatine in Star Wars Episode 3 that's, of all the cheesy movies, is the best because the story is excellent.
[00:52:28.331 --> 00:52:32.672]  It's the archetype of Palpatine's trying to fry Mace Windu, and he's frying himself.
[00:52:33.052 --> 00:52:33.872]  But he's getting him, too.
[00:52:34.753 --> 00:52:37.413]  And so, while they're frying us, they're frying themselves.
[00:52:37.533 --> 00:52:39.674]  And I'm sitting here going, this is insane.
[00:52:41.574 --> 00:52:43.135]  Pull up Mace Windu and the Emperor next segment.
[00:52:43.155 --> 00:52:44.035]  I want to play that scene.
[00:52:45.435 --> 00:52:46.696]  Where Darth Vader becomes Darth Vader.
[00:52:46.796 --> 00:52:48.296]  I mean, that's really where we are.
[00:52:48.336 --> 00:52:49.856]  And George Lucas actually wrote that.
[00:52:50.517 --> 00:52:51.697]  I really respect George Lucas.
[00:52:51.757 --> 00:52:52.337]  Interesting guy.
[00:52:52.577 --> 00:52:53.057]  Very smart.
[00:52:53.917 --> 00:52:55.698]  Big Carl Jung's psychology buff.
[00:52:56.574 --> 00:52:59.660]  And, uh, Joseph Campbell, Hero of a Thousand Faces.
[00:53:01.122 --> 00:53:01.242]  And...
[00:53:02.839 --> 00:53:04.299]  He said, no, this, this, this.
[00:53:04.719 --> 00:53:06.300]  He goes, I rewrote the first three movies.
[00:53:06.320 --> 00:53:07.540]  He's got a different idea of the 70s.
[00:53:07.860 --> 00:53:09.360]  I rewrote them to what's currently happening.
[00:53:09.760 --> 00:53:11.081]  And you go watch those first three movies.
[00:53:11.101 --> 00:53:15.281]  You know, they're cheesy and badly done and, you know, not that good.
[00:53:15.301 --> 00:53:16.141]  I mean, the third one's pretty good.
[00:53:16.161 --> 00:53:17.102]  They kind of fixed it by then.
[00:53:17.602 --> 00:53:21.723]  But he said in interviews, he said, no, this is what the CIA and the government really does.
[00:53:22.163 --> 00:53:28.524]  And so Imperial Palpatine is the globalist, the Carnegie endowment, who are running the terrorists and running the attacks, everything, to get full power.
[00:53:29.004 --> 00:53:29.384]  And they do.
[00:53:31.046 --> 00:53:32.127]  And so that's where we are.
[00:53:32.147 --> 00:53:38.169]  And I sit there watching these Palpatites fry us and fry themselves in the process.
[00:53:39.929 --> 00:53:41.790]  Just Mace Windu, Emperor Palpatine battle.
[00:53:41.830 --> 00:53:42.310]  That's what it is.
[00:53:43.551 --> 00:53:47.632]  And it's just... The globalists know they're doing this for power.
[00:53:47.672 --> 00:53:48.332]  It's their spirit.
[00:53:48.733 --> 00:53:54.375]  But for all of you that are just thinking you're on the winning team going along with it, you're being destroyed in the process.
[00:53:54.475 --> 00:53:57.196]  And I know I harp on that over and over again.
[00:53:57.456 --> 00:53:57.796]  We've got...
[00:54:00.091 --> 00:54:01.491]  Gavin McGinnis scheduled to be here.
[00:54:02.011 --> 00:54:03.432]  He's doing a show tonight here in Austin.
[00:54:03.592 --> 00:54:04.112]  Love Gavin.
[00:54:04.312 --> 00:54:05.512]  Always love hanging out with him in person.
[00:54:05.712 --> 00:54:09.313]  Maybe I'll show up at his thing tonight and create a real circus atmosphere.
[00:54:10.253 --> 00:54:13.394]  But that is coming up here.
[00:54:13.494 --> 00:54:19.455]  And like I said, we're then going to take phone calls and more after that.
[00:54:21.935 --> 00:54:23.056]  I'm pretty freaked out, though.
[00:54:23.096 --> 00:54:29.295]   I'll just be completely honest with you, that the government under Obama told all these children
[00:54:29.295 --> 00:54:35.596]   to come here, and that if adults had a child, they'd get in free, so they meant massive kidnapping,
[00:54:35.596 --> 00:54:41.815]   human smuggling, and yes, the government works with the cartels, is actually their boss, basically.
[00:54:41.815 --> 00:54:46.255]   Fast and furious, all of it, and now they're not gonna do DNA testing of the adults and the children
[00:54:46.255 --> 00:54:47.576]  to even see if they're related.
[00:54:47.576 --> 00:54:48.655]  They're not gonna keep DNA.
[00:54:48.655 --> 00:54:54.016]   They're just like, okay, no ID, you're just a little, you're a man with a six-month-old baby, just come on in.
[00:54:54.016 --> 00:55:02.494]   But then when I wanna fly, internally in the US, I'm gonna get looked at and asked questions
[00:55:02.494 --> 00:55:03.976]  by some TSA agent.
[00:55:04.497 --> 00:55:07.798]  It's all just slave training, and it's just... It's a joke!
[00:55:09.219 --> 00:55:10.679]  So when I fly, I just start preaching.
[00:55:11.079 --> 00:55:20.322]  You know, I'm not against you individual agents, I know it's just a job, but you know, the border's wide open, this is all a giant fraud, and you're all gonna get cancer from the radiation from these scanners and machines in here, and this is all a bunch of B.S.
[00:55:21.503 --> 00:55:22.243]  And I do it every time.
[00:55:22.863 --> 00:55:24.384]  My family doesn't even cringe anymore.
[00:55:25.202 --> 00:55:26.043]  Because they know I'm going to do it.
[00:55:26.203 --> 00:55:26.884]  Because here's the deal.
[00:55:27.284 --> 00:55:29.807]  I'm not giving in and rolling over to dying.
[00:55:30.347 --> 00:55:31.949]  Silence is death.
[00:55:31.969 --> 00:55:37.975]  In fact, I saw a meme here.
[00:55:38.015 --> 00:55:38.375]  Here it is.
[00:55:38.395 --> 00:55:39.496]  It's not even a meme.
[00:55:39.556 --> 00:55:40.537]  It's just really simple.
[00:55:42.880 --> 00:55:45.782]  For radio listeners, it's just a black slate with white and red lettering.
[00:55:45.823 --> 00:55:48.385]  It says, obedience is what gives tyrants their power.
[00:55:48.565 --> 00:55:49.126]  Read it again.
[00:55:50.035 --> 00:55:52.137]  Obedience is what gives tyrants their power.
[00:55:52.257 --> 00:55:52.878]  Read it again.
[00:55:53.638 --> 00:55:55.540]  Obedience is what gives tyrants their power.
[00:55:55.640 --> 00:55:56.201]  Read it again.
[00:55:56.801 --> 00:55:58.503]  Obedience is what gives tyrants their power.
[00:55:58.583 --> 00:55:59.083]  Read it again.
[00:55:59.704 --> 00:56:00.445]  Obedience is the...
[00:56:01.963 --> 00:56:03.004]  What gives tyrants their power?
[00:56:03.044 --> 00:56:03.524]  Read it again.
[00:56:03.885 --> 00:56:05.726]  Obedience is what gives tyrants their power.
[00:56:05.986 --> 00:56:06.887]  Read it again.
[00:56:06.907 --> 00:56:09.449]  I think I'm going to hang this up in my bathroom mirror.
[00:56:10.070 --> 00:56:11.711]  Obedience is what gives tyrants their power.
[00:56:11.751 --> 00:56:12.171]  Read it again.
[00:56:14.453 --> 00:56:15.014]  Read it again.
[00:56:16.535 --> 00:56:19.197]  Because you know what gives us all this freedom and all this wealth?
[00:56:19.597 --> 00:56:22.540]  Our ancestors didn't bow down and lick boots.
[00:56:22.820 --> 00:56:24.161]  They weren't easy to push around.
[00:56:24.381 --> 00:56:27.644]  They weren't perfect, but they were amazing individuals.
[00:56:27.864 --> 00:56:32.449]  That actually believed in freedom and believed in the average person.
[00:56:33.691 --> 00:56:34.532]  I'm with those people.
[00:56:34.852 --> 00:56:45.004]  I'm not with Klaus Schwab and Bill Gates and Xi Jinping and King Charles and all the rest of them that are jokes, that are frauds, that are cancers, that are lies!
[00:56:47.529 --> 00:56:51.433]  All right, I have covered three of probably 500 articles today.
[00:56:51.693 --> 00:56:55.096]  I mean, and by the way, this is all just completely insane what I have in front of me.
[00:56:55.516 --> 00:56:58.199]  I mean, it just is the most insane stuff you've ever seen.
[00:56:59.320 --> 00:57:00.341]  And I'm gonna cover it all.
[00:57:00.721 --> 00:57:03.904]  But I mean, it's going down, down, down.
[00:57:04.144 --> 00:57:06.046]  That's when the dying calls.
[00:57:07.868 --> 00:57:08.388]  Whoa!
[00:57:08.809 --> 00:57:10.310]  I mean, my goodness!
[00:57:11.471 --> 00:57:13.053]  Gracious, great balls of fire!
[00:57:15.313 --> 00:57:17.255]  Episode four, wannabe dictator Tucker Carlson.
[00:57:17.275 --> 00:57:18.696]  Drop us on Infowars.com.
[00:57:19.116 --> 00:57:23.320]  As soon as Gavin's off after an hour, he's got to go do his own show, too.
[00:57:24.020 --> 00:57:25.842]  I'm going to play this.
[00:57:27.403 --> 00:57:30.165]  Especially since Fox is going to sue him over it, says he has no right to be on air.
[00:57:30.966 --> 00:57:34.529]  But we got a lot of stuff coming up today.
[00:57:34.609 --> 00:57:36.250]  Big section on the pedophile.
[00:57:37.011 --> 00:57:38.332]  Pedos are getting a little nervous right now.
[00:57:39.110 --> 00:57:40.232]  Alright, hour number two coming up.
[00:57:40.272 --> 00:57:41.454]  Are you going to tell folks to tune in?
[00:57:41.494 --> 00:57:43.456]  Alex Jones is on air at InfoWars.com.
[00:57:44.057 --> 00:57:45.620]  Are you just going to roll over and die?
[00:57:45.640 --> 00:57:47.643]  I mean, really, it's up to you whether you want to fight or not.
[00:57:47.943 --> 00:57:49.105]  Tell everybody to tune in now!
[00:57:53.649 --> 00:57:58.233]  And the entire time I've heard a lot of talk from people that say only violence is going to fix things.
[00:57:58.994 --> 00:58:00.815]  And most of the time those people are feds.
[00:58:01.416 --> 00:58:12.846]  Federal informants trying to get a violent revolution going because in the long term the globalists are being exposed and are being forced to become more and more tyrannical to maintain control and in the end they will fail.
[00:58:13.700 --> 00:58:17.761]  Their only hope is to preemptively trigger a civil war in America.
[00:58:18.041 --> 00:58:20.502]  That's why offensive violence is not the answer.
