[00:00:00.000 --> 00:00:14.660]  [outro music]
[00:34:44.173 --> 00:34:48.117]  But if you go carrying pictures of Chairman Mao, you ain't gonna make it with anybody anyhow.
[00:34:49.411 --> 00:35:04.044]  There's a guy who understood how good intentions can turn into the insane arrogance of thinking your revolution is so fucking awesome and your generation is so mind-bendingly improved that you have bequeathed the world with a new kind of human.
[00:35:04.224 --> 00:35:06.224]  You're welcome.
[00:35:06.224 --> 00:35:12.224]  [applause]
[00:35:12.224 --> 00:35:16.224]  With communists, that human was no longer selfish.
[00:35:16.198 --> 00:35:19.479]  In America today, that human is no longer born male or female.
[00:35:20.920 --> 00:35:22.920]  And obesity is not something that affects health.
[00:35:23.441 --> 00:35:24.761]  You can be healthy at any size.
[00:35:24.901 --> 00:35:25.821]  Really, we voted on it.
[00:35:29.983 --> 00:35:37.745]  A formerly serious magazine last year published with a straight face an article called, Separating Sports by Sex Doesn't Make Sense.
[00:35:38.966 --> 00:35:40.066]  Yes, it does.
[00:35:41.544 --> 00:35:46.544]   Because again, we haven't reinvented homo sapiens since Crystal Pepsi came out.
[00:35:46.544 --> 00:35:51.544]  [laughter and applause]
[00:35:51.544 --> 00:35:57.544]   I've spent three decades on TV mocking Republicans who said climate change was just a theory,
[00:35:57.544 --> 00:36:00.544]   and now I've got to deal with people who say, "You know what else is just a theory?"
[00:36:00.724 --> 00:36:07.724]  biology.
[00:36:07.724 --> 00:36:18.324]   All over the place people are turning against the Chinese communist system that is
[00:36:18.324 --> 00:36:20.283]  actually a globalist system through China.
[00:36:21.091 --> 00:36:28.094]  And Maher had to bring in the whole climate change is another anti-science garbage at the end to try to stay in good with his masters.
[00:36:28.134 --> 00:36:29.615]  But I know people that know him behind the scenes.
[00:36:30.015 --> 00:36:31.436]  He's really upset about the New World Order.
[00:36:31.776 --> 00:36:32.356]  He's awake.
[00:36:32.776 --> 00:36:37.578]  There's a bunch of Hollywood people now getting that, hey, this New World Order is going to be bad for them.
[00:36:38.238 --> 00:36:39.599]  This is a horrible system.
[00:36:40.279 --> 00:36:41.760]  And that's the message I always put out there.
[00:36:41.840 --> 00:36:48.767]  Not just to our great audience who's already awake and are great people because you had great parents, you had great family, or you had experiences so you were awake before other people.
[00:36:49.047 --> 00:36:54.452]  It's our job to reach out to others that don't fully get it and let them understand the new world order is bad for everybody.
[00:36:54.912 --> 00:36:58.275]  Bad for prosperity, bad for security, bad for having a good life.
[00:36:58.835 --> 00:37:00.117]  You don't want to go along with it.
[00:37:00.157 --> 00:37:01.658]  It's incredibly predatory and evil.
[00:37:02.138 --> 00:37:04.620]  So I want to talk big picture, 35,000, or I should say 80,000 foot view with a spy blimp.
[00:37:07.583 --> 00:37:15.165]  With Drew Hernandez, who hosts a whole bunch of amazing hit shows that I can't even mention them all, but this guy exploded on the scene the last few years.
[00:37:15.585 --> 00:37:18.686]  Now he's one of the biggest conservative pro-human populist programs out there.
[00:37:18.706 --> 00:37:22.207]  You find all the different shows he does at DrewHLive.com.
[00:37:22.527 --> 00:37:23.627]  I want to get into the balloon.
[00:37:23.807 --> 00:37:26.328]  I want to get into where you see all this going, the awakening.
[00:37:27.248 --> 00:37:31.549]  But first off, do you agree with me that there's a big awakening happening right now, Drew?
[00:37:32.845 --> 00:37:40.576]  Absolutely, Alex, and I think that's due to the flow of information, because we all know what's critical in warfare is information itself.
[00:37:41.077 --> 00:37:57.149]   And this is why they want to censor, this is why they want to push their own propaganda and their own narratives, and this is why they don't allow populist figures Like yourself or anyone else that builds a mass audience to be able to do that because they don't want people waking up to the reality of what real life actually is.
[00:37:57.189 --> 00:38:07.492]  They want us in a simulation where they control all the narratives, they control everything you see, everything you hear, absolutely everything you read, everything you ingest, all the information and it's for one reason only.
[00:38:07.592 --> 00:38:09.732]   It's for control Via your mind.
[00:38:09.853 --> 00:38:11.133]  And I think we're seeing that right now.
[00:38:11.153 --> 00:38:19.017]  And people, like you mentioned, people in Hollywood, people in the political sphere, political realm, people in even the gaming industry, the arts, the comic industry.
[00:38:19.037 --> 00:38:20.738]  I mean, the music.
[00:38:20.818 --> 00:38:26.140]  Everywhere you look, you're seeing more people wake up to the reality that something is seriously wrong.
[00:38:26.300 --> 00:38:28.461]  And we knew that Biden was installed.
[00:38:28.501 --> 00:38:30.262]  The puppet was installed 2021, right?
[00:38:30.282 --> 00:38:31.162]  They rigged the election.
[00:38:31.303 --> 00:38:32.163]  They put their puppet in.
[00:38:32.890 --> 00:38:34.111]  And I said this from the get-go.
[00:38:34.611 --> 00:38:35.712]  Totally bad thing.
[00:38:36.172 --> 00:38:38.234]  We're losing our constitutional republic.
[00:38:38.614 --> 00:38:43.558]  They want to give us an illusion of having a choice in voting in this country, because that's what the commies do.
[00:38:43.618 --> 00:38:45.339]  They give you an illusion of an election.
[00:38:45.759 --> 00:38:49.162]  But I also said this could potentially be a good thing.
[00:38:49.662 --> 00:38:51.203]  And I know a lot of people are like, well, what do you mean?
[00:38:51.223 --> 00:38:53.645]  This could lead to another Great Awakening.
[00:38:53.685 --> 00:38:55.326]  This could lead to another revival.
[00:38:55.686 --> 00:39:08.840]   Because if we have a puppet in there that They just allow to dismantle and destroy and disarm absolutely everything from not just a national level but a foreign policy level like what we're witnessing right now.
[00:39:09.200 --> 00:39:35.151]   Everyone's looking up to the sky and seeing a foreign object, okay, uninvited manned foreign CCP flying object in the sky that is mounted with very advanced technology that they admit that the Pentagon and Military officials admit, even CNN has guests on coming out saying, we need to shoot that thing down because it's manned with technology that's clearly surveilling the American people from the sky.
[00:39:35.171 --> 00:39:38.793]  And also, it's manned because it's maneuvering by itself.
[00:39:39.133 --> 00:39:50.820]  It's not just some rogue, you know, malfunctioning piece of weather equipment that just somehow, that just somehow blew in the wrong direction and ended up directly over the United States of America.
[00:39:51.060 --> 00:40:10.706]   What I'm saying is, This stuff causes people to look up away from the simulation and the simulators and those that control it and they breach the matrix and they get unplugged and then they start to wake up to the reality that, hey, these bad actors that we've been being warned about by Alex Jones, Drew Hernandez, all these other
[00:40:11.386 --> 00:40:16.829]  Hot figures that have been called Nazis and misinformation propagandists and conspiracy theorists.
[00:40:17.449 --> 00:40:27.594]  Maybe they're telling the truth because, I mean, you have the mainstream media coming out and confirming that the Hunter Biden laptop and everything inside of it is accurate and real.
[00:40:27.914 --> 00:40:35.178]   So that means that the CCP dealings and their Chinese shading dealings under the Biden crime family This is all interconnected.
[00:40:35.198 --> 00:40:44.404]  So people are waking up to the reality that those that have been trailblazing, putting out information decades in advance, years in advance, is all coming to fruition.
[00:40:44.424 --> 00:40:45.725]  So I see it as a plus.
[00:40:46.245 --> 00:40:49.007]  I see it as a plus because we need the general public.
[00:40:49.027 --> 00:40:53.790]  You and I know when it comes to engaging the culture and breaching the culture, it's kind of tough.
[00:40:54.250 --> 00:41:09.199]  Kind of like balancing that balance beam between not being too political and sounding just like a political talking head, but also being culturally effective to be able to talk to the general public and have that ability to kind of breach those.
[00:41:09.419 --> 00:41:23.648]  And Alex has always done that for years, for decades, is tying in the New World Order, tying in what's going on in politics, Republican and Democrat, and presenting it to a general audience where they could really ingest it and not just see another, you know, suit talking head trying to tell them what to believe.
[00:41:24.341 --> 00:41:29.467]  So I think right now that is what's essentially happening as the populist movement kind of regages itself.
[00:41:29.507 --> 00:41:31.990]  We've had some infiltrators in the America First movement.
[00:41:32.311 --> 00:41:39.259]  We have some individuals and rhinos that are trying to get in and sabotage the CCP agents within the United States American government.
[00:41:39.439 --> 00:41:43.344]  Not just politicians, but in the three-letter agencies, in the military, all of it, right?
[00:41:43.804 --> 00:41:46.365]  And I've talked to FBI agents, and you know this too, Alex.
[00:41:46.385 --> 00:41:50.366]  You've talked to people on the inside, whistleblowers and three-letter agencies and the military.
[00:41:50.586 --> 00:41:51.586]  They all say the same thing.
[00:41:51.846 --> 00:41:54.207]  There is an internal civil war.
[00:41:54.727 --> 00:41:59.228]  It's like this cold civil war that is going on in all of these agencies.
[00:41:59.268 --> 00:42:00.388]  And what you're saying is key.
[00:42:00.588 --> 00:42:01.409]  What you're saying is key.
[00:42:01.909 --> 00:42:03.589]  And again, I'm not brown-nosing these agencies.
[00:42:03.629 --> 00:42:06.630]  They're hopelessly corrupt at the top, have to be abolished or reformed.
[00:42:07.290 --> 00:42:15.316]  But it really is the truth that 90% of the people are good, doing regular jobs, kidnapping, money laundering, toxic waste dumping, all that real stuff.
[00:42:15.356 --> 00:42:17.978]  And it's the people on top that are corrupt and bad.
[00:42:18.038 --> 00:42:24.323]  And inside the government, there are huge amounts of people and corporations and academia that are awake.
[00:42:24.724 --> 00:42:26.305]  And they're asking us to take action.
[00:42:26.325 --> 00:42:29.367]  They're asking us to wake up others and say no and give them support.
[00:42:29.407 --> 00:42:32.089]  And I say that because you read Klaus Schwab's writings and others.
[00:42:32.910 --> 00:42:34.191]  They take over the governments.
[00:42:34.791 --> 00:42:36.873]  They have the governments do horrible, illegal things.
[00:42:36.933 --> 00:42:45.759]  It's in the SPARS 2025-2028 document, where they hit us with a poison shot after releasing a virus, and they use that to destroy trust in the system to bring down society.
[00:42:45.779 --> 00:42:51.363]  They're not just cutting off power lines and power plants and pipelines and borders.
[00:42:51.683 --> 00:42:52.964]  They're also destroying trust.
[00:42:52.984 --> 00:42:54.945]  So yeah, the government's hijacked by the enemy.
[00:42:55.566 --> 00:42:56.306]  Here's the analogy.
[00:42:56.786 --> 00:43:05.233]   If an Islamic hijacker, say in 1982, takes over an airplane in Egypt, Shoots some of the crew and then takes the plane off.
[00:43:05.513 --> 00:43:07.014]  You don't blame the airline.
[00:43:07.114 --> 00:43:09.216]  I mean, even though they got hijacked, they should have better security.
[00:43:09.616 --> 00:43:13.700]  You don't blame the pilot and co-pilot that got killed.
[00:43:14.080 --> 00:43:15.121]  You don't blame... No, no.
[00:43:16.022 --> 00:43:17.543]  It's not the airline doing that.
[00:43:17.923 --> 00:43:18.864]  It's the hijacker.
[00:43:19.264 --> 00:43:22.527]  And it's the same thing with people who hijacked our government.
[00:43:22.607 --> 00:43:26.451]  And they want the blame to go to the government and the system.
[00:43:27.131 --> 00:43:34.476]  Instead of to the New World Order, but if we bypass that and go directly to the WUF and the UN and people controlling it, then it's game over.
[00:43:34.516 --> 00:43:36.157]  People go, oh wait, it's a hijacker.
[00:43:36.197 --> 00:43:40.040]  No, they want us to tear each other apart with race war and all this other crap.
[00:43:40.882 --> 00:43:44.744]  And there's bad folks in the government, don't get me wrong, but the government is only a control lever.
[00:43:44.804 --> 00:43:51.268]  It's like if somebody hacked your new car, you know, these new cars can be hacked easily, and drove you off a cliff.
[00:43:51.788 --> 00:43:53.829]  Well, the car didn't do it, somebody hacked into it.
[00:43:53.849 --> 00:43:57.891]  So they want us to destroy the vehicle itself instead of getting control of the vehicle.
[00:43:59.652 --> 00:44:01.313]  And also the CCP, Alex.
[00:44:01.593 --> 00:44:05.195]  Okay, see this is, let's really analyze this.
[00:44:05.275 --> 00:44:06.876]  Let's really do this right now, okay?
[00:44:07.532 --> 00:44:17.394]  We all know, what have we been hearing from three-letter agency officials, okay, people within the United States government, what have we been hearing from military officials for decades?
[00:44:17.434 --> 00:44:19.834]  For the past, let's just say the past two decades.
[00:44:19.894 --> 00:44:21.015]  Let's just use that, right?
[00:44:21.415 --> 00:44:22.755]  They've all been saying the same thing.
[00:44:22.795 --> 00:44:26.856]  Yes, Islamic terror is on the top with Hamas, Iran.
[00:44:26.896 --> 00:44:30.537]  You have these terrorist organizations that are funding different countries.
[00:44:30.657 --> 00:44:32.157]  They're spread out throughout the world.
[00:44:32.777 --> 00:44:36.160]  The cartel should be up there as well, but they don't want to touch that for obvious reasons.
[00:44:37.000 --> 00:44:38.661]  But also, the CCP.
[00:44:38.821 --> 00:44:42.304]  They've all been saying, China wants to be the United States.
[00:44:42.804 --> 00:44:46.827]  China not only wants to compete economically in a healthy way.
[00:44:46.847 --> 00:44:50.650]  Okay, this is what Trump was talking about in 2016 and they called him a xenophobe and a racist for it.
[00:44:50.850 --> 00:44:57.635]  Saying that China's a problem, we gotta slap the terrorists, we gotta deal with these people because they're dismantling our economy, it's economic warfare from within.
[00:44:58.135 --> 00:45:15.853]  So military officials, we know that three-letter agency officials, CIA, NSA, all these people, whistleblowers have been coming out without a political bias and just simply stating the fact that the CCP is one of the top threats, okay, to the United States of America, national security and sovereignty of the United States.
[00:45:16.433 --> 00:45:28.227]   This has been developing for decades, for years, and I know a lot of intelligence You know, operatives and people that are within the government and in the military, they watch this show and they know what I'm saying is 100% spot on.
[00:45:28.467 --> 00:45:37.098]  And you know this too, Alex, is they have been warning us about the rise of China's desire to be the next United States.
[00:45:37.338 --> 00:45:42.260]   Not just how the United States is a sovereign country and we don't want to rule and
[00:45:42.260 --> 00:45:43.340]  dominate the world.
[00:45:43.340 --> 00:45:46.941]   Some Americans do, they want to practice nation building and take over countries, but
[00:45:46.941 --> 00:45:51.420]   China wants to rule the world like Adolf Hitler wanted to rule the world.
[00:45:51.420 --> 00:45:57.260]   Xi Jinping wants to be Adolf Hitler, wants to take over every single continent, wants to be a superpower.
[00:45:57.260 --> 00:46:00.780]   And part of that is because they're running out of resources and basically have to.
[00:46:00.780 --> 00:46:03.260]  Shame on the Japanese attack Pearl Harbor.
[00:46:03.406 --> 00:46:04.266]  They were out of resources.
[00:46:04.746 --> 00:46:11.809]  So, if Germany was out of resources, they hit that point where, okay, if we're going to dominate, we have to totally dominate.
[00:46:12.949 --> 00:46:13.429]  Absolutely.
[00:46:13.549 --> 00:46:18.511]  Economically, socially, culturally, technologically.
[00:46:18.771 --> 00:46:21.132]  Okay, this is something that needs to be talked about as well.
[00:46:21.872 --> 00:46:25.013]  Think about World War II and the race for the atom bomb.
[00:46:25.493 --> 00:46:30.775]  Okay, think about World War II and the race to obtain the first nuclear weapon ever.
[00:46:31.428 --> 00:46:31.648]  Right?
[00:46:32.068 --> 00:46:33.389]  Nazis were already on to it.
[00:46:33.429 --> 00:46:34.870]  They were technologically advanced.
[00:46:34.890 --> 00:46:38.551]  They were receiving data and information and higher wisdom from higher powers.
[00:46:38.611 --> 00:46:39.872]  Everybody knows this, okay?
[00:46:40.372 --> 00:46:41.653]  And then the Americans caught wind.
[00:46:42.153 --> 00:46:43.253]  There was an arms race.
[00:46:43.634 --> 00:46:44.974]  They got some of the technology.
[00:46:45.014 --> 00:46:46.195]  It was kept under wraps.
[00:46:46.635 --> 00:46:47.795]  Talk about the culture, right?
[00:46:48.196 --> 00:46:50.997]  During that time, it was totally kept under wraps.
[00:46:51.437 --> 00:46:52.278]  Top secret.
[00:46:52.498 --> 00:47:05.048]  The general public, especially America, did not know about this technology that was developing until it was finally unveiled in front of the entire world and they dropped the first one and it obliterated, okay?
[00:47:05.128 --> 00:47:13.174]  It obliterated their targets and the Americans became a ultra superpower on the world stage and the rest of the world knew about it.
[00:47:13.414 --> 00:47:21.012]   And then the general public and then the culture was introduced to nuclear arms, nuclear bombs,
[00:47:21.012 --> 00:47:22.333]  and then documentaries come out.
[00:47:22.333 --> 00:47:27.573]   Like there was an entire nuclear arms race that was going on and we didn't even know about it.
[00:47:27.573 --> 00:47:32.012]   I use that example to say this, the same thing is going on with AI
[00:47:32.012 --> 00:47:32.852]  and advanced cybernetic technology.
[00:47:32.852 --> 00:47:35.772]  Right, there's a giant global AI race.
[00:47:36.617 --> 00:47:40.401]  It's huge, especially when it comes to military technology.
[00:47:40.622 --> 00:47:47.990]  The Chinese and the CCP, they don't want it, you know, for humanitarian reasons or to advance medically or scientifically.
[00:47:48.050 --> 00:47:53.857]  No, they want it for military purposes because they see just how powerful this technology is.
[00:47:54.177 --> 00:48:09.210]   And while America is asleep, Okay, and the next generation here of America is all over TikTok, obsessed with TikTok, and they got the American public more worried about whether a child could chop their penis off or not, okay, without parental consent.
[00:48:09.711 --> 00:48:12.413]  More worried about homosexuality and gay sex.
[00:48:12.753 --> 00:48:20.820]  You got the CCP over there, raising the next generation of mastermind geniuses from the age of like six years old.
[00:48:20.900 --> 00:48:22.341]  Here's the problem with AI.
[00:48:22.861 --> 00:48:24.743]  It needs you to give it everything.
[00:48:25.323 --> 00:48:31.367]  So, in the race, they're trying to get everybody to give everything to it, instead of not being part of it, pulling back and building a different system.
[00:48:31.747 --> 00:48:32.948]  But that's the race.
[00:48:32.968 --> 00:48:34.348]  They need all of us to feed into it.
[00:48:34.388 --> 00:48:39.671]  It's not like a Manhattan Project, where they can make an atomic bomb out in the desert, in the Nevada desert.
[00:48:40.172 --> 00:48:44.394]  They are doing this where they need all of us to be fed into it, to compete with the CHICOMs.
[00:48:44.454 --> 00:48:47.296]  And the CHICOMs are showing, no, we've made our public interface.
[00:48:47.316 --> 00:48:48.196]  They're already under control.
[00:48:48.577 --> 00:48:55.522]   So, our government goes, well, we've got to control our people even more than to beat their AI system, when the answer is, Do not be part of the system.
[00:48:56.723 --> 00:48:57.164]  Absolutely.
[00:48:57.184 --> 00:48:58.947]  And you take a look at the advancement, right?
[00:48:59.227 --> 00:49:00.749]  This has been going on for decades.
[00:49:01.090 --> 00:49:02.852]  The CCP has been advancing.
[00:49:03.213 --> 00:49:05.255]  They've been dismantling the United States.
[00:49:05.776 --> 00:49:06.878]  Now this brings me to 2020.
[00:49:08.192 --> 00:49:13.335]  Okay, look at the CCP's involvement in 2020, Alex, for God's sake!
[00:49:13.555 --> 00:49:15.856]  They launched a bioweapon on the United States!
[00:49:16.236 --> 00:49:17.657]  They shut down the world!
[00:49:17.977 --> 00:49:19.338]  They shut down our economy!
[00:49:19.578 --> 00:49:20.899]  And they did it effectively.
[00:49:21.299 --> 00:49:27.062]  They ran that test in the World Economic Forum and the global elites and the Satanists, they all went along with it.
[00:49:27.122 --> 00:49:28.183]  This is why they love China.
[00:49:28.343 --> 00:49:29.303]  They want to be China.
[00:49:29.544 --> 00:49:31.084]  So, Klaus Schwab says, we love China.
[00:49:31.284 --> 00:49:35.044]   Bill Gates comes out and says, "China's rise to power is such a win for the world."
[00:49:35.044 --> 00:49:40.883]   They wish they could have a one world, new world order in the frame and blueprint of China.
[00:49:40.883 --> 00:49:47.403]   But what I'm saying is, 2020, they launched the bioweapon, they kind of see where they can go.
[00:49:47.403 --> 00:49:53.323]   Xi Jinping and the CCP is measuring the data on the American public and the rest of the world.
[00:49:53.323 --> 00:49:56.284]  They are seeing how effective this bioweapon is.
[00:49:56.284 --> 00:49:58.963]  They shut down the American economy.
[00:49:58.963 --> 00:50:04.323]   Within a week, within a week, literally overnight, they shut down the American economy.
[00:50:04.184 --> 00:50:05.704]  And this was under Trump, by the way.
[00:50:06.284 --> 00:50:07.785]  They shut down the American economy.
[00:50:08.245 --> 00:50:10.106]  Americans were living in fear.
[00:50:10.646 --> 00:50:11.606]  They capitulated.
[00:50:11.966 --> 00:50:13.247]  They listened to their government.
[00:50:13.707 --> 00:50:15.447]  They went into their COVID lockdowns.
[00:50:15.467 --> 00:50:16.908]  Not everyone, especially not the viewers.
[00:50:17.368 --> 00:50:19.589]  And then they rolled out the vaccines, the forced vaccines.
[00:50:20.289 --> 00:50:26.392]  And then people that were praised as heroes, the medical healthcare professionals in 2020 became the villains in 2021.
[00:50:26.753 --> 00:50:30.795]  They rolled out that phase and the CCP was sitting there measuring the data.
[00:50:31.035 --> 00:50:34.957]  We cannot be naive to sit here and think that that's not happening!
[00:50:34.977 --> 00:50:35.697]  No, you're absolutely right.
[00:50:35.717 --> 00:50:36.658]  So let me ask you this.
[00:50:37.458 --> 00:50:38.179]  It's all coming out.
[00:50:38.239 --> 00:50:39.059]  It's a poison shot.
[00:50:39.099 --> 00:50:39.780]  It's all coming out.
[00:50:39.840 --> 00:50:41.240]  It causes cancer and heart attacks.
[00:50:42.001 --> 00:50:47.724]  What are they going to do now that this is all coming out and America and the West is rejecting it?
[00:50:49.209 --> 00:50:51.742]  Well Alex, the point I'm trying to get to is the CCP...
[00:50:53.050 --> 00:50:56.532]  doesn't function off of five years, off of ten years.
[00:50:56.972 --> 00:51:05.457]  They're not limited to a United States president only having eight years, or maybe having four, a break in between, and then another four, right?
[00:51:05.577 --> 00:51:09.099]  These people have plans for the next hundred, five hundred thousand years.
[00:51:09.119 --> 00:51:10.799]  These people are very patient.
[00:51:11.840 --> 00:51:18.884]  Any intelligence agent within the United States government that understands the CCP and how they function is that these people wait.
[00:51:19.304 --> 00:51:20.865]  They play the long game.
[00:51:21.565 --> 00:51:26.048]  They measured how much they can get away with with the American public and the American government.
[00:51:26.389 --> 00:51:29.451]  Now you bring into how all these politicians are bought and paid for.
[00:51:29.791 --> 00:51:32.593]  You look at the Mitch McConnell's of the world, Eric Swalwell's of the world.
[00:51:32.953 --> 00:51:39.018]  Okay, on both sides of the aisle, you look at the NBA that shills for China, LeBron James that will never speak out against the CCP.
[00:51:39.038 --> 00:51:40.759]  But all black people are enslaved.
[00:51:40.799 --> 00:51:41.720]  Black Lives Matter.
[00:51:42.080 --> 00:51:43.221]  You take a look at Hollywood.
[00:51:43.261 --> 00:51:44.822]  They will never demonize China.
[00:51:44.842 --> 00:51:49.245]  They even change some of their movie narratives to appease Xi Jinping in China.
[00:51:49.625 --> 00:51:58.588]  Okay, you put all these pieces together, how Xi Jinping is pretty much the President of the United States, not President, puppet President Joe Biden.
[00:51:58.948 --> 00:52:00.969]  He's the one calling the shots, controlling everything.
[00:52:01.309 --> 00:52:04.050]  They have measured how far they can get away with.
[00:52:04.110 --> 00:52:06.711]  They've dismantled this country, and then you bring in the military.
[00:52:07.231 --> 00:52:09.832]  All the military here in the United States is concerned with what?
[00:52:10.932 --> 00:52:17.079]   Gender reassignment surgery, homosexuality, You got Dick Levine running around mentally ill?
[00:52:17.439 --> 00:52:21.402]  That's obviously a man claiming to always- Let me say something really heavy and important here.
[00:52:21.422 --> 00:52:25.345]  I know the listeners are smart, but I want this to really sink in for folks.
[00:52:25.766 --> 00:52:28.768]  I already knew this, but we've talked about it, but it needs to hit people.
[00:52:30.137 --> 00:52:44.461]  If America's promoting freedom and justice and choices and openness and all these great things, that's 1776 worldwide, you don't need authoritarianism, you don't need surveillance to enforce that, because it's common sense, it's what people want.
[00:52:45.681 --> 00:52:48.462]  So how do you get America to not be the example that people aspire to?
[00:52:48.502 --> 00:52:58.645]  Not that we're perfect, but, you know, a chicken in every pot, two cars, nice house, swimming pool in the backyard, kids go to college where you want, low crime, you know, things are going well.
[00:53:00.011 --> 00:53:12.441]  Well, you undermine that society, you drug people up, you know, you do all the things we've seen, but you also create the culture, this drag queen pedophile time, and all this destructive stuff in Hollywood, so the world rejects America.
[00:53:12.862 --> 00:53:17.465]  People go, oh, Hollywood's losing money, Hollywood's going bankrupt, Hollywood's falling apart.
[00:53:18.827 --> 00:53:21.389]  It's designed because the world sees that as America.
[00:53:23.018 --> 00:53:30.844]  To make the world reject everything that was America, and then comes in the communist Chinese globalist authoritarian model.
[00:53:31.104 --> 00:53:32.805]  So it's all been done by design.
[00:53:34.326 --> 00:53:34.847]  Absolutely.
[00:53:34.867 --> 00:53:36.368]  And let me make this final point, Alex.
[00:53:36.408 --> 00:53:37.889]  By the way, they just shot the blimp down.
[00:53:39.270 --> 00:53:39.891]  There it is.
[00:53:40.031 --> 00:53:45.255]  They just shot, because of incredible pressure in the public, as you said, even CNN was saying, get rid of it.
[00:53:45.795 --> 00:53:47.256]  The Pentagon has just shot it down.
[00:53:47.756 --> 00:53:48.637]  This is a live feed.
[00:53:48.657 --> 00:53:49.578]  Guys, back this up.
[00:53:50.418 --> 00:53:51.059]  It's on a DVR.
[00:53:53.339 --> 00:53:54.839]  Go ahead and roll this.
[00:53:54.859 --> 00:53:57.560]  They just shot down the package.
[00:53:59.960 --> 00:54:01.140]  Okay, they're pulling it in right now.
[00:54:02.621 --> 00:54:04.821]  This is over Myrtle Beach, South Carolina.
[00:54:04.881 --> 00:54:05.761]  It was about to leave U.S.
[00:54:05.841 --> 00:54:06.341]  airspace.
[00:54:07.582 --> 00:54:13.083]  And what could be an EMP package has been shot down.
[00:54:13.263 --> 00:54:17.083]  They probably did it right when it went over so it would land in the ocean.
[00:54:18.704 --> 00:54:20.604]  And then there's a jet flying under it right there.
[00:54:21.699 --> 00:54:23.200]  Wow, what do you make of this, Drew Hernandez?
[00:54:23.220 --> 00:54:25.141]  We're here live Saturday covering this right now.
[00:54:25.541 --> 00:54:26.501]  See, there you have it.
[00:54:26.541 --> 00:54:29.142]  See, this is a good thing when there's American pressure, right?
[00:54:29.222 --> 00:54:30.323]  This is where I wanted to get to.
[00:54:30.363 --> 00:54:31.703]  I was going to say that earlier.
[00:54:31.843 --> 00:54:32.423]  Exactly.
[00:54:32.784 --> 00:54:37.125]  When we put pressure on them on anything, they end up doing the right thing.
[00:54:37.546 --> 00:54:38.446]  We still have the power.
[00:54:39.449 --> 00:54:39.869]  Exactly.
[00:54:40.569 --> 00:54:44.030]  100% because when you see this, okay, look at the timeline.
[00:54:44.230 --> 00:54:50.532]  The Biden administration knew about this, but they had a very important foreign meeting with China they didn't want to ruin, so they tried to keep it under wraps.
[00:54:50.692 --> 00:54:55.514]  And then it appeared in the sky and the general public saw it and started to freak out for obvious justifiable reasons.
[00:54:56.134 --> 00:54:57.534]  And then the mainstream media picks it up.
[00:54:57.574 --> 00:55:00.955]  Even CNN is complaining about it, saying it needs to be shot down because it's a threat.
[00:55:01.215 --> 00:55:07.200]   And then the Pentagon comes and says, well, We're only going to give you limited information about what's going on with this thing and where it's at.
[00:55:07.220 --> 00:55:08.421]  We're not going to give you specifics.
[00:55:08.501 --> 00:55:10.743]  And you can look up at the sky and figure it out for yourself.
[00:55:11.044 --> 00:55:13.947]  You can look up to the sky and you know what that tells me?
[00:55:14.487 --> 00:55:17.570]  That tells me, Alex, that the CCP is measuring all of this.
[00:55:18.031 --> 00:55:30.881]   They now know that they could fly into American airspace uninvited and Joe Biden and these Deep state rats are going to bow and do nothing, okay, unless there's American pressure.
[00:55:31.241 --> 00:55:43.109]  This is a perfect example of how these people are willing to sell this country out and bow down to Xi Jinping, and unless the American people come out and make a fuss about it, then they'll do something.
[00:55:43.349 --> 00:55:46.031]  Shouldn't they do something without us making a fuss about it?
[00:55:47.054 --> 00:55:51.735]  The answer is yes, but they're all bought and paid for by the CCP, so they got to run cover for now.
[00:55:52.095 --> 00:55:53.235]  Thank God they shot it down.
[00:55:53.516 --> 00:55:55.616]  But what I will say is do not let this slide.
[00:55:55.916 --> 00:55:58.017]  This is an embarrassment, but they knew about it.
[00:55:58.537 --> 00:56:01.537]  Okay, so let's think about the future, Alex.
[00:56:01.877 --> 00:56:10.619]  If they launch something on a grander scale, they had other CCP balloons, surveillance balloons across the world, Latin America, other countries that are going on.
[00:56:10.879 --> 00:56:12.940]  This is obviously coordinated geographically.
[00:56:13.607 --> 00:56:15.689]  What happens when they launch something on the United States?
[00:56:16.469 --> 00:56:17.310]  Every single state.
[00:56:17.850 --> 00:56:18.631]  EMP strike.
[00:56:19.231 --> 00:56:20.152]  Cybernetic attack.
[00:56:20.652 --> 00:56:21.072]  Who knows?
[00:56:21.312 --> 00:56:24.755]  Shuts down, dismantles American technology within five seconds.
[00:56:25.395 --> 00:56:27.997]  And then they lead a ground invasion or an air invasion.
[00:56:28.037 --> 00:56:29.298]  They shut down our defense systems.
[00:56:29.338 --> 00:56:29.978]  Who knows?
[00:56:30.038 --> 00:56:30.439]  Who knows?
[00:56:30.699 --> 00:56:38.044]  What I do know is that the response I'll get from the Pentagon is, well, you could just look up to the sky to figure it out yourself.
[00:56:38.104 --> 00:56:39.465]  We will be sitting ducks.
[00:56:39.705 --> 00:56:43.729]  By the way, just like you do on your show, if we say something, we're going to show you where it's at.
[00:56:44.189 --> 00:56:47.552]  Like, Bill Markham's out against the Democrats, say they're malice communists, we show you the clip.
