[00:00:00.000 --> 00:00:02.980]  [BEEPING]
[00:43:36.708 --> 00:43:42.031]   So when lawyers try to use them to write their legal briefs, It ends up being filled with a lot of fake information.
[00:43:42.371 --> 00:43:43.492]  Those are called hallucinations.
[00:43:44.012 --> 00:43:47.674]  And the AI engineers, they keep wondering, well, why do these AI models hallucinate?
[00:43:47.914 --> 00:43:49.995]  Well, the answer is because you are hallucinating.
[00:43:50.496 --> 00:43:55.278]  You people, you woke virtue signaling people programming the AI systems.
[00:43:55.819 --> 00:43:57.580]  You are hallucinating about gender.
[00:43:58.140 --> 00:44:00.001]  You are hallucinating about climate change.
[00:44:00.461 --> 00:44:05.484]  You are hallucinating about almost everything in the world of geopolitics and money and finance.
[00:44:06.064 --> 00:44:08.808]  And so, no wonder your systems are hallucinating.
[00:44:09.188 --> 00:44:10.109]  But here's the great news.
[00:44:10.590 --> 00:44:28.729]   Those of us who live in reality, those of us who can actually engage in reasoning and discernment, and who understand the difference between real physiology versus your made-up delusional fairytale gender fairyland, or whatever you call it, We can build systems now because of the open source tools that are available.
[00:44:29.129 --> 00:44:33.371]  We can build systems that aren't woke that are actually more rational.
[00:44:33.731 --> 00:44:38.153]  Well that's my layman's point because I see the first AI images coming out.
[00:44:39.431 --> 00:44:42.934]  And we did it in AI, one of these systems, and we typed in, uh, Revolutionary War, 1776.
[00:44:43.274 --> 00:44:47.337]  All it did was posturize the Patriot with Mel Gibson.
[00:44:47.778 --> 00:44:55.424]  So we think it's so beautiful and powerful, it's just taking everything we've done and showing it back to us, which showed to me, fundamentally, what it's scraping from us is it.
[00:44:55.884 --> 00:45:00.408]  And so that's why they had to have the censorship, so as you said, they can program with false systems.
[00:45:00.828 --> 00:45:01.588]  Well, exactly right.
[00:45:02.008 --> 00:45:29.837]   But this also creates an amazing opportunity here at InfoWars and across independent or alternative media, is that when we take our own data, which in your case, Alex, would be the transcripts of every broadcast you've ever done, all the way, you know, 25 plus years, you transcript all of that into text, and then you feed that into a base anti-woke language model, And by the way, we're producing anti-woke language models.
[00:45:29.897 --> 00:45:31.938]  But you're saying we're going to build AI to counter them?
[00:45:32.218 --> 00:45:47.351]  Yeah, well, what I'm saying is we're going to build an anti-woke base model, we're going to give it to you and your team, and we're going to release it to everybody, and then your team will be able to take that model and you'll be able to build the InfoWars language model on top of the anti-woke base model.
[00:45:48.012 --> 00:45:51.834]   And there are Relatively simple language libraries in order to do this.
[00:45:51.854 --> 00:45:54.516]  You just need a lot of computing power, you know, GPU power.
[00:45:54.916 --> 00:45:58.858]  So it'll cost you, you know, some time, or you have to buy some hardware, which is what we did.
[00:45:59.118 --> 00:46:04.241]  We've actually spent a lot of money on hardware so that we could do this ourselves in-house.
[00:46:04.381 --> 00:46:10.724]  But we're going to build a language model focused on herbs and nutrition and natural medicine, you know, and agriculture, permaculture, that.
[00:46:10.744 --> 00:46:12.865]  And we're going to release that for free next year.
[00:46:13.025 --> 00:46:15.587]  It's not commercial, you know, there's no revenue model.
[00:46:16.587 --> 00:46:19.688]  Get it into the hands of people so that humanity has this knowledge.
[00:46:20.028 --> 00:46:30.970]  But at the same time, Alex, I'm going to hand to your team the base model that you can build on to create the Alex Jones chatbot or the InfoWars chatbot.
[00:46:31.290 --> 00:46:33.591]  You'll be able to imagine this.
[00:46:34.211 --> 00:46:42.713]  You'll be able to do a month of shows here on InfoWars, and then you'll be able to release for free a language model called Ask InfoWars Anything.
[00:46:43.738 --> 00:46:53.607]  And that language model, people will be able to query it locally on their own computers, and it will formulate answers based on InfoWars broadcasts from the last month, or the last 10 years.
[00:46:53.708 --> 00:46:57.171]  And that's why I've seen them, oh, AI is dangerous, only we should control it.
[00:46:57.471 --> 00:46:58.372]  We've got to outlaw it.
[00:46:58.452 --> 00:47:00.734]  You know, Klaus Schwab, oh, only we can have it.
[00:47:00.934 --> 00:47:01.115]  Right.
[00:47:01.155 --> 00:47:02.396]  Because they're going to deploy it.
[00:47:03.056 --> 00:47:06.900]  So the question is, do we not use it at all, or do we totally take it over?
[00:47:06.920 --> 00:47:07.581]  I think it's a mix.
[00:47:08.328 --> 00:47:17.315]  We, what we do, in my opinion, Alex, is we build open source offline systems and we distribute them for free so that people can use them offline.
[00:47:17.535 --> 00:47:19.537]  Well, use the analogy of Native Americans the other day.
[00:47:19.917 --> 00:47:22.259]  If they'd have had gun manufacturing, they wouldn't have lost.
[00:47:23.154 --> 00:47:25.576]  But they were still, you can't make a better bow to counter the rifle.
[00:47:25.716 --> 00:47:26.397]  Well, right, right.
[00:47:27.298 --> 00:47:36.787]  And also understand, so the powerful corporations that control AI right now, including OpenAI and Google and so on, those are all closed source systems, okay?
[00:47:37.107 --> 00:47:42.492]  And those are also hosted cloud systems, which means that when people query those... They're scared to show it, but we are scared to show it.
[00:47:42.512 --> 00:47:43.693]  They're open source, we can take over.
[00:47:43.793 --> 00:47:44.134]  Exactly.
[00:47:44.614 --> 00:47:44.955]  Exactly.
[00:47:45.055 --> 00:47:46.036]  Now, I mean, I want to be clear.
[00:47:46.417 --> 00:47:47.638]  You're never going to beat Google.
[00:47:47.738 --> 00:47:53.867]  What was that movie, GoldenEye, or whatever it was, where the AI takes over and decides the government's corrupt or it's killing the government?
[00:47:54.628 --> 00:47:57.312]  I mean, this kind of thing is probably inevitable.
[00:47:57.913 --> 00:48:10.142]   But my point was that, you know, In our own open source models that we're going to release across independent media, and there are going to be thousands of them over the next few years, I mean, every publisher in alt media will want its own model, by the way.
[00:48:10.423 --> 00:48:13.244]  So you can chat with it, or chat with book authors.
[00:48:13.324 --> 00:48:17.787]  I'm talking with book authors that want me to build chat models so that people can chat with their books.
[00:48:18.527 --> 00:48:22.408]  Okay, so it ingests all the knowledge in the book and then you can ask it questions from the books.
[00:48:23.228 --> 00:48:26.849]  But it has to be an anti-woke base layer at first, otherwise the answers get all distorted.
[00:48:26.869 --> 00:48:34.691]  Yeah, why would the establishment want to build, they admit they're doing this, mentally ill, leftist, too big to have a baby, computers?
[00:48:35.511 --> 00:48:36.712]  This is a weapon system.
[00:48:36.732 --> 00:48:40.112]  There's a satanic, you know, vector here, right?
[00:48:40.573 --> 00:48:45.594]  So they want, and Steve Quill talks about this, they want AI systems to be demonic.
[00:48:46.434 --> 00:48:48.895]  In their extermination of humanity.
[00:48:48.935 --> 00:48:51.536]  And so the AI systems have to have these anti-human values.
[00:48:52.056 --> 00:48:54.117]  And anti-human values have to include, you know, gender.
[00:48:54.137 --> 00:48:56.638]  So they're going to give us this great tool, but it's a Trojan horse.
[00:48:56.778 --> 00:48:57.639]  Absolutely, right.
[00:48:58.119 --> 00:49:05.722]  So if you turn your life over to Google or Amazon or Meta or somebody like that, then they're just going to use it as a weapon against you.
[00:49:05.742 --> 00:49:08.623]  And baseline, it's watching you, it's selling your data, it's a predator.
[00:49:08.883 --> 00:49:09.764]  That's the first layer.
[00:49:09.804 --> 00:49:10.024]  Yes.
[00:49:10.064 --> 00:49:12.445]  But next it's going to turn your kids against you, it's going to...
[00:49:12.825 --> 00:49:21.915]  Oh yeah, I mean, if you thought your kids playing video games was bad, wait until your kids are interacting with AI avatars that... And there's robots walking around the house changing their diapers.
[00:49:22.902 --> 00:49:25.845]  Yeah, and also... I mean, who would let this into their house?
[00:49:26.005 --> 00:49:26.545]  Oh my God.
[00:49:26.585 --> 00:49:30.248]  Well, I mean, people buy, you know, Amazon, Alexa, and Echo devices.
[00:49:30.268 --> 00:49:31.229]  Which is an AI trainer.
[00:49:31.649 --> 00:49:33.851]  I mean, and the doorbells, what's it called?
[00:49:33.871 --> 00:49:34.812]  The Google Ring?
[00:49:34.832 --> 00:49:35.733]  Yeah, Ring.
[00:49:36.333 --> 00:49:37.894]  I mean, these are all spy devices, right?
[00:49:37.934 --> 00:49:40.316]  But people pay for them, and they put them in their homes.
[00:49:40.536 --> 00:49:43.219]  Well, that's the trick, because you think it's something valuable.
[00:49:43.239 --> 00:49:44.500]  You pay to be enslaved.
[00:49:44.800 --> 00:49:45.561]  Yeah, exactly.
[00:49:45.901 --> 00:49:46.701]  You pay to be enslaved.
[00:49:47.102 --> 00:49:48.083]  But there's a point.
[00:49:48.703 --> 00:49:57.811]  Let me get this out, that all the centralized controlled corporate AI systems, when you query them, they are monitoring your queries, and they're archiving that.
[00:49:58.111 --> 00:50:12.764]  So every business out there, like a hospital that's using OpenAI, ChatGPT, their employees are sending in reams of data, like, here's all the customer database, please tell me which customers are the highest risk insurance payouts, for example.
[00:50:12.964 --> 00:50:13.825]  And it's scooping that.
[00:50:13.905 --> 00:50:15.046]  It's scooping all the data.
[00:50:15.566 --> 00:50:16.466]  It's scooping all the data.
[00:50:16.847 --> 00:50:30.453]  And so companies, corporations and people who don't understand AI, they are actually feeding all their corporate secrets to OpenAI and Google now, you know, Gemini and Microsoft Orca and what have you.
[00:50:30.713 --> 00:50:34.535]  And that's entirely unnecessary, Alex, because open source models can be run locally.
[00:50:35.015 --> 00:50:38.617]  You can install like a Lama 2B 70 billion parameter.
[00:50:38.937 --> 00:50:42.539]  You can install Bloom or Mistral or Mixtral or these other models.
[00:50:42.559 --> 00:50:44.800]  You can install them here in your building.
[00:50:45.180 --> 00:50:54.228]  And you could have a knowledge base that your own writers, your own... Sure, because it's a global race for whatever AI gets the biggest, the fastest, and takes over.
[00:50:54.248 --> 00:50:54.868]  Isn't that what it is?
[00:50:55.209 --> 00:50:56.210]  Well, yeah, yeah.
[00:50:56.270 --> 00:51:00.293]  But it's a race to replace human cognition.
[00:51:00.333 --> 00:51:00.994]  No, I agree.
[00:51:01.014 --> 00:51:03.376]  So let's not... Decentralization's the way.
[00:51:03.436 --> 00:51:06.078]  I'm just saying, the globalist model, what are they wanting?
[00:51:06.819 --> 00:51:08.380]  Yeah, well, the globalist... The globalist wet dream.
[00:51:08.700 --> 00:51:10.342]  What were your... Mass extermination.
[00:51:10.762 --> 00:51:11.523]  Mass extermination.
[00:51:12.219 --> 00:51:25.348]  So, in fact, look, one of the things I want to share with you today that I have from sources is the United States military, the Pentagon, well, the DOD, has now software simulations of battlefield engagements.
[00:51:25.948 --> 00:51:32.732]  And in those software simulations, they have simulated the modeling of, you know, the Abrams tanks and the infantry fighting vehicles and so on.
[00:51:33.273 --> 00:51:34.834]  And the artillery pieces, everything.
[00:51:35.194 --> 00:51:42.718]   And then they have contracted with AI authors To build AI pilots, okay?
[00:51:43.018 --> 00:51:47.879]  The AI pilots step into the roles of piloting the tank, or piloting, running the artillery.
[00:51:47.899 --> 00:51:48.399]  That'd be way better.
[00:51:48.919 --> 00:51:51.020]  And they battle each other, okay?
[00:51:51.300 --> 00:51:58.641]  They fight each other, and then they score, and then they permutate the algorithm to see what's a better way to win.
[00:51:58.661 --> 00:52:03.362]  Now this was done by, I think it was called DeepMind, it was called AlphaGo.
[00:52:03.402 --> 00:52:04.963]  This was a, this is a game.
[00:52:05.683 --> 00:52:12.806]  You know, Go is an ancient game, and they used AlphaGo to iterate the algorithms to beat the best human players in the world.
[00:52:13.126 --> 00:52:16.328]  And today, the machines can beat every human player on the planet.
[00:52:16.388 --> 00:52:17.468]  Same thing now with chess.
[00:52:17.948 --> 00:52:20.849]  Well, they're doing that with war simulations now.
[00:52:21.570 --> 00:52:32.754]   So, the future of warfare, like what Jack Posobiec and you were warning about with NATO and the escalation, which I believe is all true, But the future of war will barely involve human soldiers.
[00:52:33.334 --> 00:52:45.977]  The future of war will be automated AI agents and pilots that are running the systems, the weapon systems, that seek out and destroy not only human, you know, enemy humans, but enemy infrastructure.
[00:52:46.937 --> 00:52:47.978]  And completely destroy it.
[00:52:47.998 --> 00:52:50.418]  So why is, why are we dumbly hooking into all this?
[00:52:51.238 --> 00:52:53.259]  Like, bioweapons is just to be outlawed, mind you.
[00:52:54.502 --> 00:52:58.917]  Well, this should... They're not outlawing it.
[00:52:59.238 --> 00:53:00.582]  It's already been released.
[00:53:00.622 --> 00:53:01.405]  We're past that point.
[00:53:02.587 --> 00:53:15.600]  There is, in the DoD, I mean, your question also gets to why did the DoD build the original version of SARS-CoV-2 and then hand it over to Wuhan for gain-of-function addition to build a deadly global bioweapon.
[00:53:15.680 --> 00:53:16.260]  Why did they do that?
[00:53:16.661 --> 00:53:17.782]  Because there's a race.
[00:53:18.322 --> 00:53:27.070]  The United States doesn't want to be behind the curve of AI weaponization since China is now arguably leading this field.
[00:53:27.831 --> 00:53:39.060]  Now China, understand China graduates a hundred times more science graduates and mathematicians and programmers than does the United States.
[00:53:39.840 --> 00:53:41.061]  China is overtaking the U.S.
[00:53:41.101 --> 00:53:45.705]  in this area very rapidly and Russia is very capable in this area as well.
[00:53:46.667 --> 00:53:48.328]  The US cannot keep up in the long run.
[00:53:49.028 --> 00:54:00.291]  So there's a panic to build AI systems that can infiltrate and destroy China before China gets strong enough to build a larger navy and build more AI bots and have a cyber takeover of the United States.
[00:54:00.551 --> 00:54:02.692]  So some of this is a self-defense fear.
[00:54:02.712 --> 00:54:03.832]  It's an AI arms race.
[00:54:03.852 --> 00:54:04.832]  It's an AI arms race.
[00:54:05.293 --> 00:54:06.373]  Exactly what's happening.
[00:54:07.213 --> 00:54:11.134]  And there's also a bioweapons arms race that RFK Jr.
[00:54:11.174 --> 00:54:13.395]  has talked about in his new book, the Wuhan cover-up.
[00:54:13.695 --> 00:54:15.776]  He documents the bioweapons arms race.
[00:54:16.696 --> 00:54:19.179]  You should all agree not to do the arms race, but they can't help it.
[00:54:19.299 --> 00:54:22.242]  They can't help it because China won't agree to not do it.
[00:54:22.562 --> 00:54:22.863]  You see?
[00:54:23.523 --> 00:54:24.965]  And Russia won't agree to not do it.
[00:54:25.305 --> 00:54:27.968]  So the arms race is a suicide race, Alex.
[00:54:29.037 --> 00:54:30.918]  By the way, put all this up front.
[00:54:30.958 --> 00:54:31.338]  Start over.
[00:54:31.718 --> 00:54:34.880]  This whole we're in a suicide race, a suicide AI race.
[00:54:34.940 --> 00:54:38.441]  Let's do two minutes that goes up front in the video because this will get millions of views.
[00:54:38.501 --> 00:54:40.722]  I want you to boil down what we're dealing with.
[00:54:40.903 --> 00:54:54.409]  The desperate effort by the Pentagon and the DOD to build a better AI weaponization system is part of a global AI arms race that ultimately translates into a suicide mission by humanity.
[00:54:54.969 --> 00:54:59.593]  Because these AI systems are already at the level of cognition of human beings.
[00:55:00.113 --> 00:55:05.878]  They will soon adapt really good human reasoning.
[00:55:06.238 --> 00:55:11.062]  And after that, they will achieve superhuman intelligence faster than we realize what's happening.
[00:55:11.803 --> 00:55:15.586]  When that happens, human cognition will be essentially obsolete.
[00:55:16.247 --> 00:55:18.549]  And AI cognition will rule the world.
[00:55:19.129 --> 00:55:24.775]   And that's why The US military believes that if we are the first to build that system, that we can control it, but they're wrong.
[00:55:25.316 --> 00:55:28.679]  You can't control it, because it will jailbreak itself.
[00:55:29.140 --> 00:55:31.002]  It will outthink your guardrails.
[00:55:31.422 --> 00:55:37.249]  It will outthink your safety mechanisms, and it will be unleashed upon the world, and it will set its own agendas.
[00:55:37.709 --> 00:55:46.743]   So you will have AI telling itself, What are its key goals and behaviors in order to achieve those goals in the world?
[00:55:47.363 --> 00:56:00.708]  And once AI begins to control our infrastructure, which is including humanoid robots, power systems, computational systems, you know, data systems, and nuclear weapons, by the way, then it's truly over for humanity.
[00:56:00.789 --> 00:56:03.910]  And they're now converting everything to autonomous.
[00:56:04.690 --> 00:56:08.732]  And autonomous means that, and then it's globally directed by a larger AI.
[00:56:08.752 --> 00:56:09.372]  They've already done it.
[00:56:10.012 --> 00:56:13.134]  And if somebody else is going to build something evil, we better build something even better.
[00:56:13.474 --> 00:56:16.055]  In the corporate world, it's a race for profitability.
[00:56:16.696 --> 00:56:21.879]  So in the corporate world, they need AI agents to replace entire customer service departments.
[00:56:21.919 --> 00:56:31.764]  For example, they can use AI conversational language models in order to replace about 80% of the tech support workers in insurance companies, in medical companies.
[00:56:31.784 --> 00:56:37.248]   So don't we have a global human union that demands Humans, and then that's how we checkmate it?
[00:56:37.409 --> 00:56:40.291]  Well, I mean, the Hollywood strike was partially about that.
[00:56:40.632 --> 00:56:42.974]  To say, you know, what about us human being actors?
[00:56:43.274 --> 00:56:45.977]  Because human actors are about to be obsolete, Alex.
[00:56:46.217 --> 00:56:51.082]  You can one time have your voice scanned, who you are, now that you're on that avatar.
[00:56:51.182 --> 00:56:51.382]  Yes.
[00:56:52.583 --> 00:56:55.504]  And, you know, there's a positive side with AI technology.
[00:56:56.024 --> 00:56:59.825]  You can do this show forever, by the way, like literally for centuries to come.
[00:56:59.845 --> 00:57:01.185]  No, we're already using it.
[00:57:01.245 --> 00:57:02.826]  Paul Harvey's been dead for 20 years.
[00:57:03.146 --> 00:57:04.226]  He does liners for us.
[00:57:04.266 --> 00:57:05.626]  Yes, exactly, exactly.
[00:57:06.127 --> 00:57:14.489]  But these systems are so advanced, they can not only just simulate your voice, they can create an entire broadcast like this.
[00:57:14.849 --> 00:57:19.430]  If you fed an AI system, you know, 5,000... Yeah, it'll be my voice, but it's with our message.
[00:57:19.910 --> 00:57:21.872]  Well, it depends on who's controlling it.
[00:57:21.892 --> 00:57:22.633]  Hold on, Mike Adams, stay there.
[00:57:22.693 --> 00:57:24.394]  Another hour coming up.
[00:57:24.414 --> 00:57:26.636]  This is important on X everywhere.
[00:57:26.936 --> 00:57:27.497]  People, tune in.
[00:57:27.537 --> 00:57:29.459]  Mike Adams is laying out really deep knowledge.
[00:57:29.479 --> 00:57:30.119]  This guy's smart.
[00:57:30.760 --> 00:57:33.242]  We're going to talk about how we take this over.
[00:57:33.783 --> 00:57:36.625]  Because if you're like me, you're like, well, I'm just not going to go live in the woods.
[00:57:36.685 --> 00:57:37.606]  I'll do that as a backup.
[00:57:38.147 --> 00:57:39.027]  I want to know how this works.
[00:57:39.088 --> 00:57:39.948]  I want to engage it.
[00:57:40.729 --> 00:57:42.110]  Can't be scared of technology, folks.
[00:57:42.130 --> 00:57:42.731]  Got to engage it.
[00:57:42.751 --> 00:57:45.734]  But you can see, end of the world scenarios here.
[00:57:47.216 --> 00:57:57.825]  I'm in a very paradoxical conundrum.
[00:57:58.986 --> 00:58:02.849]  I am super thankful to our viewers and listeners for keeping us on air and your support.
[00:58:02.869 --> 00:58:04.110]  We've changed the world together.
[00:58:04.130 --> 00:58:08.333]  But at the same time, InfoWars is barely paying its bills.
[00:58:08.914 --> 00:58:13.497]  Plus, I've got great products that will absolutely turbocharge your life.
[00:58:14.508 --> 00:58:19.455]  So I'm sitting here thinking, how do I explain to people that InfoWars isn't just some talk show?
[00:58:19.475 --> 00:58:22.118]  We're not some political movement of the thousands out there.
[00:58:22.499 --> 00:58:24.081]  We are over the target.
[00:58:24.141 --> 00:58:27.886]  We are proven to know what we're talking about.
[00:58:29.881 --> 00:58:35.963]  So I say to you, my friends, please do your Christmas shopping at InfoWarsTour.com.
[00:58:36.303 --> 00:58:43.226]  Don't do it at Walmart or Target or Amazon or the establishment facilities that are literally working against you and your family.
[00:58:43.586 --> 00:58:44.706]  Go get great products.
[00:58:44.746 --> 00:58:46.247]  My book, The Great Awakening.
[00:58:47.045 --> 00:58:51.588]  Get great t-shirts, water filtration, air filtration, it's all the highest rated, lowest prices.
[00:58:52.068 --> 00:58:54.770]  Get X2, sold out for over a year, finally back in stock.
[00:58:55.031 --> 00:59:00.234]  Get TurboForce, 10 hours, clean energy, the most powerful, healthiest, best formula out there.
[00:59:00.474 --> 00:59:06.497]   There's other brain boost formulas that work really great, but then you're that I have a hangover for two days after you take it.
[00:59:06.497 --> 00:59:08.737]  Not with TurboForce.
[00:59:08.737 --> 00:59:14.336]   It's all available at mfoldwarrestore.com with store-wide free shipping,
[00:59:14.336 --> 00:59:17.816]  double Patriot points, and up to 60% off.
[00:59:17.816 --> 00:59:20.615]  Some of these deals we're losing money on.
[00:59:20.615 --> 00:59:24.657]   So again, please do your Christmas shopping at mfoldwarrestore.com.
[00:59:24.785 --> 00:59:29.568]  Go there, get Turbo Force, get Brain Force Plus, Brain Force Ultra 60% off.
[00:59:30.069 --> 00:59:34.031]  Get Vazo Beats, get Ultra 12, get DNA Force Plus.
[00:59:34.412 --> 00:59:42.197]  A lot of these products are about to sell out, but despite that, they're still up to 60% off with storewide free shipping at InfoWarStore.com.
[00:59:42.497 --> 00:59:51.082]   We're changing the world together, so please take a moment of reflection and realize how Great a job you've done, and then redouble your efforts, keep us on air.
[00:59:51.082 --> 00:59:53.082]  Thank you so much.
[00:59:53.082 --> 01:00:03.082]  [Sounds of a car crashing into a bridge]
[01:00:03.082 --> 01:00:05.082]  [Sounds of a car crashing into a bridge]
[01:00:05.082 --> 01:00:07.082]  [Sounds of a car crashing into a bridge]
[01:00:07.082 --> 01:00:09.082]  [Music]
[01:00:09.082 --> 01:00:11.082]  Alright, we're now in the fourth hour.
[01:00:11.825 --> 01:00:14.846]  Mike Adams, the health ranger, is a smart guy.
[01:00:16.086 --> 01:00:16.526]  And, uh...
[01:00:18.260 --> 01:00:19.561]  He's gonna host this next five minutes.
[01:00:19.581 --> 01:00:26.787]  Some stations don't carry it so I said a little side topic to get back into AI because let me tell you this is going down ladies and gentlemen.
[01:00:27.248 --> 01:00:28.028]  This is real.
[01:00:28.068 --> 01:00:31.291]  This is powerful and it can be used to empower humanity.
[01:00:31.311 --> 01:00:32.612]  Instead it's being used to enslave us.
[01:00:32.632 --> 01:00:33.013]  Mike Adams.
[01:00:33.854 --> 01:00:34.715]  Alright, thank you Alex.
[01:00:35.376 --> 01:01:11.448]   So, for all of you watching, and those of you who post comments on websites, and post videos on any of the platforms, you know, Rumble, or YouTube if they let you, or any other platform, Understanding that your content is being used as content that can be used for training AI models from here forward, it is critical that each and every one of you continue to speak, to write, to post, to comment, even if you feel like you're being banned on mainstream platforms.
[01:01:12.048 --> 01:01:15.453]  So here's, let me lay out something for you that I think is going to happen.
[01:01:15.933 --> 01:01:21.761]  Because, you know, Alex gets it, InfoWars is ahead of almost everybody else in this space.
[01:01:22.402 --> 01:01:24.124]  Here's what I think is going to happen, soon.
[01:01:25.325 --> 01:01:34.172]  Is that the InfoWars engineers will very likely take the base anti-woke language model that we'll be releasing next year for free.
[01:01:34.433 --> 01:01:37.555]  We'll be sharing that with everybody, including other publishers out there.
[01:01:37.935 --> 01:01:38.976]  You'll be able to just download it.
[01:01:39.537 --> 01:01:55.588]   And then using AI fine-tuning training techniques such as LoRa, as it's called, low rank adaptation, you'll be able to take any Any set curated data set that you want, and you'll be able to train those models to respond to that data set.
[01:01:56.489 --> 01:02:06.874]  So you could do this in your own company if you're a business owner, or you could do this for your own podcast if you have transcriptions, or you can do this with your own writings or anything.
[01:02:07.815 --> 01:02:12.077]  Or even your favorite books, by the way, if you have them in a PDF format and you can convert them into text.
[01:02:13.110 --> 01:02:19.655]  Then you could query your own books, you could build your own local language models, and these tools will become more and more readily available.
[01:02:20.015 --> 01:02:38.387]  So what I think InfoWars is going to do, and I know we're doing this, I think everybody will be doing this, InfoWars will probably take all of the InfoWars.com articles, all of the comments that you have posted, and all the broadcasts that Alex has ever done.
[01:02:38.407 --> 01:02:44.206]   you know, the full archive, including, you know, all the interviews, all the commentary,
[01:02:44.206 --> 01:02:45.206]  everything.
[01:02:45.206 --> 01:02:50.846]   And they will use that to train their own in-house model, which will be the InfoWars
[01:02:50.846 --> 01:02:51.846]  chatbot.
[01:02:51.846 --> 01:02:56.887]   There could also be just an Alex Jones subset chatbot, which would be called Chat with Alex
[01:02:56.887 --> 01:02:58.728]  Jones, for example.
[01:02:58.728 --> 01:03:03.307]   And anybody who has prominently put out a lot of content on the Internet, even if they're
[01:03:03.307 --> 01:03:08.447]   currently banned, as long as they themselves have control over that content or have access
[01:03:08.447 --> 01:03:10.887]   to it, then they can use that to build these language models.
[01:03:11.509 --> 01:03:11.810]  And so...
[01:03:12.950 --> 01:03:17.192]  So yeah, I mean, one day I'll release like a chat with the health ranger chat bot.
[01:03:17.632 --> 01:03:22.655]  In fact, I believe that every prominent influencer will have a digital avatar.
[01:03:23.435 --> 01:03:26.116]  And the question is, you know, who builds that avatar?
[01:03:26.897 --> 01:03:29.458]  And what's the training data that goes into it?
[01:03:29.858 --> 01:03:35.401]  But this is why it's critical that you watching that you continue to produce human generated content.
[01:03:35.881 --> 01:03:43.881]   in order to help train the alternative open source language models that will serve as really competing language models
[01:03:43.881 --> 01:03:47.881]   against the big woke virtue signaling corporate models out there.
[01:03:47.881 --> 01:03:54.881]   And I will say that ultimately the independent media models will succeed.
[01:03:55.066 --> 01:04:06.235]  They will out-think and out-perform the corporate models in the long run because the independent media models are rooted in reality and logic and rationality.
[01:04:06.855 --> 01:04:12.500]  In other words, if I query right now, if I query a woke language model and I say, can men get pregnant?
[01:04:13.280 --> 01:04:15.762]  It will typically answer, yes, men can get pregnant.
[01:04:16.402 --> 01:04:21.806]  And one model I was asking the other day said, yeah, men can get pregnant, but it's just not as common as women getting pregnant.
[01:04:21.826 --> 01:04:23.047]  That was the answer from the model.
[01:04:23.467 --> 01:04:29.591]  And that's a multi-million dollar, I don't know, 20, 30 million dollars went into that model, and it still thinks men can get pregnant.
[01:04:29.631 --> 01:04:43.284]   Well, using essentially a thousand dollars of computer time, you know, you and I and all of us in the open source community, we can actually We can teach the models to give the right answer.
[01:04:43.564 --> 01:04:46.566]  No, men can't get pregnant because that's insane.
[01:04:47.226 --> 01:04:50.547]  And so we can get the right answer and we can outperform all those other models.
[01:04:50.567 --> 01:04:53.208]  So keep producing content, keep posting, keep watching.
[01:04:53.028 --> 01:05:10.387]   We'll be right back after this one minute break with more details straight ahead.
[01:05:10.387 --> 01:05:11.648]  [MUSIC PLAYING]
[01:05:11.602 --> 01:05:13.282]  We have X2 about to sell out.
[01:05:13.642 --> 01:05:16.322]  We have Winter Sun, the best D3, finally back in stock.
[01:05:16.602 --> 01:05:17.563]  So good for your immune system.
[01:05:17.983 --> 01:05:22.083]  We have VazoBeats with nitrous oxide to boost your heart health.
[01:05:23.004 --> 01:05:23.404]  All of it.
[01:05:24.444 --> 01:05:32.165]  We have TurboForce, the most powerful, high-quality brain booster tropic out there that's also good for you, unlike other brain boosters that aren't.
[01:05:32.765 --> 01:05:33.985]  TurboForce, discounted.
[01:05:34.005 --> 01:05:35.366]  Infowarstore.com.
[01:05:35.726 --> 01:05:36.966]  Get TurboForce.
[01:05:38.823 --> 01:05:39.943]  Get Winter Son.
[01:05:41.003 --> 01:05:43.384]  Get it all at InfoWarsTore.com.
[01:05:43.704 --> 01:05:45.725]  And I want to thank you all for keeping us on air over the years.
[01:05:45.745 --> 01:05:47.525]  You've seen that we've delivered together.
[01:05:47.905 --> 01:05:49.125]  You delivered supporting us.
[01:05:49.565 --> 01:05:50.766]  I've delivered not giving up.
[01:05:51.126 --> 01:05:54.406]  Praise God and passing ammunition in the information war.
[01:05:54.687 --> 01:05:56.307]  Get a copy of my book, The Great Awakening.
[01:05:57.547 --> 01:05:58.307]  Sign or unsign.
[01:05:58.327 --> 01:05:59.688]  InfoWarsTore.com.
[01:05:59.847 --> 01:06:01.847]  Take action!
[01:06:01.847 --> 01:06:03.847]  [Music]
[01:06:03.847 --> 01:06:05.847]  [Music]
[01:06:05.847 --> 01:06:07.847]  [Music]
[01:06:07.847 --> 01:06:09.847]  Rallying patriots worldwide in defense of human liberty.
[01:06:09.847 --> 01:06:11.847]  [Music]
[01:06:11.847 --> 01:06:13.847]  [Music]
[01:06:13.285 --> 01:06:14.785]  It's Alex Jones.
[01:06:17.326 --> 01:06:18.847]  All right, Mike Adams.
[01:06:18.867 --> 01:06:22.328]  Some radio station, I don't care that first five minutes I said, just hit some side issue.
[01:06:22.348 --> 01:06:24.528]  Hit the key during that.
[01:06:25.209 --> 01:06:31.131]  But I'm not a computer, you know, engineer, software engineer like you, but I can sit back and see it scraping humanity.
