[00:00:00.000 --> 00:00:16.359]  [Music]
[00:22:52.008 --> 00:22:56.350]  And I am very excited to see how popular Alex Jones for President t-shirt is.
[00:22:56.790 --> 00:23:01.912]  It's meant to be a fun shirt to meet like-minded people, cause conversations, and trigger leftist libtards.
[00:23:02.512 --> 00:23:05.053]  But it's a limited edition, one-month shirt.
[00:23:06.567 --> 00:23:08.693]  That means it'll only be for sale another three and a half weeks.
[00:23:08.873 --> 00:23:10.438]  And when it's gone, it's gone.
[00:23:10.558 --> 00:23:12.623]  Every new shirt will be one month, and that's it.
[00:23:13.420 --> 00:23:15.000]  And a lot of folks are getting it.
[00:23:15.020 --> 00:23:15.641]  I appreciate it.
[00:23:15.661 --> 00:23:16.661]  That helps run the operation.
[00:23:17.101 --> 00:23:18.841]  It's just a historic little memento.
[00:23:19.221 --> 00:23:21.382]  Get your Alex Jones for President on the front.
[00:23:22.342 --> 00:23:22.702]  2024 on the back.
[00:23:22.742 --> 00:23:23.702]  Infowars.com.
[00:23:24.142 --> 00:23:26.143]  At InfowarsStore.com.
[00:23:26.363 --> 00:23:27.323]  It's a fundraiser shirt.
[00:23:27.763 --> 00:23:30.844]  Or call toll free, 888-253-3139.
[00:23:31.004 --> 00:23:33.444]  Because when this is gone, it's gone.
[00:23:34.104 --> 00:23:38.245]  All right, ladies and gentlemen, we'll be right back with your phone calls on the other side.
[00:23:38.966 --> 00:23:40.006]  Band.video.
[00:23:40.106 --> 00:23:40.766]  Share that link.
[00:23:43.942 --> 00:23:58.135]  You know, supporting President Trump eight years ago has been really hard for me.
[00:23:58.175 --> 00:24:00.337]  I've been attacked, I've been demonized, I've been lied about.
[00:24:00.357 --> 00:24:04.341]  And that makes it even more frustrating when he does the wrong thing.
[00:24:05.896 --> 00:24:07.876]  And so again, I don't think he's our savior.
[00:24:07.916 --> 00:24:09.117]  Jesus Christ is our savior.
[00:24:09.637 --> 00:24:19.639]  But I'll say this, the things he's saying will irrevocably damage the New World Order and their agenda and will be picked up by world leaders everywhere against the New World Order agenda.
[00:24:20.259 --> 00:24:27.960]  So the victory of getting globalism and the deep state out in the open is unrivaled and is unprecedented.
[00:24:28.020 --> 00:24:29.661]  Don't make any mistake about that.
[00:24:30.461 --> 00:24:31.561]  He's not under their control.
[00:24:32.366 --> 00:24:33.507]  They're scared as hell of him.
[00:24:34.248 --> 00:24:35.889]  He's got major problems, though.
[00:24:37.631 --> 00:24:40.693]  Because he wanted to be the savior when they said, sir, we got a lockdown forever.
[00:24:41.754 --> 00:24:44.997]  He said, no, I'll warp speed it, even though they already had made the vaccine.
[00:24:45.797 --> 00:24:47.299]  And they brought him that plan.
[00:24:47.679 --> 00:24:48.920]  But so he can be the savior.
[00:24:50.021 --> 00:24:51.923]  He went along with it and now won't admit he's wrong.
[00:24:52.463 --> 00:24:54.265]  I'll criticize him till the day I die for that.
[00:24:56.366 --> 00:24:59.049]  But everything else he's doing is completely pissing them off.
[00:25:00.578 --> 00:25:06.761]  So ask the listeners, do we just sit back and support some other Republican that's going to lay down the New World Order?
[00:25:09.423 --> 00:25:15.286]  Now look, I'm no rocket scientist, but I am a political analyst that's proven I know what I'm talking about.
[00:25:18.128 --> 00:25:26.272]  And the delusional left, when they went after Trump again, did not realize it would make him explode in popularity, which has now happened in all the polls.
[00:25:27.333 --> 00:25:29.514]  Even the New York Post, it's the mouth of the Republican Party.
[00:25:30.660 --> 00:25:36.327]  You know, the New York Times and Washington Post, the mouth of the Democratic Party, and said, oh, look, the Santa's top donors say, sit it out.
[00:25:37.469 --> 00:25:38.190]  You're not the guy.
[00:25:38.891 --> 00:25:41.394]  Trump is pulled into the poll position.
[00:25:42.355 --> 00:25:47.862]  He's like a transgender swimmer, you know, winning a 200-yard race by 100 yards against women.
[00:25:49.761 --> 00:25:51.742]  By the way, that just happened again a few days ago.
[00:25:51.762 --> 00:25:52.522]  We have video of it.
[00:25:53.042 --> 00:25:56.544]  This gigantic dude, like, blasts all these women.
[00:25:56.564 --> 00:26:01.465]  I mean, he can compete against the best dudes, but he wants to, like, wipe these women out.
[00:26:01.686 --> 00:26:04.006]  He won by an entire hundred yards!
[00:26:08.388 --> 00:26:09.769]  And that's where Trump is.
[00:26:09.789 --> 00:26:16.471]  That's why last week I'm like, what the hell are you doing with baseball bats on TV and talking about death and destruction?
[00:26:16.491 --> 00:26:18.272]  You're gonna win, man!
[00:26:19.568 --> 00:26:21.509]  The only hope they've got is getting us violent.
[00:26:23.611 --> 00:26:25.953]  And again, I spent an hour bitching at Trump about that.
[00:26:25.973 --> 00:26:26.993]  When he's wrong, he's wrong.
[00:26:27.013 --> 00:26:27.734]  Because here's the deal.
[00:26:27.974 --> 00:26:29.355]  I'm not going to sit here and kiss his ass.
[00:26:29.735 --> 00:26:34.799]  I don't want to go to Mar-a-Lago and sit around like, you know, at some debutante rally.
[00:26:35.339 --> 00:26:37.061]  I don't want to be part of the power structure.
[00:26:37.121 --> 00:26:37.721]  I want freedom.
[00:26:38.382 --> 00:26:39.602]  I want the globalists off our backs.
[00:26:40.243 --> 00:26:41.244]  And if Trump will do it, great.
[00:26:42.865 --> 00:26:47.308]  But gut level, I know that if he's able to get in, which I think they'll kill him, I actually think he won't be able to get in.
[00:26:47.408 --> 00:26:48.269]  I'll be honest with you right now.
[00:26:49.198 --> 00:26:53.801]  If he's able to get back in, it's curtains for the deep state.
[00:26:55.042 --> 00:26:57.524]  He's going to go after them so hard, it'll make your head spin.
[00:26:57.564 --> 00:26:58.845]  The problem is, they know that.
[00:27:00.786 --> 00:27:03.568]  So, we should have a large discussion about that right now.
[00:27:03.588 --> 00:27:04.669]  We've got loaded phone lines.
[00:27:04.729 --> 00:27:10.453]  Jason, Jason, Carlos, Michael, Anthony, Roberto, Killer.
[00:27:11.681 --> 00:27:15.943]  Savage, Ignacio, Julio, Candace, and others.
[00:27:16.703 --> 00:27:17.463]  So, here's the deal.
[00:27:17.704 --> 00:27:18.644]  We're six minutes to break.
[00:27:18.664 --> 00:27:21.305]  I'm going to take at least five calls, so have your point ready.
[00:27:21.325 --> 00:27:22.125]  I'll move to the next person.
[00:27:22.526 --> 00:27:23.186]  Thanks for calling.
[00:27:23.226 --> 00:27:24.346]  Jason in Corpus Christi, Texas.
[00:27:26.267 --> 00:27:27.748]  Yeah, Alex, long time no talk.
[00:27:27.908 --> 00:27:30.589]  I totally agree with you 100% on all this.
[00:27:31.189 --> 00:27:32.370]  You know, I used to love Trump.
[00:27:32.510 --> 00:27:33.110]  I hated him.
[00:27:34.192 --> 00:27:35.193]  Starting to love him again.
[00:27:35.213 --> 00:27:37.114]  All the right things he's saying.
[00:27:37.255 --> 00:27:38.155]  I don't care who it is.
[00:27:38.516 --> 00:27:43.520]  We just gotta get behind someone and just keep marching forward because we can't let these assholes win, so.
[00:27:46.222 --> 00:27:47.443]  Why are you supporting Trump?
[00:27:47.463 --> 00:27:54.950]  Because I actually listen to him and when I listened to his speech last night, like you said, he's not, he's no globalist.
[00:27:54.990 --> 00:27:55.750]  He's no nobody.
[00:27:55.790 --> 00:27:57.852]  He's fighting and I'm standing behind him 100%.
[00:27:59.401 --> 00:28:00.582]  And again, you get my point.
[00:28:00.922 --> 00:28:04.083]  That type of rhetoric hurts the New World Order so bad.
[00:28:04.143 --> 00:28:09.106]  I mean, you know, words at that level, exposing they're the enemy and the bad guys, you couldn't ask for something better.
[00:28:09.386 --> 00:28:10.466]  I mean, that is devastating.
[00:28:11.227 --> 00:28:12.767]  That's why they want you, Mr. Jones.
[00:28:12.787 --> 00:28:13.648]  It's the same thing.
[00:28:13.688 --> 00:28:15.268]  They want us all, and they ain't gonna get it.
[00:28:15.289 --> 00:28:17.309]  So, time to saddle up, boys.
[00:28:17.650 --> 00:28:18.270]  Let's go to work.
[00:28:19.952 --> 00:28:20.372]  I hear you.
[00:28:20.813 --> 00:28:21.694]  I'm saying it right now.
[00:28:22.274 --> 00:28:24.896]  I support Trump fighting World War III and I support Trump.
[00:28:25.197 --> 00:28:28.119]  You know, DeSantis came out and said he was anti-war a week ago, two weeks ago.
[00:28:28.139 --> 00:28:29.240]  Now he came out and said he loves war.
[00:28:29.861 --> 00:28:32.423]  So, I don't like that out of DeSantis.
[00:28:32.963 --> 00:28:34.765]  Jason in Arlington, Texas, you're on the air.
[00:28:34.785 --> 00:28:35.906]  You think Trump's a Judas Goat.
[00:28:35.926 --> 00:28:36.446]  Tell us about it.
[00:28:37.567 --> 00:28:38.528]  Hey Alex, you hear me okay?
[00:28:38.728 --> 00:28:39.549]  Yes sir, thanks for calling.
[00:28:40.810 --> 00:28:44.934]  Okay, so I think Trump is a new version of Operation Trust.
[00:28:45.720 --> 00:28:49.001]  I think that the corrupt system knew that their cover was blown.
[00:28:49.041 --> 00:28:51.543]  They know that they have about a single-digit approval rating.
[00:28:51.563 --> 00:28:52.423]  You've said that many times.
[00:28:52.883 --> 00:28:57.605]  So they needed a controlled opposition operative to pacify any real resistance.
[00:28:58.005 --> 00:29:01.427]  And that's exactly what Trump does, because he never gets at the real issues.
[00:29:01.527 --> 00:29:02.527]  The Federal Reserve.
[00:29:02.928 --> 00:29:04.408]  The military-industrial complex.
[00:29:04.928 --> 00:29:05.569]  Ron Paul.
[00:29:05.649 --> 00:29:08.150]  I think Trump is wearing the mask of Ron Paul.
[00:29:08.792 --> 00:29:12.173]  And the system stopped Ron Paul because they knew he was real.
[00:29:12.253 --> 00:29:13.494]  Same thing with Ross Perot.
[00:29:13.954 --> 00:29:14.894]  Those were real guys.
[00:29:15.335 --> 00:29:17.735]  Trump has always been a part of this system.
[00:29:18.116 --> 00:29:28.560]  There's even a really interesting video of Sammy the Bull Gravano on YouTube where he says back in the day he tried to shake down Trump but couldn't because Trump was surrounded by FBI.
[00:29:28.940 --> 00:29:31.981]  So he's had FBI around him for basically his whole career.
[00:29:32.401 --> 00:29:35.204]  Now, Alex, you are the real thought leader, okay?
[00:29:35.544 --> 00:29:36.645]  Trump needed you.
[00:29:37.165 --> 00:29:38.126]  You don't need Trump.
[00:29:38.426 --> 00:29:43.511]  Trump came and bent the knee to you because he needed your audience.
[00:29:44.111 --> 00:29:46.113]  He needed to get the patriots on his side.
[00:29:46.533 --> 00:29:47.634]  But he is not real.
[00:29:47.934 --> 00:29:52.518]  He is Operation Trust 2.0 because the system is way more sophisticated than we give him credit for.
[00:29:52.839 --> 00:29:53.779]  They know what they're doing.
[00:29:54.100 --> 00:29:56.001]  They needed to mislead the resistance.
[00:29:56.862 --> 00:29:57.983]  That's my main point.
[00:29:59.605 --> 00:30:06.991]  The only way you're right, and you could be, is that we take the horrible Democrat attacks on Trump as if they're the full deep state.
[00:30:07.011 --> 00:30:08.052]  They're not the full deep state.
[00:30:08.393 --> 00:30:09.594]  They legitimately don't like him.
[00:30:10.353 --> 00:30:17.056]  But I think you're right that at a certain level, part of the deep state is opposition to the leftist and that Trump's their guy.
[00:30:17.076 --> 00:30:19.997]  I just don't know if Trump actually knows that, because I know Trump.
[00:30:20.017 --> 00:30:20.918]  I've talked to him a ton.
[00:30:21.278 --> 00:30:22.238]  I know folks that know him well.
[00:30:22.579 --> 00:30:24.639]  There is nobody, brother, telling him what to do.
[00:30:24.900 --> 00:30:26.140]  I mean, let me tell you.
[00:30:26.760 --> 00:30:32.623]  So you could say he serves a bad element or something at some point, but he makes all his own decisions.
[00:30:35.376 --> 00:30:40.860]  I mean, he may be getting played or something, but I don't think he consciously is trying to sell the country out.
[00:30:40.880 --> 00:30:41.340]  What do you think?
[00:30:43.362 --> 00:30:49.346]  The phrase that you coined geniusly back in the day, the left-right paradigm, it's fake.
[00:30:49.966 --> 00:30:50.707]  It doesn't exist.
[00:30:51.347 --> 00:30:56.390]  So they had to create an anti-system character to corral everyone.
[00:30:56.891 --> 00:30:58.432]  And that's totally what Jan Six went.
[00:30:58.852 --> 00:30:59.953]  I mean, look at the Q Shaman.
[00:30:59.973 --> 00:31:02.775]  Look at that situation where he came in dressed like a complete idiot.
[00:31:03.557 --> 00:31:04.938]  To me, that was a crisis actor.
[00:31:05.258 --> 00:31:07.700]  To me, that was someone that the system put in there for a photo op.
[00:31:08.641 --> 00:31:11.123]  Yeah, but we now know he's in jail and got set up.
[00:31:11.403 --> 00:31:12.143]  But I hear your point.
[00:31:12.163 --> 00:31:12.864]  I appreciate your call.
[00:31:13.264 --> 00:31:15.606]  Carlos in Canada, what's your view on Trump?
[00:31:20.089 --> 00:31:20.369]  Hello?
[00:31:20.889 --> 00:31:21.730]  Yes, you're on the air, sir.
[00:31:22.511 --> 00:31:23.311]  Thank you, Alex.
[00:31:23.591 --> 00:31:24.212]  Happy Sunday.
[00:31:24.711 --> 00:31:30.951]   I was distracted, but I want to tell you, if you want to reflect a little bit in 2016,
[00:31:30.951 --> 00:31:35.490]  listen to President Trump's inaugural speech.
[00:31:35.490 --> 00:31:40.070]   It will give you an idea as to where he was coming from and what he wanted to achieve.
[00:31:40.070 --> 00:31:46.831]   Shortly afterwards, you realize, and others, that he did not have a team behind him.
[00:31:46.831 --> 00:31:47.951]  He trusted.
[00:31:47.951 --> 00:31:53.672]   He thought he could trust Jeff Sessions, but that was only a superficial relationship with
[00:31:53.672 --> 00:31:59.672]   a senator that was loyal to the Senate, a Senate that internally was against the president.
[00:31:59.672 --> 00:32:03.592]  He was not supposed to be elected, and he was.
[00:32:03.592 --> 00:32:11.551]   Thirdly, if you want to understand why President Trump will be elected again, it will be because
[00:32:11.551 --> 00:32:16.912]   he understands America probably better than a lot of people who are billionaires and have
[00:32:16.912 --> 00:32:17.912]  been billionaires.
[00:32:18.497 --> 00:32:27.685]  He is an American, self-made from apparently the Western type of thinking, but from New York, who wanted, like all billionaires, to win at the win.
[00:32:28.045 --> 00:32:30.287]  So for him, winning is important.
[00:32:30.785 --> 00:32:33.786]  But he could not have won because he didn't have a team.
[00:32:34.166 --> 00:32:34.967]  He must have a team.
[00:32:35.347 --> 00:32:44.111]  And if he doesn't, at present time, and remember, we told him in May 2020, drop everything and work on the election.
[00:32:44.171 --> 00:32:46.972]  Make sure that the election is not turned against you.
[00:32:47.512 --> 00:32:52.114]  If this doesn't happen before 2024, we'll just have a repeat.
[00:32:52.614 --> 00:32:55.596]  He has to make sure that every vote counts.
[00:32:56.216 --> 00:32:56.516]  Simple.
[00:32:57.136 --> 00:32:58.677]  All right, stay there, Carlos.
[00:32:59.177 --> 00:33:01.879]  We'll give you about another minute to finish up on any other points you've got.
[00:33:01.919 --> 00:33:07.402]  Then Michael, Anthony, Roberto, Killer, Savage, Ignacio, Julio, Candace and others.
[00:33:07.782 --> 00:33:09.063]  Ton of phone calls coming up.
[00:33:09.103 --> 00:33:10.264]  Stay with us at fullwars.com.
[00:33:10.384 --> 00:33:20.590]  All right, Roger Stone has some big breaking news on the Trump front.
[00:33:21.270 --> 00:33:22.731]  He'll be popping in next hour.
[00:33:24.384 --> 00:33:29.446]  Carlos, I wanted you to finish up the points you were making on Trump.
[00:33:29.486 --> 00:33:34.048]  Look, I know Trump is way farther than perfect, but I know the deep state actually hates him.
[00:33:34.508 --> 00:33:37.369]  What do you say to callers that say he's an operative for him?
[00:33:37.749 --> 00:33:41.431]  He's a pretty articulate caller, and I almost agree with him, but then I don't.
[00:33:42.411 --> 00:33:44.832]  You know, that say he's controlled opposition.
[00:33:45.312 --> 00:33:46.513]  What do you say about that, Carlos?
[00:33:47.633 --> 00:33:48.353]  I don't think so.
[00:33:48.933 --> 00:33:52.715]  You see, I've been calling your program since 2016, actually.
[00:33:54.523 --> 00:33:57.264]  Immediately after the last debate with Hillary Clinton.
[00:33:57.864 --> 00:33:59.844]  And I have to tell you this.
[00:34:00.745 --> 00:34:03.645]  President Trump, before running, he's a businessman.
[00:34:03.965 --> 00:34:06.826]  He had invested over $100 million in this affair.
[00:34:07.346 --> 00:34:12.307]  He wasn't going to leave anything that could come against him uncovered.
[00:34:13.087 --> 00:34:20.949]  Yes, people would criticize him, vent all sorts of things about him, but he knew very well that he had to be clean and to have to be straight.
[00:34:21.573 --> 00:34:30.498]  What was devastating about his campaign was that he said to the blacks of America, black people of America, he said to them, hey, what have the Democrats have done for you lately?
[00:34:31.438 --> 00:34:33.999]  And that simply left a question mark dangling.
[00:34:34.500 --> 00:34:39.042]  When he looked at the open borders and he said to people, look, you don't just let anybody in.
[00:34:39.062 --> 00:34:40.683]  We have borders to keep criminals out.
[00:34:41.323 --> 00:34:43.064]  OK, there are rules.
[00:34:43.564 --> 00:34:45.225]  People realize he's right.
[00:34:45.926 --> 00:34:48.287]  Now, all of those things he tried to say and do.
[00:34:48.792 --> 00:34:51.494]  Now have been used against to divide the people of America.
[00:34:52.014 --> 00:34:54.276]  And my advice to President Trump is this.
[00:34:54.996 --> 00:35:01.060]  Get yourself a team of people that are good people, proven in the field, real patriots like yourself.
[00:35:01.934 --> 00:35:04.435]  And don't just go for whoever tells you.
[00:35:04.895 --> 00:35:12.138]  Don't wait until somebody tells you, oh, you have to take in John Bolton and then ask permission, as he did in May 2020.
[00:35:13.039 --> 00:35:14.799]  Can I get rid of this guy, Bolton, please?
[00:35:14.879 --> 00:35:15.459]  Absolutely.
[00:35:15.520 --> 00:35:18.641]  I mean, that shows how he brought in the establishment because they lied to his face.
[00:35:19.381 --> 00:35:22.603]  And so, there won't be some honeymoon if he wins this time with me.
[00:35:23.144 --> 00:35:28.768]  Of course, a year and a half from now, it's like a million years from now, we'll be putting his feet to the fire the entire time.
[00:35:28.848 --> 00:35:32.010]  I just ask folks that are against Trump, what is your other option?
[00:35:32.310 --> 00:35:33.631]  I appreciate your call, Carlos.
[00:35:33.651 --> 00:35:34.111]  Good points.
[00:35:35.132 --> 00:35:38.615]  Michael, in FEMA Region 10, that means the West Coast, you're on the air.
[00:35:38.655 --> 00:35:39.075]  Go ahead.
[00:35:40.076 --> 00:35:40.476]  Hey, Alex.
[00:35:41.317 --> 00:35:42.297]  So, let me get this straight.
[00:35:42.437 --> 00:35:58.287]   A 74-year-old billionaire No, I mean, I know Trump personally.
[00:35:58.347 --> 00:36:00.029]  He is completely pig-headed.
[00:36:00.129 --> 00:36:01.430]  No one is telling him anything.
[00:36:02.050 --> 00:36:06.754]  In fact, we know his family is telling him not to run, so now he won't even talk to them, other than Don.
[00:36:07.034 --> 00:36:08.876]  The word is, he doesn't even talk to the rest of his family now.
[00:36:10.121 --> 00:36:13.904]  The thing about Trump is that you can tell he's genuinely a patriot.
[00:36:14.405 --> 00:36:15.806]  This guy loves his country.
[00:36:15.966 --> 00:36:17.047]  It's absolutely clear.
[00:36:17.527 --> 00:36:23.552]  The other thing is I've really enjoyed your interviews of Michael Flynn, General Flynn, and Flynn is a patriot.
[00:36:23.592 --> 00:36:28.516]  You know, now Flynn, he used to be a Democrat and now he's changed because he's seen the inside.
[00:36:28.596 --> 00:36:30.037]  He knows how devious it is.
[00:36:30.938 --> 00:36:35.241]  But, you know, one thing about Trump is that he is appointing judges who've changed.
[00:36:36.341 --> 00:36:39.243]  Uh, the federal courts for the better, and then that's getting reversed by Biden, yeah.
[00:36:39.264 --> 00:36:40.625]  Look what's happened with the Supreme Court!
[00:36:41.305 --> 00:36:41.705]  That's right.
[00:36:41.745 --> 00:36:46.869]  The Bruin decision, which is restoring the Second Amendment and our right to bear arms, is because of Trump.
[00:36:47.190 --> 00:36:51.713]  You think some controlled opposition guy... And we've been winning every major federal case right now.
[00:36:52.113 --> 00:36:54.075]  All the Democrat gun legislation is being thrown out.
[00:36:55.103 --> 00:36:55.363]  Yes.
[00:36:55.824 --> 00:37:12.487]  Now, let me tell you, there are three military officers that, about 2017, we sent in a suggestion to the Department of Defense because the Department of War, back in 1938, had a citizenship guide which taught citizenship to all the military.
[00:37:13.127 --> 00:37:16.251]  You know the 1776 commission that Trump put out?
[00:37:16.291 --> 00:37:18.894]  You think some controlled opposition guy is going to do that?
[00:37:19.174 --> 00:37:20.416]  That's what a patriot does.
[00:37:20.756 --> 00:37:28.585]  There is no better time to teach our troops, all of them and all branches of the services, about our constitution, our heritage.
[00:37:28.825 --> 00:37:30.367]  That's what our country needs to do.
[00:37:30.407 --> 00:37:30.587]  I agree.
[00:37:30.607 --> 00:37:33.791]  If we took the country even partially back now, it's prime to totally wake up.
[00:37:34.505 --> 00:37:38.827]  He would never put a 1776 commission in unless he loved the country.
[00:37:38.867 --> 00:37:42.950]  So all of these clowns out there who are trying to find, overthinking things.
[00:37:43.010 --> 00:37:48.413]  Now the guy who was articulate, who was saying that Trump's a controlled opposite, he's overthinking it.
[00:37:48.493 --> 00:37:52.075]  You need to look at what people do rather than what they say.
[00:37:52.535 --> 00:37:56.317]  And when you look at what Trump did, the man loves his country.
[00:37:56.857 --> 00:37:57.157]  Alright?
[00:37:57.177 --> 00:37:59.899]  Well here's my other question to them.
[00:37:59.959 --> 00:38:01.320]  What do we do if we don't have Trump?
[00:38:02.056 --> 00:38:07.478]  I mean, you got DeSantis saying, I love DeSantis in a lot of ways, but George Herbert Walker Bush is his idol.
[00:38:08.358 --> 00:38:10.079]  He's pro-Russia war.
[00:38:10.459 --> 00:38:14.661]  And I still like DeSantis, don't get me wrong, but I mean, Trump is just way out ahead of him right now.
[00:38:15.361 --> 00:38:20.983]  The rhetoric of, we're going to defeat the deep state, the New World Order, and fire all these agency heads, and restore the republic.
[00:38:21.003 --> 00:38:24.164]  I mean, they hate those ideas even being out there.
[00:38:24.204 --> 00:38:26.185]  Those ideas are coffin nails to them.
[00:38:26.963 --> 00:38:31.927]  That's right, that's because everybody who makes it to the top in politics has been vetted along the way.
[00:38:32.207 --> 00:38:36.611]  There's only one guy that hasn't been vetted, and that's Trump, because he is not a politician.
[00:38:36.691 --> 00:38:39.934]  And by vetted, they've been compromised over and over again.
[00:38:40.314 --> 00:38:40.955]  Absolutely!
[00:38:42.512 --> 00:38:43.713]  That's exactly right, Alex.
[00:38:43.833 --> 00:38:45.294]  You know that better than anybody.
[00:38:45.614 --> 00:38:46.315]  Even Pence.
[00:38:46.415 --> 00:38:47.856]  We thought he's Mr. Christian.
[00:38:48.356 --> 00:38:49.057]  Conservative.
[00:38:49.397 --> 00:38:51.218]  He was part of the Deep State as well.
[00:38:51.358 --> 00:38:52.479]  He's a swamp creature.
[00:38:52.659 --> 00:38:53.620]  There's no doubt about that.
[00:38:53.700 --> 00:38:54.581]  I appreciate your call.
[00:38:54.921 --> 00:39:00.004]  And what the process the last seven years has been has shown us is Roger Stone's coming up next hour.
[00:39:00.024 --> 00:39:01.025]  We'll take your calls as well.
[00:39:01.065 --> 00:39:02.726]  Let's go to Anthony in Utah.
[00:39:02.987 --> 00:39:03.767]  You're on the air, Anthony.
[00:39:03.807 --> 00:39:04.127]  Go ahead.
[00:39:06.029 --> 00:39:07.049]  Yes, Alex.
[00:39:07.430 --> 00:39:08.791]  I want to talk about something.
[00:39:09.231 --> 00:39:21.538]   Chuck Schumer, he's allowed to say Roughly, to a reporter, that the CIA has seven ways to Sunday to, what do you call again?
[00:39:21.678 --> 00:39:26.940]  The deep state, the intelligence agencies have seven ways to Sunday to get back at somebody.
[00:39:28.261 --> 00:39:37.285]  That if he doesn't vote towards the correct way with abortion, that he's going to feel the heat on him.
[00:39:37.585 --> 00:39:39.226]  The world will feel the heat on him.
[00:39:39.706 --> 00:39:40.026]  Okay?
[00:39:40.286 --> 00:39:52.436]   And then he also said, Maxine Warner says if I see somebody, if anybody sees anybody in a gas station or in a restaurant or any other place, you get in their face!
[00:39:52.756 --> 00:39:53.937]  You get in their face!
[00:39:54.397 --> 00:39:56.498]  And you tell them you ain't welcome here!
[00:39:56.598 --> 00:39:57.819]  You can't come here!
[00:39:58.259 --> 00:39:58.560]  Okay?
[00:39:58.620 --> 00:40:12.470]   And then you had some comedian who had a mock dummy head of Trump, okay, that they cut off and it was dripping blood and she was walking around And his son happened to see that.
[00:40:12.490 --> 00:40:14.391]  I'm going to call it a commercial for right now.
[00:40:14.951 --> 00:40:15.231]  Okay?
[00:40:15.632 --> 00:40:18.733]  And his son got very scared that he thought his father was dead.
[00:40:19.133 --> 00:40:22.155]  That was about five years ago.
[00:40:22.215 --> 00:40:22.755]  Hello, Alex.
[00:40:22.815 --> 00:40:23.235]  Are you there?
[00:40:23.255 --> 00:40:23.235]  100%.
[00:40:24.816 --> 00:40:26.077]  I'm listening to you, brother.
[00:40:28.278 --> 00:40:28.558]  Hello?
[00:40:28.978 --> 00:40:29.258]  Yes.
[00:40:30.359 --> 00:40:31.460]  Anthony, I appreciate your call.
[00:40:31.560 --> 00:40:33.220]  Your phone has lost connection.
[00:40:34.061 --> 00:40:36.062]  Let's go to Roberto in Florida, then Roger Stone.
[00:40:36.102 --> 00:40:36.962]  Roberto, go ahead.
[00:40:38.343 --> 00:40:39.343]  Alex, God bless you.
[00:40:39.404 --> 00:40:40.184]  God bless your crew.
[00:40:41.783 --> 00:40:43.184]  Two quick points I'd like to make.
[00:40:43.244 --> 00:40:45.625]  I'd like to see you get Scott Ritter on if you could.
[00:40:45.685 --> 00:40:48.487]  He did a great speech about the war machine in Ukraine.
[00:40:49.008 --> 00:40:50.449]  People can look it up on YouTube.
[00:40:50.649 --> 00:40:52.490]  Yeah, I haven't had Scott Ritter on in about 14 years.
[00:40:52.530 --> 00:40:53.431]  We should get him back on.
[00:40:54.552 --> 00:40:55.973]  Great, great person.
[00:40:57.094 --> 00:41:00.296]  My thing is, I'm recently saved, recently baptized.
[00:41:00.996 --> 00:41:02.557]  Baptized in the name of Jesus Christ.
[00:41:03.398 --> 00:41:07.441]  The guy who died for our sins, paid for our souls with his blood.
[00:41:07.781 --> 00:41:09.843]  We are all bought and paid for by him.
[00:41:10.836 --> 00:41:13.579]  We are true God, sons of God, daughters of God.
[00:41:14.600 --> 00:41:15.902]  People need to read their Bibles.
[00:41:15.922 --> 00:41:17.163]  This has all been pre-written.
[00:41:17.443 --> 00:41:19.385]  There's nothing we can do to control any of this.
[00:41:19.405 --> 00:41:22.248]  I did agree with Trump in the beginning.
[00:41:22.389 --> 00:41:22.809]  I don't know.
[00:41:22.829 --> 00:41:24.451]  Fool me once, you're bad.
[00:41:24.551 --> 00:41:25.752]  Fool me twice, my bad.
[00:41:25.772 --> 00:41:30.818]  I don't know what to think anymore, but I do know it's safe to read your Bible.
[00:41:31.860 --> 00:41:34.702]  And if you're ever down in Sarasota, I just moved down here to Florida.
[00:41:34.722 --> 00:41:35.822]  I found a great church.
[00:41:35.902 --> 00:41:40.244]  The pastor speaks about everything that you talk that no one speaks about.
[00:41:40.324 --> 00:41:41.625]  This guy talks about it all.
[00:41:41.685 --> 00:41:42.246]  What's his name?
[00:41:42.306 --> 00:41:43.066]  What's the name of the church?
[00:41:44.167 --> 00:41:46.648]  Pastor Danny in Manatee County.
[00:41:47.158 --> 00:42:10.158]  And it's the House of Fellowship.
[00:42:10.181 --> 00:42:10.501]  Central.
[00:42:10.882 --> 00:42:15.710]  But Roger Stone has got a lot of big breaking news, a lot of big developments.
[00:42:16.050 --> 00:42:16.972]  Roger, great to have you here.
[00:42:16.992 --> 00:42:19.977]  We're going to break in about a minute, but give us a prelude to what you're going to be covering.
[00:42:21.189 --> 00:42:39.276]  You know, Alex, you now have the New York Times and The Hill, two left-wing publications, openly admitting that Donald Trump's attacks on Ron DeSantis have had the desired effect, as has his combative, pugilistic approach to the various investigations.
[00:42:40.037 --> 00:42:50.241]  And he is literally soaring in the polls, and I think going to soon be untouchable for the Republican nomination, and once again, our strongest possible nominee.
[00:42:51.051 --> 00:42:53.992]  The Governor DeSantis has misplayed his cards badly here.
[00:42:54.312 --> 00:42:55.712]  I want to talk to you all about it.
[00:42:56.292 --> 00:43:01.373]  And we got 20 seconds to break, but average poll, Trump 28 points ahead of DeSantis.
