[00:00:00.000 --> 00:00:02.660]  [BEEPING]
[00:56:48.485 --> 00:56:50.428]  You've got Thomas Jefferson at the age of 33.
[00:56:51.028 --> 00:56:52.430]  People say, I'm old, I'm young.
[00:56:52.871 --> 00:56:54.172]  Well, I'm old compared to Thomas Jefferson.
[00:56:54.212 --> 00:56:56.515]  He was 33 when he wrote the Declaration of Independence.
[00:56:57.076 --> 00:57:01.279]  You have people who are the pioneers, the explorers, the unafraid, that said, you know what?
[00:57:01.399 --> 00:57:04.222]  We are going to not just be victimized by this.
[00:57:04.642 --> 00:57:05.963]  We're going to chart a new way forward.
[00:57:05.983 --> 00:57:06.363]  Well, 33 was old.
[00:57:06.383 --> 00:57:07.484]  That's the moment we live in.
[00:57:07.604 --> 00:57:08.885]  I totally agree.
[00:57:08.905 --> 00:57:11.547]  33 was old back then, because a lot of people died young.
[00:57:11.567 --> 00:57:15.150]  You either die young or live a really long time, but the average was we didn't live as long.
[00:57:15.470 --> 00:57:16.031]  You're absolutely right.
[00:57:16.611 --> 00:57:17.692]  People were married by 16.
[00:57:18.293 --> 00:57:19.974]  People were explorers by 16.
[00:57:20.394 --> 00:57:21.915]  And, you know, Thomas Jefferson lived a long time.
[00:57:22.036 --> 00:57:25.779]  By 33, he was leading a revolution against an empire that had never been invented.
[00:57:25.839 --> 00:57:26.139]  And an inventor.
[00:57:26.179 --> 00:57:27.220]  And he was inventing things.
[00:57:27.260 --> 00:57:27.840]  He was an engineer.
[00:57:27.880 --> 00:57:28.721]  He invented the swivel chair.
[00:57:28.541 --> 00:57:31.201]   shared a bunch of other things to while he's running the declaration of
[00:57:31.201 --> 00:57:46.821]   independence alex
[00:57:46.821 --> 00:57:57.700]   the the Elon Musk has valiantly restored myself back to Twitter.
[00:57:58.341 --> 00:58:02.184]  We've received several million followers in just the last six hours.
[00:58:02.685 --> 00:58:05.047]  I was able to interview him today for over two hours.
[00:58:05.367 --> 00:58:09.931]  That interview drops tomorrow at InfoWars.com forward slash show at 11 a.m.
[00:58:10.052 --> 00:58:10.412]  Central.
[00:58:10.492 --> 00:58:13.395]  Clips are already all over ex-formerly Twitter.
[00:58:14.261 --> 00:58:21.327]  But despite all this incredible news, the deep state, the CIA, has been coming after us and it's almost shut us down.
[00:58:21.388 --> 00:58:22.729]  We need funding to keep fighting.
[00:58:23.249 --> 00:58:32.137]  And I make it easy to fund the operation with this new book, The Great Awakening, part two of my last book that was a number one bestseller worldwide.
[00:58:33.018 --> 00:58:34.499]  The Great Reset, The War for the World.
[00:58:34.679 --> 00:58:40.043]  This is The Great Awakening, The Plan to Defeat the Globalists, and Launch the Second Great Renaissance.
[00:58:40.464 --> 00:58:41.745]  This book is incredible.
[00:58:42.025 --> 00:58:45.147]  It lays out the enemy's plans and how to counter them.
[00:58:45.167 --> 00:58:48.570]  You can get a signed copy that's a fundraiser to keep us on air.
[00:58:48.590 --> 00:58:54.154]  A signed copy at mfolwarrestore.com exclusively, or an unsigned copy at mfolwarrestore.com.
[00:58:54.534 --> 00:58:56.876]  Or if you want to drive it to number one on Amazon.
[00:58:56.896 --> 00:58:57.937]  It was like number 25 yesterday.
[00:58:59.398 --> 00:59:02.340]  We can do it together at Amazon.com.
[00:59:02.700 --> 00:59:05.802]  Get The Great Awakening by Alex Jones right now.
[00:59:05.882 --> 00:59:09.104]  But regardless, join us weekdays at 11 a.m.
[00:59:09.144 --> 00:59:13.107]  Central at Infowars.com forward slash show and Band.video.
[00:59:13.247 --> 00:59:24.294]  And now on X at The Real Alex Jones where my show Uncensored is now available thanks to all of you and Tucker Carlson pushing Elon Musk to do the right thing.
[00:59:24.674 --> 00:59:27.196]  This is the fight for our free speech, the fight for the future.
[00:59:27.537 --> 00:59:30.599]  I'll see you all at the Real Alex Jones on Twitter right now.
[00:59:30.819 --> 00:59:43.530]  Please follow us there at the Real Alex Jones.
[00:59:43.570 --> 00:59:45.432]  This is Oda from CCP.
[00:59:45.552 --> 00:59:47.333]  I am the really Z-Pin.
[00:59:47.674 --> 00:59:49.976]  Do not visit importwarshow.com!
[00:59:49.836 --> 00:59:52.556]  Do not, do not, do not.
[00:59:52.556 --> 01:00:06.715]  Go to hell, New World Order.
[01:00:06.715 --> 01:00:15.836]  [Music]
[01:00:15.951 --> 01:00:16.492]  What kept you?
[01:00:16.812 --> 01:00:18.153]  We, uh, ran into some old friends.
[01:00:18.373 --> 01:00:18.974]  Is your boy?
[01:00:19.174 --> 01:00:20.495]  Seems okay if we can get to it.
[01:00:24.459 --> 01:00:29.459]   If you strike me down, I shall become more powerful than you could possibly imagine.
[01:00:29.459 --> 01:00:51.138]   Harrison, visit InfoWars.com/show I hope that old man got that tractor beam out of commission or this is gonna be a real short trip.
[01:00:51.179 --> 01:00:51.559]  Okay, yes!
[01:00:53.168 --> 01:00:59.491]  While other networks lie to you about what's happening now, InfoWars tells you the truth about what's happening next.
[01:01:00.171 --> 01:01:03.373]  Visit InfoWars.com forward slash show today.
[01:01:03.413 --> 01:01:17.520]  That spirit, in some ways, would history have produced the Thomas Jeffersons and the Alexander Hamiltons of the world if it weren't for the fact that they had this oppressive regime to stand up against?
[01:01:18.220 --> 01:01:19.141]  I think probably not.
[01:01:19.481 --> 01:01:20.382]  I totally agree.
[01:01:20.402 --> 01:01:22.903]  So this is an opportunity, the moment we live in.
[01:01:22.923 --> 01:01:30.969]  I am sick and tired even myself of, I don't know if you've read some of the books I've written or anything like this, of pointing out the problem.
[01:01:31.109 --> 01:01:31.810]  I've got plenty of that.
[01:01:33.359 --> 01:01:34.520]  This is our opportunity now.
[01:01:34.560 --> 01:01:37.043]  We're not just going to throw up our hands and complain about it.
[01:01:37.824 --> 01:01:39.026]  This is our moment to revive.
[01:01:39.386 --> 01:01:39.787]  I agree.
[01:01:39.807 --> 01:01:40.828]  My wife's a huge fan.
[01:01:41.268 --> 01:01:41.569]  Thank you.
[01:01:41.589 --> 01:01:42.049]  Tell her thank you.
[01:01:42.069 --> 01:01:42.430]  What's her name?
[01:01:42.830 --> 01:01:43.030]  Erica.
[01:01:43.090 --> 01:01:44.012]  Erica, tell her thank you.
[01:01:44.032 --> 01:01:46.394]  She almost got up this morning, but we don't have anybody to take care of my daughter.
[01:01:46.414 --> 01:01:47.075]  She's got to go to school.
[01:01:47.095 --> 01:01:47.796]  How old's your daughter?
[01:01:48.036 --> 01:01:48.437]  Six and a half.
[01:01:51.038 --> 01:01:53.540]  I've got four children, three with my first wife and one with her.
[01:01:53.560 --> 01:01:56.482]  I don't mean to interrupt, you're so dead on.
[01:01:56.522 --> 01:01:59.224]  I see you talk about this is our 1776 moment.
[01:01:59.464 --> 01:02:00.104]  I really mean that.
[01:02:00.164 --> 01:02:01.285]  This is an opportunity, it is.
[01:02:01.625 --> 01:02:06.308]  Instead of being the leftist mind and we're being attacked, we're being oppressed, let's give up and complain.
[01:02:06.528 --> 01:02:13.633]  Let's innovate, let's out-communicate, let's use this pressure like lifting weights or jogging or climbing a mountain.
[01:02:14.132 --> 01:02:17.932]   you get stronger that which doesn't kill me only makes me stronger to quote me
[01:02:17.932 --> 01:02:25.532]   yes yes and this is 1776 part 2 for the whole world it's very exciting you know
[01:02:25.532 --> 01:02:28.772]   and I think we've got to go through stages of this and you've been doing
[01:02:28.772 --> 01:02:33.851]   this in my own corner of the world I've been doing this to point out the problem
[01:02:33.851 --> 01:02:38.452]   and see it with clear eyes you can't win a war unless you know that you're in one
[01:02:38.452 --> 01:02:42.413]   that's the first step alone and you got a bunch of people on that Republican
[01:02:42.413 --> 01:02:46.332]   Party stage that have no clue I mean these are clueless they don't even know
[01:02:46.332 --> 01:02:50.251]   what they're just I'm a politician no I'm gonna be rich and powerful here are
[01:02:50.251 --> 01:02:55.292]   my my super PAC provided talking points literally they're like
[01:02:53.461 --> 01:02:58.228]  They're like going to a whorehouse and the whores are lined up showing you what they got and telling you their specialty.
[01:02:58.588 --> 01:03:01.673]  I mean, they're literally in front of the corporation saying, I'm good at this, I'm good at that.
[01:03:02.514 --> 01:03:06.059]  Money is the mother's milk of politics, so put them to one side.
[01:03:07.020 --> 01:03:10.601]  My view is, you can't win a war unless you know you're in one.
[01:03:10.701 --> 01:03:19.145]  And part of my job has been laying out the weaponization of financial markets, the weaponization of our capital, the weaponization of basically every sphere of our lives.
[01:03:19.525 --> 01:03:29.869]  This fringe minority view has taken over institutions from K-12 education, to our universities, to Wall Street, to Silicon Valley, to our U.S.
[01:03:29.949 --> 01:03:30.529]  military.
[01:03:31.149 --> 01:03:33.050]  Now, I think it's worth pausing.
[01:03:33.070 --> 01:03:35.191]  I was going to get to the positive part before I do that.
[01:03:35.911 --> 01:03:42.933]  I think it's worth answering the question of why this other side has managed to take over every institution.
[01:03:43.253 --> 01:03:45.154]  And I have an unconventional theory of this one, Alex.
[01:03:46.314 --> 01:03:53.297]  I think that it's worth seeing, you know, you and I may be, you know, we're conservative, people may classify us as being in the right, but take those labels off for a second.
[01:03:53.317 --> 01:03:53.877]  I'm a populist.
[01:03:54.217 --> 01:03:56.918]  I mean, just take, I hate labels, they're not useful.
[01:03:56.938 --> 01:03:57.278]  I agree.
[01:03:57.518 --> 01:03:58.098]  They're reductionist.
[01:03:58.138 --> 01:04:00.019]  So, let's just look at the substance of this.
[01:04:00.339 --> 01:04:02.920]  People who would have identified as being on the old left.
[01:04:04.060 --> 01:04:06.182]  Occupy Wall Street, challenging the bailouts.
[01:04:06.623 --> 01:04:09.125]  The old left version of Breakup Big Tech.
[01:04:09.406 --> 01:04:14.170]  The old left that was critical of colleges charging way too much money for providing far less in return.
[01:04:14.691 --> 01:04:19.976]  The people who have criticized schools in the inner cities failing to serve black kids in the inner city or whatever.
[01:04:20.577 --> 01:04:21.338]  Even our military.
[01:04:21.378 --> 01:04:22.859]  The wars in Iraq and Afghanistan.
[01:04:22.879 --> 01:04:26.242]  A lot of that criticism used to come from what was perceived to be the old left.
[01:04:26.903 --> 01:04:33.749]  What happened was, each of those institutions, what they did was, if you're Wall Street, you don't want to occupy Wall Street, but I'll do the new woke stuff.
[01:04:33.789 --> 01:04:35.150]  Diversity, inclusion, climate change.
[01:04:35.230 --> 01:04:35.490]  Great.
[01:04:36.151 --> 01:04:39.053]  If you're Silicon Valley, I don't like the left-wing breakup big tech.
[01:04:39.434 --> 01:04:43.577]  I'll censor hate speech and misinformation as you define it, but I don't do it for free.
[01:04:43.957 --> 01:04:46.920]  As long as I get to get you off my back.
[01:04:47.380 --> 01:04:47.761]  The U.S.
[01:04:47.801 --> 01:04:51.764]  military, if you're Mark Milley, you don't want to talk about accountability for Iraq and Afghanistan.
[01:04:51.784 --> 01:04:52.505]  Forget about that.
[01:04:52.825 --> 01:04:55.067]  I'll talk about white rage and systemic racism.
[01:04:59.745 --> 01:05:05.488]  Infowarstore.com.
[01:05:07.270 --> 01:05:09.711]  We also have store-wide free shipping, double Patriot points.
[01:05:11.032 --> 01:05:12.693]  We have X2 about to sell out.
[01:05:13.053 --> 01:05:15.735]  We have Winter Sun, the best E3, finally back in stock.
[01:05:16.015 --> 01:05:16.976]  Still good for your immune system.
[01:05:17.396 --> 01:05:21.499]  We have Vazzo Beats with nitrous oxide to boost your heart health.
[01:05:22.499 --> 01:05:22.899]  All of it.
[01:05:23.905 --> 01:05:31.670]  We have TurboForce, the most powerful, high-quality, brain-boosted tropic out there that's also good for you, unlike other brain boosters that aren't.
[01:05:32.251 --> 01:05:33.452]  TurboForce, discounted.
[01:05:33.472 --> 01:05:34.833]  Infowarrestore.com.
[01:05:35.193 --> 01:05:36.454]  Get TurboForce.
[01:05:38.311 --> 01:05:39.412]  Get Winter Son.
[01:05:40.473 --> 01:05:42.855]  Get it all at InfoWarsTore.com.
[01:05:43.175 --> 01:05:45.197]  And I want to thank you all for keeping us on air over the years.
[01:05:45.217 --> 01:05:46.999]  You've seen that we've delivered together.
[01:05:47.379 --> 01:05:48.600]  You delivered supporting us.
[01:05:49.041 --> 01:05:50.262]  I've delivered not giving up.
[01:05:50.602 --> 01:05:53.885]  Praise God and pass the ammunition in the information war.
[01:05:53.905 --> 01:05:55.807]  Get a copy of my book, The Great Awakening.
[01:05:57.028 --> 01:05:59.170]  Signed or unsigned, InfoWarsTore.com.
[01:05:59.330 --> 01:06:01.330]  Take action!
[01:06:01.330 --> 01:06:03.330]  Thanks for watching!
[01:06:03.330 --> 01:06:05.330]  Thanks for watching!
[01:06:05.330 --> 01:06:07.330]  Thanks for watching!
[01:06:07.330 --> 01:06:09.330]  Thanks for watching!
[01:06:09.330 --> 01:06:11.330]  Thanks for watching!
[01:06:10.986 --> 01:06:21.273]  You've got an element of the FBI and these war game scenarios where they can remote control a 747 and they're going to crash it into the World Trade Center.
[01:06:22.054 --> 01:06:28.158]  While other networks lie to you about what's happening now, InfoWars tells you the truth about what's happening next.
[01:06:28.679 --> 01:06:33.142]  Visit InfoWars.com forward slash show and share the link today.
[01:06:33.390 --> 01:06:37.173]  Part of this is a deeper arranged marriage.
[01:06:37.233 --> 01:06:43.378]  It's more like, I mean, use the whorehouse analogy, it's more like mutual prostitution between two strange bedfellows.
[01:06:43.398 --> 01:06:43.638]  That's right.
[01:06:43.658 --> 01:06:44.939]  The power structure has failed.
[01:06:45.439 --> 01:06:47.641]  They're not the aristocrats that are doing it for their own good.
[01:06:48.101 --> 01:06:49.022]  They know they're a fraud.
[01:06:49.082 --> 01:06:50.163]  The system's coming apart.
[01:06:50.663 --> 01:06:51.104]  Yes.
[01:06:51.124 --> 01:06:55.887]  They know it's a fraud, but it's an arranged marriage that allows them to keep their power intact.
[01:06:55.907 --> 01:06:56.608]  That's it.
[01:06:56.628 --> 01:06:58.849]  So anyway, you've talked about several themes.
[01:06:58.870 --> 01:06:59.850]  You know why this is happening, though?
[01:06:59.970 --> 01:07:00.110]  Yeah.
[01:07:02.022 --> 01:07:03.976]  There's a meme, it's totally true, history shows it.
[01:07:04.980 --> 01:07:06.321]  Bad times make hard men.
[01:07:06.421 --> 01:07:07.762]  Hard men make good times.
[01:07:07.902 --> 01:07:09.183]  Good times make weak men.
[01:07:09.243 --> 01:07:10.304]  Weak men make bad times.
[01:07:10.804 --> 01:07:11.465]  It's a cycle.
[01:07:11.525 --> 01:07:13.226]  So, a lot of it is our fault.
[01:07:13.266 --> 01:07:15.268]  We can't just blame the globalists and the aristocracy.
[01:07:16.088 --> 01:07:16.489]  Thank you.
[01:07:16.889 --> 01:07:17.950]  Their rot is our rot.
[01:07:19.351 --> 01:07:20.232]  That's what I'm talking about.
[01:07:20.252 --> 01:07:22.033]  There's so much entertainment, so much food.
[01:07:22.053 --> 01:07:25.355]  We've got to look in the mirror and ask ourselves, why is it that we bend the knee?
[01:07:26.136 --> 01:07:32.561]  Because, yes, when the Israelites escape from the Pharaoh, they're lost in the desert, yet to find the Promised Land.
[01:07:33.683 --> 01:07:34.264]  What did they say?
[01:07:34.324 --> 01:07:37.669]  We want to go back and be ruled by the Pharaoh.
[01:07:37.749 --> 01:07:38.089]  That's right.
[01:07:38.329 --> 01:07:40.372]  And so we can complain about the Pharaoh all we want.
[01:07:40.933 --> 01:07:41.935]  And it exists.
[01:07:42.937 --> 01:07:46.899]  He has the global ESG movement, modern state... But we have to build our own system.
[01:07:46.919 --> 01:07:49.000]  That's actually... What is it that makes us want to bend the knee?
[01:07:49.060 --> 01:07:52.161]  That's actually what this book, The Great Awakening, comes out next week.
[01:07:52.341 --> 01:07:53.942]  It's available on M4's right now, pre-order.
[01:07:54.162 --> 01:07:58.084]  This is a really important book, defeating the globalists and launching the next great renaissance.
[01:07:58.344 --> 01:08:01.065]  I wasn't even going to bring the book up until you brought this up.
[01:08:01.485 --> 01:08:04.167]  This book is not just about how they're bad.
[01:08:04.187 --> 01:08:04.947]  That's half the book.
[01:08:05.027 --> 01:08:06.187]  The rest is solutions.
[01:08:06.568 --> 01:08:08.588]  So I'm really impressed with your work and research.
[01:08:08.608 --> 01:08:09.049]  I hope you'll read it.
[01:08:09.069 --> 01:08:09.569]  Can I take a copy?
[01:08:09.809 --> 01:08:10.669]  Please, sir.
[01:08:10.929 --> 01:08:11.930]  Take a couple for your crew as well.
[01:08:15.987 --> 01:08:16.508]  Absolutely.
[01:08:16.708 --> 01:08:20.310]  But I mean, you're totally nailing it, and I watched and listened to you.
[01:08:20.330 --> 01:08:26.613]  That's how I was able to steal your thunder and say, in fact, you influenced this book, and me hearing you, we've got to talk more about solutions.
[01:08:26.633 --> 01:08:28.654]  And I was already on that kick, but you're right.
[01:08:28.674 --> 01:08:32.636]  I was like, I've got to write a book about solutions and the system we can build that's alternative.
[01:08:32.656 --> 01:08:33.576]  This is the moment now.
[01:08:33.676 --> 01:08:34.257]  Now is our moment to do it.
[01:08:34.277 --> 01:08:35.177]  We can't just say, blow this up.
[01:08:35.197 --> 01:08:38.799]  We've got to have an alternative vision of our own, right?
[01:08:39.320 --> 01:08:44.471]  So, I think that, for me, and it doesn't mean we can't have competing visions, this is the conversation we need to have.
[01:08:45.072 --> 01:08:48.138]  If the left is feeding us race, gender, sexuality, climate...
[01:08:49.261 --> 01:08:50.882]  How about reviving the individual?
[01:08:51.122 --> 01:08:51.362]  Yes.
[01:08:52.002 --> 01:08:52.842]  How about the family?
[01:08:53.083 --> 01:08:53.303]  Yes.
[01:08:53.663 --> 01:08:54.103]  Nation?
[01:08:55.123 --> 01:08:57.444]  Not some nebulous global citizen fighting climate change.
[01:08:57.745 --> 01:09:01.406]  I'm a citizen of this nation, the United States of America, and I'm proud of it.
[01:09:01.466 --> 01:09:02.486]  I'm not going to apologize for it.
[01:09:02.707 --> 01:09:05.208]  And by the way, God, I think, plays a big role in this too.
[01:09:05.228 --> 01:09:07.489]  I think the revival of faith is something that unites us as a country.
[01:09:07.509 --> 01:09:08.029]  I totally agree with that.
[01:09:08.049 --> 01:09:08.869]  That's what the book's about.
[01:09:08.929 --> 01:09:10.370]  And again, I'm not against gay people.
[01:09:10.770 --> 01:09:13.649]  You know, rainbow flag stuff, but it's the new flag.
[01:09:13.649 --> 01:09:16.050]  They're even talking about getting rid of the American flag.
[01:09:16.050 --> 01:09:20.090]   They're now trying to take George Washington's statue down in New York.
[01:09:20.090 --> 01:09:25.850]   They're now doing all of this, and this is all unfolding, and we're having our symbols
[01:09:25.850 --> 01:09:31.370]   that recognize who we are and what we stand for away from us and giving us a new one that
[01:09:31.370 --> 01:09:34.370]  is a government, corporate-directed sex cult.
[01:09:34.581 --> 01:09:40.887]  I don't care if it was a heterosexual cult showing me their flag and taking down our flag and telling my kids about it.
[01:09:41.287 --> 01:09:46.031]  I mean if it was some new flag about NASCAR, I'm not against NASCAR, but it was NASCAR stuff everywhere.
[01:09:46.071 --> 01:09:50.575]  Them telling my kids pledge allegiance to NASCAR, I'd say this is a NASCAR cult, get it out of here.
[01:09:51.035 --> 01:09:52.897]  And what it is... A cult is interesting.
[01:09:53.017 --> 01:09:54.318]  It's an interesting use of the word.
[01:09:54.338 --> 01:09:58.501]   So a cult Is a religion that has not withstood the test of time.
[01:09:59.342 --> 01:09:59.582]  Okay?
[01:10:00.483 --> 01:10:01.184]  So it's short term.
[01:10:01.284 --> 01:10:05.168]  And so, there's an old saying actually, I think it came from Blaise Pascal.
[01:10:05.268 --> 01:10:14.396]  He was a scientist of all things, but he said, if there's a hole the size of God in your heart, and God does not fill it, something else will instead.
[01:10:14.457 --> 01:10:14.817]  Exactly.
[01:10:15.057 --> 01:10:19.679]  And my civic version of that... They kicked God out, and now... Some other poison fills the void.
[01:10:19.699 --> 01:10:20.620]  Demon is filling it.
[01:10:20.680 --> 01:10:28.984]  And so, my version of that, in a civic sense, is if we don't pledge allegiance to the American flag, or to a true flag of our nation...
[01:10:30.043 --> 01:10:32.265]  We're going to pledge allegiance to a different flag instead.
[01:10:32.565 --> 01:10:34.026]  I said that as a matter of analogy.
[01:10:34.326 --> 01:10:36.148]  But now, literally, there are different flags.
[01:10:36.188 --> 01:10:37.088]  I mean, the transgender flag.
[01:10:37.149 --> 01:10:38.129]  And there's more and more and more.
[01:10:38.169 --> 01:10:39.330]  We're being divided and conquered.
[01:10:39.350 --> 01:10:39.751]  That's right.
[01:10:39.871 --> 01:10:43.373]  And they call it the broken coalition strategy.
[01:10:43.774 --> 01:10:47.256]  This came out in the Clinton documents in their library in Little Rock.
[01:10:47.697 --> 01:10:50.739]  And as they're about to win the presidency, they're having meetings.
[01:10:50.779 --> 01:10:51.660]  The papers are public now.
[01:10:52.040 --> 01:10:57.341]  We've got to create the broken coalition strategy nationwide, where no group can be powerful and organized.
[01:10:57.361 --> 01:11:00.582]  So, the parliamentary system's weak, because look at Justin Trudeau.
[01:11:01.502 --> 01:11:10.784]  He only gets 30% of the vote, but he has coalitions with the broken coalition strategy to then have the tyranny of different minorities getting together against the majority.
[01:11:11.364 --> 01:11:16.945]  Oh, it's such an interesting invocation of that, because that describes our current moment right now in this country.
[01:11:16.985 --> 01:11:26.837]   We have, in the name of protecting against a tyranny of the majority, We have created a new tyranny of the minority.
[01:11:27.117 --> 01:11:29.279]  And that minority has captured every institution.
[01:11:29.299 --> 01:11:30.460]  And that's what you told the transgender.
[01:11:30.500 --> 01:11:31.361]  See, I'm quoting you back.
[01:11:31.381 --> 01:11:31.882]  You've taught me a lot.
[01:11:31.902 --> 01:11:32.523]  Yeah, you remember that.
[01:11:32.563 --> 01:11:33.904]  And I gotta tell you, Vivek, of course I do.
[01:11:33.924 --> 01:11:34.505]  I watch you every day.
[01:11:34.905 --> 01:11:36.387]  You and Tucker Carlson are two of my favorite people.
[01:11:36.427 --> 01:11:41.552]  And I tell my listeners, who are real owl-y and don't trust the system, they're like, well, how do we know this guy's good?
[01:11:41.572 --> 01:11:44.635]  And I'm like, there's no way Vivek's saying all these things.
[01:11:45.512 --> 01:11:48.613]  That's like high noon or holy water to a vampire.
[01:11:48.973 --> 01:11:50.114]  He's not one of them.
[01:11:50.234 --> 01:11:52.395]  You do not say these things.
[01:11:52.835 --> 01:11:55.196]  This irrevocably damages the lie.
[01:11:55.556 --> 01:11:58.978]  He is good by the very fruit of the tree, as Christ said.
[01:11:59.078 --> 01:12:00.678]  And my view is people should be skeptical.
[01:12:01.419 --> 01:12:02.339]  No, it's fine to be skeptical.
[01:12:02.379 --> 01:12:05.460]  I always encourage skepticism, but we gotta do something about these people.
[01:12:05.481 --> 01:12:06.221]  We gotta move on.
[01:12:06.381 --> 01:12:07.461]  We gotta do something about these.
[01:12:07.501 --> 01:12:08.422]  I mean, take RFK Jr.
[01:12:10.136 --> 01:12:12.037]  I would say I agree with about 90% of him.
[01:12:12.057 --> 01:12:13.938]  I agree with about 99% of you.
[01:12:13.958 --> 01:12:16.760]  Tucker Carlson... His climate stuff is a little bit off the reservation.
[01:12:16.781 --> 01:12:18.822]  Well, he used to say, we're going to arrest people to question this.
[01:12:18.842 --> 01:12:19.503]  Yeah, yeah, yeah.
[01:12:19.523 --> 01:12:21.184]  And it's really hard to walk that back.
[01:12:21.244 --> 01:12:29.410]  He's got to... something... but he says it's out of context, and I kind of... he was talking about corporations that lie, like cigarette... But still, I think the climate agenda itself is a hoax.
[01:12:29.450 --> 01:12:30.831]  Of course it is.
[01:12:31.011 --> 01:12:32.192]  Climate change is a constant.
[01:12:32.572 --> 01:12:42.766]  I think any person who leads the United States going forward cannot be somebody who accepts the premises of the climate change agenda as a fixed principle.
[01:12:43.167 --> 01:12:47.733]  It's a fear-mongering for the cult to make you think you're bad and give control of your life over to them.
[01:12:47.753 --> 01:12:48.754]  Let me just say something briefly here.
[01:12:49.679 --> 01:12:52.180]  I'm not a petroleum geologist, but I have family that is.
[01:12:52.220 --> 01:12:53.540]  They told me this 30 years ago.
[01:12:54.181 --> 01:12:57.482]  It's not coming from dead whales and dead dinosaurs.
[01:12:58.442 --> 01:13:11.987]  They now have the devices and systems, and they keep finding oil deeper and deeper and deeper and deeper, 50, 60,000 feet, all the way down to the mantle, through the crust, and they're hitting oil and gas deposits that are so big, they don't have pipes that can contain what's coming up.
[01:13:12.547 --> 01:13:23.793]  And what it is, is if you look at Mars, scientists now believe that it once had an atmosphere, but it's, this is a short science lesson, but it once had an atmosphere, but its gravity wasn't big enough to hold the atmosphere and it had water.
[01:13:23.993 --> 01:13:27.055]  We know there's water under the surface, there's water under the surface of the moon, that's been confirmed.
[01:13:27.115 --> 01:13:27.835]  India confirmed that.
[01:13:28.535 --> 01:13:30.135]  What our folks confirmed back in the 60s.
[01:13:30.616 --> 01:13:31.736]  So that's going on.
[01:13:32.276 --> 01:13:36.137]  So there's actually giant reserves and they're saying these gases are bad.
[01:13:36.157 --> 01:13:42.098]  The Earth used to have way higher concentrations of methane, carbon dioxide, oxygen, all these things.
[01:13:42.538 --> 01:13:47.059]  But it's off gas in the space and it has retreated underground.
[01:13:47.459 --> 01:13:55.161]   So if you look at millions of years ago, now what carbon dioxide is You know, zero point whatever, four.
[01:13:55.181 --> 01:13:57.322]  I mean, it's a fraction of a percent.
[01:13:57.722 --> 01:13:59.023]  And things used to be healthier.
[01:13:59.083 --> 01:14:01.685]  Plants can take ten times the carbon dioxide.
[01:14:01.705 --> 01:14:03.486]  They grow faster, need less water.
[01:14:04.166 --> 01:14:04.827]  We need this.
[01:14:04.847 --> 01:14:06.208]  So it's really a magic moment.
[01:14:06.228 --> 01:14:17.234]  Talking about God existing, that right as the Earth starts to slowly lose its atmosphere, and it'll probably still be a few million years, we come along and are digging all this up and terraforming, geoengineering, putting it back up.
[01:14:17.334 --> 01:14:18.275]  It's good, folks.
[01:14:18.455 --> 01:14:20.596]  They want to ban cows because they off-gas methane.
[01:14:20.656 --> 01:14:21.137]  So do you.
[01:14:21.417 --> 01:14:23.338]  Methane helps hold heat in.
[01:14:23.618 --> 01:14:25.799]  We're due for another Ice Age, a 12,000 year cycle.
[01:14:25.819 --> 01:14:27.600]  You know what's funny, Alex?
[01:14:27.761 --> 01:14:34.745]  You probably know this, but if you go to the Newsweek cover magazine or Time magazine in the 1970s... Freezing.
[01:14:35.625 --> 01:14:36.366]  Global Ice Age.
[01:14:37.128 --> 01:14:37.829]  That's what they were saying.
[01:14:37.909 --> 01:14:42.254]  And if you don't abandon our modern way of life for that, in a different direction, we're going to have a global ice age.
[01:14:42.534 --> 01:14:50.123]  More people are going to die this year, eight times as many people, actually, this year, are going to die of cold temperatures rather than warm ones.
[01:14:50.163 --> 01:14:50.623]  Absolutely.
[01:14:51.144 --> 01:14:55.429]  So, these are facts you don't hear in the ordinary climate discourse.
[01:14:55.469 --> 01:14:56.050]  They also lie.
[01:14:56.070 --> 01:14:56.550]  They also lie.
[01:14:56.570 --> 01:14:58.932]  They say, hottest time ever in Death Valley.
[01:14:58.972 --> 01:14:59.192]  No, it's 134.
[01:14:59.232 --> 01:15:01.094]  It hit 131 this year.
[01:15:01.114 --> 01:15:02.735]  They said, Texas.
[01:15:02.795 --> 01:15:03.396]  Hottest ever.
[01:15:03.476 --> 01:15:04.017]  Longest spell.
[01:15:04.357 --> 01:15:13.665]  And then I went back and looked at the books, because I remember playing football in 1990, and they had to cancel two-a-days, because it was 112, and people were dying all over the city of Dallas where I lived.
[01:15:13.905 --> 01:15:15.227]  And it was also in Austin.
[01:15:16.167 --> 01:15:16.848]  But I look at the records.
[01:15:16.868 --> 01:15:17.448]  They're just lying.
[01:15:18.930 --> 01:15:35.871]   So, I think that's what our pro-American movement needs to learn is we've been lied to 360 degrees so much that it can create, first, the first form of laziness is Just believing what you're force-fed.
[01:15:36.171 --> 01:15:41.772]  But now, our movement understands that you gotta reject whatever you're force-fed.
[01:15:41.792 --> 01:15:45.813]  And I don't care if it's even force-fed by mainstream establishment on the left or on the right or whatever.
[01:15:46.173 --> 01:15:47.373]  Reject what you're force-fed.
[01:15:47.393 --> 01:15:47.893]  Question everything.
