[00:00:03.544 --> 00:00:04.325]  We're live.
[00:26:52.398 --> 00:26:56.561]  You see Dr. Robert Malone, the inventor of mRNA, going out giving speeches everywhere, making that point.
[00:26:57.061 --> 00:27:00.163]  I'm glad he's bringing this up because it is a really big deal.
[00:27:00.183 --> 00:27:02.725]  Of course, you got it here almost three years ago.
[00:27:03.485 --> 00:27:07.948]  In late January, you got the whole story before it happened about what was going to happen.
[00:27:08.189 --> 00:27:10.630]  People go back and watch those shows and they go, is this even real?
[00:27:10.950 --> 00:27:13.072]  How the hell did he know all this?
[00:27:13.112 --> 00:27:15.573]  Because I'm studying what they're doing.
[00:27:15.854 --> 00:27:17.595]  And they put it in the legislation.
[00:27:18.902 --> 00:27:23.283]  They had it in legislation 12 years ago, 13 years ago, and in U.N.
[00:27:23.343 --> 00:27:25.504]  plans for everything we just watched the last three years.
[00:27:25.944 --> 00:27:28.225]  They've been drilling and preparing and getting ready.
[00:27:30.345 --> 00:27:33.106]  Adam Carolla went on Fox and made a great point.
[00:27:33.126 --> 00:27:46.250]  He's not ready to give amnesty to the people that suppressed nutraceuticals, that suppressed therapeutics, that locked our kids down and hurt them so bad and knew the mask didn't work, but lied to the public and pushed these poison shots that erase your immune system.
[00:27:47.679 --> 00:27:49.380]  No, we're not giving them amnesty.
[00:27:49.400 --> 00:27:50.640]  They committed crimes against humanity.
[00:27:50.900 --> 00:27:52.261]  Plus, they're not stopping.
[00:27:52.581 --> 00:27:55.742]  They're still pushing more lockdowns and more forced injections.
[00:27:56.142 --> 00:28:01.524]  The Congress passed the new defense authorization saying you can't make troops take an experimental shot, cutting the funding.
[00:28:01.544 --> 00:28:02.664]  That's what Congress is supposed to do.
[00:28:02.684 --> 00:28:04.225]  It's their most effective power.
[00:28:04.325 --> 00:28:05.165]  Power the purse string.
[00:28:07.806 --> 00:28:08.546]  And guess what happened?
[00:28:12.363 --> 00:28:14.845]  The Navy said, we don't care what Congress says.
[00:28:15.205 --> 00:28:20.750]  Well, they should have their commissions removed, those admirals, following Biden's criminal orders.
[00:28:22.111 --> 00:28:26.915]  But here's Adam Carolla saying he's not ready to grant pandemic amnesty to journalists and experts.
[00:28:28.171 --> 00:28:29.691]  They have no reverse gear.
[00:28:29.771 --> 00:28:31.992]  They don't know how to just sort of back off.
[00:28:32.092 --> 00:28:37.253]  A lot of them like to reconstruct history and go, what's wrong with having a difference of opinion?
[00:28:37.293 --> 00:28:41.455]  No, you're trying to cancel people who thought differently than you.
[00:28:41.635 --> 00:28:45.916]  I sent a tweet out two and a half years ago that said this is killing old people.
[00:28:46.796 --> 00:28:52.060]  And sick people, and the rest of you got played, and who's getting played next time?
[00:28:52.460 --> 00:28:54.201]  And I was pilloried for that.
[00:28:54.822 --> 00:28:58.144]  And I had some celebrity friends call me and say, take the tweet down.
[00:28:58.204 --> 00:29:01.306]  And I said, no, I'm not taking it down, because I'm right.
[00:29:02.107 --> 00:29:07.691]  The people that attacked everyone who turned out to be right need to be punished at this point.
[00:29:08.111 --> 00:29:11.954]  I'm not talking about setting the grandma's Winnebago on fire.
[00:29:12.114 --> 00:29:13.035]  I'm talking about...
[00:29:13.695 --> 00:29:18.817]  ...called out in the public square and told they were wrong repeatedly.
[00:29:19.137 --> 00:29:20.338]  They want to turn the page.
[00:29:20.638 --> 00:29:29.641]  They want to shut down schools, ruin kids, get people deplatformed, fired, disgraced amongst other colleagues, and now, oops, we were wrong.
[00:29:29.661 --> 00:29:29.801]  Right.
[00:29:29.841 --> 00:29:31.762]  Well, turn the other cheek and turn the page.
[00:29:31.882 --> 00:29:32.042]  Yeah.
[00:29:32.102 --> 00:29:33.543]  No, that's not how life works.
[00:29:33.703 --> 00:29:34.003]  No.
[00:29:34.183 --> 00:29:34.983]  You were wrong.
[00:29:35.103 --> 00:29:36.644]  You bet on the Super Bowl.
[00:29:36.704 --> 00:29:38.385]  You bet big and you lost.
[00:29:38.445 --> 00:29:39.105]  Now it's time to...
[00:29:40.407 --> 00:29:56.039]  You know, I like Adam Carolla a lot, but here's where he falls down, and here's where people like Jordan Peterson do as well, because driving to Big Bend, eight hours, and driving back eight hours, I listen to a bunch of podcasts, and I listen to Adam Carolla, and I listen to Jordan Peterson.
[00:29:57.400 --> 00:30:11.737]   And Jordan Peterson, I'll talk about this next hour, he would go through all the evidence of cutting energy off doesn't work and kills people, and all the communism doesn't work, and the shots don't work, but They just don't know better.
[00:30:13.179 --> 00:30:14.080]  They're just stupid.
[00:30:14.140 --> 00:30:15.422]  They just don't understand.
[00:30:16.143 --> 00:30:16.343]  No.
[00:30:17.144 --> 00:30:20.028]  They developed and created the virus.
[00:30:20.068 --> 00:30:25.195]  They made the vaccine, the so-called vaccine, before they ever released the virus, on the record.
[00:30:25.395 --> 00:30:26.897]  I'll cover it next hour and show the evidence.
[00:30:27.955 --> 00:30:36.558]  And then they suppressed everyone about the Origin Day 1 and Therapeutics Day 1 and what the so-called vaccines would do Day 1.
[00:30:36.799 --> 00:30:48.443]  They'd already done rat studies with weaponized, gain-of-function coronaviruses at Chapel Hill, North Carolina, at the University of Texas, Galveston, and all over the place.
[00:30:48.503 --> 00:30:50.524]  I mean, we have all the damn documents.
[00:30:50.784 --> 00:30:54.746]  We have the vice president of EcoHealth Alliance as a whistleblower.
[00:30:56.967 --> 00:30:57.547]  We have everything.
[00:30:59.036 --> 00:31:06.684]  You know, I said I'd get into the speaker shenanigans and fiasco next segment, but I'll do that start of the next hour.
[00:31:06.704 --> 00:31:08.406]  I want to finish up with this.
[00:31:10.308 --> 00:31:12.891]  And then I'll get back into what I was talking about.
[00:31:14.401 --> 00:31:16.142]  With the whole origin of it and how they suppressed it.
[00:31:16.202 --> 00:31:18.783]  But the whole thing was completely organized.
[00:31:19.443 --> 00:31:21.084]  We have their emails from whistleblowers.
[00:31:21.124 --> 00:31:22.104]  We have their whole plan.
[00:31:22.804 --> 00:31:26.566]  And so this idea that, oh, they just don't believe capitalism works.
[00:31:26.626 --> 00:31:34.469]  No, they're ultra-rich, powerful elites that want to get rid of competition and get rid of the middle class and make us all poor to control us with social engineering.
[00:31:35.489 --> 00:31:38.330]  They're going to the technocracy that's worse than communism.
[00:31:38.790 --> 00:31:41.111]  The social credit score, the universal basic income.
[00:31:41.511 --> 00:31:43.292]  That's the plan they've announced.
[00:31:44.522 --> 00:31:52.485]  And I listen to all the so-called top intellectuals, and none of them talk about the premeditated scientific takeover, except Klaus Schwab!
[00:31:52.765 --> 00:31:53.545]  He writes books.
[00:31:53.985 --> 00:31:55.086]  Harari writes books.
[00:31:55.546 --> 00:31:56.847]  They implement all their plans.
[00:31:57.067 --> 00:31:57.927]  We're living under it.
[00:31:57.967 --> 00:31:59.447]  What they say they're going to do, they do.
[00:31:59.708 --> 00:32:00.688]  They're in control.
[00:32:02.088 --> 00:32:11.452]  And they won't be stopped until we have opposition that says, no, this is on purpose, Adam Carolla.
[00:32:12.930 --> 00:32:16.432]  They didn't bet on the Super Bowl and mess up and just hope this was going to work.
[00:32:16.692 --> 00:32:17.913]  They tested it on rats.
[00:32:18.193 --> 00:32:21.234]  They do the same vaccine in rats.
[00:32:21.314 --> 00:32:23.595]  Caused heart attacks and infertility and death.
[00:32:23.876 --> 00:32:25.897]  And the rats lived half as long on average.
[00:32:26.317 --> 00:32:30.939]  But I'll show you new national statistics out showing it's killing you when we come back.
[00:32:33.861 --> 00:32:39.384]  All over the world, top scientists are coming out exposing the death being called by these frankenshots.
[00:32:40.604 --> 00:32:45.750]   And more importantly, parents and family members and children are coming out and telling
[00:32:45.750 --> 00:32:49.059]  the world what's happened to their loved ones.
[00:32:49.059 --> 00:33:03.059]   What's happening to their family members when they take these poison shots?
[00:33:03.703 --> 00:33:05.644]  My adult son is 25 years old.
[00:33:06.124 --> 00:33:10.186]  He was a bodybuilder and a professional living in New York.
[00:33:10.766 --> 00:33:13.307]  Makes me look like I never stepped foot in a gym in my life.
[00:33:13.927 --> 00:33:15.108]  Now he is disabled.
[00:33:15.408 --> 00:33:16.649]  He cannot drive himself.
[00:33:17.149 --> 00:33:21.811]  After I finish this meeting with you all today, I have to take him to his cardiology appointment.
[00:33:22.171 --> 00:33:23.971]  He's been hospitalized four times.
[00:33:24.352 --> 00:33:26.192]  He has myocarditis and POTS.
[00:33:26.552 --> 00:33:27.572]  He can no longer work.
[00:33:27.672 --> 00:33:29.253]  He can no longer support himself.
[00:33:29.693 --> 00:33:34.174]  And I have to carry him on my insurance, not to mention care for him, cook for him.
[00:33:34.194 --> 00:33:36.594]  And he cannot do anything on his own.
[00:33:36.814 --> 00:33:47.437]  I've not been a religious person, but I'm absolutely clear in my mind, the only people, the kind of planning and thinking it takes to have done what has happened, are people who would worship Satan.
[00:33:48.126 --> 00:33:49.027]  They're not normal people.
[00:33:49.347 --> 00:33:52.250]  They've jabbed, I don't know, four billion, six billion poor souls.
[00:33:53.130 --> 00:33:55.072]  Something like one in a thousand people have died.
[00:33:55.733 --> 00:33:57.554]  We don't know how many more will die.
[00:33:57.875 --> 00:34:02.238]  But we're into double figures of millions who've definitely been killed as a consequence of this policy.
[00:34:02.679 --> 00:34:07.623]  And that tells you that the people who are doing this are ruthless, I'd say diabolical.
[00:34:08.084 --> 00:34:12.708]  We're beyond good and wrong and right, okay?
[00:34:12.928 --> 00:34:14.309]  We're in the good versus evil.
[00:34:17.372 --> 00:34:22.658]  They knew exactly what they were doing, so they suppressed all the reports of the adverse reactions.
[00:34:22.698 --> 00:34:24.059]  Day one, they knew what was coming.
[00:34:24.079 --> 00:34:27.923]  They'd already tested it on rats and pigs.
[00:34:29.145 --> 00:34:31.888]  They knew exactly what was about to happen.
[00:34:34.278 --> 00:34:49.664]  Premeditated, organized surveillance of what you were saying and doing, including medical professionals and scientists, to suppress them to see if they could get away with permanent lockdowns and forced injections that don't just attack your cardiovascular system, but also your fertility.
[00:34:50.464 --> 00:34:51.604]  Let's plunge back into it.
[00:34:51.985 --> 00:34:55.446]  Fauci responds to alleged upcoming Fauci files.
[00:34:55.886 --> 00:34:57.587]  Says disinformation is the enemy.
[00:34:57.607 --> 00:34:58.267]  Get the clip ready.
[00:34:58.787 --> 00:35:08.057]   He then goes on the full interviews on Infowars.com on CBS News and says, There's no heart attacks or myocarditis that it's disinformation.
[00:35:08.117 --> 00:35:08.997]  It's very rare.
[00:35:10.218 --> 00:35:11.719]  No, I'm going to show you the statistics.
[00:35:11.759 --> 00:35:15.781]  It's off the charts everywhere these frankenshots are given.
[00:35:17.042 --> 00:35:24.967]  And we said a year before they started the injections that this was going to happen because they were mRNA and they tested these before on rats.
[00:35:25.307 --> 00:35:35.060]   Absolutely insane that by Early 2000, we were warning of what was about to unfold because we tracked them.
[00:35:35.080 --> 00:35:37.944]  We tracked the globalists and what they'd studied, what they'd done.
[00:35:38.004 --> 00:35:53.361]   That's how Dr. Michael Yeadon, in December of 2000, along with Wolfgang Wudard, the chief advisor to the EU Medical Board, Filed an emergency lawsuit in 2020 in Germany with the EU saying, do not give this.
[00:35:53.421 --> 00:35:54.622]  It's going to cause heart attacks.
[00:35:54.982 --> 00:36:00.783]  It's going to cause myocarditis, blood clots, infertility, and of course, lowering immune system.
[00:36:00.803 --> 00:36:02.583]  I'll show you documents in a moment on that front.
[00:36:03.904 --> 00:36:04.524]  How do they know?
[00:36:05.004 --> 00:36:09.185]  Well, EDA had been the head of the vaccine program for 24 years at Pfizer.
[00:36:09.425 --> 00:36:10.865]  He was their damn vice president.
[00:36:11.886 --> 00:36:16.210]  Over the vaccine program, the director of their worldwide vaccine program.
[00:36:17.351 --> 00:36:18.412]  He's the world expert.
[00:36:21.195 --> 00:36:24.157]  The damn inventor of it said it would happen before they did it.
[00:36:25.379 --> 00:36:26.700]  They've had the technology 25 years.
[00:36:28.834 --> 00:36:31.176]  When they want to use it to help you, it works.
[00:36:31.236 --> 00:36:34.858]  It does incredible things, except a small percentage always have organ failure.
[00:36:35.339 --> 00:36:37.580]  About 2-3% depending on the study.
[00:36:37.740 --> 00:36:38.981]  They've done a bunch of it in humans.
[00:36:39.241 --> 00:36:44.045]  They did a couple of them late last year in New York, and everyone that did it died.
[00:36:47.507 --> 00:36:48.788]  Normally, it's a lower statistic.
[00:36:48.808 --> 00:36:51.110]  This time, it was total death.
[00:36:52.202 --> 00:37:01.809]  It was cancer cures, and now they say they've got an mRNA for cancer, an mRNA for the flu, an mRNA for depression, an mRNA... It goes on and on.
[00:37:01.849 --> 00:37:10.134]  But remember, in October, before Yidan, the CDC put on their website what they were predicting as adverse reactions.
[00:37:11.115 --> 00:37:13.637]  Blood clots, myocarditis, heart attacks.
[00:37:14.357 --> 00:37:14.978]  But it doesn't matter.
[00:37:15.278 --> 00:37:18.860]  Fauci goes on TV and says it's all conspiracy theories.
[00:37:18.880 --> 00:37:19.281]  Here he is.
[00:37:20.774 --> 00:37:33.021]  Yet again, another conspiracy theory, complete nonsense, is going to have some people make a decision for themselves and their family not to get vaccinated, which may cost them their lives.
[00:37:33.581 --> 00:37:35.743]  So that's the thing that's so horrible about it.
[00:37:35.803 --> 00:37:48.050]  And if you want to go out spouting nonsense, conspiracy theories and spreading it all around, fine, except if it results in a person suffering and perhaps dying.
[00:37:49.941 --> 00:37:54.705]  Evidence, myocarditis, was related to vaccines.
[00:37:54.825 --> 00:37:56.967]  It is a heart issue.
[00:37:57.067 --> 00:37:58.248]  I'm not a doctor, you are.
[00:37:58.708 --> 00:38:01.651]  That's a shred of evidence.
[00:38:01.711 --> 00:38:03.192]  A very small shred, right.
[00:38:04.553 --> 00:38:06.655]  And explain how then this can get conflated.
[00:38:06.675 --> 00:38:06.995]  Of course.
[00:38:07.736 --> 00:38:20.782]   In a very, very rare case, some of the mRNA vaccines can cause a self-limiting almost invariably benign inflammatory response in the heart,
[00:38:20.782 --> 00:38:24.422]  which generally resolves in a very short period of time.
[00:38:24.422 --> 00:38:34.022]   It is very, very rare. When you compare that with the negative effects on the heart by myocarditis or pericarditis,
[00:38:34.022 --> 00:38:39.461]   which is inflammation of either the heart muscle or the covering of the heart,
[00:38:39.461 --> 00:38:52.142]   and heart failure and heart medical problems, Overwhelmingly, COVID itself causes that in a... Okay, so let's just go ahead and stop right there.
[00:38:53.163 --> 00:38:58.307]  Now we're going to show you the actual facts, ladies and gentlemen, of this giant.
[00:38:59.221 --> 00:39:02.563]  Biological, psychological warfare operation they've launched.
[00:39:03.183 --> 00:39:04.944]  The story's on InfoWars.com.
[00:39:05.504 --> 00:39:13.448]  I'm not asking, I'm begging you to save lives and to go to InfoWars.com and to get this article and to share it with everybody you know.
[00:39:13.988 --> 00:39:17.170]  Smoking gun, COVID infection rates higher among vaccinated.
[00:39:17.750 --> 00:39:23.993]  Australian data reveals from one of the most populous states in Australia.
[00:39:25.954 --> 00:39:28.796]  Here are government statistic numbers for TV viewers.
[00:39:31.069 --> 00:39:35.430]  Ladies and gentlemen, the green is those that have had four doses.
[00:39:37.351 --> 00:39:40.091]  You see the green is up here at a 236.4%.
[00:39:39.931 --> 00:39:53.050]  a 236.4% unvaccinated peak at 3.7%.
[00:39:53.002 --> 00:39:54.462]  I'm going to say that again.
[00:39:54.822 --> 00:39:56.923]  This is hospitalizations of the vaccinated.
[00:39:57.164 --> 00:39:58.344]  Then I have the death numbers.
[00:39:58.464 --> 00:39:59.144]  Oh, they're the same.
[00:39:59.164 --> 00:40:00.205]  They're very similar.
[00:40:00.925 --> 00:40:09.749]  So you have a 3.6% chance, if you've had no shots, at its peak, of being hospitalized for COVID.
[00:40:10.870 --> 00:40:18.233]  And you have a 236 point... I can't read that graph.
[00:40:18.333 --> 00:40:19.094]  Point four, I believe.
[00:40:20.185 --> 00:40:25.008]  The point is, I mean, you're down here at sea level if you haven't taken the shots.
[00:40:25.428 --> 00:40:30.431]  Then we've got no dose, down here at the bottom, flat lined.
[00:40:31.612 --> 00:40:33.072]  One dose is black, see that?
[00:40:34.673 --> 00:40:36.775]  Two doses is about the same.
[00:40:37.695 --> 00:40:39.796]  Three doses is above, one or two doses.
[00:40:40.317 --> 00:40:42.598]  And four doses is the king daddy.
[00:40:44.853 --> 00:40:47.775]  If you fail that IQ test and take it, they want you dead.
[00:40:48.075 --> 00:40:49.455]  Look at that, ladies and gentlemen.
[00:40:49.615 --> 00:40:51.977]  And that's in the first round of shots and then the boosters.
[00:40:52.697 --> 00:40:53.637]  Look at those numbers.
[00:40:53.657 --> 00:41:02.202]  You know, I'm going to have to get more into this next hour, we're out of time, and then I'll get the smoking gun breakdown of how this was created in the lab, how they pre-planned it all.
[00:41:02.742 --> 00:41:03.923]  Such incredible information.
[00:41:04.263 --> 00:41:12.527]  And quite frankly, we broke it all first, but Glenn Beck, in a very short clip, a year and a half ago, with Tucker Carlson, did a better job.
[00:41:13.588 --> 00:41:17.375]  I'm going to play Glenn Beck next hour, where he nailed it, nailed it, nailed it.
[00:41:17.715 --> 00:41:19.178]  But let me throw this out before we go to break.
[00:41:19.679 --> 00:41:21.742]  The enemies of freedom are trying to shut us down.
[00:41:22.103 --> 00:41:23.045]  We will stay on air.
[00:41:24.335 --> 00:41:25.295]  But we need your support.
[00:41:25.315 --> 00:41:26.935]  Plus, we've got great products you need.
[00:41:27.316 --> 00:41:30.756]  So, if you want this information to continue to come out, we will stay on air, but we are in your hands.
[00:41:31.196 --> 00:41:38.097]  I need you to decide to boost your immune system, make yourself healthier and wealthier and wiser, and take action and go to InfoWarshaw.com.
[00:41:38.577 --> 00:41:40.138]  Tomorrow, the deal ends.
[00:41:40.938 --> 00:41:48.599]  50% off on Vitamin Mineral Fusion and DNA Force Plus, our two flagship products, for 50% off because they're very close to selling out.
[00:41:48.879 --> 00:41:50.860]  They're going to go back to regular price for a week or two.
[00:41:51.139 --> 00:41:53.839]  They'll be gone for months and months and months.
[00:41:53.839 --> 00:41:56.518]  And we won't have them back in stock just like X2 or X3.
[00:41:56.518 --> 00:42:01.498]   Get your DNA Force Plus, get your vitamin mineral fusion that are so good to clean out your cells
[00:42:01.498 --> 00:42:05.679]   and help your telomeres last longer and give you all the vitamins and all the minerals
[00:42:05.679 --> 00:42:07.420]  and all the amino acids you need.
[00:42:07.420 --> 00:42:11.119]   These two products together with the PQQ and the CoQ10 and the DNA Force
[00:42:11.119 --> 00:42:14.759]   and with Watson Vitamin Mineral Fusion makes a great natural fruit punch
[00:42:14.759 --> 00:42:17.679]  for adults, children, for everybody is essential.
[00:42:17.679 --> 00:42:20.599]   And it funds the InfoWar, which I believe is essential as well.
[00:42:20.599 --> 00:42:26.679]   If you want 50% off on vitamin mineral fusion and DNA Force Plus right now.
[00:42:26.811 --> 00:42:28.934]  You've got until tomorrow at midnight to do it.
[00:42:29.354 --> 00:42:30.716]  Then it goes back to full price.
[00:42:30.736 --> 00:42:33.699]  You will not get better products anywhere close to this price.
[00:42:33.779 --> 00:42:40.065]   Vitamin Mineral Fusion, DNA Force Plus at InfoWarshaw.com and The real red pill.
[00:42:40.105 --> 00:42:41.346]  Gotta read what that does.
[00:42:41.426 --> 00:42:42.486]  Talk about the fountain of youth.
[00:42:42.946 --> 00:42:44.206]  Sold out for two plus years.
[00:42:44.266 --> 00:42:46.707]  We got an unlimited shipment at current sales rates.
[00:42:47.207 --> 00:42:49.228]  It's going to be sold out in about a week and a half.
[00:42:49.548 --> 00:42:54.509]  Despite that, it's still on sale for 50% off at InfoWarStore.com.
[00:42:54.829 --> 00:42:56.290]  Hour number two, straight ahead.
[00:42:59.386 --> 00:43:03.288]  Ladies and gentlemen, a very exciting development has just taken place.
[00:43:03.308 --> 00:43:11.551]  I want to encourage you all to go to InfoWarsTore.com and check it out for yourself, because it is a very strong, high-quality formula.
[00:43:12.171 --> 00:43:16.813]  Down-and-out sleep support, liquid, it's very fast-acting, take it under the tongue.
[00:43:17.233 --> 00:43:24.976]  It's got a very good dose of melatonin, passionflower, valerian root extract, lemon balm, and German chamomile.
[00:43:25.496 --> 00:43:31.741]  All of these compounds are documented on record to help give you deeper, cleaner, healthier sleep.
[00:43:31.861 --> 00:43:35.964]  And that is one of the biggest game changers out there with all the stress we have in this world.
[00:43:35.984 --> 00:43:39.006]  And we've got some other great sleep aids as well, and they're excellent.
[00:43:39.026 --> 00:43:39.947]  They're all different formulas.
[00:43:40.467 --> 00:43:44.030]  But this one is particularly the strongest one we have.
[00:43:44.550 --> 00:43:45.351]  So, down and out.
[00:43:45.791 --> 00:43:47.032]  Sold out for more than five months.
[00:43:47.072 --> 00:43:49.834]  It's now back available at InfoWareStore.com.
[00:43:49.854 --> 00:43:55.460]   So get better, Deeper rest, boost your immune system, and support the InfoWar.
[00:43:55.640 --> 00:43:57.762]  With John and Al's sleep support and InfoWar store.
[00:43:58.403 --> 00:44:04.489]  This video is based on the work of Mark Passio from WhatOnEarthIsHappening.com.
[00:44:04.890 --> 00:44:09.214]  Specifically his recent video on de facto Satanism.
[00:44:10.356 --> 00:44:21.803]  Today's Hollywood pop culture machine will have you believe that Satanists wear robes and practice ritualistic blood sacrifices while worshipping Satan.
[00:44:22.424 --> 00:44:31.549]  And while there may be some truth to this, it is mostly propaganda meant to conceal the reality of what Satanism actually is.
[00:44:32.150 --> 00:44:38.934]  True Satanism is a mindset, and the Satan that is worshipped is within each and every one of us.
[00:44:39.574 --> 00:44:42.255]  It is most commonly known as our ego.
[00:44:42.716 --> 00:44:45.437]  The self is the true god of Satanism.
[00:44:46.057 --> 00:44:59.804]  The term Satanism is used to deceive religious people, to appear harmless to non-religious people, and also because it stems from the Hebrew word shatan, which means adversary.
[00:45:00.324 --> 00:45:05.847]  Satan is the force of involution that opposes true spiritual evolution.
[00:45:06.627 --> 00:45:08.248]  It is the ego within us.
[00:45:09.028 --> 00:45:17.800]  Left to our own devices, the ego will try and convince us to think only of ourselves, which is exactly what Satanism is.
[00:45:18.581 --> 00:45:26.911]  And so, a de facto Satanist is a person who holds this mindset, but does not consider themselves to be a Satanist.
[00:45:27.950 --> 00:45:32.351]  Organized Satanism stands against this sort of enlightenment.
[00:45:32.911 --> 00:45:54.217]  They believe human psychology and the laws of nature should be kept occulted or hidden from the public and used to gain and retain power over the masses by keeping them ignorant as to how the mind and emotions work while using this knowledge to manipulate the masses and ultimately enslave them.
[00:45:55.277 --> 00:46:05.606]  This is primarily done by cultivating the Satanist mindset among the masses, thereby turning the ignorant and unaware into a de facto Satanist.
[00:46:06.246 --> 00:46:08.228]  As we think, so we become.
[00:46:09.048 --> 00:46:13.652]  This mindset can be broken down into four main tenets of Satanism.
[00:46:14.192 --> 00:46:16.895]  The first and most important is selfishness.
[00:46:17.615 --> 00:46:20.798]  Egotism, or what many know as narcissism.
[00:46:21.458 --> 00:46:24.080]  Self-preservation is the highest law.
[00:46:24.721 --> 00:46:30.785]  Live only for your own selfish desires, and only care about you and yours.
[00:46:31.446 --> 00:46:37.671]  It's a dog-eat-dog world, and if you must step on others to get what you want, then so be it.
[00:46:38.211 --> 00:46:40.833]  This is the basis of satanic thinking.
[00:46:41.474 --> 00:46:45.177]  The second tenet of the satanist mindset is moral relativism.
[00:46:45.862 --> 00:46:51.706]  This is the belief that there is no objective difference between right behavior and wrong behavior.
[00:46:52.446 --> 00:47:03.233]  It is the belief that nobody is ever objectively right or wrong, and that it's up to each individual person to decide for themselves what is right and what is wrong.
[00:47:04.033 --> 00:47:06.955]  The third tenet of Satanism is social Darwinism.
[00:47:07.455 --> 00:47:16.060]  This is the belief that it is natural and good for human society to be ruled by the most aggressive and dominant humans among us.
[00:47:16.660 --> 00:47:27.225]  And that it is by virtue of their genetics that these vicious humans deserve to be in positions of power and lead humanity as they so choose.
[00:47:27.866 --> 00:47:31.788]  The fourth tenant of Satanism is eugenics or disgenics.
[00:47:32.388 --> 00:47:36.251]  This is the ideal conclusion of the Satanist mindset.
[00:47:36.671 --> 00:47:55.884]  Since man is God and he gets to decide what is right and what is wrong, and since the natural order is for the most dominant genetics to have power, then the elite class ruling over us has every right to decide who is allowed to live and procreate and who must die.
[00:47:56.624 --> 00:47:59.668]  This is how all of society is conditioned to think.
[00:48:00.148 --> 00:48:05.494]  And this is how the high-level satanists are leading all of humanity into slavery.
[00:48:06.155 --> 00:48:11.100]  Most of humanity is operating under this de facto satanic mindset.
[00:48:11.661 --> 00:48:14.764]  Which is why it is called The Great Work to change it.
[00:48:15.184 --> 00:48:20.408]  The Great Work is the work of awakening the masses to the true nature of the ego mind.
[00:48:20.869 --> 00:48:29.176]  Encouraging each and every individual to find the courage to face their own inner shadow and to practice natural law.
[00:48:29.696 --> 00:48:31.898]  Natural law is the respect of others.
[00:48:32.419 --> 00:48:34.140]  Put simply, it is love.
[00:48:34.720 --> 00:48:39.805]  If the majority of humanity is practicing love, then humanity will know freedom.
[00:48:40.365 --> 00:48:46.168]  But if the majority of humanity is practicing Satanism, then humanity will be enslaved.
[00:48:46.908 --> 00:48:52.531]  You can find much more of this information at WhatOnEarthIsHappening.com.
[00:48:53.311 --> 00:48:55.812]  Reporting for InfoWars, this is Greg Reese.
[00:48:58.474 --> 00:49:03.216]  So we told you almost three years ago exactly what would unfold the enemy's operation.
[00:49:04.653 --> 00:49:06.214]  But I'll give credit where credit's due.
[00:49:06.314 --> 00:49:10.236]  About a year later, Glenn Beck figured it all out and did some excellent reporting on it.
[00:49:11.597 --> 00:49:17.780]  And in a six-minute, 22-second clip of Tucker Carlson over a year ago, he laid it all out.
[00:49:19.261 --> 00:49:20.521]  But let's go back to these documents.
[00:49:22.202 --> 00:49:27.685]  Smoking gun, COVID infection rates higher among vaccinated, Australian data reveals.
[00:49:27.745 --> 00:49:36.258]   Now, these numbers out of Australia are almost the identical graphs to Israel, To Singapore, to the UK, to Germany, to Canada.
[00:49:36.278 --> 00:49:37.159]  The list goes on and on.
[00:49:38.139 --> 00:49:40.942]  And it's all in this article at InfoWars.com.
[00:49:40.982 --> 00:49:42.263]  It's life-saving.
[00:49:42.363 --> 00:49:46.225]  So get this out on your email, on your text message, word of mouth.
[00:49:46.586 --> 00:49:47.326]  Take it to church.
[00:49:47.386 --> 00:49:48.147]  Take it to your work.
[00:49:48.287 --> 00:49:49.007]  Warn people.
[00:49:49.428 --> 00:49:50.849]  They're counting on us just laying there.
[00:49:51.707 --> 00:49:54.668]  And again, if you just joined us, here's the statistics out of Australia.
[00:49:56.028 --> 00:50:09.910]  A 236.4% increase in hospital increases and visits and sickness from COVID versus a 3.6% increase at the highest level for those that took no shots.
[00:50:10.850 --> 00:50:20.209]   You see a massive increase of 90.0% in people that took three shots.
[00:50:20.209 --> 00:50:33.889]   You see a 78% increase in those that took two shots.
[00:50:34.126 --> 00:50:43.210]  You see a peak of 50-plus percent in people that took one shot.
[00:50:44.932 --> 00:50:53.701]  Now, this is Dr. Robert W. Malone, MD, inventor of mRNA technology, using the same New South Wales, Australia COVID-ICU admissions numbers.
[00:50:54.863 --> 00:50:55.563]  And here you can see it.
[00:50:55.643 --> 00:51:00.489]  Four doses, on average, a 173% increase.
[00:51:00.849 --> 00:51:01.590]  I was giving you the peak.
[00:51:02.591 --> 00:51:03.412]  Three doses, a 95%.
[00:51:05.419 --> 00:51:08.262]  That's his extrapolation of this data I just showed you.
[00:51:08.282 --> 00:51:10.103]  You can spend hours looking at this.
[00:51:10.604 --> 00:51:12.604]  a 6% increase.
[00:51:12.604 --> 00:51:17.604]  Vaccinated, a 0% increase in hospitalizations.
[00:51:17.604 --> 00:51:21.604]  That's his extrapolation of this data I just showed you.
[00:51:21.604 --> 00:51:25.604]  You could spend hours looking at this.
[00:51:25.604 --> 00:51:28.604]  This is from the government of Australia.
[00:51:28.604 --> 00:51:30.604]  Look at that.
[00:51:30.689 --> 00:51:31.590]  That's four shots.
[00:51:31.730 --> 00:51:32.531]  That's three shots.
[00:51:32.871 --> 00:51:33.652]  That's two shots.
