[00:00:00.000 --> 00:00:18.000]  [Outro]
[00:24:17.011 --> 00:24:18.012]  Not just the regular show.
[00:24:18.913 --> 00:24:23.678]  To talk about the fight for liberty and the fight for election integrity and the fight against big tech.
[00:24:24.058 --> 00:24:25.580]  Because we don't have free speech, we have nothing.
[00:24:26.261 --> 00:24:30.865]  So somebody that when I first got banned, everybody else ran, almost everybody didn't defend me.
[00:24:31.506 --> 00:24:35.030]  Even some of our crew members that aren't here now didn't even want to be here, didn't want to talk about the show.
[00:24:36.670 --> 00:24:38.611]  And they gave him the censorship, but Mark Dice didn't.
[00:24:38.631 --> 00:24:45.035]  So I wanted to get media critic, and analyst, and best-selling author, and his new book is the best-seller, War on Conservatives.
[00:24:45.155 --> 00:24:49.458]  It's gone as high as number four on the world charts.
[00:24:49.618 --> 00:24:55.702]  I wanted to get Mark Dice on tonight, before I even knew he would be involved on the Elon Musk interview.
[00:24:56.202 --> 00:24:59.464]  But he was invited there as well, and was there, and got some questions on Elon Musk.
[00:24:59.905 --> 00:25:03.327]  I wanted to invite him on to talk about this epic moment we're in, and get his take on it.
[00:25:03.647 --> 00:25:04.828]  So Mark, great to have you here, my friend.
[00:25:06.394 --> 00:25:17.300]  The media was already close to meltdown just from having you return to X, but the fact that you shared a Twitter space or an X space with Elon for several hours, I can't wait to see the epic meltdown.
[00:25:17.320 --> 00:25:18.900]  They're going to drown in their own tears.
[00:25:19.061 --> 00:25:30.807]  And part of the reason, large part of the reason, really the reason why you were restored is because Elon Musk had a misconception about you and about why you were actually banned.
[00:25:30.827 --> 00:25:33.674]   And that's why I followed your career very closely.
[00:25:33.974 --> 00:25:42.979]  For those who don't know, Alex is largely responsible for launching my career, and I've been a regular guest on his show for 18 years, since 2005, and Alex has helped me.
[00:25:43.260 --> 00:25:44.060]  I've never worked for him.
[00:25:44.480 --> 00:25:45.421]  God knows he's tried.
[00:25:45.461 --> 00:25:46.622]  I've always remained independent.
[00:25:46.662 --> 00:26:14.379]   I'm just too bullheaded, but he's been a great friend, and he's had me on a regular guest, helped my career, helped me publish one of my books back about 12 years ago, and so I followed Alex is unpersoning very very closely and everybody had the misconception because of the mainstream media's lies they tried to construct a false identity by exploiting and amplifying Alex's flaws and Alex is a genius as people know and with most geniuses their genius is counterbalanced by
[00:26:15.080 --> 00:26:17.001]  Often an equal-sized flaw.
[00:26:17.321 --> 00:26:27.825]  Steve Jobs, genius, when he knocked up his girlfriend and got a pregnancy, got the DNA test, there was a 2% chance that he was not the father, a 98% chance he's the father.
[00:26:28.125 --> 00:26:37.609]  And so in his mind, he extrapolated 2% of the male population in Cupertino and then argued that there could be 10,000 different women that are the father of this child.
[00:26:37.649 --> 00:26:47.209]   So, you know, Alex, despite his flaws, Those were not why he was banned, and so I was just hammering from day one for years the reason Alex was suspended.
[00:26:47.469 --> 00:26:57.294]  That was cited and Elon confirmed in the Twitter space, the X space today, is for confronting Oliver Darcy, little Brian Stelter's sidekick, on public property.
[00:26:57.674 --> 00:26:58.675]  He's a public figure.
[00:26:58.955 --> 00:27:01.456]  He was working in the capacity of a reporter at the time.
[00:27:01.476 --> 00:27:08.680]  It's not like Alex found him out to dinner with his family or the grocery store and pulled out a phone and started live streaming on Periscope and harassed him.
[00:27:09.247 --> 00:27:18.183]  Literally confronting one of the lead censors, one of the guys who behind the scenes and then was later admitting that he was censoring Alex and got Alex banned from the platform.
[00:27:18.223 --> 00:27:19.725]  So this is fantastic.
[00:27:19.766 --> 00:27:21.469]  It's a great moment for free speech.
[00:27:22.182 --> 00:27:28.168]  The fact that Elon joined the space, had a discussion, Elon now knows why you were banned.
[00:27:28.448 --> 00:27:37.056]  The majority even of Alex's fans probably falsely believe it had to do with his comments about a tragedy almost a decade ago.
[00:27:37.477 --> 00:27:53.183]   But my main point, which is why I wanted to reiterate this with Elon, I'm glad that he brought this up, is Alex was suspended, censored, because he confronted a supposed journalist in Washington, D.C., outside of a congressional hearing, about social media censorship.
[00:27:53.343 --> 00:27:57.607]  And Mark, you've hammered that, and Elon responded to you days ago, and you're part of the reason I got in the band.
[00:27:57.647 --> 00:27:58.307]  I appreciate that.
[00:27:58.327 --> 00:28:01.730]  But moving on to the war on conservatives, their plan to steal the next election.
[00:28:02.190 --> 00:28:06.654]  How surreal was it that you and I are there for hours interviewing Elon Musk?
[00:28:06.714 --> 00:28:07.635]  I mean, that was crazy.
[00:28:09.258 --> 00:28:20.314]  It's a great Christmas gift and I mean sometimes things unexpected happen and just when all hope seems lost there's a strange turn of events and it turns out often better times than you could have even imagined.
[00:28:20.594 --> 00:28:31.845]   I was thrilled just the fact you were allowed back on the platform and then all of a sudden this morning I wake up and I see Elon He's responding to me, confirming that my analysis of why you were banned is, quote, accurate, he said.
[00:28:32.345 --> 00:28:33.966]  And then we're talking with him in a space.
[00:28:34.346 --> 00:28:36.227]  Elon now gets to know the full story.
[00:28:36.527 --> 00:28:38.028]  Tucker Carlson standing up for you.
[00:28:38.308 --> 00:28:43.951]  And I think, by the way, that interview was so fantastic because for people who are familiar with you, it was still a great interview.
[00:28:44.291 --> 00:28:53.196]  But because it was Tucker and he can introduce Alex to a larger audience, maybe who aren't listeners to the show, only see the memes, only see little clips.
[00:28:53.776 --> 00:29:04.963]  It was such a fantastic interview, because Alex can get a little excited, a little wound up, but during the first, I'd say, three quarters, he was very calm and on his best behavior, and it was a very good discussion.
[00:29:05.003 --> 00:29:08.865]  And then towards the end, he started to loosen up and started having his monologues.
[00:29:08.885 --> 00:29:26.804]   But you were so respectful of Tucker, and Tucker was so brilliant in asking the correct questions, that that interview, I believe, And people bombarding Elon with the fact about what really happened led to him seeing who the real Alex Jones is, and that's who us, the listeners, have known who Alex is.
[00:29:27.065 --> 00:29:34.731]  And that's a redemption story for America, because the left has demonized America and said, we're a lie, we're a fraud, and taken things out of context.
[00:29:34.791 --> 00:29:35.852]  It's really a microcosm.
[00:29:37.159 --> 00:29:51.275]  You know, the one thing I wanted to ask Elon, I just kind of touched on, I fired a couple points at him and just wanted him to respond, but he was so overwhelmed with questions and it's hard, especially when you spit three different comments at him, but Elon's going to have to make some very difficult decisions here coming up.
[00:29:51.375 --> 00:30:04.135]   I wanted to ask him, what is he going to do, if or likely when, He's pressured by the app stores to ban you, certain individuals, discussions about certain things, or be removed from the app store.
[00:30:04.295 --> 00:30:07.517]  And that might have seemed unprecedented a few years ago.
[00:30:07.557 --> 00:30:10.880]  No, no, Apple threatened that.
[00:30:10.920 --> 00:30:11.820]  What is he going to do?
[00:30:12.100 --> 00:30:21.703]   And hopefully, He's preparing, just like Andrew Torbett did with Gab, where you can use Gab on your phone, save to home screen, use it through the browser.
[00:30:21.723 --> 00:30:26.487]  It functions almost exactly like an app, minus the push notifications, which you don't really need.
[00:30:26.507 --> 00:30:29.751]  The only reason you need a push notification is for text messages and emails.
[00:30:30.311 --> 00:30:50.256]  So hopefully Elon is preparing so that if it is pulled from the App Store, that immediately the browser version can still function as a mobile app by saving... No, you're right, because for people that don't really follow this or listen to our talk radio, and I don't blame you, the Deep State's trying to get Elon banned off the App Store.
[00:30:50.296 --> 00:30:52.117]  I mean, that's the 2.0 censorship.
[00:30:55.129 --> 00:31:00.072]  And, you know, I noticed that Marjorie Taylor Greene gave you a shout out yesterday during the poll.
[00:31:00.393 --> 00:31:02.074]  Matt Gaetz joined the Twitter space.
[00:31:02.494 --> 00:31:05.216]  Vivek Ramaswamy joined the space.
[00:31:05.736 --> 00:31:08.578]  But I noticed I didn't see any Fox News hosts.
[00:31:08.658 --> 00:31:12.381]  I didn't see any Daily Wire hosts retweet the poll.
[00:31:12.621 --> 00:31:13.261]  Maybe they did.
[00:31:13.322 --> 00:31:13.902]  I didn't see it.
[00:31:13.922 --> 00:31:16.644]  I didn't see them celebrating Alex being restored.
[00:31:16.664 --> 00:31:19.226]  The very strange sort of silence there.
[00:31:20.316 --> 00:31:23.699]  I think Alex being back on is a tremendous victory for his free speech.
[00:31:23.719 --> 00:31:29.143]  Hopefully we can get Owen restored, the official InfoWars account restored as well.
[00:31:29.163 --> 00:31:43.554]  But I don't think Elon knew, as smart as he is, he's juggling a million different things and a million different companies, and as brilliant as he is, when he got involved with this, I really don't think, no disrespect to him, but I don't think he really understood what he was fully getting involved in.
[00:31:43.594 --> 00:31:50.079]  Because this is not early 2000s social media where it's a neat way to communicate and a neat way to share links.
[00:31:50.359 --> 00:32:01.754]  We're talking about a technology that shapes the culture, that drives the news cycle, that is an information warfare weapon when abused and when manipulated.
[00:32:01.774 --> 00:32:04.939]  That's right, this is the battlefield and he's entered the battlefield.
[00:32:06.075 --> 00:32:18.381]  Yeah, and he's used to science and rockets and cars and engineers, and he might not have known really what he was getting into, and he got a rude awakening, and it's being pushed on him.
[00:32:18.441 --> 00:32:22.262]  I mean, they're circling the wagons, they want to destroy him, just like they did President Trump.
[00:32:22.562 --> 00:32:25.484]  He may be enemy number one now, until next year.
[00:32:25.504 --> 00:32:29.906]  Well, that's right, and when they illogically attack him, he attacks back with logic, and it's like...
[00:32:30.806 --> 00:32:35.027]  They're not even communicating, and whatever they do to him doesn't matter because he doesn't even understand them.
[00:32:35.388 --> 00:32:36.268]  It's all a bunch of crap.
[00:32:36.528 --> 00:32:38.369]  Let's talk about the election coming up in your new book.
[00:32:38.409 --> 00:32:39.429]  Enough about Alex Jones.
[00:32:39.649 --> 00:32:41.530]  Let's talk about Mark Dice, Donald Trump, and more.
[00:32:41.550 --> 00:32:41.950]  Stay with us.
[00:32:42.450 --> 00:32:47.051]  Alright, investigative journalist, bestselling author Mark Dice is our guest here on the Alex Jones Show, and yeah, it's surreal.
[00:32:47.592 --> 00:32:53.894]  Just interviewed, it ended over an hour ago, two hours plus with Elon Musk, and I was directing the interview.
[00:32:54.094 --> 00:32:56.935]  The great folks had me on their show with The Spaces.
[00:32:59.329 --> 00:33:01.632]  It's the Top Spaces deal, Mario, isn't it?
[00:33:02.373 --> 00:33:04.135]  And Natal is the head of it.
[00:33:04.916 --> 00:33:06.578]  But Mark, let's shift gears to Alex Jones.
[00:33:06.618 --> 00:33:07.459]  Let's talk big picture.
[00:33:07.779 --> 00:33:15.789]  Trump, the indictments, Hunter Biden indictments, the wars, just how would you describe the insane place we're at right now and what are your predictions?
[00:33:17.406 --> 00:33:27.570]  These next three weeks as Christmas and New Year's come, the year kind of winds down, things are going to slow down, news cycle slows down, everyone's going to kind of reflect on the top ten this and what happened throughout the year.
[00:33:27.590 --> 00:33:30.431]  But then come January, it's going to get intense.
[00:33:30.511 --> 00:33:35.013]  And I've been wargaming in my mind all the possible scenarios for what's going to happen next year.
[00:33:35.613 --> 00:33:36.854]  I don't think most people are prepared.
[00:33:36.874 --> 00:33:38.635]  It's almost like doing your taxes.
[00:33:38.675 --> 00:33:40.876]  Most people put it off until April 14th.
[00:33:40.996 --> 00:33:41.916]  It's just, it's painful.
[00:33:41.997 --> 00:33:42.637]  It's a hassle.
[00:33:42.817 --> 00:33:43.297]  I'll do it later.
[00:33:43.317 --> 00:33:43.737]  I'll do it later.
[00:33:43.757 --> 00:33:44.578]  I don't want to think about it.
[00:33:44.878 --> 00:33:47.379]  Or if you got like a toothache, it's, oh, this will go away.
[00:33:47.419 --> 00:33:49.000]  I'll just, it'll go away.
[00:33:49.020 --> 00:33:49.781]  I'll deal with it later.
[00:33:50.061 --> 00:33:51.702]  Until all of a sudden it becomes a big problem.
[00:33:52.362 --> 00:33:56.524]  And we're so used, we all have kind of normalcy bias about everything rolling off of Trump's back.
[00:33:56.904 --> 00:33:59.366]  The Mueller investigation turned out to be an utter joke.
[00:33:59.586 --> 00:34:01.887]  The humiliation of that crazy old man.
[00:34:02.227 --> 00:34:03.628]  Couldn't even answer anybody's questions.
[00:34:04.108 --> 00:34:07.050]  The two impeachments, just a total joke.
[00:34:07.290 --> 00:34:08.010]  This is not a joke.
[00:34:08.811 --> 00:34:10.872]  And I don't think anybody knows what's going to happen.
[00:34:11.232 --> 00:34:15.895]  And there's several possible scenarios and they all lead to utter chaos.
[00:34:15.955 --> 00:34:18.856]  So I have no idea what's going to happen because- No, no, I agree though.
[00:34:18.876 --> 00:34:19.917]  It runs from bad to worse.
[00:34:19.957 --> 00:34:21.298]  So go through the scenarios.
[00:34:22.718 --> 00:34:26.440]  One of the scenarios, Trump defeats the charges, there's going to be riots.
[00:34:26.460 --> 00:34:27.461]  There's going to be chaos.
[00:34:27.861 --> 00:34:30.323]  He gets convicted and then they're overturned on appeal.
[00:34:30.583 --> 00:34:32.804]  Going to be riots from the left and total chaos.
[00:34:33.522 --> 00:34:38.264]  If he gets convicted, loses the appeals, rejects the appeals, they'll likely expedite sentencing.
[00:34:38.785 --> 00:34:44.447]  He could literally be sentenced to prison by the convention by June or July.
[00:34:44.627 --> 00:34:46.812]   And if that happens, What are they going to do?
[00:34:46.832 --> 00:34:49.173]  Are they going to sentence him to house arrest?
[00:34:49.233 --> 00:34:53.294]  Are they going to sentence him to prison in a military base for extra security?
[00:34:53.394 --> 00:34:57.695]  And if that is an election meddling, putting the guy 20 points ahead in jail, good God.
[00:34:58.175 --> 00:34:58.835]  But it gets worse.
[00:34:58.915 --> 00:35:03.016]  It gets worse though, because once somebody's in prison, they have their free speech restricted.
[00:35:03.076 --> 00:35:09.698]  So he's not going to be able, the judge will say, you're not allowed to do interviews, not allowed to do phone calls, not allowed to have the internet.
[00:35:09.718 --> 00:35:13.619]  So if they're going to be house arrest, he's going to be on a military base for extra security.
[00:35:14.339 --> 00:35:19.884]  So, I don't care if he is convicted and sitting in a prison cell or house arrest or a military base.
[00:35:20.365 --> 00:35:23.587]  Those three possibilities are very, very realistic.
[00:35:23.908 --> 00:35:25.169]  I will still be voting for him.
[00:35:25.429 --> 00:35:40.142]  And then it gets even weirder because if he wins the election, then are they going to swear him in remotely or are they going to allow him to be sworn in by having visitors come in and make the official swearing in ceremony so that he can pardon himself and let himself out?
[00:35:41.059 --> 00:35:44.260]  All of these scenarios, I don't think anybody has really, like, mapped them out.
[00:35:44.300 --> 00:35:44.960]  No, you're right.
[00:35:45.160 --> 00:35:47.340]  We're in Twilight Zone territory.
[00:35:48.461 --> 00:35:50.041]  There's a collapse of an empire, you know.
[00:35:50.561 --> 00:35:59.283]  As a whole, the United States is in huge trouble, and that's why the conclusion of my new book, The War on Conservatives, sort of outlined all the chaos and all the problems, how we got here.
[00:36:00.043 --> 00:36:16.498]   But then at the very end, I do cover some solutions, and that's what you did in your book, The Great Awakening, because Locally, we can preserve our family, our friends, our community, even some states, even some regions within certain states, but it's gonna get so crazy that
[00:36:17.348 --> 00:36:18.608]  Nobody knows what's going to happen.
[00:36:18.768 --> 00:36:19.809]  Trump could have a health issue.
[00:36:19.849 --> 00:36:21.629]  He could get, God forbid, assassinated.
[00:36:21.869 --> 00:36:24.070]  Biden could have a health issue and drop out.
[00:36:24.710 --> 00:36:26.470]  And the Democrats have painted themselves into a corner.
[00:36:26.490 --> 00:36:36.333]  We talked about this last time I was on because if they replace Biden with Gavin Newsom, they're going to look weak because the succession should be Kamala Harris would replace him and the party would rally behind her.
[00:36:36.633 --> 00:36:37.434]  But she's awful.
[00:36:37.494 --> 00:36:38.774]  Everybody knows she's awful.
[00:36:39.275 --> 00:36:42.316]  She doesn't have much support with the Democrat Party at all.
[00:36:42.656 --> 00:36:50.561]  So they can't just pass the baton to her and then have Joe Biden duck out for health reasons and have her lead the party to supposed victory.
[00:36:50.841 --> 00:36:51.922]  They're going to have to replace her.
[00:36:51.942 --> 00:36:54.563]  Well, to me, it's pretty clear they're trying to get Gavin Newsom running.
[00:36:56.424 --> 00:37:09.456]   Yeah, but it may ultimately end up at the convention because then they can put it off on not the Democrat Party replacing Kamala Harris as the next successor, bypassing her for Gavin Newsom.
[00:37:09.476 --> 00:37:13.897]  They may have the delegates do it at the convention, but they've painted themselves into a corner.
[00:37:14.318 --> 00:37:19.560]  And Joe Biden admitted, finally the obvious, that he wouldn't be running again if it weren't for Donald Trump.
[00:37:19.580 --> 00:37:22.941]  Because if he ducked out, he would look like a coward and a failure.
[00:37:23.241 --> 00:37:27.103]  And then Donald Trump could use that to show that he was afraid of having a rematch.
[00:37:27.463 --> 00:37:33.845]   And so if Donald Trump didn't run again, Then Joe Biden would have ducked out and said, mission accomplished.
[00:37:34.065 --> 00:37:37.327]  All I wanted to do was stop Donald Trump from becoming president.
[00:37:37.947 --> 00:37:43.749]  So they are in a pickle because whatever they do, they're going to look weak.
[00:37:44.069 --> 00:37:51.231]   Even if they keep him in and try to inject him with more amphetamines as is obvious that they were doing and as Tucker Carlson
[00:37:51.231 --> 00:37:54.421]   revealed he has a personal source that knows they were doing that. That's why
[00:37:54.421 --> 00:37:58.021]   at the convention or at the debates in 2020 Joe Biden seemed somewhat
[00:37:58.021 --> 00:38:01.840]   coherent but he's aging like milk. People with dementia start to slide down that
[00:38:01.840 --> 00:38:06.450]   slope very fast and so they're gonna have to protect him like they did John Fetterman.
[00:38:06.450 --> 00:38:09.700]   But even if he is the nominee they may keep him to the end because the
[00:38:09.700 --> 00:38:13.770]   Democrats did vote for you know somebody with the idea.
[00:38:11.790 --> 00:38:12.531]  No, no, I agree.
[00:38:12.551 --> 00:38:13.051]  I agree.
[00:38:13.092 --> 00:38:21.080]  It's looking more and more like, because they just banned in Florida, even Democrats on the ballot in the primaries, it looks like they're actually going to try to put the Crypt Keeper in there.
[00:38:21.141 --> 00:38:26.286]  But what if the deep state assassinates Biden and blames it on Trump supporters?
[00:38:26.386 --> 00:38:28.489]  I really see that as the wild card.
[00:38:30.051 --> 00:38:36.552]  You know, there's a half a dozen or a dozen different scenarios, and that's one of the unfortunate ones, but it may even be a black swan.
[00:38:36.572 --> 00:38:46.994]  It may be something so unforeseen that none of us have even thought of, but every possible logical path that is visible now leads to a very disturbing scenario.
[00:38:47.034 --> 00:38:53.796]  And we are, like I said, we're in a collapsing empire as a whole, morally, financially, uh, patriotically.
[00:38:53.836 --> 00:38:59.335]   We've never seen so much People in our own country hating our symbols, hating our history.
[00:38:59.375 --> 00:39:06.040]  So it's like Elon Musk said with you and I interviewing him just an hour ago, at the end he said, nobody's going to be bored in the next 11 months.
[00:39:07.515 --> 00:39:08.396]  It's going to be intense.
[00:39:08.476 --> 00:39:09.876]  So enjoy the next three weeks.
[00:39:09.956 --> 00:39:10.977]  Enjoy the rest of the year.
[00:39:11.057 --> 00:39:13.178]  Enjoy Christmas and New Year's with your family and friends.
[00:39:13.439 --> 00:39:15.420]  And then we're going to hit the road running.
[00:39:15.540 --> 00:39:18.321]  It's going to be completely insane.
[00:39:18.662 --> 00:39:19.262]  Nobody knows.
[00:39:19.582 --> 00:39:22.064]  I'm getting anxiety just thinking about it.
[00:39:22.264 --> 00:39:23.084]  I am too.
[00:39:23.304 --> 00:39:26.046]  I'm looking forward to the end of the year here so I can relax a little bit.
[00:39:26.505 --> 00:39:35.633]  But the more I think about this, the more I realize that it's like tax day is coming and nobody's prepared and there's going to be issues that are going to be dealt with.
[00:39:36.113 --> 00:39:38.515]  And I can't see Trump taking a plea deal and ducking out.
[00:39:39.797 --> 00:39:41.718]  I'm sure that they're going to try to offer that to him.
[00:39:41.798 --> 00:39:46.042]  So it's going to be, it's going to be, it's been, it's been offered to him.
[00:39:46.382 --> 00:39:47.263]  He's not like Nixon.
[00:39:47.303 --> 00:39:48.084]  He's not stepping down.
[00:39:49.042 --> 00:39:49.723]  No.
[00:39:49.783 --> 00:39:50.723]  He's never going to do it.
[00:39:50.904 --> 00:39:55.968]  And the fact is that he has more support now, and this is what the Republican establishment was whispering into Ron DeSantis' ear.
[00:39:56.008 --> 00:39:59.251]  They were telling him, once the indictments start, his support is going to collapse.
[00:39:59.591 --> 00:40:03.054]  And that's what Kevin McCarthy thought after January 6th, the most unfeasible process.
[00:40:03.074 --> 00:40:07.498]  Well, didn't McCarthy show his ass quitting to try to give the majority to the Democrats?
[00:40:07.878 --> 00:40:09.219]  He really showed he's a bad guy.
[00:40:10.080 --> 00:40:15.805]  Well, before that, he called on President Trump to resign after January 6th, then he denied that he said that.
[00:40:15.885 --> 00:40:16.626]  That was caught on tape.
[00:40:17.259 --> 00:40:22.144]  Then he came out on the floor of the House and said that President Trump bears responsibility.
[00:40:22.365 --> 00:40:25.168]  He is the one who called for the January 6th Commission.
[00:40:25.508 --> 00:40:30.433]  And then he also called for other members of Congress, Matt Gaetz included, to be suspended from Twitter.
[00:40:30.453 --> 00:40:30.794]  That's right.
[00:40:30.894 --> 00:40:35.579]  And other deep state lefty men, as long as he was the Speaker, but he was ordered to leave when he had no power.
[00:40:37.165 --> 00:40:51.050]  Well, I think Matt Gaetz, you know, him and the Freedom Caucus, the small group of America First patriots basically forced him out and now he is resigning because he doesn't have the power so who knows what he's going to be a consultant.
[00:40:51.090 --> 00:40:51.410]  No, I agree.
[00:40:51.430 --> 00:40:52.851]  So let me ask you this, Mark, guys.
[00:40:52.951 --> 00:40:54.472]  What's the people's secret weapon?
[00:40:54.792 --> 00:40:56.192]  What's the deep state's secret weapon?
[00:40:56.212 --> 00:40:58.233]  What can we do to change this and what are they going to pull?
[00:41:00.495 --> 00:41:01.976]  We have to strike while the iron's hot.
[00:41:02.356 --> 00:41:03.537]  And the iron's hot now.
[00:41:03.737 --> 00:41:05.098]  And we have them scared.
[00:41:05.318 --> 00:41:07.320]  We are making tremendous headway.
[00:41:07.660 --> 00:41:11.222]  No matter how much they attack Donald Trump, it's only increasing his support.
[00:41:11.463 --> 00:41:17.547]  The Republican establishment and the deep state tried to whisper sweet nothings into Ron DeSantis' ear to get him to come in.
[00:41:17.827 --> 00:41:18.848]  That only backfired.
[00:41:18.888 --> 00:41:20.229]  He's looking like a total failure.
[00:41:20.509 --> 00:41:21.850]  He's tarnished his entire image.
[00:41:21.890 --> 00:41:22.810]  He should have waited until 2028.
[00:41:23.030 --> 00:41:26.393]  He tried to basically stab Donald Trump in the back.
[00:41:26.433 --> 00:41:29.415]  I like him as governor, but it's him getting in.
[00:41:30.035 --> 00:41:32.036]  Is only trying to hurt Donald Trump.
[00:41:32.596 --> 00:41:39.979]  And so we have tremendous momentum now and with rumble and now with X with you back.
[00:41:40.599 --> 00:41:46.761]  It's galvanizing the free speech movement despite them demonizing Donald Trump for four years during his administration in 2020.
[00:41:47.302 --> 00:41:53.224]  He got more of the black vote despite them calling him a white supremacist and Nazi every single day so their lives aren't working.
[00:41:53.844 --> 00:41:55.465]  And we have the independent channels.
[00:41:55.866 --> 00:41:58.708]  After the 2016 election, the empire struck back.
[00:41:58.768 --> 00:42:08.575]  We used social media at that time, which was still seen as largely a novelty, even though President Obama was the first president to have a social media account on Twitter and on Facebook.
[00:42:08.595 --> 00:42:12.317]  But in 2016, it became more than a novelty.
[00:42:12.677 --> 00:42:19.677]   It became a social information warfare tool that we were using to spread the word organically.
[00:42:19.677 --> 00:42:24.536]   And that's why then the legacy media co-opted it right after that, the supposed war on fake
[00:42:24.536 --> 00:42:29.356]   news, which was a war on real news by Hillary Clinton and the fake news being spread through
[00:42:29.356 --> 00:42:30.356]  Facebook.
[00:42:30.356 --> 00:42:33.737]   First it was from the Macedonian teenagers just spreading click bait trying to get Google
[00:42:33.737 --> 00:42:35.097]  AdSense money.
[00:42:35.097 --> 00:42:38.696]  Then they concocted the Russia conspiracy theory.
[00:42:38.696 --> 00:42:39.696]  So then they took it back.
[00:42:39.696 --> 00:42:41.297]  They changed all the algorithms.
[00:42:41.297 --> 00:42:42.696]  They started shadow banning.
[00:42:42.696 --> 00:42:43.696]  They started.
[00:42:43.696 --> 00:42:48.978]   I know you got to go, but I want you to finish this up and also talk about the war on conservatives
[00:42:48.978 --> 00:42:51.657]  by Mark Dice, which is already a number four bestseller.
[00:42:51.994 --> 00:42:52.914]  Let's push it number one.
[00:42:52.954 --> 00:42:56.696]  Back in two minutes, we can finish up on the book and your other great analysis.
[00:42:56.716 --> 00:42:58.317]  One of the smartest guys out there, Mark Dice.
[00:42:58.737 --> 00:43:03.319]  And he was the guy, when I first got banned five years ago, everybody else ran, almost everybody.
[00:43:03.639 --> 00:43:04.420]  Mark Dice didn't.
[00:43:05.305 --> 00:43:05.825]  Day one.
[00:43:05.865 --> 00:43:07.506]  He could have gotten banned.
[00:43:07.526 --> 00:43:08.526]  He did get censored for it.
[00:43:08.846 --> 00:43:09.387]  He was there.
[00:43:09.707 --> 00:43:10.527]  That's a real guy.
[00:43:10.607 --> 00:43:11.147]  Mark Dice.
[00:43:11.187 --> 00:43:12.108]  Follow him and support him.
[00:43:12.128 --> 00:43:13.148]  All right.
[00:43:13.188 --> 00:43:14.609]  About 15 minutes left with Mark Dice.
[00:43:14.689 --> 00:43:16.269]  I'll cover a bunch of other news I haven't hit yet.
[00:43:16.990 --> 00:43:18.850]  Chase Geyser is set to come in 6 to 8 p.m.
[00:43:18.891 --> 00:43:19.831]  Central here on the live feed.
[00:43:19.851 --> 00:43:20.331]  Central time.
[00:43:21.592 --> 00:43:23.592]  Mark, I've got a bunch of questions next segment that's longer.
[00:43:23.612 --> 00:43:25.213]  A bunch of stations that don't carry this segment.
[00:43:25.233 --> 00:43:25.453]  Join us.
[00:43:25.473 --> 00:43:26.153]  But we're on the internet.
[00:43:26.213 --> 00:43:27.114]  Reaching millions of people still.
[00:43:28.700 --> 00:43:30.041]  I asked you during the break, what do you want next?
[00:43:30.141 --> 00:43:33.403]  And I kind of cut you off because Elon did.
[00:43:33.803 --> 00:43:35.725]  So let's not be like them, but I get your point.
[00:43:36.445 --> 00:43:42.469]  You were saying by their rules, CNN should be banned for fake news and censorship and bullying, particularly bullying.
[00:43:42.509 --> 00:43:43.830]  So let's drill into that a little bit.
[00:43:44.929 --> 00:43:45.849]  Well, I didn't say banned.
[00:43:46.049 --> 00:44:05.518]  I think that Elon should not even suspend them, but there is a tweet from CNN that does violate the Terms of Service, and I thought it would be a very symbolic victory to coincide with restoring you by applying the rules fairly to CNN, who did violate the Terms of Service against privacy violations and doxing.
[00:44:06.218 --> 00:44:15.913]  There was a woman back several years ago who shared something on Facebook that originated with a Russian troll farm and it was an event that she had shared with her friend.
[00:44:15.933 --> 00:44:17.957]  They came to her house in Florida and harassed her.
[00:44:18.928 --> 00:44:26.752]  Yeah, in her front yard, unannounced, this poor old lady, 75 years old, in her front yard harassing her about sharing something on Facebook.
[00:44:26.792 --> 00:44:38.017]  Which, by the way, Michael Moore was duped by a Russian bot farm Facebook post, an event as well, and showed up to a protest at Trump Tower that was organized literally by the Russians.
[00:44:38.037 --> 00:44:42.379]  So CNN showed up to this poor old lady's house when she was doing gardening out in the front yard.
[00:44:44.150 --> 00:44:52.178]  To suspend CNN or to apply the rules fair to pull that tweet because what they did is they uploaded the video to Twitter.
[00:44:52.519 --> 00:44:56.703]  That's not to X now showing them berating her, which you'd argue.
[00:44:56.803 --> 00:44:57.104]  Okay.
[00:44:57.364 --> 00:45:00.867]  It's maybe they're on the sidewalk and they're not technically on her property.
[00:45:00.887 --> 00:45:03.230]  But as she walks away and goes into her front yard.
[00:45:03.931 --> 00:45:10.073]  You can see her address on the number plate on her house, and that video is on Twitter.
[00:45:10.413 --> 00:45:12.194]  That's a violation of the terms of service.
[00:45:12.254 --> 00:45:13.114]  That is doxxing.
[00:45:13.134 --> 00:45:15.936]  You're not allowed to show up to somebody's house and then show their address.
[00:45:16.196 --> 00:45:19.557]  You could even argue that they're allowed to show up to their house and try to talk to somebody.
[00:45:19.577 --> 00:45:20.697]  You know, people have done that.
[00:45:20.737 --> 00:45:24.159]  Jesse Watters has done that with a lot of judges before he kind of went soft.
[00:45:24.419 --> 00:45:33.102]  He would actually show up to judges' houses and find them in the grocery store parking lot and confront them about the soft sentences that they would give to child predators.
