[00:00:00.000 --> 00:00:13.000]  [MUSIC]
[00:31:01.725 --> 00:31:06.469]  It would be like, who had a better thumbnail or who had a better title or who's, what news was, you know, more...
[00:31:07.390 --> 00:31:08.829]  I guess interesting to people.
[00:31:08.829 --> 00:31:10.110]  And so we kind of measured it that way.
[00:31:10.110 --> 00:31:11.950]  If we got lucky, we'd hit 100,000.
[00:31:11.950 --> 00:31:14.109]  If it was really viral, it'd go over a million.
[00:31:14.109 --> 00:31:17.069]  And that's just been totally cut off from YouTube.
[00:31:17.069 --> 00:31:19.950]  And that was so huge during the election, I think.
[00:31:19.950 --> 00:31:22.950]  Right, they're even now going after meme accounts.
[00:31:23.309 --> 00:31:23.389]  Yeah.
[00:31:23.409 --> 00:31:24.849]  Because the memes are so effective.
[00:31:24.909 --> 00:31:25.870]  Or parody accounts.
[00:31:25.910 --> 00:31:27.391]  Like, you can't even have a fake account.
[00:31:27.611 --> 00:31:27.851]  Right.
[00:31:28.211 --> 00:31:31.273]  You can't even say, okay, this is a fake Elizabeth Warren account.
[00:31:31.353 --> 00:31:31.953]  Nope, you're banned.
[00:31:32.033 --> 00:31:39.617]  Because some of the things that come out of their mouths are just so unbelievable anyway that those parody accounts seem like they could be the real thing.
[00:31:40.517 --> 00:31:44.599]  We're about to have Trump live right now, and so we're monitoring that.
[00:31:45.420 --> 00:31:48.081]  But first, this is Alex Jones.
[00:31:48.241 --> 00:31:49.122]  Is it ready to go, guys?
[00:31:51.425 --> 00:31:58.991]  Alex Jones got out of his battle tank and then went boots on the ground and approached the Antifa slovenly mobs.
[00:31:59.031 --> 00:32:01.853]  They put down the hacky sack and the bongos, climbed out of the trees.
[00:32:02.114 --> 00:32:02.714]  Here's how it went.
[00:32:03.335 --> 00:32:07.178]  Which path he wants to take through, try to avoid the violent people.
[00:32:10.961 --> 00:32:12.961]  Listen to the low energy zombies.
[00:32:12.961 --> 00:32:20.961]  [Chanting]
[00:32:20.961 --> 00:32:23.961]  Literally sounds like a mob of zombies.
[00:32:23.961 --> 00:32:25.961]  [Groaning]
[00:32:26.866 --> 00:32:27.927]  Brains!
[00:32:28.747 --> 00:32:30.208]  Brains!
[00:32:32.529 --> 00:32:36.612]  And then... Did they realize it's Alex Jones?
[00:32:36.632 --> 00:32:37.512]  They just figured it out.
[00:32:37.612 --> 00:32:40.014]  Right into the fire, that one.
[00:32:40.074 --> 00:32:40.934]  We can't go that way.
[00:32:40.954 --> 00:32:41.755]  We can't go that way.
[00:32:41.615 --> 00:32:51.134]   right into the fire that one. We can't go that way. We can't go that way.
[00:32:51.134 --> 00:32:57.534]  Yeah this is what Antifa does.
[00:32:55.479 --> 00:32:58.604]  They block you from going to an event and then they say, oh look, no one was there.
[00:33:00.066 --> 00:33:04.594]  All the cameras are only looking at the protesters like, see, no one supports Trump.
[00:33:04.614 --> 00:33:05.455]  The polls are right.
[00:33:08.612 --> 00:33:10.353]  Boy, the demons really come out, don't they?
[00:33:10.653 --> 00:33:11.534]  No more Trump.
[00:33:11.814 --> 00:33:13.895]  I bet that sign's gonna finally do it for good.
[00:33:14.076 --> 00:33:15.496]  Oh, she's got a whistleblower, too.
[00:33:15.536 --> 00:33:16.357]  She's a whistleblower.
[00:33:16.377 --> 00:33:18.939]  Did you see the new whistleblower technology the Democrats have?
[00:33:18.979 --> 00:33:19.479]  It's amazing.
[00:33:19.599 --> 00:33:22.001]  I love how the whistleblowers matter all of a sudden.
[00:33:22.401 --> 00:33:26.684]  Not like President Obama didn't... Oh, oh, oh my gosh, by the way.
[00:33:26.704 --> 00:33:27.664]  Oh my gosh.
[00:33:28.265 --> 00:33:29.225]  This is such big news.
[00:33:29.245 --> 00:33:30.586]  I didn't even... I forgot to cover it today.
[00:33:31.127 --> 00:33:32.587]  And Tom, you may be on this, too.
[00:33:33.108 --> 00:33:34.629]  Tom, you know who Michael Atkinson is?
[00:33:35.889 --> 00:33:39.889]   I'm vaguely aware, but I think you're scooping me on this one, Owen.
[00:33:39.889 --> 00:33:44.449]   No, I bet you guys, you're probably like me where we started to get into it and then just
[00:33:44.449 --> 00:33:45.689]  all these distractions came.
[00:33:45.689 --> 00:33:47.248]  Michael Atkinson is a big name.
[00:33:47.248 --> 00:33:50.049]  Now, it's kind of a mystery right now.
[00:33:50.049 --> 00:33:53.529]  Oh my gosh, I did such a deep dive on Atkinson yesterday.
[00:33:53.529 --> 00:33:55.408]  Hold on a second while I go through the memory bank.
[00:33:55.408 --> 00:33:58.608]  So Atkinson worked during the Bush years, I believe.
[00:33:58.889 --> 00:34:00.250]  Definitely during the Obama years.
[00:34:00.831 --> 00:34:04.874]  Trump appointed him in, I believe it was November of 2017.
[00:34:05.494 --> 00:34:11.338]  And now he's the Inspector General of the Intelligence Committee or something like that.
[00:34:11.898 --> 00:34:15.841]  And so this is the guy who's handling all the whistleblower complaints.
[00:34:16.342 --> 00:34:18.183]  And then I went and I looked at Atkinson.
[00:34:18.683 --> 00:34:26.870]   When he took over that department, he said, oh, I'm going to clear out all the rot gut and we're really going to get down to these whistleblowers.
[00:34:27.190 --> 00:34:32.575]  Oh, and now conveniently all of a sudden all the whistleblowers come forward against Trump and he's there amplifying it.
[00:34:33.136 --> 00:34:37.620]  And this is a Trump appointee from the Obama, and I think Bush too, I'm not positive about that.
[00:34:37.660 --> 00:34:38.521]  I'd have to double check that.
[00:34:39.141 --> 00:34:46.648]  Atkinson, Michael Atkinson, this guy is either major deep state helping shift with these BS whistleblowers.
[00:34:47.749 --> 00:34:51.151]  Or, he's flipped on the deep state and is helping Trump.
[00:34:51.832 --> 00:34:54.954]  I'm kind of in between right now, but leaning towards he's a deep stater.
[00:34:55.614 --> 00:34:58.816]  But Tom, I don't know if you guys on the national file have done much to look into this guy.
[00:34:59.697 --> 00:35:00.877]  Yes, we have actually.
[00:35:00.937 --> 00:35:02.699]  Now, this is the guy who changed the rules.
[00:35:02.759 --> 00:35:05.700]  So now you can have third people here say if you want to call the whistleblower.
[00:35:06.977 --> 00:35:18.450]  Yes, so he is, I mean, for my, look, okay, so... So wait a second, so actually, let's call Michael Atkinson right now, I'm a whistleblower, I'm gonna blow the whistle on Obama right now, because he changed the rules, he don't need anything, I mean, I'll just make it up.
[00:35:18.751 --> 00:35:22.415]  I'll take a dump here on the stage and say, look, Atkinson, it's a whistleblower.
[00:35:22.615 --> 00:35:26.640]  I'll put a whistle on the steaming pile of crap, and it'll be more credible than Adam Schiff.
[00:35:27.944 --> 00:35:38.434]  Well, and oh, and so I think if you remember, everybody remembers this, Bannon came out and said that it was the original sin of the Trump administration to try to work with the existing deep staters.
[00:35:38.474 --> 00:35:40.817]  They thought that they could win these people over and persuade them.
[00:35:41.137 --> 00:35:41.978]  And that was happening.
[00:35:42.018 --> 00:35:43.279]  This is what that guy came from.
[00:35:43.399 --> 00:35:51.185]  This is the era that this guy was brought into the Trump administration when they were still thinking, maybe we can make a deal, maybe they're not all objectively evil.
[00:35:51.465 --> 00:35:52.086]  But now we know.
[00:35:52.146 --> 00:35:57.450]  I mean, we've had, what, two, three whistleblowers that are all completely unsubstantiated, so they can try to impeach him.
[00:35:57.490 --> 00:36:01.232]  I mean, it's obvious to anybody paying attention, this guy is no good.
[00:36:01.273 --> 00:36:08.378]  But again, it just goes to show, Owen, and you know this better than anybody, this administration is rife with people who want to see the president fail.
[00:36:08.698 --> 00:36:10.419]  And we wonder why things go so slow.
[00:36:10.439 --> 00:36:12.621]  We wonder why the wall is only like a third of the way done.
[00:36:12.861 --> 00:36:14.022]  Because of people like this.
[00:36:14.122 --> 00:36:25.371]  This is now going to give the Democrats, this one guy, making this one decision is going to give the Democrats all the ammunition they need to make sure nothing happens in Congress all the way up through November of 2020.
[00:36:27.330 --> 00:36:32.355]  And this whole whistleblower thing, now they're saying, oh, Fiona Hill is the second whistleblower.
[00:36:32.976 --> 00:36:38.001]  No, Fiona Hill, first of all, is probably a scarecrow here.
[00:36:38.281 --> 00:36:40.603]  I don't even know if there was ever a real whistleblower.
[00:36:40.623 --> 00:36:41.424]  It may have been Adam Schiff.
[00:36:41.464 --> 00:36:42.425]  It may have been John Brennan.
[00:36:42.786 --> 00:36:44.087]  It may have been John Bolton.
[00:36:44.447 --> 00:36:45.548]  Whoever it was, it's irrelevant.
[00:36:45.568 --> 00:36:47.590]  They're now claiming, oh, it was Fiona Hill.
[00:36:48.211 --> 00:36:49.452]  That's the second whistleblower.
[00:36:49.492 --> 00:36:50.172]  But wait a second.
[00:36:50.553 --> 00:36:59.259]  The second whistleblower is technically the first whistleblower is the original whistleblower because it was secondhand, thirdhand information that came from the original source.
[00:36:59.279 --> 00:37:00.419]  So was it Fiona Hill?
[00:37:00.780 --> 00:37:01.680]  Was it somebody else?
[00:37:02.501 --> 00:37:03.481]  It's all being made up.
[00:37:03.521 --> 00:37:04.622]  They're changing the rules.
[00:37:05.403 --> 00:37:13.512]   And then if you're inside and you're one of these people, you think, oh, If I'm the whistleblower that brings Trump down, I'll get a Nobel Peace Prize.
[00:37:13.892 --> 00:37:15.933]  I'll be rewarded on CNN.
[00:37:15.953 --> 00:37:18.593]  Ah, I'll get FaceTime on MSNBC.
[00:37:19.214 --> 00:37:20.834]  Phil Mudd will give me a reach around.
[00:37:21.094 --> 00:37:21.954]  Michelle Obama.
[00:37:22.274 --> 00:37:23.255]  Okay, I'll stop right there.
[00:37:24.375 --> 00:37:25.595]  But that's pretty much where we're going.
[00:37:25.955 --> 00:37:29.376]  We've got an eye on the Trump podium right now.
[00:37:29.937 --> 00:37:32.517]  The crowd looks like it's a little rambunctious right now.
[00:37:32.597 --> 00:37:34.458]  Guys, is Trump about to come out?
[00:37:34.498 --> 00:37:35.158]  Is that what's going on?
[00:37:36.960 --> 00:37:39.441]  Just the crowd is getting a little rambunctious there.
[00:37:40.281 --> 00:37:42.181]  Okay, we're going to continue to monitor this.
[00:37:43.241 --> 00:37:44.642]  A full house in Dallas.
[00:37:44.942 --> 00:37:46.302]  Tom, were you saying something?
[00:37:47.362 --> 00:37:52.363]  Well, so I know we're talking about this whistleblowing situation, but Owen, I'm still just baffled.
[00:37:52.443 --> 00:37:54.164]  Where did Alex Jones get a battle tank?
[00:37:57.124 --> 00:37:57.424]  Leanne?
[00:37:57.604 --> 00:38:01.045]  I have no idea, but I'm pretty sure he owns that now.
[00:38:01.805 --> 00:38:02.085]  Alright.
[00:38:02.205 --> 00:38:03.786]  Whoever that is not getting it back.
[00:38:04.026 --> 00:38:05.266]  Alright, here's the scoop.
[00:38:06.644 --> 00:38:08.846]  Alex Jones raided a U.N.
[00:38:08.946 --> 00:38:12.589]  stronghold in Dallas and stole and repainted one of their battle tanks.
[00:38:12.629 --> 00:38:13.489]  That's actually a U.N.
[00:38:13.529 --> 00:38:13.990]  battle tank.
[00:38:14.010 --> 00:38:16.411]  All right, I think Trump is coming out right now.
[00:38:16.632 --> 00:38:17.792]  The cameras are out.
[00:38:18.073 --> 00:38:20.474]  The crowd is going absolutely crazy.
[00:38:20.534 --> 00:38:23.036]  Trump has just tweeted that he's about to take the podium.
[00:38:24.137 --> 00:38:25.258]  Let's go live, guys.
[00:38:25.298 --> 00:38:26.579]  Give me audio if you can, please.
[00:38:26.599 --> 00:38:27.700]  Oh, there we go.
[00:38:27.760 --> 00:38:28.600]  All right.
[00:38:29.121 --> 00:38:29.381]  There he is.
[00:38:29.401 --> 00:38:33.004]  Trump has just emerged and is walking up to the stage right now.
[00:38:34.996 --> 00:38:43.705]  The Golden Toad.
[00:38:44.085 --> 00:38:45.426]  We won't put Leigh-Anne on crying.
[00:38:49.910 --> 00:38:51.152]  Trump's been awfully busy today.
[00:38:52.072 --> 00:38:53.354]  This guy has incredible energy.
[00:38:53.374 --> 00:38:54.194]  You gotta give him credit.
[00:38:54.234 --> 00:38:55.676]  He has to take turbo force.
[00:38:59.312 --> 00:39:02.032]  Seriously, if I'm his age and I have that energy, I'll be happy.
[00:39:02.052 --> 00:39:07.253]  No, you see all the other presidents, they seem to rapidly age when they get into... Oh yeah.
[00:39:07.293 --> 00:39:08.334]  He actually looks great.
[00:39:08.374 --> 00:39:11.334]  He's looking younger, more... He really hasn't aged.
[00:39:11.914 --> 00:39:12.874]  That is one thing I've noticed.
[00:39:12.894 --> 00:39:20.296]  I mean, by this point in the Obama administration, Obama was already gray-haired and wrinkled, and then President Trump looks like he's still, you know, maybe 55.
[00:39:21.396 --> 00:39:21.916]  Wait, guys.
[00:39:22.816 --> 00:39:25.737]  As President Trump takes the stage, we have a brand new whistleblower.
[00:39:26.117 --> 00:39:27.237]  Can we get a dot-cam here?
[00:39:28.786 --> 00:39:32.870]  Folks, this is a brand new whistleblower coming forward right now exclusively to InfoWars.
[00:39:32.890 --> 00:39:36.213]  We're going to get Michael Atkinson on this immediately.
[00:39:36.333 --> 00:39:37.594]  We're going to call Adam Schiff.
[00:39:38.135 --> 00:39:38.895]  No, this is huge.
[00:39:39.736 --> 00:39:40.397]  Oh my gosh.
[00:39:40.917 --> 00:39:41.498]  Oh my gosh.
[00:39:41.778 --> 00:39:42.018]  Adam.
[00:39:42.519 --> 00:39:44.240]  Adam Schiff, we have your new whistleblower.
[00:39:44.280 --> 00:39:47.183]  This is going to surely destroy Trump before he takes the podium tonight.
[00:39:47.503 --> 00:39:49.525]  Michael Atkinson, we found your whistleblower.
[00:39:49.965 --> 00:39:51.307]  It's Fiona Hill's dropping.
[00:39:52.705 --> 00:40:00.514]  So there you go folks, this is the new whistleblower confirmed by Michael Atkinson and then made up facts by Adam Schiff.
[00:40:00.534 --> 00:40:02.055]  So there you go, surely that's the end of Trump.
[00:40:02.436 --> 00:40:04.438]  The latest Democrat whistleblowing technology.
[00:40:04.878 --> 00:40:06.200]  A steaming pile of crap.
[00:40:06.961 --> 00:40:09.263]  Quite literally, that's what the whistleblowers are.
[00:40:09.383 --> 00:40:11.105]  Okay, so Trump is about to take the stage.
[00:40:11.305 --> 00:40:12.687]  Leanne, any comments before he goes live?
[00:40:12.950 --> 00:40:21.475]  No, I just am so glad that that poo is being recycled, because that's what used to travel around the office trying to... That's a fresh whistleblower.
[00:40:21.515 --> 00:40:23.397]  How dare you act like that whistleblower is it new?
[00:40:23.737 --> 00:40:25.278]  Tom, anything before Trump goes live?
[00:40:26.158 --> 00:40:28.260]  Well, frankly, I don't see how Trump can go live.
[00:40:28.300 --> 00:40:33.544]  That whistleblower, what he said, was absolutely damning, and I think President Trump is going to resign any moment now.
[00:40:33.884 --> 00:40:34.284]  Hold on.
[00:40:34.785 --> 00:40:36.006]  I think it's- Hold on, the whistleblower.
[00:40:36.026 --> 00:40:36.626]  Give me a dot-cam.
[00:40:36.646 --> 00:40:37.827]  The whistleblower wants to speak.
[00:40:37.967 --> 00:40:39.949]  Can I please get a dot-cam before Trump goes live?
[00:40:40.689 --> 00:40:41.310]  Trump is bad.
[00:40:41.410 --> 00:40:42.131]  Trump is racist.
[00:40:42.591 --> 00:40:43.151]  It's confirmed.
[00:40:43.632 --> 00:40:44.633]  Oh, that's it, folks.
[00:40:44.793 --> 00:40:45.833]  Cancel the Trump rally.
[00:40:46.194 --> 00:40:47.215]  Shut down the broadcast.
[00:40:47.235 --> 00:40:48.175]  Impeachment.
[00:40:48.255 --> 00:40:48.576]  Alright.
[00:40:49.396 --> 00:40:49.777]  That's it.
[00:40:50.577 --> 00:40:51.418]  Trump's going live.
[00:40:52.379 --> 00:40:55.061]  There are the- It's raucous in there.
[00:40:57.039 --> 00:41:03.282]  What is it, 42% of Americans who do not want the president impeached according to the latest CNN polls?
[00:41:03.642 --> 00:41:07.684]  I haven't heard the American Airlines that loud since the Blues mopped up the Dallas Stars.
[00:41:08.264 --> 00:41:08.925]  Oh, oops, sorry.
[00:41:08.945 --> 00:41:13.947]  Alright, let's go full audio.
[00:41:14.888 --> 00:41:16.128]  It's a raucous crowd in there.
[00:41:20.751 --> 00:41:23.312]  I mean, these people are so excited to be a part of this.
[00:41:24.704 --> 00:41:26.505]  Honestly, I've been to a lot of events.
[00:41:26.885 --> 00:41:28.686]  I like to experience human events like this.
[00:41:28.946 --> 00:41:30.687]  There is no energy.
[00:41:30.907 --> 00:41:36.190]  Seriously, it's like a playoff World Series game, Stanley Cup hockey game, Trump rally.
[00:41:36.270 --> 00:41:37.851]  That's the top energy right there.
[00:41:38.311 --> 00:41:43.314]  Hillary had to hijack a Beyonce concert or a LeBron James.
[00:41:43.354 --> 00:41:45.995]  Alright, let's try to... Just turn my mic off.
[00:41:46.015 --> 00:41:46.515]  Trump's live.
[00:41:47.416 --> 00:41:53.335]  where we just opened a beautiful new Louis Vuitton plant.
[00:41:53.335 --> 00:42:04.056]   But I'm with the freedom-loving patriots of the Lone Star State.
[00:42:04.336 --> 00:42:11.078]  I love it.
[00:42:11.138 --> 00:42:15.459]  There has never been a better time to be a proud Texan.
[00:42:17.080 --> 00:42:22.821]  And there's never been a better time to be a proud American.
[00:42:22.861 --> 00:42:23.702]  There never has.
[00:42:24.222 --> 00:42:30.662]  Never have.
[00:42:30.662 --> 00:42:41.182]   So I came from a small town, Alvarado, Texas, where we celebrated the incredible revival
[00:42:41.182 --> 00:42:46.581]   of American manufacturing, and we opened up some beautiful places.
[00:42:46.640 --> 00:42:48.682]  I'll tell you, this place is doing great.
[00:42:49.062 --> 00:42:55.647]  And created, in a very short period of time, an extra 1,000 jobs for Texas.
[00:43:00.638 --> 00:43:12.426]  Since my election, we've created 775,000 new jobs across your state, including 70,000 Texas manufacturing jobs.
[00:43:12.926 --> 00:43:15.608]  They said those jobs had disappeared, didn't they?
[00:43:15.668 --> 00:43:15.968]  Huh?
[00:43:16.048 --> 00:43:16.669]  Hey, man!
[00:43:19.751 --> 00:43:24.834]  Our country is once again living by two simple rules.
[00:43:25.155 --> 00:43:35.834]  Buy American and hire American.
[00:43:35.834 --> 00:43:42.354]   The economy is booming, our people are prospering, our country is thriving, and our nation is
[00:43:42.354 --> 00:43:45.194]  stronger than ever before.
[00:43:45.194 --> 00:43:50.034]  [Applause]
[00:43:50.101 --> 00:43:56.626]  But the more America achieves, the more hateful and enraged these crazy Democrats become.
[00:44:00.048 --> 00:44:01.329]  Crazy.
[00:44:01.349 --> 00:44:02.110]  They're crazy.
[00:44:04.351 --> 00:44:05.272]  They're crazy.
[00:44:08.186 --> 00:44:14.730]  At stake in this fight is the survival of American democracy itself.
[00:44:14.870 --> 00:44:15.771]  Don't kid yourself.
[00:44:16.351 --> 00:44:17.392]  That's what they want.
[00:44:17.872 --> 00:44:21.754]  They are destroying this country, but we will never let it happen.
[00:44:21.794 --> 00:44:22.475]  Not even close.
[00:44:26.718 --> 00:44:35.820]  For three straight years, radical Democrats have been trying to overthrow the results of a great, great election.
[00:44:35.920 --> 00:44:41.821]  Maybe, maybe the greatest election in the history of our country.
[00:44:45.982 --> 00:44:48.323]  And they want to impose an extreme agenda.
[00:44:50.114 --> 00:44:54.275]  They cannot pass it and they cannot win it at the ballot box.
[00:44:54.295 --> 00:44:55.096]  They're not going to win.
[00:44:55.116 --> 00:44:57.657]  They're not even going to... They won't come close in 2020.
[00:44:57.717 --> 00:44:58.377]  They know it.
[00:44:58.417 --> 00:44:58.997]  They know it.
[00:44:59.017 --> 00:45:02.839]  They're not going to win it.
[00:45:04.679 --> 00:45:05.800]  They say, let's see.
[00:45:05.960 --> 00:45:07.300]  What's another idea?
[00:45:09.161 --> 00:45:10.741]  What's another idea?
[00:45:10.881 --> 00:45:12.362]  How do we win this election?
[00:45:14.537 --> 00:45:19.720]  You know, I really don't believe anymore that they love our country.
[00:45:20.340 --> 00:45:20.820]  I don't believe it.
[00:45:20.840 --> 00:45:21.100]  One more year!
[00:45:25.063 --> 00:45:25.323]  One more year!
[00:45:26.463 --> 00:45:26.723]  One more year!
[00:45:27.304 --> 00:45:27.684]  One more year!
[00:45:28.264 --> 00:45:28.524]  One more year!
[00:45:29.125 --> 00:45:29.485]  One more year!
[00:45:30.065 --> 00:45:30.325]  One more year!
[00:45:31.106 --> 00:45:31.366]  One more year!
[00:45:32.006 --> 00:45:32.266]  One more year!
[00:45:33.027 --> 00:45:33.287]  One more year!
[00:45:33.887 --> 00:45:34.147]  One more year!
[00:45:34.768 --> 00:45:35.028]  One more year!
[00:45:35.728 --> 00:45:36.008]  One more year!
[00:45:37.469 --> 00:45:37.789]  One more year!
[00:45:39.950 --> 00:45:40.211]  One more year!
[00:45:40.831 --> 00:45:41.471]  One more year!
[00:45:42.132 --> 00:45:42.392]  One more year!
[00:45:42.412 --> 00:45:42.672]  One more year!
[00:45:42.692 --> 00:45:48.230]   One more year And Shifty Schiff, how about this guy?
[00:45:48.250 --> 00:45:49.932]  How about this guy?
[00:45:53.916 --> 00:45:56.979]  He makes up my conversation, which was perfect.
[00:45:57.359 --> 00:45:59.501]  He makes up my conversation.
[00:45:59.921 --> 00:46:01.323]  He sees what I said.
[00:46:02.124 --> 00:46:04.486]  It doesn't play well because it was perfect.
[00:46:04.866 --> 00:46:10.372]  So he made up a totally false conversation with the Ukrainian president.
[00:46:15.345 --> 00:46:16.667]  And we caught him cold.
[00:46:17.989 --> 00:46:19.350]  Everybody knew it anyway.
[00:46:19.691 --> 00:46:21.173]  See, we did one thing.
[00:46:21.193 --> 00:46:22.915]  You always have to do the unexpected.
[00:46:23.396 --> 00:46:26.961]  They never thought I'd release the conversation with the Ukrainian president.
[00:46:31.656 --> 00:46:36.419]  I want to get him before Congress and I want to see what he has to say.
[00:46:36.459 --> 00:46:38.520]  You know, they say he has immunity.
[00:46:38.860 --> 00:46:42.082]  Why would you have immunity for outright fraud?
[00:46:42.142 --> 00:46:43.303]  Why do you have immunity?
[00:46:43.803 --> 00:46:44.083]  Why?
[00:46:44.903 --> 00:46:45.564]  He's a fraud.
[00:46:47.025 --> 00:46:59.819]  We're fighting a campaign against leftists, socialists, and globalists who want to return to reckless wars, open borders, rampant crime, and totally disastrous one-way trade deals.
[00:46:59.859 --> 00:47:01.902]  We're changing that one around very quickly.
[00:47:06.809 --> 00:47:18.258]  They believe America is the world's piggy bank and that your tax dollars should subsidize the economy, military, and defense of every other nation in the world but our own.
[00:47:18.578 --> 00:47:19.679]  It's not happening anymore.
[00:47:21.900 --> 00:47:45.220]   Our political opposition made its fortune selling out our nation and its citizens and you know that's what's been happening and that's why 2016 was so important and that's why 2020 I can never say it's more important but you know it's like the roots of a tree you plant the baby tree it's got a catch
[00:47:46.081 --> 00:47:47.482]  Get that extra time.
[00:47:47.782 --> 00:47:49.302]  We'll have more tax cuts.
[00:47:49.622 --> 00:47:51.703]  We'll have even... I'll tell you what.
[00:47:52.023 --> 00:47:53.824]  We have rebuilt our military.
[00:47:53.964 --> 00:47:57.964]  What we've done has never been done before.
[00:47:57.964 --> 00:48:03.604]  [APPLAUSE]
[00:48:03.604 --> 00:48:10.964]   We're now showing Donald J Trump's YouTube channel that has a 360 live
[00:48:11.031 --> 00:48:11.531]  Pretty cool.
[00:48:11.551 --> 00:48:13.392]  We'll be going to that every once in a while as well.
[00:48:14.488 --> 00:48:17.591]  Yeah, that's right.
[00:48:18.151 --> 00:48:19.553]  They will anyway.
[00:48:23.676 --> 00:48:25.398]  I've been a politician for three years.
[00:48:25.478 --> 00:48:26.339]  I can't believe that.
[00:48:27.180 --> 00:48:29.542]  I never thought I'd be called the politician.
[00:48:30.042 --> 00:48:32.004]  I don't like it, but it is what it is.
[00:48:33.265 --> 00:48:38.225]  But we're finally again putting America first.
[00:48:38.225 --> 00:48:46.385]  [Applause]
[00:48:46.385 --> 00:48:50.784]  The radical Democrats want to destroy America as we know it.
[00:48:50.968 --> 00:48:57.370]  They want to indoctrinate our children and teach them that America is a sinful, wicked nation.
[00:48:57.390 --> 00:48:59.050]  You see that happening all the time.
[00:49:00.510 --> 00:49:04.692]  And I know it from personal experience, what they want to teach your kids.
[00:49:04.792 --> 00:49:05.352]  Not good.
[00:49:06.152 --> 00:49:09.073]  They come home, Mommy, Daddy, this is what I learned.
[00:49:09.133 --> 00:49:10.953]  And you're going, Oh no, don't tell me.
[00:49:12.153 --> 00:49:14.134]  Let's get them into another school fast.
[00:49:15.916 --> 00:49:18.339]  They want to disarm law-abiding citizens.
[00:49:18.399 --> 00:49:20.202]  They want to take your guns away.
[00:49:24.468 --> 00:49:30.155]  And they want to install far-left judges to shred our Constitution.
[00:49:30.235 --> 00:49:31.097]  It's not happening.
[00:49:33.203 --> 00:49:40.191]  They want to tear down symbols of faith and drive Christians and religious believers from the public square.
[00:49:40.672 --> 00:49:49.742]  They want to silence your voices on social media, and they want the government to censor, muzzle, and shut down conservative voices.
[00:49:49.782 --> 00:49:50.243]  You know that.
[00:49:54.611 --> 00:49:59.115]  If they didn't hate our country, they wouldn't be doing this to our country.
[00:49:59.155 --> 00:50:01.357]  They wouldn't be doing it because they know better.
[00:50:02.158 --> 00:50:02.819]  They know better.
[00:50:02.679 --> 00:50:14.518]   But as an example, we're building a great wall along the southern border.
[00:50:14.518 --> 00:50:15.719]  And it's going up rapidly.
[00:50:15.719 --> 00:50:16.559]  I believe.
[00:50:16.872 --> 00:50:17.872]  Going up.
[00:50:17.872 --> 00:50:31.872]  [Crowd chanting "Bernie"]
[00:50:31.872 --> 00:50:36.872]   And you know, five years ago, almost every one of them wanted a wall.
[00:50:37.294 --> 00:50:41.277]  Until I came along and I said, we're going to build a great wall, because they could never get it done.
[00:50:42.398 --> 00:50:44.019]  And then they stopped the funding.
[00:50:44.659 --> 00:50:46.421]  They made it almost impossible.
[00:50:47.181 --> 00:50:49.763]  Few people would have been able to do what we did.
[00:50:49.823 --> 00:50:54.787]  But we got it from here, and we got it from there, and we got it from all over the place.
[00:50:55.227 --> 00:51:00.631]  And we're building that sucker right now, and it's having a tremendous effect already.
[00:51:00.651 --> 00:51:01.712]  Not easy.
[00:51:05.029 --> 00:51:05.809]  Highest level.
[00:51:06.650 --> 00:51:08.110]  Everything we said it would be.
[00:51:08.170 --> 00:51:09.251]  It's moving rapidly.
[00:51:10.231 --> 00:51:12.772]  Although the fake news back there, they don't want to talk about it.
[00:51:17.074 --> 00:51:19.074]  They don't want to talk about it.
[00:51:19.074 --> 00:51:21.074]  [crowd boos]
[00:51:21.074 --> 00:51:27.074]  Look at all those cameras, you believe it?
[00:51:27.074 --> 00:51:28.273]  (audience laughing)
[00:51:28.379 --> 00:51:29.620]  Look at all those red lights.
[00:51:29.660 --> 00:51:32.141]  Don't worry, I won't say anything bad about your network.
[00:51:33.422 --> 00:51:40.309]  Because a lot of times I get ready to do a number of these phony networks, and you know, you see those red lights go off, off, off, off.
[00:51:41.349 --> 00:51:43.772]  They don't want their viewers to see it, but that's okay.
[00:51:43.792 --> 00:51:45.033]  I'm not going to say it tonight.
[00:51:45.053 --> 00:51:48.176]  I'm going to say, you're legitimate media.
[00:51:48.256 --> 00:51:49.317]  I don't actually mean that.
[00:51:52.360 --> 00:51:53.201]  But you look at that.
[00:51:54.684 --> 00:51:55.705]  But look at all those cameras.
[00:51:55.725 --> 00:51:59.667]  You know, that's like the Academy Awards used to be before it failed.
[00:52:00.067 --> 00:52:01.008]  You know why it failed?
[00:52:01.528 --> 00:52:02.469]  You know why it failed?
[00:52:02.789 --> 00:52:04.210]  Because they came after us.
[00:52:04.070 --> 00:52:12.989]  That's why it failed.
[00:52:12.989 --> 00:52:16.870]   It failed because they had stupid people saying horrible things about us.
[00:52:17.578 --> 00:52:18.239]  Stupid.
[00:52:19.800 --> 00:52:20.700]  Stupid people.
[00:52:21.941 --> 00:52:22.722]  Matt Damon!
[00:52:24.631 --> 00:52:26.832]  Their ratings have dropped like a rocket.
[00:52:26.892 --> 00:52:28.392]  I love seeing it, I'm telling you.
[00:52:29.233 --> 00:52:29.533]  Love it.
