[00:00:22.199 --> 00:00:23.020]  Welcome, my friends.
[00:23:22.972 --> 00:23:24.813]  But it's all aimed at you.
[00:23:24.953 --> 00:23:25.914]  Just remember that.
[00:23:27.875 --> 00:23:32.919]  And down the road, don't say you weren't warned.
[00:23:33.259 --> 00:23:40.184]  Many years from now, after we've gone through this great intensification of evil, let's just not relive it the next time.
[00:23:40.364 --> 00:23:43.946]  Please learn from history, future generations, if you're watching this.
[00:23:44.566 --> 00:23:51.071]  If they don't eradicate it all from the web with the systems they've got, they can erase everything they want off Devo, like our show about FEMA camps.
[00:23:51.451 --> 00:23:59.236]  With Ventura, they can already erase my voice off the entire internet with Shazam type software and they're saying in this new censorship bill they're going to do that.
[00:23:59.476 --> 00:24:04.760]  But once someone's deemed a radical, they'll just have programs that erase it and shut down every account on the web.
[00:24:04.820 --> 00:24:06.201]  I mean, it's all being announced!
[00:24:06.881 --> 00:24:08.502]  You think they're arrogant now?
[00:24:08.803 --> 00:24:10.944]  They're a bunch of Kim Jong-il bastards!
[00:24:11.024 --> 00:24:11.825]  Okay, I'm going to stop.
[00:24:12.665 --> 00:24:13.286]  I'm telling you.
[00:24:14.206 --> 00:24:16.608]  I'm telling you folks, they're dangerous!
[00:24:17.468 --> 00:24:18.789]  They're horrible criminals!
[00:24:19.530 --> 00:24:20.530]  They're our enemies!
[00:24:21.811 --> 00:24:26.174]  I know it's fun to hate the opposing football team, but that's all smoke and mirrors.
[00:24:26.194 --> 00:24:27.955]  Okay, I'm going to stop right there.
[00:24:34.699 --> 00:24:36.100]  I want to get off this thing right now.
[00:24:36.600 --> 00:24:37.821]  I want to turn this around right now.
[00:24:37.881 --> 00:24:39.001]  There's an awakening happening.
[00:24:39.542 --> 00:24:42.964]  The fact that Ron Paul is dominating and they've known it all along.
[00:24:43.988 --> 00:24:48.592]  The fact that he's been winning all the straw polls and the rest of it and raising the most money from small contributors.
[00:24:48.872 --> 00:24:51.494]  He raised like five million dollars in the last three days.
[00:24:52.495 --> 00:24:53.256]  Last time I checked.
[00:24:55.157 --> 00:25:01.442]  The fact that this is going on and the fact that even in cooked polls, Paul is 23, Romney is 20, Genrich is 14.
[00:25:02.383 --> 00:25:08.008]  Genrich has plummeted from number one to number three because people found out he's a complete and total globalist.
[00:25:11.181 --> 00:25:24.149]  So we've got that report going on, and then there's a bunch of other polls coming out that show him in second or third.
[00:25:24.169 --> 00:25:31.193]  Now continuing, there's a lot of hit pieces now being reported.
[00:25:32.768 --> 00:25:41.432]  And this is an example of different polls that show the massive skewing out there, but they're definitely scared of him and saying he's probably going to win right now.
[00:25:41.532 --> 00:25:48.835]  Oh, and hackers, the group Anonymous, which is any cutout the government wants, have announced they're going to target the Iowa
[00:25:51.653 --> 00:26:07.510]  Caucus so they can try to shut it down and then now that gives the government the excuse to come in and monitor it and then engage in whatever monkey business they want but oh they wouldn't do anything because the government's there to make sure our elections are sound even though they've been caught cheating over and over again.
[00:26:09.452 --> 00:26:11.895]  Then some ask well then why do we politically
[00:26:14.016 --> 00:26:20.922]  Still get involved because we're out there educating people, putting out the issues, and exposing fraud when we find it.
[00:26:21.523 --> 00:26:25.126]  We know if we give up and crawl in a ditch, we're never going to have any chance.
[00:26:25.627 --> 00:26:27.729]  So we use these elections as a chance to educate.
[00:26:29.059 --> 00:26:32.301]  Now there's been a whole bunch of hit pieces come out in the last day.
[00:26:32.381 --> 00:26:36.124]  Gendrich collapses in Iowa as Ron Paul surges to the front.
[00:26:36.584 --> 00:26:44.450]  Now there's the basic facts, but there's an article here out of the Atlantic Wire, kind of the liberal neocons, why doesn't the Tea Party love Ron Paul?
[00:26:44.910 --> 00:26:45.290]  I don't know.
[00:26:45.330 --> 00:26:51.693]  He just started it in 2007 when people like myself against the globalists and then the neocons came in and tried to take it over.
[00:26:52.074 --> 00:26:53.534]  And so because he doesn't think the U.S.
[00:26:53.554 --> 00:26:58.957]  should be like Nazi Germany and attack and invade every country on earth, he's the bad guy.
[00:26:58.997 --> 00:27:01.659]  That's basically what's going on on that front.
[00:27:02.379 --> 00:27:04.480]  Here's one out of the Washington Examiner.
[00:27:04.540 --> 00:27:07.722]  GOP will take the gloves off if Ron Paul wins Iowa.
[00:27:08.002 --> 00:27:11.824]  But I've already seen probably 20 articles saying it doesn't matter now if he wins Iowa.
[00:27:12.164 --> 00:27:13.865]  Iowa was always absolutely key.
[00:27:14.992 --> 00:27:17.514]  I mean, that most of the time meant you were going to get the nomination.
[00:27:17.935 --> 00:27:24.161]  But now, you know, to win the very first primary slash caucus, that doesn't matter anymore.
[00:27:24.741 --> 00:27:27.304]  But they're going to come after him, and it's going to be the same old stuff.
[00:27:29.045 --> 00:27:31.488]  Back when he put his name on 14 different newsletters.
[00:27:32.824 --> 00:27:38.567]  And, you know, they said some stuff like, yeah, the rioting will stop in Los Angeles after the welfare checks don't get delivered.
[00:27:38.647 --> 00:27:39.567]  You know, stuff like that.
[00:27:40.147 --> 00:27:45.930]  And there you can see Paul Watson's article, Ginnrich-linked, propagandist, recycles, debunked, racist, Ron Palsmeier.
[00:27:46.811 --> 00:27:51.253]  And the article has the name Alex Jones in the title, when I have nothing to do with newsletters written in 1988.
[00:27:52.953 --> 00:27:57.836]  But, again, it's all broken down there, even from mainstream media sources, that
[00:27:58.897 --> 00:28:01.358]  He had 14 different newsletters at one time.
[00:28:01.398 --> 00:28:05.519]  It was like the internet of the age that he would loan his name to, with dozens of writers.
[00:28:05.539 --> 00:28:11.241]  It'd be like if something was on Infowars.com or JonesReport.com, and they'd say, well, it's called Ron Paul Reports.
[00:28:11.621 --> 00:28:16.462]  And they admit most of these were supplemental, special reports that would be mailed out almost daily.
[00:28:16.822 --> 00:28:18.963]  You'd get in like two or three days when an event happened.
[00:28:18.983 --> 00:28:20.743]  And again, you can read the stuff.
[00:28:20.763 --> 00:28:25.885]  It's like, yeah, the rioting's going to stop when the welfare checks, you know, don't arrive.
[00:28:27.156 --> 00:28:27.837]  Or do arrive.
[00:28:28.017 --> 00:28:29.820]  I mean, that's what happened.
[00:28:30.561 --> 00:28:38.794]  So there's this big obsession on this, and then they say, oh, one of the newsletters, you know, talked bad about Martin Luther King Day and called it Hate Whitey Day.
[00:28:39.892 --> 00:29:00.630]  And then it turns out that in the eighties, when he first got into Congress and then got thrown out, that the only time he said that he, on record, voted for something that was unconstitutional, even though it was just symbolic, it is unconstitutional to make certain days for certain people, you know, a day when you don't go to work, that was the one time Ron Paul
[00:29:01.411 --> 00:29:07.775]  Did that and he's always since the seventies back when it was unpopular in some areas talk good about Martin Luther King.
[00:29:07.815 --> 00:29:09.717]  I mean I've seen all the old interviews.
[00:29:09.957 --> 00:29:16.141]  I've seen Ron Paul on AXS TV when he ran for president in the late eighties talking about Martin Luther King.
[00:29:16.902 --> 00:29:20.144]  Those tapes are out there now on the web and talk about the CIA drug dealing.
[00:29:20.404 --> 00:29:22.706]  So it's what Ron Paul says out of his mouth.
[00:29:23.306 --> 00:29:27.789]  Not some obsession on, oh my gosh, he wasn't something totally politically correct.
[00:29:27.809 --> 00:29:35.213]  Oh, and they also say in the same articles why Ron Paul said that HIV was manufactured to kill black people.
[00:29:35.693 --> 00:29:36.434]  He's a kook!
[00:29:39.515 --> 00:29:46.660]  Now wait a minute, I thought he didn't like black people, but he's warning in one report that there was links to it being a bioweapon, which by the way is in major studies.
[00:29:47.380 --> 00:29:48.781]  That's real if you dig into that.
[00:29:49.881 --> 00:29:52.723]  So, oh, he doesn't like black people, but he doesn't want to kill them with HIV.
[00:29:53.544 --> 00:29:54.464]  You see how this works?
[00:29:54.865 --> 00:29:58.547]  And then also, oh, he thinks there's going to be military on the streets.
[00:29:58.587 --> 00:29:59.968]  That's like all over the news right now.
[00:30:00.228 --> 00:30:02.190]  He was on Alex Jones' show and said this.
[00:30:02.630 --> 00:30:04.071]  I mean, this guy is a nut.
[00:30:04.571 --> 00:30:11.937]  So I told you, as soon as it was clear that he could win, they are going to come after him with everything they've got.
[00:30:13.258 --> 00:30:14.619]  And it's now happening.
[00:30:15.512 --> 00:30:27.918]  They said his son kidnapped women, wasn't a medical doctor, they would have people dress up in hayseed outfits in Kentucky, which is an insult to rural farmers, and hold signs like, I don't like Mexicans, you'll kill them!
[00:30:28.598 --> 00:30:31.880]  They got caught doing stuff like that to Rand Paul.
[00:30:32.380 --> 00:30:37.302]  And the people would go, wait a minute, I recognize that guy, that's one of the campaign officers for the guy he's running against.
[00:30:37.623 --> 00:30:44.466]  I mean, this is the type of stuff, and by the way, I saw a headline today, Ron Paul supporter calls blacks monkeys!
[00:30:46.752 --> 00:30:54.139]  That'd be like if they went out in the street and said, we found a guy in Tucson, Arizona that says he hates Jews and likes Alex Jones.
[00:30:54.199 --> 00:30:55.540]  Oh, that's it for Alex Jones!
[00:30:57.342 --> 00:31:02.666]  I mean, it is the oldest trick in the book because he doesn't want to bomb brown people all over the world.
[00:31:03.067 --> 00:31:03.968]  See, he's bad.
[00:31:04.468 --> 00:31:05.049]  He's a bigot.
[00:31:05.956 --> 00:31:08.938]  He could easily say, attack Iran, he'd be president like that.
[00:31:08.978 --> 00:31:10.319]  They go, okay, you want it, you got it.
[00:31:10.999 --> 00:31:11.559]  Won't do it!
[00:31:12.320 --> 00:31:19.404]  He's going up against criminals who are extremely dangerous, who are setting up every form of tyranny we've seen in history that our country's always stood against.
[00:31:19.584 --> 00:31:24.507]  There's no doubt torture, no doubt secret arrest, no doubt any of this is the plague.
[00:31:24.587 --> 00:31:26.448]  It's as bad as it gets, and the guy
[00:31:27.068 --> 00:31:28.048]  He's not even radical.
[00:31:28.268 --> 00:31:29.228]  He's a real American.
[00:31:29.408 --> 00:31:33.849]  Just a common sense, believes in freedom, and he's going to have the kitchen sink thrown at him now.
[00:31:34.350 --> 00:31:44.092]  So pray for Ron Paul, support him, and defend him, because you asked him to run, and I know I privately did, and on air, and we twisted his arm and said, even if you don't win, you've got to educate the world.
[00:31:44.612 --> 00:31:50.813]  This is a great focal point for Liberty, and he said, I know, you know, I just want to basically retire and write, but I'll do it.
[00:31:51.213 --> 00:31:54.974]  He's a 76-year-old man doing what I couldn't do at 37, about to be 38.
[00:31:56.872 --> 00:32:00.536]  He works his butt off 18 hours a day, and you can see the toll on him.
[00:32:00.797 --> 00:32:04.101]  So remember, you asked him to do this, you gotta defend him now.
[00:32:04.121 --> 00:32:04.621]  Okay?
[00:32:04.882 --> 00:32:08.306]  He's in the arena, he's our champion, you gotta get behind him.
[00:32:08.646 --> 00:32:08.947]  Alright?
[00:32:09.407 --> 00:32:09.928]  I told you.
[00:32:10.168 --> 00:32:14.353]  You asked for it, he's there, I told you he could win, he's going into the pole position.
[00:32:14.874 --> 00:32:15.594]  This is a big deal!
[00:32:16.721 --> 00:32:17.702]  And folks, they might kill him.
[00:32:18.622 --> 00:32:19.503]  You've got to understand this.
[00:32:19.583 --> 00:32:20.643]  Ron Paul knows what he's done.
[00:32:21.064 --> 00:32:22.625]  And he's happy for that to happen.
[00:32:22.645 --> 00:32:23.785]  I'll guarantee you that's the case.
[00:32:24.106 --> 00:32:25.666]  Because that would really turn him into a martyr.
[00:32:26.087 --> 00:32:27.668]  And that's the one reason they may not do it.
[00:32:28.732 --> 00:32:29.973]  Remember what Obi-Wan Kenobi said?
[00:32:30.354 --> 00:32:33.136]  Strike me down, I'll become more powerful than you can possibly imagine.
[00:32:33.376 --> 00:32:35.498]  There's no dirt on him, there's no nothing.
[00:32:35.819 --> 00:32:46.328]  He apologized back in the 90's when this stuff came out, and he shut the things down and fired the people, because he had dozens and dozens of groups writing these things, for some of the mild stuff that's in there.
[00:32:46.969 --> 00:32:49.670]  And most of it's like, oh, good, look, he says they're killing blacks with AIDS.
[00:32:49.770 --> 00:32:50.710]  Oh, good, that's racist.
[00:32:51.010 --> 00:32:54.592]  Oh, look, he says the World Trade Center first attack was an inside job.
[00:32:55.332 --> 00:32:58.733]  It was on the news the feds cooked the bomb and trained the driver and let it go forward.
[00:32:58.993 --> 00:32:59.674]  New York Times.
[00:32:59.954 --> 00:33:04.355]  So most of the stuff in the newsletters is like, wow, this guy was Alex Jones.
[00:33:04.695 --> 00:33:05.716]  They say that in the...
[00:33:07.133 --> 00:33:11.157]  Weekly Standard article, they say, Alex Jones is the biggest conspiracy terrorist in the world.
[00:33:11.497 --> 00:33:12.218]  The most popular.
[00:33:12.538 --> 00:33:18.544]  Which means free thinker, open minded, not a sucker, not a schmuck, not somebody to be conned and manipulated and screwed with.
[00:33:19.024 --> 00:33:19.385]  Okay?
[00:33:20.285 --> 00:33:25.470]  And in the article they say, but actually Alex may not be the biggest, it's probably Ron Paul.
[00:33:25.871 --> 00:33:26.611]  Ha ha ha!
[00:33:26.812 --> 00:33:27.532]  It's true!
[00:33:27.953 --> 00:33:28.533]  It's true!
[00:33:29.854 --> 00:33:30.575]  Oh my God.
[00:33:31.156 --> 00:33:32.357]  Okay, I'm going to stop right there.
[00:33:34.139 --> 00:33:35.079]  I've gone over it all.
[00:33:35.120 --> 00:33:37.302]  We've got some guests coming up here.
[00:33:39.005 --> 00:33:49.849]  I've gone over all the Ron Paul news, but of course we've got some Kim Jong-il clips, don't we, from Team America that I thought I would analyze and critique here.
[00:33:50.329 --> 00:33:51.970]  And again, Jerry corrected me.
[00:33:52.010 --> 00:33:58.292]  I said the president of North Korea has died, but he was only the acting deputy president.
[00:33:58.312 --> 00:33:59.713]  I'm sorry, his father who died in 1994.
[00:34:00.233 --> 00:34:03.094]  You can look this up.
[00:34:03.134 --> 00:34:05.615]  He's still the acting eternal president.
[00:34:06.843 --> 00:34:13.627]  And they have like children's books there where they say a bolt of lightning struck and he was like born out of a fruit patch or something.
[00:34:14.147 --> 00:34:16.548]  And all of them are like gods.
[00:34:17.990 --> 00:34:19.991]  So North Korean Kim Jong Il is dead at 69.
[00:34:20.431 --> 00:34:22.551]  Now the reports were he may have been dead a year ago.
[00:34:23.331 --> 00:34:32.854]  So I don't believe any of this, just like I don't believe from known liars in North Korea, our own government, that they really killed bin Laden when that's been proven to be phony.
[00:34:32.914 --> 00:34:34.134]  So who knows?
[00:34:34.774 --> 00:34:36.855]  He probably is dead and probably died a long time ago.
[00:34:38.439 --> 00:34:41.141]  He died of a heart attack while driving on one of his royal trains.
[00:34:41.421 --> 00:34:42.102]  That is what this is.
[00:34:42.142 --> 00:34:43.322]  Hereditary dictatorship.
[00:34:44.123 --> 00:34:48.066]  Also, defectors and rumors circulating that Kim Jong Il was assassinated.
[00:34:48.586 --> 00:34:52.308]  Dictator's death could have been a result of internal power struggle with the country's military.
[00:34:53.209 --> 00:34:54.990]  I mean, who knows the truth?
[00:34:55.050 --> 00:34:55.751]  Again, we don't know.
[00:34:56.852 --> 00:34:59.093]  North Korea mourns dead leader.
[00:34:59.173 --> 00:35:01.775]  Son hailed as great successor to the dear leader.
[00:35:04.062 --> 00:35:05.283]  I play this on the radio today.
[00:35:05.323 --> 00:35:07.184]  I may play it later in the week and analyze it further.
[00:35:07.204 --> 00:35:10.506]  Talk about Stockholm Syndrome of worshipping your abuser.
[00:35:10.546 --> 00:35:22.833]  But it's not really Stockholm because I watch the videos of people marched in like robots by the hundreds of thousands being marched in and fake crying like when my kid gets caught doing something wrong, doesn't want to get in trouble.
[00:35:23.313 --> 00:35:24.854]  I mean, that's exactly how my children act.
[00:35:27.000 --> 00:35:33.365]  And they'll, I'm sorry, they'll go, oh, it's terrible!
[00:35:33.885 --> 00:35:35.666]  But these aren't even the worst fake videos.
[00:35:36.127 --> 00:35:42.351]  I mean, it is so incredibly fake when you watch these videos of the fake crying.
[00:35:42.791 --> 00:35:47.095]  Because if you don't fake cry properly, you are off to a FEMA camp.
[00:35:47.335 --> 00:35:52.719]  Remember, these are the upper class that actually get an hour or two of electricity, enough food to not starve to death.
[00:35:53.399 --> 00:35:59.305]  They're such good parasites in crushing the public, they actually raised the majority of the public in barns.
[00:36:00.066 --> 00:36:07.093]  And they breed the men and women, this is on record, only at certain points when the doctors check them and then ship the baby, which was actually a Soviet plan.
[00:36:09.045 --> 00:36:11.569]  To another area, like taking eggs from a hen.
[00:36:11.829 --> 00:36:12.610]  That's why that quote's in 1984.
[00:36:12.690 --> 00:36:19.079]  And they've been so good, I don't know, like 5 million other people have died in the last few decades from starvation.
[00:36:19.460 --> 00:36:24.987]  And it's been confirmed by Vanity Fair that they actually sell long pork at the kind of middle class areas.
[00:36:25.007 --> 00:36:25.648]  Like you got meat?
[00:36:26.229 --> 00:36:28.150]  You got your favorite kind, dead villager.
[00:36:28.170 --> 00:36:31.933]  It's a little skinny, they doubt of starvation, but there's some meat in the stew.
[00:36:32.573 --> 00:36:35.535]  You can get a nice little goblet stew if you'd like.
[00:36:36.496 --> 00:36:37.877]  And that's what government gives you.
[00:36:38.497 --> 00:36:40.219]  He has the same look of Lindsey Graham.
[00:36:40.899 --> 00:36:42.280]  The same spirit as Lindsey Graham.
[00:36:42.300 --> 00:36:46.163]  A little pudgy, just bucket of horse manure.
[00:36:46.303 --> 00:36:47.604]  That's not kind of horse manure.
[00:36:47.944 --> 00:36:54.969]  I mean, another power-tripping scumbag surrounded by a thug military to protect himself so they can bully and dominate people.
[00:36:56.303 --> 00:37:01.906]  I have sworn on the altar of God eternal resistance over every form of tyranny and you are it!
[00:37:02.647 --> 00:37:05.248]  All of you scum and trash and enemies!
[00:37:07.169 --> 00:37:20.697]  God, I pray for human liberty to grow and that we never have to live through this tyranny anymore and stop repeating history over and over again and that good men and women will stand up and banish these slugs to where they deserve to be as toilet attendants!
[00:37:21.477 --> 00:37:24.639]  These are people that love power for power's sake.
[00:37:25.179 --> 00:37:27.540]  They don't have any honor, they're not into beauty, nothing!
[00:37:27.680 --> 00:37:37.886]  They're all a bunch of old creeps who want to show off with a bunch of weird psychos and other narcissists sucking off of them in a sycophantic display of pig worship.
[00:37:39.670 --> 00:37:41.952]  Okay, let's talk about something good.
[00:37:42.532 --> 00:37:46.034]  I saw a report a few months ago that there's been 7,000 riots.
[00:37:46.875 --> 00:37:48.416]  Uh-oh, I'm sorry, we have the Kim Jong-il eclipse?
[00:37:49.216 --> 00:38:03.286]  Okay, I'm going to get to the stuff that's happening in China as they revolt against their degenerate Communist ruling party, all filthy rich, waddling off people as the population is so poor that most people chain their kids up to light poles every day and go work all day just trying to get enough money.
[00:38:03.566 --> 00:38:08.069]  There's blood all in the clothes coming from China now because little kids work their fingers to the bone.
[00:38:08.089 --> 00:38:09.370]  That was in the news today.
[00:38:10.491 --> 00:38:14.534]  And the Chinese are fighting back against it, but the wicked Chinese government props up those slugs.
[00:38:15.735 --> 00:38:18.157]  But don't we have some clips from Team America, you said?
[00:38:19.358 --> 00:38:20.599]  Yeah, go ahead and play those.
[00:38:21.180 --> 00:38:23.422]  I guess we could put some humor to this, even though it's not funny.
[00:38:23.702 --> 00:38:25.223]  Here, some comic relief, here it is.
[00:38:25.504 --> 00:38:28.166]  Make fun of these trash who take themselves so serious.
[00:38:29.007 --> 00:38:31.389]  I know there's a hell and I know he's roasting in it right now.
[00:38:31.409 --> 00:38:32.490]  Let's go and go to the clip.
[00:38:34.787 --> 00:38:36.449]  It will be 9-11 times 2,356.
[00:38:36.769 --> 00:38:37.550]  My God.
[00:38:37.650 --> 00:38:44.157]  That's... I don't even know what that is!
[00:38:45.539 --> 00:38:46.860]  Nobody does.
[00:38:47.301 --> 00:38:48.442]  You heartless bastard!
[00:38:48.542 --> 00:38:49.563]  Why would you do such a thing?
[00:38:50.204 --> 00:38:51.786]  Because then there will be balance!
[00:38:52.447 --> 00:38:54.349]  Every country will be a third world country.
[00:38:55.029 --> 00:38:55.951]  Just imagine it.
[00:38:57.305 --> 00:38:59.867]  All around the world there will be massive explosions.
[00:39:00.467 --> 00:39:05.350]  With nobody to guide them, the people will break out into panic and rioting all over the Earth.
[00:39:05.990 --> 00:39:08.511]  The true nature of humanity is unreached.
[00:39:09.232 --> 00:39:13.714]  Dog eats dog as everyone attacks everyone and fends only for themselves.
[00:39:14.254 --> 00:39:16.115]  Global stability unravels.
[00:39:16.836 --> 00:39:20.638]  By the time my show is over, it will be far too late.
[00:39:23.035 --> 00:39:26.037]  And again, the globalists always accuse the bad man.
[00:39:26.257 --> 00:39:28.478]  And again, the globalists are like, oh, we're good, he's bad.
[00:39:28.558 --> 00:39:30.499]  No, globalists bad, Kim Jong-il bad.
[00:39:31.480 --> 00:39:33.101]  Iranian leadership bad, U.S.
[00:39:33.141 --> 00:39:33.841]  leadership bad.
[00:39:33.861 --> 00:39:36.503]  See, we're all trained like Coke, Pepsi, Ford, Chevy.
[00:39:36.763 --> 00:39:37.604]  No, none of it's good.
[00:39:38.624 --> 00:39:39.084]  What do I want?
[00:39:39.144 --> 00:39:43.967]  Dodge, or Mercedes, or Fiat, or make my own car, or I want a 57 Chevy.
[00:39:45.680 --> 00:39:49.784]  The point is, is they always make you think, oh, well, our government makes fun of Kim Jong-il.
[00:39:50.044 --> 00:39:52.186]  But the globalists want the post-industrial world.
[00:39:52.526 --> 00:39:58.151]  The globalists want to shut down and make everybody poor while they live within compact high-tech systems.
[00:39:58.411 --> 00:40:06.258]  So they basically tell you what they're doing as we review that clip, but say Kim Jong-il wants it, and they want a global government to bring stability.
[00:40:06.618 --> 00:40:07.599]  No, that's not what they want.
[00:40:07.619 --> 00:40:11.542]  They want instability, order out of chaos to bring in their world banking dictatorship.
[00:40:11.983 --> 00:40:13.064]  Let's go ahead and go to the next clip.
[00:40:14.514 --> 00:40:17.555]  I was going to be treated to a fabulous show, but now party's over!
[00:40:17.855 --> 00:40:23.176]  For I am the great Tim Jong-il, and I am the greatest terrorist ever to have lived!
[00:40:23.657 --> 00:40:28.058]  Terrorize this.
[00:40:30.699 --> 00:40:31.539]  Fire at German!
[00:40:32.219 --> 00:40:32.919]  Fire at pilot!
[00:40:33.199 --> 00:40:33.779]  Fire at your team!
[00:40:39.246 --> 00:40:42.150]  Then a cockroach climbs out of his mouth and gets in a spaceship and takes off.
[00:40:42.430 --> 00:40:43.672]  You gotta admit, it's high art.
[00:40:43.752 --> 00:40:44.954]  I mean, it's an excellent film.
[00:40:45.334 --> 00:40:48.218]  Just don't get the super R-rated, unrated one.
[00:40:48.579 --> 00:40:49.480]  Believe me, it's not.
[00:40:50.762 --> 00:40:52.524]  I mean, it's pornographic with puppets.
[00:40:53.766 --> 00:40:55.388]  But in the world of puppets, whatever.
[00:40:58.274 --> 00:41:00.135]  And I'm told he got really upset by movies like that.
[00:41:00.155 --> 00:41:01.395]  He took himself real seriously.
[00:41:01.735 --> 00:41:06.177]  That's why I denigrate the British Royal Family, the Dutch Royal Family, guys like this.
[00:41:06.397 --> 00:41:13.159]  That's all royalty is, is 20 generations of Kim Jong-ils, everybody running around kissing their butts, talking about how great they are.
[00:41:13.179 --> 00:41:17.240]  Most of them are so inbred, you know, they're half sterile or can't even talk.
[00:41:17.720 --> 00:41:25.863]  You know the British Royal Family, some of the sisters and people of Queen Elizabeth II, they literally had to lock up because they, they, they, you'll see the photos online.
[00:41:26.423 --> 00:41:34.108]  I mean, I'm not putting down mentally retarded people, but I mean, it is, this is who, these are the master race people that want to get rid of us, the commoners.
[00:41:34.528 --> 00:41:37.910]  You people, you people are the inbred trash.
[00:41:38.751 --> 00:41:46.435]  Stop telling me and my family you're trash and, you know, just because you're inbred psychos and have no feeling that I've got something wrong with me because I've got feelings.
[00:41:46.535 --> 00:41:46.735]  No.
[00:41:47.736 --> 00:41:52.439]  You think just because I have feelings, I can't look into the places you look?
[00:41:53.683 --> 00:41:56.184]  See, people that are well-balanced can look into everything.
[00:41:57.205 --> 00:41:58.305]  Can experience everything.
[00:41:58.645 --> 00:42:03.808]  I'm not like you, like a machine that can't do anything but dominate people and gets off on it.
[00:42:03.988 --> 00:42:04.928]  Yeah, I have a conscience.
[00:42:05.188 --> 00:42:05.909]  I have a governor.
[00:42:06.269 --> 00:42:11.751]  Because I'm twenty times, a hundred times more powerful than you are, and so is every other person that loves life.
[00:42:12.052 --> 00:42:13.812]  Remember it, and know it!
[00:42:14.233 --> 00:42:16.634]  And remember, you will be defeated, scum!
[00:42:16.794 --> 00:42:19.175]  And you hate yourself on top of it, and that's why you hate us!
[00:42:19.595 --> 00:42:20.976]  I see you, and I know who you are.
[00:42:23.331 --> 00:42:27.415]  Anyways, there's a Chinese village where people are fighting back and taking over the police stations.
[00:42:27.435 --> 00:42:28.356]  They've been fighting for months.
[00:42:28.656 --> 00:42:29.997]  They've had 7,000 riots.
[00:42:30.398 --> 00:42:32.740]  Men, women, and children charging into machine gun fire.
[00:42:33.240 --> 00:42:34.682]  Just all sorts of stuff going on.
[00:42:34.702 --> 00:42:36.663]  And not just in this village.
[00:42:36.703 --> 00:42:38.425]  This is one where they've taken it over for a long time.
[00:42:38.765 --> 00:42:41.408]  And Human Liberty is standing up over there and we salute those folks.
[00:42:43.169 --> 00:42:46.452]  Continuing finally here with some truly
[00:42:47.728 --> 00:42:48.789]  Truly horrible news.
[00:42:48.869 --> 00:42:49.710]  It's the same old deal.
[00:42:49.750 --> 00:42:52.593]  Communists taking land, beating people up, police brutality.
[00:42:52.953 --> 00:42:59.980]  You know, in China, when they beat up some old homeless man to death that people like, they just go and burn down the police station and kill a bunch of people.
[00:43:00.721 --> 00:43:02.363]  And, of course, they know they're going to be shot and killed.
[00:43:02.383 --> 00:43:03.664]  The military's going to come later after them.
[00:43:03.784 --> 00:43:04.685]  But they're just sick of it.
[00:43:05.526 --> 00:43:07.228]  See, they all drink sodium fluoride all day.
[00:43:09.813 --> 00:43:10.634]  That's why they're like that.
[00:43:10.654 --> 00:43:12.016]  I'm not saying we should even do that.
[00:43:12.056 --> 00:43:13.878]  The point is, that's what Americans used to do.
[00:43:14.299 --> 00:43:17.382]  That's what anybody used to do who has any testosterone.
[00:43:18.183 --> 00:43:18.564]  Alright.
[00:43:20.306 --> 00:43:25.071]  Finally, before we go to break here, EPA ponders expanding regulatory power.
[00:43:26.525 --> 00:43:28.106]  In name of sustainable development.
[00:43:28.587 --> 00:43:30.268]  This is what Lord Monckton told us last week.
[00:43:30.308 --> 00:43:30.749]  Here it is.
[00:43:30.789 --> 00:43:32.750]  They say they're gonna just... Doesn't matter.
[00:43:32.770 --> 00:43:33.751]  They don't have laws.
[00:43:33.851 --> 00:43:35.773]  The EPA will now just do whatever it wants.
[00:43:36.694 --> 00:43:39.096]  And it says we'll be able to take over everything.
[00:43:39.656 --> 00:43:41.258]  Farming, ranching, industry.
[00:43:41.678 --> 00:43:43.260]  They'll just be able to say...
[00:43:43.880 --> 00:43:51.586]  Through existing laws, we can just say that it's an environmental sustainability issue, and that the cockroaches or whatever need this area.
[00:43:51.606 --> 00:43:55.008]  They don't have to prove something's endangered now, and just take your land.
[00:43:55.048 --> 00:43:57.129]  Of course, not for the environment, but so they can have it.
[00:43:57.790 --> 00:43:58.510]  So there's that report.
[00:43:58.530 --> 00:44:01.392]  I'm going to get Lord Monckton back on the radio show about that.
[00:44:02.273 --> 00:44:14.535]  We're going to go to break with a piece, a public service announcement by Human Rights Watch, and then we're going to come back with Golden State's new video, titled Bombs.
[00:44:14.996 --> 00:44:22.317]  Very powerful music video, breaking down true peace, and getting behind Ron Paul, a little clip of myself in there, Luke Rudowsky and others.
[00:44:23.297 --> 00:44:31.839]  I'd only heard the music, I hadn't seen the music video until they informed me today that I'm in the video, so I hadn't even watched it yet until right before we went on the air here.
[00:44:33.502 --> 00:44:36.304]  And then we'll basically end this transmission.
[00:44:36.784 --> 00:44:52.654]  But I thought that I would leave you with a little joke that McBrain did a few weeks ago, just as a joke with his crew out on the street here in Austin, Texas, that he didn't even intend to air, but I saw it and thought it was funny.
[00:44:53.474 --> 00:44:56.695]  And perhaps the dog has more intelligence than the general public.
