[00:00:21.684 --> 00:00:24.486]  Good evening and welcome to InfoWars Nightly News.
[00:25:52.083 --> 00:26:04.288]  Even in a violent popular uprising, the theoretical act of sentencing these tyrants to death and carrying out those sentences in the name of justice pales in comparison to the judgment awaiting them beyond this life.
[00:26:05.649 --> 00:26:14.133]  In this outrageous act of betrayal, they are unleashing shockwaves of evil, rippling, tearing through the fabric of our nation and through our hearts.
[00:26:15.174 --> 00:26:16.395]  They have betrayed us.
[00:26:17.616 --> 00:26:19.258]  They have sold us down the road of tyranny.
[00:26:20.539 --> 00:26:24.703]  And they absolutely will not stop until and unless we make them stop.
[00:26:26.414 --> 00:26:48.332]  Tonight, I pray that Americans shall find the courage and the self-worth to reject this betrayal of our fundamental freedoms, and I pray that we the people grant these ignorant lawmakers, who would so carelessly unleash this tyranny upon us all, a unique opportunity to reconsider their actions in isolation, away from society, behind bars.
[00:26:49.838 --> 00:26:57.842]  At this dawn of a new era of history in America, prison time is perhaps the most merciful option we can possibly grant these traitors.
[00:26:58.963 --> 00:27:11.270]  May God have mercy upon their souls, and may the people abandon any thoughts of violent vengeance, and instead find it in their hearts to respect the rule of law, even against those who refuse to.
[00:27:12.451 --> 00:27:16.273]  Today we follow in the footsteps of great men who gave us a framework for liberty.
[00:27:17.602 --> 00:27:18.063]  We're good to go.
[00:27:31.305 --> 00:27:33.667]  This is Mike Adams for InfoWars Nightly News.
[00:27:34.728 --> 00:27:45.139]  Stay tuned, we're going to go to break, and when we come back, we'll be joined by Alex Jones with a special interview with the creators, the producers of this film right here, A Noble Lie, Oklahoma City, 1995.
[00:27:45.819 --> 00:27:49.283]  Oh yeah, we've got specials for you, of course.
[00:27:49.383 --> 00:27:51.305]  Get all 18 films, which I have done.
[00:27:52.446 --> 00:27:55.067]  Those are on special at the InfoWars store.
[00:27:55.087 --> 00:27:59.268]  We've also got the Patriot yearly subscription offer, 44% off, just $39.95.
[00:27:59.628 --> 00:28:05.170]  This is the fuel that fuels the InfoWars machine here.
[00:28:05.270 --> 00:28:08.631]  We need your support, especially in this dark hour.
[00:28:09.517 --> 00:28:09.937]  I don't think so.
[00:28:34.810 --> 00:28:37.157]  Now, stay tuned with us here after this break.
[00:28:37.177 --> 00:28:41.691]  We'll come back with Alex Jones and the interview with the creators of this film, A Noble Lie.
[00:28:42.073 --> 00:28:42.313]  Thank you.
[00:28:45.527 --> 00:28:47.508]  What's up with these sorry politicians?
[00:28:47.689 --> 00:28:51.431]  Lots of bark, but when it's showtime, whimpering like little shih tzus.
[00:28:51.711 --> 00:28:52.852]  You want big cuts?
[00:28:53.172 --> 00:28:55.093]  Ron Paul's been screaming it for years.
[00:28:55.454 --> 00:28:56.174]  Budget crisis?
[00:28:56.434 --> 00:28:57.115]  No problem.
[00:28:57.315 --> 00:28:58.836]  Got a trillion bucks year one.
[00:28:59.036 --> 00:29:02.078]  That's trillion with a T. Department of Education?
[00:29:02.318 --> 00:29:02.719]  Gone.
[00:29:02.999 --> 00:29:03.539]  Interior?
[00:29:03.759 --> 00:29:04.120]  Energy?
[00:29:04.240 --> 00:29:04.560]  HUD?
[00:29:04.740 --> 00:29:05.140]  Commerce?
[00:29:05.400 --> 00:29:05.801]  Gone.
[00:29:06.141 --> 00:29:07.382]  Later bureaucrats.
[00:29:07.642 --> 00:29:09.503]  That's how Ron Paul rolls.
[00:29:09.903 --> 00:29:11.124]  Want to drain the swamp?
[00:29:11.324 --> 00:29:12.045]  Ron Paul.
[00:29:12.405 --> 00:29:12.785]  Do it.
[00:29:13.186 --> 00:29:15.127]  I'm Ron Paul, and I approve this message.
[00:29:15.967 --> 00:29:22.391]  If you believe in this information and want to support its viral spread, go to the InfoWars store at InfoWars.com.
[00:29:22.691 --> 00:29:23.552]  We've got the new G.I.
[00:29:23.592 --> 00:29:25.533]  Joe InfoWars t-shirts.
[00:29:25.913 --> 00:29:32.016]  We've got the incredible ProPure gravity-fed filters available at InfoWars.com in the store.
[00:29:32.577 --> 00:29:36.939]  We've got a new DVD, Sidus Under Attack, the Don't Tread On Me flag.
[00:29:37.639 --> 00:29:41.602]  We've got all sorts of different bumper stickers to help spread the rebellion virally.
[00:29:42.262 --> 00:29:42.882]  It's all there.
[00:29:42.902 --> 00:29:43.563]  Wristbands.
[00:29:43.663 --> 00:29:44.643]  Citizen rule books.
[00:29:45.024 --> 00:29:45.744]  In every order.
[00:29:46.204 --> 00:29:48.926]  Order online at InfoWars.com today.
[00:29:49.186 --> 00:29:49.987]  The water filters.
[00:29:50.027 --> 00:29:50.827]  The canteens.
[00:29:51.507 --> 00:29:52.188]  It's all there.
[00:29:52.608 --> 00:29:53.829]  InfoWars.com.
[00:30:00.421 --> 00:30:02.984]  Welcome back to InfoWars Nightly News.
[00:30:03.084 --> 00:30:21.322]  I want to thank Mike Adams for doing the news portion of the broadcast tonight and also tell the On The Street crew, Rob Jacobson and Darren McBreen, great job for that in-depth report on what's happening with the open attack on free speech and the internet kill switch.
[00:30:21.943 --> 00:30:29.395]  Where 80 top inventors of the internet, mainstream media admits, have come out and said this is the end of the internet as we know it.
[00:30:29.815 --> 00:30:33.100]  A worldwide takeover is what this bill is engaged in.
[00:30:34.718 --> 00:30:40.941]  That ties in as a nexus point to this new secret world copyright treaty.
[00:30:41.742 --> 00:30:46.244]  Which Obama has kept secret for two years but leaked in the last 12 months.
[00:30:46.364 --> 00:30:48.105]  Just incredible things are happening.
[00:30:48.606 --> 00:30:52.428]  NDAA to have the military on the streets of America and secretly arrest citizens.
[00:30:53.008 --> 00:30:54.409]  And Obama saying he's going to sign it.
[00:30:55.581 --> 00:31:03.904]  You've got all the attacks on whole food producers, and raw milk, and Amish, and farmers markets.
[00:31:04.164 --> 00:31:05.964]  You've got the attack on free speech.
[00:31:06.845 --> 00:31:13.647]  You've got all the creepy big sis announcements of telescreens on the highways and the shopping malls saying don't trust your neighbors.
[00:31:14.347 --> 00:31:18.368]  TSA now showing up in malls and sports stadiums and highway checkpoints.
[00:31:18.708 --> 00:31:22.630]  It's because the banking cartel created a global Ponzi scheme.
[00:31:23.747 --> 00:31:35.130]  And now plans to basically, through politicians they bought and paid for, sign the public on to that debt and bring us into a new dark age, a post-industrial system they call the New World Order.
[00:31:35.510 --> 00:31:36.090]  It's all here!
[00:31:36.470 --> 00:31:43.392]  And so our job is easier than ever right now to wake people up and to get people angry and taking action politically.
[00:31:44.352 --> 00:32:02.489]  But soon, if this continues, they're going to launch new regional wars, stage terror attacks, blame it on domestic groups, and engage in all sorts of other economic warfare and economic terrorism against the population to bring in full, hot, authoritarian tyranny.
[00:32:03.953 --> 00:32:06.934]  Of course, that's the solution to the crises they've created.
[00:32:06.994 --> 00:32:08.955]  So, we're at that nexus point.
[00:32:09.495 --> 00:32:10.315]  Use the Internet.
[00:32:10.795 --> 00:32:11.856]  Use the tools we've got.
[00:32:11.996 --> 00:32:16.217]  YouTube, Facebook, Twitter, Infowars.com, the films that are out there.
[00:32:16.797 --> 00:32:19.118]  Now, like never before, while we're still able to communicate.
[00:32:19.358 --> 00:32:24.199]  Because they're wanting to shut this down and have a selective kill switch because we're hurting them.
[00:32:24.459 --> 00:32:25.340]  And the system knows it.
[00:32:26.540 --> 00:32:42.630]  I've interviewed James Lane on the radio before, and then also today again on the radio, and I had Chris Semry, the producer of the film on, and they covered a lot of great information, and Holland van den Nieuwenhoff has been
[00:32:44.111 --> 00:32:51.094]  I mean, obviously here at the office before, whenever he shot the new film, A Noble Lie, Oklahoma City, 1995.
[00:32:53.235 --> 00:32:54.556]  And so he's going to join us here today.
[00:32:54.596 --> 00:32:56.597]  He's the writer and researcher for the film.
[00:32:56.797 --> 00:33:02.420]  This is the only modern film in the last decade since the 16-year-old tragedy in Oklahoma City.
[00:33:03.320 --> 00:33:04.301]  At the Alfred P. Murrow Building.
[00:33:04.321 --> 00:33:07.442]  The only modern film and the most professional ever made.
[00:33:08.123 --> 00:33:10.904]  And it's got many of the victims, many of the eyewitnesses in it.
[00:33:11.905 --> 00:33:15.807]  It really is an incredible achievement and it's so important now.
[00:33:16.307 --> 00:33:19.248]  Because as we know, those that don't know history are doomed to repeat it.
[00:33:19.629 --> 00:33:21.550]  It's so critical right now.
[00:33:22.290 --> 00:33:26.555]  That we understand that they're gearing up to stage these events again.
[00:33:26.875 --> 00:33:33.763]  And they're so arrogant, they've had all these top globalists basically bragging and saying a new Oklahoma City will help us get our agenda through.
[00:33:34.223 --> 00:33:37.027]  In the Financial Times of London, you name it, it's super creepy.
[00:33:37.467 --> 00:33:41.131]  And so I want to encourage everybody to support the filmmakers, also the Infowars operation.
[00:33:42.199 --> 00:33:45.802]  But more importantly, get a tool to wake up others and to show your friends and family.
[00:33:46.103 --> 00:33:47.904]  And to go to InfoWars.com and get it.
[00:33:47.944 --> 00:33:52.068]  Because if you order by Sunday night, we can guarantee it can be shipped out to you before Christmas.
[00:33:52.088 --> 00:33:54.811]  So InfoWars.com or 888-253-3139.
[00:33:54.831 --> 00:33:57.333]  And then have viewing parties.
[00:33:57.373 --> 00:34:00.536]  Show it to your friends and family so that they understand false flag terror.
[00:34:00.556 --> 00:34:02.618]  Because if we expose that system,
[00:34:03.988 --> 00:34:10.550]  We checkmate the globalists where they cannot continue these Reichstagian, self-inflicted wound operations.
[00:34:10.910 --> 00:34:18.273]  So again, James Lane, who is the director, and Holland Vanden Neuhoff join us to break this down.
[00:34:18.293 --> 00:34:20.614]  Holland, every time I get you on, I butcher your cool name.
[00:34:20.634 --> 00:34:21.714]  Did I get it right the second time?
[00:34:23.103 --> 00:34:25.004]  The first time you got it right was Vanden Neuwenhoff.
[00:34:25.344 --> 00:34:26.144]  Vanden Neuwenhoff!
[00:34:26.404 --> 00:34:27.365]  So easy when you hear it.
[00:34:27.625 --> 00:34:28.486]  I can barely say Jones.
[00:34:28.946 --> 00:34:30.367]  Good to have you here with us, gentlemen.
[00:34:30.587 --> 00:34:32.108]  You spent two years making the film.
[00:34:32.568 --> 00:34:50.198]  Briefly, Holland, break down what you think is so powerful about the film and why it's so important, and then let's launch into, because I got into the question today, who do we know is involved at the highest levels in the cover-up and in the bombing itself, and what are some of the other key points we didn't cover on the radio?
[00:34:51.078 --> 00:35:07.195]  Well, what's unique about this film is that we were able to compile the amazing trail of evidence compiled by independent investigators, police officers, and so forth, and the Oklahoma bombing investigation committee over the past 16 years, package it, and show it to the American people, because all of this information, most of it has been reported before.
[00:35:07.695 --> 00:35:07.895]  I'm good.
[00:35:25.589 --> 00:35:30.451]  One thing that we try to do in this movie, Alex, is actually boil it down to the most provable essence.
[00:35:31.411 --> 00:35:32.812]  If not, it would have been a 10-hour movie.
[00:35:33.632 --> 00:35:40.894]  This is going to be the last time that people are going to be able to hear the actual eyewitness testimony of people that were actually in that building.
[00:35:40.914 --> 00:35:42.715]  They said this is the last time they're going to do an interview.
[00:35:43.055 --> 00:35:47.097]  We just want a one cohesive package that encapsulates the entire event.
[00:35:47.397 --> 00:35:50.778]  If you know everything about the bombing or nothing, you're going to walk away with something new from this.
[00:35:51.398 --> 00:35:57.804]  Because we cover the information that was garnered by the Oklahoma bombing investigation committee, we cover the official story, and then we deconstruct it.
[00:35:57.864 --> 00:36:09.353]  Then we get into some of the newer information that folks like Jesse Trinidou, who you've had on the show before, the information that they've uncovered most recently through FOIA requests and lawsuits that he's done against the FBI and the DOJ.
[00:36:10.734 --> 00:36:18.721]  James and then Holland crystallize in two minutes each the key evidence of Oklahoma City and the motive.
[00:36:19.758 --> 00:36:26.301]  Well, what we can demonstrate is that the Ryder truck bomb, for one, was not the sole cause of destruction to the Murrah building.
[00:36:26.662 --> 00:36:31.304]  That there were other people also involved who assisted McVeigh, and these people were ignored by the U.S.
[00:36:31.344 --> 00:36:31.724]  government.
[00:36:31.964 --> 00:36:33.785]  That some of these people were U.S.
[00:36:33.865 --> 00:36:34.646]  government informants.
[00:36:34.666 --> 00:36:36.667]  We have the paper and named them by name.
[00:36:36.947 --> 00:36:38.568]  We named some of the agents involved.
[00:36:38.608 --> 00:36:40.389]  We named some of the government figures involved.
[00:36:40.749 --> 00:36:43.391]  Terry Nichols, in prison, gave an affidavit.
[00:36:43.712 --> 00:36:46.634]  And he has nothing to gain by lying about his role.
[00:36:46.714 --> 00:36:48.696]  He is suffering under two life sentences.
[00:36:48.996 --> 00:36:50.057]  He's never leaving jail.
[00:36:50.398 --> 00:36:51.679]  He named Larry Potts.
[00:36:52.019 --> 00:37:00.627]  Tim McVeigh had told him that Larry Potts, assistant director of the FBI, was in charge of the operation that culminated in the Oklahoma City bombing.
[00:37:00.987 --> 00:37:06.652]  Louis Freeh, head of the FBI, is now retired and now in charge of the Penn State investigation
[00:37:06.952 --> 00:37:14.256]  The child abuse scandal going on there, so we can be assured that truth and justice will not be achieved in that matter, as it was not achieved in Oklahoma City.
[00:37:14.557 --> 00:37:19.059]  The victims here, we have shown this movie to the people involved, people who are in the building.
[00:37:19.119 --> 00:37:22.141]  They approve of our endeavors, they know, they want this story out.
[00:37:22.461 --> 00:37:26.264]  We were lied to about every aspect of the bombing, top to bottom.
[00:37:26.284 --> 00:37:32.648]  What is amazing is that they were able to get away with it, and that the mainstream media did not cover all of these points in a cohesive package.
[00:37:32.668 --> 00:37:34.028]  The American people can see it and say,
[00:37:35.009 --> 00:37:37.491]  That this is a lie and why is it happening?
[00:37:37.911 --> 00:37:39.773]  This can all be, you know, erased.
[00:37:39.833 --> 00:37:43.335]  All our doubts erased by releasing the security videotapes that surround the Murrah building.
[00:37:43.595 --> 00:37:45.096]  That showed exactly what happened.
[00:37:45.377 --> 00:37:46.337]  Who drove that truck?
[00:37:46.578 --> 00:37:48.019]  What exactly happened at the building?
[00:37:48.099 --> 00:37:57.806]  Sixteen years later, they say they don't have them or they're lost or that the tapes they have released, they're all having their tapes changed at the same time, 9.02am, which is ridiculous.
[00:37:58.186 --> 00:38:02.369]  The official story and its excuses are very implausible.
[00:38:02.409 --> 00:38:09.074]  And once the American people see this, they'll come to understand the true nature of terrorism and question everything that their government says from now on.
[00:38:09.714 --> 00:38:10.195]  Absolutely.
[00:38:10.255 --> 00:38:15.739]  And then, you know, they say that the primary explosive was ammonium nitrate and fuel oil that was in the Ryder truck that day.
[00:38:16.079 --> 00:38:18.781]  We've got eyewitness testimony from the survivors of that building.
[00:38:18.801 --> 00:38:19.722]  I mean, who are you going to believe?
[00:38:19.782 --> 00:38:22.864]  The people that were actually there are the people that are trying to push the official story.
[00:38:23.164 --> 00:38:27.126]  They said that the building was coming down 8 to 10 seconds before the truck bomb went off.
[00:38:27.166 --> 00:38:28.107]  They thought it was an earthquake.
[00:38:28.307 --> 00:38:30.788]  They had enough time to get under their desks before the glass blew in.
[00:38:30.989 --> 00:38:35.331]  According to the FEMA report, that blast wave from the truck was moving at 1,300 feet per second.
[00:38:35.611 --> 00:38:38.793]  The story just doesn't hold water according to the people that were actually there.
[00:38:39.333 --> 00:38:43.416]  When you add that with the fact that we've got Brigadier General Parton who
[00:38:43.936 --> 00:38:48.139]  He does an analysis of the bombing showing where the additional ordnance would have been placed.
[00:38:48.479 --> 00:38:57.265]  You've got Dr. Samuel Cohen, the inventor of the neutron bomb, saying that it would be against the laws of physics no matter how much ammonium nitrate and fuel oil was used to bring that building down.
[00:38:57.545 --> 00:39:06.130]  We've got a report from Eglin Air Force Base where they constructed a single larger explosive, set it off next to a weaker structure, and it did less damage.
[00:39:06.170 --> 00:39:09.873]  It was their conclusion that there had to be additional ordnance inside the building.
[00:39:10.653 --> 00:39:13.435]  We've got Officer Terrence Shakey, real hero that day.
[00:39:13.755 --> 00:39:16.516]  Saved eight people's lives, but he was on the scene within minutes.
[00:39:16.936 --> 00:39:20.697]  One of the hallmarks of an ammonium nitrate and fuel oil bomb is a nitric gas cloud.
[00:39:21.398 --> 00:39:31.081]  Be it in Ireland, be it 41 years ago at Sterling Hall, where the ammonium nitrate bomb was set off, the first 26 responders were hospitalized from the inhalation of nitric gas.
[00:39:31.101 --> 00:39:37.043]  That did not happen, and Terry Yeakey saving people from the building that day within minutes proves that there was no nitric gas cloud.
[00:39:37.603 --> 00:39:41.484]  All right, I want to add a key piece of evidence here, and Harlan, you started to get into it.
[00:39:42.004 --> 00:39:51.167]  Not one, not two, but three different high-level FBI agents, including Larry Potts, the deputy director, head of counterterrorism, said he was in Dallas, took a Southwest Airlines flight.
[00:39:51.267 --> 00:39:54.208]  Even mainstream media said there were no flights going in that day, at that time.
[00:39:54.509 --> 00:39:55.449]  Then he said, oh, I drove.
[00:39:56.229 --> 00:39:57.710]  This is a guy caught like in a movie.
[00:39:57.830 --> 00:39:58.750]  Oh, I did this, I did that.
[00:39:59.191 --> 00:40:03.253]  Hotel receipts of him the day before, which people need to look into because he'd been seen.
[00:40:03.753 --> 00:40:05.454]  So right there, we know they're on the ground.
[00:40:05.514 --> 00:40:08.016]  It fits into what McVeigh and others had said.
[00:40:08.076 --> 00:40:11.438]  They needed to go after the state's rights movement that was centered around Oklahoma.
[00:40:11.718 --> 00:40:13.699]  They needed to demonize the growing militia movement.
[00:40:14.479 --> 00:40:21.224]  They needed to kind of cover up what had happened at Waco with the flare footage and the killing there that was coming out in Congress right at that time.
[00:40:21.264 --> 00:40:26.147]  Bill Clinton told USA Today on Air Force One right after being elected, he said, I owe my re-election to Oklahoma City.
[00:40:26.487 --> 00:40:35.253]  And now their advisors today, we covered on the radio, there's a whole bunch of them, perhaps you can talk to this, are saying we need a new Oklahoma City to blame domestic groups.
[00:40:35.553 --> 00:40:38.074]  I mean, that's how dumb they think we are.
[00:40:38.094 --> 00:40:39.535]  And we're right up to the same point.
[00:40:40.356 --> 00:40:42.838]  And talk about pots, but then I want to expand
[00:40:43.638 --> 00:40:43.718]  Yes.
[00:41:01.988 --> 00:41:02.849]  Big medicine.
[00:41:02.889 --> 00:41:03.871]  This is big news.
[00:41:04.271 --> 00:41:08.537]  If they'd ship thousands of guns into Mexico and kill hundreds, why wouldn't they stage this?
[00:41:08.597 --> 00:41:09.438]  I mean, it shows.
[00:41:09.799 --> 00:41:14.725]  And then the memos, ABC, CBS got them, where they said, we're going to do this to blame the Second Amendment.
[00:41:15.086 --> 00:41:17.129]  There's a false flag confirmed!
[00:41:18.231 --> 00:41:18.692]  Exactly.
[00:41:18.712 --> 00:41:25.280]  Operation Fast and Furious is making the headlines right now, where it shows that the ATF has documented, along with the FBI, was shipping guns to Mexico.
[00:41:25.300 --> 00:41:27.923]  That has killed thousands of people.
[00:41:28.283 --> 00:41:36.714]  And Eric Holder, the Attorney General of the United States, responsible for enforcing the laws of the land, back in 1995, he was in charge of the FBI investigation, the Department of Justice investigation.
[00:41:37.074 --> 00:41:37.615]  We're good to go.
[00:41:58.612 --> 00:41:58.993]  Yeah, you're right.
[00:41:59.013 --> 00:42:00.135]  Let me stop you.
[00:42:00.155 --> 00:42:01.417]  Because the Mexican government and the U.S.
[00:42:01.477 --> 00:42:01.818]  admit over 2,000.
[00:42:01.858 --> 00:42:02.619]  You're right.
[00:42:02.639 --> 00:42:03.240]  It's not hundreds.
[00:42:03.541 --> 00:42:04.102]  It's thousands.
[00:42:04.122 --> 00:42:06.666]  And it's at least six cops and Border Patrol on our side.
[00:42:06.686 --> 00:42:07.267]  Please continue.
[00:42:07.890 --> 00:42:13.574]  So we have him implicated in what is now being reported in the mainstream media as legitimately a false flag operation.
[00:42:13.994 --> 00:42:18.417]  Holder, back in 1995, was in charge of another false flag operation, the Oklahoma City bombing.
[00:42:18.797 --> 00:42:20.598]  This is why this movie is so timely.
[00:42:20.638 --> 00:42:29.304]  We're showing that this is a continual pattern and if these people are not held accountable for their crimes, they rise up in power and they may commit even greater crimes.
[00:42:30.365 --> 00:42:34.027]  Every time the body count goes up, you know, that's why we have to hold them accountable.
[00:42:34.067 --> 00:42:39.310]  And this movie is going to be a tool because it's so easy to poke holes through the official story of the Oklahoma City bombing.
[00:42:39.570 --> 00:42:47.234]  You know, they've gotten a little more sophisticated, you know, more recently, but the Oklahoma City bombing story is just so easy to disprove.
[00:42:47.674 --> 00:42:52.180]  And the American people haven't seen it in this platform just destroyed from top to bottom.
[00:42:52.480 --> 00:42:53.982]  It holds absolutely no water.
[00:42:54.022 --> 00:42:58.847]  What we can conclusively prove with this movie, at the very least, is that the official story is a lie.
[00:42:58.868 --> 00:43:03.373]  Alright, well I want to give you guys about a 95 on film review.
[00:43:04.034 --> 00:43:05.716]  And I think I can only give one of my films a 95.
[00:43:06.897 --> 00:43:12.742]  I mean, I want to be honest with folks here reviewing the film, that the information is five stars, 100 percent.
[00:43:13.803 --> 00:43:16.506]  The quality of the high-def footage has never before been seen.
[00:43:17.066 --> 00:43:18.528]  We got the original TV tapes.
[00:43:18.768 --> 00:43:19.969]  Everybody said grainy stuff.
[00:43:20.470 --> 00:43:24.053]  The interviews you got with survivors, all these people, amazing.
[00:43:24.894 --> 00:43:30.419]  There's a few areas, and this happens in my films, whether it's on-the-fly interviews, the audio's a little hot or a little low, but overall,
[00:43:30.819 --> 00:43:37.908]  For your first film, I mean, it's just incredible, and it shows the passion that you guys brought to this.
[00:43:37.968 --> 00:43:39.790]  I mean, this is really a powerful film.
[00:43:40.491 --> 00:43:46.819]  And I know a lot of people out there with a lot of influence watch this show, listen to this show.
[00:43:47.200 --> 00:43:49.422]  Listen, none of us are safe if we don't expose this.
[00:43:50.356 --> 00:43:55.362]  And I just want to say, people should get the film.
[00:43:55.462 --> 00:43:58.466]  I mean, it's not going to film festivals, it's not going that whole route.
[00:43:58.486 --> 00:44:03.832]  It's right to the public and it's up to the people for a noble lie to have the effect it should.
[00:44:03.872 --> 00:44:08.517]  I mean, if this got seen 35 million times for free online, I know soon it's going to come out online.
[00:44:09.939 --> 00:44:11.262]  Like Obama deception has had.
[00:44:11.642 --> 00:44:16.731]  Imagine how this would hurt the globalists because their secret weapon is false flag.
[00:44:17.031 --> 00:44:18.513]  It is their go-to zeitgeist.
[00:44:18.754 --> 00:44:20.377]  We've got to take that weapon away from them.
[00:44:21.115 --> 00:44:25.756]  Exactly, and what this movie does is it shows the methodology of state-sponsored terror.
[00:44:25.776 --> 00:44:30.117]  You know, at the time of the Oklahoma City bombing, there was a patriot movement in this country.
[00:44:30.157 --> 00:44:34.758]  People were talking about a restoration of the Constitution, the expansion of the police state powers.
[00:44:35.059 --> 00:44:38.479]  They were resisting the anti-terrorism legislation that was trying to be passed.
[00:44:39.080 --> 00:44:44.481]  After the Oklahoma City bombing, it completely silenced anybody that opposed the globalization agenda.
[00:44:44.881 --> 00:44:50.465]  You know, even to this day, if you oppose the expansion of government power, you're a McVeigh.
[00:44:50.706 --> 00:44:52.067]  They love to throw that term out.
[00:44:52.427 --> 00:45:00.193]  And then about the time the Patriot movement started to get renewed, we had 9-11, same pattern, it was a precursor to 9-11.
[00:45:00.253 --> 00:45:06.898]  I mean, after the event, the Patriot Act passed, everybody was begging to have their freedoms taken away.
[00:45:07.218 --> 00:45:09.260]  Prior to 9-11, they never would have accepted it.
[00:45:09.640 --> 00:45:26.247]  And now we have a new patriot movement moving in this country and exposing these events is going to take away their false flag power because, I mean, just like Kurt Haskell where, I mean, he said that he wanted to make sure that the underwear bomber case was exposed because he knew there was something wrong with 9-11.
[00:45:26.287 --> 00:45:36.492]  This shows that people in this movement are having an effect and we are taking the tools away from the New World Order and not allowing them to murder people and ride our ashes to their own political ends.
[00:45:39.411 --> 00:45:43.573]  Let's get more into your list there from your research because you guys are there in Oklahoma.
[00:45:44.774 --> 00:45:47.996]  Some members of your team over a decade just obsessed with this because you should be.
[00:45:48.036 --> 00:45:49.917]  It's a mass murder and the government did it.
[00:45:49.937 --> 00:45:51.618]  My God, this is incredible.
[00:45:53.219 --> 00:45:57.801]  And it's incredible how they've used it undoubtedly to take our liberties and write public memos about how wonderful it was.
[00:45:58.122 --> 00:45:59.662]  That's their total arrogance at us.
[00:46:00.763 --> 00:46:02.125]  Because they know the public's naive.
[00:46:02.165 --> 00:46:03.987]  It's time to stop being children and admit this.
[00:46:04.287 --> 00:46:09.253]  Let's go over some more of the nasty people who were red-handed their part of the operation.
[00:46:09.673 --> 00:46:11.135]  I mean, you've got the governor's brother.
[00:46:11.375 --> 00:46:18.023]  What about him publishing a book before the thing where a Tom McVeigh is part of the secret circle or whatever and blows it up?
[00:46:18.063 --> 00:46:18.844]  I mean, this is incredible.
[00:46:19.604 --> 00:46:25.165]  Some of these facts are just so amazing that they would even pass the plausibility test in a fiction story.
[00:46:25.525 --> 00:46:35.808]  We have the brother of the Oklahoma governor at the time of the bombing, Frank Keating, his brother Martin Keating, who is a self-admitted insider in military intelligence, writes a book called Final Jihad.
[00:46:35.848 --> 00:46:38.788]  According to the publisher, this book was written in 1992.
[00:46:39.308 --> 00:46:46.950]  This is about the time, mind you, that McVeigh was being recruited for secret government activities out of the Army, according to his own admission.
[00:46:47.430 --> 00:46:57.541]  Martin Keating writes a book called Final Jihad which features a character named Ted McVeigh who tries to bomb a federal building in Oklahoma City, a plot that is foiled by a state trooper.
[00:46:58.041 --> 00:47:07.712]  Now we take that fiction, that so-called fiction, we look at the reality that was presented to us the day of the bombing, is that McVeigh gets arrested after the bombing in Oklahoma by a state trooper.
[00:47:08.232 --> 00:47:13.055]  Now, this obviously is not a coincidence, and no one can defend that.
[00:47:13.235 --> 00:47:16.177]  Obviously, there was inside knowledge on the part of the Governor's office.
[00:47:16.637 --> 00:47:21.821]  We have talked to people who have traced a call from the Governor's office to Walter Reed Army Hospital.
[00:47:21.881 --> 00:47:22.921]  By the way, let me stop you.
[00:47:23.422 --> 00:47:35.970]  It did come, they wrote it in 92, it came out in like 94, and what's weird is, after I made a big deal about this, like eight years ago, on Wikipedia and on, but I own a copy, there's one here in the office, I just happened to mention this as a factoid,
[00:47:37.010 --> 00:47:39.032]  So I have the one published in 1994.
[00:47:39.412 --> 00:47:43.255]  They come back out with it and say original publishing date 1996.
[00:47:43.935 --> 00:47:48.179]  I mean that shows again what they're doing.
[00:47:48.239 --> 00:47:51.241]  It's so amazing that even on Amazon they changed the date.
[00:47:51.837 --> 00:47:57.400]  Well, they always try to cover their tracks, and that was something that we saw here in the Oklahoma City case.
[00:47:57.840 --> 00:48:00.601]  The truth always comes out in the media.
[00:48:00.741 --> 00:48:06.223]  It's within hours they get control of the story and start pushing whatever cover-up they're going to perpetrate.
[00:48:06.544 --> 00:48:11.506]  In Oklahoma, only one news station maintained any integrity for a few months, which was Channel 4.
[00:48:12.566 --> 00:48:16.048]  Then the New York Times came in, bought the local news station,
[00:48:16.288 --> 00:48:16.808]  And let's expand on that.
[00:48:44.403 --> 00:48:48.124]  Well, Channel 4 started, basically, the original inquiry into the bombing.
[00:48:48.144 --> 00:48:53.206]  The first questions raised were why the office of the Bureau of Alcohol, Tobacco, and Firearms in the building was empty.
[00:48:53.546 --> 00:48:59.788]  The ATF, which had started the Branch Davidian raid two years before to the day, was the supposed target of the attack, but their office is empty.
[00:49:00.208 --> 00:49:10.412]  One of the men who responded to the bombing, who was trying to look for his wife, he talked to an ATF agent who told him that they had been paged, notified by their pagers, to not come into work that day.
[00:49:10.612 --> 00:49:17.922]  Well that's right, and Terrence Yankee and some of the doctors involved said within a minute after it happened they were in full gear demanding, patch me up, I was up in there.
[00:49:17.942 --> 00:49:18.924]  And they're like, no you weren't.
[00:49:19.795 --> 00:49:25.199]  Terentiaki and Dr. Plumlee were asking questions about when they showed up, why there were certain federal officials there on site.
[00:49:25.820 --> 00:49:26.800]  FBI officials, too.
[00:49:26.840 --> 00:49:28.542]  The FBI headquarters is several miles away.
[00:49:28.602 --> 00:49:31.984]  There were people there already, and yet Terentiaki was four blocks away.
[00:49:32.044 --> 00:49:34.426]  He was the first person to respond.
