[00:00:27.759 --> 00:00:28.319]  Good evening.
[00:24:41.574 --> 00:24:42.955]  And made us all basically sick.
[00:24:42.995 --> 00:24:45.958]  The air was just full of that neurotoxin being released by the algae.
[00:24:46.258 --> 00:24:47.859]  It's being fed by all the fertilizer.
[00:24:48.400 --> 00:24:51.222]  Artificial fertilizer pouring out through the rivers into the Gulf.
[00:24:52.463 --> 00:24:55.025]  And I pulled up to it and I knew what was coming.
[00:24:55.405 --> 00:24:57.627]  But I decided not to be provocative.
[00:24:57.647 --> 00:24:58.688]  It was just amazing.
[00:25:07.352 --> 00:25:09.613]  Look, they just opened everybody's cars up.
[00:25:10.954 --> 00:25:13.035]  These guys now already made them a big star earlier.
[00:25:14.816 --> 00:25:15.736]  This is hilarious.
[00:25:18.138 --> 00:25:23.400]  Again, right here, I'm not filming the drug dog, people opening their cars and it going in their cars.
[00:25:24.501 --> 00:25:28.023]  Because I'm, last time I did film that and they said turn your camera off and I refused.
[00:25:28.423 --> 00:25:31.605]  I said I'm just gonna sit here and hold it in my lap just to prove
[00:25:32.932 --> 00:25:36.535]  To Richard, who was thinking, oh no, let's just be nice and see what they do.
[00:25:36.816 --> 00:25:37.476]  It was a test.
[00:25:37.917 --> 00:25:43.021]  I sat there and was talking with the camera in my lap aimed at Richard, down where they couldn't see it.
[00:25:43.802 --> 00:25:46.324]  And I was watching them search the people's cars.
[00:25:48.286 --> 00:25:50.729]  I was watching them pull them over and put the dog in their car.
[00:25:51.986 --> 00:25:54.328]  Again, each American having their rights violated.
[00:25:54.589 --> 00:25:57.972]  How about we just show up and demand to search the Border Patrol agent?
[00:25:57.992 --> 00:25:58.973]  They'd flip out on you.
[00:25:59.233 --> 00:26:02.336]  Or you pull up to a cop and say, we know cops are corrupt a lot of times.
[00:26:02.716 --> 00:26:03.597]  I want to search you.
[00:26:04.238 --> 00:26:04.858]  I'm TSA.
[00:26:04.878 --> 00:26:06.039]  I want to grab your genitals.
[00:26:06.300 --> 00:26:07.861]  That cop would shoot you in the chest.
[00:26:08.462 --> 00:26:09.643]  And he'd have a right to.
[00:26:10.363 --> 00:26:11.685]  You're trying to violate his person.
[00:26:11.705 --> 00:26:12.585]  You're trying to assault him.
[00:26:13.424 --> 00:26:15.305]  But see, we're just scum citizens.
[00:26:16.025 --> 00:26:17.166]  They're keeping us safe.
[00:26:17.506 --> 00:26:17.926]  Bull!
[00:26:18.606 --> 00:26:19.006]  Bull!
[00:26:19.347 --> 00:26:24.669]  You work for a narcotics trafficking, murdering, criminal banking cartel that sees this country.
[00:26:24.869 --> 00:26:27.010]  And it's time to choose sides and face the facts.
[00:26:27.230 --> 00:26:28.570]  It's all come out in federal court.
[00:26:29.291 --> 00:26:31.892]  The government ships the guns worldwide and brings the drugs in.
[00:26:32.172 --> 00:26:34.253]  And then they got the nerve to want to search my family.
[00:26:35.154 --> 00:26:40.676]  And it's immigration check 98 miles into the country while they got a drug dog.
[00:26:41.096 --> 00:26:43.036]  We're not looking for drugs, we're looking for narcotics.
[00:26:43.716 --> 00:26:44.257]  Back to the video.
[00:26:44.277 --> 00:26:48.698]  These guys looking for their long lost buddies.
[00:26:50.898 --> 00:26:55.740]  They probably recognize us as well.
[00:27:06.892 --> 00:27:08.736]  That's a violation of the Fourth Amendment.
[00:27:10.419 --> 00:27:14.462]  Hey, we're not shipping any drugs like you guys do.
[00:27:14.742 --> 00:27:15.443]  I'm Alex Jones.
[00:27:15.463 --> 00:27:16.523]  We already shot a YouTube video.
[00:27:17.144 --> 00:27:18.225]  This isn't Fashion Furious.
[00:27:18.265 --> 00:27:23.068]  I don't deal in narcotics like the Border Patrol and Obama and the ATF and all you guys.
[00:27:23.108 --> 00:27:24.449]  I just took my family to the beach again.
[00:27:24.809 --> 00:27:26.050]  Okay, that's fantastic.
[00:27:26.150 --> 00:27:27.491]  I still need to verify everyone's citizenship.
[00:27:27.691 --> 00:27:28.272]  Well, that's fine.
[00:27:28.352 --> 00:27:31.454]  We'll get out of the car, but I'm not going to have you guys violate my Fourth Amendment.
[00:27:31.954 --> 00:27:33.275]  Nobody's going to violate your rights.
[00:27:33.475 --> 00:27:34.896]  Yeah, you just want to run that dog in here.
[00:27:34.916 --> 00:27:35.736]  I'm going to sue you for it.
[00:27:36.077 --> 00:27:37.257]  You go ahead and do what you're going to do.
[00:27:37.297 --> 00:27:38.158]  I'm going to need your name.
[00:27:38.178 --> 00:27:38.898]  I'm going to need everything.
[00:27:38.939 --> 00:27:39.659]  I'm going to file suit.
[00:27:40.099 --> 00:27:40.479]  Hold on.
[00:27:41.240 --> 00:27:42.821]  Citizenship needs to be verified.
[00:27:43.001 --> 00:27:45.623]  I need you guys to do so I have another agency to check on.
[00:27:45.663 --> 00:27:47.124]  No, you want to run that dog in here.
[00:27:47.144 --> 00:27:48.264]  You're just going to hold traffic.
[00:27:48.284 --> 00:27:49.305]  Please pull over to the right.
[00:27:49.465 --> 00:27:50.126]  That's what you want.
[00:27:50.406 --> 00:27:50.546]  Okay.
[00:27:50.566 --> 00:27:52.547]  That's the head of the sedan that's standing over there.
[00:27:53.068 --> 00:27:53.288]  Okay.
[00:28:04.076 --> 00:28:04.697]  Look at all this.
[00:28:05.237 --> 00:28:13.247]  You pay for this while the border is wide open, and we're 98 miles inside the U.S., and they want to make us sit here.
[00:28:13.268 --> 00:28:16.311]  But I put them on notice, too.
[00:28:16.391 --> 00:28:17.112]  I told you, Richard.
[00:28:18.434 --> 00:28:19.055]  Here they come.
[00:28:25.166 --> 00:28:26.607]  How many people you got on board?
[00:28:26.967 --> 00:28:27.267]  Six.
[00:28:27.467 --> 00:28:28.707]  Six American citizens.
[00:28:29.348 --> 00:28:29.708]  You, sir?
[00:28:30.028 --> 00:28:30.928]  Yes, sir.
[00:28:31.309 --> 00:28:31.629]  You, sir?
[00:28:31.669 --> 00:28:31.869]  Yep.
[00:28:32.429 --> 00:28:33.189]  Yes, I am.
[00:28:33.229 --> 00:28:34.210]  Can you get the other three for me?
[00:28:34.530 --> 00:28:35.510]  Just bring the kids up here.
[00:28:36.311 --> 00:28:38.732]  My whole issue is border checkpoints, one thing.
[00:28:38.792 --> 00:28:41.213]  At the border, these things are unconstitutional.
[00:28:41.233 --> 00:28:44.334]  Well, it is constitutional by the Supreme Court, sir.
[00:28:44.734 --> 00:28:45.874]  But you got drug dogs.
[00:28:45.894 --> 00:28:47.355]  You're looking for drugs is what you're doing.
[00:28:47.375 --> 00:28:48.756]  No, we're not looking for drugs.
[00:28:48.776 --> 00:28:50.056]  Really, what's the drug dog looking for?
[00:28:50.076 --> 00:28:52.297]  Human odor and narcotics.
[00:28:53.417 --> 00:28:54.438]  What's the drug dog looking for?
[00:28:55.322 --> 00:28:56.683]  Human odor and narcotics.
[00:28:57.424 --> 00:28:57.764]  Drugs.
[00:28:57.824 --> 00:29:00.407]  Primary, mission, immigration.
[00:29:00.467 --> 00:29:00.727]  Yeah.
[00:29:01.808 --> 00:29:03.370]  Well, I don't use the government's products.
[00:29:03.390 --> 00:29:05.972]  I'm the guy... Are these your kids?
[00:29:06.073 --> 00:29:06.813]  Yes, they're mine.
[00:29:06.833 --> 00:29:08.375]  Step out right where I can just get a visual.
[00:29:08.395 --> 00:29:09.136]  Yeah, come on, guys.
[00:29:09.196 --> 00:29:11.117]  I need to get a visual of my children.
[00:29:11.258 --> 00:29:13.800]  As I travel across America with my children.
[00:29:14.000 --> 00:29:15.342]  Land of the free, home of the brave.
[00:29:15.362 --> 00:29:15.622]  Come on.
[00:29:16.823 --> 00:29:17.363]  They got a look at you.
[00:29:17.403 --> 00:29:18.564]  They're terrified of you.
[00:29:19.245 --> 00:29:20.566]  They're terrified of you.
[00:29:21.006 --> 00:29:22.307]  This is what you're doing to our country.
[00:29:22.327 --> 00:29:22.907]  Come here, sweetie.
[00:29:22.947 --> 00:29:26.870]  You make it so that our kids are scared to go across the country and go on a little vacation.
[00:29:26.890 --> 00:29:28.211]  You guys are free to leave.
[00:29:28.231 --> 00:29:29.432]  Well, thank you for now.
[00:29:29.532 --> 00:29:30.813]  We are free.
[00:29:30.853 --> 00:29:31.413]  We are free.
[00:29:31.453 --> 00:29:35.536]  We're born free and we remain free regardless of what you're doing to our constitutional rights.
[00:29:37.397 --> 00:29:40.179]  This is not constitutional and this is not right.
[00:29:40.699 --> 00:29:41.380]  It'll close.
[00:29:41.400 --> 00:29:41.620]  Thank you.
[00:29:50.195 --> 00:29:56.876]  It's going to be at all the malls, every sports stadium, high school basketball, junior high.
[00:29:57.817 --> 00:29:58.857]  Everything's a prison.
[00:29:58.877 --> 00:30:00.377]  You show a card to get your kids.
[00:30:00.837 --> 00:30:03.038]  It has nothing to do with security.
[00:30:03.878 --> 00:30:08.639]  The federal government is run by foreign banks that are engineering a depression.
[00:30:09.139 --> 00:30:10.060]  It's all public.
[00:30:10.580 --> 00:30:10.940]  God!
[00:30:12.529 --> 00:30:16.994]  I've been to urban warfare drills 13 years ago.
[00:30:17.514 --> 00:30:18.735]  I've been all over the country.
[00:30:19.796 --> 00:30:24.361]  And I've witnessed the troops trying to take you out of your house and take your guns and admitting it's for America.
[00:30:25.082 --> 00:30:27.724]  And then I'd turn the news on and they'd say it was for Bosnia.
[00:30:28.905 --> 00:30:30.187]  I've talked to the military people.
[00:30:30.207 --> 00:30:31.208]  I'm getting chills right now.
[00:30:31.268 --> 00:30:33.890]  I've talked to the former judge advocate generals.
[00:30:34.887 --> 00:30:35.908]  They know what's going on.
[00:30:36.429 --> 00:30:38.130]  This is the takedown of America.
[00:30:38.370 --> 00:30:41.213]  How do you think a foreign corporate takeover would happen?
[00:30:41.233 --> 00:30:42.274]  They would stage terror.
[00:30:42.594 --> 00:30:43.735]  They would ship in drugs.
[00:30:43.996 --> 00:30:46.298]  Do you know how the British brought down China?
[00:30:47.459 --> 00:30:48.540]  China made drugs illegal.
[00:30:48.560 --> 00:30:52.244]  The British use it to corrupt the police, create organized crime, take over.
[00:30:52.724 --> 00:30:54.265]  Mexico is being destroyed right now.
[00:30:54.285 --> 00:30:56.427]  It's going to be slurped up by the New World Order.
[00:30:57.185 --> 00:31:01.489]  And so the refugees of collapsing Mexico can be used to then bring down the U.S.
[00:31:01.829 --> 00:31:02.790]  So everybody's screwed.
[00:31:03.410 --> 00:31:06.433]  The globalists are masters at playing groups off against each other.
[00:31:06.993 --> 00:31:09.075]  I am not the enemy of these Border Patrol agents.
[00:31:09.135 --> 00:31:11.377]  I know they've got a tough job, and I don't want it.
[00:31:11.637 --> 00:31:13.098]  Especially the ones that are actually on the border.
[00:31:14.879 --> 00:31:22.546]  But this garbage of these proliferating checkpoints, a lot of these have been here for decades, but now they're spreading all over the country, and
[00:31:23.757 --> 00:31:32.780]  I remember being in California when I was a kid driving through a checkpoint 20 miles from the border and they're like, do you have any fruit from Mexico because it might have some fruit fly or something.
[00:31:32.820 --> 00:31:33.420]  No, we don't.
[00:31:34.680 --> 00:31:37.581]  But again, it just grows and grows and grows.
[00:31:37.861 --> 00:31:40.502]  And then he's telling me, I don't want to look for drugs, I'm looking for narcotics.
[00:31:40.962 --> 00:31:46.224]  They want my kids to be taught that they pull up at checkpoints and dogs come on.
[00:31:50.356 --> 00:31:51.378]  Land of the free, home of the brave.
[00:31:51.598 --> 00:31:53.781]  And I told you they'd have TSA all over the country.
[00:31:54.082 --> 00:31:55.103]  I just showed you that earlier.
[00:31:55.323 --> 00:31:55.644]  You know what?
[00:31:55.704 --> 00:31:57.146]  I've got to finish this newscast.
[00:31:59.537 --> 00:32:01.638]  Quite frankly, I've been sick from that red tide.
[00:32:01.678 --> 00:32:04.259]  They didn't tell us when I was down at the beach for two days it was going on.
[00:32:05.100 --> 00:32:07.601]  And we were all coughing and everything else, and my kids are sick.
[00:32:08.081 --> 00:32:12.783]  That's another reason I wasn't going to put up with their crap anymore, because I did not feel good driving through their stupid checkpoint.
[00:32:13.403 --> 00:32:13.984]  And you know what?
[00:32:14.324 --> 00:32:19.906]  I don't fly that much because I don't want to face the TSA, and I guess I won't go to South Texas again.
[00:32:20.326 --> 00:32:21.427]  And the globalists win, though.
[00:32:21.447 --> 00:32:25.349]  We lose $40 billion a year in tourism worldwide because nobody wants to come to America.
[00:32:26.109 --> 00:32:29.011]  Folks, I've talked to reporters, I've talked to Paul Watson who goes to China.
[00:32:29.592 --> 00:32:31.653]  China, Communist China doesn't act like this.
[00:32:32.054 --> 00:32:33.054]  No one acts like this.
[00:32:33.295 --> 00:32:35.296]  I've been to third world countries, it's not like this.
[00:32:36.277 --> 00:32:39.399]  But because we think we're land of the free, home of the brave, we're so naive.
[00:32:42.062 --> 00:32:46.885]  We're going to go to break now and come back and get into what's happening with the economy.
[00:32:46.925 --> 00:32:49.607]  It's amazing and moves to ban cash in the U.S.
[00:32:49.627 --> 00:32:51.649]  Well, it has been banned in many cases.
[00:32:53.010 --> 00:32:54.191]  I just want to point out that
[00:32:56.852 --> 00:32:59.355]  We got an incredible graphic for the money bomb.
[00:33:00.076 --> 00:33:00.796]  November 3rd.
[00:33:00.836 --> 00:33:04.260]  We're barely even promoting this year's money bomb.
[00:33:04.841 --> 00:33:07.344]  Usually we have a month ahead of time to do it.
[00:33:07.364 --> 00:33:15.493]  500,000 sounds like a lot, but when you've got bandwidth that exceeds 400,000 a year, and then just the IT people are...
[00:33:16.274 --> 00:33:17.095]  You got it all together.
[00:33:17.155 --> 00:33:18.356]  It's nothing.
[00:33:18.716 --> 00:33:21.419]  We spend millions and millions of dollars a year to run this operation.
[00:33:21.479 --> 00:33:22.380]  It's a one-of-a-kind.
[00:33:22.820 --> 00:33:28.325]  It's the only true organization that isn't scripted, that isn't off a teleprompter, that's actually facing down the globalist.
[00:33:28.725 --> 00:33:30.287]  It's m4warsmoneybomb.com.
[00:33:30.307 --> 00:33:36.533]  You can start giving ahead of time at m4warsmoneybomb.com, but you also give by being a PrisonPlanet.tv member.
[00:33:36.553 --> 00:33:39.575]  We're going to broadcast 24 hours that day, Lord willing.
[00:33:40.416 --> 00:33:45.580]  And it's just up to you if you want to fund this operation and let us continue and expand.
[00:33:45.600 --> 00:33:56.428]  It was listeners four years ago that started the first Money Bomb and I was kind of reluctant to even get into it because I like to just support ourselves with sponsorship and videos and products and things, free market.
[00:33:57.508 --> 00:34:00.932]  But the Globalist, you know, with their NPR, they have fund drives.
[00:34:01.472 --> 00:34:03.153]  And it's an important supplement now.
[00:34:03.214 --> 00:34:04.555]  It's about 20% of our budget.
[00:34:04.935 --> 00:34:17.686]  And we need to reach that $500,000 mark to continue what we're doing and hopefully hire a few more reporters and a few more crew members so that we can not all work, you know, 70 hours a week.
[00:34:18.527 --> 00:34:20.731]  So again, Infowarsmoneybomb.com.
[00:34:21.171 --> 00:34:24.396]  That way we can hire more people and give a modest raise to the crew here.
[00:34:24.837 --> 00:34:27.922]  Infowarsmoneybomb.com if you want to support that.
[00:34:28.382 --> 00:34:31.788]  But you are supporting us by being subscribers to PrisonPlanet.tv.
[00:34:31.808 --> 00:34:33.190]  We're going to go to break and come back.
[00:34:33.210 --> 00:34:33.610]  Stay with us.
[00:34:37.065 --> 00:34:43.467]  If you believe in this information and want to support its viral spread, go to the InfoWars store at InfoWars.com.
[00:34:43.767 --> 00:34:44.648]  We've got the new G.I.
[00:34:44.688 --> 00:34:46.628]  Joe InfoWars t-shirts.
[00:34:46.988 --> 00:34:53.111]  We've got the incredible ProPure gravity-fed filters available at InfoWars.com in the store.
[00:34:53.671 --> 00:34:58.032]  We've got a new DVD, Sinus Under Attack, the Don't Tread on Me flag.
[00:34:58.732 --> 00:35:02.674]  We've got all sorts of different bumper stickers to help spread the rebellion virally.
[00:35:03.354 --> 00:35:03.974]  It's all there.
[00:35:03.994 --> 00:35:06.836]  Wristbands, citizen rule books, in every order.
[00:35:07.296 --> 00:35:10.017]  Order online at InfoWars.com today.
[00:35:10.277 --> 00:35:13.278]  The water filters, the canteens, it's all there.
[00:35:13.699 --> 00:35:15.019]  InfoWars.com.
[00:35:16.680 --> 00:35:29.506]  Now, we are listener-supported, but the sponsors, with the online video apparel bookstore, video store at InfoWars.com, with the PrisonPlanet.tv memberships, it was four years ago that listeners started a money bomb.
[00:35:30.582 --> 00:35:32.803]  And it started getting a lot of attention.
[00:35:32.823 --> 00:35:37.445]  A lot of people had pledged several hundred thousand dollars, so I got behind it like two days before.
[00:35:37.985 --> 00:35:43.487]  And with that $300,000 we raised, I was able to begin the process to move into a bigger office.
[00:35:44.007 --> 00:35:51.090]  Then the next couple money bombs, we were able to build this structure, hire the people, and build the TV studio.
[00:35:51.810 --> 00:35:55.072]  And now we've gotten to the point where we need this money bomb around 20%
[00:35:56.716 --> 00:35:57.076]  I don't know.
[00:36:21.775 --> 00:36:27.371]  With everything that we're launching this just, what, like 14 days before?
[00:36:29.255 --> 00:36:31.617]  And so you can start donating now if you'd like to.
[00:36:32.538 --> 00:36:38.384]  We're going to broadcast 24 hours again with special guests and a lot more coming up on the 3rd.
[00:36:39.204 --> 00:36:40.646]  In fact, they have the date on there.
[00:36:40.826 --> 00:36:44.409]  I just finally saw this site completed this morning.
[00:36:45.871 --> 00:36:49.034]  And you can be the first to donate via credit card, PayPal.
[00:36:49.054 --> 00:36:51.556]  You can also mail in your donations now.
[00:36:52.617 --> 00:36:53.138]  Check it out.
[00:36:53.499 --> 00:37:01.712]  Infowarsmoneybomb.com or you can simply go to infowars.com forward slash money bomb and start donating today.
[00:37:08.413 --> 00:37:11.196]  It's the Thursday edition of InfoWars Nightly News.
[00:37:11.236 --> 00:37:22.025]  Again, thank you for joining us as we trailblaze the information war, the literal tip of the spear, your wartime broadcast against the globalist in defense of human liberty and dignity.
[00:37:22.346 --> 00:37:26.249]  Now let's race through the controlled looting of our society.
[00:37:26.529 --> 00:37:31.093]  You've been told by Herman Cain he's got to raise your taxes to pay off the derivatives debt.
[00:37:31.113 --> 00:37:33.255]  You've been told by Occupy Wall Street
[00:37:34.436 --> 00:37:40.458]  The leadership of it, funded by George Soros, we've got to raise taxes on the rich, which really means the middle class.
[00:37:40.938 --> 00:38:01.023]  Well, we now learn that 70 plus trillion, 79 trillion to be exact, has been announced to the FDIC and that Bank of America is preparing to basically call for 79 trillion in further bailouts.
[00:38:01.903 --> 00:38:10.557]  With derivatives, which is fake counterfeit assets they created, but now they get government to sign on to it like it's your debt.
[00:38:11.458 --> 00:38:16.626]  And William K. Black, one of the former government prosecutors we've interviewed for Fall of the Republic,
[00:38:17.447 --> 00:38:23.970]  Who's been predicting all of this, says that, not with a bang, but with a whimper, Bank of America's derivatives death rattle.
[00:38:24.511 --> 00:38:33.695]  The problem is, it's our death rattle, because they've got their Federal Reserve shareholders, they've got their people in control of the regulators, and they're going to make us pay them that money.
[00:38:33.715 --> 00:38:38.738]  And if we don't like it, they've got checkpoints set up to grab dissenters and drag you off to a gulag.
[00:38:39.158 --> 00:38:42.960]  They've got guys for twenty bucks an hour that'll, I guess, knock your teeth off and
[00:38:43.874 --> 00:38:45.276]  Gang rape you of their order to.
[00:38:45.356 --> 00:38:46.337]  I mean, it's just amazing.
[00:38:46.958 --> 00:38:48.479]  I mean, that's what this tyranny is all about.
[00:38:48.499 --> 00:38:58.731]  These corporate guys have set up this tyranny and all this dog training and genital grabbing and all of it to get you ready for total federal gang raping at the hands of the bankers.
[00:38:58.891 --> 00:39:00.192]  Our government is not our government.
[00:39:00.233 --> 00:39:01.454]  It works for these crooks.
[00:39:03.809 --> 00:39:04.950]  I can't even handle it anymore.
[00:39:05.770 --> 00:39:06.790]  Continuing, U.S.
[00:39:06.870 --> 00:39:09.652]  misery index rises to highest rate since 1983.
[00:39:10.832 --> 00:39:18.095]  An unprecedented 26 million Americans, we've got 50 million on food stamps, are now underemployed.
[00:39:18.135 --> 00:39:22.217]  That means they're not on welfare, but they're basically eating ramen noodle every night.
[00:39:22.957 --> 00:39:26.219]  Jobless claims, again, have reached a key level.
[00:39:28.240 --> 00:39:32.982]  CNBC has the headline, a long steep drop for American standard of living.
[00:39:34.196 --> 00:39:41.660]  And it goes through the fact that Christian Science Monitor also had a report on a similar situation that, guess what?
[00:39:41.700 --> 00:39:47.743]  Globalism was designed to totally destroy the country and turn us into third world slaves, not to build up the third world.
[00:39:48.444 --> 00:39:55.887]  But that's okay because the CDC is reporting a 400% increase in antidepressants in the last 20 years.
[00:39:57.228 --> 00:40:11.198]  And under the new Freedom Initiative, the federal government is in public schools testing five-year-olds and telling them if they have any concern or any anxiety, don't learn how to work through it to be a man, take a brain-eating toxic chemical weapon.
[00:40:11.758 --> 00:40:13.620]  So you think 400% increase is bad?
[00:40:15.441 --> 00:40:17.342]  Try a 5,000% increase.
[00:40:18.463 --> 00:40:19.424]  Try everybody on it.
[00:40:20.945 --> 00:40:21.405]  I just threw out 5,000.
[00:40:21.565 --> 00:40:25.508]  I don't know, 20% of the public's now on some type of psychotropic.
[00:40:26.203 --> 00:40:27.464]  That literally eats your brain.
[00:40:29.886 --> 00:40:33.810]  Continuing here with the news, I thought I'd get to this little tidbit.
[00:40:35.319 --> 00:40:51.932]  Any used item, including a lawnmower sold at a lawnmower shop that has new and used, a pawn shop, a bait shop, a swap meet, a garage sale, cold hard cash, it's good everywhere you go, right?
[00:40:52.312 --> 00:40:53.413]  You can use it for anything.
[00:40:53.814 --> 00:40:55.595]  But that's not the case in Louisiana.
[00:40:56.175 --> 00:41:00.459]  It's a law that was passed during this year's busy legislative session.
[00:41:00.759 --> 00:41:04.342]  And they're going to put people in jail just like they do for filming police in public.
[00:41:05.299 --> 00:41:06.580]  First Amendment, but so what?
[00:41:06.920 --> 00:41:09.622]  Not in the new U.S.S.A.
[00:41:10.663 --> 00:41:14.506]  And so this is about outlawing gardens, outlawing lemonade stands.
[00:41:14.986 --> 00:41:19.949]  It's about imploding the economy and knowing you're going to try to barter during the Depression.
[00:41:20.350 --> 00:41:21.711]  No, you're going to be re-educated.
[00:41:22.211 --> 00:41:25.714]  Under Stalinist re-education, there was no cash sales allowed.
[00:41:25.954 --> 00:41:27.215]  There were no gardens allowed.
[00:41:27.975 --> 00:41:30.037]  You're getting ready for the great leap forward.
[00:41:30.397 --> 00:41:32.719]  The new cultural revolution under Bankster
[00:41:33.986 --> 00:41:34.648]  Occupation.
[00:41:35.573 --> 00:41:38.064]  Well, ladies and gentlemen, that's basically it.
[00:41:40.780 --> 00:41:48.402]  On that front, I want to go now, in closing, to a little subliminal piece that Darren McBrain worked on.
[00:41:48.562 --> 00:41:49.483]  I contributed to this.
[00:41:50.903 --> 00:41:52.544]  A lot of other folks in the office did.
[00:41:53.544 --> 00:41:58.746]  And there's so many of these subliminals, we could spend an hour on just each one.
[00:41:58.766 --> 00:42:02.147]  But I want you to notice the Sharpie commercial in here.
[00:42:03.007 --> 00:42:05.168]  In the Sharpie commercial, it was up for one second.
[00:42:06.128 --> 00:42:08.829]  But when you slow it down, it says, don't protest.
[00:42:09.770 --> 00:42:11.611]  So the subliminal messages don't protest.
[00:42:12.471 --> 00:42:20.235]  They have different shows where they implant that drug dealers who love Hitler, like Ron Paul, that just flashes for a minute.
[00:42:20.535 --> 00:42:22.215]  Drug dealer, Hitler, Ron Paul.
[00:42:23.436 --> 00:42:27.558]  Again, this is out there and it's being put in everywhere.
[00:42:28.198 --> 00:42:29.599]  Why do they put sex everywhere?
[00:42:29.619 --> 00:42:33.941]  They put sex with beer commercials or ads or whatever because sex
[00:42:34.781 --> 00:42:45.663]  Targets an area of the primitive area of the brain and puts you into a very suggestive area That's why they have info babes looking at the teleprompter like they're in love with you and men.
[00:42:45.683 --> 00:42:47.664]  I see guys around the office I'm not knocking them.
[00:42:47.724 --> 00:42:48.584]  I pointed out to them.
[00:42:48.884 --> 00:42:58.406]  They'll see a good-looking info, babe, and I'll see everybody kind of smiling and going Yeah, that's her yeah, and everybody's kind of because you're meant in real world you're looking at a high-def screen when a woman's
[00:42:58.906 --> 00:43:10.329]  Acting like that to you, she wants to mate with you when she's... And so they train him to sing... And do all of this to literally put you into a primitive mode.
[00:43:10.629 --> 00:43:15.370]  So that's why they embed the word sex in everything as well, is to put you into that primitive mode.
[00:43:15.650 --> 00:43:16.790]  So we'll go ahead and go to this piece.
[00:43:16.830 --> 00:43:17.250]  Here it is.
[00:43:18.211 --> 00:43:21.271]  The following program is brought to you in living color.
[00:43:21.491 --> 00:43:24.052]  Kennedy died at one...
[00:43:41.064 --> 00:43:49.509]  Every day, our senses are being constantly bombarded by subliminal messages that are found in TV, movies, and advertisements.
[00:43:51.089 --> 00:43:59.537]  The subliminal messages we are subjected to are unrecognizable by the conscious mind and only recognizable in our subconscious mind.
[00:44:01.419 --> 00:44:15.812]  The messages and imagery are passively absorbed and then stored in our subconscious, where propagandists deliberately implant artificial thoughts which in turn can affect our actions and attitudes later in life.
[00:44:27.876 --> 00:44:43.642]  Experiments have shown that less than one minute after the viewer begins to watch television, the brain switches from beta level consciousness, associated with active and logical thought, to alpha level, which is associated with passive acceptance and suggestibility.
[00:44:44.223 --> 00:44:51.286]  This is why advertisers spend billions of dollars a year on commercials, as well as product placement within TV shows.
[00:44:52.546 --> 00:45:01.750]  Political messages are implanted in fictional TV programs as the relaxed, meditative state of the viewer is receptive to the programming.
[00:45:02.450 --> 00:45:10.054]  One example is AMC's Breaking Bad television series, as it depicts a meth villain as a Ron Paul supporter.
[00:45:10.274 --> 00:45:12.315]  I looked him up.
[00:45:12.355 --> 00:45:15.936]  It was one of Hitler's guys, a physicist named Berner Heisenberg.
[00:45:16.356 --> 00:45:17.057]  Real cute, huh?
[00:45:17.597 --> 00:45:37.611]  Basic college level marketing class in your first year of radio television and film at least for me And then I've seen some other textbooks and curriculum and found it's also in those but but but most RTF schooling teaches you that they have had subliminals for at least 70 years in the United States in Europe
[00:45:38.414 --> 00:45:41.356]  And so, yes, there is subliminal messaging everywhere.
[00:45:41.576 --> 00:45:43.097]  It is all over the place.
[00:45:43.777 --> 00:45:53.663]  It's an absolute fact that they flicker it at a rate and that they have the televisions designed for that rate to bring you into a dreamlike state.
[00:45:55.706 --> 00:46:02.169]  I mean, it is a fact that within minutes, you go into a dream brainwave when watching television.
[00:46:02.229 --> 00:46:08.232]  Go read a book by the father of modern advertising, Edward Bernays, where he calls you a dumb slave and admits they run your whole life.
[00:46:09.733 --> 00:46:11.093]  I've read both his major books.
[00:46:11.113 --> 00:46:12.494]  One of them is called Propaganda.
[00:46:12.974 --> 00:46:14.395]  Edward Bernays.
[00:46:16.337 --> 00:46:25.024]  The conscious and intelligent manipulation of the organized habits and opinions of the masses is an important element in democratic society.
[00:46:25.425 --> 00:46:35.073]  Those who manipulate this unseen mechanism of society constitute an invisible government which is the true ruling power of our country.
[00:46:36.081 --> 00:46:36.941]  We are governed.
[00:46:37.522 --> 00:46:38.662]  Our minds are molded.
[00:46:39.042 --> 00:46:40.543]  Our tastes are formed.
[00:46:40.803 --> 00:46:45.045]  Our ideas suggested largely by men we've never heard of.
[00:46:45.145 --> 00:46:50.227]  This is a logical result of the way in which our democratic society is organized.
[00:47:02.850 --> 00:47:04.192]  They live, we sleep.
[00:47:04.873 --> 00:47:09.420]  And people that are in this hypnotic state, they love the servitude, they love the bondage.
[00:47:10.161 --> 00:47:12.665]  They defend their prison.
[00:47:13.666 --> 00:47:17.688]  And it's up to those of us who understand what's happening to educate people about this.
[00:47:17.728 --> 00:47:34.335]  Now, out of all the dozens of examples that are shown in those clips, I thought we'd go back and show you the sharpie, where when you watch it in real time, it's like a second flashed up there where it says, don't protest.
[00:47:36.035 --> 00:47:37.516]  Just boom, don't protest.
[00:47:40.250 --> 00:47:42.711]  But then when you slow it down, you see it clearly.
[00:47:43.031 --> 00:47:45.352]  So your subconscious mind picks it up and sees it.
[00:47:46.012 --> 00:47:47.433]  But your conscious mind doesn't.
