[00:00:00.009 --> 00:00:00.289]  Got it.
[00:26:57.399 --> 00:26:59.420]  People think corruption's cute and fun.
[00:26:59.440 --> 00:27:00.621]  You're going to find out, folks.
[00:27:01.221 --> 00:27:03.082]  I mean, this country is going to be judged.
[00:27:03.502 --> 00:27:05.924]  You want to say 51 million aborted babies aren't humans?
[00:27:06.644 --> 00:27:08.085]  The government's going to say you're not a human.
[00:27:09.786 --> 00:27:14.930]  Everything we do, every lie we go along with comes back on us, and nobody should forget that.
[00:27:17.366 --> 00:27:20.949]  You think I'm proud of the fact that we're right about everything we talk about?
[00:27:21.190 --> 00:27:22.651]  No, I'm not proud of that.
[00:27:22.691 --> 00:27:23.432]  It's very sad.
[00:27:23.452 --> 00:27:24.553]  It's very painful.
[00:27:25.854 --> 00:27:30.158]  It's very painful to have everything I've analyzed coming true and only confirming.
[00:27:32.080 --> 00:27:32.860]  Only confirming it.
[00:27:34.242 --> 00:27:39.667]  And there are still a lot of good people in this country and it's because you're blind and you're Dudley Do-Right.
[00:27:41.929 --> 00:27:43.130]  Like people like my dad.
[00:27:45.748 --> 00:27:51.491]  Because you're so good, you can't believe this is happening and that's why evil wins.
[00:27:52.191 --> 00:27:53.311]  What's the devil's biggest trick?
[00:27:53.351 --> 00:27:54.772]  Convincing the world he doesn't exist.
[00:27:55.312 --> 00:28:04.496]  And I'm here to tell you folks, evil exists and we better get up on our hind legs right now like a mama grizzly bear or we're going to get overrun.
[00:28:04.976 --> 00:28:10.459]  Every country on earth has had mass arrests, mass exterminations and killings every hundred years or so.
[00:28:12.349 --> 00:28:16.674]  The United States has been a rare jewel, despite the fact we've had some problems.
[00:28:17.195 --> 00:28:21.520]  If you study history, ladies and gentlemen, you know what is about to unfold in this country.
[00:28:22.962 --> 00:28:27.888]  What is now beginning to unfold is the norm, not the exception.
[00:28:30.811 --> 00:28:34.132]  You need to understand, we now have a criminal government filled with criminals.
[00:28:34.973 --> 00:28:40.095]  Or, Dudley do-right idiots who are compartmentalized and don't realize what they're helping happen.
[00:28:40.335 --> 00:28:42.456]  Now, again, here's the Fort Worth Star-Telegram.
[00:28:42.816 --> 00:28:47.458]  New EPA rule could lead to rolling blackouts in Texas, PUC chairwoman says.
[00:28:47.898 --> 00:28:50.119]  Well, that's already what's causing it.
[00:28:51.180 --> 00:28:52.640]  It's mafia takeover!
[00:28:53.080 --> 00:28:53.741]  We'll be right back.
[00:28:53.761 --> 00:28:54.181]  Stay with us.
[00:29:00.612 --> 00:29:02.112]  Hi folks, this is Alex Jones.
[00:29:02.312 --> 00:29:07.354]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:29:07.634 --> 00:29:08.994]  Saving means to make money.
[00:29:09.154 --> 00:29:17.976]  The Calbin Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:29:18.696 --> 00:29:25.758]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:29:26.238 --> 00:29:33.824]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:29:34.225 --> 00:29:39.149]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[00:29:39.449 --> 00:29:42.771]  Getting a free catalog is easy by calling 800-340-7091 or see Calvin on the web at 5starsoap.com.
[00:29:42.791 --> 00:29:46.935]  Take charge of your health now by calling 800-340-7091 or see Calvin on the web at 5starsoap.com.
[00:29:59.233 --> 00:30:00.374]  A very wealthy U.S.
[00:30:00.394 --> 00:30:07.077]  citizen is predicting that in 2011, we will witness the most important day in America in more than 50 years.
[00:30:07.338 --> 00:30:09.619]  He says it will change everything about our lives.
[00:30:09.899 --> 00:30:15.062]  The way you shop, travel, invest, educate your children, and even how you take care of your health and your own family.
[00:30:15.262 --> 00:30:18.043]  Now, this man has made some outrageous predictions over the years.
[00:30:18.303 --> 00:30:20.424]  The crazy part is, he's usually right.
[00:30:20.624 --> 00:30:26.547]  You see, he predicted the collapse of GM, Fannie Mae, Freddie Mac, and America's biggest mall owner, General Growth Properties.
[00:30:26.887 --> 00:30:30.068]  In fact, Barron's called his work a dire prophecy.
[00:30:30.248 --> 00:30:35.771]  Recently, he created a video, which you can watch online for free, detailing his biggest and most important prediction yet.
[00:30:36.031 --> 00:30:37.351]  And it's a real eye-opener.
[00:30:37.671 --> 00:30:38.832]  I can't stress this enough.
[00:30:38.972 --> 00:30:41.493]  You should at least watch this free video online today.
[00:30:41.653 --> 00:30:45.696]  He explains everything you need to know, including simple steps you can take to protect yourself.
[00:30:45.856 --> 00:30:50.359]  You can find the video at www.EndOfAmerica3.com.
[00:30:50.479 --> 00:30:52.940]  That's End of America, the number 3.com.
[00:30:53.080 --> 00:30:56.763]  Watch the free video at www.EndOfAmerica3.com.
[00:30:56.943 --> 00:30:57.943]  That's EndOfAmerica3.com.
[00:30:59.324 --> 00:31:02.347]  Congratulations to our friends at eFoodsDirect.com.
[00:31:02.668 --> 00:31:07.052]  In August, they celebrate 30 years in the long-term storable food business.
[00:31:07.273 --> 00:31:14.721]  To celebrate, eFoodsDirect.com is offering the lowest price ever on their one-year Freedom Food Supply, even less than the price in 1981.
[00:31:14.761 --> 00:31:15.782]  For a limited time, you get 30%
[00:31:18.004 --> 00:31:18.725]  I don't know.
[00:31:36.539 --> 00:31:38.680]  An affordable unit they have ever offered.
[00:31:38.960 --> 00:31:47.163]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex and get 30% off a one-year food supply.
[00:31:47.303 --> 00:31:50.464]  If you have ever considered getting a supply, now is the time.
[00:31:50.604 --> 00:31:50.844]  Call 800-409-5633.
[00:31:50.864 --> 00:31:52.705]  That's 800-409-5633 or efoodsdirect.com forward slash Alex.
[00:32:00.180 --> 00:32:03.802]  Hundreds of nations have fallen to tyranny in the last century alone.
[00:32:04.202 --> 00:32:07.204]  This is our last chance to not relive history.
[00:32:07.444 --> 00:32:12.206]  As we're finishing off this agenda, they'll be pulling the rug from underneath the Americans at home.
[00:32:12.226 --> 00:32:18.470]  I have tremendous influence on our President and Congress, and they really are calling the shots.
[00:32:18.610 --> 00:32:20.851]  I think it's incumbent upon all of us
[00:32:21.371 --> 00:32:21.671]  Tim Geithner?
[00:32:21.711 --> 00:32:21.932]  Bernanke?
[00:32:21.952 --> 00:32:22.552]  They're arsonists!
[00:32:22.572 --> 00:32:23.313]  They're asking for more matches!
[00:32:23.333 --> 00:32:25.675]  And the Congress is saying, who do we make the check out to?
[00:32:40.307 --> 00:32:42.168]  Today seems like nobody does care.
[00:32:42.429 --> 00:32:47.212]  And right now in Washington, D.C., we have seen a fall of the republic.
[00:32:47.572 --> 00:32:57.520]  Get your copy of Fall of the Republic on DVD at Infowars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[00:33:00.382 --> 00:33:01.543]  Coast to Coast.
[00:33:01.923 --> 00:33:03.364]  Direct from Austin.
[00:33:03.985 --> 00:33:07.187]  You're listening to the Alex Jones Broadcasting Network.
[00:33:41.613 --> 00:33:43.213]  All right, we are back live.
[00:33:43.513 --> 00:33:59.236]  By the way, The Nation Magazine is reporting Stratfor Disputes OBL Killing in Pakistan.
[00:34:00.136 --> 00:34:08.038]  That is the headline, Stratfor Disputes OBL Killing in Abbottabad, Pakistan.
[00:34:09.548 --> 00:34:11.470]  Of course it's a complete fraud.
[00:34:11.630 --> 00:34:16.155]  I have talked to the father of a Navy SEAL who my family has known for more than a decade.
[00:34:16.175 --> 00:34:20.018]  I mean, at their house, there's photos of...
[00:34:21.070 --> 00:34:39.856]  Son in Navy training with his dad and all the Navy SEALs at events, whose friend is in SEAL Team 6, and they believe that that helicopter two weeks ago was blown up to get rid of witnesses, and the scuttlebutt is that yes, they did not kill bin Laden.
[00:34:40.913 --> 00:34:43.697]  What do you think I just get on the air and make stuff up like that?
[00:34:44.177 --> 00:34:57.055]  But here's Stratfor, one of the most highly respected internationally private intelligence organizations that gets a lot of big contracts.
[00:34:58.812 --> 00:35:03.681]  And they are saying that they do not agree with the U.S.
[00:35:03.721 --> 00:35:08.450]  Central Intelligence Agency claim that the man killed in Pakistan compound by U.S.
[00:35:08.470 --> 00:35:11.615]  Navy SEALs was Al Qaeda chief Osama bin Laden.
[00:35:12.608 --> 00:35:15.850]  And they go through the full report at The Nation Magazine.
[00:35:16.230 --> 00:35:21.274]  That is linked up at InfoWars.com and PrisonPlanet.com.
[00:35:21.314 --> 00:35:25.116]  I know Stratfor is based here in Austin, Texas.
[00:35:25.616 --> 00:35:30.299]  I know that they even do weekly commentary on our affiliate, KLBJ, 590KLBJ.
[00:35:33.221 --> 00:35:40.886]  You can find those commentaries at 590KLBJ.com, but I definitely want to get them on tomorrow.
[00:35:41.307 --> 00:35:47.451]  That is big, big, big breaking news, and we'll talk more about that after I get into the FEMA camp situation.
[00:35:48.111 --> 00:35:52.334]  You see, ladies and gentlemen, I don't just get up here and shoot my mouth off.
[00:35:52.354 --> 00:35:54.996]  Sometimes I get angry and yell and scream, and I probably shouldn't.
[00:35:59.008 --> 00:36:03.669]  Then I realize how successful we've been, and I say to myself, you can't argue with success.
[00:36:04.149 --> 00:36:09.730]  I think over the years, some of the ranting and the raving actually gets people to pay attention.
[00:36:10.710 --> 00:36:23.733]  In a sea of radio and TV shows and internet news websites, I think at the end of the day, God used my obnoxiousness as a way to actually break through the electronic Berlin Wall and reach people.
[00:36:25.413 --> 00:36:31.876]  Infowars.com is now the second largest alternative news site in the world, after DrugsReport.com.
[00:36:32.277 --> 00:36:33.557]  Then we have PrisonPlanet.com.
[00:36:35.438 --> 00:36:41.061]  I could have never imagined that we'd be in that position with millions of readers every day.
[00:36:42.142 --> 00:36:44.543]  Something that mainstream media would kill for!
[00:36:45.424 --> 00:36:53.128]  Now, we still have this idea in our heads, it's kind of like you're 40 years old, you're an Olympic wrestler,
[00:36:54.304 --> 00:37:05.234]  But you go to visit your grandpa who's 85 years old and you still are kind of scared of him and think he can kick your butt just because it's grandpa.
[00:37:05.255 --> 00:37:06.996]  You remember looking up to him when you were little.
[00:37:07.777 --> 00:37:11.000]  And it's really the same thing with the mainstream media.
[00:37:11.260 --> 00:37:12.742]  They are not the mainstream media.
[00:37:13.042 --> 00:37:14.063]  They are a joke.
[00:37:14.683 --> 00:37:16.846]  Their numbers are dwindling down to nothing.
[00:37:17.146 --> 00:37:19.068]  They've lost almost all credibility.
[00:37:21.277 --> 00:37:27.741]  And that's why they're teaming up with the government now to promote the internet kill switches and shutting off cell phones during protests in San Francisco.
[00:37:32.204 --> 00:37:39.508]  One of the big outfits, what Facebook just got caught censoring a governor's site that criticized Obama.
[00:37:41.109 --> 00:37:41.789]  They're desperate.
[00:37:43.370 --> 00:37:44.611]  They're desperate right now.
[00:37:45.692 --> 00:37:47.073]  They're like a cornered rat.
[00:37:48.308 --> 00:37:57.395]  And that's why, once a corrupt oligarchy has taken over a society, stolen the wealth, destroyed the productivity, they then go to the FEMA camp model.
[00:37:57.435 --> 00:38:02.238]  They go to the black uniform Soviet, Chinese, Nazi model.
[00:38:03.559 --> 00:38:04.820]  The Fidel Castro model.
[00:38:05.440 --> 00:38:07.161]  The Khmer Rouge model.
[00:38:07.762 --> 00:38:10.344]  The Zimbabwean model.
[00:38:11.565 --> 00:38:15.828]  That's the model about 95% of the time in history.
[00:38:16.673 --> 00:38:21.155]  They go to that model, and they live in their private palaces, and you live as a third-world slave.
[00:38:21.675 --> 00:38:31.440]  You know, the dictator of Romania, Ceausescu, was interviewed, and they said, why do you only give the entire country power maybe two, three hours a day?
[00:38:32.040 --> 00:38:36.122]  And he said, because I might as well just charge them more for less.
[00:38:36.543 --> 00:38:37.903]  This is how I teach them who's boss.
[00:38:38.243 --> 00:38:39.324]  Same thing in North Korea.
[00:38:41.105 --> 00:38:43.386]  They enjoy cutting off our power.
[00:38:44.437 --> 00:38:46.778]  They enjoy restricting us.
[00:38:47.458 --> 00:38:56.520]  Can you imagine being General Electric and being given the waiver to build new plants and keep their old plants operating, but then to be able to shut down all their competition?
[00:38:58.980 --> 00:39:02.721]  I mean, you know diamonds all over Africa are on the ground.
[00:39:03.161 --> 00:39:06.542]  You can pan for them in rivers like gold.
[00:39:07.622 --> 00:39:12.543]  You know diamonds on a real chart of gems are in the semi-precious range.
[00:39:13.561 --> 00:39:15.523]  They're not even at the top of the semi-precious range.
[00:39:15.743 --> 00:39:16.564]  They're down in the middle.
[00:39:17.164 --> 00:39:18.586]  They're like agate or something.
[00:39:19.046 --> 00:39:21.008]  But agate is all over the world.
[00:39:21.508 --> 00:39:23.010]  Diamonds are only in a few places.
[00:39:24.366 --> 00:39:28.029]  Now they did discover a hoard in several areas of Arkansas.
[00:39:28.709 --> 00:39:30.751]  I knew about this a decade before it was admitted in the news.
[00:39:32.192 --> 00:39:43.060]  My dad has friends from college in the diamond business, some of the biggest, who would talk about how evil the Oppenheimers and De Beers were and how they ran this world monopoly of diamonds.
[00:39:43.580 --> 00:39:46.663]  But when they did find diamonds in Arkansas, then they found diamonds in Canada.
[00:39:47.123 --> 00:39:47.924]  Both cases
[00:39:49.056 --> 00:39:54.259]  With this French family that my dad, you know, knew going way back to college days in Dallas.
[00:39:55.479 --> 00:40:03.603]  In both cases, they would come in and have the government announce it to be an environmental preserve, even if it was land they bought, and the government would move to block them.
[00:40:03.664 --> 00:40:09.787]  But then they were still able, in one case, to sell the property they bought to the government for $3 billion.
[00:40:10.127 --> 00:40:12.408]  Oh, that's the best part.
[00:40:12.928 --> 00:40:13.489]  The U.S.
[00:40:13.529 --> 00:40:17.491]  government, other governments, pay money to people
[00:40:18.539 --> 00:40:20.600]  So that they can't use the land that has the diamonds.
[00:40:21.501 --> 00:40:24.202]  It's the same thing with power and water and everything else.
[00:40:24.742 --> 00:40:27.524]  They are training you that it doesn't exist and there's not enough of it.
[00:40:28.645 --> 00:40:30.646]  Yeah, they're all this lecturing about drought.
[00:40:30.926 --> 00:40:32.947]  There is a surface drought in Central Texas.
[00:40:32.967 --> 00:40:37.970]  The only place there's a true drought is in West Texas, where they really do have their aquifers running very low.
[00:40:38.370 --> 00:40:42.212]  They could drill their wells deeper, but the point is that there is a real drought in West Texas.
[00:40:42.632 --> 00:40:43.633]  There's a surface drought
[00:40:45.018 --> 00:41:11.895]  uh... in central texas and they're on the news don't wash your clothes as much uh... wear your clothes three four times don't drain your swimming pools uh... water once a week only at night there's no water only the state is allowed to keep their public fountains going because they're god i saw that this week meanwhile driving to work the other day i drive by three golf courses and i meant to do a report but then i got late and didn't do it i'm going to shoot an iphone report for the website
[00:41:13.052 --> 00:41:19.355]  I pulled in, and in the morning, the sprinklers were going, everything was green, and I pulled over to a greenskeeper at one of the places.
[00:41:19.395 --> 00:41:22.436]  I pulled into three of them, as they're just lined up, driving into work.
[00:41:22.897 --> 00:41:25.078]  And I pulled up to the greenskeeper, and I said, is that City Water?
[00:41:25.098 --> 00:41:26.538]  And he goes, yeah, yeah, we're on that.
[00:41:26.558 --> 00:41:32.721]  I mean, I worked at Great Hills, so I already know that.
[00:41:32.761 --> 00:41:38.744]  I worked at Great Hills one summer in college, but this is a complete joke.
[00:41:39.670 --> 00:41:40.612]  This is a complete joke.
[00:41:40.852 --> 00:41:42.956]  They've got neighbors tattling on each other.
[00:41:43.337 --> 00:41:45.041]  My neighbor watered more than once this week.
[00:41:45.582 --> 00:41:47.786]  Oh my gosh, I'm gonna call the police on him and give him a $500 fine.
[00:41:49.383 --> 00:41:59.586]  When you could, if the government didn't block it, sink a well anywhere in Central Texas, 500 feet or more, for maybe $10,000, $15,000, and hit water.
[00:42:00.406 --> 00:42:09.208]  I mean, I live out in the country, and there's a dry creek bed, and if you walk down it 100 yards, there's an area full of catfish and bass and everything that's spring-fed.
[00:42:09.409 --> 00:42:12.950]  It's just running, because right below the ground is just giant oceans of water.
[00:42:14.430 --> 00:42:17.851]  You know, I said I'd get into this Ron Paul FEMA camp report.
[00:42:19.249 --> 00:42:19.990]  And I'm going to get to it.
[00:42:22.051 --> 00:42:22.411]  You know what?
[00:42:23.772 --> 00:42:27.654]  I did probably 15 hours of preparation for this radio show today.
[00:42:29.315 --> 00:42:32.097]  Saturday, I was up until 2 o'clock in the morning last night.
[00:42:33.518 --> 00:42:36.520]  I probably was working and researching six, seven hours a day.
[00:42:36.880 --> 00:42:39.102]  And you know, I haven't covered really any of the news.
[00:42:39.702 --> 00:42:40.282]  Oh, here's one.
[00:42:40.983 --> 00:42:44.125]  Air Force raids gun shop.
[00:42:45.475 --> 00:42:48.499]  That's News 8 CBS, Las Vegas.
[00:42:48.520 --> 00:42:49.060]  The U.S.
[00:42:49.140 --> 00:42:52.706]  Air Force led a raid against Las Vegas gun shop Friday.
[00:42:52.726 --> 00:42:55.390]  We'll be right back with the Marshall Law News.
[00:42:55.550 --> 00:42:55.890]  Stay with us.
[00:43:00.612 --> 00:43:02.114]  Hi folks, this is Alex Jones.
[00:43:02.334 --> 00:43:07.339]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:43:07.639 --> 00:43:09.000]  Saving means to make money.
[00:43:09.181 --> 00:43:17.949]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:43:18.690 --> 00:43:25.795]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:43:26.235 --> 00:43:33.840]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:43:34.220 --> 00:43:39.143]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[00:43:39.463 --> 00:43:41.624]  Getting a free catalog is easy by calling 800-340-7091.
[00:43:44.386 --> 00:43:47.310]  Or see Calvin on the web at FiveStarSoap.com.
[00:43:47.611 --> 00:43:49.914]  Take charge of your health now by calling 800-340-7091.
[00:43:49.954 --> 00:43:52.117]  Or see Calvin on the web at FiveStarSoap.com.
[00:43:59.138 --> 00:44:03.381]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[00:44:03.701 --> 00:44:04.302]  Number 1.
[00:44:04.602 --> 00:44:07.764]  New climate legislation could easily double or triple your electric bill.
[00:44:08.045 --> 00:44:08.585]  Number 2.
[00:44:08.905 --> 00:44:13.449]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:44:13.789 --> 00:44:14.229]  It's true.
[00:44:14.529 --> 00:44:19.093]  Total government control of electricity in the name of smart grid technology is coming.
[00:44:19.413 --> 00:44:19.953]  Number 3.
[00:44:20.234 --> 00:44:23.516]  In some areas of the country, the power grid is dangerously overloaded.
[00:44:23.816 --> 00:44:27.499]  And now, new socialist legislation is only compounding the problem.
[00:44:27.719 --> 00:44:28.280]  Number 4.
[00:44:28.520 --> 00:44:30.882]  Dangerous weather is always a threat to local grids.
[00:44:31.262 --> 00:44:34.666]  Every year, thousands of families lose their power from weather-related outages.
[00:44:34.966 --> 00:44:35.486]  Number 5.
[00:44:35.747 --> 00:44:39.670]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:44:39.890 --> 00:44:44.655]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:44:44.935 --> 00:44:48.957]  You can get more information at www.mysolarbackup.com.
[00:44:49.097 --> 00:44:50.638]  That's mysolarbackup.com.
[00:44:50.899 --> 00:44:52.980]  Remember, the government doesn't own the sun.
[00:44:53.140 --> 00:44:55.741]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:44:55.761 --> 00:45:04.847]  When you're out on the road, the last place you want to be is on the road.
[00:45:06.047 --> 00:45:10.810]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:45:11.191 --> 00:45:13.052]  There's a place down in Tennessee
[00:45:15.247 --> 00:45:26.326]  Well they make blue diamond gusset jeans They sew pride in every stitch Guarantee you love the way they fit
[00:45:28.274 --> 00:45:32.276]  They put a diamond gusset in the crotch, where you need it most.
[00:45:32.997 --> 00:45:36.119]  Blue Diamond Gussets, got it.
[00:45:36.839 --> 00:45:37.640]  Others don't.
[00:45:38.060 --> 00:45:39.941]  We turn jeans inside out.
[00:45:40.201 --> 00:45:41.702]  Diamond Gusset Jeans.
[00:45:42.002 --> 00:45:44.544]  Made in the USA with unparalleled quality.
[00:45:44.884 --> 00:45:51.148]  Our Defender Motorcycle Jeans combine gusset comfort with Kevlar protection, so you can ride all day with confidence.
[00:45:51.508 --> 00:45:53.729]  Order yours at gusset.com.
[00:45:54.210 --> 00:45:56.251]  Diamond Gusset Jeans, got it.
[00:45:56.571 --> 00:45:57.071]  Others don't.
[00:45:59.213 --> 00:46:02.015]  You may be arrested and or subject to other police action.
[00:46:02.855 --> 00:46:03.776]  Tyranny is here.
[00:46:04.116 --> 00:46:07.779]  The grim future foretold in 1984 has become reality.
[00:46:07.799 --> 00:46:10.260]  It really says that the state is God.
[00:46:10.280 --> 00:46:15.724]  The United States is now recognized globally as one of the most oppressive police states on earth.
[00:46:16.144 --> 00:46:22.388]  This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide.
[00:46:22.808 --> 00:46:28.353]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:46:28.793 --> 00:46:32.436]  Police State 4 chronicles the sickening depth to which our republic has fallen.
[00:46:32.956 --> 00:46:36.980]  Prepare to enter the secretive world of emergency dictatorship.
[00:46:37.260 --> 00:46:42.764]  Body scanners, sound cannons, citizen spies, stage terror, and cameras on every street corner.
[00:46:43.205 --> 00:46:46.187]  It's only the beginning of the Mural Order's hellish plan.
[00:46:46.748 --> 00:46:48.189]  The police state isn't coming.
[00:46:48.729 --> 00:46:49.170]  It's here.
[00:46:49.830 --> 00:46:56.853]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[00:47:00.414 --> 00:47:01.574]  Coast to Coast.
[00:47:01.954 --> 00:47:03.275]  Direct from Austin.
[00:47:04.015 --> 00:47:07.216]  You're listening to the Alex Jones Broadcasting Network.
[00:47:39.195 --> 00:47:39.835]  Here's Ron Paul.
[00:47:39.895 --> 00:47:41.296]  I have a quick question while you're saying that.
[00:47:41.336 --> 00:47:44.238]  Do you think Americans are justified in thinking that H.R.
[00:47:44.258 --> 00:47:48.361]  645 could lead to detainment camps for American citizens during World War I?
[00:47:48.421 --> 00:47:49.261]  I don't know those numbers.
[00:47:49.321 --> 00:47:50.642]  You'll have to tell me.
[00:47:50.802 --> 00:47:53.244]  It's the emergency center establishment.
[00:47:53.264 --> 00:47:54.685]  Yeah, I know that's their goal.
[00:47:54.705 --> 00:47:58.447]  They're setting up the stage for violence in this country.
[00:47:58.467 --> 00:48:02.870]  We can talk about it.
[00:48:02.930 --> 00:48:03.570]  H.R.
[00:48:03.590 --> 00:48:05.632]  645, establishing emergency centers
[00:48:06.744 --> 00:48:08.805]  Or disaster relief in an actual emergency.
[00:48:11.946 --> 00:48:19.310]  Here's Ron Paul one more time.
[00:48:19.590 --> 00:48:19.970]  On HR.
[00:48:20.070 --> 00:48:24.612]  Alright, now there's that report.
[00:48:24.672 --> 00:48:33.456]  I hope that Robert Wannick, a friend of the show, will also post it without the music because it makes it not as, um, not as conductive on radio.
[00:48:34.901 --> 00:48:44.454]  But you see something like this, Ron Paul being asked, hey, should we be worried about Americans and FEMA and people being put in these camps?
[00:48:45.055 --> 00:48:46.337]  Yeah, that's their goal.
[00:48:46.377 --> 00:48:49.281]  They're setting up the stage for violence in this country.
[00:48:49.761 --> 00:48:52.245]  No doubt about it, responded Ron Paul.
[00:48:53.473 --> 00:48:59.134]  And then we have our full reports and congressional hearings dealing with this legislation.
[00:48:59.174 --> 00:49:00.915]  Now, here's what's scary about it.
[00:49:01.515 --> 00:49:13.358]  When we got this bill, now a year and a half ago, and we read it, it was exactly what I'd seen at urban warfare drills with Army, Marines, FEMA, and others.
[00:49:13.418 --> 00:49:15.279]  And I videotaped all this in the late 90s.
[00:49:18.666 --> 00:49:21.468]  The Marines would come up with their machine guns and say, turn your camera off.
[00:49:21.808 --> 00:49:28.472]  It's all in my film, Police Day 2000 and Police Day to the Takeover, 1999, 2000, two films I put out.
[00:49:29.893 --> 00:49:32.535]  And we said then with Economist, this isn't coming now.
[00:49:33.235 --> 00:49:46.024]  They're just preparing the military and getting everybody ready for it and having the military also interviewed in those films and in future films like Road to Tyranny, military officers who had raided gun shops
[00:49:46.644 --> 00:49:50.227]  Going back even into the 1980s as part of secret programs.
[00:49:50.707 --> 00:49:53.730]  So there's a long-term secret program to get rid of posse comitatus.
[00:49:54.150 --> 00:50:03.018]  Now you see regular Army at the Kentucky Derby or at the Super Bowl or you see the Army running DWI checkpoints in Los Angeles and other areas.
[00:50:03.738 --> 00:50:05.539]  Now it's just in your face.
[00:50:05.959 --> 00:50:12.642]  And Homeland Security admitted two years ago, we've got a deal for Brigade Homeland starting with 4,000 troops.
[00:50:13.062 --> 00:50:15.424]  It'll then be 378,000 troops.
[00:50:15.964 --> 00:50:17.925]  And now they've announced they've got 100,000 ready.
[00:50:18.545 --> 00:50:20.806]  They've got to have the 300 plus thousand ready by 2012.
[00:50:21.827 --> 00:50:23.607]  I mean, they are getting ready for this.
[00:50:24.488 --> 00:50:26.609]  And then if you talk about it, you get laughed at.
[00:50:29.073 --> 00:50:38.578]  Just like earlier in the year, I said, well, here's the different power commissions saying they can't open new power plants and the population's grown, so they're gonna have rolling blackouts in cold weather and hot weather.
[00:50:38.838 --> 00:50:39.879]  We put an article together.
[00:50:40.559 --> 00:50:42.581]  And the White House attacks us and says we're crazy.
[00:50:42.881 --> 00:50:44.742]  And then today, it's all back in the news.
[00:50:45.062 --> 00:50:52.226]  Fort Worth Star-Telegram, Washington Post, Reuters, you name it, all saying exactly what I said six months ago.
[00:50:54.636 --> 00:51:01.681]  Top private intelligence group comes out and says Bin Laden wasn't killed at that compound, according to their analysis and their sources.
[00:51:01.902 --> 00:51:02.742]  Of course he wasn't.
[00:51:04.103 --> 00:51:06.685]  I mean, I'm sorry, ladies and gentlemen, we're being lied to.
[00:51:07.306 --> 00:51:10.488]  Obama said we'd be in Libya days, not weeks.
[00:51:10.608 --> 00:51:11.749]  It's four and a half months later.
[00:51:12.410 --> 00:51:14.191]  Every week they say Tripoli is falling.
[00:51:15.152 --> 00:51:22.117]  I'm not a fan of Qaddafi, but I'm an even bigger enemy of the real al-Qaeda groups that is admittedly the leadership of the rebels.
[00:51:22.137 --> 00:51:24.399]  You know, that's admitted.
[00:51:26.158 --> 00:51:27.759]  And you can't dress this thing up.
[00:51:28.240 --> 00:51:30.321]  You can't get away from reality.
[00:51:30.561 --> 00:51:40.849]  You can't get away from the reality that hundreds of power plants are now being shut down that aren't insiders, and power prices are going up because there's less competition, and there's blackouts happening.
[00:51:41.809 --> 00:51:44.691]  And the White House's response is, we're crazy?
[00:51:45.472 --> 00:51:48.194]  Even when the Texas Commission says it's happening?
[00:51:49.515 --> 00:51:52.117]  Texas supplies the power to five states.
[00:51:53.407 --> 00:51:56.449]  The dominant power supplier to five states.
[00:51:56.769 --> 00:52:01.732]  New Mexico, Louisiana, Arkansas, Oklahoma, Kansas.
[00:52:03.593 --> 00:52:05.414]  Have you noticed your power prices went up?
[00:52:06.496 --> 00:52:09.578]  The city of Austin came out last year and said, we're going to double power prices.
[00:52:10.839 --> 00:52:11.840]  What was it?
[00:52:12.060 --> 00:52:13.121]  $3.6 billion in the next two years.
[00:52:13.782 --> 00:52:15.903]  We're going with the carbon taxes.
[00:52:16.564 --> 00:52:19.506]  What does it do to charge people more money for power?
[00:52:19.526 --> 00:52:21.287]  It has nothing to do with it.
[00:52:21.928 --> 00:52:24.410]  China builds three power plants a week.
[00:52:24.490 --> 00:52:26.051]  We build less than three a year.
