[00:00:22.728 --> 00:00:25.810]  Welcome to tonight's InfoWars Nightly News broadcast.
[00:29:19.858 --> 00:29:25.902]  They don't know that people got together behind closed doors to decide how their life would actually be.
[00:29:26.862 --> 00:29:38.092]  The shape of their home, the shape of their neighborhood, the red line districts in many cities which define how people are sectioned off based upon race and class.
[00:29:38.733 --> 00:29:46.680]  Someone else who's not you, who didn't have a democratic process of election to have these issues pushed through, push them through.
[00:29:47.420 --> 00:29:51.544]  If anything's, you know, a conspiracy, look at the war in Iraq.
[00:29:52.287 --> 00:30:04.775]  A group of individuals who decide, okay, we're in Afghanistan, we've got Bin Laden cornered, what we really ought to do is redeploy, you know, tens of thousands of troops to a country that doesn't have nuclear weapons, but that we're going to say has nuclear weapons.
[00:30:05.816 --> 00:30:08.438]  That didn't work, so now we've got to come up with chemical weapons.
[00:30:08.498 --> 00:30:10.219]  Now we're scrambling for different ideas.
[00:30:10.879 --> 00:30:16.203]  You know, I hate to bring it back to that, but unfortunately I think that people shouldn't
[00:30:17.031 --> 00:30:28.745]  Be so afraid of, you know, a news outlet or a competitive, independent media source, as they should be afraid of just believing whatever they hear.
[00:30:29.385 --> 00:30:33.110]  Or to be suckered into a quick solution to an issue.
[00:30:33.410 --> 00:30:34.271]  Because there is none.
[00:30:34.752 --> 00:30:36.414]  Most of these are multi-layered issues.
[00:30:37.421 --> 00:30:41.324]  Not everybody is going to agree with every politician about everything, you know?
[00:30:41.724 --> 00:30:48.769]  Like someone was interviewing me about Ron Paul, and I said, you know, there were some things about him that I really liked.
[00:30:49.369 --> 00:30:50.950]  And then they said, well, what about this and that?
[00:30:50.970 --> 00:30:54.393]  And I said, well, you know, that's a little, you know, idealistic.
[00:30:54.453 --> 00:30:58.416]  And then I remember there were people that were angry because I didn't agree with everything he said.
[00:30:58.476 --> 00:31:03.799]  Like, you know, how can a man agree with everything that, and no disrespect to him, but this is true.
[00:31:03.879 --> 00:31:05.781]  He's a politician, you know?
[00:31:06.582 --> 00:31:06.882]  I don't
[00:31:22.290 --> 00:31:24.211]  Rather, versus the people that live in mine.
[00:31:24.331 --> 00:31:25.191]  Obviously, they're different.
[00:31:25.372 --> 00:31:27.453]  Or he would be the congressman of Harlem.
[00:31:28.213 --> 00:31:31.295]  Who, by the way, is a corrupt individual who happens to be a Democrat.
[00:31:31.555 --> 00:31:33.536]  And I think that has no bearing on it.
[00:31:33.616 --> 00:31:34.736]  Democrat or Republican.
[00:31:34.756 --> 00:31:37.698]  I mean, people have gotten used to eating at the same trough.
[00:31:38.118 --> 00:31:39.619]  No wonder they don't have any table manners.
[00:31:39.919 --> 00:31:41.139]  I mean, it's just the way it is.
[00:31:42.000 --> 00:31:50.104]  Applying... Our vision of how the world would be on other people is absurd, you know?
[00:31:50.782 --> 00:32:02.146]  What if someone were to do that to us and come in here and say, you know, like I explain to people when they're a little confused about the black or Latino experience in America or in the hemisphere.
[00:32:02.506 --> 00:32:06.808]  I said, you know, imagine if someone really did invade the Middle East, you know, not this
[00:32:07.875 --> 00:32:14.262]  The thing that we did where we sent a proxy in to fight against other people, or the Bush way where we take a few countries over.
[00:32:14.622 --> 00:32:18.987]  But really, hardcore, old school, from antiquity invasion.
[00:32:19.447 --> 00:32:30.119]  You know, the rape of women, the decimation of children, the destruction of religion, the destruction of a people's culture, to convince them that the Quran is a fraud.
[00:32:30.509 --> 00:32:32.770]  To convince them that the Prophet Muhammad never existed.
[00:32:32.790 --> 00:32:34.310]  That he's not a real figure in history.
[00:32:34.790 --> 00:32:34.990]  Right?
[00:32:35.370 --> 00:32:36.871]  Imagine someone doing that to America.
[00:32:37.031 --> 00:32:40.312]  Coming here, convincing everybody, you know, Jesus Christ is a myth.
[00:32:40.772 --> 00:32:42.172]  The Bible is a fairy tale.
[00:32:42.652 --> 00:32:42.913]  You know?
[00:32:43.173 --> 00:32:45.113]  You're all going to worship a different God.
[00:32:45.173 --> 00:32:46.233]  The one that I designate.
[00:32:46.714 --> 00:32:48.574]  You're also going to give your children to me.
[00:32:48.974 --> 00:32:51.555]  Everything about you that made you an American is going to disappear.
[00:32:52.452 --> 00:32:57.334]  Congratulations, you've just discovered the Black and Latino experience for 400 years.
[00:32:57.734 --> 00:33:00.335]  That is the transfer of power.
[00:33:00.535 --> 00:33:02.356]  But that's not all of our history.
[00:33:02.416 --> 00:33:04.516]  That's not who we are as a people.
[00:33:04.856 --> 00:33:08.058]  That's unfortunately a small period of time within our history.
[00:33:08.378 --> 00:33:13.640]  Now drawing from that example, you can apply it to a much larger scale.
[00:33:14.060 --> 00:33:19.882]  To show people, listen, if we're suffering here, in this particular point in America,
[00:33:20.816 --> 00:33:24.459]  That doesn't mean that we have to stay in that position forever.
[00:33:25.179 --> 00:33:28.462]  There is an amount of organizing that we're capable of doing.
[00:33:28.882 --> 00:33:30.763]  There are actions that can be taken.
[00:33:31.244 --> 00:33:37.088]  I really won't like them to get violent because I know how easily that can turn into utter chaos.
[00:33:37.628 --> 00:33:40.771]  But I'm telling you right now that if anything isn't done,
[00:33:41.854 --> 00:33:50.596]  Then maybe that is the government's strategy, to push people towards absolute breaking point status, and then clamp down on them violently.
[00:33:50.896 --> 00:33:53.077]  Which is what a lot of people feel like is going on.
[00:33:53.437 --> 00:33:58.718]  If you see the Occupy protests, it's a blueprint for what people are worried about, who concern themselves with that.
[00:33:59.498 --> 00:34:05.940]  The city, the state, the police in Oakland or in New York, goading the protesters, you know?
[00:34:06.616 --> 00:34:08.099]  Uh, pepper spraying women.
[00:34:08.560 --> 00:34:10.785]  You know, at some point, people were gonna break.
[00:34:11.186 --> 00:34:12.189]  And yet they haven't.
[00:34:13.001 --> 00:34:23.168]  You know, if you're going to call them violent protesters, I think it falls into a contradiction when you have 20,000 to 25,000 people in a mob in downtown New York.
[00:34:23.208 --> 00:34:26.290]  Hey, if we wanted to rip the city apart, we could have right then and there.
[00:34:27.051 --> 00:34:28.132]  We didn't tear the city up.
[00:34:28.252 --> 00:34:28.512]  Why?
[00:34:28.952 --> 00:34:29.993]  Because we love the city.
[00:34:30.513 --> 00:34:32.014]  We didn't ruin America.
[00:34:32.254 --> 00:34:32.575]  Why?
[00:34:32.735 --> 00:34:37.118]  Because we love America, obviously a lot more than the people who claim that they do.
[00:34:37.538 --> 00:35:02.193]  Simply because they wave a flag we want to make the country a more efficient place a better place We want people to invest in America, and I think one of the greatest failures of American capitalism was just in investing in Systems and institutions those are great, but they have to also be matched with Investing in people you know huge bailout for institutions and banks none for people
[00:35:02.961 --> 00:35:05.387]  You know, we give grants to universities.
[00:35:05.788 --> 00:35:08.054]  We need more grants for students that want to stay here.
[00:35:09.653 --> 00:35:17.078]  I think more than the message of materialism, what you're speaking about is the braggadocio attitude of hip-hop.
[00:35:17.318 --> 00:35:20.240]  I think the message of materialism is one aspect of that.
[00:35:20.601 --> 00:35:23.362]  To say that I'm better than you, I can say it in many ways.
[00:35:23.663 --> 00:35:24.723]  I can beat you in a fight.
[00:35:25.004 --> 00:35:25.924]  I'm stronger than you.
[00:35:26.024 --> 00:35:26.505]  I'm bigger.
[00:35:26.785 --> 00:35:28.026]  I have more people on the street.
[00:35:28.106 --> 00:35:29.026]  I got more guns.
[00:35:29.707 --> 00:35:30.707]  I have prettier women.
[00:35:30.948 --> 00:35:34.930]  This has always been kind of a back and forth, kind of teasing.
[00:35:36.771 --> 00:35:42.892]  Almost a vaudeville, but also taken very seriously in the streets when people put their reputation up on the line.
[00:35:43.453 --> 00:35:50.194]  But I think having more money was something that came to the forefront as a part of the corporate involvement in hip-hop.
[00:35:50.574 --> 00:35:56.435]  And therefore, them wanting to use that to be the ultimate trump card.
[00:35:56.615 --> 00:35:58.776]  To say, okay, who's got more skills?
[00:35:59.156 --> 00:36:04.497]  That's great, I'm glad that you can rap better than me, but I've got more money than you, so I'm better than you.
[00:36:05.887 --> 00:36:12.592]  Or, you know, technically you can freestyle better than me, but my video's on MTV and yours isn't.
[00:36:12.853 --> 00:36:14.234]  So I must be better than you.
[00:36:14.694 --> 00:36:15.275]  You know what I mean?
[00:36:16.115 --> 00:36:17.837]  It plays in every aspect of life.
[00:36:18.197 --> 00:36:18.718]  Think about it.
[00:36:19.318 --> 00:36:21.260]  Imagine if I'm a college professor.
[00:36:21.840 --> 00:36:22.401]  Emeritus.
[00:36:22.821 --> 00:36:23.301]  Harvard.
[00:36:23.562 --> 00:36:25.804]  You know, I have wonderful ideas about the economy.
[00:36:26.104 --> 00:36:31.028]  They just so happen to help my friends that are themselves working in Goldman Sachs or somewhere else.
[00:36:31.348 --> 00:36:31.508]  You!
[00:36:32.708 --> 00:36:35.409]  You're a f****** camera dude, working for a show.
[00:36:35.689 --> 00:36:36.310]  But you know what?
[00:36:36.790 --> 00:36:47.375]  You've spent the last 20 f****** years, excuse my language, researching, digging through books, reading the history of America, reading the history of the economic collapses that have occurred
[00:36:47.697 --> 00:37:14.269]  throughout civilizations through the passage of time and you've amassed an incredible amount of knowledge and you present that simply because I have more letters behind my name and I work for some fancy institution people are going to believe me and they'll go so far as to ridicule you which is what happens in hip-hop doesn't matter how dope people are doesn't matter if they're incredibly skilled
[00:37:15.273 --> 00:37:17.395]  I got more money than you, so I win.
[00:37:19.337 --> 00:37:24.261]  If that's not a corporate, I said so, I told you so, I don't know what is.
[00:37:24.601 --> 00:37:26.483]  So I think it directly to that.
[00:37:26.823 --> 00:37:27.063]  Why?
[00:37:27.103 --> 00:37:30.246]  Because a corporation that makes 14 billion dollars a year, profit.
[00:37:32.642 --> 00:37:35.583]  Mind you, I think you all out there know the difference between gross and net.
[00:37:36.123 --> 00:37:38.004]  I don't mean gross, I mean net profit.
[00:37:38.524 --> 00:37:39.144]  14 billion dollars.
[00:37:39.545 --> 00:37:43.746]  They come back one year, instead of making 14, they make 13 million.
[00:37:44.426 --> 00:37:45.867]  That company's looked at as a failure.
[00:37:46.647 --> 00:37:47.047]  Failure?
[00:37:47.468 --> 00:37:49.588]  You just made 13 billion dollars in a year!
[00:37:49.948 --> 00:37:50.749]  How are you a failure?
[00:37:50.989 --> 00:37:52.029]  Because you're not growing.
[00:37:52.389 --> 00:37:53.470]  Because you're not expanding.
[00:37:53.750 --> 00:37:55.110]  Because you're not buying people.
[00:37:55.130 --> 00:37:56.371]  Because you're not taking more.
[00:37:56.731 --> 00:37:57.871]  Because you're not more aggressive.
[00:37:58.672 --> 00:38:01.873]  Because you're not living up to being the virus that we all thought you could be.
[00:38:04.116 --> 00:38:15.802]  It's hard because I know a lot of my colleagues, and these are people that are involved in hip-hop and may not be as political as myself, but they're also thinking minds.
[00:38:15.862 --> 00:38:24.527]  These may be people who work regular jobs, but they're thinking minds, and they think to themselves, what does my vote really count for?
[00:38:24.907 --> 00:38:32.911]  And I say to them that they should start with a local election and look at the numbers.
[00:38:33.769 --> 00:38:35.410]  Those numbers are decided by hundreds.
[00:38:36.250 --> 00:38:38.831]  And in some cases, decided by tens.
[00:38:39.351 --> 00:38:42.092]  And in some cases, decided by single-digit numbers.
[00:38:42.753 --> 00:38:48.295]  I mean, even if you look at Minnesota, at the Al Franken situation.
[00:38:48.335 --> 00:38:49.695]  Wasn't his vote like 127?
[00:38:50.216 --> 00:38:52.016]  Some ridiculous number like that.
[00:38:52.357 --> 00:38:54.077]  You can affect change in a certain way.
[00:38:54.377 --> 00:38:57.099]  I think what they feel disenfranchised by is that
[00:38:58.439 --> 00:39:02.522]  The candidate that they elected had all these promises and none of them come through.
[00:39:03.203 --> 00:39:06.366]  That, in essence, makes them feel more frustrated than anything else.
[00:39:06.626 --> 00:39:08.487]  But I don't think they should stop voting for it.
[00:39:08.848 --> 00:39:11.269]  I think though there should be severe campaign reform.
[00:39:11.290 --> 00:39:16.594]  And when I say severe, I mean like, you know, we're talking limitations to who can
[00:39:17.034 --> 00:39:17.354]  I think so.
[00:39:38.733 --> 00:39:39.494]  We're good to go.
[00:39:54.412 --> 00:40:00.896]  Because we all heard Harry Reid's comments about, you know, Obama being a quote-unquote, well-spoken Negro.
[00:40:01.256 --> 00:40:08.641]  But, I mean, it definitely does expose the right's more difficult way of covering that up and saying, all right, well, why didn't you?
[00:40:08.841 --> 00:40:14.565]  And when he says, you know, I believe my record speaks for itself, you know, there was almost like, okay, well, we'll accept that.
[00:40:14.585 --> 00:40:16.386]  And at some point, we don't need to accept that.
[00:40:16.806 --> 00:40:21.049]  At some point, the voting audience has to say, no, I don't know that your record stands for itself.
[00:40:21.533 --> 00:40:23.374]  Because I don't know what you're saying anymore.
[00:40:23.555 --> 00:40:26.637]  You claim that there's still a presence of Al-Qaeda in Iraq?
[00:40:26.757 --> 00:40:28.338]  Dude, we've gone over this, you know?
[00:40:28.658 --> 00:40:31.681]  How many hearts do you need to have in your chest before you come up with the right answer?
[00:40:32.021 --> 00:40:36.184]  At some point, you know, you just need to be honest with the American public and admit that you made a mistake.
[00:40:36.805 --> 00:40:37.845]  That's also another issue.
[00:40:37.986 --> 00:40:42.269]  They don't see accountability, so they feel uninspired to get behind the candidate.
[00:40:43.069 --> 00:40:46.012]  When someone comes out and says, no, this was my fault, I did this, you know?
[00:40:47.573 --> 00:40:50.015]  Katrina, Bush, no accountability.
[00:40:50.759 --> 00:40:51.660]  You know, I'm sorry.
[00:40:52.080 --> 00:40:52.921]  I should have done more.
[00:40:53.241 --> 00:40:55.163]  I thought it was all in Brownie's hands.
[00:40:55.263 --> 00:40:56.624]  He was doing a heck of a job.
[00:40:56.684 --> 00:40:58.005]  Well, he wasn't doing a heck of a job.
[00:40:58.285 --> 00:40:59.226]  He wasn't doing any job.
[00:40:59.986 --> 00:41:19.362]  And as a result, American citizens, you know, I know there are some people watching this that, you know, they would probably be less affected if they weren't American citizens, but as a person that believes in God and really feels the pain of innocent people, it doesn't matter if they were citizens or not, they were people.
[00:41:20.503 --> 00:41:20.923]  I think?
[00:41:40.998 --> 00:41:43.780]  It doesn't come from the idea of needing to die for revolution.
[00:41:44.081 --> 00:41:46.683]  It comes from the idea of needing to live for revolution.
[00:41:47.043 --> 00:41:57.171]  You know, in the martyr, the martyr's perception in, for example, Pedagogy of the Oppressed, is that the revolutionary must become the martyr because there are parts of him that must die.
[00:41:58.183 --> 00:41:58.823]  Selfishness.
[00:41:59.224 --> 00:41:59.744]  The ego.
[00:42:00.004 --> 00:42:01.405]  This is a process of death.
[00:42:01.665 --> 00:42:05.748]  It's not like just one day he wakes up like, oh, you know, now I don't have any issues.
[00:42:06.408 --> 00:42:13.453]  I could look past race and sexual orientation and class and get to the core problems that people have and how they need to be addressed.
[00:42:13.763 --> 00:42:14.603]  That's a process.
[00:42:14.884 --> 00:42:17.885]  That's a process that I've taken years and years to address.
[00:42:18.666 --> 00:42:19.666]  Updating my music.
[00:42:19.747 --> 00:42:20.667]  Updating my flow.
[00:42:20.727 --> 00:42:21.708]  Updating my skills.
[00:42:22.668 --> 00:42:24.870]  Updating the way my message gets across to people.
[00:42:25.370 --> 00:42:27.791]  So I would say it's more based upon that.
[00:42:28.211 --> 00:42:35.516]  Not the necessity to give your life in terms of killing yourself.
[00:42:36.315 --> 00:42:41.218]  Destroying yourself, but have given your life by dedicating yourself, by working hard.
[00:42:41.839 --> 00:42:44.120]  And maybe not in a conventional way.
[00:42:45.842 --> 00:42:51.385]  Maybe you are a revolutionary lawyer, a revolutionary doctor, an independent journalist.
[00:42:51.966 --> 00:42:54.908]  Maybe you offer health care to people in the hood.
[00:42:54.948 --> 00:42:57.229]  Maybe you do take pro bono cases.
[00:42:57.289 --> 00:43:02.433]  Maybe you're a psychologist that deals with underprivileged children that are the victims of abuse.
[00:43:02.713 --> 00:43:03.113]  I don't know.
[00:43:03.133 --> 00:43:04.835]  You can't save everybody.
[00:43:05.635 --> 00:43:06.095]  Okay, let's go.
[00:43:19.437 --> 00:43:20.558]  That's our show for tonight.
[00:43:20.598 --> 00:43:43.870]  We want to thank the crew for going out and doing the hard work to get those kinds of exclusive interviews like the one you just saw with Immortal Technique, and we want to remind you, the viewers, that subscribing to PrisonPlanet.tv is one of the best ways to support us, help us get the word out more, and one of the best ways to subscribe is with this holiday special where you can sign up for a discounted price of $39.95, or you could get the DVDs too, 18 of them,
[00:43:46.531 --> 00:43:48.552]  With the subscription for a full year for $129.95.
[00:43:50.132 --> 00:43:53.473]  Share the subscription with your friends and family or even strangers.
[00:43:53.513 --> 00:43:54.513]  Give them the passcode.
[00:43:55.113 --> 00:44:04.376]  Not your personal data passcodes, but one you can make ready to share with people and help us spread the word about this transmission and reach more people before it's too late.
[00:44:04.836 --> 00:44:06.096]  Thanks for tuning in.
[00:44:06.276 --> 00:44:08.237]  Alex will be back later for tonight.
[00:44:08.417 --> 00:44:09.137]  That's all we have.
