[00:00:01.800 --> 00:00:01.940]  I think.
[00:21:15.191 --> 00:21:18.072]  That was on volunteer employee Dorian Brooks.
[00:21:18.132 --> 00:21:18.892]  Volunteers!
[00:21:18.912 --> 00:21:21.193]  I mean, this guy's not even getting paid.
[00:21:21.893 --> 00:21:30.076]  One of the officers is seen stepping on volunteer employee Dorian Brooks' back with both feet before stepping on his neck with what Brooks described as 300 pounds of pressure.
[00:21:30.816 --> 00:21:34.698]  And then, of course, they see the security cameras go, oh, oh, oh!
[00:21:34.878 --> 00:21:37.439]  And then they smash it with a metal rod.
[00:21:38.658 --> 00:21:41.660]  After they realize that they're being watched and recorded.
[00:21:41.680 --> 00:21:43.541]  That's the one thing the vampires don't like.
[00:21:43.561 --> 00:21:45.383]  They don't like being watched and recorded.
[00:21:45.783 --> 00:21:48.745]  And now they're going to pick up another metal rod and smash the other camera.
[00:21:49.045 --> 00:21:50.426]  Because that's what cops are allowed to do.
[00:21:50.726 --> 00:21:53.188]  They're allowed to break property and do whatever they want.
[00:21:53.268 --> 00:21:55.389]  Look at that.
[00:21:55.790 --> 00:21:56.390]  There it is.
[00:21:56.470 --> 00:21:57.050]  It's gone.
[00:21:57.070 --> 00:22:03.074]  Now they can just go on and beat up people, break stuff, steal, and nothing will ever happen.
[00:22:03.315 --> 00:22:06.097]  You'll never see anything of that ever again.
[00:22:07.222 --> 00:22:09.525]  So I felt violated and disrespected, Brooks said.
[00:22:09.565 --> 00:22:10.546]  Well, you're a lot more than that.
[00:22:10.566 --> 00:22:12.428]  It sounds like you have a lawsuit on your hands.
[00:22:12.848 --> 00:22:18.914]  Because police said the dispensary was operating under state compliance but did not have a city permit.
[00:22:19.435 --> 00:22:22.778]  So they did everything right with the state, they didn't have a problem with the city permit.
[00:22:23.399 --> 00:22:31.603]  Which, you know, here's a Huffington Post article that I found today, and it was from the makers of oxycodone, or the unapproved makers of oxycodone.
[00:22:31.863 --> 00:22:34.925]  They actually have 45 days to cease manufacturing.
[00:22:35.445 --> 00:22:42.289]  So if you're manufacturing a pharmaceutical product, quote unquote, you know, well, we're going to cut you some slack.
[00:22:42.489 --> 00:22:49.553]  You know, you've been making this pirated product now for who knows how long, making untold billions of dollars, but now you're going to have 45 days to stop.
[00:22:49.573 --> 00:22:51.414]  It was probably sent to them with a letter.
[00:22:52.074 --> 00:23:03.038]  Okay, but if you're operating a pot dispensary within state law, but not within city law, well, we're going to come in, we're going to break your stuff, we're going to step on your neck, and we're going to treat you like a common criminal.
[00:23:03.578 --> 00:23:04.638]  That's the way it is in America.
[00:23:04.918 --> 00:23:07.599]  So, get used to it out there, pot dispensaries.
[00:23:08.340 --> 00:23:11.321]  And so here's a list of the five people that were arrested in that raid.
[00:23:12.261 --> 00:23:18.243]  Dallas Alexander, Fernando Garcia, Mario Sanchez, Dorian Brooks, and Landon Alexander.
[00:23:19.878 --> 00:23:23.559]  You know, they complied with state law, but it just wasn't good enough for the city of Long Beach.
[00:23:25.239 --> 00:23:25.699]  Interesting.
[00:23:26.599 --> 00:23:33.881]  We're going to come back with Mike Adams sitting in, and we're going to be talking about GlaxoSmithKline and Merck, and the trouble that they've got into.
[00:23:33.901 --> 00:23:40.962]  But let's go to the Daily Quo, and this is from Secretary of State Billory Clinton, when asked if she would like to go through the new pat-downs.
[00:23:41.022 --> 00:23:43.403]  She said, not if I could avoid it.
[00:23:44.682 --> 00:23:46.143]  No, I mean, who would?
[00:23:46.563 --> 00:23:47.043]  That's right.
[00:23:47.163 --> 00:23:48.424]  Nobody likes to be groped.
[00:23:48.824 --> 00:23:50.085]  Nobody likes to be fondled.
[00:23:50.425 --> 00:23:51.466]  We like our decency.
[00:23:51.506 --> 00:23:52.626]  We like our privacy.
[00:23:53.447 --> 00:23:57.328]  And we don't need the TSA definitely groping us as we're trying to go travel.
[00:23:57.389 --> 00:23:58.589]  It's hectic enough as it is.
[00:23:58.829 --> 00:24:00.410]  The airports have enough trouble as it is.
[00:24:00.890 --> 00:24:01.831]  And you know that story.
[00:24:01.871 --> 00:24:05.333]  But there's Secretary of State Hillary Clinton saying, no, please don't touch me.
[00:24:05.713 --> 00:24:06.733]  Because nobody likes it.
[00:24:06.753 --> 00:24:09.635]  That's our first segment.
[00:24:09.655 --> 00:24:11.356]  We'll be right back after this message.
[00:24:12.363 --> 00:24:19.378]  From ProPure, and we're going to show a little clip from PlanetInfoWars, which is, if you're not a member, you can get on PlanetInfoWars.
[00:24:19.458 --> 00:24:20.220]  It's the place to be.
[00:24:20.280 --> 00:24:22.946]  PlanetInfoWars.com, and we'll be right back after this.
[00:24:58.428 --> 00:25:03.710]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:25:03.970 --> 00:25:06.171]  Start purifying your water with ProPure.
[00:25:06.391 --> 00:25:11.953]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure.
[00:25:12.133 --> 00:25:15.375]  And it's available discounted at InfoWars.com.
[00:25:15.535 --> 00:25:18.756]  Its filters are silver impregnated to prevent bacterial growth.
[00:25:19.016 --> 00:25:20.437]  There's no priming required.
[00:25:20.717 --> 00:25:22.738]  It's NSF-42 certified.
[00:25:22.998 --> 00:25:25.499]  Optional fluoride filters can reduce fluoride up to 95%.
[00:25:26.579 --> 00:25:27.919]  Easy to set up and use.
[00:25:28.119 --> 00:25:29.420]  Doesn't require electricity.
[00:25:29.560 --> 00:25:32.420]  Purify water from lakes, streams, ponds, and wells.
[00:25:32.740 --> 00:25:35.921]  This filter system leaves in beneficial minerals, which is key.
[00:25:36.141 --> 00:25:37.921]  Save money by not buying bottled water.
[00:25:38.061 --> 00:25:40.142]  And avoid BPA that leaches from the plastic.
[00:25:40.302 --> 00:25:42.922]  ProPure is the best gravity-fed filter out there.
[00:25:43.062 --> 00:25:44.363]  It's what my family uses.
[00:25:44.643 --> 00:25:47.863]  Infowars.com already has the lowest price on ProPure.
[00:25:47.984 --> 00:25:53.645]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:25:53.845 --> 00:25:55.005]  You can also call to order.
[00:25:55.145 --> 00:25:55.185]  888-253-3139
[00:26:02.242 --> 00:26:08.484]  Hi, I'm Christy Hightower, Site Moderator on Planet InfoWars, here to let you know how patriots like you are talking this week.
[00:26:09.325 --> 00:26:14.067]  Have you ever thought about the greatest risk to civilization, biologically referencing?
[00:26:14.547 --> 00:26:24.170]  Well, user Rosso has, and in his article, The Greatest Biological Threats to Civilization, he references something like 20 different known biological threats.
[00:26:24.791 --> 00:26:27.812]  Anthrax, Cholera, Ebola,
[00:26:28.752 --> 00:26:29.613]  Different things like that.
[00:26:29.734 --> 00:26:40.509]  He gives you fatality rates, symptoms, how it affects, how it would affect you, and these are just the ones that we know about, much less ones that might already be developing against us.
[00:26:41.553 --> 00:26:47.178]  Then, there's an article by In Like Flint, The Universe, Ancient Astronauts, and Atlantis.
[00:26:47.518 --> 00:27:03.393]  He starts by telling you a story from his childhood, how his fascination with aliens from above coming down and giving us technology from ancient civilizations ago, and how the in-the-know now are holding this information, withholding it from us.
[00:27:04.013 --> 00:27:11.779]  So, that being said, it leads me into our last article, Food Stamps, President Obama Wants You on Food Stamps.
[00:27:12.140 --> 00:27:16.243]  This is actually a great article for many reasons.
[00:27:16.463 --> 00:27:26.852]  Melissa Melton is actually one of the reporters from the Reporter Contest, and this article was featured on the InfoWars homepage, and it's still a featured article.
[00:27:27.593 --> 00:27:28.573]  She talks about how
[00:27:29.614 --> 00:27:34.498]  Skyrocketing food stamp usage during Obama's presidency, something like a hundred percent.
[00:27:34.838 --> 00:27:36.220]  She gives great references.
[00:27:36.680 --> 00:27:41.204]  She is well-spoken and had a great response to her article.
[00:27:41.284 --> 00:27:50.191]  So, that being said, we are looking out for great articles, well-written, well-referenced, so keep up the good work, you patriots out there.
[00:27:50.751 --> 00:27:55.815]  And that being said, also, some other things on Planet InfoWars, you can find the deal of the day, like
[00:27:56.636 --> 00:27:57.677]  In the Fed t-shirt!
[00:27:57.757 --> 00:28:00.479]  We had that on sale for $12.95 in the sidebar.
[00:28:00.639 --> 00:28:02.140]  And that's only on Planet Info Wars.
[00:28:02.960 --> 00:28:09.325]  Other things, like groups that you can join, get active, create missions, meet people in your local area.
[00:28:09.445 --> 00:28:14.028]  So, keep up the good work, we are paying attention, and thank you so much, Patriots!
[00:28:14.628 --> 00:28:15.209]  Till next week!
[00:28:23.570 --> 00:28:30.816]  Welcome back to InfoWars Nightly News, I'm your host Rob Dew, and we've got Mike Adams standing in the wings, but first I wanted to cover a couple articles that we had on Natural News.
[00:28:31.476 --> 00:28:43.266]  The first one, GlaxoSmithKline admits to criminal pharma fraud in a three billion dollar case, and that's the settlement that they offered up, and it's the largest sum of its kind over health care fraud.
[00:28:43.606 --> 00:28:44.727]  What was the fraud, you ask?
[00:28:45.067 --> 00:28:48.149]  Well, they were telling everybody that Paxil was okay for kids.
[00:28:48.650 --> 00:28:49.370]  That's basically
[00:28:50.251 --> 00:28:51.272]  The meat and potatoes of it.
[00:28:51.312 --> 00:28:53.353]  They were saying, Paxil, sure, it's fine for kids.
[00:28:53.373 --> 00:28:53.793]  Go ahead.
[00:28:54.274 --> 00:28:57.375]  You know, we love them to be on these pharmaceuticals, because that's a whole other market for us.
[00:28:57.395 --> 00:28:58.856]  The under 18-year-olds, are you kidding me?
[00:28:59.197 --> 00:29:02.178]  With all this ADHD that we've been pushing for years as a big problem?
[00:29:02.999 --> 00:29:03.479]  Oh, man.
[00:29:03.539 --> 00:29:07.622]  So they were able to get that in and make tons of money off of it.
[00:29:07.642 --> 00:29:17.788]  In fact, it looks like the market value is $133 billion for the drugs that they were pushing, which were Paxil, and there was a couple others on here.
[00:29:19.321 --> 00:29:25.004]  Well, Butrin and Avandia, those are the other drugs that were alleged in that pricing fraud.
[00:29:25.724 --> 00:29:32.487]  And so, you know, $133 billion profit, and we only had to pay a $3 billion fine.
[00:29:32.507 --> 00:29:35.148]  That's the cost of doing business there with the drug companies.
[00:29:35.168 --> 00:29:36.689]  That's pretty much what you could expect.
[00:29:38.717 --> 00:29:40.219]  That also leads us into this article.
[00:29:40.719 --> 00:29:44.003]  Merck vaccine fraud exposed by two Merck virologists.
[00:29:44.344 --> 00:29:47.407]  We covered this yesterday, or on the third with Alex.
[00:29:48.428 --> 00:29:53.134]  Fake mumps vaccine efficacy results for over a decade, says the lawsuit.
[00:29:53.254 --> 00:29:56.197]  And this was a lawsuit out of Alabama that was filed.
[00:29:56.958 --> 00:30:01.502]  And basically, they falsified their test results to say it was 95% effective.
[00:30:01.883 --> 00:30:04.085]  They spiked the blood with animal antibodies.
[00:30:04.685 --> 00:30:07.347]  And this has been going on since the late 1990s.
[00:30:07.388 --> 00:30:12.472]  And this was according to two virologists, Stephen Crawling and Joan Wachowski.
[00:30:13.133 --> 00:30:16.736]  And Alex mentioned another test today that he was getting the number wrong on.
[00:30:16.776 --> 00:30:19.779]  And this had to do with a polio vaccine pushed by Bill Gates.
[00:30:20.599 --> 00:30:23.062]  And here's the article from InfoWars back on April 6th.
[00:30:23.082 --> 00:30:28.127]  Paralysis cases spike in wake of Bill Gates' polio vaccine effort in India.
[00:30:28.687 --> 00:30:38.457]  And if you go down and read that article, it shows that over 47,000 children were infected with polio and were paralyzed.
[00:30:38.597 --> 00:30:39.618]  They were paralyzed from it.
[00:30:39.638 --> 00:30:40.018]  There it is.
[00:30:40.038 --> 00:30:43.522]  There were 47,000 cases of non-polio paralysis reported in 2011.
[00:30:45.011 --> 00:30:47.713]  And that was the same year it was declared polio-free.
[00:30:48.174 --> 00:30:50.836]  So, you know, I guess that's just the cost of doing business once again.
[00:30:50.856 --> 00:30:58.963]  And with more on these pharmaceutical articles, we turn to the man who, well, brings us the news on all things health-related.
[00:30:59.063 --> 00:31:00.484]  It's the health ranger Mike Adams.
[00:31:01.065 --> 00:31:01.926]  How's it going today, Mike?
[00:31:02.066 --> 00:31:02.246]  Hello.
[00:31:02.987 --> 00:31:03.567]  Thank you, Rob.
[00:31:03.607 --> 00:31:04.148]  It's going great.
[00:31:04.188 --> 00:31:05.208]  Thanks for having me on.
[00:31:05.649 --> 00:31:05.789]  Yeah.
[00:31:05.809 --> 00:31:06.689]  A lot of crazy news.
[00:31:07.129 --> 00:31:07.690]  It sure is.
[00:31:07.730 --> 00:31:16.575]  Let's go ahead and start off with the Merck vaccine fraud exposed article that you put up, and it was just a couple days ago on Natural News, or a few days ago.
[00:31:16.595 --> 00:31:17.575]  It was published last week.
[00:31:18.676 --> 00:31:20.597]  What does this mean for Merck?
[00:31:20.617 --> 00:31:21.918]  What is going to happen to them over this?
[00:31:22.879 --> 00:31:25.840]  Well, this is a huge breaking news issue.
[00:31:25.940 --> 00:31:30.423]  Two Merck virologists who actually work for the company
[00:31:31.266 --> 00:31:37.508]  Came out in 2010, went public with a False Claims Act document.
[00:31:37.648 --> 00:31:51.892]  That document has actually just now been made public, but they went on the record with it to say that Merck knowingly falsified the claim that its mumps vaccines were 95% efficacious, meaning that they worked on 95% of the people.
[00:31:52.272 --> 00:31:56.333]  According to these two scientists, that claim is completely faked!
[00:31:56.893 --> 00:32:01.076]  And Merck faked it by spiking the blood test with animal antibodies.
[00:32:01.496 --> 00:32:07.520]  This is outright criminal fraud and they got caught and now Merck is being sued.
[00:32:07.920 --> 00:32:13.223]  This vindicates what we've said about Merck with the falsified data, the dishonesty.
[00:32:13.503 --> 00:32:15.524]  They use this to defraud the U.S.
[00:32:15.564 --> 00:32:26.091]  government and other governments out of literally hundreds of billions of dollars over the last several years selling a mumps vaccine that doesn't work the way they claimed it did, Rob.
[00:32:26.591 --> 00:32:36.734]  Right, and I was sharing with you earlier that back in, I think it was, I was in high school, it was either my freshman or sophomore year, and there was a big mumps epidemic going around.
[00:32:36.774 --> 00:32:44.057]  This was Sulphur High School, if anybody wants to research that, but at least 20 or 30 people caught the mumps.
[00:32:44.237 --> 00:32:49.979]  I was one of the guys to catch it and sat in bed for a week playing on my Macintosh computer and watching
[00:32:50.899 --> 00:32:52.380]  Reruns of murder, she wrote.
[00:32:52.400 --> 00:32:54.721]  So it was a really interesting time.
[00:32:55.362 --> 00:32:55.922]  But you know what?
[00:32:56.042 --> 00:32:57.082]  I had the vaccine.
[00:32:57.163 --> 00:33:04.026]  I actually got vaccinated because my parents weren't aware of this stuff at the time, like most people's parents my age.
[00:33:04.427 --> 00:33:05.967]  But we didn't get as many vaccines either.
[00:33:06.027 --> 00:33:08.529]  We got a pittance to what they want to poke in you now.
[00:33:08.889 --> 00:33:10.470]  But I still got it.
[00:33:10.510 --> 00:33:11.751]  So it didn't work for me.
[00:33:11.791 --> 00:33:19.315]  And when I told this to another doctor later on, having these talks, the doctor said, well, you probably just needed a booster.
[00:33:19.955 --> 00:33:22.036]  You know, just more of the same, you know.
[00:33:23.037 --> 00:33:25.218]  This is just pure mythology.
[00:33:25.258 --> 00:33:26.318]  The whole thing is fabricated.
[00:33:26.638 --> 00:33:31.381]  It's a massive medical scam, maybe the largest in the history of modern medicine.
[00:33:31.781 --> 00:33:48.029]  And it's, in fact, a lawsuit filed against Merck by Chatham Primary Care out of Alabama states that Merck's deception here has actually contributed to the spread of mumps so that this false claim about the vaccine and the vaccine's weakness
[00:33:48.189 --> 00:33:48.329]  Yes.
[00:34:07.873 --> 00:34:08.113]  Right.
[00:34:08.193 --> 00:34:10.094]  So, what an amazing scam!
[00:34:10.534 --> 00:34:12.155]  And this is disease mongering.
[00:34:12.235 --> 00:34:13.615]  This is problem, reaction, solution.
[00:34:13.935 --> 00:34:20.918]  This is Big Pharma at work exploiting people's bodies for profit and selling a lie to governments and hospitals and individuals and doctors.
[00:34:21.338 --> 00:34:24.899]  It is a total scam and it's now breaking wide open.
[00:34:25.239 --> 00:34:26.500]  And this is par for the course.
[00:34:26.580 --> 00:34:31.662]  We've seen the SV40 virus that was in the polio vaccine that causes cancer that they knowingly put in.
[00:34:32.482 --> 00:34:39.024]  And, you know, oh, we didn't tell anybody because we didn't want, you know, we didn't want to make a big deal out of it, was their explanation.
[00:34:39.405 --> 00:34:46.127]  But, you know, Merck was using this as their, this was their headline, you know, it's 95% effective, take it, take it, take it.
[00:34:46.547 --> 00:34:47.987]  And now that's just falling on their face.
[00:34:48.007 --> 00:34:56.050]  I want to give a quick shout out to Steven Crawling and Joan Wachowski, two of the Merck virologists who, I guess, no longer work there anymore.
[00:34:56.110 --> 00:35:00.672]  But they came out, they whistleblowed, they did what they're supposed to do when they see something.
[00:35:01.735 --> 00:35:04.779]  You know, illegal and unethical and dangerous.
[00:35:04.899 --> 00:35:08.685]  That kind of behavior is just dangerous, if nothing else.
[00:35:09.264 --> 00:35:11.245]  Yes, they were threatened, Rob.
[00:35:11.285 --> 00:35:15.047]  They were threatened and there were attempts to silence them.
[00:35:15.407 --> 00:35:19.089]  Let me read you some words right out of the Chatham lawsuit against Merck.
[00:35:19.669 --> 00:35:28.554]  It says that Merck engaged in, quote, a decade-long scheme to falsify and misrepresent the true efficacy of its vaccine.
[00:35:29.434 --> 00:35:33.657]  It destroyed evidence of the falsified data and then lied to the FDA.
[00:35:34.634 --> 00:35:43.481]  That it threatened a virologist, those are the two individuals you spoke of, in Merck's vaccine division with jail time if they reported the fraud to the FDA.
[00:35:44.022 --> 00:35:45.543]  There's so much more to this.
[00:35:45.563 --> 00:35:48.425]  You gotta see these documents, the Chatham lawsuit PDF.
[00:35:49.005 --> 00:35:52.288]  It's full of the allegations made against Merck.
[00:35:52.628 --> 00:35:54.190]  But of course, Merck says, what?
[00:35:54.590 --> 00:35:54.890]  Huh?
[00:35:54.950 --> 00:35:56.671]  We wouldn't do anything dishonest.
[00:35:57.032 --> 00:35:58.313]  This is completely false.
[00:35:58.453 --> 00:36:00.855]  So, you know, for the record, Merck denies everything.
[00:36:01.195 --> 00:36:01.816]  Well, there you go.
[00:36:01.836 --> 00:36:03.838]  Of course, they're going to deny, deny, deny.
[00:36:04.038 --> 00:36:09.064]  And I smell probably an FDA collusion cover-up going to come along this.
[00:36:09.084 --> 00:36:10.345]  They'll probably pay a small fine.
[00:36:11.006 --> 00:36:17.373]  It's not going to, you know, pay back the people who've had to take this vaccine or who think they've been forced to take this vaccine.
[00:36:17.393 --> 00:36:22.279]  Because, you know, that's one of the shots on the list that you have to take if you want to get into the government training center.
[00:36:23.177 --> 00:36:27.201]  Oh, it's incredible, too, if you look at what will not happen as a result of this.
[00:36:27.221 --> 00:36:27.741]  Think about this.
[00:36:28.182 --> 00:36:44.776]  If you as an individual went out and committed fraud and generated hundreds of millions of dollars in profit based on a lie, selling a fraudulent product to the government, you would be arrested and thrown in jail and have a felony on your record, and you could never do business with the government again.
[00:36:45.037 --> 00:36:46.478]  You might not even be able to get a job.
[00:36:46.938 --> 00:36:48.139]  But when Merck does it,
[00:36:48.920 --> 00:36:54.882]  And other companies like GlaxoSmithKline, which we'll talk about in a minute, they're always let off the hook.
[00:36:55.082 --> 00:37:04.026]  All they do is pay a fine, no felony corporate records so to speak, and they can continue to do business with the United States government.
[00:37:04.546 --> 00:37:11.952]  And under the guidance of the FDA, which is the protection arm of Big Pharma, nothing ever happens to these companies.
[00:37:12.332 --> 00:37:18.918]  They simply, even Pfizer previously, created a shell company to take the hit of a Justice Department investigation.
[00:37:19.298 --> 00:37:30.227]  So imagine, Rob, what if you went out and shot somebody on the street, but you created a fictitious Rob Do to take the hit, and you sent that guy to jail while you kept on shooting other people and getting away with it.
[00:37:30.287 --> 00:37:31.848]  That's the kind of thing we're talking about.
[00:37:32.228 --> 00:37:33.069]  That's ridiculous.
[00:37:33.389 --> 00:37:39.153]  And one thing I want to add, when I was having kids, we looked into, you know, vaccines.
[00:37:39.513 --> 00:37:40.594]  My wife wanted to look into them.
[00:37:40.674 --> 00:37:41.955]  I already had my mind made up.
[00:37:41.995 --> 00:37:42.615]  And I said, you know what?
[00:37:42.715 --> 00:37:43.876]  I will do the research again.
[00:37:44.416 --> 00:37:51.341]  And I read every insert, and not the little sheet they give you, but I said, give me the inserts of every shot you want to give my son.
[00:37:52.729 --> 00:37:56.332]  And I should have brought some in today, but I didn't know it was going on the air.
[00:37:57.113 --> 00:38:04.278]  And if you read them, you go down, every single one of them said, has not been tested for cancerous or mutagenic potential.
[00:38:04.318 --> 00:38:05.459]  Those are the exact words.
[00:38:05.759 --> 00:38:08.982]  And I remember because I highlighted that in every one, and I showed that to the doctor.
[00:38:09.002 --> 00:38:11.064]  I said, how come they don't test these to see if they cause cancer?
[00:38:11.644 --> 00:38:17.225]  And her response was, well, we don't do that because we don't give them to a person for six months or longer.
[00:38:17.285 --> 00:38:21.767]  And those are the terms that we've decided are what we test for if it's going to cause cancer.
[00:38:21.787 --> 00:38:24.387]  I said, but you give three shots over an 18-month period.
[00:38:24.647 --> 00:38:25.728]  That's longer than six months.
[00:38:26.508 --> 00:38:26.628]  Sure.
[00:38:26.648 --> 00:38:27.348]  How is that different?
[00:38:27.728 --> 00:38:29.829]  And it says those words, and you can look it up.
[00:38:30.089 --> 00:38:31.849]  If you don't believe me, go check it out for yourself.
[00:38:31.989 --> 00:38:32.609]  Ask for the answer.
[00:38:32.629 --> 00:38:36.510]  And it says, has not been tested for cancerous or mutagenic potential.
[00:38:36.970 --> 00:38:39.231]  So they're washing their hands of causing cancer right there.
[00:38:40.384 --> 00:38:46.149]  Well, that's a great example of how brainwashed the doctors and the pharmacists are over vaccines.
[00:38:46.489 --> 00:38:53.195]  And if you look at this situation with Merck, the fact that it came out, they fabricated their test results, fabricated the claims.
[00:38:53.756 --> 00:38:56.919]  We now know that all the doctors and pharmacists who pooched
[00:38:57.399 --> 00:39:01.482]  These mumps vaccines over the years have now been made complete fools.
[00:39:01.922 --> 00:39:02.963]  They bought into the lie.
[00:39:03.383 --> 00:39:05.604]  They said the vaccines 95% effective.
[00:39:05.885 --> 00:39:10.628]  It turns out that they were repeating a lie and they did not know what they were talking about.
[00:39:10.908 --> 00:39:18.072]  So once again, as the truth comes out, we realize that when doctors talk about vaccines, they are ignorant of the facts.
[00:39:18.152 --> 00:39:19.653]  They don't know what they're talking about.
[00:39:19.994 --> 00:39:22.095]  And if you listen to them, you're putting your life at risk.
[00:39:22.375 --> 00:39:24.197]  Yeah, they are reiterating talking points.
[00:39:24.817 --> 00:39:27.820]  If you hear safe and effective come out of their mouth, run the other direction.
[00:39:28.440 --> 00:39:29.301]  That's all I've got to say.
[00:39:30.082 --> 00:39:32.344]  And let's move on to GlaxoSmithKline.
[00:39:32.364 --> 00:39:35.046]  They, you know, not the same thing.
[00:39:35.186 --> 00:39:37.749]  They lied about, or no, what were they doing?
[00:39:37.769 --> 00:39:45.936]  They were pushing physicians admitted to bribe potentially dangerous drugs in exchange for Madonna tickets, Hawaiian vacations, cash, and lucrative speaking tours.
[00:39:46.236 --> 00:39:49.399]  And this is in the case of Paxil, to get kids on Paxil, essentially.
[00:39:50.202 --> 00:39:56.946]  Yeah, well, we've always talked about how drug companies bribe doctors and a lot of people said that couldn't be, that wouldn't be going on.
[00:39:56.966 --> 00:39:58.647]  Well, now here it comes out.
[00:39:58.987 --> 00:40:04.550]  A $3 billion settlement between Glaxo and the U.S.
[00:40:04.890 --> 00:40:17.757]  government, the federal government, based over the evidence that Glaxo did bribe physicians, that they failed to report safety data of their Vandia drug to the FDA, that they engaged in pricing fraud,
[00:40:18.257 --> 00:40:27.601]  That they distributed misleading information about drugs like Paxil, saying that it was safe for children, when in fact it had never been proven safe or effective for children.
[00:40:27.821 --> 00:40:28.762]  They misbranded drugs.
[00:40:29.382 --> 00:40:32.003]  I think the best summary of it is from a U.S.
[00:40:32.063 --> 00:40:34.985]  attorney for Massachusetts, Carmen Ortiz.
[00:40:35.545 --> 00:40:46.110]  He said, quote, the GlaxoSmithKline sales force bribed physicians to prescribe GSK products using every imaginable form of high-priced entertainment
[00:40:46.750 --> 00:40:55.477]  From Hawaii vacations, to paying doctors millions of dollars to go on speaking tours, to a European pheasant hunt, to tickets to Madonna concerts.
[00:40:55.777 --> 00:40:57.878]  Hey Rob, I guess we're in the wrong business.
[00:40:57.918 --> 00:41:02.322]  We should be doctors and we'll get paid millions to go tell lies about drugs for children.
[00:41:02.702 --> 00:41:12.029]  Yeah, and get a bunch of kids hooked on stuff that's going to destroy their brain and make them unproductive members of society, that then we have to, under Obamacare, pay for these people for treatment.
[00:41:12.669 --> 00:41:14.150]  And it just goes on and on.
[00:41:14.330 --> 00:41:21.716]  And, you know, Paxil's one of these drugs that, if you start off on Ritalin, you know, they say you've got ADHD, then they put you on Ritalin.
[00:41:21.816 --> 00:41:22.556]  Well, that doesn't work.
[00:41:22.596 --> 00:41:23.677]  Well, let's get them on Paxil.
[00:41:23.697 --> 00:41:24.598]  They must have problems.
[00:41:24.978 --> 00:41:28.781]  And we've also seen kids that have gone under CPS care.
[00:41:29.221 --> 00:41:34.585]  Who get prescribed this drug, you know, within three or four days of being under the care because they get more money for it.
[00:41:34.625 --> 00:41:36.386]  It's really disturbing and disgusting.
[00:41:36.967 --> 00:41:42.831]  They're put on multiple psychiatric drugs almost immediately and, you know, that's a whole other story.
[00:41:42.851 --> 00:41:44.352]  But you mentioned Obamacare.
[00:41:44.372 --> 00:41:52.798]  This is a very important angle to understand that Obamacare forces all Americans to do business with these criminal drug companies.
[00:41:53.238 --> 00:41:58.202]  Obamacare is a government-enforced racket, a monopoly of medicine.
[00:41:58.502 --> 00:42:10.869]  That forces us to hand over money to the insurance companies that then hand over money to GlaxoSmithKline, Merck, Pfizer, and all these other companies that have been caught committing fraud and criminal behavior.
[00:42:11.189 --> 00:42:14.951]  So, Obamacare is forcing us to do business with criminals.
[00:42:15.392 --> 00:42:16.872]  What kind of government is that, man?
[00:42:17.013 --> 00:42:17.793]  It's crazy!
[00:42:18.193 --> 00:42:20.274]  It's criminal, that's all you can say about it.
[00:42:20.675 --> 00:42:25.337]  And in your article you note that the market value for Paxil is $133 billion.
[00:42:26.718 --> 00:42:28.419]  So what's a $3 billion fine, Mike?
[00:42:28.619 --> 00:42:30.100]  That doesn't really affect me that much.
[00:42:30.641 --> 00:42:31.902]  Well, that's exactly it.
[00:42:32.022 --> 00:42:42.469]  I think that these companies just factor into their criminal behavior a few billion dollars for paying off fines so the Justice Department can announce a victory.
[00:42:42.569 --> 00:42:43.910]  But it's still business as usual.
[00:42:44.170 --> 00:42:45.271]  They never get shut down.
[00:42:45.491 --> 00:42:47.632]  They never get denied doing business with the government.
[00:42:47.992 --> 00:42:50.114]  And the CEOs, Rob, never get arrested.
[00:42:50.154 --> 00:42:51.235]  They never get investigated.
[00:42:51.475 --> 00:42:53.176]  They should be marched out of there and jail.
[00:42:53.436 --> 00:43:09.504]  You know, all of the armed government agents that conduct these raw milk raids, they should be marching into the Pfizer headquarters and the Glaxo headquarters and the Merck headquarters with guns drawn to arrest the criminals that are committing these crimes.
[00:43:09.785 --> 00:43:11.365]  They should be marched out of there in handcuffs.
[00:43:11.425 --> 00:43:12.066]  The perp walk.
[00:43:12.566 --> 00:43:17.248]  But instead, they're going after marijuana dispensaries that have all their state paperwork in order.
[00:43:17.628 --> 00:43:19.809]  Oh, but maybe they didn't put the city paperwork in order.
[00:43:20.069 --> 00:43:24.852]  So we're going to raid them and break their cameras and do anything we can to them because they didn't have it.
[00:43:24.992 --> 00:43:33.916]  And we covered another article that, I guess, the people who make the knockoff oxycodone are getting 45 days to stop selling it and making it.
[00:43:34.376 --> 00:43:36.677]  OK, but if you've got a pot dispensary, that's it.
[00:43:36.897 --> 00:43:37.317]  We're coming in.
[00:43:37.337 --> 00:43:38.158]  We're breaking your stuff.
[00:43:39.687 --> 00:43:40.147]  Well that's it.
