[00:00:03.442 --> 00:00:03.482]  Oh,
[00:25:56.093 --> 00:26:02.956]  Well, and I was just going to mention that, and you've seen this firsthand for yourself as well as I have and as well as all the Ron Paul supporters.
[00:26:03.436 --> 00:26:09.539]  I mean, how many Mitt Romney for President bumper stickers have you seen in any town USA?
[00:26:09.660 --> 00:26:12.181]  I mean, he is clearly the popular candidate.
[00:26:12.481 --> 00:26:17.243]  He has the most support amongst active veterans, active military, I mean.
[00:26:18.524 --> 00:26:20.725]  You know, everywhere he goes, he's a rock star.
[00:26:20.805 --> 00:26:39.132]  He draws the big crowds, he fills stadiums, and now you are there, you know, a lot of these places playing your music, and your song is even more, has gotten so popular that people understand, people even know the words to your song, Liberty, when they, as you appear at these different shows.
[00:26:39.452 --> 00:26:48.176]  So tell us about the rock star kind of atmosphere, and how that compares to, like you said, Mitt Romney, who's lucky if he gets, you know, a couple hundred people,
[00:26:50.937 --> 00:26:54.720]  Well, your first question about Romney bumper stickers, I've never seen one.
[00:26:55.200 --> 00:26:57.081]  I've never seen even one this entire time.
[00:26:57.141 --> 00:26:57.661]  Not one.
[00:26:58.002 --> 00:27:01.584]  And I go, you know, coast to coast, I never see them.
[00:27:03.165 --> 00:27:05.026]  It is really an amazing thing.
[00:27:05.226 --> 00:27:11.890]  I'll tell you about a recent one that wasn't as rockstar-ish, but it was really amazing, was the Philly Freedom Fest.
[00:27:12.490 --> 00:27:12.971]  I think so.
[00:27:31.152 --> 00:27:32.152]  I think so.
[00:27:48.937 --> 00:27:55.141]  The time is now, you know, the energy is here, and people want to be free of federal tyranny.
[00:27:55.221 --> 00:28:05.147]  They want to run their own lives, make their own decisions, and they want to get out of these wars, and they don't want the kind of future that the New World Order has in store for us.
[00:28:05.888 --> 00:28:09.570]  And they see Ron Paul and his message as the way to do that.
[00:28:09.930 --> 00:28:10.511]  I agree with them.
[00:28:11.926 --> 00:28:13.907]  We're about to roll a clip of your video.
[00:28:13.967 --> 00:28:19.769]  It's called Liberty and I actually saw this for the first time like a week and a half ago.
[00:28:19.809 --> 00:28:26.311]  My son pointed out to me and you know how ironic that here we are a couple weeks later that I'm sitting here talking to you.
[00:28:26.931 --> 00:28:30.072]  You're an outstanding musician and this song is fantastic.
[00:28:30.092 --> 00:28:31.952]  We're going to take a look at a clip right now.
[00:28:41.761 --> 00:28:45.864]  Why do we sit down when all should be standing?
[00:28:46.384 --> 00:28:50.627]  And why do we back down at the critical moment?
[00:28:50.967 --> 00:28:55.430]  Like running away from the waves of the ocean.
[00:28:55.450 --> 00:29:00.333]  We head for the hills with the high tide approaching.
[00:29:00.833 --> 00:29:03.935]  As sand slips away from the castle.
[00:29:07.561 --> 00:29:12.205]  When it's time to stand upright Why do we falter?
[00:29:12.565 --> 00:29:32.821]  Like placing our freedom On the sacrificial altar We hold tight to our fears And defend our oppressors As we fight for their lives And become the transgressors As pacifists transform To violent aggressors
[00:29:36.767 --> 00:29:55.254]  But I'm only a stranger here I'm a long, long way from my home And they say I can't change all the things I find strange But what can one man do alone?
[00:29:55.274 --> 00:29:58.556]  They say, what can one man do alone?
[00:30:02.765 --> 00:30:18.387]  That was a clip from Jordan Page's Liberty and you know we're talking about how Ron Paul has this you know kind of rock and roll aura about him as wherever he goes like I always say he's a rock star and the thing is is how many musicians for example
[00:30:19.048 --> 00:30:21.870]  have band together written songs about Mitt Romney.
[00:30:22.010 --> 00:30:25.391]  I mean, Ron Paul is spurring excitement everywhere.
[00:30:25.411 --> 00:30:28.153]  You've got artists, musicians all coming together.
[00:30:28.193 --> 00:30:29.313]  You are certainly one of them.
[00:30:29.634 --> 00:30:36.417]  And you're also going to be in Fort Worth tomorrow, and this will be for the Concert for Liberty with Ron Paul and Jordan Page.
[00:30:36.457 --> 00:30:39.759]  That's tomorrow, Thursday, June 7th at 6.30 p.m.
[00:30:40.019 --> 00:30:43.841]  This will be at the River Ranch Stockyards in Fort Worth, Texas.
[00:30:44.181 --> 00:30:45.482]  Tell us a little bit more about the show.
[00:30:47.506 --> 00:30:53.594]  Well, I'm coming down to support the Ron Paul delegates and the Ron Paul contingency.
[00:30:53.614 --> 00:30:56.097]  The RNC is starting tomorrow night.
[00:30:56.117 --> 00:31:02.144]  Tomorrow night is kickoff for that and Ron is going to be speaking at the convention and he's going to come over when he's done there.
[00:31:02.725 --> 00:31:03.666]  We're good to go.
[00:31:24.477 --> 00:31:27.079]  I think it's going to be a pretty awesome event.
[00:31:27.460 --> 00:31:31.904]  It's cool because it's kind of like the anti-Santorum rally, because Santorum is having an event.
[00:31:31.924 --> 00:31:36.528]  I don't know if it's Thursday or Friday, but it's $200 to hear this guy speak.
[00:31:38.330 --> 00:31:44.956]  Our event is $20, you get two beers and parking, a concert for me and Ron Paul.
[00:31:45.336 --> 00:31:47.058]  I think we're giving people a much better deal.
[00:31:48.342 --> 00:31:49.665]  Yeah, that's fantastic.
[00:31:49.725 --> 00:31:54.214]  And to be honest, I would be going if I didn't have to work tomorrow, but I'm sure eventually I'll catch up with you.
[00:31:54.494 --> 00:31:55.877]  Did you have any more scheduled?
[00:31:55.957 --> 00:31:57.500]  Any other dates after Texas?
[00:31:58.706 --> 00:31:59.486]  Oh yeah, I've got lots.
[00:31:59.526 --> 00:32:06.951]  I'm going to be at Porkfest in New Hampshire, Porcupine Freedom Festival, Friday, June 22nd.
[00:32:07.051 --> 00:32:08.852]  I'll be doing a show, a headlining show from 8 to 10.
[00:32:08.912 --> 00:32:16.716]  Then I'll be at the Peace Unity Freedom Festival in Breckenridge, Colorado, where they've got the alternative local currency, Mountain Hours.
[00:32:17.556 --> 00:32:22.119]  They're kind of sticking it to the Fed and developing their own currency and kind of taking it down.
[00:32:22.739 --> 00:32:25.341]  I'm doing their festival on the 6th of July.
[00:32:26.221 --> 00:32:31.663]  And the Utah Freedom Festival is going to be in August, as well as the Liberty Love Fest, August 17th.
[00:32:31.723 --> 00:32:33.583]  That's going to happen in Worcester, Massachusetts.
[00:32:34.043 --> 00:32:39.305]  People can go to my website, JordanPageMusic.com, and see where I'm going to be.
[00:32:39.505 --> 00:32:41.166]  Ron Paulstock is in Georgia.
[00:32:41.506 --> 00:32:44.147]  That's happening the 24th or the 25th of August.
[00:32:44.567 --> 00:32:46.227]  And then the Paul Festival in Tampa.
[00:32:46.567 --> 00:32:53.890]  As soon as they can get a venue, because the RNC has been holding out on them for the fairgrounds, they're kind of stonewalling them about giving them a venue.
[00:32:53.910 --> 00:32:54.330]  Imagine that.
[00:32:55.350 --> 00:32:55.930]  Well, yeah, right.
[00:32:55.970 --> 00:33:03.414]  We'll see what happens with that, but I'm sure it's going to happen no matter what, because there's going to be tens and tens of thousands of people that want to come to it.
[00:33:03.754 --> 00:33:07.336]  And they've got some pretty big names besides Jordan Page, obviously.
[00:33:07.356 --> 00:33:09.757]  There are going to be a lot of great performers coming to that.
[00:33:09.797 --> 00:33:12.679]  So just check out the website and I'll be all over the map.
[00:33:15.470 --> 00:33:15.710]  Awesome.
[00:33:15.730 --> 00:33:20.755]  Well, we just showed your website on the video just now.
[00:33:21.436 --> 00:33:25.180]  Consider me a fan, and I'm sure we'll catch up here sometime in the near future.
[00:33:25.600 --> 00:33:29.765]  Until then, best of luck to you tomorrow, and come back on the show.
[00:33:29.805 --> 00:33:30.966]  Come join us again sometime.
[00:33:31.987 --> 00:33:32.487]  I'd love to.
[00:33:32.507 --> 00:33:33.228]  Thanks so much for having me.
[00:33:33.248 --> 00:33:33.608]  Alright, bud.
[00:33:33.628 --> 00:33:33.909]  Thank you.
[00:33:35.160 --> 00:33:45.830]  Okay, and that does it for the first half of the show, but when we return, we will be joined by Infowars.com contributing editor and investigative journalist Patrick Henningsen.
[00:33:46.151 --> 00:33:55.639]  We're going to talk about Obama's fake birth certificate, and he actually got a chance to catch up with Sheriff Joe Arpaio to discuss that very subject.
[00:33:56.000 --> 00:33:58.963]  Patrick Henningsen, when we return, right after this.
[00:34:03.314 --> 00:34:06.535]  Have you been to InfoWarsShop.com lately?
[00:34:06.995 --> 00:34:11.556]  Express your inner patriot with these brand new InfoWars t-shirts.
[00:34:12.116 --> 00:34:14.877]  Say it loud with the InfoWars Bullhorn shirt.
[00:34:15.337 --> 00:34:18.238]  Or educate the sheeple with the Bill of Rights shirt.
[00:34:19.058 --> 00:34:22.439]  Grope the public's mind with the TSA shirt.
[00:34:23.079 --> 00:34:27.360]  And with this shirt, you can let the dark side know of the Rebel Alliance's power.
[00:34:28.720 --> 00:34:31.821]  All available at InfoWarsShop.com.
[00:34:38.677 --> 00:34:39.778]  Patriots are talking!
[00:34:40.298 --> 00:34:45.262]  This past week, it's been about the clandestine elite globalists meeting Bilderberg.
[00:34:45.802 --> 00:34:47.163]  Any of them ever heard of the U.S.
[00:34:47.223 --> 00:34:47.743]  Logan Act?
[00:34:48.304 --> 00:34:57.731]  Oh, you mean that pesky little federal law that states unauthorized citizens shall not coerce with foreign governments unless they face to be fined and imprisoned?
[00:34:58.271 --> 00:35:01.974]  Well, users on Planet InfoWars have, and they're not sitting idly by.
[00:35:02.634 --> 00:35:07.560]  Users like jockdoubleday are completing missions to write articles about the Bilderberg attendees.
[00:35:08.140 --> 00:35:12.505]  In his article, the Devil Wears a Heart Necklace, he features Heather Reisman.
[00:35:13.586 --> 00:35:19.933]  And you can read more about her role at Bilderberg Group and her influence outside of the meeting at planetinfowars.com.
[00:35:20.354 --> 00:35:21.555]  Check out this and more.
[00:35:22.456 --> 00:35:24.038]  Find out what patriots are talking about.
[00:35:28.920 --> 00:35:34.203]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:35:34.463 --> 00:35:36.665]  Start purifying your water with ProPure.
[00:35:36.865 --> 00:35:42.428]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure.
[00:35:42.608 --> 00:35:45.850]  And it's available discounted at infowars.com.
[00:35:46.030 --> 00:35:49.232]  Its filters are silver impregnated to prevent bacterial growth.
[00:35:49.493 --> 00:35:50.933]  There's no priming required.
[00:35:51.194 --> 00:35:53.235]  It's NSF 42 certified.
[00:35:53.475 --> 00:35:55.976]  Optional fluoride filters can reduce fluoride up to 95%.
[00:35:57.057 --> 00:35:58.397]  Easy to set up and use.
[00:35:58.597 --> 00:35:59.918]  Doesn't require electricity.
[00:36:00.038 --> 00:36:02.898]  Purify water from lakes, streams, ponds, and wells.
[00:36:03.218 --> 00:36:06.399]  This filter system leaves in beneficial minerals, which is key.
[00:36:06.619 --> 00:36:08.399]  Save money by not buying bottled water.
[00:36:08.539 --> 00:36:10.620]  And avoid BPA that leaches from the plastic.
[00:36:10.780 --> 00:36:13.400]  ProPure is the best gravity-fed filter out there.
[00:36:13.540 --> 00:36:14.861]  It's what my family uses.
[00:36:15.121 --> 00:36:18.361]  Infowars.com already has the lowest price on ProPure.
[00:36:18.462 --> 00:36:24.123]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:36:24.343 --> 00:36:25.483]  You can also call to order.
[00:36:26.503 --> 00:36:26.924]  888-253-3139.
[00:36:32.687 --> 00:36:33.667]  And we are back.
[00:36:33.727 --> 00:36:34.848]  Thank you for joining us.
[00:36:35.008 --> 00:36:38.589]  I'm Darren McBreen, and this is the InfoWars Nightly News.
[00:36:39.090 --> 00:36:53.397]  Up next, we are joined by InfoWars.com contributing editor and investigative journalist Patrick Henningsen, who's been hot on the trail of the Obama birth certificate scandal, as there are clearly inconsistencies
[00:36:53.797 --> 00:37:06.542]  That's saying it nicely, with the long-form birth certificate released by the White House last year, but also what appears to be a forgery of Obama's Selective Service form as well.
[00:37:06.982 --> 00:37:12.925]  Not to mention, well, the huge list of documents that Barack Obama refuses to release to the American people.
[00:37:13.305 --> 00:37:20.788]  We're talking passport records, school records, Illinois State Bar Association records, and so on.
[00:37:21.488 --> 00:37:27.734]  So the question is, if Obama has nothing to hide, then why suppress all these historical records?
[00:37:28.174 --> 00:37:35.441]  Why hide behind the mainstream media and criticize, you know, accuse critics of being either racist or paranoid?
[00:37:35.882 --> 00:37:39.986]  We are joined now by Patrick Henningsen, who joins us from London, England.
[00:37:40.306 --> 00:37:41.567]  Patrick, it's good to have you on today.
[00:37:42.148 --> 00:37:43.129]  Good to be with you, Darren.
[00:37:43.729 --> 00:38:05.712]  Hey now, you interviewed, you got a chance to interview Joe Arpaio personally, not too long ago, as well as spend a great deal of time with his veteran investigators, the cold case posse, and tell us why they decided to investigate Obama's birth certificate to begin with and what they learned in the process.
[00:38:06.909 --> 00:38:20.584]  Well, the initial investigation was prompted by a citizens group, about 200 and some odd people represented, came to the Sheriff's Office at Maricopa County and said, we believe that these documents are a forgery.
[00:38:20.985 --> 00:38:26.051]  We're talking about the White House PDF birth certificate, which was posted on the White House
[00:38:26.691 --> 00:38:27.352]  We're good to go.
[00:38:42.290 --> 00:38:48.134]  Whatever people might think about his political leanings or what have you, he did say that on record.
[00:38:48.174 --> 00:39:00.743]  He said he would like to clear the president and get this over with because it's a national embarrassment and it brings shame to the office of the president and brings shame to the White House.
[00:39:01.244 --> 00:39:09.730]  So the cold case posse got on the case and lo and behold they have probable cause now that both Obama's
[00:39:10.370 --> 00:39:16.993]  Birth Certificate, the one he released, the one the White House released, and his Selective Service Draft Card are both forgeries.
[00:39:17.433 --> 00:39:18.974]  That's beyond a shadow of a doubt.
[00:39:19.795 --> 00:39:21.655]  They've been tested, they've been compared.
[00:39:22.396 --> 00:39:28.519]  The Nordic twins from Hawaii, born at the same time as Obama, the microfilm was produced.
[00:39:29.299 --> 00:39:36.301]  And that was found to compare with Obama's birth certificate, the PDF copy, not to match.
[00:39:36.381 --> 00:39:43.923]  So all Arpaio is saying and all the investigators and people like Dr. Jerome Corsi, all they're really saying is, show us the microfiche.
[00:39:44.584 --> 00:39:45.484]  Show the microfilm.
[00:39:46.084 --> 00:39:49.385]  And then this whole circus will be all over.
[00:39:49.805 --> 00:39:51.946]  Of course, everybody's zipped up about it.
[00:39:52.826 --> 00:39:56.367]  It's political suicide in the mainstream to touch this issue.
[00:39:56.647 --> 00:40:04.953]  Exactly, and Sheriff Joe Arpaio touched a little bit upon that when you got a chance to interview him from the press conference in Phoenix, Arizona.
[00:40:05.314 --> 00:40:15.121]  We're going to run a clip of that right now, and this is Arpaio as he talks about the media blackout surrounding the Barack Obama birth certificate scandal.
[00:40:15.782 --> 00:40:19.044]  The majority of politicians don't even want to talk about it.
[00:40:19.084 --> 00:40:20.686]  Republicans and Democrats.
[00:40:21.526 --> 00:40:23.528]  It's like the plague to talk about this.
[00:40:23.588 --> 00:40:29.733]  I've never seen anything like this and I've been a top federal law enforcement official for years and years.
[00:40:30.074 --> 00:40:31.995]  I'm not dropping this.
[00:40:32.116 --> 00:40:33.417]  I'm going to keep moving forward.
[00:40:33.905 --> 00:40:35.527]  Well, the guy's got guts, I'll give him that.
[00:40:35.587 --> 00:40:45.479]  I mean, he's taking on the alien in the White House as much as, as well as getting a lot of harsh criticism from the mainstream media at the same time.
[00:40:45.780 --> 00:40:52.248]  And what do you say to critics who are saying that Arpaio is either a racist or he's a paranoid conspiracy theorist?
[00:40:53.479 --> 00:41:01.504]  Well, I think both of those are typical accusations, similar to a straw man case in order to shoot the messenger.
[00:41:01.884 --> 00:41:20.897]  And really what it is, is Joe Arpaio is the only law enforcement official brave enough in the whole of the United States to take on this issue, which is, you know, politically too hot to handle for both the mainstream media and the law enforcement agencies around the country.
[00:41:21.317 --> 00:41:26.779]  But, you know, the answer to your first question, Darren, is yes, the president does have something to hide.
[00:41:27.239 --> 00:41:28.219]  And there's proof of this.
[00:41:28.519 --> 00:41:36.842]  The first executive order signed by President Barack Obama when he took into office in January of his first term was executive order.
[00:41:37.022 --> 00:41:37.322]  1-3-4-8-9.
[00:41:37.382 --> 00:41:52.076]  This is the President's Records Executive Order, which effectively seals all the President's history of all his records in college, application forms, financial aid, grades, transcripts, you name it.
[00:41:53.197 --> 00:42:00.684]  The White House and Obama spent upwards of $5 million with the law firm in Seattle called Chloe Perkins.
[00:42:01.064 --> 00:42:02.304]  Top law firm in Seattle.
[00:42:02.745 --> 00:42:08.946]  They spent that money to find the legal justification for the president to seal all of his records.
[00:42:09.146 --> 00:42:18.109]  This is unprecedented in American history and it's kind of shameful in a way that you have your president of the United States that has to hide his whole past.
[00:42:18.529 --> 00:42:21.630]  So basically everything about this guy is a complete fiction.
[00:42:22.330 --> 00:42:29.895]  I just spoke to Jerome Corsi today and he's under kind of a gag order for the next two weeks, which you guys already aware of.
[00:42:29.915 --> 00:42:32.377]  They're going to be releasing new information.
[00:42:32.417 --> 00:42:40.182]  They've cold cases made a trip to Hawaii and dug dug a little deeper and obviously found quite a bit.
[00:42:41.272 --> 00:42:41.632]  Okay.
[00:43:11.212 --> 00:43:18.077]  Somebody saying that my driving license is okay without actually having seen the driving license.
[00:43:18.657 --> 00:43:20.098]  So that's basically what you've got.
[00:43:20.398 --> 00:43:24.341]  Well that's right and you're talking about Arizona's Secretary of State Ken Bennett.
[00:43:24.381 --> 00:43:31.426]  He threatened to keep Obama off the presidential ballot if Hawaii could not produce a hard copy of the document.
[00:43:31.746 --> 00:43:33.127]  But now he's backpedaling.
[00:43:33.528 --> 00:43:35.049]  He's Ken Bennett and he ain't in it.
[00:43:36.450 --> 00:43:45.035]  I mean, he's even apologizing now for embarrassing Arizona for asking for proof of the birth certificate to begin with.
[00:43:45.135 --> 00:43:46.716]  So he's really backing down.
[00:43:46.856 --> 00:43:54.501]  Meanwhile, in Hawaii, they still refuse to comply with the request to allow public inspection of the original documents.
[00:43:54.942 --> 00:43:59.865]  They just sent out a letter saying, yes, he was born here, and we're all supposed to accept that?
[00:44:00.868 --> 00:44:06.693]  Well, there's a huge amount of political pressure put to bear on Arizona state officials.
[00:44:06.813 --> 00:44:16.963]  Representative Carl Seale spearheaded a bill called the President's Certification Bill, or Candidate Certification Bill, which basically passed through the Senate.
[00:44:17.363 --> 00:44:17.903]  We're good to go.
[00:44:41.298 --> 00:44:42.479]  Was in the Supreme Court.
[00:44:42.739 --> 00:44:59.006]  You've got this federal government is withholding approximately four billion dollars in money that it owes the state of Arizona for looking after the border and taking care of illegal immigrants and incarcerating them and you name it.
[00:44:59.686 --> 00:45:06.169]  They owe that money and so you can imagine the White House is holding a gun to the head of Arizona and Bennett
[00:45:07.510 --> 00:45:13.755]  It's not unlikely in these situations he would have got a warning either through back channels or whatever.
[00:45:13.935 --> 00:45:14.596]  Oh sure, sure.
[00:45:15.016 --> 00:45:20.401]  I feel he changed his mind suddenly for good reason or for some reason I'm sure.
[00:45:21.081 --> 00:45:24.704]  Back to the birth certificate, the actual document, it's an obvious fake.
[00:45:24.905 --> 00:45:31.250]  It's amateur at best and you know the PDF file was released last year by the White House.
[00:45:31.830 --> 00:45:34.453]  Anyone could download it and you know
[00:45:34.893 --> 00:45:35.073]  Yeah.
[00:46:04.753 --> 00:46:04.969]  We're good.
[00:46:05.578 --> 00:46:09.239]  Well, you know, Mike Zulu was the head of the investigating team.
[00:46:09.259 --> 00:46:17.161]  20 some odd years experience in law enforcement on the state level and I believe the federal level.
[00:46:17.561 --> 00:46:25.463]  But he was shocked by what he found because they did work hours and weeks testing and retesting.
[00:46:25.483 --> 00:46:34.566]  They went to multiple experts to get second, third, fourth opinions on this flimsy version of a birth certificate.
[00:46:35.046 --> 00:46:36.686]  That they put up on the White House website.
[00:46:37.086 --> 00:46:44.588]  So, they were surprised, but you know, there's so much going on with this federal government, it's absolutely unreal.
[00:46:45.188 --> 00:46:52.469]  And this Obama birth certificate issue really falls under the banner, a larger umbrella of states' rights.
[00:46:53.090 --> 00:46:56.030]  And that's something that I've tried to point out from the beginning.
[00:46:56.390 --> 00:47:00.591]  So all these battles with the federal government is, the state has the right to call its own elections.
[00:47:00.971 --> 00:47:03.394]  No, it's in the 10th Amendment.
[00:47:03.434 --> 00:47:04.655]  It's part of the Bill of Rights.
[00:47:05.636 --> 00:47:13.804]  The powers not granted to the federal government nor prohibited to the states by the Constitution are reserved to the states or the people.
[00:47:14.104 --> 00:47:15.045]  It's as simple as that.
[00:47:15.345 --> 00:47:18.949]  If the people of Arizona want to take Obama off the presidential
[00:47:19.429 --> 00:47:22.231]  Ballot because they don't believe he's qualified, then they have a right to.
[00:47:22.611 --> 00:47:30.375]  Now in Florida, there's a hundred and eighty thousand illegal immigrants that have been found on Florida's voting rolls, okay?
[00:47:30.815 --> 00:47:37.759]  Now the federal government and Eric Holder is ordering Florida to stop removing illegal immigrants from the voting rolls.
[00:47:37.859 --> 00:47:44.683]  They've already removed two thousand seven hundred and there's a estimated over a hundred and eighty thousand of these in Florida.
[00:47:44.983 --> 00:47:50.488]  This is a White House that's depending on fraud to get re-elected in November.
[00:47:50.849 --> 00:47:53.852]  This is really scandals.
[00:47:54.933 --> 00:47:58.116]  I can't even count how many scandals we have with this federal government.
[00:47:58.854 --> 00:48:02.918]  Well, and this whole birth certificate issue isn't going to go away any time soon.
[00:48:02.938 --> 00:48:10.485]  Arpaio's not going to be given up any time soon unless he steps in front of a bus or gets really depressed all of a sudden.
[00:48:10.605 --> 00:48:15.130]  Let's hope he doesn't end up like Breitbart or Breitbart's corner, for example.
[00:48:15.510 --> 00:48:19.214]  But we've talked to investigative journalist Wayne Madsen.
[00:48:19.654 --> 00:48:28.681]  We've talked to historian Webster Tarpley and others who have said that Obama actually worked for the CIA in the past and perhaps was even raised by the CIA.
[00:48:29.102 --> 00:48:31.163]  A real Manchurian candidate, if you will.
[00:48:31.544 --> 00:48:36.688]  Now, Pio hasn't gone that far, but who knows where this investigation will go from here.
[00:48:37.108 --> 00:48:38.990]  What's next for the cold case posse?
[00:48:39.070 --> 00:48:40.371]  What are they going to work on next?
[00:48:40.431 --> 00:48:46.276]  And what do you think the Obama administration is going to try to do to block any further investigation?
[00:48:47.403 --> 00:49:03.452]  Well, out of the reports from Hawaii, I've been told by Jerome Corsi that they have more damning evidence, but he can't release or talk about it for their reasons until the press conference, which is going to be in the next two weeks.
[00:49:03.852 --> 00:49:05.093]  So that's something to look out for.
[00:49:05.213 --> 00:49:05.433]  Sure.
[00:49:06.113 --> 00:49:10.556]  The other thing Corsi has been investigating, and you have to remember Jerome Corsi
[00:49:11.036 --> 00:49:12.617]  He's got a PhD from Harvard.
[00:49:12.677 --> 00:49:14.318]  He's a top historian.
[00:49:14.738 --> 00:49:17.219]  He's a tireless investigator.
[00:49:17.599 --> 00:49:22.962]  He's got evidence that possibly links Obama's real father.
[00:49:23.062 --> 00:49:24.783]  In other words, it's not Obama Sr.
[00:49:24.823 --> 00:49:25.503]  from Kenya.
[00:49:26.283 --> 00:49:33.287]  It's quite possibly someone like Frank Marshall Davis, who is an absolute doppelganger for Barack Obama.
[00:49:34.147 --> 00:49:36.709]  With big ears and everything.
[00:49:37.590 --> 00:49:48.697]  Frank Marshall Davis was a community organizer in Chicago, ran the Star newspaper, and he was mentioned in Obama's book, Dreams of My Father, as his mentor.
[00:49:49.757 --> 00:49:54.240]  He's a Communist Party member, completely
[00:49:55.621 --> 00:49:56.202]  Yes, he does.
[00:50:25.781 --> 00:50:27.982]  That's another thing that could come out.
[00:50:28.242 --> 00:50:30.943]  I mean, how many more lies about this president?
[00:50:31.243 --> 00:50:32.244]  Well, we don't know who he is.
[00:50:32.524 --> 00:50:34.225]  We don't know who he is at this point.
[00:50:34.445 --> 00:50:37.646]  So he's really a ghost president with a ghost past.
[00:50:38.346 --> 00:50:40.867]  Who knows where this investigation will go from here.
[00:50:40.927 --> 00:50:44.669]  I'm certainly going to be at the edge of my seat looking forward to see what they uncover.
[00:50:45.369 --> 00:50:47.552]  Patrick, it's good to have you on with us today.
[00:50:47.592 --> 00:50:51.696]  I look forward to your next articles and your next video journalism reports, too.
[00:50:51.736 --> 00:50:55.000]  They're coming in left and right, so you're putting a lot of those out as well.
[00:50:55.300 --> 00:50:59.004]  It's good to have you on the team, and I hope to have you back on the show real soon.
[00:50:59.725 --> 00:51:00.145]  Thanks, Darren.
[00:51:00.386 --> 00:51:00.726]  Alright, bud.
[00:51:00.766 --> 00:51:01.167]  Take care, man.
[00:51:02.765 --> 00:51:05.568]  All righty then, and that just about does it for tonight's show.
[00:51:05.608 --> 00:51:10.072]  But before we go, I'm going to read you today's quote of the day.
[00:51:10.452 --> 00:51:16.158]  And this one from Henry Kissinger during Bilderberg 1992 in Avion, France.
[00:51:16.818 --> 00:51:24.245]  He says, Today, Americans would be outraged if UN troops entered Los Angeles to restore order.
[00:51:24.666 --> 00:51:26.407]  Tomorrow, they will be grateful.
[00:51:27.250 --> 00:51:37.134]  This is especially true if they were told there was an outside threat from beyond, whether real or promulgated, that threatened our very existence.
[00:51:37.794 --> 00:51:44.557]  It is then that all peoples of the world will pledge with world leaders to deliver them from this evil.
[00:51:45.984 --> 00:51:48.947]  The one thing every man fears is the unknown.
[00:51:49.467 --> 00:52:01.219]  When presented with this scenario, individual rights will be willingly relinquished for the guarantee of their well-being granted to them by their world government.
[00:52:03.277 --> 00:52:24.828]  I'm Darren McBreen and we will be back, God willing, tomorrow night, 7 o'clock Central Time, Texas time that is, and it'll either be Alex Jones or Aaron Dykes will be sitting here as they have triumphantly returned from their showdown with the global mafia that is Bilderberg 2012 in Chantilly, Virginia.
[00:52:25.208 --> 00:52:26.469]  So we'll be back tomorrow night.
[00:52:26.589 --> 00:52:28.810]  Until then, God bless, have a good evening.
