[00:00:13.131 --> 00:00:13.331]  I think.
[00:25:02.252 --> 00:25:04.194]  The Washington Post is reporting two dozen.
[00:25:04.554 --> 00:25:05.635]  So do you see two dozen here?
[00:25:05.675 --> 00:25:05.855]  No.
[00:25:06.215 --> 00:25:08.037]  Hundreds here, hundreds there, hundreds down there.
[00:25:08.357 --> 00:25:09.478]  Well over 500 people.
[00:25:09.919 --> 00:25:11.980]  Most people I've talked to only can come through for one day.
[00:25:12.040 --> 00:25:13.201]  They've all got so many jobs.
[00:25:13.542 --> 00:25:15.884]  So we've had thousands the last four days come out here.
[00:25:16.064 --> 00:25:21.308]  I want to salute everybody that came out to address the real elite, the robber barons that have taken over our society.
[00:25:21.348 --> 00:25:22.209]  But more importantly,
[00:25:23.376 --> 00:25:24.757]  We have blown Bilderberg wide open.
[00:25:25.137 --> 00:25:29.421]  All over Europe, all over the United States, Canada, Latin America, Africa, Asia.
[00:25:29.661 --> 00:25:32.043]  There are thousands of articles now about Bilderberg.
[00:25:32.363 --> 00:25:35.246]  They have wanted to remain secret because they are the shadow government.
[00:25:35.986 --> 00:25:39.489]  They are the oligarchs that live off tax money and insider deals.
[00:25:39.509 --> 00:25:41.511]  They are the robber barons and they are being defeated.
[00:25:41.791 --> 00:25:45.234]  This is a historic event and I want to commend all those that are out here.
[00:25:49.617 --> 00:25:58.721]  Yes, there have been people like Jim Tugger for 35 years trying to expose it.
[00:25:58.761 --> 00:26:01.362]  Westbrook Pegler, 50 plus years ago, was the first.
[00:26:01.382 --> 00:26:02.242]  He didn't even know the name.
[00:26:03.023 --> 00:26:09.686]  Now we have moles inside, we're blowing them wide open, and the people are discovering there's a private corporate oligarch through banks
[00:26:10.166 --> 00:26:12.026]  IMF World Bank carrying out fraud.
[00:26:12.327 --> 00:26:13.747]  It is so exciting what's happening.
[00:26:13.967 --> 00:26:17.048]  We are identifying the puppet masters instead of just the puppets.
[00:26:17.308 --> 00:26:18.028]  They hate this.
[00:26:18.348 --> 00:26:19.448]  They need their secrecy.
[00:26:19.668 --> 00:26:21.409]  They are extremely angry right now.
[00:26:21.909 --> 00:26:22.869]  Yes!
[00:26:23.329 --> 00:26:23.389]  Yes!
[00:26:23.509 --> 00:26:24.469]  You're the best!
[00:26:24.489 --> 00:26:24.889]  You're the best.
[00:26:24.909 --> 00:26:26.110]  I'm going to get our reinforcements.
[00:26:26.350 --> 00:26:26.570]  Get them.
[00:26:26.670 --> 00:26:27.350]  All right.
[00:26:27.370 --> 00:26:27.950]  Let's go.
[00:26:28.010 --> 00:26:28.650]  Let's go.
[00:26:28.670 --> 00:26:29.971]  You look better in person.
[00:26:38.610 --> 00:26:45.732]  Why do you think we're sitting here with cameras and bullhorns?
[00:26:45.772 --> 00:26:48.813]  This horror is inside your mind.
[00:26:49.073 --> 00:26:50.713]  You've been deceived over decades.
[00:27:07.069 --> 00:27:17.138]  Over decades, the more you look into it, you will find out that you live in a perceptual matrix that they have created to commercial TV, television.
[00:27:17.499 --> 00:27:19.280]  They try to form your opinion.
[00:27:19.821 --> 00:27:24.805]  They try to form the perception to something that suits their agenda.
[00:27:25.686 --> 00:27:32.848]  We're here to drag you thinking and screaming out of the false reality that has been created for you by Hollywood, by television.
[00:27:32.888 --> 00:27:34.228]  Why do you think there's a cable?
[00:27:34.248 --> 00:27:36.928]  Why is there a cable running into your house?
[00:27:37.229 --> 00:27:41.469]  How brilliant of a plan was that of the New World Order to say, hey, I got an idea.
[00:27:41.569 --> 00:27:46.551]  I'm a Marine upholding my oath to the Constitution.
[00:27:47.171 --> 00:27:50.792]  That is why I am on this side of the fence.
[00:27:50.852 --> 00:27:52.652]  Your paper notes
[00:27:53.220 --> 00:28:01.005]  Your retirement, your pension, your benefits will not buy you food, milk, and shelter in the future!
[00:28:01.025 --> 00:28:02.566]  Murderous scum!
[00:28:03.007 --> 00:28:04.228]  Murderous scum!
[00:28:04.708 --> 00:28:05.188]  Murderous!
[00:28:05.208 --> 00:28:05.488]  Murderous!
[00:28:05.568 --> 00:28:05.989]  Murderous!
[00:28:06.009 --> 00:28:06.269]  Murderous!
[00:28:06.289 --> 00:28:07.050]  Murderous!
[00:28:07.250 --> 00:28:07.910]  Murderous!
[00:28:08.110 --> 00:28:08.791]  Murderous!
[00:28:09.011 --> 00:28:09.671]  Murderous!
[00:28:09.851 --> 00:28:10.492]  Murderous!
[00:28:10.692 --> 00:28:11.372]  Murderous!
[00:28:11.573 --> 00:28:12.273]  Murderous!
[00:28:12.453 --> 00:28:13.114]  Murderous!
[00:28:13.314 --> 00:28:13.974]  Murderous!
[00:28:14.174 --> 00:28:14.895]  Murderous!
[00:28:15.055 --> 00:28:15.455]  Murderous!
[00:28:15.495 --> 00:28:15.735]  Murderous!
[00:28:15.936 --> 00:28:16.636]  Murderous!
[00:28:16.816 --> 00:28:17.497]  Murderous!
[00:28:17.677 --> 00:28:18.317]  Murderous!
[00:28:18.517 --> 00:28:19.218]  Murderous!
[00:28:19.398 --> 00:28:20.118]  Murderous!
[00:28:20.299 --> 00:28:20.859]  Murderous!
[00:28:21.573 --> 00:28:22.694]  Murderers!
[00:28:22.954 --> 00:28:24.094]  Murderers!
[00:28:24.474 --> 00:28:25.555]  Murderers!
[00:28:43.520 --> 00:28:44.421]  Baby Killers!
[00:28:44.781 --> 00:28:45.141]  Baby Killers!
[00:28:45.221 --> 00:28:45.522]  Baby Killers!
[00:28:45.562 --> 00:28:46.082]  Baby Killers!
[00:28:46.282 --> 00:28:46.802]  Baby Killers!
[00:28:46.862 --> 00:28:47.663]  Baby Killers!
[00:28:47.983 --> 00:28:48.664]  Baby Killers!
[00:28:48.684 --> 00:28:49.244]  Baby Killers!
[00:28:49.564 --> 00:28:49.924]  Baby Killers!
[00:28:49.984 --> 00:28:50.765]  Baby Killers!
[00:28:51.105 --> 00:28:51.766]  Baby Killers!
[00:28:51.786 --> 00:28:52.306]  Baby Killers!
[00:28:52.666 --> 00:28:53.287]  Baby Killers!
[00:28:53.307 --> 00:28:53.807]  Baby Killers!
[00:28:54.147 --> 00:28:54.567]  Baby Killers!
[00:28:54.588 --> 00:28:55.148]  Baby Killers!
[00:28:55.168 --> 00:28:55.508]  Baby Killers!
[00:28:55.528 --> 00:28:55.788]  Baby Killers!
[00:28:55.828 --> 00:28:56.088]  Baby Killers!
[00:28:56.109 --> 00:28:56.489]  Baby Killers!
[00:28:56.549 --> 00:28:56.949]  Baby Killers!
[00:28:56.969 --> 00:28:57.369]  Baby Killers!
[00:28:57.389 --> 00:28:57.790]  Baby Killers!
[00:28:57.810 --> 00:28:58.170]  Baby Killers!
[00:28:58.190 --> 00:28:58.690]  Baby Killers!
[00:28:58.710 --> 00:28:58.970]  Baby Killers!
[00:28:59.010 --> 00:28:59.271]  Baby Killers!
[00:28:59.311 --> 00:28:59.651]  Baby Killers!
[00:28:59.671 --> 00:29:00.391]  Baby Killers!
[00:29:00.431 --> 00:29:00.772]  Baby Killers!
[00:29:00.792 --> 00:29:01.052]  Baby Killers!
[00:29:01.072 --> 00:29:01.412]  Baby Killers!
[00:29:01.432 --> 00:29:01.752]  Baby Killers!
[00:29:01.792 --> 00:29:02.193]  Baby Killers!
[00:29:02.233 --> 00:29:02.473]  Baby Killers!
[00:29:02.493 --> 00:29:02.833]  Baby Killers!
[00:29:02.853 --> 00:29:03.113]  Baby Killers!
[00:29:03.153 --> 00:29:03.433]  Baby Killers!
[00:29:03.453 --> 00:29:03.734]  Baby Killers!
[00:29:03.754 --> 00:29:04.054]  Baby Killers!
[00:29:04.074 --> 00:29:04.354]  Baby Killers!
[00:29:04.374 --> 00:29:04.894]  Baby Killers!
[00:29:04.914 --> 00:29:05.395]  Baby Killers!
[00:29:05.435 --> 00:29:05.915]  Baby Killers!
[00:29:05.935 --> 00:29:06.255]  Baby Killers!
[00:29:06.275 --> 00:29:06.615]  Baby Killers!
[00:29:06.635 --> 00:29:06.996]  Baby Killers!
[00:29:07.016 --> 00:29:07.276]  Baby Killers!
[00:29:07.296 --> 00:29:07.616]  Baby Killers!
[00:29:07.636 --> 00:29:07.876]  Baby Killers!
[00:29:07.896 --> 00:29:08.176]  Baby Killers!
[00:29:09.117 --> 00:29:09.557]  Baby Killers!
[00:29:09.637 --> 00:29:10.098]  Baby Killers!
[00:29:10.118 --> 00:29:10.498]  Baby Killers!
[00:29:10.998 --> 00:29:11.559]  Baby Killers!
[00:29:11.579 --> 00:29:11.919]  Baby Killers!
[00:29:12.790 --> 00:29:14.731]  Come out with your hands up, Bilderberg!
[00:29:14.991 --> 00:29:16.432]  You are committing crimes!
[00:29:16.672 --> 00:29:21.855]  Bilderberg Group, we know you're violating the Logan Act and doing insider trading inside!
[00:29:22.115 --> 00:29:24.076]  We know you're a criminal eugenics group!
[00:29:24.476 --> 00:29:25.136]  Bilderberg!
[00:29:25.337 --> 00:29:27.798]  We know you're engaged in criminal activities!
[00:29:28.098 --> 00:29:29.179]  Bilderberg Group!
[00:29:29.519 --> 00:29:31.100]  David Rockefeller!
[00:29:31.620 --> 00:29:33.461]  Heads of the private Federal Reserve!
[00:29:33.821 --> 00:29:36.342]  The Marine Corps detail guarding you!
[00:29:36.682 --> 00:29:39.444]  What you're doing is illegal domesticating
[00:29:41.226 --> 00:29:57.482]  We are exposing the fact that your fiat currency system is the basis of your control and the way to destroy it is to no longer accept your notes!
[00:30:03.285 --> 00:30:07.606]  We are revealing you as the Puppet Masters.
[00:30:07.887 --> 00:30:12.388]  You will be defeated.
[00:30:12.508 --> 00:30:13.809]  Your days are numbered.
[00:30:14.549 --> 00:30:16.590]  I suggest you leave immediately.
[00:30:17.788 --> 00:30:26.556]  Henry Ford once said, it's just as well that the people do not understand the banking system.
[00:30:27.037 --> 00:30:32.622]  For if they did, there would be a revolution before the morning.
[00:30:33.523 --> 00:30:42.351]  We are waking up to that banking system, and tomorrow there will be a revolution.
[00:30:52.689 --> 00:30:55.911]  Have you been to InfoWarsShop.com lately?
[00:30:56.371 --> 00:31:00.934]  Express your inner patriot with these brand new InfoWars t-shirts.
[00:31:01.494 --> 00:31:04.256]  Say it loud with the InfoWars Bullhorn shirt.
[00:31:04.716 --> 00:31:07.638]  Or educate the sheeple with the Bill of Rights shirt.
[00:31:08.439 --> 00:31:11.821]  Grope the public's mind with the TSA shirt.
[00:31:12.461 --> 00:31:16.744]  And with this shirt, you can let the dark side know of the Rebel Alliance's power.
[00:31:18.145 --> 00:31:21.226]  All available at InfoWarsShop.com.
[00:31:28.066 --> 00:31:29.167]  Patriots are talking!
[00:31:29.667 --> 00:31:34.631]  This past week, it's been about the clandestine elite globalists meeting Bilderberg.
[00:31:35.191 --> 00:31:36.552]  Any of them ever heard of the U.S.
[00:31:36.612 --> 00:31:37.112]  Logan Act?
[00:31:37.673 --> 00:31:47.120]  Oh, you mean that pesky little federal law that states unauthorized citizens shall not coerce with foreign governments unless they face to be fined and imprisoned?
[00:31:47.660 --> 00:31:51.363]  Well, users on Planet InfoWars have, and they're not sitting idly by.
[00:31:52.023 --> 00:31:56.948]  Users like jockdoubleday are completing missions to write articles about the Bilderberg attendees.
[00:31:57.508 --> 00:32:01.892]  In his article, The Devil Wears a Heart Necklace, he features Heather Reisman.
[00:32:02.953 --> 00:32:09.299]  And you can read more about her role at Bilderberg Group and her influence outside of the meeting at planetinfowars.com.
[00:32:09.739 --> 00:32:10.920]  Check out this and more.
[00:32:11.841 --> 00:32:13.403]  Find out what patriots are talking about.
[00:32:18.288 --> 00:32:23.570]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:32:23.830 --> 00:32:26.030]  Start purifying your water with ProPure.
[00:32:26.250 --> 00:32:35.233]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[00:32:35.393 --> 00:32:38.614]  Its filters are silver impregnated to prevent bacterial growth.
[00:32:38.874 --> 00:32:40.294]  There's no priming required.
[00:32:40.574 --> 00:32:42.595]  It's NSF 42 certified.
[00:32:42.855 --> 00:32:45.356]  Optional fluoride filters can reduce fluoride up to 95%.
[00:32:46.476 --> 00:32:47.776]  Easy to set up and use.
[00:32:47.976 --> 00:32:49.277]  Doesn't require electricity.
[00:32:49.417 --> 00:32:52.298]  Purify water from lakes, streams, ponds, and wells.
[00:32:52.598 --> 00:32:55.778]  This filter system leaves in beneficial minerals, which is key.
[00:32:55.998 --> 00:33:00.019]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[00:33:00.160 --> 00:33:02.780]  ProPure is the best gravity-fed filter out there.
[00:33:02.920 --> 00:33:04.221]  It's what my family uses.
[00:33:04.501 --> 00:33:07.741]  Infowars.com already has the lowest price on ProPure.
[00:33:07.842 --> 00:33:13.123]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:33:13.703 --> 00:33:17.546]  You can also call to order 888-253-3139.
[00:33:21.989 --> 00:33:22.649]  And we are back.
[00:33:22.689 --> 00:33:26.572]  Thank you for joining us on this Friday edition of InfoWars Nightly News.
[00:33:26.592 --> 00:33:36.419]  We're about to have an in-depth interview with the head of the Trends Journal, who's been calling it like he sees it, and unfortunately he's been about 99% accurate, Gerald Celente.
[00:33:37.159 --> 00:33:38.720]  My mother's favorite guest.
[00:33:38.780 --> 00:33:40.441]  It was Gerald Cilente and Bob Chapman.
[00:33:40.461 --> 00:33:42.263]  Bob Chapman died Monday.
[00:33:42.283 --> 00:33:46.105]  They buried him, God rest his soul, on Wednesday.
[00:33:46.205 --> 00:33:52.510]  So now he's the sole survivor of my mother's twin favorite guest, and that is Gerald Cilente.
[00:33:52.550 --> 00:33:56.733]  But everybody should pray for Bob and his family, a great patriot in the fight for liberty.
[00:33:57.173 --> 00:34:03.217]  TheInternationalForecaster.com has a lot of the archive work he did, and Bob was also very accurate in his predictions.
[00:34:04.338 --> 00:34:15.002]  Speaking of accurate predictions, Jesse Ventura is back in town and he's going to give us the first interview coming up, I think it's Monday or is it Tuesday, on his new book that we happen to have.
[00:34:15.122 --> 00:34:21.064]  This isn't even for sale until Monday, but we're selling it now at InfoWars.com and your purchase supports the broadcast.
[00:34:21.585 --> 00:34:24.706]  It's Demo, Crips and Re-Blublicans.
[00:34:25.846 --> 00:34:27.067]  No More Gangs and Government.
[00:34:27.107 --> 00:34:29.208]  He told me this title a year ago when he began to write it.
[00:34:29.548 --> 00:34:33.270]  He just finished it a few months ago and it's an amazing new book.
[00:34:33.290 --> 00:34:40.374]  It really helps expose how special interests own both parties and how it's a gang and how you don't get into the upper echelons unless you join the gang.
[00:34:40.735 --> 00:34:42.256]  That's why things can't change.
[00:34:42.536 --> 00:34:48.619]  This is available at InfoWarshop.com or InfoWarstore.com will also get you there.
[00:34:49.019 --> 00:34:49.820]  And your support
[00:34:50.180 --> 00:34:51.681]  Makes all of this possible.
[00:35:21.441 --> 00:35:32.511]  Now, speaking of somebody who understood all of this, Gerald Cilente, been a consultant, worked in government, best-selling author, researcher, one of the top trends forecasters in the world.
[00:35:33.292 --> 00:35:35.494]  And we'll have his website on screen for you.
[00:35:35.534 --> 00:35:42.040]  Hope that you will visit it and sign up for the free trends alerts there, but also sign up to get the journal itself.
[00:35:43.390 --> 00:35:48.036]  Because Gerald has been called by the New York Times, you name it, a pessimist porn dealer.
[00:35:48.176 --> 00:35:51.120]  He said years before it happened, Greece would implode by design.
[00:35:51.600 --> 00:35:56.867]  He said Ireland would, then Spain, then Italy, then Portugal, then France.
[00:35:56.947 --> 00:35:57.127]  Why?
[00:35:57.167 --> 00:35:58.469]  It's all happening just like he said.
[00:35:59.390 --> 00:36:02.073]  He talked about the rise of the Tea Party before it rose.
[00:36:03.174 --> 00:36:05.295]  He has accurately seen what's coming.
[00:36:05.415 --> 00:36:08.137]  And months ago, I don't know, it was two or three months ago, he was on.
[00:36:08.197 --> 00:36:09.817]  He said, I'm disappointed in Ron Paul.
[00:36:09.857 --> 00:36:11.438]  He's not being enough of a hard charger.
[00:36:12.139 --> 00:36:14.620]  He's not going after the Republican-Democratic system enough.
[00:36:15.060 --> 00:36:16.381]  I don't think this is going to go well.
[00:36:16.461 --> 00:36:20.803]  His supporters, like myself, he said of himself, are going to be disappointed.
[00:36:21.584 --> 00:36:27.787]  And the first question I've got for him tonight, before we get into the latest trends, developments, what's happening in the world in general,
[00:36:28.587 --> 00:36:40.950]  And future trends he sees developing and new augmentations or things he can add to some of the interim and closer trends that are now unfolding.
[00:36:41.291 --> 00:36:44.852]  Before we go there, I wanted to ask him the question that's on everybody's mind.
[00:36:45.432 --> 00:36:53.034]  What does Gerald Cilente think of Senator Rand Paul, who's got a pretty good voting record compared to other senators, not as good as his dad, coming out
[00:36:54.222 --> 00:37:03.886]  And endorsing Mitt Romney while simultaneously he's been coordinating with his father's campaign and implying, hey, we're getting the delegates, we're still going to win somehow.
[00:37:04.426 --> 00:37:08.107]  And I'd held my tongue, but around in the offices said, I don't want to hear about this delegate business.
[00:37:08.687 --> 00:37:13.289]  Because if he went in there and even got enough delegates, the media would say he was stealing the election.
[00:37:13.569 --> 00:37:15.310]  But I go, he doesn't even have 20%.
[00:37:15.970 --> 00:37:17.591]  So everybody thinks he's going to win.
[00:37:17.611 --> 00:37:18.571]  They're playing into this.
[00:37:19.711 --> 00:37:23.413]  This is going to be a big letdown when Ron Paul doesn't win.
[00:37:24.744 --> 00:37:32.221]  He's won by injecting constitutionalist ideas, exposing the Federal Reserve, crony capitalism, the monopoly system.
[00:37:33.427 --> 00:37:57.492]  Well, in the same day, last night, Paul comes out in a press release, Senator Paul's father, Congressman Paul, and says, be nice, we're not going to win now with the delegates, go there and be respectful of a Republican system that's stolen delegates, a Republican system that has arrested people and beating them up as we speak at different delegate events everywhere where Paul's got all the delegates and the leadership says we're changing the rules and the cops beat everybody up.
[00:37:58.372 --> 00:38:01.956]  The same Republicans that stole Iowa, that's now come out mainstream news.
[00:38:02.297 --> 00:38:12.567]  The same delegates that have stolen all of these other... The same Republican system that's stolen the delegates and that's stolen these big races.
[00:38:12.968 --> 00:38:13.869]  This is incredible!
[00:38:14.469 --> 00:38:17.331]  And all Ron Paul has is that he's never compromised.
[00:38:17.691 --> 00:38:28.339]  Even if we don't agree with all of his policies, and I agree with almost all of them, it's the fact that he never compromised, never flip-flopped, never was bought off, was a true blue person, even if he wasn't the best orator.
[00:38:29.332 --> 00:38:43.681]  Now, to have Ron Paul come out and do this when his son on the same day comes out and endorses Romney, this has caused a mass exodus, a huge conniption fit inside of Libertarians and Constitutionalists.
[00:38:43.701 --> 00:38:47.604]  And here's the big problem, and I covered it earlier in my message to Ron Paul.
[00:38:49.298 --> 00:38:55.204]  The supporters are now being attacked by the mainline Republicans and said, ah, Kooks, shut up, he's gotten wise.
[00:38:55.604 --> 00:39:03.071]  And it's very insulting and people feel betrayed, they feel used, and they're very, very angry, almost like a scorned woman.
[00:39:03.852 --> 00:39:09.017]  And if this wasn't done on purpose by the Rand Paul and Ron Paul campaigns, it might as well have been.
[00:39:09.398 --> 00:39:13.542]  If Jesse Benton didn't do this on purpose to destroy Ron Paul's name,
[00:39:15.123 --> 00:39:27.051]  Well, then a little devil told him in his ear, because you couldn't figure out a way to destroy Ron Paul's capital better than joining with Romney and telling people, hey, go sit down and shut up and be nice.
[00:39:27.531 --> 00:39:29.953]  So that's my little rant on the subject.
[00:39:30.553 --> 00:39:31.834]  Joining us is Gerald Cilente.
[00:39:31.874 --> 00:39:35.597]  Briefly on that, then we'll segue into all the other data he's got on Europe and more.
[00:39:35.937 --> 00:39:39.279]  Gerald, thank you for coming on with us today.
[00:39:42.358 --> 00:39:43.659]  An amazing time to be alive.
[00:39:44.080 --> 00:39:46.622]  What do you make of the whole Ron Paul, Rand Paul situation?
[00:39:47.923 --> 00:39:50.545]  Rand Paul is an untested commodity.
[00:39:50.565 --> 00:39:52.166]  He's brand new into the game.
[00:39:52.927 --> 00:39:57.931]  He says a lot of things that get people, they knock them off kilter and then he gets back on.
[00:39:58.432 --> 00:40:01.094]  So, you know, I'm not sold on him yet.
[00:40:01.494 --> 00:40:03.816]  And as for Ron Paul, I'm disappointed.
[00:40:04.196 --> 00:40:10.282]  And as you well know, and I've made it publicly clear, he could have been the only candidate that I would have voted for.
[00:40:10.842 --> 00:40:11.964]  And I would have voted for him.
[00:40:12.344 --> 00:40:20.876]  Again, I didn't agree with a lot of what he said, but a lot of, but most of what he said, particularly on the important issues of the wars and the Federal Reserve.
[00:40:21.676 --> 00:40:33.021]  Now by him going and supporting the Republican Party, as I've made very clear, I look at the Republicans and the Democrats as just a political crime family.
[00:40:33.401 --> 00:40:34.222]  A gang of 535.
[00:40:34.302 --> 00:40:37.803]  That's how many Senators and Congressmen there are.
[00:40:38.224 --> 00:40:40.885]  So I'm not going to be an accessory to the crime.
[00:40:41.525 --> 00:40:45.888]  And by voting for a Republican or a Democrat, to me, it's a criminal act.
[00:40:46.209 --> 00:40:51.512]  Because when Ron Paul or Rand Paul says to support...
[00:40:52.657 --> 00:40:55.738]  The Republican Party and Mitt Romney, who is that supporting?
[00:40:56.278 --> 00:40:57.119]  Oh, McConnell?
[00:40:57.919 --> 00:41:00.280]  Lindsey, the Graham Cracker over there?
[00:41:00.880 --> 00:41:02.801]  I mean, look at this cast of characters!
[00:41:03.281 --> 00:41:03.842]  Bonner?
[00:41:04.822 --> 00:41:11.585]  So, who are we supporting by going, taking Ron Paul's word to go after Mitt Romney?
[00:41:11.865 --> 00:41:13.446]  Mitt Romney, there's nothing!
[00:41:13.726 --> 00:41:16.247]  There's absolutely nothing!
[00:41:16.707 --> 00:41:18.648]  There is nothing that
[00:41:19.628 --> 00:41:27.794]  Mittens-Romney stands for that one Ron Paul supporter I know could buy into it.
[00:41:28.595 --> 00:41:30.156]  Tell me the issue.
[00:41:30.376 --> 00:41:34.300]  Tell me one issue that Mittens is on board
[00:41:35.060 --> 00:41:50.080]  With what Ron Paul and all of his supporters, and I know a lot of these guys, particularly these young guys that gave all their sweat, their blood, and their money, and to really, really pound the pavement for Ron Paul.
[00:41:50.100 --> 00:41:52.963]  So I have to tell you, to me this is a sellout.
[00:41:53.484 --> 00:42:02.351]  Because doing anything with the Republican Party or the Democratic Party, as I said, is doing something with the Bananos or the Gambinos.
[00:42:02.651 --> 00:42:06.814]  They're just a crime family with a white shoe label on them.
[00:42:07.074 --> 00:42:08.475]  These are the mass murderers.
[00:42:08.515 --> 00:42:12.719]  Send over drones, start wars, and rob your money.
[00:42:13.019 --> 00:42:16.602]  Why would anybody support them unless they're out of their minds?
[00:42:17.282 --> 00:42:19.483]  Gerald, Ron Paul has a great voting record.
[00:42:19.523 --> 00:42:20.743]  He's a man of integrity.
[00:42:20.983 --> 00:42:22.563]  What are they thinking?
[00:42:23.263 --> 00:42:26.164]  Telling their constituents, hey, we're going to win with the delegates.
[00:42:26.584 --> 00:42:27.284]  Don't worry.
[00:42:27.944 --> 00:42:31.585]  And then now saying, oh, yeah, go be respectful of Romney, basically.
[00:42:31.985 --> 00:42:35.746]  And the same day having Rand come out and make the announcement on Sean Hannity.
[00:42:36.086 --> 00:42:38.687]  I mean, if Paul would have come out with a press conference with his son,
[00:42:40.047 --> 00:42:45.991]  Or if the Senator would have come out and explained, we believe it's politics 101, we want to try to influence from within.
[00:42:46.011 --> 00:42:50.514]  Well that, I mean the polls don't do politics 101, or at least they hadn't.
[00:42:50.814 --> 00:42:52.015]  That's why Ron was loved.
[00:42:52.455 --> 00:42:54.877]  The way they did this is so destructive.
[00:42:54.937 --> 00:42:56.858]  I mean do you think it's ham-fistedness?
[00:42:57.339 --> 00:42:58.840]  Or do you think they lost touch?
[00:42:59.200 --> 00:43:04.603]  Because just as somebody who studies this stuff, I couldn't have imagined, but I know you worked in politics as well.
[00:43:05.565 --> 00:43:09.857]  Something more destructive, more stupid to do.
[00:43:10.378 --> 00:43:11.481]  Why do you think they did this?
[00:43:11.541 --> 00:43:13.166]  Just starstruck by Romney?
[00:43:14.451 --> 00:43:15.092]  Yeah, I don't know.
[00:43:15.172 --> 00:43:19.415]  I don't know if it's inside their head or inside their heart.
[00:43:19.955 --> 00:43:24.078]  And I can only speculate that they didn't have a shot at this.
[00:43:24.579 --> 00:43:29.062]  And it was a face-saving move not to be excluded completely.
[00:43:29.142 --> 00:43:32.525]  And maybe, you know, maybe they'll get a little bit of floor time or something.
[00:43:32.845 --> 00:43:34.466]  Maybe they cut a little deal like that.
[00:43:34.706 --> 00:43:36.508]  But it's good to be excluded from the...
[00:43:37.742 --> 00:43:38.262]  I agree.
[00:43:38.582 --> 00:43:42.324]  As I said, you know, I don't associate with lesser of two evils.
[00:43:42.744 --> 00:43:43.805]  And that's what this is.
[00:43:44.225 --> 00:43:50.868]  So what Ron Paul and Rand Paul have asked their supporters to do is to support a lesser of two evils.
[00:43:51.169 --> 00:44:01.874]  And as I said, show me one, only one, one major issue that Ron Paul's supporters believed Ron Paul in, that Mittens Romney
[00:44:02.674 --> 00:44:03.174]  Supports.
[00:44:03.594 --> 00:44:04.255]  I don't know of any.
[00:44:04.775 --> 00:44:09.456]  So I see absolutely no validity in his doing something like this.
[00:44:10.517 --> 00:44:17.559]  Well, I've quietly had high-level Republican media people contact me and basically tell me this was coming.
[00:44:18.239 --> 00:44:19.419]  And I didn't even know what to say.
[00:44:19.439 --> 00:44:20.900]  I didn't know if they were telling me the truth.
[00:44:21.380 --> 00:44:22.180]  I figured they were.
[00:44:22.220 --> 00:44:23.601]  They've given me good info before.
[00:44:24.741 --> 00:44:27.262]  And just watching a lot of other things happening,
[00:44:28.590 --> 00:44:31.352]  Ron Paul was saying they were going to take over the Republican Party.
[00:44:31.692 --> 00:44:37.695]  But instead, that mafia, as you've described it, that organized crime syndicate, it's just taking them over.
[00:44:38.215 --> 00:44:43.478]  I don't think it's too late, though, for Ron Paul to come out and clarify his stance and try to pull out of this.
[00:44:43.899 --> 00:44:49.902]  But if they continue down this road, man, I think this means curtains for the whole Ron Paul franchise.
[00:44:50.495 --> 00:44:56.158]  Well, again, you know, Rand Paul coming out, and correct me if I'm wrong, supporting Romney.
[00:44:56.338 --> 00:44:56.899]  Is that right?
[00:44:57.059 --> 00:44:57.919]  Yes, we have the clip.
[00:44:57.959 --> 00:44:58.920]  He says he's a great guy.
[00:44:59.380 --> 00:44:59.640]  Yeah.
[00:44:59.900 --> 00:45:02.261]  So, I mean, that to me loses all credibility.
[00:45:02.742 --> 00:45:10.366]  You know, and there is absolutely, as I said, there's not one issue that Romney stands on that Ron Paul supporters believe in.
[00:45:10.746 --> 00:45:16.111]  And here you have Rand Paul, that's supposed to be the follow-up to his father, selling out the folks.
[00:45:16.631 --> 00:45:23.037]  And that's why I've said, Alex, as you well know, I'm not voting in this election.
[00:45:23.517 --> 00:45:31.264]  And my belief is that if less than 40% of the people go to the polls, we can call this an illegitimate election.
[00:45:31.764 --> 00:45:32.645]  What are they giving us?
[00:45:32.725 --> 00:45:37.188]  A choice between Pepsi and Coke, Burger King or McDonald's?
[00:45:37.669 --> 00:45:40.491]  You eat or drink any one of them, it's gonna kill you!
[00:45:41.011 --> 00:45:41.331]  Exactly.
[00:45:41.351 --> 00:45:50.779]  So that's our choice of a country of 312 million people, and we got these two presidential reality show candidates left?
[00:45:51.339 --> 00:45:53.821]  I mean, do you see Obama on The View?
[00:45:54.361 --> 00:45:55.803]  What a disgrace!
[00:45:56.543 --> 00:45:59.206]  Sitting there with the ladies of The View, you know?
[00:46:00.206 --> 00:46:05.912]  You know, Malai and Sasha and his wife there, you know, Michelle.
[00:46:06.132 --> 00:46:08.834]  They make fun of my big ears and my big nose.
[00:46:09.875 --> 00:46:12.377]  Could you imagine Eisenhower sitting there?
