[00:00:42.059 --> 00:00:43.420]  Good evening, InfoWarriors.
[00:34:10.537 --> 00:34:18.625]  Let's go to Rosa Corey and talk to her about Agenda 21 and the loss of our individual liberties.
[00:34:23.190 --> 00:34:29.256]  I really enjoy it when the globalists try to poison us and, well, we resist them via a free market system.
[00:34:30.199 --> 00:34:37.148]  Hello my fellow info warriors, Alex Jones here introducing you to the ProPure family of gravity-fed filters.
[00:34:37.589 --> 00:34:44.558]  Now, you know that the globalists are filling our water with radioactive isotopes, fluoride, lead, mercury, arsenic.
[00:34:45.219 --> 00:34:54.608]  And one of the few systems that can efficiently and economically remove or reduce down to non-detectable levels these poisons are gravity-fed filters.
[00:34:55.048 --> 00:34:57.310]  And ProPure is the top of the line.
[00:34:57.810 --> 00:35:02.355]  Their filters are impregnated with silver, a natural antibiotic,
[00:35:03.055 --> 00:35:06.421]  On top of that, they're bigger so they filter faster.
[00:35:06.721 --> 00:35:09.826]  You don't have to prime these the first time you use them.
[00:35:10.207 --> 00:35:10.868]  It's amazing!
[00:35:10.908 --> 00:35:16.697]  Go to InfoWars.com and click on the shopping cart link to see the entire family of these babies.
[00:35:17.719 --> 00:35:22.721]  Now, the fluoride they add to our water is so tiny that most filters can't cut it out.
[00:35:22.981 --> 00:35:28.944]  But ProPure has their system that will, again, reduce it to non-detectable levels.
[00:35:29.064 --> 00:35:30.924]  Almost get all of it out of there.
[00:35:31.265 --> 00:35:32.245]  That's also available.
[00:35:32.565 --> 00:35:44.530]  And if you look at the different systems they offer, the ProPure Big Brush Finish is on a stand, so it's easier on a table or at your restaurant or wherever you have it to go up with a glass or a mug and fill it up.
[00:35:44.650 --> 00:35:48.692]  Then there's this big baby right here, the Pro-Pure King large version.
[00:35:48.933 --> 00:35:51.034]  Got a lot of different options that come with it.
[00:35:51.394 --> 00:35:55.717]  Also, they have the Pro-Pure Big, probably one of the best values out there.
[00:35:55.977 --> 00:35:57.978]  And of course, it's burnished stainless steel.
[00:35:58.338 --> 00:36:05.743]  And then, what I use on my RV, something that's great for your hunting cabin or the back porch, is the Pro-Pure Traveler.
[00:36:06.283 --> 00:36:11.465]  Small and portable but packs a huge punch, cleans out all that garbage.
[00:36:11.845 --> 00:36:18.527]  They also have a glass site spigot so you don't have to take the top off and look in the bottom area to see how much water.
[00:36:18.567 --> 00:36:22.028]  You can see how fast it's filtering with this optional system.
[00:36:22.268 --> 00:36:22.928]  The Globalist
[00:36:23.388 --> 00:36:25.129]  Obviously you're hitting us through our water.
[00:36:25.429 --> 00:36:27.110]  It's time to take control of our lives.
[00:36:27.371 --> 00:36:30.573]  It's time to not give our children and families these poisons.
[00:36:30.813 --> 00:36:35.276]  And these systems cut it down to non-detectable levels across the board.
[00:36:35.636 --> 00:36:37.857]  ProPure is the name.
[00:36:38.377 --> 00:36:40.379]  I only promote what I believe in.
[00:36:41.019 --> 00:36:44.582]  And I use ProPure in my home and my office.
[00:36:44.882 --> 00:36:49.145]  And I recommend that you check out the information on ProPure at Infowars.com.
[00:36:49.366 --> 00:36:55.590]  We already have the lowest price at Infowars.com on the ProPure gravity filter system.
[00:36:56.371 --> 00:37:04.360]  But when you add in the 10% off when InfoWarriors use the product code WATER at InfoWars.com, nobody can top it.
[00:37:04.740 --> 00:37:06.101]  So again, it's a win-win-win.
[00:37:06.161 --> 00:37:14.851]  Stop drinking the poison water, checkmate the globalists when it comes to your health, and support InfoWars.com and the work we're doing here.
[00:37:15.191 --> 00:37:19.475]  You know, many revolutionaries rob banks and things and kidnap people for funds.
[00:37:19.875 --> 00:37:24.459]  We promote in the free market the products we use that are about preparedness.
[00:37:24.799 --> 00:37:35.007]  That's how we fund this revolution against the New World Order in our move to restore our constitutional republic and a spirit of 1776 worldwide.
[00:37:35.387 --> 00:37:36.909]  Check it out at InfoWars.com.
[00:37:37.409 --> 00:37:38.049]  ProPure.
[00:37:38.530 --> 00:37:39.430]  Top of the line.
[00:37:39.910 --> 00:37:40.651]  Number one.
[00:37:41.031 --> 00:37:46.074]  Most powerful and effective and economical gravity-fed water system in the world.
[00:37:46.374 --> 00:37:46.974]  ProPure.
[00:37:47.314 --> 00:37:50.096]  Available discounted at InfoWars.com.
[00:37:50.376 --> 00:37:53.158]  Don't forget product code WATER to save 10%.
[00:37:53.778 --> 00:37:54.939]  It's the latest generation.
[00:37:55.119 --> 00:37:56.419]  Years in development.
[00:37:56.860 --> 00:37:59.081]  ProPure is the name.
[00:38:03.423 --> 00:38:06.125]  I'm announcing our biggest contest ever.
[00:38:07.216 --> 00:38:13.382]  And we're looking for people who love freedom and who want to be all in in the resistance to tyrants.
[00:38:17.126 --> 00:38:19.389]  So you say you want to fight the New World Order.
[00:38:20.149 --> 00:38:26.256]  Why, if you were on the radio, if you were Alex Jones, you'd really kick some globalist ass.
[00:38:27.608 --> 00:38:28.648]  Well, here's your chance.
[00:38:29.469 --> 00:38:40.474]  We're hiring not one, but two new reporters whose reports are going to be on the radio, whose reports are going to be on the nightly news, who will even anchor the show.
[00:38:41.678 --> 00:38:48.683]  If you're ready, here's your chance to step into my shoes, and I hope you surpass what I've done.
[00:38:49.644 --> 00:38:58.209]  Two winners, $10,000 in prizes, and a shot to be a reporter inside the InfoWars.com Command Center.
[00:38:58.810 --> 00:39:02.833]  We're looking to hire one male reporter and one female reporter.
[00:39:04.051 --> 00:39:20.266]  And when you win, you win $5,000, your video gets seen by hundreds of thousands if not millions of people on YouTube, and you get put into the very front of the running to be hired as a reporter slash anchor right here on our operation.
[00:39:22.639 --> 00:39:25.059]  Do you have what it takes to be the next Info Warrior?
[00:39:25.960 --> 00:39:30.100]  The rules are posted below me here and at InfoWars.com.
[00:39:30.440 --> 00:39:31.461]  This is a big deal.
[00:39:32.081 --> 00:39:34.621]  You know, the globalists are expanding their global empire.
[00:39:35.001 --> 00:39:37.902]  But at the same time, the people are waking up all over the world.
[00:39:39.082 --> 00:39:41.242]  We've expanded our operations in the last year.
[00:39:41.582 --> 00:39:43.463]  We've added the nightly news five nights a week.
[00:39:43.783 --> 00:39:45.203]  We're making more special reports.
[00:39:45.623 --> 00:39:48.624]  We're reaching 15 million people every week.
[00:39:49.344 --> 00:39:50.824]  In a year, I want that to be 30 million.
[00:39:52.386 --> 00:39:54.027]  This is your chance to join the team.
[00:39:54.687 --> 00:39:56.187]  I want to see what you can do.
[00:39:56.948 --> 00:39:58.248]  But a big hint is this.
[00:39:58.989 --> 00:40:01.510]  Can your news piece make the news?
[00:40:02.810 --> 00:40:05.471]  Does it get people's attention?
[00:40:05.791 --> 00:40:07.112]  Does it educate people?
[00:40:07.332 --> 00:40:08.692]  Does it open minds?
[00:40:09.292 --> 00:40:15.555]  That's more important than being beautiful or speaking with perfect eloquence as an orator.
[00:40:16.795 --> 00:40:18.316]  All of that is important.
[00:40:19.468 --> 00:40:24.370]  But we're looking for people that have that magic spark, that fire of liberty in their heart.
[00:40:25.110 --> 00:40:26.811]  Because I want you to join our team.
[00:40:27.211 --> 00:40:32.413]  I want to give you a launch pad so you can really take off and engage the globalists.
[00:40:32.933 --> 00:40:38.836]  And if this works, we'll have contests all the time and we'll continue to build this operation.
[00:40:39.356 --> 00:40:46.479]  I'm involved in a talent search looking for people who have the fires of liberty burning in their hearts and their minds.
[00:40:47.697 --> 00:40:50.803]  You've got until April 30th to complete your news report.
[00:40:51.444 --> 00:40:53.688]  And then we'll announce the winners one week later.
[00:40:54.549 --> 00:40:56.653]  Are you gonna join the InfoWar?
[00:40:57.274 --> 00:40:58.596]  Do you have what it takes?
[00:40:59.718 --> 00:41:00.400]  It's up to you.
[00:41:02.779 --> 00:41:06.182]  All serious entries will be posted on InfoWars.com.
[00:41:06.922 --> 00:41:07.803]  So everybody wins.
[00:41:08.543 --> 00:41:11.886]  You're getting the message of liberty out, and that's what really matters.
[00:41:12.646 --> 00:41:16.149]  But in the final equation, it's not about showing Alex Jones what you got.
[00:41:16.549 --> 00:41:23.474]  It's about showing the world and the globalist that no army can stop an idea whose time has come.
[00:41:24.355 --> 00:41:26.036]  Join me in the InfoWar.
[00:41:31.923 --> 00:41:34.228]  So you say you want to fight the Infowar?
[00:41:35.069 --> 00:41:37.814]  You say you want to go head up against the New World Order?
[00:41:38.556 --> 00:41:40.339]  You can do a better job than Alex Jones?
[00:41:41.381 --> 00:41:42.202]  I know you can.
[00:42:16.149 --> 00:42:18.050]  Welcome back to the InfoWars Nightly News.
[00:42:18.610 --> 00:42:25.436]  If you haven't already, check out the InfoWars.com backslash reporter dash contest.
[00:42:26.918 --> 00:42:28.079]  I think so.
[00:42:54.176 --> 00:42:57.238]  An executive director of the Post Sustainability Institute.
[00:42:57.618 --> 00:43:07.083]  The Post Sustainability Institute was established to study the effects of Agenda 21 and communitarianism on liberty.
[00:43:07.483 --> 00:43:14.987]  And if that word is new to you, we will get the definition here shortly with this little demonstration with Rosa Corey.
[00:43:15.287 --> 00:43:16.508]  Thanks for joining us, Rosa.
[00:43:17.429 --> 00:43:18.289]  Great to be with you.
[00:43:19.250 --> 00:43:22.892]  Okay, I want to start out obviously with the definition
[00:43:24.025 --> 00:43:25.326]  Of communitarianism.
[00:43:26.467 --> 00:43:26.767]  Wow.
[00:43:26.948 --> 00:43:35.655]  Well, communitarianism is a social and political philosophy that's behind United Nations Agenda 21, Sustainable Development.
[00:43:36.215 --> 00:43:43.642]  So it's really important to understand that it balances the individual's rights with the rights of the community.
[00:43:44.595 --> 00:43:54.978]  And, you know, we were born with our individual rights, life, liberty, and the pursuit of happiness, but the rights of the community are completely undelineated and not defined.
[00:43:55.018 --> 00:43:59.700]  They can change at any time and be taken away or granted by your government.
[00:44:00.180 --> 00:44:11.892]  So this is really important to understand that communitarianism says you have to balance the rights of the individual, that selfish individual view, with the rights of the community.
[00:44:12.333 --> 00:44:17.218]  And in this case, it could be either your local community or the global community.
[00:44:19.111 --> 00:44:35.639]  So, when we're thinking about that, we think about a great visual for that is two glasses, two clear glasses, and one is a clear glass of water, and that is your constitutional republic.
[00:44:35.699 --> 00:44:37.380]  Those are your individual rights.
[00:44:38.020 --> 00:44:46.444]  In the other glass, you've got milk, and that is a communitarian state, which would be like communist
[00:44:49.952 --> 00:44:50.872]  Nazi Germany.
[00:44:51.333 --> 00:44:53.374]  Those are communitarian states.
[00:44:53.854 --> 00:44:55.354]  So you want to balance those.
[00:44:55.374 --> 00:45:03.578]  So you're going to take a clear glass pitcher, put it in between them on the table, and take those two glasses and balance them.
[00:45:03.718 --> 00:45:07.540]  You're balancing the individual's rights with the rights of the community.
[00:45:08.000 --> 00:45:09.341]  What happens to that water?
[00:45:10.221 --> 00:45:10.841]  Got milk?
[00:45:11.462 --> 00:45:12.562]  That's what happens.
[00:45:12.602 --> 00:45:13.963]  What we have is water milk.
[00:45:14.673 --> 00:45:16.674]  Yeah, you've got milk, really.
[00:45:16.995 --> 00:45:19.716]  Because you have lost your individual rights.
[00:45:19.976 --> 00:45:25.780]  Individual rights they are subsumed into and subordinate to the rights of the community.
[00:45:26.221 --> 00:45:28.222]  And now you have lost your rights.
[00:45:28.282 --> 00:45:32.905]  The individual is considered to be a threat to the global community.
[00:45:34.446 --> 00:45:37.328]  Well, that certainly doesn't taste like freedom to me.
[00:45:39.098 --> 00:45:41.319]  I'm only assuming because I'm not going to taste that.
[00:45:42.640 --> 00:45:46.182]  I've had enough watered down milk from a local grocery store.
[00:45:47.562 --> 00:45:51.544]  Let's also get into how the property scam works.
[00:45:52.025 --> 00:46:00.329]  How the property taxes work on regionalization and sustainable development.
[00:46:01.274 --> 00:46:04.437]  Great, well I do go into this a lot in my book.
[00:46:06.440 --> 00:46:12.987]  Obviously, when you're looking at Agenda 21, Sustainable Development, it has to be funded.
[00:46:13.647 --> 00:46:21.736]  This is a global plan, but it is implemented locally in your town, in your county, in your state, in your country, wherever you live in the world.
[00:46:22.737 --> 00:46:32.010]  So, they use either your property tax dollars, your transportation tax dollars, or your income tax dollars.
[00:46:32.571 --> 00:46:38.560]  Whatever they've got, they give government grants to your community, to your town, or with redevelopment
[00:46:39.000 --> 00:46:54.424]  They have rezoned huge areas of your town to the preferred development model for Agenda 21, which is smart growth, high density development, stack and pack, ground floor retail with several stories of residential above.
[00:46:54.764 --> 00:46:55.845]  Does it pencil out?
[00:46:56.205 --> 00:47:00.906]  It doesn't make money, because nobody really wants it in these little towns and communities.
[00:47:01.366 --> 00:47:04.648]  So, it has to get subsidized with your tax dollars.
[00:47:05.108 --> 00:47:26.502]  And your government uses redevelopment, which is a way to take your property tax dollars, and instead of using them for what you think they should be used for, like your parks, your schools, your roads, your hospitals, your police and fire, that money goes to a redevelopment agency that gives it to private developers.
[00:47:26.782 --> 00:47:27.443]  What?
[00:47:28.163 --> 00:47:29.384]  Yes, it does!
[00:47:30.089 --> 00:47:31.430]  That's where your money's going.
[00:47:31.510 --> 00:47:36.252]  That's one reason why so many towns and cities are bankrupt now.
[00:47:36.692 --> 00:47:38.313]  Because the money was diverted.
[00:47:38.613 --> 00:47:40.894]  It was supposed to be used for your services.
[00:47:41.475 --> 00:47:43.295]  And then you get blighted property.
[00:47:43.375 --> 00:47:48.158]  And then how does blight... How do they work the blighted property into the scam?
[00:47:49.189 --> 00:47:50.610]  Well, this is how they do it.
[00:47:51.091 --> 00:47:55.435]  Because these areas, it might be a huge portion of your city.
[00:47:55.495 --> 00:48:00.441]  Some cities, up to 80 or 90% of the entire city is declared to be blighted.
[00:48:00.961 --> 00:48:09.430]  It's identified as being an area that no one would invest in unless property tax dollars were given to those people as an incentive.
[00:48:09.770 --> 00:48:11.391]  That's how they get away with it, see?
[00:48:11.671 --> 00:48:20.414]  They take, for 30 years, they take your property tax dollars, they indebt themselves to bond brokers, and that's where it's at.
[00:48:20.654 --> 00:48:26.737]  The bond brokers take your tax money, they have indebted your city, so your city's gonna sink.
[00:48:27.197 --> 00:48:34.601]  Under this huge burden of debt, unless people build these huge developments, and then it generates supposedly more tax dollars.
[00:48:34.941 --> 00:48:55.152]  But now, there is no desire for it, no demand for it, and that's why your money is getting pounded down that drain, to develop all that bankrupt retail, and many stories of residential that's sitting there vacant now, in the middle of most cities in the entire US.
[00:48:55.936 --> 00:49:04.199]  And of course we have to go down and speak out at our city council, but you get into detail in the book about the Delphi technique.
[00:49:04.779 --> 00:49:05.300]  That's right.
[00:49:05.520 --> 00:49:06.420]  And how it's used.
[00:49:07.340 --> 00:49:08.881]  Could you speak about that a little bit?
[00:49:09.796 --> 00:49:11.578]  Absolutely, because you know what?
[00:49:12.038 --> 00:49:15.621]  Hey, you didn't just wake up and find out that you live in a dictatorship.
[00:49:15.741 --> 00:49:19.164]  Your government does not want you to be aware of what's going on.
[00:49:19.244 --> 00:49:20.705]  I know this is not news to you.
[00:49:21.145 --> 00:49:30.793]  So, what they do, what your government has done, is hired consultants that are experts in this technique, which was developed by the Rand Corporation in the 1960s.
[00:49:30.893 --> 00:49:33.435]  It's called the Delphi Technique.
[00:49:33.795 --> 00:49:35.377]  Thank you for having me.
[00:49:50.095 --> 00:50:01.099]  So this is when you get invited to a visioning meeting, or a workshop, or a charrette, and you're invited to this meeting, you go on down there, you think you're really having some input, but really you're not.
[00:50:01.419 --> 00:50:09.382]  And this is designed to direct large groups of people to a predetermined outcome so that you think you're influencing your government.
[00:50:09.742 --> 00:50:18.045]  And so when your tax dollars are being used, when your zoning in your town is being changed to develop this
[00:50:18.405 --> 00:50:18.966]  Thank you.
[00:50:34.460 --> 00:50:41.482]  To your city council, to your planning department, to those meetings, and you stand up and you tell them, this is not your plan.
[00:50:41.742 --> 00:50:49.324]  We're doing it all over the United States and all over the world, because the plan is the same, no matter where you are in the world.
[00:50:49.624 --> 00:50:55.426]  New Zealand, Australia, Canada, the UK, United States, it's all the same plan.
[00:50:56.766 --> 00:50:59.467]  And your book gets into your fight, your own personal fight.
[00:51:00.939 --> 00:51:06.263]  Yeah, well we sued to stop a huge redevelopment project and we sued it.
[00:51:06.883 --> 00:51:08.645]  I raised about half a million dollars.
[00:51:09.525 --> 00:51:10.726]  It was a huge project.
[00:51:10.806 --> 00:51:12.307]  We stopped it for three years.
[00:51:12.427 --> 00:51:15.349]  We did lose, but we went on appeal.
[00:51:15.389 --> 00:51:19.752]  We lost again, but we managed to stop that project until the economy collapsed.
[00:51:19.992 --> 00:51:27.638]  And they were not able to build all of that smart growth and steal our property tax dollars for 30 to 45 years in my city.
[00:51:27.919 --> 00:51:28.939]  And you can do it too.
[00:51:29.019 --> 00:51:38.047]  I really encourage people to get my book and or go on our website DemocratsAgainstUNagenda21.com and check it out.
[00:51:39.363 --> 00:51:40.264]  Well, the U.N.
[00:51:40.324 --> 00:51:46.367]  has been a focus of our show tonight, and it is a many-tentacled octopus.
[00:51:47.147 --> 00:51:49.489]  Are there other aspects about the U.N.
[00:51:49.529 --> 00:51:54.171]  that you've discovered from your own research on Agenda 21?
[00:51:55.352 --> 00:51:59.314]  It's global tentacles as far as
[00:52:02.715 --> 00:52:05.958]  Earlier we were speaking about the War Powers Resolution and how the U.N.
[00:52:05.978 --> 00:52:11.983]  has pretty much claimed the American military as their own to do their dirty work.
[00:52:12.903 --> 00:52:16.686]  Is there anything else in your research that you've discovered about the U.N.
[00:52:17.047 --> 00:52:18.328]  that's outside of Agenda 21?
[00:52:19.568 --> 00:52:25.650]  Well, you know, it's not what is United Nations Agenda 21, it's what isn't.
[00:52:25.950 --> 00:52:36.594]  And you are going to look long and hard to find something that isn't, because this is a global plan, and it's implemented locally, but it is a plan for inventory and control.
[00:52:37.114 --> 00:52:50.304]  Of all aspects of the world, all aspects of land, water, and human plants, animals, everything, everything that you impact and that impacts you is being monitored, controlled, and inventory.
[00:52:50.665 --> 00:53:06.877]  So when you see, for instance, in your town, a regional meeting, or when you see a bike boulevard, or when you see that your neighborhood association is not going to let you run for neighborhood president unless you've been vetted by the board first.
[00:53:07.277 --> 00:53:24.258]  Amazingly enough, this is all United Nations Agenda 21, Sustainable Development, and it's in your universities, it's in your planning departments, it's all over your government, and that's why you have to get sharp at identifying it, because it's not called Agenda 21.
[00:53:25.399 --> 00:53:37.368]  And in fact, the American Planning Association has published documents and they had a communications boot camp for planners to teach them how to deal with us because we are waking up and getting active.
[00:53:37.668 --> 00:53:38.949]  And this is worldwide.
[00:53:39.049 --> 00:53:50.458]  People are recognizing that UN Agenda 21 comes under many different names and that you have to, you know, get sharp and identify it and fight it where you are.
[00:53:50.698 --> 00:53:51.679]  Fight it locally.
[00:53:52.659 --> 00:53:56.080]  Well, I'm sure we have plenty of Delphi meetings going on here in Austin.
[00:53:56.100 --> 00:54:01.861]  We've got plenty of growth, of smart growth, going on in the center of our town.
[00:54:02.641 --> 00:54:06.442]  How would somebody like me go about infiltrating?
[00:54:07.443 --> 00:54:13.224]  Let's say I have other members here, and of course there's going to be one person who's going to represent the Delphi technique.
[00:54:14.329 --> 00:54:26.663]  Do I go in there, and would it be a good strategy to go in there and just openly say, I am here, I'm against you, I know this is Agenda 21, or is there another technique that our listeners could use?
[00:54:27.642 --> 00:54:38.052]  Well, you know, I believe it's a big tent and there's room for everybody and however you get to it is great, but in my book I do describe how to anti-Delphi a meeting.
[00:54:38.412 --> 00:54:47.200]  And these are very tightly regulated meetings where the facilitator has been trained in the Delphi technique and basically they don't allow dissent.
[00:54:47.560 --> 00:54:50.343]  That's the most important thing to know about communitarianism.
[00:54:50.823 --> 00:54:57.535]  It gives the illusion of buy-in by the community, but there's no allowing for dissent, and that's you.
[00:54:57.756 --> 00:54:58.938]  You are the dissenters.
[00:54:59.018 --> 00:54:59.960]  You're the resistance.
[00:55:00.484 --> 00:55:06.309]  So when you go into those meetings, I've got this in the back of my book, there's 20 pages on what you can do in this book.
[00:55:06.689 --> 00:55:20.661]  So when you go to the back of the book, it's in there, it says basically what you do, go into the meeting with your group, however many people you have, you've met in advance, you know, you understand the purpose of the meeting and why you are there.
[00:55:21.281 --> 00:55:23.383]  It may be a regional plan meeting, whatever.
[00:55:23.783 --> 00:55:24.444]  You go in there.
[00:55:24.504 --> 00:55:27.306]  You don't identify yourself with your real name.
[00:55:27.786 --> 00:55:30.108]  You don't identify the people you're with.
[00:55:30.168 --> 00:55:32.110]  You never acknowledge that you are together.
[00:55:32.350 --> 00:55:33.591]  You don't speak to each other.
[00:55:33.931 --> 00:55:41.297]  While you're in that meeting, you are there to stop that meeting and to reveal that it is not your idea.
[00:55:41.337 --> 00:55:42.138]  It's not your plan.
[00:55:42.658 --> 00:55:44.000]  So, there's a way to do it.
[00:55:44.320 --> 00:55:44.941]  You go in.
[00:55:45.682 --> 00:55:49.106]  There's a series of questions that you ask.
[00:55:49.226 --> 00:55:52.710]  There's a way to reveal that it is not your plan.
[00:55:53.130 --> 00:56:01.660]  You move into that meeting, and you sit at the different tables, or you sit around that auditorium.
[00:56:03.677 --> 00:56:04.158]  Thank you so much.
[00:56:21.078 --> 00:56:25.782]  Even though you're saying that I have some input, is there any way to stop this plan?
[00:56:26.142 --> 00:56:33.929]  That's a fabulous question to ask, because it completely stops the entire meeting right there.
[00:56:34.189 --> 00:56:37.592]  When you say, is there anything that we can do to stop this plan?
[00:56:38.092 --> 00:56:39.754]  Because the truth is, there is not.
[00:56:40.519 --> 00:56:52.265]  And so you're told that the way you live now is business as usual, and that that's no good, that you have to take a planned future, that that's the choice that you're supposed to pick.
[00:56:52.445 --> 00:56:59.048]  And if you want clean air and water, and you want jobs, then you're going to have to go along to get along with their plan.
[00:56:59.628 --> 00:57:08.038]  So I show you how to stop those meetings, how to reveal that they are not your plan, and mainly what you're doing, you're not waking up the facilitator.
[00:57:08.438 --> 00:57:09.660]  They're never going to move.
[00:57:09.800 --> 00:57:11.221]  They're not going to change their minds.
[00:57:11.582 --> 00:57:13.384]  It's the audience that you're reaching.
[00:57:13.684 --> 00:57:15.166]  Your fellow citizens.
[00:57:15.446 --> 00:57:16.568]  That's who you're talking to.
[00:57:17.418 --> 00:57:18.619]  Yep, and there's plenty of us.
[00:57:19.140 --> 00:57:20.121]  There's plenty of us.
[00:57:20.141 --> 00:57:21.924]  It's true.
[00:57:21.964 --> 00:57:24.747]  There's over 300 million of us, and there's only a few of them.
[00:57:25.388 --> 00:57:29.132]  So, in closing, Rosen, I want to thank you again for joining us.
[00:57:30.689 --> 00:57:38.014]  Is there anything that you want to add to the future of Agenda 21?
[00:57:38.334 --> 00:57:41.076]  What can we see in the next, well, by the end of 2012?
[00:57:42.217 --> 00:57:48.542]  Is there anything that you can forecast that we may be seeing here very soon?
[00:57:49.929 --> 00:57:57.512]  Well, what I'm really hoping to see is a worldwide movement of people just like ourselves who are going to get up and say, absolutely not!
[00:57:57.733 --> 00:57:59.573]  We will not stand for this.
[00:57:59.974 --> 00:58:02.174]  This is not the way free people live.
[00:58:02.535 --> 00:58:04.055]  We will not be dullified.
[00:58:04.235 --> 00:58:05.896]  We will not be moved like this.
[00:58:06.116 --> 00:58:08.397]  We will not go along to get along.
[00:58:08.417 --> 00:58:11.118]  We will shut this down.
[00:58:11.239 --> 00:58:12.479]  We will speak out together.
[00:58:12.599 --> 00:58:13.339]  We will stop it.
[00:58:13.500 --> 00:58:16.981]  If we don't do it, you have an opportunity now.
[00:58:17.121 --> 00:58:18.702]  There's a window of opportunity now.
[00:58:19.282 --> 00:58:20.442]  We need to work together.
[00:58:20.623 --> 00:58:21.903]  It's not a left-right thing.
[00:58:22.043 --> 00:58:24.144]  Don't be misled by that.
[00:58:24.524 --> 00:58:26.745]  It's not Republican, Democrat, or left-right.
[00:58:26.905 --> 00:58:27.705]  Join together.
[00:58:27.725 --> 00:58:29.266]  Fight this together.
[00:58:29.546 --> 00:58:35.908]  This is something we can win, but we have to speak out, and we must get active, all of us, right now, together.
[00:58:36.848 --> 00:58:43.350]  Well, thank you, Rosa, for your fight for liberty, and thanks for joining us again, and we will talk to you very soon.
[00:58:44.131 --> 00:58:44.511]  Thank you.
[00:58:45.686 --> 00:58:48.448]  All right, folks, that's going to do it for the nightly news.
[00:58:48.568 --> 00:58:56.392]  Again, we want to thank Rosa Corey for joining us and tending to those brush fires in the minds of many men and women in this country.
[00:58:56.912 --> 00:59:02.555]  This book is available at Infowars.com, at the store at Infowars.com.
[00:59:03.116 --> 00:59:09.719]  Pick one up, pass it around, pick another one up, pass it around.
[00:59:12.452 --> 00:59:16.133]  The name of the book is Behind the Green Mask, UN Agenda 21.
[00:59:16.713 --> 00:59:22.155]  An excellent read, a quick read, and that's going to do it.
[00:59:22.195 --> 00:59:26.056]  Thank you for joining us here on InfoWars Nightly News.
[00:59:26.216 --> 00:59:32.617]  I want to thank Alex Jones for being the man that he is and giving me the opportunity tonight to host the news.
[00:59:33.618 --> 00:59:37.159]  And we will see you again, Lord willing, on Monday.
[00:59:38.139 --> 00:59:38.699]  Have a good evening.
