[00:00:03.800 --> 00:00:03.840]  Oh,
[00:33:42.977 --> 00:33:45.440]  Deeper Insights into the Illuminati Formula, Part 1.
[00:33:45.901 --> 00:33:48.784]  How the control comes about by Fritz Springermeier, Part 2.
[00:33:49.645 --> 00:33:52.007]  How the help comes about with Cisco Wheeler.
[00:33:52.467 --> 00:33:56.570]  And so, again, he joins us here today to break this down.
[00:33:56.590 --> 00:33:58.592]  Then I have a few news articles I want to mention to him later.
[00:33:58.932 --> 00:34:01.134]  Okay, Fritz, good to have you here in studio, my friend.
[00:34:01.194 --> 00:34:01.594]  Thank you.
[00:34:01.974 --> 00:34:02.935]  It's a privilege.
[00:34:03.175 --> 00:34:04.216]  It's a privilege to have you here.
[00:34:04.496 --> 00:34:11.582]  Tell us about, actually, let's get into your awakening first and the short course and how you woke up to mind control.
[00:34:11.922 --> 00:34:16.526]  Then let's get into the current events and then back in to the deeper areas of mind control.
[00:34:16.546 --> 00:34:18.127]  But tell us about Fritz Springmeier.
[00:34:18.792 --> 00:34:31.301]  Okay, all of us have heard the term mind control, but I was totally unaware of the Illuminati's mind control, which is like a million times more powerful than what we think of when we think of mind control.
[00:34:31.321 --> 00:34:47.594]  I started working with people that were trying to escape the Illuminati, and at that point my learning curve improved drastically because I started realizing the things that were keeping them from escaping and
[00:34:48.758 --> 00:34:51.921]  One of the big things was the mind control.
[00:34:54.343 --> 00:34:59.767]  If they tried to talk about what they had been involved with, suicide programming would kick in.
[00:35:01.648 --> 00:35:04.771]  So I had to deal with suicide programming like
[00:35:07.021 --> 00:35:18.906]  The woman that helped me with this Deeper Insights, as we would be going through deprogramming, I would sometimes be dealing with like six or more suicide programmings going off.
[00:35:19.286 --> 00:35:27.989]  She'd be wanting to slash herself, she would be grabbing drugs, and I'd be having to take them out of her hand, and on and on.
[00:35:28.769 --> 00:35:33.891]  And so I had to watch every second to make sure that she didn't self-destruct.
[00:35:36.404 --> 00:35:45.189]  I got on-the-job training and I got to see the handlers, the programmers, and all these people come around, try to interfere in their life.
[00:35:45.709 --> 00:36:03.040]  It was totally amazing and so I guess you could say I was learning in the school of hard knocks and at a certain point I felt like I knew enough and had gotten to the point where I could
[00:36:04.091 --> 00:36:15.449]  Expose what was going on and I tried to I had like 150 files of different things that were being done in the mind control and I knew that was way too much and I boiled it down
[00:36:15.905 --> 00:36:16.466]  Full spectrum!
[00:36:44.324 --> 00:36:45.325]  Yeah, exactly.
[00:36:45.745 --> 00:36:50.389]  So, you know, as kids, we used to do a real simple type of mind control.
[00:36:50.409 --> 00:36:56.253]  We'd grab someone's arm and twist it behind their back and say, say, uncle, you know.
[00:36:56.574 --> 00:37:02.038]  Well, they also use physical threats against people.
[00:37:02.599 --> 00:37:06.882]  And if you start to think about each one of these types of mind control,
[00:37:07.486 --> 00:37:17.210]  In themselves, they're almost sufficient to control a person, but if you add them together in a sophisticated package, that group package locks the person in.
[00:37:17.990 --> 00:37:23.413]  And not only that, but they have these people blackmailed.
[00:37:23.873 --> 00:37:29.015]  They sometimes set them up with great careers, maybe they're a judge, but they've come in
[00:37:29.838 --> 00:37:34.080]  And like Cisco would tell me, she would tell me how she was used as like a ten-year-old.
[00:37:34.480 --> 00:37:47.545]  She would go into a judge who would enjoy this pedophilia experience and then she would have a part of her mind, which is called an altar, that was programmed to go comatose.
[00:37:47.866 --> 00:37:51.707]  So in the middle of him slapping her around, she would go comatose.
[00:37:51.727 --> 00:37:56.009]  He would think that she had died, that he had murdered this little child, that he was
[00:37:56.607 --> 00:37:56.767]  Well,
[00:38:10.629 --> 00:38:27.783]  Who actually saw all of the files for his state that showed that everybody who was of any significance and had any power, they had the goods on that person that if they didn't tow the line, they could send them to prison.
[00:38:28.223 --> 00:38:37.411]  So even if the person that you know that is in government has a good heart, they're
[00:38:38.374 --> 00:38:42.155]  They know that they have to toe the line if they don't want to be taken down.
[00:38:42.195 --> 00:38:52.277]  And sometimes some of these characters that we see in the media that they decide to go after, they've stepped over the line somewhere and now they're going down.
[00:38:52.837 --> 00:38:54.237]  And they have the power to do it.
[00:38:54.657 --> 00:39:00.398]  Sure, and the system also promotes their compromised minions and then gets them to run for office.
[00:39:01.238 --> 00:39:04.879]  And then the occasional person that gets in who they don't control, they just try to demonize.
[00:39:05.640 --> 00:39:06.461]  Right, exactly.
[00:39:07.061 --> 00:39:08.182]  Or they just ignore.
[00:39:09.283 --> 00:39:17.969]  For years, I was putting out this important information and I was totally ignored.
[00:39:18.890 --> 00:39:21.652]  I mean, mainstream media never interviewed me.
[00:39:24.114 --> 00:39:30.879]  Now, thanks to you and your show, I'm getting some exposure.
[00:39:30.959 --> 00:39:35.082]  But for many years, I was just a quiet mouse in the corner.
[00:39:35.967 --> 00:39:37.628]  When did they really start coming after you?
[00:39:38.228 --> 00:39:42.751]  Do you know what buttons it was that you pushed or what tripwires you hit?
[00:39:44.292 --> 00:40:02.183]  I started writing and exposing them in 1990 and what happened was they started surrounding me with a lot of people that pretended to be my friends but weren't, were working for them and they were sizing me up, they were sizing up where my weak points were
[00:40:02.748 --> 00:40:05.070]  What my routines, how I thought.
[00:40:05.590 --> 00:40:13.055]  And then in 95, so it took him about four years, in 95 everything just came down on me.
[00:40:13.715 --> 00:40:27.364]  And I believe I was divinely protected and I came out through that at the end of 95 still intact and still able to stand on my feet so to speak.
[00:40:27.985 --> 00:40:31.607]  And then the next time I really got slam dunked
[00:40:32.153 --> 00:40:39.579]  Was in 2001 when they raided my place, which felt like a full military operation.
[00:40:39.699 --> 00:40:48.445]  Helicopters, the helicopters chased the horses in my pasture so that they ran through the bobbed wire fence and had to be sewed up the next day by the vet.
[00:40:48.865 --> 00:40:50.426]  They had snipers in the woods.
[00:40:50.487 --> 00:40:55.410]  They had, it was a full-blown military operation when they raided my place.
[00:40:55.490 --> 00:41:00.514]  And from then on, just a matter of time before they were able to
[00:41:01.186 --> 00:41:05.570]  Well, Fritz, continuing along the line of all this, you know, we don't just talk about
[00:41:14.912 --> 00:41:27.324]  You know, Pedophile Valley there in Pennsylvania, and that'll operation with kids, or Boys Town, or any of this, or the UN, you just type in UN, child sex slaves, there's thousands of articles, they're always doing it, and they go Diplomatic Immunity.
[00:41:27.804 --> 00:41:27.984]  Right.
[00:41:28.425 --> 00:41:39.796]  This is a guild, this is a group that gets into power so they can operate and get away with it, and it even came out that the Texas Youth Commission, with all the kids they've grabbed, the CPS, you name it,
[00:41:41.023 --> 00:41:46.568]  We're using them as child sex slave brothels, and the Texas Rangers tried to stop them, and they were blocked.
[00:41:47.088 --> 00:41:48.689]  And the head of the DPS was removed.
[00:41:48.769 --> 00:41:52.712]  So, even when the state police tried to stop it, it was no.
[00:41:52.852 --> 00:42:02.780]  And that was exactly what came out in the news, but only the back of the paper, was it was judges and the local government people, they were the ones going to the youth commissions to rape the children.
[00:42:03.420 --> 00:42:06.783]  And then, I mean, and you realize, my God, there's these, who are these people?
[00:42:08.044 --> 00:42:09.425]  I guess you could call them the Illuminati.
[00:42:10.057 --> 00:42:17.100]  Well, not all of them necessarily are part of the Illuminati, but they're definitely part of the network.
[00:42:18.421 --> 00:42:25.104]  They're going along with the system, and they've gone beyond.
[00:42:25.244 --> 00:42:31.407]  At first, they were just using this trauma-based mind control on their own people, but they've now expanded it.
[00:42:33.918 --> 00:42:35.399]  used on the general population.
[00:42:35.459 --> 00:42:36.380]  That was my next question.
[00:42:36.400 --> 00:42:37.000]  I have it right here.
[00:42:37.140 --> 00:42:38.461]  Mass mind control.
[00:42:38.481 --> 00:42:41.084]  You're talking about suicide record in the military.
[00:42:41.104 --> 00:42:43.265]  It's like six, seven times any previous record.
[00:42:44.727 --> 00:42:47.649]  Death education, which they prove teaches kids how to commit suicide.
[00:42:47.689 --> 00:42:48.650]  So that number goes up.
[00:42:48.990 --> 00:42:50.612]  The psychotropics cause suicide.
[00:42:50.992 --> 00:42:52.874]  There's more suicide, there's more psychotropics.
[00:42:53.294 --> 00:42:59.139]  I mean, this is quite a plan they've created, but they admit people go into a dream state when they go into suspended disbelief.
[00:42:59.239 --> 00:43:01.141]  I go to a movie now, never suspended disbelief.
[00:43:01.961 --> 00:43:04.583]  It's like childlike watching the public watch these movies.
[00:43:05.063 --> 00:43:08.005]  Other people though, TV, anything, they're in a dream state.
[00:43:08.045 --> 00:43:13.288]  Describe the languages being reduced, people's brainwaves are being lowered.
[00:43:13.948 --> 00:43:15.849]  Break down the mass mind control, how that's working.
[00:43:16.730 --> 00:43:29.797]  Well, the television is a very effective vehicle and Anton LaVey said that that was a satanic altar to bring satanism to the general population.
[00:43:29.817 --> 00:43:30.858]  They assault you through it.
[00:43:31.360 --> 00:43:35.062]  Yeah, yeah, and he's right.
[00:43:36.703 --> 00:43:55.433]  It's most amazing, I've sat there and watched Christians, they're not even critically thinking, they put in these Walt Disney movies that are just a cult from start to finish, and then feel like they're giving their children something decent.
[00:43:56.533 --> 00:43:59.115]  Even watching the Olympics, you know,
[00:44:00.479 --> 00:44:06.262]  And I'm not trying to say this to criticize anything, I'm just raising people's awareness.
[00:44:06.302 --> 00:44:13.265]  This Olympics that we have going on, the first song that they played, that the orchestra played, was Nimrod.
[00:44:13.645 --> 00:44:14.805]  Who is Nimrod?
[00:44:15.106 --> 00:44:21.328]  And these people, the Rothschilds that I write about in there, they trace their genealogy back to Nimrod.
[00:44:21.708 --> 00:44:25.030]  Who was Nimrod and why do we celebrate
[00:44:25.510 --> 00:44:31.033]  Christmas when we celebrate it, and... Let me ask you the question... These are all questions people should be asking.
[00:44:31.053 --> 00:44:35.436]  Since you bring up the Olympics, for those that didn't watch it, I watched the opening ceremony, like, two hours of it.
[00:44:35.456 --> 00:44:36.236]  It was nauseating.
[00:44:36.637 --> 00:44:37.997]  I was fully conscious watching it.
[00:44:38.358 --> 00:44:45.682]  Flashing pyramids, all seeing eyes, eyes on fire, men humping each other, but at split second, I'm like, telling my family, do you see this?
[00:44:45.702 --> 00:44:46.662]  They're like, no, what are you seeing?
[00:44:46.982 --> 00:44:48.083]  I'm like, well, you're relaxed.
[00:44:48.603 --> 00:44:49.064]  Wake up.
[00:44:49.764 --> 00:44:52.606]  Women kissing, and the media even covered it later, but they would flash
[00:44:54.987 --> 00:45:04.329]  Women kissing, men humping, pyramids, demons rising, feeding on children in hospital beds, three different audios at once to overwhelm the conscious mind.
[00:45:04.649 --> 00:45:06.450]  Explain what's happening there.
[00:45:06.930 --> 00:45:10.211]  It's overt mind control, but like you said, it was total fusion.
[00:45:13.932 --> 00:45:17.395]  After about an hour and a half, I had to go out of the room, and I kept coming back, and I said, that's it, let's turn it off.
[00:45:17.795 --> 00:45:23.840]  I was becoming physically ill, because it was just this banging and clanging, and my mom's like, why is it so horrible?
[00:45:23.880 --> 00:45:24.180]  Why is it?
[00:45:24.420 --> 00:45:25.501]  I was like, that's the point.
[00:45:26.822 --> 00:45:35.829]  And then for two or three horrible songs, they would play something cute, like Chariots of Fire, with a goofy guy jogging, and that was the rest, and the torture, and then it would go, it would come back in.
[00:45:36.790 --> 00:45:37.330]  Exactly.
[00:45:38.251 --> 00:45:40.993]  And what you have is several levels of things happening.
[00:45:41.153 --> 00:45:50.119]  One is you have your generalized mass mind control where they're making the general population dissociative and planting things in.
[00:45:50.745 --> 00:45:51.626]  We're good to go!
[00:46:11.806 --> 00:46:19.128]  They use watershed events in these people's mind control time clocks.
[00:46:19.469 --> 00:46:31.313]  They've got an internal time clock because they're all programmed to do some little part in this whole big long script, and those are controlled by major events.
[00:46:33.411 --> 00:46:55.586]  There's no way that the mind control victim is not going to hear about like the shooting that just happened and that shooting that just happened in Denver is going to then cause his little internal clock to turn a little bit so that at a certain point now he's going to do his little part in this big script that they have.
[00:46:57.623 --> 00:46:58.824]  It's very orchestrated.
[00:46:58.864 --> 00:47:04.747]  You know, we talk about, they say, well, it wasn't time for this invention.
[00:47:05.127 --> 00:47:19.634]  As I was working with the deprogramming of people, I was shocked to discover they were actually programming inventions into people, programming this person over here to accidentally meet this person, and then synergistically all of this
[00:47:21.495 --> 00:47:24.377]  That sounds crazy, but they admit this.
[00:47:24.397 --> 00:47:25.698]  They're into playing God.
[00:47:26.218 --> 00:47:32.362]  Why do they... I mean, I have my ideas about it because I've studied classic black magic that they follow, so I understand them.
[00:47:32.763 --> 00:47:33.963]  They believe in lesser magic.
[00:47:33.983 --> 00:47:41.028]  You have to build the model of it, burn a ship before you really burn it a month later, kill an effigy of a child before you really do it.
[00:47:41.288 --> 00:47:49.214]  They believe that magnifies the power hundreds of times, so that's why they always tell us in movies and TV exactly what they're going to do
[00:47:49.754 --> 00:47:54.397]  Like 9-11, they had shows where the government flies a plane into the building to have martial law to attack Afghanistan.
[00:47:54.657 --> 00:47:55.877]  They use a drill to make it stand down.
[00:47:56.237 --> 00:47:58.218]  But it can also be an open threat to other governments.
[00:47:58.258 --> 00:47:59.459]  Hey, see, we really did this.
[00:48:00.420 --> 00:48:02.981]  Explain why they always have to tell you what they're going to do.
[00:48:05.322 --> 00:48:07.323]  Well, you did a good job right there.
[00:48:07.363 --> 00:48:18.469]  And another reason is these people that are trapped in the mind control, if they do want to break free, they're just told, look, we showed them exactly what we were going to do.
[00:48:19.649 --> 00:48:21.351]  And did anybody do anything about it?
[00:48:21.851 --> 00:48:27.956]  I mean, you think that you're going to escape from us when our symbol is on the back of every dollar bill?
[00:48:28.316 --> 00:48:30.958]  You know, you walk into every federal building and there's our symbol?
[00:48:30.998 --> 00:48:31.979]  So it's gang tagging.
[00:48:32.299 --> 00:48:35.862]  You're saying, I mean, it's like, this is our, you know, SORON symbol, the all-seeing eye.
[00:48:36.223 --> 00:48:37.163]  We're in control.
[00:48:37.544 --> 00:48:38.484]  You figure that out yet?
[00:48:38.524 --> 00:48:39.225]  We'll do what we want.
[00:48:39.705 --> 00:48:39.906]  Right.
[00:48:40.706 --> 00:48:42.227]  We'll even show them what we're going to do.
[00:48:42.908 --> 00:48:44.029]  And they're not going to do anything.
[00:48:44.869 --> 00:48:46.050]  And you can't run from us.
[00:48:46.110 --> 00:48:46.751]  We're everywhere.
[00:48:46.791 --> 00:48:47.632]  We're the all-seeing eye.
[00:48:48.646 --> 00:48:51.047]  You know, like you say, they're wanting to play God.
[00:48:51.087 --> 00:48:57.589]  They want their little slaves to think that they're omniscient, omnipotent.
[00:48:58.629 --> 00:49:04.211]  Of course, we know that there is a God, and He's much bigger than them, and they can think that they're God, but they're not.
[00:49:05.231 --> 00:49:09.432]  Well, yeah, because they're following a dark force, but also they're still just people.
[00:49:09.712 --> 00:49:12.473]  They're trying to control everything, but they're not in control of themselves.
[00:49:13.273 --> 00:49:13.494]  True.
[00:49:15.917 --> 00:49:21.261]  Just the mere fact that you and I are still here and operating is proof that there is a God.
[00:49:23.282 --> 00:49:23.822]  I agree with you.
[00:49:23.982 --> 00:49:25.944]  It's certainly, I mean, we certainly get persecuted.
[00:49:25.964 --> 00:49:29.266]  I haven't been persecuted like you have, and I don't need to be tested like Job.
[00:49:29.326 --> 00:49:31.567]  I know all good things are from God.
[00:49:31.667 --> 00:49:42.094]  I don't think they're coming from me, but I tell you, it is just fantastical to see how much stuff we thought was conspiracy and we weren't sure about is now just out in the open.
[00:49:42.915 --> 00:49:44.996]  Why is everything coming so out in the open now?
[00:49:46.087 --> 00:49:55.713]  Well, there was a book that Alice Bailey wrote, Externalization of the Hierarchy, and she explained that that's what the Illuminati hierarchy wanted to do.
[00:49:55.753 --> 00:50:04.858]  They wanted to take what they were doing in secret, and they wanted to turn it over to the public arena.
[00:50:05.338 --> 00:50:11.782]  And so now we see all of these Illuminati hand signs, we see all of these occult symbols that become popular.
[00:50:12.567 --> 00:50:14.547]  And that's what they wanted to do.
[00:50:15.668 --> 00:50:20.809]  She said that they're going to create a world religion.
[00:50:21.369 --> 00:50:23.649]  Basically, it's a witchcraft religion.
[00:50:24.409 --> 00:50:38.992]  And you'll notice that you can go to all kinds of stores, your fast food places and so forth, and they will promote witchcraft on their bags that they give you the hamburger in.
[00:50:39.554 --> 00:50:39.774]  I think.
[00:50:58.027 --> 00:51:05.492]  The extent that they have conditioned the public... And then they've got all these well-meaning people that go, oh, I'm into white witchcraft.
[00:51:05.532 --> 00:51:06.753]  They don't understand the roots of it.
[00:51:07.053 --> 00:51:17.520]  Go to the roots of the Illuminati religion, because when I interrupted you, you were getting into the opening thing being Nimrod, the beginning of their great work, and the Rothschilds, you know, tracing themselves back to Nimrod, and they say that.
[00:51:18.641 --> 00:51:22.483]  You know, and of course they think they're Merovingians too, back to Christ and all this.
[00:51:22.884 --> 00:51:27.367]  You know, the child with Mary Magdalene they claim happened, you know, the Holy Grail type business.
[00:51:28.307 --> 00:51:29.688]  Who do they really think they are?
[00:51:29.788 --> 00:51:32.890]  Who are the Illuminati?
[00:51:33.491 --> 00:51:37.333]  And if they have their way, what is the world they're going to build?
[00:51:38.434 --> 00:51:48.201]  Well, the members that I was working with would tell me that at the high-level meetings they were actually receiving instructions from Satan.
[00:51:48.942 --> 00:51:53.925]  And Christians can accept that, but non-Christians might find that startling.
[00:51:54.925 --> 00:51:59.208]  I'm just sharing with the audience what I was told.
[00:51:59.608 --> 00:52:02.249]  They would describe these encounters and what would happen.
[00:52:03.870 --> 00:52:19.599]  If we think of what the Bible says about Satan is that he had been given as a cherub this planet and then God kind of ignored him in a sense by turning over dominion of this planet to humankind.
[00:52:19.619 --> 00:52:19.960]  He told
[00:52:21.300 --> 00:52:24.885]  Adam and Eve, he said, you know, you are to take care of this.
[00:52:25.186 --> 00:52:26.107]  This is a garden.
[00:52:26.468 --> 00:52:29.372]  You're to, you know, I'm giving you dominion over things.
[00:52:30.990 --> 00:52:38.194]  So we see this incredible jealousy, which translates into the desire to destroy the human race.
[00:52:38.975 --> 00:52:43.237]  And when I look at their agenda, it doesn't look to me like a human agenda.
[00:52:43.357 --> 00:52:52.622]  It looks like, whether you want to call them evil aliens or demonic or whatever, this agenda is for the destruction of the human race.
[00:52:52.642 --> 00:52:54.163]  And our DNA is being fried.
[00:52:54.323 --> 00:52:54.744]  Exactly.
[00:52:54.764 --> 00:52:55.524]  The sperm counts.
[00:52:55.564 --> 00:52:56.285]  I mean, they're killing us.
[00:52:56.305 --> 00:52:56.945]  We're in deep trouble.
[00:52:57.085 --> 00:52:58.265]  Yeah, it's genocide.
[00:52:58.326 --> 00:53:00.546]  No flesh would be left if God doesn't intervene.
[00:53:00.606 --> 00:53:01.127]  Exactly.
[00:53:01.207 --> 00:53:12.071]  It's a genocidal... That's one reason why I'm standing up and doing what I have been doing is because I'm just one little insignificant person.
[00:53:12.551 --> 00:53:16.093]  But their agenda is horrific and so
[00:53:18.352 --> 00:53:28.484]  When you see the magnitude of the evil that they have planned, like you've been talking about, the pedophilia and abuse of the children and the white slavery and so forth,
[00:53:29.182 --> 00:53:33.425]  Um, how can a person not stand up and say, hey, enough is enough?
[00:53:33.485 --> 00:53:37.308]  And notice how they're openly saying, yeah, we kill people.
[00:53:37.348 --> 00:53:38.588]  Yeah, we torture people.
[00:53:38.969 --> 00:53:41.070]  Yeah, we do sexual things to them in the torture.
[00:53:41.690 --> 00:53:49.055]  Uh, HBO recently puts on shows during the family hour showing four year old girls doing things I can't say on air, but it's okay for them to do it.
[00:53:49.656 --> 00:53:51.897]  Uh, they could just bombard during the Olympics.
[00:53:52.298 --> 00:53:54.339]  I mean, there is this, it's not about tolerance.
[00:53:54.399 --> 00:53:55.300]  It's not about freedom.
[00:53:55.720 --> 00:53:57.081]  They want to hurt people.
[00:53:57.141 --> 00:53:58.462]  They want to destroy innocence.
[00:53:59.302 --> 00:54:01.164]  Everything I read about the devil, that's them.
[00:54:01.444 --> 00:54:01.644]  Yeah.
[00:54:01.824 --> 00:54:06.487]  So even if the devil doesn't exist, as some atheists believe, whatever, it's manifesting through these people.
[00:54:06.828 --> 00:54:11.911]  Yes, and then the good, nice front cover for Satan is Lucifer.
[00:54:11.991 --> 00:54:13.813]  Lucifer is said to be the light bearer.
[00:54:14.887 --> 00:54:19.150]  And then an even better front cover for Lucifer is Prometheus.
[00:54:19.190 --> 00:54:23.492]  And I'm surprised that they haven't promoted Prometheus before now.
[00:54:23.773 --> 00:54:26.634]  They've just recently come out with a film, Prometheus.
[00:54:27.795 --> 00:54:29.976]  We're seeing a lot of Prometheus iconography.
[00:54:30.137 --> 00:54:32.538]  Because that's the good front for Lucifer.
[00:54:32.578 --> 00:54:34.359]  He's the guy that gives fire to the humans.
[00:54:34.479 --> 00:54:36.300]  Who gives knowledge and wisdom.
[00:54:36.761 --> 00:54:37.001]  Right.
[00:54:37.381 --> 00:54:38.622]  He's defying the gods.
[00:54:38.702 --> 00:54:41.623]  But the devil always seeks to actually control and dumb down.
[00:54:42.143 --> 00:54:46.145]  So explain that riddle of the Bible that Lucifer wants to give us knowledge.
[00:54:46.605 --> 00:54:47.666]  Well, he really doesn't.
[00:54:48.146 --> 00:54:51.167]  As you know, we're paid in counterfeit.
[00:54:52.248 --> 00:54:53.328]  He pays in counterfeit.
[00:54:53.348 --> 00:54:54.148]  Everything's a fraud.
[00:54:54.168 --> 00:54:55.329]  It's a twisted knowledge.
[00:54:55.389 --> 00:54:55.929]  Exactly.
[00:54:57.970 --> 00:55:05.082]  Like you were saying earlier on your show, what's right is now seen as wrong, and what was wrong is now right.
[00:55:05.403 --> 00:55:06.565]  Everything's upside down.
[00:55:06.845 --> 00:55:10.872]  So all this great wisdom and knowledge that they have is really dung.
[00:55:11.921 --> 00:55:20.746]  Well, yeah, because man had the perfect knowledge of being with the Creator and in God's creation and being good and pure.
[00:55:21.266 --> 00:55:27.990]  The knowledge of good and evil was, evil hadn't even entered the equation, so the twisted knowledge, or the virus, was injected.
[00:55:28.010 --> 00:55:28.410]  Exactly.
[00:55:34.318 --> 00:55:38.522]  These people are not bringing us enlightenment, they're bringing destruction.
[00:55:39.022 --> 00:55:42.406]  And they promise freedom, but they're actually giving slavery.
[00:55:42.884 --> 00:55:49.267]  It's just like, like the toys you have out there, I saw, you know, that they're selling in the stores.
[00:55:49.527 --> 00:55:50.328]  Peacekeepers.
[00:55:50.788 --> 00:55:51.988]  And they're soldiers, you know.
[00:55:52.008 --> 00:55:54.009]  Well, it says world government peacekeepers.
[00:55:54.410 --> 00:55:55.510]  None of them say U.S.
[00:55:55.570 --> 00:55:55.970]  anymore.
[00:55:56.291 --> 00:55:58.031]  And they all have hateful looks on their faces.
[00:55:58.392 --> 00:55:59.252]  Yeah.
[00:55:59.332 --> 00:56:01.013]  This is a real peacekeeper here.
[00:56:01.033 --> 00:56:05.015]  Can somebody run out, since we mentioned that, and like grab those off the table by Broadcast Studio?
[00:56:05.711 --> 00:56:06.852]  Yeah, that's great.
[00:56:07.092 --> 00:56:09.613]  Man, I tell you, time is just boiling past us here.
[00:56:10.574 --> 00:56:16.997]  Continue with the other points you have on your mind, but I want to get into the shooting now and how that ties into mind control.
[00:56:17.878 --> 00:56:25.762]  Okay, well, they take these little children and at 18 months is where they split the mind.
[00:56:26.162 --> 00:56:31.685]  They create MPD, which is now in the DSM form later.
[00:56:31.745 --> 00:56:33.306]  They've started calling it DID.
[00:56:35.472 --> 00:56:37.835]  Disassociative Identity Disorder.
[00:56:38.176 --> 00:56:39.177]  The mind splits.
[00:56:39.237 --> 00:56:40.499]  It's a natural function.
[00:56:41.099 --> 00:56:49.951]  If you look at cattle out in a field during a blizzard, they'll have their rear ends towards the storm and they'll be sitting there with a disassociative look, you know.
[00:56:50.779 --> 00:56:51.139]  Like that.
[00:56:51.679 --> 00:56:53.480]  It's a natural ability of the brain.
[00:56:54.580 --> 00:57:06.005]  But they manipulate the abilities of the brain and shatter the mind through the trauma and originally only their bloodlines really had the DNA
[00:57:07.285 --> 00:57:12.147]  And the ability to create MPD when they traumatize.
[00:57:12.607 --> 00:57:26.252]  But since they've been working at traumatizing all of us in general, I mean, you turn on the evening news and they tell you good evening and then they proceed to tell you all the reasons why it's not a good evening, you know?
[00:57:26.573 --> 00:57:28.753]  Well, there's a reason why they're traumatizing us.
[00:57:30.174 --> 00:57:35.136]  And like you were saying, when we're watching the television, we're getting into our alpha state.
[00:57:35.441 --> 00:57:38.265]  There are reasons why they're getting us into those states of mind.
[00:57:40.187 --> 00:57:43.452]  And those are the states of mind that they use for the programming.
[00:57:43.992 --> 00:57:50.701]  And they also have drugs, they use electroshock, they use drugs, they use deception, they use
[00:57:51.761 --> 00:58:09.826]  Films that are coming out of Hollywood and they've got certain very important themes that I wanted to share with the audience because if they do happen to read this material, they're going to start getting all of the little details that they can see all around them.
[00:58:10.126 --> 00:58:17.688]  But just two real simple programming scripts that they use a lot is Alice in Wonderland and Wizard of Oz.
[00:58:18.268 --> 00:58:19.068]  I've been sitting in
[00:58:20.699 --> 00:58:31.484]  Churches, listening to Bible-based sermons, and then all of a sudden, out of nowhere, the minister's talking about the Wizard of Oz saying something from the Wizard of Oz.
[00:58:32.144 --> 00:58:34.706]  That's totally incongruous to his whole train of thought.
[00:58:34.966 --> 00:58:37.027]  He just slips it in.
[00:58:37.067 --> 00:58:37.927]  What's that all about?
[00:58:38.707 --> 00:58:39.648]  It's this programming.
[00:58:39.688 --> 00:58:42.149]  Those are programming scripts.
[00:58:42.935 --> 00:58:50.500]  And the general public is having their minds prepared with an overall basic programming to get into the deeper programming.
[00:58:50.520 --> 00:58:56.945]  And a lot of people that are actually engaged in more programming, they're so programmed, they're just repeaters repeating as well.
[00:58:57.405 --> 00:59:01.889]  And generally the public is being moved more and more into this unconscious state.
[00:59:02.649 --> 00:59:03.850]  Right, right.
[00:59:04.330 --> 00:59:07.353]  That's part of the externalization of the hierarchy too.
[00:59:07.853 --> 00:59:14.658]  They're pulling the general public towards their total mind control that they used to be doing just with their members.
[00:59:15.979 --> 00:59:18.561]  World War II was used
[00:59:19.437 --> 00:59:35.927]  To take the trauma to a scientific level, one of the major reasons why they had the concentration camps was Mengele had to work out the very detailed specifics on how much trauma you could give
[00:59:36.347 --> 00:59:41.030]  To a person of a specific weight, a sex... And that was admitted.
[00:59:41.070 --> 00:59:46.513]  That's why they brought him and Klaus Barbie and others that David Dewhurst, running for Senator here in Austin, worked with.
[00:59:46.553 --> 00:59:47.293]  He's very proud of that.
[00:59:48.033 --> 00:59:51.075]  Literally, Klaus Barbie down in South America.
[00:59:51.715 --> 00:59:55.498]  They brought him over here and then implemented all that here because they had important data.
[00:59:55.938 --> 00:59:56.198]  Right.
[00:59:56.758 --> 00:59:59.880]  And so he, exactly, so Mengele learned
[01:00:00.400 --> 01:00:02.802]  He put it on a scientific basis.
[01:00:02.842 --> 01:00:10.367]  So in the 1950s they were perfecting this total mind control on a scientific basis with individuals.
[01:00:10.847 --> 01:00:22.215]  In the 1960s you'll start seeing cults like the Jim Jones cult and other cults that were being used by them using their front organizations like the CIA.
[01:00:22.656 --> 01:00:25.978]  They started using those smaller cults to perfect
[01:00:28.331 --> 01:00:30.112]  Using mind control with small groups.
[01:00:30.412 --> 01:00:35.993]  And then from the 60s into the 70s, they started working towards controlling entire nations.
[01:00:36.333 --> 01:00:41.815]  So they just kept progressing to larger groups with more sophisticated mind control.
[01:00:42.475 --> 01:00:45.716]  And that's why you talk to somebody about the New World Order, they get a glazed look.
[01:00:46.116 --> 01:00:47.457]  They've been pre-programmed.
[01:00:47.897 --> 01:00:48.137]  Yeah.
[01:00:48.397 --> 01:00:49.517]  But something's happening.
[01:00:49.557 --> 01:00:52.098]  People are either really waking up and breaking the programming,
[01:00:53.109 --> 01:00:59.433]  Because I've made the point, we're actually doing an article for an upcoming magazine I'm going to put out titled, you know, we are mind control.
[01:00:59.613 --> 01:01:00.974]  This culture is mind control.
[01:01:01.394 --> 01:01:01.894]  The U.S.
[01:01:02.074 --> 01:01:03.295]  exports mind control.
