[00:00:00.049 --> 00:00:02.090]  Broadcasting Network.
[00:49:11.731 --> 00:49:14.973]  We're going to hire even more reporters and people soon because we're getting the capital in.
[00:49:15.013 --> 00:49:16.494]  But we are busy.
[00:49:16.914 --> 00:49:17.795]  We are slaving.
[00:49:17.815 --> 00:49:21.116]  I have a great crew just to get the nightly news out and everything every day.
[00:49:21.576 --> 00:49:24.278]  So, I mean, we probably should send somebody up to Sandy Hook.
[00:49:25.098 --> 00:49:27.199]  I just noticed this is happening during the holidays.
[00:49:27.279 --> 00:49:28.519]  In fact, I... Sorry, go ahead.
[00:49:29.380 --> 00:49:36.222]  Yeah, I think this is probably a priority one type of investigation, considering what's going to come out of this shooting.
[00:49:36.282 --> 00:49:46.766]  But Dr. Bill Deagle reported yesterday that the supposed Sandy Hook shooter, Adam Lanza, was found only with two handguns, not a Bushmaster assault rifle.
[00:49:46.786 --> 00:49:48.027]  Well, no, that's what they first said.
[00:49:48.087 --> 00:49:50.868]  They arrested a bunch of different people, and those stories don't check out.
[00:49:51.668 --> 00:49:57.412]  And then now there's a lot of other suspicious stuff going on and I said on record the Dark Knight was programming.
[00:49:57.732 --> 00:50:03.276]  Now we've learned they mailed out Dark Knight t-shirts to random people in New York and Connecticut.
[00:50:03.296 --> 00:50:05.318]  There's an article up at Infowars.com.
[00:50:05.918 --> 00:50:12.683]  Confirmed section of Gotham renamed Sandy Hook in latest Dark Knight release and then they sent out maps.
[00:50:13.283 --> 00:50:17.566]  As part of a promotion to media and others saying target Sandy Hook.
[00:50:18.506 --> 00:50:23.069]  They sent out Bain command orders to Bain's army to attack Sandy Hook.
[00:50:23.990 --> 00:50:30.954]  And by the way, Adon Salazar stayed up all yesterday, all last night, he has bloodshot eyes to do the research on this.
[00:50:31.474 --> 00:50:33.796]  And the Gothamist newspaper in New York's picked it up.
[00:50:34.096 --> 00:50:35.517]  People are freaking out over this.
[00:50:35.777 --> 00:50:36.738]  People were mailed
[00:50:37.828 --> 00:50:42.391]  Orders from Bain, kids and people, teenagers, saying attack Sandy Hook.
[00:50:43.151 --> 00:50:43.792]  What do you think of that?
[00:50:44.672 --> 00:50:45.733]  Absolutely, Alex.
[00:50:46.133 --> 00:50:54.198]  It's all right out there in the open and if enough publicity, enough of it can be given out to the public, maybe it can turn things for a while.
[00:50:54.218 --> 00:50:56.059]  This thing has Psy-Op written all over it.
[00:50:56.179 --> 00:51:00.442]  I said Batman is the trigger for mass shootings on record dozens of times.
[00:51:02.697 --> 00:51:04.539]  This man wants your guns.
[00:51:04.719 --> 00:51:10.066]  That is the cover of the 60-page glossy magazine, jam-packed with information.
[00:51:10.146 --> 00:51:13.169]  The December issue of InfoWars Magazine.
[00:51:13.289 --> 00:51:20.478]  InfoWars Magazine gives you a powerful tool to reach out to friends and family and neighbors and people in your community with the message of liberty.
[00:51:20.578 --> 00:51:23.759]  Give a gift subscription to your local police department.
[00:51:23.820 --> 00:51:27.221]  Give a gift subscription to your local state house, to your pastor.
[00:51:27.321 --> 00:51:28.782]  This is the perfect tool.
[00:51:28.902 --> 00:51:35.565]  Twelve of these delivered to the door of the institutions, groups, and individuals that you want to influence and wake up.
[00:51:35.805 --> 00:51:46.092]  Sign up for the free digital e-version at InfoWars.com forward slash newsletter and we send it out the week after the physical magazine goes out or go to InfoWarsStore.com today and sign up for a subscription.
[00:51:46.152 --> 00:51:53.117]  Give it as a gift subscription or buy them in bulk with Ron Paul, The Attack on the Second Amendment, The Police State, The GMO Takeover.
[00:51:53.197 --> 00:51:58.440]  It's all there and all available at InfoWarsStore.com or by calling 888-253-3139.
[00:51:58.460 --> 00:52:02.263]  Get your subscription or buy the magazines in bulk today.
[00:52:02.543 --> 00:52:08.185]  Would it save you time to get the best quality water filters and the best quality storable foods from one company?
[00:52:08.565 --> 00:52:09.326]  You bet it would!
[00:52:09.586 --> 00:52:10.646]  And now you can!
[00:52:10.946 --> 00:52:13.147]  At BigBerkyWaterFilters.com.
[00:52:13.407 --> 00:52:21.170]  Big Berky Water Filter products and great tasting, long-lasting, storable Wyze Foods are both now available on one website.
[00:52:21.430 --> 00:52:23.331]  BigBerkyWaterFilters.com.
[00:52:23.591 --> 00:52:24.291]  Wyze Foods.
[00:52:24.491 --> 00:52:28.753]  Ready to eat meals are packed in airtight nitrogen pouches and come with a 25-year shelf life.
[00:52:29.793 --> 00:52:35.840]  Big Berkey Water Filters are powerful enough to purify treated, untreated, or even stagnant pond water.
[00:52:36.100 --> 00:52:40.725]  Combine Berkey Water Filters with Wise Foods for an unbeatable preparedness combination.
[00:52:41.026 --> 00:52:42.767]  Get free shipping on every order over $50.
[00:52:43.328 --> 00:52:47.553]  And GCN listeners receive 5% off all ceramic filter systems.
[00:52:47.913 --> 00:52:53.222]  Visit BigBerkeyWaterFilters.com or call 877-99-BERKEY.
[00:52:53.422 --> 00:52:53.963]  That's 877-99-BERKEY.
[00:52:54.003 --> 00:52:55.906]  Or go to BigBerkeyWaterFilters.com.
[00:53:02.731 --> 00:53:05.952]  Preparedness is simple when you have the right stuff.
[00:53:06.493 --> 00:53:15.976]  And with the looming threat of economic collapse and possible service interruption, it's time to get the best-in-class preparedness stuff at DisasterStuff.com.
[00:53:16.177 --> 00:53:23.860]  DisasterStuff.com has been serving smart preppers for over 15 years with quality products like Berkey water filters.
[00:53:24.200 --> 00:53:28.382]  DisasterStuff.com is the official Berkey in-stock shipping center.
[00:53:28.782 --> 00:53:31.583]  And as always, free shipping on all Berkey products.
[00:53:32.063 --> 00:53:34.165]  Stock up on water barrels and accessories.
[00:53:34.465 --> 00:53:51.777]  Get Country Living or Wonder Mill grain mills, Excalibur food dehydrators, Patler reusable canning lids, Sun Oven solar cookers, EMP bags to protect sensitive electronics, and don't be without your LifeStraw personal water filter, all from DisasterStuff.com.
[00:53:52.157 --> 00:53:56.760]  Preparedness is simple, with the right stuff, from DisasterStuff.com.
[00:53:57.201 --> 00:54:00.283]  Freedom through self-reliance and personal responsibility.
[00:54:01.954 --> 00:54:04.156]  You walk into this room at your own risk.
[00:54:04.916 --> 00:54:06.317]  Because it leads to the future.
[00:54:07.078 --> 00:54:09.400]  Not a future that will be, but one that might be.
[00:54:10.541 --> 00:54:11.642]  This is not a new world.
[00:54:12.803 --> 00:54:16.105]  It is simply an extension of what began in the old one.
[00:54:17.206 --> 00:54:24.692]  It has patterned itself after every dictator who has ever planted the ripping imprint of a boot on the pages of history since the beginning of time.
[00:54:25.633 --> 00:54:30.177]  It has refinements, technological advances and a more sophisticated approach.
[00:54:31.005 --> 00:54:31.745]  The answer to 1984 is 1776.
[00:54:31.805 --> 00:54:34.426]  You're listening to The Alex Jones Show.
[00:55:02.600 --> 00:55:05.724]  Logic is the enemy and truth is a menace.
[00:55:06.384 --> 00:55:10.149]  Sounds like, uh, something that, uh, Piers Morgan would endorse.
[00:55:10.169 --> 00:55:17.297]  We'll continue with your calls, uh, Nicole, Lauren, Ronnie, Mike, and many others.
[00:55:18.518 --> 00:55:22.123]  Uh, Nicole's calling in about her girls searched.
[00:55:24.161 --> 00:55:30.406]  And I was just talking to Melissa Melton about her children here in Austin that go to a government training facility.
[00:55:30.826 --> 00:55:33.248]  I don't blame her, that's how they set up the system where you pretty much gotta do that.
[00:55:34.690 --> 00:55:38.693]  And they went through making them get under the desk and banging on the doors, telling them the killers were coming to get them.
[00:55:39.153 --> 00:55:44.197]  Total mind control to create fear and teach you you're not safe, only the state can protect you.
[00:55:45.078 --> 00:55:48.061]  And America is becoming a giant re-education camp.
[00:55:48.361 --> 00:55:52.024]  And don't just say that as a figure of speech, that's what's happening.
[00:55:53.484 --> 00:55:56.566]  And it's now time for people to get involved in the information war.
[00:55:57.687 --> 00:56:10.477]  A great way to do it is to get the Alex Jones Everything Special, 20-plus films I've produced, including the latest, Strategic Relocation, that gets into how they want to control the cities and break things down, for $99.95 at infowarstore.com.
[00:56:10.497 --> 00:56:12.319]  That's infowarstore.com or 888-253-3139.
[00:56:21.573 --> 00:56:24.556]  Again, 888-253-3139.
[00:56:24.576 --> 00:56:30.602]  You can still give us a Christmas gift, and we're going to keep this special running in perpetuity, really.
[00:56:31.663 --> 00:56:33.905]  One PrisonPlanet.tv membership.
[00:56:35.006 --> 00:56:36.728]  One membership for $5.95 a month.
[00:56:38.661 --> 00:56:40.002]  You and then 10 other people.
[00:56:40.042 --> 00:56:40.402]  So it's really 11.
[00:56:40.602 --> 00:56:42.364]  It's really 11 memberships for one.
[00:56:42.404 --> 00:56:48.047]  But if the 10 people, you know, were paying, it would be 59 cents apiece.
[00:56:48.728 --> 00:56:52.831]  So you go get one membership for $5.95 a month, and you really technically get 11 memberships.
[00:56:52.871 --> 00:56:53.891]  It's even better than we say.
[00:56:54.732 --> 00:56:58.154]  Just sort of create a new username and passcode that
[00:56:59.904 --> 00:57:13.549]  Is easy to remember, put it in an e-card or put it in a physical card and say, hey, here's your news documentary film membership to the number one slash internet TV show in the world.
[00:57:14.309 --> 00:57:18.811]  And undoubtedly from all the metrics, we are number one when it comes to internet news, period.
[00:57:18.831 --> 00:57:21.432]  When it comes to Patriot News, it's not debatable.
[00:57:22.292 --> 00:57:24.474]  Uh, and again, I'm not bragging that we're number one.
[00:57:24.574 --> 00:57:26.595]  That's how you get your family to watch.
[00:57:26.615 --> 00:57:29.496]  If you go, here's a membership to PrisonPlanet.tv.
[00:57:29.877 --> 00:57:32.658]  You know, I use that name because the globalists want a prison planet.
[00:57:33.279 --> 00:57:37.481]  Uh, but more and more we just call it InfoWarsNews.com because it sounds, you know, more newsy.
[00:57:38.341 --> 00:57:40.163]  People don't get, well, what's a prison planet TV?
[00:57:40.183 --> 00:57:42.604]  Uh, you know, PrisonPlanet.tv.
[00:57:42.684 --> 00:57:45.626]  So you can also get there InfoWarsNews.com and just say, here's the URL.
[00:57:50.120 --> 00:57:56.071]  Here's the username passcode, and here is your membership.
[00:57:56.672 --> 00:57:59.176]  Go watch all these different films, the nightly news.
[00:58:02.540 --> 00:58:10.242]  The Daily Radio Show has video feeds, Paul Watson's book, Alex Jones's book, dozens of other documentaries, 17 years of material.
[00:58:10.582 --> 00:58:13.703]  The site's almost been up 10 years, but it's even got stuff that predates the site.
[00:58:14.183 --> 00:58:17.504]  You can do your last-minute Christmas shopping right now and just finish it.
[00:58:17.824 --> 00:58:19.844]  Let's say you got 30 people to give gifts to.
[00:58:19.864 --> 00:58:22.705]  You buy three monthly memberships for $5.95 apiece.
[00:58:22.725 --> 00:58:24.365]  That's like $17, $18, and you can give it to
[00:58:30.034 --> 00:58:30.755]  A lot of folks.
[00:58:31.816 --> 00:58:32.416]  30 plus people.
[00:58:33.457 --> 00:58:36.180]  So, take action today, and it supports the broadcast.
[00:58:36.220 --> 00:58:38.001]  Not really, it just pays for the bandwidth.
[00:58:38.362 --> 00:58:40.544]  Our goal is just to get the information out to people.
[00:58:45.148 --> 00:58:49.112]  This is GCN, the Genesis Communications Radio Network.
[00:58:52.492 --> 00:58:56.514]  Millions of people are going to get sick this winter from colds, flu, and other illnesses.
[00:58:56.594 --> 00:58:57.715]  Don't be one of them!
[00:58:57.815 --> 00:59:03.358]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial solution.
[00:59:03.518 --> 00:59:13.123]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, and help improve wound healing.
[00:59:13.323 --> 00:59:19.986]  Supernatural Silver is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases.
[00:59:20.106 --> 00:59:24.230]  Such as strep, staph, pneumonia, colds, flus, and other harmful pathogens.
[00:59:24.450 --> 00:59:33.418]  This new technology has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of colloidal or ionic silver solutions.
[00:59:33.558 --> 00:59:37.021]  The Science Digest Journal says, silver is our mightiest germ fighter.
[00:59:37.221 --> 00:59:40.844]  It is virtually non-toxic and is emerging as a wonder of modern medicine.
[00:59:41.044 --> 00:59:47.331]  Go to SupernaturalSilver.com today and use the promo code SILVER2012 for 20% off.
[00:59:47.431 --> 00:59:49.574]  That's SupernaturalSilver.com.
[00:59:49.734 --> 00:59:50.995]  And like us on Facebook.
[00:59:55.401 --> 00:59:57.343]  Waging war on corruption.
[00:59:57.803 --> 01:00:00.506]  Alex Jones on the GCM Radio Network.
[01:00:07.185 --> 01:00:11.370]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:12.011 --> 01:00:12.812]  You want answers?
[01:00:13.612 --> 01:00:14.513]  Well, so does he.
[01:00:15.154 --> 01:00:18.798]  He's Alex Jones on the GCN Radio Network.
[01:00:19.339 --> 01:00:23.404]  And now, live from Austin, Texas, Alex Jones.
[01:00:41.175 --> 01:00:47.656]  Ladies and gentlemen, we are back now into hour number two, and I'm going to try to hurry through more of your calls.
[01:00:48.416 --> 01:00:51.597]  Obviously, we're going to be covering the whole Benghazi situation.
[01:00:51.657 --> 01:01:02.159]  We're going to be breaking down what's happening with the fake fiscal cliff and all the rest of it, and the latest news on 2012 hysteria that unfortunately is starting to get pretty bad.
[01:01:02.679 --> 01:01:06.160]  I hope there's no mass shootings or bombings or killings or suicides.
[01:01:07.260 --> 01:01:11.142]  By people that bought into the mainstream media globalist hype of the last 30 years.
[01:01:12.082 --> 01:01:14.843]  But better believe patriots will be blamed for all of it.
[01:01:16.344 --> 01:01:23.767]  By the way, we've now confirmed the Communist Chinese government is in their official People's Daily, is calling for the American people to be disarmed.
[01:01:24.448 --> 01:01:27.049]  That article is going up at Infowars.com very very soon.
[01:01:27.089 --> 01:01:28.289]  Paul Watson's working on that.
[01:01:28.609 --> 01:01:30.690]  Let's talk to Nicole in Michigan.
[01:01:31.090 --> 01:01:32.051]  Girls searched
[01:01:33.712 --> 01:01:37.555]  Tell us what happened or are you commenting on the women that were searched?
[01:01:38.256 --> 01:01:40.518]  I'm commenting on the women that were searched.
[01:01:41.498 --> 01:01:41.859]  Go ahead.
[01:01:42.039 --> 01:01:42.579]  Can you hear me?
[01:01:42.679 --> 01:01:43.260]  Yes ma'am.
[01:01:44.401 --> 01:01:44.601]  Okay.
[01:01:45.001 --> 01:02:00.615]  The problem that people are not really addressing is what if one of these women or anybody else who's had the misfortune of being searched were searched after someone else was searched who had an STD?
[01:02:02.912 --> 01:02:10.980]  Well, number one, in no culture ever did police just pull people over and shove their hands in their body, much less to two different women.
[01:02:11.220 --> 01:02:15.444]  But it's done on purpose as an act of total domination and power grabbing.
[01:02:15.464 --> 01:02:26.114]  And the shameful Texas Rangers, and we're going to have a quick report on this with their statements with David Knight in here at the bottom of the hour, they said searches are whatever we call reasonable.
[01:02:27.140 --> 01:02:35.811]  And so the New York cop, according to that, who sodomized a man with a broken broom handle until he almost bled to death, that is called a reasonable search by these people.
[01:02:36.291 --> 01:02:37.613]  As long as they call it reasonable.
[01:02:37.994 --> 01:02:43.200]  I mean, I guess they could move in, you walk in, state police are in your easy chair drinking your beer, you're like, get out of my house.
[01:02:43.440 --> 01:02:44.341]  Hey, this is reasonable.
[01:02:44.602 --> 01:02:46.144]  We're God, we're reasonable.
[01:02:46.824 --> 01:02:48.746]  And this is the way America is now.
[01:02:48.786 --> 01:02:50.988]  We're overrun by control freaks.
[01:02:52.389 --> 01:02:53.530]  And heaven help us.
[01:02:53.590 --> 01:02:56.092]  So everyone's debating, can they do this to us?
[01:02:56.132 --> 01:02:56.892]  Of course they can't.
[01:02:57.253 --> 01:02:59.955]  A reasonable search is going to the judge.
[01:03:00.675 --> 01:03:03.158]  Will you guys print me the Fourth Amendment or bring me a citizen rule book?
[01:03:03.218 --> 01:03:04.459]  After the break I'll read it for folks.
[01:03:04.479 --> 01:03:05.439]  This is not my opinion.
[01:03:05.860 --> 01:03:07.361]  The First Amendment's not my opinion.
[01:03:07.661 --> 01:03:09.363]  The second, the third, the fourth, the fifth.
[01:03:10.063 --> 01:03:11.384]  And they just tell it in public.
[01:03:11.484 --> 01:03:11.945]  Oh, no, no, no.
[01:03:12.525 --> 01:03:18.310]  The Fourth Amendment says we say it's reasonable to pull over your daughters and to rape them with our hands.
[01:03:18.350 --> 01:03:18.990]  That's what it is.
[01:03:19.271 --> 01:03:20.312]  I don't care what they call it.
[01:03:20.552 --> 01:03:21.793]  Sticking your hands in somebody.
[01:03:21.813 --> 01:03:29.519]  I mean, the only way you can do this search is if you pull them over and they said, I just shoved a cyanide pill in myself.
[01:03:30.780 --> 01:03:34.603]  Then you could, in an emergency situation, hold them down, taser them,
[01:03:35.740 --> 01:03:38.362]  And try to get it out of them if you wanted to save their life.
[01:03:38.582 --> 01:03:39.903]  Most cops are just there to let you die.
[01:03:39.923 --> 01:03:45.987]  I mean, or if someone said they just shoved an eight ball of cocaine up their rear end, that could kill them.
[01:03:46.508 --> 01:03:49.450]  If someone told you, I just did this, then you could do that.
[01:03:49.610 --> 01:03:55.975]  There is no other place or time when you have been adjudicated as a criminal and you're going into a prison sentence.
[01:03:56.475 --> 01:03:58.957]  In the old times, it was maximum security.
[01:03:59.597 --> 01:04:01.838]  I have two other comments I wanted to make real quick.
[01:04:28.251 --> 01:04:33.115]  Uh, first off, the true definition of apocalypse doesn't mean doom and gloom.
[01:04:33.235 --> 01:04:34.356]  It means enlightenment.
[01:04:35.817 --> 01:04:43.742]  And the other comment I wanted to make real quick, um, this whole thing about banning handguns because... Stay there!
[01:04:43.802 --> 01:04:44.963]  I just, I didn't give you any time.
[01:04:44.983 --> 01:04:45.524]  I ran over you.
[01:04:45.544 --> 01:04:46.304]  I'm gonna come back to you.
[01:04:46.564 --> 01:04:47.965]  Just make your handgun point when we come back.
[01:04:47.985 --> 01:04:48.486]  Don't hang up.
[01:04:48.526 --> 01:04:49.587]  Nicole in Michigan.
[01:04:50.732 --> 01:04:52.214]  Boy, they're running the Gen 21 in Michigan.
[01:04:52.234 --> 01:04:53.956]  Aren't they paying to ship the jobs to China?
[01:04:55.298 --> 01:04:59.242]  We'll go to Mike in Florida, Ronnie in Texas, Lauren in Minnesota, and many others.
[01:04:59.262 --> 01:04:59.663]  Stay with us.
[01:05:04.634 --> 01:05:12.322]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:05:12.762 --> 01:05:16.386]  Alex and his staff have used these pure soap products for years.
[01:05:16.826 --> 01:05:23.633]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:05:24.133 --> 01:05:26.956]  See them on the web at 5starsoap.com.
[01:05:27.156 --> 01:05:31.638]  Or call 800-340-7091 for a free catalog.
[01:05:31.978 --> 01:05:37.640]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:05:37.920 --> 01:05:43.021]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:05:43.321 --> 01:05:44.942]  This is an amazing deal.
[01:05:45.302 --> 01:05:49.924]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:05:50.544 --> 01:05:53.685]  See them on the web at 5starsoap.com or call
[01:05:53.865 --> 01:05:58.187]  800-340-7091 for a free catalog.
[01:06:03.570 --> 01:06:08.452]  We have witnessed two terrible storms in the East, but we are still in the eye of the perfect storm.
[01:06:09.153 --> 01:06:11.934]  The most devastating economic condition since the Great Depression.
[01:06:12.394 --> 01:06:14.776]  America's worst drought in agricultural history.
[01:06:15.216 --> 01:06:17.757]  And now the economic results of the presidential election.
[01:06:18.217 --> 01:06:21.239]  This perfect storm is a huge threat to everyone's food supply.
[01:06:21.719 --> 01:06:26.364]  I just doubled down and got even more supplies from eFoodsDirect, and I recommend you do the same.
[01:06:26.925 --> 01:06:29.067]  It's time to get your own supply from eFoodsDirect.
[01:06:29.607 --> 01:06:32.671]  I know I won't be standing in a bread line trading my freedom for food.
[01:06:33.271 --> 01:06:37.015]  I'm taking control of my future, and you're nuts if you don't do the same.
[01:06:37.035 --> 01:06:40.659]  Go to eFoodsDirect.com forward slash Alex to find the specials.
[01:06:40.939 --> 01:06:44.902]  And you can start with a holiday gift pack that's normally $80, now under $50.
[01:06:45.343 --> 01:06:48.505]  Remember, I can warn you, but I can't feed you.
[01:06:48.525 --> 01:06:52.809]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:06:53.329 --> 01:06:56.432]  Would you rather prepare six months too early or one day too late?
[01:06:56.452 --> 01:06:58.033]  409-5633 or efoodsdirect.com forward slash Alex.
[01:07:02.017 --> 01:07:03.878]  This man wants your guns.
[01:07:04.038 --> 01:07:09.361]  That is the cover of the 60-page, glossy magazine, jam-packed with information.
[01:07:09.441 --> 01:07:12.423]  The December issue of InfoWars Magazine.
[01:07:12.543 --> 01:07:19.727]  InfoWars Magazine gives you a powerful tool to reach out to friends and family and neighbors and people in your community with the message of liberty.
[01:07:19.827 --> 01:07:23.008]  Give a gift subscription to your local police department.
[01:07:23.068 --> 01:07:26.449]  Give a gift subscription to your local state house, to your pastor.
[01:07:26.549 --> 01:07:28.010]  This is the perfect tool.
[01:07:28.110 --> 01:07:34.772]  Twelve of these delivered to the door of the institutions, groups, and individuals that you want to influence and wake up.
[01:07:35.012 --> 01:07:45.238]  Sign up for the free digital e-version at InfoWars.com forward slash newsletter and we send it out the week after the physical magazine goes out or go to InfoWarsStore.com today and sign up for a subscription.
[01:07:45.298 --> 01:07:52.242]  Give it as a gift subscription or buy them in bulk with Ron Paul, The Attack on the Second Amendment, The Police State, The GMO Takeover.
[01:07:52.322 --> 01:07:57.545]  It's all there and all available at InfoWarsStore.com or by calling 888-253-3139.
[01:07:57.565 --> 01:08:01.327]  Get your subscription or buy the magazines in bulk today.
[01:08:07.301 --> 01:08:11.483]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:08:12.143 --> 01:08:12.943]  You want answers?
[01:08:13.724 --> 01:08:14.604]  Well, so does he.
[01:08:15.264 --> 01:08:18.886]  He's Alex Jones on the GCN Radio Network.
[01:08:19.446 --> 01:08:23.508]  And now, live from Austin, Texas, Alex Jones.
[01:08:26.126 --> 01:08:27.367]  Some schools in the U.S.
[01:08:27.427 --> 01:08:29.928]  are closed today because of end-of-the-world fears.
[01:08:30.588 --> 01:08:32.789]  Chinese government's arrested more than a thousand people.
[01:08:32.809 --> 01:08:34.209]  They claim they're part of a doomsday cult.
[01:08:34.689 --> 01:08:42.412]  NASA says they're being flooded by phone calls and emails, believing that a tenth planet is about to smash into the Earth in the next 24 hours.
[01:08:43.852 --> 01:08:51.216]  I will sometime tonight do some live Skype feeds and some YouTube uploads to InfoWars.com and PrisonPlanet.com for our Christmas party.
[01:08:51.236 --> 01:09:00.282]  We're going to have our own Weldon Henson who works with us, a popular country music individual in Central Texas, playing music for us.
[01:09:00.322 --> 01:09:09.027]  So we're going to transmit from there, and of course the mainstream media will probably call it a doomsday cult end of the world meeting if they have their way, but we'll actually be
[01:09:10.054 --> 01:09:14.317]  Rockin' around the Christmas tree, have a holly jolly day.
[01:09:14.977 --> 01:09:17.239]  Anyways, uh, just amazing.
[01:09:17.319 --> 01:09:22.122]  Folks, it is not the end of the world, and I've tried to get that out a million times, and I knew it would happen.
[01:09:22.602 --> 01:09:24.423]  This morning, listening to talk radio locally.
[01:09:25.103 --> 01:09:25.964]  Oh, Alex Jones!
[01:09:26.004 --> 01:09:26.925]  The world's ending tomorrow!
[01:09:26.945 --> 01:09:28.886]  I wonder what he's gonna do when we- I'm just like, man.
[01:09:30.011 --> 01:09:38.362]  That is really a jealous way to act, knowing that I've hammered the fact for years that 2012 is a fraud.
[01:09:38.382 --> 01:09:46.313]  I've been asked thousands of times by people off-air and on-air what 2012 is, and I've said on-air hundreds and hundreds and hundreds of times, literally.
[01:09:47.174 --> 01:09:48.235]  Everyone knows my position.
[01:09:48.695 --> 01:09:49.055]  Forever.
[01:09:49.075 --> 01:09:50.416]  And it doesn't matter.
[01:09:50.496 --> 01:09:51.736]  I will be accused of this.
[01:09:51.756 --> 01:09:54.497]  This is just... It's how deceptive media works.
[01:09:54.777 --> 01:09:58.179]  People love the trick of like, oh, I'll get one over on Jones.
[01:09:58.239 --> 01:10:00.180]  I'll say that, oh, the world's gonna end tomorrow.
[01:10:00.480 --> 01:10:01.821]  Oh, Jones is gonna be discredited.
[01:10:02.241 --> 01:10:08.403]  I mean, it's just so weird that people think they get ahead by being deceptive.
[01:10:08.824 --> 01:10:13.286]  I just... It's hard enough to be truthful when you're trying to tell the truth or to get things right.
[01:10:13.366 --> 01:10:16.287]  I couldn't imagine just going through life making stuff up.
[01:10:20.589 --> 01:10:31.179]  We're going to get a special report for about five minutes at the bottom of the hour with David Knight in here on the latest on the Texas State Police say they will stick their hands in your body randomly pulling you over whenever they feel like it.
[01:10:31.219 --> 01:10:32.119]  They say that's reasonable.
[01:10:32.400 --> 01:10:40.307]  So I thought right now before I got into some of the latest headlines and back to your calls, I would show TV viewers watching at InfoWarsNews.com.
[01:10:41.688 --> 01:10:45.672]  I thought I would simply show people the little citizen rule books
[01:10:47.455 --> 01:10:52.938]  We have on video the state police in Virginia at a checkpoint arresting a woman saying this is a terrorist document.
[01:10:53.218 --> 01:11:01.583]  They swear an oath to it, but they actually arrested Abby Newman for, it's in my film Road to Tyranny, they actually arrest her at a checkpoint.
[01:11:02.958 --> 01:11:04.578]  When they find it, they go, that's it, take her to jail.
[01:11:04.998 --> 01:11:05.679]  This is illegal.
[01:11:05.939 --> 01:11:09.299]  And they sit there in front of the squad car discussing how the Constitution is illegal.
[01:11:10.659 --> 01:11:14.300]  Anyways, we also have footage of police then being taught a training seminar, this is illegal.
[01:11:14.780 --> 01:11:17.281]  So I will send you what they believe is illegal.
[01:11:17.381 --> 01:11:21.661]  Actually, they swear an oath to protect and defend this, but they're so dumb they think it's illegal.
[01:11:22.301 --> 01:11:26.882]  We mail one of these out with every order at InfoWarsStore.com.
[01:11:26.942 --> 01:11:27.642]  Not really a plug.
[01:11:27.682 --> 01:11:28.702]  The point is, here is the evil.
[01:11:29.783 --> 01:11:31.543]  And, you know, here's the First Amendment.
[01:11:33.070 --> 01:11:36.417]  And it goes over all of that.
[01:11:36.437 --> 01:11:40.666]  And then you've got the right to bear arms, quartering of soldiers.
[01:11:42.577 --> 01:11:45.960]  And it simply breaks it all down what the Fourth Amendment is.
[01:11:46.020 --> 01:11:56.188]  In fact, let's put up the larger Fourth Amendment that you guys had earlier on screen because I'm actually at the index.
[01:11:56.208 --> 01:12:02.312]  I want to go to the Fourth Amendment itself here on air.
[01:12:02.332 --> 01:12:04.814]  We'll just do that once we have
[01:12:06.499 --> 01:12:07.819]  David Knight in here in studio.
[01:12:07.839 --> 01:12:12.821]  I'm going to talk about the Fourth Amendment versus they say it's reasonable to stick their hands on you just because they feel like it.
[01:12:14.041 --> 01:12:20.663]  When the courts obviously have to then name the person, the place to be searched, why they're searching.
[01:12:20.963 --> 01:12:25.384]  You have to have a warrant just to touch someone's person, papers, or effects.
[01:12:25.924 --> 01:12:29.005]  But see, they're just gotten rid of that by criminal energy.
[01:12:29.645 --> 01:12:37.167]  By brainwashing themselves, by brainwashing the public, they're just dominating us and now physically violating men, women, and children with their fingers.
[01:12:37.647 --> 01:12:39.788]  Let's go ahead and put up the Fourth Amendment again, please.
[01:12:40.288 --> 01:12:56.693]  The right of the people to be secure in their persons, houses, papers, and effects against unreasonable searches and seizures shall not be violated and no warrants shall be issued but upon probable cause supported by oath or affirmation and particularly describing the place to be searched and the persons or things to be seized.
[01:12:57.053 --> 01:12:58.854]  But the Texas Rangers say sue the
[01:12:59.614 --> 01:13:00.195]  State Police.
[01:13:00.896 --> 01:13:08.326]  We'll pull you over, we'll put our hands in your body, and we'll wear the same gloves and spread, you know, diseases, whatever.
[01:13:09.487 --> 01:13:13.593]  These women didn't have any diseases, but they've got medical records that one of them got sick from the other.
[01:13:15.006 --> 01:13:17.567]  And they, um... Well, I mean, no kidding.
