[00:00:00.169 --> 00:00:00.691]  You've got it.
[00:23:15.033 --> 00:23:28.186]  I said, you know, if they issue that in New York City, mandatory evacuation orders, how many, is it eight, nine million?
[00:23:28.186 --> 00:23:30.408]  How are they going to vote?
[00:23:30.408 --> 00:23:32.790]  This thing won't blow out, they're saying, until Wednesday.
[00:23:32.790 --> 00:23:36.554]  I mean, how close are we to the election then?
[00:23:36.554 --> 00:23:37.394]  Five, six days?
[00:23:38.504 --> 00:23:42.930]  Largest tropical cyclone to ever develop in the Atlantic Basin.
[00:23:42.930 --> 00:23:43.832]  Question mark.
[00:23:43.832 --> 00:23:46.456]  Could wreak havoc across 800 miles.
[00:23:46.456 --> 00:23:47.437]  Urgent warnings.
[00:23:47.437 --> 00:23:51.423]  Life-threatening storm surge to New York Harbor.
[00:23:51.423 --> 00:23:53.446]  Five reasons Sandy will be epic.
[00:23:55.208 --> 00:23:58.851]  And it just goes on and on and on.
[00:23:58.851 --> 00:23:59.392]  I don't know.
[00:23:59.392 --> 00:24:05.217]  The Weather Channel says five reasons Sandy will be epic.
[00:24:05.217 --> 00:24:08.520]  And they go over the five reasons.
[00:24:08.520 --> 00:24:10.042]  It's a northbound hurricane.
[00:24:10.042 --> 00:24:14.165]  In fact, I know you guys printed me that article.
[00:24:14.165 --> 00:24:15.326]  I need to go over that later when the...
[00:24:16.824 --> 00:24:19.485]  When Scott Stevens is on the broadcast.
[00:24:19.485 --> 00:24:21.565]  Number two, early winter storm.
[00:24:21.565 --> 00:24:26.606]  And it goes over the history of why those are so bad, mixing with other hot air.
[00:24:26.606 --> 00:24:29.147]  It continues here.
[00:24:29.147 --> 00:24:31.187]  Number three, Arctic air from the north.
[00:24:31.187 --> 00:24:33.228]  Yeah, see, it's three storms colliding.
[00:24:33.228 --> 00:24:36.969]  People are forgetting, it's not just that western cold front coming across.
[00:24:36.969 --> 00:24:42.770]  It's three storms, a hurricane, a blue norther, and that big western moisture-filled cold air.
[00:24:44.838 --> 00:24:50.663]  Again, I get to number four, high tides could worsen flooding.
[00:24:50.663 --> 00:24:55.628]  We're talking about massive flooding and potentially 50 million people that are affected.
[00:24:55.628 --> 00:24:57.189]  The Weather Channel is reporting.
[00:24:57.189 --> 00:25:02.534]  And number five, snow-wind combo increases risk for power outages.
[00:25:02.534 --> 00:25:03.394]  Yeah.
[00:25:03.394 --> 00:25:10.701]  I mean, how could this be happening in the middle of the 2012 super contested election?
[00:25:12.728 --> 00:25:21.354]  Now, I've had Ben Livingston, the father of weather weapons, on the show six years ago when it was declassified that he was the father of weather weapons and in World War II had flown into the first...
[00:25:23.154 --> 00:25:27.355]  Typhoons in the Pacific, and he was almost 90 when I interviewed him.
[00:25:27.355 --> 00:25:29.956]  Still alive last time I checked.
[00:25:29.956 --> 00:25:34.197]  And now they've got History Channel shows, you know, with him and them, showing all the old footage.
[00:25:34.197 --> 00:25:37.578]  He'd lead squadrons in in Vietnam, flooding the Ho Chi Minh Trail.
[00:25:37.578 --> 00:25:45.481]  And he said by 67, Stanford Research Institute and the Navy certified, along with the Air Force, you can look this up,
[00:25:46.674 --> 00:26:04.720]  That they could, we can look up our hour-long interview with him, well there's several, at PrisonPlanet.tv, it's also on YouTube, just type in Ben Livingston, Weather Weapons, and he goes over all the documents, showed me what he could that was, you know, unclassified now, a lot of it he couldn't show me, but we visit with him quite a bit, he and his wife.
[00:26:04.720 --> 00:26:11.523]  The point is, is that they could steer hurricanes, kill hurricanes, weaken them, strengthen them, all of it.
[00:26:11.523 --> 00:26:12.223]  They could create them.
[00:26:13.974 --> 00:26:31.024]  And you see this storm they haven't seen in a hundred years, makes the perfect storm of 1991 look tame, the meteorologists are saying, and you've got all of these storms coming together for this Frankenstorm, as it's called, set to hit the 30th, 31st, and the 1st.
[00:26:31.024 --> 00:26:35.346]  And then you're five days out from that, with flooding and power outages.
[00:26:35.346 --> 00:26:40.950]  They're saying power could be out for weeks in the most populous area of the United States, and they're calling it a freak storm.
[00:26:41.738 --> 00:26:43.860]  And I thought, oh, that's just that meteorologist typing.
[00:26:43.860 --> 00:26:44.761]  And so I go check this.
[00:26:44.761 --> 00:26:46.663]  I mean, I've been weather junkie.
[00:26:46.663 --> 00:26:49.665]  When I was a kid, I couldn't stand being at my grandparents.
[00:26:49.665 --> 00:26:51.547]  They want to go in and see the weather report.
[00:26:51.547 --> 00:26:53.089]  Or my parents would want to see the weather report.
[00:26:53.089 --> 00:26:56.572]  I guess just as you get older, knowing the weather report's really neat.
[00:26:56.572 --> 00:26:57.893]  And now you can check it online.
[00:26:57.893 --> 00:27:00.055]  So I find that's my first stop.
[00:27:00.055 --> 00:27:03.599]  I'm sure the NSA knows that, tracking all my Internet activities illegally.
[00:27:04.622 --> 00:27:08.265]  They track all years, too, that they've now had court cases admitting it and whistleblowers.
[00:27:08.265 --> 00:27:14.391]  You know, it's a felony when they do it, but side issue, I guess it's land of the free, home of the brave, the most surveilled country in the world.
[00:27:14.391 --> 00:27:18.194]  But I've really been following this and I can't wait to get...
[00:27:19.636 --> 00:27:25.338]  Can't wait to get the meteorologist Scott Stevens on because he's worked for big city TV stations, you name it.
[00:27:25.338 --> 00:27:34.421]  He's a researcher, author, and he's gone over the chemtrails, but not just the cloud seeding, these electromagnetic Harper rays they have.
[00:27:34.761 --> 00:27:40.670]  When I first heard him talking about this 10 years ago, I knew a lot of it was real, but I still, just, I couldn't even believe it.
[00:27:40.670 --> 00:27:50.944]  And now, what we showed that Friday, guys, all the Daily Mail, USA Today, BBC, showing the Russians, the Chinese, the Saudi Arabians, the
[00:27:52.193 --> 00:27:58.514]  With these antenna arrays that can go up and ionize the atmosphere, form nuclei, and make it rain out of a clear blue sky.
[00:27:58.514 --> 00:28:00.175]  They can form clouds and do it.
[00:28:00.175 --> 00:28:04.715]  So now, that's really the next generation they've had for decades.
[00:28:04.715 --> 00:28:06.836]  Not so much the cloud seeding.
[00:28:06.836 --> 00:28:12.037]  But they've got these systems, and the only people that seem to not know about this are the American people.
[00:28:12.037 --> 00:28:16.558]  This stuff is well known all over the world, but you talk about it, you call a conspiracy theorist.
[00:28:16.558 --> 00:28:17.638]  And I've just got to ask, I mean,
[00:28:19.712 --> 00:28:29.319]  Are elements of the government, of the national security apparatus, of the national security state that's totally secret and gets away with whatever it wants, are they manipulating this storm?
[00:28:29.319 --> 00:28:30.960]  Or, why don't they go out?
[00:28:30.960 --> 00:28:36.804]  Bill Gates, I showed you ABC on Friday, Bill Gates owns a company that can create or kill hurricanes.
[00:28:36.804 --> 00:28:37.785]  They can do it with aircraft.
[00:28:37.785 --> 00:28:39.887]  They can kill hurricanes.
[00:28:39.887 --> 00:28:40.527]  Certified, 1967.
[00:28:40.527 --> 00:28:45.010]  Livingston have been doing it since the 50s, but they certified it.
[00:28:45.010 --> 00:28:48.133]  They did tests in the Atlantic, right where this is happening.
[00:28:49.264 --> 00:28:50.445]  Look it up!
[00:28:50.445 --> 00:28:52.607]  We'll be back with Stuart Rhodes.
[00:28:52.607 --> 00:28:54.028]  Will preppers be arrested?
[00:28:54.028 --> 00:28:55.149]  Will they be rounded up?
[00:28:55.149 --> 00:28:57.331]  Is it terrorists to take care of your family?
[00:29:00.185 --> 00:29:02.667]  Cold and flu season is upon us.
[00:29:02.667 --> 00:29:08.912]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial.
[00:29:08.912 --> 00:29:20.021]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, as well as help improve wound healing.
[00:29:20.621 --> 00:29:33.649]  Silver salt technology is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases, like strep throat, staph, pneumonia, colds, flus, and other harmful pathogens.
[00:29:33.649 --> 00:29:45.896]  This new technology is much more effective than colloidal or ionic silvers, and has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of older solutions.
[00:29:46.596 --> 00:29:50.283]  Supernatural Silver is what you need for any emergency.
[00:29:50.283 --> 00:29:57.556]  Go to SupernaturalSilver.com today and use the promo code AlexSays for 20% off and like us on Facebook.
[00:29:59.938 --> 00:30:03.401]  Alex Jones here with a very important announcement for truth seekers.
[00:30:03.401 --> 00:30:09.345]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[00:30:09.345 --> 00:30:15.951]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[00:30:15.951 --> 00:30:21.635]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[00:30:21.635 --> 00:30:25.278]  This film exposes the fraud that Obama is like nothing I've seen.
[00:30:25.438 --> 00:30:29.261]  If you want to know who Obama's real daddy is, this is the film for you.
[00:30:29.261 --> 00:30:33.865]  Don't forget, your purchase supports our broadcast and our growing media network.
[00:30:33.865 --> 00:30:36.366]  You'll also find it at infowarshop.com.
[00:30:36.366 --> 00:30:40.229]  None Dare Call a Conspiracy by Gary Allen, the book that woke me up.
[00:30:40.229 --> 00:30:44.653]  We're also carrying Behind the Green Mask, UN Agenda 21, by Rosa Corey.
[00:30:44.653 --> 00:30:47.295]  This book is coffin nails to the globalist takeover.
[00:30:47.595 --> 00:30:54.440]  The Greater Good, the most professional and up-to-date film I've ever seen, exposing the scourge that is vaccines.
[00:30:54.440 --> 00:30:59.744]  These titles and a lot more are all available at infowarshop.com.
[00:30:59.744 --> 00:31:03.047]  Sick of the globalist eugenicist control freaks adding poison to your water?
[00:31:03.527 --> 00:31:05.228]  Are you laughing as you get sick and die?
[00:31:05.228 --> 00:31:07.649]  Start purifying your water with ProPure.
[00:31:07.649 --> 00:31:16.754]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at Infowars.com.
[00:31:16.754 --> 00:31:20.196]  Its filters are silver impregnated to prevent bacterial growth.
[00:31:20.196 --> 00:31:21.877]  There's no priming required.
[00:31:21.877 --> 00:31:24.158]  It's NSF 42 certified.
[00:31:24.158 --> 00:31:26.660]  Optional fluoride filters can reduce fluoride up to 95%.
[00:31:27.720 --> 00:31:29.241]  Easy to set up and use.
[00:31:29.241 --> 00:31:30.662]  Doesn't require electricity.
[00:31:30.662 --> 00:31:33.824]  Purify water from lakes, streams, ponds, and wells.
[00:31:33.824 --> 00:31:37.206]  This filter system leaves in beneficial minerals, which is key.
[00:31:37.206 --> 00:31:41.349]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[00:31:41.349 --> 00:31:44.091]  ProPure is the best gravity-fed filter out there.
[00:31:44.091 --> 00:31:45.672]  It's what my family uses.
[00:31:45.672 --> 00:31:48.974]  Infowars.com already has the lowest price on ProPure.
[00:31:48.974 --> 00:31:54.238]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:31:54.798 --> 00:31:56.019]  You can also call to order.
[00:31:56.019 --> 00:31:57.380]  888-253-3139.
[00:31:57.380 --> 00:32:00.462]  Aaron Fullin here.
[00:32:00.462 --> 00:32:12.069]  As the food police shut down food co-ops, the Amish, and small farmers, Americans are losing access, not just to raw milk and homemade cheeses, but to healthy, home-crafted sources for fermented foods like sauerkraut, yogurt, and kefir.
[00:32:12.069 --> 00:32:15.892]  It seems there's a war on life-giving foods with living enzymes and healthy bacteria.
[00:32:16.112 --> 00:32:18.874]  But frankly, I'm not sure what the food police are so afraid of.
[00:32:18.874 --> 00:32:26.758]  These remarkable foods have been around since the beginning of history, with archaeological evidence for fermented foods and beverages being found across the globe in almost every culture.
[00:32:26.758 --> 00:32:34.262]  Even today, Japanese eat miso, Africans eat fermented porridges, Koreans eat kimchi, and in India, fermented milk is a staple for healthy living.
[00:32:34.562 --> 00:32:35.683]  But here's some good news.
[00:32:35.683 --> 00:32:41.909]  Self-reliant Americans can now discover the secrets to making these amazing fermented foods legally and privately in their own homes.
[00:32:41.909 --> 00:32:45.232]  Since it's still legal to make these foods as long as you can make them yourself.
[00:32:45.232 --> 00:32:48.074]  For more information, check out fermentationfactor.com.
[00:32:48.074 --> 00:32:50.096]  That's fermentationfactor.com.
[00:32:50.096 --> 00:32:52.518]  It's easy to create your own powerful fermented foods.
[00:32:52.518 --> 00:32:56.221]  And you can do it by going to www.fermentationfactor.com.
[00:32:56.221 --> 00:32:58.944]  That's www.fermentationfactor.com.
[00:33:01.112 --> 00:33:02.653]  Coast to Coast.
[00:33:02.653 --> 00:33:04.715]  Direct from Austin.
[00:33:04.715 --> 00:33:08.518]  You're listening to the Alex Jones Broadcasting Network.
[00:33:08.518 --> 00:33:20.709]  We are on the march.
[00:33:20.709 --> 00:33:23.871]  The empire is on the run.
[00:33:23.871 --> 00:33:27.635]  Alex Jones and the GCN Radio Network.
[00:33:30.658 --> 00:33:52.954]  About five days before it broke in, AP, Reuters, the Washington Post, you name it, Doug Hagman of the Northeast Intelligence Network, he gives us a lot of good intel, he said, hey, do you want to interview a high security clearance, high level military contractor who has been stranded and was told because you're a prepper?
[00:33:54.764 --> 00:33:55.385]  Okay.
[00:33:55.385 --> 00:34:03.352]  And then the Washington Post, because we've had him on twice before AP picked it up, spun it like, oh, he thinks that's why he was stranded at his own expense.
[00:34:03.352 --> 00:34:05.333]  Here's the Washington Post with a story.
[00:34:05.333 --> 00:34:11.679]  Man stranded in Hawaii by no-fly list gets okay and flies to San Francisco Friday.
[00:34:11.679 --> 00:34:13.480]  Wade Hicks Jr.
[00:34:13.480 --> 00:34:21.047]  was stranded for six days at his own expense.
[00:34:21.047 --> 00:34:21.868]  So there you go.
[00:34:24.468 --> 00:34:26.911]  Washington Post, AP, you name it.
[00:34:26.911 --> 00:34:32.456]  Now, this is only a window into a larger issue of how they're going to use domestic checkpoints on highways.
[00:34:32.456 --> 00:34:34.098]  This has all been announced.
[00:34:34.098 --> 00:34:42.747]  With federal checkpoints, federal police, and TSA goons at airports, you name it, that's where you'll just be disappeared for political reasons.
[00:34:42.747 --> 00:34:47.311]  We now have the Army Manual that I'll pull up and give you the number on, which they have said, yeah, that's their manual.
[00:34:48.324 --> 00:34:51.751]  Uh, where they use the term re-education camp.
[00:34:51.751 --> 00:34:56.180]  They don't, they don't use the term, uh, you know, uh, we'll take political dissonance.
[00:34:56.180 --> 00:34:57.583]  They use the Soviet term.
[00:34:58.868 --> 00:35:02.729]  We have executive orders now for all sorts of tyranny.
[00:35:02.729 --> 00:35:07.150]  We have army manuals about confiscating guns that have come out the last few months.
[00:35:07.150 --> 00:35:08.730]  All of this is coming out now.
[00:35:08.730 --> 00:35:14.952]  You can just type in, new army manual has military trained for gun confiscation.
[00:35:14.952 --> 00:35:19.993]  Or, you know, army war college professor, prepare for war with the Tea Party.
[00:35:19.993 --> 00:35:22.314]  I mean, look up these keywords I'm giving you.
[00:35:22.314 --> 00:35:23.394]  This is mainstream news.
[00:35:24.811 --> 00:35:29.433]  And the fact is that they have been demonizing preppers for a long time.
[00:35:29.433 --> 00:35:41.258]  But you also look at the Homeland Security and MIAC reports that we've broken here that have been national news the last three and a half years saying gun owners, libertarians are terror threats, but nobody's a terror threat like returning veterans.
[00:35:43.089 --> 00:35:48.932]  So why are preppers who run the gamut politically who think, hey, you need food, you need firearms?
[00:35:48.932 --> 00:35:50.853]  Basically granddaddy.
[00:35:50.853 --> 00:35:54.635]  My grandparents still have a grandparent alive, God bless her.
[00:35:54.635 --> 00:35:56.276]  Almost 90.
[00:35:56.276 --> 00:36:02.059]  They always, you know, have a few months of food, always have firearms, always know how to can stuff.
[00:36:02.059 --> 00:36:03.300]  That's bad.
[00:36:03.300 --> 00:36:04.701]  That's why they're going after Amish.
[00:36:04.701 --> 00:36:08.723]  They're going at people with backyard, front yard gardens.
[00:36:08.723 --> 00:36:10.244]  The system doesn't like it.
[00:36:10.244 --> 00:36:11.625]  They're trying to restrict
[00:36:12.754 --> 00:36:15.899]  All sorts of swap meets, garage sales.
[00:36:15.899 --> 00:36:20.146]  A year ago, Louisiana passed a law, no cash used in secondhand sales.
[00:36:20.146 --> 00:36:24.372]  They want to track everything through the NSA grid illegally.
[00:36:24.372 --> 00:36:27.317]  Now, Stuart Rhodes is the founder and president of Oath Keepers.
[00:36:28.408 --> 00:36:31.291]  And he also is a constitutional lawyer.
[00:36:31.291 --> 00:36:46.764]  I'm not going to go over his entire bio, but he's won awards for the reports he's done at Yale Law School for solving the puzzle of enemy combatant status, which he wrote many years before this was even a news item.
[00:36:46.764 --> 00:36:49.367]  He's worked for Congressman Ron Paul as well as congressional staff.
[00:36:49.867 --> 00:36:51.188]  He's written for Swat Magazine.
[00:36:51.188 --> 00:36:54.590]  He's got like a five-page bio, so I'm not going to go over the whole thing here.
[00:36:54.590 --> 00:36:59.652]  He was also in the Army until he was medically retired in a paratrooping night exercise, I believe it was.
[00:36:59.652 --> 00:37:01.153]  Jump!
[00:37:01.153 --> 00:37:10.118]  And he joins us to go over this for the next 45 minutes, then we'll get into the hurricane and could that affect the election and a bunch of other economic news and cover the latest poll numbers.
[00:37:10.118 --> 00:37:18.263]  But, Stuart, you know, I kind of threw out a couple different issues there, and I'll interrupt you a few times to actually give the Army Manual numbers for people.
[00:37:18.743 --> 00:37:26.166]  For the civilian inmate labor camp programs, for the re-education camps, and the MIAC and Homeland Security reports.
[00:37:26.166 --> 00:37:32.308]  While you're talking, I'm going to be searching it up myself, showing TV viewers and telling radio listeners how to pull it up themselves.
[00:37:32.308 --> 00:37:34.509]  It's important I don't just hold it up and say the number.
[00:37:34.509 --> 00:37:41.672]  I'm going to show people, while you're talking, I'm going to be searching and showing people with it up on screen, live time, so they can see this for themselves.
[00:37:41.672 --> 00:37:45.633]  But you've got contacts everywhere, in the military, in the police.
[00:37:45.633 --> 00:37:47.554]  We do as well, but you do this full time.
[00:37:48.194 --> 00:37:51.096]  They're all saying look for something big to happen soon.
[00:37:51.096 --> 00:37:57.121]  Now, the globalists are always doing that to get everybody on edge, so when they finally do drop the hammer, everybody almost expects it.
[00:37:57.121 --> 00:38:01.605]  We understand that's part of the psychology, but we do need to be made aware of this.
[00:38:01.605 --> 00:38:04.167]  Where should we start in this whole build-up?
[00:38:04.167 --> 00:38:08.030]  The army manuals that have come out, the preppers being stranded.
[00:38:08.030 --> 00:38:10.212]  I've got another report here.
[00:38:10.212 --> 00:38:13.615]  A former cricket captain turned politician
[00:38:15.636 --> 00:38:17.998]  Detained and interrogated over drone views by U.S.
[00:38:17.998 --> 00:38:19.079]  Immigration.
[00:38:19.079 --> 00:38:21.300]  I guess it's Imran Khan.
[00:38:21.300 --> 00:38:23.342]  He's very pro-Western.
[00:38:23.342 --> 00:38:24.702]  Lived in England most of his life.
[00:38:24.702 --> 00:38:26.924]  Probably going to be the new Pakistani President.
[00:38:26.924 --> 00:38:32.708]  And they pulled him off a flight and said, we don't like the fact that you're campaigning against us bombing indiscriminately with drones.
[00:38:32.708 --> 00:38:34.469]  So they're now using the airports.
[00:38:34.469 --> 00:38:38.192]  They're now using this as the political, you know, roundup point.
[00:38:38.192 --> 00:38:42.535]  Just like Nazi Germany used the train stations as their way to grab people.
[00:38:42.535 --> 00:38:44.236]  And now with face scans, there's nowhere to run.
[00:38:44.816 --> 00:38:48.378]  Stuart Rhodes of OathKeepers.org, thank you for joining us.
[00:38:48.378 --> 00:38:50.659]  Well, it's the same thing that happened during the Bush administration.
[00:38:50.659 --> 00:38:55.062]  Remember back then, it was leftist journalists who would be on the no-fly list.
[00:38:55.062 --> 00:38:58.424]  Now, it's swung a different direction now.
[00:38:58.424 --> 00:39:01.906]  Now you can say, well, it's kind of swung on the right wing, but it's not just that.
[00:39:01.906 --> 00:39:06.268]  It's kind of like the metastasizing of the national security state.
[00:39:06.268 --> 00:39:09.030]  It is a cancer that is growing and it's starting to eat us.
[00:39:09.850 --> 00:39:15.955]  And so, one of the two things that's going to happen is it's going to kill the host, you know, kill America, or we'll have to kill it.
[00:39:15.955 --> 00:39:18.217]  And, you know, the prepper's being targeted.
[00:39:18.217 --> 00:39:19.538]  What does a prepper accept?
[00:39:19.538 --> 00:39:26.323]  A person who's awake and aware and takes personal responsibility for themselves and their families.
[00:39:26.323 --> 00:39:39.214]  I see them as being interchangeable with Ron Paul people, interchangeable with veterans, interchangeable with just traditional Americans who believe in taking care of themselves, who are not just, you know, sitting in front of the boob tube all day and dumbed down.
[00:39:39.674 --> 00:39:48.562]  And so it's the targeting and the attempt to crush the traditional American spirit.
[00:39:48.562 --> 00:39:49.863]  They want you to be subservient.
[00:39:49.863 --> 00:39:57.630]  They want you to just go shop and do what you're told and go to work and don't question the two-party system.
[00:39:57.630 --> 00:40:02.294]  If you do step outside those bounds at all, they'll start assigning one label or another to you.
[00:40:02.854 --> 00:40:10.360]  Right wing extremist, prepper, just the latest version of it, you know, whatever it is, it's the same target audience though.
[00:40:10.360 --> 00:40:18.646]  It's the people that are going to either be able to resist or those who are going to be able to ride out whatever comes down.
[00:40:18.646 --> 00:40:30.274]  And just to add, they want us to shut up and go quietly into the night while they build FEMA camps, while they de-industrialize the country, while they harass rural communities and set up the governor.
[00:40:31.135 --> 00:40:36.498]  Commission, the Governor Council that circumnavigates the states, and the Tenth Amendment.
[00:40:36.498 --> 00:40:38.019]  I mean, it's all happening.
[00:40:38.019 --> 00:40:48.526]  Anyone who knows history, as you do, as an award-winning lawyer who's written on the subject of political papers, when you know history, you know the path we're going down.
[00:40:48.526 --> 00:40:49.967]  I mean, this is definitely tyranny.
[00:40:50.905 --> 00:40:51.785]  Yeah, exactly.
[00:40:51.785 --> 00:40:55.866]  And this is the same thing that happened in Nazi Germany, or also happened in Stalinist Russia.
[00:40:55.866 --> 00:41:00.308]  In Russia, it was the independent farmers, the kulaks, who had to be crushed.
[00:41:00.308 --> 00:41:04.249]  For Stalin to really take over, he had to take out any resistance.
[00:41:04.249 --> 00:41:11.631]  And because they could grow their own food, and their own livestock, and they were independent landowners, they were a threat to his power.
[00:41:11.631 --> 00:41:18.453]  He wanted them completely subservient, so he confiscated their crops and starved them.
[00:41:18.453 --> 00:41:19.693]  What do you make of this new case?
[00:41:20.879 --> 00:41:21.159]  Of course.
[00:41:37.310 --> 00:41:45.036]  Has stepped out ahead in some ways, and gone a little bit further down the same logical path.
[00:41:45.036 --> 00:41:50.000]  Or, this is just the first inkling of the meme coming down from above.
[00:41:50.000 --> 00:41:54.544]  I talked to other National Guardsmen, they have not heard anything about this, but I did find it credible.
[00:41:54.544 --> 00:41:56.045]  And I'm not surprised, like I said.
[00:41:56.365 --> 00:41:58.846]  Well, just to be clear, I was going to get to that in the next segment.
[00:41:58.846 --> 00:42:07.389]  When I said this latest case, I want to get back into the prepper confirming, you know, that he wasn't allowed to fly for six days because it was a prepper, but I was going to get into that next.
[00:42:07.389 --> 00:42:19.234]  Yes, this National Guardsman, who even during the breaks, you know, was out there at the repair area, had, you know, his officer walking around giving him orders because he'd gone too far on his lunch.
[00:42:20.154 --> 00:42:23.160]  He sent us all his documents, all the info.
[00:42:23.160 --> 00:42:25.645]  And that's what we see in this particular order.
[00:42:25.645 --> 00:42:29.934]  Will you guys put the resettlement document up there so I can give people the army?
[00:42:31.138 --> 00:42:31.878]  I don't think so.
[00:43:02.313 --> 00:43:10.440]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:43:10.440 --> 00:43:14.504]  Alex and his staff have used these pure soap products for years.
[00:43:14.504 --> 00:43:21.810]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:43:21.810 --> 00:43:24.633]  See them on the web at 5starsoap.com.
[00:43:24.833 --> 00:43:29.676]  Or call 800-340-7091 for a free catalog.
[00:43:29.676 --> 00:43:35.599]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:43:35.599 --> 00:43:41.022]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:43:41.022 --> 00:43:43.003]  This is an amazing deal.
[00:43:43.003 --> 00:43:48.245]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:43:48.245 --> 00:43:51.387]  See them on the web at 5starsoap.com or call
[00:43:51.947 --> 00:43:59.929]  Call 800-340-7091 for a free catalog.
[00:43:59.929 --> 00:44:02.409]  Cold and flu season is upon us.
[00:44:02.409 --> 00:44:08.651]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial.
[00:44:08.651 --> 00:44:19.753]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, as well as help improve wound healing.
[00:44:20.353 --> 00:44:33.377]  Silver salt technology is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases, like strep throat, staph, pneumonia, colds, flus, and other harmful pathogens.
[00:44:33.377 --> 00:44:45.620]  This new technology is much more effective than colloidal or ionic silvers, and has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of older solutions.
[00:44:46.340 --> 00:44:50.002]  Supernatural Silver is what you need for any emergency.
[00:44:50.002 --> 00:44:57.266]  Go to SupernaturalSilver.com today and use the promo code AlexSays for 20% off and like us on Facebook.
[00:44:59.531 --> 00:45:05.032]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:45:05.032 --> 00:45:07.453]  Start purifying your water with ProPure.
[00:45:07.453 --> 00:45:16.555]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:45:16.555 --> 00:45:19.996]  Its filters are silver impregnated to prevent bacterial growth.
[00:45:19.996 --> 00:45:21.657]  There's no priming required.
[00:45:21.657 --> 00:45:23.957]  It's NSF-42 certified.
[00:45:23.957 --> 00:45:26.458]  Optional fluoride filters can reduce fluoride up to 95%.
[00:45:27.518 --> 00:45:29.039]  Easy to set up and use.
[00:45:29.039 --> 00:45:30.460]  Doesn't require electricity.
[00:45:30.460 --> 00:45:33.643]  Purify water from lakes, streams, ponds, and wells.
[00:45:33.643 --> 00:45:37.026]  This filter system leaves in beneficial minerals, which is key.
[00:45:37.026 --> 00:45:41.149]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[00:45:41.149 --> 00:45:43.911]  ProPure is the best gravity-fed filter out there.
[00:45:43.911 --> 00:45:45.473]  It's what my family uses.
[00:45:45.473 --> 00:45:48.795]  Infowars.com already has the lowest price on ProPure.
[00:45:48.795 --> 00:45:54.040]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:45:54.620 --> 00:45:59.262]  You can also call to order 888-253-3139.
[00:45:59.262 --> 00:46:02.283]  Alex Jones here with a message to fellow freedom lovers.
[00:46:02.283 --> 00:46:07.285]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:46:07.285 --> 00:46:14.468]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:46:14.588 --> 00:46:20.233]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:46:20.233 --> 00:46:24.257]  These are items that I did research on, that I personally use.
[00:46:24.257 --> 00:46:28.981]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:46:28.981 --> 00:46:34.206]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:46:34.446 --> 00:46:37.689]  Strategic Relocation 3rd Edition by Joel Skousen.
[00:46:37.689 --> 00:46:40.191]  When Disaster Strikes by Matthew Stein.
[00:46:40.191 --> 00:46:44.955]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[00:46:44.955 --> 00:46:47.838]  Hand-cranked shortwave AM FM radios.
[00:46:47.838 --> 00:46:55.044]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[00:46:55.044 --> 00:46:56.326]  We're getting prepared.
[00:46:56.326 --> 00:46:56.986]  Are you?
[00:46:56.986 --> 00:46:57.767]  Infowarshop.com
[00:47:01.147 --> 00:47:12.718]  Coast to coast, direct from Austin, you're listening to the Alex Jones Broadcasting Network.
