[00:00:00.577 --> 00:00:00.983]  Network.
[00:54:57.167 --> 00:54:58.667]  I'm always using the 50 million number.
[00:54:58.707 --> 00:54:59.167]  It's grown.
[00:55:00.247 --> 00:55:03.968]  And we make troops serve 5, 6, 7 tours until they break down.
[00:55:06.303 --> 00:55:20.606]  So many people now are on Prozac-type drugs that they admit in their own trials caused a, what was it, in the Eli Lilly trials in 1980, a 15-fold increase in suicide and violent outbreaks.
[00:55:20.666 --> 00:55:22.347]  In fact, it's on the inserts now.
[00:55:22.767 --> 00:55:27.708]  They were forced about a decade ago, as you know, to put in the inserts of all the serotonin reuptake inhibitors.
[00:55:28.548 --> 00:55:35.030]  And I don't think I've ever seen a mass shooting that wasn't staged where the person wasn't hopped up on those drugs.
[00:55:37.585 --> 00:55:45.547]  And this could be real with all the culture of death and people being in on it, but if we start seeing telltale signs of it being staged, we'll let you know.
[00:55:46.407 --> 00:56:04.670]  You know, it has now come out that it was a government program and that person was in a mind control program and the doctor he was under was a head Air Force mind control doctor and he was involved in DARPA brain interface programs and told people he was under mind control in the jail.
[00:56:07.250 --> 00:56:11.112]  No, Theodore Krasinski, the Unabomber, was part of MKUltra.
[00:56:12.072 --> 00:56:12.753]  That's L.A.
[00:56:12.793 --> 00:56:13.133]  Times.
[00:56:13.833 --> 00:56:23.978]  So see, once you've seen this a few dozen times, over and over again, and you notice the timing of it all, and the fact that the gun culture is the one area we're beating them.
[00:56:24.038 --> 00:56:26.699]  And if we beat them in any area, they fail.
[00:56:27.657 --> 00:56:32.520]  Despite all their propaganda, people know the government wants our guns to enslave us.
[00:56:33.241 --> 00:56:37.043]  And people now want guns because of the crazies and the violent people that are out there.
[00:56:37.264 --> 00:56:39.725]  Because you know you're good, you have a right to protect yourself.
[00:56:41.046 --> 00:56:50.913]  But Obama has signaled that he may use executive orders, as he's done in other areas outside of Congress, to physically ban handguns and rifles that are semi-auto.
[00:56:52.474 --> 00:56:55.336]  And that will start a civil war.
[00:56:55.496 --> 00:56:56.617]  Not everybody's going to turn them in.
[00:56:58.021 --> 00:57:00.142]  And I've had a feeling of dread.
[00:57:00.722 --> 00:57:12.165]  Before the shooting even started, I talked to my wife this morning and I said, all I'm saying at the start of the show, but this had already begun, we thought only the gunman was dead then, that I am always honest with you.
[00:57:12.665 --> 00:57:14.345]  I never tell the crew this except every once in a while.
[00:57:14.385 --> 00:57:19.107]  The day before they had the fake Bin Laden raid, I said I have a really bad feeling of dread.
[00:57:19.127 --> 00:57:21.507]  And always something big happens.
[00:57:21.727 --> 00:57:25.869]  And it's probably something so big, you know, they've got troops massing
[00:57:28.198 --> 00:57:28.338]  U.S.
[00:57:28.358 --> 00:57:32.182]  troops are now announcing publicly massing in Turkey on the Syrian border.
[00:57:32.202 --> 00:57:35.244]  They're talking about bombing campaigns that they call peaceful.
[00:57:36.305 --> 00:57:39.108]  But nobody will show that when they kill a bunch of innocent Syrians.
[00:57:39.388 --> 00:57:41.930]  They'll only trot out these 14 dead kids.
[00:57:41.950 --> 00:57:46.294]  There'll probably be more now if they're preliminary, saying 14 dead children, 27 dead total.
[00:57:51.015 --> 00:57:52.636]  They're going to come after our guns.
[00:57:53.616 --> 00:57:58.818]  I moved our guests back 30 minutes, so I'll start going to your calls as soon as we start the next hour.
[00:57:58.838 --> 00:58:00.359]  Here in about one moment.
[00:58:00.539 --> 00:58:15.404]  That's another reason I would never have my children, and I know they've set it up where it's hard to not have your kids in government training camp, but I wouldn't have my children in public schools because they're advertised everywhere as the place to go when you want to commit suicide.
[00:58:16.365 --> 00:58:17.505]  Well, don't commit suicide.
[00:58:17.885 --> 00:58:19.566]  Go to a school and kill a bunch of people.
[00:58:21.397 --> 00:58:32.724]  And, um, then these spoiled brat, you know, people almost always on psychotropic drugs, they go and throw a fit, and they kill one person, and they throw a fit, and they just start killing, killing, killing.
[00:58:33.844 --> 00:58:39.568]  And, uh, under the new Soviet model, I'm supposed to be punished because there's crazy people out there and turn my guns in.
[00:58:39.588 --> 00:58:48.293]  This is GCN, the Genesis Communications Radio Network.
[00:58:52.029 --> 00:58:57.492]  Sodium fluoride in the body reduces IQ and increases cancers.
[00:58:57.812 --> 00:59:04.876]  Unfortunately, fluoride and its derivatives are only one of hundreds of toxins being added to our drinking water.
[00:59:05.177 --> 00:59:07.618]  We're battling the globalist on so many fronts.
[00:59:07.898 --> 00:59:13.962]  Health is an area where we can all take control of our lives and it all starts with that basic building block of water.
[00:59:14.622 --> 00:59:17.384]  It is time to purify our family's water.
[00:59:17.664 --> 00:59:24.307]  The ProPure filtration system with added fluoride filters is the best system for my research to protect you and your family.
[00:59:24.547 --> 00:59:29.610]  Infowarstore.com already has the lowest prices on ProPure water filtration.
[00:59:29.830 --> 00:59:35.534]  But until December 10th, we are going to offer 15% off the already lowest price.
[00:59:35.874 --> 00:59:37.935]  I know what I'm giving my family this Christmas.
[00:59:38.195 --> 00:59:38.756]  ProPure.
[00:59:38.936 --> 00:59:44.899]  Go to InfowarsStore.com and get 15% off the already lowest price out there with the code WATER15.
[00:59:44.919 --> 00:59:47.221]  WATER15 and you get 15% off at InfowarsStore.com.
[00:59:54.679 --> 00:59:56.621]  Waging war on corruption.
[00:59:57.081 --> 00:59:59.923]  Alex Jones on the GCN Radio Network.
[01:00:06.369 --> 01:00:07.029]  Big Brother.
[01:00:07.690 --> 01:00:08.731]  Mainstream media.
[01:00:09.452 --> 01:00:10.592]  Government cover-ups.
[01:00:11.213 --> 01:00:12.034]  You want answers?
[01:00:12.794 --> 01:00:13.755]  Well, so does he.
[01:00:14.336 --> 01:00:17.999]  He's Alex Jones on the GCN Radio Network.
[01:00:18.539 --> 01:00:22.603]  And now, live from Austin, Texas, Alex Jones.
[01:00:24.687 --> 01:00:29.098]  Listen, I've got the phone lines loaded with people from Connecticut.
[01:00:29.158 --> 01:00:31.002]  CBS News is reporting 27 dead, 14 children.
[01:00:34.502 --> 01:00:35.903]  I don't know if that's accurate.
[01:00:35.943 --> 01:00:37.865]  I pray to Heavenly Father it's not.
[01:00:37.885 --> 01:00:42.090]  AP just out is saying the shooter dead and one teacher.
[01:00:42.790 --> 01:00:48.116]  So we'll continue to try to follow all of this as it unfolds.
[01:00:48.156 --> 01:00:51.519]  But again, we can put that CBS News headline back up there.
[01:00:52.019 --> 01:00:55.763]  CBS News, 27 dead, including 14 children in elementary school.
[01:00:55.783 --> 01:00:57.044]  Just absolutely horrible.
[01:00:57.785 --> 01:01:05.714]  And public schools and other victim disarmament zones are advertised as a place for Prozac heads to go kill a bunch of people.
[01:01:07.355 --> 01:01:11.400]  And you always see this stuff uptick in the holidays.
[01:01:11.420 --> 01:01:15.224]  So much stress, so much pressure, so many people drugged out of their minds.
[01:01:16.165 --> 01:01:16.945]  All the more reason
[01:01:18.430 --> 01:01:20.411]  That we be armed to protect ourselves.
[01:01:21.391 --> 01:01:24.632]  Let's go ahead and talk to John in Connecticut.
[01:01:24.672 --> 01:01:25.793]  He's got some information.
[01:01:26.173 --> 01:01:27.453]  John, what do you have for us, sir?
[01:01:28.614 --> 01:01:39.098]  Well, I've just been following online, and what I was going to bring up was something you already addressed, and that was the possibility of being a staged act.
[01:01:39.978 --> 01:01:43.920]  And with James Holmes saying that he was a Manchurian candidate,
[01:01:45.748 --> 01:02:00.043]  People like these who are doing these shootings, being put in place by some agency or the government to promote a gun grab or to keep the public in fear, because this is happening like every week.
[01:02:00.123 --> 01:02:04.928]  It seems to be escalating, you know, to happen more and more frequently.
[01:02:06.837 --> 01:02:07.998]  Well, I know this, sir.
[01:02:09.079 --> 01:02:11.660]  When they staged these things, we know Columbine was staged.
[01:02:11.740 --> 01:02:15.523]  We need to go back and do a whole article on how they reported four different gunmen.
[01:02:15.543 --> 01:02:17.444]  There was 127 bombs in the building.
[01:02:17.784 --> 01:02:18.845]  Half the school was empty.
[01:02:18.865 --> 01:02:19.846]  There was a stand down.
[01:02:20.266 --> 01:02:23.208]  There were government mind control programs connected to both of the youth.
[01:02:23.888 --> 01:02:25.349]  They were both on drugs.
[01:02:25.890 --> 01:02:27.651]  The Ritalin, Prozac types, both.
[01:02:28.471 --> 01:02:34.596]  But now the Atlantic Wire is reporting there was also reports of a second shooter who may be at large.
[01:02:36.158 --> 01:02:38.040]  So it's always that same report.
[01:02:38.500 --> 01:02:43.226]  The Current also said there are unconfirmed reports of two shooters, one dead and one at large.
[01:02:45.622 --> 01:03:12.903]  So, and again, there can be false reports of that too, except when somebody else opens the door, when smoke grenades get thrown from both sides, when the people are in government programs, when the police orders stand down so shooters can go longer, if all these normal tell-tale signs start coming out, regardless the White House is going to use this to go after our guns, you can absolutely bet it.
[01:03:14.128 --> 01:03:19.312]  And man, people know that's why they're out buying guns at record levels.
[01:03:21.153 --> 01:03:22.113]  Anything else, John?
[01:03:22.133 --> 01:03:32.380]  I was just going to say, as soon as I saw that, I knew the next thing was going to be promoting a gun grabber or taking the people's guns.
[01:03:32.881 --> 01:03:42.067]  And before you talked about the Oklahoma City bombing, how all the children in daycare were killed.
[01:03:42.677 --> 01:03:45.598]  Like when this happens at a school, it only promotes the public.
[01:03:45.618 --> 01:03:51.620]  It only gets the public to support a gun grab even more when they see that their kids are in danger.
[01:03:51.640 --> 01:03:58.422]  Well yeah, you turn your kids over and then the school takes them off and gives them abortions and gives them shots without your consent.
[01:03:59.836 --> 01:04:01.837]  This is just an insane, sick culture.
[01:04:01.857 --> 01:04:06.080]  And it is a violent, prone, degenerating culture, too.
[01:04:07.181 --> 01:04:08.321]  But, I mean, it's too late.
[01:04:08.402 --> 01:04:09.862]  People aren't turning their guns in.
[01:04:09.902 --> 01:04:11.323]  The globalists aren't going to stop that.
[01:04:12.304 --> 01:04:19.008]  See, they want to be able to stage big terror attacks and blame it on domestic groups and go around and arrest all of us.
[01:04:19.529 --> 01:04:20.209]  I mean, they've said that.
[01:04:20.269 --> 01:04:21.510]  Harry Belafonte said that.
[01:04:21.550 --> 01:04:22.270]  They're all saying it.
[01:04:22.610 --> 01:04:23.871]  And they're just not going to get away with it.
[01:04:24.592 --> 01:04:26.113]  And see, they hate the fact that
[01:04:27.290 --> 01:04:31.594]  They know their paramilitary police would have big attrition.
[01:04:32.751 --> 01:04:34.653]  And wouldn't be able to carry it out.
[01:04:34.693 --> 01:04:35.273]  So they hate it.
[01:04:35.293 --> 01:04:36.014]  They're control freaks.
[01:04:36.354 --> 01:04:39.216]  Now they are able, like Obama said, he's got bigger fish to fry.
[01:04:39.517 --> 01:04:49.344]  They can butcher the dollar, gut the pensions, run the country on the rocks, bankrupt the nation, shut down the power plants, ship all the jobs they can with taxpayer money overseas.
[01:04:49.745 --> 01:04:52.387]  So they're hurting the country as best they can.
[01:04:53.007 --> 01:04:57.971]  They just really want to put us in those forced labor camps and it really upsets them they can't get that job done.
[01:04:58.332 --> 01:04:59.913]  They really want to have their way with us in those.
[01:05:03.883 --> 01:05:11.550]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:05:11.990 --> 01:05:15.614]  Alex and his staff have used these pure soap products for years.
[01:05:16.074 --> 01:05:22.880]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:05:23.380 --> 01:05:26.183]  See them on the web at 5starsoap.com.
[01:05:26.383 --> 01:05:30.906]  Or call 800-340-7091 for a free catalog.
[01:05:31.226 --> 01:05:36.890]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:05:37.170 --> 01:05:42.273]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:05:42.593 --> 01:05:44.214]  This is an amazing deal.
[01:05:44.575 --> 01:05:49.198]  You can save thousands of dollars and you will love the way Real Soap makes you feel.
[01:05:49.798 --> 01:05:52.940]  See them on the web at 5starsoap.com or call
[01:05:53.180 --> 01:05:54.265]  Call 800-340-7091 for a free catalog.
[01:06:01.588 --> 01:06:05.610]  Millions of people are going to get sick this winter from colds, flu, and other illnesses.
[01:06:05.690 --> 01:06:06.810]  Don't be one of them!
[01:06:06.910 --> 01:06:12.452]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial solution.
[01:06:12.612 --> 01:06:22.216]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, and help improve wound healing.
[01:06:22.416 --> 01:06:29.078]  Supernatural Silver is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases.
[01:06:29.198 --> 01:06:33.320]  Such as strep, staph, pneumonia, colds, flus, and other harmful pathogens.
[01:06:33.540 --> 01:06:42.503]  This new technology has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of colloidal or ionic silver solutions.
[01:06:42.643 --> 01:06:46.084]  The Science Digest Journal says, silver is our mightiest germ fighter.
[01:06:46.305 --> 01:06:49.926]  It is virtually non-toxic and is emerging as a wonder of modern medicine.
[01:06:50.146 --> 01:06:56.414]  Go to SupernaturalSilver.com today and use the promo code SILVER2012 for 20% off.
[01:06:56.534 --> 01:06:59.999]  That's SupernaturalSilver.com and like us on Facebook.
[01:07:02.642 --> 01:07:07.506]  We have witnessed two terrible storms in the East, but we are still in the eye of the perfect storm.
[01:07:08.227 --> 01:07:11.010]  The most devastating economic condition since the Great Depression.
[01:07:11.490 --> 01:07:13.832]  America's worst drought in agricultural history.
[01:07:14.292 --> 01:07:16.855]  And now the economic results of the presidential election.
[01:07:17.315 --> 01:07:20.318]  This perfect storm is a huge threat to everyone's food supply.
[01:07:20.818 --> 01:07:25.443]  I just doubled down and got even more supplies from eFoodsDirect and I recommend you do the same.
[01:07:26.023 --> 01:07:28.145]  It's time to get your own supply from eFoodsDirect.
[01:07:28.686 --> 01:07:31.749]  I know I won't be standing in a bread line trading my freedom for food.
[01:07:32.350 --> 01:07:36.093]  I'm taking control of my future and you're nuts if you don't do the same.
[01:07:36.113 --> 01:07:39.737]  Go to eFoodsDirect.com forward slash Alex to find the specials.
[01:07:40.017 --> 01:07:43.661]  And you can start with a holiday gift pack that's normally $80, now under $50.
[01:07:44.442 --> 01:07:47.606]  Remember, I can warn you, but I can't feed you.
[01:07:47.626 --> 01:07:51.891]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:07:52.412 --> 01:07:55.535]  Would you rather prepare six months too early or one day too late?
[01:07:55.555 --> 01:08:00.041]  409-5633 or efoodsdirect.com forward slash Alex.
[01:08:06.482 --> 01:08:10.644]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:08:11.304 --> 01:08:12.124]  You want answers?
[01:08:12.904 --> 01:08:13.885]  Well, so does he.
[01:08:14.445 --> 01:08:18.086]  He's Alex Jones on the GCN Radio Network.
[01:08:18.646 --> 01:08:22.748]  And now, live from Austin, Texas, Alex Jones.
[01:08:28.230 --> 01:08:33.012]  Alright folks, the Associated Press out of Connecticut is now saying 18 children dead.
[01:08:35.805 --> 01:08:38.846]  Out of 27 total, that's obviously going to continue to rise.
[01:08:39.846 --> 01:08:43.967]  This is going to be, um, it looks like the biggest school massacre ever.
[01:08:44.947 --> 01:08:46.308]  Boy, wouldn't you know?
[01:08:46.328 --> 01:08:48.068]  I mean, it's sick.
[01:08:48.088 --> 01:08:56.711]  You can go back in the last month, and I've said over and over again, and we've written articles saying, you watch, there's going to be giant school shootings.
[01:08:58.211 --> 01:09:01.192]  And all they got to do is get some mental patient
[01:09:02.079 --> 01:09:06.160]  Hopped up on psychotropics and then have their psychiatrist tell them to go do it.
[01:09:07.500 --> 01:09:09.121]  And of course, you know the Batman shooter.
[01:09:09.161 --> 01:09:10.741]  It's now come out in the Denver Papers.
[01:09:12.462 --> 01:09:17.723]  And it's even come out in other mainstream news that he was in a DARPA mind control program.
[01:09:17.743 --> 01:09:20.744]  He had a top Air Force psych warfare chief over him.
[01:09:21.244 --> 01:09:28.586]  He was being paid a large salary as a graduate student to be part of the program.
[01:09:29.605 --> 01:09:31.907]  And they reported people letting him in to do it.
[01:09:32.407 --> 01:09:34.989]  He told people in the jail that he was under mind control.
[01:09:36.070 --> 01:09:37.471]  Basically didn't remember anything.
[01:09:39.113 --> 01:09:42.515]  And the police said, oh no, he was never around anybody for them to be able to hear that.
[01:09:42.836 --> 01:09:47.499]  When the first reports, they admitted that the inmates were getting upset because of all of his ranting.
[01:09:50.482 --> 01:09:52.944]  Yeah, 15 dead at Columbine, including the shooters.
[01:09:52.964 --> 01:09:55.626]  So that's 13 dead who weren't shooters.
[01:09:55.666 --> 01:09:57.908]  This is going to be a lot bigger than Columbine.
[01:10:01.334 --> 01:10:03.155]  Twelve students, one teacher at Columbine.
[01:10:03.195 --> 01:10:04.897]  This is already 18 dead children.
[01:10:05.937 --> 01:10:07.979]  And it's got the tell-tale signs here.
[01:10:08.019 --> 01:10:12.862]  CBS News reporting that there were reportedly two shooters seen.
[01:10:14.063 --> 01:10:18.186]  And the Atlantic Wire is also reporting that.
[01:10:20.667 --> 01:10:27.512]  And I'll have another, once we know more tonight, I'll do a special report on InfoWars Nightly News about this.
[01:10:30.509 --> 01:10:32.511]  You know, I don't get into mumbo-jumbo.
[01:10:32.711 --> 01:10:37.695]  I don't get into, you know, psychics and stuff like that.
[01:10:37.715 --> 01:10:46.923]  I think only about five times in 17 years on air have I had the type of dread.
[01:10:46.943 --> 01:10:52.448]  I told my wife last night and this morning, I said, I am having feelings of extreme dread.
[01:10:55.058 --> 01:11:00.987]  Uh, and not physical dread for myself, that our whole country is on the edge of a cliff.
[01:11:01.828 --> 01:11:02.830]  Our whole world is.
[01:11:06.055 --> 01:11:08.599]  In my life, I've had
[01:11:10.609 --> 01:11:15.331]  You know, I'm walking out of a store and I'm like, why do I have this feeling of dread?
[01:11:15.791 --> 01:11:18.172]  Because it's always right when I have it.
[01:11:19.013 --> 01:11:20.874]  And I'm like, I'm in danger.
[01:11:21.034 --> 01:11:22.054]  Don't walk out of the store.
[01:11:22.534 --> 01:11:25.096]  And I walk out of the store and somebody comes up and mugs me.
[01:11:25.116 --> 01:11:26.676]  You know, that happened.
[01:11:27.617 --> 01:11:33.739]  And I told my wife last night, this morning, I said, I am just, I am just having horrible feelings of dread right now.
[01:11:33.759 --> 01:11:36.681]  In fact, when we only thought it was one teacher shot,
[01:11:37.711 --> 01:11:41.074]  You know, at the start of the show, I said, I just I just have horrible feeling.
[01:11:42.435 --> 01:11:42.595]  And.
[01:11:45.277 --> 01:11:52.403]  I was telling my wife, I said, maybe it's the US troops massing outside of Syria that they're announcing.
[01:11:52.423 --> 01:11:55.926]  And I said, maybe it's.
[01:11:58.168 --> 01:11:59.008]  You know, maybe it's that.
[01:11:59.168 --> 01:11:59.428]  U.S.
[01:11:59.448 --> 01:12:01.369]  to send troops, Patriot missiles to Turkey.
[01:12:01.949 --> 01:12:06.230]  The New American is reporting that 3,000 U.S.
[01:12:06.650 --> 01:12:09.330]  troops have been secretly sent back to Iraq.
[01:12:09.350 --> 01:12:14.171]  You know, the whole world is on the edge of major conflict.
[01:12:16.872 --> 01:12:23.733]  But, you know, the reason my gut, my spider sense, we've all got it, is going off is that
[01:12:24.810 --> 01:12:29.891]  If I have to put a finger on it, folks, it's just like I said, it's the realization of how real all this is.
[01:12:29.911 --> 01:12:30.791]  I'm going to go to your phone calls.
[01:12:34.012 --> 01:12:48.935]  Obama has signaled, the NRA has reported to their credit, last year, you know, they talked about it and also this year, that their sources, and now Obama has signaled this in the debates, that he may ban all semi-autos physically holding them.
[01:12:50.452 --> 01:12:51.413]  I don't know.
[01:13:08.456 --> 01:13:11.457]  Or to be converted to semi-auto, they were going to ban them.
[01:13:12.018 --> 01:13:15.179]  And the ATF said, it's just a regulation, we're having a public comment period.
[01:13:15.479 --> 01:13:17.860]  But Congress said, hey, you can't do that, so they backed off.
[01:13:18.240 --> 01:13:20.741]  Congress did their job, rarely, but they did it.
[01:13:20.761 --> 01:13:26.484]  Because, you know, the ATF just can't say, we're taking your guns, because we say we interpret policy this way.
[01:13:27.264 --> 01:13:34.447]  But Obama has said that he may use street sweeper language, that is law, and apply that to all semi-autos.
[01:13:36.011 --> 01:13:39.973]  Uh, and folks, you can absolutely guarantee there will be a civil war.
[01:13:39.993 --> 01:13:47.517]  A death sentence to the police and military and citizens if they give this order, which may be the plan.
[01:13:48.697 --> 01:13:52.479]  And, um, I'm gonna be honest, I actually
[01:14:03.726 --> 01:14:08.852]  Anyways, they're getting ready to make some big moves.
[01:14:08.872 --> 01:14:10.193]  You can guarantee that.
[01:14:10.694 --> 01:14:14.458]  Not just intellectually or geopolitically looking at all this.
[01:14:14.758 --> 01:14:16.860]  Man, my gut has never gone off this bad.
[01:14:20.685 --> 01:14:22.026]  Just pray for this country, folks.
[01:14:22.066 --> 01:14:22.807]  Pray for America.
[01:14:24.048 --> 01:14:29.933]  I know we're not perfect, but there's still a lot of good people in this country, and if we just had more time, we could maybe turn things around.
[01:14:29.953 --> 01:14:42.244]  If everybody wasn't in a self-fulfilling prophecy, and you got December 21st coming up, and maybe I'm just picking up on everybody else's dread, and all the uncertainty in the world, and all the things that are happening.
[01:14:42.264 --> 01:14:43.705]  I just, are you feeling it out there?
[01:14:45.694 --> 01:14:49.236]  All right, we've got a bunch of people holding who want to talk about what's happening.
[01:14:49.256 --> 01:14:51.237]  Let's go to Kevin in Connecticut on the shootings.
[01:14:51.897 --> 01:14:52.797]  He's got some points.
[01:14:53.538 --> 01:14:54.078]  Go ahead, sir.
[01:14:54.098 --> 01:14:55.379]  What's your take on this?
[01:14:56.960 --> 01:15:00.581]  Well, I personally witnessed some really weird stuff going on today.
[01:15:01.242 --> 01:15:04.603]  We just happened to plan here at work like a little Christmas outing.
[01:15:04.643 --> 01:15:05.804]  We were all going to go bowling.
[01:15:05.824 --> 01:15:10.166]  So we went to Brookfield Lanes, which is, you know, the next town.
[01:15:10.566 --> 01:15:12.227]  We pull in, Alex, and there's four
[01:15:12.247 --> 01:15:12.747]  We're good to go.
[01:15:29.730 --> 01:15:30.970]  So they were already there.
[01:15:31.271 --> 01:15:33.631]  So they limited the number of people that were on site.
[01:15:33.751 --> 01:15:41.534]  Number two, you look at the... Wait, wait, wait, be specific, because more than half the school was not there at Columbine.
[01:15:41.614 --> 01:15:43.135]  127 bombs were planted.
[01:15:43.155 --> 01:15:44.695]  There were multiple shooters.
[01:15:45.275 --> 01:15:49.737]  All that came out, but it was later, so people don't know that was a government operation.
[01:15:50.037 --> 01:15:51.637]  So much evidence that I don't have time to go into it.
[01:15:51.677 --> 01:15:52.838]  People that want to research it can.
[01:15:53.878 --> 01:16:01.323]  Uh, now, now, uh, if you have things like the school officials and people not there, their kids not there, that's telltale.
[01:16:01.643 --> 01:16:05.666]  But, but, but we don't, these are things to look for from past operations.
[01:16:05.686 --> 01:16:10.269]  You know, if the guy had been in the military, if he'd been assigned a government psychiatrist, another big deal.
[01:16:10.569 --> 01:16:12.010]  But, but, but we don't know this yet.
[01:16:12.030 --> 01:16:13.431]  We're getting reports of multiple shooters.
[01:16:13.931 --> 01:16:14.531]  What are you saying?
[01:16:15.172 --> 01:16:21.296]  That, that, that children had already been bused, not from this elementary, but from the high school before this happened?
[01:16:22.381 --> 01:16:28.283]  We were there before 10 o'clock in the morning and the children were already in the bowling alley bowling.
[01:16:29.719 --> 01:16:36.224]  So, they had trucked all those kids, bussed all those kids out of Newtown High School this morning and brought them to the bowling alley.
[01:16:36.624 --> 01:16:43.549]  And then to make matters worse, if you look at all the news reports, they show the kids lined up with hands on each other's shoulders in a big line.
[01:16:44.049 --> 01:16:46.331]  There was reported two shooters at first.
[01:16:46.371 --> 01:16:47.732]  It was going through the school system.
[01:16:47.772 --> 01:16:54.697]  My boss, who I work for, his wife works in the Danbury schools, right next to the major city in the area.
[01:16:55.057 --> 01:16:55.397]  I don't know.
[01:17:10.145 --> 01:17:21.227]  All of your high school kids sitting in a bowling alley, and the other ones all lined up to be picked off, if you got a shooter out there that's already killed... Well, let me tell you how they do it, and the Russians have been caught doing this too, with mass shootings.
[01:17:21.287 --> 01:17:22.828]  I mean, they've been caught in Beslan.
[01:17:23.548 --> 01:17:27.689]  We said it was a government op, and later it came out that it was a government op, but nobody got in trouble.
[01:17:28.109 --> 01:17:30.669]  Kind of like they caught the Russian government blowing up their own apartment buildings.
[01:17:30.689 --> 01:17:33.870]  I mean, these governments do this, but the Russians have been caught doing it.
[01:17:34.330 --> 01:17:37.091]  What you do is, you send in one drugged up person,
[01:17:38.601 --> 01:17:59.029]  Dress the same, and then your people go in and shoot everybody, and then, but you have the video of that other guy who thinks they're part of a drill, and that's why they can use these school shooting drills where they're unannounced, where they come in and scare everybody with guns and say, remember they've had them where they say, we're the militia against public school.
[01:17:59.089 --> 01:18:04.972]  That's usually the federal drill, and the schools get in trouble with parents and they say, well, we were just going with
[01:18:05.572 --> 01:18:07.412]  With, you know, the federal guidelines.
[01:18:07.452 --> 01:18:09.873]  So they'll use people that they get to be part of the drill.
[01:18:10.253 --> 01:18:18.494]  They'll shoot real people, have the mercenaries go out the back door, kill the people that were part of the drill, and then you've got your school mass shooting.
[01:18:18.514 --> 01:18:21.135]  And that's how they did Columbine as well.
[01:18:21.435 --> 01:18:25.076]  Harris and Kleibol were making a film about shooting everybody at the school.
[01:18:25.116 --> 01:18:26.976]  They'd done it before, sanctioned by the school.
[01:18:28.176 --> 01:18:32.077]  The new thing, the videos, all of it was part of the film they were producing.
[01:18:32.657 --> 01:18:35.619]  It was the same thing for the bombers on 7-7 in London.
[01:18:35.919 --> 01:18:38.141]  And that all later came out that MI6 ran that.
[01:18:39.142 --> 01:18:41.643]  But what else can you tell us there?
[01:18:42.824 --> 01:18:45.366]  Because, yeah, we have it in the local news about the multiple shooters.
[01:18:46.387 --> 01:18:49.409]  Yeah, multiple shooters that allegedly were dressed as nuns.
[01:18:49.429 --> 01:18:50.610]  That's how they got on the property.
[01:18:51.450 --> 01:19:01.217]  That's the rumor that's going... It's an unverified reported rumor coming through the school system, through the teachers, and that this is how the people actually got on the property.
[01:19:03.786 --> 01:19:05.387]  So what are we going to do, ban habits now?
[01:19:06.068 --> 01:19:07.790]  I'm physically ill, is all I can say.
[01:19:08.090 --> 01:19:09.591]  I mean, is that what we're going to do?
[01:19:09.991 --> 01:19:11.233]  Is that what it's come to on Alex?
[01:19:11.293 --> 01:19:20.621]  I'm telling you, man-to-man, if this guy came in and it was a lone shooter and he has to reload his gun, 27 people, I hate to say I'm a cop here, but 27 people, that's a lot of people to be shooting.
[01:19:20.921 --> 01:19:22.502]  His gun would have had to run out of ammo.
[01:19:22.923 --> 01:19:23.463]  I know you.
[01:19:23.804 --> 01:19:24.364]  I know me.
[01:19:24.744 --> 01:19:28.688]  If that you-know-what ran out of bullets, I'd be jumping on him and trying to kill him.
[01:19:29.423 --> 01:19:32.628]  Well, I mean, take the case to the Congresswoman.
[01:19:33.750 --> 01:19:34.671]  Giffords getting shot.
[01:19:34.711 --> 01:19:36.294]  People tackled him real fast.
[01:19:37.336 --> 01:19:41.202]  I mean, listen, I'm not bragging saying I'm a tough guy.
[01:19:41.282 --> 01:19:42.744]  I've had people pull guns on me.
[01:19:44.053 --> 01:19:48.957]  Three times, and every time, I took the gun away from him and pistol whipped him.
[01:19:49.738 --> 01:19:50.499]  I'm not bragging.
[01:19:50.519 --> 01:19:52.901]  I mean, that's what I did.
[01:19:54.182 --> 01:19:55.943]  But, thank God I'm alive.
[01:19:55.963 --> 01:19:57.184]  I know I've got guardian angels.
[01:19:57.625 --> 01:19:58.526]  Thank you so much, sir.
[01:19:58.546 --> 01:19:59.466]  More calls straight ahead.
[01:20:03.177 --> 01:20:08.001]  We have witnessed two terrible storms in the East, but we are still in the eye of the perfect storm.
[01:20:08.681 --> 01:20:11.424]  The most devastating economic condition since the Great Depression.
[01:20:11.864 --> 01:20:14.186]  America's worst drought in agricultural history.
