[00:00:02.469 --> 00:00:02.729]  I think.
[00:24:55.880 --> 00:24:56.841]  Kurt Haskell for U.S.
[00:24:56.901 --> 00:24:58.742]  Congress, 7th District.
[00:24:59.062 --> 00:25:01.003]  We'll give you his website and more.
[00:25:01.083 --> 00:25:05.126]  First we'll cover why he's running for Congress, what he stands for, and then go back into the latest
[00:25:05.926 --> 00:25:08.749]  On the underwear bombing that, of course, sold the naked body scanners.
[00:25:09.129 --> 00:25:13.553]  So Michael Chertoff could make all that money while he radiates you.
[00:25:13.874 --> 00:25:16.015]  Of course, after you get radiated, you also get the groping.
[00:25:16.336 --> 00:25:18.177]  Now at highway checkpoints.
[00:25:18.217 --> 00:25:20.219]  So the fun is just continuing.
[00:25:20.900 --> 00:25:22.862]  Kurt, survivor of the attack.
[00:25:23.382 --> 00:25:26.104]  Thank you for coming on with us today.
[00:25:27.305 --> 00:25:39.054]  We had talked off the air, you were saying, maybe I'll just leave the country, but a true American spirit of liberty, you've decided to actually stand and fight and we admire you for your courage to speak out about the truth when
[00:25:39.554 --> 00:25:42.855]  Nobody, you know, was backing you up in the mainstream corporate media.
[00:25:43.195 --> 00:25:45.856]  Now other witnesses have backed you up with what you saw on the plane.
[00:25:46.616 --> 00:25:49.317]  And now you've got the courage to put yourself out there for Congress.
[00:25:49.698 --> 00:25:53.499]  Tell us how you made this decision and what you stand for and the website.
[00:25:55.500 --> 00:25:55.740]  Sure.
[00:25:55.940 --> 00:26:01.742]  Well, you know, Alex, I was just a regular guy before the underwear bomber event happened.
[00:26:03.359 --> 00:26:12.602]  Yeah, you know, I was on your show a few days after it happened, and I really had a hard time believing what actually I witnessed and how it tied into everything.
[00:26:12.762 --> 00:26:22.405]  You know, it was only through, really, a two-year-long investigation on my part to figure out what really happened there, you know, and the government's involvement.
[00:26:23.245 --> 00:26:26.226]  And let me tell you, that was a real eye-opener for me.
[00:26:26.786 --> 00:26:31.308]  I had no idea this sort of corrupt thing happened, you know, before
[00:26:32.228 --> 00:26:33.549]  It became part of my life.
[00:26:34.209 --> 00:26:38.671]  So, you know, and obviously, you know, I've been on your show nine times.
[00:26:38.711 --> 00:26:40.332]  You've seen how I progressed.
[00:26:40.452 --> 00:26:46.075]  Everything I did in the Underwear Bomber case, speaking out against it, going to court hearings, speaking to the media.
[00:26:46.235 --> 00:26:49.437]  I was relentless in that case and trying to get the truth out.
[00:26:49.497 --> 00:26:58.662]  And I think I did as much as I could, at least to a few million people, you know, despite the fact that the government and the mainstream media didn't want to talk about it.
[00:27:00.091 --> 00:27:01.954]  So that was a real eye-opener for me.
[00:27:02.515 --> 00:27:07.562]  I kind of lead my life believing that things happen for a reason.
[00:27:07.582 --> 00:27:12.670]  I don't know why I saw the things I did in Amsterdam, but...
[00:27:15.120 --> 00:27:19.061]  You know, something else strange happened in January this year.
[00:27:19.081 --> 00:27:30.004]  Maybe strange isn't the right word, but something to have me believe that maybe there's another reason I saw what I did in Amsterdam, you know, on Christmas Day 2009.
[00:27:30.525 --> 00:27:35.186]  And that was that the district lines for Congress were redrawn here in Michigan.
[00:27:36.583 --> 00:27:48.850]  And the congressman who is in office in my district, John Dingell, who's been in office 56 years, was moved out of the district.
[00:27:48.870 --> 00:27:54.433]  And my county, Monroe County, was put into a new district with a very vulnerable incumbent.
[00:27:56.174 --> 00:28:06.637]  And no other Democrats running for the seat, and I just looked at this as maybe, you know, fate taking over, that maybe I should jump into the race and run.
[00:28:07.258 --> 00:28:10.138]  I had really no desire to run for office before this.
[00:28:10.259 --> 00:28:14.620]  You know, obviously I never talked about it on any of the shows or anything like that.
[00:28:14.680 --> 00:28:18.161]  It was really the Rupert Duggan and his lines that made me consider it.
[00:28:18.621 --> 00:28:19.601]  I looked at everything.
[00:28:19.661 --> 00:28:20.742]  I decided it was winnable.
[00:28:21.701 --> 00:28:22.001]  No, it's not.
[00:28:39.924 --> 00:28:42.946]  Speaks out about, hey, we need more money to fight the war on terror.
[00:28:43.606 --> 00:28:47.168]  Who better to speak from the other side saying, no, you don't.
[00:28:47.849 --> 00:28:48.129]  Me.
[00:28:48.749 --> 00:28:50.010]  I can't think of anyone else.
[00:28:50.170 --> 00:28:58.155]  Who better to speak out against the Patriot Act, NDAA, CISPA, the Anti-Protest Act.
[00:28:59.125 --> 00:28:59.425]  Me!
[00:28:59.986 --> 00:29:05.248]  I can't think of anyone else that would be in a better position to speak out against it than me.
[00:29:06.269 --> 00:29:12.552]  I look at these things and I think, is there a reason that I saw what I did?
[00:29:12.652 --> 00:29:14.733]  Is there a reason that district lines changed?
[00:29:15.874 --> 00:29:18.176]  Just as the underwear bomber case was ending.
[00:29:18.196 --> 00:29:19.496]  I don't know.
[00:29:19.737 --> 00:29:23.779]  Is there some higher power driving me, pushing me in this direction?
[00:29:23.919 --> 00:29:24.319]  I don't know.
[00:29:24.660 --> 00:29:25.960]  I guess we'll find out though.
[00:29:26.501 --> 00:29:30.804]  But I think your viewers and your listeners got to see
[00:29:31.704 --> 00:29:49.863]  A glimpse of Kurt Haskell, the politician, during the Eyewear Bomber case, when you saw Kurt Haskell, the eyewitness, the relentless pitbull speaking out for what's right against the establishment, against those that do wrong, against the media that won't report on something.
[00:29:50.664 --> 00:29:54.127]  That's a glimpse of how I'll be in Congress when I get into Congress.
[00:29:54.568 --> 00:29:57.911]  And I think this country desperately needs someone like that.
[00:29:57.931 --> 00:29:59.813]  A lot more than one person.
[00:30:00.013 --> 00:30:03.236]  Many, many people like that to change the course that it's been on.
[00:30:03.276 --> 00:30:08.260]  And by the way, if everybody starts resisting and running, a lot of us will end up getting in.
[00:30:08.321 --> 00:30:09.341]  Resistance is victory.
[00:30:09.362 --> 00:30:11.263]  But I was doing some research.
[00:30:11.443 --> 00:30:15.868]  I mean, this is one of the few races in few areas where it's silly
[00:30:16.448 --> 00:30:21.972]  That the Democrats aren't even putting a contender in because, you know, they would have had a chance to beat the Republican.
[00:30:21.992 --> 00:30:23.434]  And obviously, you're nonpartisan.
[00:30:23.694 --> 00:30:25.675]  You're more of a constitutional libertarian.
[00:30:25.996 --> 00:30:32.881]  For you, you're just using, you know, the Democratic slot because, you know, that's the best chance you've got because there's not another Democratic candidate.
[00:30:33.221 --> 00:30:35.143]  And you have gotten some media attention.
[00:30:35.603 --> 00:30:36.684]  So this is very exciting.
[00:30:36.724 --> 00:30:37.785]  People need to volunteer.
[00:30:37.805 --> 00:30:38.946]  They need to donate.
[00:30:38.986 --> 00:30:40.848]  They need to get behind you right now.
[00:30:41.668 --> 00:30:55.505]  Like Infowars is doing because it would be wonderful to have you in Congress when you had the courage along with your wife to speak out and to talk to the media and to tell the truth and be proven right.
[00:30:55.765 --> 00:30:56.766]  It would be wonderful.
[00:30:57.667 --> 00:31:01.911]  To have you there, especially since Ron Paul isn't, when the presidency is leaving Congress.
[00:31:02.292 --> 00:31:04.033]  More people like you, it would just be amazing.
[00:31:04.334 --> 00:31:07.236]  For people around the nation, give us the prognosis.
[00:31:07.256 --> 00:31:19.168]  Tell us the lay of the land in Michigan, the chances you've got to win, who you're up against, what people can do, and some of the other policies, things you stand for, type of media coverage you've gotten.
[00:31:20.083 --> 00:31:22.345]  Yeah, I just have to comment on that.
[00:31:22.805 --> 00:31:24.546]  I do have some Democratic views.
[00:31:24.626 --> 00:31:26.948]  I'm not, you know, I just want to be clear on that.
[00:31:27.128 --> 00:31:31.251]  But, you know, my main, my main views are the following.
[00:31:31.551 --> 00:31:32.952]  Uphold the Constitution.
[00:31:33.373 --> 00:31:34.854]  We need a hard money standard.
[00:31:35.294 --> 00:31:37.115]  And we need to restore the middle class.
[00:31:37.435 --> 00:31:41.578]  You know, but on some of these topics, I am Democratic, like pro-choice.
[00:31:42.419 --> 00:31:45.661]  And, you know, pro-middle class and things like that.
[00:31:45.741 --> 00:31:47.443]  It's, it's some of the Republican
[00:31:48.363 --> 00:31:53.529]  Sure, sure.
[00:31:53.549 --> 00:31:57.413]  I wasn't trying to speak for you, but I mean, I knew your policy on hard money.
[00:31:57.453 --> 00:31:58.654]  I've read your blog and stuff.
[00:31:58.674 --> 00:32:01.818]  So, I mean, I would call you then, what, kind of like a libertarian Democrat?
[00:32:02.745 --> 00:32:05.567]  Yeah, I think that would be a better characterization of me.
[00:32:05.847 --> 00:32:11.571]  But you know, the reason I want a hard money standard is to stop the growth of inflation.
[00:32:11.831 --> 00:32:19.917]  I want a hard money standard to stop all the printing of the money that's destroying the middle class by making gas and food prices so high.
[00:32:20.137 --> 00:32:27.581]  Let me ask you this, what would you do as congressman that tens of billions was given to GM to move it to Brazil, China and Eastern Europe?
[00:32:27.621 --> 00:32:35.386]  I'm sure you know Volt and a lot of Cadillac manufacturing is going to China and we actually paid our money, our tax money to move it.
[00:32:35.586 --> 00:32:37.227]  What would you do as congressman about that?
[00:32:38.127 --> 00:32:39.168]  It's insane.
[00:32:39.368 --> 00:32:40.108]  How can we do that?
[00:32:40.488 --> 00:32:45.751]  Well, there has to be some sort of tax punishment for corporations that do that.
[00:32:45.991 --> 00:32:51.534]  Or, you know, a tax for importing their goods that they import from these countries.
[00:32:51.674 --> 00:32:57.356]  Or a tax on corporations that use very cheap labor and then import the goods here.
[00:32:57.376 --> 00:32:57.576]  Well, sure.
[00:32:57.636 --> 00:33:01.258]  I mean, on top of it, we have tax incentives to leave.
[00:33:01.278 --> 00:33:04.720]  But when that's not enough, our tax money is paid to move it.
[00:33:05.899 --> 00:33:08.341]  That's like making you buy the gun they use to shoot you with.
[00:33:08.402 --> 00:33:15.549]  I mean, it's... I really wanted to answer one question you asked me two questions ago, though, Alex, if I could, about the lay of the land here in Michigan.
[00:33:15.629 --> 00:33:15.969]  Yeah, go ahead.
[00:33:15.989 --> 00:33:16.349]  Yeah, do that.
[00:33:16.590 --> 00:33:18.472]  Something really interesting with that.
[00:33:18.892 --> 00:33:22.255]  Now, I'm the only Democrat running for this congressional seat so far.
[00:33:22.275 --> 00:33:24.598]  There's still 15 more days to jump in against me.
[00:33:26.079 --> 00:33:30.001]  You know, I thought I would have the support of the Democratic Party to run for the seat.
[00:33:30.622 --> 00:33:32.983]  It's the opposite again, Alex.
[00:33:33.143 --> 00:33:35.465]  My own party doesn't even want me in.
[00:33:35.745 --> 00:33:42.228]  The heads of the party, you know, the voters do want me in, but the heads of the party, the state and the national party, they don't want me to win.
[00:33:42.729 --> 00:33:49.733]  What they're doing, and this is so hard to believe, but it's true, they're recruiting Joe Schwartz.
[00:33:49.913 --> 00:33:52.374]  Joe Schwartz is a lifelong Republican.
[00:33:52.895 --> 00:33:54.736]  He doesn't even live in our district.
[00:33:55.396 --> 00:34:06.131]  He's an ex-CIA member, and they're telling him they'll give him all kinds of money to move into the district, switch parties to Democratic Party, and run against me.
[00:34:08.080 --> 00:34:13.144]  No, no, that shows right there that the power structure is absolutely scared of you.
[00:34:13.224 --> 00:34:19.069]  And again, if you look at even county sheriffs now, they're recruiting former CIA or FBI.
[00:34:19.449 --> 00:34:21.931]  And in Texas, something like half of them are former feds.
[00:34:22.191 --> 00:34:25.194]  They're just moving their operatives in to every position.
[00:34:25.234 --> 00:34:27.436]  So they're openly saying, I saw an article on that.
[00:34:27.916 --> 00:34:29.737]  Move in, run against this Haskell.
[00:34:30.097 --> 00:34:32.299]  That shows that you're really a populist.
[00:34:32.399 --> 00:34:33.379]  I think that's the best term.
[00:34:33.679 --> 00:34:36.001]  A libertarian, you know, democratic populist.
[00:34:36.261 --> 00:34:37.262]  And they're scared of you.
[00:34:37.282 --> 00:34:41.204]  They're scared because they know you're not scared and that you're willing to tell the truth.
[00:34:42.498 --> 00:34:46.323]  I agree, but again, you know, it's just like I saw in the underwear bomber case.
[00:34:46.443 --> 00:34:48.786]  Big government, the media, they're against me.
[00:34:49.487 --> 00:34:51.530]  You know, I need the help of the people here.
[00:34:52.511 --> 00:35:00.941]  You know, and obviously I'm not going to get the monetary support from the public, so I'm going to need, I mean, from the party, I'm going to need it from the public.
[00:35:02.062 --> 00:35:04.384]  You know, just a couple other things I stand for.
[00:35:04.925 --> 00:35:10.049]  You know, I want to stop these illegal and unnecessary wars, obviously, that are based on terrorism.
[00:35:10.269 --> 00:35:12.310]  I think your listeners know my position on that.
[00:35:13.331 --> 00:35:19.136]  I think we need to jail the bankers that are involved in all these scams that have brought the economy down.
[00:35:19.516 --> 00:35:20.777]  You know, it's just ridiculous.
[00:35:21.017 --> 00:35:22.178]  Stop the war on drugs.
[00:35:22.238 --> 00:35:24.180]  I want to legalize marijuana.
[00:35:24.440 --> 00:35:27.122]  You know, I'd have the government quit harassing people for that.
[00:35:28.803 --> 00:35:36.627]  Yeah, and reform the bankruptcy law so people can get rid of their student loans and get rid of the negative balance on their mortgages.
[00:35:36.667 --> 00:35:38.088]  Oh, but that's not free market.
[00:35:38.128 --> 00:35:46.092]  But what is, the Republicans tell us, the establishment neocons, is giving trillions to foreign banks on their fraudulent derivatives.
[00:35:46.552 --> 00:35:48.133]  That's free market.
[00:35:48.533 --> 00:35:55.236]  But these rip-off loans where people are paying loan-sharking rates and can never get a job with these worthless degrees, 53% of them,
[00:35:56.357 --> 00:36:00.782]  You know, cutting back on those, or trying to save the economy, that's not free market.
[00:36:00.802 --> 00:36:01.523]  We can't do that.
[00:36:03.035 --> 00:36:04.816]  Yeah, you know, it's just ridiculous.
[00:36:04.856 --> 00:36:10.819]  The government's just favoring big corporations over and over and over again in the banks and Wall Street.
[00:36:11.019 --> 00:36:12.320]  There needs to be a balance there.
[00:36:12.360 --> 00:36:18.503]  There's nothing left for the workers and middle class people that are actually trying hard to live their lives.
[00:36:18.543 --> 00:36:26.308]  Well, Henry Ford, love him or hate him, he said, I want my car to be inexpensive enough and I want to pay my people enough where they can buy my car.
[00:36:27.506 --> 00:36:29.248]  But see, the globalists, they don't want that.
[00:36:29.308 --> 00:36:35.654]  They want this fascistic economy where nobody in the general public has anything but a tiny elite.
[00:36:35.894 --> 00:36:37.676]  They're using poverty to control us.
[00:36:38.257 --> 00:36:47.066]  I mean, break down more of your policies that sound awesome and your stances on things, but also what Michigan is like right now in this nationwide depression.
[00:36:48.444 --> 00:36:51.126]  Yeah, well, you know, Michigan's driven by the auto industry.
[00:36:51.987 --> 00:36:54.148]  And, you know, that's part of my district, too.
[00:36:54.509 --> 00:36:58.372]  So it's actually been hit really hard here.
[00:36:58.492 --> 00:37:00.954]  Although the past year or two, it's been a little better.
[00:37:00.994 --> 00:37:03.195]  There's been some recovery in the auto industry.
[00:37:03.436 --> 00:37:06.538]  But yeah, I mean, it's a devastated economy here.
[00:37:06.598 --> 00:37:07.339]  People are broke.
[00:37:07.779 --> 00:37:12.863]  They're, they're tired of the corporations taking all the money, sending all the jobs overseas.
[00:37:12.943 --> 00:37:15.985]  Just like, you know, the GM news they mentioned a minute ago.
[00:37:16.385 --> 00:37:20.548]  Oh, you know, the government gives GM money to send jobs overseas.
[00:37:20.728 --> 00:37:24.471]  Those jobs are probably here in Michigan, you know, and that's what we have here.
[00:37:24.531 --> 00:37:25.832]  Just lots of jobs.
[00:37:27.293 --> 00:37:31.456]  The district I'm in is pretty equally split between Democrat and Republican.
[00:37:34.017 --> 00:37:40.141]  It's a mix of middle class areas and farm areas, but it's pretty evenly split.
[00:37:40.161 --> 00:37:46.164]  The incumbent we have in office now is very unconstitutional.
[00:37:46.645 --> 00:37:53.388]  If you ask me, he's voted for CISPA, the NDAA, the anti-protest bill, and all that.
[00:37:54.569 --> 00:37:58.171]  You know, and all he does is what party leaders tell him to do.
[00:37:58.951 --> 00:38:05.854]  I think we really need people in office that will make decisions on what's right and not what party leaders tell them to do.
[00:38:05.914 --> 00:38:11.957]  Sure, give us the website, tell people out there what they can do in 60 seconds to get you into office.
[00:38:12.957 --> 00:38:13.177]  Sure.
[00:38:15.236 --> 00:38:20.879]  You know, I hate to go on the air and beg, but I really need contributions to my campaign with the party leaders not helping me.
[00:38:20.979 --> 00:38:24.581]  No, if people want their country back, they've got to support candidates like you.
[00:38:24.861 --> 00:38:33.946]  They've got to put their money where their mouth is, because regardless, you're going to be able to get up there and educate people during the process.
[00:38:34.306 --> 00:38:38.809]  If we fire enough missiles at the enemy in the Info War, some of the torpedoes are going to hit.
[00:38:40.424 --> 00:38:42.825]  Which is exactly what I'll do if I get into Congress.
[00:38:42.885 --> 00:38:49.029]  Nobody can intimidate me, buy me off, or do anything to me to get me to shut up, as you saw in the Underwear Bomber case.
[00:38:49.469 --> 00:38:54.852]  But, CurrHaskellForCongress.com, you can donate to my campaign on there.
[00:38:54.872 --> 00:38:55.993]  I would really appreciate it.
[00:38:56.073 --> 00:38:58.914]  I know you have, what, 3 million listeners, Alex?
[00:38:58.994 --> 00:38:59.214]  Yes.
[00:39:00.555 --> 00:39:08.960]  If everyone just donates a little bit to me, I would have enough money to get in office to put on a really great campaign and win, which I think I can do.
[00:39:09.100 --> 00:39:11.861]  And I put in as much time on my own as I can.
[00:39:11.881 --> 00:39:15.943]  I'm really trying to get as many votes as I can.
[00:39:16.184 --> 00:39:19.946]  But it'd sure help if I could put some ads in the mass media.
[00:39:19.966 --> 00:39:21.166]  That would help out a lot.
[00:39:21.386 --> 00:39:25.749]  And I would greatly appreciate it if your listeners would donate to my campaign.
[00:39:26.567 --> 00:39:34.849]  Well, I hardly agree with you, and whether it's $5 or $10,000, people need to do it because you have already done so much to expose false flag terror.
[00:39:35.230 --> 00:39:44.092]  Your case, and then Fast and Furious together, is opening up doors in people's perception where they're going, oh, now I see why they stage stuff.
[00:39:44.152 --> 00:39:50.454]  I mean, can you speak to what you would do in Congress, day one, if you got in?
[00:39:52.174 --> 00:40:03.278]  Well, it would depend on what the pending issues are for that day, but just look at each issue compared to how it was in the Underwear Bomber case, that's what you'll see.
[00:40:03.558 --> 00:40:13.901]  You'll see me using the bully pulpit and the media to speak the truth on what's going on in this country and not speak the talking points, not lie to people, but to actually
[00:40:14.341 --> 00:40:18.965]  Get the truth from people to get answers that will actually help the country.
[00:40:19.105 --> 00:40:20.246]  And that's what you're going to see.
[00:40:20.306 --> 00:40:31.775]  You're going to see me sticking up for the people, calling out members of the government that are not following the Constitution, that are screwing over the public, you know, with their money and tax dollars.
[00:40:32.035 --> 00:40:36.939]  You're going to see me screaming about new unconstitutional laws that are proposed and that sort of thing.
[00:40:37.459 --> 00:40:42.503]  Day in and day out, no matter what the topic is, you're going to hear a straight answer from me.
[00:40:42.643 --> 00:40:43.264]  You're going to hear me.
[00:40:43.664 --> 00:40:45.205]  Call everyone out on the nonsense.
[00:40:45.245 --> 00:40:49.789]  You're going to see me on TV doing it, and hopefully I can do that.
[00:40:50.309 --> 00:40:56.053]  And not only to help on the laws and the votes, but to change public opinion.
[00:40:56.153 --> 00:40:58.055]  And that's what we really, really need.
[00:40:58.435 --> 00:40:59.876]  You know that as well as I do, Alex.
[00:41:01.097 --> 00:41:02.518]  Tell me about the media.
[00:41:02.578 --> 00:41:08.142]  I mean, you said the Democrats have been running from you, scared, trying to recruit a Republican to run against you.
[00:41:08.162 --> 00:41:08.982]  Just classic.
[00:41:10.283 --> 00:41:12.285]  How has the prostitute media been behaving?
[00:41:14.804 --> 00:41:17.406]  Of course, they're all for that plan, Alex.
[00:41:17.546 --> 00:41:22.829]  You know, if you Google this, Joe Schwartz, or my name, 7th District, Michigan, you'll see.
[00:41:23.310 --> 00:41:24.811]  They want Joe Schwartz to run.
[00:41:26.031 --> 00:41:29.093]  Not only do they want him to run, but you'll see the articles.
[00:41:29.113 --> 00:41:30.835]  Oh great, Joe Schwartz might be running.
[00:41:30.875 --> 00:41:31.375]  Hooray!
[00:41:31.815 --> 00:41:33.736]  And then they don't even mention that I'm running.
[00:41:33.857 --> 00:41:34.797]  That kind of thing.
[00:41:35.017 --> 00:41:40.361]  You know, same kind of thing I got during the Underwear Bomber case, where they didn't want to talk about my story for two years.
[00:41:40.381 --> 00:41:43.103]  So even if somebody doesn't have ten cents to rub together,
[00:41:43.883 --> 00:41:44.363]  I don't know.
[00:42:06.881 --> 00:42:09.843]  I would support you, even if I disagree with you on a few issues.
[00:42:10.323 --> 00:42:13.526]  It's about getting activist people into Congress.
[00:42:13.546 --> 00:42:14.586]  That's what it's supposed to be about.
[00:42:14.807 --> 00:42:17.769]  What would you do in Congress on the underwear bomber front?
[00:42:19.370 --> 00:42:20.370]  On the underwear bomber front?
[00:42:20.390 --> 00:42:20.470]  Yes.
[00:42:21.943 --> 00:42:22.623]  Tell the truth.
[00:42:23.084 --> 00:42:26.265]  Tell American people what really happened.
[00:42:27.045 --> 00:42:30.447]  You know, use it to get the body scanning machines out of the airport.
[00:42:30.547 --> 00:42:35.889]  Call out the people that use this as a crutch for further policies, which you see all the time.
[00:42:36.190 --> 00:42:38.691]  You know, we need this because of the underwear bomber case.
[00:42:38.711 --> 00:42:40.892]  We need that because of the underwear bomber case.
[00:42:41.492 --> 00:42:42.412]  That sort of thing.
[00:42:42.432 --> 00:42:45.554]  So, Kurt Haskell, pro-liberty, anti-groping.
[00:42:48.703 --> 00:42:50.004]  Yep, you got it.
[00:42:50.164 --> 00:42:52.787]  I'm an anti-Groper, Alex, that's for sure.
[00:42:52.807 --> 00:42:54.088]  Well, that's not the American way.
[00:42:54.108 --> 00:42:59.033]  You know, they want to change the American flag to somebody's huevos getting grabbed by a potbelly.
[00:42:59.574 --> 00:43:03.457]  Now, now, now, now, now.
[00:43:03.818 --> 00:43:05.900]  What happened to Congressman Dingleberry?
[00:43:07.572 --> 00:43:11.774]  The district lines were redrawn and he was moved to a different district.
[00:43:12.275 --> 00:43:17.397]  That's part of the reason I never considered running before because he's basically unbeatable.
[00:43:17.437 --> 00:43:21.660]  He's won 28 consecutive elections and he's unbeatable.
[00:43:21.760 --> 00:43:25.982]  So when he was in my district, I never ever even considered running for Congress.
[00:43:26.202 --> 00:43:30.585]  But now that the lines were redrawn and he's not in my district, I just look at it as
[00:43:31.405 --> 00:43:36.188]  You know, some kind of higher power pushing me to run in the election.
[00:43:36.308 --> 00:43:39.290]  Just the timing of it all was just ironic.
[00:43:39.711 --> 00:43:44.614]  Well, now is the time people need to get in there and support you.
[00:43:44.634 --> 00:43:53.079]  Kurt, I want to get you on the radio show itself as soon as possible to recap everything that's happened, the false flag event you witnessed.
[00:43:55.681 --> 00:44:10.044]  My main reason, and I want you to recap all of that briefly here today, but also on the radio, is because this is an example of people that are informed, people who have been listeners of my show, but also informed in their own right, being eyes and ears when there's false flags.
[00:44:10.484 --> 00:44:12.385]  I know this is intimidating the system.
[00:44:12.985 --> 00:44:16.486]  This is making them think twice before they stage some new event.
[00:44:16.786 --> 00:44:20.626]  They now know we're looking for false flag or staged inside jobs.
[00:44:20.946 --> 00:44:22.447]  They know we're looking for that now.
[00:44:22.467 --> 00:44:23.187]  Can you speak to that?
[00:44:24.673 --> 00:44:31.918]  Well, Alex, I would never be in this position if I wasn't involved in a false terrorist attack, honestly.
[00:44:32.318 --> 00:44:33.939]  You know, that's what opened my eyes.
[00:44:34.519 --> 00:44:36.721]  That's what led to me speaking out.
[00:44:36.841 --> 00:44:39.543]  You know, I was never in the press before this.
[00:44:39.663 --> 00:44:44.186]  I never, you know, went on radio shows or TV shows or anything like that.
[00:44:44.266 --> 00:44:45.427]  I really didn't think much of it.
[00:44:45.487 --> 00:44:48.689]  Now look at the monster the government created in me.
[00:44:49.329 --> 00:45:00.079]  You know, the headache I caused them throughout the Underwear Bomber case, going to the hearing, speaking at the sentencing, speaking on TV, speaking on radio, changing minds.
[00:45:00.460 --> 00:45:08.928]  And now I'm taking it one step further and without, you know, without me being involved in that case, I would never have run for Congress at all.
[00:45:09.028 --> 00:45:10.649]  And look at the monster they've created.
[00:45:10.669 --> 00:45:13.852]  Now they have to go to the extent of trying to recruit
[00:45:14.813 --> 00:45:19.894]  Someone from the other party who lives out of the district to move in the district and run against me.
[00:45:19.954 --> 00:45:22.575]  I mean, look at the mess they're causing themselves.
[00:45:23.555 --> 00:45:28.076]  And think of how many people have woken up to this kind of nonsense because of my story.
[00:45:28.176 --> 00:45:30.656]  It has to be millions, I would think.
[00:45:31.196 --> 00:45:34.557]  So, you know, does that answer your question, Alex?
[00:45:35.297 --> 00:45:36.417]  Yes, I think it does.
[00:45:37.317 --> 00:45:39.798]  Hundreds of thousands of us or millions of us
[00:45:40.911 --> 00:45:49.816]  Just putting up a yard sign, calling talk radio, being involved, running for Congress, running for mayor, running for county commissioner, running for select man or person.
[00:45:50.456 --> 00:45:59.721]  All of that, we can literally just culture jam the entire spectrum and overthrow the false media, the false system and restore the republic.
[00:46:00.182 --> 00:46:07.426]  And in my own life, I'm not perfect, I don't have all the answers, but I've got energy and action and common sense and I have reached
[00:46:08.186 --> 00:46:19.229]  Hundreds of millions of people on my YouTube channel alone, XM Radio, over a hundred affiliates, millions of listeners a day, causing huge issues for the establishment.
[00:46:19.829 --> 00:46:30.573]  And there's other people out there more eloquent than I. It's all about everybody trying, and we'll all get better in the fight, and some of us will win immediately, others will have success down the road.
[00:46:30.933 --> 00:46:34.734]  But regardless, we die on our feet instead of on our knees.
[00:46:37.916 --> 00:46:41.999]  Yeah, you know, what we all have in common is that we want the Constitution upheld.
[00:46:42.099 --> 00:46:45.861]  And we want people in Congress that will uphold the Constitution.
[00:46:45.941 --> 00:46:53.225]  And that's, you know, regardless of your other views, we need to only vote for candidates that will actually uphold the Constitution.
[00:46:53.405 --> 00:46:58.508]  And, you know, that should be the number one priority of everyone when they're actually going out to vote.
[00:46:59.434 --> 00:47:01.695]  Who will uphold the Constitution?
[00:47:01.835 --> 00:47:03.596]  And it's that person that I should vote for.
[00:47:03.616 --> 00:47:06.417]  And that should be their number one issue.
[00:47:06.937 --> 00:47:07.677]  For everybody.
[00:47:07.838 --> 00:47:11.299]  Because without the country upholding the Constitution, there's nothing left of it.
[00:47:11.619 --> 00:47:25.465]  Kurt, in closing, recap, as if you were on national TV, which I guess in a way you are, for laymen out there, in a three minute soundbite, what false flag terror is, what you witnessed, what you and your wife survived.
[00:47:27.765 --> 00:47:32.729]  Well, you know, Alex, again, I was just a regular person before all this happened to me.
[00:47:32.749 --> 00:47:38.874]  I was involved in what the media and government will tell you was a terrorist attack.
[00:47:39.294 --> 00:47:42.536]  But it was a terrorist attack that was aided and abetted
[00:47:43.377 --> 00:47:46.880]  By people in the intelligence community of the United States government.
[00:47:47.920 --> 00:47:51.523]  You know, as hard as that may be for some to swallow, I've proven it.
[00:47:51.683 --> 00:47:52.684]  I have all the evidence.
[00:47:53.264 --> 00:47:58.228]  You know, it took me a two year investigation to figure out exactly what happened there.
[00:47:58.828 --> 00:47:59.849]  And that's what happened.
[00:48:00.510 --> 00:48:04.592]  And, you know, just because I've actually proven the case,
[00:48:05.652 --> 00:48:09.420]  Does it mean that the media won't stop me from informing everyone of it?
[00:48:09.501 --> 00:48:15.674]  And that's been, you know, another awakening that I've had is that the mainstream media just won't tell everyone.
[00:48:17.046 --> 00:48:19.908]  Oh, but what its government is doing to its citizens.
[00:48:20.469 --> 00:48:28.976]  And, you know, I'm not saying the government tried to kill me, you know, that it was a gun bomb that was provided to the bomber.
[00:48:29.796 --> 00:48:37.883]  And it's because of this awakening that I've taken it upon myself to speak out for the truth and the people and the Constitution.
[00:48:38.343 --> 00:48:42.225]  And try and do what's right, and try and inform everyone about what's happened.
[00:48:42.385 --> 00:49:05.738]  And now, with the redrawing of the lines here in Michigan, the congressional district lines, I look at it as a higher power driving me to make this effort to get into Congress, to continue what I've been doing, speaking out for what's right, speaking out for the people, and speaking out for the Constitution of this country, you know, before there's no Constitution left of it.
[00:49:06.678 --> 00:49:09.999]  And hopefully your listeners will help me do that.
[00:49:10.719 --> 00:49:17.581]  Like I said, the party heads are not supporting me, but the people of the party are.
