[00:00:21.260 --> 00:00:22.200]  Welcome, my friends.
[00:24:23.982 --> 00:24:24.942]  Not everybody's taken...
[00:24:25.422 --> 00:24:26.182]  They're sleeping bags.
[00:24:26.202 --> 00:24:32.663]  I understand there's probably a few homeless people here in, well, at least in McPherson Square.
[00:24:32.703 --> 00:24:41.085]  Well, we've learned nationwide and confirmed, including Austin, they release the criminals and the mentally ill out of the facilities and the homeless.
[00:24:41.125 --> 00:24:45.466]  And in Austin, they tell them, we will arrest you anywhere but at Occupy.
[00:24:45.766 --> 00:24:51.327]  And they send them there to vomit and defecate everywhere when they're drunk to then make the Occupy look bad.
[00:24:52.392 --> 00:24:54.634]  Yeah, I think the same thing happened in New York.
[00:24:54.654 --> 00:25:04.140]  They let some people out of Bellevue, which is the mental institution in Manhattan, and then, and then pushed them down or drove them down to the Occupy at Zuccotti Park.
[00:25:05.261 --> 00:25:07.803]  But yesterday, there was a lot of apprehension here.
[00:25:08.223 --> 00:25:18.651]  It got close to noon because that was the deadline, and every time there was a siren went by, people said, oh, here it comes, because the thought was that they probably, the park police and the other security people,
[00:25:19.111 --> 00:25:22.932]  We're staging the move here from some other location.
[00:25:23.352 --> 00:25:26.173]  There was also very apparent that there was a lot of police.
[00:25:26.193 --> 00:25:31.595]  Well, not a lot, but there were some police informants amongst the people here yesterday.
[00:25:31.995 --> 00:25:34.536]  Not as many as the media.
[00:25:34.576 --> 00:25:40.838]  There was a lot of media here yesterday, and at both encampments they said it was the presence of the media
[00:25:41.391 --> 00:25:46.236]  Of course, it would have caused the authorities not to make a move then.
[00:25:46.256 --> 00:25:53.865]  So there was a belief they would have come in like at 1 or 2 in the morning when the media is not here, when Fox News goes home and CNN goes home.
[00:25:54.205 --> 00:26:01.133]  But that didn't happen because there was this restraining order issued by this federal judge today.
[00:26:01.724 --> 00:26:05.928]  Well, that's good that the Constitution is still in place, at least in some areas of the United States.
[00:26:06.349 --> 00:26:19.582]  Expanding on that, I know you've spent a lot of time looking at the Chicago machine that controls Obama, namely his man in Chicago, or it's really Rahm's man in the White House, but we're going to put an article on screen for viewers.
[00:26:20.223 --> 00:26:22.845]  Rahm Emanuel has come out, and I want your take on this.
[00:26:23.786 --> 00:26:24.186]  I don't know.
[00:26:38.974 --> 00:26:43.837]  Trying to expand that and say media, you know, you're going to have to get authorization to be there as well.
[00:26:45.038 --> 00:26:53.103]  So a full-out attack on the First Amendment and our own Rob Dew is having to sue the Pittsburgh police right now from the last G20 meeting.
[00:26:53.123 --> 00:26:56.345]  This is G20 and NATO at one time to meet in Chicago.
[00:26:56.385 --> 00:27:04.651]  He was up on a hillside videotaping the police attacking demonstrators and non-demonstrators at the university in a park at night.
[00:27:05.691 --> 00:27:07.772]  And they marched up the hill and arrested him as well.
[00:27:08.192 --> 00:27:12.074]  So, I mean, I saw that big university report out that the U.S.
[00:27:12.134 --> 00:27:14.615]  is now, what, 47th when it comes to press freedoms?
[00:27:14.915 --> 00:27:16.695]  That's what Reporters Without Borders said?
[00:27:18.156 --> 00:27:18.396]  Right.
[00:27:18.596 --> 00:27:18.816]  Right.
[00:27:18.936 --> 00:27:25.199]  And I think that we should be dropping... I think at least six journalists were arrested in Oakland.
[00:27:25.819 --> 00:27:28.580]  People with credentials from the San Francisco PD.
[00:27:28.880 --> 00:27:30.521]  The Oakland cops said they're not good here.
[00:27:31.061 --> 00:27:34.242]  But they even arrested at least one journalist with Oakland
[00:27:34.933 --> 00:27:35.655]  We're good to go.
[00:27:44.679 --> 00:27:49.461]  And it was quite clear that there was a lot of provocateurs present in Oakland.
[00:27:49.501 --> 00:27:52.403]  There's a lot of questions as to who burned that American flag.
[00:27:52.843 --> 00:27:56.765]  Many of the protesters said, don't burn it, but there were some people intent on doing it.
[00:27:56.805 --> 00:28:07.350]  We've seen that time in and time out where the police send their goons in there to create some sort of violence, and then the rest of the police... Well, why haven't they been caught in Denver?
[00:28:08.223 --> 00:28:11.006]  They've been caught in 2008, as you know, Denver Post.
[00:28:11.526 --> 00:28:17.011]  We thought it was cops at the time starting fights, and then sneaking off with masks on, but it later came out it was.
[00:28:17.371 --> 00:28:22.916]  They were caught in Ottawa, Canada, as you know, in 2007 staging attacks on people and blaming on the general protesters.
[00:28:23.177 --> 00:28:24.138]  They were caught in 1999 at the
[00:28:27.700 --> 00:28:29.081]  WTO meeting in Seattle.
[00:28:29.361 --> 00:28:35.203]  They get caught all the time, but here in Austin, we've had them insert cops dressed like anarchists to start fights.
[00:28:35.743 --> 00:28:46.067]  I've had them send Klan people to my rallies before, and I confronted them and followed them to their unmarked police cars and told them I was going to expose them so the news media didn't pick up on it.
[00:28:46.507 --> 00:28:48.768]  I mean, it's just like what they've done with Ron Paul.
[00:28:49.549 --> 00:28:53.190]  They got caught saying, let's dress up like Klan members to go out and make him look bad.
[00:28:54.600 --> 00:29:04.972]  Absolutely, and I have to assume that they were present here yesterday because we had a conversation with one individual who just did not seem to belong here.
[00:29:06.053 --> 00:29:07.975]  You can usually spot them.
[00:29:08.836 --> 00:29:13.961]  They try to look like they're one of the occupiers, but they sort of stand out like a sore thumb.
[00:29:14.906 --> 00:29:21.370]  Well, shifting gears out of that area, let's quickly, because I know you've got to go here in a moment, we've got a reporter coming in as well.
[00:29:22.330 --> 00:29:28.494]  Let's get into the latest on Iran from your intel, and then this deadlocked convention.
[00:29:28.894 --> 00:29:40.661]  Talk of Jeb Bush coming in as the savior on the white horse, and the creepiness of Obama hosting George H. Bush and Jeb at the White House in a closed door meeting.
[00:29:41.182 --> 00:29:43.323]  What's your intel there from Capitol Hill on that?
[00:29:44.693 --> 00:29:48.757]  Well, you know, we still hear the sabers being rattled about Iran.
[00:29:48.777 --> 00:29:54.463]  There's a report today, another one out of Israel, that Israel is intent on hitting them in May.
[00:29:55.123 --> 00:29:59.668]  Of course, that's in the middle of the campaign season here.
[00:30:00.684 --> 00:30:11.170]  You never can tell what is real and what is not real from, especially the Israelis, because they try to pump this stuff up, the propaganda thing, probably to scare the Iranians.
[00:30:11.750 --> 00:30:26.918]  Now, I thought it was also interesting that this administration apparently doesn't speak with one voice on a lot of these Middle East issues, with Vice President Biden saying he cautioned against the raid that supposedly killed bin Laden in Pakistan.
[00:30:27.518 --> 00:30:49.610]  He said, look, Mr. President, we don't know who's in that particular building, so it seems like Biden, of all people, is now exercising some sort of adult responsibilities in this administration by saying, he's come out and admitted, he said, I said, look, Panetta, who was at the CIA then, he's saying, look, the lawn's there, but he said,
[00:30:50.330 --> 00:30:52.831]  As far as I'm concerned, I think we need more proof.
[00:31:11.658 --> 00:31:26.250]  Right, and I think the more that Joe Biden keeps talking, because we know that he has this tendency to speak when he's not supposed to say anything, I think the more this happens, we may not see Joe Biden on the ticket come November.
[00:31:27.271 --> 00:31:31.715]  What's this we hear about Hillary could be on the ticket or maybe even run against Obama?
[00:31:32.876 --> 00:31:36.559]  Right, and she of course has said that she will not serve
[00:31:37.381 --> 00:31:43.129]  A second, uh, you know, uh, Secretary of State, a second term, she may be floating out as a trial balloon as well.
[00:31:44.751 --> 00:31:50.518]  Now, uh, let's, uh, shift into the issue of, uh, Jeb Bush and his little visit to meet with Obama.
[00:31:51.760 --> 00:31:54.624]  Yeah, that was, uh, that was his past, um, uh,
[00:31:55.425 --> 00:31:58.107]  Friday, there was a very interesting meeting.
[00:31:58.607 --> 00:32:05.572]  Now, Obama was doing a fundraiser at the Mandarin Oriental Hotel, which is about a five-and-a-half-star hotel here in Washington.
[00:32:05.932 --> 00:32:13.657]  He leaves the fundraiser, runs up to the White House to have a chat with old man Bush, H.W., and Jeb in the Oval Office.
[00:32:13.677 --> 00:32:19.601]  That's the second time that these two individuals have shown up, sort of unexpected for what was called a courtesy call.
[00:32:20.827 --> 00:32:23.409]  There was another meeting like that in November of 2009.
[00:32:23.910 --> 00:32:35.358]  But as anyone who's covered Washington politics in the White House for a number of years knows, you just can't call, even if you're the ex-president, you just can't call up because they've got a tight schedule, the president.
[00:32:35.778 --> 00:32:47.166]  And normally when you see ex-presidents go into the Oval Office, it's usually a state funeral for some past president who died or some major function.
[00:32:47.796 --> 00:32:54.544]  But here's twice now where Old Man Bush and Jeb have just called up and said, you know, yeah, come on over.
[00:32:54.704 --> 00:32:55.985]  We'll drop everything we're doing.
[00:32:56.065 --> 00:32:57.467]  And it's always these two.
[00:32:58.468 --> 00:33:02.933]  He's not there with George Walker Bush with George H.W.
[00:33:02.953 --> 00:33:02.933]  41.
[00:33:02.993 --> 00:33:04.255]  It's not Marvin.
[00:33:04.295 --> 00:33:05.356]  It's not any of the others.
[00:33:05.776 --> 00:33:06.878]  It's always these two.
[00:33:08.118 --> 00:33:08.778]  Absolutely.
[00:33:09.178 --> 00:33:15.740]  And the word that's bubbling under the surface here, and of course we don't know what's going to happen with the primary today in Florida.
[00:33:16.460 --> 00:33:22.701]  We were told that Romney was surging in South Carolina and of course Gingrich beat him handily.
[00:33:23.542 --> 00:33:30.383]  But there's a lot of word here from different quarters that Gingrich is not dropping out.
[00:33:31.123 --> 00:33:33.264]  Certainly Ron Paul is not dropping out.
[00:33:33.304 --> 00:33:35.785]  Santorum hasn't given any indication he's dropping out.
[00:33:36.305 --> 00:33:37.405]  We may go to Tampa
[00:33:38.024 --> 00:33:41.365]  With no one having a majority of the delegates.
[00:33:43.606 --> 00:33:46.347]  Therefore, we could have a deadlock convention.
[00:33:47.347 --> 00:33:55.690]  Jeb could come in as the white knight in shining armor and pick up the gauntlet and take the nomination.
[00:33:56.511 --> 00:34:05.414]  And we know the Republicans last year, well I guess now it's a year and a half ago, it was late 2010, they changed the rules to make a broker convention more easy.
[00:34:06.462 --> 00:34:06.902]  That's right.
[00:34:06.942 --> 00:34:14.708]  Florida's a winner-take-all, but all the states after this, caucuses and primaries, the delegates are awarded proportionately.
[00:34:15.088 --> 00:34:19.972]  We saw that up till now with New Hampshire and South Carolina.
[00:34:19.992 --> 00:34:25.916]  Apparently, Romney picked up a couple of delegates in South Carolina because he won one of the congressional districts.
[00:34:25.956 --> 00:34:33.182]  So, after Florida, they're all awarded proportionately, and with Gingrich, Santorum, and Ron Paul staying in,
[00:34:33.942 --> 00:34:38.846]  We could see no candidate having a majority of delegates, which would be perfect for a Jeb Bush.
[00:34:39.587 --> 00:34:46.833]  Remember, the convention is in Tampa, Florida, and we know how Jeb runs the show in Florida.
[00:34:47.013 --> 00:34:50.937]  He did it in 2000, certainly, with the election there.
[00:34:51.789 --> 00:34:55.810]  WayneMadsenReport.com is where folks can learn more of your great investigative work.
[00:34:56.910 --> 00:35:09.452]  In closing, Wayne, in other areas of politics, why do you think the Republican establishment is turning against Gingrich?
[00:35:09.892 --> 00:35:10.972]  I don't like Gingrich.
[00:35:11.492 --> 00:35:13.053]  He is a very nasty man.
[00:35:13.513 --> 00:35:15.133]  He is for carbon taxes.
[00:35:15.173 --> 00:35:16.373]  He is a flip-flopper.
[00:35:18.313 --> 00:35:20.654]  But I think the system is going against him.
[00:35:21.474 --> 00:35:28.299]  Because they know that, kind of like Nixon, he would try to be president, and they want a weak puppet like Obama or Romney.
[00:35:28.319 --> 00:35:32.341]  Of course, they're scared of Paul because he's a constitutionalist and against everything they stand for.
[00:35:32.782 --> 00:35:39.466]  But I think they're more and more going after Genrich and exposing his record to destroy him with libertarians and conservatives.
[00:35:39.826 --> 00:35:41.787]  They can do the same thing with Mitt Romney.
[00:35:41.828 --> 00:35:45.970]  I mean, offshore Cayman accounts, carbon taxes, road Obamacare.
[00:35:46.310 --> 00:35:48.272]  But the Republican establishment's okay with that.
[00:35:48.692 --> 00:35:50.073]  They're turning against Gingrich.
[00:35:50.934 --> 00:35:52.275]  Do you agree with my summation?
[00:35:52.315 --> 00:35:54.197]  Can you add any, or do you disagree?
[00:35:54.397 --> 00:36:01.183]  Can you add any caveats to why the Republican establishment is going after Gingrich?
[00:36:01.243 --> 00:36:05.166]  Is it that Pelosi says she's got this dirt and they know what it is?
[00:36:05.727 --> 00:36:07.008]  That she says she can destroy him?
[00:36:07.088 --> 00:36:08.329]  Why are they going after Gingrich?
[00:36:09.028 --> 00:36:11.930]  Well, Pelosi supposedly had dirt on Obama and never used it.
[00:36:11.990 --> 00:36:20.036]  I don't know how much of what she says we can believe, but I'll tell you what one thing Gingrich did is he violated a cardinal sin when he bought that documentary.
[00:36:20.076 --> 00:36:31.244]  And I saw that documentary about Romney and how he would close factories with Bain Capital moving in, getting rid of the jobs and selling all the plant equipment.
[00:36:31.484 --> 00:36:34.026]  That was hard-hitting, and that hurt Romney.
[00:36:34.446 --> 00:36:35.327]  Yes, we are.
[00:36:55.091 --> 00:37:14.737]  Well, lobbying here in Washington as everybody does it, but what you don't have normally in this town is somebody like a Romney, who is a multi-billionaire, who gets all these investments from shady people in Latin America to set up Bain Capital, and they just destroy entire towns.
[00:37:16.384 --> 00:37:16.945]  I don't think so.
[00:37:37.263 --> 00:37:44.252]  They said, look, this guy, we can't have him even anywhere close to the White House because he can't be trusted to carry out our agenda.
[00:37:44.472 --> 00:37:45.373]  No, I agree with you.
[00:37:45.954 --> 00:37:50.720]  And that's the big secret to globalism is they use government to shut down their competition.
[00:37:51.681 --> 00:37:54.504]  They come in and destroy companies and sell them off.
[00:37:55.485 --> 00:37:58.570]  Uh, and they, they get tax incentives to move offshore.
[00:37:58.950 --> 00:38:03.336]  Notice, none of these Republicans except Ron Paul will even point that out.
[00:38:04.017 --> 00:38:09.124]  That, I mean, look at the last head of Bain Capital is replacing Daley at the White House.
[00:38:09.705 --> 00:38:11.768]  I mean, it's all one disgusting crew.
[00:38:13.120 --> 00:38:25.551]  Absolutely, and I think, as I said, Gingrich, by highlighting Bain Capital and how these people do business, I think the Republican hierarchy said, wait a minute, and who knows what
[00:38:26.064 --> 00:38:27.725]  Well, we're going to find out soon.
[00:38:27.745 --> 00:38:30.186]  Wayne Madsen, thank you so much for the time.
[00:38:51.283 --> 00:38:52.343]  Okay, good to be with you.
[00:38:52.523 --> 00:38:54.044]  All right, great talking to him out there.
[00:38:54.884 --> 00:39:02.167]  All right, we're going to go to break and come back with our very own Darren McBreen looking at something we can do something about.
[00:39:02.787 --> 00:39:03.367]  Aspartame.
[00:39:03.687 --> 00:39:07.149]  It's not just in soft drinks, it's not just in bubblegum, it's not just in sweeteners.
[00:39:08.209 --> 00:39:09.509]  It's being added to everything.
[00:39:09.970 --> 00:39:11.810]  We'll be right back, it's InfoWars Nightly News.
[00:39:16.592 --> 00:39:18.032]  The outside of these evil 1770s
[00:39:20.422 --> 00:39:21.203]  Six flags.
[00:39:21.663 --> 00:39:28.289]  Doesn't get any more out of control than that, ladies and gentlemen.
[00:39:28.729 --> 00:39:32.292]  It's pretty un-American, what we're doing here at InfoWars.com.
[00:39:32.452 --> 00:39:39.418]  I mean, not only are we promoting liberty, but we're selling 1776 flags.
[00:39:39.438 --> 00:39:39.678]  Now that...
[00:39:43.999 --> 00:39:45.661]  That is Al-Qaeda.
[00:39:57.173 --> 00:39:59.174]  What's up with these sorry politicians?
[00:39:59.394 --> 00:40:03.075]  Lots of bark, but when it's showtime, whimpering like little shih tzus.
[00:40:03.375 --> 00:40:04.495]  You want big cuts?
[00:40:04.795 --> 00:40:06.736]  Ron Paul's been screaming it for years.
[00:40:07.096 --> 00:40:07.816]  Budget crisis?
[00:40:08.076 --> 00:40:08.737]  No problem.
[00:40:08.957 --> 00:40:10.477]  Cut a trillion bucks year one.
[00:40:10.697 --> 00:40:13.698]  That's trillion with a T. Department of Education?
[00:40:13.958 --> 00:40:14.358]  Gone.
[00:40:14.658 --> 00:40:15.178]  Interior?
[00:40:15.379 --> 00:40:15.759]  Energy?
[00:40:15.879 --> 00:40:16.199]  HUD?
[00:40:16.379 --> 00:40:16.779]  Commerce?
[00:40:17.019 --> 00:40:17.399]  Gone.
[00:40:17.779 --> 00:40:19.020]  Later, bureaucrats.
[00:40:19.280 --> 00:40:21.160]  That's how Ron Paul rolls.
[00:40:21.540 --> 00:40:22.741]  Want to drain the swamp?
[00:40:22.961 --> 00:40:23.661]  Ron Paul.
[00:40:24.041 --> 00:40:24.421]  Do it.
[00:40:24.821 --> 00:40:26.762]  I'm Ron Paul, and I approve this message.
[00:40:33.035 --> 00:40:43.142]  Now in a moment we're going to go to Darren McBreen dealing with aspartame, this military chemical weapon that's been in our food since 1981.
[00:40:43.822 --> 00:40:46.644]  But before we get to that, the guys were able to dig it up.
[00:40:46.824 --> 00:40:53.249]  And I've noticed that the Sunday Times of London that originally wrote the article pulled their story years after it was up.
[00:40:55.107 --> 00:41:06.695]  And also, the ABC News, and we're going to do a whole report on this in the next few days, because we're going to dig up the old screenshots we've got, they changed their headline that they're trying to help the poor.
[00:41:07.135 --> 00:41:14.360]  But there's the PrisonPlanet.com article from a few years ago, Secretive Rich Cabal Met to Discuss Population Control.
[00:41:15.361 --> 00:41:23.266]  Now, the actual headline from the Sunday Times was, Rich Meet to Discuss Overpopulation in New York.
[00:41:24.096 --> 00:41:24.917]  And they're just pulling it.
[00:41:25.337 --> 00:41:29.719]  They let a reporter in, Oprah Winfrey, Ted Turner, Bill Gates, Warren Buffett.
[00:41:30.160 --> 00:41:31.820]  They were all there.
[00:41:33.421 --> 00:41:37.124]  And previously, the ABC News article said all this, but they actually cut it out.
[00:41:37.444 --> 00:41:37.724]  Why?
[00:41:37.764 --> 00:41:42.527]  Because Bill Gates is a sponsor of ABC News and ABC Blog.
[00:41:43.387 --> 00:41:49.371]  And again, George Soros, all of them were there, obsessed with their philanthropy to make sure you take all these vaccines and shots.
[00:41:50.387 --> 00:41:55.769]  In fact, guys, did you find the Prison Planet version where we did actually save part of the Sunday Times?
[00:41:55.789 --> 00:41:57.970]  You know, we only put a blurb there, but we have the actual headline.
[00:41:59.090 --> 00:42:03.172]  Go back and type in that original headline that actually led you to our article.
[00:42:04.232 --> 00:42:06.113]  Go back to the Google search, the NSA search.
[00:42:06.133 --> 00:42:06.713]  We'll show people.
[00:42:07.254 --> 00:42:07.914]  Hit enter on that.
[00:42:10.269 --> 00:42:11.711]  Yeah.
[00:42:11.971 --> 00:42:14.473]  Billionaire club and bid to curb overpopulation.
[00:42:14.513 --> 00:42:14.914]  That's it.
[00:42:15.454 --> 00:42:16.575]  And that's our forum.
[00:42:17.576 --> 00:42:20.039]  And then watch what happens when you link on it.
[00:42:20.059 --> 00:42:21.420]  It takes you to the Sunday Times.
[00:42:23.302 --> 00:42:27.165]  And now they've removed it.
[00:42:27.325 --> 00:42:30.509]  I actually went and registered trying to see this today.
[00:42:30.869 --> 00:42:31.249]  Gone.
[00:42:32.170 --> 00:42:32.530]  Gone.
[00:42:33.413 --> 00:42:36.476]  But, again, they want you to register now.
[00:42:36.737 --> 00:42:38.739]  But thank God we were able to save it.
[00:42:39.159 --> 00:42:47.789]  So if you type in, Billionaire Club in bid to curb overpopulation, we only put a blurb up, a document that was there, Global Research actually has the whole thing.
[00:42:48.029 --> 00:42:50.592]  In fact, put in Billionaire Club in bid to curb overpopulation.
[00:42:51.738 --> 00:42:55.322]  And then put in globalresearch.ca after it, they actually have the whole thing.
[00:42:56.123 --> 00:42:59.007]  Again, we just show you our own research, what we do here.
[00:42:59.227 --> 00:43:00.048]  It's all transparent.
[00:43:00.889 --> 00:43:07.937]  And you read it and at the end they say, well we don't want to say we're an alternative global government, we're just trying to help the global government with the overpopulation.
[00:43:08.868 --> 00:43:12.009]  And they want to help by getting you vaccines and GMO food.
[00:43:12.390 --> 00:43:17.212]  And then we've got Bill Gates on TED TV saying, we're going to give you shots so you don't have kids.
[00:43:17.972 --> 00:43:20.674]  And endorsing death panels, Kill Granny.
[00:43:20.954 --> 00:43:24.796]  We're going to put a whole report together showing you what these guys are up to.
[00:43:25.076 --> 00:43:27.897]  But they pay to have it called philanthropy.
[00:43:28.837 --> 00:43:29.338]  Yeah, there it is.
[00:43:29.378 --> 00:43:31.259]  Billionaire Club and Curb Overpopulation.
[00:43:31.279 --> 00:43:31.719]  Scroll down.
[00:43:33.440 --> 00:43:34.820]  And Times UK.
[00:43:35.521 --> 00:43:35.721]  Yeah.
[00:43:36.421 --> 00:43:38.202]  They've got... Scroll down to the end of the article.
[00:43:40.885 --> 00:43:44.311]  And they've got the whole thing basically posted there.
[00:43:44.671 --> 00:43:46.254]  All right, you can go find that for yourself.
[00:43:46.334 --> 00:43:47.636]  I'm kind of digressing.
[00:43:47.656 --> 00:43:49.459]  I get obsessed with information, obviously.
[00:43:50.322 --> 00:43:52.403]  Let's look at some of the other medical news.
[00:43:52.463 --> 00:43:58.124]  New Jersey Assembly panel passed this bill to add fluoride to public drinking water.
[00:43:58.665 --> 00:44:05.707]  This is after cities began to pass laws against lobbyists coming in and getting them to pay millions of dollars for toxic waste that's left over.
[00:44:06.027 --> 00:44:09.708]  Not just fluoride, but hundreds of chemicals and heavy metals to be added to the water.
[00:44:10.248 --> 00:44:11.529]  So we've got that report.
[00:44:11.929 --> 00:44:15.730]  Florida, of course, last year passed a law to force everyone to fluoridate.
[00:44:15.770 --> 00:44:18.691]  And now they're talking about making people that have wells
[00:44:19.791 --> 00:44:22.775]  Not be able to use the well water anymore because you've got to have the fluoride.
[00:44:22.855 --> 00:44:25.017]  It's, you know, the government cares about you.
[00:44:25.718 --> 00:44:30.484]  These are really, really, really wonderful people for your teeth.
[00:44:30.544 --> 00:44:36.470]  Just like we have clips coming up with Darren McBreen after Man on the Street where they say cigarettes the doctor says are good for you.
[00:44:37.242 --> 00:44:38.464]  And don't disagree with them.
[00:44:38.864 --> 00:44:48.858]  You know, big special understudy to come in and tell you the doctor says Prozac, Ritalin, Fluoride, cigarettes with hundreds of additives, Fluoride, it's good for you.
[00:44:49.038 --> 00:44:49.619]  They love you.
[00:44:49.980 --> 00:44:51.181]  Don't be a conspiracy theorist.
[00:44:51.462 --> 00:44:52.043]  Don't question.
[00:44:53.297 --> 00:45:04.320]  But never fear the same government that dug up dead whalers in the Arctic tundra to resurrect the Spanish flu that killed tens of millions and turned into H1N1 to scare you.
[00:45:04.961 --> 00:45:14.504]  Why, they've discovered deadly superbugs that are in the ocean and no doubt will make their way into our lives.
[00:45:14.564 --> 00:45:19.705]  Bacteria that can resist nearly all antibiotics have been found in Antarctic seawater.
[00:45:20.385 --> 00:45:21.526]  A quarter of the samples
[00:45:22.583 --> 00:45:23.124]  I think so.
[00:45:34.306 --> 00:45:34.926]  Antibiotics.
[00:45:35.607 --> 00:45:40.869]  So, you know that'll make its way to your dinner table by these murdering eugenicists very, very soon.
[00:45:41.209 --> 00:45:42.009]  Here's another report.
[00:45:42.109 --> 00:45:46.111]  Scientists create bird flu, super bug that could set off next global pandemic.
[00:45:46.351 --> 00:45:50.953]  And they've got mousepox, airborne Ebola, all of this in the name of keeping you safe.
[00:45:51.053 --> 00:45:56.335]  No, it's the control freaks that are the actual danger to humanity.
[00:45:56.896 --> 00:45:58.316]  And yet another report.
[00:45:58.696 --> 00:46:01.978]  Children's medicines coated with brain-damaging aluminum.
[00:46:02.478 --> 00:46:04.319]  You know Alzheimer's is off the chart.
[00:46:05.619 --> 00:46:09.321]  You know that it's connected for decades to aluminum.
[00:46:10.001 --> 00:46:13.123]  Of course, you know that neurological disorders are getting worse and worse.
[00:46:14.023 --> 00:46:23.988]  And they're now coming out and admitting in these major research that it shows kidney damage in mice, higher incidence of tumors.
[00:46:25.846 --> 00:46:28.167]  Toxic to rodents, even in modest levels.
[00:46:29.048 --> 00:46:32.189]  And of course they recognize that 1990 is tied to thyroid cancer.
[00:46:33.550 --> 00:46:35.330]  It's in many of the most popular dyes.
[00:46:36.031 --> 00:46:38.752]  It causes bladder and testicle tumors.
[00:46:40.011 --> 00:46:41.152]  Another gift from a globalist.
[00:46:41.733 --> 00:46:45.938]  It affects behavior and hypersensitivity reactions.
[00:46:45.958 --> 00:46:47.179]  Well, aluminum's an adjuvant.
[00:46:47.540 --> 00:46:49.382]  It accelerates and magnifies everything.
[00:46:49.923 --> 00:46:51.885]  And causes adrenal tumors in animals.
[00:46:52.345 --> 00:46:52.846]  Well, hell!
[00:46:53.407 --> 00:46:55.649]  Why not have the deodorant with it?
[00:46:56.010 --> 00:46:57.812]  Why not have it in your kid's pills?
[00:46:57.852 --> 00:46:58.352]  I mean, come on!
[00:46:59.229 --> 00:47:00.430]  Don't be a conspiracy terrorist.
[00:47:00.450 --> 00:47:01.711]  This is another gift from the government.
[00:47:02.151 --> 00:47:03.592]  In fact, I want to apologize right here.
[00:47:04.813 --> 00:47:06.374]  Obviously, this is a gift to your children.
[00:47:06.534 --> 00:47:09.036]  Trust these loving people that openly say they want to kill you.
[00:47:09.296 --> 00:47:10.216]  Don't be an extremist.
[00:47:10.517 --> 00:47:11.537]  Trust the FDA.
[00:47:11.597 --> 00:47:12.438]  Trust the EPA.
[00:47:13.058 --> 00:47:15.320]  They raised levels of radiation and said it's safe.
[00:47:16.141 --> 00:47:16.941]  And then here's another one.
[00:47:16.981 --> 00:47:22.005]  Proof that the cancer industry doesn't want a cure even if it's pharmacological.
[00:47:22.445 --> 00:47:23.686]  Even when they make it.
[00:47:24.912 --> 00:47:28.095]  They've got all these treatments that almost completely cure cancer.
[00:47:28.496 --> 00:47:30.638]  They've come out over decades and they just shell them.
[00:47:31.059 --> 00:47:38.166]  Because they want to suck all the money out of you with a can of raid poison they charge you $10,000 for, calling it chemo, and get rid of your butt.
[00:47:38.566 --> 00:47:40.669]  It's part of their control freak murderous activity.
[00:47:43.237 --> 00:47:50.621]  DCA offers the cancer industry an opportunity to come up with a pharmacological cure that is much cheaper and safer than their current standard of care.
[00:47:50.902 --> 00:48:02.249]  If the cancer industry is ignoring this opportunity, instead DCA is a homeless orphan begging for a research fund to avoid legal issues with off-label use of cancer.
[00:48:04.304 --> 00:48:11.448]  So basically the establishment knows that we're starting to wake up to their medical tyranny with the sodium fluoride and the water and all the other toxic chemicals.
[00:48:11.928 --> 00:48:14.489]  The four shots and the mercury and the cancer increasing.
[00:48:14.949 --> 00:48:22.393]  The GMOs all run by eugenicists like Bill Gates who openly says he wants to reduce population but he's got a shot for you.
[00:48:23.626 --> 00:48:25.567]  Because you're an African and he cares so much about you.
[00:48:25.647 --> 00:48:26.427]  It's ridiculous.
[00:48:27.147 --> 00:48:32.869]  Now, one of the other chemical weapons that are used against the population worldwide is aspartame.
[00:48:32.909 --> 00:48:34.610]  It's now in tens of thousands of products.
[00:48:35.530 --> 00:48:40.132]  Because people have woken up to it in soft drinks and are demanding Stevia and other alternatives.
[00:48:40.752 --> 00:48:48.935]  Well, now they've just deployed it into gums, candies, baked goods, pills, over-the-counter stuff.
[00:48:49.395 --> 00:48:49.855]  It is wild.
[00:48:51.596 --> 00:48:52.316]  What this is doing.
[00:48:52.917 --> 00:49:08.105]  So our very own investigative reporter Darren McBreen went out on the streets of Austin, Texas to talk to locals and find out if they were aware of the admitted dangers coming from Oak Monsanto that bought Searle.
[00:49:08.525 --> 00:49:12.227]  Searle couldn't get it approved in the 60s and 70s, but guess what?
[00:49:12.807 --> 00:49:16.309]  Good old Monsanto could get it approved under Ronald Reagan.
[00:49:17.049 --> 00:49:20.792]  And you know the rest of the story, but I wanted to get into more of the details here.
[00:49:21.072 --> 00:49:29.138]  Now Darren, I mean there's so much research on this, and since I asked you a few weeks ago to look into aspartame, you knew quite a bit about it, but you've done a crash course and learned a lot more.
[00:49:29.438 --> 00:49:32.421]  Give us a basic breakdown before we get to this man on the street report.
[00:49:33.114 --> 00:49:36.856]  Well, this might be the largest health hazard ever to hit the food industry.
[00:49:37.356 --> 00:49:45.661]  We've got numerous health officials, tons of independent studies have warned us of the very serious and documented side effects of aspartame.
[00:49:46.041 --> 00:49:49.243]  No big surprise, Monsanto Corporation's name is in the mix.
[00:49:49.884 --> 00:49:52.045]  We all know they're the makers of Agent Orange.
