[00:00:21.960 --> 00:00:25.224]  Welcome to tonight's InfoWars Nightly News broadcast.
[00:28:02.825 --> 00:28:07.786]  So Putin is faced with a disloyal opposition.
[00:28:09.415 --> 00:28:23.004]  And the importance of the March elections is that it could actually result in protests after the election that could be violent.
[00:28:24.085 --> 00:28:36.272]  Putin himself recently said that the Russian police have reason to believe that the opposition may actually kill some prominent person so that Putin can be blamed.
[00:28:37.563 --> 00:28:48.550]  And it caused massive unrest in Russia at a time when the United States might strike Syria or Iran.
[00:28:49.390 --> 00:28:56.494]  And the protests in Russia would kind of make it difficult for the Russian government to respond.
[00:28:56.514 --> 00:29:02.138]  So this is a risk that no doubt the Israelis are pushing for.
[00:29:03.050 --> 00:29:08.593]  Some sort of attack just after the Russian elections.
[00:29:10.795 --> 00:29:16.038]  And clearly they're hoping to tie Russia's hand so they can launch that attack and hopefully take advantage of them.
[00:29:16.678 --> 00:29:23.762]  How much does this have to do with oil and China's kind of burgeoning empire and how much does it have to do with the larger Grand Chess Board?
[00:29:24.763 --> 00:29:31.127]  Yes, I think it has a great deal to do with trying to deny China independent
[00:29:32.227 --> 00:29:32.447]  I don't
[00:29:44.239 --> 00:29:51.963]  And China has very large investments in Iran and gets, you know, between 20 and 30 percent of its oil from Iran.
[00:29:52.843 --> 00:29:57.825]  And this, of course, was the policy that the United States used against Japan in the 1930s.
[00:29:57.986 --> 00:30:10.111]  It saw Japan a rising power, and so it cut Japan off from oil and strategic materials and rubber, and Pearl Harbor was the result.
[00:30:12.032 --> 00:30:13.553]  They're trying the same thing with China.
[00:30:13.593 --> 00:30:21.959]  They want to be sure that China doesn't have independent access to energy, or not much independent access.
[00:30:22.920 --> 00:30:25.621]  They can't do that to Russia because it has so much energy.
[00:30:26.562 --> 00:30:38.110]  And I think the various pipelines that Russia and China will build to connect those two countries will certainly defeat Washington's.
[00:30:38.769 --> 00:30:43.332]  Plans, but they are directed at China's energy supply.
[00:30:44.353 --> 00:30:46.994]  Obviously, it's risky to overextend an empire.
[00:30:47.094 --> 00:30:59.382]  Obviously, we were never set up to be an empire, but I guess what gets me is whatever moves they calculate, they always rely on us being totally stupid, like we can never figure any of this out, and we're always supposed to fall for every false attack they set up.
[00:31:00.082 --> 00:31:02.264]  I mean, where do we, how do we deal with that?
[00:31:03.342 --> 00:31:06.044]  Well, but you see, most of the time they're right.
[00:31:06.805 --> 00:31:08.487]  Most people do fall for it.
[00:31:09.448 --> 00:31:23.360]  I would bet that if the average conservative American, the average Republican, was witnessing what I'm saying right now, they'd be screaming and yelling at me, a pinko liberal commie, unpatriotic.
[00:31:23.800 --> 00:31:28.825]  You see, they think that if you don't support everything the government says, that you're anti-American.
[00:31:29.673 --> 00:31:30.514]  They don't understand.
[00:31:30.554 --> 00:31:44.923]  They have any concept of patriotism means supporting the Constitution, supporting the truth, trying to keep your country out of trouble, and trying to keep other people from being victimized by your country.
[00:31:44.963 --> 00:31:46.925]  That's what patriotism is, but they don't know that.
[00:31:47.825 --> 00:31:52.508]  And if I was in a live audience saying this, I'd be probably stoned to death.
[00:31:53.108 --> 00:31:55.130]  That's just what Americans are like.
[00:31:55.290 --> 00:31:56.230]  They don't catch on.
[00:31:57.871 --> 00:32:00.693]  The real question is, is the rest of the world catching on?
[00:32:01.343 --> 00:32:02.163]  And that's what H.G.
[00:32:02.263 --> 00:32:07.066]  Wells says always happens to philosophers and thinkers, and they always get stoned to death.
[00:32:07.406 --> 00:32:15.590]  Anyway, what did you think of Obama's move to issue a presidential directive saying, yeah, we're not going to use the indefinite detention against Americans, I say so.
[00:32:15.990 --> 00:32:23.273]  Sure, the power may be on the books for future presidents, but states are starting to pass resolutions saying they won't go along with the NDAA.
[00:32:23.654 --> 00:32:28.236]  After all the deceptions on the NDAA issue, is he beginning to feel pressure?
[00:32:28.256 --> 00:32:30.277]  Is that why they put out this presidential directive?
[00:32:31.061 --> 00:32:31.501]  I don't know.
[00:32:32.401 --> 00:32:32.821]  I don't know.
[00:32:32.921 --> 00:32:40.683]  I don't know whether the American Civil Liberties Union would be able to find standing to bring a constitutional case.
[00:32:41.824 --> 00:32:54.187]  I think if a constitutional case was brought, even the Republican right-wing Supreme Court would have to rule that the National Defense Authorization Act is unconstitutional.
[00:32:55.087 --> 00:33:00.871]  And if they didn't, of course, it would probably sink the Republicans.
[00:33:01.672 --> 00:33:04.293]  But, you know, I just don't think any of them can be believed.
[00:33:04.373 --> 00:33:05.734]  I wouldn't believe Obama.
[00:33:05.834 --> 00:33:11.638]  I mean, he's just maybe trying to cool down some heat.
[00:33:11.658 --> 00:33:15.821]  But look, 93 senators, I think it was 93, voted for it.
[00:33:19.043 --> 00:33:23.086]  I mean, 93% of the Senate voted to deep six.
[00:33:24.258 --> 00:33:25.739]  The United States Constitution.
[00:33:26.739 --> 00:33:27.239]  And why?
[00:33:27.859 --> 00:33:29.020]  For what reason?
[00:33:29.080 --> 00:33:32.061]  I mean, where's the threat that requires this?
[00:33:34.301 --> 00:33:44.145]  You would think by now, the United States, after murdering huge numbers of Muslims, you know, women, children, men, village elders,
[00:33:44.841 --> 00:33:48.342]  For over a decade, that there would be terrorists everywhere.
[00:33:48.582 --> 00:33:51.884]  Shopping centers throughout the country would be blowing up every day.
[00:33:52.804 --> 00:33:54.725]  Everything, power stations.
[00:33:55.825 --> 00:33:59.627]  It would all be, the country would be in ruins, you'd think by now.
[00:33:59.647 --> 00:34:01.147]  Well, but just nothing has happened.
[00:34:02.428 --> 00:34:06.929]  I guess it goes back to... There's not been a single terrorist event.
[00:34:07.410 --> 00:34:11.031]  And so the FBI has to go out and concoct them and make them up.
[00:34:12.238 --> 00:34:16.419]  And find some poor stupid guy and put him up to an FBI plot.
[00:34:16.499 --> 00:34:17.660]  And you're not just saying that.
[00:34:17.680 --> 00:34:21.501]  They've admitted dozens and dozens of these cases were total sting operations.
[00:34:22.001 --> 00:34:22.981]  Yeah, that's all they are.
[00:34:23.022 --> 00:34:24.042]  There's no real cases.
[00:34:24.862 --> 00:34:30.824]  And so what is the threat that required deep-sixing the Constitution?
[00:34:35.298 --> 00:34:40.860]  And why didn't this cause the people to revolt?
[00:34:41.840 --> 00:34:44.781]  Don't they understand the Constitution is what the country is?
[00:34:45.301 --> 00:34:46.902]  I mean the country was repealed.
[00:34:48.962 --> 00:34:51.984]  And they just sit there like, duh, you know.
[00:34:52.925 --> 00:34:54.666]  Oh, it'll never apply to us.
[00:34:54.746 --> 00:34:55.806]  It's only for terrorists.
[00:34:56.286 --> 00:34:56.787]  It's a shame.
[00:34:57.507 --> 00:35:02.290]  It'll apply to whoever the government wants to apply it to because no evidence is required.
[00:35:02.810 --> 00:35:08.013]  We would never know if it was applied to terrorists because there's no evidence.
[00:35:08.033 --> 00:35:09.234]  You don't have to show anything.
[00:35:10.345 --> 00:35:12.866]  It's a shame though, because the Patriot Act was horrible.
[00:35:12.946 --> 00:35:17.268]  It was also doing away with large sections of the Bill of Rights and Constitution.
[00:35:17.568 --> 00:35:19.129]  But there's at least a debate about it.
[00:35:19.169 --> 00:35:24.111]  It was a public controversy to the general public, even if nothing was changed or stopped.
[00:35:24.411 --> 00:35:28.653]  But the NDAA, it's been all this game of smiling and pretending it's not going to happen.
[00:35:29.094 --> 00:35:31.855]  I guess that kind of crocodile style of attacking in politics.
[00:35:35.566 --> 00:35:47.492]  I don't know what else to say about it other than the country was stolen, because the country is the Constitution, and stolen by a handful of people in Washington.
[00:35:47.733 --> 00:35:48.393]  And why?
[00:35:48.473 --> 00:35:49.634]  What is the real agenda?
[00:35:50.594 --> 00:35:52.095]  It can't be terrorism.
[00:35:52.155 --> 00:35:53.055]  There's just not any.
[00:35:53.856 --> 00:35:56.757]  I mean, we can say, oh, well, the Taliban are terrorists.
[00:35:56.797 --> 00:35:57.818]  They're killing our troops.
[00:35:57.878 --> 00:35:59.239]  But we're occupying their country.
[00:36:00.525 --> 00:36:01.966]  So they're not terrorists.
[00:36:03.508 --> 00:36:06.070]  There's no acts of terrorism in the United States.
[00:36:06.470 --> 00:36:08.312]  So what is the reason for this?
[00:36:09.710 --> 00:36:13.553]  And we are premiering Alex's new documentary tonight on this program.
[00:36:13.933 --> 00:36:15.634]  Hopefully you'll have a chance to check it out later.
[00:36:15.674 --> 00:36:17.155]  But we show some of the statistics.
[00:36:17.555 --> 00:36:19.036]  Scientific American covered it.
[00:36:19.056 --> 00:36:25.140]  A lot of other statistics show things like bee stings or slipping in the shower kill more people than terrorism.
[00:36:25.180 --> 00:36:26.521]  It's just a total hoax.
[00:36:27.002 --> 00:36:28.503]  Ordinary life is more dangerous.
[00:36:28.543 --> 00:36:30.284]  Driving down the road is more dangerous.
[00:36:30.684 --> 00:36:31.485]  So many things.
[00:36:32.659 --> 00:36:33.019]  Right.
[00:36:33.519 --> 00:36:34.660]  That's exactly the case.
[00:36:35.660 --> 00:36:37.441]  Look, the War on Terror is a hoax.
[00:36:37.741 --> 00:36:38.701]  I've said it before.
[00:36:39.402 --> 00:36:40.742]  There aren't any terrorists.
[00:36:40.842 --> 00:36:41.442]  It's a hoax.
[00:36:42.463 --> 00:36:46.464]  It was a hoax to destroy the Constitution and gain unlimited power.
[00:36:47.345 --> 00:36:52.147]  And it was a hoax to start these wars in the Middle East.
[00:36:52.947 --> 00:36:54.968]  There's no basis for it.
[00:36:54.988 --> 00:36:58.689]  There's no evidence of this terrorist stuff.
[00:36:59.530 --> 00:37:02.071]  And especially after they claim they killed Bin Laden.
[00:37:02.311 --> 00:37:04.912]  I mean, he was already dead for 10 years, but they killed him again.
[00:37:05.832 --> 00:37:16.917]  So if Al Qaeda is such a pathetic organization that it leaves its mastermind in a house and
[00:37:17.845 --> 00:37:22.689]  Unarmed, with no troops, no guards, and two women to protect.
[00:37:23.990 --> 00:37:25.611]  Then obviously it's not a threat.
[00:37:25.711 --> 00:37:27.412]  Al Qaeda couldn't possibly be a threat.
[00:37:27.832 --> 00:37:37.119]  If that's how they protect the mastermind, the leader, the most dangerous man on earth, Rumsfeld, Tobles, or Cheney, or both of them.
[00:37:37.920 --> 00:37:41.903]  And obviously the organization doesn't even exist.
[00:37:43.581 --> 00:37:52.272]  But I guess you take a questionable staged death to cover up for questions of providence and questions of birth and that whole thing with Obama and his birth certificate.
[00:37:52.292 --> 00:37:53.173]  A whole other issue, but...
[00:37:54.571 --> 00:38:05.740]  Well, I think the whole thing was done, of course it was a hoax, it was done to boost Obama in the polls so the Democrats would not challenge him for the nomination.
[00:38:06.641 --> 00:38:19.311]  You know, he was so low down that some of the Democrats were talking about running somebody against him in the nomination for, in other words, not just give the sitting president the nomination.
[00:38:20.057 --> 00:38:26.118]  So I think it was done to boost his standing and to stop any challenge from within the party.
[00:38:27.259 --> 00:38:37.121]  Now, of course, he doesn't really have a challenge from the Republicans because they massed such a collection of dopes, idiots, that nobody would vote for them.
[00:38:37.181 --> 00:38:42.542]  I mean, clearly Obama will win re-election.
[00:38:42.682 --> 00:38:45.903]  I mean, unless something just dramatically terrible happens.
[00:38:47.629 --> 00:38:50.432]  Paul Craig Roberts, for years you didn't have your own website.
[00:38:50.452 --> 00:38:52.635]  You appeared on so many other great Patriot websites.
[00:38:52.675 --> 00:38:55.639]  I want to make sure people have a chance to check out your work at your blog.
[00:38:55.979 --> 00:38:59.063]  Tell them where it is and how often you're going to be posting content there.
[00:39:00.005 --> 00:39:01.927]  It's paulcraigroberts.org.
[00:39:03.168 --> 00:39:03.668]  That simple.
[00:39:04.269 --> 00:39:05.330]  It's that simple.
[00:39:05.550 --> 00:39:09.913]  And all of my columns for the last 10 years are posted on it.
[00:39:10.093 --> 00:39:12.114]  And some other things.
[00:39:12.214 --> 00:39:16.898]  And I tend to write a good deal, though I haven't the last week or so.
[00:39:17.498 --> 00:39:19.500]  So there's almost always something on it.
[00:39:20.951 --> 00:39:21.552]  Something new.
[00:39:22.433 --> 00:39:23.715]  But there's enough there.
[00:39:23.815 --> 00:39:27.200]  I mean, you'd have to read for a long time to get through all of it.
[00:39:27.561 --> 00:39:27.821]  Yeah.
[00:39:28.903 --> 00:39:32.548]  Well, we appreciate you joining us and we appreciate your work as well, of course.
[00:39:33.229 --> 00:39:33.830]  Thank you, sir.
[00:39:34.130 --> 00:39:35.332]  And we'll talk to you in the future.
[00:39:36.053 --> 00:39:36.774]  Look forward to it.
[00:39:37.294 --> 00:39:46.241]  And we'll be back from break, but after that, we will be premiering the new documentary, New World Order, Blueprint of Mad Men, Alex's latest documentary.
[00:39:46.601 --> 00:39:49.284]  It's going to be right here for PrisonPlanet.TV subscribers.
[00:39:49.644 --> 00:39:51.465]  It'll be out there for the public later on.
[00:39:51.766 --> 00:39:53.707]  So we hope you stay tuned and watch that.
[00:39:53.827 --> 00:39:54.548]  It's 40 minutes long.
[00:39:54.908 --> 00:39:55.889]  Thanks and good night.
[00:40:26.877 --> 00:40:30.778]  And it's time to get out of the comfort zone, because these people aren't playing games.
[00:40:30.798 --> 00:40:31.898]  9-11 wants an inside job!
[00:40:31.918 --> 00:40:32.538]  9-11 wants an inside job!
[00:40:32.558 --> 00:40:33.238]  9-11 wants an inside job!
[00:40:33.258 --> 00:40:34.218]  9-11 wants an inside job!
[00:40:34.238 --> 00:40:34.838]  9-11 wants an inside job!
[00:40:34.858 --> 00:40:35.559]  9-11 wants an inside job!
[00:40:35.579 --> 00:40:36.299]  9-11 wants an inside job!
[00:40:36.319 --> 00:40:37.339]  9-11 wants an inside job!
[00:40:37.359 --> 00:40:37.919]  9-11 wants an inside job!
[00:40:37.939 --> 00:40:41.500]  9-11 wants an inside job!
[00:40:41.520 --> 00:40:42.340]  9-11 wants an inside job!
[00:40:42.360 --> 00:40:43.180]  9-11 wants an inside job!
[00:40:43.200 --> 00:40:43.700]  9-11 wants an inside job!
[00:40:43.720 --> 00:40:44.500]  9-11 wants an inside job!
[00:40:44.520 --> 00:40:45.180]  9-11 wants an inside job!
[00:40:45.200 --> 00:40:45.800]  9-11 wants an inside job!
[00:40:45.820 --> 00:40:47.561]  9-11 wants an inside job!
[00:40:47.581 --> 00:40:48.341]  9-11 wants an inside job!
[00:40:48.361 --> 00:40:49.481]  9-11 wants an inside job!
[00:40:49.501 --> 00:40:50.461]  9-11 wants an inside job!
[00:40:50.481 --> 00:40:51.141]  9-11 wants an inside job!
[00:40:51.161 --> 00:40:51.921]  9-11 wants an inside job!
[00:40:51.941 --> 00:40:53.122]  9-11 wants an inside job!
[00:40:53.142 --> 00:40:53.962]  9-11 wants an inside job!
[00:40:53.982 --> 00:40:54.682]  9-11 wants an inside job!
[00:40:54.702 --> 00:40:54.842]  9-11 wants
[00:41:08.527 --> 00:41:10.529]  Yeah, I'm signing these evil 1776 flags.
[00:41:10.649 --> 00:41:20.257]  Doesn't get any more out of control than that, ladies and gentlemen.
[00:41:21.778 --> 00:41:24.580]  It's pretty un-American what we're doing here at InfoWars.com.
[00:41:27.062 --> 00:41:32.707]  I mean, not only are we promoting liberty, but we're selling 1776 flags.
[00:41:33.707 --> 00:41:34.188]  Now that
[00:41:37.076 --> 00:41:38.157]  Thanks for watching!
[00:41:54.821 --> 00:42:17.396]  We are back from break as we mentioned at the top of the show this is a special episode of the InfoWars Nightly News because we have a very special debut premiere tonight here for you for PrisonPlanet.TV members but first we turn to today's daily quote and it is the majority rule only works if you're also considering individual rights because you can't have
[00:42:17.876 --> 00:42:21.601]  Five wolves and one sheep voting on what to have for supper.
[00:42:21.941 --> 00:42:33.615]  That's Larry Flint essentially reflecting many of the quotes of the founding fathers including Benjamin Franklin and others who talked about two wolves and a sheep voting for what's for dinner under quote-unquote democracy.
[00:42:34.266 --> 00:42:40.909]  Now, what you're about to see is a 40-minute special documentary titled The New World Order Blueprint of Madness.
[00:42:41.269 --> 00:42:49.673]  And this was the special premiere that audiences, the sold-out audiences I might add, saw in the past week in both Orlando and Dallas, Texas.
[00:42:50.093 --> 00:42:55.175]  It was an accompaniment to Alex's speaking event, The Blueprint to Defeat the New World Order.
[00:42:55.576 --> 00:43:00.558]  First highlighting how crazy and out of control their own plans and most of all this hoax
[00:43:01.118 --> 00:43:16.608]  It totally turns the tables on the hoax of terrorism because statistically, historically, factually, reading between the lines, looking forward to history, it is government and those who control government who are the real threat to humanity.
[00:43:16.728 --> 00:43:26.715]  It is not the hoax threat of terrorism of Osama bin Laden, of al-Qaeda hiding in every closet and under every bed as a mass threat.
[00:43:26.795 --> 00:43:28.136]  It's totally ridiculous.
[00:43:28.416 --> 00:43:30.938]  You're going to see that in statistics in just a few moments.
[00:43:31.318 --> 00:43:36.100]  But it's also got humor that I know a lot of people have seen because we posted it on the website.
[00:43:36.540 --> 00:43:43.664]  Alex portraying one of these empowered citizen snitches working for Homeland Security, trying to find a terrorist.
[00:43:43.784 --> 00:43:44.684]  Is there a terrorist?
[00:43:45.104 --> 00:43:46.165]  Are they in a coffee shop?
[00:43:46.245 --> 00:43:48.486]  Are they using cash to conceal their identity?
[00:43:48.866 --> 00:43:51.107]  Are they using the internet or a proxy server?
[00:43:51.447 --> 00:43:56.049]  Are they having some sort of transportation suspicious activity?
[00:43:56.089 --> 00:43:57.910]  Do they have a model airplane hobby?
[00:43:58.510 --> 00:44:14.410]  All these things and so much more wearing Levi's has been considered by our government for decades now to be suspicious activity, potential right-wing extremist activity, potential al-Qaeda activity, potential left-wing or animal rights extremist activity.
[00:44:14.810 --> 00:44:16.132]  No, it's just Americans.
[00:44:16.452 --> 00:44:18.054]  You've got people with political voices.
[00:44:18.094 --> 00:44:19.916]  You've got people who are returning veterans.
[00:44:20.277 --> 00:44:32.652]  Yeah, they may have their issues because they're serving in illegal wars and they don't feel good about it, but you want to brand them, demonize them, and tell them you might lock them up under the NDAA while you tell everyone else there's nothing to worry about with the NDAA.
[00:44:33.132 --> 00:44:50.988]  It's ridiculous and we're here tonight to shatter that myth, to show you how government just in the 20th century has killed over 262 million people by governments, by dictators, through the swords, through guns, through starvation and that's just getting started because that
[00:44:51.428 --> 00:45:18.282]  Dangerous power put in the hands of centralized government has been further wielded by the special elitist powers who have a greater agenda for world government, for this corporatist dominance of the entire earth, for a return to neo-feudalism, and they seek now not to kill hundreds of millions, but billions through their covert war strategies, through the age-old act, I might add, of siege, using food and water as a weapon, putting chemicals in there.
[00:45:19.202 --> 00:45:35.134]  The effects of GMOs as the elite themselves avoid them like the plague and how, just by mentioning it, they've brought back the Black Death Plague and how eugenicists for centuries have advocated bringing back the Black Plague.
[00:45:35.154 --> 00:45:36.735]  I'm rambling here.
[00:45:36.875 --> 00:45:39.818]  You know many of these issues of the dangers we face.
[00:45:40.158 --> 00:45:45.562]  It was outlined in the masterpiece film Endgame and their whole strategy there and what they're trying to accomplish.
[00:45:45.902 --> 00:45:48.384]  But here, we're just simply trying to expose that myth.
[00:45:48.724 --> 00:45:50.085]  I hope you enjoy this film.
[00:45:50.165 --> 00:45:54.067]  It's going to be out for the public soon to share with everyone to try to warn them.
[00:45:54.407 --> 00:46:00.230]  But for those of you supporting this broadcast, who've signed up as subscribers, thank you so much for making this possible.
[00:46:00.550 --> 00:46:01.851]  We feel your support out there.
[00:46:01.931 --> 00:46:05.613]  We know you're engaged in these issues, concerned about what direction we're going.
[00:46:05.973 --> 00:46:07.154]  So watch this for yourself.
[00:46:07.454 --> 00:46:10.096]  Become reinvigorated and share it with everyone.
[00:46:10.216 --> 00:46:10.556]  Everyone.
[00:46:10.676 --> 00:46:10.976]  Everyone.
[00:46:11.016 --> 00:46:11.937]  Just get this film out there.
[00:46:12.377 --> 00:46:17.620]  And so this is Alex Jones's new film, New World Order, Blueprint of the Mad Men.
[00:46:18.381 --> 00:46:19.224]  Damn, are they crazy.
[00:46:31.508 --> 00:46:45.058]  Even though I'm just a lowly person and aren't part of the greater supreme homeland people in black uniforms that I look up to, I'm still part of the federal family that Janet talks about because I snoop for them.
[00:46:45.698 --> 00:46:47.640]  And that's what America's about.
[00:46:47.720 --> 00:46:49.802]  Total schizophrenic paranoia.
[00:46:49.982 --> 00:46:54.085]  Absolutely thinking terrorists are hiding under every table.
[00:46:56.050 --> 00:47:00.373]  Just think, they all look normal, but you know any of them could be a terrorist.
[00:47:01.453 --> 00:47:02.774]  Don't trust the public.
[00:47:03.095 --> 00:47:07.237]  Only trust Janet, Big Sis, Napolitano and Homeland Security.
[00:47:08.498 --> 00:47:09.559]  That's what I've learned.
[00:47:10.379 --> 00:47:11.320]  And that's what I do.
[00:47:14.382 --> 00:47:17.123]  Yeah, it's in the communities against terrorism alerts.
[00:47:17.644 --> 00:47:18.985]  They put out hundreds of them.
[00:47:19.325 --> 00:47:22.287]  They say people wearing blue jeans are using cell phones with the terrorists.
[00:47:23.231 --> 00:47:34.155]  I work at a local internet cafe, coffee shop, and they told me that there were people doing stuff like trying to have privacy or using voice over IP or communicating through PC games.
[00:47:34.695 --> 00:47:36.696]  Man, there's nothing these terrorists won't do.
[00:47:37.136 --> 00:47:41.017]  But the number one thing they said was they use cash or credit cards.
[00:47:41.538 --> 00:47:43.118]  That's the really scary part.
[00:47:43.558 --> 00:47:50.941]  There's a lot of them come in there, a lot of them using cash, and some of them even want to be anonymous and have privacy when they search
[00:47:54.508 --> 00:47:57.390]  We realized that most of the population are terrorists.
[00:47:58.950 --> 00:48:01.612]  There's so many people using cell phones.
[00:48:02.272 --> 00:48:07.015]  There's so many people who've got screen blockers so I can't read what they're saying.
[00:48:07.215 --> 00:48:09.516]  There's even more using cash.
[00:48:11.017 --> 00:48:12.078]  I'm a terrorist.
[00:48:13.499 --> 00:48:14.299]  I'm a terrorist.
[00:48:14.559 --> 00:48:16.020]  Hold yourself together.
[00:48:38.962 --> 00:48:41.604]  You always wanted to be part of an elite team.
[00:48:43.946 --> 00:48:45.728]  You got responsibilities now.
[00:48:47.569 --> 00:48:49.671]  Now get out there and start spying.
[00:49:00.026 --> 00:49:03.788]  Can we have a large house blend, please?
[00:49:03.868 --> 00:49:05.268]  Alright, let me get that for you.
[00:49:05.628 --> 00:49:07.729]  Oh yeah, he's definitely one.
[00:49:11.490 --> 00:49:17.412]  Listen, um, are you... Why are you paying cash, huh?
[00:49:17.432 --> 00:49:18.473]  Yeah, you alright, man?
[00:49:20.469 --> 00:49:21.190]  I gotta ask you this.
[00:49:21.290 --> 00:49:22.631]  It's just a matter of national security.
[00:49:23.072 --> 00:49:24.073]  I'm an important person now.
[00:49:24.953 --> 00:49:26.255]  Is there a reason you're paying with cash?
[00:49:27.536 --> 00:49:28.977]  It's only a couple dollars.
[00:49:29.058 --> 00:49:34.163]  I just usually pay cash when it's, you know, not very much money.
[00:49:34.423 --> 00:49:34.663]  Why?
[00:49:36.785 --> 00:49:38.627]  I don't understand how that's any of your business.
[00:49:39.428 --> 00:49:41.670]  But I mean, privacy is not what America's about.
[00:49:43.197 --> 00:49:44.938]  I've got to report you to Homeland Security.
[00:49:45.758 --> 00:49:46.559]  Are you on meds?
[00:49:47.399 --> 00:49:48.680]  No, this is the new Homeland.
[00:49:49.420 --> 00:49:54.483]  I mean, the TSA sticks their hands down your pants, I mean... I don't know, you just think you're acting kind of weird.
[00:49:54.803 --> 00:49:55.964]  I just want a cup of coffee.
[00:49:55.984 --> 00:50:00.326]  Alright, yeah, and with the inflation, it's actually $5 for a cup of coffee.
[00:50:00.346 --> 00:50:01.627]  Do you have some more money?
[00:50:03.207 --> 00:50:04.528]  Can I get a cup of coffee?
[00:50:04.548 --> 00:50:06.489]  Just regular?
[00:50:07.049 --> 00:50:07.289]  Sure.
[00:50:07.309 --> 00:50:07.570]  Medium?
[00:50:07.610 --> 00:50:08.050]  Anything else?
[00:50:09.290 --> 00:50:09.991]  I'll get a cookie, too.
[00:50:10.271 --> 00:50:10.991]  You'll get a cookie?
[00:50:11.071 --> 00:50:12.032]  Alright, sure, I'll get that for you.
[00:50:14.093 --> 00:50:15.433]  God, there's a lot of terrorists.
[00:50:16.114 --> 00:50:16.814]  Hold on a minute.
[00:50:16.854 --> 00:50:17.934]  Can you pay with a credit card, please?
[00:50:17.954 --> 00:50:22.335]  I don't know if I have enough in my account, so I'm just going to pay cash.
[00:50:22.375 --> 00:50:25.256]  Actually, I have a couple 20s here, so I'm just going to give you a 20.
[00:50:25.296 --> 00:50:26.716]  Is that cool?
[00:50:27.136 --> 00:50:28.617]  Oh, my God!
[00:50:29.077 --> 00:50:34.418]  I got to get my stuff together.
[00:50:34.578 --> 00:50:35.858]  I'm Jack Bauer, Jack Bauer.
[00:50:40.840 --> 00:50:41.420]  Can you get my check?
[00:50:43.916 --> 00:50:44.357]  Can I have that?
[00:50:44.417 --> 00:50:44.657]  Thanks.
[00:50:46.019 --> 00:50:46.299]  You cool?
[00:50:46.840 --> 00:50:47.581]  You're being watched.
[00:50:47.601 --> 00:50:49.003]  The homeland's keeping you safe.
[00:50:49.083 --> 00:50:50.084]  By who?
[00:50:50.925 --> 00:50:51.446]  Just get out of here.
[00:50:51.466 --> 00:50:51.847]  You're lucky.
[00:50:53.128 --> 00:50:58.535]  You know, it's a pretty big boost to my ego to realize I'm a good guy because I spy on everybody.
[00:51:06.829 --> 00:51:07.309]  There he is.
[00:51:07.409 --> 00:51:08.049]  Oh, he's dangerous.
[00:51:08.069 --> 00:51:08.510]  You can tell him.
[00:51:08.970 --> 00:51:10.811]  I just act like I'm sneaking up on him.
[00:51:11.091 --> 00:51:11.612]  All right.
[00:51:12.052 --> 00:51:12.172]  Oh.
[00:51:12.612 --> 00:51:13.433]  Oh, no, it's true.
[00:51:13.473 --> 00:51:14.894]  He's looking at InfoWars.
[00:51:15.274 --> 00:51:19.357]  In fact, it says in the report that they visit extremists or radical sites.
[00:51:19.877 --> 00:51:20.637]  I gotta track him.
[00:51:20.858 --> 00:51:21.918]  I gotta do what they told me.
[00:51:22.799 --> 00:51:24.460]  Dun-dun-dun-dun-dun.
[00:51:24.760 --> 00:51:25.621]  Dun-dun-dun-dun-dun.
[00:51:25.901 --> 00:51:26.941]  I can almost hear it now.
[00:51:27.282 --> 00:51:28.662]  Dun-dun-dun-dun-dun.
[00:51:28.963 --> 00:51:29.943]  Dun-dun-dun-dun-dun.
[00:51:30.143 --> 00:51:31.204]  Oh, my gosh, some secret agent.
[00:51:31.404 --> 00:51:32.465]  Dun-dun-dun-dun-dun.
[00:51:32.665 --> 00:51:33.646]  Dun-dun-dun-dun-dun.
[00:51:41.065 --> 00:51:49.169]  Oh man, I'm brave.
[00:51:49.189 --> 00:51:50.729]  I'm just like those guys on TV.
[00:51:52.150 --> 00:51:53.170]  Yes, yes, FBI.
[00:51:53.531 --> 00:51:53.971]  I've got him.
[00:51:54.451 --> 00:51:54.891]  I've got him.
[00:51:55.411 --> 00:52:01.014]  He bought coffee with cash and he was using a proxy server to search the web.
[00:52:01.934 --> 00:52:02.175]  Yes.
[00:52:02.955 --> 00:52:03.775]  Yes, I've got one of them.
[00:52:03.795 --> 00:52:04.756]  He's definitely a terrorist.
[00:52:08.851 --> 00:52:12.793]  The dramatization that you just witnessed is absurd.
[00:52:13.834 --> 00:52:19.658]  And it's even more absurd because it reflects reality in this country and worldwide today.
[00:52:20.458 --> 00:52:24.861]  We are 10 years into the biggest hoax in human history.
[00:52:25.441 --> 00:52:27.182]  The threat of terrorism.
[00:52:27.602 --> 00:52:30.184]  It is an irrational fear.
[00:52:30.304 --> 00:52:35.347]  It is a psychological compulsion that's been engineered into people.
[00:52:35.607 --> 00:52:36.688]  Either you are with us,
[00:52:38.177 --> 00:52:39.358]  Or you are with the terrorists.
[00:52:39.438 --> 00:52:40.799]  Global terrorism.
[00:52:40.899 --> 00:52:41.639]  Terrorism.
[00:52:41.700 --> 00:52:42.260]  Terrorism.
[00:52:42.300 --> 00:52:42.780]  Terrorism.
[00:52:42.900 --> 00:52:43.701]  Evil terrorists.
