[00:00:03.592 --> 00:00:03.632]  Oh,
[00:26:13.531 --> 00:26:14.151]  I'm going to fight it.
[00:26:14.591 --> 00:26:22.874]  As you well know, they're going after everything from backyard gardens to lemonade stands, raw milk, Amish growers, Amish dairy people, you name it.
[00:26:22.894 --> 00:26:27.436]  They're coming after individualism in this country because they're pushing collectivism.
[00:26:28.076 --> 00:26:32.598]  Now, according to Oregon laws, one must obtain a permit in order to have a reservoir.
[00:26:33.078 --> 00:26:36.701]  But Harrington had the permits for the reservoir.
[00:26:37.061 --> 00:26:55.934]  In 2003, he was granted the permits, but the state reversed the decision, then come along to seize his rights to collect water, and now we're putting him in jail, which he's basically going along with as an act of civil disobedience, as an act of saying, if you're going to be a tyrant, then you be a tyrant, as a Henry David Thoreau move of saying,
[00:26:56.474 --> 00:27:02.621]  The best place in an unnatural state, in a corrupt state, is in prison, because that's the only place for a righteous man.
[00:27:03.221 --> 00:27:06.124]  Bad paraphrase of that quote, but it's on the record.
[00:27:06.885 --> 00:27:10.990]  But why is this a bigger issue than just rainwater collecting in Oregon?
[00:27:11.350 --> 00:27:15.815]  Well, it's because since at least 2010, they've been doing it throughout the Southwest.
[00:27:16.195 --> 00:27:20.180]  Many western states, in this previous article, collecting rainwater now illegal.
[00:27:20.540 --> 00:27:23.584]  In many states, as big government claims ownership over water.
[00:27:23.604 --> 00:27:32.755]  Another Mike Adams article, he points out how many western states, including Utah, Washington, and Colorado, have outlawed individuals from collecting rainwater.
[00:27:33.649 --> 00:27:36.470]  Calling it an unlawful diversion of rainwater.
[00:27:36.570 --> 00:27:47.074]  What turning of natural rights of common sense all on its head in claiming that government has the default rights to something that comes naturally on the earth instead of an individual.
[00:27:47.355 --> 00:27:55.538]  That's the reverse of the way the Constitution was written and understood where all rights are kept to the people and to the states except those very few
[00:27:56.098 --> 00:28:01.600]  that are enumerated and specifically given to the limited federal centralized government.
[00:28:02.040 --> 00:28:15.505]  All that has turned around over the centuries and now collectivist big government assumes the right until you're proven innocent, until you're proven to have some kind of individual right for something as necessary and basic to survival as water.
[00:28:15.905 --> 00:28:23.428]  The infringement on the right to things like collecting rainwater which falls from the sky, total act of God, no intermediaries, there's no
[00:28:23.848 --> 00:28:24.368]  We're good.
[00:28:41.883 --> 00:28:42.143]  Why?
[00:28:42.203 --> 00:28:51.971]  Because you've got these predatory institutions like the World Bank and IMF, which are just sister, twin, hydra, evil, deviant creatures that piggyback off of each other.
[00:28:52.311 --> 00:28:55.034]  They say, well, we've got country A. It's in serious debt.
[00:28:55.054 --> 00:28:56.235]  They really need to reform.
[00:28:56.555 --> 00:29:00.158]  We've got a great program to correct their economic downturn.
[00:29:00.638 --> 00:29:02.739]  Turn things around in maybe 20 or 30 years.
[00:29:03.059 --> 00:29:08.181]  So we're going to put on these really burdensome loans at interest rates we know the country can never pay back.
[00:29:08.581 --> 00:29:23.367]  And through that loan, which is sold to the people and its leaders on the basis of doing them a favor and helping them out of a crisis, as they're doing today in Europe with the crises going on there economically, they convince people to take on what is not only a predatory loan,
[00:29:23.707 --> 00:29:26.109]  But a predatory set of conditionalities.
[00:29:26.149 --> 00:29:32.113]  Those conditionalities determine the way that country is allowed to develop for the next many years.
[00:29:32.534 --> 00:29:35.236]  Now, the rubber hits the road in the case of Bolivia.
[00:29:35.876 --> 00:29:43.902]  In 1998, through the course of an IMF and World Bank loan, and you know, one sets up the loan conditions, the other monitors it and regulates it,
[00:29:44.202 --> 00:29:45.563]  They privatized the water rights.
[00:29:45.603 --> 00:30:01.153]  They took away the public water utility, which I'm sure had its own flaws, its own need for correction, and they gave the water rights away through privatization to the Bechtel Corporation, one of the biggest and meanest no-bid contract utility companies around the world.
[00:30:01.213 --> 00:30:04.936]  They're tied to all our same friendly administrations, and they're predatory.
[00:30:05.336 --> 00:30:10.500]  In the case of Bolivia, they were not even allowing people to collect rainwater.
[00:30:10.820 --> 00:30:13.582]  And in this case, I've got PBS's Frontline reports.
[00:30:14.322 --> 00:30:37.612]  And they've got a timeline where they chronicle the new IMF policies, how this led to water privatization through the loan assistance, and how they handed this over to the Aguas de Tunari entity, which was really just a front for the Bechtel Corporation and a few other select entities, which were all multinational occupation forces there in Bolivia.
[00:30:38.153 --> 00:30:43.095]  I'm not backing socialism in Bolivia or anything else, but the people rioted.
[00:30:43.735 --> 00:30:45.677]  Rioted in the streets of Bolivia.
[00:30:46.037 --> 00:30:47.859]  They rioted over this water thing.
[00:30:47.899 --> 00:30:51.242]  They couldn't take no for an answer because they're so poor there.
[00:30:51.743 --> 00:30:55.686]  They couldn't take them saying no to the ability to collect rainwater.
[00:30:56.087 --> 00:30:59.890]  I'm not calling for riots, but mass demonstrations does make a lot of sense.
[00:31:00.231 --> 00:31:08.779]  If we don't stand up to an issue as invasive as telling us we can't collect water rights because the government has a right to it, or that some corporation has the right
[00:31:09.800 --> 00:31:12.083]  Well, we're clearly not going to make it.
[00:31:12.163 --> 00:31:21.094]  I just want to bring your attention to the point that this is an ongoing, long-standing plot to take control over our water, our air, you name it.
[00:31:21.455 --> 00:31:25.119]  And again, this is all part of the larger United Nations agenda too.
[00:31:25.620 --> 00:31:29.583]  So it's a mix of privatization schemes as well as total government control.
[00:31:29.983 --> 00:31:43.694]  Under things like Agenda 21, and through quotes throughout time, you see these environmentalists who all want to save the earth and bring peace and justice to every little country around the world, telling us they will control the commons.
[00:31:43.874 --> 00:31:44.754]  What are the commons?
[00:31:45.155 --> 00:31:47.236]  It's the things that go everywhere in the world.
[00:31:47.296 --> 00:31:50.219]  The air, the water, and the land.
[00:31:51.038 --> 00:31:57.440]  And those are the very things they want control over, even within our countries here in the United States and the countries around the world.
[00:31:57.880 --> 00:32:01.981]  This is a loss of sovereignty, in this case over water and everything else.
[00:32:02.321 --> 00:32:03.922]  You've seen it coming down the pipelines.
[00:32:03.982 --> 00:32:07.083]  Look up Agenda 21, Oceans.
[00:32:07.163 --> 00:32:08.023]  Look up the U.S.
[00:32:08.223 --> 00:32:09.144]  Oceans Council.
[00:32:09.584 --> 00:32:13.445]  This is all happening and this incident with the rainwater is part of it.
[00:32:14.241 --> 00:32:20.764]  I can't continue to rant, but it just freaks me out that they could tell us we can't even collect rainwater on our own property.
[00:32:20.904 --> 00:32:23.026]  Total invasion of property rights.
[00:32:23.046 --> 00:32:37.493]  So you can see whether it's privatization, where they want a monopoly of profits, or the state, where they want a monopoly of power, they're not interested in individuals having an alternative, in this case, to rainwater, because it cuts into their domination.
[00:32:37.933 --> 00:32:47.496]  Meanwhile, while more things are becoming crimes we didn't think could be crimes, more people are becoming pre-crime suspects before they even carry out crimes.
[00:32:47.876 --> 00:32:56.939]  Well, we're talking of course about that minority report trend, and here's Steve Watson's headline, More Law Enforcement Agencies Turn to Pre-Crime Policing.
[00:32:57.219 --> 00:33:00.220]  Law experts warn of threat to reasonable suspicion.
[00:33:00.640 --> 00:33:02.541]  Police and other law enforcers in the U.S.
[00:33:02.581 --> 00:33:09.485]  are increasingly turning to minority-style pre-crime strategies to fight crimes by predicting them before they take place.
[00:33:09.885 --> 00:33:17.730]  A report out today from the AFP notes the predictive and analytics software, computer algorithms that predict where and when...
[00:33:18.410 --> 00:33:26.212]  Crimes will occur, and they've been adopted by police departments in places like Santa Cruz, California, in places like Memphis, Tennessee.
[00:33:26.232 --> 00:33:31.713]  I know they're using pre-crime red light spotlights in parts of New Jersey.
[00:33:32.033 --> 00:33:38.354]  And all this is just picking up steam as the technology develops without a care in the world for our rights.
[00:33:38.754 --> 00:33:40.695]  Whatever happened to the Fourth Amendment right?
[00:33:40.935 --> 00:33:45.976]  That without due process, without reasonable belief of suspicion, without
[00:33:47.003 --> 00:33:49.885]  Any kind of incriminating evidence, they're going to be targeting people.
[00:33:49.966 --> 00:34:01.035]  Now this is all on the basis of computer algorithms, and here it is in the AFP, police using predictive analytics to prevent crimes, and they say the same kind of technology that can track our shopping habits?
[00:34:01.455 --> 00:34:10.803]  Well, I don't know why they have to track all our shopping anyway, but they're definitely doing it, storing and using that data, selling it to third parties, mostly, if not entirely, without our permission.
[00:34:11.323 --> 00:34:16.986]  Somehow the same technology allows them, they think, to be tipped off to potential crimes.
[00:34:17.667 --> 00:34:23.470]  Even if it works, it's an incredibly dangerous technology, not a step in the right direction at all.
[00:34:23.910 --> 00:34:26.012]  This is a total takeover of government.
[00:34:26.412 --> 00:34:29.774]  They presume they're always in the right when they're usually in the wrong, and they
[00:34:30.114 --> 00:34:33.416]  Always, always want to put doubt in individuals.
[00:34:33.456 --> 00:34:46.221]  This is the same mentality behind airport checkpoints and everything else, where everybody has to be screened and found to be not culpable before they're cleared to just go on about the things they have the right to do in ordinary life.
[00:34:46.301 --> 00:34:48.242]  Travel, shopping, you name it.
[00:34:48.282 --> 00:34:57.086]  But now they've got cameras and everywhere they're going to be monitoring places, particularly where their little computer algorithms have found might be little troubled hotspots.
[00:34:57.486 --> 00:35:03.831]  And I guess it won't be long before those are considered Constitution-free zones, just like our borders, just like our airports.
[00:35:04.251 --> 00:35:07.954]  I guess it won't be long before that includes shopping malls and sports stadiums.
[00:35:08.355 --> 00:35:10.836]  It's already shifting into train stations.
[00:35:11.157 --> 00:35:17.882]  We've covered the TSA swooping into those places and how they don't like to be filmed about the fact they're setting up checkpoints.
[00:35:18.442 --> 00:35:18.823]  Anyway...
[00:35:19.875 --> 00:35:21.337]  We really have to keep an eye on this.
[00:35:21.597 --> 00:35:23.059]  It's getting out of hand quickly.
[00:35:23.439 --> 00:35:24.080]  You know that.
[00:35:24.821 --> 00:35:35.272]  But we've got a guest in the next segment about how oil prices will be, or at least could be, affected by the various conflicts in the Middle East, with Syria clearly heating up.
[00:35:35.392 --> 00:35:39.797]  We don't know if it's going to go into all-out war, or if the secret covert, partially secret,
[00:35:40.698 --> 00:35:44.261]  Backing of Al-Qaeda and other so-called Syrian rebel forces.
[00:35:44.621 --> 00:35:50.366]  The Syrian Transitional Council will overturn Assad before the need to bring in the Western forces.
[00:35:50.406 --> 00:35:52.388]  But you better believe they're waiting in the wings.
[00:35:52.888 --> 00:36:00.755]  And yet this could trigger pressure on the gas pumps, particularly if Iran does decide to block the Strait of Hormuz.
[00:36:01.095 --> 00:36:09.897]  They've threatened, they've claimed they're capable of doing it, and they claim they will if they're struck preemptively or if certain types of sanctions are put on their country.
[00:36:10.217 --> 00:36:15.378]  Let's hope that doesn't happen, but obviously it could put a big pressure on the price of the pumps.
[00:36:15.858 --> 00:36:29.341]  Even though there's plenty of alternative energies we could fund and develop without going crazy on the carbon sequestration and clampdown of American behavior, and without always being beholden to the oil companies that have ruled us for the past hundred years.
[00:36:30.492 --> 00:36:31.353]  Is that so crazy?
[00:36:31.513 --> 00:36:31.914]  I don't know.
[00:36:32.274 --> 00:36:33.255]  You decide for yourself.
[00:36:33.656 --> 00:36:41.304]  Now I'll turn now to our daily quote, which is apropos given all the attempts at gun control, unfortunately from the left and the right.
[00:36:42.005 --> 00:36:51.635]  It comes from the socialists, the Fabian socialists, the top eugenicists, George Bernard Shaw, and even he recognized that criminals do not die by the hands of the law.
[00:36:52.216 --> 00:36:54.017]  They die by the hands of other men.
[00:36:54.597 --> 00:37:05.320]  And whatever he meant in the original context, that clearly applies to the idea that guns in the hands of ordinary citizens is what has the best potential overall to stop armed criminals.
[00:37:05.660 --> 00:37:11.002]  Because police can't and won't respond to those crimes until after the fact in almost every case.
[00:37:11.482 --> 00:37:18.444]  But if people are allowed to carry, as the Constitution clearly justifies, in places like Aurora, Colorado, don't go
[00:37:18.604 --> 00:37:19.585]  Thanks for watching.
[00:38:13.027 --> 00:38:15.748]  Alex Jones here with a message to fellow freedom lovers.
[00:38:16.048 --> 00:38:20.890]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:38:21.070 --> 00:38:28.253]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:38:28.413 --> 00:38:33.817]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:38:34.037 --> 00:38:37.819]  These are items that I did research on, that I personally use.
[00:38:38.099 --> 00:38:42.642]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:38:42.843 --> 00:38:48.066]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:38:48.346 --> 00:38:51.428]  Strategic Relocation 3rd Edition by Joel Skousen.
[00:38:51.568 --> 00:38:53.829]  When Disaster Strikes by Matthew Stein.
[00:38:54.090 --> 00:38:58.712]  Therosafe, used by Homeland Security to protect yourself during any radiological event.
[00:38:58.852 --> 00:39:01.334]  Hand-cranked shortwave AM FM radios.
[00:39:01.774 --> 00:39:08.818]  Everything that we've researched and found to be the best is available at Infowarshop.com and your purchase makes our Infowar possible.
[00:39:08.999 --> 00:39:10.059]  We're getting prepared.
[00:39:10.279 --> 00:39:10.700]  Are you?
[00:39:10.960 --> 00:39:12.661]  Infowarshop.com
[00:39:14.790 --> 00:39:20.074]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:39:20.334 --> 00:39:22.516]  Start purifying your water with ProPure.
[00:39:22.736 --> 00:39:31.722]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:39:31.902 --> 00:39:35.105]  Its filters are silver impregnated to prevent bacterial growth.
[00:39:35.365 --> 00:39:36.806]  There's no priming required.
[00:39:37.066 --> 00:39:39.107]  It's NSF-42 certified.
[00:39:39.348 --> 00:39:41.849]  Optional fluoride filters can reduce fluoride up to 95%.
[00:39:42.930 --> 00:39:44.271]  Easy to set up and use.
[00:39:44.471 --> 00:39:45.772]  Doesn't require electricity.
[00:39:45.892 --> 00:39:48.775]  Purify water from lakes, streams, ponds, and wells.
[00:39:49.095 --> 00:39:52.278]  This filter system leaves in beneficial minerals, which is key.
[00:39:52.498 --> 00:39:56.501]  Save money by not buying bottled water, and avoid BPA that leaches from the plastic.
[00:39:56.661 --> 00:39:59.283]  ProPure is the best gravity-fed filter out there.
[00:39:59.423 --> 00:40:00.724]  It's what my family uses.
[00:40:01.005 --> 00:40:04.227]  Infowars.com already has the lowest price on ProPure.
[00:40:04.327 --> 00:40:09.692]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:40:09.732 --> 00:40:11.373]  You can also call to order.
[00:40:18.719 --> 00:40:23.824]  We are back on the InfoWars Nightly News and we're pleased to now be joined by Daniel J. Graber.
[00:40:23.964 --> 00:40:33.112]  He's from oilprice.com and covers the geopolitical spectrum of what is behind our oil prices and energy costs overall.
[00:40:33.553 --> 00:40:34.574]  Thanks for joining us, Daniel.
[00:40:34.994 --> 00:40:35.675]  Thanks for having me.
[00:40:36.587 --> 00:40:42.555]  So obviously we've got some tensions in the Middle East as always, but things are obviously coming to a head in Syria.
[00:40:42.775 --> 00:40:46.600]  The Iran specter has sort of always been on the table for the past couple years.
[00:40:46.640 --> 00:40:47.741]  That's not going away.
[00:40:48.522 --> 00:40:54.329]  Get into how we analyze the oil prices and the other energy prices, and then let's break down some of the key factors.
[00:40:55.003 --> 00:41:03.695]  I think in terms of Iran, you know, you look at early in February when they threatened to close the Strait of Hormuz, there was a brief spike in oil prices.
[00:41:04.816 --> 00:41:09.923]  As we watch the conflict in the Eurozone continue, we can see some of that price come down further.
[00:41:10.864 --> 00:41:15.005]  Today, Iran said that they're going to keep the strait open as long as it serves their interests.
[00:41:15.565 --> 00:41:21.487]  And it seems like, in some aspects, Iran would likely be shooting themselves in the foot if they didn't de-close the strait.
[00:41:22.007 --> 00:41:25.008]  Right now, there are some countries that have concessions with U.S.
[00:41:25.048 --> 00:41:26.208]  sanctions and so forth.
[00:41:26.528 --> 00:41:30.009]  Oil prices have kept relatively steady under the $100 barrel mark.
[00:41:30.309 --> 00:41:35.170]  So I don't think long-term we're going to see any spikes in terms of Iran.
[00:41:35.210 --> 00:41:39.291]  In terms of Syria, most of their oil has been shut out of the game for a while now.
[00:41:40.391 --> 00:41:52.334]  One of the last oil companies left the country very early this year so it just really doesn't seem like there's going to be any physical disruptions in the market like we saw last year in Libya.
[00:41:52.354 --> 00:42:00.016]  Do you think the fears themselves are likely to drive prices at the pump and that sort of thing or you think it's going to be a relatively neutral year?
[00:42:00.865 --> 00:42:03.268]  I think it's going to be relatively neutral here.
[00:42:03.528 --> 00:42:07.592]  You look at the reports coming out of the OPEC and that sort of thing.
[00:42:08.353 --> 00:42:14.238]  They seem to suggest that there's going to be at least some level of stability long term.
[00:42:14.379 --> 00:42:16.821]  For short term, we can see spikes here and there.
[00:42:17.802 --> 00:42:22.006]  It seems like the second quarter is typically ripe for escalations and crude prices.
[00:42:24.796 --> 00:42:32.660]  As a whole, it doesn't seem like we're going to be headed towards the 150-barrel mark we saw in the run-up to the recession.
[00:42:33.941 --> 00:42:34.181]  Right.
[00:42:34.701 --> 00:42:49.169]  So the whole Iran situation, as you mentioned, they've threatened to block the Strait of Hormuz, but they've just recently announced that their plan to block the Strait of Hormuz has been finalized and it's on the table waiting if they basically get striked or if there's certain kinds of sanctions.
[00:42:49.709 --> 00:42:52.931]  What will that do if they were to block the Strait of Hormuz?
[00:42:54.093 --> 00:42:57.536]  Well, there's always, you know, strategic petroleum reserves.
[00:42:58.076 --> 00:43:04.882]  The IEA last year called on member states to release their strategic reserves because of the conflict in Libya.
[00:43:05.623 --> 00:43:07.364]  There's always more Canadian crew.
[00:43:07.705 --> 00:43:15.932]  BP today suggested that they were going to build a rail system to get around some of the logistical elements inside the United States.
[00:43:16.232 --> 00:43:21.514]  So I think, I mean, if there is any sort of tension in the Strait of Hormuz, A, there are U.S.
[00:43:21.554 --> 00:43:39.580]  military assets in the region to protect that strait, and B, like I said earlier, I don't think that Iran would necessarily go ahead and close it off unless it were severely backed into a corner by way of some action by Israel or economic collapse on their part.
[00:43:40.814 --> 00:43:48.360]  But if the prices were to skyrocket over this kind of scenario, who does benefit from the decrease in supply and the overall increase in price?
[00:43:49.141 --> 00:44:03.873]  Well, if there is a decrease in supply, obviously it's going to be the market that's going to benefit from that, because obviously if you look at the analysis of gasoline prices, bulk of that is weighed on crude prices, so actually trickle down to the consumer.
[00:44:04.734 --> 00:44:15.600]  It just all depends on what sort of government reaction we can see coming out of that in terms of tax relief or any sort of administrative decisions that would be in response.
[00:44:15.660 --> 00:44:25.866]  So to predict that we're going to see $8 gallon of gasoline or $2 gallon of gasoline depends on a variety of factors apart from any potential military escalation.
[00:44:27.512 --> 00:44:32.116]  So inside the United States, obviously around the world, we've got the dollar issues as well.
[00:44:32.156 --> 00:44:41.945]  The economy's tanking, the Federal Reserve's printing a lot of money that kind of deteriorates the overall value, and there's all this politics over whether or not there's going to be the U.S.
[00:44:42.125 --> 00:44:44.948]  oil dollar in the future, whether or not that's weakening.
[00:44:44.968 --> 00:44:45.909]  What do you see on that front?
[00:44:46.870 --> 00:44:47.531]  It's hard to say.
[00:44:47.551 --> 00:44:53.074]  A lot of that depends on, as you said, politicking within an election year.
[00:44:53.194 --> 00:44:59.298]  It's really hard to get any sort of assessment on the future of the U.S.
[00:44:59.358 --> 00:45:06.062]  economy given the back and forth that you see in Washington in terms of
[00:45:07.103 --> 00:45:10.724]  Romney's stump, Obama's stump, and that sort of thing.
[00:45:10.884 --> 00:45:19.225]  So I think any sort of long-term analysis that you get on the factors in the United States depends on a lot of direction.
[00:45:19.245 --> 00:45:28.567]  You know, advocates on one hand will say advancing the Keystone Pipeline would have certain benefits, whereas others say that opens up the U.S.
[00:45:28.627 --> 00:45:34.088]  markets to vulnerability, to potential oil shocks, where we could be embracing more things like wind energy.
[00:45:34.868 --> 00:45:38.190]  Or any variety of the other green initiatives on the table.
[00:45:38.230 --> 00:45:42.932]  So a lot of it depends on who's sitting in the White House come 2013.
[00:45:43.832 --> 00:45:48.694]  Do you have a good handle on why it's taken so long for us to divorce from oil?
[00:45:48.814 --> 00:45:54.297]  Obviously there's the robber barons and various interests who keep us tied to it, try to keep that marriage together.
[00:45:54.817 --> 00:46:05.565]  But do you have a long-term sense of why more alternative sources of energy haven't reached at least the mainstream levels where we could begin to use them, have them in our homes and our vehicles, etc.?
[00:46:06.185 --> 00:46:07.886]  Well, I think it's a lot of it's a mindset.
[00:46:07.966 --> 00:46:21.776]  I remember having a conversation with some players involved in the renewable energy sector earlier this year, and they expressed that it took a hundred years to latch on to an oil-based economy, so we can't expect
[00:46:22.827 --> 00:46:30.053]  You know, 40 years after Rachel Carson's Silent Spring or however long it's been to have windmills in everybody's backyard.
[00:46:30.273 --> 00:46:37.118]  There's infrastructure involved, you know, LNG is just starting to take off, the electric vehicles, and that sort of thing.
[00:46:37.138 --> 00:46:45.644]  So there's a whole mindset that has to change in order to break from a oil economy to one that advocates wind or solar, you know.
[00:46:46.425 --> 00:46:53.646]  Again, on the East Coast, there's some groups who are complaining they don't want wind turbines off their coast because it spoils the view.
[00:46:53.726 --> 00:46:55.347]  There's infrastructure involved.
[00:46:55.887 --> 00:47:08.389]  And of course, there's always the political situation where you have folks on one side of the aisle advocating a more oil-intensive economy, whereas others want to make the break from that to embrace more green energy initiatives.
[00:47:08.469 --> 00:47:12.110]  There's always the tax benefits that expire at the end of the year.
[00:47:13.090 --> 00:47:17.313]  Well, it's a real pickle because you've got Obama and the EPA shutting down all these coal plants across the country.
[00:47:17.333 --> 00:47:21.957]  And yeah, there might be an environmental argument there, although I think it is up for debate.
[00:47:32.424 --> 00:47:46.375]  But when you close those plants it is kind of a sanction on the prices themselves and there's been a lot of areas of the country where the energy prices are completely spiking because of that or because voluntarily taking on CO2 restrictions and that sort of thing.
[00:47:46.715 --> 00:47:50.117]  That's going on here in Texas big time because we're one of the biggest coal states.
[00:47:50.538 --> 00:47:51.839]  What do you see on that front?
[00:47:52.429 --> 00:48:09.639]  I can't speak specifically on coal, but in terms of the prices, you know, it always strikes me as odd when they look, when they track retail automotive sales, track a lot different when gasoline is $4.50 a gallon in the United States than it does when it's $2.50 a gallon in the United States.
[00:48:09.979 --> 00:48:13.982]  I think the Ford F-150 might still be the best-selling vehicle
[00:48:14.662 --> 00:48:17.263]  In the United States, is it the most economical?
[00:48:17.424 --> 00:48:18.164]  Probably not.
[00:48:18.504 --> 00:48:22.486]  So again, it all boils down to what does the consumer do?
[00:48:23.227 --> 00:48:24.908]  Where are they driving?
[00:48:25.628 --> 00:48:33.452]  I teach part-time college classes and a lot of the university sentiment is that they kind of take it for granted.
[00:48:33.492 --> 00:48:35.374]  They don't weigh it as
[00:48:36.534 --> 00:48:41.278]  The hot issue that it was in the 1960s because it's in their face.
[00:48:41.318 --> 00:48:47.063]  I think there's kind of, you know, this put it aside and it just doesn't seem like it's that big debate.
[00:48:47.143 --> 00:48:48.845]  Rio didn't produce much this year.
[00:48:48.885 --> 00:48:53.309]  So it depends on more than just saying this is going to happen.
[00:48:53.369 --> 00:48:58.033]  You know, you have to weigh a lot of factors in terms of price and the reaction to that price.
[00:48:59.110 --> 00:49:03.632]  And do you think they're keeping the prices of the pump down politically because it's an election year?
[00:49:03.652 --> 00:49:06.534]  Because it was a major factor in the 2010 elections.
[00:49:06.554 --> 00:49:10.395]  There's been a lot of noise about it, you know, from both sides of the aisle.
[00:49:10.716 --> 00:49:15.578]  But you don't see that as an issue in an election where the overall economy is such an important issue.
[00:49:16.621 --> 00:49:34.207]  Well, I think, yes, gas prices are sort of a political bellwether, but you also have to factor in the international aspects of the oil markets, where it's not just a single issue like a Chicago refinery closing or that sort of thing.
[00:49:34.987 --> 00:49:40.129]  Oil is an international commodity, and because gasoline prices are based on that commodity,
[00:49:41.960 --> 00:49:42.580]  The U.S.
[00:49:42.620 --> 00:49:47.922]  political system is at least partially removed from the actual debate.
[00:49:47.962 --> 00:49:59.747]  Certainly Obama could release strategic reserves and that could slump prices and tax reliefs and so on, but I think it's a broader issue that extends beyond election year politics.
[00:50:01.527 --> 00:50:02.288]  So break that down.
[00:50:02.308 --> 00:50:06.109]  What do you think is the overall important way to look at this topic?
[00:50:07.649 --> 00:50:08.670]  The price of gas?
[00:50:09.315 --> 00:50:14.449]  Sure, I mean it's something you cover a lot and, you know, the overall geopolitics of oil and the whole scheme of things.
[00:50:16.064 --> 00:50:20.546]  In terms of price, I think that a lot of it depends on what happens coming out of Syria.
[00:50:20.566 --> 00:50:43.538]  If Syria collapses, obviously there is concerns raised with Russia, a major energy player in its own right, Iran, which has come to the aid of Syria before, and a lot of the factors going on in the Arab regime in terms of what are those major oil-producing states going to do once they start moving away from
[00:50:44.358 --> 00:50:49.480]  The Saddam era of the Middle East towards the more democratic model.
[00:50:49.680 --> 00:50:54.221]  In terms of the United States, again, a lot of that depends on where the elections head.
[00:50:54.701 --> 00:51:05.145]  If we have President Romney in 2013, obviously projects like the Keystone XL are going to factor into the global aspects of the energy
[00:51:06.357 --> 00:51:18.865]  sector but then again we have incidents like last week's spill in Wisconsin from Enbridge which is going to put a black eye on crude oil pipelines that carry Canadian crude oil.
[00:51:18.925 --> 00:51:34.095]  So you know there's a lot of what-if scenarios that make me reluctant to say at this time next year we're going to be having a conversation about $200 oil and $5 prices at the pump where economically speaking
[00:51:35.234 --> 00:51:57.443]  It doesn't look like we're in for the rough ride that we've been experiencing for a long time, but then again, I'm not exactly an economic expert, so... Well, why did we see in Iraq all the talk about how we're going to have an overflow of oil, all this cheap oil, but once they actually got down to the dirty, those companies closed off production and suppressed it in many cases?
[00:51:58.163 --> 00:51:58.624]  In Iraq?
[00:51:59.244 --> 00:51:59.444]  Right.
[00:52:00.647 --> 00:52:13.758]  I've commented before and there's an analysis out today from the International Crisis Group saying that a lot of Iraq's problems are Iraq's problems, meaning they still don't have
[00:52:15.233 --> 00:52:15.313]  Yes.
[00:52:30.857 --> 00:52:32.117]  Handicapped itself.
[00:52:32.197 --> 00:52:44.460]  Now, the International Crisis Group says today a lot of that is because the United States was unable to meld everyone together in the same room so that they could chart their own forward path.
[00:52:44.920 --> 00:52:59.424]  Iraq has vast unexplored resources that do potentially make it a major oil player, but that all depends, as it does in the United States, on how well they can navigate their own political deadlocks.
[00:53:00.629 --> 00:53:02.590]  What's your take on the Alaska issue?
[00:53:02.631 --> 00:53:04.632]  There's people saying, drill, baby, drill.
[00:53:04.672 --> 00:53:07.374]  There's people saying, don't do it for environmental reasons.
[00:53:07.894 --> 00:53:08.915]  I've talked to Nick Begich.
[00:53:08.955 --> 00:53:12.618]  He's basically from a Democratic family, real tied to the politics up there.
[00:53:13.078 --> 00:53:22.906]  And he explained the vast level of resources in gas, but also the surface coal is just untouchably huge supply, all kinds of other resources.
[00:53:23.366 --> 00:53:26.769]  Is that our answer geopolitically out of Middle East conflicts?
[00:53:27.469 --> 00:53:46.602]  Well, I think Alaska's an interesting case because there is, as the global warming phenomenon, however you want to characterize it, evolves and we see melting sea ice and that's exposing, you know, major oil and gas reserves that were previously inaccessible.
[00:53:47.442 --> 00:53:52.606]  There is the potential for Alaska to re-emerge, but it hasn't happened yet.
[00:53:52.706 --> 00:53:53.726]  Shell's been sitting
[00:53:55.508 --> 00:54:04.313]  In Dutch Harbor, off the coast of Alaska, waiting for the lanes up north to clear so that they can get at the oil and gas.
[00:54:04.353 --> 00:54:16.041]  If you want to look at, say, Greenland, Caron Energy had a pretty ambitious exploration plan up there, but they came back empty-handed.
[00:54:16.121 --> 00:54:23.826]  So, yes, the potential is to tap into that market, but is the technology there yet?
[00:54:24.830 --> 00:54:27.691]  To really make it a game changer right now.
[00:54:27.711 --> 00:54:32.974]  Right now everybody seems to be looking at North Dakota as opposed to Alaska.
[00:54:33.014 --> 00:54:40.057]  Alaska does have the potential, but the potential as far as I can see hasn't been exactly proven yet.
[00:54:40.597 --> 00:54:40.837]  Right.
[00:54:40.857 --> 00:54:42.678]  Well, that's true with the natural gas too.
