[00:00:00.049 --> 00:00:00.609]  Network.
[00:25:07.706 --> 00:25:14.453]  This is the insurance companies being able to reduce the care you get, control the care you get, even when you have insurance.
[00:25:16.755 --> 00:25:19.638]  And this is what even mainline analysts say, but it's the back of the paper.
[00:25:20.619 --> 00:25:21.700]  Death panels, as they're known.
[00:25:22.681 --> 00:25:24.643]  And make 30 plus million people.
[00:25:24.683 --> 00:25:25.163]  They debate if it's 33, 35, 36, 37.
[00:25:25.343 --> 00:25:26.425]  The point is, 30 plus million people buy
[00:25:31.337 --> 00:25:37.822]  A product, and if you don't, the IRS comes and grabs your paycheck or your bank account and gives you penalties and interest.
[00:25:38.783 --> 00:25:41.165]  I told you, two years ago, it was a tax.
[00:25:43.046 --> 00:25:46.129]  Because that's what it is, and it's a tax directly to the corporations.
[00:25:46.409 --> 00:25:54.316]  They're trying to even blame the IRS, which is a criminal organization, violates due process, has their own little kangaroo courts, just like family courts are only a hundred years old.
[00:25:54.656 --> 00:25:57.178]  See, these tyrants just make it up as they go along.
[00:25:58.910 --> 00:26:04.494]  And Holder shipping guns and hand grenades into Mexico to demonize the Second Amendment as ISSA came out this week.
[00:26:04.974 --> 00:26:08.056]  Again, told you two years after I told you what was going on.
[00:26:08.357 --> 00:26:09.217]  I'm not bragging.
[00:26:09.437 --> 00:26:11.058]  This was all in federal court cases.
[00:26:11.299 --> 00:26:16.102]  This was all coming out two years ago when the first inklings of Fast and Furious began to leak.
[00:26:16.422 --> 00:26:21.005]  We have press conferences of Holder admitting he was running the program and then later saying he never heard of it.
[00:26:21.325 --> 00:26:22.626]  He just didn't say the details.
[00:26:22.846 --> 00:26:25.048]  But he said Operation Gunrunner Fast and Furious.
[00:26:25.588 --> 00:26:27.089]  Of course he engaged in perjury.
[00:26:27.309 --> 00:26:28.370]  Of course he's a criminal.
[00:26:29.431 --> 00:26:39.318]  He created a false flag destabilization, thousands dead in Mexico, hundreds dead here, so he could demonize the Second Amendment, and even when he got caught, he went ahead with it!
[00:26:40.071 --> 00:26:42.812]  You think any of us are safe with crooks like this running around?
[00:26:43.313 --> 00:26:45.874]  Let's go ahead and go to the CNBC clip to explain it.
[00:26:46.294 --> 00:27:02.641]  World government run by mega banks and we're their slaves and in the four minute clip they go through every one of the guests who agree we're slaves of the bankers and all but one of the guests, there's four of them on the show, agree that we're, well they all agree we're slaves, only one says it's not good.
[00:27:02.942 --> 00:27:07.684]  They, oh it's so good to be slaves to a world government run by who?
[00:27:08.504 --> 00:27:12.308]  Not by commies, not by Lenin, not by Stalin, not by Hitler.
[00:27:13.089 --> 00:27:17.513]  By banks who make the money and credit up out of nothing.
[00:27:17.573 --> 00:27:18.174]  Here's that clip.
[00:27:21.813 --> 00:27:26.354]  I think that right now the question is, do we all work for central bankers?
[00:27:26.394 --> 00:27:28.615]  That's what I want to address to our guest tonight.
[00:27:29.175 --> 00:27:31.216]  Is this global governance at last?
[00:27:31.316 --> 00:27:33.777]  Is it one world, the central bankers in charge?
[00:27:33.797 --> 00:27:38.678]  Jim Muriel, you say we've got some downside here, a correction in the markets.
[00:27:38.778 --> 00:27:39.138]  Fine.
[00:27:39.458 --> 00:27:42.959]  But aren't we all just living and dying for what the central banks do?
[00:27:43.059 --> 00:27:50.462]  Aren't we all just counting on the fact that there's a Bernanke put and that we won't go any lower than, say, 5% down from here?
[00:27:51.542 --> 00:27:55.763]  Of course we are, because if we look at the economic data, there's nothing to get excited about in that.
[00:27:56.103 --> 00:28:07.226]  So we, yesterday we saw some reluctance for the Bernanke Fed to expand their balance sheets and pump more money in, but the stock market knows that reluctance is totally different than not willing to do it at all.
[00:28:07.447 --> 00:28:12.988]  And that's why we saw oil implode and gold trade off heavily because... Alright, let's stop right there.
[00:28:13.008 --> 00:28:15.529]  Then they go to the next guy who says, of course we're slaves.
[00:28:16.423 --> 00:28:22.825]  My dad, last week, at his dental office, got an intelligence report, is what they call it, so people read it and think it's special.
[00:28:23.025 --> 00:28:24.246]  It's all written to deceive.
[00:28:24.306 --> 00:28:29.127]  It says, for law enforcement only, but all the barber shops and dental offices and stuff get it.
[00:28:29.467 --> 00:28:30.828]  And it's a public publication.
[00:28:30.848 --> 00:28:32.628]  Put it out at the Southern Poverty Law Center.
[00:28:33.289 --> 00:28:40.351]  And they've got a big article in there about how evil I am, and I think there's a world government run by banks, and they've got me right next to David Duke.
[00:28:41.633 --> 00:28:43.074]  I don't even talk about race issues.
[00:28:44.195 --> 00:28:45.095]  This is what they do.
[00:28:45.395 --> 00:28:47.257]  Because I'm saying it's bad.
[00:28:50.038 --> 00:28:52.400]  Millions of publications get mailed out saying I'm the devil.
[00:28:53.180 --> 00:29:00.485]  But they can say it and it's good because they say it's good that the bankers run us and it's good we're slaves.
[00:29:04.873 --> 00:29:12.559]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:29:12.999 --> 00:29:16.621]  Alex and his staff have used these pure soap products for years.
[00:29:17.062 --> 00:29:23.887]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:29:24.387 --> 00:29:27.189]  See them on the web at 5starsoap.com.
[00:29:27.389 --> 00:29:31.891]  Or call 800-340-7091 for a free catalog.
[00:29:32.231 --> 00:29:37.873]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:29:38.173 --> 00:29:43.274]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:29:43.575 --> 00:29:45.215]  This is an amazing deal.
[00:29:45.555 --> 00:29:50.097]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:29:50.777 --> 00:29:58.440]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[00:30:02.481 --> 00:30:06.623]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[00:30:06.843 --> 00:30:10.544]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[00:30:10.864 --> 00:30:14.565]  Every day, we document the attempts to take control of our lives.
[00:30:14.906 --> 00:30:16.906]  But there's one thing we can all control.
[00:30:17.106 --> 00:30:18.407]  Your greatest dependency.
[00:30:18.627 --> 00:30:18.967]  Food.
[00:30:19.367 --> 00:30:26.713]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[00:30:26.894 --> 00:30:29.195]  This food is nutrient-dense and tastes great.
[00:30:29.416 --> 00:30:33.039]  It's simple to make, portable, and has a shelf life of up to 25 years.
[00:30:33.359 --> 00:30:36.942]  Now with eFoods Direct, you'll get the most affordable, best-tasting food you can buy.
[00:30:37.262 --> 00:30:39.643]  And the new products and pricing will blow you away.
[00:30:39.843 --> 00:30:44.444]  Compared to other food sources, including home-cooked meals, you can cut your food cost in half.
[00:30:44.704 --> 00:30:46.345]  You just can't afford to ignore this.
[00:30:46.685 --> 00:30:52.067]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex for specials.
[00:30:52.327 --> 00:30:53.667]  Don't let this offer pass you by.
[00:30:53.867 --> 00:30:55.868]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[00:30:55.908 --> 00:30:57.109]  More the best, for less guaranteed.
[00:31:02.196 --> 00:31:06.419]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[00:31:06.739 --> 00:31:07.019]  Number 1.
[00:31:07.659 --> 00:31:10.801]  New climate legislation could easily double or triple your electric bill.
[00:31:11.082 --> 00:31:11.642]  Number 2.
[00:31:11.942 --> 00:31:16.485]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:31:16.825 --> 00:31:17.266]  It's true.
[00:31:17.586 --> 00:31:22.129]  Total government control of electricity in the name of smart grid technology is coming.
[00:31:22.449 --> 00:31:22.989]  Number 3.
[00:31:23.269 --> 00:31:26.551]  In some areas of the country, the power grid is dangerously overloaded.
[00:31:26.872 --> 00:31:30.554]  And now, new socialist legislation is only compounding the problem.
[00:31:30.754 --> 00:31:31.315]  Number 4.
[00:31:31.555 --> 00:31:33.917]  Dangerous weather is always a threat to local grids.
[00:31:34.318 --> 00:31:37.701]  Every year, thousands of families lose their power from weather-related outages.
[00:31:38.002 --> 00:31:38.222]  Number 5.
[00:31:38.802 --> 00:31:42.727]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:31:42.947 --> 00:31:47.692]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:31:47.992 --> 00:31:52.014]  You can get more information at www.mysolarbackup.com.
[00:31:52.154 --> 00:31:53.715]  That's mysolarbackup.com.
[00:31:53.935 --> 00:31:56.017]  Remember, the government doesn't own the sun.
[00:31:56.197 --> 00:31:58.538]  So go to mysolarbackup.com or call 1-877-327-0365.
[00:32:03.851 --> 00:32:07.472]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[00:32:07.812 --> 00:32:15.934]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[00:32:16.675 --> 00:32:20.696]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[00:32:21.296 --> 00:32:32.119]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[00:32:32.759 --> 00:32:41.742]  With continued legislation threatening the sale of nano silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[00:32:42.262 --> 00:32:47.324]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[00:32:47.684 --> 00:32:54.847]  Go to www.SilverLungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[00:32:55.187 --> 00:32:57.928]  That's www.SilverLungs.com.
[00:33:03.755 --> 00:33:10.539]  Coast to coast, direct from Austin, you're listening to the Alex Jones Broadcasting Network.
[00:33:43.323 --> 00:33:44.823]  We are back, ladies and gentlemen.
[00:33:46.104 --> 00:33:51.185]  When I'm at home, I had
[00:33:53.058 --> 00:33:57.063]  Local CBS was sent down here by National CBS TV.
[00:33:57.104 --> 00:33:58.185]  They wanted to do an interview with me.
[00:33:59.427 --> 00:34:03.412]  The first of... Well, not the first of many I've done.
[00:34:05.214 --> 00:34:06.055]  Just one of many.
[00:34:07.484 --> 00:34:16.712]  And I'm sitting there talking to the interviewer and he says, when you get home, are you calm or are you all agitated like you are when you're on air?
[00:34:17.213 --> 00:34:24.018]  And I said, no, I look at all the news and information and I tend to get excited and agitated when I'm on the air.
[00:34:24.038 --> 00:34:26.601]  And so he's like, so that isn't the real Alex Jones.
[00:34:27.702 --> 00:34:33.667]  And that's kind of like if I walked in and found my wife in bed with somebody and I got agitated,
[00:34:35.100 --> 00:34:38.683]  Would that be the real Alex Jones, or would the calm Alex Jones be the Alex Jones?
[00:34:38.783 --> 00:34:39.003]  No!
[00:34:39.504 --> 00:34:42.306]  It all depends on the situation.
[00:34:43.347 --> 00:34:49.353]  But I was thinking today about how, when I'm calm and focused researching at home, how cogent
[00:34:50.592 --> 00:34:54.455]  I am, and I can really articulate my ideas.
[00:34:54.815 --> 00:35:04.422]  That's why sometimes on my own little iPhone I shoot videos that we upload to YouTube that get watched by hundreds of thousands, if not millions of people, sometimes per video.
[00:35:04.822 --> 00:35:10.286]  Because I am more articulate when I'm walking down some forest path in a reflective moment and talking.
[00:35:10.807 --> 00:35:19.013]  I tend to get in here on air, and I'm just so angry at how obvious this criminal takeover is of our society.
[00:35:20.245 --> 00:35:22.226]  And I'm not that smart and I figured it out.
[00:35:23.686 --> 00:35:25.787]  Why aren't other people figuring this out?
[00:35:27.327 --> 00:35:30.648]  Why are we allowing things to get to this point?
[00:35:30.728 --> 00:35:45.632]  Because the criminals that are in control of our society will keep stealing and robbing and wrecking and shutting down their competition through government until there's no competition left and no jobs left and no prosperity left.
[00:35:46.332 --> 00:35:48.633]  And this entire fake environmental movement
[00:35:49.634 --> 00:35:57.118]  Is pushed, not for the environment, but to be an anti-human, authoritarian, power-grabbing system.
[00:35:58.279 --> 00:35:58.999]  Here's an example.
[00:35:59.239 --> 00:36:02.901]  I saw an article today at PrisonPlanet.com.
[00:36:02.941 --> 00:36:06.283]  I don't know why it wasn't posted on InfoWars.com, but I just had it posted there.
[00:36:07.163 --> 00:36:08.344]  That is incredible!
[00:36:10.325 --> 00:36:16.128]  And that I should talk about for the entire broadcast, but there's just too much happening and there's your calls.
[00:36:18.380 --> 00:36:42.956]  And I read this document, I read this article by Suzanne Posel, and it's written very dry, very professional, very journalistic, and of course I'd already seen some of the reports she links to, put out by the United Nations and by their think tanks, and they coldly talk about an authoritarian world government they're going to set up,
[00:36:44.185 --> 00:36:57.816]  And all the horrible things they're going to do to us, and how the elites are going to live in these high-tech, compact, super-tech cities with life extension, and how we're going to live in the wastelands and basically be hunted by their hunter-killer robots.
[00:36:58.277 --> 00:36:59.758]  And you're like, well, that sounds crazy.
[00:37:00.178 --> 00:37:00.499]  Really?
[00:37:00.579 --> 00:37:02.520]  That's what the Rockefeller Foundation says.
[00:37:03.361 --> 00:37:04.682]  That's what all of them put out.
[00:37:04.882 --> 00:37:06.704]  And they're in control of the world.
[00:37:07.304 --> 00:37:07.625]  Okay?
[00:37:08.105 --> 00:37:12.248]  And they are putting out this horrible future as if they're the good guys.
[00:37:13.149 --> 00:37:15.170]  Just reporting on you what has to be done.
[00:37:17.531 --> 00:37:34.561]  But they're the ones actually working overtime to control society and put clamps on it to kill free market and to kill free ingenuity so that their monopolies can take control and set up what they call a neo-feudalistic system.
[00:37:36.328 --> 00:37:41.070]  Guys, will you pull up just the standard definition of serfdom or feudalism for folks?
[00:37:41.370 --> 00:37:48.554]  I'll give you my definition that's a composite and larger than what the Webster's will be.
[00:37:49.517 --> 00:38:10.730]  There's a system set up in Europe, but also in every other ancient culture, where there's a tiny, quote, nobility that serves a king, and they use poverty and control to keep people on very small pieces of land at a subsistence level so that they can be managed and controlled, and they're not taught how to read or write, and they're basically dumbed down.
[00:38:11.010 --> 00:38:11.551]  That's Agenda 21, 2012.
[00:38:15.254 --> 00:38:28.185]  It says, SIRF, a member of the lowest feudal class attached to the landowner by a lord and required to perform labor in return for certain legal or customary rights, which we don't even get now as SIRFs.
[00:38:29.026 --> 00:38:34.910]  An agricultural labor, call it peons in Mexico, under various similar systems, especially 18th, 19th century,
[00:38:37.808 --> 00:38:40.849]  rule in Eastern Europe, a person in bondage or servitude.
[00:38:41.150 --> 00:38:42.950]  Now, a serf is in a feudal system.
[00:38:43.170 --> 00:38:45.672]  Let me have the definition of feudalism itself, please.
[00:38:45.692 --> 00:38:47.592]  I mean, I just gave you the definition.
[00:38:47.772 --> 00:38:53.635]  But the globalists themselves call it neo-serfdom, neo-feudalism.
[00:38:54.856 --> 00:39:00.938]  That's what the UN Biological Diversity Assessment, 1996, the one online is just a boil-down.
[00:39:00.958 --> 00:39:02.719]  You've got to go to the library to get it.
[00:39:02.759 --> 00:39:04.420]  We went and got it at the UT library.
[00:39:05.557 --> 00:39:08.231]  It's in my film, The Road to Tyranny.
[00:39:08.251 --> 00:39:09.497]  9-1-1, The Road to Tyranny.
[00:39:11.624 --> 00:39:30.629]  A political and economic system of Europe in the 9th, about the 15th century, based on the holding of all land in the fiefdom, or fee, and the resulting relation of lord and vassal, and characterized by homage, legal and military service of tenants, and forfeiture.
[00:39:31.109 --> 00:39:34.349]  A political, economic, and social order resembling the medieval system.
[00:39:34.670 --> 00:39:36.130]  Okay, now let's just stop right there.
[00:39:37.492 --> 00:39:45.488]  The IRS for the big mega banks who say they've overthrown Europe, they brag and all, I mean hundreds of publications, they get up...
[00:39:46.417 --> 00:39:46.877]  All of them.
[00:39:47.218 --> 00:39:50.500]  Von Ruppe, Diamond, Jamie Diamond, and they brag.
[00:39:50.560 --> 00:39:51.441]  We conquered Europe.
[00:39:51.621 --> 00:39:55.644]  They have big dinners with caviar and giant private jets for each one of them.
[00:39:56.224 --> 00:40:13.437]  While they tell people that we shouldn't be able to have a car because of the carbon footprint, Prince Charles openly says old people shouldn't take hot baths because it spends too much power, but he literally has over 100 giant palaces, more than 50 aircraft, trains, you know, private trains, everything.
[00:40:13.777 --> 00:40:14.317]  You think I'm joking?
[00:40:14.337 --> 00:40:19.139]  Just type in Prince Charles says we shouldn't take hot baths or showers for the earth.
[00:40:19.759 --> 00:40:20.460]  People won't believe it.
[00:40:20.480 --> 00:40:21.080]  Look it up for me.
[00:40:21.380 --> 00:40:22.901]  Prince Charles says don't take a hot bath.
[00:40:22.941 --> 00:40:23.361]  It'll come up.
[00:40:24.621 --> 00:40:26.182]  And you're like, well, that doesn't make sense.
[00:40:26.202 --> 00:40:26.762]  It's hypocritical.
[00:40:27.042 --> 00:40:28.263]  Of course it's hypocritical.
[00:40:28.703 --> 00:40:30.824]  They want you to learn to hate yourself.
[00:40:30.904 --> 00:40:31.944]  And I said I'd go to your calls.
[00:40:31.964 --> 00:40:33.005]  I'll go to them in the next segment.
[00:40:34.465 --> 00:40:38.447]  But the Republicans act like everybody who's rich is good.
[00:40:38.567 --> 00:40:41.208]  And anybody that talks bad about the rich, it's class warfare.
[00:40:41.228 --> 00:40:42.669]  They're envious, lazy scum.
[00:40:43.976 --> 00:40:49.137]  And the Democrats say anybody who makes money is evil and it should all be paid to poor people.
[00:40:49.946 --> 00:40:51.266]  Well, they're all working for the same people.
[00:40:51.546 --> 00:41:07.410]  The real equation is real people that create new jobs and industries and ideas under the patent system and or art or literature or labor, whatever the case is, through blood, sweat, tears and ingenuity and intelligence, build things.
[00:41:08.210 --> 00:41:13.631]  They're good and should be taxed at the lowest possible level because all the major studies, including
[00:41:15.977 --> 00:41:26.625]  The Grace Commission report, remember this from Ronald Reagan, where they admit that close to 100% of all income tax goes to private banks.
[00:41:27.006 --> 00:41:28.207]  I'm going to cover this more tomorrow.
[00:41:29.318 --> 00:41:33.161]  The point is, this isn't just the Grace Commission online.
[00:41:33.581 --> 00:41:40.886]  I got the Macmillan Publishing Company, 866 3rd Avenue, New York, ISBN 0-02-074660-1.
[00:41:40.906 --> 00:41:42.047]  Guess who I got this from?
[00:41:42.087 --> 00:41:43.648]  A high-level IRS person.
[00:41:49.650 --> 00:42:03.539]  Of course, I've seen this copied and seen it talked about on C-SPAN and read parts of it in articles, but this is the admission that the tax system was going to destroy our industry and that it was really for big monopolies to shut down America.
[00:42:03.919 --> 00:42:08.042]  And that you could take all the middle class's money and it wouldn't run the country but for a few months.
[00:42:09.043 --> 00:42:13.006]  But that they were going to go ahead with it basically because it would give them total power and control.
[00:42:13.586 --> 00:42:15.027]  This is the big enchilada.
[00:42:18.809 --> 00:42:27.739]  So, big, powerful elites are going after the free market and the little rich and the middle class, okay?
[00:42:28.420 --> 00:42:38.290]  And the ultra-rich are allied with the dumbed-down poor, or people who've been disenfranchised, de-industrialized, or wounded in battle, or injured, or whatever it is.
[00:42:38.551 --> 00:42:39.211]  The dependents.
[00:42:39.952 --> 00:42:40.592]  You understand?
[00:42:40.692 --> 00:42:49.076]  And then the system can play the part of tear-jerking how it's taking care of all the poor, sick people, as it works as hard as it can to make sure you can't get a job.
[00:42:49.416 --> 00:42:59.060]  Or the job you get makes you so poor, you're too busy trying to make money and can never, in your hierarchy of needs, get to a high enough level where you're secure to get involved politically.
[00:42:59.640 --> 00:43:01.281]  Social engineering is what it's called.
[00:43:02.811 --> 00:43:08.054]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:43:08.315 --> 00:43:10.516]  Start purifying your water with ProPure.
[00:43:10.716 --> 00:43:19.642]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[00:43:19.822 --> 00:43:23.004]  Its filters are silver impregnated to prevent bacterial growth.
[00:43:23.264 --> 00:43:24.705]  There's no priming required.
[00:43:24.945 --> 00:43:26.987]  It's NSF 42 certified.
[00:43:27.227 --> 00:43:28.848]  Optional fluoride filters can reduce
[00:43:28.868 --> 00:43:29.709]  Use fluoride up to 95%.
[00:43:29.889 --> 00:43:32.090]  Easy to set up and use.
[00:43:32.310 --> 00:43:33.611]  Doesn't require electricity.
[00:43:33.731 --> 00:43:36.593]  Purify water from lakes, streams, ponds and wells.
[00:43:36.893 --> 00:43:40.075]  This filter system leaves in beneficial minerals, which is key.
[00:43:40.275 --> 00:43:44.278]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[00:43:44.418 --> 00:43:47.020]  ProPure is the best gravity-fed filter out there.
[00:43:47.160 --> 00:43:48.481]  It's what my family uses.
[00:43:48.741 --> 00:43:51.943]  Infowars.com already has the lowest price on ProPure.
[00:43:52.043 --> 00:43:57.307]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:43:57.887 --> 00:44:01.429]  You can also call to order 888-253-3139.
[00:44:01.489 --> 00:44:03.830]  Hi, this is Alex Jones.
[00:44:03.870 --> 00:44:09.212]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:44:09.452 --> 00:44:14.094]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[00:44:14.475 --> 00:44:19.517]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[00:44:20.037 --> 00:44:24.740]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:44:25.261 --> 00:44:27.202]  They call it a Survival Seed Bank.
[00:44:27.582 --> 00:44:32.185]  And it can produce an endless supply of nutrient-dense food for you and your family.
[00:44:32.385 --> 00:44:33.286]  And here's the best part.
[00:44:33.506 --> 00:44:36.288]  These seeds have not been genetically modified in any way.
[00:44:36.568 --> 00:44:39.890]  And you actually get enough seeds to plant a full acre crisis garden.
[00:44:40.190 --> 00:44:43.032]  So visit them today at SurvivalSeedBank.com.
[00:44:43.393 --> 00:44:45.274]  That's SurvivalSeedBank.com.
[00:44:45.614 --> 00:44:46.535]  Or give them a call at 877-327-0365.
[00:44:50.157 --> 00:44:51.177]  That's 877-327-0365.
[00:44:51.597 --> 00:44:58.899]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:44:59.219 --> 00:45:01.679]  This is Alex Jones for survivalseedbank.com.
[00:45:02.200 --> 00:45:06.340]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[00:45:06.560 --> 00:45:10.241]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[00:45:10.581 --> 00:45:14.262]  Every day, we document the attempts to take control of our lives.
[00:45:14.622 --> 00:45:16.623]  But there's one thing we can all control.
[00:45:16.823 --> 00:45:18.083]  Your greatest dependency.
[00:45:18.323 --> 00:45:18.663]  Food.
[00:45:19.083 --> 00:45:26.407]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs or MSG.
[00:45:26.607 --> 00:45:28.908]  This food is nutrient-dense and tastes great.
[00:45:29.128 --> 00:45:32.750]  It's simple to make, portable, and has a shelf life of up to 25 years.
[00:45:33.070 --> 00:45:36.652]  Now with eFoods Direct you'll get the most affordable, best-tasting food you can buy.
[00:45:36.952 --> 00:45:39.355]  And the new products and pricing will blow you away.
[00:45:39.575 --> 00:45:44.159]  Compared to other food sources, including home-cooked meals, you can cut your food cost in half.
[00:45:44.439 --> 00:45:46.041]  You just can't afford to ignore this.
[00:45:46.401 --> 00:45:51.787]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex for specials.
[00:45:52.047 --> 00:45:53.428]  Don't let this offer pass you by.
[00:45:53.588 --> 00:45:55.590]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[00:45:55.630 --> 00:45:56.892]  More the best, for less guaranteed.
[00:46:01.880 --> 00:46:07.224]  American gardeners and fellow Patriots make the right choice with your money, time, and your family food supply.
[00:46:07.344 --> 00:46:12.388]  Choose 100% pure heirloom seeds in the Survival Seed Vault from MyPatriotsupply.com.
[00:46:12.548 --> 00:46:13.368]  Why spend more?
[00:46:13.528 --> 00:46:21.294]  The Survival Seed Vault from MyPatriotsupply.com is only $37.95 and includes 20 varieties of pure, hearty, easy-to-grow heirloom seeds.
[00:46:21.554 --> 00:46:22.034]  Yes, only $37.95.
[00:46:22.094 --> 00:46:23.075]  That's 70% less than our competitors.
[00:46:25.717 --> 00:46:28.880]  You could buy three Survival Seed Vaults for less than one of theirs.
[00:46:29.120 --> 00:46:35.586]  The Survival Seed Vault from MyPatriotSupply.com includes detailed planting and seed saving instructions and ships same day.
[00:46:35.746 --> 00:46:38.389]  Plus, all orders over $49 ship free.
[00:46:38.589 --> 00:46:42.232]  MyPatriotSupply.com is American owned by patriots like you.
[00:46:42.452 --> 00:46:44.234]  Passionate about freedom and preparedness.
[00:46:44.454 --> 00:46:45.935]  Call now, 866-229-0927.
[00:46:46.015 --> 00:46:49.657]  That's 866-229-0927.
[00:46:49.818 --> 00:46:56.342]  Or discover more emergency preparedness items when you order at mypatriotsupply.com.
[00:46:56.482 --> 00:46:57.443]  Choose the original.
[00:46:57.583 --> 00:47:01.225]  Choose the Survival Seed Vault at mypatriotsupply.com.
[00:47:03.747 --> 00:47:04.907]  Coast to Coast.
[00:47:05.268 --> 00:47:06.689]  Direct from Austin.
[00:47:07.329 --> 00:47:10.531]  You're listening to the Alex Jones Broadcasting Network.
[00:47:24.579 --> 00:47:32.245]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[00:47:35.293 --> 00:47:36.976]  Yeah, you watch us, New World Order.
[00:47:36.996 --> 00:47:37.897]  We're watching you.
[00:47:37.937 --> 00:47:39.419]  I want to go to your phone calls now.
[00:47:39.439 --> 00:47:47.250]  I know I said first-time callers, but I'm glad that Jim from Missouri called in because he's a police officer.
[00:47:49.042 --> 00:48:04.633]  He says, and haven't you sounded credible, who called in last week about what's already on the news that they've got hundreds of giant armored vehicles and even tanks from the US Army from Maryland rolling around all over the town.
[00:48:04.753 --> 00:48:07.875]  Regular Army, National Guard, all over the country.
[00:48:07.916 --> 00:48:11.158]  They've got weird military checkpoints run by the TSA.
[00:48:11.538 --> 00:48:12.519]  This is in the news.
[00:48:13.279 --> 00:48:16.301]  And I noticed that YouTubes of the interview
[00:48:17.281 --> 00:48:18.643]  Because we're also, you know, filming it.
[00:48:19.364 --> 00:48:21.507]  Got hundreds of thousands of views in different ways.
[00:48:21.927 --> 00:48:23.790]  Of him just being on a few minutes last week.
[00:48:24.451 --> 00:48:27.114]  And people were debating, oh, they're making up tanks in St.
[00:48:27.174 --> 00:48:27.455]  Louis.
[00:48:27.795 --> 00:48:29.477]  Folks, it's all over the local TV there.
[00:48:30.479 --> 00:48:31.840]  Oh, this guy isn't a cop.
[00:48:31.901 --> 00:48:33.523]  Okay, well let's just say he's not a cop.
[00:48:34.898 --> 00:48:39.261]  They tell people all the time there will be an event in October, there will be in December.
[00:48:39.601 --> 00:48:42.664]  I've seen this for over a decade when they're doing these drills.
[00:48:42.944 --> 00:48:46.426]  They want to test and see what police are going to do, what military are going to do.
[00:48:46.987 --> 00:48:48.808]  I'm not quite sure why they do that.
[00:48:48.848 --> 00:48:50.289]  Well, I mean, I guess I am.
[00:48:50.409 --> 00:48:51.390]  It's to see how they react.
[00:48:52.864 --> 00:48:59.830]  Look, what we reported last week is now coming out in British news that indeed they're saying they do plan on there being a terror attack.
[00:49:00.170 --> 00:49:04.774]  It's Al Qaeda flying planes into the Olympics.
[00:49:05.774 --> 00:49:07.176]  We were telling you that last week.
[00:49:07.636 --> 00:49:09.778]  Now it's in BBC, you name it, today.
[00:49:10.058 --> 00:49:13.741]  But we're still the bad guys for having a whistleblower on talking about it.
[00:49:14.662 --> 00:49:14.962]  You see,
[00:49:16.863 --> 00:49:20.245]  This is what we're dealing with, so I think the caller is credible.
[00:49:20.265 --> 00:49:28.391]  And by the way, the next day, if your station only carries the Sunday Show, we opened the phones to military and police and had more police from St.
[00:49:28.431 --> 00:49:33.835]  Louis call in and say, yeah, we're told something big's coming, and confirmed what he was saying.
