[00:00:00.981 --> 00:00:01.021]  So,
[00:22:23.496 --> 00:22:25.157]  You can debate whether that system is good or not.
[00:22:25.317 --> 00:22:27.118]  It always ends up getting abused, probably bad.
[00:22:28.018 --> 00:22:37.542]  But we know it's bad when six megabanks themselves get the lion's share of government bailouts at 0% interest, then leverage it out 10 to 1 and charge you 25-30% interest on it.
[00:22:40.151 --> 00:22:46.273]  And so these are the guys that are trying to wreck our economy so they can pose as heroes and salvage it.
[00:22:46.593 --> 00:22:56.636]  But by salvaging it, it's in the old sense of your ship wrecks on the coast and under old common law that means anybody who lives there locally could cut your ship up and basically rob it.
[00:22:57.316 --> 00:22:58.977]  In fact, look up the wreckers.
[00:22:59.217 --> 00:23:00.037]  Wreckers in history.
[00:23:00.397 --> 00:23:03.558]  They would put up fake lighthouses and have ships wrecked and then
[00:23:04.389 --> 00:23:07.091]  Loot them, but that's basically what's happening there.
[00:23:07.491 --> 00:23:15.075]  Bottom line, this globalist system of inflation helps the ultra-rich, hurts the working class and middle class.
[00:23:15.576 --> 00:23:19.878]  So it's another form of hidden taxation brought to you by the New World Order.
[00:23:23.020 --> 00:23:25.301]  Alright, good education here.
[00:23:26.382 --> 00:23:32.946]  Macropode asks you, I'm wondering, what would you say to Obama if you had the chance to talk to him today?
[00:23:34.739 --> 00:23:44.382]  I would tell Obama that I know that he basically just reads off a teleprompter, and that he's just a Harvard lawyer, and that I understand he's a puppet.
[00:23:45.142 --> 00:23:46.343]  And those aren't meant as insults.
[00:23:46.443 --> 00:23:54.065]  I would say I understand that you were picked and selected because you're pliable, you're well-spoken, and you're meant to be a front.
[00:23:55.085 --> 00:24:04.428]  But you're signing on to eugenics, you're signing on to totally wicked world government, and you need to understand that in the final equation you will be judged.
[00:24:05.029 --> 00:24:09.333]  for what you're doing, if not in this life, in the next plane of existence.
[00:24:09.893 --> 00:24:18.460]  And I would challenge him, if he had any humanity left, to not be part of this New World Order system.
[00:24:19.801 --> 00:24:21.122]  I mean, I tell him, like, they live.
[00:24:21.763 --> 00:24:22.343]  I can see.
[00:24:23.885 --> 00:24:26.147]  And I see you.
[00:24:27.486 --> 00:24:30.048]  I mean, what does it mean to go to these big dinners?
[00:24:30.409 --> 00:24:40.437]  I would say to him, I bet when you were climbing the social ladder as a foundation front that you wanted to attain success and you wanted the gold.
[00:24:40.497 --> 00:24:41.278]  Now you're the president.
[00:24:41.658 --> 00:24:43.539]  Now you see that it's all just a bunch of bull.
[00:24:44.460 --> 00:24:48.243]  A lot of people when they actually do finally get power realize, well, this is no big deal.
[00:24:48.524 --> 00:24:49.805]  There isn't some magic
[00:24:50.905 --> 00:24:52.946]  Cloud 9 you get to where everything gets great.
[00:24:54.507 --> 00:24:56.147]  And so I tell him, be like JFK.
[00:24:56.628 --> 00:24:59.489]  After you try to do things, and even if you get killed in the process, so what?
[00:24:59.989 --> 00:25:01.510]  At least you've got some humanity.
[00:25:01.850 --> 00:25:05.392]  But somebody like Obama, I mean, they vetted him up one side and down the other.
[00:25:06.872 --> 00:25:08.013]  I'm not even going to hold my breath.
[00:25:08.553 --> 00:25:09.573]  Unless it was in public.
[00:25:09.874 --> 00:25:17.717]  And then as a prop, because that's all Obama is, as a prop, I would say things to him to then get people out there to actually ask themselves that question.
[00:25:18.217 --> 00:25:19.538]  But I think Obama's a dead end.
[00:25:21.345 --> 00:25:26.987]  Well, Weedtastic asks you, Alex, will you protest at the Occupy Kimball Castle?
[00:25:27.167 --> 00:25:27.928]  Have you heard of it?
[00:25:28.128 --> 00:25:33.850]  It's a Top 100 Illuminati Banksters meeting for the Satanic Ceremony in Colorado.
[00:25:34.010 --> 00:25:35.291]  Supposedly June 21st.
[00:25:35.591 --> 00:25:38.732]  You know, people once told me about Bohemian Grove like 17 years ago.
[00:25:38.752 --> 00:25:39.453]  I didn't believe in it.
[00:25:40.073 --> 00:25:41.874]  So, will you look into that for me?
[00:25:41.914 --> 00:25:42.754]  Yeah, absolutely.
[00:25:42.794 --> 00:25:47.216]  Because I've, I think I've heard of that castle, but I don't know about that stuff.
[00:25:48.160 --> 00:25:52.442]  I know the Globalists have got lots of other meeting places and weirdness to engage in, not just Bilderberg.
[00:25:52.682 --> 00:25:53.642]  Yeah.
[00:25:54.342 --> 00:26:01.445]  Okay, Patrick asks, Alex, I really like it when you show the lighter side of the world, such as its infinite beauty and the good that people do.
[00:26:01.865 --> 00:26:04.306]  Could you maybe dedicate a show to this idea?
[00:26:04.786 --> 00:26:06.567]  Or maybe do more videos of this?
[00:26:06.907 --> 00:26:09.728]  I think people would appreciate this and not constant doom and gloom.
[00:26:11.769 --> 00:26:16.731]  I have had a long-term idea, but I'm always so caught up just in all the other stuff we're doing, to
[00:26:18.203 --> 00:26:19.764]  Really talk about the beauty of the universe.
[00:26:20.084 --> 00:26:24.165]  It's like an open poem to humanity and the universe.
[00:26:24.185 --> 00:26:32.949]  Instead of just saying, look at the detail of the eye, or look at the beautiful planet we're on, going through space, and the stars, and the sunrise and sunset, little fish in a pond swimming around.
[00:26:35.697 --> 00:26:43.358]  I mean, that's an ode to the beauty of the planet and all that's good, but to really, just for months, mark down all the good things that are out there.
[00:26:43.658 --> 00:26:50.079]  Maybe we should create a group that is the beauty of the universe, where people could talk about what they think is best for the world.
[00:26:51.500 --> 00:26:54.180]  That, of course, the globalists wage war against eternally.
[00:26:54.900 --> 00:26:56.160]  I mean, it's like they're the devil.
[00:26:57.541 --> 00:27:04.802]  I haven't seen it since I was a teenager, and I bought it so I could watch it on the treadmill, the DVD of that movie that
[00:27:07.028 --> 00:27:09.849]  Ridley Scott put out with Tom Cruise Legend.
[00:27:10.530 --> 00:27:12.651]  And it's like, you know, the goblins want to kill a unicorn.
[00:27:12.671 --> 00:27:13.692]  You're like, oh, that's silly.
[00:27:13.972 --> 00:27:15.232]  But all of that's an archetype.
[00:27:15.272 --> 00:27:17.874]  That's what the globalists are doing with their GMO and everything.
[00:27:18.234 --> 00:27:21.055]  They really do like wrecking things that are innocent and good.
[00:27:21.576 --> 00:27:22.496]  Look at the school system.
[00:27:22.516 --> 00:27:26.438]  They want to wreck innocence and sell it as if it's cool and fun and great.
[00:27:27.379 --> 00:27:31.601]  So yes, we should have a group about beauty in the universe.
[00:27:31.641 --> 00:27:32.581]  Something to fight for.
[00:27:32.701 --> 00:27:33.542]  Yeah, exactly.
[00:27:33.602 --> 00:27:34.102]  What's good?
[00:27:34.122 --> 00:27:34.703]  Yes, let's do that.
[00:27:35.848 --> 00:27:36.788]  Cool, alright.
[00:27:37.328 --> 00:27:56.994]  Because I do want to start maybe even having a news segment on the radio or TV once a week where we talk about what's good in the world or people that did the right thing and talk about military that said no to vaccines or parents that said no or people that, you know, steadfastly exposed a corrupt politician who ended up going to jail.
[00:27:57.354 --> 00:28:00.075]  Because a lot of what's good in the world is standing up against these bad people.
[00:28:00.495 --> 00:28:00.735]  Yeah.
[00:28:01.215 --> 00:28:02.876]  You know you're not alone when you stand up.
[00:28:04.346 --> 00:28:11.313]  Okay, Javier says, Hi Alex, I wonder if you have heard of Dr. Scott McQuaid, if he's credible.
[00:28:11.393 --> 00:28:13.115]  He's the founder of the Inner Circle.
[00:28:13.815 --> 00:28:15.037]  No, I haven't heard of that.
[00:28:15.057 --> 00:28:17.599]  Okay, I'll look into that for you then.
[00:28:18.000 --> 00:28:22.364]  Okay, User Rev says, Obama is passing another executive order soon.
[00:28:22.505 --> 00:28:24.006]  Did you look into them at all?
[00:28:24.427 --> 00:28:25.267]  They're dated May 21st in 2012.
[00:28:27.298 --> 00:28:30.119]  He wants to transfer some quadrants of the ocean now under U.S.
[00:28:30.159 --> 00:28:32.020]  control directly to the United Nations.
[00:28:32.541 --> 00:28:33.501]  Signed, sealed, delivered.
[00:28:34.462 --> 00:28:41.085]  Yes, I saw that a couple days ago and it got lost in the mix and I should absolutely cover that tonight on the Nightly News.
[00:28:41.405 --> 00:28:42.005]  There you go.
[00:28:42.286 --> 00:28:43.026]  Alright.
[00:28:43.046 --> 00:28:45.007]  You're bringing it to the news.
[00:28:45.802 --> 00:28:46.763]  I've got to get on that.
[00:28:46.823 --> 00:28:54.048]  In fact, I've got to go shoot the news right now, right after this, when you guys go type in new executive order, Obama new executive order, Law of the Sea.
[00:28:54.108 --> 00:28:55.789]  I know that the U.N.
[00:28:55.809 --> 00:28:59.651]  and Bilderberg are particularly mad they can't get everything signed over to the U.N.
[00:29:00.112 --> 00:29:01.713]  as a way to tax the nation states.
[00:29:02.353 --> 00:29:04.675]  And they've had Trent Lott out pushing and everybody.
[00:29:04.715 --> 00:29:07.717]  They want Law of the Sea because that's a big taxing mechanism.
[00:29:07.757 --> 00:29:08.838]  They want carbon taxes.
[00:29:10.359 --> 00:29:13.501]  Not for the environment, but to be absolutely able to dominate the globe.
[00:29:13.521 --> 00:29:15.303]  That's a global government.
[00:29:15.423 --> 00:29:24.790]  If 75% of the world is salt, about a percentage and a half is fresh, that's 76 and a half percent, not even counting underground aquifers.
[00:29:25.050 --> 00:29:27.071]  They're saying the UN is going to run all our major rivers.
[00:29:27.412 --> 00:29:30.314]  Anything that touches an ocean or a gulf, a sea,
[00:29:31.420 --> 00:29:33.542]  It's a huge global power grab.
[00:29:34.082 --> 00:29:36.584]  Congress is announcing they want to sign over the internet to the UN.
[00:29:36.624 --> 00:29:39.286]  And again, the UN is just run by big megabanks.
[00:29:40.306 --> 00:29:41.968]  Only the Security Council has power on it.
[00:29:41.988 --> 00:29:43.869]  All those nations voting and all that does nothing.
[00:29:44.289 --> 00:29:46.471]  Even if you wanted other nations to be able to vote on what you were doing.
[00:29:47.091 --> 00:29:52.355]  The big banks can go lobby them to get them to vote the way they want, because they're all so poor, and the global system kept them that way.
[00:29:53.015 --> 00:29:59.340]  But here, it's the G8 inside the National Security Council
[00:30:00.320 --> 00:30:09.598]  Inside the UN Security Council that totally controls it so it was created by the Rockefellers in 45 to transfer our sovereignty into piecemeal by treaty.
[00:30:12.005 --> 00:30:12.345]  Big deal.
[00:30:12.505 --> 00:30:12.806]  Yeah.
[00:30:12.966 --> 00:30:14.467]  Big deal.
[00:30:14.587 --> 00:30:24.574]  And I saw that he was talking about an executive order two days ago to do it, but if that's the case, territorial waters, I know they were trying to hand stuff over to Russia off Alaska, my God is there no end to this.
[00:30:24.915 --> 00:30:28.637]  He's the president, he's passed the most executive orders of any president.
[00:30:28.998 --> 00:30:37.564]  And he promised not to, he promised not to hire lobbyists, hired the most, promised to be the most transparent, the most untransparent, promised to not take banker money, took the most.
[00:30:38.440 --> 00:30:40.361]  Just propagated ideas?
[00:30:40.641 --> 00:30:46.504]  Well, when you saw all of Hollywood and TV get behind him and say he might be Jesus and the one and all this, I mean, come on folks.
[00:30:46.885 --> 00:30:49.166]  These are the people that sell you all this crud.
[00:30:49.546 --> 00:30:51.847]  When the whole system gets behind somebody, look out.
[00:30:54.129 --> 00:31:00.912]  Constitutional World Order user writes, at what point do we decide that a new system needs to be installed?
[00:31:00.992 --> 00:31:04.274]  Will we continue to protest a system that doesn't adhere to our cries?
[00:31:04.864 --> 00:31:06.966]  Or do we resort to violence against the system?
[00:31:07.066 --> 00:31:10.309]  Or do we build a new idea that no army can stand against?
[00:31:10.369 --> 00:31:12.331]  An army of ideas standing together.
[00:31:14.212 --> 00:31:16.474]  We have to agree on what those ideas are first.
[00:31:16.975 --> 00:31:22.159]  But just the term being used here, constitutional world order.
[00:31:23.180 --> 00:31:24.001]  That's the username.
[00:31:25.622 --> 00:31:28.725]  I like that idea, but even before I
[00:31:30.097 --> 00:31:32.678]  I heard what they had to say, just the idea of constitutional world order.
[00:31:33.019 --> 00:31:35.220]  People like Lord Moncton, and I'll show you a shot of this right here.
[00:31:36.260 --> 00:31:48.667]  People like Lord Moncton, they say, we've got to have a world system against the UN dictatorial world government.
[00:31:49.208 --> 00:31:53.150]  And that it would be alliances of nations who agree with each other's ideas.
[00:31:55.794 --> 00:31:55.934]  Yes.
[00:32:13.092 --> 00:32:28.901]  A planetary system, if there are still sovereign nations, if you get a Hitler and he takes over this country and takes over this country and gets to this country, then an emergency, and that's what the globalists did, they got us a League of Nations and then a UN out of World Wars, they started.
[00:32:29.101 --> 00:32:30.882]  These documents have been declassified and released.
[00:32:31.203 --> 00:32:31.943]  We've been covering this.
[00:32:32.223 --> 00:32:34.565]  They actually, the whole time, England, the US and others,
[00:32:35.425 --> 00:32:41.027]  We're funding Hitler in World War I, before that getting the war started, so that this big guy would rise.
[00:32:41.067 --> 00:32:43.969]  He didn't work for them, they just helped get him in place and profiled him.
[00:32:45.269 --> 00:32:46.170]  And encouraged him.
[00:32:47.090 --> 00:32:49.611]  That there was going to be a treaty with England that had been signed.
[00:32:49.631 --> 00:32:53.153]  That the Deputy Fuhrer tried to deliver and then got arrested.
[00:32:53.673 --> 00:32:56.054]  And that there were deals with the US and all this stuff.
[00:32:57.284 --> 00:33:17.294]  Hitler had almost done a coup here working with the Bush's Prescott Bush but I mean that gets more into complex history so to get nations into this world government they created a false dichotomy between a block over here that would attack this block then this block dominates them then Bilderberg is created and you merge these two blocks.
[00:33:17.314 --> 00:33:18.194]  You understand how that works?
[00:33:19.114 --> 00:33:26.278]  And that's how the Hegelian dialectic and the synthesis worked is through this program
[00:33:27.654 --> 00:33:39.626]  And so that's why today, and they talk about this in the latest Goldberg documents we got from 66, they need other threats to keep the world so they have Al-Qaeda, Al-C-I-A-Da.
[00:33:41.408 --> 00:33:42.469]  You have the West over here.
[00:33:43.370 --> 00:33:44.271]  Oh my gosh, Al-Qaeda.
[00:33:44.491 --> 00:33:45.232]  Oh, Russia.
[00:33:46.373 --> 00:33:47.674]  Russia's going to get us right here.
[00:33:47.914 --> 00:33:48.475]  Oh, China.
[00:33:48.875 --> 00:33:51.078]  Meanwhile, the globalists are funding all these groups too.
[00:33:52.469 --> 00:34:06.061]  And again, the real thing is they're unifying the planet with a global corporate government against, not very good, but against this.
[00:34:07.108 --> 00:34:07.568]  You understand?
[00:34:08.088 --> 00:34:09.268]  It's full-spectrum dominance.
[00:34:09.288 --> 00:34:13.569]  They'll play all the different parts off against each other because they're going after the hold.
[00:34:13.869 --> 00:34:14.810]  You're like, well does it make sense?
[00:34:14.850 --> 00:34:16.410]  Why are they funding Al-Qaeda if they're fighting them?
[00:34:16.670 --> 00:34:19.411]  They have to have Al-Qaeda in an area or they're going to have an excuse to come take it over.
[00:34:19.431 --> 00:34:23.672]  Or they're going to have an excuse to have the TSA come after you within the homeland.
[00:34:25.592 --> 00:34:26.832]  I can't draw the very United States.
[00:34:27.292 --> 00:34:27.953]  Anyways, there it is.
[00:34:27.973 --> 00:34:29.673]  Alright, so I hope that answers that question.
[00:34:29.693 --> 00:34:30.773]  What was his original question?
[00:34:31.493 --> 00:34:33.354]  I don't remember now.
[00:34:35.842 --> 00:34:41.707]  At what point do you decide that this new system needs to be taken down and a new one needs to be put up?
[00:34:42.588 --> 00:34:52.015]  Well people, I'm not saying he's saying that, or she's saying that, but people confuse our constitutional republic is not working so we need something new.
[00:34:52.196 --> 00:34:56.259]  No, we had a revolution by the globalists against our constitutional republic.
[00:34:56.439 --> 00:34:59.882]  We're now living in lawless globalism where these special interests do whatever they want.
[00:35:00.162 --> 00:35:04.846]  So we want to restore the Bill of Rights and Constitution, which they hate so much because it's so effective against them.
[00:35:06.041 --> 00:35:06.762]  That's the answer.
[00:35:07.702 --> 00:35:12.186]  Okay, what else is going on here?
[00:35:12.926 --> 00:35:20.752]  Sin Uygur from the Young Turks has on record spoke out against the bill Obama signed to detain Americans.
[00:35:21.052 --> 00:35:24.255]  Is he finally waking up or pulling a Glenn Beck trick?
[00:35:27.057 --> 00:35:28.258]  I forget how you really pronounce his name.
[00:35:28.278 --> 00:35:29.018]  You pronounce it wrong.
[00:35:29.078 --> 00:35:30.179]  I can't pronounce it.
[00:35:30.259 --> 00:35:31.100]  Okay, yeah.
[00:35:31.120 --> 00:35:33.001]  Sin Uygur or something.
[00:35:34.858 --> 00:35:36.960]  No, I mean that guy works over there with Al Gore.
[00:35:38.140 --> 00:35:39.642]  Al Gore's always wanted tyranny.
[00:35:40.642 --> 00:35:41.943]  I really think he's naive.
[00:35:42.724 --> 00:35:46.026]  I mean, he left MSNBC because he wouldn't be under their control.
[00:35:46.927 --> 00:35:53.192]  So I don't think he's a terrible guy, but he doesn't understand he'd have a bigger audience not even being on current TV.
[00:35:53.252 --> 00:35:54.573]  I'm sure he gets paid money or something.
[00:35:55.253 --> 00:35:56.274]  I mean, he has no audience.
[00:35:56.494 --> 00:35:58.175]  See, that's why they want to censor the internet now.
[00:35:58.516 --> 00:35:58.696]  Yeah.
[00:35:59.176 --> 00:36:02.419]  Because MSNBC has almost no audience.
[00:36:02.499 --> 00:36:04.240]  I mean, my little show is bigger than them.
[00:36:04.844 --> 00:36:06.785]  Just in Alexa or Google Analytics.
[00:36:06.806 --> 00:36:08.607]  My radio show is much bigger than MSNBC.
[00:36:10.608 --> 00:36:15.112]  I mean, their whole network combined, yeah, but they probably make 50 times the money we do.
[00:36:15.392 --> 00:36:19.615]  Which is not even our goal, but if we had that money, we could be a lot bigger and effectively challenge them.
[00:36:19.975 --> 00:36:24.779]  That's why they know now that they're in trouble, so they're trying to come in with internet censorship and the rest of them.
[00:36:24.959 --> 00:36:27.401]  And I don't want to just sit here and say bad things about the Young Turk guy.
[00:36:27.461 --> 00:36:32.525]  It's just that, you know, one time I said in a video, I'm bigger than the Young Turks.
[00:36:34.181 --> 00:36:39.066]  And he took one YouTube channel and said, no, I'm bigger than you.
[00:36:40.427 --> 00:36:42.209]  And he didn't take all of our channels.
[00:36:42.289 --> 00:36:44.932]  And he didn't take our web ratings on Alexa.
[00:36:44.972 --> 00:36:47.735]  He didn't take XM, the satellites, all that stuff.
[00:36:48.175 --> 00:36:48.916]  Where's Google?
[00:36:49.356 --> 00:36:54.882]  Well, if you go to Google Analytics, I don't have it here in front of me, but I don't have the actual data in my mind.
[00:36:54.902 --> 00:36:57.624]  I mean, here's Young Turks.
[00:36:58.585 --> 00:37:00.967]  Here's, I mean, here's InfoWars.
[00:37:00.987 --> 00:37:03.209]  I mean, our total traffic on Google is like this.
[00:37:03.649 --> 00:37:05.010]  They're just flatlined down here.
[00:37:05.030 --> 00:37:06.311]  I mean, it's not even a debate.
[00:37:06.811 --> 00:37:10.694]  And then he made a big joke out of it, like I was going, hey, I'm bigger and better than you.
[00:37:11.595 --> 00:37:13.116]  No, that's not what it was even about.
[00:37:13.256 --> 00:37:24.765]  I was talking about how there's mainstream media that now, just like Time or Newsweek has the Daily Beast, they're trying to act like they're alternative now.
[00:37:25.345 --> 00:37:27.807]  And so I'm saying that's what the young Turks are.
[00:37:28.405 --> 00:37:36.249]  Is there just the system trying to take something that is alternative media, they were alternative media, and bringing it in but trying to control it.
[00:37:36.269 --> 00:37:36.789]  Manipulate it.
[00:37:37.010 --> 00:37:37.450]  Exactly.
[00:37:37.470 --> 00:37:43.373]  So I was pointing out that this is the establishment trying to take on alternative media colorations.
[00:37:43.473 --> 00:37:46.494]  Even though you come from a leftist perspective, you were alternative media.
[00:37:46.915 --> 00:37:54.899]  And I was saying, you figured that out so you left MSNBC but you jumped right back in to Al Gore trying to talk like the alternative.
[00:37:55.615 --> 00:37:57.956]  And again, it's not like I have all the answers either.
[00:37:58.376 --> 00:37:59.237]  It's one of their questions.
[00:37:59.297 --> 00:38:00.638]  I shouldn't even have got off into it.
[00:38:01.138 --> 00:38:02.899]  But anyways.
[00:38:04.079 --> 00:38:07.241]  And the last question brought to you by Rembrandt10.
[00:38:08.221 --> 00:38:15.065]  Hi Alex, I'm 23, living in Ontario, Canada, and I have no job and I'm feeling vulnerable to the New World Order tactics.
[00:38:15.485 --> 00:38:23.609]  My question is, is it safe to be taking materials that address themselves, being about Catholicism, Freemasonry, from my public library?
[00:38:26.075 --> 00:38:28.377]  Driving down the road is not safe.
[00:38:30.999 --> 00:38:31.840]  Everything kills you.
[00:38:34.022 --> 00:38:36.944]  What's not safe is that people think they're being watched.
[00:38:37.064 --> 00:38:40.187]  And that's why the system has said, yeah, we're watching what you check out.
[00:38:40.967 --> 00:38:45.611]  Yeah, we go to Borders and Barnes and Nobles, the government says, and get a list of what you're buying.
[00:38:45.651 --> 00:38:48.273]  That's why they always want your info, even if you're paying cash.
[00:38:49.914 --> 00:38:51.115]  So we're in that tyranny.
[00:38:51.316 --> 00:38:54.178]  I fought all this data mining before it was ubiquitous.
[00:38:54.502 --> 00:38:56.182]  Before it was in place across the board.
[00:38:56.843 --> 00:38:58.963]  Because I knew it was criminal and a sign of tyranny.
[00:38:59.503 --> 00:39:06.105]  But now that it's all in place and the CIA director says they're watching us and listening to us without warrants, don't let it intimidate you.
[00:39:06.445 --> 00:39:10.667]  Let it be information you use to expose the fact that they're lawless and criminal.
[00:39:12.127 --> 00:39:12.767]  It's that simple.
[00:39:12.827 --> 00:39:14.988]  So don't let these people intimidate you.
[00:39:15.928 --> 00:39:20.730]  But yeah, if you're getting things out of there about Catholicism or about Freemasonry,
[00:39:22.990 --> 00:39:26.311]  More and more, they want the system digitized so they know what you're reading.
[00:39:26.911 --> 00:39:28.652]  But that doesn't mean you need to be scared.
[00:39:28.852 --> 00:39:32.473]  All of us need to be reading and researching and you can try to arrest us all.
[00:39:32.833 --> 00:39:41.476]  If we ever get to that point, which we're starting to get to, where people are like, oh my god, I better not visit this website, like InfoWars.com, I better not go to the library, they've already won.
[00:39:41.917 --> 00:39:43.517]  The answer to this 1984 system is 1776.
[00:39:43.557 --> 00:39:44.497]  And what does that mean?
[00:39:44.517 --> 00:39:45.158]  If you're scared,
[00:39:50.868 --> 00:39:53.592]  You should be out there doing street art to expose these people.
[00:39:53.632 --> 00:39:57.577]  You should be starting your own radio show online.
[00:39:57.737 --> 00:39:58.699]  Your own YouTube videos.
[00:39:59.281 --> 00:40:01.642]  The fact that you're afraid, you should go out and protest.
[00:40:01.722 --> 00:40:03.103]  Because you should be afraid.
[00:40:03.424 --> 00:40:06.225]  You should be afraid of not challenging these crooks.
[00:40:06.826 --> 00:40:09.607]  Because if they do fully get into power, it's over.
[00:40:09.627 --> 00:40:10.428]  Okay?
[00:40:10.768 --> 00:40:11.348]  It's that simple.
[00:40:11.729 --> 00:40:12.789]  And wow, 11 questions.
[00:40:12.849 --> 00:40:14.150]  I'm going to go shoot the Nightly News.
[00:40:14.190 --> 00:40:17.092]  If you guys can find me that particular executive order.
[00:40:17.132 --> 00:40:18.112]  I heard he was talking about it.
[00:40:18.132 --> 00:40:18.413]  I didn't know.
[00:40:18.433 --> 00:40:19.313]  I guess he's already done it.
[00:40:19.733 --> 00:40:21.174]  Or maybe these haven't been released yet.
[00:40:21.775 --> 00:40:22.595]  I'm trying to find out.
[00:40:22.635 --> 00:40:24.556]  I can mention that at the end of the Nightly News tonight.
[00:40:25.117 --> 00:40:26.337]  And cover that on the radio tomorrow.
[00:40:26.357 --> 00:40:27.138]  But this is really good.
[00:40:27.982 --> 00:40:36.506]  PlanetInfoWars.com and at least every week we'll take 10 or 11 questions and we will answer them here for you.
[00:40:37.006 --> 00:40:45.189]  And I think it's also important that after you've uploaded this at PlanetInfoWars.com make sure we start giving this to Aaron or Jacobson or somebody else.
[00:40:45.709 --> 00:40:47.610]  We start posting these on the YouTube channel too.
[00:40:47.630 --> 00:40:47.930]  Cool, absolutely.
[00:40:48.790 --> 00:40:50.651]  And they can put a PlanetInfoWars bug on there.
[00:40:50.951 --> 00:40:52.932]  So folks watching out there, want to ask me questions?
[00:40:53.592 --> 00:40:54.253]  Go get a free
[00:40:57.061 --> 00:40:57.643]  Membership.
[00:40:57.663 --> 00:40:58.465]  Membership.
[00:40:58.485 --> 00:40:59.348]  Create your own group.
[00:40:59.669 --> 00:41:00.512]  Create your own profile.
[00:41:00.572 --> 00:41:01.615]  PlanetInfoWars.com.
[00:41:01.735 --> 00:41:02.899]  Thanks a lot guys.
[00:41:07.575 --> 00:41:12.879]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:41:13.119 --> 00:41:15.320]  Start purifying your water with ProPure.
[00:41:15.540 --> 00:41:24.526]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:41:24.686 --> 00:41:27.908]  Its filters are silver impregnated to prevent bacterial growth.
[00:41:28.169 --> 00:41:29.609]  There's no priming required.
[00:41:29.870 --> 00:41:30.670]  It's NSF-42 certified.
[00:41:32.151 --> 00:41:34.654]  Optional fluoride filters can reduce fluoride up to 95%.
[00:41:35.435 --> 00:41:37.077]  Easy to set up and use.
[00:41:37.277 --> 00:41:38.579]  Doesn't require electricity.
[00:41:38.699 --> 00:41:41.582]  Purify water from lakes, streams, ponds, and wells.
[00:41:41.902 --> 00:41:45.086]  This filter system leaves in beneficial minerals, which is key.
[00:41:45.286 --> 00:41:49.271]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[00:41:49.451 --> 00:41:52.074]  ProPure is the best gravity-fed filter out there.
[00:41:52.214 --> 00:41:53.536]  It's what my family uses.
[00:41:53.796 --> 00:41:57.020]  Infowars.com already has the lowest price on ProPure.
[00:41:57.120 --> 00:42:02.787]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:42:03.007 --> 00:42:04.188]  You can also call to order.
[00:42:04.208 --> 00:42:04.248]  888-253-3139.
[00:42:11.089 --> 00:42:12.909]  Welcome back to InfoWars Nightly News.
[00:42:12.989 --> 00:42:14.030]  I'm your host, Rob Due.
[00:42:14.430 --> 00:42:19.151]  And like we covered earlier in the show, we have a lot of natural disasters going on.
[00:42:19.191 --> 00:42:20.891]  We've got fires out in Colorado.
[00:42:20.931 --> 00:42:28.292]  We've got major storms, they're calling them land hurricanes, going out in the eastern area, hitting D.C., Maryland.
[00:42:29.193 --> 00:42:35.034]  And then we have Fukushima that's looming out there over in the Pacific that's just slowly sending radiation our way.
[00:42:35.594 --> 00:42:36.094]  What do we do?
[00:42:37.472 --> 00:42:40.114]  Today I called Matt Stein and said, Matt, what's going on?
[00:42:40.554 --> 00:42:41.254]  What can people do?
[00:42:41.294 --> 00:42:42.855]  What kind of tips can we give people out there?
[00:42:43.316 --> 00:42:46.478]  Things they can do now to help themselves when these things happen.
[00:42:47.018 --> 00:42:48.219]  And so he's agreed to come on.
[00:42:48.559 --> 00:42:58.305]  Matthew Stein has a BS from MIT and is a best-selling author of Wind Disaster Strikes, which we carry at InfoWars.com, a comprehensive guide for emergency planning and crisis survival.
[00:42:58.745 --> 00:42:59.566]  We also carry
[00:43:01.053 --> 00:43:08.099]  When Technology Fails, his other book, which is a little bit bigger than When Disaster Strikes, I'm sure it's chock full with all kinds of stuff.
[00:43:09.079 --> 00:43:19.908]  When writing, and there's When Technology Fails, and that is a manual for self-reliance, sustainability, and surviving the long emergency, stuff we've been talking about here for a long time.
[00:43:20.828 --> 00:43:30.156]  When writing When Disaster Strikes, Stein spent months researching EMP, solar storms, nuclear issues, and including many hours of interviews with top scientists and experts who have urged Stein
[00:43:30.856 --> 00:43:33.638]  To take these startling conclusions to the public's attention.
[00:43:34.358 --> 00:43:37.060]  It can happen at any time, and as the people of D.C.
[00:43:37.080 --> 00:43:38.961]  know, it's happening to them right now.
[00:43:39.021 --> 00:43:41.242]  So we turn now to Matthew Stein.
[00:43:41.682 --> 00:43:42.623]  Sir, how's it going today?
[00:43:43.723 --> 00:43:47.064]  Oh, it's actually going quite nice in my part of the country right now.
[00:43:47.464 --> 00:43:47.924]  Excellent.
[00:43:48.064 --> 00:43:49.245]  What part of the country are you in?
[00:43:49.465 --> 00:43:51.145]  Your Pacific time?
[00:43:51.165 --> 00:43:55.127]  I live near Lake Tahoe on the border of California, Nevada, and the High Sierra Mountains.
