[00:00:22.682 --> 00:00:24.888]  Good evening and welcome to the InfoWars Nightly News.
[00:23:43.938 --> 00:23:44.878]  That'll be right after this break.
[00:23:44.918 --> 00:23:46.700]  But first, if you're watching this on YouTube,
[00:23:47.395 --> 00:23:52.656]  I would like to implore you, encourage you to go to PrisonPlanet.tv and join.
[00:23:53.036 --> 00:23:53.956]  Join our army.
[00:23:54.617 --> 00:23:57.257]  Become one of us, the truth seekers out there.
[00:23:57.317 --> 00:24:03.258]  You can sign up, you get actually six, you can use your passcode for up to six different computers at once.
[00:24:04.259 --> 00:24:09.560]  There's the subscription, $5.95 a month, plus you get the 15 day free trial, or you can get a bigger discount.
[00:24:11.229 --> 00:24:14.351]  For $54.95 for each year.
[00:24:15.311 --> 00:24:17.212]  And that really funds everything you're looking at here.
[00:24:17.492 --> 00:24:19.273]  The entire process.
[00:24:19.313 --> 00:24:23.455]  We sent six reporters out today to go do news stories and interview people on the streets.
[00:24:23.475 --> 00:24:25.736]  It's not cheap to do that.
[00:24:26.337 --> 00:24:27.497]  So please become a member.
[00:24:27.878 --> 00:24:28.758]  It's your way to fund us.
[00:24:28.778 --> 00:24:35.882]  We are not funded by George Soros or any other mainstream media or any other type of warmongering outfit like GE.
[00:24:37.566 --> 00:24:40.287]  So also you may want to consider becoming a member of Planet Infowars.
[00:24:40.707 --> 00:24:43.608]  That way you don't have to spray graffiti on there.
[00:24:43.628 --> 00:24:51.830]  But we do have a section of street art which we would never want you to put up any of those pictures of sprayed graffiti of Infowars.com on at all.
[00:24:52.411 --> 00:24:59.253]  And actually in all seriousness, we do not want you to put stickers or spray paint anything in unlawful areas.
[00:24:59.273 --> 00:25:01.733]  You should post those things in lawful areas.
[00:25:02.694 --> 00:25:04.114]  If you don't, you're a terrorist.
[00:25:04.134 --> 00:25:07.295]  You need to be investigated by the Oakland Police Department.
[00:25:07.628 --> 00:25:15.135]  And get the state police involved, too, because it might be disagreeable to some of our future plans for you.
[00:25:15.155 --> 00:25:17.457]  All right, it's InfoWars Nightly News.
[00:25:17.518 --> 00:25:18.058]  I'm Rob Doo.
[00:25:18.158 --> 00:25:18.779]  We'll be right back.
[00:25:43.883 --> 00:25:50.007]  I really enjoy it when the globalists try to poison us and, well, we resist them via a free market system.
[00:25:50.907 --> 00:25:57.851]  Hello my fellow info warriors, Alex Jones here, introducing you to the pro-pure family of gravity-fed filters.
[00:25:58.312 --> 00:26:05.276]  Now, you know that the globalists are filling our water with radioactive isotopes, fluoride, lead, mercury, arsenic.
[00:26:05.956 --> 00:26:15.328]  And one of the few systems that can efficiently and economically remove or reduce down to non-detectable levels these poisons are gravity-fed filters.
[00:26:15.769 --> 00:26:18.032]  And ProPure is the top of the line.
[00:26:18.533 --> 00:26:21.116]  Their filters are impregnated with silver.
[00:26:21.937 --> 00:26:23.119]  A natural antibiotic.
[00:26:23.760 --> 00:26:27.145]  On top of that, they're bigger, so they filter faster.
[00:26:27.445 --> 00:26:30.549]  You don't have to prime these the first time you use them.
[00:26:30.930 --> 00:26:31.591]  It's amazing!
[00:26:31.611 --> 00:26:37.419]  Go to InfoWars.com and click on the shopping cart link to see the entire family of these babies.
[00:26:38.433 --> 00:26:43.436]  Now, the fluoride they add to our water is so tiny that most filters can't cut it out.
[00:26:43.696 --> 00:26:49.659]  But ProPure has their system that will, again, reduce it to non-detectable levels.
[00:26:49.779 --> 00:26:51.660]  Almost get all of it out of there.
[00:26:51.980 --> 00:26:52.961]  That's also available.
[00:26:53.281 --> 00:27:05.247]  And if you look at the different systems they offer, the ProPure Big Brush Finish is on a stand, so it's easier on a table or at your restaurant or wherever you have it to go up with a glass or a mug and fill it up.
[00:27:05.367 --> 00:27:09.410]  Then there's this big baby right here, the Pro-Pure King large version.
[00:27:09.650 --> 00:27:11.752]  Got a lot of different options that come with it.
[00:27:12.112 --> 00:27:16.435]  Also, they have the Pro-Pure Big, probably one of the best values out there.
[00:27:16.695 --> 00:27:18.697]  And of course, it's burnished stainless steel.
[00:27:19.057 --> 00:27:26.463]  And then, what I use on my RV, something that's great for your hunting cabin or the back porch, is the Pro-Pure Traveler.
[00:27:26.983 --> 00:27:32.168]  Small and portable but packs a huge punch, cleans out all that garbage.
[00:27:32.568 --> 00:27:39.255]  They also have a glass site spigot so you don't have to take the top off and look in the bottom area to see how much water.
[00:27:39.295 --> 00:27:42.758]  You can see how fast it's filtering with this optional system.
[00:27:42.978 --> 00:27:43.659]  The Globalist
[00:27:44.099 --> 00:27:45.841]  Obviously, you're hitting us through our water.
[00:27:46.141 --> 00:27:47.843]  It's time to take control of our lives.
[00:27:48.083 --> 00:27:55.991]  It's time to not give our children and families these poisons, and these systems cut it down to non-detectable levels across the board.
[00:27:56.351 --> 00:27:58.593]  ProPure is the name.
[00:27:59.114 --> 00:28:01.116]  I only promote what I believe in.
[00:28:01.736 --> 00:28:05.300]  And I use ProPure in my home and my office.
[00:28:05.600 --> 00:28:09.864]  And I recommend that you check out the information on ProPure at Infowars.com.
[00:28:10.084 --> 00:28:16.310]  We already have the lowest price at Infowars.com on the ProPure gravity filter system.
[00:28:17.091 --> 00:28:25.078]  But when you add in the 10% off when InfoWarriors use the product code WATER at InfoWars.com, nobody can top it.
[00:28:25.459 --> 00:28:26.820]  So again, it's a win-win-win.
[00:28:26.880 --> 00:28:35.548]  Stop drinking the poison water, checkmate the globalists when it comes to your health, and support InfoWars.com and the work we're doing here.
[00:28:35.888 --> 00:28:40.190]  You know, many revolutionaries rob banks and things and kidnap people for funds.
[00:28:40.591 --> 00:28:45.173]  We promote in the free market the products we use that are about preparedness.
[00:28:45.513 --> 00:28:52.377]  That's how we fund this revolution against the New World Order in our move to restore our constitutional republic.
[00:28:52.797 --> 00:28:55.699]  And a spirit of 1776 worldwide.
[00:28:56.079 --> 00:28:57.700]  Check it out at InfoWars.com.
[00:28:58.120 --> 00:28:58.761]  Pro-Pure.
[00:28:59.241 --> 00:29:00.142]  Top of the line.
[00:29:00.642 --> 00:29:01.382]  Number one.
[00:29:01.743 --> 00:29:06.786]  Most powerful and effective and economical gravity-fed water system in the world.
[00:29:07.106 --> 00:29:07.686]  Pro-Pure.
[00:29:08.027 --> 00:29:10.828]  Available discounted at InfoWars.com.
[00:29:11.088 --> 00:29:13.930]  Don't forget product code WATER to save 10%.
[00:29:14.491 --> 00:29:15.651]  It's the latest generation.
[00:29:15.811 --> 00:29:17.132]  Years in development.
[00:29:17.572 --> 00:29:19.754]  Pro-Pure is the name.
[00:29:22.071 --> 00:29:26.595]  Alex Jones here with a message that could revolutionize health in this country.
[00:29:26.875 --> 00:29:32.720]  Going back about a year and a half ago, I began to learn about the incredible health effects of longevity products.
[00:29:33.120 --> 00:29:36.903]  Erin Dykes lost 92 pounds.
[00:29:36.923 --> 00:29:38.725]  We're going to show you some before and afters.
[00:29:39.145 --> 00:29:40.927]  Aaron, break down what happened.
[00:29:40.967 --> 00:29:41.508]  Your story.
[00:29:41.788 --> 00:29:46.873]  I've worked really hard with diet and exercise to try to lose weight, but I just didn't get the results.
[00:29:46.913 --> 00:29:47.774]  It just didn't happen.
[00:29:48.075 --> 00:29:50.657]  Then I saw what you were doing with Infowarsteam.com.
[00:29:51.158 --> 00:29:54.962]  I wasn't even trying to lose weight, but I got it because I wanted to feel better energy.
[00:29:54.982 --> 00:29:55.923]  I wanted that nutrition.
[00:29:55.963 --> 00:29:59.587]  Didn't even understand how that could kickstart my own weight loss goals.
[00:29:59.727 --> 00:30:01.468]  But the products did that for me.
[00:30:01.808 --> 00:30:07.531]  I found myself suddenly losing weight, more energetic, wanting to exercise, wanting to eat the right foods.
[00:30:07.631 --> 00:30:09.572]  And they don't even advertise it as weight loss!
[00:30:09.893 --> 00:30:19.218]  I want to challenge our radio listeners to go to Infowarsteam.com, sign up as a distributor, and get wholesale pricing discounts at Infowarsteam.com.
[00:30:28.328 --> 00:30:30.350]  Welcome back to InfoWars Nightly News.
[00:30:31.030 --> 00:30:33.152]  Tonight we have Dave Acton joining us.
[00:30:33.712 --> 00:30:38.656]  He has inside knowledge he's going to be sharing with us on disaster preparedness.
[00:30:39.376 --> 00:30:48.302]  Dave has worked with many government agencies, firefighters, and EMTs, and he's here tonight to help you prepare in case there's a crisis in your hometown.
[00:30:48.963 --> 00:30:49.864]  Welcome, Dave!
[00:30:50.484 --> 00:30:51.064]  Hi, Linda.
[00:30:51.264 --> 00:30:52.065]  Good to be here.
[00:30:52.365 --> 00:30:53.225]  Thanks for having me.
[00:30:53.445 --> 00:30:54.305]  Nice to have you.
[00:30:54.325 --> 00:31:00.827]  Well, Dave, you have quite a large YouTube following for your disaster preparedness videos.
[00:31:01.548 --> 00:31:07.950]  And so I'd like to ask you, what do you think is the number one thing an average person should have to be prepared?
[00:31:09.189 --> 00:31:11.211]  It starts in the head, psychologically.
[00:31:11.371 --> 00:31:14.435]  You have to decide right now that you're going to be a survivor.
[00:31:14.495 --> 00:31:15.676]  That's step number one.
[00:31:16.277 --> 00:31:20.601]  Once you decide you want to be a survivor, that's going to align a lot of things in your life.
[00:31:21.162 --> 00:31:26.468]  And the next step after that is just going to be your normal physiological needs.
[00:31:26.488 --> 00:31:30.071]  So it's going to be water, heat, shelter, and protection.
[00:31:30.672 --> 00:31:35.936]  So the thing you've got to watch out for, Linda, is when you get into this area, most people will go to Stage 1.
[00:31:36.336 --> 00:31:39.258]  Most people will go to Walmart and buy a first aid kit.
[00:31:39.978 --> 00:31:42.800]  They may set aside a couple of bottles of water, and that's great.
[00:31:43.360 --> 00:31:48.884]  And then when people start getting more serious about it, it goes to Stage 2, and then it kind of splinters off into a lot of different groups.
[00:31:49.404 --> 00:31:51.446]  It can splinter off into the prepper movement.
[00:31:52.406 --> 00:31:55.128]  Uh, and then that has a lot of political ramifications to it.
[00:31:55.168 --> 00:31:58.931]  Then it can splinter off into emergency preparedness in, like, an urban environment.
[00:31:58.971 --> 00:32:00.712]  I try to stick in that area.
[00:32:01.072 --> 00:32:09.058]  It can splinter off into bushcraft and, you know, going on a 200-mile hike for the month of April.
[00:32:09.078 --> 00:32:10.439]  You know, I know people who do that.
[00:32:10.899 --> 00:32:18.184]  So, you can get carried away into any one of these particular areas, but the key at the beginning is to know that you want to survive.
[00:32:19.651 --> 00:32:24.195]  Good, good point, good point, because I think many people don't even think about that.
[00:32:24.215 --> 00:32:28.439]  They go out and get their water, they get their little medical supplies, and they think, I've got it covered.
[00:32:28.899 --> 00:32:36.747]  So, what kind of disaster do you see most likely that could occur in an average person's life in America?
[00:32:37.597 --> 00:32:43.063]  Well, the first thing you need to do in your hometown is you need to do what we would call a threat analysis.
[00:32:43.564 --> 00:32:49.670]  So if you live near railroad tracks and they're moving chlorine tanks coming through your neighborhood at 2 a.m.
[00:32:49.690 --> 00:32:58.840]  and one of those tanks rolls off and you have a chlorine gas cloud filtering over your neighborhood, that's a much bigger threat to you than the possibility of a tornado in
[00:33:00.141 --> 00:33:01.702]  Another state, an adjacent state.
[00:33:01.742 --> 00:33:04.745]  So the first thing you want to do is do a threat analysis of your community.
[00:33:05.105 --> 00:33:08.007]  What factories, what industrial areas are there nearby?
[00:33:08.788 --> 00:33:11.469]  Are there natural things that can flood?
[00:33:11.550 --> 00:33:13.831]  Are there rivers, dams?
[00:33:14.151 --> 00:33:17.114]  So number one is to be aware of your surroundings.
[00:33:17.154 --> 00:33:21.537]  That would be the number one thing that people should start doing, you know, just in their daily routine.
[00:33:23.152 --> 00:33:24.733]  Right, good point, good point.
[00:33:25.294 --> 00:33:28.316]  And today there was a 7.9 earthquake.
[00:33:28.376 --> 00:33:31.919]  There's been a series of large earthquakes around the world, but in Costa Rica.
[00:33:32.440 --> 00:33:35.062]  Now, for earthquakes in particular, what would you recommend?
[00:33:35.842 --> 00:33:39.524]  Well, number one, get rid of the idea that someone's coming to save you.
[00:33:40.165 --> 00:33:43.807]  You know, the police, fire, EMS is going to be totally overwhelmed.
[00:33:44.127 --> 00:33:54.533]  Their doctrine as pushed out by, you know, FEMA pushes out a lot of national policy and a lot of national doctrine because FEMA's not really a response agency.
[00:33:54.894 --> 00:33:57.535]  They really kind of should be thought of as like an insurance company.
[00:33:57.555 --> 00:34:03.779]  They pay the bill pretty much, so they'll throw in a lot of resources, but they're really just writing checks to people.
[00:34:04.159 --> 00:34:10.087]  So the response agencies that you're going to be seeing initially is going to be your local sheriff, fire departments, and whatnot.
[00:34:10.367 --> 00:34:11.248]  They're going to be overwhelmed.
[00:34:11.268 --> 00:34:14.532]  In LA County, there's one fire truck for every 15,000 people.
[00:34:15.013 --> 00:34:18.798]  So descending on your local fire station expecting help is not the answer.
[00:34:19.238 --> 00:34:21.341]  So in an earthquake environment, let's say,
[00:34:21.981 --> 00:34:27.025]  Like a 7.9, which would decimate Los Angeles for a number of different reasons.
[00:34:27.465 --> 00:34:28.866]  God forbid a 9.0.
[00:34:28.966 --> 00:34:30.667]  I like to prepare for a 9.0.
[00:34:31.188 --> 00:34:35.451]  But essentially, aqueducts will be broken, so there goes your water.
[00:34:35.471 --> 00:34:37.952]  A lot of water is going to be used fighting fires.
[00:34:38.953 --> 00:34:42.035]  You're going to have a lot of chaos, people looking for direction.
[00:34:42.676 --> 00:34:46.078]  Complete shutdown of the grid as far as food supply.
[00:34:46.178 --> 00:34:47.199]  Nobody in, nobody out.
[00:34:47.839 --> 00:34:53.503]  So that's another thing you need to look for in your community, is what are the access points?
[00:34:53.783 --> 00:34:58.166]  And Los Angeles, unfortunately, is pretty much a locked down city to the north.
[00:34:58.466 --> 00:35:02.849]  To the east, there's some opportunities, but definitely not to the north.
[00:35:03.149 --> 00:35:04.510]  So that's the other thing you want to look at.
[00:35:04.550 --> 00:35:14.417]  In an earthquake situation, how long will it be before your city is completely run out of food, supplies, protection, electricity, all those things.
[00:35:14.697 --> 00:35:17.619]  So that's the number one thing I would say to start thinking about.
[00:35:18.380 --> 00:35:28.128]  So, in that case, if you were somebody living in an earthquake-prone area, such as L.A., how much food and water would you recommend that they have at their home?
[00:35:29.149 --> 00:35:32.952]  Well, the first thing is, let's say a 9.0 hits Los Angeles.
[00:35:33.032 --> 00:35:33.933]  Okay, a couple of things.
[00:35:34.233 --> 00:35:36.355]  You're going to have what we would call structural collapse.
[00:35:36.375 --> 00:35:38.357]  You're going to have buildings pancaking down.
[00:35:38.837 --> 00:35:45.423]  So, number one, stockpiling a lot of supplies in your apartment or your building is not a wise step.
[00:35:45.943 --> 00:35:50.447]  In fact, a lot of people what they're doing now is they'll stockpile their supplies in like a big garbage tub.
[00:35:50.467 --> 00:35:55.911]  You know, like one of these 40 gallon plastic roll-away garbage tubs that they put leaves in and things like that.
[00:35:56.211 --> 00:36:07.680]  They'll put all their supplies there and they'll keep it as close as possible to the garage so that if there is a structural collapse, they can get their garage door open and just reach around and pull out a tub of supplies and wheel it out to the front street.
[00:36:08.380 --> 00:36:13.203]  One of the things you have to remember in an earthquake with structural collapse is people are going to be afraid to go back into buildings.
[00:36:13.544 --> 00:36:15.405]  There's going to be a lot of buildings that are unsafe.
[00:36:15.665 --> 00:36:17.066]  There's going to be a lot of trapped people.
[00:36:17.606 --> 00:36:19.608]  Number one, don't go back into buildings.
[00:36:20.609 --> 00:36:27.433]  More people in the Mexican earthquake in 1985, almost as many rescuers died, amateur rescuers.
[00:36:27.473 --> 00:36:30.415]  I'm talking about well-meaning citizens, well-meaning
[00:36:31.716 --> 00:36:48.794]  People that just want to kind of assist and help out and be good Samaritans Almost as many died trying to rescue people as the people actually killed in the structures So you do not want to go back in a structure So what that hat what ends up happening is you have a lot of people massing in the street And so you'll get a lot of people leaving their apartment and
[00:36:48.914 --> 00:36:49.594]  We're good to go.
[00:37:15.569 --> 00:37:25.451]  Because getting cut, getting something in your eye, breathing something, if you're breathing asbestos and you've got a cut on your hand and you've got some specks in your eye, you're out of commission.
[00:37:25.791 --> 00:37:27.031]  So just that, it's very simple.
[00:37:27.071 --> 00:37:28.551]  That's $10 worth of items.
[00:37:29.051 --> 00:37:30.552]  We call that personal protection.
[00:37:30.932 --> 00:37:38.133]  You want to be able to protect your eyes, protect your respiration system through a dust mask, and then also some gloves.
[00:37:38.353 --> 00:37:42.934]  Because all it's going to take is a really nasty gash and you're not going to be able to use your hand anymore, God forbid.
[00:37:43.294 --> 00:37:44.234]  Again, you're out of action.
[00:37:44.770 --> 00:38:04.617]  Right, I remember hearing about that in Katrina because it was so decimated that people couldn't even recognize their neighborhoods and more people, as you said, got hurt just trying to look through things, stepping on nails, things falling and just, you know, just not wearing the right gear to be going through, you know, disaster areas.
[00:38:05.558 --> 00:38:07.860]  I mean, you could start building out from there.
[00:38:08.281 --> 00:38:10.103]  I'm always cringing.
[00:38:10.363 --> 00:38:16.510]  I'll talk to people at the gas station, and I'll just get into a conversation about what are they doing to get ready for an earthquake.
[00:38:16.530 --> 00:38:18.112]  Because in L.A., it's an easy conversation.
[00:38:18.152 --> 00:38:19.493]  Everybody should be talking about earthquakes.
[00:38:20.094 --> 00:38:22.055]  And that's the other thing about prepping and survival.
[00:38:22.415 --> 00:38:29.179]  Try to, if you want to make it a little bit more socially acceptable, you know, no one's going to fault you for stockpiling ammo in your basement and everything.
[00:38:29.199 --> 00:38:30.360]  Just don't tell the world about it.
[00:38:30.380 --> 00:38:34.442]  I mean, you could talk about survival, you could talk about preparation, disaster preparedness.
[00:38:34.722 --> 00:38:35.743]  That's how I do it, right?
[00:38:36.343 --> 00:38:41.349]  And so when you talk to folks and you say, hey, do you have an extra pair of sturdy shoes in your car?
[00:38:41.449 --> 00:38:42.230]  Especially women.
[00:38:42.290 --> 00:38:46.074]  Women have a lot of high heel fashion and whatnot and they're driving around in their BMW.
[00:38:46.414 --> 00:38:52.801]  You've got to have an extra pair of good walking shoes, two or three pairs of socks in your trunk, a good windbreaker, a good jacket.
[00:38:53.642 --> 00:38:55.624]  Now, I don't want to get into a lot of specifics.
[00:38:55.664 --> 00:38:56.865]  I got a YouTube channel.
[00:38:57.205 --> 00:39:02.610]  All you have to do is go to YouTube and type in Acton, A-C-T-O-N, Survival, and my channel will come up.
[00:39:02.670 --> 00:39:03.691]  It's Acton Survival.
[00:39:03.791 --> 00:39:09.536]  And what we try to do is give these kind of little tips, you know, two minutes here, three minutes there, without bogging you down.
[00:39:09.636 --> 00:39:11.438]  Cheap things that you can do to protect yourself.
[00:39:12.014 --> 00:39:13.895]  Yeah, I've watched a lot of your videos.
[00:39:14.015 --> 00:39:15.135]  They're wonderful, actually.
[00:39:15.435 --> 00:39:19.997]  And one of the things I did learn that you're talking about now is that you have to split your preps up.
[00:39:20.077 --> 00:39:26.540]  Like you're saying, you might not be able to be in your home, or you might not be able to get to your garage, or you might not be able to get to your car.
[00:39:26.640 --> 00:39:30.342]  So you have to have supplies in different places just in case.
[00:39:31.018 --> 00:39:33.380]  Yeah, and the more you can break it up, the better.
[00:39:33.641 --> 00:39:35.222]  And this is where you have to start.
[00:39:35.262 --> 00:39:40.067]  When you start getting into YouTube and you start getting it, you can look under prepping, you can look under survival and whatnot.
[00:39:40.427 --> 00:39:52.960]  One of the things that the newcomer has to avoid is watch out for the debates that'll begin over what's the best kind of knife, what's the best kind of flashlight, what's the best kind... You know, start small, you know, with some inexpensive items.
[00:39:53.120 --> 00:39:53.360]  It's just
[00:40:10.166 --> 00:40:14.510]  Only losers and idiots buy this particular EverReady or whatever flashlight.
[00:40:14.910 --> 00:40:16.211]  And don't get into that.
[00:40:16.291 --> 00:40:16.952]  Don't buy into it.
[00:40:17.012 --> 00:40:27.781]  It's like you have your specific needs for your family and there's a couple of things that you can just keep getting into the basic necessities and it grows and grows and grows.
[00:40:28.221 --> 00:40:32.585]  Watch out for stockpiling a lot of food initially because it's really that first 96 hours
[00:40:34.706 --> 00:40:37.007]  That's first, really, 100 hours that you have to get through.
[00:40:37.027 --> 00:40:42.049]  And some food's okay, but water, water, water, water is going to be your key concern.
[00:40:42.449 --> 00:40:43.929]  Right, yeah, so let's talk about water.
[00:40:44.610 --> 00:40:51.052]  I know myself, I bought a Berkey water filter, actually, right from our store here on InfoWars, because...
[00:40:51.932 --> 00:41:01.603]  I thought if I was displaced from where I was, I would need some kind of the travel filter one to be able to filter pool water or swamp water or pond water.
[00:41:02.184 --> 00:41:05.387]  What would you recommend to people for their water needs?
[00:41:06.075 --> 00:41:14.659]  Well, I mean, you know, InfoWars, the shop there is a great place to start, and those sponsors sponsor InfoWars, so I would definitely direct people there.
[00:41:15.220 --> 00:41:25.965]  You know, if you could start looking at Africa, like in South Africa, places like that where they're in really remote areas, a lot of those people use those Berkey water filters there.
[00:41:26.005 --> 00:41:27.246]  They've been tried and true.
[00:41:27.806 --> 00:41:30.587]  Another great supporter of InfoWars is the LifeStraw.
[00:41:30.927 --> 00:41:31.628]  The LifeStraw
[00:41:32.288 --> 00:41:32.888]  I don't know.
[00:41:54.455 --> 00:41:57.276]  I recommend Mr. Coffee Filters and Funnels.
[00:41:57.296 --> 00:41:58.917]  And they're going, well, what's that going to do?
[00:41:59.257 --> 00:42:05.839]  Well, I mean, when you start getting into really crummy water with lots of goo in it, it's going to be your first level of filtering, OK?
[00:42:06.239 --> 00:42:17.323]  But then after that, you can get plastic, very thin plastic water containers that you can lay in the cement and let the sun hit it for two or three hours.
[00:42:17.783 --> 00:42:23.465]  And the UV rays and the heat will purify the water and kill a lot of the creepy crawlies in it as well.
[00:42:24.005 --> 00:42:26.946]  So, again, there's a lot of things you can do.
[00:42:28.267 --> 00:42:33.189]  Water in the reserve of your toilet tank is potable water.
[00:42:33.950 --> 00:42:34.590]  There's things like that.
[00:42:35.370 --> 00:42:40.933]  Water heaters in a lot of houses, the water left in the water heater can be drained.
[00:42:41.353 --> 00:42:43.614]  So the thing is to start thinking about it.
[00:42:43.954 --> 00:42:47.980]  Because when you run out of water, it's not going to matter what kind of firearm you have, what kind of flashlight you have.
[00:42:48.340 --> 00:42:55.309]  Water is going to be your top priority, your top concern, and you're going to have to plan for about one gallon of water a day, per person.
[00:42:55.349 --> 00:42:58.393]  So if you have a family of four, that's four gallons of water per day.
[00:42:59.349 --> 00:43:03.271]  Wow, those life straws are amazing.
[00:43:03.351 --> 00:43:04.972]  I mean, you could carry those in your purse.
[00:43:05.332 --> 00:43:06.512]  That's just a wonderful thing.
[00:43:06.552 --> 00:43:07.553]  I didn't know about those.
[00:43:07.573 --> 00:43:08.693]  I'm going to have to get some of those.
[00:43:09.874 --> 00:43:17.897]  So Dave, let's move on to some of the disasters that we could possibly face other than natural disasters.
[00:43:17.997 --> 00:43:23.080]  For instance, in the event of an economic collapse.
[00:43:23.945 --> 00:43:27.427]  What can we expect to see and how can we best prepare for that?
[00:43:27.987 --> 00:43:32.210]  Well, you know, you're talking basically, let's separate two different things.
[00:43:32.230 --> 00:43:35.291]  You're talking short-term disasters where help is on the way.
[00:43:35.351 --> 00:43:43.636]  So what we just talked about is, you know, hopefully in an earthquake or tornado or what have you, we're going to have a short-term
[00:43:43.996 --> 00:43:51.519]  Disaster for ourselves, maybe 96 hours, and then relief organizations are going to start showing up, you know, and relief is going to start coming in.
[00:43:51.539 --> 00:43:57.861]  So if we can get through that first 100 hours, basic first aid, basic water, basic shelter, tarps, what have you.
[00:43:58.221 --> 00:44:09.225]  Now, what you're talking about is long-term disaster where we have, let's say, a gas crisis where gas goes to $10 a gallon or gas goes to $15 a gallon, and all of a sudden the semi-trucks stop running.
[00:44:09.625 --> 00:44:15.569]  Or there's an EMP, electromagnetic pulse, there's a solar flare, there's a man-made EMP.
[00:44:16.069 --> 00:44:16.469]  Bam!
[00:44:16.810 --> 00:44:22.693]  The solar flare hits these semi-trucks and the computers and the processors and it shut them down.
[00:44:23.073 --> 00:44:29.497]  So once our transportation system stops, that's going to be a real problem for most people in the inner city.
[00:44:29.517 --> 00:44:33.140]  And as you know, as we push people into the city and corral them in,
[00:44:33.920 --> 00:44:35.602]  You know, it's going to be real hard to get out.
[00:44:35.622 --> 00:44:37.924]  It's going to be real hard to really get your resources.
[00:44:38.244 --> 00:44:55.161]  So I would say one of the things to always keep paying attention to is whenever you go out on a trip, if you're going to see some family members, always stop at the truck stops because you can get a good gauge of what's going on in the economy by what you see with truckers and some of the things that they sell in truck stops.
[00:44:55.481 --> 00:44:58.224]  When you start seeing diesel go up at truck stops,
[00:44:58.564 --> 00:44:58.964]  I think so.
[00:45:20.462 --> 00:45:23.966]  Once that happens, then you're in a really, really bad situation.
[00:45:24.347 --> 00:45:28.632]  And that 100 hours is going to be nice to get through the 100 hours, but now you're going to have long-term problems.
[00:45:30.013 --> 00:45:30.294]  Right.
[00:45:30.674 --> 00:45:38.623]  So, under those kind of circumstances, we can expect possible civil unrest, martial law,
[00:45:39.887 --> 00:45:50.941]  How much food should you be prepared to, if you're going to stick it out in your house, you're going to ride out the civil unrest, the food shortages, the trucks not moving, how much food should you have?
[00:45:51.874 --> 00:45:59.142]  Well, you know, one of the things I do is I experiment with food supplies and take a weekend and actually eat what you've got.
[00:45:59.583 --> 00:46:09.735]  You know, prepare MRE, and I'm not talking about meals refused by Ethiopians, that's an old army joke, but the meals ready to eat, the MREs, not the best in the world, but an MRE
[00:46:11.296 --> 00:46:23.022]  So, one of the things you're going to have to remember is, depending on how much work that you're expecting to do, you have to calculate your calorie load.
[00:46:23.502 --> 00:46:35.248]  So, you know, the average man is probably looking at at least 1,500 calories a day just to survive, so let alone if you have to start walking 5 miles, 10 miles, 20 miles, you may need 3,000 calories.
[00:46:35.508 --> 00:46:39.990]  So you need to take a look at some of the survival supplies you have and look at your calorie intake.
[00:46:40.390 --> 00:46:50.995]  Because you will not be able to continue to work or to burn calories in your survival activities if you don't have the right kind of food rationing.
[00:46:51.235 --> 00:46:53.456]  So I would say, number one, start with your calorie load.
[00:46:54.077 --> 00:47:00.580]  And number two would be, be careful about turning your house into a fortress.
[00:47:00.840 --> 00:47:02.841]  I mean, there's different psychology for everybody.
[00:47:02.861 --> 00:47:09.184]  If you live in a gated community and you know your neighbors, that's certainly a different
[00:47:09.844 --> 00:47:10.404]  I think so.
[00:47:28.038 --> 00:47:31.240]  With some food supplies, but you need some extra supplies in a car.
[00:47:31.380 --> 00:47:36.602]  Maybe even have a junk car, a beater that you've purchased that you're storing somewhere else.
[00:47:36.682 --> 00:47:42.865]  Maybe even a storage shed outside of the city, you know, that you can pay $60 a month in storage fees and have some stuff there.
[00:47:43.225 --> 00:47:45.046]  But, you know, you've got to spread things out.
[00:47:45.086 --> 00:47:48.808]  Whatever works for you, but do not just put all your eggs in one basket.
[00:47:48.848 --> 00:47:51.549]  So that would be primarily the number one thing to start thinking about.
[00:47:52.082 --> 00:47:52.963]  Yeah, good stuff.
[00:47:53.083 --> 00:47:54.223]  Good stuff.
[00:47:54.303 --> 00:47:54.764]  Very good.
[00:47:55.544 --> 00:48:01.668]  Now, you were talking about the psychological readiness that's also needed.
[00:48:02.068 --> 00:48:04.009]  And there's a lot of people out there that have children.
[00:48:04.689 --> 00:48:08.832]  And the effects on the children are going to be severe.
[00:48:09.072 --> 00:48:15.456]  How would you suggest that parents deal with children during some kind of crisis?
[00:48:16.075 --> 00:48:18.236]  There's an old joke in this industry.
[00:48:18.576 --> 00:48:19.937]  There's rich people and poor people.
[00:48:19.977 --> 00:48:21.718]  The rich people are going to go to the hotel.
[00:48:21.958 --> 00:48:23.539]  The poor people are going to go to the shelters.
[00:48:24.059 --> 00:48:27.281]  So start thinking about, you may have to go to a shelter.
[00:48:27.301 --> 00:48:28.682]  You may have to go to a Red Cross shelter.
[00:48:29.262 --> 00:48:30.302]  You would be surprised.
[00:48:30.462 --> 00:48:32.523]  Children can be very resilient.
[00:48:32.624 --> 00:48:34.685]  Children can see a disaster as a game.
[00:48:34.745 --> 00:48:36.065]  Children can see a disaster.
