[00:00:02.517 --> 00:00:03.118]  I don't think so.
[00:27:30.324 --> 00:27:31.985]  He was at Bilderberg last year.
[00:27:32.766 --> 00:27:38.448]  He's running, of course, with the Peter Thiel crowd because Peter Thiel runs Clarion Capital.
[00:27:38.528 --> 00:27:39.729]  He runs Sequoia.
[00:27:40.049 --> 00:27:40.549]  Thank you.
[00:28:01.082 --> 00:28:10.505]  Basically about 20% of the Nasdaq index and that means a lot of our GDP, but it's more than just dollars It's that what is going to be the reach of social media?
[00:28:10.565 --> 00:28:16.206]  How impactful will they be on socially engineering society something the elites have been working forward?
[00:28:17.126 --> 00:28:18.987]  Working on for over 100 years.
[00:28:19.047 --> 00:28:25.989]  Let's go back to that list and finish off the attendees You also saw the CEO of LinkedIn who is also one of the Facebook founders.
[00:28:26.349 --> 00:28:29.670]  His name is Reid Hoffman and then after that
[00:28:30.751 --> 00:28:32.833]  You have, I think there's one other guy in there.
[00:28:33.153 --> 00:28:37.156]  But the point is, all these tech geeks came together at Bilderberg.
[00:28:37.176 --> 00:28:38.157]  The question is why.
[00:28:38.177 --> 00:28:42.340]  And of course, Sean Parker of Napster, the first president of Facebook.
[00:28:42.600 --> 00:28:44.361]  He wasn't there last year, but the past year.
[00:28:44.421 --> 00:28:45.982]  The point is, they're there every year.
[00:28:46.403 --> 00:28:52.887]  Again, Peter Thiel is on the steering committee of Bilderberg and runs a lot of the finance operations of Silicon Valley.
[00:28:53.248 --> 00:28:54.669]  Such an important connection there.
[00:28:55.109 --> 00:29:00.351]  But it gets even more interesting because Sean Parker calls himself a disruptor.
[00:29:00.431 --> 00:29:04.132]  Forbes has the headline, Sean Parker, agent of disruption.
[00:29:04.472 --> 00:29:04.872]  Who is he?
[00:29:05.292 --> 00:29:21.577]  He is basically an early teen genius who learned to hack when he was just 14, 15 some odd years old, started his own companies while he was still in high school, got around some of the high school requirements so he could start doing some of his online money making and then in
[00:29:22.857 --> 00:29:23.578]  We're good to go.
[00:29:47.918 --> 00:29:49.279]  Former Obama U.S.
[00:29:49.319 --> 00:29:54.742]  Assistant Attorney General for Antitrust Division now working for the tech companies to guard privacy.
[00:29:54.762 --> 00:30:04.728]  You've got Google in an antitrust probe and all this stuff is building through a crescendo while Sean Parker says it's time to disrupt the elections.
[00:30:05.128 --> 00:30:16.274]  He says defeating SOPA was the nerd spring, the thing him and Al Gore called for at South by Southwest and in the months previous leading up to it, using the name playing off of the Arab Spring.
[00:30:17.535 --> 00:30:23.997]  You've got headlines here like, Votison, social voting ready to disrupt the 2012 presidential election.
[00:30:24.417 --> 00:30:30.299]  You've got headlines like, Sean Parker, this election social media will determine the outcome.
[00:30:30.939 --> 00:30:37.581]  And it all adds together, you've got Sean Parker in this article, five interesting things Sean Parker said yesterday.
[00:30:37.601 --> 00:30:42.963]  He says, politics for me is the most obvious area to be disrupted by the web.
[00:30:43.323 --> 00:30:49.345]  Campaigns themselves and all forms of special interest groups and PACs are driven by huge amounts of cash.
[00:30:49.725 --> 00:30:54.667]  If you're a PAC, you're spending hundreds of thousands of dollars to mobilize single-issue voters.
[00:30:54.987 --> 00:30:57.828]  Taking money out of politics with campaigns is possible.
[00:30:58.308 --> 00:30:59.049]  Thanks for having me.
[00:31:17.984 --> 00:31:18.804]  I don't think so.
[00:31:43.698 --> 00:31:44.159]  We're good to go.
[00:32:06.500 --> 00:32:20.135]  He was, but especially how he used social media and in particular the site mybarackobama.com to connect supporters and spread support and basically get the community organizing going on.
[00:32:20.535 --> 00:32:26.782]  But Peter Thiel, as you know, has been reported as a major libertarian thinker and a supporter of Ron Paul.
[00:32:27.222 --> 00:32:34.184]  Why would someone like Peter Thiel, who goes to the Bilderberg meeting every year, back someone like Ron Paul, who wants to break down the system?
[00:32:34.585 --> 00:32:39.106]  Well, look at the fact that Ron Paul has the only true viral internet campaign.
[00:32:39.406 --> 00:32:40.507]  That's the only candidate.
[00:32:40.567 --> 00:32:42.867]  You don't see a viral campaign for Newt Gingrich.
[00:32:43.167 --> 00:32:44.248]  You don't see it for Romney.
[00:32:44.268 --> 00:32:48.289]  You see it to a certain extent for Obama, but a lot of that is AstroTurf.
[00:32:48.969 --> 00:32:52.290]  Ron Paul has the true body of supporters, and what do they want?
[00:32:52.390 --> 00:32:53.311]  They want that data.
[00:32:54.226 --> 00:32:58.089]  They want to back people like Ron Paul so they can steer the social media data.
[00:32:58.669 --> 00:33:02.091]  They want to run it through all their sites from LinkedIn to Facebook and on.
[00:33:02.471 --> 00:33:07.835]  And they want to steer it, study it, and learn how they can use it in the future to truly hack elections.
[00:33:07.875 --> 00:33:11.397]  We're not talking about voting machine fraud, although that's still on the table.
[00:33:11.717 --> 00:33:13.559]  We're talking about steering the supporters.
[00:33:14.079 --> 00:33:16.940]  To vote for who the system wants you to vote for.
[00:33:17.000 --> 00:33:18.120]  Ron Paul is an experiment.
[00:33:18.140 --> 00:33:21.542]  They're not concerned about the candidates in this cycle in particular.
[00:33:21.882 --> 00:33:25.743]  They're concerned about latching on to the proper trends for the real future.
[00:33:26.063 --> 00:33:41.549]  And so after he did Napster, but before he got to the Facebook and cybersecurity elements, he also had the company Plaxo, which was basically a viral online address book that worked alongside of and companionship with Microsoft's Outlook.
[00:33:42.129 --> 00:33:51.332]  And according to what I read about it, it basically would download onto users' computers, steal their contacts, and contact all those people to try to get them to join the network.
[00:33:51.692 --> 00:34:01.635]  Now, this company didn't really take off and Sean Parker got kicked out of it, but they used the basis for the technology in the future successful companies, and that's just what they do.
[00:34:01.995 --> 00:34:07.337]  They seed all these companies, they see what grows, and they use the lessons they learn to build the projects.
[00:34:07.717 --> 00:34:08.977]  That actually take off.
[00:34:09.037 --> 00:34:16.200]  And again, they're all front men for the larger cartel system that includes the NSA mechanisms and all the rest of it.
[00:34:16.260 --> 00:34:21.901]  They're running things and they're using these tech geeks as the new heroes of wealth and power for this new age.
[00:34:22.241 --> 00:34:23.402]  And we must refuse them.
[00:34:23.422 --> 00:34:30.824]  You saw how cool Sean Parker thinks he is, not only with his billions, but waving to people from the Bilderberg car, really thinks he's made it.
[00:34:31.124 --> 00:34:32.985]  He's just another tool of the system.
[00:34:33.325 --> 00:34:37.106]  You don't have that coolness once you sell out to the cartel, Sean Parker.
[00:34:37.406 --> 00:34:44.949]  We'll be back after this with Yuri Masson and more on the World Bank's disgusting population control coercive methods after this.
[00:34:49.060 --> 00:34:52.281]  Have you been to InfoWarsShop.com lately?
[00:34:52.762 --> 00:34:57.303]  Express your inner patriot with these brand new InfoWars t shirts.
[00:34:57.884 --> 00:35:00.645]  Say it loud with the InfoWars Bullhorn shirt.
[00:35:01.085 --> 00:35:04.006]  Or educate the sheeple with the Bill of Rights shirt.
[00:35:04.826 --> 00:35:08.188]  Grope the public's mind with the TSA shirt.
[00:35:08.848 --> 00:35:13.130]  And with this shirt, you can let the dark side know of the Rebel Alliance's power.
[00:35:14.510 --> 00:35:17.612]  All available at InfoWarsShop.com.
[00:35:20.248 --> 00:35:25.532]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:35:25.793 --> 00:35:27.994]  Start purifying your water with ProPure.
[00:35:28.215 --> 00:35:37.182]  My friends, I've done a lot of research, and the best gravity filter out there bar none is ProPure, and it's available discounted at InfoWars.com.
[00:35:37.362 --> 00:35:40.585]  Its filters are silver impregnated to prevent bacterial growth.
[00:35:40.825 --> 00:35:42.266]  There's no priming required.
[00:35:42.546 --> 00:35:44.568]  It's NSF-42 certified.
[00:35:44.828 --> 00:35:47.330]  Optional fluoride filters can reduce fluoride up to 95%.
[00:35:48.391 --> 00:35:49.732]  Easy to set up and use.
[00:35:49.932 --> 00:35:51.233]  Doesn't require electricity.
[00:35:51.374 --> 00:35:54.236]  Purify water from lakes, streams, ponds, and wells.
[00:35:54.556 --> 00:35:57.739]  This filter system leaves in beneficial minerals, which is key.
[00:35:57.959 --> 00:35:59.740]  Save money by not buying bottled water.
[00:35:59.880 --> 00:36:01.962]  And avoid BPA that leaches from the plastic.
[00:36:02.122 --> 00:36:04.744]  ProPure is the best gravity-fed filter out there.
[00:36:04.884 --> 00:36:06.205]  It's what my family uses.
[00:36:06.466 --> 00:36:09.688]  Infowars.com already has the lowest price on ProPure.
[00:36:09.808 --> 00:36:15.473]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:36:15.693 --> 00:36:16.854]  You can also call to order.
[00:36:16.954 --> 00:36:16.994]  888-253-3139.
[00:36:24.022 --> 00:36:25.123]  And we are back from break.
[00:36:25.143 --> 00:36:41.672]  We're going to get more into depth on how the World Bank, the United Nations, and other global entities use their strings, use their economic helpfulness to help reduce the population and force countries to submit to their ulterior motives.
[00:36:42.012 --> 00:36:46.754]  Joining us now is a frequent contributor to InfoWars, Urien Massan.
[00:36:46.794 --> 00:36:51.957]  He has a new website, ExplosiveReports.com, where you can find a great deal of his past works.
[00:36:52.017 --> 00:36:53.078]  Thanks for joining us, Urien.
[00:36:53.902 --> 00:36:54.522]  Thanks for having me.
[00:36:55.183 --> 00:36:57.463]  So, first of all, tell us about this article today.
[00:36:58.904 --> 00:37:03.826]  Well, I just covered the World Bank, put out two separate reports.
[00:37:04.646 --> 00:37:19.092]  In those reports, they state and admit that they extend lendings and withdraw lendings on the basis of population reduction
[00:37:20.350 --> 00:37:23.711]  Dictates being implemented in those countries.
[00:37:23.971 --> 00:37:37.515]  So if a country, for example, Yemen or Niger refuses to implement the World Bank's population dictates, they just withdraw lending to those countries.
[00:37:38.135 --> 00:37:40.736]  So that's a pretty amazing thing, I thought.
[00:37:41.570 --> 00:37:43.491]  Yeah, it's important in a number of respects.
[00:37:43.531 --> 00:37:48.473]  I mean, first of all, we've had John Perkins on the program talking about the global hitman.
[00:37:48.513 --> 00:38:05.240]  He worked for the IMF and other related entities, and we've really seen how they've imposed their will on the third world in terms of getting a hold of resources, putting in certain economic conditions, making the debt tied to the nation following the global program they want to put them on.
[00:38:05.620 --> 00:38:15.949]  But it's especially personal, especially violating when they tie that to the life and death of individuals, when they say who can live or die has to do with who's going to receive that money.
[00:38:16.957 --> 00:38:19.899]  Right, and it's all being done well.
[00:38:19.939 --> 00:38:25.141]  You're all voluntarily committed to this program.
[00:38:25.161 --> 00:38:27.663]  You can all volunteer for this.
[00:38:28.503 --> 00:38:36.367]  It's not mandatory, but actually it is because these third world countries are completely dependent on these fundings.
[00:38:36.607 --> 00:38:43.651]  So it's a very smart way from their dark point of view to implement this kind of program.
[00:38:44.525 --> 00:38:46.926]  Yeah, and of course you dig up a lot of old documents.
[00:38:46.966 --> 00:38:51.207]  You cover, for instance, Rockefeller Foundation documents from the 60s and on and on.
[00:38:51.547 --> 00:38:53.048]  But this is a current document.
[00:38:53.088 --> 00:38:57.989]  It was published in 2010, only two years ago, and it was looking forward all the way to the year 2015.
[00:38:58.189 --> 00:39:02.730]  So it's not as if they used to be part of Eugenics and are giving it up.
[00:39:02.790 --> 00:39:04.871]  They're clearly moving this program forward.
[00:39:05.431 --> 00:39:05.792]  I think so.
[00:39:23.886 --> 00:39:28.990]  National security of the United States to the burgeoning populations in key third world countries.
[00:39:29.430 --> 00:39:36.996]  Secondly, they tried to tie food aid to a number of countries, particularly those that are starving, to the population reduction.
[00:39:37.296 --> 00:39:48.325]  And that's what they mean by food is a weapon, that they are going to withhold rations if the country doesn't cut the population as sort of a dire trade-off of the most basic
[00:39:49.485 --> 00:39:51.065]  Just terrible positions.
[00:39:51.125 --> 00:39:54.326]  I mean starving people basically if they don't cut their numbers.
[00:39:54.786 --> 00:39:55.526]  What do you think about that?
[00:39:56.366 --> 00:39:57.566]  Well, they did it in Iraq.
[00:39:58.567 --> 00:40:02.247]  It's the famous oil for food or food for oil program.
[00:40:03.468 --> 00:40:10.149]  That was a clear-cut example to pursue their geopolitical program.
[00:40:10.809 --> 00:40:13.129]  And Kissinger is of course on the forefront of this.
[00:40:13.709 --> 00:40:17.130]  And he used that in that National Security State Memorandum 200.
[00:40:19.070 --> 00:40:22.991]  Again, this World Bank also talks about a global consensus.
[00:40:23.371 --> 00:40:26.532]  So it's not just one country or one region.
[00:40:27.492 --> 00:40:28.953]  It's a global consensus.
[00:40:29.173 --> 00:40:40.856]  And that's been admitted by not only the World Bank, but also by the head of the World Bank in the 1990s, 1980s I should say, which is Klaus Tupfer, also a Bilderberg F&D.
[00:40:41.836 --> 00:40:47.277]  And he was also an executive director to the United Nations Environmental Programme.
[00:40:48.357 --> 00:40:58.739]  And he admitted in 2000 that an international consensus on worldwide population control has been established and is active right now.
[00:40:59.320 --> 00:41:11.322]  He gave a speech in Berlin and he stated, most people and policy makers, and I quote, are unaware that there is an international consensus that grounds population policy in human rights and development.
[00:41:13.717 --> 00:41:22.321]  Yeah, and it's important to note that a lot of these countries get very angry about the West's rather heavy-handed population control methodologies.
[00:41:22.602 --> 00:41:35.208]  So much of it is Rockefeller family-led and so forth and so on, but you see places like India and Pakistan where we've got covert drone warfare, covert war spilling over from Afghanistan, all on the al-Qaeda pretext.
[00:41:35.588 --> 00:41:42.792]  At the same time, Bill Gates and his friends are pushing vaccines in the country, and it's harming, in some cases, tens of thousands of children.
[00:41:43.253 --> 00:41:46.381]  And a lot of the key experts in those countries are outraged about it.
[00:41:46.421 --> 00:41:50.011]  You see the same thing in countries in Africa and Latin America as well.
[00:41:50.051 --> 00:41:51.094]  What have you found on that front?
[00:41:52.242 --> 00:41:55.924]  Well, not too much, but I know this is going on, of course.
[00:41:57.004 --> 00:42:03.027]  You've got all these different pieces of the puzzle, you should say, of this scientific dictatorship.
[00:42:03.367 --> 00:42:09.329]  That's the Bill and Melinda Gates Foundation, of course, and the Rockefeller Foundation.
[00:42:09.650 --> 00:42:17.033]  They all work in unison, in a global consensus, to make this possible.
[00:42:17.113 --> 00:42:19.674]  So they use food as a weapon.
[00:42:20.434 --> 00:42:47.764]  They use vaccines as a soft kill weapon and of course they use media as a brainwashing weapon and they use UNESCO or UNESCO uses them as a way to brainwash the youth from a very very early age on to concepts and desensitizing them to concepts such as reproductive health which in essence means abortions and it's making it okay
[00:42:50.059 --> 00:42:52.520]  Sure.
[00:42:55.041 --> 00:42:59.864]  Now I want to pull up a series of quotes here to show how long this part of the agenda has been going on.
[00:43:00.244 --> 00:43:10.830]  Again, here we're talking about the World Bank and the United Nations Population Fund, talking about tying the loans to these sovereign countries through the population control mechanism.
[00:43:11.110 --> 00:43:14.632]  You see this going all the way back to the 40s and 50s with Bertrand Russell.
[00:43:14.992 --> 00:43:21.237]  So he wrote then, in The Impact of Science on Society, 1953, about the international food authority he wanted to create.
[00:43:21.597 --> 00:43:30.425]  He said, to deal with the problem of increasing population and decreasing food supplies, it will be necessary to find ways of preventing an increase in world population.
[00:43:32.146 --> 00:43:37.971]  If this is to be done, other than by war, pestilence and famine, it will demand a powerful international authority.
[00:43:39.645 --> 00:43:45.190]  This authority should deal out the world's food to various nations in proportion to their population.
[00:43:45.650 --> 00:43:51.334]  If any nation subsequently increased its population, it should not on that account receive any more food.
[00:43:51.675 --> 00:43:55.778]  The motive for not increasing population will therefore be very compelling.
[00:43:56.078 --> 00:43:59.581]  And you see this again in the 70s with Kissinger.
[00:43:59.621 --> 00:44:01.162]  We just talked about his food.
[00:44:01.943 --> 00:44:04.665]  Food is a weapon, quotes, but you also see it in ecoscience.
[00:44:05.005 --> 00:44:11.870]  The book by White House advisor John P. Holdren and Ehrlich, they talked about the planetary regime rather than the international authority.
[00:44:11.910 --> 00:44:12.390]  Same thing.
[00:44:12.771 --> 00:44:27.121]  Perhaps those agencies combined with the United Nations Environmental Program and the United Nations Population Agencies might be eventually developed into a planetary regime, a sort of international super agency for population, resources and environment.
[00:44:28.519 --> 00:44:39.857]  Such a comprehensive planetary regime could control the development, administration, conservation, and distribution of all natural resources, including all food on the international market.
[00:44:41.220 --> 00:44:51.087]  The planetary regime might be given responsibility for determining the optimum population for the world for each region and arbitrating the various country shares within the regional limits.
[00:44:51.407 --> 00:44:54.289]  So that's really the same basic concept we're talking about here.
[00:44:54.689 --> 00:45:01.694]  Here it's tied under the loan and the lending agreements and all the strings that we've seen, again, these IMF controlled countries.
[00:45:01.994 --> 00:45:07.778]  But here the World Bank is using, again, the population as the primary carrot, the lure on the stick.
[00:45:09.159 --> 00:45:09.340]  Right.
[00:45:09.661 --> 00:45:14.155]  And you have this quote by the planetary regime.
[00:45:14.416 --> 00:45:15.500]  There are many words for that.
[00:45:17.043 --> 00:45:19.024]  And there is a global consensus.
[00:45:19.224 --> 00:45:22.465]  So that's just written and it's documented.
[00:45:23.505 --> 00:45:40.889]  When we look at this World Bank report, they actually say that this strategy and the consensus can be best achieved by a coordinated strategy implemented by a visible, strong and high-level in-country unit with a mandate to design, monitor and evaluate the effectiveness of the program.
[00:45:41.556 --> 00:45:49.754]  So that means in-country units are stationed in third world countries to make sure these depopulation programs will be executed.
[00:45:52.318 --> 00:45:53.018]  It's just crazy.
[00:45:53.058 --> 00:45:53.679]  It's brash.
[00:45:53.739 --> 00:45:55.399]  It's so written in the language.
[00:45:55.419 --> 00:45:57.340]  They know people aren't reading these reports.
[00:45:57.400 --> 00:46:01.882]  They're still paying attention, even if they're reading internet news, to very superficial stories.
[00:46:02.222 --> 00:46:07.324]  But this is all part of the deep research, and you've been doing it for, I don't know how many years now, at least five plus.
[00:46:07.644 --> 00:46:11.546]  Tell me about your new website and some of the old archive works that are going to be posted there.
[00:46:12.702 --> 00:46:27.272]  Well, my new website is called ExplosiveReports.com and I just put it up in the last couple of weeks, so I still have to do a lot of work about, have to put a lot of work in that, especially post a lot of my older articles.
[00:46:28.473 --> 00:46:37.800]  And I will be posted on the homepage of the website, the featured articles, the most recent ones, which I will also be sending through to InfoWars, of course.
[00:46:38.624 --> 00:46:45.210]  And what's the latest from your perspective on the Bilderberg meeting coming up, the agenda they're going to be pursuing and some of the key attendees?
[00:46:46.531 --> 00:47:05.027]  Well, the key attendees, besides the usual suspects, let's say, Queen Beatrix and all those, will probably be political figures that will play an important role in the coming months and years in creating a crisis in regards to the euro.
[00:47:06.292 --> 00:47:14.058]  And that Euro has to be maintained and will be moved in into a global currency or a world currency.
[00:47:14.219 --> 00:47:16.080]  I think that's the next step they want to do.
[00:47:16.921 --> 00:47:24.428]  But it is going to be difficult because the resistance in European countries now, not only Greece, is mounting.
[00:47:25.228 --> 00:47:26.730]  So that's good news from the front.
[00:47:26.770 --> 00:47:31.154]  So they're, what Paul Joseph Watson wrote today, a little bit panicking, I think.
[00:47:31.803 --> 00:47:37.068]  Well, Greece has really been revolting against the austerity measures, saying they're going to buck that debt.
[00:47:37.348 --> 00:47:48.358]  And that's the whole purpose of putting those debts on the weaker European countries, so they can try to get them in line the way they've been doing with these developing world countries through the IMF, through the World Bank, and those related programs.
[00:47:49.406 --> 00:48:06.451]  Right, and it was in 1955 that Bilderberg reports or a transcript of one of the reports said that the plan for world currency was already outlined then in 1955.
[00:48:07.211 --> 00:48:14.653]  So that's just being executed now every year again by the Bilderberg Group coordinating all of the
[00:48:16.015 --> 00:48:23.240]  And I think you'll see resistance mounting even further now in the next couple of years, despite what Bilderberg plans to do.
[00:48:24.020 --> 00:48:26.261]  So I think that's good news from the front.
[00:48:26.581 --> 00:48:33.886]  There's a lot of resistance, also in the Netherlands, also in France, also in Germany, against this rising tide of tyranny.
[00:48:34.631 --> 00:48:35.172]  Absolutely.
[00:48:35.592 --> 00:48:37.093]  Well, we'll leave it there for today.
[00:48:37.113 --> 00:48:44.160]  Yuri Mason, and your website again is ExplosiveReports.com, and you're featured regularly on InfoWars.com.
[00:48:44.180 --> 00:48:47.883]  Thanks for joining us, and that's all for tonight's InfoWars Nightly News.
[00:48:47.903 --> 00:48:49.104]  We'll be back again tomorrow.
[00:48:49.324 --> 00:48:53.528]  Don't forget, you can support us not only monetarily, but by getting the word out.
[00:48:53.568 --> 00:48:57.772]  You can do that in one stone's throw by becoming a subscriber.
[00:48:58.212 --> 00:49:03.773]  At PrisonPlanet.tv, we have a 15-day free trial going on right now if you want to check it out first.
[00:49:04.233 --> 00:49:12.315]  We also have a number of great products that both help get the word out, help educate other people about our mission, and of course fund this operation.
[00:49:12.335 --> 00:49:22.117]  You can find those at the InfoWars store, URL InfoWarsShop.com, and we have everything from preparedness items to books where you can educate yourself and others.
[00:49:22.617 --> 00:49:26.621]  Radios to stay in tune, and lots of great books and t-shirts.
[00:49:26.701 --> 00:49:41.313]  Farmageddon was a great documentary on the crackdown on really very American farming techniques, traditional stuff, and lots of great t-shirts, Star Wars logos, declarations of freedoms, come and take it, TSA shirts, and a whole lot more.
[00:49:41.353 --> 00:49:46.618]  Just check it out for yourself, and please consider supporting us here at the InfoWars Nightly News.
[00:49:46.938 --> 00:49:47.739]  That's all for tonight.
[00:49:47.839 --> 00:49:48.460]  I'm Aaron Dyches.
[00:50:15.711 --> 00:50:15.853]  Yeah.
