[00:00:39.519 --> 00:00:40.040]  Good evening.
[00:27:26.080 --> 00:27:27.301]  Tweedledee, Tweedledum.
[00:27:28.101 --> 00:27:36.887]  Elect either one of them, and I'm going to suggest we are going to have a heightened police state in this country, a growing police state, continued growing police state.
[00:27:37.687 --> 00:27:38.528]  Elect either one.
[00:27:38.568 --> 00:27:47.854]  I'm going to suggest that we are still going to be in a state of perpetual war, that we're going to continue to militarily intervene in other countries' affairs, that
[00:27:48.474 --> 00:27:57.498]  Result, I think, in hundreds of millions of enemies to this country that, but for our military interventions, perhaps would otherwise not exist.
[00:27:58.338 --> 00:28:01.299]  And then lastly, let's balance the federal budget now.
[00:28:02.720 --> 00:28:04.961]  Not 28 years from now, but now.
[00:28:05.621 --> 00:28:10.063]  If we don't balance the budget, I think we're going to find ourselves in a monetary collapse.
[00:28:10.891 --> 00:28:22.133]  A monetary collapse very simply being when the dollars that we have in our pocket don't buy a thing because of the accompanying inflation that is going to go along with this at some point.
[00:28:22.914 --> 00:28:32.956]  I also advocate abolishing the income tax, corporate tax, eliminating the IRS, and replacing all of that with one federal consumption tax.
[00:28:33.156 --> 00:28:34.856]  I am advocating the fair tax.
[00:28:35.616 --> 00:28:38.477]  I think that's really the answer when it comes to American jobs.
[00:28:39.229 --> 00:28:45.244]  Because in a zero corporate tax rate environment, if the private sector doesn't create tens of millions of jobs...
[00:28:46.380 --> 00:28:49.001]  I don't know what it takes to create tens of millions of jobs.
[00:28:49.581 --> 00:28:52.221]  So big difference between myself and the other two.
[00:28:53.402 --> 00:29:00.743]  And David, when I talk about myself and the other two, I'm on the ballot currently in 47 states and the District of Columbia.
[00:29:01.183 --> 00:29:03.064]  We are litigated in the other three.
[00:29:03.964 --> 00:29:05.224]  We think we're going to prevail.
[00:29:05.744 --> 00:29:12.686]  So although there are other third party candidates, no other third party candidate will come close to 50 ballot access.
[00:29:13.689 --> 00:29:19.013]  Now, you've recently filed a lawsuit against the Presidential Commission on Debates.
[00:29:19.053 --> 00:29:24.497]  They're a very secretive organization, and in my estimation, they're the new Federal Reserve.
[00:29:25.117 --> 00:29:32.563]  Because they're secretive like the Federal Reserve, only a handful of individuals represent these people.
[00:29:33.844 --> 00:29:38.931]  This organization, they're not elected by the people and they have great control over the people.
[00:29:38.971 --> 00:29:41.775]  They're called, again, the Presidential Commission on Debates.
[00:29:41.815 --> 00:29:46.222]  And you have filed a lawsuit against this secretive organization.
[00:29:46.903 --> 00:29:49.186]  Tell us about the lawsuit and why you decided to file it.
[00:29:49.835 --> 00:29:52.597]  Well, we will be filing a number of lawsuits, actually.
[00:29:52.657 --> 00:29:58.981]  We filed the first of what are going to be three, but the first one was on antitrust grounds.
[00:29:59.221 --> 00:30:05.085]  Who are they and why are they able to restrict who doesn't or does get into the debates?
[00:30:05.286 --> 00:30:14.692]  They are a private organization and they're made up of Democrats and Republicans, so they have no vested interest whatsoever in seeing a third party on the debate stage.
[00:30:15.052 --> 00:30:17.114]  They were set up after Ross Perot, really,
[00:30:17.834 --> 00:30:21.196]  To prevent Ross Perot from ever being on stage again.
[00:30:22.277 --> 00:30:23.618]  Yeah, it's amazing.
[00:30:23.858 --> 00:30:27.201]  And I know you don't represent them, obviously, but what are the rules?
[00:30:27.281 --> 00:30:28.161]  What are they telling you?
[00:30:28.822 --> 00:30:33.045]  As far as, you know, what do you need to be part of the debate?
[00:30:33.245 --> 00:30:38.388]  Well, you have to be qualified in enough states to have a potential of winning.
[00:30:38.949 --> 00:30:42.051]  Be able to win enough electoral college votes to win.
[00:30:42.791 --> 00:30:45.934]  And then the other one is a certain showing in the polls.
[00:30:46.034 --> 00:30:52.119]  Well, David, if you're not in the polls, how do you get 15% in the polls if you're not in the polls?
[00:30:52.619 --> 00:30:56.322]  You know, right now, arguably, I'm at 6% nationally.
[00:30:56.582 --> 00:31:03.427]  I would just ask you, do you hear my name six times for every time you hear Obama or Romney's name 100 times?
[00:31:04.108 --> 00:31:08.852]  I'm going to suggest you hear my name one time for every 5,000 times you hear these guys' names.
[00:31:09.452 --> 00:31:12.754]  So, point is, I think we're doing a terrific job here.
[00:31:13.435 --> 00:31:25.862]  If it were just being reported a month ago, if it were just reported where I was, I think I would be at that 15% today, because interest, when it comes to my candidacy, is a good thing.
[00:31:26.423 --> 00:31:33.307]  I really do have a resume to not only suggest that I can do this job, but that I can do a good job at it.
[00:31:34.247 --> 00:31:36.469]  Now, when do you expect a ruling on this lawsuit?
[00:31:37.313 --> 00:31:43.156]  I think part of the lawsuit is it has to be ruled on immediately because the first debate is October 3rd.
[00:31:43.976 --> 00:31:44.216]  Okay.
[00:31:44.676 --> 00:31:50.419]  And again, for viewers, they're called the Presidential Commission on Debates, a very, very secretive organization.
[00:31:51.079 --> 00:31:52.880]  I'm calling them the New Federal Reserve.
[00:31:53.300 --> 00:31:58.362]  So Google them and learn a little bit more about them, although they operate in secrecy.
[00:31:58.402 --> 00:31:59.803]  You're not going to learn much about them.
[00:32:01.003 --> 00:32:01.824]  Now, Governor
[00:32:02.584 --> 00:32:15.208]  We're going to talk about issues in one more minute, but very briefly, tell us a little bit about the 5% threshold you are trying to get in the general election, and why hitting it would be beneficial to your cause.
[00:32:16.068 --> 00:32:31.592]  Well, reaching 5% would entitle the Libertarian Party to matching funds, significant matching funds, to where next presidential cycle, the Libertarian Party, because of those matching funds, would be a real power to be reckoned with.
[00:32:32.153 --> 00:32:39.436]  Not that it won't be the case this go-round, but given that amount of money reaching a 5% threshold, very, very significant.
[00:32:39.936 --> 00:32:47.479]  It would mean there wouldn't be any issue with ballot access in all 50 states reaching a 5% threshold.
[00:32:47.499 --> 00:32:51.480]  Okay, and right now, how much does the Libertarian Party receive in federal funding?
[00:32:52.441 --> 00:32:53.321]  None.
[00:32:53.561 --> 00:32:59.043]  I did submit for federal matching funds.
[00:32:59.083 --> 00:33:00.564]  It really had to do more with
[00:33:01.710 --> 00:33:20.358]  Being in the Republican primary than in the general election, but we may receive up to a million dollars in federal matching funds this go-round, and that would be based on Bob Barr showing last election of one-half of one percent, so you can see how significant this could be if we got to five percent.
[00:33:20.734 --> 00:33:23.476]  Yeah, you're talking about millions of dollars more, tens of millions.
[00:33:23.496 --> 00:33:25.177]  Now let's talk a little bit about the issues, Governor.
[00:33:25.877 --> 00:33:31.641]  What are your thoughts on the President's controversial NDAA bill, and what would you do about this bill if elected?
[00:33:32.481 --> 00:33:39.085]  Well, if I would have been President, I would not have signed the National Defense Authorization Act, allowing for you and I, as U.S.
[00:33:39.165 --> 00:33:42.127]  citizens, to be arrested and detained without being charged.
[00:33:42.187 --> 00:33:43.768]  I think this is why we fought wars.
[00:33:43.788 --> 00:33:46.530]  Okay, so you obviously would try to repeal it.
[00:33:47.256 --> 00:33:49.518]  Well, and it will come up for reauthorization.
[00:33:49.538 --> 00:33:58.066]  I don't know what the time frame is on reauthorization, but I would not reauthorize it, given that caveat to the National Defense Authorization Act.
[00:33:58.306 --> 00:34:00.048]  Now, are you highly offended by this bill?
[00:34:00.088 --> 00:34:05.753]  It seems that some people agree with it, disagree with it, but there's not an outrage over this bill.
[00:34:05.813 --> 00:34:10.918]  I mean, is this bill, you know, something that the American public should be very concerned about?
[00:34:11.218 --> 00:34:14.080]  This is a bill that the American public should be concerned about.
[00:34:14.120 --> 00:34:15.801]  This and the Patriot Act.
[00:34:16.062 --> 00:34:19.864]  The constant furthering erosion of our civil liberties.
[00:34:20.144 --> 00:34:22.946]  And this is happening in a very insidious way.
[00:34:23.046 --> 00:34:24.808]  The National Defense Authorization Act.
[00:34:25.428 --> 00:34:34.214]  Look, we fought wars over the government not being able to arrest you or I and hold us, detain us, without being charged.
[00:34:34.294 --> 00:34:37.657]  I think this is fundamental to the United States Constitution.
[00:34:37.697 --> 00:34:40.179]  I think it's fundamental to why we have fought wars.
[00:34:40.899 --> 00:34:41.139]  Okay.
[00:34:41.459 --> 00:34:45.080]  Now, what are your thoughts on the fact that the President has yet to shut down Guantanamo Bay?
[00:34:45.740 --> 00:34:49.781]  And how would you address the issue of POW torture?
[00:34:50.541 --> 00:35:03.023]  Well, the reasons for Guantanamo Bay, the reasons for shutting down what has become synonymous with Guantanamo Bay is torture and detainment without being charged.
[00:35:03.123 --> 00:35:05.904]  I would stop both of those practices immediately.
[00:35:06.704 --> 00:35:11.068]  Should we, or do we need a facility like Guantanamo Bay?
[00:35:11.208 --> 00:35:11.808]  Perhaps.
[00:35:12.449 --> 00:35:20.876]  So perhaps we keep Guantanamo Bay open, but it would not be open for business to conduct torture or detainment without charge.
[00:35:21.457 --> 00:35:21.717]  Okay.
[00:35:22.661 --> 00:35:29.464]  What are your thoughts on the Libyan embassy killings and the continued unrest we see occurring in several Middle Eastern countries?
[00:35:29.924 --> 00:35:32.065]  Well, let's vacate these embassies now.
[00:35:32.526 --> 00:35:37.288]  It would not be a show of weakness on our part to get out of these embassies, but let's get out of these embassies.
[00:35:37.468 --> 00:35:38.748]  What are these embassies for?
[00:35:38.828 --> 00:35:39.929]  We're setting ourselves up
[00:35:40.609 --> 00:35:45.152]  Symbolically, to be a target in an area that's very volatile.
[00:35:46.073 --> 00:35:56.781]  I think it's volatile because of our military interventions, and that doesn't seem to come to an end, but let's get out of the embassies, let's not put ourselves up as a target.
[00:35:57.521 --> 00:36:06.788]  We've put ourselves in the position in the first place by intervening in all of, militarily, in all of these different countries.
[00:36:07.548 --> 00:36:20.771]  Libya, look, we spent hundreds of millions of dollars to oust Muammar Gaddafi and now the group that's coming in to replace Muammar Gaddafi arguably is made up of Al-Qaeda?
[00:36:21.831 --> 00:36:30.493]  Gee, none of this seems to make any sense and yet this is our continued state of war.
[00:36:31.593 --> 00:36:34.234]  Now this issue has many people talking about foreign aid.
[00:36:35.189 --> 00:36:37.531]  Should we provide foreign aid to other countries?
[00:36:38.091 --> 00:36:40.173]  What is your stance on foreign aid?
[00:36:40.593 --> 00:36:46.978]  Well, I think that people need to understand that foreign aid is aid to foreign governments that we prop up.
[00:36:48.099 --> 00:36:51.822]  We oust one dictator and then we put a new dictator in power.
[00:36:52.062 --> 00:36:56.105]  Foreign aid is the money that we give to the new dictator.
[00:36:56.145 --> 00:36:59.548]  It's not to people in these countries, it's to the dictators.
[00:37:00.248 --> 00:37:06.861]  Taking from poor people in the United States and giving it to rich people in other countries that are taking over these other countries.
[00:37:06.921 --> 00:37:08.584]  So, foreign aid should stop.
[00:37:09.534 --> 00:37:09.754]  Okay.
[00:37:10.355 --> 00:37:12.416]  Now, how would you handle the Iranian crisis?
[00:37:12.917 --> 00:37:18.341]  Obviously, you've got Israel, the United States talking about possibly attacking Iran.
[00:37:18.361 --> 00:37:20.423]  How would you handle the Iranian crisis?
[00:37:20.443 --> 00:37:21.904]  Well, I would not bomb Iran.
[00:37:22.265 --> 00:37:25.367]  I don't think there is a military threat from Iran.
[00:37:25.928 --> 00:37:31.933]  And if we bomb Iran, in my opinion, we're going to find ourselves with another hundred million enemies to this country.
[00:37:33.495 --> 00:37:36.717]  But for that bombing would not otherwise occur.
[00:37:37.458 --> 00:37:43.102]  Let's not forget that after 9-11 the largest demonstration in the world in support of the United States was in Iran.
[00:37:44.236 --> 00:37:52.260]  And a million demonstrators show up in support of the United States, and we're going to bomb the citizens of Iran?
[00:37:52.861 --> 00:37:56.383]  Look, our beef is with Ahmadinejad, but it shouldn't involve bombing.
[00:37:56.443 --> 00:38:01.085]  If I were President of the United States right now, I would urge Israel to not be bombing Iran.
[00:38:02.066 --> 00:38:10.150]  If we don't want them to get a nuclear weapon, let's consider the notion of free trade as opposed to embargo.
[00:38:12.319 --> 00:38:16.522]  And you talked a little bit about it earlier on in the segment here.
[00:38:16.562 --> 00:38:19.124]  In your estimation, what is the state of the U.S.
[00:38:19.164 --> 00:38:19.564]  economy?
[00:38:20.849 --> 00:38:22.090]  On the verge of collapse.
[00:38:22.550 --> 00:38:27.292]  The fact that we're borrowing and printing money to the tune of 43 cents out of every dollar that we spend.
[00:38:27.492 --> 00:38:29.393]  I believe that it's not sustainable.
[00:38:30.073 --> 00:38:36.656]  The only way we have a chance at avoiding a monetary collapse, in my opinion, is to balance the federal budget now.
[00:38:36.936 --> 00:38:38.617]  So I'm making a couple of promises.
[00:38:38.877 --> 00:38:42.999]  One is, I will submit a balanced budget to Congress in the year 2013.
[00:38:43.579 --> 00:38:47.521]  I promise to veto any legislation where expenses exceed revenue.
[00:38:48.181 --> 00:38:56.523]  And, David, I want to suggest that with those two promises kept, spending will be lower than any other scenario you could possibly come up with.
[00:38:57.103 --> 00:39:00.644]  Does that get us out from under the threat of a monetary collapse?
[00:39:00.724 --> 00:39:03.365]  No, because we still have a $16 trillion debt.
[00:39:04.545 --> 00:39:05.625]  We need strong U.S.
[00:39:05.766 --> 00:39:07.366]  dollar policies, not weak U.S.
[00:39:07.426 --> 00:39:11.447]  dollar policies, and we continue on the pathway to weak dollar.
[00:39:12.170 --> 00:39:13.730]  Now, you talked about economic collapse.
[00:39:13.770 --> 00:39:14.531]  You're a governor.
[00:39:14.651 --> 00:39:17.811]  You've, you know, you've had to look at spreadsheets and budgets before.
[00:39:18.472 --> 00:39:31.435]  Just looking at our finances, our country's finances, I know you're not, you know, no one's psychic, but where do you think, I mean, if you were given a time frame as to when this country might collapse economically, I mean, what time frame would you give?
[00:39:31.775 --> 00:39:40.450]  Well, I get the sense sooner than later, and I get the sense that the solution is to slash spending.
[00:39:40.490 --> 00:39:44.737]  The solution starts with a balanced budget, and that's where I'm going to start.
[00:39:46.594 --> 00:40:02.945]  Sooner than later, obviously thousands of people worldwide make their living predicting bond prices, and those bond prices don't reflect that at all today, but it will be a bond market collapse, and it's not going to be anything that anybody sees.
[00:40:03.045 --> 00:40:04.085]  It's just going to happen.
[00:40:04.646 --> 00:40:06.247]  But any estimated time frame?
[00:40:06.267 --> 00:40:10.910]  I mean, I know, again, you're not, no one is psychic, but you're a man, you know, you're a political figure.
[00:40:11.010 --> 00:40:13.932]  Well, I'm believing that it's sooner than later, and I'm believing... Within a year?
[00:40:14.935 --> 00:40:44.120]  Well, if I were in that, if I actually believed in that, I would make bets to that from a financial standpoint, but I do believe it sooner than later, and regardless of when it comes, and I'll just say that it is coming, that it's looming, that we can't escape the mathematics of what we're currently doing, that we should be on the safe side and embark on what the solutions are to go along with all this, and that starts with balancing revenues and expenditures.
[00:40:44.787 --> 00:40:50.950]  No, in my estimation, the main culprit for this economic collapse, this is just my assessment, is the Federal Reserve.
[00:40:51.751 --> 00:40:56.433]  What are your thoughts on the Federal Reserve and do you support abolishing it, auditing it?
[00:40:56.654 --> 00:40:59.315]  I would sign legislation abolishing the Federal Reserve.
[00:40:59.555 --> 00:41:01.016]  I think it's an inside game.
[00:41:01.036 --> 00:41:04.018]  The Federal Reserve takes money from Treasury.
[00:41:05.419 --> 00:41:07.020]  They loan it to the banks.
[00:41:07.581 --> 00:41:08.942]  They take money from the Treasury.
[00:41:09.042 --> 00:41:10.223]  Treasury prints the money.
[00:41:10.343 --> 00:41:13.766]  Federal Reserve gives it to the banks at 0% interest.
[00:41:14.207 --> 00:41:18.791]  Banks don't loan that money out to you or I. They buy up Treasuries in a closed loop.
[00:41:19.632 --> 00:41:19.952]  Look at it.
[00:41:19.972 --> 00:41:22.254]  This is Bernie Madoff with a printing machine.
[00:41:22.334 --> 00:41:23.835]  How long would Bernie have lasted?
[00:41:23.916 --> 00:41:25.577]  Well, how long are we going to last?
[00:41:25.637 --> 00:41:27.399]  Because we do have a printing machine.
[00:41:28.399 --> 00:41:30.900]  I would abolish the Federal Reserve if given the opportunity.
[00:41:30.920 --> 00:41:33.841]  I would repeal legal tender laws if given the opportunity.
[00:41:34.562 --> 00:41:37.623]  I would establish competing currencies if given the opportunity.
[00:41:38.383 --> 00:41:38.623]  Okay.
[00:41:39.224 --> 00:41:42.405]  Now, how would you handle the Medicare and Social Security dilemma?
[00:41:43.493 --> 00:41:45.716]  Well, Social Security is absolutely fixable.
[00:41:45.736 --> 00:41:50.462]  Social Security is a system that just needs to take in more money than what it pays out.
[00:41:50.923 --> 00:41:52.545]  I am advocating the Fair Tax.
[00:41:52.785 --> 00:41:58.953]  So, with the Fair Tax implemented, there would no longer be a deduction from your payroll check for Social Security.
[00:41:59.580 --> 00:42:04.943]  Social Security, Medicare, unemployment would come out of the proceeds of the Fair Tax.
[00:42:05.383 --> 00:42:09.425]  The employer match for all of those three would come out of the proceeds of the Fair Tax.
[00:42:10.106 --> 00:42:12.727]  But Social Security, absolutely savable.
[00:42:12.747 --> 00:42:20.551]  A few caveats, raising the retirement age, changing the escalator built into Social Security from the wage index to the inflation rate.
[00:42:21.423 --> 00:42:25.406]  I think you could have a very fair means testing when it comes to Social Security.
[00:42:25.787 --> 00:42:27.068]  How much did you pay in?
[00:42:27.168 --> 00:42:30.470]  How much should you get paid out, given a certain level of income?
[00:42:31.771 --> 00:42:34.554]  And then have an opt-in, opt-out provision.
[00:42:35.274 --> 00:42:39.378]  But Social Security is a problem that is just pale in comparison to Medicare.
[00:42:39.838 --> 00:42:40.719]  And Medicaid.
[00:42:41.479 --> 00:42:42.800]  Open-ended entitlements.
[00:42:46.514 --> 00:42:53.101]  As Governor of New Mexico, I oversaw the reform of Medicaid, which was healthcare to the poor in New Mexico.
[00:42:53.862 --> 00:42:57.146]  We took it from a fee-for-service model to a managed care model.
[00:42:57.786 --> 00:43:02.612]  We saved hundreds of millions of dollars and we set up better healthcare networks doing that.
[00:43:03.527 --> 00:43:15.516]  If the federal government would have block-granted the state of New Mexico 43% less money, done away with all the strings and all the mandates, David, I think I could have effectively overseen the delivery of health care to the poor.
[00:43:16.057 --> 00:43:20.920]  I would apply that same model to health care for those over 65, Medicare.
[00:43:22.822 --> 00:43:25.744]  Federal government needs to get out of the health care business completely.
[00:43:26.465 --> 00:43:27.746]  Devolve it to the states.
[00:43:28.006 --> 00:43:31.688]  States are going to end up drawing new lines with regard to eligibility.
[00:43:32.529 --> 00:43:39.393]  But what we need to recognize is, if we don't spend within our means, there won't be health care for anybody.
[00:43:40.173 --> 00:43:45.316]  In a monetary collapse, the government will be incapable of delivering any goods and services.
[00:43:46.177 --> 00:43:53.121]  And just rewinding, you said obviously Social Security is not this country's biggest problem, but you did mention raising the age.
[00:43:53.181 --> 00:43:54.182]  What would you raise it to?
[00:43:56.004 --> 00:44:02.372]  To make it actuarially sound, I'm not suggesting the following, but currently we have 62 and 65, 70, 72.
[00:44:02.513 --> 00:44:02.733]  Okay.
[00:44:07.341 --> 00:44:10.904]  Alright, and let's talk a little bit about the immigration issue.
[00:44:10.964 --> 00:44:17.890]  Recently, Mitt Romney and President Barack Obama were conducting interviews, I believe it was with Univision, a Hispanic media outlet.
[00:44:18.110 --> 00:44:20.332]  How would you handle the illegal immigration issue?
[00:44:20.993 --> 00:44:25.376]  Well, I would start with the premise that immigration is a good thing.
[00:44:27.935 --> 00:44:28.575]  It's a good thing.
[00:44:28.675 --> 00:44:35.517]  I think that we should make it as easy as possible for someone that wants to come into this country and work to get a work visa.
[00:44:36.057 --> 00:44:37.518]  I'm not talking about a green card.
[00:44:37.578 --> 00:44:39.758]  I'm not talking about citizenship, but a work visa.
[00:44:40.278 --> 00:44:45.920]  A work visa would entail a background check and a social security card so that applicable taxes would get paid.
[00:44:46.500 --> 00:44:50.084]  If we implement the fair tax, taxes won't be an issue at all.
[00:44:50.584 --> 00:44:54.247]  Because whether you're illegal, legal, a visitor to the U.S., or a U.S.
[00:44:54.287 --> 00:44:58.691]  citizen, nobody is going to be able to avoid paying one federal consumption tax.
[00:44:59.542 --> 00:45:00.963]  Let's not build a fence.
[00:45:01.523 --> 00:45:05.285]  Let's recognize that border violence is a prohibition phenomenon.
[00:45:05.885 --> 00:45:11.308]  Legalized marijuana, arguably 75% of the border violence with Mexico, goes away.
[00:45:11.888 --> 00:45:27.556]  And with regard to the 11 million illegal immigrants that are here in this country right now, we need to set up a grace period where we can document those 11 million illegal immigrants so that we do have tax-paying, law-abiding citizens and we don't want criminals working in this country.
[00:45:27.836 --> 00:45:35.000]  What about those that say, well, because they came in here illegally, they've cost us a lot of money in the ER room, education, I mean, would you fine them at all?
[00:45:35.320 --> 00:45:38.542]  Just so that they can offset some of the cost that they have cost this country?
[00:45:38.602 --> 00:45:43.705]  Well, I think that that's a misconception, that they've cost this country money.
[00:45:44.246 --> 00:45:47.868]  As governor of New Mexico, I asked everyone in my administration
[00:45:49.195 --> 00:45:57.259]  And that would have been those in law enforcement, those in education, those in health and human services, to give me a cost-benefit analysis.
[00:45:57.359 --> 00:45:58.300]  Legal, illegal.
[00:45:58.980 --> 00:46:00.361]  How much money is coming in the door?
[00:46:00.421 --> 00:46:01.441]  How much is going out?
[00:46:02.302 --> 00:46:06.664]  The 100% consensus was more money was coming in the door than is going out.
[00:46:07.644 --> 00:46:20.315]  What we little realize is that for the most part, illegal immigrants are providing false documentation that result in taxes being taken out of checks with no claim made on those taxes ever.
[00:46:21.548 --> 00:46:24.829]  So you're saying the illegal immigrants do not cost this country money?
[00:46:25.430 --> 00:46:33.353]  The illegal immigrants do not cost this country money, and from the context of adding or taking jobs that U.S.
[00:46:33.413 --> 00:46:38.035]  citizens don't want, I'm going to suggest that they are value-added.
[00:46:38.075 --> 00:46:48.519]  Now, there's no excuse for illegal immigration, but I'm going to suggest to you that the reason we have so much illegal immigration is because you can't get a work visa and come into this country and work.
[00:46:49.199 --> 00:46:54.283]  Would immigrants stand in line if the line was moving to get a work visa?
[00:46:54.604 --> 00:46:57.366]  I believe they would stand in line if the line was moving.
[00:46:58.227 --> 00:46:58.327]  Okay.
[00:46:58.347 --> 00:46:59.928]  Let's change gears a little bit.
[00:47:00.408 --> 00:47:01.489]  Recently, U.S.
[00:47:01.549 --> 00:47:08.715]  Attorney General Eric Holder was exonerated from any wrongdoing in relation to the Fast and Furious operation.
[00:47:10.316 --> 00:47:11.938]  What are your thoughts on that operation?
[00:47:12.850 --> 00:47:29.384]  Well, just that my experience growing a company from one person to a thousand people, my experience as governor of New Mexico, I just find it almost beyond belief that as the head of an agency you would not understand what is going on within the agency.
[00:47:29.884 --> 00:47:33.047]  That said, if he doesn't know, that's even a bigger indictment, I think.
[00:47:33.988 --> 00:47:34.228]  Okay.
[00:47:35.068 --> 00:47:36.950]  And what do you think about the operation itself?
[00:47:37.070 --> 00:47:39.152]  I mean, the fact that that operation was carried out?
[00:47:40.168 --> 00:47:48.632]  Well, it seems an extension of everything that we seem to do when it comes to the government, and that is that it just all defies logic.
[00:47:49.472 --> 00:48:05.719]  I would suggest that fast and furious is our foreign policy when it comes to military intervention, and let's shoot first, ask questions later, and deal with all the enemies that we have created worldwide as a result of that aggression.
[00:48:06.530 --> 00:48:06.670]  Okay.
[00:48:07.090 --> 00:48:11.153]  Now, speaking of shooting, let's talk a little bit about gun control and gun control laws.
[00:48:11.613 --> 00:48:18.818]  Obviously, you know that after the Colorado shootings, many politicians were saying, once again, we need stricter gun control laws.
[00:48:19.078 --> 00:48:20.559]  You hear that quite often.
[00:48:20.999 --> 00:48:22.320]  Where do you stand on gun control?
[00:48:22.941 --> 00:48:25.822]  Well, I don't think the Second Amendment could be any more clear.
[00:48:26.543 --> 00:48:33.267]  I am not for restricting handguns or guns of any kind, whether that be caliber, rounds in the chamber.
[00:48:35.222 --> 00:48:40.604]  I just think when you make guns illegal, those that end up owning those guns are criminals.
[00:48:41.704 --> 00:48:41.924]  Okay.
[00:48:43.104 --> 00:48:49.866]  Now, also you touched earlier on the war on drugs a little bit when we were talking about the border violence.
[00:48:50.006 --> 00:48:59.229]  It seems that Colorado and Washington, I believe it's Washington, have a referendum that's going to be taking place in November where they're going to try to legalize marijuana altogether.
[00:48:59.855 --> 00:49:01.656]  You're not going to need a medical note or anything like that.
[00:49:01.676 --> 00:49:02.616]  You'll just be able to take it.
[00:49:03.776 --> 00:49:04.577]  Where do you stand?
[00:49:04.617 --> 00:49:05.277]  Just elaborate.
[00:49:05.317 --> 00:49:06.717]  Where do you stand on the war on drugs?
[00:49:07.358 --> 00:49:09.778]  Well, I think that we should legalize marijuana now.
[00:49:10.058 --> 00:49:12.079]  Control it, regulate it, tax it.
[00:49:12.179 --> 00:49:13.880]  I think we are at a tipping point.
[00:49:14.680 --> 00:49:17.001]  I think Colorado is going to be that tipping point.
[00:49:17.041 --> 00:49:18.381]  It's on the ballot this fall.
[00:49:18.461 --> 00:49:20.462]  Regulate marijuana like alcohol.
[00:49:20.522 --> 00:49:22.263]  Terrific name for the referendum.
[00:49:22.303 --> 00:49:23.123]  Speaks for itself.
[00:49:24.022 --> 00:49:31.603]  Citizens of Denver six years ago voted to decriminalize marijuana on a campaign based on marijuana being safer than alcohol.
[00:49:32.583 --> 00:49:40.745]  I think when we legalize marijuana, and I say when because fifty percent of Americans now support the notion, why is the number so high?
[00:49:40.805 --> 00:49:42.485]  It's because people are talking about it.
[00:49:43.065 --> 00:49:49.106]  I think that people recognize that there's a direct correlation between the prohibition of marijuana and the prohibition of alcohol.
[00:49:50.066 --> 00:49:52.807]  I think that once we legalize marijuana in this country,
[00:49:54.053 --> 00:49:59.178]  Once one state legalizes marijuana in this country, the other 49 will fall in line.
[00:49:59.218 --> 00:50:01.981]  It'll be the first of 50 dominoes.
[00:50:02.641 --> 00:50:04.643]  How will that work when it comes to Colorado?
[00:50:04.683 --> 00:50:18.396]  Well, when everybody in Austin, Texas wants to get on an airplane to go to Denver for the weekend to chill out, I think the other states will understand that this is policy that should affect their states as well as Colorado.
[00:50:19.139 --> 00:50:25.563]  Once we legalize marijuana, I think we take giant steps toward rational drug policy with regard to all the other drugs.
[00:50:26.224 --> 00:50:32.808]  And rational drug policy would start with looking at drugs as a health issue rather than a criminal justice issue.
[00:50:33.388 --> 00:50:34.589]  I'm just playing devil's advocate.
[00:50:34.609 --> 00:50:37.471]  What about those that say, well, it sends the wrong message?
[00:50:38.072 --> 00:50:48.055]  It's saying, you know, on the kids, you know, a parent can obviously be high on drugs and, you know... Well, I could not more... I couldn't disagree more adamantly.
[00:50:48.995 --> 00:50:54.157]  Kids doing drugs, is that a situation that you as a family member want to deal with?
[00:50:54.737 --> 00:50:58.878]  Or is that a situation that you want to involve the government and the criminal justice system?
[00:50:59.998 --> 00:51:00.978]  I love my kids.
[00:51:01.698 --> 00:51:03.539]  I want to keep my kids well-informed.
[00:51:04.059 --> 00:51:12.680]  I don't want my kids subject to the criminal justice system where they may be excluded from the opportunities that this country does avail ourselves of.
[00:51:13.740 --> 00:51:20.181]  We may have 20 million convicted felons in this country on drug-related crime, but for drug felony crime,
[00:51:24.966 --> 00:51:28.829]  They would otherwise be arguably tax-paying, law-abiding citizens.
[00:51:30.290 --> 00:51:37.516]  Now, just changing gears a little bit, what are your thoughts on the various internet regulation bills that continue to be drafted in Congress?
[00:51:37.717 --> 00:51:42.561]  CISPA, I forgot all the other acronyms, but what's your take on all these bills?
[00:51:45.683 --> 00:51:53.509]  What's the prospect of Gary Johnson being President of the United States with a record as Governor of New Mexico having vetoed as many bills as I vetoed?
[00:51:54.030 --> 00:52:01.155]  Count on me vetoing all this kind of legislation that wants, that government wants to get in and fix the Internet.
[00:52:01.195 --> 00:52:05.919]  There's nothing that I want the government to fix or protect me from when it comes to the Internet.
[00:52:06.679 --> 00:52:06.940]  Okay.
[00:52:07.740 --> 00:52:13.885]  Now, I'm a libertarian, you're a libertarian, and we actually have a difference of opinion
[00:52:14.295 --> 00:52:15.936]  And that's on the issue of gay marriage.
[00:52:17.298 --> 00:52:18.198]  Let me know where you stand on this.
[00:52:18.218 --> 00:52:19.560]  You do support gay marriage.
[00:52:19.980 --> 00:52:20.240]  I do.
[00:52:20.320 --> 00:52:26.345]  I think marriage equality is a constitutionally guaranteed right on par with civil rights of the sixties.
