[00:00:00.029 --> 00:00:00.872]  Broadcasting Network.
[00:25:22.831 --> 00:25:24.052]  Oh, clean coal, great.
[00:25:24.392 --> 00:25:26.293]  That's like being almost pregnant, isn't it?
[00:25:27.334 --> 00:25:28.475]  More fracking!
[00:25:28.695 --> 00:25:35.580]  And Obama hasn't opened up enough public lands, I'm going to open it up for more fracking.
[00:25:36.100 --> 00:25:45.927]  Oh, and more opening up of those pristine areas for drilling, and get that pipeline running down there from the tar sands through Canada.
[00:25:46.248 --> 00:25:47.369]  What does Obama do?
[00:25:48.910 --> 00:25:49.731]  One ups him.
[00:25:50.572 --> 00:25:58.219]  He calls out Romney for closing down a coal-burning plant when he was governor of Massachusetts.
[00:25:59.020 --> 00:26:00.562]  So this is what we have.
[00:26:00.942 --> 00:26:05.266]  When it comes to more war, each one talks tougher than the other.
[00:26:06.107 --> 00:26:11.550]  So when you're saying where is the nation going, it's right in front of us.
[00:26:12.331 --> 00:26:25.299]  It's going down the crapper by two little boys that try to play tough out there on the stage that couldn't fight their way out of a paper bag.
[00:26:25.979 --> 00:26:29.522]  And this fat mouth Romney, I've had it with him.
[00:26:30.282 --> 00:26:39.351]  Talking about bombing this country, bombing that country, while Romney spent two years running away from the draft in Vietnam.
[00:26:40.737 --> 00:26:43.438]  Missionary Mitt in France.
[00:26:44.078 --> 00:26:54.883]  Imagine being a Mormon missionary in wine-drinking, cigarette-smoking, caffeine-addicted, Brigitte Bardot-loving France.
[00:26:55.243 --> 00:26:58.344]  No wonder why he got punched out when he was over there.
[00:26:58.664 --> 00:26:59.405]  And he did!
[00:27:00.025 --> 00:27:02.006]  So here's a draft dodger.
[00:27:03.639 --> 00:27:05.881]  And telling us what we should do.
[00:27:05.941 --> 00:27:08.344]  And by the way, here's my... Oh, and Obama.
[00:27:08.724 --> 00:27:11.967]  I love when Obama goes into commander-in-chief mode.
[00:27:12.528 --> 00:27:16.992]  Twice he reminded us, I got Osama bin Laden.
[00:27:17.692 --> 00:27:20.095]  And by the way, who is this guy, Al Qaeda?
[00:27:20.575 --> 00:27:24.057]  I thought Al-Qaeda was dead after they got Osama.
[00:27:24.237 --> 00:27:25.317]  I'll tell you where Al-Qaeda is.
[00:27:25.337 --> 00:27:26.978]  They're putting them into Syria and Libya.
[00:27:27.178 --> 00:27:28.078]  And that's my question.
[00:27:28.519 --> 00:27:30.640]  Romney's saying, hey, we're going to get you, Russia.
[00:27:31.100 --> 00:27:33.361]  Our troops are in a proxy war in Syria.
[00:27:33.401 --> 00:27:34.241]  That's now admitted.
[00:27:34.801 --> 00:27:35.822]  Fighting with Al-Qaeda.
[00:27:35.862 --> 00:27:39.424]  Even the New York Times, months after it was out, admitted it this Monday.
[00:27:39.484 --> 00:27:40.304]  So now it's true.
[00:27:40.364 --> 00:27:42.165]  Kind of like when Stiglitz says it's a depression.
[00:27:42.445 --> 00:27:44.446]  Well now, oh my gosh, it's true because they say so.
[00:27:44.966 --> 00:27:46.446]  You know, because they control reality.
[00:27:47.147 --> 00:28:01.471]  But I mean, the craziness of our troops fighting by Al-Qaeda in Syria, and then Hillary says, we've got to go into Syria, they're Al-Qaeda, and we've got to go into Iran, they're Al-Qaeda, knowing Iran is Shiite, archenemies of Al-Qaeda.
[00:28:01.491 --> 00:28:02.391]  I'm not defending Iran.
[00:28:02.751 --> 00:28:09.693]  They just, they talk to us because they know, Gerald, the general public doesn't know how to find their butt with both hands.
[00:28:10.274 --> 00:28:10.754]  You got it.
[00:28:11.114 --> 00:28:11.614]  You got it.
[00:28:11.834 --> 00:28:12.714]  And that's what they do.
[00:28:13.074 --> 00:28:14.295]  So where is it going?
[00:28:19.537 --> 00:28:22.159]  Everybody knows that the dice are loaded.
[00:28:23.000 --> 00:28:26.943]  Everybody rolls with their fingers crossed.
[00:28:27.744 --> 00:28:31.567]  Everybody knows the war is over.
[00:28:32.347 --> 00:28:36.170]  Everybody knows the good guys lost.
[00:28:36.951 --> 00:28:41.134]  Everybody knows the fight was fixed.
[00:28:41.195 --> 00:28:45.318]  The poor stay poor, the rich get rich.
[00:28:45.518 --> 00:28:47.239]  That's how it goes.
[00:28:49.241 --> 00:28:50.462]  Everybody knows.
[00:28:50.682 --> 00:28:54.525]  Everybody knows that the boat is leaking.
[00:28:55.246 --> 00:28:59.149]  Everybody knows the captain lied.
[00:29:05.049 --> 00:29:08.131]  Alex Jones here with a very important announcement for truth seekers.
[00:29:08.511 --> 00:29:14.234]  We've carried a lot of amazing films and books over the years on the online video bookstore at Infowars.com.
[00:29:14.454 --> 00:29:20.838]  And out of all the titles we've carried, one stands out because it is just so chillingly convincing.
[00:29:21.038 --> 00:29:26.441]  And that's Dreams from My Real Father by Joel Gilbert, available at Infowars.com.
[00:29:26.741 --> 00:29:30.363]  This film exposes the fraud that Obama is like nothing I've seen.
[00:29:30.563 --> 00:29:34.127]  If you want to know who Obama's real daddy is, this is the film for you.
[00:29:34.367 --> 00:29:38.752]  Don't forget, your purchase supports our broadcast and our growing media network.
[00:29:38.972 --> 00:29:41.295]  You'll also find it at Infowarshop.com.
[00:29:41.475 --> 00:29:45.019]  None Dare Call a Conspiracy by Gary Allen, the book that woke me up.
[00:29:45.319 --> 00:29:48.142]  We're also carrying Behind the Green Mask, UN Agenda 21.
[00:29:48.823 --> 00:29:49.603]  By Rosa Corey.
[00:29:49.723 --> 00:29:52.385]  This book is coffin nails to the globalist takeover.
[00:29:52.405 --> 00:29:59.208]  The Greater Good, the most professional and up-to-date film I've ever seen exposing the scourge that is vaccines.
[00:29:59.508 --> 00:30:03.771]  These titles and a lot more are all available at InfoWarshop.com.
[00:30:05.504 --> 00:30:15.670]  The Silver Lungs Generator is the only all-encompassing professional class product for producing endless colloidal and ionic silver solutions right from the convenience of your home.
[00:30:16.130 --> 00:30:26.336]  With recent regulations threatening the sale of silver-based supplements, now you can secure yourself and your family by producing your own silver solutions anywhere, anytime.
[00:30:27.276 --> 00:30:34.619]  You can have the peace of mind knowing that you can create endless supply of silver anytime, anywhere, for any application.
[00:30:34.819 --> 00:30:41.701]  The Silver Lungs Generator is a one-time purchase that requires no maintenance nor replacement parts for the life of the unit.
[00:30:42.022 --> 00:30:46.443]  This product was designed to be an invaluable part of your vital preparations.
[00:30:46.803 --> 00:30:54.126]  For a detailed report on the differences between ionic silver, colloidal silver, and what most silver solution manufacturers are producing,
[00:30:54.306 --> 00:31:04.191]  Please visit our website at www.silverlungs.com for more information on why you should be producing your own silver solutions right from your home forever.
[00:31:04.711 --> 00:31:10.694]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[00:31:11.214 --> 00:31:13.635]  78% of the Midwest corn belt is in drought conditions.
[00:31:13.815 --> 00:31:18.878]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[00:31:19.198 --> 00:31:23.941]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[00:31:24.161 --> 00:31:31.566]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods from eFoods Direct now.
[00:31:31.807 --> 00:31:35.509]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[00:31:35.689 --> 00:31:37.270]  Now is the time to get your supply.
[00:31:37.470 --> 00:31:41.353]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[00:31:41.493 --> 00:31:44.095]  You know about their delicious long-term storable foods.
[00:31:44.375 --> 00:31:47.017]  The fact is, you can eat it anytime to save money today.
[00:31:47.177 --> 00:31:51.580]  And because it's stored for 25 years, you're locking in today's prices and avoiding the rising food cost.
[00:31:51.720 --> 00:31:52.261]  Don't wait!
[00:31:52.381 --> 00:31:54.082]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex.
[00:31:54.102 --> 00:31:55.803]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[00:31:55.843 --> 00:31:57.344]  You can bet your life on eFoodsDirect.
[00:32:04.409 --> 00:32:09.672]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:32:09.933 --> 00:32:12.154]  Start purifying your water with ProPure.
[00:32:12.354 --> 00:32:21.300]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[00:32:21.440 --> 00:32:24.662]  Its filters are silver impregnated to prevent bacterial growth.
[00:32:24.902 --> 00:32:26.323]  There's no priming required.
[00:32:26.583 --> 00:32:28.624]  It's NSF 42 certified.
[00:32:28.844 --> 00:32:31.326]  Optional fluoride filters can reduce fluoride up to 95%
[00:32:32.406 --> 00:32:33.787]  Easy to set up and use.
[00:32:33.927 --> 00:32:35.227]  Doesn't require electricity.
[00:32:35.347 --> 00:32:38.229]  Purify water from lakes, streams, ponds, and wells.
[00:32:38.509 --> 00:32:41.690]  This filter system leaves in beneficial minerals, which is key.
[00:32:41.890 --> 00:32:45.912]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[00:32:46.032 --> 00:32:48.613]  ProPure is the best gravity-fed filter out there.
[00:32:48.793 --> 00:32:50.133]  It's what my family uses.
[00:32:50.353 --> 00:32:53.575]  Infowars.com already has the lowest price on ProPure.
[00:32:53.675 --> 00:32:58.917]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:32:59.497 --> 00:33:02.059]  You can also call to order.
[00:33:02.079 --> 00:33:03.301]  888-253-3139.
[00:33:05.823 --> 00:33:06.984]  Coast to Coast.
[00:33:07.344 --> 00:33:08.785]  Direct from Austin.
[00:33:09.406 --> 00:33:12.729]  You're listening to the Alex Jones Broadcasting Network.
[00:33:12.749 --> 00:33:25.761]  Oh, this is the other thing where I have a real beef.
[00:33:27.113 --> 00:33:38.897]  They're spending, this baloney, nothing, moronic, presidential reality show, they're spending $2.5 billion, billion with a B, in advertising.
[00:33:39.337 --> 00:33:40.937]  You know where the advertising's going?
[00:33:41.477 --> 00:33:43.718]  That's to pay the prostitutes.
[00:33:44.138 --> 00:33:46.579]  You pay the prostitutes to do your dirty work.
[00:33:47.499 --> 00:33:49.980]  So, here we have the prostitutes.
[00:33:50.836 --> 00:34:05.345]  Whether it's Guy Lear or Candy Crowley or the last one, where do they come up with, I've got the questions and I decide what I'm going to ask.
[00:34:05.585 --> 00:34:07.146]  Hey, how about the rest of us?
[00:34:08.546 --> 00:34:09.307]  What do you mean?
[00:34:09.587 --> 00:34:11.528]  Hey, don't talk mad about Aleister Crowley.
[00:34:11.548 --> 00:34:12.569]  He's got a lot of followers.
[00:34:13.635 --> 00:34:13.835]  What?
[00:34:14.376 --> 00:34:15.717]  I call her Alistair Crowley.
[00:34:16.058 --> 00:34:17.559]  No, I mean, it's ridiculous.
[00:34:17.639 --> 00:34:18.661]  It's ridiculous.
[00:34:18.941 --> 00:34:20.282]  Here they are, Alex.
[00:34:20.683 --> 00:34:23.406]  The networks are running the campaigns.
[00:34:23.846 --> 00:34:25.228]  Let's get this straight.
[00:34:25.628 --> 00:34:27.991]  They're getting all the money to run the ads.
[00:34:28.371 --> 00:34:30.914]  All the debates are being run by the networks.
[00:34:31.454 --> 00:34:33.056]  They used to be the debates.
[00:34:33.917 --> 00:34:36.780]  Most people are too young to remember.
[00:34:37.220 --> 00:34:40.723]  They used to be run by the League of Women Voters.
[00:34:41.084 --> 00:34:41.644]  That's right.
[00:34:42.064 --> 00:34:46.749]  Before the Democratic and Republican mafia took it over.
[00:34:47.129 --> 00:34:50.192]  This is just a stage two bitch show.
[00:34:50.732 --> 00:34:52.394]  They're delivering nothing.
[00:34:52.894 --> 00:34:55.497]  Nothing of substance comes out of these.
[00:34:55.917 --> 00:34:58.199]  Again, it's the same campaign rhetoric.
[00:34:58.219 --> 00:34:59.000]  So where's it going?
[00:34:59.260 --> 00:35:00.602]  I mentioned the rise in crime.
[00:35:00.822 --> 00:35:02.163]  It's up 18%.
[00:35:02.884 --> 00:35:04.045]  Violent crime is up 18%.
[00:35:05.767 --> 00:35:08.630]  How about the new housing numbers that came out today?
[00:35:08.890 --> 00:35:10.812]  They're down almost 2%.
[00:35:12.728 --> 00:35:17.031]  You look at the unemployment numbers that you keep mentioning and just mentioned.
[00:35:17.611 --> 00:35:20.453]  Oh, they readjusted them, they went back up again.
[00:35:20.913 --> 00:35:25.696]  You're looking, what, about 388,000 people a week?
[00:35:26.517 --> 00:35:28.898]  A week going on unemployment?
[00:35:29.418 --> 00:35:34.982]  You look at one issue after the other, there is no recovery, it's a cover-up.
[00:35:35.282 --> 00:35:37.405]  So now let's see what else is going on.
[00:35:38.125 --> 00:35:39.086]  Oh, isn't it great?
[00:35:39.407 --> 00:35:41.930]  They have China and Japan fighting each other.
[00:35:41.950 --> 00:35:43.852]  Hey, sound familiar?
[00:35:44.332 --> 00:35:48.377]  Couldn't be because the United States is opening up bases over there in Australia.
[00:35:48.777 --> 00:35:54.684]  They've announced that they're, after being defeated in Afghanistan and Iraq, destabilizing the Middle East.
[00:35:54.904 --> 00:35:56.365]  Hey, let's take on China!
[00:35:56.385 --> 00:35:59.327]  They got thousands of nukes and a billion, three hundred million people!
[00:35:59.587 --> 00:36:00.968]  Let's start a fight with them!
[00:36:01.609 --> 00:36:02.409]  Exactly!
[00:36:02.709 --> 00:36:06.011]  We failed over there, let's fail real big.
[00:36:06.432 --> 00:36:17.399]  Let's get Japan, our little proxy puppet over there, and have them steal a two-bit island, say that they paid for it, so they could start clashing between each other.
[00:36:17.479 --> 00:36:19.080]  And boy, this thing's coming down big.
[00:36:19.641 --> 00:36:21.642]  The Chinese aren't letting it go away.
[00:36:21.982 --> 00:36:24.484]  And think of the stupidity of the psychopaths.
[00:36:26.041 --> 00:36:28.362]  China's one of Japan's biggest markets.
[00:36:29.263 --> 00:36:32.004]  Now the people in China aren't buying Japanese stuff.
[00:36:32.825 --> 00:36:35.686]  And remember what I said, and you see it happening.
[00:36:36.427 --> 00:36:41.410]  The crash of 29, the panic of 08, same.
[00:36:42.250 --> 00:36:44.471]  The panic's followed by depression.
[00:36:44.671 --> 00:36:45.692]  We're in a depression.
[00:36:45.972 --> 00:36:47.633]  Oh, even Stiglitz says it now.
[00:36:48.413 --> 00:36:49.394]  Currency wars.
[00:36:49.894 --> 00:36:54.437]  Listen to the head of the financial, the head of
[00:36:55.057 --> 00:37:00.441]  The Brazilian government, the finance minister, Montego, we're in a currency war.
[00:37:00.721 --> 00:37:05.685]  The United States, Europe, China, they're all devaluing their currencies.
[00:37:05.745 --> 00:37:09.627]  China just lowered interest rates twice in the last week and a half.
[00:37:10.048 --> 00:37:12.910]  They're flooding money into the system to prop it up.
[00:37:13.510 --> 00:37:15.132]  Currency wars, same thing.
[00:37:15.432 --> 00:37:17.594]  Panic of 08, crash of 29.
[00:37:17.674 --> 00:37:20.497]  Depression, currency wars, trade wars.
[00:37:20.757 --> 00:37:24.822]  You hear Mittens and you hear Obama bashing China.
[00:37:25.062 --> 00:37:26.764]  The trade wars are heating up.
[00:37:27.739 --> 00:37:28.740]  World War.
[00:37:29.221 --> 00:37:32.865]  How many more pieces have to be put together?
[00:37:33.225 --> 00:37:37.110]  We talked about what's going on in Spain, what's going on in Greece, what's going on in Portugal.
[00:37:37.490 --> 00:37:42.476]  Millions of people are taking to the streets in desperation.
[00:37:42.736 --> 00:37:43.477]  They have nothing.
[00:37:43.797 --> 00:37:44.518]  They have nothing.
[00:37:44.918 --> 00:37:47.499]  Oh, and this banking deal that was just done in Brussels?
[00:37:47.779 --> 00:37:52.922]  You know what the European Stability Mechanism means in outside-of-white-shoe-boy language.
[00:37:53.102 --> 00:37:53.982]  It's very simple.
[00:37:54.303 --> 00:37:55.583]  We're going to tax you more.
[00:37:55.803 --> 00:37:57.524]  We're going to cut your pensions, your benefits.
[00:37:57.764 --> 00:38:00.185]  We're going to raise your retirement age until after you die.
[00:38:00.385 --> 00:38:02.386]  We're going to take every penny that you have.
[00:38:02.727 --> 00:38:05.468]  We're going to buy you worthless bonds with the money.
[00:38:05.488 --> 00:38:10.630]  Oh, and we're going to deposit it directly into the accounts of the bankers.
[00:38:10.970 --> 00:38:14.092]  And we're going to pay an interest for the money they lost in between.
[00:38:14.312 --> 00:38:16.472]  Yeah, so we bail- I mean, explain that slowly, though.
[00:38:16.873 --> 00:38:29.375]  We bail out the megabanks, the media tells us we're lazy, and that we're in debt, 90 plus percent of the money goes directly to the bankers, who then bail us out, but then the money goes back to them, because we bailed them out.
[00:38:29.635 --> 00:38:31.556]  It's fraud within fraud within fraud.
[00:38:31.816 --> 00:38:40.538]  It makes Bernie Madoff look like a saint, and the general public doesn't care because they think Al Qaeda is hiding in their underwear.
[00:38:40.558 --> 00:38:41.718]  Yeah, exactly.
[00:38:42.418 --> 00:38:45.481]  And then keep piling on to that one.
[00:38:45.801 --> 00:38:51.566]  And then we heard the grand madame Christine Lagarde, the head of the IMF.
[00:38:51.586 --> 00:38:55.149]  You're not working hard enough, you scumbag people in Greece!
[00:38:55.569 --> 00:38:57.290]  Enough of your kids aren't starving to death!
[00:38:57.310 --> 00:38:59.012]  Your tourism hasn't imploded enough!
[00:38:59.272 --> 00:39:00.353]  Give me more money!
[00:39:00.393 --> 00:39:02.275]  You need to work six, seven days a week!
[00:39:03.055 --> 00:39:09.545]  And pay your taxes as she doesn't pay a penny in taxes!
[00:39:09.665 --> 00:39:13.310]  Oh, because the EU wrote the rules where the bureaucrats don't pay taxes!
[00:39:13.451 --> 00:39:14.031]  Exactly!
[00:39:14.252 --> 00:39:16.235]  Just like the big banks don't pay taxes!
[00:39:16.655 --> 00:39:16.695]  Oh!
[00:39:18.360 --> 00:39:28.331]  You used the word, by the way, also in the debate, the issues that they talked about, none of the major issues, and you just used the word so now I can say it.
[00:39:29.092 --> 00:39:39.964]  What they talked about in that last debate, so much about gun control, people have no jobs, they're losing their homes, elderly people can't pay their property taxes, school taxes, they're throwing them out of their houses, they're taking them.
[00:39:40.424 --> 00:39:48.189]  Kids are going to college, 50% of them are getting out and they're taking, they get to jobs, have jobs that are paying high school level wages.
[00:39:48.229 --> 00:39:49.050]  These are facts.
[00:39:49.530 --> 00:39:51.611]  And we know what they're talking about, gun control.
[00:39:51.851 --> 00:39:55.374]  Let's talk about 20 minutes on gun control and contraception.
[00:39:55.954 --> 00:40:00.937]  And I realize why Obama and Romney spoke so much about contraception.
[00:40:01.538 --> 00:40:05.560]  Because, the word you just used, both of them are scumbags.
[00:40:06.801 --> 00:40:08.062]  That's what they talk about.
[00:40:08.422 --> 00:40:09.563]  None of the big issues.
[00:40:10.467 --> 00:40:14.868]  So, as we're looking around the world and what's going on, we're at war.
[00:40:14.888 --> 00:40:16.888]  There's a war in Yemen, a war in Bahrain.
[00:40:17.369 --> 00:40:19.809]  Syria, they've destroyed Syria!
[00:40:20.349 --> 00:40:21.509]  And who's destroying it?
[00:40:21.549 --> 00:40:23.990]  The United States and the Arab Little League.
[00:40:24.010 --> 00:40:27.671]  And by the way, IMF is International Mafia Federation.
[00:40:27.991 --> 00:40:28.851]  That's what it is.
[00:40:29.251 --> 00:40:30.231]  They take your money.
[00:40:30.471 --> 00:40:32.452]  They're the loan sharks, the last resort.
[00:40:32.832 --> 00:40:35.693]  Then you have, as I mentioned, all the other wars going on.
[00:40:36.013 --> 00:40:37.493]  They're taking us to war.
[00:40:37.873 --> 00:40:53.408]  You keep talking about it over and over again, how they grope us, how they surveil us, how they demean us, how they keep pushing us down so we have no dignity, courage, respect or integrity left and bow to their wishes.
[00:40:53.768 --> 00:40:55.310]  That's what's going on!
[00:40:55.610 --> 00:41:00.454]  It's in front of everyone's eyes, but no one wants to call a spade a spade.
[00:41:01.655 --> 00:41:03.597]  And it's building towards a crescendo now.
[00:41:03.797 --> 00:41:08.840]  I mean, they're rolling out the trips on the streets, the TSA, and the forced inoculations of kids.
[00:41:08.860 --> 00:41:09.841]  That's totally illegal.
[00:41:09.921 --> 00:41:12.142]  All of a sudden, they're just shooting kids out of public schools.
[00:41:12.682 --> 00:41:14.624]  I mean, government has put out the green light.
[00:41:14.984 --> 00:41:16.965]  They're not going to get in trouble for Fast and Furious.
[00:41:17.345 --> 00:41:18.706]  They've just put the green light out.
[00:41:18.726 --> 00:41:20.948]  Hey, it's time to just go crazy.
[00:41:22.306 --> 00:41:26.748]  Yeah, and oh, nobody gets, you haven't seen any heads roll on Wall Street.
[00:41:27.088 --> 00:41:27.468]  I love it.
[00:41:27.668 --> 00:41:30.989]  They're all talking about, you know, what has to be done on, they have a free hand.
[00:41:31.009 --> 00:41:50.816]  Oh, and by the way, one of the reasons that's given why John the Slime Cozine was never even brought in for questioning, besides him being a bundler for Obama, besides him being the former CEO of the Goldman Sachs gang, besides him being the Senator and Governor of New Jersey,
[00:41:51.736 --> 00:42:04.119]  The same law firm that represents MF Global is the white-collar law syndicate, one of the top ones in the country.
[00:42:04.439 --> 00:42:06.300]  And you know who used to work there?
[00:42:07.200 --> 00:42:08.681]  It's such a surprise.
[00:42:09.101 --> 00:42:13.742]  Eric Holder, our attorney general.
[00:42:13.762 --> 00:42:14.442]  Oh!
[00:42:14.602 --> 00:42:14.762]  Yeah.
[00:42:15.042 --> 00:42:16.523]  Couldn't be, no.
[00:42:16.843 --> 00:42:19.523]  How dare you insinuate that?
[00:42:19.744 --> 00:42:20.864]  He's a good man.
[00:42:21.704 --> 00:42:27.991]  Yeah, and just because they're doing business with MF Global, and that's the law firm that he came from.
[00:42:28.271 --> 00:42:29.853]  The whole thing is one club.
[00:42:30.173 --> 00:42:31.774]  It's not a revolving door.
[00:42:32.035 --> 00:42:33.116]  It's one door.
[00:42:33.496 --> 00:42:34.858]  It's the banking door.
[00:42:35.198 --> 00:42:40.704]  Hey, you know that cover that we had on the Trends Journal that got so much popularity?
[00:42:40.964 --> 00:42:42.525]  That wonderful Anthony Friedan?
[00:42:43.306 --> 00:42:44.728]  Yes, we'll punch it out.
[00:43:04.889 --> 00:43:06.890]  Cold and flu season is upon us.
[00:43:07.370 --> 00:43:13.212]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial.
[00:43:13.612 --> 00:43:24.717]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, as well as help improve wound healing.
[00:43:25.317 --> 00:43:37.905]  Silver Sol technology is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases, like strep throat, staph, pneumonia, colds, flus, and other harmful pathogens.
[00:43:38.345 --> 00:43:50.612]  This new technology is much more effective than colloidal or ionic silvers, and has the ability to terminate entire colonies of harmful bacteria at several hundred times the effectiveness of older solutions.
[00:43:51.313 --> 00:43:54.415]  Supernatural silver is what you need for any emergency.
[00:43:54.956 --> 00:44:02.238]  Go to SupernaturalSilver.com today and use the promo code AlexSays for 20% off and like us on Facebook.
[00:44:06.650 --> 00:44:14.318]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:44:14.758 --> 00:44:18.382]  Alex and his staff have used these pure soap products for years.
[00:44:18.842 --> 00:44:25.649]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:44:26.149 --> 00:44:28.631]  See them on the web at 5starsoap.com or
[00:44:29.192 --> 00:44:33.835]  Or call 800-340-7091 for a free catalog.
[00:44:33.996 --> 00:44:39.640]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:44:39.920 --> 00:44:45.024]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:44:45.344 --> 00:44:46.965]  This is an amazing deal.
[00:44:47.325 --> 00:44:51.869]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:44:52.550 --> 00:44:55.737]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[00:45:04.181 --> 00:45:10.162]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[00:45:10.683 --> 00:45:13.103]  78% of the Midwest corn belt is in drought conditions.
[00:45:13.283 --> 00:45:18.384]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[00:45:18.685 --> 00:45:23.386]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[00:45:23.646 --> 00:45:32.648]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods or meat foods direct now, as the price of raw ingredients
[00:45:32.688 --> 00:45:33.608]  We're good to go.
[00:45:57.100 --> 00:46:01.445]  Call 800-409-5633 or eFoodsDirect.com forward slash Alex.
[00:46:01.605 --> 00:46:03.447]  You can bet your life on eFoodsDirect.
[00:46:03.928 --> 00:46:04.689]  Aaron Fullin here.
[00:46:04.949 --> 00:46:16.282]  As the food police shut down food co-ops, the Amish, and small farmers, Americans are losing access, not just to raw milk and homemade cheeses, but to healthy home-crafted sources for fermented foods like sauerkraut, yogurt, and kefir.
[00:46:16.522 --> 00:46:20.384]  It seems there's a war on life-giving foods with living enzymes and healthy bacteria.
[00:46:20.584 --> 00:46:23.085]  But frankly, I'm not sure what the food police are so afraid of.
[00:46:23.345 --> 00:46:30.988]  These remarkable foods have been around since the beginning of history, with archaeological evidence for fermented foods and beverages being found across the globe in almost every culture.
[00:46:31.228 --> 00:46:38.752]  Even today, Japanese eat miso, Africans eat fermented porridges, Koreans eat kimchi, and in India, fermented milk is a staple for healthy living.
[00:46:39.052 --> 00:46:39.952]  But here's some good news.
[00:46:40.152 --> 00:46:42.073]  Self-reliant Americans can now discover this
[00:46:45.421 --> 00:46:45.841]  We're good to go.
[00:47:19.767 --> 00:47:22.852]  You are either with the Republic or against it.
[00:47:23.092 --> 00:47:27.679]  Resistance to tyrants is obedience to God.
[00:47:28.099 --> 00:47:29.782]  It's Alex Jones.
[00:47:50.618 --> 00:47:51.679]  So we're here, we're live.
[00:47:51.879 --> 00:47:54.740]  A very upsetting interview with David Icke.
[00:47:55.161 --> 00:48:07.368]  It's painful because so much of what he's getting into with Jerry Sandusky and other top BBC, you know, hosts and people caught in giant pedophile networks, connected to the Royal Family, mainstream news.
[00:48:07.408 --> 00:48:08.829]  I mean, it's just confirming everything.
[00:48:09.269 --> 00:48:12.231]  Prince Charles saying basically he's Dracula reincarnated.
[00:48:12.251 --> 00:48:14.652]  I mean, it's just all, it's way too crazy.
[00:48:15.553 --> 00:48:16.473]  And it's all right there.
[00:48:17.394 --> 00:48:17.954]  And you've got
[00:48:20.084 --> 00:48:36.881]  This Jimmy Savelle, the guy that helped children in England, who was an obvious pervert, weirdo, called the kids a little slave, sordid boast at the dark truth about a friend, Jimmy Savelle, by the biographer who tried to unmask him, and now it's all coming out.
[00:48:37.402 --> 00:48:40.284]  It just absolutely blows me away.
[00:48:40.965 --> 00:48:44.288]  That we've let evil people get into positions of power.
[00:48:44.889 --> 00:48:48.332]  That's why you end up getting human sacrifice in every culture.
[00:48:48.873 --> 00:48:51.215]  It's because the very, very worst get into control.
[00:48:52.276 --> 00:48:54.638]  And they just seek to do absolutely horrible things.
[00:48:54.818 --> 00:49:00.403]  And now all the wars and the torture and the secret arrest and the warrantless wiretapping and the...
[00:49:01.564 --> 00:49:02.685]  All of it coming to a head.
[00:49:03.046 --> 00:49:04.927]  By the way, we covered the headline yesterday.
[00:49:05.328 --> 00:49:08.490]  Joseph Stiglitz has come out, the Nobel Prize winner, and said Europe's in a depression.
[00:49:08.911 --> 00:49:13.434]  I thought Gerald Salenta and I were pessimist porn dealers for pointing out this was happening.
[00:49:13.835 --> 00:49:15.616]  So more and more of it is all admitted.
[00:49:15.636 --> 00:49:18.659]  And they're really gearing up towards Iran.
[00:49:18.899 --> 00:49:21.821]  They've cut off the Iranian cable network in Europe.
[00:49:22.402 --> 00:49:24.404]  All the previous saber-rattling, that didn't happen.
[00:49:25.484 --> 00:49:32.195]  So, that's a big sign and you've got the big proxy war to bring down Syria, then they go into Iran, that's always been the plan.
