[00:00:04.889 --> 00:00:05.069]  Oh, yeah.
[00:24:59.597 --> 00:25:08.846]  Parenthetically, let's just say for the sake of debate, like Red Dawn, 50,000 Russian troops parachuted in a sneak attack over D.C.
[00:25:09.546 --> 00:25:12.089]  and just said, we are now in control, we are the central government.
[00:25:12.269 --> 00:25:17.113]  Are we all supposed to go, oh well, we better not secede against the lawful authority, let's just do what they say.
[00:25:17.153 --> 00:25:21.878]  No, it's like, wow, they've hijacked our country, they've taken over, we're going to get the states together and decide how to respond to this.
[00:25:22.378 --> 00:25:24.479]  I mean, this is how domination works.
[00:25:24.959 --> 00:25:33.522]  We have a corporate takeover of America happening by foreign megabanks who brag they've done it, who are bringing in paramilitary force now to suppress us.
[00:25:33.562 --> 00:25:36.723]  They're training us to be slaves at the airports, abusing us.
[00:25:37.164 --> 00:25:39.444]  They are training us now with checkpoints on the highways.
[00:25:40.125 --> 00:25:46.527]  They're announcing that we're going to give you a $100,000 fine, six years in prison if you wash your car, the feds are announcing.
[00:25:46.567 --> 00:25:47.748]  I can show mainstream articles.
[00:25:47.928 --> 00:25:48.928]  No, we showed it yesterday.
[00:25:49.048 --> 00:25:51.910]  It sounds insane because tyranny is insane.
[00:25:52.330 --> 00:26:05.098]  This Agenda 21, while they cross-species engineer, while they feed us deadly GMO, while they dump toxic waste in the ocean and tell us radiation isn't bad and reactors can blow up, it's no big... The environmental movement isn't run by environmentalists.
[00:26:05.338 --> 00:26:12.943]  They get to destroy the earth while posing as the good guys and say carbon dioxide and soap suds from our car six years in prison.
[00:26:12.963 --> 00:26:17.106]  There you go, the 24 hours of BS as we've christened it here at the Infowar.
[00:26:17.905 --> 00:26:18.365]  Exactly.
[00:26:18.405 --> 00:26:22.648]  That's Al Gore pushing to get carbon taxes that are literally paid to his exchange.
[00:26:25.030 --> 00:26:25.971]  Gore and Blood.
[00:26:26.511 --> 00:26:27.372]  No pun intended.
[00:26:27.692 --> 00:26:29.013]  That's the name of the group in England.
[00:26:29.833 --> 00:26:30.614]  It's not Blood and Gore.
[00:26:30.654 --> 00:26:31.975]  It's Gore and Blood is the name of the group.
[00:26:32.015 --> 00:26:35.797]  And then Obama and the Rothschilds have another big exchange.
[00:26:35.837 --> 00:26:37.018]  People can look this up.
[00:26:37.699 --> 00:26:40.661]  Again folks, I'm talking fast because I'm excited.
[00:26:41.923 --> 00:26:44.826]  Everything we were warned about with the Globalist is coming true.
[00:26:44.927 --> 00:26:48.150]  So, the bad news is, this is real tyranny.
[00:26:48.410 --> 00:26:51.134]  These are authoritarians based on a eugenic system.
[00:26:52.095 --> 00:26:55.258]  The good news is, people are waking up and getting upset.
[00:26:55.559 --> 00:27:00.224]  So, we've got to make a stand, because they intend to carry out this takeover.
[00:27:00.922 --> 00:27:03.305]  They intend to stage false flags and blame them on the Liberty Movement.
[00:27:03.325 --> 00:27:04.487]  They intend to start new wars.
[00:27:05.127 --> 00:27:17.463]  All of this is now happening, and Obama's the front so that they can create a clash between, well, everybody that's liberal or everybody that's a quota minority, or really the majority, because, you know, now the way the media's done it, voting together.
[00:27:18.124 --> 00:27:22.506]  And then even if Republicans or Conservatives try to then go vote for Republican, they're controlled too.
[00:27:22.827 --> 00:27:28.710]  It's now reached that crisis point, but they're going to invoke this to get Americans fighting with each other.
[00:27:29.110 --> 00:27:38.275]  The globalists want to bankrupt everybody, and we've got to reach out to old, young, liberal, conservative, Catholic, Christian, Muslim, Jewish, black, Hispanic, white.
[00:27:38.615 --> 00:27:39.976]  We've got to get this message out.
[00:27:40.436 --> 00:27:45.859]  Ignore the propaganda about race and how it's a new civil war, and say civil war, we've been conquered.
[00:27:45.899 --> 00:27:49.441]  We've got to get that talking point out, which is starting to happen.
[00:27:49.521 --> 00:27:51.022]  So, this is historical.
[00:27:51.062 --> 00:27:57.966]  We've got articles up at InfoWars.com and PrisonPanda.com where we're codifying my basic ideas based on history and the Constitution.
[00:27:58.286 --> 00:28:00.127]  Constitutional lawyers have agreed with me.
[00:28:00.567 --> 00:28:08.992]  It's now time to draft Ron Paul and draft others to get the exploratory things going to create a focal point to bring this together
[00:28:10.519 --> 00:28:14.500]  Or we could just kiss our freedoms goodbye, because I'm here to tell you something, folks.
[00:28:14.720 --> 00:28:20.522]  You could talk about buying more guns and ammo and waiting for a war, while they cut your economy off and plan to starve us out and make us dependent.
[00:28:20.842 --> 00:28:21.862]  That is not the answer.
[00:28:21.882 --> 00:28:29.484]  The answer is offensively in full war, expose and discredit the globalists and their UN, world government, corporate, fascist takeover.
[00:28:30.124 --> 00:28:31.824]  While preparing to defend our families.
[00:28:32.105 --> 00:28:34.785]  But we need to take the states, the counties, the cities back.
[00:28:35.025 --> 00:28:36.365]  That means you've got to get aggressive.
[00:28:36.586 --> 00:28:39.386]  Jakari, I'm ranting here, but do you have any other points you'd like to add?
[00:28:39.646 --> 00:28:42.887]  No, that's pretty much all I can say, Alex.
[00:28:43.007 --> 00:28:45.768]  Great points talking about it's your right, it's your duty.
[00:28:45.788 --> 00:28:50.209]  The question I did have for you, when you talk about the Declaration of Independence, are you talking about as is?
[00:28:50.329 --> 00:28:51.349]  Would you change anything?
[00:28:52.239 --> 00:28:53.540]  We need to have this big debate.
[00:28:53.620 --> 00:29:02.225]  I think it's dangerous to fundamentally change it because they can come in and manipulate things.
[00:29:02.245 --> 00:29:05.747]  But I think reissue it, state we have an illegitimate federal government.
[00:29:06.505 --> 00:29:22.669]  And then have the governors and legislators and others that come to the conclave or a series of meetings, as it did for years before 1776, and kind of hammer things out and then go back to their state legislatures and let them hammer out agreements and then come back together.
[00:29:22.969 --> 00:29:29.131]  And just people coming together, just these meetings happening, will terrify the system and let them know we mean business.
[00:29:29.311 --> 00:29:29.511]  Right.
[00:29:29.731 --> 00:29:33.252]  And so it's that process of you're not legitimate.
[00:29:34.252 --> 00:29:35.695]  And again, I use this analogy a lot.
[00:29:36.316 --> 00:29:37.237]  If you look at 1800...
[00:29:39.250 --> 00:29:43.992]  Less than 2% in the North, probably even less in the South, of people were what you call abolitionists.
[00:29:44.552 --> 00:29:47.913]  Just 60 years later, it was the majority in the North and a large portion in the South.
[00:29:48.234 --> 00:29:49.414]  It's the same thing about ideas.
[00:29:49.454 --> 00:29:50.975]  When you're in the right, you can't be stopped.
[00:29:51.395 --> 00:29:58.457]  And so, we've already got 20, 30, 40% that understand nullification, understand the checks and balances.
[00:29:58.498 --> 00:30:00.678]  The feds are supposed to check the states, the states the feds.
[00:30:00.718 --> 00:30:02.039]  The feds have been taken over.
[00:30:02.079 --> 00:30:02.859]  It doesn't exist.
[00:30:03.199 --> 00:30:04.800]  We're not talking to a federal government.
[00:30:05.320 --> 00:30:06.501]  So there is no check and balance.
[00:30:06.541 --> 00:30:09.862]  It's global bankers just enforcing their will down on us.
[00:30:10.162 --> 00:30:16.325]  So we have to get this message out, ignore what they're saying and doing, and let people know, hey, they're getting ready to double your power prices.
[00:30:16.965 --> 00:30:17.346]  Here they are.
[00:30:17.386 --> 00:30:18.606]  They're shutting down the power plants.
[00:30:18.826 --> 00:30:20.927]  Hey, they want to bankrupt you to make you dependent.
[00:30:21.207 --> 00:30:23.588]  They doubled the number of people on food stamps in three and a half years.
[00:30:23.609 --> 00:30:24.409]  It's going to double again.
[00:30:24.909 --> 00:30:28.451]  And then they're going to say we're taking everything the middle class has got to destroy you.
[00:30:28.491 --> 00:30:30.111]  They don't want you self-sufficient.
[00:30:30.372 --> 00:30:31.812]  This is what authoritarians always do.
[00:30:31.832 --> 00:30:32.733]  Communists, fascists.
[00:30:33.633 --> 00:30:34.793]  Authoritarian of every stripe.
[00:30:35.273 --> 00:30:40.995]  And so we just get the word out, we get the word out, we delegitimize this system so it falls just like the Soviet Union.
[00:30:41.495 --> 00:30:41.815]  Okay?
[00:30:42.315 --> 00:30:48.477]  But it's even easier because the Soviet Union was run by a central empire, Russia, but it was still mainly Slavic nations, so it was the same culture.
[00:30:48.917 --> 00:30:56.679]  This is a banking corporate culture that's slick and propagandistic, but once it's identified, what, you bankers bragged you conquered us?
[00:30:57.099 --> 00:30:58.260]  You run the federal government?
[00:30:58.720 --> 00:31:01.641]  NATO commands our military and Congress is told sit down and shut up?
[00:31:01.881 --> 00:31:02.521]  That's illegal!
[00:31:02.941 --> 00:31:12.033]  We're going to go as the states as an emergency reorganization against you or they're going to bankrupt the federal government by design and bring us under international receivership.
[00:31:12.373 --> 00:31:17.600]  They're going to fully conquer us just as the euro was set up twelve years ago, really back in the fifties as a
[00:31:18.761 --> 00:31:19.642]  Economic agreement.
[00:31:20.383 --> 00:31:25.126]  But by stealth, by 99 when they officially launched it, it's come out where they brag.
[00:31:25.387 --> 00:31:30.091]  We set this up to bankrupt the countries and then have them all sign their sovereignty over to a mega bank.
[00:31:30.471 --> 00:31:34.154]  Now they're announcing private bank, a world bank, is now going to run Europe.
[00:31:34.814 --> 00:31:36.095]  And why is Europe in debt?
[00:31:36.476 --> 00:31:40.659]  They tell you it's entitlements, that's a small part of it, but that's how they can blame the public.
[00:31:40.699 --> 00:31:42.361]  It's like a vampire trick and you let them in the house.
[00:31:42.801 --> 00:31:43.622]  That's the contract.
[00:31:44.494 --> 00:31:49.538]  But they put their people in most of that debt, 90% of it on average in Europe or more, about 91%.
[00:31:50.159 --> 00:31:56.985]  Whether it's Spain, Portugal, Greece, Ireland, Iceland who kicked them out, only country to beat them, so far they're the model.
[00:31:57.826 --> 00:32:02.570]  They were able to come in and get the governments to sign on to the bankers' debt.
[00:32:03.090 --> 00:32:04.992]  But the bankers made the debt on purpose.
[00:32:05.152 --> 00:32:05.352]  Right.
[00:32:05.592 --> 00:32:12.578]  Because before it was exposed as a fraud, they got to leverage out the world with 1.5 quadrillion dollars.
[00:32:13.419 --> 00:32:14.540]  1,500 trillion.
[00:32:15.541 --> 00:32:18.603]  Now they've signed us on to that worldwide.
[00:32:18.683 --> 00:32:20.565]  644 trillion of it, they say, is our debt.
[00:32:20.745 --> 00:32:22.006]  Our national debt's 15 trillion.
[00:32:23.127 --> 00:32:24.428]  So why are we in debt?
[00:32:25.289 --> 00:32:26.350]  Again, you see this fraud?
[00:32:26.590 --> 00:32:28.932]  The average person doesn't study finance, so they don't know this.
[00:32:29.966 --> 00:32:31.388]  It isn't even in the financial papers.
[00:32:31.888 --> 00:32:33.050]  It's in more elite circles.
[00:32:33.110 --> 00:32:34.131]  It's at Davos meetings.
[00:32:35.172 --> 00:32:36.714]  But now it's more and more understood.
[00:32:36.874 --> 00:32:44.283]  Once we know we've been conquered, once we understand the nature of the fraud, that the Federal Reserve is a foreign bank, that that's the name of a consortium of six megabanks.
[00:32:45.089 --> 00:32:45.489]  It's over.
[00:32:45.970 --> 00:32:46.510]  It's came over.
[00:32:46.770 --> 00:32:52.253]  They create this giant facade of left, right, you know, all this other garbage.
[00:32:52.733 --> 00:32:54.894]  And we have us debating, should the federal government have this role?
[00:32:54.914 --> 00:32:56.435]  The federal government has been taken over.
[00:32:56.695 --> 00:32:56.915]  Right.
[00:32:57.115 --> 00:32:59.377]  And I know I keep saying that, that's the key.
[00:32:59.517 --> 00:33:00.277]  People can't get that.
[00:33:00.317 --> 00:33:01.338]  They don't understand that.
[00:33:03.339 --> 00:33:11.123]  The National Security Act of 47 let the CIA operate, along with 15 other agencies in total secrecy, running drugs, overthrowing countries,
[00:33:11.914 --> 00:33:12.815]  Who was it set up by?
[00:33:13.116 --> 00:33:13.697]  Skull and Bones.
[00:33:13.717 --> 00:33:14.057]  Who's that?
[00:33:14.077 --> 00:33:15.099]  A bunch of banking families.
[00:33:15.771 --> 00:33:17.112]  With ties to British intelligence.
[00:33:17.252 --> 00:33:18.653]  OSS founded the CIA.
[00:33:18.793 --> 00:33:19.614]  British intelligence.
[00:33:19.834 --> 00:33:23.577]  Not blaming the British people, that system of empire management covertly.
[00:33:24.118 --> 00:33:27.080]  British Empire never went away, they just took down their flags, put puppets in.
[00:33:27.400 --> 00:33:30.202]  Because if the puppet looks like the locals, they'll put up with them, they found.
[00:33:30.783 --> 00:33:33.065]  See, again, they never want you to know you've been occupied.
[00:33:33.365 --> 00:33:34.726]  This time they bragged about it.
[00:33:35.086 --> 00:33:40.010]  And so that same model has been used here, and now they're in control of our country.
[00:33:40.690 --> 00:33:43.373]  And now they want to fully break us.
[00:33:44.113 --> 00:33:46.881]  And we have to say, no, this is a fraud you signed us on to.
[00:33:47.342 --> 00:33:50.871]  We're going to have to go through some hell, but we're going to get back on a good financial footing.
[00:33:51.453 --> 00:33:52.576]  Well, Alex, what do people need to do?
[00:33:53.484 --> 00:33:54.124]  What's the first step?
[00:33:54.584 --> 00:34:14.229]  The first step, I'm so glad you brought that up, Jakari, they need to contact Ron Paul every way they can and say, hey, Infowars.com, PrisonPlanet.com has put together the videos, they've put together the articles, you know, your top advisors, Alex has had them on, they've agreed, you need to be drafted to lead an exploratory committee through Campaign for Liberty to raise money.
[00:34:14.489 --> 00:34:22.111]  I mean, if you think Ron Paul raised 30, 40 million dollars in two presidential campaigns, and he said on my show four years ago, half his money came from our audience, it was a third of what it is now.
[00:34:23.031 --> 00:34:26.953]  Uh, you know, I mean, our listeners have probably given him $10 million of that money.
[00:34:27.393 --> 00:34:28.554]  I'm not here asking for the money.
[00:34:29.114 --> 00:34:41.981]  If Ron Paul develops a plan, educational to go into the states, to call for meetings to try to organize this from the direction of the Declaration of Independence, pointing out the federal government has been, because that's, that's, that's the high noon to vampires, man.
[00:34:42.521 --> 00:34:43.342]  That's the holy water.
[00:34:43.402 --> 00:34:45.943]  You go, you are a foreign occupying force.
[00:34:46.263 --> 00:34:46.724]  Game over.
[00:34:46.784 --> 00:34:48.365]  I'm risking my life doing this.
[00:34:48.385 --> 00:34:49.706]  Because this is the big tamale.
[00:34:49.726 --> 00:34:50.726]  This is the big enchilada.
[00:34:52.147 --> 00:35:02.114]  And then Ron Paul and others codify a general plan to go out and not just have attorney generals file lawsuits when the feds want to shut down our coal power clean plants.
[00:35:03.014 --> 00:35:06.237]  Not just sit there and play patty cake while these corrupt federal courts do this.
[00:35:06.397 --> 00:35:07.858]  Hey, you're run by foreign banks.
[00:35:08.118 --> 00:35:09.099]  You say you can kill U.S.
[00:35:09.119 --> 00:35:10.139]  citizens and disappear us.
[00:35:10.480 --> 00:35:13.182]  You say you can spy on us without warrants and turn the internet off.
[00:35:13.422 --> 00:35:14.102]  That's tyranny!
[00:35:14.342 --> 00:35:14.523]  Right.
[00:35:14.703 --> 00:35:15.023]  Okay?
[00:35:15.223 --> 00:35:16.204]  Mama didn't raise a fool.
[00:35:16.264 --> 00:35:16.924]  That's tyranny.
[00:35:16.984 --> 00:35:17.525]  We're done.
[00:35:17.985 --> 00:35:19.066]  You guys get out of here.
[00:35:19.126 --> 00:35:20.887]  Stop trying to blackmail our generals.
[00:35:21.127 --> 00:35:22.949]  We know there's foreign governments espionage.
[00:35:23.029 --> 00:35:23.409]  Get out.
[00:35:23.709 --> 00:35:24.390]  We see you.
[00:35:24.950 --> 00:35:25.731]  It's like they live.
[00:35:25.891 --> 00:35:26.932]  Put the sunglasses on.
[00:35:27.292 --> 00:35:27.932]  You ever seen they live?
[00:35:28.453 --> 00:35:28.553]  No.
[00:35:29.187 --> 00:35:29.607]  Oh, man.
[00:35:30.008 --> 00:35:30.888]  We've got to have a movie night, right?
[00:35:30.908 --> 00:35:31.849]  We've got to have a movie night.
[00:35:31.949 --> 00:35:32.790]  We've got to have a movie night.
[00:35:33.050 --> 00:35:35.953]  I mean, you put the sunglasses on, you see it.
[00:35:36.293 --> 00:35:37.754]  And that's what's so crazy when you see it.
[00:35:38.114 --> 00:35:40.616]  So, we get a real states' rights movement.
[00:35:40.637 --> 00:35:43.979]  We don't let the media frame it as, oh, just secession, pulling out their own countries.
[00:35:44.059 --> 00:35:44.440]  No, no, no.
[00:35:44.880 --> 00:35:52.907]  Secession under the Declaration of Independence to reform a new union to restore the republic under the Bill of Rights Constitution.
[00:35:53.067 --> 00:35:54.068]  You don't have to change anything.
[00:35:54.548 --> 00:35:57.731]  We're pulling out, saying, whoops, stop, we're re-uploading America.
[00:35:58.431 --> 00:35:59.993]  We're kicking the foreign banks out.
[00:36:00.493 --> 00:36:02.415]  And then the states vote to reconstitute it.
[00:36:02.955 --> 00:36:06.858]  And then the new Congress is elected, goes in, and the arrests start.
[00:36:07.359 --> 00:36:08.720]  And you get jury trials, too.
[00:36:08.940 --> 00:36:12.663]  We're gonna haul you with your statements from the CFR, how you said we'll dissolve U.S.
[00:36:12.703 --> 00:36:13.184]  sovereignty.
[00:36:13.724 --> 00:36:18.188]  Okay, you work for groups through that, you got paid off by foreign banks' contracts, you're convicted of treason.
[00:36:18.268 --> 00:36:18.609]  Boom!
[00:36:18.629 --> 00:36:19.750]  40 years in prison.
[00:36:19.770 --> 00:36:20.630]  How's that sound to you?
[00:36:20.871 --> 00:36:21.051]  Right.
[00:36:21.491 --> 00:36:26.818]  I mean, you know, you put about 10,000 of these guys in prison, or you tell them, get out of the country.
[00:36:26.898 --> 00:36:30.763]  We're taking your assets, like you do to little moms and pops to get bank or bailout money.
[00:36:31.464 --> 00:36:31.985]  Get out of here.
[00:36:32.786 --> 00:36:34.728]  You know, the more mid-level people, get out.
[00:36:35.069 --> 00:36:35.709]  You're deported.
[00:36:36.350 --> 00:36:38.293]  You're foreign agents, get out of the country.
[00:36:39.315 --> 00:36:41.276]  Go live at, you know, one of the Rothschild estates.
[00:36:41.757 --> 00:36:42.297]  I'm telling you.
[00:36:42.657 --> 00:36:43.458]  Listen, listen.
[00:36:43.698 --> 00:36:44.559]  We're under attack.
[00:36:45.039 --> 00:36:45.899]  We're being conquered.
[00:36:46.280 --> 00:36:48.281]  This is militarily backed up.
[00:36:48.461 --> 00:36:49.822]  And we gotta just call it like it is.
[00:36:49.902 --> 00:36:50.683]  We'll back them off.
[00:36:51.083 --> 00:36:53.104]  The only reason they're doing this is we keep putting up with it.
[00:36:53.324 --> 00:36:54.125]  Keep putting up with it.
[00:36:54.225 --> 00:36:57.007]  Because the men think it's manly to watch football all day.
[00:36:57.267 --> 00:36:57.427]  Right.
[00:36:57.467 --> 00:36:59.228]  They don't understand this is happening.
[00:36:59.689 --> 00:37:00.509]  This is real.
[00:37:00.749 --> 00:37:02.691]  And this elite doesn't just want to run your life.
[00:37:03.171 --> 00:37:07.174]  They're putting aspartame in all the major children's sugar candies and gum.
[00:37:07.454 --> 00:37:08.354]  Which kills labyrinthine.
[00:37:09.929 --> 00:37:13.510]  Yeah, Alex, in Chicago, Rahm Emanuel is telling you what you can get out of a vending machine.
[00:37:14.010 --> 00:37:18.711]  You know, Michelle Obama is telling you what you can eat, how many calories you can eat in a school lunchroom.
[00:37:19.851 --> 00:37:20.491]  It's ridiculous.
[00:37:20.611 --> 00:37:21.571]  But see, that's the thing.
[00:37:21.591 --> 00:37:26.412]  People say, well, that's over-the-top, classical, total authoritarianism.
[00:37:26.452 --> 00:37:27.172]  That's the point.
[00:37:27.793 --> 00:37:32.934]  They get to a jump point, where they take you 10 million miles, and as much as you fight back, you only fight back a million.
[00:37:33.734 --> 00:37:34.834]  I mean, they're just jumping.
[00:37:35.379 --> 00:37:37.000]  They're going, yeah, we'll just arrest you if we want.
[00:37:37.020 --> 00:37:38.061]  Yeah, we're going to shut things off.
[00:37:38.321 --> 00:37:40.443]  Yeah, we'll just arrest anybody who calls for seceding.
[00:37:40.723 --> 00:37:42.185]  Yeah, we're just going to kill you if we want.
[00:37:42.225 --> 00:37:42.725]  It's freedom.
[00:37:43.145 --> 00:37:43.286]  Right.
[00:37:43.306 --> 00:37:45.968]  And we're going to give you people some free stuff if you get behind this.
[00:37:46.815 --> 00:37:49.435]  I mean, folks, this is not hyperbole.
[00:37:49.515 --> 00:37:52.356]  We are in deep, deep, deep, you know what.
[00:37:52.816 --> 00:37:54.616]  I mean, this is make it or break it time.
[00:37:54.636 --> 00:37:57.517]  We either go, whoa, we got too deep into this, we repent.
[00:37:57.537 --> 00:38:00.437]  Because I've told people, folks, you better hit your knees and pray to God.
[00:38:00.477 --> 00:38:05.118]  If you don't even believe in God, you better sit there in a dark room and think about where things have gone.
[00:38:05.558 --> 00:38:08.359]  Because first it's, well, you can't have this size soft drink.
[00:38:08.399 --> 00:38:10.439]  Now it's your parents can't pack your lunch, they can't be trusted.
[00:38:10.819 --> 00:38:12.499]  Then they feed you food full of rat droppings.
[00:38:13.059 --> 00:38:15.280]  This is all real stuff that we've reported on.
[00:38:15.300 --> 00:38:16.180]  He's not making this up.
[00:38:17.276 --> 00:38:23.105]  They have put all over the country Pentagon-run behavior tracking cameras in the school.
[00:38:24.187 --> 00:38:25.770]  They're putting cameras in trash cans now.
[00:38:26.505 --> 00:38:28.385]  To see what you throw away, because that's going to be the new tyranny.
[00:38:28.685 --> 00:38:30.586]  Micromanaging everything you do for the Earth.
[00:38:30.606 --> 00:38:31.666]  Well, it's for the Earth!
[00:38:31.686 --> 00:38:32.106]  Oh, yeah.
[00:38:32.166 --> 00:38:32.766]  It's for the Earth.
[00:38:32.826 --> 00:38:37.907]  I mean, they admit, the Club of Rome said back in the 60s, we're going to use environmentalism to totally take control.
[00:38:38.207 --> 00:38:39.947]  And it's going to be an anti-human religion.
[00:38:40.568 --> 00:38:51.250]  While they do all these real bad things to the environment, Jakari, everybody out there, we have got to move to checkmate the globalists who've hijacked our federal government and are now dissolving the states.
[00:38:51.590 --> 00:38:52.850]  The states have got to wake up.
[00:38:53.760 --> 00:38:57.343]  All the minions that have been paid off to be part of the system, they've got to just step aside.
[00:38:57.904 --> 00:38:59.325]  Because there's no future.
[00:38:59.365 --> 00:39:05.190]  The elite we have are eugenicists who are spiking the food, the water, the air with poisons and they say they want to kill us.
[00:39:05.690 --> 00:39:11.395]  Once they get their world government in place, and the good news is, now I hear Rush Limbaugh and Glenn Beck talking about eugenics.
[00:39:11.796 --> 00:39:12.836]  Now people are getting it.
[00:39:15.177 --> 00:39:20.121]  The most exciting thing is this broadcast and the people that watch are able now to push things out in the mainstream.
[00:39:21.562 --> 00:39:25.605]  Because we are talking about reality, we're not debating within their fake construct.
[00:39:26.646 --> 00:39:37.234]  They project this big giant system and then it looks like it's real and we're supposed to... Like it's one of those video games where it's an alternate reality and people go actually buy stuff in that false reality.
[00:39:38.431 --> 00:39:41.737]  That's what the television and the culture is becoming that.
[00:39:41.997 --> 00:39:44.321]  They're trying to insert us really into a matrix.
[00:39:45.162 --> 00:39:46.965]  And we all have to be Neo's out there.
[00:39:47.385 --> 00:39:50.470]  We all have to be Morpheus's out there to go out and find the Neo's.
[00:39:51.151 --> 00:39:51.832]  And say, look,
[00:39:52.571 --> 00:39:56.154]  You know, you're a slave, and you better wake up to it.
[00:39:56.654 --> 00:39:58.976]  And we're not offering a utopia like the Socialist are.
[00:39:59.376 --> 00:40:09.264]  It's a hard road for liberty, but it's long-term, totally empowering, and the problem is it creates so much wealth that then you get decadent again.
[00:40:09.604 --> 00:40:09.784]  Yeah.
[00:40:10.385 --> 00:40:12.807]  The problem is freedom is so good it makes you strong.
[00:40:13.267 --> 00:40:17.750]  You know, I sat around for 10 years just working on the show and things and gained, you know, 50 pounds.
[00:40:21.377 --> 00:40:26.761]  You know, now it's hard to get that weight off, but I'm doing it, but I feel so much better.
[00:40:26.981 --> 00:40:28.041]  I mean, it's the same thing.
[00:40:28.662 --> 00:40:30.843]  We just have to incrementally build our liberty muscles.
[00:40:30.883 --> 00:40:33.485]  Jakari, I know you've got more coming up, or is this the end of the show?
[00:40:33.705 --> 00:40:36.307]  No, this is the beginning of the show, actually.
[00:40:37.094 --> 00:40:37.835]  All right, my friend.
[00:40:37.875 --> 00:40:39.217]  I mean, there's so much tonight.
[00:40:39.277 --> 00:40:41.080]  I see him in there playing clips of me from the show.
[00:40:41.520 --> 00:40:42.381]  What else you got coming up?
[00:40:42.782 --> 00:40:47.508]  We're going to get into the news, and actually, Aaron has an interview coming up, and I do as well, with Ms.
[00:40:47.748 --> 00:40:49.471]  Medea Benjamin talking about some drones.
[00:40:50.011 --> 00:40:50.812]  Hashtag drones.
[00:40:50.833 --> 00:40:53.015]  We're going to do that pretty soon, so you guys watch out for that.
[00:40:53.795 --> 00:40:55.357]  So any last remarks, Alex?
[00:40:55.437 --> 00:40:56.478]  No, no, that's just it.
[00:40:56.538 --> 00:40:59.040]  I mean, the show's so huge now.
[00:40:59.080 --> 00:41:00.722]  Some nights an hour, some nights three hours.
[00:41:01.202 --> 00:41:05.667]  I mean, I'm just... Still got to get it down to an hour so we can start broadcasting?
[00:41:05.847 --> 00:41:06.728]  Yeah, we're going to do that soon.
[00:41:07.749 --> 00:41:09.530]  But everybody can take these video clips.
[00:41:10.651 --> 00:41:12.834]  Every PrisonPrivate.tv membership is now ten.
[00:41:13.607 --> 00:41:15.728]  So, pay it forward, get everybody watching.
[00:41:15.768 --> 00:41:19.891]  We're reaching millions a week, and it'll soon be tens of millions, just via InfoWars Nightly News.
[00:41:20.171 --> 00:41:22.193]  Jakari, what is your take on what I was saying today?
[00:41:22.213 --> 00:41:23.994]  I mean, is it exciting, or do you... It is exciting.
[00:41:24.014 --> 00:41:28.737]  I mean, just like you were talking about on the radio, how you signed a Declaration of Independence and all this stuff.
[00:41:29.193 --> 00:41:35.118]  It's an exciting time, and like you said, people need to take action, because people say, Alex, you always talk about this and that, but what can we do?
[00:41:35.599 --> 00:41:37.601]  Draft Ron Paul is your suggestion.
[00:41:37.941 --> 00:41:38.922]  So contact Ron Paul.
[00:41:39.122 --> 00:41:41.624]  Yes, as a figurehead, but also to help lead it.
[00:41:41.684 --> 00:41:44.287]  Put on that mantle, and then you go talk to your legislator.
[00:41:44.447 --> 00:41:44.587]  Right.
[00:41:44.847 --> 00:41:48.048]  And we'll do events where we say, all right, everybody hit your legislature today.
[00:41:48.328 --> 00:41:49.009]  Go walk in.
[00:41:49.129 --> 00:41:49.589]  Storm it.
[00:41:49.989 --> 00:41:50.949]  And that's what the media called it.
[00:41:50.969 --> 00:41:52.770]  We just showed up and said, we don't want the TSA here.
[00:41:52.950 --> 00:41:53.130]  Right.
[00:41:53.290 --> 00:41:54.351]  I mean, get aggressive.
[00:41:54.451 --> 00:41:55.931]  Get off our back, New World Order.
[00:41:56.191 --> 00:41:57.252]  Stop trying to train us.
[00:41:57.272 --> 00:41:58.672]  You tell us what to eat, what to do.
[00:41:58.832 --> 00:42:02.254]  They're giving kids forced inoculations all over the country without parental consent.
[00:42:02.414 --> 00:42:02.614]  Right.
[00:42:02.754 --> 00:42:03.594]  That's a felony.
[00:42:03.914 --> 00:42:04.074]  Right.
[00:42:04.134 --> 00:42:05.155]  They're just doing it.
[00:42:05.855 --> 00:42:08.016]  They're telling the cops, go out and beat people for no reason.
[00:42:08.056 --> 00:42:08.876]  Go out and taser them.
[00:42:09.176 --> 00:42:10.777]  A lot of cops are going, whoa, I don't want to do this.
[00:42:11.557 --> 00:42:15.599]  Everybody in the system, by little decisions you make every day, will make or break this.
[00:42:15.719 --> 00:42:18.760]  It is the moral fiber of America that has degenerated.
[00:42:19.000 --> 00:42:21.922]  The television sells the most horrible evil on purpose.
[00:42:22.582 --> 00:42:26.584]  In fact, we have coming up tonight a piece that I know will be controversial.
[00:42:27.464 --> 00:42:31.586]  Over a hundred years ago, they had the screw tape letters, which is like conversations the devil's having with the demon.
[00:42:32.578 --> 00:42:36.520]  And because the devil's greatest trick is convincing the world he doesn't exist.
[00:42:37.141 --> 00:42:39.502]  And so I've done a piece where I play both characters.
[00:42:39.782 --> 00:42:42.024]  Satan talking to his son, the Antichrist.
[00:42:43.044 --> 00:42:45.245]  And the Antichrist is a banker, a globalist.
[00:42:45.746 --> 00:42:48.167]  And he's talking about how he wants to destroy humanity.
