[00:00:01.857 --> 00:00:02.420]  We've got it!
[00:26:36.721 --> 00:26:47.390]  You know, and the same thing when I was 13 years old, you know, I thought the college girls were the most beautiful thing on earth, and I just knew they smelled good, they looked good, and I never seen anything prettier than that.
[00:26:48.230 --> 00:26:49.952]  I mean, we're talking worship here.
[00:26:50.785 --> 00:26:57.632]  Now, thank God, despite the fluoride and bisphenol A and things, I still had enough of my olfactory nerves lined up.
[00:26:57.652 --> 00:26:58.492]  There's a lot of it smell.
[00:26:58.953 --> 00:27:00.614]  My eyes were still cued up right.
[00:27:01.175 --> 00:27:03.417]  Everything was still, you know, pointed in the right direction.
[00:27:04.118 --> 00:27:04.959]  And I'm fulfilled.
[00:27:04.999 --> 00:27:05.679]  I've got a wife.
[00:27:05.759 --> 00:27:06.540]  I've got children.
[00:27:07.301 --> 00:27:07.861]  It's wonderful.
[00:27:08.755 --> 00:27:14.723]  But we also understand that we're tribal, and it's us for the family, against the New World Order.
[00:27:15.084 --> 00:27:17.327]  Families have always been about defending each other.
[00:27:17.787 --> 00:27:23.455]  And hey, we may have problems, but remember, we're the only people in the world that care about each other and have got each other's backs.
[00:27:24.434 --> 00:27:27.335]  That's the oldest thing in human existence.
[00:27:27.735 --> 00:27:29.995]  Just like a mound of meerkats.
[00:27:30.615 --> 00:27:32.136]  Man, they all know each other's smell.
[00:27:32.496 --> 00:27:34.896]  They get in little squabbles, but they're on each other's teams.
[00:27:35.397 --> 00:27:36.177]  Honey badgers.
[00:27:36.657 --> 00:27:37.177]  Wolves.
[00:27:37.617 --> 00:27:38.217]  Coyotes.
[00:27:38.737 --> 00:27:39.257]  Bears.
[00:27:39.938 --> 00:27:40.298]  Otters.
[00:27:40.878 --> 00:27:41.438]  Whales.
[00:27:42.318 --> 00:27:42.718]  Rats.
[00:27:43.398 --> 00:27:43.778]  Mice.
[00:27:44.319 --> 00:27:49.060]  This is what it is to be colony mammals.
[00:27:49.140 --> 00:27:50.200]  That's what we are.
[00:27:51.325 --> 00:28:06.908]  We're colony mammals that can change our destiny and have free will and can build spacecraft that go to foreign planets and that gave you Mozart, Beethoven, Brahm, quantum mechanics, the
[00:28:09.195 --> 00:28:22.360]  Full integrated predictive future program systems, you know, as search engines, which are actually crystal ball integration systems to map human activity for over-the-horizon time prediction qualities.
[00:28:24.220 --> 00:28:26.101]  Humans can do incredible things.
[00:28:26.141 --> 00:28:27.141]  The globalists know that.
[00:28:27.522 --> 00:28:28.382]  They're scared of you.
[00:28:29.625 --> 00:28:31.367]  And so that's why society is collapsing.
[00:28:31.747 --> 00:28:36.512]  And when Nancy Pelosi comes out and says, it's good we're having abortions and less people, this will save money.
[00:28:37.012 --> 00:28:40.215]  How is 1.3 children the average American?
[00:28:40.916 --> 00:28:42.918]  Two people have average 1.3 children.
[00:28:43.678 --> 00:28:45.760]  How is that going to replace the society?
[00:28:46.701 --> 00:28:53.147]  Well, the globalists have said in Wired Magazine and other places that they plan on just setting up a world government and exterminating most people.
[00:28:53.668 --> 00:28:57.712]  So that's why they've got control of the West, and you see populations plunging.
[00:28:57.992 --> 00:28:59.614]  We'll come back with the Iran situation.
[00:29:01.752 --> 00:29:03.012]  Hi, this is Alex Jones.
[00:29:03.052 --> 00:29:08.414]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:29:08.654 --> 00:29:13.276]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[00:29:13.656 --> 00:29:14.056]  It's true.
[00:29:14.136 --> 00:29:18.698]  Seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[00:29:19.238 --> 00:29:23.941]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:29:24.462 --> 00:29:26.383]  They call it a Survival Seed Bank.
[00:29:26.763 --> 00:29:31.386]  And it can produce an endless supply of nutrient-dense food for you and your family.
[00:29:31.566 --> 00:29:32.467]  And here's the best part.
[00:29:32.687 --> 00:29:35.469]  These seeds have not been genetically modified in any way.
[00:29:35.769 --> 00:29:39.071]  And you actually get enough seeds to plant a full acre crisis garden.
[00:29:39.392 --> 00:29:42.233]  So visit them today at SurvivalSeedBank.com.
[00:29:42.574 --> 00:29:44.475]  That's SurvivalSeedBank.com.
[00:29:44.795 --> 00:29:45.716]  Or give them a call at 877-327-0365.
[00:29:49.358 --> 00:29:51.140]  That's 877-327-0365.
[00:29:52.322 --> 00:29:58.108]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:29:58.429 --> 00:30:00.812]  This is Alex Jones for survivalseedbank.com.
[00:30:01.775 --> 00:30:04.416]  I've been telling you about eFoods Direct for a while now.
[00:30:04.696 --> 00:30:08.198]  Here are my top 10 reasons to stock up on food from eFoods Direct.
[00:30:08.378 --> 00:30:08.879]  Number 10.
[00:30:08.919 --> 00:30:11.180]  The food I get from eFoods Direct tastes great.
[00:30:11.440 --> 00:30:11.680]  Number 9.
[00:30:12.200 --> 00:30:14.001]  The eFoods meals are easy to prepare.
[00:30:14.021 --> 00:30:17.303]  8. eFoods Direct delivers the food right to my front door.
[00:30:17.323 --> 00:30:17.303]  7.
[00:30:18.263 --> 00:30:19.704]  Most of these meals cost less than $2.
[00:30:20.204 --> 00:30:19.704]  6.
[00:30:21.265 --> 00:30:23.446]  With their large variety, I can eat it every day. 5.
[00:30:24.506 --> 00:30:27.389]  I always have access to high-quality and delicious food.
[00:30:27.670 --> 00:30:31.414]  Number four, eFoods products don't spoil, so I never waste any food.
[00:30:31.654 --> 00:30:34.757]  Three, eFoods uses only safe, healthy ingredients.
[00:30:35.058 --> 00:30:39.162]  Number two, I have my own food supply and don't depend on the grocery store.
[00:30:39.362 --> 00:30:45.229]  And the number one reason I promote eFoods Direct is they build special offers just for my listeners.
[00:30:45.569 --> 00:30:46.349]  Folks, don't wait.
[00:30:46.509 --> 00:30:47.710]  Get prepared now.
[00:30:47.770 --> 00:30:49.451]  We all need to be self-sufficient.
[00:30:49.731 --> 00:30:52.272]  Call eFoodsDirect at 800-409-5633 and ask for the Alex Jones Special.
[00:30:52.312 --> 00:30:54.833]  Call eFoodsDirect at 800-409-5633 or eFoodsDirect.com forward slash Alex.
[00:31:01.744 --> 00:31:07.106]  When you're out on the road, the last place you want to be is on the road.
[00:31:08.386 --> 00:31:13.148]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:31:13.528 --> 00:31:20.330]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[00:31:22.251 --> 00:31:24.552]  They sew pride in every stitch.
[00:31:26.332 --> 00:31:28.273]  Guarantee you'll love the way they fit.
[00:31:30.629 --> 00:31:34.632]  They put a diamond gusset in the crotch, where you need it most.
[00:31:35.352 --> 00:31:38.475]  Blue diamond gussets, got it.
[00:31:39.175 --> 00:31:39.996]  Others don't.
[00:31:40.416 --> 00:31:42.297]  We turn jeans inside out.
[00:31:42.557 --> 00:31:44.079]  Diamond gusset jeans.
[00:31:44.339 --> 00:31:46.901]  Made in the USA with unparalleled quality.
[00:31:47.241 --> 00:31:53.485]  Our Defender motorcycle jeans combine gusset comfort with Kevlar protection, so you can ride all day with confidence.
[00:31:53.865 --> 00:31:56.067]  Order yours at gusset.com.
[00:31:56.567 --> 00:31:58.609]  Diamond gusset jeans, got it.
[00:31:58.929 --> 00:31:59.790]  Others don't.
[00:32:05.217 --> 00:32:06.118]  Tyranny is here.
[00:32:06.478 --> 00:32:10.161]  The grim future foretold in 1984 has become reality.
[00:32:10.341 --> 00:32:12.623]  It really says that the state is God.
[00:32:12.643 --> 00:32:18.087]  The United States is now recognized globally as one of the most oppressive police states on Earth.
[00:32:18.507 --> 00:32:24.792]  This film conclusively proves the existence of a secret network of FEMA camps, now being expanded nationwide.
[00:32:25.172 --> 00:32:30.717]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[00:32:31.157 --> 00:32:34.860]  Police State 4 chronicles the sickening depth to which our Republic has fallen.
[00:32:35.320 --> 00:32:39.302]  Prepare to enter the secretive world of emergency dictatorship.
[00:32:39.602 --> 00:32:45.525]  Body scanners, sound cameras, citizen spies, stage terror and cameras on every street corner.
[00:32:45.545 --> 00:32:48.526]  It's only the beginning of the New World Order's hellish plan.
[00:32:49.106 --> 00:32:50.527]  The police state isn't coming.
[00:32:51.087 --> 00:32:51.587]  It's here.
[00:32:52.208 --> 00:32:59.011]  Secure your copy today at InfoWars.com or see it online in the highest quality at PrisonPlanet.tv.
[00:33:02.597 --> 00:33:05.478]  Coast to coast, direct from Austin.
[00:33:06.178 --> 00:33:09.479]  You're listening to the Alex Jones Broadcasting Network.
[00:33:10.079 --> 00:33:24.784]  Okay, let me just finish up with Japan that signed on to the same globalist program.
[00:33:25.987 --> 00:33:36.115]  They drink the sodium fluoride, they take all the vaccines, and they warm up their microwave dinners in little Bisphenol A line packaging, their soft drinks, their juice boxes.
[00:33:36.135 --> 00:33:37.316]  This is CBS News.
[00:33:38.717 --> 00:33:43.661]  Studies show young males are apathetic about dating and disinterested in sex.
[00:33:45.350 --> 00:33:48.032]  One college student says, I'm not the guy.
[00:33:48.072 --> 00:33:52.956]  In fact, for people watching on PrisonPlanet.tv, not listening on the radio, show people the photo of these guys.
[00:33:53.417 --> 00:33:54.137]  These are not men.
[00:33:54.197 --> 00:34:01.663]  These are gelded asexual drones that the UN said they would create when Julian Huxley set this program up.
[00:34:02.344 --> 00:34:04.205]  He was the first Director General of UNESCO.
[00:34:04.545 --> 00:34:11.611]  You may have heard of his brother's book, Brave New World, who he went public about and said this is actually the plan to make you all asexual drones.
[00:34:11.911 --> 00:34:13.753]  Look at them, asexual drones.
[00:34:15.117 --> 00:34:16.738]  I mean they don't even want to have sex with anything.
[00:34:17.398 --> 00:34:18.619]  This is what they've been turned into.
[00:34:19.600 --> 00:34:20.741]  That's what the globalists want.
[00:34:21.821 --> 00:34:29.206]  Continuing here, one college student says, it's not that guys don't like women, but it's just easier and more fun to hang out with other guys.
[00:34:31.387 --> 00:34:33.869]  Another says, if you want a date, you have to ask.
[00:34:36.823 --> 00:34:38.885]  The guy out for yourself, that's what a girl says.
[00:34:39.385 --> 00:34:44.310]  Once a male chauvinist paradise, Japan is suddenly the home of assertive women.
[00:34:44.330 --> 00:34:50.015]  Oh yeah, under Hitler it was first you get the women, then you've got the children, so follow the men.
[00:34:51.681 --> 00:34:58.883]  Once a male chauvinist paradise, Japan is suddenly the home of assertive women and so-called grass-feeder men.
[00:34:59.643 --> 00:35:04.484]  Sensitive even, asexual creatures overshadowed by their female peers.
[00:35:05.245 --> 00:35:17.388]  I can't tell you about all the documents we've shown you here on air, where they said they do this, and they are trying to jack the food, the water, most of the toilet paper, has Bisphenol A mixed in with it.
[00:35:18.604 --> 00:35:19.745]  It's kind of like aspartame.
[00:35:19.765 --> 00:35:23.747]  We started exposing it in the last few decades, so most people stopped drinking it in soft drinks.
[00:35:24.248 --> 00:35:27.690]  So they just put it in now over 10,000 products.
[00:35:27.750 --> 00:35:29.031]  It's in all the sugar gums.
[00:35:29.451 --> 00:35:30.612]  It's in most of the chocolates.
[00:35:30.952 --> 00:35:32.193]  You think, well, it's a sugar chocolate.
[00:35:32.373 --> 00:35:33.114]  Read the label.
[00:35:33.574 --> 00:35:34.975]  Read the label of the Juicy Fruit.
[00:35:35.255 --> 00:35:36.016]  The Big Red.
[00:35:36.316 --> 00:35:37.136]  The Wintergreen.
[00:35:37.577 --> 00:35:37.897]  Read it.
[00:35:38.057 --> 00:35:38.317]  Read it.
[00:35:38.577 --> 00:35:39.898]  The Candy Mints.
[00:35:41.159 --> 00:35:42.460]  The Breads.
[00:35:43.060 --> 00:35:43.861]  The TV Dinners.
[00:35:43.901 --> 00:35:46.943]  You think you're eating a TV dinner with a Salisbury steak and some potatoes?
[00:35:47.203 --> 00:35:48.124]  It's got aspartame in it.
[00:35:49.696 --> 00:35:52.698]  Highly addictive breaks down to wood alcohol, because you know why?
[00:35:52.718 --> 00:35:55.179]  Wood alcohol is hellishly addictive.
[00:35:56.060 --> 00:35:58.041]  You think regular alcohol is addictive?
[00:35:58.521 --> 00:36:00.322]  Wood alcohol is addictive.
[00:36:01.302 --> 00:36:03.143]  There's probably nothing more addictive than arsenic.
[00:36:04.084 --> 00:36:08.006]  You know, there's big problems going back hundreds of years with arsenic addicts.
[00:36:09.587 --> 00:36:11.748]  But I digress with science here.
[00:36:11.928 --> 00:36:15.050]  The point is that these food additives are really drugs, many of them.
[00:36:16.789 --> 00:36:20.511]  You know, this all predates even regulation when they're all grandfathered.
[00:36:20.971 --> 00:36:33.918]  Did you know that all the major fast food chains, you can pull this up, pull it up, Chicken McNuggets has, people won't believe it, Chicken McNuggets, it'll be CNN, AP, Reuters from like five years ago, Chicken McNuggets has silicone in it.
[00:36:34.656 --> 00:36:43.481]  Now, now, now, now, now, you think some silicone on a woman's breast breaking out's bad, and it gives them cancer, leukemia, all this stuff, proven, just a little bit leaking.
[00:36:43.901 --> 00:36:45.262]  But hey, why not eat it?
[00:36:45.802 --> 00:36:47.923]  Why wonder why the kidney failure's happening?
[00:36:48.303 --> 00:36:49.184]  Why even wonder?
[00:36:50.657 --> 00:37:06.802]  Remember in China three years ago, they killed, they executed a bunch of top factory owners because they were putting bisphenol A in the milk products and in the cheeses because it could fool the testing they were putting in to get around fake milk, powdered milk.
[00:37:08.262 --> 00:37:19.466]  Now there it is, all McNuggets not created equal, and it's a CNN article, as you can see there, about the silicone, but it sure makes them fluffy and puff up and have that oh, special taste.
[00:37:20.953 --> 00:37:23.675]  See, poisons are addictive, but I'm digressing.
[00:37:23.715 --> 00:37:24.796]  The government says it's okay.
[00:37:24.836 --> 00:37:27.737]  I mean, they care about you.
[00:37:27.757 --> 00:37:29.419]  And I'm the extremist.
[00:37:30.019 --> 00:37:35.923]  I should be a good dad, pull over, get a big old fried chicken from any of these big chains.
[00:37:36.503 --> 00:37:40.326]  And I should just take my son in, put the ball game on, and go, here you go, son.
[00:37:40.886 --> 00:37:44.889]  You'll be lucky if you don't have kidney failure.
[00:37:46.121 --> 00:37:52.490]  They also contain dimethylpolysiloxane, an anti-foaming agent.
[00:37:53.391 --> 00:37:54.813]  Also used in silly putty.
[00:37:55.274 --> 00:37:55.954]  That's another one.
[00:37:56.635 --> 00:37:58.157]  And they've got the silicone, the...
[00:38:00.555 --> 00:38:02.256]  Pull that back up, it's so small I'm having trouble reading it.
[00:38:02.717 --> 00:38:03.677]  I just want to give it, this is CNN.
[00:38:03.697 --> 00:38:05.879]  Look at what they tell you, they don't remove it.
[00:38:06.519 --> 00:38:11.763]  That is the tertiary bithahydronquinoneon.
[00:38:11.823 --> 00:38:12.484]  Is that correct?
[00:38:12.504 --> 00:38:13.425]  Did I get that right?
[00:38:14.425 --> 00:38:15.486]  I mean, come on!
[00:38:15.526 --> 00:38:17.568]  You know, I'm an extremist, you know!
[00:38:18.308 --> 00:38:19.268]  I'm a weirdo.
[00:38:19.989 --> 00:38:30.492]  Again, I talk to people on the street, or sometimes I get drug out to some family dinner with some friends or something, and they're like, I like your show, but do you really believe all this stuff you say?
[00:38:31.313 --> 00:38:34.574]  Gee, I'm the only show I know that everything I say I document.
[00:38:35.274 --> 00:38:43.337]  I mean, everything I've been saying here, from the Rockefeller Foundation, and steroids and vaccines, and cancer viruses and vaccines, I put it on screen.
[00:38:45.183 --> 00:38:51.447]  I mean, I can say right now, the United States has the highest cancer rate in the world, up on average over 2,000% depending on the type.
[00:38:52.628 --> 00:38:55.709]  You can type that into a search engine and get World Health Organization reports.
[00:38:56.570 --> 00:39:00.652]  They never ask why it's skyrocketing, they just ask, give us more money, we'll find a cure.
[00:39:01.893 --> 00:39:02.273]  Oh, really?
[00:39:02.374 --> 00:39:09.458]  To the vaccines where you add, on average, more than 40 cancer viruses per major vaccine tested?
[00:39:11.991 --> 00:39:15.993]  And your body fights it off and fights it off and finally gives up, and you die?
[00:39:16.213 --> 00:39:17.754]  You wonder why everybody's getting allergies?
[00:39:18.214 --> 00:39:21.336]  I got family that's lived in Austin their entire life, never had allergies.
[00:39:21.556 --> 00:39:22.297]  They've got them now.
[00:39:23.137 --> 00:39:30.981]  All the big studies show it's linked to your body already, so overwhelmed with all the additives and all the crud, that it just starts fighting everything.
[00:39:31.982 --> 00:39:34.523]  And you better be glad you got allergies, because you know what that means?
[00:39:35.064 --> 00:39:36.625]  It means your body is fighting hard.
[00:39:37.145 --> 00:39:38.866]  Because when you stop having them,
[00:39:41.155 --> 00:39:43.196]  Your body's not going to fight that cancer either.
[00:39:43.776 --> 00:39:46.116]  You know, most people get cancer every week.
[00:39:47.057 --> 00:39:50.378]  Most people under 30, you can look this up, get cancer every week.
[00:39:50.998 --> 00:39:54.519]  People who are above 60 on average are getting cancer every day, but fighting it off.
[00:39:54.879 --> 00:39:59.441]  You can pull those numbers up, those are general, general breakdowns, it varies from study to study.
[00:40:01.961 --> 00:40:03.662]  But you're not told all that, are you?
[00:40:04.202 --> 00:40:10.784]  You're told, take these antibiotics that are linked to cancer, because they shut down your immune system, take all these shots, everything's going to be great.
[00:40:12.219 --> 00:40:22.304]  And then, as breast cancer's up several thousand percentile, we never talk about finding a cause where it's always find the cure.
[00:40:25.486 --> 00:40:38.673]  I mean, that'd be like if I fell off a cliff, a hundred foot cliff, and broke both my legs, and they came and said, now as soon as we mend your legs and put them in casts and they heal in six weeks, we want you to jump right back off that cliff again.
[00:40:40.182 --> 00:40:42.684]  Because we're finding a cure to your broken legs.
[00:40:42.704 --> 00:40:44.386]  How about don't jump off a cliff?
[00:40:44.626 --> 00:40:45.507]  Yeah, here's the Daily Mail.
[00:40:45.827 --> 00:40:49.310]  Two fizzy drinks a week can raise your chances of getting pancreatic cancer by 87%.
[00:40:49.610 --> 00:40:51.852]  That's a big study.
[00:40:52.213 --> 00:40:54.375]  And then they say in these studies, we don't know why.
[00:40:58.263 --> 00:41:01.225]  Of course, it turns out the ones with the aspartame, it's even higher.
[00:41:02.446 --> 00:41:03.187]  I'll tell you why.
[00:41:03.207 --> 00:41:09.031]  I was telling you about bisphenol A and all the rest of it, but remember melamine three years ago?
[00:41:09.671 --> 00:41:11.673]  They executed the people in China that did it.
[00:41:11.713 --> 00:41:13.294]  Thousands sick, hundreds dying.
[00:41:14.615 --> 00:41:18.838]  But over here, they got pediatric wards full of little kids having failure.
[00:41:19.198 --> 00:41:20.459]  But they just don't even test.
[00:41:20.499 --> 00:41:22.661]  It's just, well, we don't test why it's happening.
[00:41:23.942 --> 00:41:26.784]  We're just gonna put your baby on dialysis now.
[00:41:27.441 --> 00:41:30.043]  Or try to get him some kidney replacements.
[00:41:30.723 --> 00:41:36.186]  Because our own FDA, the loving FDA, came out about a year into that, three years ago.
[00:41:36.206 --> 00:41:40.569]  In fact, type in headline, FDA, some melamine, not bad.
[00:41:41.389 --> 00:41:47.293]  Or type in this Washington Post, another one.
[00:41:47.313 --> 00:41:51.795]  90% of major corn syrup brands have high levels of lead and mercury in them.
[00:41:53.316 --> 00:41:53.917]  How about that?
[00:41:55.217 --> 00:41:55.898]  How about that one?
[00:41:57.452 --> 00:41:58.693]  You can type that in and look at it.
[00:41:58.893 --> 00:42:01.335]  And they never ask in the article why.
[00:42:01.355 --> 00:42:03.937]  I went and did some research and found out why.
[00:42:03.957 --> 00:42:08.841]  I went and did some research and found out why.
[00:42:10.442 --> 00:42:11.623]  Maybe I shouldn't tell you.
[00:42:12.323 --> 00:42:13.744]  Maybe I should have you go look it up.
[00:42:14.024 --> 00:42:15.305]  Would you like me to tell you why?
[00:42:15.606 --> 00:42:17.287]  Or do you even care?
[00:42:17.707 --> 00:42:19.709]  Are you listening to this radio show?
[00:42:20.049 --> 00:42:20.509]  And do you hear?
[00:42:20.690 --> 00:42:22.351]  I understand, I'm a weirdo.
[00:42:24.778 --> 00:42:32.822]  Again, I go out to eat with people who aren't listeners, sometimes, or at events, or church, or whatever, and they say, do you really believe all this?
[00:42:32.882 --> 00:42:37.304]  I mean, wow, it's really weird that you know all this.
[00:42:37.404 --> 00:42:38.244]  It's weird.
[00:42:39.464 --> 00:42:51.750]  See, I should be at a sports bar right now, sticking my chest out, acting tough, in a real shallow way with people that aren't my friends and who don't care about me.
[00:42:53.548 --> 00:42:57.101]  And again, I should have my kids there having to meet MSG so they're brain damaged.
[00:42:57.623 --> 00:42:58.887]  That's what a man does.
[00:43:01.693 --> 00:43:08.677]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[00:43:08.917 --> 00:43:26.547]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[00:43:26.807 --> 00:43:30.909]  I then searched out the best vitamin and mineral company out there.
[00:43:31.189 --> 00:43:32.770]  And discovered Young-Jevity.
[00:43:32.950 --> 00:43:40.816]  The Young-Jevity products are designed to give you the real nutrition you need, and once you've got that, you don't have to eat as much to be satisfied.
[00:43:41.116 --> 00:43:47.380]  I've lost 37 pounds in two months simply getting the vitamins and minerals I need.
[00:43:47.440 --> 00:43:48.481]  Check it out for yourself.
[00:43:48.721 --> 00:43:49.441]  It's incredible.
[00:43:49.581 --> 00:43:58.627]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[00:43:58.808 --> 00:44:00.649]  That's Infowarsteam.com.
[00:44:01.369 --> 00:44:05.613]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:44:05.913 --> 00:44:06.534]  Number one.
[00:44:06.834 --> 00:44:09.997]  New climate legislation could easily double or triple your electric bill.
[00:44:10.257 --> 00:44:10.818]  Number two.
[00:44:11.118 --> 00:44:15.682]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:44:16.022 --> 00:44:16.463]  It's true.
[00:44:16.763 --> 00:44:21.307]  Total government control of electricity in the name of smart grid technology is coming.
[00:44:21.627 --> 00:44:22.147]  Number 3.
[00:44:22.428 --> 00:44:25.730]  In some areas of the country, the power grid is dangerously overloaded.
[00:44:26.030 --> 00:44:29.773]  And now, new socialist legislation is only compounding the problem.
[00:44:29.953 --> 00:44:30.494]  Number 4.
[00:44:30.734 --> 00:44:33.116]  Dangerous weather is always a threat to local grids.
[00:44:33.496 --> 00:44:36.859]  Every year, thousands of families lose their power from weather-related outages.
[00:44:37.179 --> 00:44:41.881]  Number five, a solar power generator provides powerful backup, insurance, and peace of mind.
[00:44:42.101 --> 00:44:46.883]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:44:47.164 --> 00:44:51.185]  You can get more information at www.mysolarbackup.com.
[00:44:51.346 --> 00:44:52.886]  That's mysolarbackup.com.
[00:44:53.126 --> 00:44:57.729]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[00:45:02.267 --> 00:45:03.769]  Hi folks, this is Alex Jones.
[00:45:03.989 --> 00:45:09.014]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:45:09.294 --> 00:45:10.655]  Saving means to make money.
[00:45:10.836 --> 00:45:19.624]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:45:20.345 --> 00:45:27.450]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:45:27.890 --> 00:45:35.495]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:45:35.895 --> 00:45:40.818]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[00:45:41.118 --> 00:45:43.279]  Getting a free catalog is easy by calling 800-340-7091.
[00:45:46.061 --> 00:45:48.966]  Or see Calvin on the web at FiveStarSoap.com.
[00:45:49.266 --> 00:45:51.590]  Take charge of your health now by calling 800-340-7091.
[00:45:51.650 --> 00:45:53.774]  Or see Calvin on the web at FiveStarSoap.com.
[00:46:02.122 --> 00:46:05.745]  Hundreds of nations have fallen to tyranny in the last century alone.
[00:46:06.146 --> 00:46:09.149]  This is our last chance to not relive history.
[00:46:09.389 --> 00:46:14.173]  As they're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[00:46:14.193 --> 00:46:20.439]  I have tremendous influence on our President and Congress, and they really are calling the shots.
[00:46:20.579 --> 00:46:22.822]  I think it's incumbent upon all of us
[00:46:23.362 --> 00:46:23.642]  Tim Geithner?
[00:46:23.662 --> 00:46:24.083]  Bernanke?
[00:46:24.183 --> 00:46:24.943]  They're arsonists!
[00:46:24.983 --> 00:46:26.104]  They're asking for more matches!
[00:46:26.124 --> 00:46:28.366]  And the Congress is saying, who do we make the check out to?
[00:46:42.256 --> 00:46:44.117]  Today seems like nobody does care.
[00:46:44.137 --> 00:46:49.201]  And right now in Washington, D.C., we have seen a fall of the republic.
[00:46:49.541 --> 00:46:59.468]  Get your copy of Fall of the Republic on DVD at Infowars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[00:47:02.570 --> 00:47:03.730]  Coast to Coast.
[00:47:04.111 --> 00:47:05.552]  Direct from Austin.
[00:47:06.172 --> 00:47:09.374]  You're listening to the Alex Jones Broadcasting Network.
[00:47:15.686 --> 00:47:21.987]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:47:33.049 --> 00:47:33.569]  Alright, look.
[00:47:34.449 --> 00:47:43.531]  I tend to get in here, do all this preparation for hours at home, an hour before airtime here in the office, and then never even cover anything I've got in front of me.
[00:47:46.058 --> 00:47:51.621]  And there's got to be like, I don't know, 15 or more mainstream news articles demonizing us, which I love.
[00:47:52.302 --> 00:47:55.204]  Just the last 24 hours, and I haven't even mentioned any of those.
[00:47:55.224 --> 00:47:57.485]  Because it really shows we're hurting them bad.
[00:47:57.525 --> 00:47:58.746]  The more demonization, the better.
[00:47:58.786 --> 00:47:59.766]  The more attacks, the better.
[00:48:00.247 --> 00:48:02.868]  The more enjoyable it is, because it means I'm hurting these globalists.
[00:48:04.289 --> 00:48:05.690]  They did find one of the articles.
[00:48:05.830 --> 00:48:08.712]  It's Seattle Post Intelligence, sir, not Washington Post.
[00:48:09.552 --> 00:48:10.853]  And a big study that came out in 2009.
[00:48:10.893 --> 00:48:11.593]  Study Mercury found in
[00:48:16.465 --> 00:48:18.107]  High fructose corn syrup.
[00:48:19.068 --> 00:48:24.773]  Researchers reported finding mercury in nearly 50% of tested samples of commercial high fructose corn syrup.
[00:48:25.234 --> 00:48:32.681]  A separate study by a non-profit group found mercury in nearly a third of 55 popular brand name foods and drinks.
[00:48:34.995 --> 00:48:39.177]  Uh, where HFCS is the first and second ingredient.
[00:48:39.658 --> 00:48:44.960]  Folks, they are authorized by the criminal government to do this, and here's the deal.
[00:48:45.521 --> 00:48:46.801]  This is done on purpose.
[00:48:46.901 --> 00:48:49.603]  Remember five years ago in Bayer Pharmaceutical?
[00:48:50.558 --> 00:48:54.520]  Finally got convicted in France and Australia, not here in the US.
[00:48:54.960 --> 00:48:56.661]  Bayer that funded the Nazis, everything.
[00:48:56.981 --> 00:48:58.781]  Yeah, that was part of the experiments, all of it.
[00:48:58.861 --> 00:48:59.442]  Eugenicist.
[00:49:00.022 --> 00:49:00.982]  The big drug companies.
[00:49:01.423 --> 00:49:05.304]  Almost all scientists globally, a hundred years ago, were eugenicists.
[00:49:05.944 --> 00:49:08.165]  They believed in master race, reducing population.
[00:49:09.366 --> 00:49:11.727]  They founded all the major drug companies that are out there.
[00:49:11.747 --> 00:49:12.887]  That's why they're still the same.
[00:49:13.248 --> 00:49:16.509]  But it came out in court, and you can look this up,
[00:49:18.035 --> 00:49:26.318]  Just type in Bayer knew Factor 8 had HIV hepatitis for 10 years and shipped it out to everybody knowing it was a death sentence.
