[00:00:06.755 --> 00:00:07.076]  Oh, yeah.
[00:22:05.174 --> 00:22:07.775]  ProPure is the best gravity-fed filter out there.
[00:22:07.935 --> 00:22:09.236]  It's what my family uses.
[00:22:09.516 --> 00:22:10.197]  InfoWars.com
[00:22:10.797 --> 00:22:12.738]  Already has the lowest price on ProPure.
[00:22:12.818 --> 00:22:18.501]  But if you add the promo code WATER at checkout, you get an additional 10% off at InfoWars.com.
[00:22:18.701 --> 00:22:19.961]  You can also call to order 888-253-3139.
[00:22:27.116 --> 00:22:42.410]  Hi ladies and gentlemen, Dan Bodondi reporting for the InfoWars Nightly News, and today we're going to talk about a very sensitive subject, and we bring it up often here on InfoWars.com, Agenda 21, which is the modern-day eugenics being pushed by the United Nations.
[00:22:43.050 --> 00:22:46.974]  And today we've got a guest via Skype from Massachusetts, Dave Kopecz.
[00:22:47.394 --> 00:22:49.136]  He's going to be joining us momentarily.
[00:22:49.456 --> 00:22:51.998]  First, I want to get in a brief history about Agenda 21.
[00:22:53.304 --> 00:23:01.080]  Uh, we're gonna go, first of all, show you a cover of this disgusting bill, this war they're trying to push, called Agenda 21.
[00:23:01.682 --> 00:23:03.446]  And as you can see, the document...
[00:23:04.233 --> 00:23:06.333]  I mean, it is disgusting and grotesque.
[00:23:06.754 --> 00:23:08.454]  We're going to show you a picture of that in a second.
[00:23:09.014 --> 00:23:11.735]  And folks, Agenda 21 is so diabolical.
[00:23:12.175 --> 00:23:22.777]  And people think it's this great thing, you know, we're here to save Mother Earth, we're here to push this Great Greed Peace Movement, you know, to save humanity, you know, from CO2 and everything else.
[00:23:22.857 --> 00:23:24.457]  But there's Agenda 21, folks.
[00:23:24.977 --> 00:23:26.477]  That is just pure disgust.
[00:23:26.497 --> 00:23:28.678]  And it looks like a pile of puke, if you ask me.
[00:23:29.298 --> 00:23:31.739]  And we've got another one accompanying this.
[00:23:32.039 --> 00:23:33.899]  Ecoscience by John P. Holdren.
[00:23:35.094 --> 00:23:38.255]  Now, John P. Holdren, folks, is Obama's science czar.
[00:23:39.076 --> 00:23:41.437]  He's openly stating the same thing in Agenda 21.
[00:23:41.497 --> 00:23:47.739]  We need to reduce the population, force inoculations, banning private property.
[00:23:48.039 --> 00:23:50.840]  I mean, it is disgusting to the core, folks.
[00:23:50.900 --> 00:23:51.521]  It really is.
[00:23:52.181 --> 00:23:55.162]  And we're going to move on to the Biodiversity Treaty Map.
[00:23:56.169 --> 00:23:57.890]  Now, folks, take a look at this map.
[00:23:59.150 --> 00:23:59.831]  Right there, folks.
[00:23:59.891 --> 00:24:01.191]  I want you to take a good look at this.
[00:24:01.351 --> 00:24:06.173]  The red zones, what you see there, the red zones are off-limits to human beings.
[00:24:06.273 --> 00:24:08.294]  This is when the Gen 21 is fully in effect.
[00:24:08.854 --> 00:24:13.816]  Those red zones, which is a quarter of the country at least, are off-limits to human beings.
[00:24:14.497 --> 00:24:19.699]  And as you can see, the color-coded charts, the green or the black in some charts are called smart zones.
[00:24:20.139 --> 00:24:24.541]  That's when all the humanity is pushed into stacked metropolitan zones.
[00:24:25.393 --> 00:24:27.614]  You're not allowed to own a car.
[00:24:28.295 --> 00:24:30.416]  You're told what you're going to be in school.
[00:24:30.857 --> 00:24:32.998]  You have to get permission by the state to have a kid.
[00:24:33.258 --> 00:24:38.462]  And the state raises a child with a one-child policy rule, which Obama said he would sign.
[00:24:38.482 --> 00:24:39.282]  This is on record.
[00:24:40.023 --> 00:24:41.844]  And we're going to get into this history quick.
[00:24:42.164 --> 00:24:49.229]  Back in June 13th of 1992, President George Bush signed Agenda 21.
[00:24:49.549 --> 00:24:51.350]  This is C-SPAN here at the Rio Summit.
[00:24:52.737 --> 00:24:53.497]  And it goes on.
[00:24:53.697 --> 00:25:01.619]  October 2nd, a few months later, 1992, the United Nations Agenda 21 pushed in Congress.
[00:25:02.179 --> 00:25:04.160]  This is another C-SPAN House session.
[00:25:04.900 --> 00:25:07.001]  I mean, this is crazy, folks.
[00:25:07.061 --> 00:25:08.761]  This is treason in our country.
[00:25:10.002 --> 00:25:11.362]  And now we move on to June 29th of 1993.
[00:25:11.442 --> 00:25:12.122]  Mr. Great, President Clinton,
[00:25:17.309 --> 00:25:29.497]  He forms the President's Council on Sustainable Development's Executive Order 12852 to implement Agenda 21.
[00:25:29.858 --> 00:25:31.239]  Selling our country out, folks.
[00:25:32.680 --> 00:25:44.508]  And on June 3rd of 1997, Congressman Sam Farr wrote this letter for the 17th District of California in support of Local Agenda 21.
[00:25:47.697 --> 00:25:57.067]  Then we move on to this other document, in 1987 to 2011, UN Agenda 21, the Sustainability Development introduced in the U.S.
[00:25:57.128 --> 00:25:57.608]  Congress.
[00:25:58.909 --> 00:26:04.756]  Now as you can see folks, this is a brief history, and it's a conference, Congress, I'm sorry, a 265 page document.
[00:26:07.910 --> 00:26:10.391]  I mean, it is that diabolical, folks.
[00:26:11.172 --> 00:26:17.355]  And before we move on to Mr. Kopacz, I want to introduce a book here we have at InfoWars.com, InfoWarsStore.com.
[00:26:17.895 --> 00:26:20.677]  It's called Behind the Green Mask, U.N.
[00:26:21.037 --> 00:26:24.119]  Agenda 21 by Rosa Corey.
[00:26:24.859 --> 00:26:28.781]  Great book, I read through half of it, I didn't get to read it all, but great information, folks.
[00:26:29.201 --> 00:26:32.103]  And Dave pointed out, when I was talking to him before the interview,
[00:26:33.434 --> 00:26:38.277]  This information here is very valid, but it's constantly being updated by the UN.
[00:26:38.597 --> 00:26:44.240]  And they're constantly changing things out and things, but this is a great description of Agenda 21, folks.
[00:26:44.420 --> 00:26:49.263]  I mean, I read through half the book, and I wanted to read the rest, but I had to get some sleep.
[00:26:49.283 --> 00:26:53.845]  This is available on InfowarsStore.com.
[00:26:53.905 --> 00:26:54.645]  Great price, too.
[00:26:54.666 --> 00:26:57.627]  There's other deals you can get the book with a combo and everything else.
[00:26:57.667 --> 00:26:59.188]  Again, InfowarsStore.com.
[00:27:00.089 --> 00:27:02.570]  Behind the Green Mask, UN Agenda 21.
[00:27:03.390 --> 00:27:06.692]  And this is a great book, folks, and we gotta move on to our guest.
[00:27:06.772 --> 00:27:08.652]  We don't have much time, we're running late today.
[00:27:09.193 --> 00:27:14.755]  And before I introduce Mr. Kopacz, he was the president of the Massachusetts Republican Assembly.
[00:27:15.375 --> 00:27:20.817]  He's got a long list of titles, so I'm gonna actually let him fill you in on his titles, because we've got a long list here.
[00:27:21.437 --> 00:27:24.779]  And Mr. Kopacz, Dave Kopacz from Massachusetts, how are you doing, sir?
[00:27:24.799 --> 00:27:26.299]  Hi, how are you?
[00:27:26.339 --> 00:27:27.720]  Thanks for having me on the show today.
[00:27:27.740 --> 00:27:28.420]  Oh, it's a pleasure.
[00:27:29.594 --> 00:27:31.522]  And uh, you want to give a brief introduction yourself?
[00:27:32.509 --> 00:27:33.189]  Sure, sure.
[00:27:33.209 --> 00:27:35.311]  Again, my name's Dave Kopasz.
[00:27:35.551 --> 00:27:38.212]  I was born and raised here in Western Massachusetts.
[00:27:38.753 --> 00:27:40.053]  I live in the town of Ware.
[00:27:40.073 --> 00:27:42.935]  I have two sons.
[00:27:42.975 --> 00:27:46.117]  We homeschooled our two boys, David and Luke.
[00:27:46.817 --> 00:27:54.842]  And I went to college, and I studied the environmental sciences, plant and soil, and went on to get my degree in that.
[00:27:55.222 --> 00:28:01.906]  And I started my own business when I got out of college, and I wanted to stay close to home, have a young family and all.
[00:28:02.566 --> 00:28:10.050]  So, I didn't get involved in the large environmental corporate world, and I stayed more affixed to the residential type stuff.
[00:28:11.011 --> 00:28:23.598]  I also did some municipal service, which is where I got involved with conservation, which today I'm my town's conservation agent and the chair of the Conservation Commission and their Open Space Committee.
[00:28:24.558 --> 00:28:28.541]  I also helped found their Agricultural Committee here in town.
[00:28:29.241 --> 00:28:35.685]  So, the environment has always been something that's been very close to me and something that I have a personal respect for.
[00:28:36.506 --> 00:28:45.892]  However, back in the mid-90s when Windows 95 came out and the Internet became a friendlier place, I bumped into Agenda 21, which you just introduced.
[00:28:46.572 --> 00:28:57.219]  And what I think is most dangerous about this particular document is that it's really not a bill, it's not even a treaty that will ever see the light of day and be discussed.
[00:28:57.679 --> 00:28:59.380]  This is a policy document.
[00:28:59.420 --> 00:29:06.005]  It was signed into soft law, which it's important to note that it doesn't need legislative approval.
[00:29:06.065 --> 00:29:08.187]  It only needs administrative approval.
[00:29:09.107 --> 00:29:21.756]  So basically any town board or non-profit organization or a land trust could essentially go up in a la carte style, pick out things that it wanted to incorporate out of Agenda 21.
[00:29:22.657 --> 00:29:33.667]  Alright, if you want to, sorry to cut you off, if you want to give us a brief description to the new viewers out there, because a lot of people are familiar with Agenda 21, thanks to shows like Infowars.com, and the work you're doing.
[00:29:33.687 --> 00:29:38.391]  I mean, I've seen you speak in Western Massachusetts, and you're great.
[00:29:38.712 --> 00:29:42.415]  You can speak for two hours easily, and I know that, and I'm sorry the time's so short today.
[00:29:43.156 --> 00:29:47.399]  But give a brief description, the diabolicalness of this Agenda 21.
[00:29:48.837 --> 00:30:06.734]  Well, I basically have land trusts, groups that I used to think were out there for all the right reasons, telling communities they're going to preserve farms for future generations and then ban tractors in perpetuity through the conservation restrictions, which is the only way they can get grant money.
[00:30:07.114 --> 00:30:09.597]  So we're looking at a system that's built to be abused.
[00:30:10.117 --> 00:30:14.661]  Non-profit and green groups springing up around to take advantage of that.
[00:30:15.101 --> 00:30:20.165]  And we're really looking at a top-down government control of a green economy.
[00:30:20.565 --> 00:30:22.807]  And I can assure you it is full of waste.
[00:30:22.887 --> 00:30:25.630]  It will not work because all the market signals are skewed.
[00:30:26.070 --> 00:30:30.193]  And we're seeing people losing their private property hand over fist.
[00:30:30.694 --> 00:30:34.296]  And here in Massachusetts we have 157 land trusts.
[00:30:34.717 --> 00:30:37.099]  That's a land trust for every two towns.
[00:30:37.799 --> 00:30:38.460]  It's incredible.
[00:30:39.000 --> 00:30:54.463]  Oh yeah, right in the document, Agenda 21, they're openly calling for the abolishment of private property, and it's also on the Georgia Guidestones, New World Order 10 Commandments, that somebody should destroy, but I mean, like, it is disgusting, and they don't want you owning your own property, or even a car at that.
[00:30:55.017 --> 00:30:55.577]  Yeah.
[00:30:55.617 --> 00:31:02.542]  I mean, things like that, people often say that's conspiratorial, but let's look a little closer to home here in Massachusetts.
[00:31:03.063 --> 00:31:07.106]  And as a Republican, as you mentioned, I'm the president of the Massachusetts Republican Assembly.
[00:31:07.446 --> 00:31:09.608]  We exist to reform the GOP.
[00:31:10.208 --> 00:31:15.252]  And our own general counsel for the GOP in Massachusetts in 2010 applied to HUD.
[00:31:17.273 --> 00:31:18.214]  For a grant.
[00:31:18.354 --> 00:31:46.050]  And in this grant application, in section 3.1 in particular, he calls out for those things, those resources he's going to use and incorporate into Central Mass and throughout the state, and in it he refers to Agenda 21 as that landmark policy document, and of course ICLEI, today they call themselves ICLEI Local Governments for Sustainability, but when they were created and their function to this day is under the International Council for Local Environmental Initiatives.
[00:31:47.090 --> 00:31:59.102]  It's communism, and we know the CFR, they're the ones with the Kremlin Proud House in New York City, they created the United Nations League of Nations and pushed the United States into it, and it's all communism.
[00:31:59.422 --> 00:32:00.403]  Agenda 21 is today's 1930s eugenics.
[00:32:02.864 --> 00:32:07.805]  Yeah, we've got to stop letting people say that that can't affect us here, that a U.N.
[00:32:07.865 --> 00:32:10.186]  document like that doesn't have the power of law.
[00:32:10.886 --> 00:32:16.367]  Well, it doesn't until we put it into enforceable law ourselves, which is what's happening.
[00:32:16.387 --> 00:32:17.128]  That's the U.N.'
[00:32:17.108 --> 00:32:25.590]  's global to local plan, is to go right around legislative oversight in the bright light of day and go right into people's communities.
[00:32:25.610 --> 00:32:26.650]  That's what ICLEI does.
[00:32:27.350 --> 00:32:34.718]  And by virtue of taking their policy, we turn it into enforceable law in our own communities on town hall floor.
[00:32:35.279 --> 00:32:37.041]  We have got to get on those local boards.
[00:32:37.586 --> 00:32:47.651]  Absolutely, and the work you're doing is great, Dave, and we've got to spread more awareness about Agenda 21, and even though we cover it here a lot on Infowars.com, we still don't cover enough.
[00:32:47.871 --> 00:33:00.877]  I mean, a lot of people out there think Agenda 21, if they know Agenda 21, it gets disguised as Greenpeace, Saving Mother Earth, and they've got all the NGOs, non-governmental organizations,
[00:33:01.537 --> 00:33:02.698]  And to promote this stuff.
[00:33:02.778 --> 00:33:05.180]  Oh, we're going to save the Earth, so this is such a good thing.
[00:33:05.200 --> 00:33:08.303]  And those people, that conspiracy theorist talking about this.
[00:33:09.063 --> 00:33:13.587]  So, Dave, you're a conspiracy theorist, and you should be a terrorist, you know.
[00:33:13.747 --> 00:33:15.629]  I mean, it's just incredible.
[00:33:15.709 --> 00:33:24.876]  Speaking of a community, we were talking earlier, a gentleman by, Vincent DeVito, you were talking to me about him, Institute of Energy and Sustainability.
[00:33:25.597 --> 00:33:26.898]  What's your take on this guy now?
[00:33:27.714 --> 00:33:35.056]  Well, he's a MassGOP General Counsel as well, and he is also the director of that non-profit group.
[00:33:35.396 --> 00:33:38.938]  And all they do is spin off green groups and green business.
[00:33:39.418 --> 00:33:40.898]  And again, it's a top-down...
[00:33:43.579 --> 00:33:47.762]  Complete government-driven economy here and he's bringing this into the state.
[00:33:48.142 --> 00:33:58.229]  He specifically applied for that grant and named Agenda 21 as one of the resources that he was going to incorporate into that social networking scheme.
[00:33:58.689 --> 00:33:59.389]  It's unbelievable.
[00:34:00.710 --> 00:34:03.351]  Folks, there's contact information right up on the screen there.
[00:34:03.391 --> 00:34:05.272]  Vincent DeVito.
[00:34:05.752 --> 00:34:08.993]  I mean, give this guy a call and tell him, hey, we don't want Agenda 21.
[00:34:09.073 --> 00:34:13.154]  Even if you don't live in Massachusetts, folks, give this guy a call right now.
[00:34:13.214 --> 00:34:14.054]  Leave a voicemail.
[00:34:14.094 --> 00:34:14.914]  Flood his mailbox.
[00:34:14.934 --> 00:34:15.395]  Say, you know what?
[00:34:15.755 --> 00:34:17.395]  We know about your Agenda 21.
[00:34:17.455 --> 00:34:19.856]  We don't want it and we are not going to accept it.
[00:34:19.916 --> 00:34:20.476]  Bottom line.
[00:34:20.836 --> 00:34:21.757]  And let these people know.
[00:34:21.817 --> 00:34:26.218]  And it takes a citizen to stand up to say, you know, to these elected officials, whoever this guy is,
[00:34:26.958 --> 00:34:27.199]  No.
[00:34:27.559 --> 00:34:28.600]  Bottom out, no.
[00:34:28.680 --> 00:34:30.281]  We do not want Agenda 21.
[00:34:30.341 --> 00:34:31.262]  We know your plans.
[00:34:31.282 --> 00:34:32.163]  We know your agendas.
[00:34:32.443 --> 00:34:33.123]  We don't want it.
[00:34:33.404 --> 00:34:33.984]  Bottom line.
[00:34:34.605 --> 00:34:34.785]  Yup.
[00:34:34.825 --> 00:34:36.566]  Go right to the GOP's website.
[00:34:36.606 --> 00:34:37.707]  The state committee's there.
[00:34:37.767 --> 00:34:38.688]  They should be aware of it.
[00:34:38.728 --> 00:34:42.852]  We had an anti-Agenda 21 resolution down at the convention.
[00:34:43.232 --> 00:34:46.955]  Now, I am one of the 17 Massachusetts delegates that got chopped.
[00:34:47.275 --> 00:34:50.698]  I was a delegate in 2008 and I kept my word and did my duty.
[00:34:51.059 --> 00:34:52.139]  This time they chopped me.
[00:34:52.600 --> 00:34:54.822]  I heard about that because you supported Ron Paul.
[00:34:55.435 --> 00:35:15.854]  Well, I've been a Ron Paul supporter since the late 80s, but nonetheless, I got up there and I pledged in front of the people in my district that I would go down and vote for Romney on that first vote, but I was bringing with me a message of liberty and private property rights, because I was going to make sure that Agenda 21 resolution grew some legs.
[00:35:16.534 --> 00:35:18.996]  Exactly, and people need to be aware of Gen Ed 21.
[00:35:19.036 --> 00:35:20.237]  You're doing such a great job.
[00:35:20.737 --> 00:35:30.465]  And I want to talk about, which I was talking to you earlier in Rhode Island, they had a Replan the Sustainability Development Conference, and this is going on all over the country.
[00:35:30.485 --> 00:35:39.572]  And again, we were talking about how they have these conferences for all the rich people, all the people who run the state, to say, oh, we're going to bring in these development projects
[00:35:40.313 --> 00:35:47.215]  We're going to confine all the humans into these to sell your private property, to give up all your assets.
[00:35:47.875 --> 00:35:49.935]  We don't want you owning property on the beachfront.
[00:35:50.196 --> 00:35:51.936]  We don't want you owning a house out in the wilderness.
[00:35:52.256 --> 00:35:56.137]  We want you in this metro zone, and it's for the environment.
[00:35:56.197 --> 00:35:59.558]  You're doing a good thing for humanity, and they brainwash these people.
[00:36:00.978 --> 00:36:03.619]  If you want to give a description of what these conferences are about,
[00:36:04.522 --> 00:36:29.900]  Well yeah, I mean this is classic visioning and consensus and they're shifting away from that language now because we're on to them basically, but the most modern language they call them charrettes and it's really, they go out and they look for people in your community quite often that are long time select men, a business has been in town for a long time, but always someone who's already on board with what they're doing.
[00:36:30.081 --> 00:36:31.682]  They call these people stakeholders.
[00:36:32.242 --> 00:36:36.745]  And when they go in, they have these visioning sessions, and they generate a consensus.
[00:36:37.085 --> 00:36:42.369]  And what comes out of these consensus is turned into a press release in marketing and propaganda.
[00:36:42.849 --> 00:36:45.391]  And pretty soon, they're speaking for the whole community.
[00:36:45.791 --> 00:36:47.132]  Now, I went to one of these.
[00:36:47.532 --> 00:36:56.298]  They sent some stuff to my office, and not only are they trying to regionalize the conservation agent's position... Is that the application?
[00:36:58.022 --> 00:37:00.343]  We got that on screen, if you could put that on screen guys.
[00:37:00.363 --> 00:37:03.825]  The application for the Department of Housing and Urban Development.
[00:37:04.486 --> 00:37:05.927]  It's in the documents.
[00:37:06.467 --> 00:37:17.635]  It's a social networking grant application to reach out to like-minded groups and it's part of this consensus building within the entire region that Mr. DeVito works in.
[00:37:18.015 --> 00:37:22.338]  Now I went to one and there were 43 towns in my district
[00:37:23.058 --> 00:37:24.999]  And there were five people at this meeting.
[00:37:25.079 --> 00:37:28.942]  Two of them from Northampton, two from Amherst, and myself.
[00:37:29.382 --> 00:37:36.146]  Now, I don't know if you're familiar with the People's Republic of Amherst, but they fly the UN flag in front of Town Hall, if you can believe that.
[00:37:36.427 --> 00:37:38.328]  Oh, that thing is a trash bag.
[00:37:38.448 --> 00:37:49.695]  I mean, I did a report on the UN flag at a Korean War memorial, even though the UN was involved with the war, whatever, but to hang that trash bag on American soil is a smack in the face to anybody who served our country.
[00:37:50.215 --> 00:37:54.598]  And everything I found to stand for, that flag is total disrespect.
[00:37:54.618 --> 00:37:57.379]  That flag symbolizes pure evil.
[00:37:57.619 --> 00:37:58.780]  Bottom out, pure evil.
[00:37:59.160 --> 00:38:02.963]  And it is an apostasy, an epiphany, whatever you want to call it.
[00:38:03.343 --> 00:38:07.185]  It is highly disgusting to even have that flag in this American soil country.
[00:38:07.265 --> 00:38:08.946]  I mean, it makes me sick.
[00:38:08.986 --> 00:38:09.666]  It really does.
[00:38:09.706 --> 00:38:12.148]  I'm lost for words about that flag.
[00:38:12.822 --> 00:38:27.191]  Now, the town right next door, where the other two representatives were from in Northampton, I got an article recently where they are actually touting the fact that they have locked up 20% of the land mass of that town.
[00:38:27.631 --> 00:38:34.136]  Off-limits are highly restricted to human access and all resource extraction.
[00:38:34.436 --> 00:38:35.757]  Now, that's nothing to be proud of.
[00:38:35.957 --> 00:38:41.080]  They're economically hobbling that property forever, and forever is a very long time.
[00:38:41.260 --> 00:38:43.741]  Well, they did that up in the Quabbin, because I lived in Ware for a while.
[00:38:43.781 --> 00:38:47.362]  The Quabbin, you know, where they, uh, confiscated the whole town.
[00:38:47.723 --> 00:38:49.423]  They gave the town a week's notice.
[00:38:49.463 --> 00:38:52.584]  I forgot when this was back in, uh, about 80 years ago or whatever.
[00:38:52.945 --> 00:38:55.206]  They took, kicked everybody out of the town, got a week to get out.
[00:38:55.586 --> 00:38:57.626]  They built a giant reservoir for Boston.
[00:38:57.646 --> 00:38:58.847]  That's what, how many miles away?
[00:38:59.207 --> 00:39:06.430]  But, uh, most of the land that they didn't develop the reservoir for, they still got it restricted, and you can't walk in that property.
[00:39:07.020 --> 00:39:09.342]  Yeah, yeah, that's exactly right.
[00:39:09.662 --> 00:39:20.932]  But I mean, there's always going to be those that would argue that we needed to do that as a water resource, but there are land grabs out there that are simply not even called for.
[00:39:21.292 --> 00:39:30.020]  And if you look around the country, there are states where 75-80% of the land is federally managed and federally controlled.
[00:39:30.080 --> 00:39:33.981]  In Arizona and all those western states, I mean, you're not allowed.
[00:39:34.041 --> 00:39:35.042]  Big signs everywhere.
[00:39:35.202 --> 00:39:37.023]  Government property, no trespassing.
[00:39:37.463 --> 00:39:38.963]  Violators will be shot on sight.
[00:39:40.324 --> 00:39:41.084]  This is crazy.
[00:39:41.224 --> 00:39:54.789]  And I want to switch gears a little bit, and this Agenda 21, the more of a diabolical plot of Agenda 21, now on the inoculations, the eugenics, depopulation, one-child policy.
[00:39:54.809 --> 00:39:56.250]  I want to get your take on all this.
[00:39:57.513 --> 00:40:19.467]  Well, I'm not a big vaccine fan anyways, and I don't know if I'd want to wallow in the weeds there, but when it comes to population control, you know, I often say to people, I say, what would be the effect if we made sure that we had an extremely well-funded Planned Parenthood and a national health care plan that only cared about the productive?
[00:40:20.123 --> 00:40:22.364]  What would that do to a population over time?
[00:40:22.724 --> 00:40:33.709]  And all of a sudden, people get sorcerized and say, wow, I guess it isn't so crazy that people higher up, who think they know better, might have a plan that could actually be actionable.
[00:40:33.729 --> 00:40:36.090]  Oh yeah, and they call for fertility control.
[00:40:36.130 --> 00:40:38.631]  Right now, John P. Holdren's Ecoscience.
[00:40:39.471 --> 00:41:05.129]  Pages 837, and anybody wants to check that out, that's also part of Agenda 21, and they're calling for depopulation of the planet, and like I was talking to you before the show, anybody who's seen the 2010 TED Conference meeting, Bill Gates openly stating, which the Gates Foundation is one of the leading companies that give out vaccines to third world countries, he's openly stating, to reduce the world's population with this mathematical equation,
[00:41:05.669 --> 00:41:10.050]  Reduce the CO2, we need to reduce the world's population by coming up with newer vaccines.
[00:41:10.311 --> 00:41:11.691]  No, no, no, they're safe for you, though.
[00:41:11.991 --> 00:41:12.711]  They're good for you.
[00:41:13.492 --> 00:41:18.573]  And Obama, you know, on record said he would sign a one-child policy proposed by China.
[00:41:19.934 --> 00:41:22.854]  Execution vans, all that draconian stuff.
[00:41:22.934 --> 00:41:26.196]  I mean, this is, this is Orwell's 1984, Dave.
[00:41:26.336 --> 00:41:27.856]  I mean, like, I can't say enough.
[00:41:27.996 --> 00:41:33.818]  Agenda 21 covers all aspects of this Orwellian world, this communist system.
[00:41:34.642 --> 00:41:46.127]  Well, speaking of Obama, and this is something that people should have fresh in their mind, he just wrote himself out an executive order recently for that rural council.
[00:41:46.567 --> 00:41:55.110]  Now, he came out and they publicized that it's only affecting about 16% of the population, but that's as important as our farmers, and we've got to stand behind them.
[00:41:55.631 --> 00:41:59.512]  Well, when the government's own numbers say that only 6% of the country is urban,
[00:42:01.693 --> 00:42:07.277]  That means that 94% of the land mass represents that 16% of the population.
[00:42:07.677 --> 00:42:09.818]  What a giant land grab that was.
[00:42:31.973 --> 00:42:33.494]  You don't belong here, bottom line.
[00:42:33.534 --> 00:42:40.140]  And they're confiscating farms all over the place, and for the sake of national security, they beef up the borders near Canada.
[00:42:41.120 --> 00:42:41.781]  It's crazy.
[00:42:41.961 --> 00:42:44.063]  They're doing it under the name of preservation.
[00:42:44.323 --> 00:42:48.626]  They're putting farmers in stress, so they need grants, they need something to stay alive.
[00:42:49.027 --> 00:42:53.230]  And these land trusts will come in and say, hey, we'll purchase your development rights.
[00:42:53.550 --> 00:43:00.217]  You can keep farming and do what you're doing right now, you just can't build houses and factories and, you know, all this other baloney.
[00:43:00.558 --> 00:43:01.238]  Well, you know what?
[00:43:01.298 --> 00:43:07.145]  They referenced something called Best Management Practices, and they only referenced the title of that document.
[00:43:07.425 --> 00:43:11.990]  And what happens every few years, they get a few brainiacs from some think tank,
[00:43:12.490 --> 00:43:18.693]  Or from some university, and they tinker with the best management practices, the standards within them.
[00:43:19.093 --> 00:43:23.295]  So when you take a farmer, they'll go out and look at a property and say, yeah, I think I can make a go of that.
[00:43:23.335 --> 00:43:26.137]  I can possibly live with those restrictions.
[00:43:26.577 --> 00:43:38.363]  And then he signs on, that bundle of property rights goes out the window, and then the greencoats get in there and they tweak the standards to say, well, now we want a 500-foot dust buffer around every field.
[00:43:38.903 --> 00:43:43.208]  No longer can you mow within 500 feet of a road or a residential property.
[00:43:43.709 --> 00:43:46.872]  Well how many bales of hay or bushels of produce is that?
[00:43:47.293 --> 00:43:50.416]  And how many farmers will that one change alone put out of business?
[00:43:50.817 --> 00:43:53.139]  It's incredibly, it is diabolical.
[00:43:53.159 --> 00:43:53.540]  It is!
[00:43:53.820 --> 00:43:54.220]  I don't know.
[00:44:12.691 --> 00:44:14.632]  That's why farms are closing down all the time.
[00:44:15.292 --> 00:44:17.633]  We had a problem right in Agawam, Massachusetts.
[00:44:17.653 --> 00:44:20.535]  Remember that guy who ran for mayor?
[00:44:20.555 --> 00:44:21.635]  I forgot his name.
[00:44:22.275 --> 00:44:25.597]  The state came in and confiscated his goat farm.
[00:44:26.457 --> 00:44:27.238]  They took his goats.
[00:44:27.258 --> 00:44:28.458]  I don't know if you remember that in the news.
[00:44:28.858 --> 00:44:30.599]  I wish I could remember the guy's name.
[00:44:30.939 --> 00:44:33.100]  It just shows you the power grab that's going on.
[00:44:33.180 --> 00:44:34.581]  You can't own farmland.
[00:44:34.841 --> 00:44:40.263]  You can't own any land that violates the environment.
[00:44:40.323 --> 00:44:41.244]  It's just crazy.
[00:44:41.909 --> 00:44:44.791]  Yeah, I don't even know how to describe it.
[00:44:45.451 --> 00:44:49.434]  Any websites you want to promote right now?
[00:44:49.514 --> 00:44:51.735]  I know you've got a couple of Facebooks out there.
[00:44:52.075 --> 00:44:53.976]  Dave here does a lot of conferences, folks.
[00:44:54.136 --> 00:44:57.138]  If you want to YouTube him, Dave Kopasz.
[00:44:58.099 --> 00:44:59.920]  He's got a lot of conferences he does.
[00:45:00.520 --> 00:45:02.361]  You do two-hour segments easily.
[00:45:02.381 --> 00:45:03.802]  I wish I had more time with you, brother.
[00:45:03.922 --> 00:45:06.124]  A lot of great information.
[00:45:06.524 --> 00:45:09.566]  If you want to give us some, your Facebooks and everything else.
[00:45:10.478 --> 00:45:15.000]  Yeah, well, my Facebook page is, I usually post almost everything I'm doing.
[00:45:15.040 --> 00:45:21.043]  I do a radio show and a TV show on community access myself, so I post that type of stuff up there.
[00:45:22.023 --> 00:45:24.044]  I'm revamping my old campaign site.
[00:45:24.064 --> 00:45:35.510]  I ran for state committee last go-around, so pretty soon I'll have DaveKopacz.com switched around, and that's going to cover all my interest in what's going on as well.
[00:45:36.010 --> 00:45:51.259]  And of course, the Republican Assembly, I know some of your listeners aren't into getting into the political sandbox, but for those of you that are Republicans and want to get in there and reform the Republican Party, I suggest you look up the Republican Assembly in your state as well.
[00:45:51.680 --> 00:45:56.323]  This is a national group, and we're there to reform the party in the right direction.
[00:45:56.683 --> 00:45:58.364]  Small constitutional government.
[00:45:58.684 --> 00:45:59.485]  Good job, brother.
[00:45:59.525 --> 00:46:01.586]  And now, closing comments, I want you to describe
[00:46:02.313 --> 00:46:02.973]  Where the U.N.
[00:46:03.053 --> 00:46:04.214]  is going right now?
[00:46:04.554 --> 00:46:07.255]  Where are they at this point in time right now?
[00:46:07.275 --> 00:46:07.875]  With their Agenda 21?
[00:46:07.915 --> 00:46:19.720]  We've well got our head in the noose and it's time for people to wake up and we've got to start backing out of these regional contracts that we have with regional planning commissions, councils of government.
[00:46:20.120 --> 00:46:22.501]  They all have eminent domain authority.
[00:46:22.521 --> 00:46:28.104]  They come into your community, call something blighted or a redevelopment zone, and bang, bang, boom.
[00:46:28.624 --> 00:46:31.246]  Yes, they will scrape your house right off the face of the earth.
