[00:00:05.356 --> 00:00:05.596]  I think.
[00:35:14.603 --> 00:35:21.248]  And then they discuss the fact that in these clouds, that it's causing certain types of problems.
[00:35:21.408 --> 00:35:30.615]  Covering us in cloud cover, dimming the sun, and then it's changing our climate and negatively impacting natural resources.
[00:35:31.696 --> 00:35:46.301]  The spiking in these chemicals, the state of California and all water districts across the United States and the EPA all require water testing and they test for chemicals in the water that are hazardous to human health in some way.
[00:35:47.021 --> 00:35:53.604]  If they figure that a chemical is not hazardous to human health or animals, etc., they normally don't test for it.
[00:35:54.244 --> 00:36:05.857]  But the minute that they think that it's going to get up above a certain level that it would be injurious, they test for it to make sure that they try to keep it below that standard or to keep it out of our drinking water supplies altogether.
[00:36:07.202 --> 00:36:20.394]  So the concern is that when we're seeing these spikes over stated health, you know, when they go up above any acceptable level that the EPA has put in place for these chemicals, we know they're dangerous.
[00:36:20.434 --> 00:36:22.276]  They're going to have a human health impact.
[00:36:22.796 --> 00:36:30.443]  And they're going to have a human health impact on animals, humans, anybody that is coming in contact with these chemicals.
[00:36:31.264 --> 00:36:37.577]  So this is what we know is that the EPA and all these government agencies wouldn't be testing unless there was a problem.
[00:36:38.704 --> 00:36:44.887]  What impact they're going to have is each chemical has a different property to it, and they have synergistic effects.
[00:36:45.387 --> 00:36:51.449]  So it's hard to say that if you are exposed to a whole source of chemicals, what the synergistic effect.
[00:36:51.670 --> 00:36:54.451]  In other words, each chemical will have one property.
[00:36:55.451 --> 00:36:58.392]  For example, barium can raise blood pressure just as one.
[00:36:59.033 --> 00:37:04.055]  But when you combine that with other chemicals, then what kind of reaction are you going to get?
[00:37:04.455 --> 00:37:06.036]  How much are you exposed to, etc.? ?
[00:37:07.256 --> 00:37:19.562]  So we have that element of it, but persistent jet contrails, on the other hand, are changing our climate and they're changing the agriculture part of what's going on with us.
[00:37:20.182 --> 00:37:26.706]  When you change the climate and you change the microclimates and you put in more cloud cover, you're going to lower crop production.
[00:37:27.446 --> 00:37:35.814]  And they know this from University of Illinois corn crop studies, that if you have normal rainfall but you have more cloud cover, crop production drops.
[00:37:36.314 --> 00:37:42.360]  In areas where you had direct sunlight mixed with normal weather, then you would have increased crop production.
[00:37:42.960 --> 00:37:51.909]  So, just putting and saying that these are ice crystals and water vapor, it's benign in the environment, not true because it can heat us up.
[00:37:52.839 --> 00:38:04.694]  It can change the amount of sunlight reaching the earth so it can affect the health of crops, health of your trees, because without photosynthesis, trees and plants can't grow strong enough to produce.
[00:38:05.755 --> 00:38:07.417]  And you need all of this.
[00:38:08.018 --> 00:38:24.408]  So to say that we're going to cut off the sunlight by either geoengineering or through allowing these persistent jet contrails to keep persisting, what we're saying is we're changing our climate, we're doing a geoengineering project, and it's going to have consequences on our food supply,
[00:38:25.498 --> 00:38:28.761]  Any chemicals added would have consequences on our water supply.
[00:38:29.261 --> 00:38:31.043]  So there's a broad impact here.
[00:38:31.583 --> 00:38:44.333]  So whether I know what, if jets are spraying anything in particular, what I do know is that they're already harming the environment and that there's a lot of studies that talk about the impact in coming years will be tremendous.
[00:38:45.299 --> 00:38:47.582]  In some cases, they don't know what the effects are.
[00:38:47.642 --> 00:38:48.883]  They want to experiment.
[00:38:49.103 --> 00:38:51.045]  And they readily admitted that.
[00:38:51.105 --> 00:38:51.766]  That was one.
[00:38:52.587 --> 00:38:59.874]  Two, they want to be able to continue with their work, because that's job security for a lot of university professors.
[00:39:00.635 --> 00:39:11.343]  Three, several of them have stated, well, you know, the public, we're going to be who the world turns to when global warming becomes this big problem.
[00:39:11.383 --> 00:39:14.025]  They're going to ask us to save the world.
[00:39:14.385 --> 00:39:23.392]  We're going to be the new stewards of the environment and our programs are going to be the ones that will be initiated to save the world from global warming or whatever catastrophe.
[00:39:23.912 --> 00:39:35.822]  So therefore we have to experiment now, get the funding and experiment now or continue our experiments so that we are ready to be the new stewards of the environment.
[00:39:36.302 --> 00:39:50.333]  But the problem is when you start putting up chemicals and you start doing atmospheric experiments, you start to impact agriculture, food supplies, watersheds, you start to impact everything that we depend upon for
[00:39:52.169 --> 00:39:52.369]  I think?
[00:40:10.180 --> 00:40:31.619]  And Professor Benford actually wrote a program about the Arctic and they said, in his article, he even said, well, if something goes wrong, why, it will wash out eventually in the long term and if you have to sacrifice a few people or an area like the Arctic, then that's okay because it's all in the realm of scientific study.
[00:40:32.340 --> 00:40:34.301]  So, it's a fascinating article to read.
[00:40:35.442 --> 00:40:42.628]  I think it's actually the underlying cause of all of this and some of the funding is military funding.
[00:40:43.108 --> 00:40:45.790]  Because the military wants to be able to control the weather.
[00:40:45.810 --> 00:40:48.792]  The military has got an agenda.
[00:40:49.313 --> 00:40:54.317]  That if they control the weather, they can control any country to make it do whatever they want.
[00:40:55.177 --> 00:41:15.851]  And many documents, Owning the Weather 2025, there's several documents in which they talk about how rather than having some weapons of mass destruction, in other words bombs or something, if they could control the weather in a country they could actually force them and say look we will put you in drought, we will put you in floods.
[00:41:16.511 --> 00:41:21.855]  So some of the experiments with the weather modification and other things that the geoengineers are doing
[00:41:22.535 --> 00:41:29.103]  Would mean that they would have, it would be a military application and a lot of money comes from the military sector for this.
[00:41:29.642 --> 00:41:32.964]  I've looked at some of the universities and I looked at the funding chain.
[00:41:33.525 --> 00:41:35.286]  In other words, who's funding these?
[00:41:35.366 --> 00:41:41.990]  Because it has to be public and we know that the military is also initiating programs and paying for funding.
[00:41:42.030 --> 00:41:47.814]  So when you look at the funding stream, you can see that it's private corporations, you can see that it's the military.
[00:41:48.455 --> 00:41:53.278]  So there's a lot of funding in there that's not coming from you and I because we couldn't afford it.
[00:41:54.018 --> 00:41:59.362]  And the big military budget is where there's a lot of extra money for experimentation.
[00:42:00.042 --> 00:42:00.262]  Thank you.
[00:42:19.711 --> 00:42:27.500]  When they were sending up these canisters loaded with chemicals to superheat, well, that was a NASA budget, that's the U.S.
[00:42:27.560 --> 00:42:30.323]  Air Force budget, and then they do ionospheric testing.
[00:42:31.044 --> 00:42:36.189]  Well, how do we know what impact that had on the environment that protects us around the Earth?
[00:42:36.810 --> 00:42:38.191]  We don't really know.
[00:42:38.532 --> 00:42:39.933]  We just don't really know.
[00:42:41.027 --> 00:42:48.254]  The first thing that we started to notice about jets and these engines is they would leave a small contrail, very small.
[00:42:49.155 --> 00:42:52.758]  You would see it behind the plane, it would disappear within seconds and be gone.
[00:42:54.187 --> 00:43:08.397]  All of a sudden, this new phenomenon began to appear somewhere in the late 1980s, as far as I can document from Mendocino County, looking at pictures and weather documents and cloud pictures, old cloud pictures.
[00:43:08.517 --> 00:43:16.603]  All of a sudden, there seemed to be a time when NASA and other agencies began to realize that contrails were beginning to persist.
[00:43:17.930 --> 00:43:25.773]  So NASA started studying jet contrails and they started to see that they were persisting for up to 20 hours.
[00:43:27.334 --> 00:43:31.215]  They could cover 4,000 square kilometers.
[00:43:31.855 --> 00:43:33.776]  So they could cover huge areas.
[00:43:34.016 --> 00:43:35.437]  One contrail this is.
[00:43:36.417 --> 00:43:42.678]  So, NASA studies began to show that they were exacerbating warming, starting around 1975.
[00:43:43.679 --> 00:43:58.302]  They began to show that there was a new phenomenon, which they didn't have before, had not seen before, where these contrails persisting, rather than dissipating very quickly, began to be something that they talked about, studied, etc.
[00:44:00.393 --> 00:44:03.937]  We don't know, in other words, why they begin to persist.
[00:44:04.157 --> 00:44:06.000]  This is one of the curiosities here.
[00:44:06.620 --> 00:44:17.593]  And we just know that the studies, that they were studying them, but they didn't study what they were composed of, why they would be forming and, in other words, expanding to such huge sizes.
[00:44:18.846 --> 00:44:28.732]  But my curiosity with NASA became that when they were talking about persistent jet contrails, they didn't talk about the fact that there were all these different varieties.
[00:44:29.492 --> 00:44:37.137]  In other words, one side of the jet having one type of contrail, the other jet engine on the other side leaving a different type of contrail.
[00:44:37.237 --> 00:44:40.779]  One would dissipate quickly, the other could leave a large plume.
[00:44:41.539 --> 00:44:44.422]  We had black contrails that we were seeing here.
[00:44:44.983 --> 00:44:49.868]  We had contrails that would turn into, it looked like toothpaste on a tube.
[00:44:50.589 --> 00:44:53.792]  And when you saw these, we call them, I call them toothpaste trails.
[00:44:54.152 --> 00:44:59.938]  When we saw them, what we noticed is that they would dissipate relatively quickly.
[00:44:59.979 --> 00:45:02.601]  They'd break up into unusual configurations.
[00:45:03.482 --> 00:45:20.900]  So, what I did is, in order to have people understand that what they were looking at were different types of trails that had different dissipation rates or would turn into haze, and also that these contrails that we were seeing would turn into different types of man-made clouds.
[00:45:21.741 --> 00:45:30.048]  NASA just talks about jet contrails turning into mountain made clouds in their studies, but they don't tell you about the brown clouds.
[00:45:30.108 --> 00:45:35.172]  They don't tell you about the different cloud configurations that these contrails turn into.
[00:45:35.872 --> 00:45:43.838]  So one of the things I did from my pictures and from videotape and looking at different times is I compiled this index
[00:45:45.279 --> 00:46:08.330]  In 2006 of some of the different types of contrails that we were seeing and I named them The reason I named them is people were telling me what they were seeing but they had no vocabulary so in naming them People would tell me that they would see toothpaste trails or they would see knots on a rope where you'd have a straight line with little bulges in it that looked like someone had tied knots in a rope and
[00:46:08.670 --> 00:46:10.491]  You would have black contrails.
[00:46:11.051 --> 00:46:22.897]  So this particular document, poster, I created to put on the internet and to give to people so that they could see that this was different than anything that they had seen before.
[00:46:23.857 --> 00:46:42.861]  So, when I started to document this, I took and I would find that there were things called bursts, where a jet would fly in leaving a contrail, and then all of a sudden you'd see this huge burst, no contrail leaving, but you would get this kind of configuration, and I go, well, what happened here?
[00:46:43.421 --> 00:46:49.402]  Why did this create a burst which then expands for miles and miles and miles over the sky above us?
[00:46:50.442 --> 00:46:54.550]  And why would this part of the trail turn into this type of configuration?
[00:46:55.251 --> 00:46:56.012]  So this was odd.
[00:46:57.529 --> 00:46:58.470]  So we had bursts.
[00:46:59.030 --> 00:47:06.355]  Then this configuration on the same day we'd see other jets flying in and it would leave bursts that look like this.
[00:47:07.355 --> 00:47:15.100]  And after a period of time they would turn into these kind of little cloud formations that would hang out in the sky around this bigger burst.
[00:47:16.121 --> 00:47:20.263]  Now other trails that would be left would be absolutely huge.
[00:47:21.397 --> 00:47:22.257]  And configuration.
[00:47:22.357 --> 00:47:25.038]  And they'd start small, like up here.
[00:47:25.278 --> 00:47:28.039]  Every one of these contrails started very small.
[00:47:28.059 --> 00:47:29.580]  This is a fine line.
[00:47:30.320 --> 00:47:36.382]  But then after watching for a minute or two, we would figure out that it would turn into one of these other configurations.
[00:47:36.962 --> 00:47:47.406]  So some of them, we can tell right away, would turn into this type of a plume, which would turn into this white, in other words, kind of a cloud-like formation, but not a real cloud,
[00:47:48.166 --> 00:47:53.049]  It's a man-made cloud according to NASA, and it would cover the whole entire sky.
[00:47:53.690 --> 00:48:01.955]  So these configurations, if we saw anything that looked like this after a short period of time, we knew that this would cover the whole sky.
[00:48:02.716 --> 00:48:17.526]  Now, other configurations, knots on a rope, you'd have something that looked like waves, you would have what we call mushroom type of contrail, where part of the contrail turned into mushroom-like, it looked like mushrooms growing.
[00:48:18.346 --> 00:48:22.468]  On one side of it, and the other side would not have that configuration.
[00:48:23.028 --> 00:48:36.293]  So the two sides of the jet engine would release a different type of plume, which would turn into, on either side of the jet, one plume could dissipate quickly, the other plume could turn into a different configuration.
[00:48:36.913 --> 00:48:38.214]  So we thought it odd.
[00:48:38.494 --> 00:48:46.100]  Then we'd have black contrails that would expand and look, expand like the white ones, but look like black.
[00:48:46.341 --> 00:48:49.984]  So we thought, well, what's being released that would turn black?
[00:48:50.924 --> 00:48:52.766]  So all of these contrails
[00:48:53.346 --> 00:48:57.728]  I put into this poster so that people could see the feathers and the different ones.
[00:48:58.389 --> 00:49:05.133]  And as this was on the internet, people began to say, we're seeing this type of plume today.
[00:49:05.173 --> 00:49:09.495]  We're seeing a twist, where it looked like there's a twist on one end and then this big plume would come up.
[00:49:10.315 --> 00:49:13.917]  So they could name the trails, how long they were seeing them.
[00:49:13.957 --> 00:49:18.120]  So when I talk to people from around the world and in the United States,
[00:49:18.780 --> 00:49:24.942]  And we can discuss what type of trails that they're seeing, and then they tell me about more and send pictures of different ones.
[00:49:25.702 --> 00:49:38.387]  Now, this one, this colorful one right here, almost looks like an aurora, and this type of contrail is usually laid out before we see this kind of configuration.
[00:49:38.447 --> 00:49:45.289]  Now, without this, you can't see the color in the background unless you have the contrail here.
[00:49:47.390 --> 00:49:49.231]  Show you what it looks like against the cloud.
[00:49:49.271 --> 00:49:51.873]  You can't watch the experiment or whatever's going on.
[00:49:52.294 --> 00:49:54.755]  We never saw anything like this when we were growing up.
[00:49:55.436 --> 00:50:01.360]  My mother, who first saw these when we were back, first seeing this in 2002,
[00:50:03.141 --> 00:50:06.122]  ...said, never saw anything like this, we would have noticed.
[00:50:06.382 --> 00:50:08.463]  Somebody would have been taking pictures of this.
[00:50:08.563 --> 00:50:12.684]  Someone... See, it has to be new because there were no pictures of this.
[00:50:13.404 --> 00:50:20.806]  So, this is why I invented this particular poster, just so that people could get an idea of the different types.
[00:50:20.946 --> 00:50:23.007]  Well, then, what happens?
[00:50:23.207 --> 00:50:24.968]  Why would you get different types?
[00:50:25.248 --> 00:50:28.669]  And so, the standard answer is, well, there's different atmospheric conditions.
[00:50:29.429 --> 00:50:39.736]  But then we found that one jet would lay a short contrail, another jet right behind it would be leaving one that turned into a huge plume, another one would leave white haze.
[00:50:40.316 --> 00:50:44.739]  So we're saying it can't be just atmospheric conditions, there has to be something else going on.
[00:50:45.199 --> 00:50:52.243]  Then we saw X's and stop and go's, where a plume would, a jet like this would leave a plume and then all of a sudden it would stop.
[00:50:53.064 --> 00:50:57.367]  We saw spray apparatuses where there was a wingtip to wingtip
[00:50:58.767 --> 00:50:59.187]  Spraying.
[00:51:00.027 --> 00:51:03.908]  So that you could see that there was spray coming off the entire length of the wing.
[00:51:04.468 --> 00:51:06.369]  Stop for a while, then start again.
[00:51:06.449 --> 00:51:08.049]  Stop for a while, start again.
[00:51:08.669 --> 00:51:19.751]  So all of these things were going on and we're saying, this isn't just normal, something that we've seen since 1919, before we even had the equipment and no jet engines.
[00:51:20.192 --> 00:51:26.933]  So when NASA says they've seen contrails, for example, since 1919, not from jet engines because they weren't in existence.
[00:51:27.822 --> 00:51:37.094]  Many times in recent years we have seen this configuration, this aurora type configuration here.
[00:51:37.755 --> 00:51:43.122]  However, when you go back into recorded history, people have been taking pictures for a long time.
[00:51:43.823 --> 00:52:09.834]  People have been addressing this issue for a long time and there would have been pictures somewhere somewhere in the sixties and in the fifties someone would have been taking these kind of pictures looking at these type of clouds seeing these configurations and so that's why this is a new phenomenon and this is something we have to address because it's impacting agriculture and the amount of sunlight reaching the earth as these expand.
[00:52:10.474 --> 00:52:21.784]  So we know that they're having certain problems, so we have to get our elected officials to begin to address these issues of how they're impacting our environment and are we going to allow this to continue?
[00:52:22.265 --> 00:52:25.447]  And that's another issue here to be dealt with somewhere down the road.
[00:52:25.908 --> 00:52:28.150]  But this is why I'm bringing all of this to attention.
[00:52:28.630 --> 00:52:34.615]  Now the other thing is up in these pictures up here, a lot of pictures we have white haze.
[00:52:35.556 --> 00:52:37.797]  And we never had white haze here.
[00:52:37.837 --> 00:52:39.679]  We had clear, deep blue skies.
[00:52:39.739 --> 00:52:41.119]  We could see the stars.
[00:52:41.860 --> 00:52:50.205]  Now we have studies showing that telescopes are going to be worthless, because we're either going to have the white haze, or we're going to have these man-made clouds.
[00:52:50.225 --> 00:52:58.430]  You won't be able to see the stars, which we can't a lot at night, because we've got all of this cloud cover and white haze going on.
[00:52:59.537 --> 00:53:10.206]  But, a lot of times the jets will quit spraying here if they say there's some celestial event going on or there's going to be some sort of fireworks or an air show.
[00:53:10.686 --> 00:53:12.648]  All of a sudden, how come we have blue skies?
[00:53:14.029 --> 00:53:20.074]  Jets aren't leaving contrails anymore just because there's an air show or because some event is taking place.
[00:53:20.775 --> 00:53:22.496]  So, sometimes we have no jets.
[00:53:23.177 --> 00:53:32.362]  And our skies start to go back to blue and the white haze begins to dissipate, but then the minute that they start again, then we go back into having our skies look like this.
[00:53:33.463 --> 00:53:41.347]  That leads us to questions on why rickets is on the rise, where children now in the United States are suffering from rickets, according to the CDC.
[00:53:41.927 --> 00:53:48.050]  University of California at Berkeley, Kaiser Permanente Hospital, are all studying an increase in rickets.
[00:53:48.931 --> 00:53:50.632]  Why are we having rickets?
[00:53:51.536 --> 00:53:58.880]  Well, it's the turn of the century and when children worked in coal mines in the United States, those children suffered with this bone disease called rickets.
[00:53:59.800 --> 00:54:15.408]  Now it's on the rise in the United States and could it be that we're having so much cloud cover from these persistent jet contrails that turn into man-made clouds and haze that we're getting less sunlight and therefore we're not getting enough vitamin D and we're getting cases of rickets.
[00:54:15.929 --> 00:54:17.970]  No one is looking at this subject
[00:54:18.430 --> 00:54:20.353]  With regard to when they're studying rickets.
[00:54:20.433 --> 00:54:31.009]  When I look at their studies, they're studying a lot of other things but they're not studying what's happening in our skies to determine if this is one of the causes and this is something that should be addressed.
[00:54:31.812 --> 00:54:35.655]  What we see from the ground is we'll see a plume and then it expands.
[00:54:36.416 --> 00:54:44.843]  And satellite pictures do show, and I have a lot of them, other people have a lot of them, we've seen them, do show the contrails and they show the cross hatching.
[00:54:45.343 --> 00:54:47.125]  They show that they're expanding.
[00:54:47.285 --> 00:54:54.952]  You can watch them over time on satellite pictures and you can see as there's flights going around over certain areas that they expand.
[00:54:55.592 --> 00:54:56.733]  So, we can see them.
[00:54:56.853 --> 00:54:59.414]  So, they can see them from space.
[00:54:59.474 --> 00:55:00.795]  They can see them from the ground.
[00:55:01.355 --> 00:55:04.937]  So, there's no secret here about who's flying the jets.
[00:55:05.017 --> 00:55:06.497]  The FAA keeps records.
[00:55:06.537 --> 00:55:08.859]  Homeland Security keeps records.
[00:55:08.919 --> 00:55:10.099]  Everybody keeps records.
[00:55:10.479 --> 00:55:11.800]  Who's leaving the contrails.
[00:55:12.260 --> 00:55:16.803]  Where these planes take off from because they have to file a flight pass.
[00:55:17.523 --> 00:55:23.106]  And they can see them and they can follow them at the National Weather Service to see how the plume expands.
[00:55:23.866 --> 00:55:25.806]  So this is not a secret.
[00:55:25.846 --> 00:55:31.687]  So the satellite pictures are very revealing and they're very good with looking at this type of phenomenon.
[00:55:32.428 --> 00:55:43.409]  Global dimming just means that the amount of sunlight reaching the earth is beginning to be reduced by cloud cover, by haze, by pollutants.
[00:55:44.110 --> 00:55:51.891]  So the studies have been going on for quite some time now showing that the amount of sunlight reaching the earth is being reduced.
[00:55:52.751 --> 00:56:14.445]  Now, the catch-22 here is, if we're already reducing the amount of sunlight reaching the Earth, then when the geoengineering community says, we need to put particulates up and we need to put other things in the atmosphere to reduce the amount of sunlight reaching the Earth, we are already subjecting ourselves to global dimming from some of our activities and the jets.
[00:56:15.166 --> 00:56:21.450]  So, wouldn't this cause a worse problem because we're not cooling down, technically?
[00:56:22.550 --> 00:56:28.595]  Because we're in a global dimming cycle which is getting... the amount of sunlight reaching the earth is getting less and less.
[00:56:29.235 --> 00:56:41.364]  So I have some questions about global dimming and also about scientists putting more things in the air to stop sunlight reaching the earth because if you don't have the sunlight then you don't have crop production as well.
[00:56:41.484 --> 00:56:50.231]  So human health decline, you know, mental aid, depression, all kinds of things can happen because we obscure the sunlight from reaching the earth.
[00:56:50.951 --> 00:57:06.976]  Weather modification means that someone puts a chemical or particulate, something into the air to seed clouds to get them to rain out or to snow in areas where they may not rain out or snow if left on the normal weather cycles.
[00:57:07.936 --> 00:57:12.141]  So weather modification is done throughout the United States.
[00:57:13.382 --> 00:57:24.835]  Anyone can modify the weather at any time without any congressional oversight, no state oversight, for the most part except for Texas has an advisory body.
[00:57:25.316 --> 00:57:27.658]  But people can go and modify the weather.
[00:57:28.479 --> 00:57:47.620]  They may or may not have to report to the federal government, NOAA, and if they have to report to NOAA, NOAA can probably waive any requirements for reporting, and that's why we think that we don't see a lot of ongoing weather modification reported in the eastern part of the United States, is because they may be waiving the requirement.
[00:57:47.740 --> 00:57:48.801]  We're not sure about this.
[00:57:49.522 --> 00:57:51.783]  But that's another level of investigation.
[00:57:52.263 --> 00:58:07.567]  However, documents that I obtained from NOAA, they're all public record, anyone can obtain them, show that there's over 60 ongoing weather modification programs in the states that are marked in yellow.
[00:58:08.447 --> 00:58:11.168]  Now, I designed this because of NOAA documents.
[00:58:12.348 --> 00:58:21.875]  And documents from Canada and documents from weather modification companies who were openly talking about doing weather modifications in other countries.
[00:58:22.515 --> 00:58:29.160]  So the yellow part of this section is all ongoing weather modification programs.
[00:58:29.780 --> 00:58:33.482]  They can use rockets, small planes, large planes.
[00:58:34.463 --> 00:58:41.588]  They can use any method to ground-based applications, sending shooting things into the air.
[00:58:42.329 --> 00:58:51.455]  All these can be used in weather modification by companies or states or cities, private companies, private individuals, anyone can modify your weather.
[00:58:52.336 --> 00:58:55.438]  Now, they don't need public consent, public permission.
[00:58:55.538 --> 00:59:01.981]  They can use any chemical that they choose, experimental or servo-iodide, which has been around for a long time.
[00:59:02.882 --> 00:59:06.124]  And so, all of these programs are ongoing.
[00:59:07.044 --> 00:59:15.409]  One weather modification can modify 184,000 square miles at one time, and that's bigger than the square miles of the state of California.
[00:59:16.149 --> 00:59:16.369]  Here.
[00:59:18.151 --> 00:59:20.933]  California is only 164,000 square miles and yet one state is modifying 184,000 square miles.
[00:59:20.953 --> 00:59:25.756]  That's bigger than Idaho is modifying only has 63,000 square miles but they can modify 184,000 square miles.
[00:59:25.776 --> 00:59:29.679]  So the range that they're modifying is into other states
[00:59:41.568 --> 00:59:42.688]  Over other areas.
[00:59:43.429 --> 00:59:53.172]  Now, you can have rain enhancement, snow enhancement, you can have hail suppression, they can dissipate fog, all kinds of programs are going on.
[00:59:53.732 --> 01:00:01.195]  But most of it is involved in putting rainfall or snow, more of it, or into areas where it doesn't usually get very much.
[01:00:01.955 --> 01:00:06.357]  So you can, the impacts, the major impacts are agriculture,
[01:00:07.097 --> 01:00:08.597]  We're good to go.
[01:00:27.180 --> 01:00:34.586]  Um, decided in 2006 to put more snow into the Wyoming mountains than ever in recorded history.
[01:00:35.206 --> 01:00:42.432]  And what they intended to do with that extra is to run it all into Southern California to feed Southern California's thirst here.
[01:00:43.923 --> 01:00:47.706]  So, they implemented the program and they were extremely successful.
[01:00:47.806 --> 01:00:50.588]  Never had Wyoming had so much snow in its mountains.
[01:00:51.128 --> 01:00:58.193]  However, since that time, Colorado and surrounding counties in Wyoming have on and off suffered drought.
[01:00:59.522 --> 01:00:59.842]  I think?
[01:01:20.061 --> 01:01:20.281]  I think?
[01:01:40.778 --> 01:01:41.939]  Thank you.
[01:02:01.641 --> 01:02:31.121]  Are complaining bitterly that weather and their snow and rainfall is being redirected into other areas by weather modification programs and that the grass isn't growing so that they either have to feed their cattle or go out of business and there's an online discussion of that on March 6, 2008 that you can download from the Texas regulatory body here to listen to their complaints and they even feel that some of the weather modification programs have triggered tornadoes.
[01:02:32.001 --> 01:02:34.203]  And unusual weather events in their areas.
[01:02:35.184 --> 01:02:38.608]  So this is what it looks like here.
[01:02:39.388 --> 01:02:41.210]  Canada modifies the weather here.
[01:02:42.551 --> 01:02:47.676]  You're having some experiments in Florida and you're having some experiments in Alaska.
[01:02:48.277 --> 01:02:50.178]  And Mexico is modifying the weather.
[01:02:50.759 --> 01:02:53.702]  So as the jet stream moves from west to east,
[01:02:56.536 --> 01:03:08.630]  California PG&E says, well, if we need extra water, we can take an extra 10% of the water from one of our programs and keep the water from traveling into Nevada.
[01:03:08.690 --> 01:03:16.398]  We will have it rain out and put it in snow, and we will do that so that Nevada could get less water.
[01:03:17.239 --> 01:03:30.383]  So, as the jet stream moves this way, and people are putting in more and more weather modification programs, it's going to affect agriculture, watersheds, water supplies, as it goes this way.
[01:03:30.463 --> 01:03:35.385]  Because you're going to be putting it in places that don't need it for private gain, commercial gain.
[01:03:35.405 --> 01:03:44.908]  A ski resort could have a weather modification over their ski resort, which might take water from somewhere else, or snow, from some other location.
[01:03:45.968 --> 01:04:01.897]  We need to get Senator Kay Bailey Hutchison's bill, number 601, defeated this year because it allows anyone to mitigate or modify the weather with very little definition of mitigation in order to do what?
[01:04:03.198 --> 01:04:10.967]  So, but all these government agencies would be allowed without congressional oversight or public consent to modify the weather.
[01:04:11.027 --> 01:04:14.210]  So what happens to crop production?
[01:04:15.031 --> 01:04:17.874]  What happens to normal climates?
[01:04:17.914 --> 01:04:19.616]  We can disrupt the microclimates.
[01:04:20.317 --> 01:04:21.578]  And we add to this
[01:04:22.219 --> 01:04:22.619]  Thank you.
[01:04:40.916 --> 01:04:47.779]  All across the United States we're having weird weather events or lightning events because there's lots of experiments.
[01:04:47.859 --> 01:04:50.100]  We have lightning experiments as well going on.
[01:04:50.820 --> 01:04:59.404]  So there's lots of things going on which impact all of us, but it's our food supply and our water supply that is going to be impacted the most from all of this.
[01:05:00.785 --> 01:05:09.610]  I'm not sure to what extent, but we're becoming more and more sophisticated in being able to possibly manipulate the jet stream.
[01:05:10.591 --> 01:05:21.317]  We're being more sophisticated in what MIT professor Emmanuel said in a television program that I saw on the Discovery Channel that was talking about this issue.
[01:05:21.758 --> 01:05:25.140]  He was saying that what we can do is we can take carbon black
[01:05:26.303 --> 01:05:38.988]  Okay, and we can take jets and we can release carbon black on the west coast and as it heats up going across the United States, it creates these weather fronts that grow in intensity.
[01:05:39.649 --> 01:05:52.694]  And what it can do is it can, these weather fronts grow in intensity so that when there's a hurricane coming in over here, the jet stream and these fronts are moving this way and it would push the hurricanes off the coast.
[01:05:54.423 --> 01:06:04.333]  Now, he talked about a fleet of jet airplanes releasing carbon black that would create these disturbances or perturbances, as he calls them, or fronts.
[01:06:04.894 --> 01:06:10.659]  My question is, what happens to the weather as this carbon black, which is soot,
[01:06:11.420 --> 01:06:15.603]  Which is a pollutant that we don't like in our cars and automobiles and jets.
[01:06:16.183 --> 01:06:20.386]  Starts being released by a series of jets and what happens to the weather?
[01:06:21.006 --> 01:06:23.768]  What happens to the air quality as this is happening?
[01:06:24.429 --> 01:06:37.978]  What happens to agriculture as you change the fronts and the weather that's going on across the United States just to redirect a hurricane off, in other words, from Florida or some area on the East Coast?
[01:06:38.738 --> 01:06:43.925]  So these are being proposed, these geoengineering projects are being proposed.
[01:06:44.666 --> 01:06:55.739]  We kind of feel that since we're seeing black contrails here every so often, that they may be starting to practice with this so that they could determine and see if this particular project would work.
[01:06:56.755 --> 01:07:00.677]  There's a treaty against using, manipulating the weather for warfare.
[01:07:01.037 --> 01:07:06.440]  There's also a treaty against having weather modification programs that last more than so many days, etc.
[01:07:07.080 --> 01:07:12.663]  But, everyone is engaged here, as you can see from this map, in modifying the weather.
[01:07:13.083 --> 01:07:14.684]  There's something going on all over.
[01:07:14.724 --> 01:07:17.125]  The programs can last as long as they want.
[01:07:17.745 --> 01:07:22.768]  All this is going on, and as we perfect this, and do studies and research, and they perfect,
[01:07:23.288 --> 01:07:38.651]  More and more, they will be able to control the weather, change what's happening, and when they do that, they disrupt your watersheds, the water supplies to your watersheds, and they disrupt agriculture and the microclimates needed to produce crops.
[01:07:39.312 --> 01:07:42.453]  And so the detrimental effect is on all of us.
[01:07:42.653 --> 01:07:47.515]  And I think that they're at some point with these weather modification programs experimenting on us.
[01:07:47.995 --> 01:07:53.418]  In other words, we're the guinea pigs to see that if we do this, then we may have this effect.
[01:07:54.058 --> 01:07:56.419]  And we could be used to perfect it.
[01:07:56.499 --> 01:08:01.761]  And since there's no oversight, no rules, any chemicals can be used, any experiment,
[01:08:02.441 --> 01:08:12.311]  With regard to the atmosphere and that the public has no say, then this is a dangerous thing that we're experimenting with because we could be destroying our own food supplies.
[01:08:21.641 --> 01:08:24.143]  Visit InfoWars.com and PrisonPlanet.com.
[01:08:24.604 --> 01:08:29.749]  When you're on the site, you can also tune in 24 hours a day to my daily radio broadcast.
