[00:00:00.009 --> 00:00:00.429]  Network.
[00:38:18.237 --> 00:38:21.758]  Five days later, though, they actually went and found out it was real, and the FBI admitted it was real.
[00:38:22.459 --> 00:38:25.740]  And then the governor, you know, had to come out and say, well, actually, I support this.
[00:38:25.800 --> 00:38:28.781]  You know, one of the states where they'd issued the federal report there in Missouri.
[00:38:30.202 --> 00:38:36.284]  So, you know, when I'm telling you all this, you know, I'm sorry the truth is stranger than fiction.
[00:38:37.584 --> 00:38:39.205]  But this is what's going on.
[00:38:41.016 --> 00:38:51.365]  And the globalists brag that Bill Joy in 2000, in the April issue of Wired Magazine, why the future doesn't need us, you know, multi-billionaire, some microsystems owner, founder.
[00:38:51.745 --> 00:38:53.447]  He said, I went to the globalist, you know, meeting.
[00:38:53.907 --> 00:38:57.670]  We said, do we let everybody just party and have fun, or do we kill everybody?
[00:39:00.552 --> 00:39:01.773]  Because we don't need you anymore.
[00:39:01.874 --> 00:39:06.958]  I mean, you've always been cheap, but now we want the world for ourselves.
[00:39:08.004 --> 00:39:10.306]  And he said, you know, I kind of think we shouldn't get rid of everybody.
[00:39:10.946 --> 00:39:12.948]  Oh, let's try one more time to get Bill Joy on the show.
[00:39:13.488 --> 00:39:16.851]  I've talked about him so much, I guarantee you he'll, he at least knows who we are.
[00:39:19.413 --> 00:39:24.718]  The other founder of it was on PBS one time, I saw him, and he said, I look forward to everybody having microchips in them.
[00:39:24.758 --> 00:39:27.200]  So, folks, this isn't a game, okay?
[00:39:27.780 --> 00:39:29.762]  This isn't a game, and the discussion's being made
[00:39:30.968 --> 00:39:49.977]  And the decision's been made to go ahead and kill everybody, but they've got to poison us slowly to the point of everybody's so drugged that they don't notice half the public's got cancer, or people can't talk anymore, or people can't focus, and then it's just, you know, the slow, the government will find why this is happening, but never does, and we all just get used to it.
[00:39:50.017 --> 00:39:55.820]  We're just slowly being trained, and all these movies are coming out about the end of humanity and how beautiful it's going to be.
[00:39:58.038 --> 00:40:03.620]  And they've come and told a lot of the elitist, you know, the Brad Pitt types and Angelina Jolie, join us or you're not going to be part of the club.
[00:40:03.660 --> 00:40:06.101]  So they're out there trying to help everybody get ready for this.
[00:40:06.661 --> 00:40:09.762]  And, you know, I just think it's really, really horrible, you know, but I'm an extremist.
[00:40:09.782 --> 00:40:10.402]  You know how I am.
[00:40:10.883 --> 00:40:12.883]  I actually read the White House Science Czar's books.
[00:40:12.923 --> 00:40:13.944]  He's written all four of them.
[00:40:13.984 --> 00:40:14.184]  Yeah.
[00:40:14.966 --> 00:40:15.947]  We are joined by Syrian Girl.
[00:40:30.800 --> 00:40:38.245]  And Syrian girl comes from a former ruling class family that was deposed by a Baathist coup by Assad's father.
[00:40:38.265 --> 00:40:41.228]  She's 100% Syrian to the core and a career student.
[00:40:41.908 --> 00:40:43.209]  Also a model from what I've seen.
[00:40:43.229 --> 00:40:49.173]  And her YouTube channel is youtube.com forward slash user Syrian girl partisan show.
[00:40:49.473 --> 00:40:53.016]  Her family was run out of there by Assad's dictator father.
[00:40:55.342 --> 00:41:01.986]  And she's on national TV now, so her identity is confirmed, you know, and debates about this on Australian television, so we could tell you where she's at now.
[00:41:03.327 --> 00:41:05.189]  And she's been speaking out for close to a year.
[00:41:05.589 --> 00:41:15.816]  The proxy war using Al-Qaeda has been happening for 21 months, and now today the Germans have voted to mass troops on the border where U.S.
[00:41:16.576 --> 00:41:17.996]  British, French, and others are.
[00:41:18.036 --> 00:41:23.298]  There's aircraft carrier mass, three amphibious landers, French landing ships, German landing ships.
[00:41:24.298 --> 00:41:25.939]  They're off the med as well.
[00:41:26.719 --> 00:41:30.840]  The Russians are now coming to the table because they're in a proxy war with Spitznatz, with U.S.
[00:41:30.860 --> 00:41:32.961]  Special Forces, side-by-side with Al Qaeda.
[00:41:33.301 --> 00:41:42.344]  They are chopping Christians' heads off, throwing them off buildings, burning up and blowing up churches, killing the Jewish minority, and killing minority Alawites, which the
[00:41:43.604 --> 00:41:45.145]  The Assad family's part of.
[00:41:45.685 --> 00:41:49.046]  And here's Syrian girl who is Sunni, but not the Al-Qaeda type.
[00:41:49.426 --> 00:41:52.988]  It's 80%, you know, 80% Sunni, a small group, is Al-Qaeda out of Saudi Arabia.
[00:41:53.308 --> 00:42:04.953]  They're there, CFR, McClatchy News covered it yesterday with the headlines that yes, Al-Qaeda is leading the charge of the attack and now it's coming to a head.
[00:42:05.433 --> 00:42:06.594]  And next stop is in Iran.
[00:42:06.614 --> 00:42:08.314]  That's why they want to get rid of Syria first.
[00:42:08.334 --> 00:42:09.815]  This is an incredible war crime.
[00:42:10.215 --> 00:42:20.239]  And it also speaks to the fact that the West is in a catatonic, brain-dead state, the general public, that our governments are running Al-Qaeda in a giant proxy war takedown.
[00:42:21.380 --> 00:42:23.861]  Artillery being fired in continually off and on by...
[00:42:25.321 --> 00:42:27.603]  Turkey, just unbelievable.
[00:42:27.723 --> 00:42:28.463]  Full out war.
[00:42:28.524 --> 00:42:29.164]  It's not coming.
[00:42:29.184 --> 00:42:29.684]  War is now.
[00:42:30.025 --> 00:42:31.846]  Syrian girl, thank you so much for joining us.
[00:42:31.866 --> 00:42:32.646]  You've got the floor.
[00:42:33.047 --> 00:42:36.969]  Break down the history of this and exactly, I mean, this is so bad.
[00:42:37.029 --> 00:42:42.193]  Even though you were thrown out by the Assad's, you care about your country and it being handed over to Al Qaeda.
[00:42:42.213 --> 00:42:45.575]  So you're speaking out and everything you've warned us about has now come true.
[00:42:45.975 --> 00:42:47.416]  You've been proven to be an amazing source.
[00:42:47.456 --> 00:42:48.497]  Tell us what's happening.
[00:42:49.338 --> 00:42:52.780]  Well, thanks so much Alex Jones for the intro and for having me on.
[00:42:54.844 --> 00:43:05.756]  Well, you know, my family wasn't so much kicked out, but you could definitely say that they were kicked out of government, but were not kicked out of the country.
[00:43:05.856 --> 00:43:11.102]  Though we left, you know, because there was problems inside the country.
[00:43:11.162 --> 00:43:14.086]  No one can say that there wasn't any corruption in the government.
[00:43:14.406 --> 00:43:33.252]  And you can't say that there wasn't a dictatorship, but at the same time, Syria is not as bad as they're trying to make it look like, with constant torture of children and all these tsunami of lies as was described by the Foreign Minister against the country.
[00:43:33.272 --> 00:43:40.574]  And I think it's obvious that NATO powers have been, for the last two years now,
[00:43:41.690 --> 00:44:04.802]  Trying in their media and in their vocalization by the governments like Clinton and Obama at the UN, trying to stir up the tension inside Syria, trying to create a civil war, divide and conquer, and eventually, you know, they hope to create a Libya scenario where they depose the government there to install an extremist, Wahhabist,
[00:44:05.382 --> 00:44:05.842]  regime.
[00:44:06.263 --> 00:44:14.449]  The Wahhabis are this minority sect of crazies that you were talking about that have the same ideology as Al-Qaeda.
[00:44:14.909 --> 00:44:33.024]  And you know, as we've talked about previously, Al-Qaeda is something that the US created themselves and something that many believe with mounds of evidence that it's something that they have always controlled and they control now, like in Syria, and using them
[00:44:33.725 --> 00:44:36.481]  As proxy armies, basically, in Libya and Syria.
[00:44:38.160 --> 00:44:43.842]  And now even the CFR, the LA Times, McClatchy Newspapers, I'm going to show some of these on screen for TV viewers.
[00:44:43.882 --> 00:44:49.224]  People can just type McClatchy, Al-Qaeda in, or LA Times, Al-Qaeda, or U.S.
[00:44:49.504 --> 00:44:52.165]  running Al-Qaeda, or helping Al-Qaeda in Syria.
[00:44:52.585 --> 00:44:56.207]  They're giving them missiles, anti-aircraft missiles, thousands of them.
[00:44:56.727 --> 00:45:04.510]  And Al-Qaeda was in the news, in McClatchy two days ago, saying, we're going to come to America next and blow up your aircraft.
[00:45:05.639 --> 00:45:12.426]  And when they blow up our aircraft, the government will use this Syrian girl to take my rights, because the public is in such a coma.
[00:45:13.167 --> 00:45:16.790]  I mean, it's so obvious they're using Al Qaeda to take over everywhere.
[00:45:17.431 --> 00:45:18.552]  It's just amazing.
[00:45:18.952 --> 00:45:28.682]  What is your take on the build-up now and the open talk of physical NATO troops who we know are there in proxy, like they were in Libya, and they're advising, now actually invading?
[00:45:29.892 --> 00:45:45.068]  Well, you know, I think with the terrorist groups in Syria, it's very funny now to see after two years of their terrorist activity, the US is now, it's become so obvious that they have to come out and say, oh wait, yeah, they are a terrorist group.
[00:45:45.128 --> 00:45:47.431]  And this is to provide plausible deniability.
[00:45:47.451 --> 00:45:50.193]  And of course, they're going to probably use these groups later.
[00:45:51.294 --> 00:46:02.739]  Maybe create another 9-11, you know, potentially the US people would be sick of these wars and they'd have to be shown that they'd be under attack again.
[00:46:02.819 --> 00:46:06.401]  So I think that it's a perpetual cycle.
[00:46:06.761 --> 00:46:13.263]  And we can see that they use the same technique in Afghanistan, they're using it in Syria now by funding terrorism.
[00:46:13.563 --> 00:46:22.906]  They're also using the same talking points that they have in Iraq by talking about chemical weapons being used by a big bad dictator.
[00:46:23.386 --> 00:46:24.867]  We heard all that 10 years ago.
[00:46:25.387 --> 00:46:28.088]  So about the build-up against Syria,
[00:46:29.148 --> 00:46:34.696]  I think, at this point, that a lot of it is just psychological warfare.
[00:46:34.716 --> 00:46:45.931]  You know, you see in the media stuff about the USS Eisenhower being off the coast, but I believe that the USS Eisenhower is actually going to go home early.
[00:46:47.701 --> 00:47:08.204]  I believe that a lot of what's in the media is trying to build up such a fear and hysteria inside Syria to cause defections and to make people stop fighting, but I don't think it's going to work because people see that the army is still fighting and when the army isn't backing down,
[00:47:09.065 --> 00:47:10.587]  The army is still united and strong.
[00:47:10.928 --> 00:47:12.009]  The people will be too.
[00:47:12.129 --> 00:47:24.306]  So, on the ground in Syria, I think that the army is still making gains, like they did in Darayya recently, and they successfully defeated an attempt to control the Damascus airport.
[00:47:24.767 --> 00:47:27.528]  So what you see in the media of the U.S.
[00:47:28.189 --> 00:47:33.371]  building, saying Assad is about to fall, that's not what's actually happening on the ground.
[00:47:33.791 --> 00:47:36.232]  And maybe this is a dangerous situation for the U.S.
[00:47:36.252 --> 00:47:41.615]  because they really need Syria to fall in order for the globalists to
[00:47:42.833 --> 00:47:46.556]  So you're saying it's more psychological warfare as they've been doing in the past?
[00:47:46.596 --> 00:47:49.639]  You were on about six months ago.
[00:48:07.455 --> 00:48:21.843]  And you said that, look, they're going to try to claim that Assad's going to use his legal, lawful, which other governments have, chemical weapons, never invaded, never attacked anybody, never used them, and that they would have Al-Qaeda maybe launch him at Turkey or somebody.
[00:48:22.583 --> 00:48:35.654]  And then, we already know, they caught US-made mortars being fired by Al-Qaeda on the border into Turkey, so Turkey can then blast out hundreds of square miles of areas with howitzers to insert more troops in.
[00:48:35.674 --> 00:48:38.816]  Now German troops are massing to invade.
[00:48:39.217 --> 00:48:40.258]  Unbelievable!
[00:48:40.658 --> 00:48:50.106]  And now Obama warns Syria about using chemical weapons, threatens consequences, and then magically some chemical weapons get used, and oh, we've got to invade now.
[00:48:51.867 --> 00:48:55.170]  Absolutely.
[00:48:55.330 --> 00:48:59.393]  And they don't even need to launch chemical weapons at Turkey.
[00:48:59.493 --> 00:49:06.519]  They can just let the insurgents or terrorists inside Syria use the chemical weapons themselves.
[00:49:06.579 --> 00:49:09.401]  And actually there was a video that came out of
[00:49:10.582 --> 00:49:22.114]  Supposedly of these FSA terrorists mixing chemicals, mixing a gas and killing some rabbits they filmed themselves and they said next it will be the other whites that are going to be gassed like this.
[00:49:22.234 --> 00:49:28.660]  So the chemicals that they were used were from Turkey and we know that Turkey's been smuggling arms into Syria.
[00:49:29.020 --> 00:49:31.523]  So it's absolutely there's a potential to
[00:49:32.764 --> 00:49:41.175]  For them to just carry out a chemical weapons attack and use that as a pretext for intervention, they're looking for a way in, always.
[00:49:41.515 --> 00:49:43.678]  They're setting up all of the
[00:49:46.553 --> 00:49:48.654]  They're setting things up to attack people.
[00:49:48.834 --> 00:49:58.439]  And the prostitute media in the back of the paper admits our government's running Al-Qaeda, but there's no news about the massacres, the killings, all of it.
[00:49:58.499 --> 00:50:05.502]  It's just, oh, there's some peaceful protesters over there, the rebels too, who are getting attacked by a big bad man.
[00:50:05.562 --> 00:50:07.803]  It's somewhere over there.
[00:50:08.864 --> 00:50:11.425]  I mean, it's amazing that this is going on.
[00:50:12.946 --> 00:50:13.786]  Absolutely right.
[00:50:16.783 --> 00:50:26.812]  I've heard such terrible stories about people being stopped at the side of the road and being basically beheaded or shot based on their sect.
[00:50:26.932 --> 00:50:29.294]  So it's happening all over the place.
[00:50:29.754 --> 00:50:30.775]  Well there's videos of it.
[00:50:30.795 --> 00:50:36.320]  They take Christians and Alawites and others up and chop their heads off, throw them off buildings, blow up churches.
[00:50:38.991 --> 00:50:40.832]  I mean, our government's running the whole thing.
[00:50:40.872 --> 00:50:41.593]  Very proud of it.
[00:50:42.253 --> 00:50:46.997]  And you've got Angelina Jolie there saying, invade, invade, attack, attack, kill, kill, kill.
[00:50:47.057 --> 00:50:47.537]  It's loving.
[00:50:47.557 --> 00:50:49.338]  And everybody says, hey, she's liberal.
[00:50:49.358 --> 00:50:49.799]  It's loving.
[00:50:50.139 --> 00:50:51.540]  Brad Pitt, man, he's a cool guy.
[00:50:52.580 --> 00:50:53.301]  Totally sick.
[00:50:53.581 --> 00:50:53.981]  Stay there.
[00:50:54.021 --> 00:50:56.863]  We're going to come back and talk about it with Syrian girl.
[00:50:57.564 --> 00:50:58.104]  Unbelievable.
[00:50:58.264 --> 00:50:59.685]  I'm Alex Jones, Infowars.com.
[00:51:02.933 --> 00:51:08.397]  Sodium fluoride in the body reduces IQ and increases cancers.
[00:51:08.697 --> 00:51:15.783]  Unfortunately, fluoride and its derivatives are only one of hundreds of toxins being added to our drinking water.
[00:51:16.083 --> 00:51:18.525]  We're battling the globalist on so many fronts.
[00:51:18.805 --> 00:51:24.870]  Health is an area where we can all take control of our lives and it all starts with that basic building block of water.
[00:51:25.530 --> 00:51:28.293]  It is time to purify our family's water.
[00:51:28.553 --> 00:51:35.199]  The ProPure filtration system with added fluoride filters is the best system from my research to protect you and your family.
[00:51:35.439 --> 00:51:40.544]  Infowarstore.com already has the lowest prices on ProPure water filtration.
[00:51:40.744 --> 00:51:46.410]  But until December 10th, we are going to offer 15% off the already lowest price.
[00:51:46.770 --> 00:51:48.813]  I know what I'm giving my family this Christmas.
[00:51:49.094 --> 00:51:49.634]  ProPure.
[00:51:49.835 --> 00:51:55.804]  Go to InfowarsStore.com and get 15% off the already lowest price out there with the code WATER15.
[00:51:55.824 --> 00:51:58.087]  WATER15 and you get 15% off at InfowarsStore.com.
[00:52:02.213 --> 00:52:04.175]  It's time for a home security quiz.
[00:52:04.496 --> 00:52:05.036]  Answer this.
[00:52:05.437 --> 00:52:17.710]  What effective home security device is smaller than a coffee cup, fakes out burglars into thinking someone is home at your house while you are away, plugs into any wall outlet, is recommended by many police departments, and sells for less than $35?
[00:52:18.971 --> 00:52:20.671]  Yes, it's fake TV.
[00:52:21.132 --> 00:52:23.212]  This year about one in every 50 U.S.
[00:52:23.252 --> 00:52:27.053]  homes will have a break-in, with burglars usually picking the easy target.
[00:52:27.333 --> 00:52:29.694]  A dark house that looks like no one is home.
[00:52:29.914 --> 00:52:37.736]  Fake TV is a small electronic security device that makes it look like someone is home watching TV by simulating the light from a real TV.
[00:52:37.976 --> 00:52:40.697]  It's like a lamp on a timer, but far more convincing.
[00:52:40.917 --> 00:52:41.377]  And for only $34.95,
[00:52:42.697 --> 00:52:47.840]  Fake TV could be the difference between coming home to a secure house or one that's been ransacked.
[00:52:48.000 --> 00:52:50.641]  Go to faketv.com or call 1-877-5-FAKE-TV.
[00:52:50.681 --> 00:52:52.022]  That's 877-532-5388 or go to faketv.com.
[00:52:52.202 --> 00:52:53.903]  Fake TV, the burglar deterrent.
[00:53:03.055 --> 00:53:10.077]  When natural disasters strike and the water supply is shut off, you won't panic because you have a CWR Emergency Water Filter.
[00:53:10.417 --> 00:53:15.699]  CWR Environmental has been supplying emergency water filters worldwide for over 25 years.
[00:53:16.039 --> 00:53:16.459]  The difference?
[00:53:16.839 --> 00:53:19.200]  CWR Emergency Water Filters are portable.
[00:53:19.460 --> 00:53:27.064]  Easy to set up and exceptional at removing bacteria, parasites, sediment and many harmful contaminants including chlorine and harmful microorganisms.
[00:53:27.385 --> 00:53:29.786]  Plus they are NSF certified to assure performance.
[00:53:30.186 --> 00:53:38.391]  CWR Emergency Water Filters can produce thousands of gallons of safe drinking water from any water source and come with a five-year warranty and money-back guarantee.
[00:53:38.711 --> 00:53:41.913]  For a limited time, the filters are specially priced with free shipping.
[00:53:42.233 --> 00:53:42.974]  Call now 800-444-3563.
[00:53:43.014 --> 00:53:43.194]  That's 800-444-3563.
[00:53:48.777 --> 00:53:51.341]  Or go to CWRSurvival.com.
[00:53:51.561 --> 00:53:53.864]  That's CWRSurvival.com.
[00:53:54.244 --> 00:53:56.187]  CWR Emergency Water Filters.
[00:53:56.507 --> 00:53:59.111]  Drinking water you can trust for when you need it most.
[00:53:59.351 --> 00:54:01.114]  CWRSurvival.com.
[00:54:04.781 --> 00:54:08.344]  Alright, we've got Syrian Girl for two more segments and Laura Monton's joining us.
[00:54:08.805 --> 00:54:19.634]  Before we go back to her, don't forget you can get a 12-month subscription to the new glossy, you know, covered magazine, InfoWars magazine.
[00:54:19.674 --> 00:54:27.161]  Great to wake people up, great tool to give gift subscriptions or get it for yourself and then hand it off to others after you've read it at InfoWarsStore.com.
[00:54:27.921 --> 00:54:29.182]  We also have
[00:54:30.223 --> 00:54:33.644]  All the great films and documentaries, the best information out there, period.
[00:54:33.945 --> 00:54:39.047]  The new Joel Skousen film that we produced, a strategic relocation to protect you and yourself and your family.
[00:54:39.067 --> 00:54:44.449]  And we also have the ProPure water filtration, the best system out there from our research.
[00:54:44.489 --> 00:54:48.490]  It's what I use, stainless steel gravity-fed filters with the fluoride filters and everything available.
[00:54:48.951 --> 00:54:51.252]  We have 15% off with the code WATER15.
[00:54:52.532 --> 00:54:53.854]  No one has it at this price.
[00:54:53.874 --> 00:54:55.976]  We already have it at the lowest price before the special.
[00:54:56.376 --> 00:54:59.799]  Water15 at Infowarsstore.com.
[00:55:00.180 --> 00:55:01.621]  And also another great Christmas gift.
[00:55:02.362 --> 00:55:10.410]  You can get $5.95 a month membership at PrisonPlanet.tv to see the daily radio show, the nightly news, all my films and so much more.
[00:55:10.790 --> 00:55:11.771]  Really, it's a great site.
[00:55:12.912 --> 00:55:15.073]  We're launching a new design of it even better next week.
[00:55:15.913 --> 00:55:16.834]  You can subscribe.
[00:55:17.194 --> 00:55:20.315]  And it used to be five people could use the same username passcode.
[00:55:20.375 --> 00:55:21.175]  Now it's 10.
[00:55:21.535 --> 00:55:23.276]  So 10 memberships for the price of one.
[00:55:23.296 --> 00:55:27.538]  That's 59 cents a month per person.
[00:55:27.738 --> 00:55:29.278]  Okay, going back to Syrian girl.
[00:55:30.199 --> 00:55:30.779]  Look, this is...
[00:55:31.579 --> 00:55:36.302]  They're only getting away with this because the public doesn't know what planet they're on in the West.
[00:55:36.642 --> 00:55:37.423]  Total decadence.
[00:55:38.704 --> 00:55:50.071]  But the governing class, it shows how really evil they are to go in and engage in religious and ethnic cleansing using Al Qaeda and Saudi Arabian jihadis.
[00:55:51.713 --> 00:55:53.274]  Blowing up the churches, all of it.
[00:55:53.334 --> 00:55:57.216]  So where do you see this proxy war going if it's gone to stalemate?
[00:55:57.656 --> 00:56:01.179]  And what do you make of the Patriot missiles being rolled in and the rest of it, Syrian girl?
[00:56:02.540 --> 00:56:17.630]  Well, I think the Patriot missiles is a step to create that no-fly zone, buffer zone that they keep talking about, obviously because their proxy insurgent army isn't getting the results that they hoped for after two years.
[00:56:18.050 --> 00:56:23.454]  They need to protect them from air assault, and the Patriot missiles is a step to that.
[00:56:23.914 --> 00:56:24.955]  But on the other hand,
[00:56:26.716 --> 00:56:33.961]  The more that the US arms their side, because it's like a proxy war, as you say, Russia's going to arm the other side.
[00:56:34.121 --> 00:56:45.609]  And this is unverified reports, but in Lebanese media, the magazine Mayadeen reported that Russia has given Syria Iskander missiles in response to the Patriot missiles.
[00:56:46.029 --> 00:56:49.351]  So again, it's like steps towards a third world war.
[00:56:49.431 --> 00:56:56.196]  I know that in the media, Russia, you can't really read which way it's going, but I think that
[00:56:56.976 --> 00:57:04.698]  It's very plausible that Syria now has Iskander missiles in its wares because where else would the reports come from?
[00:57:05.958 --> 00:57:15.020]  I think that it's a very dangerous situation for the world to be in, for everybody who's concerned because Syria isn't Libya, as people say.
[00:57:15.100 --> 00:57:22.842]  Syria does have the potential to really cause damage to its enemies and I think in some ways, you know,
[00:57:24.750 --> 00:57:27.535]  NATO and the powers that be know that and they're afraid of that.
[00:57:27.935 --> 00:57:38.993]  How long can, from your well-researched view and talking to your family who's been in government there, how long can Syria hold out against the Al-Qaeda brigades and US Special Forces?
[00:57:40.421 --> 00:57:46.563]  Well, if things stay as they are now, it can hold out maybe indefinitely.
[00:57:46.583 --> 00:57:53.045]  And that's also sad to say because the destruction of Syria is just going to be ongoing.
[00:57:53.225 --> 00:57:58.887]  But at the end, if things are as they are now, Syria will emerge victorious.
[00:57:59.167 --> 00:58:01.288]  That's why they need to change the rules of the game.
[00:58:01.748 --> 00:58:02.969]  That's why they need to
[00:58:03.769 --> 00:58:13.792]  Inject a no-fly zone and talk about maybe troops being in or launching some kind of offensive on Syria, because as it is now, they're losing.
[00:58:14.112 --> 00:58:15.733]  Well, by the way, I agree.
[00:58:15.773 --> 00:58:19.654]  And when you get even mainstream news going, why are we backing Al-Qaeda?
[00:58:20.434 --> 00:58:24.176]  If America would just wake up and be moral, and Europe, shame on the French.
[00:58:24.196 --> 00:58:25.396]  They're the ones leading this.
[00:58:26.076 --> 00:58:28.337]  I mean, just absolutely disgusting.
[00:58:28.917 --> 00:58:30.139]  And I'm no fan of Assad.
[00:58:30.219 --> 00:58:33.242]  I mean, you know, they kicked your family out of government.
[00:58:35.405 --> 00:58:40.231]  The point is that it's so evil to be doing this and to give Al-Qaeda those missiles.
[00:58:40.251 --> 00:58:48.921]  This is GCN, the Genesis Communications Radio Network.
[00:58:53.547 --> 00:58:58.409]  We have witnessed two terrible storms in the East, but we are still in the eye of the perfect storm.
[00:58:59.150 --> 00:59:01.951]  The most devastating economic condition since the Great Depression.
[00:59:02.371 --> 00:59:04.733]  America's worst drought in agricultural history.
[00:59:05.193 --> 00:59:07.754]  And now the economic results of the presidential election.
[00:59:08.194 --> 00:59:11.196]  This perfect storm is a huge threat to everyone's food supply.
[00:59:11.716 --> 00:59:16.338]  I just doubled down and got even more supplies from eFoodsDirect, and I recommend you do the same.
[00:59:16.918 --> 00:59:19.058]  It's time to get your own supply from eFoodsDirect.
[00:59:19.579 --> 00:59:22.639]  I know I won't be standing in a bread line trading my freedom for food.
[00:59:23.240 --> 00:59:26.961]  I'm taking control of my future, and you're nuts if you don't do the same.
[00:59:26.981 --> 00:59:30.622]  Go to eFoodsDirect.com forward slash Alex to find the specials.
[00:59:30.922 --> 00:59:34.563]  And you can start with a holiday gift pack that's normally $80, now under $50.
[00:59:35.323 --> 00:59:38.504]  Remember, I can warn you, but I can't feed you.
[00:59:38.524 --> 00:59:42.786]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[00:59:43.306 --> 00:59:46.407]  Would you rather prepare six months too early or one day too late?
[00:59:46.427 --> 00:59:48.087]  409-5633 or efoodsdirect.com forward slash Alex.
[00:59:55.313 --> 00:59:57.214]  Waging war on corruption.
[00:59:57.694 --> 01:00:00.535]  Alex Jones on the GCN Radio Network.
[01:00:06.957 --> 01:00:07.597]  Big Brother.
[01:00:08.258 --> 01:00:09.318]  Mainstream media.
[01:00:10.038 --> 01:00:11.339]  Government cover-ups.
[01:00:11.779 --> 01:00:12.599]  You want answers?
[01:00:13.379 --> 01:00:14.320]  Well, so does he.
[01:00:14.920 --> 01:00:18.541]  He's Alex Jones on the GCN Radio Network.
[01:00:19.101 --> 01:00:23.163]  And now, live from Austin, Texas, Alex Jones.
[01:00:24.951 --> 01:00:27.672]  I was just reading a new article up at InfoWars.com.
[01:00:28.073 --> 01:00:31.354]  Students suspended over American flag.
[01:00:31.394 --> 01:00:32.615]  This country is just getting crazy.
[01:00:32.635 --> 01:00:34.716]  They're taking Christmas trees, crosses down everywhere.
[01:00:36.296 --> 01:00:37.597]  Our government runs Al-Qaeda.
[01:00:38.517 --> 01:00:41.479]  They're gonna launch giant new taxes on everybody to pay the foreign bank.
[01:00:41.519 --> 01:00:44.840]  Syrian girl, we got five minutes left before Lord Monckton comes on.
[01:00:44.860 --> 01:00:47.682]  I know you are really an expert on all this.
[01:00:49.542 --> 01:00:52.584]  Where do you see it all going and what are other points you'd like to relay to people?
[01:00:53.626 --> 01:00:56.828]  Well, I want to relate to people, you know, I think in the U.S.
[01:00:56.868 --> 01:01:01.051]  media, all they hear about is government atrocities in Syria.
[01:01:01.071 --> 01:01:10.437]  And I want to say, you know, straight up, when you create a civil war in a country, of course there's going to be some casualties caused by both sides.
[01:01:10.457 --> 01:01:14.500]  You know, you have the army and these FSA, and they're both heavily armed.
[01:01:14.580 --> 01:01:17.341]  And, of course, this is absolutely true.
[01:01:18.462 --> 01:01:29.451]  The media, the mainstream media, is not pointing to the atrocities that are being committed by these FSA terrorists because it shows that these people are no alternative.
[01:01:29.792 --> 01:01:31.353]  They're not democratic at all.
[01:01:31.373 --> 01:01:37.658]  I mean, for example, they got together all the groups and declared openly that they don't want a democracy.
[01:01:38.059 --> 01:01:40.421]  They want to impose Sharia law on Syria.
[01:01:40.841 --> 01:01:42.563]  And even though Sharia is a
[01:01:43.243 --> 01:01:44.763]  Syria is a Muslim country.
[01:01:45.104 --> 01:01:52.886]  That doesn't necessarily mean that they all want to be forced to live under someone else's version of Islam.
[01:01:53.426 --> 01:02:03.609]  So in Idlib, where the FSA are all concentrated right now, it's one of the outskirts suburbs of Aleppo, they've actually opened up morality courts already.
[01:02:04.009 --> 01:02:10.891]  And they're already, you know, sort of pushing people around and telling them how they should worship their God, basically.
[01:02:11.451 --> 01:02:20.370]  And to get into the atrocities also this week, recently there's been video that's come out of them executing unarmed prisoners.
[01:02:23.149 --> 01:02:27.453]  Supposed to be the new democratic free Syria that they're pushing on to Syria.
[01:02:27.653 --> 01:02:32.037]  And you better believe when the Syrian army gets captured and they get killed, they're going to fight really hard too.
[01:02:32.438 --> 01:02:32.918]  And I hear it.
[01:02:33.058 --> 01:02:35.100]  Anytime they fight back, it's called atrocities.
[01:02:35.441 --> 01:02:42.607]  And there's never a discussion of Al-Qaeda going in on record and telling fathers, we're going to kill your family if you don't go suicide bomb.
[01:02:42.928 --> 01:02:44.169]  I mean, that's on record.
[01:02:44.229 --> 01:02:45.070]  This is so evil.
[01:02:46.237 --> 01:02:49.599]  Well, there's been so many car bombings in Damascus.
[01:02:49.859 --> 01:02:54.743]  In the areas that don't see any fighting, you see all these car bombings happening.
[01:02:55.363 --> 01:03:01.487]  And I think that also these FSA people, they're pushing people out of their homes.
[01:03:01.968 --> 01:03:04.129]  And they actually have been burning stores.
[01:03:05.670 --> 01:03:07.651]  Because they don't want to see stores open.
[01:03:07.711 --> 01:03:11.833]  They want to see people striking and basically shutting the country down.
[01:03:12.713 --> 01:03:20.457]  My family back home told me that they only get six hours of electricity switched off because they attacked the power stations.
[01:03:21.357 --> 01:03:29.361]  Also, they launched mortars at peaceful areas and recently killed nine students and a teacher because of the mortars.
[01:03:30.581 --> 01:03:34.104]  Also, the people, you know, they're still very resilient.
[01:03:34.165 --> 01:03:41.591]  When they've burnt all these stores, they've gone into the areas that are controlled by the army and set up the stores again in a makeshift way.
[01:03:41.972 --> 01:03:46.396]  And you can see videos of that on a website called Syrian News CC.
[01:03:48.198 --> 01:03:48.758]  It's just very...
[01:03:49.779 --> 01:03:55.727]  Courageous and heartwarming to see people, you know, still going strong in the economy, still going.
[01:03:55.768 --> 01:03:56.569]  That's what I was going to ask you.
