[00:00:00.009 --> 00:00:01.450]  Alex Jones Broadcasting Network.
[00:26:01.008 --> 00:26:05.112]  Have you ever heard of a judge admonishing a victim before they have their statement?
[00:26:05.939 --> 00:26:06.320]  Never.
[00:26:06.340 --> 00:26:09.222]  Not only that... I've never heard of that.
[00:26:09.723 --> 00:26:10.043]  Never.
[00:26:10.303 --> 00:26:11.224]  It's totally unheard of.
[00:26:11.645 --> 00:26:17.851]  Not only that, she never said anything like that to Umar in over two years of the trial.
[00:26:17.871 --> 00:26:19.973]  And I went to almost all the hearings.
[00:26:20.746 --> 00:26:22.527]  She never talked like that to him at all.
[00:26:23.087 --> 00:26:25.928]  But that's how mad she was at me for spilling the beans.
[00:26:26.808 --> 00:26:31.250]  Yeah, you're saying it's all theater, it's all a matrix, it's all a hoax, and they don't like that.
[00:26:31.270 --> 00:26:35.311]  You know, it's kind of like it was even on the Discovery Channel years after.
[00:26:35.591 --> 00:26:42.374]  When I was first, at about 97, I've been on the air a few years, told by police officers who I've interviewed on air with their names,
[00:26:43.614 --> 00:26:54.579]  The FBI came to their houses and said, we'll kill you and your family if you talk about what witnesses told you, which was FBI agents planting bombs with ATF agents inside the Oklahoma City building.
[00:26:54.879 --> 00:26:55.919]  I mean, I've had the cops on.
[00:26:56.259 --> 00:26:57.800]  They'd even threaten them in the police station.
[00:26:57.820 --> 00:26:59.361]  They'd come in and say, we'll kill you and your wife.
[00:26:59.381 --> 00:27:03.743]  And I've had those cops on, like Mr. Browning, the canine sergeant.
[00:27:04.083 --> 00:27:04.763]  He's like, OK.
[00:27:04.983 --> 00:27:06.244]  You're going to kill me and my wife?
[00:27:06.264 --> 00:27:07.465]  They're like, yeah, we're going to kill you.
[00:27:08.326 --> 00:27:09.827]  And I mean, that's just how this works.
[00:27:09.927 --> 00:27:11.949]  Because they just killed a bunch of kids in a daycare center.
[00:27:11.989 --> 00:27:12.389]  Why not?
[00:27:12.790 --> 00:27:13.851]  Why not go all the way here?
[00:27:13.911 --> 00:27:15.992]  I mean, you know, kill 3,000 on 9-11.
[00:27:16.833 --> 00:27:21.617]  But I was told this by police officers and others in like 97, and I still couldn't believe it.
[00:27:22.278 --> 00:27:24.520]  And then it was even in the LA Times.
[00:27:25.447 --> 00:27:32.494]  That the government confiscated 20-plus videotapes showing the other bombers of Oklahoma City and were suppressing it.
[00:27:32.834 --> 00:27:47.189]  And that the ATF, same thing the police had told me, had practiced six months before Oklahoma City in New Mexico at a testing range blowing up a Ryder truck, with Ryder on the side, with fuel oil in it.
[00:27:48.770 --> 00:27:52.111]  I mean, how much more obvious does this have to get, Kurt?
[00:27:52.151 --> 00:28:01.133]  I mean, they're doing this to be able to take our rights and get giant budgets and ship guns into Mexico to then blame the Second Amendment with Fast and Furious.
[00:28:01.353 --> 00:28:02.294]  They got caught there.
[00:28:02.554 --> 00:28:04.754]  Killed over 2,000 people, the Mexican government says.
[00:28:05.034 --> 00:28:07.175]  Killed three cops, two border patrol here at least.
[00:28:07.415 --> 00:28:07.955]  They're caught.
[00:28:07.995 --> 00:28:09.016]  Nobody gets in trouble, Kurt.
[00:28:09.296 --> 00:28:11.236]  That's a false flag where they got caught, Kurt.
[00:28:12.616 --> 00:28:13.057]  You're right.
[00:28:13.337 --> 00:28:14.097]  And this one is too.
[00:28:15.198 --> 00:28:17.119]  Um, you know, but you're totally right.
[00:28:17.199 --> 00:28:18.519]  What do we do about it?
[00:28:18.559 --> 00:28:21.300]  But the other problem is, um, is the media.
[00:28:21.561 --> 00:28:26.983]  The media, the mainstream media is a massive, massive problem in this because they just won't report it.
[00:28:27.303 --> 00:28:29.163]  You know, I saw it the other day when I was in court.
[00:28:29.564 --> 00:28:31.144]  They should have blasted... Tell you what, stay there.
[00:28:31.184 --> 00:28:32.205]  We've got to go to break, don't we?
[00:28:33.285 --> 00:28:34.506]  Because I think I hear music, don't I?
[00:28:34.526 --> 00:28:38.587]  Yeah, yeah, we're going to be back in 30 seconds.
[00:28:39.267 --> 00:28:41.148]  Kurt, I want to give you a final statement on the other side.
[00:28:41.168 --> 00:28:43.249]  Then we'll get our next guest on, but I want you to finish...
[00:28:46.374 --> 00:28:50.759]  I have to tell you that I told my viewers and listeners, I hope you realize the magnitude of these terrorists we're fighting.
[00:29:03.829 --> 00:29:10.792]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[00:29:11.052 --> 00:29:28.661]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[00:29:28.921 --> 00:29:33.043]  I then searched out the best vitamin and mineral company out there.
[00:29:33.303 --> 00:29:34.884]  And discovered Young-Jevity.
[00:29:35.084 --> 00:29:42.929]  The Young-Jevity products are designed to give you the real nutrition you need, and once you've got that, you don't have to eat as much to be satisfied.
[00:29:43.250 --> 00:29:49.374]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[00:29:49.554 --> 00:29:50.615]  Check it out for yourself.
[00:29:50.835 --> 00:29:51.575]  It's incredible.
[00:29:51.715 --> 00:30:00.761]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[00:30:00.921 --> 00:30:02.803]  That's Infowarsteam.com.
[00:30:03.763 --> 00:30:05.024]  Hi, this is Alex Jones.
[00:30:05.064 --> 00:30:10.406]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:30:10.647 --> 00:30:15.289]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[00:30:15.669 --> 00:30:20.751]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible that it could even happen again.
[00:30:21.252 --> 00:30:25.934]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:30:26.454 --> 00:30:33.377]  They call it a Survival Seed Bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[00:30:33.577 --> 00:30:34.477]  And here's the best part.
[00:30:34.697 --> 00:30:41.079]  These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[00:30:41.379 --> 00:30:44.220]  So visit them today at survivalseedbank.com.
[00:30:44.581 --> 00:30:47.722]  That's survivalseedbank.com, or give them a call at 877-327-0365.
[00:30:51.443 --> 00:30:55.064]  That's 877-327-0365.
[00:30:55.585 --> 00:31:00.106]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:31:00.427 --> 00:31:02.888]  This is Alex Jones for SurvivalSeedBank.com.
[00:31:04.408 --> 00:31:18.854]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[00:31:19.864 --> 00:31:23.586]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[00:31:24.566 --> 00:31:36.572]  Not only does the Silver Lungs System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[00:31:37.332 --> 00:31:44.596]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[00:31:45.276 --> 00:31:54.880]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[00:31:55.640 --> 00:31:58.921]  As well, we are always ready to answer any questions you may have.
[00:31:59.562 --> 00:32:02.683]  That's www.SilverLungs.com
[00:32:03.703 --> 00:32:06.344]  I've been telling you about eFoods Direct for a while now.
[00:32:06.624 --> 00:32:10.125]  Here are my top 10 reasons to stock up on food from eFoods Direct.
[00:32:10.305 --> 00:32:10.785]  Number 10.
[00:32:10.825 --> 00:32:13.106]  The food I get from eFoods Direct tastes great.
[00:32:13.366 --> 00:32:13.606]  Number 9.
[00:32:14.126 --> 00:32:15.926]  The eFoods meals are easy to prepare.
[00:32:15.946 --> 00:32:19.247]  8. eFoods Direct delivers the food right to my front door.
[00:32:19.867 --> 00:32:19.247]  7.
[00:32:20.187 --> 00:32:21.628]  Most of these meals cost less than $2.
[00:32:22.128 --> 00:32:21.628]  6.
[00:32:23.188 --> 00:32:25.349]  With their large variety, I can eat it every day. 5.
[00:32:26.429 --> 00:32:29.310]  I always have access to high-quality and delicious food.
[00:32:29.610 --> 00:32:33.332]  Number four, eFoods products don't spoil, so I never waste any food.
[00:32:33.592 --> 00:32:36.673]  Three, eFoods uses only safe, healthy ingredients.
[00:32:36.974 --> 00:32:41.095]  Number two, I have my own food supply and don't depend on the grocery store.
[00:32:41.295 --> 00:32:47.138]  And the number one reason I promote eFoods Direct is they build special offers just for my listeners.
[00:32:47.498 --> 00:32:48.278]  Folks, don't wait.
[00:32:48.438 --> 00:32:49.639]  Get prepared now.
[00:32:49.699 --> 00:32:51.380]  We all need to be self-sufficient.
[00:32:51.660 --> 00:32:56.602]  Call eFoodsDirect at 800-409-5633 and ask for the Alex Jones Special.
[00:32:56.742 --> 00:33:02.644]  Call eFoodsDirect at 800-409-5633 or eFoodsDirect.com forward slash Alex.
[00:33:04.605 --> 00:33:05.765]  Coast to coast.
[00:33:06.125 --> 00:33:07.546]  Direct from Austin.
[00:33:08.186 --> 00:33:11.388]  You're listening to the Alex Jones Broadcasting Network.
[00:33:24.036 --> 00:33:25.336]  I was a highwayman.
[00:33:26.237 --> 00:33:28.517]  Along the coach roads I did ride.
[00:33:29.198 --> 00:33:32.719]  Oh, I love me some highwaymen.
[00:33:34.039 --> 00:33:39.000]  Many a young maid lost her baubles to my trade.
[00:33:39.501 --> 00:33:42.701]  Many a soldier shed his lifeblood on my blade.
[00:33:42.721 --> 00:33:45.982]  The bastards killed me.
[00:33:47.483 --> 00:33:50.464]  The bastards hung me in the spring of twenty-five.
[00:33:52.944 --> 00:33:53.986]  That was a sailor.
[00:33:54.126 --> 00:33:59.677]  Good ol' Kris Kristofferson does this line.
[00:34:04.264 --> 00:34:06.485]  But Austin's own Willie Nelson was just doing the intro.
[00:34:06.605 --> 00:34:17.188]  We got our next guest coming up here in a moment, and then we're going to get Jim Mars in studio, or on location I should be more accurate, here in Dallas, Texas, where I'm about to speak to a capacity crowd.
[00:34:17.208 --> 00:34:19.549]  You know, it's always sad to turn away people.
[00:34:19.589 --> 00:34:22.690]  There's like a line of people out there with the tickets sold out.
[00:34:23.590 --> 00:34:26.913]  And I think they're going to let some of the men standing room only, but I should have got a bigger venue.
[00:34:26.953 --> 00:34:27.954]  But I just love this theater.
[00:34:28.315 --> 00:34:37.483]  I grew up in Dallas, just down the street from here, and came and saw movies like Dumbo and stuff when they'd re-air, old Disney movies.
[00:34:38.304 --> 00:34:42.228]  You know, I wish the world was all happy like Dumbo, flapping around with his ears.
[00:34:42.308 --> 00:34:43.929]  I wish the Federal Reserve wasn't private.
[00:34:44.850 --> 00:34:49.653]  I wish pigs did fly, but the New World Order is in charge and we've got to change that.
[00:34:50.414 --> 00:34:51.555]  Finishing up with Kurt Haskell.
[00:34:51.575 --> 00:34:54.577]  Kurt, I want to get you on during the week, if you can, for a full hour.
[00:34:54.597 --> 00:34:55.737]  I know you couldn't come on Friday.
[00:34:55.757 --> 00:35:09.186]  You were busy with clients and people as a lawyer, but give out your website and in two minutes, closing statement on what people need to know about the underwear bombing, the Christmas Day bombing.
[00:35:10.167 --> 00:35:10.447]  Sure.
[00:35:10.707 --> 00:35:12.288]  Well, you can read my blog.
[00:35:14.272 --> 00:35:16.821]  I've been blogging about this incident since it happened.
[00:35:16.961 --> 00:35:18.907]  Haskellfamily.blogspot.com
[00:35:20.191 --> 00:35:24.754]  You'll have to go all the way back to Christmas Day 09 and read forward between all of our other posts.
[00:35:24.834 --> 00:35:25.895]  It's just a family blog.
[00:35:25.955 --> 00:35:30.258]  It's not about the Underwear Bomber specifically, so keep that in mind.
[00:35:30.599 --> 00:35:37.684]  But the other aspect that we haven't really touched on a lot with the Underwear Bomber is the complicity of the media.
[00:35:38.104 --> 00:35:41.907]  This is a huge problem that the media just won't report the story.
[00:35:42.067 --> 00:35:45.730]  You know, if they did, there would be people outraged over this.
[00:35:45.910 --> 00:35:48.612]  Millions of people, and this sort of thing would probably stop.
[00:35:49.392 --> 00:35:53.734]  Yeah, the watchdog isn't there so the crooks in government can get away with bloody murder.
[00:35:54.554 --> 00:35:54.835]  Right.
[00:35:55.195 --> 00:35:58.916]  And a good example was on Thursday when I made my victim impact statement.
[00:35:58.936 --> 00:36:05.739]  There were only five of us that made victim impact statements and three of them spoke with very thick accents.
[00:36:06.300 --> 00:36:07.360]  I could hardly understand them.
[00:36:07.700 --> 00:36:15.744]  The fourth one was my wife, Lori, whose statement didn't have a lot of facts in it because she was intimidated by the judge's statement right before she got up there.
[00:36:17.085 --> 00:36:27.955]  What about a judicial complaint against the judge for a victim, your wife, just a few rows away from his firecracker bomb, and then she's intimidated from not giving her statement by this judicial tyrant?
[00:36:39.586 --> 00:36:41.247]  I think she's actually going to file one.
[00:36:41.447 --> 00:36:42.688]  She wrote one up last week.
[00:36:42.868 --> 00:36:46.169]  I don't know if she said it or not, but I think she's going to file one.
[00:36:46.189 --> 00:36:47.510]  She's pretty irritated over it.
[00:36:47.630 --> 00:36:49.691]  But yeah, the media is a huge problem.
[00:36:50.051 --> 00:36:51.672]  You know, hardly anyone reported on it.
[00:36:51.752 --> 00:36:53.052]  I talked to them afterward.
[00:36:53.092 --> 00:36:54.353]  I hardly appear anywhere.
[00:36:54.893 --> 00:36:59.996]  You know, one of them had the nerve to ask me, why did you feel the need to make that statement in open court today?
[00:37:00.036 --> 00:37:01.316]  And I said, are you kidding me?
[00:37:01.356 --> 00:37:02.917]  Because you never report any of this.
[00:37:04.139 --> 00:37:09.183]  Anyway, that's just my- You're not supposed to- You're not supposed to talk about what's really going on.
[00:37:09.203 --> 00:37:11.485]  You're supposed to- Oh, it's in all the federal courts.
[00:37:11.525 --> 00:37:17.670]  The government ships the narcotics in and ships guns into Mexico, but we're going to only talk about the gun part, not the drug part.
[00:37:17.710 --> 00:37:22.834]  I mean, sure, it's in federal court, but you don't discuss the fact that the government's really a mafia.
[00:37:23.134 --> 00:37:24.475]  Why, they might come after us.
[00:37:24.776 --> 00:37:28.779]  We've all got to bend over to whatever they say, because that's what America's about.
[00:37:29.199 --> 00:37:30.640]  Kurt, thank you so much.
[00:37:30.660 --> 00:37:32.062]  We'll talk to you next week if you can do it.
[00:37:32.742 --> 00:37:33.322]  Anytime, Alex.
[00:37:33.642 --> 00:37:34.143]  Glad to be on.
[00:37:35.143 --> 00:37:35.723]  Glad to have you.
[00:37:35.783 --> 00:37:44.947]  Okay, there goes Kurt Haskell and we're going to dial up the Skype because the audio is better for our radio listeners and for video viewers at PrisonPlanet.TV.
[00:37:45.667 --> 00:37:48.808]  David Sardi and Doomsday Preppers.
[00:37:50.009 --> 00:37:58.532]  Government hoards food, government hoards water, government hoards giant stockpiles of nuclear weapons and biological weapons and that's reasonable and good.
[00:37:59.332 --> 00:38:09.463]  To have a 20-year food supply and underground reactors and underground reservoirs and giant armored mountains like Mount Weather and Cheyenne Mountain and Colorado Springs and all the rest of it.
[00:38:09.964 --> 00:38:13.688]  But if you have a fallout shelter or a storm shelter for hurricanes or tornadoes...
[00:38:15.505 --> 00:38:26.673]  If you even dare attempt in any way to have firearms in a year's supply of food and cans and stuff, like our forefathers just 50 years ago were doing.
[00:38:26.713 --> 00:38:28.955]  Forget forefathers, just 50 years ago that was standard.
[00:38:29.395 --> 00:38:30.796]  It is bizarre behavior.
[00:38:31.156 --> 00:38:36.320]  You can go to Communities Against Terrorism, subsection of FBI.gov.
[00:38:36.780 --> 00:38:43.545]  There's literally hundreds of flyers they put out and they tell repair people when they're in your house, do they have ammo reloading equipment?
[00:38:44.185 --> 00:38:45.426]  Do they have storable food?
[00:38:46.246 --> 00:38:47.966]  Did you see an arsenal of guns?
[00:38:48.026 --> 00:39:04.452]  As if... Underground railways and all these systems that are admitted.
[00:39:04.773 --> 00:39:08.414]  But we, if we try to be prepared, we are evil!
[00:39:09.775 --> 00:39:10.716]  We are bad.
[00:39:10.856 --> 00:39:11.737]  It is crazy.
[00:39:11.757 --> 00:39:22.305]  I mean, I was crazy 13 years ago with Economist on the air warning of the end of the Glass-Steagall Act and the derivatives will be used to implode our economy and basically bring in a world government.
[00:39:23.285 --> 00:39:27.288]  And, of course, now they've announced a world government run by the megabanks that sold us the derivatives.
[00:39:27.769 --> 00:39:32.452]  It's in the Economist magazine, Reuters, AP, Ban Ki-moon called for it two weeks ago.
[00:39:32.733 --> 00:39:33.874]  But I'm still the bad man.
[00:39:34.654 --> 00:39:35.455]  I'm still a bad man.
[00:39:35.715 --> 00:39:40.058]  See, because being proven right in America and worldwide, that's what's wrong.
[00:39:40.078 --> 00:39:48.244]  If you're one of these CNBC liars giving you bad stock picks all day and wrong about 85% of the time, that's good.
[00:39:48.364 --> 00:39:51.466]  Being bad is being right, you see.
[00:39:51.926 --> 00:39:52.146]  Show.
[00:39:53.274 --> 00:39:54.175]  They have these shows.
[00:39:54.215 --> 00:39:59.659]  They try to pick eccentric people out and then try to make it look crazy to prepare.
[00:39:59.679 --> 00:40:03.182]  And they've got executive orders to confiscate from hoarders.
[00:40:03.863 --> 00:40:06.785]  They call more than one week of food under executive orders.
[00:40:06.825 --> 00:40:07.205]  Look it up.
[00:40:07.926 --> 00:40:11.029]  Just type in executive order outlawing hoarding of food.
[00:40:11.049 --> 00:40:11.889]  It'll come up.
[00:40:12.670 --> 00:40:18.114]  It's been reissued more than 20 times because each new president has to reissue it or reissue a variance on it.
[00:40:18.575 --> 00:40:19.716]  It's been going on since Kennedy.
[00:40:21.044 --> 00:40:23.466]  And sometimes they reissue changes every year on it.
[00:40:23.546 --> 00:40:25.627]  So it's more than 20 times they've changed it.
[00:40:25.947 --> 00:40:26.588]  But it's all there.
[00:40:26.848 --> 00:40:28.088]  Takeover of communications.
[00:40:28.128 --> 00:40:29.469]  Takeover of all agriculture.
[00:40:29.770 --> 00:40:31.030]  Confiscation of all food.
[00:40:31.090 --> 00:40:32.371]  Confiscation of all firearms.
[00:40:32.651 --> 00:40:33.972]  It's all on the books.
[00:40:35.033 --> 00:40:36.294]  ON THE BOOKS!
[00:40:37.352 --> 00:40:43.836]  But our next guest, one of the most popular individuals on the hit, and I mean hit, everybody I know talks about it.
[00:40:44.036 --> 00:40:57.463]  I don't really watch a lot of mainline TV, so I've only seen clips online, but everyone out there talks about doomsday hoarders on the CIA-run History Channel, or not History Channel, Nat Geo, same thing.
[00:40:58.444 --> 00:40:59.565]  So National Geographic
[00:41:00.518 --> 00:41:07.226]  And he's on there, and a week ago he put out articles on YouTube saying, help me, I went to the doctor and they took my guns.
[00:41:07.706 --> 00:41:16.876]  And I've actually seen cases in the news, and we're going to them here in a moment, where you have heart surgery and they say, we think you might be depressed, go on Prozac.
[00:41:17.677 --> 00:41:21.779]  And when you say no, they say, well that's a mental illness not believing your doctor.
[00:41:21.979 --> 00:41:22.899]  We're taking your guns.
[00:41:23.739 --> 00:41:27.261]  Or sometimes the government just seizes you and even takes your property.
[00:41:27.281 --> 00:41:31.802]  They don't just have CPS that grabs kids coming out of false services.
[00:41:32.403 --> 00:41:35.744]  They also have these elder service people.
[00:41:36.184 --> 00:41:40.147]  And I'm not saying everybody in the bureaucracy is evil, but the overall driving force is.
[00:41:40.427 --> 00:41:41.027]  But here he is.
[00:41:41.087 --> 00:41:42.268]  I see cases in the news.
[00:41:42.748 --> 00:41:53.675]  They admit after Clinton left office, 89,000 veterans had their right to Second Amendment taken because they collapsed in Vietnam or got shot, and they just added to their file post-traumatic stress disorder, even though they didn't even have it.
[00:41:54.215 --> 00:41:55.196]  No judge, no jury.
[00:41:55.556 --> 00:41:58.338]  Not even the 1968 Gun Control Act says that they lost their Second Amendment.
[00:41:59.815 --> 00:42:02.618]  And so I've talked to so many vets who go to buy their grandson at 22.
[00:42:02.798 --> 00:42:05.421]  You know, their 60-year-old Vietnam veteran.
[00:42:05.441 --> 00:42:07.043]  And they're like, sorry, you can't buy it.
[00:42:07.063 --> 00:42:08.284]  And he goes, but I have no criminal record.
[00:42:08.925 --> 00:42:09.726]  Call the FBI.
[00:42:09.746 --> 00:42:10.267]  They call them.
[00:42:10.627 --> 00:42:15.933]  They go, we got some mental illness in your Army file, your Marine Corps file, your Navy file.
[00:42:16.814 --> 00:42:17.615]  I know, I know.
[00:42:18.075 --> 00:42:18.536]  Clerks.
[00:42:19.994 --> 00:42:22.837]  From the military, who were never even in combat, who can't own guns now.
[00:42:23.457 --> 00:42:31.704]  Side issue, let's go to the mind criminal, the evil person, the thought criminal, that would dare try to store food, David Sardi.
[00:42:32.144 --> 00:42:32.945]  Good to have you on with us.
[00:42:32.965 --> 00:42:36.728]  We're going to break in a moment, but just give us a taste of what's coming up.
[00:42:37.409 --> 00:42:39.891]  Tell us what... Hold on, there's the break.
[00:42:40.171 --> 00:42:42.193]  Again, I'm on the road, don't have my clock in front of me.
[00:42:42.553 --> 00:42:43.994]  My trusty atomic clock.
[00:42:44.394 --> 00:42:45.796]  We're going to go to David Sardi right here.
[00:42:45.816 --> 00:42:46.937]  We'll do two segments with him.
[00:42:47.637 --> 00:42:51.522]  And maybe even longer, because Jim Mars just got here, but there's a Mexican food restaurant next door.
[00:42:51.802 --> 00:42:53.144]  He's here with his wife and family.
[00:42:53.364 --> 00:42:54.866]  He's like, can I get some enchiladas?
[00:42:54.886 --> 00:42:55.747]  And I'm like, you know what?
[00:42:56.247 --> 00:43:00.672]  Enchiladas and cold beer, that supersedes a radio show.
[00:43:00.973 --> 00:43:02.655]  Go over there and pound down some yummies.
[00:43:04.275 --> 00:43:05.296]  I had tried everything.
[00:43:05.336 --> 00:43:10.419]  I'd cut back the amount of food I was eating, I was lifting weights and jogging, but nothing was working.
[00:43:10.839 --> 00:43:15.322]  My body was literally starving for minerals and trace elements as well as key vitamins.
[00:43:15.662 --> 00:43:22.026]  And as soon as I had that, I immediately could eat half of what I was eating previously and be satisfied.
[00:43:22.526 --> 00:43:32.997]  Now there are hundreds of great products at Infowarsteam.com, but I want to point out the three that have helped me lose 37 pounds in just two months.
[00:43:33.737 --> 00:43:37.881]  Products like Beyond Tangy Tangerine, Pollen Burst, and Rebound.
[00:43:38.222 --> 00:43:41.225]  When I started taking the Tangy Tangerine and other products every day,
[00:43:41.565 --> 00:43:44.226]  I lost more than 37 pounds in just two months.
[00:43:44.466 --> 00:43:45.606]  Now that's results.
[00:43:46.026 --> 00:43:52.448]  I want to challenge my listeners to go to InfoWarsTeam.com and to order just three of their products.
[00:43:52.808 --> 00:43:58.150]  And you will see the changes in the way you look, feel, and in your appetite almost immediately.
[00:43:58.550 --> 00:44:00.770]  Start your journey to health and wellness today.
[00:44:01.090 --> 00:44:02.391]  InfoWarsTeam.com
[00:44:04.229 --> 00:44:09.653]  When you're out on the road, the last place you want to be is on the road.
[00:44:10.874 --> 00:44:15.637]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:44:16.017 --> 00:44:22.802]  There's a place down in Tennessee where they make blue diamond gusset jeans.
[00:44:24.743 --> 00:44:27.045]  They sew pride in every stitch.
[00:44:28.826 --> 00:44:31.148]  Guarantee you'll love the way they fit.
[00:44:33.103 --> 00:44:37.085]  They put a diamond gusset in the crotch where you need it most.
[00:44:37.826 --> 00:44:40.948]  Blue Diamond Gussets got it.
[00:44:41.668 --> 00:44:42.469]  Others don't.
[00:44:42.889 --> 00:44:44.770]  We turn jeans inside out.
[00:44:45.050 --> 00:44:46.551]  Diamond Gusset Jeans.
[00:44:46.831 --> 00:44:49.393]  Made in the USA with unparalleled quality.
[00:44:49.713 --> 00:44:55.957]  Our Defender Motorcycle Jeans combine gusset comfort with Kevlar protection so you can ride all day with confidence.
[00:44:56.337 --> 00:44:58.558]  Order yours at gusset.com.
[00:44:59.039 --> 00:45:01.080]  Diamond Gusset Jeans got it.
[00:45:01.420 --> 00:45:02.281]  Others don't.
[00:45:04.554 --> 00:45:06.076]  Hi folks, this is Alex Jones.
[00:45:06.276 --> 00:45:11.321]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:45:11.601 --> 00:45:12.962]  Saving means to make money.
[00:45:13.123 --> 00:45:21.911]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:45:22.652 --> 00:45:29.757]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:45:30.177 --> 00:45:37.802]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:45:38.182 --> 00:45:43.105]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[00:45:43.425 --> 00:45:45.586]  Getting a free catalog is easy by calling 800-340-7091.
[00:45:48.348 --> 00:45:51.272]  Or see Calvin on the web at FiveStarSoap.com.
[00:45:51.573 --> 00:45:53.876]  Take charge of your health now by calling 800-340-7091.
[00:45:53.936 --> 00:45:56.079]  Or see Calvin on the web at FiveStarSoap.com.
[00:46:03.197 --> 00:46:10.180]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, that I was still starving.
[00:46:10.420 --> 00:46:27.986]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[00:46:28.266 --> 00:46:34.272]  I then searched out the best vitamin and mineral company out there and discovered Young Jevity.
[00:46:34.472 --> 00:46:42.320]  The Young Jevity products are designed to give you the real nutrition you need and once you've got that, you don't have to eat as much to be satisfied.
[00:46:42.621 --> 00:46:44.042]  I've lost 37 pounds in two months.
[00:46:46.164 --> 00:46:48.865]  Simply getting the vitamins and minerals I need.
[00:46:48.925 --> 00:46:49.985]  Check it out for yourself.
[00:46:50.206 --> 00:46:50.926]  It's incredible.
[00:46:51.086 --> 00:47:00.109]  Go to Infowarsteam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[00:47:00.289 --> 00:47:02.570]  That's Infowarsteam.com.
[00:47:04.671 --> 00:47:05.831]  Coast to Coast.
[00:47:06.212 --> 00:47:07.652]  Direct from Austin.
[00:47:08.252 --> 00:47:11.474]  You're listening to the Alex Jones Broadcasting Network.
[00:47:20.464 --> 00:47:31.335]  We now take you live to the Central Texas Command Center, in the heart of the resistance, rallying patriots worldwide.
[00:47:35.560 --> 00:47:38.203]  You're listening to the Alex Jones Show.
[00:47:43.234 --> 00:47:55.824]  So, the victim disarmament crowd that takes our tax money and creates a giant government armed to the teeth and trading for war against the people, including 30,000 drones, the federal government has now funded against the American people.
[00:47:56.384 --> 00:47:58.046]  Spy satellites watching U.S.
[00:47:58.146 --> 00:48:01.308]  farmers for environmentalists that want to steal their property.
[00:48:01.728 --> 00:48:02.689]  It's all happening.
[00:48:03.190 --> 00:48:07.333]  And you go into the doctor and, well, a few days later they come and take all your guns.
[00:48:07.373 --> 00:48:10.836]  When you try to buy a gun, they say, well, you can't have one.
[00:48:11.856 --> 00:48:16.099]  And joining us is David Sardi of Doomsday Preppers on Nat Geo.
[00:48:17.280 --> 00:48:18.801]  Very popular individual out there.
[00:48:19.041 --> 00:48:21.003]  Millions, tens of millions a week watch him.
[00:48:21.283 --> 00:48:22.403]  But he can't own a gun.
[00:48:22.464 --> 00:48:23.604]  No judge, no jury.
[00:48:24.305 --> 00:48:26.046]  Guilty until proven slave.
[00:48:27.007 --> 00:48:28.067]  Joining us is David.
[00:48:28.107 --> 00:48:28.888]  David, go ahead.
[00:48:28.908 --> 00:48:30.069]  Tell us what happened to you, my friend.
