[00:00:00.348 --> 00:00:00.875]  You've got it!
[00:25:29.502 --> 00:25:31.884]  Well, who's your source?
[00:25:31.884 --> 00:25:35.206]  Where was this behind the closed doors meeting?
[00:25:35.206 --> 00:25:37.868]  And then people said, Alex, don't say there's fraud in Iowa.
[00:25:37.868 --> 00:25:42.931]  Even though we had delegates and people calling in who witnessed it all the next day and the day after that.
[00:25:42.931 --> 00:25:43.652]  The eyewitnesses.
[00:25:43.652 --> 00:25:48.335]  A lot of them who swore out statements later.
[00:25:48.335 --> 00:25:50.857]  And then it came out, of course, three weeks after that.
[00:25:50.857 --> 00:25:52.778]  Oh, yeah, it's all a fraud.
[00:25:52.778 --> 00:25:53.839]  We don't know what happened.
[00:25:53.839 --> 00:25:57.341]  We're throwing the results out, but giving it all to Santorum now.
[00:25:57.341 --> 00:25:58.242]  He just gets everything.
[00:26:00.694 --> 00:26:11.849]  Well, now Ron Paul is saying that something is going on and that things aren't jiving and they break it all down.
[00:26:11.849 --> 00:26:13.632]  And they are beginning to contest it.
[00:26:13.632 --> 00:26:15.354]  And they better do it.
[00:26:15.354 --> 00:26:15.995]  They better do it.
[00:26:20.165 --> 00:26:23.788]  And I'll cover that more later if we have time to get into it.
[00:26:23.788 --> 00:26:29.273]  But speaking of media manipulation, and it's not just News Corp that's doing this.
[00:26:29.273 --> 00:26:32.035]  News Corp's been caught paying off police.
[00:26:32.035 --> 00:26:33.016]  They admit that goes on.
[00:26:33.016 --> 00:26:35.358]  They've been caught spying on people.
[00:26:35.358 --> 00:26:37.420]  They've been caught doing all this stuff.
[00:26:37.420 --> 00:26:40.923]  And I'll assure you, it is not just going on in England or Europe.
[00:26:42.100 --> 00:26:44.063]  But here's the New York Times.
[00:26:44.063 --> 00:26:47.728]  British arrest eight in inquiry about Murdoch tabloid.
[00:26:47.728 --> 00:26:55.139]  And now there's talk of the Justice Department indicting members of News Corp here in North America.
[00:26:55.139 --> 00:26:58.083]  That's the parent company of Fox News for those that don't know.
[00:26:59.591 --> 00:27:07.553]  And you wonder why suddenly you're hearing Fox hosts in the last two months say Obama's a good Christian man, Huckabee and others.
[00:27:07.553 --> 00:27:10.074]  I've talked to Fox hosts.
[00:27:10.074 --> 00:27:11.114]  I'm just going to leave it at that.
[00:27:11.114 --> 00:27:14.475]  Multiple insiders at Fox.
[00:27:14.475 --> 00:27:21.897]  I had two sources and then lost them because even though I was allowed to talk about it without saying names, some people got yelled at and threatened.
[00:27:21.897 --> 00:27:23.137]  But I have some other sources.
[00:27:25.253 --> 00:27:35.176]  That I developed years ago that I've talked to, and yes, they've been told, in memos, you will stop bashing Barack Obama, or this whole place is going down.
[00:27:35.176 --> 00:27:38.717]  Because people have complained, they're like, well that's going to kill ratings, number one.
[00:27:38.717 --> 00:27:42.538]  Not that those traitors up there actually care about this country.
[00:27:42.538 --> 00:27:45.419]  They want to at least be able to bash Obama, that gets the ratings.
[00:27:45.419 --> 00:27:47.720]  And they've been told, back off!
[00:27:47.720 --> 00:27:50.841]  Because the Justice Department's looking at arresting Rupert Murdoch.
[00:27:52.714 --> 00:27:56.175]  And if I was Murdoch, I would go ahead and release everything he's got on Obama right now.
[00:27:56.175 --> 00:27:59.036]  Because let me tell you, the way this is going, they're going for broke.
[00:27:59.036 --> 00:28:02.338]  You know, you notice they got rid of Glenn Beck.
[00:28:02.338 --> 00:28:05.379]  And he was told, you will stop bashing George Soros.
[00:28:05.379 --> 00:28:07.399]  You will stop covering all this.
[00:28:07.399 --> 00:28:10.441]  And Glenn Beck, to his credit, said, I'm not going to do that.
[00:28:10.441 --> 00:28:11.701]  And left Fox.
[00:28:11.701 --> 00:28:19.444]  And his contract was... I mean, I've gone after Glenn Beck a lot, because behind the scenes, I'm going to be a guest on Fox in New York.
[00:28:19.444 --> 00:28:22.325]  And they tell us, well, Glenn Beck's throwing a fit if you come on the other show.
[00:28:23.263 --> 00:28:26.447]  And it's saying they won't ever have this other host on if you do that.
[00:28:26.447 --> 00:28:29.290]  And Glenn Beck's gone after my sponsors and done all sorts of stuff.
[00:28:29.290 --> 00:28:34.396]  But, but, I mean, he is a hard-nosed wolf, but he did not sell out to News Corp.
[00:28:34.396 --> 00:28:43.105]  You notice Judge Napolitano, who had the second highest ratings, I actually looked him up, on Fox Business and Rising, and was making major news, gone!
[00:28:43.962 --> 00:28:48.867]  So Fox News is rolling over to George Soros and Obama.
[00:28:48.867 --> 00:28:49.588]  And you know what?
[00:28:49.588 --> 00:28:52.311]  I think when you're done doing that, they're still going to arrest you.
[00:28:52.311 --> 00:28:54.493]  I think you've made a miscalculation.
[00:28:54.493 --> 00:28:57.456]  Alright, more news straight ahead on Iran, Whitney Houston, and a lot more.
[00:29:00.856 --> 00:29:07.521]  When you're out on the road, the last place you want to be is on the road.
[00:29:07.521 --> 00:29:12.665]  But if the unfortunate happens, you'll be glad you were wearing diamond gussets.
[00:29:12.665 --> 00:29:27.717]  There's a place down in Tennessee Where they make blue diamond gusset jeans They sew pride in every stitch Guarantee you love the way they fit
[00:29:39.544 --> 00:29:41.686]  We turn jeans inside out.
[00:29:41.686 --> 00:29:43.467]  Diamond Gusset Jeans.
[00:29:43.467 --> 00:29:46.349]  Made in the USA with unparalleled quality.
[00:29:46.349 --> 00:29:50.591]  Our Defender Motorcycle Jeans combine Gusset comfort with Kevlar protection.
[00:29:50.591 --> 00:29:52.973]  So you can ride all day with confidence.
[00:29:52.973 --> 00:29:55.695]  Order yours at gusset.com.
[00:29:55.695 --> 00:29:57.276]  Diamond Gusset Jeans.
[00:29:57.276 --> 00:29:58.056]  Got it.
[00:29:58.056 --> 00:29:58.917]  Others don't.
[00:30:01.226 --> 00:30:02.948]  Hi folks, this is Alex Jones.
[00:30:02.948 --> 00:30:08.254]  I'm looking for people that have the wisdom to spot savings, opportunity, and recognize risk.
[00:30:08.254 --> 00:30:09.795]  Saving means to make money.
[00:30:09.795 --> 00:30:18.585]  The Cal Bend Pure Soap Company can save you thousands of dollars and give you good old-fashioned real soaps that are triple concentrated and twice as good as what you're using now.
[00:30:19.305 --> 00:30:26.850]  Soaps made from vegetable and coconut oils that contain no useless dyes, perfumes, deodorants, or antibacterials.
[00:30:26.850 --> 00:30:34.854]  Your risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores, and deteriorating clothing called lint.
[00:30:34.854 --> 00:30:40.077]  If you want something better, if you want something you've never had before, you have to do something you've never done before.
[00:30:40.077 --> 00:30:42.238]  Getting a free catalog is easy by calling 800-340-7091.
[00:30:45.020 --> 00:30:48.222]  Or see Calvin on the web at FiveStarSoap.com.
[00:30:48.222 --> 00:30:50.463]  Take charge of your health now by calling 800-340-7091.
[00:30:50.463 --> 00:30:52.725]  Or see Calvin on the web at FiveStarSoap.com.
[00:30:59.870 --> 00:31:07.093]  A little over a year ago, I began to do a lot of research into why, even though I had a pretty good-sized meal, I was still starving.
[00:31:07.093 --> 00:31:24.982]  And my research led me to a well-known fact that most of the soils that we grow our crops on here in the United States and across the industrialized world are almost completely depleted of almost all of the key minerals and trace elements that our bodies need to rebuild themselves, fight off cancer, and be healthy.
[00:31:24.982 --> 00:31:29.084]  I then searched out the best vitamin and mineral company out there.
[00:31:29.364 --> 00:31:31.126]  And discovered Young-Jevity.
[00:31:31.126 --> 00:31:39.292]  The Young-Jevity products are designed to give you the real nutrition you need, and once you've got that, you don't have to eat as much to be satisfied.
[00:31:39.292 --> 00:31:45.617]  I've lost 37 pounds in two months, simply getting the vitamins and minerals I need.
[00:31:45.617 --> 00:31:46.898]  Check it out for yourself.
[00:31:46.898 --> 00:31:47.759]  It's incredible.
[00:31:47.759 --> 00:31:56.786]  Go to InfoWarsTeam.com today and order your first canister of Beyond Tangy Tangerine Complete Multivitamin Mineral Complex Dietary Supplement.
[00:31:56.966 --> 00:31:59.907]  That's infowarsteam.com.
[00:31:59.907 --> 00:32:02.828]  I've been telling you about eFoods Direct for a while now.
[00:32:02.828 --> 00:32:06.529]  Here are my top 10 reasons to stock up on food from eFoods Direct.
[00:32:06.529 --> 00:32:07.050]  Number 10.
[00:32:07.050 --> 00:32:09.591]  The food I get from eFoods Direct tastes great.
[00:32:09.591 --> 00:32:10.331]  Number 9.
[00:32:10.331 --> 00:32:12.171]  The eFoods meals are easy to prepare.
[00:32:12.171 --> 00:32:16.093]  8. eFoods Direct delivers the food right to my front door.
[00:32:16.093 --> 00:32:16.393]  7.
[00:32:16.393 --> 00:32:18.334]  Most of these meals cost less than $2.
[00:32:18.334 --> 00:32:19.414]  6.
[00:32:19.414 --> 00:32:21.595]  With their large variety, I can eat it every day. 5.
[00:32:22.655 --> 00:32:25.817]  I always have access to high-quality and delicious food.
[00:32:25.817 --> 00:32:29.800]  Number four, eFoods products don't spoil, so I never waste any food.
[00:32:29.800 --> 00:32:33.182]  Three, eFoods uses only safe, healthy ingredients.
[00:32:33.182 --> 00:32:37.505]  Number two, I have my own food supply and don't depend on the grocery store.
[00:32:37.505 --> 00:32:43.349]  And the number one reason I promote eFoods Direct is they build special offers just for my listeners.
[00:32:43.709 --> 00:32:44.650]  Folks, don't wait.
[00:32:44.650 --> 00:32:45.911]  Get prepared now.
[00:32:45.911 --> 00:32:47.873]  We all need to be self-sufficient.
[00:32:47.873 --> 00:32:52.958]  Call eFoodsDirect at 800-409-5633 and ask for the Alex Jones Special.
[00:32:52.958 --> 00:33:01.325]  Call eFoodsDirect at 800-409-5633 or eFoodsDirect.com forward slash Alex.
[00:33:01.325 --> 00:33:02.867]  Coast to Coast.
[00:33:02.867 --> 00:33:04.909]  Direct from Austin.
[00:33:04.909 --> 00:33:08.112]  You're listening to the Alex Jones Broadcasting Network.
[00:33:26.434 --> 00:33:28.756]  We should never be afraid to die.
[00:33:28.756 --> 00:33:31.818]  That's the great Mr. Bellamy, fan of the show, been on the show.
[00:33:31.818 --> 00:33:33.278]  We love you, Muse.
[00:33:33.278 --> 00:33:34.960]  Doing a great job out there.
[00:33:34.960 --> 00:33:40.223]  Liberty is popular and this broadcast is all about legalizing freedom.
[00:33:42.190 --> 00:33:57.018]  Okay, we've already gone over Ron Paul coming out and saying there's evidence of fraud and that they're going to contest Romney supposedly being the winner because all the votes aren't even counted and there's been evidence in other states of fraud.
[00:33:57.018 --> 00:34:11.165]  I was just getting, before I get into Whitney Houston, what's happening with the Arab League and the big move towards a wider war in Syria and Iran, I want to go back to what's happening with Rupert Murdoch.
[00:34:13.015 --> 00:34:22.100]  The problem with having a criminal government is that they cannot be trusted to go after people for other crimes.
[00:34:22.100 --> 00:34:37.168]  And then once you have a criminal government, different levels of criminals within the system can't ever blow the whistle on each other because then a criminal at any level can bring down the whole house of cards and then that allows the
[00:34:38.851 --> 00:34:40.932]  Criminality to only intensify.
[00:34:40.932 --> 00:34:44.412]  And it's part of the corruption process.
[00:34:44.412 --> 00:34:49.133]  And so, from what I've seen in some of the folks pleading guilty, some of the people died.
[00:34:49.133 --> 00:34:51.534]  The star witness was murdered in England.
[00:34:51.534 --> 00:34:54.795]  That was just a... Or Arkin cited.
[00:34:54.795 --> 00:34:59.316]  That this is a war between two different factions of the globalists.
[00:35:00.692 --> 00:35:06.557]  And I predicted when this really started breaking six months ago that you'd see a big switch in News Corp.
[00:35:06.557 --> 00:35:17.826]  And I've now confirmed that they've been told to lay off Obama and to lay off the Labor Party, the Democratic Party's counterpart in England, that mafia.
[00:35:18.666 --> 00:35:27.832]  Or people are going to go to jail, including Rupert Murdoch's son, bare minimum, and perhaps even Rupert Murdoch himself.
[00:35:27.832 --> 00:35:33.416]  And what's being asked today by the London Guardian and Reuters and others is, will the U.S.
[00:35:33.416 --> 00:35:43.182]  Justice Department, who is investigating News Corp, indict people at News Corp here in North America?
[00:35:43.182 --> 00:35:46.084]  Now again, this is a Justice Department caught
[00:35:46.940 --> 00:35:53.721]  Shipping guns into Mexico that's killed police and border patrol and over 2,000 Mexican citizens.
[00:35:53.721 --> 00:35:55.202]  Justice Department admits that.
[00:35:55.202 --> 00:36:01.723]  And CBS News told you what we knew would be there, they got the memos, that it was to be blamed on the Second Amendment.
[00:36:01.723 --> 00:36:04.823]  Now that was buried in a CBS News article with a link to the memo.
[00:36:04.823 --> 00:36:11.945]  But ship guns into Mexico, and ship them into Indiana, Illinois, Florida, other states, to then call for shutting down gun shows.
[00:36:12.992 --> 00:36:17.274]  I mean, these are criminals staging terror attacks against America.
[00:36:17.274 --> 00:36:19.355]  Have you read the definition of terrorism?
[00:36:19.355 --> 00:36:25.198]  Threatening violence or carrying out violence so that populations or individuals accept your political demands.
[00:36:26.530 --> 00:36:31.513]  You ship guns into Mexico to get a bunch of people killed so you can blame the Second Amendment.
[00:36:31.513 --> 00:36:33.494]  That's terrorism.
[00:36:33.494 --> 00:36:37.917]  But you notice, oh, you're not hearing about Fast and Furious on Fox anymore.
[00:36:37.917 --> 00:36:45.522]  And Daryl Issa, as I predicted, the Attorney General, a few months ago, said, hey, George Bush was running similar programs.
[00:36:45.522 --> 00:36:49.465]  And boy, they started shutting down those hearings real fast.
[00:36:49.465 --> 00:36:53.287]  And Issa, one day after, said, well, it's up to Obama to do something about this.
[00:36:53.287 --> 00:36:55.068]  We've caught the Attorney General lying.
[00:36:56.229 --> 00:37:04.053]  How can Republicans ever bring down a Bill Clinton or a Barack Obama or other mobsters as they pardon mobsters and others?
[00:37:04.053 --> 00:37:08.675]  How can they ever do that if they themselves are up to their eyeballs in it?
[00:37:08.675 --> 00:37:14.018]  And see, this is how, once corruption is tolerated, the sky's the limit.
[00:37:14.018 --> 00:37:20.341]  That's why they announced two weeks ago that, oh yes, there's now IOUs for all the major federal pensions.
[00:37:20.341 --> 00:37:21.742]  Those have been completely raided.
[00:37:23.860 --> 00:37:26.383]  Give to the foreign too-big-to-fail banks.
[00:37:26.383 --> 00:37:29.006]  So, you're not going to be getting your pension funds.
[00:37:29.006 --> 00:37:31.889]  I mean, if you're 45 working for the government, you're getting nothing.
[00:37:31.889 --> 00:37:34.852]  Let's say you're 63, about to retire in a couple years.
[00:37:34.852 --> 00:37:43.062]  You'll get something that's going to be devalued, and it's going to be reduced, and they've already got the media saying it's not your money, it's a form of welfare.
[00:37:45.043 --> 00:37:46.924]  All because you serve the system.
[00:37:46.924 --> 00:37:49.125]  All because you let the banksters take over.
[00:37:49.125 --> 00:38:00.051]  All because when Ban Ki-moon announces world government, that's the head of the UN, you still laugh at people like me because you were taught it was fashionable to laugh at people that talked about global government.
[00:38:00.051 --> 00:38:07.575]  We're being conquered by a bunch of criminal Bernie Madoff types, Tinley types, and if you don't fully wake up and get angry, they're going to win.
[00:38:07.575 --> 00:38:11.597]  They're going to fully bankrupt us like Nigeria or
[00:38:13.362 --> 00:38:20.046]  Chile, or what happened to the Argentinians, who were just as wealthy as we were 15 years ago.
[00:38:20.046 --> 00:38:23.227]  The old saying, rich as an Argentine.
[00:38:23.227 --> 00:38:29.251]  So, oh, and here's another one the Daily Caller reported on, and then it did end up making it in some other major newspapers.
[00:38:29.251 --> 00:38:36.455]  Bribery compromised officials leave indicted financial crime suspects free from prosecution under Holder's DOJ.
[00:38:37.867 --> 00:38:46.617]  And they leaked to DOJ documents and a lot more in this lengthy article that Tucker Carlson's outfit put out.
[00:38:46.617 --> 00:38:49.520]  And this was in federal documents.
[00:38:49.520 --> 00:38:57.088]  I've got to give Carlson, even though he's said publicly that I'm a piece of trash, credit for doing this because this had not been in U.S.
[00:38:57.088 --> 00:38:57.348]  news.
[00:38:57.348 --> 00:38:58.409]  It was in the federal documents.
[00:39:00.064 --> 00:39:12.854]  And they paid off the Justice Department people, we know the names, and it's trillions in Cayman Island bank accounts and all the major Justice Department officials are being paid publicly and it's all come out and no one gets in trouble.
[00:39:13.732 --> 00:39:21.895]  Kind of like it came out in February of 2011 in federal court in Chicago that the cartels do work for the U.S.
[00:39:21.895 --> 00:39:26.437]  government and are laundering drug money and are shipping cocaine in under U.S.
[00:39:26.437 --> 00:39:29.958]  authorization under Fast and Furious with eight agencies.
[00:39:29.958 --> 00:39:34.100]  And it's in the federal documents, but it's never been a national news story.
[00:39:34.100 --> 00:39:39.802]  We broke it, Paul Watson did, and months after we broke it, from the federal documents that listeners pointed out to us,
[00:39:41.038 --> 00:39:45.721]  The Chicago Tribune and El Paso Times did report, but nothing was done.
[00:39:45.721 --> 00:39:47.122]  Nothing was done.
[00:39:47.122 --> 00:39:48.803]  Let me explain something to you.
[00:39:48.803 --> 00:39:56.547]  One cartel alone brought in five tons in one year directly under ATF control.
[00:39:56.547 --> 00:39:59.829]  And the ATF even told them where to launder the money.
[00:39:59.829 --> 00:40:01.830]  And then Bloomberg even reported on it.
[00:40:01.830 --> 00:40:02.591]  Wells Fargo.
[00:40:03.669 --> 00:40:05.770]  Wachovia, they're all involved.
[00:40:05.770 --> 00:40:11.653]  Wells Fargo, Wachovia, $376 billion alone in two years.
[00:40:11.653 --> 00:40:12.953]  Oh, yes.
[00:40:12.953 --> 00:40:16.615]  The government runs it all with the big banks.
[00:40:16.615 --> 00:40:17.275]  $376 billion.
[00:40:17.275 --> 00:40:22.677]  The crack house person, Whitney Houston, isn't managing that, okay?
[00:40:22.677 --> 00:40:25.098]  Let me just explain how this works to everybody.
[00:40:25.098 --> 00:40:26.319]  God bless her soul.
[00:40:26.319 --> 00:40:28.100]  Crack heads running crack houses.
[00:40:29.153 --> 00:40:32.215]  And users and poor addicts, they're not the ones doing it.
[00:40:32.215 --> 00:40:34.216]  Why are the drugs illegal?
[00:40:34.216 --> 00:40:44.822]  To boost the price, so there's a big market, and so all the zombies go out, the drug addicts, and rob you, and carjack you, and break in your house, or sell their bodies.
[00:40:44.822 --> 00:40:53.926]  So your daughters sell their bodies to then buy drugs from low-level dealers, and then that money goes right back to the military-industrial complex.
[00:40:53.926 --> 00:40:57.528]  This is all on record.
[00:40:57.528 --> 00:40:58.449]  This is all on record.
[00:40:59.682 --> 00:41:04.717]  And so you got a Justice Department that's drug dealing, that's running guns to blame the Second Amendment.
[00:41:04.717 --> 00:41:05.980]  You bet I'm risking my life doing this.
[00:41:05.980 --> 00:41:07.204]  I don't care.
[00:41:07.204 --> 00:41:07.865]  Somebody's got to do it.
[00:41:09.172 --> 00:41:11.373]  I'll never commit suicide, though, remember that.
[00:41:11.373 --> 00:41:13.414]  And there are good people in the Justice Department.
[00:41:13.414 --> 00:41:15.735]  It's compartmentalized, high-up groups.
[00:41:15.735 --> 00:41:17.195]  Why do we know about this?
[00:41:17.195 --> 00:41:25.879]  Because ATF agents in Phoenix, Arizona, Chicago, Illinois, Tampa, Florida, and other areas said, I'm not going to be part of this.
[00:41:25.879 --> 00:41:31.761]  It's now come out that there have been fistfights at multiple ATF facilities over this.
[00:41:31.761 --> 00:41:35.703]  Actual people breaking people's noses.
[00:41:36.886 --> 00:41:42.369]  Supervisors have had their noses broken when people say, you know, you're killing people.
[00:41:42.369 --> 00:41:45.530]  I'm not doing this and fistfights break out.
[00:41:45.530 --> 00:41:52.214]  Okay, so it's time for the good people in the government to start going public and get past this intimidation.
[00:41:52.214 --> 00:41:53.254]  I'm a private citizen.
[00:41:53.254 --> 00:41:54.395]  I've gone public.
[00:41:54.395 --> 00:41:56.856]  I put my cards face down on the table.
[00:41:56.856 --> 00:42:00.538]  I'm out there with everything hanging out in front of God and country and everybody else.
[00:42:00.538 --> 00:42:06.321]  My whole family, my name, everything hanging out up against the most murderous criminals the world's ever seen.
[00:42:08.595 --> 00:42:09.836]  And you're like, well, why aren't you dead?
[00:42:09.836 --> 00:42:16.219]  Because they don't want to highlight and underline and exclamation point everything I've said and done.
[00:42:16.219 --> 00:42:18.021]  That's why.
[00:42:18.021 --> 00:42:24.064]  But it doesn't mean I haven't been threatened, doesn't mean I haven't been physically attacked, doesn't mean there haven't been dirty tricks you can't imagine.
[00:42:24.064 --> 00:42:33.750]  And I... Temporally, here on this planet, here in this dimension, I'm alive because they don't want to highlight everything I've done.
[00:42:34.457 --> 00:42:37.919]  But in the spiritual realm, it's because God's got his hand on me.
[00:42:37.919 --> 00:42:39.020]  I'm in God's hand.
[00:42:39.020 --> 00:42:41.441]  And if something does happen to me, it's God's will.
[00:42:41.441 --> 00:42:44.843]  But I have total faith, whatever it is, that's God's will.
[00:42:44.843 --> 00:42:46.884]  But listen, nobody's safe.
[00:42:46.884 --> 00:42:49.065]  This is what collapses societies.
[00:42:49.065 --> 00:42:52.987]  This is how you become third world countries, is not standing up against evil.
[00:42:52.987 --> 00:42:59.211]  So the murdering criminal justice department has no right to go after News Corp for their petty garbage.
[00:43:00.418 --> 00:43:04.981]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:43:04.981 --> 00:43:05.882]  Number one.
[00:43:05.882 --> 00:43:09.304]  New climate legislation could easily double or triple your electric bill.
[00:43:09.304 --> 00:43:10.185]  Number two.
[00:43:10.185 --> 00:43:15.068]  Our new energy czar wants to control how much power your electric company allows you to have.
[00:43:15.068 --> 00:43:15.809]  It's true.
[00:43:15.809 --> 00:43:20.352]  Total government control of electricity in the name of smart grid technology is coming.
[00:43:20.672 --> 00:43:21.493]  Number 3.
[00:43:21.493 --> 00:43:25.076]  In some areas of the country, the power grid is dangerously overloaded.
[00:43:25.076 --> 00:43:28.999]  And now, new socialist legislation is only compounding the problem.
[00:43:28.999 --> 00:43:29.800]  Number 4.
[00:43:29.800 --> 00:43:32.562]  Dangerous weather is always a threat to local grids.
[00:43:32.562 --> 00:43:36.245]  Every year, thousands of families lose their power from weather-related outages.
[00:43:36.245 --> 00:43:36.466]  Number 5.
[00:43:37.026 --> 00:43:41.169]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:43:41.169 --> 00:43:46.213]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:43:46.213 --> 00:43:50.396]  You can get more information at www.mysolarbackup.com.
[00:43:50.396 --> 00:43:52.177]  That's mysolarbackup.com.
[00:43:52.177 --> 00:43:56.781]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[00:44:02.059 --> 00:44:06.020]  Hi folks, this is Alex Jones and I want to tell you about the Silver Lungs Generator.
[00:44:06.020 --> 00:44:14.882]  Now you can produce pure and endless colloidal silver and deliver the solution directly into the bloodstream by breathing the solution through the lungs.
[00:44:14.882 --> 00:44:19.503]  The respiratory system is the first line of defense for airborne pathogens and viruses.
[00:44:19.503 --> 00:44:30.325]  The Silver Lungs Generator infuses the respiratory system with your self-produced nano-silver solutions and also delivers the silver nanoparticles instantly into the bloodstream.
[00:44:30.965 --> 00:44:40.468]  With continued legislation threatening the sale of nano-silver products, you can now produce pure and endless colloidal silver with the Silver Lungs Generator.
[00:44:40.468 --> 00:44:45.910]  Very easy to follow step-by-step instructions are provided, making production fast and simple.
[00:44:45.910 --> 00:44:53.393]  Go to www.silverlungs.com today and learn more about the breakthrough technology of the Silver Lungs Generator.
[00:44:53.393 --> 00:44:55.794]  That's www.silverlungs.com.
[00:45:00.504 --> 00:45:01.564]  I had tried everything.
[00:45:01.564 --> 00:45:07.046]  I'd cut back the amount of food I was eating, I was lifting weights and jogging, but nothing was working.
[00:45:07.046 --> 00:45:11.887]  My body was literally starving for minerals and trace elements as well as key vitamins.
[00:45:11.887 --> 00:45:18.249]  And as soon as I had that, I immediately could eat half of what I was eating previously and be satisfied.
[00:45:18.749 --> 00:45:29.954]  Now there are hundreds of great products at Infowarsteam.com, but I want to point out the three that have helped me lose 37 pounds in just two months.
[00:45:29.954 --> 00:45:34.436]  Products like Beyond Tangy Tangerine, Pollen Burst, and Rebound.
[00:45:34.436 --> 00:45:37.437]  When I started taking the Tangy Tangerine and other products every day,
[00:45:37.797 --> 00:45:40.679]  I lost more than 37 pounds in just two months.
[00:45:40.679 --> 00:45:42.261]  Now that's results.
[00:45:42.261 --> 00:45:49.046]  I want to challenge my listeners to go to InfoWarsTeam.com and to order just three of their products.
[00:45:49.046 --> 00:45:54.770]  And you will see the changes in the way you look, feel, and in your appetite almost immediately.
[00:45:54.770 --> 00:45:57.332]  Start your journey to health and wellness today.
[00:45:57.332 --> 00:45:58.633]  InfoWarsTeam.com
[00:46:00.046 --> 00:46:01.347]  Hi, this is Alex Jones.
[00:46:01.347 --> 00:46:06.953]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:46:06.953 --> 00:46:11.958]  Did you know that in a real meltdown, non-hybrid seeds could become more valuable than silver or gold?
[00:46:11.958 --> 00:46:17.004]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[00:46:17.524 --> 00:46:22.746]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:46:22.746 --> 00:46:29.868]  They call it a survival seed bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[00:46:29.868 --> 00:46:30.989]  And here's the best part.
[00:46:30.989 --> 00:46:37.351]  These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[00:46:37.671 --> 00:46:40.853]  So visit them today at survivalseedbank.com.
[00:46:40.853 --> 00:46:43.074]  That's survivalseedbank.com.
[00:46:43.074 --> 00:46:44.015]  Or give them a call at 877-327-0365.
[00:46:44.015 --> 00:46:44.215]  That's 877-327-0365.
[00:46:44.215 --> 00:46:47.657]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:46:47.657 --> 00:46:49.398]  This is Alex Jones for survivalseedbank.com.
[00:47:01.420 --> 00:47:05.004]  Coast to coast, direct from Austin.
[00:47:05.004 --> 00:47:15.795]  You're listening to the Alex Jones Broadcasting Network.
[00:47:15.795 --> 00:47:21.841]  We now take you live to the Central Texas Command Center, in the heart of the resistance.
[00:47:21.841 --> 00:47:24.364]  You're listening to the Alex Jones Show!
[00:47:29.375 --> 00:47:39.556]  Okay, if you ever wanted to know what Agenda 21 is, what sustainable development means, we're going to be covering it coming up here in a few minutes.
[00:47:40.868 --> 00:47:42.809]  In fact, guys, reprint the USA Today.
[00:47:42.809 --> 00:47:48.210]  Schwarzenegger says he'll focus on states, counties, and cities for Green Agenda.
[00:47:48.210 --> 00:47:50.071]  It's all admitted by the UN.
[00:47:50.071 --> 00:48:01.774]  It's all on their own website, un.org, that they are setting global standards for zoning, for gardens, for farming.
[00:48:01.774 --> 00:48:03.035]  They say that hay dust
[00:48:03.895 --> 00:48:06.257]  It's $5,000 fines.
[00:48:06.257 --> 00:48:16.463]  You can see major NAFTA highways when you drive up from Texas into Oklahoma and Kansas, where you'll drive 100 miles and there's no exit to the rural communities that are ghost towns now.
[00:48:16.463 --> 00:48:20.245]  They just block the highways and build McDonald's and things in the middle.
[00:48:20.805 --> 00:48:22.486]  That's all Agenda 21.
[00:48:22.486 --> 00:48:23.786]  And it's all admitted.
[00:48:23.786 --> 00:48:29.449]  And it's so frustrating to make films like Endgame, Blueprint for Global Enslavement, four years ago.
[00:48:29.449 --> 00:48:44.336]  It's so frustrating to read the UN documents, to see the executive orders, to see their admitted plans, in their own words, for a global, neo-feudalistic surf system, a post-industrial world, Maurice Strong, Ted Turner.
[00:48:44.336 --> 00:48:49.979]  And then to have the New York Times with this headline, Activists Fight Green Projects, Xing, UN Plot.
[00:48:50.486 --> 00:48:51.766]  And they admit, yeah, the U.N.
[00:48:51.766 --> 00:48:55.148]  is setting your local rules, but, you know, what's wrong with that?
[00:48:55.148 --> 00:48:56.448]  It's for the Earth!
[00:48:56.448 --> 00:48:59.009]  It's not a plot!
[00:48:59.009 --> 00:49:06.672]  Really, when the City Council announced 20 to 80 percent increases in power prices in the next year, they said it's for sustainability.
[00:49:06.672 --> 00:49:08.232]  You're using too much power.
[00:49:08.232 --> 00:49:10.593]  This will teach you to use less power.
[00:49:10.593 --> 00:49:15.295]  And it's General Electric that came in and helped shut down the other power plants so they could sell you less for more.
