[00:00:06.513 --> 00:00:06.696]  All right.
[00:25:08.753 --> 00:25:11.634]  So it can happen and it probably will happen again.
[00:25:11.794 --> 00:25:14.055]  Just wait for the next disaster to strike.
[00:25:14.853 --> 00:25:15.373]  Moving on.
[00:25:15.753 --> 00:25:20.754]  Genetically engineered ethical babies is a moral obligation, says Oxford professor.
[00:25:21.014 --> 00:25:22.135]  And this is out of the Telegraph.
[00:25:22.675 --> 00:25:28.836]  Genetically screening our offspring to make better people is just responsible parenting, claims an eminent Oxford academic.
[00:25:30.277 --> 00:25:40.739]  And Professor Julian Savalscu said that creating so-called designer babies would be considered a moral obligation to make them grow up ethically better children.
[00:25:41.479 --> 00:25:44.240]  The expert in practical ethics said,
[00:25:44.847 --> 00:25:54.274]  We should actively give parents a choice to screen out personality flaws in their children as it meant they were less likely to harm themselves and others.
[00:25:54.915 --> 00:25:56.116]  Well, we know what that's going to make.
[00:25:56.176 --> 00:25:58.798]  That's going to make a bunch of yes people, a bunch of sheep.
[00:25:59.198 --> 00:26:04.322]  You know, because they consider questioning government authority to be a problem, and we wouldn't want that.
[00:26:04.362 --> 00:26:12.909]  We wouldn't want our babies growing up questioning authority, although I teach my kids to question authority regularly, especially if they feel they're being wronged.
[00:26:13.766 --> 00:26:20.814]  Now we're going into some environmental news, and this is out of NOLA.com, which is a paper in New Orleans.
[00:26:21.194 --> 00:26:26.060]  Mississippi River closed to shipping traffic as sill work begins.
[00:26:26.784 --> 00:26:29.665]  And still is the type of dust that kind of floats around there in the river.
[00:26:30.065 --> 00:26:44.972]  The Mississippi River was temporarily closed to shipping traffic in New Orleans on Wednesday as contractors began building an underwater barrier that the Army Corps of Engineers says will stop the advance of saltwater threatening drinking water in the New Orleans area due to low water levels in the Mississippi River.
[00:26:45.112 --> 00:26:52.155]  Salt has been moving far upriver and was below the outskirts of New Orleans by Wednesday, nearly 90 miles north of the Mississippi River.
[00:26:53.269 --> 00:27:01.896]  On Wednesday, Plaquemines Parish issued an advisory to residents living in the parish that high levels of sodium and chloride were being measured in the drinking water.
[00:27:03.197 --> 00:27:03.797]  So there you go.
[00:27:03.837 --> 00:27:12.124]  We have these instances where last year the Mississippi River was flooding over and over again, way up north.
[00:27:12.284 --> 00:27:14.366]  They had tons of rain, tons of floods.
[00:27:14.926 --> 00:27:22.192]  And instead of having an infrastructure in place where you could divert that flood water to reservoir areas to use in these dry times, well,
[00:27:23.311 --> 00:27:24.571]  We don't do that for some reason.
[00:27:24.811 --> 00:27:34.874]  I don't know why we have all this great technology and we don't build a levee reservoir system that would be capable of absorbing certain, you know, you can't absorb all floods obviously.
[00:27:35.735 --> 00:27:38.475]  God is going to be more powerful than anything we could ever build.
[00:27:38.775 --> 00:27:47.678]  But we could lessen those impacts where we lessen the droughts and then send that water down to the farmers who need it in the Midwest.
[00:27:48.263 --> 00:27:49.003]  Why don't we do that?
[00:27:49.444 --> 00:27:56.688]  Well, instead, we're busy spending money on killing and destroying people in other countries and giving foreign aid to a lot of countries that don't deserve it.
[00:27:57.088 --> 00:27:58.869]  One more story here on the Gulf.
[00:27:59.510 --> 00:28:02.831]  Saltwater encroaching Mississippi River, threatening New Orleans drinking water.
[00:28:03.332 --> 00:28:11.857]  Bobby Jindal on Wednesday, he's the governor, declared a state of emergency for Plaquemines Parish as it deals with encroaching saltwater threatening its drinking water.
[00:28:12.297 --> 00:28:15.779]  And let me tell you, the Mississippi River, they say it's the lowest that they've ever seen it.
[00:28:16.852 --> 00:28:25.600]  In generations, and this is something they're definitely going to have to deal with, the Mississippi is the lifeblood of the Midwest, basically the center of the country.
[00:28:25.640 --> 00:28:27.622]  It kind of divides the East from the West.
[00:28:28.683 --> 00:28:32.246]  You know, we all know people West from the Mississippi and East from the Mississippi.
[00:28:32.266 --> 00:28:36.891]  That's how we kind of delineate who we are as Americans by that river.
[00:28:37.151 --> 00:28:42.436]  And if it were to dry up, it would cause a lot of havoc in terms of shipping, in terms of energy.
[00:28:43.876 --> 00:29:01.982]  In terms of silt, it brings a lot of silt down through and basically when it does flood or when it used to flood, it used to make those areas around the Mississippi very fertile, which is why in Louisiana you can grow a lot of crops over and over again because they have very high quality soil and that's all due to the Mississippi River.
[00:29:02.862 --> 00:29:08.344]  So, let's hope that they start to look at this problem seriously and maybe develop some plans to create
[00:29:09.338 --> 00:29:16.623]  Locks and reservoirs and different channels that we can save water in the flood times and then disperse it in these dry times.
[00:29:17.164 --> 00:29:22.888]  We're going to move on now to the quote of the day and this is from the worst president ever.
[00:29:23.508 --> 00:29:24.629]  I guess we got Obama now.
[00:29:24.669 --> 00:29:26.270]  He's the second worst president now.
[00:29:26.730 --> 00:29:28.552]  This is from George W. Bush.
[00:29:29.152 --> 00:29:34.896]  Let us not tolerate outrageous conspiracy theories concerning the attacks of September 11th.
[00:29:35.336 --> 00:29:36.117]  Malicious lies
[00:29:36.437 --> 00:29:41.802]  That attempt to shift the blame away from the terrorists themselves, away from the guilty, who is us.
[00:29:42.182 --> 00:29:48.928]  Because we had drills running the same day as 9-11, and then we claimed we never knew anything about these types of plans.
[00:29:49.189 --> 00:29:51.711]  We could have got Osama, and yet we didn't do it.
[00:29:52.231 --> 00:29:54.633]  Well, that's our news section of the show.
[00:29:54.653 --> 00:29:55.934]  We're going to come back
[00:30:18.815 --> 00:30:20.556]  Hopefully with our guest Ryan Duffy.
[00:30:20.576 --> 00:30:23.438]  We had some problems earlier connecting with him, so hopefully he will be here.
[00:30:23.818 --> 00:30:27.019]  If not, I'll be right back and we'll just close out the show.
[00:30:27.420 --> 00:30:33.163]  So if you're not a member right now of Prison Planet TV, I encourage you to get a membership.
[00:30:33.183 --> 00:30:33.483]  It's easy.
[00:30:33.503 --> 00:30:35.184]  You go to PrisonPlanetTV.com.
[00:30:35.464 --> 00:30:37.385]  We have a 15-day free trial.
[00:30:37.925 --> 00:30:39.346]  And there you can join up.
[00:30:39.766 --> 00:30:42.708]  You can watch the show at night when it comes on at 7 p.m.
[00:30:42.748 --> 00:30:43.108]  Central.
[00:30:43.508 --> 00:30:45.589]  You can watch Alex's live radio show.
[00:30:45.949 --> 00:30:46.630]  Today we had
[00:30:47.783 --> 00:30:52.746]  Richard Belzer and Christopher Walken just happened to jump right in and be part of the show.
[00:30:52.766 --> 00:30:53.867]  It was very interesting.
[00:30:54.227 --> 00:30:57.829]  And we also played the end of that, at the end of the show we played that Dave Mustaine interview.
[00:30:57.889 --> 00:31:02.652]  We also have Alex's movies, his e-books, his rants, our special reports that we put together.
[00:31:03.292 --> 00:31:05.315]  All kinds of stuff out there for you.
[00:31:05.695 --> 00:31:07.137]  So please consider becoming a member.
[00:31:07.217 --> 00:31:09.420]  It supports everything we do here and we do appreciate it.
[00:31:10.181 --> 00:31:11.502]  You also have other ways you can support us.
[00:31:11.522 --> 00:31:13.565]  You can go to infowarshop.com.
[00:31:14.105 --> 00:31:17.990]  You know, I just told you about the Mississippi River and their water quality is going down.
[00:31:18.090 --> 00:31:22.616]  Well, what if you had your own system where you could filter your own water out?
[00:31:23.365 --> 00:31:28.688]  I'm not saying the appropriate filters are going to filter out salt water, but they do filter out basically all contaminants.
[00:31:28.708 --> 00:31:34.952]  You can get water filtration units to actually filter out the fluoride in your water, which is pretty much everywhere in the United States.
[00:31:34.992 --> 00:31:40.835]  About 70% is covered with fluoridation and that's not for your teeth.
[00:31:41.176 --> 00:31:44.097]  That is a poison and it's basically so the
[00:31:45.618 --> 00:31:46.239]  Yeah, we're good to go.
[00:32:19.176 --> 00:32:25.279]  I really enjoy it when the globalists try to poison us and, well, we resist them via a free market system.
[00:32:26.199 --> 00:32:27.740]  Hello, my fellow info warriors.
[00:32:27.900 --> 00:32:33.142]  Alex Jones here, introducing you to the ProPure family of gravity-fed filters.
[00:32:33.603 --> 00:32:40.546]  Now, you know that the globalists are filling our water with radioactive isotopes, fluoride, lead, mercury, arsenic.
[00:32:41.246 --> 00:32:50.595]  And one of the few systems that can efficiently and economically remove or reduce down to non-detectable levels these poisons are gravity-fed filters.
[00:32:51.035 --> 00:32:53.317]  And ProPure is the top of the line.
[00:32:53.817 --> 00:32:58.362]  Their filters are impregnated with silver, a natural antibiotic,
[00:32:59.042 --> 00:33:02.427]  On top of that, they're bigger so they filter faster.
[00:33:02.727 --> 00:33:05.832]  You don't have to prime these the first time you use them.
[00:33:06.212 --> 00:33:06.853]  It's amazing!
[00:33:06.893 --> 00:33:12.701]  Go to InfoWars.com and click on the shopping cart link to see the entire family of these babies.
[00:33:13.706 --> 00:33:18.709]  Now, the fluoride they add to our water is so tiny that most filters can't cut it out.
[00:33:18.969 --> 00:33:24.932]  But ProPure has their system that will, again, reduce it to non-detectable levels.
[00:33:25.072 --> 00:33:26.933]  Almost get all of it out of there.
[00:33:27.253 --> 00:33:28.234]  That's also available.
[00:33:28.554 --> 00:33:40.520]  And if you look at the different systems they offer, the ProPure Big Brushed Finish is on a stand, so it's easier on a table or at your restaurant or wherever you have it to go up with a glass or a mug and fill it up.
[00:33:40.640 --> 00:33:44.703]  Then there's this big baby right here, the Pro-Pure King, large version.
[00:33:44.923 --> 00:33:47.045]  Got a lot of different options that come with it.
[00:33:47.405 --> 00:33:51.708]  Also, they have the Pro-Pure Big, probably one of the best values out there.
[00:33:51.988 --> 00:33:53.970]  And of course, it's burnished stainless steel.
[00:33:54.350 --> 00:34:01.736]  And then, what I use on my RV, something that's great for your hunting cabin or the back porch, is the Pro-Pure Traveler.
[00:34:02.256 --> 00:34:07.463]  Small and portable but packs a huge punch, cleans out all that garbage.
[00:34:07.843 --> 00:34:14.552]  They also have a glass site spigot so you don't have to take the top off and look in the bottom area to see how much water.
[00:34:14.572 --> 00:34:18.037]  You can see how fast it's filtering with this optional system.
[00:34:18.277 --> 00:34:18.938]  The Globalist
[00:34:19.378 --> 00:34:21.119]  Obviously, you're hitting us through our water.
[00:34:21.419 --> 00:34:23.120]  It's time to take control of our lives.
[00:34:23.361 --> 00:34:31.266]  It's time to not give our children and families these poisons, and these systems cut it down to non-detectable levels across the board.
[00:34:31.626 --> 00:34:33.867]  ProPure is the name.
[00:34:34.387 --> 00:34:36.389]  I only promote what I believe in.
[00:34:37.009 --> 00:34:40.571]  And I use ProPure in my home and my office.
[00:34:40.871 --> 00:34:45.154]  And I recommend that you check out the information on ProPure at Infowars.com.
[00:34:45.354 --> 00:34:51.578]  We already have the lowest price at Infowars.com on the ProPure gravity filter system.
[00:34:52.378 --> 00:35:00.361]  But when you add in the 10% off when InfoWarriors use the product code WATER at InfoWars.com, nobody can top it.
[00:35:00.741 --> 00:35:02.101]  So again, it's a win-win-win.
[00:35:02.161 --> 00:35:03.742]  Stop drinking the poison water.
[00:35:04.522 --> 00:35:06.783]  Checkmate the globalists when it comes to your health.
[00:35:07.343 --> 00:35:10.824]  And support InfoWars.com and the work we're doing here.
[00:35:11.184 --> 00:35:15.466]  You know, many revolutionaries rob banks and things and kidnap people for funds.
[00:35:15.886 --> 00:35:20.467]  We promote in the free market the products we use that are about preparedness.
[00:35:20.787 --> 00:35:27.650]  That's how we fund this revolution against the New World Order in our move to restore our constitutional republic.
[00:35:28.070 --> 00:35:30.971]  And a spirit of 1776 worldwide.
[00:35:31.351 --> 00:35:32.972]  Check it out at InfoWars.com.
[00:35:33.392 --> 00:35:34.032]  ProPure.
[00:35:34.512 --> 00:35:35.433]  Top of the line.
[00:35:35.913 --> 00:35:36.653]  Number one.
[00:35:37.033 --> 00:35:42.075]  Most powerful and effective and economical gravity-fed water system in the world.
[00:35:42.375 --> 00:35:42.955]  ProPure.
[00:35:43.296 --> 00:35:46.097]  Available discounted at InfoWars.com.
[00:35:46.357 --> 00:35:49.198]  Don't forget product code WATER to save 10%.
[00:35:49.758 --> 00:35:50.918]  It's the latest generation.
[00:35:51.098 --> 00:35:52.419]  Years in development.
[00:35:52.859 --> 00:35:55.040]  ProPure is the name.
[00:35:56.309 --> 00:35:58.630]  I really enjoy it when the globalists try to poison it.
[00:36:00.831 --> 00:36:05.373]  Alex Jones here with a message that could revolutionize health in this country.
[00:36:05.653 --> 00:36:11.496]  Going back about a year and a half ago, I began to learn about the incredible health effects of longevity products.
[00:36:11.876 --> 00:36:15.678]  Erin Dykes lost 92 pounds.
[00:36:15.698 --> 00:36:17.499]  We're going to show you some before and afters.
[00:36:17.919 --> 00:36:19.700]  Aaron, break down what happened.
[00:36:19.720 --> 00:36:20.280]  Your story.
[00:36:20.560 --> 00:36:25.623]  I've worked really hard with diet and exercise to try to lose weight, but I just didn't get the results.
[00:36:25.663 --> 00:36:26.544]  It just didn't happen.
[00:36:26.844 --> 00:36:29.425]  Then I saw what you were doing with Infowarsteam.com.
[00:36:29.905 --> 00:36:33.707]  I wasn't even trying to lose weight, but I got it because I wanted to feel better energy.
[00:36:33.747 --> 00:36:34.688]  I wanted that nutrition.
[00:36:34.728 --> 00:36:38.330]  Didn't even understand how that could kickstart my own weight loss goals.
[00:36:38.490 --> 00:36:40.232]  But the products did that for me.
[00:36:40.572 --> 00:36:46.317]  I found myself suddenly losing weight, more energetic, wanting to exercise, wanting to eat the right foods.
[00:36:46.397 --> 00:36:48.359]  And they don't even advertise it as weight loss!
[00:36:48.660 --> 00:36:52.223]  I want to challenge our radio listeners to go to Infowarsteam.com.
[00:36:52.743 --> 00:36:57.948]  Sign up as a distributor and get wholesale pricing discounts at Infowarsteam.com.
[00:37:03.795 --> 00:37:06.519]  Alex Jones here with a message to fellow freedom lovers.
[00:37:06.820 --> 00:37:11.667]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:37:11.847 --> 00:37:19.058]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:37:19.178 --> 00:37:24.600]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:37:24.800 --> 00:37:28.581]  These are items that I did research on, that I personally use.
[00:37:28.861 --> 00:37:33.403]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:37:33.603 --> 00:37:38.845]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:37:39.125 --> 00:37:42.228]  Strategic Relocation 3rd Edition by Joel Skousen.
[00:37:42.348 --> 00:37:44.630]  When Disaster Strikes by Matthew Stein.
[00:37:44.871 --> 00:37:49.515]  Therosafe, used by Homeland Security to protect yourself during any radiological event.
[00:37:49.655 --> 00:37:52.118]  Hand-cranked shortwave AM FM radios.
[00:37:52.558 --> 00:37:59.625]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our Info War possible.
[00:37:59.805 --> 00:38:00.846]  We're getting prepared.
[00:38:01.066 --> 00:38:01.507]  Are you?
[00:38:01.767 --> 00:38:03.128]  InfoWarshop.com
[00:38:09.306 --> 00:38:11.248]  Welcome back to the InfoWars Nightly News.
[00:38:11.288 --> 00:38:12.188]  This is Rob Dew.
[00:38:12.268 --> 00:38:12.869]  I'm your host.
[00:38:13.289 --> 00:38:16.171]  Normally, this would be the interview section of our show.
[00:38:16.912 --> 00:38:21.275]  We started an interview earlier today with Ryan Duffy of Vice.com.
[00:38:21.635 --> 00:38:26.379]  We got one question in, his audio cut out, and then the video cut out.
[00:38:26.399 --> 00:38:27.460]  We called him back.
[00:38:27.520 --> 00:38:28.300]  He didn't answer.
[00:38:28.441 --> 00:38:29.621]  Tried him on the cell phone.
[00:38:29.641 --> 00:38:30.082]  Didn't work.
[00:38:30.122 --> 00:38:30.942]  So who knows?
[00:38:31.003 --> 00:38:33.665]  Maybe he got sucked into a time warp or something.
[00:38:33.825 --> 00:38:34.225]  I don't know.
[00:38:34.845 --> 00:38:38.108]  But what we're going to do, since Dave Mustaine has been in the news,
[00:38:39.298 --> 00:38:53.136]  These last few days for the attacks that the media has been doing on him just for saying, hey we need to look into this into these mass shootings that just so happen to occur right when the people in power need that political capital to start banning guns.
[00:38:54.515 --> 00:39:04.003]  Well, I didn't say it that eloquently, but he set it on stage in front of thousands of people and it obviously pissed off the establishment because they went on a rampage.
[00:39:04.403 --> 00:39:09.447]  So we're going to go to an interview that kind of predates the one that we just showed earlier in the show.
[00:39:09.787 --> 00:39:11.689]  We taped this one on the 20th of July.
[00:39:11.709 --> 00:39:13.771]  This was right after the Aurora shooting.
[00:39:13.931 --> 00:39:15.052]  Alex and Dave cover
[00:39:15.932 --> 00:39:20.894]  That, they cover the TSA, they cover Fast and Furious, and a whole host of other subjects.
[00:39:20.914 --> 00:39:21.915]  So it's a really great interview.
[00:39:21.935 --> 00:39:24.896]  We're going to go ahead and go to that one now, and that will be the end of our show.
[00:39:25.276 --> 00:39:36.400]  Tomorrow we're going to have Alex Jones will be doing the news, and then Darren McBreen will be sitting in with Mike Adams covering a whole host of natural news slash InfoWars related issues.
[00:39:36.781 --> 00:39:39.642]  So until then, we will see you tomorrow, and keep fighting the good fight!
[00:39:43.308 --> 00:39:46.689]  Well, for all of our great radio listeners out there, we've got a real treat.
[00:39:46.789 --> 00:39:54.311]  Dave Mustaine, the founder of Megadeth, of course one of the first guys there in Metallica, is here with us in Austin, Texas.
[00:39:54.832 --> 00:39:57.132]  It's always great to have Dave stop by.
[00:39:57.492 --> 00:39:59.433]  Dave, why are you in Austin, Texas?
[00:40:00.233 --> 00:40:03.955]  Well, the truth is we're planning on moving to Texas.
[00:40:05.928 --> 00:40:14.871]  So we're just out here house hunting and it wouldn't be right if we didn't stop by and check in with your viewers and your listeners and see you and hang out.
[00:40:16.591 --> 00:40:22.493]  We consider you a close friend and it's just the right thing to do, especially with everything that's going on right now.
[00:40:22.933 --> 00:40:27.495]  Last time we came through we kind of talked a little bit about my world and we didn't really talk about the world in general.
[00:40:28.115 --> 00:40:39.758]  Which, you know, I think a lot of people that tune into your program, they want to know what I think about, you know, what they believe and not just what I do for a living and how my work is and the people that are in it.
[00:40:39.818 --> 00:40:47.679]  Although that's really interesting to a lot of people, it doesn't really touch on a lot of the topical subjects that affect us all.
[00:40:47.899 --> 00:40:50.400]  You know, not very many people are going to end up being a rock star for 30 years.
[00:40:52.082 --> 00:40:58.425]  Dave, I'm not kissing your ass here, but I've met a lot of famous people, and they've always got something, you know, magic about them.
[00:40:58.465 --> 00:40:58.906]  Success.
[00:40:59.346 --> 00:41:07.330]  People are successful for a reason, because they have passion, they have dedication, they have a lot of art they want to express, but so many of them really are arrogant and disconnected.
[00:41:07.730 --> 00:41:18.016]  And what I've noticed is that you are so real and down-to-earth, and then there's that media image that we're told about Dave Mustaine, you know, which they kind of claim is the opposite of that.
[00:41:18.416 --> 00:41:25.542]  But I've just found that you are a real down-to-earth guy who really cares about average people, and quite frankly, opens doors for little old ladies.
[00:41:26.143 --> 00:41:29.946]  Well, I think that's just like anything, you know, there's a counterfeit for everything.
[00:41:30.346 --> 00:41:37.973]  And I think a lot of people, you know, the way that they spin stuff in the liberal media, they have a counterfeit to what the truth is.
[00:41:38.073 --> 00:41:44.779]  And I think that there's a lot of people who have asked me to do certain things, and it's been against my morals, and when I say no,
[00:41:45.839 --> 00:41:49.721]  Instead of them accepting that, they walk away and they say stuff about me.
[00:41:49.741 --> 00:41:55.104]  It's kind of like when you go to the dance and you walk up to some girl that's really hot and you ask her to dance and she says no.
[00:41:55.404 --> 00:41:57.885]  For whatever reason, you walk away and you're like, well, F you!
[00:41:59.886 --> 00:42:01.227]  And you fill in the blanks.
[00:42:01.287 --> 00:42:03.068]  And you tell folks, she's got cooties!
[00:42:03.208 --> 00:42:05.169]  Yeah, right, right, right.
[00:42:05.289 --> 00:42:06.869]  In a much more colorful way.
[00:42:06.889 --> 00:42:12.791]  And for me, a lot of that is, it's funny to read.
[00:42:13.591 --> 00:42:15.492]  Some of it's a little bit disappointing.
[00:42:15.812 --> 00:42:19.033]  It started to bother me when my kids started to read it.
[00:42:19.553 --> 00:42:21.374]  But it's just the way the world right now.
[00:42:21.434 --> 00:42:26.816]  There's a lot of cowards that sit on the other side of computers and type stuff that they would never say to your face.
[00:42:27.956 --> 00:42:29.717]  We were talking about that last night.
[00:42:31.326 --> 00:42:36.407]  About how, in the old days, if you said something about somebody, they were going to come track you down.
[00:42:36.427 --> 00:42:37.768]  I mean, you were going to have to defend that.
[00:42:38.188 --> 00:42:44.009]  And that is something entirely new, where people could just anonymously make up the most amazing stuff.
[00:42:44.069 --> 00:42:49.110]  I had one of my crew bring me something today that was online, claiming I'd committed all these crimes.
[00:42:49.890 --> 00:42:51.411]  And I just kind of laughed at it.
[00:42:51.451 --> 00:42:54.151]  But five, six years ago, I didn't understand how the web worked.
[00:42:54.471 --> 00:42:55.752]  I would have gotten really mad.
[00:42:55.852 --> 00:42:56.292]  Right, right.
[00:42:56.932 --> 00:42:57.953]  But I mean, how do you deal with that?
[00:42:57.993 --> 00:43:04.980]  Because people can just... I mean, you're a superstar, people can... Well, I'm not running for public office and I don't have my opponent saying that I'm a felon.
[00:43:05.220 --> 00:43:07.883]  So, you know, it's a little bit easier for me.
[00:43:07.943 --> 00:43:15.491]  Most people say stuff like I can't play guitar very well or I can't sing very well or, you know, they'll make fun of my name or stuff like that.
[00:43:15.591 --> 00:43:20.275]  So, they don't really bring up my past because... Make fun of the cool name like Mustang?
[00:43:21.016 --> 00:43:25.519]  Well, there's probably a lot of ways that people can make fun of a lot of people.
[00:43:25.539 --> 00:43:26.820]  I think they're just jealous, Dave.
[00:43:27.080 --> 00:43:32.164]  But you just alluded to something, and again, we've already talked about some of this, you know, driving over here to the studio.
[00:43:33.024 --> 00:43:34.785]  Yeah, I saw that last week.
[00:43:35.366 --> 00:43:39.889]  You're alluding to, I'm not claiming Mitt Romney's some great guy, I'm not in love with him, but I mean, come on.
[00:43:40.149 --> 00:43:47.275]  The guy has no criminal record, not Chicago Mafia, left Bain in 99, and Obama's out there, got his people calling him a felon.
[00:43:47.775 --> 00:43:51.499]  Excuse me, Obama, you got a lot more skeletons than Romney.
[00:43:51.739 --> 00:43:52.339]  Your comments?
[00:43:52.579 --> 00:43:53.560]  See, here's the thing.
[00:43:54.001 --> 00:43:59.866]  I'm 50 years old now, and I've lived a great life, and I've been around for a long time, and...
[00:44:02.247 --> 00:44:10.389]  Most of our fans, or most of the people who are against me, are very young and they're very impressionable, which is a part of being young.
[00:44:11.329 --> 00:44:16.031]  That saying that youth is wasted on young people or whatever, that's totally true.
[00:44:16.111 --> 00:44:20.732]  I remember when I was really young, I was very impressionable and I believed a lot of things before I checked it out.
[00:44:21.332 --> 00:44:31.398]  And if I would have been told the things that I do now are going to affect me later on in life, I would have probably said something like, well, I don't know that I'm going to live that long.
[00:44:31.458 --> 00:44:42.384]  But now that I'm 50 and I've watched so many administrations come and go, and I'm watching my children grow up, which is an awesome part of... By the way, you've got incredible children.
[00:44:42.984 --> 00:44:50.434]  It's an awesome part of when a man and a woman marry and have children, to watch them grow up, you have concerns about stuff like that.
[00:44:50.474 --> 00:44:58.124]  And sometimes our fans that are younger, they look to me as a big brother or even a father figure because I really care a lot about them.
[00:44:58.564 --> 00:45:10.377]  But I have never been more terrified in my life about what's happening to our country, and I believe that if we continue on the same path that we're on right now, that America will never be the same.
[00:45:10.597 --> 00:45:17.425]  I freaked out the other day because I was looking at some investment stuff and just reading it, and one of the things that it said was that
[00:45:17.905 --> 00:45:42.353]  If you get a second passport and you plan on moving out of the country, if you denounce your citizenship because of the taxes that are going on here, or any of the things that are going on like the police state we've become, that if you want to get your passport back, you have to know things like where did your mom, where did she live before you were born all the way up to now, where did she
[00:45:43.913 --> 00:45:46.095]  Where did she go in for prenatal care?
[00:45:46.575 --> 00:45:48.576]  Who was in the operating room when you were born?
[00:45:48.636 --> 00:45:50.298]  All these ridiculous... Oh, it's even worse than that.
[00:45:50.338 --> 00:45:53.400]  They've introduced a law where if you move somewhere, it's just over.
[00:45:53.440 --> 00:45:54.320]  You can never come back.
[00:45:54.981 --> 00:45:58.723]  They've introduced the law, and they've introduced the law, which is close to passing.
[00:45:59.324 --> 00:46:00.704]  People can look this up if you're listening.
[00:46:00.745 --> 00:46:01.405]  This is not a joke.
[00:46:01.445 --> 00:46:02.386]  I mean, I feel like it's... It's not a joke.
[00:46:02.406 --> 00:46:05.908]  I feel like I'm lying, and this is like Associated Press, because it's so crazy.
[00:46:05.948 --> 00:46:06.729]  It's not America.
[00:46:07.329 --> 00:46:09.751]  Like having the president bad mouth, you know, you didn't build your business.
[00:46:09.771 --> 00:46:10.811]  We're gonna talk about that in a minute, Dave.
[00:46:11.392 --> 00:46:12.753]  But they actually came out
[00:46:13.829 --> 00:46:19.073]  And said that if the IRS claims you haven't paid all the taxes, no proof, no court, you can't leave.
[00:46:19.113 --> 00:46:33.042]  Well, a friend of ours who just, it's a wonderful lady that's a friend with my wife and her husband who's Canadian, they wanted to go back up to Canada and they wouldn't let him go because there was a tax lien on their house because of a contractor who had done some shady work and they didn't want to pay him.
[00:46:33.702 --> 00:46:39.706]  So the guy put a lien on their house and they're in court right now but they couldn't even go up to Canada to go visit their relatives.
[00:46:40.367 --> 00:46:42.128]  Incredible, so it's already being put into place.
[00:46:43.989 --> 00:46:46.091]  The clock is closer to midnight than we thought.
[00:47:05.368 --> 00:47:09.270]  Make that journey either to heaven, which I think I'm going to, or some to hell.
[00:47:09.810 --> 00:47:14.612]  I was looking at this thing and it said that you cannot open a bank account out of the United States of America anymore.
[00:47:14.632 --> 00:47:20.895]  If I move to England and say I live there for the rest of my life, if I open a bank account there, they have to notify the United States.
[00:47:21.035 --> 00:47:21.275]  Yes.
[00:47:21.415 --> 00:47:25.399]  So that the United States can continue to tax me, even if I don't live in the United States anymore.
[00:47:25.439 --> 00:47:27.000]  And I thought, this is crazy.
[00:47:27.380 --> 00:47:29.482]  Well, America's been taken over by this global government.
[00:47:29.502 --> 00:47:30.343]  It is insane.
[00:47:30.583 --> 00:47:37.228]  It's not America anymore when these globalist interests take us over and overthrow our Bill of Rights and Constitution.
[00:47:37.248 --> 00:47:49.578]  But just to have you repeat what you told me off-air about the point about, again, Romney is being called a criminal by Obama, and meanwhile, Obama is engaged in all this stuff.
[00:47:51.385 --> 00:47:51.786]  It's sad.
[00:47:51.886 --> 00:47:52.206]  It's sad.
[00:47:52.246 --> 00:47:57.892]  You know, when you look at Pelosi, Reid, and Obama, they got to remember it's we the people, not we three people.
[00:47:58.993 --> 00:48:13.028]  And I am absolutely stunned that, you know, Bill Clinton was going to be impeached for having inappropriate behavior with one person, yet these three are screwing the entire nation and the world.
[00:48:14.620 --> 00:48:16.581]  And nobody's doing anything about it.
[00:48:16.601 --> 00:48:20.042]  I don't understand why there hasn't been a motion to impeach the guy.
[00:48:20.342 --> 00:48:33.125]  Well, your point right before we went live here was that you've got a Fast and Furious, you've got Solyndra, you've got all this corruption openly going on, and then the media's like, Romney's a felon.
[00:48:33.145 --> 00:48:35.606]  And again, it's not that Romney's perfect, it's just that...
[00:48:36.653 --> 00:48:41.077]  This guy calls the police on his neighbor when they're smoking pot in the backyard.
[00:48:41.538 --> 00:48:45.922]  I mean, he's not, he's not shipping guns to Mexico to blame it on the Second Amendment.
[00:48:45.942 --> 00:48:48.385]  I mean, it's just, let's shift gears to that.
[00:48:49.166 --> 00:48:56.813]  Dave, what is your take on Fast and Furious and then tying it in to this new event, this tragedy?
[00:48:57.854 --> 00:49:00.595]  Right next to Columbine in Colorado outside Denver.
[00:49:01.095 --> 00:49:09.078]  This tragedy that happens a week and a half before Obama says he'll sign the UN Treaty and he's trying to get Congress to ratify it to register and ban a bunch of our guns.
[00:49:09.398 --> 00:49:20.183]  Well I had heard about this a while ago and I had hoped that it was just just rumor but you know while we were on stage we have a song called Guns Drugs and Money that we play and I had gotten so
[00:49:21.423 --> 00:49:41.441]  Offended as an American that the president had exercised his executive privilege to cover up somebody who, Eric Holder, who to me, I believe that if you're held in contempt and you have documents that are going to either exonerate you or put you in jail,
