[00:00:00.646 --> 00:00:01.707]  You got it.
[00:26:01.138 --> 00:26:20.121]  First they say the states don't count or exist, and then now the Congress doesn't exist, and they told our military, and they tell the officer corps this, and they tell the Congress, they say, hey, the president's over the military, and he gets his authority, not as a dictator, that'd be bad enough, but from the UN.
[00:26:23.740 --> 00:26:28.362]  And then I read Newsweek, Time Magazine, Financial Times of London, The Economist Magazine.
[00:26:28.362 --> 00:26:29.823]  I read these quotes here.
[00:26:29.823 --> 00:26:32.665]  We wrote the article three months ago now.
[00:26:32.665 --> 00:26:39.348]  First big cover story in the Infowars magazine when the physical magazine started coming out three months ago.
[00:26:39.348 --> 00:26:41.349]  Bankers declare they've conquered the U.S.
[00:26:41.349 --> 00:26:43.590]  and Europe.
[00:26:43.590 --> 00:26:45.831]  Economic takeover.
[00:26:45.831 --> 00:26:52.635]  And in that huge 12-page article, I don't know, it's got to have a hundred
[00:26:54.548 --> 00:27:00.150]  Bibliography links, and it's online too, free online!
[00:27:00.150 --> 00:27:22.837]  And video clips of them saying they've conquered us, they're gonna shut off the economy, make us all poor, bankrupt us, and socialize us, and then they're gonna carry out open eugenics on us, one-child families, forced abortions, infanticide of the young up to age three, getting rid of old people, euthanasia,
[00:27:24.841 --> 00:27:28.865]  Which they've made so fashionable, forced government euthanasia.
[00:27:28.865 --> 00:27:36.492]  And I sit here, realizing the general public doesn't even know what these words are.
[00:27:36.492 --> 00:27:46.882]  When I sit up here and talk to them, you know, people think it's like, people think intellectualism, even fake intellectualism, is only for maybe 1% of the population.
[00:27:46.882 --> 00:27:48.503]  You know, maybe 1% would watch
[00:27:49.620 --> 00:27:55.385]  Firing line, like I would watch when I was a kid, and even I knew that was affected and fake.
[00:27:55.385 --> 00:28:00.269]  A guy with a fake Atlantic accent, up there with his feet kicked up like, let me talk to you.
[00:28:00.269 --> 00:28:03.952]  Now, let's see here, let's answer this question now.
[00:28:03.952 --> 00:28:04.812]  Yes.
[00:28:04.812 --> 00:28:06.214]  Ah, good.
[00:28:06.214 --> 00:28:07.655]  Isn't that really what it's all about?
[00:28:08.558 --> 00:28:15.900]  And then people sit around watching that, thinking they're intellectuals, and even that isn't even real.
[00:28:15.900 --> 00:28:20.802]  It's a sub-basement of fake debate within a limited paradigm structure.
[00:28:20.802 --> 00:28:35.007]  And I realize, I'm sitting here with the textbooks and the documents, like eco-science right over there on the shelf, where the White House science czar says they're putting poison in our water to reduce our fertility and reduce our lifespans, and it's all happening
[00:28:35.845 --> 00:28:38.787]  People don't even know what reduced fertility or lifespan means.
[00:28:38.787 --> 00:28:46.752]  Or if they do, they're in such a catatonic, dreamlike state, they don't even understand they're under mortal assault.
[00:28:46.752 --> 00:28:50.694]  Brutal, concerted, scientific attack!
[00:28:50.694 --> 00:28:53.115]  I mean, we're being overrun, taken over.
[00:28:53.115 --> 00:28:55.497]  Civilization has officially collapsed.
[00:28:55.497 --> 00:28:56.578]  The family is gone.
[00:28:56.578 --> 00:28:58.459]  The general public are dumb animals.
[00:29:00.549 --> 00:29:03.572]  Alex Jones here with a message to fellow freedom lovers.
[00:29:03.572 --> 00:29:08.577]  The prognosis for the entire planetary economic system runs from bad to worse.
[00:29:08.577 --> 00:29:15.765]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[00:29:15.885 --> 00:29:21.531]  That's why we've assembled the most vital and important preparedness items at InfoWarsShop.com.
[00:29:21.531 --> 00:29:25.555]  These are items that I did research on, that I personally use.
[00:29:25.555 --> 00:29:30.280]  You've got the LifeStraw, so you can turn fetid water into safe water anywhere you go.
[00:29:30.280 --> 00:29:35.506]  The KTOR Hand Crank Generator, to charge up key equipment during power outages or out in the field.
[00:29:35.726 --> 00:29:38.988]  Strategic Relocation 3rd Edition by Joel Scalzin.
[00:29:38.988 --> 00:29:41.489]  When Disaster Strikes by Matthew Stein.
[00:29:41.489 --> 00:29:46.252]  Therosafe used by Homeland Security to protect yourself during any radiological event.
[00:29:46.252 --> 00:29:49.133]  Hand Crank Shortwave AM FM Radios.
[00:29:49.133 --> 00:29:56.337]  Everything that we've researched and found to be the best is available at InfoWarshop.com and your purchase makes our InfoWar possible.
[00:29:56.337 --> 00:29:57.618]  We're getting prepared.
[00:29:57.618 --> 00:29:58.278]  Are you?
[00:29:58.278 --> 00:29:59.058]  InfoWarshop.com
[00:30:02.483 --> 00:30:10.609]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:30:10.609 --> 00:30:14.672]  Alex and his staff have used these pure soap products for years.
[00:30:14.672 --> 00:30:21.978]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:30:21.978 --> 00:30:24.460]  See them on the web at 5starsoap.com.
[00:30:25.000 --> 00:30:29.843]  Or call 800-340-7091 for a free catalog.
[00:30:29.843 --> 00:30:35.786]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:30:35.786 --> 00:30:41.189]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:30:41.189 --> 00:30:43.170]  This is an amazing deal.
[00:30:43.170 --> 00:30:48.413]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:30:48.413 --> 00:30:51.555]  See them on the web at 5starsoap.com or call
[00:30:51.775 --> 00:30:53.158]  Call 800-340-7091 for a free catalog.
[00:30:59.983 --> 00:31:03.046]  Have you ever wanted to generate your own supply of electrical power?
[00:31:03.046 --> 00:31:05.027]  Even save money on your electric bill?
[00:31:05.027 --> 00:31:08.651]  If so, this could be one of the most important messages you will ever hear.
[00:31:08.651 --> 00:31:10.852]  Solar power generators are now available.
[00:31:10.852 --> 00:31:14.496]  These emergency backup systems provide life-saving electrical power.
[00:31:14.496 --> 00:31:20.581]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity from the sun.
[00:31:20.581 --> 00:31:23.944]  It's like having an electrical power plant running quietly in your own home.
[00:31:24.264 --> 00:31:29.006]  Run sump pumps, shortwave radios, computers, and even keep your food from spoiling.
[00:31:29.006 --> 00:31:34.989]  Whether it's hurricanes, ice storms, brownouts or blackouts, you'll never suffer through painful power outages again.
[00:31:34.989 --> 00:31:36.270]  And here's the best news.
[00:31:36.270 --> 00:31:43.353]  A remarkable fall truckload sale is going on right now that gets you $1,700 in bonuses when you buy a solar generator.
[00:31:43.353 --> 00:31:47.435]  To find out why these solar generators are the best generators and get $1,700 in bonuses for doing so,
[00:31:49.196 --> 00:31:51.199]  Go to falltruckloadsale.com.
[00:31:51.199 --> 00:31:53.263]  That's falltruckloadsale.com.
[00:31:53.263 --> 00:31:55.466]  Generate your own supply of electricity.
[00:31:55.466 --> 00:31:57.509]  Go to falltruckloadsale.com.
[00:31:57.509 --> 00:31:59.312]  That's falltruckloadsale.com.
[00:32:00.399 --> 00:32:11.030]  The Silver Lungs Generator is the only all-encompassing professional class product for producing endless colloidal and ionic silver solutions right from the convenience of your home.
[00:32:11.030 --> 00:32:21.241]  With recent regulations threatening the sale of silver-based supplements, now you can secure yourself and your family by producing your own silver solutions anywhere, anytime.
[00:32:22.182 --> 00:32:29.726]  You can have the peace of mind knowing that you can create endless supply of silver anytime, anywhere, for any application.
[00:32:29.726 --> 00:32:36.929]  The Silver Lungs Generator is a one-time purchase that requires no maintenance nor replacement parts for the life of the unit.
[00:32:36.929 --> 00:32:41.731]  This product was designed to be an invaluable part of your vital preparations.
[00:32:41.731 --> 00:32:49.035]  For a detailed report on the differences between ionic silver, colloidal silver, and what most silver solution manufacturers are producing,
[00:32:49.235 --> 00:33:01.485]  Please visit our website at www.silverlungs.com for more information on why you should be producing your own silver solutions right from your home forever.
[00:33:01.485 --> 00:33:03.006]  Coast to Coast.
[00:33:03.006 --> 00:33:05.068]  Direct from Austin.
[00:33:05.068 --> 00:33:08.270]  You're listening to the Alex Jones Broadcasting Network.
[00:33:12.848 --> 00:33:22.372]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man.
[00:33:22.372 --> 00:33:23.932]  Thomas Jefferson.
[00:33:23.932 --> 00:33:33.136]  It's Alex Jones on the GCN Radio Network.
[00:33:33.136 --> 00:33:38.318]  We are back live and some people would tune into a broadcast like this and say, oh this guy's negative.
[00:33:39.574 --> 00:33:59.347]  Really, it's negative when there's a scientific, technocratic elite writing hundreds of books and white papers publicly, describing, going back 80 years ago, right through to today, exactly what they're doing to us, and talking about us like we don't even hear them or see what they're saying or doing, in plain view.
[00:33:59.347 --> 00:34:04.030]  You know, I personally take that very, very personally.
[00:34:07.859 --> 00:34:11.240]  As a man, try to then learn more about these enemies.
[00:34:11.240 --> 00:34:20.364]  I try to learn what they stand for, what they believe in, what their goals are, and how that's going to affect myself and my family.
[00:34:20.364 --> 00:34:24.426]  Because I've noticed with the general public, there's a fake sentimentality.
[00:34:24.426 --> 00:34:27.347]  They like the appearance of caring about their children.
[00:34:28.067 --> 00:34:32.169]  They like the appearance of caring about their society.
[00:34:32.169 --> 00:34:37.751]  They like the appearance of being involved in their community or being informed.
[00:34:37.751 --> 00:34:42.413]  But they are a mile wide and a millimeter deep.
[00:34:42.413 --> 00:34:44.814]  There is nothing real there.
[00:34:44.814 --> 00:34:46.315]  They're not alive.
[00:34:46.315 --> 00:34:47.876]  They're not real people.
[00:34:47.876 --> 00:34:50.377]  They have no depth.
[00:34:50.377 --> 00:34:51.377]  They have no depth.
[00:34:51.377 --> 00:34:53.858]  Now, there are a lot of people that do have depth.
[00:34:53.858 --> 00:34:57.220]  And there are a lot of good men and women of every race, color, and creed across this globe.
[00:34:58.157 --> 00:35:08.782]  But I'll tell you this, if you don't fight for liberty and freedom, and if you don't fight for dignity, and if you don't fight to be treated with respect, then you are a barbarian.
[00:35:08.782 --> 00:35:10.423]  You don't want civilization.
[00:35:10.423 --> 00:35:14.105]  And I'll tell you, civilization as we know it is already gone.
[00:35:14.105 --> 00:35:20.368]  We live in a facade, an artificial environment, bombarding everyone with incredibly
[00:35:21.128 --> 00:35:23.590]  Negative, anti-family, pro-death.
[00:35:23.590 --> 00:35:29.193]  I've got a stack of articles here about new sitcoms in North America and in the UK.
[00:35:29.193 --> 00:35:33.716]  New BBC where it's people committing suicide and how cool it is.
[00:35:33.716 --> 00:35:37.738]  Other shows where it's bad to have a mommy and a daddy.
[00:35:37.738 --> 00:35:40.820]  See, it's not just okay to have two daddies or two mommies.
[00:35:40.820 --> 00:35:41.380]  No, no, no.
[00:35:41.380 --> 00:35:44.943]  It's bad to have a daddy and a mommy.
[00:35:44.943 --> 00:35:45.283]  You see?
[00:35:47.689 --> 00:35:52.551]  I was in Whole Foods yesterday, because my wife asked me to go to the grocery store for her, and I don't go very often.
[00:35:52.551 --> 00:35:56.933]  There's a Whole Foods closer to our house, because I live out in the country.
[00:35:56.933 --> 00:36:01.775]  Believe it or not, there's a satellite Whole Foods sticking out towards the edge of town.
[00:36:01.775 --> 00:36:06.537]  And I drove over to it, and I was buying a bunch of vegetables mainly.
[00:36:06.537 --> 00:36:09.578]  That's what my wife put on the list.
[00:36:13.263 --> 00:36:18.746]  A guy walks over and he says, oh, you're making some very healthy choices.
[00:36:18.746 --> 00:36:21.808]  And I looked at the guy and thought, does this guy know who I am?
[00:36:21.808 --> 00:36:22.708]  And I said, hi, how are you doing?
[00:36:22.708 --> 00:36:24.209]  He goes, hi.
[00:36:24.209 --> 00:36:27.131]  Didn't know who I was.
[00:36:27.131 --> 00:36:30.332]  Walked on to the store, ran into a few listeners.
[00:36:30.332 --> 00:36:35.635]  And then another woman walks over and says, oh, you've made very healthy choices.
[00:36:35.635 --> 00:36:38.777]  And I thought, OK, this is on purpose.
[00:36:38.777 --> 00:36:39.838]  And then I rounded
[00:36:41.095 --> 00:36:58.906]  The area over where they got the yogurt and all the rest of it, and there was a big hand-drawn sign, or meant to look hand-drawn, over the cold cabinets, and it said, my name is blah blah, and I should have taken a photo of it.
[00:36:58.906 --> 00:37:00.567]  In fact, I'm going to go back in there and do a report on it.
[00:37:01.394 --> 00:37:06.599]  And he said, the reason I like working here 16 years is I get to influence what people eat.
[00:37:06.599 --> 00:37:09.882]  It wasn't I get to work somewhere where we promote healthy food.
[00:37:09.882 --> 00:37:12.865]  He goes, I get to influence what people eat.
[00:37:12.865 --> 00:37:22.353]  And so I guess this is some new rollout where they don't just peck at you, shouldn't get plastic and then get rid of plastic entirely about social engineering.
[00:37:22.353 --> 00:37:24.696]  It's all about being fully immersed.
[00:37:24.696 --> 00:37:27.198]  And America is a giant re-education camp.
[00:37:27.884 --> 00:37:29.805]  That's what it is.
[00:37:29.805 --> 00:37:36.189]  Public schools are total systems to turn you against your parents, dumb you down, teach you to be herd driven.
[00:37:36.189 --> 00:37:43.834]  I've had the former head of the Department of Education and Policy on many times, Charlotte Littlefield, Charlotte Isserby, and
[00:37:49.056 --> 00:37:53.017]  You know, just an amazing lady.
[00:37:53.017 --> 00:37:55.117]  And you know, her dad was skull and bones.
[00:37:55.117 --> 00:37:56.538]  The rest of it.
[00:37:56.538 --> 00:38:01.819]  She's the lady that leaked to Anthony Sutton and to Congress all that info in the 70s.
[00:38:01.819 --> 00:38:03.699]  But the point is, I mean, she's got all the documents.
[00:38:03.699 --> 00:38:05.099]  It was all planned.
[00:38:05.099 --> 00:38:07.460]  This is a planned, deliberate dumbing down.
[00:38:07.460 --> 00:38:08.580]  We sell the book.
[00:38:08.580 --> 00:38:09.520]  Deliberate Dumbing Down.
[00:38:09.520 --> 00:38:12.201]  If anybody still reads, at Infowarstore.com.
[00:38:14.178 --> 00:38:16.582]  It's the size of a little phone book.
[00:38:16.582 --> 00:38:18.105]  Breaking all that down.
[00:38:18.105 --> 00:38:23.835]  This has been done by design and people should be upset about going into bondage.
[00:38:23.835 --> 00:38:26.900]  They should be upset about social engineering.
[00:38:27.631 --> 00:38:33.433]  They should be upset about classical authoritarianism.
[00:38:33.433 --> 00:38:39.835]  They should be upset when the White House First Lady is, quote, setting standards on what kids eat.
[00:38:39.835 --> 00:38:52.380]  And from Colorado to Illinois, there are mainstream news articles, you can pull them up, where the parents aren't allowed to pack the lunch, the school decides.
[00:38:52.380 --> 00:38:55.141]  I mean, this is the type of stuff we're dealing with.
[00:38:56.869 --> 00:39:02.094]  And Bloomberg comes out and says, hey, I'm going to tell you what to eat.
[00:39:02.094 --> 00:39:04.257]  I'm going to tell you what to do.
[00:39:04.257 --> 00:39:06.780]  And by the way, I'm going to sue gun manufacturers.
[00:39:06.780 --> 00:39:08.802]  So we bankrupt self-defense.
[00:39:08.802 --> 00:39:12.166]  I mean, these are ravenous control freaks.
[00:39:12.166 --> 00:39:17.211]  And what do you do when you don't want petty status because you're not a
[00:39:19.591 --> 00:39:24.473]  Troop of baboons, where the dominant one gets the highest in the tree.
[00:39:24.473 --> 00:39:33.478]  Or a flock of cockatoos, you know, in Australia, where the dominant one gets in the top of the tree and chirps and sings proudly.
[00:39:33.478 --> 00:39:39.921]  Or iguanas, where the dominant iguana, you know, gets up on the highest branch of the tree.
[00:39:39.921 --> 00:39:43.543]  I mean, I'm not thrilled and excited by that.
[00:39:43.543 --> 00:39:44.864]  That doesn't make me happy.
[00:39:45.865 --> 00:39:50.669]  And running other people's lives and having power over people doesn't make me happy.
[00:39:56.613 --> 00:40:01.458]  I mean, I'm on a search for normal, good people that aren't users and mentally ill.
[00:40:01.458 --> 00:40:04.121]  I'm on a search for people that could be my friend.
[00:40:04.121 --> 00:40:10.167]  I'm on a search for any decent people that aren't backstabbing, stupid nothings.
[00:40:10.167 --> 00:40:12.330]  You know, and I never had a high view of myself.
[00:40:12.330 --> 00:40:15.873]  I just began to realize, you know, this species is a stinking joke!
[00:40:16.454 --> 00:40:40.439]  The elite are a group of knuckle-dragging cancerous control freaks who are just psychopaths who've created a sadistic psychopaths who've created a cosmology to carry out their control freak dreams and lust and things upon the population so they can have the most beautiful and creative and you know kneel down to them because they control the symbol of energy money through fractional reserve derivatives fraud.
[00:40:40.439 --> 00:40:43.060]  They control everything because they literally have a magic hat
[00:40:43.500 --> 00:40:44.220]  We're good to go.
[00:41:10.615 --> 00:41:16.721]  Just, just, I mean, you look at men today, and I mean, they are just incredibly shallow, nothing weaklings.
[00:41:16.721 --> 00:41:19.183]  And they want to argue with you about sports.
[00:41:19.183 --> 00:41:22.246]  And when you don't know about sports, they'll laugh and go, oh, you don't know.
[00:41:22.246 --> 00:41:26.210]  Like, you're not, yeah, man, I'm not cool.
[00:41:27.131 --> 00:41:27.891]  Yeah, right.
[00:41:27.891 --> 00:41:40.737]  I know about the economy, and quantum mechanics, and engineering, and societal development, and sociology, and anthropology, because it's addicting to know how the world really works.
[00:41:40.737 --> 00:41:48.880]  Except, careful how much knowledge you get, because then you come to grips with the fact that humanity is rotting.
[00:41:48.880 --> 00:41:50.481]  Absolutely rotting.
[00:41:52.116 --> 00:42:05.980]  And the only way to save my family is to go out and engage the rotting carcass, and try to reanimate it against the globalists, because the globalists are engineering a world government, shutting off the resources, while posing as the savior.
[00:42:05.980 --> 00:42:14.783]  They need to shut the resources off, and so there's lesser and less resources, so you'll sell out for nothing, so they can give you chicken feed for your birthright of liberty.
[00:42:16.428 --> 00:42:23.557]  And so they can forge you into little armies of waddling effeminate nothings, these men.
[00:42:25.117 --> 00:42:30.001]  Who openly tell you they have power through the Borg Hive Collective.
[00:42:30.001 --> 00:42:32.022]  Who are proud of it.
[00:42:32.022 --> 00:42:35.244]  Who are proud of their pathetic weakness.
[00:42:35.244 --> 00:42:38.106]  They are proud of how destroyed they are.
[00:42:38.106 --> 00:42:40.768]  They are proud of how spiritually dead they are.
[00:42:40.768 --> 00:42:47.853]  These churches, these Rockefeller World Council of Churches, literal government propaganda whorehouses.
[00:42:47.853 --> 00:42:51.416]  The people, most people love their kids dying of cancer nowadays.
[00:42:51.596 --> 00:42:53.120]  Because they get attention from their neighbors.
[00:42:53.120 --> 00:42:58.131]  They don't want to know why their kids are dying of cancer because they injected them in the vaccines with it.
[00:42:58.131 --> 00:42:59.334]  They're murdering you!
[00:43:01.320 --> 00:43:06.723]  We just had a terrible storm in the east, but we are all still in the eye of the perfect storm.
[00:43:06.723 --> 00:43:14.867]  We have the most devastating economic conditions since the Great Depression, America's worst drought in agricultural history, and what about the presidential election?
[00:43:14.867 --> 00:43:18.850]  This perfect storm is a huge threat to everyone's food supply.
[00:43:18.850 --> 00:43:23.132]  eFoods Direct is preparing for the shortages, and you had better do the same.
[00:43:23.132 --> 00:43:25.113]  I can warn you, but I can't feed you.
[00:43:25.453 --> 00:43:28.994]  You know that eFoods is the best tasting and safest food on the planet.
[00:43:28.994 --> 00:43:32.536]  We all need a bunch of storable and usable food from eFoods Direct.
[00:43:32.536 --> 00:43:36.598]  None of us wants to be standing in a bread line trading our freedom for food.
[00:43:36.598 --> 00:43:40.919]  Anyone who doesn't take control of their uncertain future has to be just a little bit nuts.
[00:43:40.919 --> 00:43:43.520]  Go to eFoodsDirect.com slash Alex.
[00:43:43.520 --> 00:43:51.684]  Starting Thursday, November 22nd at midnight through Monday, November 26th, you can save 25 to 30 percent on the Black Friday specials.
[00:43:51.684 --> 00:43:53.504]  Give the gift of food security.
[00:43:53.504 --> 00:43:55.185]  Would you rather prepare six months to
[00:43:55.325 --> 00:44:06.008]  Are you sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[00:44:06.008 --> 00:44:08.409]  Start purifying your water with ProPure.
[00:44:08.409 --> 00:44:17.511]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[00:44:17.511 --> 00:44:20.952]  Its filters are silver impregnated to prevent bacterial growth.
[00:44:20.952 --> 00:44:22.632]  There's no priming required.
[00:44:22.632 --> 00:44:23.473]  It's NSF 42 certified.
[00:44:24.913 --> 00:44:27.875]  Optional fluoride filters can reduce fluoride up to 95%.
[00:44:27.875 --> 00:44:30.017]  Easy to set up and use.
[00:44:30.017 --> 00:44:31.438]  Doesn't require electricity.
[00:44:31.438 --> 00:44:34.600]  Purify water from lakes, streams, ponds, and wells.
[00:44:34.600 --> 00:44:37.982]  This filter system leaves in beneficial minerals, which is key.
[00:44:37.982 --> 00:44:42.125]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[00:44:42.125 --> 00:44:44.866]  ProPure is the best gravity-fed filter out there.
[00:44:44.866 --> 00:44:46.448]  It's what my family uses.
[00:44:46.448 --> 00:44:49.750]  Infowars.com already has the lowest price on ProPure.
[00:44:49.750 --> 00:44:54.613]  But if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[00:44:54.633 --> 00:44:54.793]  Call 888-253-3139.
[00:45:00.516 --> 00:45:04.617]  Millions of people are going to get sick this winter from colds, flu, and other illnesses.
[00:45:04.617 --> 00:45:05.837]  Don't be one of them!
[00:45:05.837 --> 00:45:11.539]  Protect yourself with Supernatural Silver, a revolutionary new broad-spectrum antibacterial solution.
[00:45:11.539 --> 00:45:21.361]  Recent advances in silver technology have resulted in a silver solution that can be used daily to prevent bacteria, viruses, mold, and food poisoning, and help improve wound healing.
[00:45:21.361 --> 00:45:28.023]  Supernatural Silver is safe enough to consume every day, while powerful enough to destroy the causes of many serious diseases.
[00:45:28.123 --> 00:45:29.504]  We're good to go.
[00:45:49.082 --> 00:45:55.466]  Go to SupernaturalSilver.com today and use the promo code SILVER2012 for 20% off.
[00:45:55.466 --> 00:45:58.929]  That's SupernaturalSilver.com and like us on Facebook.
[00:46:02.347 --> 00:46:10.450]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:46:10.450 --> 00:46:14.531]  Alex and his staff have used these pure soap products for years.
[00:46:14.531 --> 00:46:21.834]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:46:21.834 --> 00:46:25.675]  See them on the web at 5starsoap.com or call 800-340-5STARSOAP.
[00:46:27.436 --> 00:46:29.697]  Call 800-340-7091 for a free catalog.
[00:46:29.697 --> 00:46:35.641]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:46:35.641 --> 00:46:41.044]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:46:41.044 --> 00:46:43.025]  This is an amazing deal.
[00:46:43.025 --> 00:46:48.268]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:46:48.268 --> 00:46:51.469]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[00:47:01.515 --> 00:47:03.056]  Coast to coast.
[00:47:03.056 --> 00:47:05.118]  Direct from Austin.
[00:47:05.118 --> 00:47:08.680]  You're listening to the Alex Jones Broadcasting Network.
[00:47:08.680 --> 00:47:16.985]  Live from Austin, Texas.
[00:47:16.985 --> 00:47:19.427]  Broadcasting worldwide.
[00:47:19.427 --> 00:47:20.908]  It's Alex Jones.
[00:47:25.359 --> 00:47:31.924]  Careful that you not stare into the abyss too long, lest you become the abyss.
[00:47:31.924 --> 00:47:34.226]  Was it Nietzsche who said that?
[00:47:34.226 --> 00:47:38.990]  Or has he also said that, which does not kill you, only makes you stronger?
[00:47:38.990 --> 00:47:47.297]  You know, I study this, I'm not going to exaggerate, not as much as I used to, 15 hours a day.
[00:47:47.297 --> 00:47:51.821]  There's been times in my life where I've studied 18 hours a day on the New World Order.
[00:47:52.637 --> 00:47:54.318]  And that's why it's so frustrating.
[00:47:54.318 --> 00:48:00.322]  I study what the globalists write and say, because they operate like you don't even know they exist.
[00:48:00.322 --> 00:48:04.184]  The general public, you go out and say, hey, have you heard about the world government?
[00:48:04.184 --> 00:48:10.908]  They'll say, oh, that's what kooks talk about, even though it's now admitted we're going under a private corporate world government.
[00:48:10.908 --> 00:48:15.531]  And they think you care what they think about you.
[00:48:17.096 --> 00:48:21.679]  And it's not that that affects you that they don't care in the way they think.
[00:48:21.679 --> 00:48:28.242]  It affects you that you realize they're helpless and it's very upsetting.
[00:48:28.242 --> 00:48:37.347]  And I liken it to, you know, telling somebody, hey, you know, don't get in the car with that guy.
[00:48:37.347 --> 00:48:42.190]  And then the woman gets found two days later dead in a dead in the field.
[00:48:42.190 --> 00:48:45.292]  I mean, it's you don't feel good about the fact you were right about it.
[00:48:50.302 --> 00:48:52.045]  You don't feel good about that.
[00:48:52.045 --> 00:49:02.981]  It's very frustrating to be absolutely on target about where the world's going and to know so few even know it.
[00:49:02.981 --> 00:49:04.504]  So few are even aware.
[00:49:12.569 --> 00:49:37.231]  It is just so frustrating that the globalists openly announce what they're doing to us, how they're socially engineering us, how they're taking over our lives, and how they're doing it towards a bad aim, but they have this general PR cover story that all these incredibly satisfied trendies who call themselves liberals buy into, who just walk around with a satisfied look on their face,
[00:49:38.203 --> 00:49:41.285]  And who just will not face reality.
[00:49:41.285 --> 00:49:46.668]  You know, at least conservatives think freedom and private property is a good thing.
[00:49:46.668 --> 00:49:59.055]  Sure, they buy into mainline Republican leaders that will absolutely sell them out and they're conned to a great extent, but at least they have some of the basic facts.
[00:49:59.055 --> 00:50:00.976]  I mean, I look at these articles I have here.
[00:50:00.976 --> 00:50:04.378]  We're going to take calls in the second hour and get into a bunch of other news.
[00:50:04.378 --> 00:50:06.739]  And it makes my head spin.
[00:50:08.814 --> 00:50:12.140]  I mean look at this NBC World News headline.
[00:50:12.140 --> 00:50:16.247]  Kids removed from UK couple over support for independence from Europe.
[00:50:21.092 --> 00:50:28.154]  They took their children and gave them to foster care because they were politically active in the UK Independence Party.
[00:50:28.154 --> 00:50:32.275]  Now, if they were active in a white supremacist group, you shouldn't take their kids.
[00:50:32.275 --> 00:50:42.617]  But UKIP, our frequent guest here, they are the third largest party in England, in the UK, the fastest growing, gaining all these seats in the European Union Parliament.
[00:50:42.617 --> 00:50:46.178]  That's rubber stamped, the bureaucrats run it, but at least they're in it.
[00:50:46.966 --> 00:50:50.329]  Nigel Farage is an incredible speaker.
[00:50:50.329 --> 00:50:52.331]  It's about getting sovereignty back.
[00:50:52.331 --> 00:50:54.513]  It's about cutting taxes.
[00:50:54.513 --> 00:50:57.176]  It's basically a mild libertarian group.
[00:50:57.176 --> 00:50:59.118]  They're not even libertarian.
[00:50:59.118 --> 00:51:00.939]  They're so mainline conservative.
[00:51:00.939 --> 00:51:03.021]  Folks, they're taking their kids.
[00:51:03.021 --> 00:51:04.222]  They're arresting them.
[00:51:05.123 --> 00:51:07.324]  Lord Monckton's one of the founders of it.
[00:51:07.324 --> 00:51:08.825]  You've heard him here on the show.
[00:51:08.825 --> 00:51:09.925]  Lord Christopher Monckton.
[00:51:09.925 --> 00:51:11.606]  Heck, I want to get him on this week about this.
[00:51:11.606 --> 00:51:15.667]  Or Nigel Farage, member of the UK Independence Party.
[00:51:15.667 --> 00:51:22.930]  And you can go watch, NBC News is covering this, going, should your children be taken if you're conservative?
[00:51:22.930 --> 00:51:25.732]  And see, it's not just a standalone case.
[00:51:25.732 --> 00:51:33.875]  I happen to know about this in Europe and now starting in Canada, and they're starting in here, they're arresting preachers.
[00:51:35.387 --> 00:51:40.428]  That read out of the Bible criticizing homosexuality.
[00:51:40.428 --> 00:51:43.188]  This is authoritarianism, ladies and gentlemen.
[00:51:43.188 --> 00:51:48.789]  And again, they're not even being authoritarian because they want to be sweet to downtrodden groups.
[00:51:48.789 --> 00:51:49.830]  That's a cover.
[00:51:49.830 --> 00:51:55.831]  This is a cold-blooded program.
[00:51:55.831 --> 00:52:02.252]  Do you ever hear of the gay and lesbian groups criticizing the fact that it's been declassified, that HIV... This came out in Congress, look it up.
[00:52:03.072 --> 00:52:19.230]  You can debate whether it was manufactured or not, but the point is, in the late 70s, it was put in hepatitis shots in San Francisco, New York, London and Paris, and given to gay men, because they were having hundreds of partners a month at that time, to spread it.
[00:52:19.230 --> 00:52:21.193]  They used them to spread HIV.
[00:52:24.369 --> 00:52:26.911]  It's all just a cover, ladies and gentlemen.
