[00:00:09.882 --> 00:00:10.362]  Media.
[00:53:25.719 --> 00:53:28.421]  Do you know the 37 crucial food items you can't live without?
[00:53:28.661 --> 00:53:30.322]  Many people don't have these food items.
[00:53:30.662 --> 00:53:33.743]  Learn what you need to hoard at 123survivalplan.com.
[00:53:33.983 --> 00:53:38.624]  Recently, over 1 million people have viewed the video at 123survivalplan.com.
[00:53:38.984 --> 00:53:40.645]  These survival secrets are vital.
[00:53:40.885 --> 00:53:44.146]  The government suggests we maintain an emergency supply of food and water.
[00:53:44.326 --> 00:53:49.447]  But do you know the 37 food items that will fly off grocery shelves or a simple way to treat unsafe drinking water?
[00:53:49.587 --> 00:53:50.988]  This information is critical.
[00:53:51.448 --> 00:53:54.009]  Find it now on 123survivalplan.com.
[00:53:54.329 --> 00:53:56.230]  Don't take your family's safety for granted.
[00:53:56.530 --> 00:53:57.270]  Visit 123survivalplan.com.
[00:53:57.290 --> 00:53:58.390]  That's 123survivalplan.com.
[00:54:27.702 --> 00:54:28.503]  Here's what I'm gonna do.
[00:54:28.523 --> 00:54:34.772]  I'm gonna give the phone number out right now and any of the big news items that are out there.
[00:54:35.473 --> 00:54:38.617]  We'll take about 30 minutes of your calls and Richard Reeves in studio real quick.
[00:54:44.605 --> 00:54:53.830]  And then we are going to have Max Keiser on to break down what he's saying he believes is going to be an imminent global meltdown that'll make 2008 look tame in comparison.
[00:54:54.170 --> 00:54:55.410]  Yeah, it's a design meltdown.
[00:54:55.430 --> 00:54:58.512]  And that's why they're getting the police and military ready for martial law.
[00:54:58.532 --> 00:55:03.995]  It doesn't mean this is going to happen, but the Ayatollah over there says that their word is the war's within two weeks.
[00:55:05.135 --> 00:55:06.576]  Haven't heard him talk like that ever.
[00:55:08.057 --> 00:55:09.458]  The ships are all getting lined up.
[00:55:09.498 --> 00:55:11.219]  The Al-Qaeda forces are being released.
[00:55:11.780 --> 00:55:13.561]  We're being told Al-Qaeda are now heroes.
[00:55:13.641 --> 00:55:17.243]  I have articles here where they've got great discipline and are good guys.
[00:55:17.763 --> 00:55:18.904]  Well, you know, they're helping.
[00:55:18.924 --> 00:55:22.206]  But we may have to invade later to get rid of them.
[00:55:22.687 --> 00:55:24.448]  And then they'll have another group they put in and they remove.
[00:55:24.468 --> 00:55:25.468]  It's like an endless war.
[00:55:25.488 --> 00:55:27.470]  It's like you're a big military industrial complex.
[00:55:27.810 --> 00:55:29.531]  You've got to finance the enemy.
[00:55:30.051 --> 00:55:30.972]  It's like a simulant.
[00:55:31.012 --> 00:55:34.174]  It's like if you want to go play paintball, you've got to find another team to play against.
[00:55:36.380 --> 00:55:37.801]  And the game is world domination.
[00:55:38.202 --> 00:55:41.605]  So, the enemy is there, so you have a reason to take over.
[00:55:41.885 --> 00:55:45.928]  And then you just move the enemy, like a chess piece, to the next place you're gonna invade.
[00:55:46.229 --> 00:55:47.790]  I mean, it's so elementary.
[00:55:48.090 --> 00:55:50.152]  And I just don't get why people don't understand this.
[00:55:50.472 --> 00:55:54.255]  I mean, Zbigniew Brzezinski wrote two books bragging how he did it!
[00:55:54.876 --> 00:55:55.797]  They brag!
[00:55:56.117 --> 00:55:58.099]  They only write these books for each other, though.
[00:56:01.656 --> 00:56:06.819]  And again, a lot of people go, well, okay, we're obviously the best in the West, we come up with these evil plans.
[00:56:07.479 --> 00:56:10.040]  The globalists hate us more than they hate the Muslims, folks.
[00:56:12.942 --> 00:56:21.967]  They hate the poor people in the Middle East so much and saw them as a threat 100 years ago that they radicalized for 100 years the British Empire and then others, the most radical jihadis.
[00:56:22.247 --> 00:56:25.028]  Those people had almost no power 100 years ago in the Middle East.
[00:56:27.910 --> 00:56:30.812]  Then the British Empire, then the Nazis, then the U.S.
[00:56:31.093 --> 00:56:35.897]  go in there and arm every crazy group there is to blow the daylights out of that place.
[00:56:36.357 --> 00:56:39.380]  Because they don't want to compete with those people.
[00:56:39.580 --> 00:56:41.341]  They have high IQs, folks.
[00:56:41.561 --> 00:56:42.142]  They're smart.
[00:56:42.482 --> 00:56:43.423]  As smart as it gets.
[00:56:43.723 --> 00:56:46.365]  They have destroyed their culture over there.
[00:56:47.146 --> 00:56:48.447]  And they're going to destroy ours, too.
[00:56:48.687 --> 00:56:51.029]  What do you think the television is when you turn it on?
[00:56:51.289 --> 00:56:52.771]  It's designed to screw you up.
[00:56:53.595 --> 00:57:00.261]  Now they wouldn't accept a devil culture like that, with all the, you know, mommies kissing and all the rest of it to screw up kids.
[00:57:00.981 --> 00:57:08.227]  So, they go with the extreme form of Islam, which is just as destructive.
[00:57:11.010 --> 00:57:11.770]  And that's the plan!
[00:57:12.833 --> 00:57:13.553]  That's how they work.
[00:57:13.613 --> 00:57:16.874]  And now no one can... When you say 9-11 is an inside job, you go, look!
[00:57:17.594 --> 00:57:18.255]  London Guardian!
[00:57:18.315 --> 00:57:20.635]  Al-Qaeda turns tide for rebels in battle in eastern Syria.
[00:57:21.135 --> 00:57:22.396]  Western backing them.
[00:57:22.436 --> 00:57:23.656]  That's the folks blowing up stuff.
[00:57:24.616 --> 00:57:25.437]  Suicide bombers.
[00:57:25.457 --> 00:57:25.857]  You name it.
[00:57:27.817 --> 00:57:28.438]  Newspin!
[00:57:28.498 --> 00:57:30.118]  Attack Syria to fight Al-Qaeda.
[00:57:30.158 --> 00:57:32.719]  NATO powers help put Al-Qaeda fighters in Syria in first place.
[00:57:34.119 --> 00:57:35.019]  Fake newscasts.
[00:57:35.079 --> 00:57:35.840]  Fake photos.
[00:57:37.040 --> 00:57:37.740]  Asia Times.
[00:57:38.080 --> 00:57:38.901]  German intelligence.
[00:57:38.981 --> 00:57:40.181]  Al-Qaeda all over Syria.
[00:57:46.038 --> 00:57:47.299]  Alright, we're gonna go to break and come back.
[00:57:47.439 --> 00:57:49.860]  The toll-free number to join us is 800-259-9231.
[00:57:49.980 --> 00:57:56.763]  I haven't even gotten into good news all over the country.
[00:57:56.823 --> 00:57:58.524]  We'll cover that with Richard Reeves after calls.
[00:57:58.624 --> 00:58:03.026]  Voters reject transportation tax in Georgia and Atlanta.
[00:58:03.207 --> 00:58:03.767]  Good job!
[00:58:05.421 --> 00:58:11.608]  David Dewhurst, the big CIA guy that stopped the TSA being blocked in Texas.
[00:58:12.249 --> 00:58:14.812]  Even with electronic fraud, he even gave a victory speech.
[00:58:14.872 --> 00:58:16.474]  He lost to Cruz.
[00:58:18.160 --> 00:58:20.582]  And Cruz isn't perfect, but he talks like Alex Jones.
[00:58:20.602 --> 00:58:22.724]  People listen to him, they go, my God, that's like Alex Jones.
[00:58:23.264 --> 00:58:25.185]  Yeah, the problem is there's two different people there.
[00:58:25.486 --> 00:58:27.527]  But hey, he's better than Dewhurst.
[00:58:27.567 --> 00:58:30.429]  So, now we gotta defeat that Democrat, who's total globalist.
[00:58:31.590 --> 00:58:34.573]  So we've got all that, and I got more news.
[00:58:34.753 --> 00:58:36.334]  All the old Republicans are getting thrown out.
[00:58:36.634 --> 00:58:39.276]  So, go on TV, Republicans, and tell us, turn our guns in.
[00:58:39.536 --> 00:58:39.857]  Okay?
[00:58:40.437 --> 00:58:40.677]  Please.
[00:58:45.680 --> 00:58:49.657]  This is GCN, the Genesis Communications Radio Network.
[00:58:54.992 --> 00:59:02.678]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[00:59:03.118 --> 00:59:06.741]  Alex and his staff have used these pure soap products for years.
[00:59:07.181 --> 00:59:13.986]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[00:59:14.487 --> 00:59:17.309]  See them on the web at 5starsoap.com.
[00:59:17.509 --> 00:59:22.011]  Or call 800-340-7091 for a free catalog.
[00:59:22.331 --> 00:59:27.993]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[00:59:28.273 --> 00:59:33.374]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[00:59:33.675 --> 00:59:35.315]  This is an amazing deal.
[00:59:35.675 --> 00:59:40.277]  You can save thousands of dollars and you will love the way real soap makes you feel.
[00:59:40.897 --> 00:59:43.378]  See them on the web at 5starsoap.com.
[00:59:43.658 --> 00:59:48.562]  Or call 800-340-7091 for a free catalog.
[00:59:56.007 --> 00:59:57.948]  Waging war on corruption.
[00:59:58.389 --> 01:00:01.331]  Alex Jones on the GCM Radio Network.
[01:00:03.532 --> 01:00:04.533]  Big Brother.
[01:00:08.945 --> 01:00:09.986]  Mainstream media.
[01:00:10.726 --> 01:00:11.827]  Government cover-ups.
[01:00:12.468 --> 01:00:13.288]  You want answers?
[01:00:14.069 --> 01:00:14.930]  Well, so does he.
[01:00:14.950 --> 01:00:19.293]  He's Alex Jones on the GCN Radio Network.
[01:00:19.813 --> 01:00:23.857]  And now, live from Austin, Texas, Alex Jones.
[01:00:25.265 --> 01:00:27.588]  Alright, we're into our number two.
[01:00:28.169 --> 01:00:32.454]  All over the country, neocons are being defeated or thrown out of office.
[01:00:32.794 --> 01:00:33.255]  That's a good sign.
[01:00:33.275 --> 01:00:40.263]  We're going to talk about that in 30 minutes with Richard Reeves with the Cruz-Dewhurst race that came to an end yesterday in the runoff for the U.S.
[01:00:40.303 --> 01:00:40.563]  Senate.
[01:00:41.651 --> 01:00:46.175]  We've got ABC News to run a docudrama demonizing militias.
[01:00:46.535 --> 01:00:47.996]  I'm going to break that down as well.
[01:00:49.017 --> 01:00:50.958]  We've got just a huge amount of news.
[01:00:51.038 --> 01:00:55.201]  Obama launching a new massive snooping plan called bio-surveillance.
[01:00:55.962 --> 01:00:58.144]  That is just some of what's coming up.
[01:00:58.524 --> 01:01:01.626]  Senate cybersecurity bill mirrors Russian internet agenda.
[01:01:02.387 --> 01:01:03.268]  Yeah, total tyranny.
[01:01:03.948 --> 01:01:06.649]  Good job, Daily Caller, actually engaging in some real news reportage.
[01:01:07.470 --> 01:01:11.632]  So we're going to be going over all of that, but let's go with your phone calls right now!
[01:01:12.652 --> 01:01:19.896]  But mainly, if you're just trying to talk about the West openly funding Al-Qaeda to attack Syria, and now it's in the mainstream news everywhere.
[01:01:19.916 --> 01:01:22.057]  And the media's like, well, Al-Qaeda's good.
[01:01:22.117 --> 01:01:24.658]  And they're like, oh, Al-Qaeda isn't going to attack us anymore.
[01:01:25.058 --> 01:01:32.342]  The State Department and FBI are saying, don't worry about them, the new threat is white people, and then anybody else that likes freedom.
[01:01:35.506 --> 01:01:37.508]  Let's go ahead and talk to Nick in Connecticut.
[01:01:37.568 --> 01:01:38.369]  Nick, you're on the air.
[01:01:38.449 --> 01:01:38.790]  Welcome.
[01:01:40.252 --> 01:01:40.832]  How you doing, Alex?
[01:01:41.453 --> 01:01:47.360]  Well, the government says I'm the number one terrorist, so I'm not doing... I thought Al-Qaeda was bad, but I'm a bad man.
[01:01:48.541 --> 01:01:49.823]  Oh yeah, you're definitely worse than Al-Qaeda.
[01:01:51.425 --> 01:01:54.789]  Have you ever heard of a program called the Citizen Volunteer Corps?
[01:01:55.748 --> 01:02:09.515]  Yes, that's part of Secure Corps, started by Bill Clinton, expanded in 2001, and now rolling out nationwide as a subsidiary of Homeland Security Corps, under that FEMA Corps, and then there is Secure Corps, which is the Volunteer Corps, yes.
[01:02:10.455 --> 01:02:14.977]  Yes, so yeah, my girlfriend received a letter from the Manchester, Connecticut Police Department the other day.
[01:02:16.365 --> 01:02:26.573]  Basically stating that a member of the Citizens Volunteer Corps watched her run a stop sign, or roll through a stop sign, so she got this big letter.
[01:02:26.613 --> 01:02:32.258]  I had no idea about this program, but... Yeah, in the future, in the future, they'll, uh, you know, bushwhack you, basically.
[01:02:32.518 --> 01:02:38.163]  Yeah, they're just, and again, it's not the final cut, it's just minders, like you, like they're gonna dig through your trash that's being announced.
[01:02:38.803 --> 01:02:40.747]  Uh, to see if you're recycling properly.
[01:02:40.767 --> 01:02:44.333]  Uh, basically every scumbag nobody is now going to be in your face.
[01:02:44.633 --> 01:02:52.066]  Every weirdo, control freak, mildly mentally retarded, that's who they like to hire, is now going to be given absolute supreme power to run absolutely wild over your life.
[01:02:53.373 --> 01:02:57.894]  Yeah, I mean, DHS, in my opinion, is no business worrying about traffic safety.
[01:02:58.134 --> 01:03:00.035]  Brother, they are hiring.
[01:03:00.135 --> 01:03:06.136]  Every dentist my dad knows are trying to spy on their customers, their patients.
[01:03:06.156 --> 01:03:09.037]  I mean, this is beyond the Stasi in East Germany.
[01:03:09.257 --> 01:03:12.178]  This is pure 200 proof tyranny.
[01:03:12.778 --> 01:03:16.919]  Why don't you scan that and email it to ShowTipsAtInfoWars.com.
[01:03:17.840 --> 01:03:19.200]  We would like to make that a news story.
[01:03:20.563 --> 01:03:22.425]  Okay, I did scan it and I want to send it to you.
[01:03:22.445 --> 01:03:23.387]  What's the address again there?
[01:03:23.967 --> 01:03:32.058]  I'm gonna put you on hold and I'm gonna, uh... Chris, give him your email and give him Kurt's and cc it to everybody, okay brother?
[01:03:33.291 --> 01:03:33.591]  Thank you.
[01:03:33.631 --> 01:03:34.833]  Why don't you read us the letter?
[01:03:34.893 --> 01:03:36.635]  Tell me what you were witnessing.
[01:03:36.655 --> 01:03:38.377]  You're being watched, buddy.
[01:03:40.019 --> 01:03:42.983]  The good little Secure Corps person saw you.
[01:03:43.003 --> 01:03:45.225]  Of course, we should all report on them.
[01:03:45.245 --> 01:03:47.448]  Hey, we have a terrorist government that ships guns to Mexico.
[01:03:47.708 --> 01:03:51.012]  Hey, we have a terrorist government giving billions to their buddies in no-bid contracts.
[01:03:51.232 --> 01:03:51.913]  Hey, we have a terrorist...
[01:03:52.594 --> 01:03:55.075]  Hey, I saw a cop speeding without his lights on.
[01:03:55.095 --> 01:03:57.196]  Hey, I, I mean, it's, you know, let's get in their face.
[01:03:57.216 --> 01:03:57.897]  That's what I'm telling you.
[01:03:58.337 --> 01:04:06.441]  That's why the new rollout is the terrorists are everywhere, we're them, so that we're all looking at each other instead of the real terrorists, the stage 9-11 that are running the government.
[01:04:09.582 --> 01:04:11.003]  So, I mean, tell me, what did they say about you?
[01:04:12.293 --> 01:04:38.714]  Uh, they basically just stated that, uh, you know, a member of this Citizen's Volunteer Corps, uh, observed, it was actually my girlfriend, observed her rolling through a stop sign, and then, you know, I guess they, they sit in designated, designated locations with a pen and paper in their phone, and then they report traffic violations, like little, little volunteer police, and then, uh... Yeah, why don't they, uh, go report on the CPS, uh, being pedophiles nationwide, and murdering and hurting children?
[01:04:38.834 --> 01:04:40.155]  Oh, they wouldn't want to do something real.
[01:04:42.984 --> 01:04:44.765]  Well, you know, they're just, they always prime the pump.
[01:04:44.785 --> 01:04:46.085]  They did this in England 10 years ago.
[01:04:46.105 --> 01:04:46.946]  Now it's for everything.
[01:04:47.606 --> 01:04:49.767]  They get you first with little stuff like this.
[01:04:49.827 --> 01:04:50.947]  Next, they're going to be in your garbage.
[01:04:51.668 --> 01:04:57.970]  And let me tell you, there's nothing worse than one of these nobodies on a little snitch power trip for this criminal occupational government.
[01:04:58.210 --> 01:05:01.572]  These people are Nazi collaborators and enemies of this country.
[01:05:02.998 --> 01:05:07.221]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[01:05:07.541 --> 01:05:08.161]  Number one.
[01:05:08.461 --> 01:05:11.603]  New climate legislation could easily double or triple your electric bill.
[01:05:11.884 --> 01:05:12.444]  Number two.
[01:05:12.744 --> 01:05:17.287]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:05:17.627 --> 01:05:18.068]  It's true.
[01:05:18.388 --> 01:05:22.931]  Total government control of electricity in the name of smart grid technology is coming.
[01:05:23.251 --> 01:05:23.791]  Number three.
[01:05:24.071 --> 01:05:27.353]  In some areas of the country, the power grid is dangerously overloaded.
[01:05:27.654 --> 01:05:31.356]  And now, new socialist legislation is only compounding the problem.
[01:05:31.556 --> 01:05:32.117]  Number 4.
[01:05:32.357 --> 01:05:34.720]  Dangerous weather is always a threat to local grids.
[01:05:35.120 --> 01:05:38.504]  Every year, thousands of families lose their power from weather-related outages.
[01:05:38.804 --> 01:05:39.004]  Number 5.
[01:05:39.585 --> 01:05:43.509]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:05:43.730 --> 01:05:48.495]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:05:48.775 --> 01:05:52.802]  You can get more information at www.mysolarbackup.com.
[01:05:52.962 --> 01:05:54.505]  That's mysolarbackup.com.
[01:05:54.745 --> 01:05:56.829]  Remember, the government doesn't own the sun.
[01:05:56.989 --> 01:05:59.353]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:06:02.779 --> 01:06:08.764]  The worst drought in 50 years continues, and the first six months of 2012 marks the hottest half year on record.
[01:06:08.924 --> 01:06:11.687]  78% of the Midwest corn belt is in drought conditions.
[01:06:11.887 --> 01:06:16.991]  Not only corn, but soy, alfalfa, fruits, vegetables, and wheat are all impacted, raising prices.
[01:06:17.271 --> 01:06:21.995]  The cost to feed livestock is forcing farmers and ranchers out of business, blowing up your food prices.
[01:06:22.256 --> 01:06:29.542]  The only strategy to counter this is to freeze your food cost at today's prices by getting your own supply of foods or meat foods direct now.
[01:06:29.862 --> 01:06:33.585]  As the price of raw ingredients increases, eFoods will have to raise prices too.
[01:06:33.745 --> 01:06:35.306]  Now is the time to get your supply.
[01:06:35.526 --> 01:06:39.389]  I recently increased my supply from eFoods Direct because we've all known this was coming.
[01:06:39.549 --> 01:06:42.190]  You know about their delicious long-term storable foods.
[01:06:42.471 --> 01:06:45.112]  The fact is you can eat at any time to save money today.
[01:06:45.232 --> 01:06:49.655]  And because it stores for 25 years, you're locking in today's prices and avoiding the rising food cost.
[01:06:49.816 --> 01:06:50.316]  Don't wait!
[01:06:50.456 --> 01:06:52.317]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex.
[01:06:52.337 --> 01:06:52.637]  Call 800-409-5633 or
[01:06:57.961 --> 01:07:00.042]  For eFoodsDirect.com forward slash Alex.
[01:07:00.202 --> 01:07:02.084]  You can bet your life on eFoodsDirect.
[01:07:04.605 --> 01:07:12.270]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:07:12.710 --> 01:07:16.332]  Alex and his staff have used these pure soap products for years.
[01:07:16.793 --> 01:07:23.617]  These all natural soaps are made from the highest quality vegetable and coconut oils that are earth friendly and safe.
[01:07:24.097 --> 01:07:26.919]  See them on the web at 5starsoap.com.
[01:07:27.119 --> 01:07:31.621]  Or call 800-340-7091 for a free catalog.
[01:07:31.941 --> 01:07:37.603]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:07:37.883 --> 01:07:42.984]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:07:43.285 --> 01:07:44.905]  This is an amazing deal.
[01:07:45.285 --> 01:07:49.887]  You can save thousands of dollars and you will love the way Real Soap makes you feel.
[01:07:50.507 --> 01:07:52.668]  See them on the web at 5starsoap.com.
[01:07:53.228 --> 01:07:54.132]  Or call 800-340-7091 for a free catalog.
[01:08:04.082 --> 01:08:06.263]  He's the T-Rex of political talk.
[01:08:06.843 --> 01:08:09.785]  Alex Jones on the GCN Radio Network.
[01:08:10.485 --> 01:08:13.747]  Now we've got some breaking news here and then I'm going right back to your calls.
[01:08:14.467 --> 01:08:18.729]  Thank you for joining us on this Wednesday, first day of August, 2012 edition.
[01:08:18.749 --> 01:08:19.769]  I'm Alex Jones, your host.
[01:08:20.210 --> 01:08:21.770]  We've got some breaking news here.
[01:08:22.851 --> 01:08:30.955]  About five years ago the federal government, this is happening in other nations, began funding senior citizen homes where there's cameras watching them,
[01:08:32.095 --> 01:08:34.036]  These are retirees, not folks that are even ill.
[01:08:34.556 --> 01:08:39.017]  And then what they eat is monitored by smart refrigerators and other appliances.
[01:08:39.377 --> 01:08:43.438]  That's all hooked to smart meters that control the temperature in your house.
[01:08:43.898 --> 01:08:47.339]  And they've admitted this is the model of the new country.
[01:08:47.699 --> 01:08:53.441]  Just like Germany's passed laws where no new single-family homes can be built.
[01:08:53.701 --> 01:08:55.301]  You've got to live in government dormitories.
[01:08:55.661 --> 01:08:57.662]  And now New York is getting ready to adopt this.
[01:08:58.602 --> 01:09:00.842]  Just like they're announcing what you can eat, what you can do.
[01:09:00.902 --> 01:09:08.564]  They're announcing if the owner of a company doesn't agree with their political agenda that you won't be allowed to have businesses in their cities, aka Chick-fil-A.
[01:09:08.904 --> 01:09:13.365]  They're arresting people that criticize Olympic athletes mildly on Twitter in England.
[01:09:13.785 --> 01:09:15.645]  This is the new authoritarianism.
[01:09:16.826 --> 01:09:20.746]  But it's all done for your safety and your own good, of course, as all authoritarian systems are.
[01:09:21.286 --> 01:09:24.247]  Now, all over the world, they're building with taxpayer money
[01:09:25.353 --> 01:09:26.434]  Things like Formula One.
[01:09:26.594 --> 01:09:27.695]  Billions and billions.
[01:09:27.995 --> 01:09:32.079]  You know, the Cowboy Stadium paid for by citizens, what, $1.2 billion?
[01:09:32.399 --> 01:09:36.362]  Here in Austin, hundreds of millions of tax incentives over the next decade.
[01:09:36.723 --> 01:09:38.204]  Tens of millions of free money.
[01:09:38.224 --> 01:09:46.671]  We're actually paying for a multi-billionaire Formula One guy who's so rich he gives $3 billion to this daughter, $2 billion to that daughter.
[01:09:46.892 --> 01:09:48.413]  They own the biggest houses in the U.S.
[01:09:48.813 --> 01:09:51.636]  And if I don't pay my property taxes, they will come and
[01:09:52.256 --> 01:09:56.077]  Auction my house, and then if I don't leave, they will send a SWAT team and they will kill me.
[01:09:56.697 --> 01:10:03.938]  They will kill me to take my money and give it to a guy from England, a gangster, so his daughters can have $3 billion a year.
[01:10:04.738 --> 01:10:07.039]  Just, oh, here, honey, your $3 billion, here's $2 billion for you.
[01:10:08.299 --> 01:10:10.299]  Again, this is the model.
[01:10:10.319 --> 01:10:12.640]  This is the insider choosing the winners.
[01:10:14.820 --> 01:10:20.741]  Now, tens of billions of taxpayer money has been given to companies like Solyndra to build nothing.
[01:10:22.116 --> 01:10:29.061]  But the old Robert Mueller Municipal Airport is right in the middle of Austin and they have turned part of it into a movie studio.
[01:10:29.121 --> 01:10:34.205]  The other part is an emergency FEMA center that I got footage of ten years ago.
[01:10:34.265 --> 01:10:38.067]  It's still there with bolts and chains on the floors and barbed wire inside hangers.
[01:10:38.408 --> 01:10:40.689]  Then they have the emergency FEMA center right next door.
[01:10:40.709 --> 01:10:45.192]  In fact, if you're watching at PrisonPlanet.tv, we'll show you a bird's eye view of Austin.
[01:10:46.193 --> 01:10:50.080]  Uh, right now, CJ had it queued up where it'll zoom right in on Mueller.
[01:10:50.120 --> 01:10:50.561]  There we go.
[01:10:50.982 --> 01:10:53.827]  And you zoom right in on Mueller, uh, the old airport.
[01:10:54.898 --> 01:11:10.469]  And they have got the emergency management system, the Austin Film Society, and then all around it, the new smart community inviting people into the barbed wire fence enclosure, giant concentration camp, that's what it is, identified by us 12 years ago.
[01:11:10.489 --> 01:11:16.273]  Boy, I used to be able to just walk right in there, jump on a Southwest flight and fly to Dallas in 30 minutes back in the old days.
[01:11:16.553 --> 01:11:17.354]  No security, no nothing.
[01:11:17.714 --> 01:11:18.135]  That was
[01:11:18.795 --> 01:11:20.216]  That was fun in college.
[01:11:20.296 --> 01:11:22.337]  I could go see family or an old girlfriend or whatever.
[01:11:22.357 --> 01:11:24.339]  Just jump on the aircraft and visit Dallas.
[01:11:24.639 --> 01:11:25.219]  Not anymore!
[01:11:25.599 --> 01:11:27.481]  That was in the old republic.
[01:11:28.822 --> 01:11:30.002]  But what am I getting at here?
[01:11:31.063 --> 01:11:36.246]  Oh, this is a big report here out of Chevrolet.
[01:11:36.266 --> 01:11:38.368]  They've put this out.
[01:11:39.449 --> 01:11:42.851]  2012 Chevrolet Volt becomes centerpiece of smart community.
[01:11:43.906 --> 01:11:47.391]  And they're setting them up everywhere at these FEMA camp reservation zones.
[01:11:47.672 --> 01:11:49.654]  See, these are going to be things you want to come to.
[01:11:50.335 --> 01:11:53.059]  Oh, you get to live, and they say everything you do is tracked.
[01:11:53.119 --> 01:11:55.843]  Cameras in the home, all the appliances tracking you.
[01:11:55.883 --> 01:11:56.664]  It's right here in the news.
[01:11:57.898 --> 01:12:08.884]  While Chevrolet made 100 volts available, only 55 of the community residents took advantage of the various tax credits, including $7,500 federal tax credit and $7,500 rebate from Pecan Street on their volt purchases.
[01:12:09.365 --> 01:12:13.027]  Those leasing the volt for three or more years received $3,000 rebate.
[01:12:13.267 --> 01:12:21.372]  But you've got to live in this special little area with the big 20-foot barbed wire fences with the Homeland Security Center.
[01:12:22.672 --> 01:12:24.793]  We're going to send reporters over there in the next few days.
[01:12:24.813 --> 01:12:26.113]  Of course, we're enemies.
[01:12:26.153 --> 01:12:27.134]  We won't be allowed in.
[01:12:27.454 --> 01:12:28.494]  We're the terrorists.
[01:12:29.054 --> 01:12:37.097]  Pecan Street is funded by a $10.4 million grant from the Energy Department and more than $14 million in matching funds from project partners.
[01:12:38.177 --> 01:12:43.639]  Although Pecan Street oversees a consortia, it includes researchers from the University of Texas.
[01:12:43.899 --> 01:12:46.020]  Yeah, they're practicing by the mile to travel there.
[01:12:47.116 --> 01:12:50.698]  The National Renewable Energy Laboratory and the Environmental Defense Fund.
[01:12:51.299 --> 01:12:53.100]  They're the folks that help get you new taxes locally.
[01:12:53.540 --> 01:12:55.422]  It's housed the University of Texas at Austin.
[01:12:55.822 --> 01:13:10.472]  Besides the vault, residents will use smart appliances in conjunction with home management systems and electric meters, smart electric meters, energy storage, and optimizes the use of solar power, clean energy distribution, and green building construction.
[01:13:10.672 --> 01:13:11.933]  So you live in a prison!
[01:13:12.553 --> 01:13:14.334]  It's the government reservations!
[01:13:14.434 --> 01:13:16.155]  Oh, come on in, everything's free!
[01:13:17.056 --> 01:13:22.118]  It's like, you know, the Roach Motel's got to smell the roaches like, hey, come on in!
[01:13:22.778 --> 01:13:24.679]  Oh, you're not getting out, are you?
[01:13:26.599 --> 01:13:28.140]  Isn't that just special?
[01:13:28.240 --> 01:13:30.761]  And it goes on to talk about how everything you do is true.
[01:13:30.961 --> 01:13:32.481]  Oh, it's so goody good.
[01:13:33.021 --> 01:13:34.602]  And of course, what's it really part of?
[01:13:35.182 --> 01:13:37.423]  Washington's new massive snooping plan.
[01:13:37.783 --> 01:13:38.863]  Biosurveillance.
[01:13:38.903 --> 01:13:42.525]  They say all... Does Google got caught doing this for them?
[01:13:42.545 --> 01:13:43.625]  It's really NSA front.
[01:13:44.065 --> 01:13:46.006]  They got caught snooping on everybody.
[01:13:47.620 --> 01:13:51.704]  And Google got caught with those little antennas stealing your passcodes and hacking your computer?
[01:13:51.724 --> 01:13:54.487]  We didn't get in trouble though, National Security.
[01:13:56.048 --> 01:14:03.415]  Well, now the post office vehicles and others, private ones, I'm saying taxis, are going to have cameras, face scanners, everything.
[01:14:03.936 --> 01:14:07.219]  And if your business ties these in, then you're going to get a tax break.
[01:14:08.080 --> 01:14:11.824]  See, they're going to gauge the economy where if you don't accept all this, including a chip,
[01:14:12.796 --> 01:14:13.777]  You're not going to live.
[01:14:13.817 --> 01:14:14.978]  You're not going to have a business.
[01:14:15.458 --> 01:14:17.119]  And Ray Kurzweil and others talk about this.
[01:14:17.139 --> 01:14:20.642]  They say, well, at first you'll be able to live in a reservation, a ghetto.
[01:14:22.123 --> 01:14:26.586]  But then we're going to split off from you and we'll be so advanced, we'll just get rid of you.
[01:14:28.831 --> 01:14:30.392]  And that's the official UN plan.
[01:14:31.033 --> 01:14:35.116]  Of course, that's all the idiots who serve the system thinking they're going to be allowed to live.
[01:14:35.416 --> 01:14:45.184]  They're going to release the mutagenic chimera cross-species weapons that they admit killed 99% of those that come in contact with the old generations of them.
[01:14:45.725 --> 01:14:49.968]  All of you listening that serve this will die if this goes forward.
