[00:00:00.089 --> 00:00:00.750]  Find out right now!
[00:44:06.565 --> 00:44:08.166]  I just want to go back for a minute.
[00:44:08.206 --> 00:44:15.870]  I first started, my eyes first started coming open when I read Jim Garrison's book on the Trail of the Assassins.
[00:44:16.631 --> 00:44:20.653]  And then after I read that book, I found out about Colonel Proddy's website.
[00:44:21.550 --> 00:44:23.392]  Yes, he was actually a black operator in one of his
[00:44:37.498 --> 00:44:44.385]  He was the highest echelon black operator in that section of the Pentagon, and they told him that he wasn't going to be involved in this op.
[00:44:44.845 --> 00:44:45.385]  Exactly.
[00:44:46.046 --> 00:44:51.031]  And then my friend told me about your website, and from then on I've been doing my own.
[00:44:51.371 --> 00:44:55.195]  But one of the greatest books I ever read about that was Craig Roberts.
[00:44:55.875 --> 00:44:58.417]  Author of Killzone, A Sniper Looks at Dealey Plaza.
[00:44:58.497 --> 00:45:00.558]  Yeah, the Medusa files are a good friend of mine.
[00:45:00.839 --> 00:45:02.400]  I'm reading the Medusa file now.
[00:45:02.460 --> 00:45:06.483]  My friend gave that to me, but... We sell them all at Infowars.com, by the way.
[00:45:06.723 --> 00:45:09.064]  Yeah, I got your video, Masters of Terror.
[00:45:09.525 --> 00:45:09.825]  Yes, sir.
[00:45:10.185 --> 00:45:16.990]  And I've shown it, and some people won't even look at it, Alex, but I go through the same thing you go through.
[00:45:17.010 --> 00:45:21.453]  And I try, as a Christian, you know, because I know there's no other hope.
[00:45:22.307 --> 00:45:31.555]  Because we know the god of this world that have blinded men's eyes are the real gods for these Illuminati cutthroats that you've been to.
[00:45:31.675 --> 00:45:38.821]  And thank you for explaining that yesterday about the real people in the background of the New World Order.
[00:45:39.642 --> 00:45:40.383]  Well, thank you, sir.
[00:45:40.423 --> 00:45:41.644]  I appreciate your kind words.
[00:45:41.924 --> 00:45:42.685]  Take care, Sam.
[00:45:43.425 --> 00:45:43.986]  Who's up next?
[00:45:44.006 --> 00:45:44.126]  Andrew?
[00:45:44.246 --> 00:45:45.847]  Andrew, where are you calling from?
[00:45:46.968 --> 00:45:47.168]  Yeah.
[00:45:47.209 --> 00:45:47.509]  Hi, Alex.
[00:45:47.529 --> 00:45:48.790]  Where are you calling from?
[00:45:48.810 --> 00:45:49.490]  Missouri.
[00:45:49.651 --> 00:45:49.971]  Welcome.
[00:45:50.724 --> 00:45:53.078]  Yeah, I got a question and a comment.
[00:45:53.715 --> 00:45:55.156]  First of all, there's a question.
[00:45:55.476 --> 00:45:59.279]  Have you seen the new Popular Mechanics book that came out?
[00:45:59.299 --> 00:46:01.060]  It's got a foreword of... Yes, I have.
[00:46:01.100 --> 00:46:03.702]  It's Total Lies and Straw Men, All Propaganda.
[00:46:03.742 --> 00:46:08.285]  Hearst Publishing is the first known intelligence agency front in U.S.
[00:46:08.325 --> 00:46:08.666]  media.
[00:46:08.826 --> 00:46:22.655]  In the Encyclopedia Britannica, next to Yellow Journalism, the first paragraph in three editions that I own, and the online edition, mentions Hearst Publishing staging the media blitz after they blew up the main.
[00:46:24.497 --> 00:46:30.803]  Staging the propaganda, the movie Rosebud, that got Orson Welles blackballed is all about.
[00:46:31.624 --> 00:46:36.829]  William Randolph Hearst and the guy, Complete, it's an absolute joke.
[00:46:37.090 --> 00:46:43.176]  Homeland Security Director's first cousin wrote the hit piece on me in Popular Mechanics.
[00:46:43.316 --> 00:46:44.077]  It's all lies.
[00:46:44.677 --> 00:46:47.378]  Yeah, it's got a forward in there by John McCain.
[00:46:47.418 --> 00:46:48.178]  Yeah, attacking me.
[00:46:48.438 --> 00:46:49.238]  It's all lies.
[00:46:49.258 --> 00:46:51.339]  In fact, on the left side, he's attacking me by name.
[00:46:51.739 --> 00:46:53.179]  And McCain can just go ahead and do that.
[00:46:53.219 --> 00:46:53.619]  That's fine.
[00:46:53.639 --> 00:46:55.780]  We're not going to stop defending the country from that traitor.
[00:46:56.620 --> 00:46:56.820]  Yeah.
[00:46:57.420 --> 00:47:03.062]  And the second one, Jagblood was talking about Nicola Machiavelli, the prince.
[00:47:04.211 --> 00:47:07.393]  And I just want to recommend that book to everybody out there.
[00:47:07.413 --> 00:47:09.354]  It talks about foreign troops and everything.
[00:47:09.374 --> 00:47:11.936]  You know, just basic systems of government.
[00:47:11.976 --> 00:47:13.757]  And what was that written in, 1530 or something?
[00:47:13.777 --> 00:47:16.639]  32, I think it was.
[00:47:16.699 --> 00:47:20.482]  Yeah, I read that when I was 15, and it's pretty important people ought to read that.
[00:47:20.782 --> 00:47:21.022]  Yeah.
[00:47:21.182 --> 00:47:22.083]  You wrote two books, though.
[00:47:22.103 --> 00:47:22.803]  You ought to read both of them.
[00:47:23.804 --> 00:47:24.404]  What's the other one?
[00:47:24.924 --> 00:47:25.405]  I forget.
[00:47:25.445 --> 00:47:26.746]  I read the other one when I was like 18.
[00:47:27.746 --> 00:47:28.827]  Alright, thanks.
[00:47:29.908 --> 00:47:30.968]  Anything else you'd like to add?
[00:47:31.469 --> 00:47:31.729]  No, thanks.
[00:47:32.049 --> 00:47:33.250]  Alright, I appreciate your call.
[00:47:35.942 --> 00:47:47.608]  Yeah, Machiavelli, which they teach at the Chicago school where all these neocons got trained, it's Machiavelli forwards and backwards.
[00:47:48.308 --> 00:47:51.390]  And they teach Delta Force Machiavelli in their graduation.
[00:47:52.010 --> 00:47:53.671]  And it justifies the means.
[00:47:54.611 --> 00:47:57.753]  You say you're good, so now you're going to be more evil than anyone.
[00:47:58.113 --> 00:47:59.874]  Oh, because we're good, we're going to do evil.
[00:48:00.294 --> 00:48:03.776]  Or because other people are going to be evil, we've got to be more evil than them to protect the good.
[00:48:04.491 --> 00:48:05.471]  That's a fraud and a lie.
[00:48:05.491 --> 00:48:06.372]  You're just flat evil.
[00:48:07.352 --> 00:48:08.572]  You're just flat evil.
[00:48:09.172 --> 00:48:13.794]  You know, when you start compromising, like, you know, I can say I'm going to fight against the New World Order, so I'm going to fight dirty.
[00:48:14.834 --> 00:48:15.894]  No, I'm not going to fight dirty.
[00:48:16.715 --> 00:48:25.497]  Because once you start down that road, once you start down the path of the dark side, once you stick your toe in it, man, pretty soon you're over your eyeballs in it.
[00:48:29.986 --> 00:48:31.127]  We're in a lot of trouble, folks.
[00:48:31.287 --> 00:48:32.608]  We're in a lot of trouble.
[00:48:32.989 --> 00:48:36.732]  Tell you what, in the third hour, because Hutton Gibson's coming up, I want to continue with calls after this break.
[00:48:36.752 --> 00:48:47.522]  In the third hour, I'm going to play the Overman part about human sacrifice, or the Ward's really human sacrifice, and then dovetail it with some research I did.
[00:48:48.567 --> 00:48:49.447]  And continue with the calls.
[00:48:49.467 --> 00:48:50.648]  I've got a bunch of other news here.
[00:48:50.688 --> 00:48:52.809]  But right now, let's go ahead and play that clip from CNN.
[00:48:52.849 --> 00:49:00.012]  Because after we wrote this article yesterday, CNN had a piece last night about the race killings going on in L.A.
[00:49:00.492 --> 00:49:02.593]  I wanted to play this and then analyze it after the break.
[00:49:02.613 --> 00:49:03.634]  So let's play part of it now.
[00:49:04.254 --> 00:49:06.795]  Major offensive against the racial and violent.
[00:49:07.515 --> 00:49:13.798]  It comes just weeks after the killing of a 14-year-old black girl, allegedly by Latino gang members.
[00:49:13.838 --> 00:49:16.299]  Ted Rollins brings us the very latest on that tonight.
[00:49:17.561 --> 00:49:23.206]  This Los Angeles street is a deadly symbol of a racial divide between blacks and Latinos.
[00:49:23.826 --> 00:49:29.351]  I've been over here for 11 years, and I ain't never really crossed the 206th Street.
[00:49:29.732 --> 00:49:31.433]  206th Street is a dividing line.
[00:49:31.573 --> 00:49:41.061]  Darren Brown, who lives on 208th, says he and other African Americans stay on one side, Latinos are on the other, and if you cross, there can be trouble.
[00:49:41.321 --> 00:49:41.682]  If you do,
[00:49:42.062 --> 00:49:43.283]  You got a death wish.
[00:49:43.303 --> 00:49:44.984]  They're gonna take you out.
[00:49:45.044 --> 00:49:46.104]  They're gonna kill you.
[00:49:46.124 --> 00:49:50.167]  14-year-old Cheryl Green was recently murdered along the 206th Street border.
[00:49:50.187 --> 00:49:53.769]  The suspects, both Latinos, are facing hate crime charges.
[00:49:54.069 --> 00:49:59.492]  A week before Cheryl Green, it was 34-year-old Arturo Mercado who was shot in his front yard.
[00:49:59.652 --> 00:50:08.857]  Police haven't made an arrest in that case, but Latinos are blaming blacks who they claim started this war by moving into the neighborhood about 15 years ago.
[00:50:09.097 --> 00:50:10.338]  The dividing line is this street.
[00:50:10.758 --> 00:50:10.938]  L.A.
[00:50:10.998 --> 00:50:16.381]  Assistant Police Chief Charles Beck claims much of the tension on a Latino gang called 204.
[00:50:17.721 --> 00:50:27.565]  He says the gang is motivated by hatred of blacks, to the point that the gang's mission, according to the police, is to get African Americans to leave the neighborhood.
[00:50:27.765 --> 00:50:31.207]  These police photos show some of the gang's recent hate graffiti.
[00:50:31.307 --> 00:50:34.388]  This message says, move, followed by the n-word.
[00:50:34.808 --> 00:50:38.330]  This gang, in a very small area, with a very small membership,
[00:50:38.988 --> 00:50:45.915]  has managed to put itself at the very top of our enforcement priority because they target people based on race.
[00:50:46.095 --> 00:50:49.259]  So why do these Latino gang members hate blacks?
[00:50:49.299 --> 00:50:54.284]  We talked to a 43-year-old Hispanic man who was questioned by police about the Cheryl Green murder.
[00:50:54.464 --> 00:51:00.250]  We can't show his face, but listen to some of the things he says about African Americans in his neighborhood.
[00:51:00.350 --> 00:51:04.834]  I just wish they would just leave and go wherever they gotta go and just leave us the way we were and everything would be cool.
[00:51:05.074 --> 00:51:08.197]  We had a nice little, nice little community here and it's not nice anymore.
[00:51:08.517 --> 00:51:09.598]  Because of him.
[00:51:09.618 --> 00:51:10.759]  What does it bring?
[00:51:10.799 --> 00:51:11.439]  Jedoism?
[00:51:12.640 --> 00:51:15.903]  It brought lowlife just... Dirty, man.
[00:51:15.943 --> 00:51:16.263]  Dirty?
[00:51:16.364 --> 00:51:18.205]  You guys know, man.
[00:51:18.345 --> 00:51:21.728]  Black-brown tension isn't confined to gangs or this neighborhood.
[00:51:21.768 --> 00:51:28.354]  It's a problem in many cities, prisons, and even some schools where fights like this one last year in Southern California
[00:51:29.625 --> 00:51:31.848]  After this break, we'll arrest the clip and I'll analyze it.
[00:51:32.829 --> 00:51:33.329]  Stay with us.
[00:51:33.409 --> 00:51:34.410]  PrisonBlinded.com.
[00:51:38.875 --> 00:51:39.395]  It's here.
[00:51:39.556 --> 00:51:44.341]  After a year in production and traveling to distant lands, my new film Terror Storm is complete.
[00:51:44.721 --> 00:51:52.309]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:51:53.024 --> 00:52:00.067]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:52:00.487 --> 00:52:11.892]  Terror Storm chronicles the lies that took us to war in Iran, the White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:52:12.212 --> 00:52:15.734]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:52:16.194 --> 00:52:18.135]  It's an anthology of government crimes.
[00:52:18.435 --> 00:52:22.217]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:52:22.877 --> 00:52:30.341]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[00:52:35.846 --> 00:52:40.808]  Now, you can bring Berkey Purification Power anywhere with the Sport Berkey Filtration Bottle.
[00:52:41.108 --> 00:52:50.871]  Ideal for sporting games, camping, or boating, or Sport Berkey is small enough to store in your glove box, so it's ideal backup for unexpected emergencies like blackouts, floods, or earthquakes.
[00:52:51.212 --> 00:52:54.233]  It's simply the best personal water filtration system available.
[00:52:54.533 --> 00:52:57.974]  So effective, you can drink raw, untreated water from lakes, rivers, and streams.
[00:52:58.314 --> 00:53:07.661]  Unlike other sport bottles, the Sport Berkey's patented filter formulation is so powerful it removes cysts, parasites, harmful bacteria, and chemicals like herbicides and pesticides.
[00:53:07.921 --> 00:53:11.424]  It even reduces radon-222, lead, and other heavy metals.
[00:53:11.664 --> 00:53:18.770]  This lightweight, rugged 22-ounce filter is small enough to go everywhere, so take one to work and keep another in your glove box for emergencies.
[00:53:19.030 --> 00:53:20.391]  Get the Berkey Sport for only $39.
[00:53:20.451 --> 00:53:22.112]  Get two for $70 by calling New Millennium at 888-803-4438.
[00:53:27.176 --> 00:53:28.540]  Order your Berkey Sport today.
[00:53:28.780 --> 00:53:31.386]  That's toll free, 888-803-4438 or order on the web at Berkeywater.com.
[00:53:35.091 --> 00:53:40.932]  Hey ladies, if you love to shop, then visit HerbalHealer.com to browse through their online catalog.
[00:53:41.032 --> 00:53:46.473]  You'll find thousands of effective, alternative, and natural products for you and the whole family.
[00:53:46.653 --> 00:53:53.955]  Besides the amazing products you'll find, this shopping is guilt-free because you're investing in your health, and your health is priceless.
[00:53:54.295 --> 00:54:01.336]  While online, sign up to receive the Herbal Healer newsletter, which will keep you informed on the latest and greatest products and education.
[00:54:01.616 --> 00:54:13.761]  Did you know that Herbal Healer offers not only natural medicine, but also tension relieving herbal teas, cookbooks, aromatherapy, products for pampering, and more great products to help you soothe and relax after a long day.
[00:54:13.781 --> 00:54:16.843]  Want to learn more for yourself and to help others in the future?
[00:54:17.103 --> 00:54:19.484]  Join the Herbal Healer Correspondent Program.
[00:54:19.604 --> 00:54:22.505]  You can work at your own pace from the comfort of your own home.
[00:54:22.665 --> 00:54:26.567]  This accredited, exciting program can help you gain skills and knowledge.
[00:54:26.807 --> 00:54:29.054]  Can you believe you can find all this at one stop?
[00:54:29.355 --> 00:54:33.849]  HerbalHealer.com Celebrating 18 years of dedication.
[00:54:35.473 --> 00:54:56.675]  Way up North to Alaska Way up North to Alaska North to Alaska Go North to Russia's home North to Alaska Go North to Russia's home Big Sam left Seattle in the year of 92
[00:54:58.617 --> 00:55:00.159]  Welcome back.
[00:55:00.179 --> 00:55:06.704]  Let me make some points about the first part of that CNN piece you just heard.
[00:55:28.661 --> 00:55:30.543]  They are calling murder hate crimes.
[00:55:30.643 --> 00:55:34.647]  You know, it's kind of like those white guys that drug that black guy to death in Jasper.
[00:55:34.707 --> 00:55:38.871]  They all got the death penalty, but then the media kept going, they haven't been punished.
[00:55:38.951 --> 00:55:40.773]  They wouldn't even give them a hate crime law.
[00:55:42.334 --> 00:55:44.436]  And they want to use that for your speech, folks.
[00:55:44.497 --> 00:55:45.878]  They want to use it on everybody's speech.
[00:55:46.599 --> 00:55:48.841]  So there's no need for these so-called hate laws.
[00:55:49.835 --> 00:55:56.156]  And they also called them two Latinos that the suspects are killing, the 14-year-old black girl, and I went and looked it up.
[00:55:56.176 --> 00:55:57.116]  They're illegal aliens.
[00:55:57.296 --> 00:55:58.637]  But see, they don't want to say that.
[00:55:59.897 --> 00:56:02.197]  And in a way, that ends up blaming American Hispanics, U.S.
[00:56:02.297 --> 00:56:03.158]  Hispanics.
[00:56:03.998 --> 00:56:07.358]  No, the majority of the crime is being committed by these illegal aliens.
[00:56:07.959 --> 00:56:09.559]  That is the majority of Hispanic crime.
[00:56:10.279 --> 00:56:13.720]  Those are the crime statistics out of Houston and L.A.
[00:56:14.600 --> 00:56:15.440]  Those are just the numbers.
[00:56:16.791 --> 00:56:18.812]  Also, let's get something clear here.
[00:56:18.913 --> 00:56:24.096]  Blacks and whites have gone through political correctness conditioning.
[00:56:25.176 --> 00:56:25.577]  Okay?
[00:56:25.657 --> 00:56:26.797]  Whites more than anyone else.
[00:56:27.898 --> 00:56:30.800]  But Hispanics, especially from Mexico, it's still old world.
[00:56:30.820 --> 00:56:32.861]  There's still massive racism down there.
[00:56:34.062 --> 00:56:37.744]  And you're higher up in the social strata, the whiter you are.
[00:56:38.365 --> 00:56:39.565]  And that's the weird thing.
[00:56:39.605 --> 00:56:40.826]  And see, people in the U.S.
[00:56:40.866 --> 00:56:41.867]  don't understand this.
[00:56:43.304 --> 00:56:47.485]  They don't understand that Nazism is extremely popular in Latin America.
[00:56:47.865 --> 00:56:49.405]  So it's a weird amalgamation.
[00:56:49.425 --> 00:56:50.385]  It's really bizarre.
[00:56:50.965 --> 00:56:55.666]  And our government is doing everything they can to suppress this, cover this up, whitewash this.
[00:56:56.046 --> 00:56:57.487]  The CNN piece is a whitewash.
[00:56:57.507 --> 00:57:00.007]  They talk about, there was a fight between blacks and Hispanics.
[00:57:00.027 --> 00:57:01.747]  It was all caught on school surveillance cameras.
[00:57:02.127 --> 00:57:06.748]  It was in the news locally, but nationally they just called it a race riot.
[00:57:07.108 --> 00:57:10.289]  No, Hispanics attacked the minority group of blacks.
[00:57:11.323 --> 00:57:14.945]  Who are now a minority at those schools, and it's happening all over the country.
[00:57:15.185 --> 00:57:17.887]  They're taking down the American flags, running up Mexican flags.
[00:57:17.927 --> 00:57:18.787]  It's been all over the news.
[00:57:19.267 --> 00:57:24.310]  The police come and arrest white and black students that hoist back up the American flag, saying it was provocative.
[00:57:25.331 --> 00:57:25.731]  You see?
[00:57:25.751 --> 00:57:30.994]  And again, most Hispanics are wonderful, patriotic Americans.
[00:57:31.014 --> 00:57:34.356]  67% in major Gallup polls want the illegals deported.
[00:57:35.456 --> 00:57:38.338]  It's over 90% now, if you average in all the race groups.
[00:57:39.270 --> 00:57:44.734]  So, it's important we all come together and realize these illegal aliens are being used to balkanize and break down the country.
[00:57:44.774 --> 00:57:46.355]  Look, George Bush is for an open border.
[00:57:46.635 --> 00:57:47.435]  He's for amnesty.
[00:57:47.736 --> 00:57:49.617]  Isn't George Bush wrong on every other issue?
[00:57:49.977 --> 00:58:02.505]  So liberals need to understand this, and I guess most of them do now, that this is a strategic plan to get us all fighting with each other and to bring in so many newcomers that they can't assimilate in a melting pot.
[00:58:04.474 --> 00:58:06.175]  That's the bottom line of what's happening here.
[00:58:06.195 --> 00:58:08.797]  We'll have to play more of the scene in clip later if we have time.
[00:58:08.817 --> 00:58:09.858]  Because Hutton Gibson is coming up.
[00:58:09.878 --> 00:58:11.979]  I want to get him on right at the start of the hour, John.
[00:58:11.999 --> 00:58:12.799]  So go ahead and dial him.
[00:58:13.940 --> 00:58:16.662]  I hope that all of you will visit InfoWars.com.
[00:58:16.682 --> 00:58:24.607]  I hope you'll tell your email list, your MySpace accounts, your message boards about InfoWars.com, PrisonPlanet.com, about the free daily podcast.
[00:58:24.627 --> 00:58:28.690]  You can download the three hours every day delivered to your MP3 player or iPod.
[00:58:29.170 --> 00:58:30.471]  That's at InfoWars.com.
[00:58:30.491 --> 00:58:32.192]  Just click subscribe and it'll hook it up.
[00:58:33.275 --> 00:58:47.502]  Please support us, too, by purchasing Terror Storm, Loose Change 2nd Edition, all the other American Freedom to Fascism, all my videos and books are up there, all the other videos and books we carry are available at InfoWars.com.
[00:58:49.628 --> 00:58:55.991]  Or you can simply call toll-free 888-253-3139.
[00:58:56.151 --> 00:58:59.072]  Please call today and ask about the specials.
[00:58:59.092 --> 00:59:00.273]  888-253-3139.
[00:59:00.293 --> 00:59:03.675]  And don't forget PrisonPlanet.TV.
[00:59:03.695 --> 00:59:04.975]  Get a monthly membership for $5.95.
[00:59:05.555 --> 00:59:10.778]  Download all 15 of my films, dozens and dozens of other films, and hundreds of TV reports and special reports.
[00:59:11.318 --> 00:59:12.559]  PrisonPlanet.TV.
[00:59:12.599 --> 00:59:13.019]  Stay with us.
[00:59:15.797 --> 00:59:20.046]  Order a copy of this show for your friends and family at GCNlive.com or call 877-300-7645.
[00:59:26.894 --> 00:59:27.654]  Can we stop?
[00:59:27.974 --> 00:59:29.515]  We need to go to the bathroom.
[00:59:29.935 --> 00:59:30.175]  What?
[00:59:30.535 --> 00:59:30.895]  Again?
[00:59:31.316 --> 00:59:32.936]  We just stopped two hours ago.
[00:59:33.016 --> 00:59:34.016]  Honey, let's stop.
[00:59:34.297 --> 00:59:37.458]  Because I gave the kids their Spark Berkey water bottles.
[00:59:37.658 --> 00:59:38.978]  Why did you do that?
[00:59:39.158 --> 00:59:41.459]  Because they can't drink and talk at the same time.
[00:59:41.579 --> 00:59:44.960]  And that way we don't have to listen to them singing, Are we there yet?
[00:59:45.240 --> 00:59:46.301]  Are we there yet?
[00:59:46.381 --> 00:59:47.461]  For the entire trip.
[00:59:47.721 --> 00:59:48.101]  Hmm.
[00:59:48.641 --> 00:59:49.862]  I didn't think about that.
[00:59:50.362 --> 00:59:51.404]  Great idea!
[00:59:51.665 --> 00:59:52.086]  Yeah!
[00:59:52.286 --> 00:59:54.270]  And it's cheap entertainment for the kids!
[00:59:54.631 --> 00:59:56.434]  Bottled water costs around 75 cents.
[00:59:56.474 --> 00:59:58.999]  Costs us less than a half cents per refill.
[00:59:59.260 --> 00:59:59.581]  Honey!
[01:00:00.399 --> 01:00:01.640]  You're terrific!
[01:00:02.021 --> 01:00:03.522]  Oh honey, so are you!
[01:00:03.642 --> 01:00:07.046]  You're the one that bought the family our Sport Berkey Water Bottles!
[01:00:07.326 --> 01:00:08.107]  Now can we stop?
[01:00:08.607 --> 01:00:09.348]  I need to go too.
[01:00:09.648 --> 01:00:14.093]  Get your Berkey Sport Purification Bottle for only $39 by calling New Millennium at 888-803-4438.
[01:00:14.153 --> 01:00:14.453]  That's 888-803-4438.
[01:00:14.493 --> 01:00:16.055]  Or order on the web at berkeywater.com.
[01:00:25.450 --> 01:00:27.371]  Waging war on corruption.
[01:00:27.852 --> 01:00:30.634]  Alex Jones on the GCN Radio Network.
[01:00:37.367 --> 01:00:38.007]  Big Brother.
[01:00:38.667 --> 01:00:39.748]  Mainstream media.
[01:00:40.428 --> 01:00:41.568]  Government cover-ups.
[01:00:42.189 --> 01:00:43.009]  You want answers?
[01:00:43.769 --> 01:00:44.689]  Well, so does he.
[01:00:45.329 --> 01:00:49.311]  He's Alex Jones on the GCN Radio Network.
[01:00:49.511 --> 01:00:53.652]  And now, live from Austin, Texas, Alex Jones.
[01:00:57.053 --> 01:01:06.436]  We're now into the second hour, blasting out on the AM and FM dials, simulcasting globally on shortwave and the web at InfoWars.com, JonesReport.com, and PrisonPlanet.com.
[01:01:08.385 --> 01:01:11.027]  He has written multiple scholarly volumes.
[01:01:11.547 --> 01:01:12.888]  I've read two of his books.
[01:01:14.268 --> 01:01:19.171]  He has made a documentary presentation about corruption and decline in the Catholic Church.
[01:01:19.972 --> 01:01:22.273]  He, of course, is a World War II veteran.
[01:01:22.873 --> 01:01:28.196]  He is a national champion back in the 60s of the TV game show Jeopardy!
[01:01:28.757 --> 01:01:30.018]  Pretty darn smart.
[01:01:31.178 --> 01:01:34.200]  And he's even corrected me on air a few times with my history.
[01:01:35.047 --> 01:01:38.191]  And he is 86, 87 years old.
[01:01:38.952 --> 01:01:47.362]  He is also the father of the most successful Hollywood producer and actor Mel Gibson.
[01:01:48.749 --> 01:01:49.589]  Oh, it's a pleasure.
[01:02:17.404 --> 01:02:20.167]  I tell you, so much has happened since we last talked on air.
[01:02:20.448 --> 01:02:22.390]  How many, was that like two and a half years ago?
[01:02:22.851 --> 01:02:24.172]  It must be at least, yes.
[01:02:25.834 --> 01:02:30.399]  Well, I tell you, you really got misrepresented and attacked in the press, but it wasn't successful.
[01:02:30.460 --> 01:02:31.461]  It seemed to backfire.
[01:02:32.473 --> 01:02:35.155]  But we're not going to be getting into those issues today.
[01:02:35.175 --> 01:02:42.341]  We're going to be talking about something you're really an expert on and recognized by many traditional Catholics as one of the most informed people.
[01:02:43.161 --> 01:02:44.282]  And what would you call it?
[01:02:44.322 --> 01:02:49.626]  Just the takeover of the Catholic Church or the decline or the masonicization?
[01:02:49.646 --> 01:02:50.306]  What would you call it?
[01:02:51.747 --> 01:02:53.449]  The replacement, I would say.
[01:02:54.449 --> 01:02:57.732]  What we have there now is nothing like the Catholic Church I grew up in.
[01:02:59.585 --> 01:03:01.206]  We've only got a few minutes before we break.
[01:03:01.446 --> 01:03:04.488]  Give us a little bit of an overview of some of the issues you want to discuss today.
[01:03:05.508 --> 01:03:13.333]  Well, for instance, the church has turned into a discussion society.
[01:03:13.553 --> 01:03:15.954]  It's meant to be a missionary society.
[01:03:17.515 --> 01:03:19.076]  The church has four marks.
[01:03:19.196 --> 01:03:23.058]  It is one, holy, catholic, apostolic.
[01:03:24.159 --> 01:03:26.560]  And all those marks are gone in this new church.
[01:03:28.115 --> 01:03:31.757]  Especially the apostolic, because that means you go and preach the word.
[01:03:31.957 --> 01:03:33.398]  That's what Christ said to do.
[01:03:35.059 --> 01:03:36.720]  And he would be with us all days.
[01:03:37.860 --> 01:03:39.701]  To preach his gospel.
[01:03:40.742 --> 01:03:43.544]  When you stop preaching it, you can't expect him to be with you.
[01:03:45.865 --> 01:03:54.229]  They, uh... They decided that salvation is available everywhere, so why would anyone bother to come to the church?
[01:03:54.830 --> 01:03:56.831]  Which used to be the most difficult road.
[01:03:59.962 --> 01:04:22.948]  Anyway... We'll also get into, you've got a little list of things here that we've talked about privately, Ratzinger, what he's really doing, how he was praying to Mecca, also how he's been calling now three times since he got in there, into the papal seat, calling for a New World Order, and also you've discovered that a new cathedral they built is really a Masonic Temple.
[01:04:24.228 --> 01:04:27.189]  Yes, that's where they put up this building
[01:04:29.099 --> 01:04:30.639]  As a shrine to Padre Pio.
[01:04:32.100 --> 01:04:36.182]  And when you look at it, you see Masonic design everywhere.
[01:04:37.383 --> 01:04:38.264]  And I mean everywhere.
[01:04:38.344 --> 01:04:42.046]  It's too blatant to be accidental.
[01:04:43.847 --> 01:04:46.168]  Like all this stuff in the church entirely.
[01:04:46.228 --> 01:04:50.270]  It's all too obvious to be accidental.
[01:04:50.990 --> 01:04:54.052]  It cannot have happened by accident according to our theology.
[01:04:55.675 --> 01:04:57.456]  That building is a demonstration of it.
[01:04:57.476 --> 01:05:03.219]  They've done pretty much the same down in Mexico at the shrine of Our Lady of Guadalupe.
[01:05:04.360 --> 01:05:06.601]  And then over in Portugal at Our Lady of Fatima.
[01:05:09.062 --> 01:05:10.843]  Hutton Gibson, we're going to break.
[01:05:10.863 --> 01:05:11.583]  We're going to come back.
[01:05:11.643 --> 01:05:12.243]  Long segment.
[01:05:12.263 --> 01:05:13.484]  Plenty of time to break this down.
[01:05:13.524 --> 01:05:14.704]  Let's get into Ratzinger.
[01:05:15.105 --> 01:05:16.125]  What his agenda is.
[01:05:16.185 --> 01:05:18.426]  Get into the new cathedrals.
[01:05:19.026 --> 01:05:19.907]  Masonic temples.
[01:05:20.607 --> 01:05:24.029]  And talk about the demonization by
[01:05:24.853 --> 01:05:28.455]  Different organizations of traditional Catholics, which you are one.
[01:05:28.895 --> 01:05:29.816]  We'll be right back.
[01:05:30.216 --> 01:05:30.756]  Stay with us.
[01:05:36.139 --> 01:05:39.341]  It's here, after a year in production and traveling to distant lands.
[01:05:39.681 --> 01:05:41.622]  My new film, Terror Storm, is complete.
[01:05:41.983 --> 01:05:49.627]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:05:50.310 --> 01:05:57.354]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:05:57.754 --> 01:06:09.181]  Terror Storm chronicles the lies that took us to war in Iran, the White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:06:09.501 --> 01:06:13.023]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:06:13.463 --> 01:06:15.364]  It's an anthology of government crimes.
[01:06:15.725 --> 01:06:19.567]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:06:20.167 --> 01:06:27.493]  Get your copy today on InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:06:33.087 --> 01:06:35.950]  Are terrorist cells or prime terror targets located near you?
