[00:00:04.543 --> 00:00:06.525]  He stands for truth.
[00:28:03.276 --> 00:28:08.800]  It is a frightening paradox in a part of the world that already distrusts Western vaccines.
[00:28:09.340 --> 00:28:15.424]  This has happened hundreds and hundreds of times, making it even tougher to stamp out age-old diseases.
[00:28:15.885 --> 00:28:15.985]  Oh,
[00:28:16.804 --> 00:28:19.766]  It says they were giving the children the live polio vaccine.
[00:28:20.126 --> 00:28:24.569]  Banned for more than 20 years, but they still give it to East Austin children where I live.
[00:28:25.490 --> 00:28:30.893]  It has live simian virus 40 and many other live cancer viruses in it.
[00:28:31.473 --> 00:28:36.256]  I would add they don't tell you that here, but you could do 10 seconds of research and find out.
[00:28:36.897 --> 00:28:39.919]  But later we'll be... I see four or five of these every day.
[00:28:40.959 --> 00:28:43.202]  Villagers used to love the white medicine man.
[00:28:43.522 --> 00:28:47.467]  They've learned, though, to run literally into the jungle or the hills when the U.N.
[00:28:47.487 --> 00:28:47.907]  men come.
[00:28:47.948 --> 00:28:56.578]  And because the elders are given big cash payments to take it, the children are chained down and given their shots and then quietly die in the next few months.
[00:28:57.078 --> 00:29:00.002]  All part of the official eugenics program and operation.
[00:29:01.129 --> 00:29:03.470]  By the way, I like football and actually like Bevo.
[00:29:03.530 --> 00:29:10.151]  People in other parts of the country and the world are listening on satellite and things are probably saying, on AM and FM dial, things are saying, what is he talking about Bevo?
[00:29:10.191 --> 00:29:12.071]  It's the local UT god.
[00:29:12.091 --> 00:29:19.493]  And people don't care if the UT regents are investing the money in comprehensive annual financial reports, double sets of books.
[00:29:19.753 --> 00:29:21.574]  I mean, that doesn't really matter.
[00:29:21.614 --> 00:29:24.134]  As long as there's a bigger stadium, everything's fine.
[00:29:24.474 --> 00:29:27.795]  Double all the different tuitions and prices and everything.
[00:29:28.444 --> 00:29:34.048]  Just continue squeezing everyone at a supposedly state-funded institution that was supposed to be free to the Texans.
[00:29:34.709 --> 00:29:37.170]  They don't know that as long as we give them VIVO.
[00:29:37.671 --> 00:29:38.671]  That's all they care about.
[00:29:38.731 --> 00:29:39.512]  That's what I'm saying.
[00:29:39.572 --> 00:29:41.273]  Get into real issues.
[00:29:41.694 --> 00:29:44.736]  You can have compartmentalized in your life mindless things.
[00:29:45.356 --> 00:29:50.300]  I'm not saying I don't like a ball game, but I basically
[00:29:51.284 --> 00:29:58.309]  desecrated the idol, because we need to desecrate and throw down the things that don't matter, and start building up the things that do.
[00:29:59.350 --> 00:30:06.095]  You're only alive once, and I know we've got calls from Washington, Tennessee, Florida, Bastrop, Atlanta, New York, England, all over the place.
[00:30:07.076 --> 00:30:10.999]  I'm going to get to them here in a few minutes, but here is the new trailer for my film, Endgame.
[00:30:11.039 --> 00:30:11.680]  It's not out yet.
[00:30:11.700 --> 00:30:15.703]  It comes out October 26th, and this is what really matters.
[00:30:15.803 --> 00:30:18.645]  Issues like this really matter, and even if you don't believe me,
[00:30:20.575 --> 00:30:21.255]  5% chance I'm right.
[00:30:21.295 --> 00:30:21.836]  Let's say that.
[00:30:22.096 --> 00:30:24.238]  Of course, it's totally true, but don't believe me.
[00:30:24.378 --> 00:30:27.080]  Go research the claims I make.
[00:30:27.701 --> 00:30:29.763]  And you're going to be shocked when you find out they're true.
[00:30:29.783 --> 00:30:34.747]  And you're going to say, now, does the dollar being devalued by 62% in the last seven years matter?
[00:30:35.288 --> 00:30:37.129]  And most of that in the last year, it's accelerating.
[00:30:38.310 --> 00:30:41.393]  Or does some mascot?
[00:30:43.075 --> 00:30:45.697]  Or does the plan of the global elite to exterminate 80% of us
[00:30:47.549 --> 00:30:52.052]  And the heads of every major biology department at every major university spouting this off.
[00:30:52.513 --> 00:30:53.293]  Does that matter?
[00:30:53.633 --> 00:30:55.174]  When they have access to bioweapons?
[00:30:55.975 --> 00:31:02.079]  Or does acting cool and posing, like Chris Matthews says, everything's about posing and being fake.
[00:31:02.499 --> 00:31:02.820]  No.
[00:31:03.280 --> 00:31:07.703]  A nation, a world built of fraud and quackery will implode.
[00:31:09.004 --> 00:31:11.566]  We were not always so weak, ladies and gentlemen.
[00:31:11.646 --> 00:31:12.987]  We were once made of steel.
[00:31:13.447 --> 00:31:14.368]  We need to remember that.
[00:31:15.128 --> 00:31:16.069]  Let's go to Endgame.
[00:31:17.415 --> 00:31:18.836]  It is a big idea.
[00:31:18.856 --> 00:31:20.978]  A new world order.
[00:31:25.341 --> 00:31:30.805]  In the near future, Earth is dominated by a powerful world government.
[00:31:31.426 --> 00:31:34.388]  It's known as the Builder Burden Group.
[00:31:34.428 --> 00:31:36.669]  Could their objective be world domination?
[00:31:38.851 --> 00:31:41.313]  For thousands of years, their Dark Order group
[00:31:42.188 --> 00:31:49.684]  Now as they hail the birth of the New World Order, their great dream of exterminating 80% of humanity is at hand.
[00:31:56.343 --> 00:32:01.387]  For the first time in history, the elite's plan for world government is blown wide open.
[00:32:03.209 --> 00:32:07.453]  You will learn the secret that drives the entire New World Order agenda.
[00:32:07.953 --> 00:32:10.996]  Dillberg is making great progress toward a world government.
[00:32:11.076 --> 00:32:14.639]  Only an educated form of it can stop them in their tracks.
[00:32:14.959 --> 00:32:15.159]  All right.
[00:32:15.840 --> 00:32:17.221]  Shut up, you guys.
[00:32:17.621 --> 00:32:20.702]  For the first time, all the pieces have been put together.
[00:32:21.362 --> 00:32:24.742]  The dots have been connected, and the picture is crystal clear.
[00:32:25.863 --> 00:32:30.163]  Earth's ruling elite believe they have discovered the fountain.
[00:32:30.203 --> 00:32:34.404]  But before they can attain it, 80% of us must die.
[00:32:35.984 --> 00:32:41.926]  A psychopathic technocracy is establishing world government so there can be no escape from their plan.
[00:32:47.361 --> 00:32:49.622]  The New World Order is the Old World Order.
[00:32:49.662 --> 00:32:51.963]  I mean, it's just the names have changed, the appearances have changed.
[00:32:52.643 --> 00:32:53.783]  Most people have no idea.
[00:32:53.803 --> 00:32:54.584]  They're not after money.
[00:32:54.604 --> 00:32:55.704]  They have all the money they need.
[00:32:55.924 --> 00:32:56.684]  They're after power.
[00:32:57.625 --> 00:32:58.545]  That's their aphrodisiac.
[00:32:59.225 --> 00:33:02.687]  I have a pull-up with a plane in Munich.
[00:33:02.707 --> 00:33:03.887]  They interrogated me for four hours.
[00:33:03.967 --> 00:33:04.947]  Some shots were fired.
[00:33:04.967 --> 00:33:07.308]  We need you to move off the property.
[00:33:07.348 --> 00:33:10.950]  Their great dream of exterminating 80% of humanity is at hand.
[00:33:15.823 --> 00:33:18.385]  Endgame, blueprint for global enslavement.
[00:33:18.646 --> 00:33:20.247]  You have been warned.
[00:33:22.309 --> 00:33:25.652]  Absolutely, and it comes to the InfoWars October 26th.
[00:33:25.852 --> 00:33:29.395]  It comes to the web first.
[00:33:29.435 --> 00:33:34.819]  See, we turn things on their head, and then it'll be in stores nationwide November 12th.
[00:33:37.422 --> 00:33:40.664]  You can start buying the DVDs right now, pre-ordering at InfoWars.com.
[00:33:40.704 --> 00:33:41.946]  I'll be shipping them out November 1st.
[00:33:44.344 --> 00:33:46.305]  You can make copies and give them to Four Winds.
[00:33:48.386 --> 00:33:51.148]  You know, I've been right about everything else, listeners, new listeners.
[00:33:53.189 --> 00:34:01.253]  And knowing the reality, knowing what we face gets your head screwed on straight real fast and you stop being little boys.
[00:34:02.213 --> 00:34:04.975]  And I see men out there who are perpetually little boys.
[00:34:05.515 --> 00:34:12.519]  I see these men that will cut you off in traffic and bulge their eyes out at you, but a cop pulls them over, they'll wet themselves.
[00:34:14.193 --> 00:34:19.234]  I see these men out there strutting around, sticking their chests out with a 12-pack of beer, walking out of a store.
[00:34:19.655 --> 00:34:23.536]  They think watching a ball game and acting tough is what a man does.
[00:34:23.956 --> 00:34:24.956]  A man is humble.
[00:34:25.456 --> 00:34:26.896]  A man takes care of his family.
[00:34:27.177 --> 00:34:29.837]  A man knows the environment he lives in is informed.
[00:34:30.077 --> 00:34:32.278]  And a man is involved and understands history.
[00:34:33.838 --> 00:34:36.679]  That's what measured men in the past.
[00:34:37.759 --> 00:34:43.301]  Not how you could stick your chest out and festoon yourself with whatever the latest fashion is.
[00:34:45.009 --> 00:34:46.910]  And this country needs men to save it.
[00:34:47.110 --> 00:34:53.293]  You know, Chris Matthews gets up on television and says, the age of lying is here, lying is good, and that's how you're successful.
[00:34:54.474 --> 00:34:58.676]  That's how you get your woman, that's how you get your job, that's how you... No, that's not how!
[00:34:58.936 --> 00:35:01.337]  I don't want to be around a bunch of liars and a bunch of fakes!
[00:35:01.677 --> 00:35:02.678]  And a bunch of frauds!
[00:35:03.795 --> 00:35:17.721]  And all these social climbers that do whatever they think, and the groveling, I can't go to parties, I can't hardly be around people anymore, because you get around these social climbers and they're so fake, and they hate your guts, and they're not real people.
[00:35:18.521 --> 00:35:22.443]  And they'll sit there and they'll look you in the eyes and you can just see how weak they are.
[00:35:22.463 --> 00:35:27.025]  I mean, I tell you folks, you have fallen so far.
[00:35:27.465 --> 00:35:32.747]  But I know there are tens of millions of people in this country, and hundreds of millions worldwide who are still human.
[00:35:33.587 --> 00:35:45.391]  And who still know that the fraud of saying that what you act like is what you are, and that some front... And then the establishment can say what is successful.
[00:35:45.731 --> 00:35:49.732]  The establishment can say what is important.
[00:35:50.032 --> 00:35:51.012]  And then you imitate it.
[00:35:51.032 --> 00:35:59.535]  I mean, I remember reading stuff written 80 years ago about the Department of War, where they were hiring top psychiatrists on how to dumb down the public through the media.
[00:36:00.928 --> 00:36:18.072]  And how to break up the family and get rid of the middle classes, all declassified and all public, and you see the... I mean, why do you think Fox Television and all these shows and on every TV show, the man is weak, he's dumb, he's an idiot, the guy who gets all the girls is an idiot and can't talk and, you know, is a fool?
[00:36:18.452 --> 00:36:21.013]  And then young men watch that and imprint as mammals?
[00:36:21.473 --> 00:36:24.754]  We're meant to mimic those we see above us?
[00:36:26.135 --> 00:36:28.379]  And then they go act like that and can't ever get women.
[00:36:28.679 --> 00:36:29.962]  Can't ever be successful.
[00:36:30.242 --> 00:36:32.786]  And so they think then, oh I must act stupider.
[00:36:33.207 --> 00:36:34.089]  That will get me women.
[00:36:34.853 --> 00:36:52.186]  I mean, they understand our mammal activity, our basic behavior, and they just program you and manipulate you and laugh at you and write best-selling books about how they're going to destroy the country, and they're doing it right now, and you just giggle and look up with dim little eyes and say, no, there's no new world order.
[00:36:52.507 --> 00:36:53.547]  It doesn't exist.
[00:36:53.988 --> 00:36:55.189]  Everything is fine.
[00:36:55.209 --> 00:36:57.090]  We're going to come back and go right to your calls.
[00:36:57.430 --> 00:36:57.931]  Stay with us.
[00:37:00.359 --> 00:37:05.681]  Hello folks, this is Alex Jones introducing you to the incredible Berkey Solar Charger.
[00:37:05.861 --> 00:37:07.942]  Your source for free solar electricity.
[00:37:08.182 --> 00:37:15.304]  This portable system is the size of a book when folded and small enough to fit into a briefcase, handbag, or glove compartment.
[00:37:15.424 --> 00:37:26.948]  The Berkey Solar Charger has been designed to power the Berkey lights, LED lamps, as well as other applications such as mobile phones, radios, digital cameras, and PDAs when electricity is not available.
[00:37:27.328 --> 00:37:34.733]  It's multi-voltage capabilities, multiple adapters, and rechargeable batteries provide for flexible source of auxiliary backup power.
[00:37:34.993 --> 00:37:39.997]  Simply place the Berkey Solar Charger in the sun, plug in your application, and you have power.
[00:37:40.117 --> 00:37:45.140]  Disconnect your application, the system automatically begins charging its own rechargeable batteries.
[00:37:45.420 --> 00:37:50.804]  Get the incredible Berkey Solar Charger for only $75 by calling New Millennium at 888-803-4438.
[00:37:50.824 --> 00:37:52.045]  And tell them Alex Jones sent you.
[00:37:52.125 --> 00:37:53.325]  That's toll-free, triple-free.
[00:37:58.169 --> 00:38:05.836]  Hi, Steve Schenck, Fearless Task Force.
[00:38:06.336 --> 00:38:08.118]  Sure, you've got a mortgage and credit cards.
[00:38:08.418 --> 00:38:11.561]  Your debt creation is probably the smartest thing you've ever done.
[00:38:12.001 --> 00:38:13.623]  How would it be to find $75, $150, $200,000 or more you never knew you had?
[00:38:16.994 --> 00:38:21.417]  Now the task force has strategies to make these debts into virtual savings accounts.
[00:38:21.957 --> 00:38:24.299]  Ben Franklin said, a penny saved is a penny earned.
[00:38:24.939 --> 00:38:33.385]  By doing nothing more than you're doing right now, because you've used your credit, the right strategies can make the debt part of your financial life the smartest thing you've ever done.
[00:38:33.925 --> 00:38:36.627]  Oh, by the way, your strategies cost you nothing out of pocket.
[00:38:37.288 --> 00:38:40.070]  Go ahead and check out the debt elimination scams if you'd like to.
[00:38:40.590 --> 00:38:45.053]  You wouldn't take money from a loan shark, so you may not want to give your money to a debt shark,
[00:38:45.788 --> 00:38:49.313]  For an understanding of what a financial genius you truly are, call 800-409-5633.
[00:38:49.333 --> 00:38:50.394]  On the web, MyDebtFreePath.com 800-409-5633.
[00:39:00.719 --> 00:39:08.325]  What if I told you that you could put up a brand new building and save up to half the cost and up to half the time as similar conventional construction?
[00:39:08.545 --> 00:39:09.866]  It probably sounds too good to be true.
[00:39:10.047 --> 00:39:12.829]  Well, just by picking up the phone, I can prove it to you.
[00:39:13.009 --> 00:39:19.894]  If you need retail, office, or warehouse space, or if your church or school wants to expand and save money, you need General Steel.
[00:39:20.134 --> 00:39:26.819]  Call today, and we'll prove to you that your new building can go up in about half the time, and you'll save up to half the cost.
[00:39:26.960 --> 00:39:27.340]  Dial 1-800-330-8794.
[00:39:30.162 --> 00:39:31.623]  We'll help you customize your building.
[00:39:31.823 --> 00:39:32.824]  You choose the size.
[00:39:33.104 --> 00:39:37.787]  You can even add the look of brick, stucco or stone to achieve the look you want.
[00:39:38.047 --> 00:39:41.530]  If you still think this sounds too good to be true, then pick up the phone and call.
[00:39:41.710 --> 00:39:44.952]  The information is free when you call 1-800-330-8794.
[00:39:46.193 --> 00:39:53.438]  Call General Steel and find out how you can put up a brand new building in about half the time and save up to half the cost of similar conventional construction.
[00:39:53.598 --> 00:39:54.118]  Call now.
[00:39:54.138 --> 00:39:54.218]  1-800-330-8794.
[00:39:54.238 --> 00:39:54.298]  1-800-330-8794.
[00:40:00.502 --> 00:40:07.464]  When my son started having behavior problems, the total transformation techniques were like the instruction manual on how to deal with him.
[00:40:07.685 --> 00:40:08.945]  We got immediate results.
[00:40:09.285 --> 00:40:14.007]  Ever wish your kid came with an instruction manual when he's disrespectful, defiant, or even abusive?
[00:40:14.287 --> 00:40:15.087]  Do you know how to fix it?
[00:40:15.507 --> 00:40:20.869]  I'm behavioral therapist James Lehman, and I'll show you how to change your child's behavior right now with the Total Transformation.
[00:40:21.189 --> 00:40:24.271]  The program that helps you fix every behavior problem under the sun.
[00:40:24.611 --> 00:40:29.614]  Defiance, backtalking, lying, acting out in school, even problems with ADD and ADHD.
[00:40:29.834 --> 00:40:32.595]  There's no screaming, no fighting, no frustration.
[00:40:32.895 --> 00:40:37.838]  The Total Transformation is the program I've used for over 30 years to solve even the worst behavior problems.
[00:40:38.178 --> 00:40:41.920]  Your child will listen to you again, and you'll get peace and sanity back into your home.
[00:40:42.240 --> 00:40:42.881]  I guarantee it.
[00:40:43.281 --> 00:40:47.523]  Call now and get how to turn your child's attitude around in one minute or less, free with your order!
[00:40:47.543 --> 00:40:48.004]  1-800-373-0402 1-800-373-0402 Call now!
[00:40:48.024 --> 00:40:49.204]  1-800-373-0402 1-800-373-0402 Thank you for listening to GCN.
[00:41:05.402 --> 00:41:10.203]  Be sure to visit GCNlive.com today.
[00:41:11.383 --> 00:41:22.606]  Coming to you from the capital of Texas, broadcasting the truth coast to coast and worldwide, this is the Alex Jones Show.
[00:41:23.426 --> 00:41:27.667]  I just walked down the hall to get a cup of coffee, and what did I see?
[00:41:28.187 --> 00:41:32.648]  Lewis Black, that's a fake name by the way, a carpetbagger that came into Austin.
[00:41:33.223 --> 00:41:35.565]  Decades ago and set up the Austin Chronicle.
[00:41:36.606 --> 00:41:41.229]  Once it got a giant cover story about how we need to attack the Second Amendment.
[00:41:41.870 --> 00:41:45.273]  A bunch of anti-gun garbage I just scanned through in the last few minutes.
[00:41:45.773 --> 00:41:50.457]  The establishment's instinct to totally disarm us so they can have their way with us.
[00:41:51.383 --> 00:41:57.649]  Why don't you write articles, Black, about how governments killed over 200 million people last century?
[00:41:58.369 --> 00:42:03.514]  Why don't you write an article about how the international banking cartel financed 90% of that?
[00:42:04.195 --> 00:42:10.000]  Why don't you tell the truth instead of writing articles saying the Toll Road Company isn't foreign?
[00:42:11.181 --> 00:42:13.283]  How dumb do you think your readers are?
[00:42:15.065 --> 00:42:16.346]  I'm just sick of lies!
[00:42:16.606 --> 00:42:17.667]  I'm sick of it!
[00:42:18.729 --> 00:42:23.851]  And I'm sick of you being mesmerized by things that don't matter so they can run these lies on you!
[00:42:29.053 --> 00:42:30.874]  I said I'd take calls, and the phones are loaded here.
[00:42:34.496 --> 00:42:35.796]  Let's go ahead and take a few here.
[00:42:36.597 --> 00:42:38.037]  Let's go ahead and talk to George.
[00:42:39.298 --> 00:42:40.778]  Wait, he's not first here.
[00:42:40.978 --> 00:42:46.060]  Let's talk to Kyle and Bastrop first, right around Central Texas.
[00:42:46.080 --> 00:42:47.121]  You're on the air, go ahead.
[00:42:48.110 --> 00:42:56.516]  Hey Alex, I totally agree with what you're saying about the UT and everybody worshipping the athletes and everything.
[00:42:56.536 --> 00:43:04.221]  You know, I have friends, you know, we were watching a game the other day and he was just knowing everything about Vince Young and I'm like, hey dude, they're a Dollars Indie guy and everything.
[00:43:04.241 --> 00:43:06.983]  He's like, oh whatever dude, why do you pay attention to that?
[00:43:07.003 --> 00:43:09.444]  You know, I agree with you there.
[00:43:09.464 --> 00:43:13.847]  You know, it's so, you know, it's hard to deal with people sometimes.
[00:43:14.228 --> 00:43:16.189]  And we don't eat beef on game day.
[00:43:16.229 --> 00:43:17.590]  That's bad luck for Bevo.
[00:43:18.462 --> 00:43:34.490]  Oh, I mean... I mean, seriously, I see people, a lot of these kids, you know, that are, you know, going to ACC or local college or whatever, and they have no money, but they'll go and spend 300 bucks per ticket, and then, you know, they wonder why they have no money.
[00:43:34.510 --> 00:43:36.491]  You know, they're spending on Xbox 360 here.
[00:43:36.731 --> 00:43:42.273]  Well, I mean, I mean, the credit card companies have the financial advisors at the school, who they're paying, by the way.
[00:43:42.313 --> 00:43:43.634]  It's totally illegal, but they do it.
[00:43:44.315 --> 00:43:48.038]  Uh, you know, it's legalized criminality to tell them to get more credit cards.
[00:43:48.078 --> 00:43:49.860]  The whole thing is meant to rape people.
[00:43:49.900 --> 00:43:51.102]  And here's my point.
[00:43:51.522 --> 00:43:54.085]  People don't know about, you know, their family history.
[00:43:54.125 --> 00:43:56.507]  They don't know about, you know, anything.
[00:43:56.527 --> 00:43:58.830]  There's all these amazing things going on.
[00:43:59.270 --> 00:44:04.736]  But all they know about is issues that don't matter today, much less tomorrow.
[00:44:04.796 --> 00:44:14.146]  That's all I'm saying, is that people could be into sports and things, but it's that it is designed, it is given all of this attention to destroy.
[00:44:14.246 --> 00:44:18.110]  It is given all this attention to be a distraction from real issues.
[00:44:19.190 --> 00:44:20.191]  Oh, I agree, you know.
[00:44:21.112 --> 00:44:22.114]  I work at a bank, you know.
[00:44:22.134 --> 00:44:25.938]  I see a lot of people who come through who don't even know how to fill out a deposit slip, you know.
[00:44:25.958 --> 00:44:26.939]  They don't have their account number.
[00:44:27.039 --> 00:44:28.381]  I mean... Here's the deal.
[00:44:28.481 --> 00:44:31.905]  I used to go... I've been going to that Bob Bullock IMAX theater since it opened.
[00:44:31.925 --> 00:44:32.426]  What, 8, 9, 10 years ago?
[00:44:33.991 --> 00:44:40.294]  I've probably seen 10, 15 IMAX films there, because I don't watch a lot of TV, but I go see IMAX films occasionally.
[00:44:40.334 --> 00:44:43.175]  I saw Sea Monsters in 3D, unbelievably powerful.
[00:44:44.256 --> 00:44:45.616]  Best 3D I've ever seen last night.
[00:44:46.076 --> 00:44:53.500]  And it was the first time that the crowd was so dumb, I tried to tell them don't throw their glasses, the 3D glasses, you know, in the trash.
[00:44:53.940 --> 00:44:55.881]  They thought the trash can was the place to put them.
[00:44:56.101 --> 00:45:00.723]  And I didn't argue, I just watched everybody line up, and I told them, no, no guys, the bucket's out in the hall.
[00:45:01.263 --> 00:45:03.164]  But they didn't used to do that, that's the point.
[00:45:03.964 --> 00:45:05.225]  Everyone's unraveling!
[00:45:05.305 --> 00:45:06.426]  It's like they're zombies!
[00:45:06.486 --> 00:45:08.707]  It's like Attack of the Living Dead, man!
[00:45:08.727 --> 00:45:12.750]  And they've all got Bebo shirts on and they're all throwing them in the trash can!
[00:45:13.010 --> 00:45:16.892]  Because, listen, less than 4% of Americans now read a book in a year!
[00:45:17.273 --> 00:45:20.034]  I mean, they just are made to be raped, folks!
[00:45:20.334 --> 00:45:22.196]  And the government's totally bought and paid for it!
[00:45:22.576 --> 00:45:24.377]  I mean, I appreciate your call, man.
[00:45:24.577 --> 00:45:25.498]  I mean, here's another example.
[00:45:26.838 --> 00:45:27.979]  They play little games with you.
[00:45:27.999 --> 00:45:30.561]  They have this big national blitz on radio and TV.
[00:45:31.582 --> 00:45:40.527]  Right before the Iraq War going, the dirty Frenchies want some of the weapons and building contracts, but they didn't support the war.
[00:45:40.968 --> 00:45:43.489]  Americans, are we going to give that to dirty Frenchies?
[00:45:44.750 --> 00:45:46.191]  No, no dirty Frenchies!
[00:45:46.951 --> 00:45:52.814]  Alright, everybody knows the dirty Freedom Fries, all this, you know, I'm not going to drink red wine anymore, all this stuff.
[00:45:53.655 --> 00:45:57.017]  And they go, that's right, that's why Halliburton gets no-bid contracts.
[00:45:57.597 --> 00:46:00.819]  And then I hear National Host knowingly treating you like you're idiots.
[00:46:01.437 --> 00:46:05.159]  See, they'll talk to you, that, oh, I like you, you good American.
[00:46:05.399 --> 00:46:06.640]  Oh, you're a great American.
[00:46:06.800 --> 00:46:07.841]  You're a fine American.
[00:46:08.061 --> 00:46:11.863]  Most of these guys are famous beatniks from the 60s, turned fake conservative.
[00:46:11.883 --> 00:46:14.104]  I mean, it's so sick what they do to you.
[00:46:15.605 --> 00:46:17.486]  When the debate was about U.S.
[00:46:17.546 --> 00:46:20.808]  companies couldn't bid, they were no-bid contracts.
[00:46:21.268 --> 00:46:23.189]  Foreigners were never allowed to have bids.
[00:46:23.849 --> 00:46:24.370]  Now,
[00:46:26.033 --> 00:46:29.176]  Halliburton and almost every one of those companies have moved to Dubai.
[00:46:29.456 --> 00:46:30.957]  Cheney's bought a house in Dubai.
[00:46:31.257 --> 00:46:35.461]  Cheney dumped all of his currency stock into Euros last year.
[00:46:35.541 --> 00:46:37.603]  He's totally forsaking America.
[00:46:38.103 --> 00:46:39.184]  It doesn't matter, folks.
[00:46:39.204 --> 00:46:41.426]  They're going to run around with tears in their eyes.
[00:46:41.886 --> 00:46:45.229]  Blackwater USA, oh, they're not mercenaries, they're loyal Americans.
[00:46:45.949 --> 00:46:49.832]  20% of the Iraq forces, illegal aliens legalized, most of them aggravated felons.
[00:46:50.273 --> 00:46:54.115]  I mean, you couldn't... I mean, we have troops that are foreigners who are aggravated felons.
[00:46:54.536 --> 00:47:00.300]  We have giant, 180,000 mercenary army running around, saying they'll operate domestically.
[00:47:00.700 --> 00:47:03.903]  We have the corporations all... Let me give you a little news flash.
[00:47:05.244 --> 00:47:10.568]  The people claiming that they're patriotic have all written white papers.
[00:47:10.988 --> 00:47:13.390]  I mean, Cheney, Rockefeller, Bush, all of them.
[00:47:14.799 --> 00:47:16.620]  Saying they want the end of the United States.
[00:47:16.760 --> 00:47:18.240]  Saying they want a new world order.
[00:47:19.060 --> 00:47:19.681]  Here's an article.
[00:47:19.701 --> 00:47:21.901]  It's just in my stack.
[00:47:21.921 --> 00:47:22.322]  Where'd it go?
[00:47:22.342 --> 00:47:24.622]  I've still got it on the screen.
[00:47:24.882 --> 00:47:26.623]  Times of London today.
[00:47:26.663 --> 00:47:27.143]  Sunday Times.
[00:47:27.683 --> 00:47:30.444]  Bush tortures follow where the Nazis led.
[00:47:30.724 --> 00:47:32.725]  See, demonizing the name of the U.S.
[00:47:32.945 --> 00:47:33.725]  all by design.
[00:47:35.146 --> 00:47:36.746]  It's all part of the globalist plan.
[00:47:37.026 --> 00:47:40.207]  But you can't figure that out, some of you neocons and liberals out there.
[00:47:40.227 --> 00:47:42.048]  By the way, I have literally
[00:47:42.845 --> 00:47:44.446]  Twenty, thirty articles a week.
[00:47:44.486 --> 00:47:49.648]  It's probably, there's like five today I saw, where Bush is meeting with Hillary's people every week.
[00:47:49.668 --> 00:47:51.469]  They're appointing all these Clinton people.
[00:47:52.209 --> 00:47:54.970]  I knew before that Clinton was CIA, met with Bush Sr.
[00:47:54.990 --> 00:47:57.611]  eleven times in the year before the election, went to Bilderberg with him.
[00:47:58.071 --> 00:47:58.972]  I reported on that.
[00:47:59.032 --> 00:48:07.215]  I had Terry Reid, the high-level CIA, who was at MENA Arkansas and unloading the cocaine and seeing all these people.
[00:48:08.001 --> 00:48:09.703]  I mean, this is a published book.
[00:48:09.743 --> 00:48:10.443]  They don't deny it.
[00:48:10.884 --> 00:48:19.551]  I mean, I've interviewed the people at Ellaponga Air Base, number one DEA agent Sully Castillo, watching high-level government officials loading the cocaine.
[00:48:19.951 --> 00:48:23.294]  I mean, folks, Bill Clinton, George Bush, give me a break!
[00:48:23.714 --> 00:48:26.096]  This is so staged, it makes my head spin.
[00:48:26.316 --> 00:48:30.040]  And here it is, New York Times, London Guardian.
[00:48:31.060 --> 00:48:35.064]  I've got five stories today covering all of this, and it says in the clearest
[00:48:35.769 --> 00:48:37.069]  Sign of a shift in gear.
[00:48:37.109 --> 00:48:46.891]  Defense Secretary Robert Gates is in appointment of John Harm, a former official in the President Clinton's administration, to chair the Defense Policy Board, once led by Richard Perle.
[00:48:47.071 --> 00:48:52.293]  I mean, Hillary's collected more money than all the Republicans combined, and double any Democrat.
[00:48:52.473 --> 00:48:53.733]  They've never had numbers like that.
[00:48:53.933 --> 00:48:55.613]  The Republicans aren't really running.
[00:48:55.913 --> 00:48:57.174]  They just collect campaign money.
[00:48:57.194 --> 00:48:58.634]  The only real candidates were on Paul.
[00:49:00.942 --> 00:49:11.750]  I mean, I remember with horror learning from New York insiders that Rupert Murdoch and Roger Ailes were literally behind Hillary Clinton five years ago.
[00:49:11.870 --> 00:49:12.670]  I warned you about that.
[00:49:12.690 --> 00:49:13.651]  I said, it's going to be Hillary.
[00:49:13.951 --> 00:49:14.732]  It's all staged.
[00:49:14.752 --> 00:49:15.172]  They're meeting.
[00:49:15.192 --> 00:49:15.992]  I got this from New York.
[00:49:16.393 --> 00:49:22.837]  A year later, it was the New York Observer about how they have secret four-hour dinners every week.
[00:49:23.458 --> 00:49:25.299]  Okay, now it's out in the open.
[00:49:25.559 --> 00:49:26.760]  Fundraisers for her.
[00:49:27.799 --> 00:49:28.919]  It's staged.
[00:49:29.139 --> 00:49:30.380]  Let me tell you again.
[00:49:30.740 --> 00:49:32.220]  At that level, it's staged.
[00:49:32.260 --> 00:49:37.262]  The only candidate who is real is Ron Paul, ladies and gentlemen.
[00:49:37.282 --> 00:49:42.043]  Dennis Kucinich is a confiscate the guns, hardcore New World Order person.
[00:49:42.364 --> 00:49:43.844]  I don't want to hear how he's going to save me.
[00:49:43.944 --> 00:49:44.364]  Please.
[00:49:45.845 --> 00:49:47.545]  Now the left's finally waking up to this.
[00:49:47.765 --> 00:49:52.487]  I mean, Hillary Clinton went to Bilderberg Group in 2006 illegally, ladies and gentlemen.
[00:49:53.347 --> 00:49:53.847]  She was there.
[00:49:54.207 --> 00:49:55.387]  Violation of the Logan Act.
[00:49:56.168 --> 00:49:57.008]  So did Rick Perry.
[00:49:59.076 --> 00:49:59.476]  This year?
[00:50:01.158 --> 00:50:02.639]  I remember talking about Bilderberg Group.
