[00:00:00.049 --> 00:00:01.150]  Do Our City Pass.
[00:44:22.671 --> 00:44:28.314]  But the idea that it would implode, the implosion that took place, I actually didn't realize that until much later.
[00:44:28.754 --> 00:44:32.476]  Because when that happened, I was in the police department command post, so I didn't see it.
[00:44:32.896 --> 00:44:33.316]  I heard it.
[00:44:34.125 --> 00:44:35.065]  I saw the result of it.
[00:44:35.085 --> 00:44:37.366]  The building started shaking and the desk started shaking.
[00:44:38.666 --> 00:44:40.887]  Okay, did you hear him?
[00:44:41.607 --> 00:44:45.448]  He thought it'd come down in stages, fall apart in stages, like Building 7 did.
[00:44:47.309 --> 00:44:49.669]  And then there's news in the other comments he made there.
[00:44:50.730 --> 00:44:53.591]  But, I mean, it's just incredible.
[00:44:54.531 --> 00:44:58.452]  And folks, your children are going to be taught that Building 7 now fell in stages.
[00:45:00.143 --> 00:45:01.584]  Doesn't matter if we got video of it.
[00:45:01.604 --> 00:45:10.972]  Doesn't matter if we got Gonzales memos and Gonzales emails and all the admissions that he was at the meetings and he premeditatedly lied and he gave all the orders.
[00:45:11.032 --> 00:45:12.714]  Doesn't matter if it's admitted.
[00:45:12.734 --> 00:45:17.538]  And then the media talks about how there's emails that are lost.
[00:45:17.558 --> 00:45:18.739]  Well, we have all the other emails.
[00:45:18.799 --> 00:45:20.661]  He's already admitted he called the shots.
[00:45:21.642 --> 00:45:27.707]  They'll now make it about, well, they won't release the other emails as if we haven't proven yet that Gonzales was a liar.
[00:45:29.295 --> 00:45:35.197]  As if we haven't proven that Rudolph, my dad, was a mob boss Giuliani, isn't a complete piece of trash.
[00:45:38.338 --> 00:45:40.478]  By the way, he was at the scene with the London bombings.
[00:45:41.159 --> 00:45:42.619]  He's a smooth operator, let me tell you.
[00:45:45.680 --> 00:45:48.101]  And I've just had enough of it, personally.
[00:45:49.561 --> 00:45:52.742]  It's a big story, the John Kerry clip.
[00:45:52.762 --> 00:45:58.364]  I want to think, I called Sunday night, I guess it was already about
[00:46:02.825 --> 00:46:06.527]  It was probably already about four or five o'clock, six o'clock in L.A., I don't know.
[00:46:06.587 --> 00:46:11.630]  And I called the guys and they all came into the office, some locals, and shot the video.
[00:46:11.670 --> 00:46:16.153]  It booked people of Teresa Hines Carey and John Carey.
[00:46:18.714 --> 00:46:23.457]  And I saw that a few weeks ago in the newspaper and I just groaned, because I don't like being around these people.
[00:46:23.497 --> 00:46:25.218]  It's not that I'm afraid to go confront them.
[00:46:26.119 --> 00:46:27.880]  I should have, I have in the past.
[00:46:28.675 --> 00:46:48.322]  But I've sent my crew to do it lately, and I tell others to go do it, just because... I mean, I do do a lot of other work, and I'm trying to make a film, and doing all these other things, and I just... I know, you know, it puts me out there, and people like to see me do it, and... But more and more, I don't go out in front of these people myself, just because... It's just more like a sadness when I'm around them.
[00:46:48.482 --> 00:46:49.343]  They're so pathetic.
[00:46:52.544 --> 00:46:57.146]  I mean, it's like... Facing down a bag of rotten garbage.
[00:46:57.206 --> 00:46:57.846]  It's not like it's...
[00:46:58.527 --> 00:47:00.508]  I'm tough to face down the bag of rotten garbage.
[00:47:00.528 --> 00:47:01.889]  I just don't want to be around it or smell it.
[00:47:02.209 --> 00:47:06.032]  You know, it's kind of like, you ever get really drunk on something in college?
[00:47:06.672 --> 00:47:09.134]  You know, crawling around the bathroom floor drunk?
[00:47:09.834 --> 00:47:10.655]  As many of us did.
[00:47:10.695 --> 00:47:12.376]  And then one time I did it on gin.
[00:47:12.396 --> 00:47:14.597]  And a few days later somebody said, here, have some gin.
[00:47:15.037 --> 00:47:16.178]  And I basically retched.
[00:47:16.879 --> 00:47:17.819]  Almost threw up again.
[00:47:17.839 --> 00:47:19.660]  And it's gotten like that.
[00:47:19.700 --> 00:47:21.321]  To be around him and even look at Bush.
[00:47:22.102 --> 00:47:23.783]  To be around Kerry.
[00:47:24.223 --> 00:47:25.184]  To be around Hillary.
[00:47:25.204 --> 00:47:26.044]  Janet Reno.
[00:47:26.124 --> 00:47:26.805]  All these types.
[00:47:27.910 --> 00:47:29.010]  Because it makes me sick.
[00:47:29.150 --> 00:47:37.013]  They always have jowls, and they always have little ticks of pleasure, watching them feed on power pleasure, because they're actually so weak.
[00:47:38.473 --> 00:47:43.395]  To be around them makes me sick, because they're always enjoying themselves lying.
[00:47:43.435 --> 00:47:51.697]  They have endless energy to go out and greedily grab more, and greedily engage in lies, and compete with each other in evil.
[00:47:55.313 --> 00:47:55.793]  But I am.
[00:47:55.813 --> 00:47:58.915]  Next time I see that, I'll definitely... I could have been there anyways.
[00:47:58.935 --> 00:48:04.957]  I had important business, but... I kind of like, you know, saw it in the newspaper, and, oh, I'll tell the guys about that, and then I kind of subconsciously didn't.
[00:48:06.418 --> 00:48:09.099]  But luckily, other locals noticed and went and got the video of it.
[00:48:11.019 --> 00:48:14.481]  Let's play that audio clip of Kerry talking about Building 7.
[00:48:14.681 --> 00:48:17.222]  And then there's a key part here.
[00:48:17.242 --> 00:48:24.005]  I've got the transcript, but... You know, there's a key part here that we need to play repeatedly, so I'll tell you where to back it up to, but... Go ahead and play that clip.
[00:48:24.025 --> 00:48:24.445]  Do you have it?
[00:48:26.664 --> 00:48:27.245]  Fantastic.
[00:48:27.265 --> 00:48:28.165]  Let's go ahead and roll that.
[00:48:28.185 --> 00:48:29.867]  One question I have for you.
[00:48:30.867 --> 00:48:38.513]  World Trade Center 7 was brought down on September 11th at 520 in the evening.
[00:48:39.554 --> 00:48:53.525]  The leaseholder of the World Trade Center complex, Larry Silberstein, gave a public interview on PBS in 2002 and he said that they pulled that building, which is a demolition term for intentionally bringing down a building.
[00:48:54.145 --> 00:48:58.169]  This man made over five billion dollars from those buildings' destruction.
[00:48:58.830 --> 00:49:08.879]  And I want to know if there was ever a formal investigation into Larry Silverstein, the leaseholder of the World Trade Center Complex, and his ties to this entire event.
[00:49:09.720 --> 00:49:11.501]  I don't believe there's been a formal investigation.
[00:49:11.582 --> 00:49:12.302]  I haven't heard that.
[00:49:12.362 --> 00:49:13.083]  I don't know that.
[00:49:13.163 --> 00:49:14.144]  I do know that, uh...
[00:49:15.484 --> 00:49:24.907]  That wall, I remember, was in danger, and I think that they made a decision based on the danger that it had of destroying other things, that they did it in a controlled fashion.
[00:49:25.707 --> 00:49:29.088]  You know, he's part of the construction, reconstruction effort for the memorial.
[00:49:29.108 --> 00:49:29.988]  All right, stop right there.
[00:49:30.348 --> 00:49:31.668]  Back in about 20 seconds.
[00:49:31.688 --> 00:49:37.910]  You see, the slurry wall is there to hold back the bay.
[00:49:38.010 --> 00:49:39.330]  It's there to hold back the river.
[00:49:40.310 --> 00:49:42.331]  And they were always worried about that wall.
[00:49:43.195 --> 00:49:49.037]  With other buildings, when they were getting rid of the wreckage of 5 and 6, but he's specifically talking about that day's events.
[00:49:49.077 --> 00:49:50.698]  He's been asked about those days' events.
[00:49:51.919 --> 00:49:52.999]  This is as clear as day.
[00:49:53.579 --> 00:50:04.103]  Kerry is saying there that he doesn't know about Silverstein and insurance money, and should there be an investigation.
[00:50:04.143 --> 00:50:08.105]  But he says, I do know, and he tries to back Silverstein up is what he's doing.
[00:50:08.837 --> 00:50:12.220]  That yeah, there was a wall that was endangered, and that's what they kept saying.
[00:50:12.240 --> 00:50:14.161]  The wall's right there by 7, by 5, by 6.
[00:50:15.743 --> 00:50:19.106]  That they needed to have it come down in a controlled fashion to protect that.
[00:50:19.726 --> 00:50:24.910]  Some people were emailing us, the minority, saying, no, no, no, they're talking about bringing down the wall.
[00:50:25.531 --> 00:50:36.400]  No, they didn't want to bring down the slurry wall to let the giant river there pour in to
[00:50:40.248 --> 00:50:48.535]  They didn't want the West River pouring into the bathtub, as they called it, the big hollowed out, below sea level area.
[00:50:49.255 --> 00:50:50.976]  That would have flooded large areas of New York.
[00:50:50.997 --> 00:50:52.798]  That's why it all had to be done very carefully.
[00:50:53.198 --> 00:50:56.321]  These things must be done very delicately, as the Wicked Witch of the West says.
[00:50:56.341 --> 00:50:57.482]  I remember Mark Kornke said that.
[00:50:57.502 --> 00:50:58.362]  I've got to get him back on.
[00:50:59.643 --> 00:51:01.945]  These things must be done very delicately.
[00:51:01.965 --> 00:51:04.707]  I mean, it's clear English, what he's saying.
[00:51:04.727 --> 00:51:06.349]  When we get back, I'm going to play it again.
[00:51:06.369 --> 00:51:08.390]  Maybe I'll play it again.
[00:51:08.890 --> 00:51:09.331]  And then again.
[00:51:09.975 --> 00:51:10.615]  Then I promise.
[00:51:10.655 --> 00:51:13.377]  I know we got people holding from England and you name it.
[00:51:16.698 --> 00:51:19.500]  So we'll get to you on the other side.
[00:51:20.460 --> 00:51:21.361]  I'm Alex Jones.
[00:51:21.881 --> 00:51:22.601]  Don't forget the websites.
[00:51:22.621 --> 00:51:25.103]  There are InfoWars.com.
[00:51:25.123 --> 00:51:26.543]  There's PrisonPlanet.com.
[00:51:26.563 --> 00:51:29.165]  There's JonesReport.com and InfoWars.net.
[00:51:29.225 --> 00:51:32.426]  And remember, when you buy the books and videos, you support us.
[00:51:33.066 --> 00:51:33.947]  And we need your support.
[00:51:38.533 --> 00:51:43.960]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[00:51:44.361 --> 00:51:51.971]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:51:52.699 --> 00:51:59.740]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:52:00.141 --> 00:52:11.543]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:52:11.883 --> 00:52:15.364]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:52:15.844 --> 00:52:17.764]  It's an anthology of government crimes.
[00:52:18.104 --> 00:52:21.945]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:52:22.549 --> 00:52:29.534]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[00:52:35.499 --> 00:52:40.461]  Now, you can bring Berkey Purification Power anywhere with the Sport Berkey Filtration Bottle.
[00:52:40.761 --> 00:52:43.002]  Ideal for sporting games, camping, or boating.
[00:52:43.082 --> 00:52:50.544]  Our Sport Berkey is small enough to store in your glove box, so it's ideal backup for unexpected emergencies like blackouts, floods, or earthquakes.
[00:52:50.885 --> 00:52:53.886]  It's simply the best personal water filtration system available.
[00:52:54.206 --> 00:52:57.627]  So effective, you can drink raw, untreated water from lakes, rivers, and streams.
[00:52:57.967 --> 00:53:07.334]  Unlike other sport bottles, the Sport Berkey's patented filter formulation is so powerful it removes cysts, parasites, harmful bacteria, and chemicals like herbicides and pesticides.
[00:53:07.594 --> 00:53:11.077]  It even reduces radon-222, lead, and other heavy metals.
[00:53:11.337 --> 00:53:18.443]  This lightweight, rugged 22-ounce filter is small enough to go everywhere, so take one to work and keep another in your glove box for emergencies.
[00:53:18.683 --> 00:53:20.044]  Get the Berkey Sport for only $39.
[00:53:20.104 --> 00:53:21.845]  Get two for $70 by calling New Millennium at 888-803-4438.
[00:53:26.829 --> 00:53:28.213]  Order your Berkey Sport today!
[00:53:28.454 --> 00:53:31.041]  That's toll free, 888-803-4438 or order on the web at BerkeyWater.com.
[00:53:34.938 --> 00:53:36.639]  Hello friends, Alex Jones here.
[00:53:36.879 --> 00:53:40.582]  I want you to imagine waking up one morning to find out you've been burglarized.
[00:53:40.902 --> 00:53:43.123]  An intruder has taken your personal possessions.
[00:53:43.624 --> 00:53:49.848]  Credit card numbers, social security cards, banking information, and more, all in the hands of a total stranger.
[00:53:49.988 --> 00:53:54.891]  What's worse is, you realize he got it through your front door because you left it unlocked.
[00:53:55.111 --> 00:54:04.057]  Every time you walk away from your computer, leaving your internet connection on, you are virtually inviting hackers, criminals, and Big Brother to access your personal information.
[00:54:04.437 --> 00:54:10.460]  Put a stop to this right now with the Net7 Network Security Switch from Net7 Technologies.
[00:54:10.700 --> 00:54:13.782]  Turn your internet on and off with one simple switch.
[00:54:13.882 --> 00:54:16.963]  There's no software to load, and it's so easy to install.
[00:54:17.324 --> 00:54:22.406]  Right now, you can order your Net7 Security Switch from Net7 Technologies for only $39.95.
[00:54:23.226 --> 00:54:26.328]  For a limited time, receive free shipping with your order.
[00:54:26.748 --> 00:54:28.709]  Visit Net7Tech.com.
[00:54:28.869 --> 00:54:33.932]  That's Net, the number 7, Tech.com, and start protecting yourself today.
[00:54:43.726 --> 00:54:45.767]  All right.
[00:54:47.989 --> 00:54:50.510]  Paul, George, Sharon, Wesley, Nathan, we're going to get to you.
[00:54:50.851 --> 00:54:52.031]  Wide open phones the next hour.
[00:54:52.071 --> 00:54:52.852]  Tons of other news.
[00:54:52.872 --> 00:54:53.993]  1-800-259-9231 is the number.
[00:54:56.738 --> 00:54:57.238]  I haven't heard that.
[00:54:57.258 --> 00:54:58.338]  I don't know that.
[00:54:58.358 --> 00:54:58.798]  I do know that
[00:55:25.538 --> 00:55:26.699]  Okay, back it up again.
[00:55:26.719 --> 00:55:27.620]  Now let's be real clear here.
[00:55:27.640 --> 00:55:31.903]  Building 7, okay, was brought down in a controlled demolition, he's saying, to protect the slurry wall.
[00:55:31.923 --> 00:55:33.484]  He's being asked about Building 7.
[00:55:56.295 --> 00:56:00.117]  And he says, I heard it was brought down in a controlled fashion.
[00:56:00.977 --> 00:56:02.658]  Because of the wall.
[00:56:02.918 --> 00:56:03.939]  To protect the wall.
[00:56:04.459 --> 00:56:05.980]  Not to blow up the wall.
[00:56:06.660 --> 00:56:08.041]  As the neocons are saying.
[00:56:09.222 --> 00:56:09.582]  Okay?
[00:56:10.062 --> 00:56:14.104]  Now, you could do mental gymnastics and say he might have been talking about Papa Smurf.
[00:56:14.664 --> 00:56:16.605]  He might have been talking about the Blue Bunny, too.
[00:56:17.086 --> 00:56:19.367]  He might have been talking about Over the Rainbow, the Pot of Gold.
[00:56:20.187 --> 00:56:22.629]  He could have been talking about Reptoids from Planet Klu Klux.
[00:56:23.985 --> 00:56:24.606]  I haven't heard that.
[00:56:24.646 --> 00:56:25.206]  I don't know that.
[00:56:25.226 --> 00:56:26.467]  I do know that
[00:56:46.355 --> 00:56:55.087]  That wall, I remember, was in danger and I think that they made a decision based on the danger that it had, destroying other things, that they did it in a controlled fashion.
[00:56:56.331 --> 00:57:00.293]  See, see, maybe later when we have time I'll play the whole thing again.
[00:57:00.633 --> 00:57:06.575]  He's being asked, hey, you know there's been an investigation about Silverstein being involved, basically for insurance money on Building 7.
[00:57:06.755 --> 00:57:09.156]  And Kerry's like, no, no, I hadn't heard that.
[00:57:09.176 --> 00:57:12.557]  No, no, no, I heard they brought it down to save the wall.
[00:57:12.977 --> 00:57:14.058]  The slurry wall, see.
[00:57:14.538 --> 00:57:16.839]  No, no, no, we wasn't, there's no investigation.
[00:57:16.859 --> 00:57:17.999]  I hadn't heard about an investigation.
[00:57:18.019 --> 00:57:19.640]  The Silverstein, he's good.
[00:57:20.120 --> 00:57:22.561]  I did heard they brought down 7, though, to save things.
[00:57:24.039 --> 00:57:24.299]  See?
[00:57:24.779 --> 00:57:29.342]  And we have Silverton saying they brought down 7 to protect the other buildings.
[00:57:29.702 --> 00:57:30.862]  And then people try to spin that.
[00:57:32.503 --> 00:57:38.646]  And, uh... And again, everybody's entitled to their own opinion on this issue.
[00:57:39.426 --> 00:57:48.311]  But, again, who could listen to that and not... It's like Bill Clinton saying, I didn't lie about not having sex with that woman, Monica Lewinsky.
[00:57:48.831 --> 00:57:51.692]  And then he spun it and said, depends on what the word is, is.
[00:57:52.072 --> 00:57:53.233]  How you interpret is.
[00:57:54.002 --> 00:57:59.705]  I mean, yes, you can engage in lawyer, Olympics-level gymnastics.
[00:58:00.875 --> 00:58:08.540]  And I get a perfect ten and maybe, see that's how propaganda works, just convincing enough people, well maybe he's not, maybe we should back off that.
[00:58:08.800 --> 00:58:16.105]  Or maybe it is a blue screen behind them on BBC and maybe the seven had already fallen and they just got the tape wrong.
[00:58:16.445 --> 00:58:20.388]  BBC says no, it was up a window and we were wrong.
[00:58:20.608 --> 00:58:25.531]  No, no, no you're not wrong BBC, it's a blue screen.
[00:58:28.201 --> 00:58:30.001]  And no, Silverstein's not really saying that.
[00:58:30.041 --> 00:58:32.322]  And no, those really aren't blast squibs coming out.
[00:58:32.342 --> 00:58:34.402]  And no, NORAD really didn't stand down.
[00:58:34.442 --> 00:58:36.543]  And no, hijackers really weren't trained at U.S.
[00:58:36.583 --> 00:58:37.003]  bases.
[00:58:37.643 --> 00:58:41.443]  And no, no, no, no, no, no, no.
[00:58:41.523 --> 00:58:42.184]  I mean, come on.
[00:58:42.784 --> 00:58:46.324]  If anything's wrong, if anything's disproven in the official story, it all falls.
[00:58:46.364 --> 00:58:47.624]  And the whole thing's been disproven.
[00:58:48.345 --> 00:58:55.986]  It's not up to us to prove exactly what happened, but we know that the official story's a lie, and then you go look at the evidence, and every flashing arrow
[00:58:56.838 --> 00:58:58.959]  Points right at criminal elements of the government.
[00:58:59.339 --> 00:59:03.800]  From motive, to capability to carry it out, to the actual evidence.
[00:59:04.760 --> 00:59:05.080]  Alright?
[00:59:06.561 --> 00:59:09.902]  And now they're saying, do what we say or the terrorists are gonna hit you again.
[00:59:10.422 --> 00:59:12.482]  Well, look at who's saying it, and they're the terrorists.
[00:59:12.782 --> 00:59:13.463]  We'll be right back.
[00:59:15.323 --> 00:59:19.864]  Copies of the preceding broadcast are available at GCNlive.com or call toll-free 877-376-45.
[00:59:25.814 --> 00:59:28.995]  Introducing the most efficient gravity filter available.
[00:59:29.035 --> 00:59:33.076]  You know, if you were to throw 100 ball bearings at a magnet, most would bounce off.
[00:59:33.196 --> 00:59:35.757]  But, if you placed them on the magnet, all would stick.
[00:59:35.817 --> 00:59:38.158]  The same principle applies in water filtration.
[00:59:38.338 --> 00:59:44.340]  Most filtration systems force water through the filter at 60 to 90 psi, causing water molecules to
[00:59:44.360 --> 00:59:44.700]  I'm good.
[00:59:59.196 --> 01:00:02.577]  Organic solvents, foul tastes, odors, heavy metals, and nitrates.
[01:00:02.777 --> 01:00:09.240]  It is so powerful it purifies raw, untreated water from remote lakes, streams, and stagnant ponds.
[01:00:09.280 --> 01:00:12.181]  Get the Advanced Berkey Light Purifier for only $279 by calling New Millennium.
[01:00:12.201 --> 01:00:14.122]  888-803-4438 or order on the web at berkeywater.com.
[01:00:14.182 --> 01:00:15.322]  Not yet available in Iowa.
[01:00:24.537 --> 01:00:26.458]  Waging war on corruption.
[01:00:26.919 --> 01:00:29.781]  Alex Jones on the GCN Radio Network.
[01:00:36.286 --> 01:00:36.946]  Big Brother.
[01:00:37.607 --> 01:00:38.667]  Mainstream media.
[01:00:39.368 --> 01:00:40.489]  Government cover-ups.
[01:00:41.129 --> 01:00:41.950]  You want answers?
[01:00:42.710 --> 01:00:43.491]  Well, so does he.
[01:00:44.247 --> 01:00:47.871]  He's Alex Jones on the GCN Radio Network.
[01:00:48.452 --> 01:00:52.516]  And now, live from Austin, Texas, Alex Jones.
[01:01:08.750 --> 01:01:18.758]  All right, ladies and gentlemen, we are now back into the second hour of this live worldwide broadcast, and we're going to be going to your calls now.
[01:01:19.779 --> 01:01:23.702]  Coming up, the mysteries of the 9-11 car bombs.
[01:01:24.483 --> 01:01:31.429]  Evidence points towards multiple roaming backup teams with vans full of explosives.
[01:01:33.155 --> 01:01:36.337]  Also, Giuliani warns of new 9-11 if the Democrats win.
[01:01:36.957 --> 01:01:42.301]  Zbigniew Brzezinski, of course, has suggested the false flag event could kick-start Iran war.
[01:01:42.881 --> 01:01:46.323]  He had Luke Hradowski and others drug out of a meeting.
[01:01:46.343 --> 01:01:48.905]  They even tried to get their videotape when they questioned them.
[01:01:48.945 --> 01:01:49.585]  That's coming up.
[01:01:50.005 --> 01:01:54.228]  Fellow Ranger was ordered to conceal the truth about Tillman's death.
[01:01:54.368 --> 01:01:57.790]  Ranger alleges cover-up in Tillman case.
[01:01:59.832 --> 01:02:00.232]  Also,
[01:02:01.408 --> 01:02:02.289]  We'll get into why.
[01:02:02.309 --> 01:02:03.350]  I said I'd do this last hour.
[01:02:03.390 --> 01:02:03.890]  I haven't yet.
[01:02:04.431 --> 01:02:06.412]  Why Rosie O'Donnell left The View.
[01:02:06.773 --> 01:02:11.937]  We've got some inside information for you on that.
[01:02:12.637 --> 01:02:16.320]  Right now, let's go ahead and go to your calls as promised.
[01:02:16.381 --> 01:02:19.563]  Let's talk to Paul in the United Kingdom first.
[01:02:19.603 --> 01:02:20.684]  Thank you for holding, Paul.
[01:02:20.964 --> 01:02:21.605]  You're on the air.
[01:02:21.625 --> 01:02:22.746]  Hi, Alex.
[01:02:23.106 --> 01:02:24.147]  Thanks for taking my call.
[01:02:24.627 --> 01:02:28.050]  I just want to tell you a quick story and ask you a question if I can.
[01:02:29.671 --> 01:02:37.558]  The story is about, you know, recently I was in the ancient town of Bath here in the UK.
[01:02:38.019 --> 01:02:41.702]  There's a cathedral and like a Roman spa and all this kind of stuff.
[01:02:41.722 --> 01:02:43.104]  I think that's why it's called Bath, yeah.
[01:02:43.324 --> 01:02:44.185]  Yeah, that's right, yeah.
[01:02:45.246 --> 01:02:49.409]  And I was wandering around and there was some anti-war protesters.
[01:02:50.490 --> 01:02:54.294]  And they were kind of like being ignored, but I went up and tried to speak to them.
[01:02:55.479 --> 01:03:01.360]  And, uh, lo and behold, the leader of the anti-war protesters was an American.
[01:03:02.420 --> 01:03:03.041]  Would you believe?
[01:03:03.061 --> 01:03:06.221]  Uh, American girl, about in her mid-twenties.
[01:03:06.641 --> 01:03:08.822]  And, uh, I tried to talk to her about 9-11.
[01:03:08.862 --> 01:03:12.622]  I asked her if she'd seen Terror Storm or Loose Change, and she said no.
[01:03:12.642 --> 01:03:20.904]  And when I tried to talk about the Pentagon, and, you know, this guy who couldn't fly, she then turned around and got a little bit annoyed with me.
[01:03:21.904 --> 01:03:27.086]  And, uh, to try to distract attention because obviously the other protesters were listening to what I was talking about.
[01:03:27.886 --> 01:03:30.768]  And then she said, well, I'm a pilot and that's possible.
[01:03:30.828 --> 01:03:31.548]  You can do that.
[01:03:32.168 --> 01:03:41.292]  And then when I started talking about the missing trillions and, you know, and all the other kind of, you know, the plane vaporizing and the autopsies, she's really, it was kind of weird.
[01:03:41.472 --> 01:03:51.496]  You know, first of all, to see an American leading a protest in the UK and then kind of her behavior and reaction to my questioning and just, just talking to her.
[01:03:52.908 --> 01:04:01.216]  I mean, she could have been an operative, but most likely a lot of these activists are control freaks, and they freak out.
[01:04:01.377 --> 01:04:05.901]  They're real self-important about anything they do, and they're all real competitive.
[01:04:05.921 --> 01:04:08.104]  They're not really in it to be against the war.
[01:04:08.124 --> 01:04:13.730]  They're in it to be a leader, or they're in it to get all the credit for themselves, and they freak out and ninny over
[01:04:14.490 --> 01:04:14.891]  No, I don't.
[01:04:34.537 --> 01:04:39.158]  In the UK, in the US, in Europe, knows that 9-11 truthers have been taking it over.
[01:04:39.238 --> 01:04:44.279]  So they're also very aggressive because they've been briefed that we're just very bad people.
[01:04:45.079 --> 01:04:46.659]  Yeah, well basically that's what happened.
[01:04:46.719 --> 01:04:50.080]  I just said, look, Google terror storm, Google loose change, watch it.
[01:04:50.560 --> 01:04:52.820]  You know, and I just told her that.
[01:04:53.321 --> 01:04:55.181]  And she got me to sign her petition or whatever.
[01:04:55.221 --> 01:05:00.762]  But the point was, the other people behind her, you know, were listening to what I had to say and took note.
[01:05:01.300 --> 01:05:02.120]  And we're interested.
[01:05:02.460 --> 01:05:09.122]  But the leader, who happens to be an American, which I just think is a little bit odd as well, you know, obviously was not very happy to see me.
[01:05:10.163 --> 01:05:12.063]  And the question I want to ask you... No, and that's it.
[01:05:12.103 --> 01:05:18.005]  You always have... The peace groups are listening to us, but their leaders are always hissing to keep us away.
[01:05:18.565 --> 01:05:19.426]  You have one more question.
[01:05:19.446 --> 01:05:20.066]  Stay there briefly.
[01:05:20.086 --> 01:05:21.786]  I'll try to answer it for Paul in the UK.
[01:05:22.147 --> 01:05:23.327]  Then more of your calls straight ahead.
[01:05:35.251 --> 01:05:40.700]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:05:41.060 --> 01:05:48.692]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:05:49.406 --> 01:05:56.451]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:05:56.852 --> 01:06:08.260]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:06:08.600 --> 01:06:12.103]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:06:12.563 --> 01:06:14.485]  It's an anthology of government crimes.
[01:06:14.825 --> 01:06:18.668]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:06:19.258 --> 01:06:26.241]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:06:31.781 --> 01:06:36.862]  Black Berkey purification elements are more powerful than any gravity filter element on the market.
[01:06:36.922 --> 01:06:44.224]  These awesome elements are used in Berkey purification systems, and they can also be used to upgrade most other gravity filtration systems.
[01:06:44.384 --> 01:06:55.026]  They can purify raw, untreated water by removing pathogenic bacteria, cysts, parasites, trihalomethanes, and chemicals such as chlorine, atrazine, styrene, and MTBE.
[01:06:55.206 --> 01:06:59.767]  These elements also reduce unwanted heavy metals such as lead, mercury, and aluminum.
[01:07:00.047 --> 01:07:05.029]  Unbelievably, they even remove small micro-particulate from water like food coloring particles.
[01:07:05.249 --> 01:07:08.190]  Yet, they leave in the nutritional minerals that your body needs.
[01:07:08.410 --> 01:07:18.133]  Moreover, because they are recleanable, black Berkey elements are more economical than the standard disposable elements, providing fresh, pure water for less than 2 cents per gallon.
[01:07:18.153 --> 01:07:19.213]  Get a 2-pack for only $99 or a 4-pack for only $188.
[01:07:22.014 --> 01:07:23.135]  By calling New Millennium at 888-803-4438.
[01:07:32.415 --> 01:07:33.015]  We're off right now.
[01:07:33.195 --> 01:07:36.277]  But there are a lot of different ways to get ourselves out of this mess.
[01:07:36.497 --> 01:07:40.479]  Providing for our own food, water, and power are a good start.
[01:07:40.739 --> 01:07:47.042]  As you may have heard by now, Ken's Solar has been configuring alternative energy packages for over a decade.
[01:07:47.283 --> 01:07:51.665]  One of Ken's most popular items right now is the new solar-powered generator.
[01:07:51.845 --> 01:07:57.188]  For a lot less than you'd expect, this portable system can chop up nearly a third of your electric bill.
[01:07:57.428 --> 01:08:01.970]  Getting yourself onto solar power is one of the most liberating things you can do for yourself.
[01:08:02.150 --> 01:08:02.910]  And your family!
[01:08:03.091 --> 01:08:10.835]  The Solar Powered Generator will run your lights, fan, electric blanket, your refrigerator, and a whole slew of household items.
[01:08:11.155 --> 01:08:19.839]  Visit Ken's website at KenSolar.com for free downloads, free videos and how-to's, and of course, the new Solar Powered Generator.
[01:08:20.119 --> 01:08:23.641]  Enter the GCN coupon code during your order and save an additional 10%.
[01:08:24.582 --> 01:08:28.544]  Get a Solar Powered Generator now from KenSolar.com.
[01:08:28.664 --> 01:08:30.665]  That's KenSolar.com.
[01:08:33.234 --> 01:08:39.259]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[01:08:39.879 --> 01:08:42.921]  It's Alex Jones and the GCN Radio Network.
[01:08:57.873 --> 01:08:59.214]  Alright folks, welcome back!
[01:09:02.293 --> 01:09:03.694]  We're going to continue with your calls.
[01:09:04.574 --> 01:09:07.936]  Let's go ahead and go to Paul in England.
[01:09:07.976 --> 01:09:09.637]  Paul, go ahead and finish up your question.
