[00:00:00.309 --> 00:00:01.090]  Find out right now!
[00:43:15.632 --> 00:43:16.552]  Again, let me repeat,
[00:43:17.876 --> 00:43:21.560]  This is what the federal appellate court ruled this week, last week.
[00:43:23.282 --> 00:43:36.837]  That even if the air at Ground Zero was toxic, that it wasn't, quote-unquote, conscience-shocking for the head of the EPA to have reassured New Yorkers to go back to work and to go out and go shopping.
[00:43:38.999 --> 00:43:43.000]  That was a decision, I believe from last Friday, by the 2nd U.S.
[00:43:43.040 --> 00:43:50.281]  Circuit Court of Appeals, throwing out lawsuits against the former leader of the EPA, Christine Todd Whitman.
[00:43:51.282 --> 00:44:02.664]  The panel of three judges reasoned that the government's interest in returning New York to normalcy following the attack should protect it from the lawsuits, alleging, no, telling
[00:44:03.655 --> 00:44:06.637]  That the government made false statements about air quality.
[00:44:06.677 --> 00:44:09.278]  Again, they're not saying that the government didn't make false statements.
[00:44:09.899 --> 00:44:12.900]  They just believe that this was perfectly in order.
[00:44:13.481 --> 00:44:23.326]  The court did not make any factual findings as to the quality of the air, or as to whether the EPA had intentionally misled the public, which they did.
[00:44:24.067 --> 00:44:27.869]  And let's not forget that Hitlery Clinton was involved in this, which Ms.
[00:44:27.909 --> 00:44:29.430]  Whitman has denied in doing.
[00:44:30.270 --> 00:44:34.533]  Of course, don't expect them to admit it anytime soon, especially when they have the U.S.
[00:44:34.633 --> 00:44:36.634]  Appellate Court of Appeals on their side.
[00:44:37.475 --> 00:44:38.315]  This is their ruling.
[00:44:38.495 --> 00:44:59.769]  Quote, when great harm is likely to befall someone no matter what the government official does, the allocation of risk may be a burden on the conscience of the one who must take such decisions, but does not shock the contemporary conscience.
[00:45:00.615 --> 00:45:02.156]  How's that for Orwellian, folks?
[00:45:03.057 --> 00:45:21.448]  The Circuit Chief's Judge Dennis Jacobs wrote, quote, These principles apply, notwithstanding the great service rendered by those who repaired New York, the heroism of those who entered the site when it was unstable and on fire and the serious health consequences that are plausibly alleged.
[00:45:21.568 --> 00:45:23.930]  Again, this is the ruling.
[00:45:24.918 --> 00:45:38.622]  That it wouldn't have mattered because the government couldn't have cleaned up the air, they couldn't have evacuated and shut down New York, so encouraging people to go out and to breathe the air was not conscience-shocking, quote-unquote.
[00:45:40.242 --> 00:45:46.504]  Whether a government official's actions are conscience-shocking, again they use this, I guess this is a legal term, I've never heard of it,
[00:45:47.729 --> 00:45:54.013]  They say it's a legal standard that decides whether an official is liable in certain types of lawsuits.
[00:45:54.413 --> 00:46:16.267]  This could, by the way, set the stage for further information coming out, because it's very possible, with the evidence that we have, with the emotions involved in this, with the critical mass that 9-11 Truth is becoming, it is very possible that you might see an actual confession
[00:46:17.139 --> 00:46:20.840]  Like the one Kerry is alleged to have given here at Book People in Austin, Texas.
[00:46:21.200 --> 00:46:24.521]  That yes, we admit we pulled the buildings to save life and property.
[00:46:25.061 --> 00:46:30.743]  But that's not conscience-shocking, because we couldn't do anything else, and of course we were only trying to protect the people.
[00:46:30.803 --> 00:46:34.223]  So, I don't know if this sets a precedent or a standard for something like that.
[00:46:34.243 --> 00:46:35.144]  It certainly seems to.
[00:46:35.724 --> 00:46:44.026]  If nothing else, it sets a standard that the people who are dying as a result from, and as the Firefighters Union says,
[00:46:44.858 --> 00:46:57.182]  sending in rescue workers, not to rescue people, not to find the remains of the loved ones and the victims of 9-11, but to find the gold from the Nova Scotia Bank, which Rudy Giuliani ordered them to find.
[00:46:57.222 --> 00:47:05.905]  Of course, again, as the Firefighters Union has stated, as soon as they found that gold, all rescue efforts were called off immediately.
[00:47:05.965 --> 00:47:11.467]  So that's why they sent them in, and certainly I'm sure this wasn't entered into this particular trial.
[00:47:12.202 --> 00:47:21.751]  Again, whether a government official's actions are conscience-shocking, quote-unquote, is a legal standard that decides whether an official is liable in certain types of lawsuits.
[00:47:23.352 --> 00:47:33.882]  I always thought that if you accepted there were lies, lies to get these people working down there, and that those lies were inherently conscience-shocking,
[00:47:36.511 --> 00:47:37.853]  That there would be a case.
[00:47:37.913 --> 00:47:43.459]  So said the lawyer who brought the case, Steven Riegel of Whiteson Luxembourg PC.
[00:47:43.479 --> 00:47:43.859]  Hmm.
[00:47:45.381 --> 00:47:52.368]  Lawsuit was a class action suit on behalf of those who searched for the survivors and cleaned up Ground Zero following the attacks.
[00:47:52.429 --> 00:47:55.352]  The men now suffer respiratory ailments, to put it lightly.
[00:47:56.036 --> 00:47:58.718]  A spokesman for the Justice Department declined to comment.
[00:47:58.738 --> 00:48:06.403]  The court's holding in the case suggests that it will also dismiss a similar suit brought on behalf of the residents near the World Trade Center.
[00:48:07.083 --> 00:48:17.389]  The ruling yesterday is unlikely to have a result on another class action suit on behalf of the workers at Ground Zero, which was brought under a different legal theory, and good for them.
[00:48:17.689 --> 00:48:19.511]  Apparently they might escape this ruling.
[00:48:20.251 --> 00:48:24.794]  The panel also included judges Rina Raggi and Robert Sack.
[00:48:25.835 --> 00:48:34.918]  In a related story, I guess we can head this up with, could Tom Cruise be the next 9-11 truther?
[00:48:35.998 --> 00:48:42.280]  Because this is exactly what Tom Cruise is doing right now, and maybe why he's been attacked for quite some time, among other things.
[00:48:42.300 --> 00:48:48.522]  Of course, he's come out against the psychiatric control industry and prescription drugs, among other things.
[00:48:48.562 --> 00:48:51.483]  But will he be the next 9-11 celebrity truther?
[00:48:51.523 --> 00:48:53.164]  Tom Cruise's latest efforts
[00:48:53.840 --> 00:48:59.202]  Isn't for the big screen, it's for the New York Police, Firefighters and Paramedics of September 11th.
[00:48:59.682 --> 00:49:11.206]  Cruz appeared last Thursday at a private dinner in Manhattan to raise money for the New York Rescue Workers Detoxification Project, a program he co-founded in 2002 with his wife Katie Holmes.
[00:49:14.358 --> 00:49:32.033]  The program based in principles developed by L. Ron Hubbard, they'll have to throw that in the news story to try to discredit it, offers free treatment to emergency workers who suffer breathing difficulties and other health problems stemming from exposure to toxins at ground zero after September 11, 2001.
[00:49:33.574 --> 00:49:38.839]  Nearly six years later, many are still paying a price for their heroic service at the World Trade Center.
[00:49:39.219 --> 00:49:41.281]  This is a profound injustice
[00:49:42.356 --> 00:49:48.954]  Said the 44-year-old actor in a statement to the Associated Press, this project has demonstrated that recovery is not only possible...
[00:49:49.767 --> 00:49:51.327]  But an inconvertible fact.
[00:49:51.347 --> 00:49:58.069]  The program has treated 785 workers since its inception, said the director Jim Woodworth.
[00:49:58.449 --> 00:50:04.770]  Each worker is given vitamins and nutritional counseling and participates in the daily exercise and sauna sessions.
[00:50:05.510 --> 00:50:07.430]  The program takes about 30 days to complete, he said.
[00:50:08.150 --> 00:50:15.832]  The thing is, they're of course writing in here that this is some kooky Scientology program, when really all this is
[00:50:16.798 --> 00:50:24.942]  All this really breaks down to is a big and well-known detoxification program which was adopted by the Scientologists.
[00:50:26.603 --> 00:50:32.406]  So, of course, you understand we're not promoting Scientology by saying something nice about Tom Cruise.
[00:50:32.766 --> 00:50:35.008]  I suppose this particular effort makes him gay.
[00:50:35.088 --> 00:50:35.448]  I don't know.
[00:50:36.624 --> 00:50:51.797]  But I do know that there are detoxification procedures, some of them which are time-consuming and very expensive, which can be used in order to help these people better than just slapping a court ruling and saying that it wasn't shocking enough to the conscience.
[00:50:52.758 --> 00:50:54.820]  I don't know how that helps the people recover.
[00:50:55.340 --> 00:51:00.505]  I do know that detoxification in this case, if it doesn't help, certainly isn't going to hurt.
[00:51:03.883 --> 00:51:08.985]  So I'd like to support that effort, and also I think I'm going to send Tom Cruise some enter food.
[00:51:09.905 --> 00:51:13.386]  The website for this is, I believe, NYDetox.org.
[00:51:13.426 --> 00:51:17.328]  You can find out more about the New York Rescue Workers Detoxification Program.
[00:51:17.528 --> 00:51:21.589]  We'll come right back and take your calls, cover more news and information you're not getting anywhere else.
[00:51:21.609 --> 00:51:22.630]  This is the Alex Jones Show.
[00:51:22.850 --> 00:51:26.051]  I'm Jack Blood, sitting in for Alex Jones, InfoWars.com, PrisonPlanet.com.
[00:51:39.443 --> 00:51:44.887]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[00:51:45.287 --> 00:51:52.892]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[00:51:53.624 --> 00:52:00.649]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[00:52:01.070 --> 00:52:12.478]  Terror Storm chronicles the lies that took us to war in Iran, the White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[00:52:12.818 --> 00:52:16.321]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[00:52:16.781 --> 00:52:18.723]  It's an anthology of government crimes.
[00:52:19.043 --> 00:52:22.866]  Terror Storm is a film that everyone who wants to be truly informed must see.
[00:52:23.470 --> 00:52:30.922]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[00:52:36.713 --> 00:52:45.103]  Hello folks, Alex Jones here introducing Prudent Places USA, an interactive CD book that is your premier resource for hard-to-find information.
[00:52:45.263 --> 00:52:55.335]  Find out about everything from job migration to evacuation information, such as major bridges in disrepair and FEMA evacuation time studies for coastal cities.
[00:52:55.795 --> 00:53:01.639]  Zero in on man-made disaster zones, environmental areas of concern, and natural disaster zones.
[00:53:01.859 --> 00:53:06.301]  Find out everything from where to get water in an emergency to geographic income levels.
[00:53:06.521 --> 00:53:12.585]  Housing prices complete with over 3 gigabytes of detailed information on the 3,000 plus counties in the U.S.
[00:53:12.765 --> 00:53:19.209]  Full-color photographs, 550 high-resolution full-color maps, and detailed information and analysis that you need.
[00:53:19.509 --> 00:53:24.652]  Order Prudent Places USA now for only $29 plus shipping by calling New Millennium.
[00:53:24.872 --> 00:53:26.656]  Call 888-803-4438 and tell them Alex Jones sent you.
[00:53:26.696 --> 00:53:28.599]  That's 888-803-4438 or order online at murkywater.com.
[00:53:36.423 --> 00:53:38.145]  Hello friends, Alex Jones here.
[00:53:38.365 --> 00:53:42.069]  I want you to imagine waking up one morning to find out you've been burglarized.
[00:53:42.410 --> 00:53:44.612]  An intruder has taken your personal possessions.
[00:53:45.133 --> 00:53:51.339]  Credit card numbers, social security cards, banking information, and more, all in the hands of a total stranger.
[00:53:51.500 --> 00:53:56.385]  What's worse is, you realize he got it through your front door, because you left it unlocked.
[00:53:56.585 --> 00:54:05.616]  Every time you walk away from your computer, leaving your internet connection on, you are virtually inviting hackers, criminals, and Big Brother to access your personal information.
[00:54:05.936 --> 00:54:11.963]  Put a stop to this right now with the Net7 Network Security Switch from Net7 Technologies.
[00:54:12.203 --> 00:54:15.227]  Turn your internet on and off with one simple switch.
[00:54:15.367 --> 00:54:18.469]  There's no software to load, and it's so easy to install.
[00:54:18.829 --> 00:54:23.891]  Right now, you can order your NET7 security switch from NET7 Technologies for only $39.95.
[00:54:24.712 --> 00:54:27.813]  For a limited time, receive free shipping with your order.
[00:54:28.233 --> 00:54:30.194]  Visit net7tech.com.
[00:54:30.374 --> 00:54:35.417]  That's NET, the number 7, tech.com, and start protecting yourself today.
[00:54:52.290 --> 00:54:53.131]  Thanks again.
[00:55:25.289 --> 00:55:50.716]  Wake up boys, there's a light at the window I can hear someone knocking on the door
[00:55:52.702 --> 00:56:06.450]  Thanks again for joining us today, folks.
[00:56:06.490 --> 00:56:09.531]  I think our ISDN line just cut out for a minute, but we are back.
[00:56:09.591 --> 00:56:11.512]  Jack Blood, again, sitting in for Alex Jones.
[00:56:11.532 --> 00:56:12.773]  We're going to go to your calls here.
[00:56:12.793 --> 00:56:14.374]  We've got about 10 minutes to take your calls.
[00:56:14.394 --> 00:56:17.055]  We have a guest that we'll have up for about 10-15 minutes.
[00:56:17.075 --> 00:56:18.036]  Go back to your calls.
[00:56:18.917 --> 00:56:25.546]  And cover a lot of news breaking that you're not hearing anywhere else but on the GCN radio network on the program today.
[00:56:25.926 --> 00:56:27.769]  Alex was scheduled to join us here.
[00:56:27.809 --> 00:56:29.451]  I'm sure he will be very soon.
[00:56:29.732 --> 00:56:30.753]  We'll look forward to that.
[00:56:31.334 --> 00:56:34.999]  Just real quick here, if you have not seen Terror Storm, you have not
[00:56:35.379 --> 00:56:44.846]  Purchase Terror Storm or the Alex Jones films which have really set new standards for documentary filmmaking and DIY filmmaking across this world.
[00:56:45.126 --> 00:56:46.167]  You need to do that now.
[00:56:46.207 --> 00:56:54.874]  That supports the effort in order to continue building the network, continue building on the work that Alex has done such a great job at.
[00:56:55.414 --> 00:56:57.315]  There's actually a deal right now.
[00:56:57.375 --> 00:57:01.576]  You can get both Freedom to Fascism and Terror Storm for a reduced price.
[00:57:01.596 --> 00:57:03.376]  These are two films you want everybody to see.
[00:57:03.696 --> 00:57:07.237]  Terror Storm documents the history of false flag terrorism.
[00:57:07.277 --> 00:57:08.858]  Goes into 9-11 information.
[00:57:09.278 --> 00:57:11.098]  A very, very important film.
[00:57:11.198 --> 00:57:15.059]  Breaking and smashing records for downloads all across the internet.
[00:57:15.079 --> 00:57:20.741]  If you haven't seen this or if you haven't purchased the actual edition of it, please do so.
[00:57:20.821 --> 00:57:21.521]  Make copies.
[00:57:21.581 --> 00:57:22.021]  Get them out.
[00:57:22.061 --> 00:57:24.282]  Make sure everybody receives copies of Terror Storm.
[00:57:24.582 --> 00:57:30.895]  And for freedom to fascism you can get them now by going to Infowars.com Infowars.com or you can simply call toll-free 888-253-3139
[00:57:34.682 --> 00:57:35.943]  Yes, good morning.
[00:57:35.963 --> 00:57:37.623]  I wanted to tell you that last Thursday night,
[00:58:01.926 --> 00:58:06.894]  Here in Chicago, I went to a place where William Gonzales was telling his story.
[00:58:07.254 --> 00:58:08.095]  Sure.
[00:58:08.656 --> 00:58:17.590]  And he almost didn't get to the theater on time because... ...away from him.
[00:58:18.226 --> 00:58:20.967]  Now this is one of the last men out.
[00:58:21.088 --> 00:58:23.069]  One of the 9-11 heroes.
[00:58:23.109 --> 00:58:26.510]  Decorated by President Bush as a hero for 9-11.
[00:58:26.530 --> 00:58:32.734]  Recruited by the Republican Party to be a big candidate, which he turned down because he wanted to talk about what he talked about.
[00:58:32.794 --> 00:58:34.034]  Okay, so he was detained.
[00:58:34.074 --> 00:58:34.755]  I hadn't heard that.
[00:58:34.895 --> 00:58:36.956]  He's being treated like a terrorist now.
[00:58:38.543 --> 00:58:39.625]  Did he make it to the event?
[00:58:39.865 --> 00:58:42.949]  He got there in time.
[00:58:43.289 --> 00:58:52.941]  I read on thelonelantern.org that he has to go back with his lawyer and get his passport again.
[00:58:53.482 --> 00:58:56.165]  He says that he has quite often been hassled.
[00:58:56.607 --> 00:58:58.789]  At the airport, they keep questioning him.
[00:58:59.229 --> 00:59:00.030]  Where are you going?
[00:59:00.090 --> 00:59:00.851]  What are you doing?
[00:59:01.031 --> 00:59:07.757]  But that hasn't stopped him from telling the truth around the world, and this is, I'm sure, precisely why this has happened.
[00:59:08.337 --> 00:59:09.378]  Thank you for that update, Rose.
[00:59:09.398 --> 00:59:10.379]  You're more than welcome to hang.
[00:59:10.399 --> 00:59:12.401]  We'll also go to Phil, Charles, Richard, and Luca.
[00:59:12.421 --> 00:59:14.683]  Stay tuned.
[00:59:16.064 --> 00:59:20.308]  Order a copy of this show for your friends and family at GCNlive.com or call 877-300-7645.
[00:59:26.542 --> 00:59:34.907]  Hello folks, Alex Jones here introducing Prudent Places USA, an interactive CD book that is your premier resource for hard-to-find information.
[00:59:35.067 --> 00:59:45.133]  Find out about everything from job migration to evacuation information, such as major bridges in disrepair and FEMA evacuation time studies for coastal cities.
[00:59:45.633 --> 00:59:51.463]  Zero in on man-made disaster zones, environmental areas of concern, and natural disaster zones.
[00:59:51.683 --> 00:59:56.111]  Find out everything from where to get water in an emergency to geographic income levels.
[00:59:56.351 --> 00:59:57.152]  Housing on the 3,000 plus...
[00:59:59.389 --> 01:00:05.833]  Full-color photographs, 550 high-resolution full-color maps, and detailed information and analysis that you need.
[01:00:06.133 --> 01:00:11.937]  Order Prudent Places USA now for only $29, plus shipping by calling New Millennium at 888-803-4438.
[01:00:12.037 --> 01:00:13.298]  And tell them Alex Jones sent you.
[01:00:13.338 --> 01:00:15.219]  That's 888-803-4438, or order online at murkywater.com.
[01:00:25.396 --> 01:00:27.298]  Waging war on corruption.
[01:00:27.778 --> 01:00:30.661]  Alex Jones on the GCN Radio Network.
[01:00:37.086 --> 01:00:37.747]  Big Brother.
[01:00:38.387 --> 01:00:39.468]  Mainstream media.
[01:00:40.169 --> 01:00:41.270]  Government cover-ups.
[01:00:41.930 --> 01:00:42.731]  You want answers?
[01:00:43.491 --> 01:00:45.433]  Well, so does he.
[01:00:45.453 --> 01:00:48.776]  He's Alex Jones on the GCN Radio Network.
[01:00:49.236 --> 01:00:53.320]  And now, live from Austin, Texas, Alex Jones.
[01:00:55.467 --> 01:00:59.689]  You want answers, so do I. I'm Jack Blood filling in for Alex Jones.
[01:00:59.809 --> 01:01:06.993]  Alex Jones getting to the answers by asking the right questions and moving us to the right debate.
[01:01:07.073 --> 01:01:10.914]  That's extremely important and that's the job we've been doing, Lo, these many years.
[01:01:12.295 --> 01:01:15.977]  I really believe 9-11 truth, truth action in general.
[01:01:17.165 --> 01:01:21.448]  A new paradigm is being built and we are heading towards critical mass.
[01:01:21.468 --> 01:01:26.371]  We are the proverbial truth snowball rolling down the hill, getting bigger and bigger all the time.
[01:01:26.651 --> 01:01:31.554]  Get out of the way or you'll be run over by truth action and 9-11 truth.
[01:01:33.097 --> 01:01:34.437]  We're going to go to a few more calls here.
[01:01:34.477 --> 01:01:41.400]  I have a quick interview to do, and then we'll go back to your calls and continue to cover news today, this Monday, the 23rd of April, 2007.
[01:01:41.680 --> 01:01:42.981]  Let's go to Phil in Detroit.
[01:01:43.041 --> 01:01:44.021]  Phil, thank you for holding.
[01:01:44.061 --> 01:01:45.121]  You're on the Alex Jones Show.
[01:01:45.521 --> 01:01:45.722]  Hi.
[01:01:45.782 --> 01:01:47.542]  What was the name that you used there?
[01:01:47.622 --> 01:01:49.723]  Conscience what?
[01:01:50.678 --> 01:01:56.463]  The judge used... Yeah, uh, conscience shock, I believe, was the appropriate term.
[01:01:56.483 --> 01:01:58.645]  Conscience shocking.
[01:01:58.685 --> 01:02:00.066]  It's not conscience shocking.
[01:02:00.106 --> 01:02:03.770]  Yes, that's correct, so therefore it's not a crime if it's not conscience shocking.
[01:02:04.450 --> 01:02:05.251]  Orwellian, isn't it?
[01:02:05.792 --> 01:02:11.757]  Well, I mean, honestly, I mean, you know, when they nuke Washington because the people have come to drag these
[01:02:12.529 --> 01:02:18.491]  Criminals out in the street and hang them, is that going to be not conscience shocking, I guess?
[01:02:18.611 --> 01:02:22.173]  I mean, it's a semantical game, isn't it?
[01:02:22.253 --> 01:02:24.054]  What does shocking mean to the courts?
[01:02:24.074 --> 01:02:25.474]  What does a conscience mean to the courts?
[01:02:25.674 --> 01:02:28.255]  They don't have a conscience, so how could they even comment on this?
[01:02:29.016 --> 01:02:30.956]  This is Orwellian beyond belief.
[01:02:31.096 --> 01:02:36.699]  I mean, you can't even read a story like that without having to get out your decoder book and figure out what they're really saying.
[01:02:37.339 --> 01:02:41.881]  You know, my box of cornflakes never came with rain.
[01:02:42.859 --> 01:02:57.089]  Well, it is a total crime and it is a slap in the face to the rescue workers, the people, the residents that lived in that area that were told to go out and go shopping when the government knew that there was toxic dust floating around everywhere, okay?
[01:02:57.129 --> 01:02:58.690]  So, it is a slap in the face.
[01:02:58.710 --> 01:03:10.077]  So, not only does our government not support the troops by littering depleted uranium everywhere, but they don't support the victims of 9-11 by doing this and trying to whitewash this and cover it up.
[01:03:10.117 --> 01:03:11.498]  Again, the court doesn't have a conscience.
[01:03:11.518 --> 01:03:12.719]  They have no right to comment on it.
[01:03:12.999 --> 01:03:18.140]  Of course they didn't plant explosives in the building because of the asbestos problem.
[01:03:18.220 --> 01:03:24.521]  I wouldn't have had anything to do with that motivation.
[01:03:25.562 --> 01:03:28.822]  We really have to get these criminals tried.
[01:03:29.102 --> 01:03:31.843]  The problem is that we're fighting against liars.
[01:03:32.623 --> 01:03:37.804]  And when you fight against liars, they use lies the way we would try to use truth.
[01:03:38.818 --> 01:03:42.680]  And, unfortunately, it looks like... The lie will set you free?
[01:03:43.361 --> 01:03:46.062]  The best way to fight lies is with lies.
[01:03:46.522 --> 01:03:51.425]  There are other lies that can be added to their lies that make their lies useful.
[01:03:51.625 --> 01:03:53.606]  I completely disagree with that, Phil.
[01:03:53.846 --> 01:03:57.488]  I don't know how you want to flesh that out, but I think the best way to fight lies is with truth.
[01:03:57.568 --> 01:03:59.469]  You know, just remember, they don't lie.
[01:03:59.710 --> 01:04:00.530]  They misspeak.
[01:04:00.850 --> 01:04:01.831]  They're not informed.
[01:04:02.071 --> 01:04:02.751]  They forget.
[01:04:03.051 --> 01:04:04.032]  Someone else did it.
[01:04:05.504 --> 01:04:09.105]  I know, but that can take forever, that process.
[01:04:09.245 --> 01:04:14.206]  In order to keep the 9-11 truth movement out there and to keep the truth... But it's working, Bill.
[01:04:14.426 --> 01:04:15.967]  Using the truth is working.
[01:04:16.027 --> 01:04:17.027]  Look around you.
[01:04:17.367 --> 01:04:25.929]  Of course, but sometimes you have to be a little bit creative in the way in which you go about publicizing the truth.
[01:04:26.616 --> 01:04:30.458]  And using their propaganda machines to our advantage.
[01:04:30.698 --> 01:04:32.418]  Well, here's what Rumsfeld said about that.
[01:04:32.498 --> 01:04:37.700]  Sometimes the truth is so precious, it has to be accompanied by a bodyguard of lies.
[01:04:37.740 --> 01:04:39.001]  That's a direct quote from Rummy.
[01:04:42.099 --> 01:04:43.320]  So maybe you agree with Rummy.
[01:04:43.340 --> 01:04:43.640]  I don't know.
[01:04:43.680 --> 01:04:56.605]  I mean, I happen to think that standing up, being bold, being personally responsible, being a good example for your friends, your neighbor, your family, your co-workers, and people on the street, and fighting the good fight on a truth level.
[01:04:56.946 --> 01:05:00.567]  Of course, as Bill Cooper used to say, there are many truths, so we can get into all of that.
[01:05:01.148 --> 01:05:08.651]  But at the end of the day, we have to be the ones who are honest, who are truthful, who are doing our best to cut through the bodyguard of lies.
[01:05:09.432 --> 01:05:11.875]  And expose these criminals for who they really are.
[01:05:12.155 --> 01:05:15.179]  Liars, criminals, murderers, and eugenics.
[01:05:15.220 --> 01:05:16.441]  We'll come right back after this, folks.
[01:05:16.461 --> 01:05:16.882]  Stay tuned.
[01:05:33.149 --> 01:05:38.114]  Now you can bring Berkey Purification Power anywhere with the Sport Berkey Filtration Bottle.
[01:05:38.414 --> 01:05:43.859]  Ideal for sporting games, camping or boating, or Sport Berkey is small enough to store in your glove box.
[01:05:43.899 --> 01:05:48.203]  So it's ideal backup for unexpected emergencies like blackouts, floods or earthquakes.
[01:05:48.543 --> 01:05:51.546]  It's simply the best personal water filtration system available.
[01:05:51.866 --> 01:05:55.289]  So effective you can drink raw, untreated water from lakes, rivers and streams.
[01:05:55.629 --> 01:06:04.975]  Unlike other sport bottles, the Sport Berkey's patented filter formulation is so powerful it removes cysts, parasites, harmful bacteria, and chemicals like herbicides and pesticides.
[01:06:05.236 --> 01:06:08.738]  It even reduces radon-222, lead, and other heavy metals.
[01:06:08.978 --> 01:06:16.083]  This lightweight, rugged 22-ounce filter is small enough to go everywhere, so take one to work and keep another in your glove box for emergencies.
[01:06:16.343 --> 01:06:17.704]  Get the Berkey Sport for only $39.
[01:06:17.764 --> 01:06:19.425]  Get two for $70 by calling New Millennium at 888-803-4438.
[01:06:25.849 --> 01:06:40.898]  It's here, after a year in production and traveling to distant lands, my new film Terror Storm is complete.
[01:06:41.278 --> 01:06:48.862]  Shocking declassified government documents prove that western governments are orchestrating terror attacks against their own populations as a pretext to enslave them.
[01:06:49.614 --> 01:06:56.659]  Terror Storm proves that not only was 9-11 an inside job, but the attacks of 7-7 in London were carried out by British intelligence.
[01:06:57.060 --> 01:07:08.468]  Terror Storm chronicles the lies that took us to war in Iran, a White House program to disseminate fake news, NSA spying, secret police torture, the latest 9-11 information, and much, much more.
[01:07:08.808 --> 01:07:12.331]  Terror Storm is the definitive guide to the history of government-sponsored terrorism.
[01:07:12.771 --> 01:07:14.693]  It's an anthology of government crimes.
[01:07:15.033 --> 01:07:18.876]  Terror Storm is a film that everyone who wants to be truly informed must see.
[01:07:19.460 --> 01:07:26.903]  Get your copy today at InfoWars.com or PrisonPlanet.com or by calling toll free 1-888-253-3139 or watch it right now online at PrisonPlanet.tv
[01:07:32.020 --> 01:07:36.804]  Times are tough right now, but there are a lot of different ways to get ourselves out of this mess.
[01:07:37.044 --> 01:07:41.028]  Providing for our own food, water, and power are a good start.
[01:07:41.288 --> 01:07:47.573]  As you may have heard by now, Ken's Solar has been configuring alternative energy packages for over a decade.
[01:07:47.834 --> 01:07:52.197]  One of Ken's most popular items right now is the new solar-powered generator.
[01:07:52.378 --> 01:07:57.602]  For a lot less than you'd expect, this portable system can chop up nearly a third of your electric bill.
[01:07:57.942 --> 01:08:03.466]  Getting yourself onto solar power is one of the most liberating things you can do for yourself and your family.
[01:08:03.626 --> 01:08:11.371]  The solar-powered generator will run your lights, fan, electric blanket, your refrigerator, and a whole slew of household items.
[01:08:11.691 --> 01:08:20.397]  Visit Ken's website at KenSolar.com for free downloads, free videos and how-tos, and of course, the new solar-powered generator.
[01:08:20.657 --> 01:08:24.180]  Enter the GCN coupon code during your order and save an additional 10%.
[01:08:25.140 --> 01:08:27.462]  Get a solar-powered generator now.
[01:08:27.622 --> 01:08:29.043]  From KenSolar.com.
[01:08:29.204 --> 01:08:31.286]  That's KenSolar.com.
[01:08:32.607 --> 01:08:37.652]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[01:08:38.012 --> 01:08:40.354]  Because there's a war on for your mind.
[01:08:40.715 --> 01:08:46.100]  It is a war for your mind.
[01:08:46.120 --> 01:08:47.081]  There are no days off.
[01:08:48.300 --> 01:08:57.366]  It is a constant battle to protect your mind, to protect your pursuit of happiness, your right to freedom, your right to pursue a higher consciousness.
[01:08:58.026 --> 01:09:07.452]  And they will take that away from you and put you in a mental prison, a mental cage, if they continue to steamroll over the consciousness of the world.
[01:09:08.052 --> 01:09:08.893]  We will stop them.
[01:09:08.933 --> 01:09:17.218]  We will stop by standing up against them and by declaring that our hearts, our minds, belong to us and nobody's gonna win them!
[01:09:18.208 --> 01:09:20.551]  I don't care how much they would like to.
[01:09:21.813 --> 01:09:27.041]  Because if there's a winner in your heart and mind, there's going to be a loser, and that loser is likely to be you.
[01:09:27.870 --> 01:09:30.091]  We're going to be joined here by Joseph Kilgus.
[01:09:30.171 --> 01:09:34.172]  He is one of the people that took on John Kerry here over the weekend at Book People.
[01:09:34.492 --> 01:09:37.153]  His group is Austin 9-11 Truth Now.
[01:09:37.193 --> 01:09:41.135]  I'd just like to play the clip again, because we cut off some of it the first time we played.
[01:09:41.155 --> 01:09:48.657]  I'd like to play the whole clip of the question by Joseph to John Kerry, his answer, and then we'll come back, we'll go to Joseph, and we'll take your calls.
[01:09:48.677 --> 01:09:50.138]  Of course, this is the Alex Jones Show.
[01:09:50.178 --> 01:09:51.718]  I'm Jack Blood, sitting in for Alex Jones.
[01:09:52.178 --> 01:09:55.459]  John, if you could roll that clip, we can hear how he builds up to the question.
[01:09:55.480 --> 01:09:56.280]  I think he does a good job.
[01:09:56.300 --> 01:09:56.800]  Go ahead and roll it.
[01:09:58.147 --> 01:10:00.067]  I should mention that up front every once in a while.
[01:10:00.147 --> 01:10:07.349]  I just want to commend you both for your stance on environmental issues like this that are so important.
[01:10:07.529 --> 01:10:13.110]  Chapter 2 I really got a lot out of, especially when you talked about the Environmental Working Group.
[01:10:13.130 --> 01:10:16.731]  I think we could all benefit from going to pwg.org.
